Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,RTHII
12,0.0233992,0,0,0,0,0.0338903,0,0,0,0,0,0,0.0232808,0.0287421,0.0199938,0.00812193,0,0,0.0234368,0,0.031398,0.0197303,0.0410424,0.0185013,0.0180692,0.0139997,0.0193101,0.0204025,0.00981324,0.0107109,0.00959114,0.0165837,0.0137588,0.0110728,0.0135602,0.0105876,0.0225047,0.0172725,0.0268926,0.0071026,0.00954353,0.0127854,0.00755916,0.00498548,0.0272003,0,0,0.0388975,0,0.0301644,0.0273484,0.0616889,0.0122962,0.015475,0.0123011,0.0161197,0.0642246,0.00286876,0.0354148,0.00480893,0.00820974,0.0136167,0.0084527,0.0131495,0.0111008,0.0285268,0.0336079,0.00602247,0.0352701,0.0255577,0,0,0,0,0,0
13,0.0235638,0,0,0,0,0.0349908,0,0,0,0,0,0,0.0232184,0.0297072,0.0200348,0.00805455,0,0,0.0217771,0,0.0313925,0.0187028,0.0412429,0.0185164,0.0182182,0.014043,0.0197119,0.021915,0.009618,0.0107965,0.00964994,0.0164369,0.0138352,0.0111523,0.01364,0.0105948,0.0223413,0.017127,0.0282699,0.00792949,0.00926199,0.0132903,0.00749314,0.00496673,0.0272531,0,0,0.0373877,0,0.0295425,0.0264034,0.0618943,0.0123003,0.0153969,0.0120729,0.0165171,0.0640671,0.00297682,0.0353749,0.00467573,0.00813747,0.013463,0.00845654,0.013084,0.0107473,0.0292018,0.0326632,0.00473771,0.0362464,0.0256283,0,0,0,0,0,0
14,0.0240237,0,0,0,0,0.0363897,0,0,0,0,0,0,0.0230966,0.0304865,0.0200535,0.0079126,0,0,0.020293,0,0.0316604,0.0177099,0.0415117,0.018707,0.0182846,0.0140942,0.0202814,0.0238804,0.00961879,0.0108801,0.00971658,0.0162419,0.0139198,0.0112515,0.013742,0.0105747,0.0221508,0.017244,0.029684,0.00873588,0.00896885,0.0139173,0.00743735,0.00502129,0.0273569,0,0,0.0358227,0,0.0290169,0.0253241,0.0621492,0.0123024,0.0153015,0.011877,0.0170176,0.0640314,0.00310981,0.0353145,0.00455468,0.00808831,0.0132562,0.00847617,0.01305,0.0103762,0.0299982,0.0314124,0.0040058,0.0376268,0.0258826,0,0,0,0,0,0
15,0.024307,0,0,0,0,0.0375498,0,0,0,0,0,0,0.0227624,0.0312571,0.0201462,0.00789986,0,0,0.0190814,0,0.0319547,0.0166793,0.0415893,0.0189348,0.0183419,0.0141709,0.020922,0.0253162,0.00978237,0.0110123,0.00984821,0.016076,0.0140358,0.0113854,0.0138658,0.010545,0.0219417,0.0173699,0.0309664,0.00956177,0.00865564,0.014734,0.00736635,0.0052615,0.0275497,0,0,0.0342107,0,0.0288204,0.0240951,0.0623301,0.0121742,0.0151792,0.011713,0.0175629,0.0641245,0.00323975,0.0352194,0.00444961,0.00800122,0.0130352,0.00838534,0.0129355,0.00994357,0.0308862,0.0298684,0.00376996,0.0388455,0.0260704,0,0,0,0,0,0
16,0.0241988,0,0,0,0,0.0382475,0,0,0,0,0,0,0.0224711,0.0320665,0.0202043,0.00794226,0,0,0.0180633,0,0.0321736,0.0158063,0.0416798,0.0190182,0.0184635,0.0142881,0.0215214,0.0259184,0.00997037,0.0113183,0.0100105,0.0159328,0.0141569,0.0115423,0.0140028,0.0104997,0.0217032,0.0173009,0.0319993,0.0104803,0.00825393,0.0157072,0.00726594,0.00544054,0.0278091,0,0,0.0325441,0,0.0288398,0.0227167,0.0623613,0.0119517,0.0150047,0.011548,0.0181376,0.064277,0.00336932,0.0350214,0.00430979,0.00788719,0.0127437,0.00824792,0.012712,0.0094142,0.0317519,0.0282164,0.00403849,0.0392882,0.0260651,0,0,0,0,0,0
17,0.0234519,0,0,0,0,0.0383676,0,0,0,0,0,0,0.0222894,0.03302,0.0201532,0.00805329,0,0,0.0171303,0,0.0322447,0.0150529,0.041865,0.0189931,0.0186371,0.014358,0.021997,0.0255992,0.0101311,0.0114757,0.0101328,0.0158397,0.0142301,0.0116475,0.0140721,0.0104487,0.0214896,0.0167605,0.0329072,0.0113406,0.00787809,0.0164866,0.00721916,0.00559947,0.0280415,0,0,0.0309926,0,0.0288167,0.0213737,0.0622475,0.0117789,0.0148987,0.0114173,0.018564,0.0643772,0.00339507,0.0349273,0.00420433,0.0077716,0.0125364,0.00817112,0.0125251,0.00894706,0.0325361,0.0264792,0.00452287,0.039214,0.0256611,0,0,0,0,0,0
18,0.023036,0,0,0,0,0.0388022,0,0,0,0,0,0,0.0220327,0.0336105,0.0200626,0.00796048,0,0,0.0162456,0,0.0321985,0.0143878,0.0420244,0.0189583,0.0187809,0.0144809,0.0224373,0.0259413,0.0103223,0.0116025,0.0102765,0.0156722,0.0143216,0.0117726,0.0141425,0.0103964,0.0210651,0.0163453,0.0336089,0.0118004,0.00730488,0.0168391,0.00712143,0.00551041,0.0282576,0,0,0.0295896,0,0.0283958,0.0200354,0.0618711,0.0116442,0.0147101,0.011215,0.0189502,0.0645192,0.00344394,0.0347371,0.00410889,0.0076736,0.0123344,0.00809443,0.012451,0.00848143,0.0333772,0.0246421,0.00527463,0.0396477,0.0254411,0,0,0,0,0,0
19,0.022142,0,0,0,0,0.0386837,0,0,0,0,0,0,0.0219372,0.0342921,0.0201897,0.00819725,0,0,0.0155918,0,0.0320215,0.0140166,0.0421848,0.0191231,0.018947,0.0145494,0.0227371,0.0255225,0.010492,0.0117317,0.010388,0.0155207,0.0144236,0.0118889,0.0142658,0.0103544,0.0209286,0.0155512,0.0340581,0.0122019,0.00687869,0.0175347,0.0070993,0.00534927,0.0285363,0,0,0.0283758,0,0.0285589,0.0189378,0.0617036,0.011537,0.0145673,0.0109908,0.0192121,0.0646131,0.00351544,0.0345922,0.00400775,0.00754059,0.0121043,0.00800942,0.0124384,0.00807144,0.0341923,0.0226473,0.006108,0.03952,0.0250027,0,0,0,0,0,0
20,0.0215353,0,0,0,0,0.0388068,0,0,0,0,0,0,0.0215008,0.0347571,0.0201132,0.00850819,0,0,0.0149083,0,0.0318573,0.0136095,0.0423214,0.0191514,0.0191031,0.0145966,0.0230832,0.0255925,0.0106211,0.0118706,0.0104838,0.0154324,0.014532,0.0120153,0.014329,0.0103263,0.0205167,0.0149381,0.0344381,0.0121696,0.00647927,0.0184614,0.00711711,0.00532608,0.028767,0,0,0.0274109,0,0.0289973,0.017944,0.0617448,0.0114733,0.0144805,0.0107444,0.019519,0.0647036,0.00358446,0.034543,0.00386305,0.00741239,0.0118859,0.0079118,0.0122973,0.00754052,0.0351073,0.0208926,0.00687225,0.0394901,0.0247113,0,0,0,0,0,0
21,0.0210483,0,0,0,0,0.0390001,0,0,0,0,0,0,0.0213157,0.0351063,0.0201081,0.00825748,0,0,0.0142602,0,0.0316452,0.0131751,0.042429,0.0192564,0.019276,0.0146433,0.0235998,0.0257821,0.0107522,0.0119637,0.0105674,0.0153148,0.0146483,0.0121529,0.0144259,0.0103009,0.020259,0.0143534,0.0347537,0.0121809,0.00615822,0.018843,0.00715725,0.00541427,0.0290033,0,0,0.0265079,0,0.0287771,0.0166244,0.0618721,0.0114644,0.0145854,0.0104296,0.0199566,0.064773,0.00361891,0.0345821,0.00375238,0.00727795,0.011751,0.0078402,0.0121272,0.00714381,0.0357866,0.0187805,0.00720451,0.0396054,0.0244492,0,0,0,0,0,0
22,0.0205674,0,0,0,0,0.0391685,0,0,0,0,0,0,0.0212363,0.0354839,0.0202389,0.0076747,0,0,0.0136907,0,0.0313819,0.0126594,0.0424502,0.0194632,0.0195254,0.0146729,0.0242379,0.0259135,0.0108479,0.011999,0.0106332,0.0151343,0.0147175,0.0122393,0.0145204,0.0102694,0.0201151,0.0137719,0.0351185,0.0125221,0.00599902,0.0192016,0.0072828,0.00547572,0.0292495,0,0,0.0258668,0,0.0286254,0.0153215,0.0620245,0.0115886,0.0150241,0.0100633,0.020556,0.0648445,0.00354124,0.0346722,0.00371576,0.00714785,0.0117128,0.00783061,0.0120265,0.00687052,0.0363481,0.0166164,0.00744801,0.0395399,0.0241706,0,0,0,0,0,0
23,0.0200857,0,0,0,0,0.0392694,0,0,0,0,0,0,0.020765,0.0361491,0.0201574,0.00739899,0,0,0.0130348,0,0.0314612,0.0119681,0.0424621,0.0194815,0.0197291,0.0147848,0.0247203,0.0260408,0.0110763,0.0120988,0.0107207,0.0149972,0.0147768,0.0123174,0.0145787,0.0102488,0.0195979,0.0131468,0.0354486,0.0128258,0.00556518,0.0196754,0.007346,0.00559898,0.0295387,0,0,0.0254266,0,0.0286981,0.0139304,0.0620972,0.0117175,0.0152147,0.0097759,0.0209655,0.0648552,0.00350796,0.0346771,0.00363129,0.00706026,0.011475,0.0078118,0.0117596,0.00630535,0.0368768,0.0149899,0.00772267,0.0395082,0.023955,0,0,0,0,0,0
24,0.0196761,0,0,0,0,0.0393378,0,0,0,0,0,0,0.0202835,0.036807,0.0201387,0.00738863,0,0,0.0124562,0,0.0314499,0.0114651,0.0425547,0.0195185,0.0198771,0.0149674,0.0250686,0.0262009,0.0114957,0.0122939,0.0108365,0.0148843,0.0148682,0.0124288,0.0146675,0.0102367,0.0191531,0.0125977,0.0358113,0.0130218,0.00492169,0.0201461,0.00735535,0.00591675,0.0298571,0,0,0.0251904,0,0.028843,0.01264,0.0621119,0.0117781,0.0151012,0.00951317,0.0212391,0.064784,0.00353434,0.0346104,0.0034692,0.00696625,0.0110397,0.00780358,0.0114816,0.00552776,0.0373554,0.0135672,0.00793798,0.0394611,0.0238323,0,0,0,0,0,0
25,0.0192899,0,0,0,0,0.0394009,0,0,0,0,0,0,0.0201125,0.0373079,0.0201277,0.00761308,0,0,0.0120314,0,0.0311791,0.0112941,0.0427682,0.0196323,0.0199299,0.0150708,0.0254075,0.0264638,0.0117216,0.0124087,0.0109773,0.0147928,0.0149623,0.012567,0.0147735,0.0102458,0.018861,0.0121685,0.0361829,0.0134843,0.00455702,0.0204783,0.00742211,0.00610867,0.0301785,0,0,0.0250566,0,0.0288811,0.0117032,0.062047,0.0117516,0.0146956,0.00922976,0.021486,0.0645986,0.00363348,0.034538,0.00327539,0.00685354,0.0106935,0.00776195,0.0112034,0.00461168,0.0377268,0.0121112,0.00809466,0.0393749,0.0237638,0,0,0,0,0,0
26,0.019082,0,0,0,0,0.0396265,0,0,0,0,0,0,0.0199799,0.0379241,0.0201463,0.00806851,0,0,0.0117695,0,0.0307866,0.0112146,0.0430235,0.0197418,0.0200503,0.0151291,0.0258147,0.0270157,0.0116984,0.012553,0.0111475,0.0146542,0.015083,0.012716,0.0148865,0.0102364,0.0186486,0.0120231,0.0365036,0.0138218,0.00439457,0.0207502,0.00753408,0.00641537,0.0304375,0,0,0.0250144,0,0.0288076,0.0110051,0.061989,0.0117077,0.014315,0.00887872,0.0217862,0.0643081,0.00376838,0.034431,0.00302696,0.00671874,0.0104215,0.00772267,0.0109167,0.00357668,0.0380807,0.0108403,0.00825317,0.0395627,0.0237275,0,0,0,0,0,0
27,0.0187562,0,0,0,0,0.0397445,0,0,0,0,0,0,0.0198093,0.0383184,0.0201641,0.0087853,0,0,0.0113955,0,0.0307412,0.0109774,0.043229,0.0198913,0.0201046,0.0151636,0.0261286,0.0273222,0.0117689,0.0126928,0.0112826,0.0145604,0.0151994,0.0128264,0.0149695,0.0102311,0.0184284,0.0119187,0.0368762,0.013949,0.0044544,0.0208374,0.00757163,0.00687401,0.0307681,0,0,0.0248595,0,0.0285042,0.010185,0.0619406,0.0115337,0.0139944,0.00864274,0.0219559,0.0640997,0.00385149,0.0342957,0.00271812,0.0066191,0.0101999,0.00762904,0.0105656,0.00264974,0.0382822,0.00965447,0.00807692,0.0397281,0.0236613,0,0,0,0,0,0
28,0.0183496,0,0,0,0,0.0396431,0,0,0,0,0,0,0.0197114,0.0387333,0.020216,0.00868614,0,0,0.0112286,0,0.0306299,0.0108296,0.0433235,0.0199843,0.0202446,0.0151836,0.0267932,0.0270972,0.0119509,0.0127824,0.0113618,0.0144693,0.0152725,0.0128901,0.0150618,0.0102131,0.0182876,0.0114877,0.0371463,0.01418,0.00451773,0.0208949,0.00761952,0.00725786,0.0311717,0,0,0.0245828,0,0.0282549,0.00993974,0.0619084,0.0115472,0.014066,0.00839829,0.0224801,0.0639511,0.00377604,0.0344781,0.00248698,0.00650426,0.010071,0.00753958,0.0103725,0.00213694,0.0382565,0.00861962,0.00768974,0.0395862,0.0235414,0,0,0,0,0,0
29,0.0179238,0,0,0,0,0.0394732,0,0,0,0,0,0,0.0196406,0.0389703,0.0202726,0.00852221,0,0,0.0108905,0,0.0308957,0.0106327,0.0434046,0.0200663,0.0203866,0.0151923,0.0274576,0.0267163,0.0121711,0.0128575,0.0114474,0.0144002,0.0153098,0.0129411,0.0151304,0.0102102,0.0181095,0.0110552,0.0374941,0.0140927,0.0045822,0.0213803,0.00770669,0.00758405,0.0316304,0,0,0.0246099,0,0.0284985,0.00982209,0.0618858,0.0116198,0.0140682,0.00810618,0.0230527,0.0636595,0.00373143,0.0346175,0.00239794,0.0063947,0.00969223,0.00747358,0.0101904,0.00157806,0.0383003,0.00776741,0.00706516,0.0392722,0.0234332,0,0,0,0,0,0
30,0.0175321,0,0,0,0,0.0391488,0,0,0,0,0,0,0.0194609,0.0392439,0.0203386,0.00858485,0,0,0.0107052,0,0.0311094,0.0104439,0.0435428,0.0200798,0.020431,0.0152504,0.0279457,0.026242,0.0121991,0.0129488,0.0115538,0.0143401,0.0153468,0.0130254,0.0151715,0.0102133,0.0178941,0.0106101,0.0378226,0.0139594,0.0047818,0.0216742,0.00775515,0.00783776,0.0321657,0,0,0.0246838,0,0.0285732,0.00967748,0.061846,0.0115855,0.0138046,0.00780787,0.0234554,0.0632903,0.00378292,0.0346285,0.00228459,0.00628897,0.00909893,0.00740775,0.00989675,0.0010173,0.0383087,0.00722184,0.00644048,0.0389417,0.0234446,0,0,0,0,0,0
31,0.0172254,0,0,0,0,0.0387806,0,0,0,0,0,0,0.0191213,0.0393091,0.0202443,0.00864579,0,0,0.0107934,0,0.0310981,0.010421,0.0436986,0.0200879,0.0204858,0.0153461,0.0283863,0.0257236,0.0125008,0.0130518,0.0116603,0.0142453,0.0154175,0.0131265,0.0152212,0.0101818,0.0176829,0.0100717,0.0380352,0.0139309,0.00523254,0.0217034,0.00782749,0.00801532,0.0327336,0,0,0.0247032,0,0.0283737,0.00957396,0.0618455,0.0115112,0.0136299,0.00759667,0.0238509,0.0628322,0.00393663,0.0346008,0.00221344,0.00622813,0.00900173,0.00737103,0.00959947,0.00117839,0.0382292,0.00681161,0.00593164,0.0385537,0.0235522,0,0,0,0,0,0
32,0.0169313,0,0,0,0,0.0382437,0,0,0,0,0,0,0.018966,0.0394809,0.0202185,0.00861696,0,0,0.0109081,0,0.0310134,0.0103599,0.0437522,0.0201651,0.0205008,0.0153646,0.0288273,0.0248645,0.0126566,0.0131236,0.0116941,0.0140883,0.0154391,0.0131391,0.0152442,0.0101054,0.0175931,0.0093483,0.0382861,0.0138923,0.00556103,0.0216749,0.00787721,0.00818074,0.0334084,0,0,0.0244567,0,0.0281051,0.00955227,0.0618648,0.0113631,0.0135361,0.00743021,0.0242734,0.0623579,0.0041113,0.0345981,0.00215846,0.0061833,0.00897877,0.0073617,0.00934143,0.00154374,0.0379806,0.00637277,0.00541387,0.0379583,0.0237204,0,0,0,0,0,0
33,0.0167831,0,0,0,0,0.0376851,0,0,0,0,0,0,0.0188537,0.0397219,0.0202685,0.00854353,0,0,0.0110367,0,0.0308997,0.0103188,0.0437765,0.0202711,0.02048,0.0153943,0.0293722,0.0239133,0.0126345,0.0132172,0.0117236,0.0139312,0.0154689,0.0131399,0.0152983,0.0100355,0.0175227,0.00871513,0.0385015,0.0144078,0.00581043,0.0216359,0.00794408,0.00829381,0.0341452,0,0,0.024035,0,0.0277161,0.00943404,0.0619183,0.0111742,0.0135,0.00723165,0.0247271,0.0618447,0.00417927,0.0346031,0.0021228,0.00616725,0.00886696,0.00737975,0.0091277,0.00177353,0.0376535,0.00583004,0.00477698,0.0373109,0.0239886,0,0,0,0,0,0
34,0.0168258,0,0,0,0,0.0370972,0,0,0,0,0,0,0.0189137,0.0399778,0.0203088,0.00853958,0,0,0.0112782,0,0.0308521,0.0105214,0.0438104,0.0203484,0.0204581,0.015442,0.0299095,0.0230607,0.0124955,0.0133658,0.0117754,0.0137923,0.0155215,0.0131873,0.0153715,0.00998557,0.0174303,0.00815553,0.0386094,0.0149361,0.00607847,0.0216188,0.00799649,0.00840187,0.0349136,0,0,0.0235833,0,0.0273246,0.0092825,0.0619921,0.0110685,0.0134055,0.00706473,0.0251868,0.061288,0.00419172,0.0345841,0.00214674,0.00614649,0.008749,0.00736953,0.00896621,0.0020021,0.037315,0.00535299,0.00421126,0.0366143,0.0243741,0,0,0,0,0,0
