Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,LTHI,RTHIA
140,0.0279586,0,0,0,0,0.0158592,0,0,0,0,0,0,0.0119133,0.063443,0.00834322,0.00607641,0,0,0.0340737,0,0.0320306,0.0358341,0.0404351,0.0074748,0.0131092,0.00610726,0.0143989,0.0530687,0.00753537,0.00736598,0.0148647,0.00496133,0.00754418,0.00763474,0.0261068,0.0118376,0.0196368,0.0470694,0.0391792,0.00560039,0.0370474,0.00783924,0.00623996,0.0216121,0,0,0.0184768,0,0.0417983,0.0121091,0.0690292,0.0103644,0.0150806,0.00700769,0.0122147,0.0208904,0.00330787,0.00481992,0.00411536,0.00495418,0.00773462,0.00456859,0.00287851,0.00448403,0.0222887,0.0124959,0.0173795,0.0201916,0.0172724,0,0,0,0,0,0.00685934,0.0352411
141,0.0277112,0,0,0,0,0.0157999,0,0,0,0,0,0,0.0121977,0.0633009,0.00842308,0.00613722,0,0,0.0343262,0,0.0321899,0.0360548,0.0406127,0.00763819,0.0130707,0.00594787,0.0144937,0.0533417,0.00774802,0.00751277,0.0147136,0.00515392,0.00755374,0.00768901,0.0262704,0.0124739,0.0198886,0.0469019,0.0395217,0.00610441,0.0371266,0.00801423,0.00621909,0.0214078,0,0,0.0178828,0,0.0419209,0.0118396,0.0689682,0.0106462,0.0150079,0.00737554,0.0122512,0.0205232,0.00330773,0.00503797,0.00426516,0.00521426,0.00758046,0.00471787,0.00315994,0.00504521,0.0218978,0.0126704,0.0172962,0.0199208,0.0171159,0,0,0,0,0,0.00722311,0.0352659
142,0.0274354,0,0,0,0,0.0157754,0,0,0,0,0,0,0.0124096,0.0633198,0.00841007,0.00622771,0,0,0.0346105,0,0.0325073,0.0362629,0.0408578,0.00777538,0.0130396,0.00610222,0.0145691,0.053305,0.0078263,0.00763465,0.0145648,0.0053958,0.00756388,0.00782172,0.026416,0.0129912,0.0200798,0.0468079,0.039755,0.00663799,0.0372131,0.00823943,0.00619705,0.02113,0,0,0.0172773,0,0.042071,0.0115196,0.0688781,0.010919,0.0149335,0.00766931,0.0122433,0.0200735,0.00329352,0.0052049,0.00439417,0.00537989,0.00745787,0.00483946,0.00336344,0.00563773,0.0215416,0.0127719,0.0172011,0.0197222,0.016887,0,0,0,0,0,0.00744116,0.0352953
143,0.0271357,0,0,0,0,0.0157386,0,0,0,0,0,0,0.0126139,0.0634112,0.00830969,0.00625529,0,0,0.0348568,0,0.0325185,0.0363972,0.0410912,0.00797682,0.012926,0.00627339,0.0145833,0.0529945,0.00778529,0.00771685,0.0144365,0.00569918,0.00759755,0.00791644,0.0265614,0.0133381,0.0201899,0.0468284,0.0398072,0.00720093,0.0371949,0.00856668,0.00615605,0.0207823,0,0,0.0167614,0,0.0421514,0.0112813,0.0687902,0.0111897,0.0148992,0.0077638,0.0121503,0.0196708,0.00324582,0.00526562,0.00446452,0.00546952,0.00738191,0.00498732,0.00350813,0.00612992,0.0212493,0.0130569,0.0171369,0.019641,0.0165715,0,0,0,0,0,0.00755804,0.0353184
144,0.0269275,0,0,0,0,0.0157325,0,0,0,0,0,0,0.0129292,0.0633413,0.00839573,0.00618364,0,0,0.0353164,0,0.0323564,0.036779,0.041265,0.00822239,0.0127299,0.00632617,0.0145729,0.0527219,0.00782573,0.00784337,0.0142912,0.00601246,0.00771571,0.00806539,0.0267062,0.0136845,0.0203291,0.0468017,0.039951,0.00764129,0.0372214,0.00878945,0.00606529,0.0206107,0,0,0.0163153,0,0.042237,0.0111705,0.0687606,0.011432,0.0148603,0.00784015,0.0120802,0.0194952,0.00323265,0.00526199,0.00452756,0.00556321,0.00734535,0.00511788,0.00365714,0.00645393,0.0211604,0.0132987,0.0170552,0.0194885,0.0163314,0,0,0,0,0,0.00771688,0.0353365
145,0.0268219,0,0,0,0,0.0158149,0,0,0,0,0,0,0.0132581,0.0634138,0.00851651,0.00616101,0,0,0.0358189,0,0.032467,0.0370768,0.0414464,0.00847704,0.0126579,0.0063066,0.014605,0.0523541,0.00796337,0.00794359,0.0141599,0.00632556,0.00783818,0.00834052,0.0268644,0.0138701,0.0203817,0.0467349,0.0401654,0.00778973,0.0372693,0.00887052,0.00593529,0.0205548,0,0,0.0159717,0,0.0423064,0.0110192,0.0687464,0.0115922,0.0148571,0.00794422,0.0120526,0.0194974,0.00320674,0.00515819,0.00465644,0.00565212,0.00727487,0.005172,0.00379196,0.00648615,0.0212135,0.0130217,0.0170483,0.0193835,0.0161094,0,0,0,0,0,0.00786342,0.0353501
146,0.026739,0,0,0,0,0.0159436,0,0,0,0,0,0,0.0135579,0.0636186,0.00860147,0.00607904,0,0,0.0361874,0,0.0325361,0.0372715,0.0416051,0.00869807,0.0126167,0.00657769,0.0146304,0.0518642,0.0081228,0.00807058,0.014068,0.00661439,0.00798686,0.00856176,0.0270757,0.0141222,0.0204424,0.0467611,0.0402438,0.00783074,0.0373077,0.00894211,0.00581155,0.020515,0,0,0.0157882,0,0.0423475,0.0108526,0.068692,0.0116914,0.0148632,0.00802624,0.0119972,0.0195622,0.00310142,0.00500832,0.0047365,0.00569473,0.00718099,0.00514797,0.00378305,0.00641003,0.0212943,0.0132616,0.0170584,0.0193314,0.0158861,0,0,0,0,0,0.00801688,0.0353765
147,0.026802,0,0,0,0,0.016209,0,0,0,0,0,0,0.013914,0.0636553,0.00867802,0.00592561,0,0,0.0365085,0,0.0325639,0.0374217,0.0417324,0.00891012,0.0126196,0.00678863,0.0146754,0.0513023,0.00819728,0.00818,0.013973,0.00683808,0.00821179,0.00868146,0.027267,0.0144829,0.0204805,0.0467258,0.0403606,0.00782332,0.0373187,0.00903001,0.00577415,0.0205277,0,0,0.0157073,0,0.0423724,0.0106296,0.068619,0.0117954,0.0149067,0.00811391,0.0119734,0.0197624,0.00300337,0.00484663,0.00478183,0.00571046,0.00711129,0.00511058,0.00371664,0.00634022,0.0215495,0.0133483,0.017013,0.0194428,0.0157066,0,0,0,0,0,0.00817935,0.0354241
148,0.0269372,0,0,0,0,0.0165492,0,0,0,0,0,0,0.0141456,0.0637746,0.00865669,0.00583377,0,0,0.0367258,0,0.0325658,0.0375153,0.0417531,0.00912795,0.0126857,0.00698598,0.0146712,0.0504175,0.00817949,0.00819564,0.0139058,0.00694604,0.00834456,0.00874819,0.0273422,0.0146667,0.0204118,0.0467251,0.0403501,0.00781091,0.0373329,0.00910424,0.00580488,0.0204497,0,0,0.0156777,0,0.042379,0.0105244,0.0685643,0.0118997,0.015039,0.00810777,0.011974,0.0199223,0.00299611,0.00470675,0.00479341,0.00566036,0.00715533,0.00505482,0.00362288,0.00626523,0.0216762,0.0135223,0.0169352,0.0196032,0.0154744,0,0,0,0,0,0.00823204,0.0354609
149,0.0270034,0,0,0,0,0.0167641,0,0,0,0,0,0,0.0142508,0.0638672,0.00859873,0.00583217,0,0,0.0368756,0,0.0325092,0.0375817,0.0417766,0.00926385,0.0126615,0.0071204,0.0146331,0.0495615,0.00817711,0.00828331,0.0138712,0.00709695,0.00839008,0.00883375,0.0274515,0.0148115,0.0202747,0.0467466,0.0402581,0.00785637,0.0373728,0.00919855,0.00576283,0.0204212,0,0,0.0156592,0,0.0424033,0.0105177,0.0685026,0.0119967,0.0149985,0.00806014,0.0119262,0.019971,0.00296826,0.0045599,0.00489569,0.00562137,0.00718936,0.00504087,0.00360705,0.00625118,0.0216836,0.0139635,0.0168868,0.0197427,0.0152406,0,0,0,0,0,0.00823979,0.0353927
150,0.0268752,0,0,0,0,0.0169111,0,0,0,0,0,0,0.0143128,0.0639001,0.00875164,0.00596212,0,0,0.0368693,0,0.0325643,0.0375398,0.0417699,0.00936463,0.0126323,0.00719787,0.0146761,0.0487036,0.0083411,0.00839019,0.0138309,0.00725289,0.00843555,0.00892469,0.0275733,0.0149546,0.0200791,0.0465988,0.0402952,0.00785321,0.0374337,0.00927615,0.00572643,0.0203215,0,0,0.0155811,0,0.0424804,0.0105633,0.0684767,0.0120603,0.014946,0.0080027,0.0119173,0.019861,0.00292031,0.00439745,0.00511347,0.00561482,0.00718768,0.00505159,0.00362487,0.00625941,0.0215328,0.0146829,0.0168498,0.0198129,0.0149143,0,0,0,0,0,0.00820859,0.0353711
151,0.0271446,0,0,0,0,0.0175178,0,0,0,0,0,0,0.0144146,0.0636966,0.00894488,0.0061033,0,0,0.0365603,0,0.032491,0.0372451,0.0417295,0.00954957,0.012536,0.00719344,0.0146091,0.0464657,0.00854645,0.00840579,0.0138546,0.0073168,0.00845684,0.00899537,0.0276075,0.0150187,0.0197471,0.0463399,0.0401248,0.00787935,0.0374493,0.00935786,0.00562972,0.0198633,0,0,0.0155654,0,0.0425066,0.0109175,0.0684996,0.0121088,0.014983,0.00806515,0.0118408,0.0197218,0.0028707,0.00429169,0.00535172,0.00560369,0.0071864,0.00500366,0.00355658,0.00620344,0.0212372,0.0154354,0.0168025,0.0200812,0.0145119,0,0,0,0,0,0.00823497,0.0354137
152,0.0274853,0,0,0,0,0.0180503,0,0,0,0,0,0,0.014515,0.0635244,0.00903805,0.00620013,0,0,0.036364,0,0.0322011,0.0370461,0.0417012,0.009703,0.0124555,0.00722241,0.0146016,0.0450166,0.00852564,0.00842954,0.0139229,0.00744706,0.00845422,0.00904517,0.0276326,0.0151358,0.0194935,0.0461769,0.03998,0.00782065,0.0374613,0.0094089,0.00561297,0.0197707,0,0,0.0156817,0,0.0424989,0.0111117,0.0685324,0.0121255,0.014988,0.0082139,0.011838,0.0197799,0.00285061,0.00430133,0.00525437,0.00556314,0.00720682,0.00493083,0.00343262,0.00622953,0.0211767,0.015486,0.0168139,0.0203172,0.0143967,0,0,0,0,0,0.0082683,0.0354856
153,0.0278517,0,0,0,0,0.0185985,0,0,0,0,0,0,0.0146751,0.0635625,0.00902634,0.00627887,0,0,0.0362437,0,0.032146,0.036929,0.0416742,0.00987748,0.0123653,0.00730654,0.0146694,0.0439628,0.00834918,0.00845492,0.0138104,0.00739097,0.00848582,0.00917828,0.0276294,0.0153323,0.0193398,0.0461423,0.0397788,0.00784799,0.0374775,0.00959753,0.00565449,0.0198455,0,0,0.0158791,0,0.0424915,0.0112639,0.0685748,0.0121918,0.0149485,0.00826274,0.0118879,0.0199951,0.00287554,0.00436085,0.00522115,0.00549905,0.00725857,0.00492482,0.00334663,0.00620162,0.0212682,0.0149674,0.016877,0.0205864,0.0144303,0,0,0,0,0,0.00828961,0.0355456
154,0.0282991,0,0,0,0,0.0192835,0,0,0,0,0,0,0.0148378,0.0636811,0.00899978,0.00629681,0,0,0.0360371,0,0.0320639,0.0367453,0.0416379,0.00999152,0.0122582,0.00744953,0.0147261,0.0427518,0.00843071,0.00849573,0.0137258,0.00730546,0.00850046,0.00927128,0.0276197,0.0155051,0.0191564,0.0461764,0.0394397,0.00787445,0.0374951,0.00974173,0.00570201,0.0198856,0,0,0.0160674,0,0.0424752,0.0114116,0.0686384,0.0122458,0.0149227,0.00824396,0.0119394,0.020265,0.002931,0.00442208,0.00531781,0.00545411,0.00731361,0.00490243,0.00329323,0.00614141,0.0213434,0.0146614,0.0168746,0.0210019,0.0144899,0,0,0,0,0,0.00830707,0.0356122
155,0.0287539,0,0,0,0,0.0200759,0,0,0,0,0,0,0.0148743,0.0637369,0.00915806,0.00626818,0,0,0.0356177,0,0.0319301,0.0364117,0.0415761,0.0101093,0.0122046,0.00760493,0.014748,0.0412566,0.00849267,0.00852945,0.0137042,0.00721731,0.00845855,0.0092628,0.0275927,0.0155248,0.018909,0.0461719,0.0390384,0.0078164,0.0375031,0.00976697,0.00574814,0.0198459,0,0,0.0162141,0,0.042459,0.0115716,0.0686801,0.0122671,0.0149493,0.00819353,0.0119466,0.0204784,0.00292797,0.00449606,0.00544644,0.00541814,0.00735625,0.00486799,0.00323589,0.00615551,0.0213682,0.0149643,0.0168656,0.0214452,0.0145451,0,0,0,0,0,0.00832149,0.0357115
156,0.0292008,0,0,0,0,0.0209624,0,0,0,0,0,0,0.0147845,0.063747,0.00915497,0.00616625,0,0,0.0349469,0,0.0317132,0.0358011,0.0415536,0.0101665,0.0122528,0.00765178,0.0147508,0.039747,0.00831588,0.00850827,0.0137012,0.00718738,0.00838268,0.00926775,0.0275911,0.0154096,0.0185535,0.0461379,0.0386036,0.00774044,0.0375279,0.009735,0.00581828,0.0198143,0,0,0.0164684,0,0.0424322,0.0117026,0.0686944,0.0122657,0.0149807,0.00815338,0.0119314,0.020759,0.00290236,0.00466719,0.00523204,0.00535885,0.00738894,0.00485758,0.00317033,0.00614508,0.0215506,0.0153774,0.016821,0.021856,0.0146478,0,0,0,0,0,0.00834584,0.0358269
157,0.0296454,0,0,0,0,0.0218296,0,0,0,0,0,0,0.0146126,0.0636606,0.00894608,0.00600819,0,0,0.0342798,0,0.031481,0.035259,0.0415227,0.0101443,0.0123605,0.00763542,0.0147845,0.038571,0.00812225,0.00846766,0.0137016,0.00724412,0.00831766,0.00925838,0.027591,0.0151793,0.0181677,0.0460124,0.0383276,0.00769861,0.0375304,0.00969982,0.00591162,0.0199136,0,0,0.0168644,0,0.0423329,0.011754,0.0686663,0.0121693,0.0150197,0.00812656,0.0119156,0.0211816,0.00288979,0.00476696,0.00506309,0.00527901,0.00740549,0.00487787,0.00307834,0.0061291,0.0219905,0.0157791,0.0167066,0.0223275,0.0147983,0,0,0,0,0,0.00832077,0.0359353
158,0.0300166,0,0,0,0,0.0226783,0,0,0,0,0,0,0.0144489,0.0636062,0.00878808,0.00577311,0,0,0.0335924,0,0.0313767,0.0347605,0.0414601,0.0101747,0.0122503,0.00762562,0.0147911,0.0376237,0.00816091,0.00842229,0.0136888,0.00714859,0.00829404,0.00919106,0.0275616,0.0149656,0.0177211,0.04583,0.0381399,0.00767698,0.0375268,0.00966815,0.005967,0.0200891,0,0,0.0174067,0,0.0422534,0.0117326,0.0686785,0.0121516,0.0150337,0.0081173,0.011891,0.0217529,0.00290915,0.00480218,0.00501767,0.00521744,0.00745041,0.00475224,0.00302398,0.00610359,0.0225066,0.0159264,0.0165859,0.0228769,0.0149054,0,0,0,0,0,0.00827712,0.0359891
159,0.030332,0,0,0,0,0.0236781,0,0,0,0,0,0,0.0141719,0.0635568,0.008625,0.00573075,0,0,0.0326847,0,0.0313338,0.033959,0.0413678,0.0102973,0.0122752,0.00773356,0.0147156,0.0358743,0.00813742,0.0083611,0.0137124,0.00704019,0.00822244,0.00904441,0.0275658,0.014637,0.0171374,0.0456929,0.0377164,0.00766208,0.0374989,0.00958506,0.00601868,0.0198526,0,0,0.0177812,0,0.0421827,0.0118522,0.0686715,0.0120642,0.0151377,0.00810628,0.0117738,0.0220298,0.00287862,0.00486349,0.00500626,0.00513799,0.00751498,0.00460079,0.0029587,0.00609968,0.0227558,0.0147795,0.0165409,0.0236905,0.0148666,0,0,0,0,0,0.00798679,0.0360503
160,0.0306248,0,0,0,0,0.0246961,0,0,0,0,0,0,0.0139063,0.0634927,0.00851773,0.00591589,0,0,0.0317951,0,0.0312025,0.0331546,0.0412543,0.0103958,0.0122629,0.00771811,0.0145764,0.0342403,0.00801149,0.00826782,0.0137539,0.00696578,0.00811616,0.00895387,0.02759,0.0143794,0.0166495,0.0456457,0.0372065,0.00765821,0.0374783,0.00947708,0.00607946,0.0195832,0,0,0.0181229,0,0.0421151,0.0120104,0.0686895,0.0119273,0.0152525,0.00801958,0.0116053,0.022303,0.00283158,0.00490941,0.00496811,0.00502618,0.00756238,0.00445421,0.00284662,0.00619353,0.0230315,0.0144321,0.0164783,0.024517,0.0148438,0,0,0,0,0,0.00772309,0.0361041
161,0.0309193,0,0,0,0,0.0257552,0,0,0,0,0,0,0.0137373,0.0634769,0.00862944,0.00598183,0,0,0.0307884,0,0.0310723,0.0323823,0.0411021,0.0103539,0.0121224,0.00749162,0.0144616,0.0327978,0.00787962,0.0081839,0.013816,0.00694671,0.0080471,0.00893994,0.0275181,0.0142308,0.0161052,0.0456126,0.0366631,0.00770752,0.0374498,0.00935585,0.00611786,0.0193494,0,0,0.0184063,0,0.0420282,0.012106,0.0687837,0.0117728,0.0153433,0.00790189,0.0114478,0.0226187,0.00277052,0.0049393,0.00489775,0.00487653,0.00760236,0.00432191,0.00271236,0.00631791,0.0232952,0.0143362,0.0164391,0.0254807,0.0148975,0,0,0,0,0,0.00773441,0.0361341
162,0.0312105,0,0,0,0,0.0268027,0,0,0,0,0,0,0.0135878,0.0634169,0.00854907,0.0060046,0,0,0.0294436,0,0.0309246,0.0315482,0.0409742,0.0102853,0.0119806,0.0072501,0.0143499,0.0314576,0.00791327,0.00810115,0.0138658,0.00689277,0.00798529,0.00884519,0.0274367,0.0140999,0.0154476,0.0454174,0.0362124,0.00777867,0.0374059,0.00937384,0.0061623,0.0191445,0,0,0.0186962,0,0.0419174,0.0121623,0.0688886,0.0116234,0.0154227,0.00783547,0.0113099,0.0229487,0.0027913,0.00499677,0.00486852,0.00468592,0.0076574,0.0042452,0.00265914,0.00646396,0.0235612,0.0143618,0.0163998,0.026716,0.0149859,0,0,0,0,0,0.00774784,0.0361226
163,0.0317915,0,0,0,0,0.028037,0,0,0,0,0,0,0.0133546,0.0634415,0.00826743,0.00601957,0,0,0.028055,0,0.0305686,0.0306316,0.0408707,0.0101813,0.0118401,0.00717296,0.0141679,0.030489,0.00799357,0.00798705,0.0139605,0.00684359,0.00790469,0.00863804,0.0273976,0.0138115,0.0149128,0.0452434,0.0357036,0.00779756,0.0374058,0.00933155,0.0062151,0.0192072,0,0,0.019106,0,0.0418352,0.0122163,0.0689399,0.0113899,0.0155288,0.00776991,0.0110897,0.0233858,0.00286294,0.0051908,0.0049374,0.00449568,0.00771929,0.00414598,0.00260944,0.0065039,0.0239553,0.0143876,0.0162704,0.0278557,0.0152554,0,0,0,0,0,0.00776429,0.0361409
164,0.0324269,0,0,0,0,0.0293438,0,0,0,0,0,0,0.0130747,0.0635091,0.00809924,0.00609456,0,0,0.026992,0,0.0301294,0.0297047,0.0407953,0.0100604,0.011806,0.00720869,0.0140768,0.0301572,0.00792949,0.0078754,0.0141023,0.00685226,0.00783034,0.0084414,0.0273731,0.0134188,0.0145648,0.0452691,0.0351144,0.00785169,0.0373867,0.00923983,0.00635813,0.0195168,0,0,0.0195835,0,0.0417295,0.0122695,0.0689857,0.0111813,0.0156489,0.00768592,0.0109238,0.0239628,0.00301065,0.00532376,0.00508039,0.00433214,0.00777792,0.00401258,0.00254574,0.00661814,0.0243479,0.0143739,0.0161727,0.028839,0.0155156,0,0,0,0,0,0.0077404,0.036158
165,0.0329632,0,0,0,0,0.0305712,0,0,0,0,0,0,0.0127615,0.063418,0.00805094,0.00617863,0,0,0.0259385,0,0.0299902,0.0289876,0.0407315,0.0100027,0.0118087,0.00717233,0.0140677,0.0300768,0.0078517,0.00778307,0.0142252,0.00695669,0.00773961,0.00843426,0.0273421,0.0129846,0.0142953,0.0452336,0.0347055,0.00793015,0.037332,0.0091196,0.00650258,0.0196176,0,0,0.0199574,0,0.0415893,0.0123652,0.0690493,0.0110343,0.0157364,0.00754747,0.01084,0.0243673,0.00290955,0.00442764,0.00492381,0.00420566,0.00783124,0.00388823,0.00251862,0.00679188,0.0245161,0.0143626,0.0161871,0.029759,0.0157621,0,0,0,0,0,0.00762483,0.0361217
166,0.0334153,0,0,0,0,0.031755,0,0,0,0,0,0,0.0124283,0.0633366,0.00786746,0.00628971,0,0,0.0248751,0,0.0298001,0.0281473,0.0406592,0.00998887,0.0118364,0.00706553,0.0140405,0.0300915,0.00772018,0.00769123,0.01435,0.00697464,0.00761978,0.0085079,0.0273167,0.0126288,0.0140323,0.0452496,0.0342163,0.00801337,0.0372836,0.00903779,0.00667601,0.0195397,0,0,0.0202665,0,0.0414437,0.0123881,0.0691134,0.0109463,0.0158216,0.00734851,0.0107891,0.0247181,0.00280126,0.00322943,0.00480261,0.00409017,0.00792465,0.00380099,0.00254418,0.0071442,0.0247265,0.0143624,0.0161267,0.0308403,0.0159704,0,0,0,0,0,0.00739661,0.0360576
167,0.0338665,0,0,0,0,0.0329268,0,0,0,0,0,0,0.0121073,0.0632915,0.00755472,0.00639114,0,0,0.0237368,0,0.0295345,0.0271771,0.0405903,0.00995664,0.011934,0.00734844,0.014047,0.030236,0.00762024,0.0076069,0.0144834,0.00689637,0.00752329,0.0085152,0.0273423,0.0122802,0.013753,0.045282,0.0336264,0.00812184,0.0372189,0.00894584,0.00688752,0.019381,0,0,0.020542,0,0.0412605,0.0123058,0.0691653,0.0108977,0.0159247,0.00724908,0.0107474,0.0250898,0.00274689,0.00339913,0.00478344,0.00393906,0.00804184,0.00372128,0.00255182,0.00746469,0.024966,0.0143479,0.0159865,0.0318244,0.0161975,0,0,0,0,0,0.00717837,0.0360093
168,0.0342433,0,0,0,0,0.034009,0,0,0,0,0,0,0.0118814,0.0632743,0.00733482,0.00640546,0,0,0.0224208,0,0.0292987,0.0261856,0.0404917,0.00983389,0.0119206,0.0080111,0.0140065,0.030493,0.00765497,0.00756212,0.0146074,0.00671386,0.00740041,0.00843337,0.0274047,0.0120327,0.013445,0.0452561,0.0330363,0.00829346,0.0371437,0.0088616,0.00703424,0.0193505,0,0,0.0207836,0,0.0410629,0.0122253,0.0692176,0.0107975,0.0159938,0.00718403,0.0106749,0.0254529,0.00275348,0.00333679,0.00481,0.0038005,0.00814597,0.00365805,0.00254247,0.00775571,0.0251996,0.0142358,0.0158016,0.0326426,0.0164177,0,0,0,0,0,0.0071333,0.035959
169,0.034568,0,0,0,0,0.0349705,0,0,0,0,0,0,0.0116844,0.0633083,0.00734607,0.00633749,0,0,0.0209441,0,0.0290581,0.0250804,0.0403507,0.00966772,0.0118151,0.0075478,0.0139259,0.0309306,0.00773844,0.00748806,0.0146969,0.0065551,0.00726246,0.0083451,0.0273668,0.0118035,0.0131175,0.0452719,0.0324138,0.00847215,0.0370685,0.00878953,0.00713613,0.0194402,0,0,0.0210525,0,0.040839,0.0121696,0.069296,0.0106664,0.0160631,0.0071089,0.0105776,0.0258283,0.00275763,0.00331356,0.00486615,0.00364861,0.0082302,0.00360375,0.00251534,0.00788464,0.0254903,0.0140619,0.0155436,0.0332399,0.0166032,0,0,0,0,0,0.00723955,0.0358953
170,0.0347763,0,0,0,0,0.0355408,0,0,0,0,0,0,0.0114324,0.0633187,0.00728797,0.00637372,0,0,0.0194598,0,0.0288183,0.0239527,0.0402174,0.00939947,0.0117642,0.00713665,0.0138881,0.0311191,0.00765784,0.0074169,0.0147753,0.00632641,0.0069537,0.00817018,0.0273138,0.0114441,0.0125981,0.0453021,0.0318312,0.00859603,0.0370217,0.00869516,0.00723617,0.0195258,0,0,0.021366,0,0.0405963,0.0121292,0.0693494,0.0105417,0.0161291,0.00709274,0.0105041,0.0260799,0.00277443,0.0031818,0.00497707,0.00347778,0.00832504,0.00347424,0.00257493,0.00806247,0.0257445,0.0139814,0.0153043,0.0337614,0.0166997,0,0,0,0,0,0.00710162,0.0358144
171,0.035179,0,0,0,0,0.0360021,0,0,0,0,0,0,0.0110786,0.0632299,0.00730299,0.00649324,0,0,0.0178233,0,0.0285943,0.0227845,0.0400762,0.00918471,0.0117709,0.00702692,0.0137684,0.0313567,0.00737813,0.00726242,0.0148989,0.00611575,0.00660164,0.00796751,0.0271558,0.0108546,0.0121128,0.0452747,0.03122,0.00866752,0.0370056,0.00856072,0.00728735,0.0195306,0,0,0.0216056,0,0.0403403,0.0121699,0.0693586,0.0104294,0.0162252,0.00708556,0.0103186,0.0260542,0.00273561,0.00265457,0.00515814,0.0033033,0.00846297,0.00336079,0.00272529,0.00827239,0.0258518,0.0140286,0.0151367,0.0344609,0.0170456,0,0,0,0,0,0.0067731,0.0357779
172,0.0355358,0,0,0,0,0.036405,0,0,0,0,0,0,0.0106797,0.0631959,0.00729523,0.00669536,0,0,0.0162305,0,0.0283509,0.0215993,0.0399003,0.00900403,0.0117727,0.00698089,0.0135974,0.0318551,0.00696982,0.00703262,0.0149858,0.00588527,0.00623882,0.00764166,0.0269953,0.010254,0.0116935,0.0453092,0.0306074,0.00877913,0.0369956,0.00846591,0.00734965,0.0195521,0,0,0.0217945,0,0.0400872,0.0121788,0.0693837,0.0103647,0.016329,0.00707325,0.0101089,0.0261089,0.00270385,0.00265543,0.00539259,0.0031088,0.00860426,0.0033018,0.00287423,0.00851618,0.0260104,0.0141225,0.0149813,0.0349266,0.0173636,0,0,0,0,0,0.00647002,0.0357439
173,0.0358119,0,0,0,0,0.0366985,0,0,0,0,0,0,0.0102681,0.0632428,0.00730264,0.006778,0,0,0.0146737,0,0.0280041,0.0203479,0.0397235,0.00879046,0.011819,0.0068088,0.0134471,0.0324222,0.00659508,0.00679611,0.0150922,0.00566579,0.00597002,0.00739269,0.0268444,0.00980219,0.0112804,0.0454121,0.0299429,0.0088184,0.0369452,0.00840658,0.0074564,0.0196125,0,0,0.0219981,0,0.039798,0.0120831,0.0694041,0.0103669,0.0164342,0.00708262,0.00989092,0.0262799,0.00267328,0.0027079,0.00565439,0.00298246,0.00870113,0.00329443,0.0030246,0.00862394,0.0262323,0.014042,0.0148186,0.0351039,0.0175915,0,0,0,0,0,0.00628691,0.0357253
174,0.035857,0,0,0,0,0.0367465,0,0,0,0,0,0,0.00989658,0.0632919,0.0071758,0.00674778,0,0,0.0131313,0,0.0276262,0.0190933,0.0395229,0.00853779,0.0118833,0.00658177,0.0133439,0.032797,0.00666462,0.00669972,0.015252,0.00536388,0.0056219,0.0071224,0.0268073,0.00945411,0.0110151,0.045504,0.0293235,0.00883132,0.0368625,0.00839943,0.00759062,0.0197772,0,0,0.02213,0,0.0394847,0.0118989,0.0694189,0.0104301,0.0165217,0.00708097,0.0097137,0.0263836,0.00271295,0.00234867,0.00588214,0.00294304,0.00878434,0.00325965,0.00305106,0.00875656,0.0263371,0.0133289,0.0146389,0.0351081,0.0177105,0,0,0,0,0,0.006433,0.0357092
175,0.0357916,0,0,0,0,0.0366116,0,0,0,0,0,0,0.00966569,0.0631521,0.00716392,0.00668708,0,0,0.0116578,0,0.0275112,0.0180722,0.0392742,0.00815952,0.0118138,0.00634789,0.0132392,0.0330643,0.00687436,0.00661616,0.0153911,0.0051579,0.00533593,0.00697645,0.0267224,0.00916487,0.0108999,0.0454479,0.0289086,0.00892445,0.0367748,0.00844032,0.00768096,0.0198219,0,0,0.0220481,0,0.0391849,0.0118534,0.0694627,0.0104484,0.0165944,0.00716139,0.0095741,0.0262058,0.00272004,0.00228625,0.00603276,0.00294024,0.00880304,0.00314807,0.00285598,0.0088886,0.0260825,0.012332,0.0145011,0.0349062,0.017819,0,0,0,0,0,0.00645871,0.035674
