Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75,LTHI,RTHIA
104,0.054298,0,0,0,0,0.0379376,0,0,0,0,0,0,0.0105728,0.049936,0.00953932,0.00449688,0,0,0.0147251,0,0.0327555,0.0153461,0.0366919,0.00921803,0.0146681,0.00748774,0.00998319,0.0260749,0.00606684,0.00570385,0.0181508,0.00361902,0.00721381,0.00522633,0.0226542,0.00814648,0.0153726,0.0362457,0.0275418,0.00552469,0.033146,0.00354546,0.00469347,0.0329796,0,0,0.0409346,0,0.0348781,0.0233589,0.0702831,0.00759801,0.0173368,0.00244758,0.00874549,0.0347473,0.00420994,0.0038834,0.00342022,0.0020859,0.0122187,0.00295035,0.00501941,0.00801875,0.0324926,0.0237983,0.0269296,0.0369416,0.0348076,0,0,0,0,0,0.0041891,0.033351
105,0.0531628,0,0,0,0,0.0371548,0,0,0,0,0,0,0.0105762,0.0504235,0.00954478,0.00389377,0,0,0.0143662,0,0.0328168,0.0157554,0.0366981,0.00916614,0.0146422,0.00746663,0.0100855,0.0228017,0.00607068,0.00569374,0.0181397,0.00362655,0.00722519,0.00521582,0.0226985,0.00814732,0.0147377,0.0369646,0.0268621,0.00554081,0.0330993,0.00350295,0.00459257,0.0324473,0,0,0.0405277,0,0.0348993,0.0232801,0.0702247,0.00750353,0.0173065,0.00246378,0.00887636,0.0348055,0.00417017,0.00390051,0.00340079,0.00205666,0.0122002,0.00291361,0.00498654,0.00808582,0.0323592,0.0241312,0.0269526,0.0363604,0.0338753,0,0,0,0,0,0.00408666,0.0333511
106,0.0521389,0,0,0,0,0.0364511,0,0,0,0,0,0,0.0105662,0.0510738,0.00955097,0.00407684,0,0,0.0142759,0,0.0330361,0.0161242,0.036675,0.00914916,0.0145689,0.0074043,0.0102964,0.0192002,0.00605281,0.00568354,0.0180878,0.00362883,0.00726057,0.0052769,0.0227103,0.00811352,0.0142088,0.0376736,0.0267786,0.00560096,0.0331284,0.00353122,0.00457111,0.0320917,0,0,0.0403643,0,0.0350251,0.0233605,0.0702424,0.00754572,0.017175,0.00247554,0.00907305,0.0351538,0.00413594,0.00397273,0.00342055,0.00210208,0.0122155,0.00294224,0.00505715,0.00810403,0.0320926,0.0245554,0.0270724,0.0359344,0.0329673,0,0,0,0,0,0.00414699,0.0332904
107,0.0520635,0,0,0,0,0.0363285,0,0,0,0,0,0,0.0105123,0.0518577,0.00959029,0.00427323,0,0,0.0142196,0,0.0333908,0.01647,0.0366816,0.00918776,0.0144889,0.00743652,0.0104412,0.0171679,0.0060545,0.00569703,0.0180815,0.00355992,0.00734419,0.00542032,0.0226964,0.00805315,0.0139079,0.0382914,0.0265279,0.00571015,0.0332994,0.00356936,0.00469987,0.0322569,0,0,0.040479,0,0.0353192,0.0234674,0.0702442,0.00760198,0.0170652,0.00243796,0.00917762,0.0355106,0.00406975,0.00398815,0.00341027,0.00216647,0.0122374,0.00301297,0.00521048,0.00819153,0.0317921,0.0249584,0.0273308,0.0360402,0.0328037,0,0,0,0,0,0.00421758,0.0333052
108,0.0520598,0,0,0,0,0.0362419,0,0,0,0,0,0,0.0104891,0.0526381,0.00962572,0.0043421,0,0,0.0141661,0,0.0336764,0.0169043,0.0367215,0.00920549,0.014451,0.00748727,0.0106262,0.015234,0.00602725,0.00570106,0.0180517,0.00338981,0.00752646,0.005564,0.0226882,0.008002,0.0135877,0.0388446,0.0266123,0.00577479,0.0335876,0.00356115,0.00483605,0.0324199,0,0,0.0406593,0,0.0357383,0.0234512,0.0702071,0.00757477,0.0169602,0.00239272,0.00932931,0.0357794,0.0040725,0.00396321,0.0033834,0.00220301,0.0122328,0.00305816,0.00527554,0.00828977,0.0315514,0.0251892,0.0275082,0.0361407,0.0326544,0,0,0,0,0,0.00424925,0.0333386
109,0.0518667,0,0,0,0,0.0360579,0,0,0,0,0,0,0.01043,0.0534015,0.00962575,0.00442593,0,0,0.0141887,0,0.0340265,0.0172253,0.0367862,0.00914896,0.0144847,0.00750277,0.010815,0.013325,0.0060116,0.00568616,0.0179793,0.00333495,0.00761618,0.00557058,0.0227038,0.00792293,0.0132541,0.0392564,0.0268952,0.00577988,0.0339383,0.00359176,0.00484932,0.0324609,0,0,0.0405497,0,0.0361688,0.0233033,0.0701434,0.00755979,0.0168637,0.00238276,0.00949305,0.0357789,0.0040782,0.00392798,0.00336925,0.0022393,0.0122247,0.0031095,0.00530781,0.0083327,0.0313926,0.0249897,0.0273842,0.0361894,0.032428,0,0,0,0,0,0.00428867,0.0333872
110,0.0510703,0,0,0,0,0.0354863,0,0,0,0,0,0,0.0102018,0.0541671,0.00956335,0.00448635,0,0,0.014521,0,0.0342658,0.01781,0.0368339,0.00905548,0.0143894,0.00748975,0.0109833,0.0105783,0.00601757,0.00569117,0.0179496,0.00333984,0.0076327,0.00554739,0.0227957,0.00775909,0.0127541,0.0396653,0.0265561,0.00572484,0.0341973,0.00363518,0.00487527,0.0320701,0,0,0.0400369,0,0.0364902,0.0229874,0.0701028,0.00757953,0.0167464,0.00237718,0.00965275,0.035641,0.0040247,0.00395851,0.00338145,0.00225232,0.0122342,0.003149,0.00536361,0.00824656,0.0313,0.0242708,0.0269311,0.0357656,0.0317344,0,0,0,0,0,0.00424155,0.0334323
111,0.0498448,0,0,0,0,0.0346471,0,0,0,0,0,0,0.00992104,0.0549735,0.00945641,0.00450408,0,0,0.0153577,0,0.0343444,0.0186409,0.0368901,0.00894247,0.0142851,0.00756878,0.0111816,0.00743498,0.00602383,0.00570671,0.0179827,0.00332646,0.00761937,0.00550941,0.0229418,0.00754945,0.0123894,0.0401469,0.0263788,0.00566153,0.034332,0.00365465,0.00492716,0.0313728,0,0,0.0392258,0,0.0366493,0.0226598,0.0700491,0.00759761,0.0166081,0.00236562,0.00983849,0.0352553,0.00395812,0.00401803,0.00338317,0.00226696,0.0122163,0.00314164,0.00541611,0.00823986,0.0308221,0.0234381,0.0263618,0.0352756,0.0307573,0,0,0,0,0,0.00420059,0.0334502
112,0.0484824,0,0,0,0,0.0337194,0,0,0,0,0,0,0.00999611,0.0558911,0.00949846,0.00438223,0,0,0.0164454,0,0.0342151,0.019438,0.0369121,0.00899339,0.0141591,0.00769954,0.0113566,0.0043504,0.00600082,0.00571411,0.0179945,0.00332771,0.00768924,0.00563746,0.0228928,0.007627,0.0121644,0.0408683,0.0264928,0.0056362,0.0344905,0.0036097,0.00493781,0.0306391,0,0,0.0385055,0,0.0367903,0.0223828,0.0700177,0.00750487,0.0164945,0.002386,0.0100314,0.0348111,0.00395533,0.00394848,0.00339572,0.00226935,0.0121833,0.00309109,0.00537658,0.00820568,0.030301,0.0223503,0.0257716,0.0346598,0.0297368,0,0,0,0,0,0.00418076,0.0334878
113,0.0468508,0,0,0,0,0.0325603,0,0,0,0,0,0,0.0101199,0.0567936,0.00948548,0.00415324,0,0,0.0177161,0,0.0338378,0.0203871,0.0369098,0.00908477,0.0141173,0.00778557,0.0115395,0.00231137,0.00598707,0.00574267,0.0179605,0.00332912,0.0077706,0.00581612,0.0228895,0.00773494,0.0118977,0.0417004,0.0261706,0.00560939,0.0346854,0.00354113,0.00506091,0.0297398,0,0,0.0378541,0,0.0370299,0.0220157,0.0700106,0.00732632,0.0164502,0.00240004,0.010196,0.0344883,0.0039478,0.00393444,0.00337373,0.00221341,0.0121679,0.00303667,0.00526531,0.00804956,0.0301752,0.0214261,0.0252121,0.0338215,0.0285445,0,0,0,0,0,0.00408331,0.0334883
114,0.0452123,0,0,0,0,0.0313343,0,0,0,0,0,0,0.0101094,0.0573943,0.00948656,0.00436493,0,0,0.0190386,0,0.0331715,0.021336,0.036881,0.00903569,0.0140433,0.0077727,0.0117519,0.00437668,0.00597102,0.00579948,0.0179286,0.00331592,0.00783216,0.00585362,0.0229508,0.00783576,0.0116856,0.042442,0.0261919,0.00561159,0.0348922,0.00350182,0.00495259,0.0288084,0,0,0.0372127,0,0.0373362,0.0215547,0.0700243,0.00715204,0.0163521,0.00238918,0.0103686,0.0341393,0.00389987,0.00395675,0.00332989,0.00220023,0.0121941,0.0030024,0.00517826,0.00794912,0.0302405,0.0208522,0.0247016,0.0328803,0.027327,0,0,0,0,0,0.00392198,0.0334961
115,0.0441919,0,0,0,0,0.030483,0,0,0,0,0,0,0.0100544,0.0578952,0.00948717,0.00451451,0,0,0.0203396,0,0.0326048,0.0220767,0.0368436,0.0089303,0.0139813,0.00764248,0.0118336,0.00704468,0.00595224,0.00584628,0.0178996,0.00330044,0.00787009,0.00584455,0.0230436,0.00788396,0.0117728,0.0429387,0.0265808,0.00564271,0.0350749,0.00348683,0.00488907,0.0282817,0,0,0.0366746,0,0.0376104,0.0211345,0.0700054,0.00698855,0.0162953,0.0023579,0.0104005,0.0339285,0.00387028,0.00384296,0.00329066,0.00221091,0.0122242,0.00296766,0.0050857,0.00783475,0.0303069,0.020043,0.0243055,0.0321699,0.0265814,0,0,0,0,0,0.00401026,0.0335496
116,0.0428945,0,0,0,0,0.0293748,0,0,0,0,0,0,0.00999963,0.0584922,0.00942201,0.00454012,0,0,0.0216839,0,0.0322865,0.0229392,0.0368237,0.0087601,0.0138587,0.00770965,0.011889,0.0101511,0.00594396,0.0058632,0.0178769,0.00328213,0.00790829,0.00581141,0.0231751,0.00792877,0.0118847,0.0433733,0.0265682,0.00545643,0.0352276,0.00347695,0.00500536,0.0276038,0,0,0.036046,0,0.037911,0.020612,0.0699285,0.00698099,0.0162595,0.00233188,0.0104095,0.0336549,0.00383916,0.00370778,0.00322771,0.00217806,0.012115,0.00290819,0.00497061,0.00777858,0.0303472,0.01918,0.0238531,0.0313274,0.0256593,0,0,0,0,0,0.00406343,0.0336571
117,0.0416468,0,0,0,0,0.0283145,0,0,0,0,0,0,0.0100377,0.0589472,0.00936892,0.00461353,0,0,0.0227861,0,0.0321524,0.0237419,0.0368146,0.00858969,0.0137481,0.00782724,0.0119336,0.0131583,0.00594058,0.00591687,0.0178222,0.00324105,0.0079258,0.00585953,0.0232952,0.00806543,0.0119754,0.043783,0.026918,0.00524939,0.0353794,0.00352013,0.00515678,0.0269674,0,0,0.0353664,0,0.0381911,0.0200633,0.0698494,0.00703188,0.0162474,0.00233473,0.0104242,0.0332622,0.00374859,0.00360023,0.00314464,0.00214045,0.0120062,0.00287839,0.00485934,0.00765707,0.0302604,0.0186062,0.0233718,0.0304433,0.0248003,0,0,0,0,0,0.0040209,0.0337516
118,0.0411499,0,0,0,0,0.0276792,0,0,0,0,0,0,0.0101799,0.0591074,0.00944691,0.00460218,0,0,0.0230962,0,0.0320159,0.0240633,0.0367988,0.00855078,0.0137355,0.00801389,0.0119655,0.0143973,0.00600859,0.00600578,0.0177058,0.00319247,0.0079426,0.00588331,0.0233996,0.00827826,0.0118745,0.0438634,0.0276522,0.00511685,0.0355621,0.00364091,0.0051849,0.0264374,0,0,0.0348741,0,0.0384493,0.0197073,0.0698104,0.00716965,0.0162541,0.00231942,0.0104453,0.0324523,0.00368068,0.00352377,0.00312214,0.0021498,0.0118812,0.00290729,0.00482749,0.00744806,0.0301109,0.0181603,0.0233382,0.029827,0.02447,0,0,0,0,0,0.00399772,0.0338275
119,0.040376,0,0,0,0,0.0270237,0,0,0,0,0,0,0.0102664,0.0590475,0.00945695,0.00429317,0,0,0.0235806,0,0.0319067,0.0243892,0.0368199,0.00846092,0.0136956,0.00792452,0.0120305,0.0164898,0.00604694,0.00604713,0.0175845,0.00314561,0.0079627,0.00589885,0.0235043,0.00844313,0.0117495,0.0436471,0.0287406,0.00504342,0.0357332,0.00378983,0.00519593,0.0261738,0,0,0.0344348,0,0.0385722,0.0194688,0.0697812,0.00732904,0.0162315,0.00234531,0.0105109,0.032231,0.00362903,0.00343469,0.00311349,0.00218478,0.0117574,0.00296538,0.00475868,0.00721088,0.0298943,0.0178018,0.0232274,0.0293527,0.0238764,0,0,0,0,0,0.0040099,0.0338665
120,0.039311,0,0,0,0,0.0261565,0,0,0,0,0,0,0.0103882,0.0591833,0.00947474,0.00409815,0,0,0.0242928,0,0.0316938,0.0248678,0.0368878,0.00840793,0.0135995,0.00768444,0.0121895,0.0190001,0.00607086,0.00605069,0.0174457,0.00311453,0.00797537,0.00600374,0.0235755,0.00853881,0.0117275,0.0436802,0.0295732,0.00484953,0.0358613,0.00391478,0.00523456,0.0257561,0,0,0.0338059,0,0.0387294,0.0191492,0.0697745,0.00736603,0.0161666,0.00242423,0.0106274,0.0318424,0.00364524,0.003359,0.0031081,0.00223783,0.0116597,0.0030278,0.00465091,0.00686411,0.0297448,0.0172364,0.0228246,0.0287487,0.0230031,0,0,0,0,0,0.00401171,0.0338842
121,0.038449,0,0,0,0,0.0253285,0,0,0,0,0,0,0.0105141,0.059851,0.00951152,0.00427121,0,0,0.0253294,0,0.0311492,0.0255965,0.0369656,0.00836445,0.0135441,0.00755878,0.0122714,0.0215303,0.00608147,0.00609104,0.0173036,0.00306899,0.00794996,0.00606645,0.0236301,0.0086865,0.0120098,0.0444322,0.0296385,0.00466567,0.0359875,0.00402713,0.00527476,0.025458,0,0,0.0332,0,0.038869,0.0188201,0.0697689,0.0073827,0.0161452,0.00245252,0.010677,0.0314942,0.00370203,0.00329986,0.00308829,0.00231076,0.0115902,0.00299039,0.0045997,0.00649402,0.0298135,0.0165678,0.0222627,0.0280907,0.022329,0,0,0,0,0,0.00402912,0.0339206
122,0.0375592,0,0,0,0,0.0244822,0,0,0,0,0,0,0.0104917,0.0605879,0.00947359,0.0044713,0,0,0.026442,0,0.030475,0.026632,0.0371033,0.00823394,0.0135502,0.00764405,0.0123512,0.024208,0.0060892,0.00609248,0.0172149,0.00299392,0.00786948,0.00595686,0.0237314,0.00873428,0.0125021,0.0450862,0.0297041,0.00423101,0.0360781,0.00423855,0.00532288,0.0251311,0,0,0.0325092,0,0.0390105,0.0184251,0.0697449,0.00758693,0.0161394,0.002493,0.0107443,0.0310184,0.00371016,0.00319048,0.00305313,0.00230991,0.0113917,0.00294989,0.00455253,0.00604465,0.0296842,0.0158626,0.0216821,0.0273554,0.0216901,0,0,0,0,0,0.00407661,0.0339616
123,0.0358817,0,0,0,0,0.0230901,0,0,0,0,0,0,0.0101235,0.0606911,0.00918268,0.00479893,0,0,0.0276767,0,0.0305345,0.0278765,0.0372899,0.00780442,0.0135399,0.00722216,0.0127153,0.0266448,0.00594622,0.00594589,0.0172036,0.0030648,0.00768483,0.00600648,0.023771,0.00847593,0.0130984,0.0450594,0.0307174,0.00372157,0.035963,0.00441254,0.00551983,0.0236889,0,0,0.0305583,0,0.0396268,0.0170927,0.0696886,0.00765808,0.0160824,0.00260043,0.0110491,0.0290958,0.0036328,0.00311485,0.00304279,0.00227774,0.0111834,0.00291693,0.00433123,0.0055116,0.0291471,0.0146979,0.0210817,0.0259989,0.0204253,0,0,0,0,0,0.00415345,0.0339916
124,0.0356682,0,0,0,0,0.0227543,0,0,0,0,0,0,0.0101177,0.0604177,0.0091998,0.00483833,0,0,0.0276223,0,0.0309895,0.0280318,0.0374414,0.00765798,0.0136682,0.00727038,0.0127943,0.0286,0.00618154,0.00604598,0.0170714,0.00297121,0.00755312,0.00607383,0.0238758,0.00856297,0.0132792,0.0448074,0.0318889,0.00340856,0.0361239,0.00461635,0.00546435,0.0240266,0,0,0.0302315,0,0.039566,0.0171157,0.0696935,0.00780938,0.0160193,0.00279123,0.0111295,0.0288429,0.00360673,0.00302589,0.00305437,0.00233381,0.0110407,0.00292376,0.00411968,0.00517782,0.0286373,0.0145378,0.0207858,0.025957,0.0204031,0,0,0,0,0,0.00427657,0.0340887
125,0.0350449,0,0,0,0,0.022099,0,0,0,0,0,0,0.00999945,0.0608074,0.0090947,0.00493245,0,0,0.028133,0,0.0308852,0.0286311,0.0375603,0.00770863,0.0138038,0.00723602,0.0128769,0.0309418,0.00639137,0.00617538,0.01692,0.0028182,0.00741427,0.00598993,0.0240178,0.00853315,0.01386,0.0451213,0.0323407,0.00309095,0.0362139,0.00474725,0.00554031,0.024069,0,0,0.0298784,0,0.0396177,0.0170248,0.0696635,0.00784135,0.0159671,0.00299041,0.011209,0.0286363,0.0036396,0.00284704,0.00306075,0.00235451,0.0108794,0.00288413,0.00381351,0.0048196,0.0283021,0.0143246,0.0205351,0.0254924,0.020108,0,0,0,0,0,0.00439287,0.0341933
126,0.0345912,0,0,0,0,0.0213623,0,0,0,0,0,0,0.0100004,0.0618406,0.00909314,0.00496556,0,0,0.0291879,0,0.0300974,0.02963,0.0376526,0.00769302,0.0137555,0.00730143,0.0128862,0.0333811,0.00653312,0.00626602,0.0167729,0.00273249,0.00731283,0.00593739,0.0241561,0.00865922,0.0147134,0.0460012,0.0321427,0.00279734,0.0362496,0.00481448,0.00557954,0.0241337,0,0,0.0295764,0,0.039659,0.0168693,0.0696062,0.00780458,0.0159591,0.0031302,0.0111914,0.0286014,0.0036055,0.00273017,0.00307517,0.00234229,0.0107133,0.00277102,0.0035118,0.00448824,0.0282119,0.0141685,0.0203405,0.0248006,0.0199198,0,0,0,0,0,0.00452754,0.0342711
127,0.0339669,0,0,0,0,0.0205396,0,0,0,0,0,0,0.0100061,0.0624102,0.00911732,0.00504248,0,0,0.0300179,0,0.0297869,0.0303818,0.0377707,0.00749652,0.0137184,0.00732255,0.0129722,0.0357839,0.00662765,0.00632204,0.0166498,0.0027055,0.00723354,0.00601546,0.0242607,0.00870803,0.0154157,0.046501,0.032489,0.00238149,0.0362344,0.00494472,0.00539303,0.0240175,0,0,0.0290007,0,0.0397584,0.0165731,0.069555,0.00783696,0.0159599,0.00328322,0.0112535,0.0282632,0.00355694,0.00261771,0.00311998,0.00237478,0.0105038,0.00272461,0.00326404,0.00402067,0.0280736,0.013971,0.0201724,0.0241818,0.0195744,0,0,0,0,0,0.00457498,0.0343682
128,0.0334721,0,0,0,0,0.0199812,0,0,0,0,0,0,0.0100911,0.0623499,0.0090696,0.00506711,0,0,0.0302875,0,0.0299535,0.0307902,0.037925,0.00728738,0.0136129,0.00751814,0.0130482,0.0376244,0.00667961,0.00634936,0.016489,0.00273949,0.00729161,0.00614848,0.0243622,0.00884686,0.0158306,0.0464924,0.0333269,0.00185991,0.0363831,0.00522636,0.00526725,0.023863,0,0,0.0283448,0,0.0399603,0.0163635,0.0695336,0.00802556,0.015924,0.00351442,0.011338,0.0276927,0.00351034,0.0025157,0.0031466,0.00254831,0.0102763,0.002799,0.00309058,0.00344553,0.0277828,0.0137933,0.0199294,0.0237608,0.0192809,0,0,0,0,0,0.00456318,0.0344537
129,0.0327019,0,0,0,0,0.0194103,0,0,0,0,0,0,0.0102432,0.0619674,0.00906014,0.00506696,0,0,0.0302088,0,0.0306501,0.0309315,0.0381004,0.00715094,0.0135281,0.00743866,0.013192,0.0394464,0.00669431,0.00637782,0.016292,0.00278386,0.0073692,0.00632385,0.024469,0.00905645,0.0160229,0.0461471,0.0345254,0.0012795,0.0365252,0.0055433,0.00525233,0.0236136,0,0,0.0275258,0,0.0401897,0.0161001,0.0695321,0.0082151,0.0158349,0.00387405,0.0114635,0.0269707,0.00355689,0.00253994,0.00319576,0.00272162,0.0100448,0.00291902,0.00284653,0.00283468,0.0272515,0.0136395,0.0196573,0.0235754,0.0188644,0,0,0,0,0,0.00456975,0.0344691
130,0.0317361,0,0,0,0,0.018789,0,0,0,0,0,0,0.0102941,0.0618354,0.0090121,0.00514892,0,0,0.0302655,0,0.0314386,0.0311124,0.0383345,0.0070724,0.0135366,0.00731711,0.0133993,0.041597,0.00667225,0.00639438,0.0161405,0.00287666,0.00724538,0.00651504,0.0246115,0.00918778,0.0161935,0.0459665,0.0355487,0.00101818,0.0365988,0.00573258,0.00531207,0.0233431,0,0,0.0265608,0,0.0403679,0.0156898,0.0695476,0.00830904,0.0157243,0.00421448,0.0116315,0.0262038,0.00359921,0.00262973,0.00326137,0.00291295,0.00983506,0.00307339,0.00256212,0.00235164,0.0266531,0.0134481,0.0192961,0.0232757,0.0184445,0,0,0,0,0,0.00463275,0.0345056
131,0.0312962,0,0,0,0,0.0184482,0,0,0,0,0,0,0.0102165,0.0622811,0.00893072,0.00525355,0,0,0.0305887,0,0.0316497,0.0315175,0.0385953,0.0069932,0.0136321,0.00732979,0.013509,0.0433544,0.00672885,0.00653165,0.0159966,0.00285446,0.00702436,0.00629194,0.0248143,0.00925063,0.0164912,0.0463001,0.0358763,0.00113422,0.0366659,0.00587094,0.00542236,0.0232442,0,0,0.0257377,0,0.0404437,0.0153202,0.0695116,0.00840108,0.0156862,0.00449242,0.0116885,0.0256431,0.00358361,0.00272326,0.00328617,0.00311961,0.00964064,0.00326534,0.00234993,0.0020175,0.0261906,0.0128929,0.0187641,0.0230103,0.0184022,0,0,0,0,0,0.00487482,0.0345968
132,0.0308319,0,0,0,0,0.0181044,0,0,0,0,0,0,0.0103224,0.062505,0.0089468,0.00527309,0,0,0.0308218,0,0.0318368,0.0318852,0.0388438,0.00701177,0.0135305,0.00724767,0.0135712,0.0449809,0.00675238,0.00662115,0.0158565,0.00297529,0.00698468,0.00629234,0.0248603,0.00942945,0.0166452,0.0464533,0.036344,0.00141282,0.0367638,0.00611644,0.0055086,0.0230335,0,0,0.0248294,0,0.0405463,0.0149032,0.0694666,0.0085723,0.0155986,0.00471609,0.0117124,0.0250397,0.00358834,0.00291218,0.0033216,0.00326091,0.00936871,0.0032766,0.00212899,0.00165679,0.0256918,0.0124742,0.0181877,0.0226427,0.0184079,0,0,0,0,0,0.00511212,0.0346836
133,0.030341,0,0,0,0,0.0176567,0,0,0,0,0,0,0.010463,0.0624915,0.00892049,0.00533077,0,0,0.0310068,0,0.0318596,0.0322654,0.0390599,0.00704015,0.0134696,0.00719579,0.0136473,0.0465483,0.00680732,0.00672675,0.0157109,0.00311136,0.0070552,0.0064878,0.0249627,0.0096655,0.0167618,0.0464414,0.0369098,0.00185246,0.0368558,0.00634349,0.00558057,0.0227709,0,0,0.0238822,0,0.0406836,0.0145492,0.0694198,0.00871131,0.0155117,0.00498646,0.0117479,0.0244283,0.00353583,0.00314506,0.00336107,0.00344617,0.00908468,0.00334436,0.00196058,0.0014884,0.0251855,0.0123766,0.0178027,0.0223337,0.0183549,0,0,0,0,0,0.00521877,0.0348033
134,0.0301165,0,0,0,0,0.0172125,0,0,0,0,0,0,0.0105984,0.0630429,0.00883028,0.00540342,0,0,0.0316723,0,0.0312417,0.0330982,0.0392479,0.00704188,0.0134381,0.00714644,0.0136663,0.0480718,0.00689676,0.00683587,0.0155937,0.0032735,0.00713329,0.00659848,0.0251557,0.00992955,0.0172613,0.0469536,0.0368804,0.00229944,0.0369365,0.00654838,0.00562196,0.0227528,0,0,0.0231065,0,0.0408122,0.0141854,0.0693713,0.00878672,0.0154484,0.0052507,0.0117283,0.0240589,0.00346683,0.00332759,0.00340616,0.00366941,0.00891001,0.00347706,0.00187697,0.00157859,0.0249654,0.0124477,0.0175395,0.0220032,0.0184344,0,0,0,0,0,0.00537969,0.0349151
135,0.0297688,0,0,0,0,0.0168647,0,0,0,0,0,0,0.0108327,0.0631643,0.00875936,0.0054997,0,0,0.0320817,0,0.0313916,0.033596,0.0394507,0.00707249,0.0134394,0.00711934,0.0137654,0.0492247,0.00707491,0.00699954,0.0154576,0.00342999,0.00723688,0.00660955,0.0253438,0.010303,0.0175853,0.0470787,0.0372758,0.00281445,0.0370032,0.00679008,0.00567672,0.0226386,0,0,0.0222222,0,0.0409513,0.0138317,0.0693491,0.00895113,0.0153744,0.00556938,0.0118005,0.023498,0.00342841,0.00354452,0.0034746,0.00382877,0.00871995,0.003639,0.00186033,0.00190119,0.0246359,0.0125901,0.017404,0.0217081,0.0183075,0,0,0,0,0,0.00560875,0.0349792
136,0.0291197,0,0,0,0,0.0166004,0,0,0,0,0,0,0.0112287,0.0626874,0.00876577,0.00559045,0,0,0.0318441,0,0.0323582,0.0336314,0.03963,0.00706125,0.0134871,0.00712334,0.0139532,0.0501712,0.00727336,0.00718096,0.0153195,0.00361862,0.00733393,0.00674713,0.025509,0.0107657,0.017469,0.0464978,0.0383882,0.00347135,0.0370602,0.00705451,0.00578788,0.0223354,0,0,0.0212628,0,0.0411273,0.0135079,0.0693441,0.00921348,0.0152788,0.00588768,0.0119604,0.0226439,0.00344571,0.00383277,0.00360181,0.00401404,0.00849755,0.00381668,0.00192022,0.00259589,0.0239619,0.0125372,0.0174375,0.0215923,0.0179429,0,0,0,0,0,0.00595282,0.0350382
137,0.0284588,0,0,0,0,0.0163585,0,0,0,0,0,0,0.0115378,0.062284,0.00879554,0.0056316,0,0,0.0317945,0,0.0330475,0.0337756,0.0398115,0.00707076,0.0134173,0.00710146,0.0140953,0.0513385,0.00728797,0.0073404,0.0151655,0.00383606,0.00737685,0.00702888,0.0256884,0.0111863,0.0175823,0.0461022,0.0393389,0.00411531,0.0371004,0.00728688,0.00588467,0.0221362,0,0,0.0204484,0,0.0412887,0.0132135,0.0693128,0.00949637,0.0151801,0.00623245,0.0120565,0.0220098,0.00342148,0.0041696,0.00380961,0.00425092,0.00827322,0.00398286,0.00205633,0.00330585,0.0233694,0.0125255,0.0175269,0.0214915,0.0176849,0,0,0,0,0,0.00623969,0.0350916
138,0.0280277,0,0,0,0,0.016112,0,0,0,0,0,0,0.011706,0.0623118,0.00871789,0.00574074,0,0,0.0322215,0,0.0330588,0.0341985,0.0400246,0.00713141,0.0133209,0.00697322,0.014196,0.0526909,0.00724492,0.00741867,0.015038,0.00408959,0.00744577,0.00733027,0.0258652,0.0114808,0.0181472,0.0461791,0.0397106,0.00469742,0.0371076,0.00751913,0.00601522,0.022148,0,0,0.0198443,0,0.0414114,0.0129742,0.0692523,0.0097666,0.0151192,0.00649582,0.012113,0.0216694,0.00338332,0.0045091,0.00407135,0.00444222,0.00806414,0.0041443,0.00221125,0.00376949,0.0230193,0.0125371,0.0175814,0.0212108,0.0176247,0,0,0,0,0,0.00632852,0.0351586
139,0.0280393,0,0,0,0,0.0159015,0,0,0,0,0,0,0.0118445,0.0630176,0.00861881,0.0058309,0,0,0.0330979,0,0.0324775,0.0350092,0.0402286,0.00723801,0.0131946,0.00677166,0.0142119,0.0536346,0.00734266,0.00748534,0.014916,0.00441115,0.00751169,0.00752066,0.0260565,0.0117673,0.0190806,0.0467828,0.0393792,0.00522253,0.0371158,0.00776102,0.00608006,0.0222671,0,0,0.0194176,0,0.0414959,0.01272,0.0691681,0.0100556,0.0150905,0.00673718,0.0120714,0.0214993,0.00334342,0.00467577,0.00406595,0.00463627,0.0079036,0.00433371,0.00243439,0.00416618,0.0227849,0.0125404,0.0175094,0.0208716,0.0177386,0,0,0,0,0,0.00654296,0.0352251
