Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75
9,0.00454281,0,0,0,0,0.00824344,0,0,0,0,0,0,0.0490343,0.0252002,0.0342137,0.00624152,0,0,0.0150475,0,0.0287122,0.00964122,0.0333536,0.0289606,0.0205846,0.00899915,0.0137362,0.0373319,0.00927345,0.00834379,0.00960207,0.0254327,0.0125633,0.0139191,0.0186298,0.0167114,0.046914,0.0102259,0.0175073,0.0269108,0.0188378,0.0146898,0.0106833,0.00761115,0.00920935,0,0,0.0128592,0,0.0260568,0.0117399,0.0626287,0.00836282,0.0247454,0.0128401,0.0140366,0.0365613,0.00214997,0.0387817,0.00935183,0.010594,0.009183,0.0220506,0.00750103,0.0117268,0.021698,0.015955,0.0355862,0.0104951,0.0108297,0.00740596,0,0,0,0,0
10,0.004551,0,0,0,0,0.00828679,0,0,0,0,0,0,0.0479413,0.0254061,0.0331318,0.00598837,0,0,0.0150289,0,0.0286485,0.00957924,0.0333662,0.0280384,0.0204922,0.00922678,0.0135682,0.0374945,0.00914706,0.00828074,0.00941231,0.0253,0.0123746,0.0136687,0.0181671,0.0166835,0.0460113,0.0101448,0.0175165,0.026842,0.0186331,0.014748,0.0106908,0.00749944,0.00933751,0,0,0.0128979,0,0.0260419,0.0118413,0.0626789,0.00842993,0.0247437,0.0128327,0.0139222,0.0364603,0.0021327,0.0387277,0.0092972,0.0105948,0.0092375,0.0220388,0.00753474,0.0118504,0.0214807,0.0159577,0.0356349,0.0102761,0.0108149,0.00749163,0,0,0,0,0
11,0.00451648,0,0,0,0,0.00830636,0,0,0,0,0,0,0.0468037,0.0257744,0.0319933,0.00569007,0,0,0.0152517,0,0.0286124,0.00948685,0.0333717,0.0268756,0.0204414,0.00931181,0.0133615,0.0375225,0.00901468,0.00817274,0.00924021,0.0251582,0.0121994,0.0133818,0.0176107,0.0166518,0.0450625,0.0102657,0.0174027,0.0270432,0.0184522,0.0147992,0.0106664,0.00740035,0.00944641,0,0,0.0129636,0,0.0259621,0.0119338,0.0627148,0.00845278,0.0247388,0.0128056,0.0137415,0.0364039,0.00213409,0.0387791,0.00924996,0.0105577,0.00924965,0.0220199,0.00753301,0.0117848,0.0213317,0.0159556,0.0356306,0.0100566,0.0107735,0.00755289,0,0,0,0,0
12,0.00443676,0,0,0,0,0.00830225,0,0,0,0,0,0,0.0455497,0.0261762,0.030731,0.00557711,0,0,0.0155698,0,0.0285022,0.00937454,0.033374,0.0254603,0.020459,0.00858053,0.013112,0.0373909,0.00890094,0.00803741,0.00913496,0.02504,0.0119795,0.0130773,0.0169672,0.0166393,0.0440004,0.0105151,0.0172994,0.0275096,0.0182165,0.0148949,0.0106165,0.00732007,0.00945729,0,0,0.013118,0,0.0258788,0.0119809,0.0627475,0.00847206,0.0247077,0.0127917,0.0135255,0.0364425,0.00211025,0.0388221,0.00921317,0.010478,0.009236,0.0220047,0.00754579,0.0117688,0.0210969,0.0161055,0.035536,0.00985817,0.0107236,0.00752431,0,0,0,0,0
13,0.00432532,0,0,0,0,0.00831709,0,0,0,0,0,0,0.0441882,0.0262742,0.0293381,0.00546564,0,0,0.0157714,0,0.028322,0.00920696,0.0333596,0.024063,0.0203943,0.00810488,0.0128678,0.0373138,0.00876639,0.00795557,0.00906959,0.0249224,0.011728,0.0127619,0.0162817,0.016678,0.0428654,0.0107419,0.017504,0.0279305,0.0179821,0.0150199,0.0105847,0.00704737,0.00943344,0,0,0.0132709,0,0.025721,0.0119812,0.0628163,0.00851422,0.024656,0.012769,0.0133087,0.0365568,0.00210108,0.038808,0.00922021,0.0104114,0.00918514,0.0219944,0.00754689,0.0117871,0.0208193,0.0162917,0.035314,0.00964679,0.010799,0.00745816,0,0,0,0,0
14,0.00423846,0,0,0,0,0.00838314,0,0,0,0,0,0,0.0425437,0.026162,0.027739,0.00535727,0,0,0.0158091,0,0.0281688,0.00908245,0.0333324,0.0224441,0.0201826,0.0079518,0.0126664,0.0375028,0.00859269,0.00791097,0.00893624,0.0247673,0.0114547,0.012372,0.0155504,0.0167633,0.0416108,0.0110675,0.0178124,0.0282351,0.0177859,0.0150791,0.0105651,0.00670707,0.00949935,0,0,0.0133795,0,0.025471,0.0118984,0.0629159,0.00856695,0.0246065,0.0127089,0.0131287,0.0366633,0.00210795,0.0387821,0.00926383,0.0103784,0.00913645,0.0219742,0.00756229,0.0118218,0.0206019,0.0164034,0.0349344,0.00942534,0.0108931,0.00745117,0,0,0,0,0
15,0.00427084,0,0,0,0,0.00843573,0,0,0,0,0,0,0.0407954,0.0265151,0.0259679,0.0052612,0,0,0.0156203,0,0.0281582,0.00877248,0.0333268,0.0206323,0.0200582,0.00785546,0.0125401,0.037522,0.00847969,0.00789778,0.00874105,0.0245501,0.0111657,0.0120019,0.014761,0.0168894,0.0402569,0.0110386,0.0179771,0.0286151,0.0176073,0.0151107,0.0105294,0.00656393,0.00970334,0,0,0.0134525,0,0.0251778,0.0117563,0.0630261,0.00863161,0.0245789,0.0127054,0.013022,0.0365337,0.00209921,0.0387516,0.00927842,0.0103601,0.00911116,0.0219565,0.00758939,0.0119154,0.0204641,0.0164155,0.0344958,0.00921168,0.0109798,0.00761221,0,0,0,0,0
16,0.00428593,0,0,0,0,0.00856135,0,0,0,0,0,0,0.0388535,0.026962,0.0239802,0.00529818,0,0,0.0152905,0,0.0281399,0.00861762,0.0333012,0.0184372,0.0197333,0.00779885,0.0124469,0.0376379,0.00838724,0.00784194,0.0085042,0.0242323,0.0107996,0.0114982,0.0138215,0.0170163,0.0387144,0.0108891,0.0180236,0.0291118,0.0174795,0.0151991,0.0105032,0.00650133,0.0099006,0,0,0.0134807,0,0.0249532,0.0115231,0.0631643,0.00869192,0.0245452,0.0126892,0.0129582,0.0363752,0.00211761,0.0386656,0.00925913,0.0103795,0.00908677,0.0219146,0.00761403,0.012037,0.0203749,0.0164648,0.0339054,0.00893601,0.0110761,0.00775669,0,0,0,0,0
17,0.00426664,0,0,0,0,0.00870418,0,0,0,0,0,0,0.0367623,0.0271841,0.0219408,0.00535689,0,0,0.014931,0,0.0280246,0.00880965,0.0333033,0.016138,0.0193761,0.00775612,0.0123546,0.0377992,0.0080828,0.00776121,0.00826584,0.0239471,0.0103933,0.0110295,0.0128048,0.0171777,0.0371674,0.0108255,0.0180985,0.0295423,0.0174104,0.0154501,0.010493,0.00650916,0.0100703,0,0,0.0135609,0,0.0249715,0.0111301,0.0633054,0.0087492,0.0245187,0.0126822,0.0129319,0.0363544,0.00209573,0.0385644,0.009256,0.0104335,0.00910824,0.0218837,0.00762935,0.0121556,0.020362,0.0165572,0.0332383,0.00855444,0.0111286,0.00787409,0,0,0,0,0
18,0.00425064,0,0,0,0,0.00883497,0,0,0,0,0,0,0.0346555,0.0272763,0.0198485,0.00539906,0,0,0.0146246,0,0.0278848,0.00906077,0.0333226,0.0140025,0.0189539,0.00770395,0.0122681,0.0381141,0.0080614,0.00770261,0.00806358,0.0237166,0.00996606,0.0106091,0.0117692,0.0174141,0.0356554,0.0107873,0.0181736,0.0299523,0.0173805,0.0157434,0.0105126,0.00643992,0.0102362,0,0,0.0136862,0,0.0251056,0.010611,0.0634428,0.00886261,0.0244976,0.0127184,0.0129101,0.0363695,0.00215726,0.0384413,0.00927876,0.0105385,0.00912469,0.021886,0.0076283,0.0122591,0.0203951,0.0166504,0.032472,0.00812042,0.0112156,0.00800482,0,0,0,0,0
19,0.00425385,0,0,0,0,0.00883013,0,0,0,0,0,0,0.032801,0.0275883,0.0178737,0.00532995,0,0,0.0144259,0,0.0278689,0.00940647,0.0333478,0.0119484,0.0186378,0.00776218,0.0120935,0.0386226,0.0079273,0.00771495,0.00787933,0.0235257,0.00953726,0.0101394,0.0108212,0.0177366,0.0343197,0.0108293,0.0181723,0.0303527,0.0173901,0.0158039,0.0106137,0.00629121,0.0105136,0,0,0.0136323,0,0.02486,0.0102401,0.0635584,0.00902673,0.0244917,0.0127699,0.0128172,0.0363384,0.00224583,0.0383007,0.00931241,0.0106311,0.0091297,0.0219274,0.00762251,0.0123112,0.0204084,0.0165536,0.0315927,0.00782771,0.0111917,0.008229,0,0,0,0,0
20,0.00424004,0,0,0,0,0.00879261,0,0,0,0,0,0,0.0312221,0.02795,0.0160611,0.00513498,0,0,0.0144544,0,0.0278289,0.00968141,0.0333455,0.0101192,0.0184521,0.00810836,0.0118406,0.0391541,0.00773459,0.00777954,0.0076889,0.0233572,0.00918225,0.00969915,0.00998212,0.0180596,0.0332775,0.011433,0.0181747,0.0307796,0.0174162,0.0158797,0.0107434,0.00604786,0.0107771,0,0,0.0136199,0,0.0246002,0.0100211,0.0636518,0.00921149,0.0245235,0.0128337,0.0126598,0.0363779,0.0023403,0.0381249,0.00937114,0.0106991,0.00914753,0.0219825,0.00764751,0.0123225,0.0203944,0.016471,0.0308714,0.00757171,0.0111347,0.00843694,0,0,0,0,0
21,0.00421675,0,0,0,0,0.00872293,0,0,0,0,0,0,0.0298909,0.027989,0.0143781,0.00483598,0,0,0.0148066,0,0.0276749,0.00997433,0.033276,0.00839844,0.0184865,0.00863004,0.0115218,0.0397231,0.00763989,0.00791089,0.00757334,0.0232093,0.00885011,0.00934951,0.00920852,0.0184139,0.0324139,0.0121975,0.0181897,0.0311542,0.0173832,0.0159606,0.0108046,0.00575758,0.0110547,0,0,0.0136659,0,0.024379,0.00980175,0.0637169,0.00944188,0.0245866,0.0129962,0.0124613,0.0364367,0.00244605,0.0379522,0.00942071,0.0107647,0.0092295,0.0220098,0.00769807,0.0123643,0.0203288,0.0164576,0.0302727,0.00731426,0.010973,0.00867668,0,0,0,0,0
22,0.00392583,0,0,0,0,0.00878777,0,0,0,0,0,0,0.0286866,0.0278348,0.0128319,0.00455429,0,0,0.0159005,0,0.0276591,0.0106138,0.0331726,0.00684216,0.0186787,0.00879804,0.0110658,0.040384,0.00758176,0.00804976,0.0074963,0.0229575,0.00853446,0.00899997,0.00847016,0.0187444,0.0315433,0.0134666,0.0180051,0.0313497,0.0173093,0.0162118,0.0107626,0.00540327,0.0109521,0,0,0.0139118,0,0.0240848,0.00964489,0.0638186,0.00957935,0.0245421,0.0130837,0.012122,0.036769,0.00252614,0.0377566,0.00942271,0.0107974,0.00928291,0.0219422,0.00762025,0.0124064,0.0203804,0.016815,0.0297397,0.00714828,0.0111022,0.0085448,0,0,0,0,0
23,0.00450278,0,0,0,0,0.00887095,0,0,0,0,0,0,0.027576,0.0281644,0.0110101,0.00452792,0,0,0.0155208,0,0.0276282,0.0110774,0.0331944,0.0056172,0.0186347,0.00872011,0.0111035,0.0421783,0.00742835,0.00829966,0.00747774,0.0227142,0.00804435,0.0086244,0.00752891,0.019267,0.0309122,0.0145513,0.0180919,0.0322686,0.0174994,0.016225,0.0108912,0.00526129,0.0118184,0,0,0.0138441,0,0.0239859,0.00928814,0.0638812,0.00974029,0.0246135,0.0131812,0.0122505,0.036683,0.0026779,0.0377048,0.00954764,0.0109337,0.00939383,0.0219917,0.00756969,0.0124827,0.020621,0.0164835,0.0290845,0.00685976,0.0109548,0.00935443,0,0,0,0,0
24,0.00467748,0,0,0,0,0.00906481,0,0,0,0,0,0,0.0263848,0.0282218,0.00888409,0.00447246,0,0,0.0161684,0,0.027586,0.0118983,0.0334076,0.00452619,0.0180779,0.00879623,0.0108831,0.0432585,0.00693288,0.00836791,0.00730202,0.0223997,0.00749491,0.00815612,0.00645459,0.019785,0.0303515,0.0155868,0.0181405,0.0326319,0.0177872,0.016326,0.0110404,0.00517133,0.0121305,0,0,0.0140061,0,0.0237784,0.00902328,0.0640455,0.00983387,0.0245657,0.0132493,0.0121689,0.0367047,0.00277138,0.0375542,0.00966616,0.0110744,0.00937405,0.0219929,0.00764078,0.0124992,0.0208963,0.0164693,0.0284813,0.00680892,0.0111619,0.00963706,0,0,0,0,0
25,0.00491592,0,0,0,0,0.00922165,0,0,0,0,0,0,0.0256805,0.0282546,0.0068573,0.00411454,0,0,0.0171352,0,0.0274632,0.0128448,0.0338532,0.00433551,0.0177388,0.00895315,0.0106304,0.0444524,0.00695646,0.00830338,0.00710103,0.0221024,0.00697785,0.00769509,0.00546424,0.0203222,0.0303153,0.0168051,0.0182033,0.0330886,0.0180705,0.0163983,0.011026,0.00526215,0.0124497,0,0,0.0141548,0,0.0235652,0.00877291,0.0643165,0.00983813,0.0245837,0.0132537,0.0119379,0.0367778,0.00262877,0.0373956,0.00962132,0.0110835,0.00934274,0.0219537,0.00769062,0.0126156,0.021239,0.0164536,0.0279231,0.00682714,0.0113142,0.00990451,0,0,0,0,0
26,0.00520836,0,0,0,0,0.00930187,0,0,0,0,0,0,0.0254152,0.0282629,0.00541987,0.00381509,0,0,0.0184652,0,0.0273326,0.0140047,0.0344005,0.00524388,0.0178755,0.00904103,0.0102401,0.0457709,0.0070338,0.00835412,0.007009,0.0220722,0.00665761,0.00740653,0.00478459,0.020831,0.0305769,0.0184584,0.0183196,0.0335349,0.0182883,0.0165258,0.0109616,0.0053701,0.0128207,0,0,0.0142872,0,0.0234312,0.00858612,0.0646307,0.0098493,0.024639,0.0131958,0.0115762,0.0369075,0.00225816,0.037268,0.00947293,0.0109784,0.00939204,0.0219626,0.00775004,0.0128098,0.0216036,0.0164801,0.027515,0.00687267,0.0113659,0.0102589,0,0,0,0,0
27,0.00556953,0,0,0,0,0.00941712,0,0,0,0,0,0,0.0252426,0.0281381,0.00462658,0.00349063,0,0,0.0198255,0,0.0271878,0.0152568,0.0345254,0.00640052,0.0183109,0.00929777,0.00986208,0.0471619,0.00709856,0.00860732,0.0069418,0.022151,0.00649617,0.00731025,0.00441072,0.0212356,0.0306534,0.0204164,0.0184111,0.034139,0.0183013,0.0166379,0.0111278,0.00511232,0.0131288,0,0,0.0144958,0,0.023243,0.00847395,0.0646966,0.0101005,0.0246448,0.0133305,0.0113017,0.0372123,0.0022407,0.0370622,0.00964649,0.0110383,0.00951144,0.0220933,0.00784122,0.0128303,0.021604,0.0166215,0.0273564,0.00703429,0.0114073,0.0106165,0,0,0,0,0
28,0.0059563,0,0,0,0,0.00962551,0,0,0,0,0,0,0.0247692,0.0279634,0.0038484,0.00337742,0,0,0.021206,0,0.0270273,0.0163065,0.0344071,0.00702937,0.0182019,0.00948264,0.00957221,0.0483977,0.00710036,0.00909745,0.00687199,0.022178,0.00623251,0.0072152,0.00408289,0.0216843,0.0303735,0.0220576,0.0184138,0.034754,0.018312,0.0167451,0.0112136,0.00490142,0.0133282,0,0,0.014755,0,0.0230807,0.00847974,0.0647839,0.0102585,0.0246038,0.0134957,0.0110668,0.0376203,0.00226996,0.0368927,0.00977757,0.0110841,0.0095538,0.0221571,0.00791009,0.0129095,0.0216001,0.0168297,0.0272715,0.00719174,0.0115705,0.010895,0,0,0,0,0
29,0.00607762,0,0,0,0,0.00974124,0,0,0,0,0,0,0.0243194,0.0279,0.00318487,0.00334216,0,0,0.022895,0,0.0267395,0.017381,0.0344668,0.00791242,0.0177818,0.00972367,0.00918561,0.0489599,0.00699701,0.00941998,0.00676603,0.0221435,0.00588772,0.00701705,0.0037802,0.0222082,0.0301478,0.02329,0.0186145,0.03502,0.018258,0.0168663,0.0111719,0.00476163,0.0133074,0,0,0.014984,0,0.0229549,0.00850379,0.0649096,0.0103318,0.0244614,0.013572,0.0107251,0.0380766,0.00250034,0.0367136,0.00976169,0.011075,0.00956251,0.0221304,0.00791368,0.0130252,0.021576,0.0170886,0.027253,0.00730916,0.0117014,0.0109326,0,0,0,0,0
30,0.00487477,0,0,0,0,0.0101141,0,0,0,0,0,0,0.0236434,0.0270762,0.00299366,0.00329045,0,0,0.0259475,0,0.026911,0.0186677,0.0346251,0.00870289,0.0172996,0.0099499,0.00832258,0.0472531,0.00664621,0.00927826,0.00649943,0.0218484,0.00561452,0.00686163,0.00360159,0.0224114,0.0295372,0.0240534,0.0180345,0.033936,0.0179964,0.0174828,0.0109699,0.00457677,0.0112229,0,0,0.0156916,0,0.0222805,0.0090027,0.065182,0.0102758,0.0240374,0.0133935,0.00992399,0.0391294,0.00265933,0.0363202,0.00957769,0.0109399,0.00940255,0.0218433,0.0077506,0.0130347,0.0213392,0.0183375,0.0283407,0.00829523,0.012473,0.00898703,0,0,0,0,0
31,0.009081,0,0,0,0,0.0116629,0,0,0,0,0,0,0.0235811,0.0279962,0.00277029,0.00350073,0,0,0.026012,0,0.0266128,0.0198565,0.034676,0.00946707,0.0173193,0.010237,0.00913053,0.0538521,0.00667682,0.00909959,0.00651548,0.0219092,0.00548203,0.00669743,0.00354377,0.0227629,0.0295161,0.027061,0.0185472,0.0366839,0.0182366,0.0172865,0.0110219,0.00488953,0.0141137,0,0,0.0155506,0,0.0225684,0.0090362,0.0652631,0.0103842,0.0244617,0.0134452,0.0107417,0.0399653,0.00270286,0.0363594,0.00966529,0.011122,0.00949594,0.0218806,0.00788093,0.013303,0.0216085,0.017659,0.0281823,0.00806566,0.0129122,0.0121286,0,0,0,0,0
32,0.0105326,0,0,0,0,0.0128785,0,0,0,0,0,0,0.0231309,0.0276773,0.00279658,0.00351071,0,0,0.0301871,0,0.0270666,0.0230008,0.0347511,0.0099831,0.0172057,0.0103819,0.00897997,0.0580714,0.00662319,0.0089464,0.00645494,0.0218179,0.00533766,0.00664951,0.00354012,0.0229414,0.0291466,0.031313,0.0185436,0.0367712,0.018157,0.0173936,0.010934,0.00490751,0.0145207,0,0,0.0160635,0,0.0223772,0.00906124,0.0653844,0.0104253,0.0243747,0.0133423,0.0106165,0.0408391,0.00270982,0.0362134,0.00963203,0.0111239,0.00952018,0.0217844,0.00787084,0.0134146,0.0215571,0.0181134,0.0278499,0.00800357,0.0138283,0.0128309,0,0,0,0,0
33,0.0117605,0,0,0,0,0.0138827,0,0,0,0,0,0,0.0226829,0.0273028,0.00291664,0.00338586,0,0,0.0340298,0,0.0272973,0.0256914,0.03477,0.0101769,0.0170413,0.0103789,0.00860763,0.0613987,0.00661058,0.00885679,0.00641762,0.0217776,0.00515936,0.0065995,0.00357404,0.023159,0.0288387,0.0348011,0.018621,0.0371541,0.0180278,0.0174831,0.0109063,0.00482252,0.0148333,0,0,0.0165639,0,0.0222197,0.00915952,0.0654273,0.0104239,0.0242222,0.0133319,0.0102742,0.0416359,0.00291664,0.0360913,0.00964126,0.0110515,0.00949882,0.0217246,0.00780838,0.0133838,0.0213724,0.0187235,0.0277563,0.00804874,0.0146219,0.0134347,0,0,0,0,0
