Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75
9,0.0111865,0,0,0,0,0.0135033,0,0,0,0,0,0,0.0290486,0.0155745,0.0192587,0.0087472,0,0,0.0545296,0,0.0414897,0.039093,0.0412748,0.0187665,0.00927528,0.0119979,0.0149113,0.0243884,0.00592815,0.00700074,0.00577809,0.0173025,0.00375468,0.00420046,0.00675713,0.014393,0.0293898,0.0297641,0.0055423,0.0184163,0.0122647,0.0144118,0.00901135,0.00442859,0.0117583,0,0,0.0245926,0,0.0441011,0.0206135,0.060036,0.00918775,0.0125282,0.0168118,0.013139,0.0814703,0.00405237,0.04281,0.00926704,0.0104702,0.0114761,0.0199702,0.00940065,0.0148858,0.012776,0.0338117,0.0357934,0.0214202,0.0165784,0.0109343,0,0,0,0,0
10,0.0127539,0,0,0,0,0.014754,0,0,0,0,0,0,0.0282133,0.0154446,0.0189764,0.00873505,0,0,0.0551406,0,0.0406075,0.0392515,0.0414223,0.018638,0.0090441,0.0115973,0.0157712,0.0222975,0.00592967,0.00691073,0.00576995,0.0170081,0.003814,0.00389538,0.00677306,0.0142926,0.028543,0.0295819,0.00575669,0.0188009,0.0119858,0.014474,0.00885095,0.00456391,0.0117809,0,0,0.0269147,0,0.043037,0.0208803,0.0599946,0.00880205,0.0120963,0.0168345,0.0138894,0.081629,0.00391829,0.0426735,0.00914515,0.0102504,0.0113435,0.0199164,0.00920715,0.0146256,0.0124608,0.0357368,0.034541,0.0210539,0.0179301,0.0112791,0,0,0,0,0
11,0.0142821,0,0,0,0,0.016152,0,0,0,0,0,0,0.0275508,0.0154327,0.0187149,0.00884477,0,0,0.0557181,0,0.0397352,0.0393543,0.0415516,0.0186079,0.00897365,0.0112394,0.0166802,0.0204882,0.00583209,0.00695292,0.00580828,0.0167213,0.00392983,0.00368455,0.00682666,0.0141563,0.0278745,0.0294353,0.00606356,0.0192889,0.011618,0.0144624,0.00860284,0.00474133,0.0119641,0,0,0.0292054,0,0.0418628,0.0214004,0.0600237,0.00843152,0.0117252,0.0167646,0.0146971,0.0816093,0.00376141,0.0425304,0.00900741,0.01003,0.0110947,0.0197749,0.00902981,0.0144206,0.0120978,0.0375029,0.0332555,0.0207309,0.0193816,0.0117713,0,0,0,0,0
12,0.0159595,0,0,0,0,0.0177369,0,0,0,0,0,0,0.0270612,0.0153952,0.0184846,0.0090256,0,0,0.0561599,0,0.0391528,0.0397065,0.0416718,0.018662,0.00888399,0.0109274,0.0177349,0.0185871,0.00639894,0.00701544,0.00585614,0.016424,0.00405826,0.00346261,0.00684916,0.01403,0.0271309,0.0292636,0.00675427,0.0198365,0.0111454,0.0143728,0.00824789,0.00506278,0.0122697,0,0,0.0313585,0,0.0406521,0.0220784,0.0600528,0.00805635,0.0113737,0.0166923,0.0156274,0.0814292,0.00360651,0.0423593,0.00884482,0.00984562,0.0109805,0.0195395,0.00884546,0.0143007,0.011649,0.0388635,0.0321576,0.0204853,0.0209702,0.0123975,0,0,0,0,0
13,0.0176935,0,0,0,0,0.0193879,0,0,0,0,0,0,0.0268799,0.0153448,0.0183848,0.00920455,0,0,0.0566241,0,0.0384392,0.0401097,0.0417975,0.0186098,0.00877537,0.0106416,0.0187581,0.0165089,0.00688846,0.00716815,0.00593736,0.0161682,0.00423408,0.00326613,0.00687482,0.013911,0.0264062,0.0290816,0.00743707,0.0204298,0.0107532,0.0143119,0.00797347,0.00535613,0.0127139,0,0,0.033369,0,0.0394626,0.0226539,0.0600775,0.00773656,0.0110296,0.0166478,0.0165419,0.0811119,0.00348252,0.0421633,0.00867594,0.00971933,0.010917,0.0193088,0.00867303,0.0141988,0.0112564,0.039977,0.0315232,0.0202574,0.0225882,0.0131328,0,0,0,0,0
14,0.0194548,0,0,0,0,0.0211171,0,0,0,0,0,0,0.0266126,0.0152767,0.0183843,0.00940276,0,0,0.0570081,0,0.0377254,0.0403949,0.0419437,0.018421,0.00865344,0.0104082,0.0198255,0.01442,0.0071681,0.00734946,0.00604039,0.0159534,0.00443676,0.00314403,0.00688358,0.0137787,0.0257078,0.0288636,0.00810684,0.0210326,0.0104199,0.0142601,0.00774842,0.00561702,0.0132753,0,0,0.0352408,0,0.0383502,0.0232628,0.0601019,0.00738903,0.0106573,0.0166067,0.0174944,0.0806106,0.00334111,0.0419737,0.00854999,0.00956773,0.0108179,0.0191028,0.00848361,0.0138641,0.0109016,0.0409366,0.0312257,0.0200191,0.0242972,0.0139545,0,0,0,0,0
15,0.0210574,0,0,0,0,0.0227399,0,0,0,0,0,0,0.0263462,0.0150214,0.0182181,0.00958394,0,0,0.0573605,0,0.0369424,0.040515,0.0420917,0.0182611,0.00870699,0.0102217,0.0208811,0.0125983,0.00744897,0.00749972,0.00616141,0.0157557,0.00463971,0.00310038,0.00703409,0.0136098,0.0251378,0.0286222,0.00877859,0.0215465,0.0100811,0.0142025,0.00752687,0.00583857,0.0138867,0,0,0.036927,0,0.0372837,0.0240846,0.0601199,0.00704641,0.0103397,0.0165765,0.0184347,0.080155,0.00318614,0.0417588,0.00840666,0.00927287,0.0107297,0.0188959,0.00829724,0.0135947,0.0105398,0.0419004,0.030763,0.0198282,0.0259587,0.0147855,0,0,0,0,0
16,0.0160864,0,0,0,0,0.0207435,0,0,0,0,0,0,0.026225,0.0139877,0.0180238,0.00970001,0,0,0.0684908,0,0.0366389,0.0474768,0.0421331,0.0182372,0.00889588,0.0101306,0.0216829,0.0214001,0.00759599,0.00761445,0.00620123,0.0156332,0.00475371,0.00307989,0.0071051,0.0135198,0.0247869,0.0361155,0.0120765,0.0224982,0.00979591,0.0142859,0.00728106,0.00587219,0.0123441,0,0,0.038153,0,0.0366618,0.0251367,0.0601786,0.0066719,0.0102266,0.0165703,0.0191647,0.0787121,0.00298629,0.0414225,0.00824979,0.00893559,0.010625,0.018615,0.008109,0.0133916,0.0102435,0.0420277,0.0296497,0.0197649,0.0245453,0.0126938,0,0,0,0,0
17,0.0224795,0,0,0,0,0.0247229,0,0,0,0,0,0,0.0258329,0.0147725,0.0179009,0.00991873,0,0,0.0577015,0,0.0354616,0.0405883,0.0423446,0.01822,0.00901143,0.010052,0.0229578,0.0119215,0.00763575,0.00796926,0.00637489,0.0153772,0.00501819,0.00316716,0.00725255,0.0133556,0.0242572,0.0285294,0.0101755,0.0221738,0.00953408,0.0141016,0.00708763,0.00636672,0.0146966,0,0,0.0392181,0,0.0354441,0.0255056,0.060162,0.00635679,0.00987736,0.0165591,0.0202961,0.0777358,0.00291449,0.041241,0.00813272,0.00872215,0.0105299,0.0184381,0.00795428,0.0132107,0.00999717,0.04228,0.0286008,0.019339,0.0282049,0.0155262,0,0,0,0,0
18,0.0239024,0,0,0,0,0.0259961,0,0,0,0,0,0,0.0256239,0.0147107,0.0179476,0.00991044,0,0,0.0575913,0,0.0348,0.0405778,0.0424298,0.0182718,0.0089819,0.00996358,0.0236626,0.0101052,0.00756018,0.00822058,0.00651983,0.0151864,0.00524221,0.00325713,0.0073873,0.0132065,0.0239247,0.0282851,0.0107924,0.0227448,0.00924027,0.0140259,0.00683587,0.00643523,0.0154369,0,0,0.0403391,0,0.0346845,0.0259729,0.0602951,0.0060336,0.00967097,0.0164844,0.0210089,0.0774126,0.00272655,0.0410026,0.00794646,0.0085141,0.010453,0.0182199,0.00781181,0.0130754,0.00980246,0.0433136,0.0277784,0.0191621,0.029441,0.0164118,0,0,0,0,0
19,0.018267,0,0,0,0,0.02333,0,0,0,0,0,0,0.0255028,0.0137467,0.0180188,0.00993914,0,0,0.0709965,0,0.0345475,0.049152,0.0423514,0.0183329,0.00883921,0.00990206,0.0241436,0.0195331,0.00782631,0.00830577,0.00658887,0.0150842,0.00534921,0.00318374,0.0074298,0.0131098,0.0236253,0.0375635,0.014398,0.0244137,0.00898542,0.0140995,0.00656251,0.00633318,0.0134966,0,0,0.041128,0,0.0344668,0.026663,0.0604892,0.00566793,0.00959494,0.0164393,0.0215943,0.0762459,0.00246951,0.0406811,0.00777065,0.0082892,0.0103618,0.0179143,0.0076103,0.0129096,0.00964042,0.0435405,0.0275273,0.0190964,0.0271286,0.0138527,0,0,0,0,0
20,0.0260704,0,0,0,0,0.0280317,0,0,0,0,0,0,0.025226,0.0148262,0.0181304,0.0101227,0,0,0.0574301,0,0.0336763,0.0402162,0.0425178,0.0183503,0.00893985,0.0098639,0.0249112,0.00780251,0.00826155,0.00854164,0.00675407,0.0149422,0.0055628,0.00330646,0.00755856,0.0129711,0.0232638,0.0277658,0.0116454,0.0230751,0.00884546,0.0139663,0.00649308,0.00669092,0.0167387,0,0,0.0417552,0,0.0336767,0.0267809,0.0604278,0.00555228,0.00937977,0.0164278,0.0223084,0.0757603,0.0024769,0.0406838,0.00775086,0.00816817,0.010356,0.0178305,0.00757498,0.012804,0.00945773,0.0441003,0.0278549,0.0186599,0.0314801,0.0178258,0,0,0,0,0
21,0.026624,0,0,0,0,0.0286368,0,0,0,0,0,0,0.0251791,0.0149247,0.0181124,0.0102329,0,0,0.0574495,0,0.0332173,0.0404202,0.0425794,0.018392,0.00915834,0.00986221,0.0253173,0.00708458,0.00847608,0.00860586,0.00683889,0.0149017,0.00567034,0.0034142,0.00763496,0.0129238,0.0232397,0.0277443,0.0118887,0.023465,0.00872331,0.0139176,0.00638544,0.00670661,0.0171844,0,0,0.0423346,0,0.0334283,0.0270566,0.060436,0.00540355,0.00933452,0.0164095,0.0227167,0.0755216,0.00243636,0.0405686,0.00766225,0.00803346,0.0103067,0.0177266,0.00749141,0.0126536,0.00932333,0.0444736,0.0279131,0.0184501,0.0321659,0.018304,0,0,0,0,0
22,0.0204123,0,0,0,0,0.0252519,0,0,0,0,0,0,0.0250773,0.0141794,0.0181222,0.0102003,0,0,0.0692526,0,0.0332321,0.0481494,0.0425152,0.0184371,0.00914049,0.00986754,0.0254798,0.0163735,0.0083615,0.00850152,0.00685542,0.0148292,0.00570004,0.003434,0.00765346,0.0129251,0.0232299,0.0363663,0.0148448,0.0253357,0.00859081,0.013978,0.00621251,0.0063497,0.014824,0,0,0.0426707,0,0.0335627,0.0275054,0.0605983,0.00517622,0.00934326,0.0163923,0.0229653,0.0744727,0.00233017,0.0402927,0.00750833,0.00787743,0.0102164,0.0175394,0.00733796,0.0125116,0.00922149,0.0441001,0.0278305,0.0183852,0.0292056,0.0151121,0,0,0,0,0
23,0.0269759,0,0,0,0,0.0290008,0,0,0,0,0,0,0.0250087,0.0151149,0.0180606,0.0101886,0,0,0.0570287,0,0.033309,0.0400075,0.0425806,0.0183354,0.00921211,0.00983054,0.0254778,0.00723276,0.0081165,0.008466,0.00690201,0.0147832,0.00576702,0.00351851,0.00772934,0.0129024,0.023297,0.0274813,0.0123161,0.0232324,0.00861815,0.0139302,0.00626533,0.00642599,0.0176917,0,0,0.042906,0,0.0332761,0.0274715,0.0604943,0.00524537,0.009241,0.0164079,0.0229395,0.0743473,0.00245485,0.0404436,0.00754519,0.00788598,0.0102339,0.0176095,0.00738225,0.012516,0.00916796,0.0444699,0.028044,0.0182113,0.0325436,0.018717,0,0,0,0,0
24,0.0273239,0,0,0,0,0.0292112,0,0,0,0,0,0,0.0247566,0.0152434,0.0179924,0.0101827,0,0,0.056793,0,0.0333576,0.0398852,0.0425247,0.0182704,0.0092388,0.00983408,0.0253656,0.00667811,0.00757807,0.008494,0.00684931,0.0147908,0.0057268,0.00352101,0.00777374,0.0129053,0.0236843,0.0274411,0.0120786,0.0233074,0.00864478,0.0140208,0.00629511,0.00636135,0.0179658,0,0,0.0428801,0,0.0335088,0.0276102,0.0604495,0.00526444,0.00925724,0.0164439,0.0228343,0.0738472,0.00249816,0.040526,0.00759604,0.00790661,0.0102555,0.0176341,0.00739686,0.0125318,0.00924025,0.0444182,0.0282833,0.0181655,0.0327395,0.0190075,0,0,0,0,0
25,0.0275181,0,0,0,0,0.0292418,0,0,0,0,0,0,0.0248816,0.015108,0.0179977,0.0101869,0,0,0.0564095,0,0.0334425,0.0399054,0.042475,0.0180409,0.0093458,0.00981687,0.0251424,0.00638987,0.00721995,0.00849618,0.00679374,0.0148233,0.00566628,0.00352465,0.00778094,0.012907,0.0241821,0.0272539,0.0118284,0.0232178,0.00872148,0.0141708,0.0063982,0.00636649,0.0181525,0,0,0.0426702,0,0.0339113,0.0277326,0.0603856,0.00536446,0.0093689,0.0164927,0.022573,0.0736345,0.00258475,0.0406772,0.00767087,0.00802381,0.0103281,0.0177392,0.0074758,0.0126042,0.0093557,0.0441682,0.02868,0.0181865,0.0327229,0.0192096,0,0,0,0,0
26,0.0275048,0,0,0,0,0.0290961,0,0,0,0,0,0,0.0253712,0.0149617,0.0180114,0.0101887,0,0,0.0560963,0,0.033674,0.0398806,0.042412,0.0178711,0.00930361,0.00971756,0.0247744,0.00633048,0.0070805,0.00841661,0.00671179,0.0148851,0.00555765,0.00351785,0.00776404,0.0129271,0.0245498,0.0270104,0.0115426,0.0230015,0.00880256,0.0142704,0.0065167,0.0063158,0.0182134,0,0,0.042271,0,0.0342331,0.0276673,0.0603193,0.00546651,0.00945415,0.016527,0.0221514,0.0734718,0.00270957,0.0408436,0.00778571,0.00812901,0.0103933,0.0178681,0.00757453,0.0126857,0.00945314,0.0436761,0.0288744,0.0182962,0.0325655,0.0192829,0,0,0,0,0
27,0.027371,0,0,0,0,0.0287727,0,0,0,0,0,0,0.0259602,0.0148461,0.0179807,0.0101649,0,0,0.0557691,0,0.0340406,0.0398508,0.0422808,0.0177718,0.00924043,0.00952938,0.0242107,0.00639051,0.00700757,0.00817136,0.00658527,0.0150192,0.00540061,0.00347799,0.00770115,0.0129987,0.0249864,0.0267895,0.0111616,0.0228187,0.00888307,0.01445,0.00665639,0.00613687,0.0181962,0,0,0.0417417,0,0.0347203,0.02753,0.0602491,0.00558666,0.00952966,0.0165805,0.0215993,0.0732951,0.00283448,0.0410621,0.00793154,0.00825227,0.0104589,0.0180181,0.00768096,0.0127602,0.00955335,0.0427831,0.0289935,0.0185175,0.0321846,0.019249,0,0,0,0,0
28,0.0270774,0,0,0,0,0.0282908,0,0,0,0,0,0,0.0263607,0.0146634,0.0179375,0.0100639,0,0,0.055327,0,0.0345757,0.0397777,0.0420466,0.0176333,0.00906639,0.00945322,0.0235063,0.0064555,0.00696885,0.00794931,0.00644944,0.0152065,0.00524821,0.00347169,0.00761349,0.0130778,0.0256213,0.0265479,0.010725,0.0227399,0.00896859,0.0146358,0.00680536,0.00588575,0.0181416,0,0,0.041028,0,0.0352143,0.027397,0.0601853,0.00573052,0.00960912,0.0166844,0.020955,0.0730971,0.0029443,0.0413055,0.00809359,0.00842584,0.0105596,0.0181896,0.00776497,0.0128658,0.00963774,0.0414623,0.029183,0.018838,0.0316498,0.0191292,0,0,0,0,0
29,0.0266427,0,0,0,0,0.0276972,0,0,0,0,0,0,0.0269868,0.0144202,0.0180609,0.00999117,0,0,0.0547845,0,0.0352377,0.0395656,0.0417461,0.0174168,0.00909464,0.00939443,0.0227479,0.00647019,0.00703829,0.00776198,0.00622383,0.0155792,0.00504936,0.00349954,0.00757284,0.0132125,0.0265467,0.0263062,0.0103296,0.0228446,0.00915192,0.0148662,0.00700974,0.00570616,0.0180643,0,0,0.0401661,0,0.0358616,0.0272246,0.0600525,0.00591953,0.0097417,0.0168061,0.0202911,0.0729723,0.00311877,0.0415718,0.00832647,0.00863591,0.0106733,0.0184259,0.00784137,0.0129165,0.00978544,0.0408856,0.029367,0.0192067,0.0310066,0.0189602,0,0,0,0,0
30,0.026032,0,0,0,0,0.0268799,0,0,0,0,0,0,0.0276277,0.014377,0.0181792,0.00994008,0,0,0.0542911,0,0.03582,0.0393143,0.0416365,0.0173795,0.00924781,0.00942501,0.021829,0.00666527,0.00688985,0.00751393,0.0060179,0.0158928,0.00479501,0.00340699,0.00748681,0.0133681,0.027475,0.0261528,0.00974172,0.0230504,0.00933238,0.0151312,0.00723573,0.00551215,0.0179087,0,0,0.0392481,0,0.0366436,0.0269624,0.0599124,0.00612006,0.00994758,0.016944,0.0194757,0.0731748,0.00332112,0.0418811,0.00865165,0.00889078,0.0107753,0.0186572,0.00797995,0.012996,0.00991872,0.040416,0.0295981,0.0195843,0.0301507,0.0186258,0,0,0,0,0
31,0.0251642,0,0,0,0,0.025846,0,0,0,0,0,0,0.0280182,0.0144491,0.0181968,0.00985952,0,0,0.0537781,0,0.0365361,0.0390515,0.0416725,0.0173961,0.00930981,0.00946209,0.0208155,0.00709415,0.00652395,0.00723548,0.00583715,0.0161841,0.00452292,0.00329115,0.00733687,0.0135628,0.0281497,0.0260072,0.00902256,0.0233308,0.00951399,0.0153465,0.00750098,0.00529564,0.0176192,0,0,0.0383135,0,0.0373824,0.02665,0.0597755,0.00635251,0.0102272,0.0170751,0.0185236,0.073609,0.00358443,0.0422258,0.00899604,0.00915968,0.0109168,0.0188854,0.00818968,0.0132069,0.0100672,0.0397887,0.0298379,0.0200158,0.0291784,0.0180768,0,0,0,0,0
32,0.02396,0,0,0,0,0.0245809,0,0,0,0,0,0,0.0287805,0.0147074,0.0182456,0.00967628,0,0,0.053285,0,0.0372189,0.0388744,0.0416346,0.0173207,0.00930334,0.00938927,0.0197118,0.00784836,0.00599162,0.00699676,0.00566199,0.0164986,0.00428488,0.00324699,0.00722938,0.0137732,0.028698,0.0258568,0.00818964,0.0236154,0.00972646,0.0156657,0.00777074,0.00500294,0.0172236,0,0,0.0373415,0,0.0381604,0.026321,0.059663,0.00660216,0.010571,0.0171951,0.0174626,0.0739451,0.00383598,0.0425825,0.0091825,0.0094253,0.0110382,0.0191503,0.00838057,0.0134229,0.0102719,0.0391286,0.03014,0.0205331,0.0280425,0.0173652,0,0,0,0,0
33,0.0224735,0,0,0,0,0.0231375,0,0,0,0,0,0,0.0296684,0.0150273,0.0183283,0.00940128,0,0,0.0528428,0,0.0377866,0.0387162,0.0415003,0.0171668,0.00932755,0.00929068,0.0185709,0.0090438,0.00549044,0.00643966,0.00552565,0.0167892,0.0040863,0.00334732,0.00718086,0.0139493,0.0293584,0.0257203,0.00733841,0.0238356,0.00995315,0.0162264,0.00801498,0.00473319,0.0167299,0,0,0.0362992,0,0.0386763,0.0260955,0.0595739,0.00685119,0.0109416,0.0173407,0.01638,0.0739845,0.00407341,0.0429326,0.00878846,0.00970053,0.0111699,0.0194029,0.00854491,0.0136166,0.0104969,0.0383799,0.0298623,0.0211987,0.026592,0.0165076,0,0,0,0,0
