Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,x75
9,0.0514823,0,0,0,0,0.0475329,0,0,0,0,0,0,0.0135394,0.0192044,0.0139563,0.0319092,0,0,0.0389007,0,0.035296,0.03314,0.0402021,0.00999664,0.0120803,0.012181,0.0543353,0.027805,0.00688165,0.0122687,0.00854502,0.0210656,0.00719994,0.0101369,0.00801348,0.0171232,0.012775,0.0287021,0.0199649,0.0214413,0.0132375,0.0123849,0.00852612,0.0349477,0.0351296,0,0,0.027021,0,0.0300586,0.0187786,0.0573249,0.00783491,0.00730969,0.0175414,0.0499089,0.0625169,0.00335567,0.0334347,0.00903253,0.00685732,0.00929454,0.0168901,0.00441133,0.0097192,0.0121991,0.0141404,0.0304238,0.00999415,0.052991,0.0341566,0,0,0,0,0
10,0.0503939,0,0,0,0,0.0473377,0,0,0,0,0,0,0.0122871,0.0204496,0.0131009,0.0308768,0,0,0.0371647,0,0.0353007,0.0315192,0.0409889,0.00891845,0.0120346,0.012073,0.0540759,0.0289148,0.00676613,0.0123485,0.00845397,0.0205969,0.00730073,0.0102402,0.00788825,0.0168662,0.011542,0.0285252,0.0221907,0.020718,0.0129601,0.0129847,0.00826291,0.0343072,0.0364925,0,0,0.0268375,0,0.0293659,0.0186947,0.0578494,0.00756141,0.0067851,0.0172441,0.0498201,0.0643783,0.00408581,0.0332809,0.00882197,0.00643804,0.0091978,0.0166506,0.00461596,0.0097861,0.0118657,0.0159018,0.0299544,0.00926649,0.0530504,0.0351438,0,0,0,0,0
11,0.0492395,0,0,0,0,0.0470037,0,0,0,0,0,0,0.0110218,0.0218405,0.0126632,0.0293953,0,0,0.0354336,0,0.0353479,0.0302838,0.0416779,0.0079746,0.0121744,0.0119741,0.0530873,0.0300513,0.00674154,0.012563,0.00840532,0.0201248,0.00733506,0.0104102,0.00773821,0.0166654,0.0103117,0.028397,0.0242497,0.0199127,0.0127012,0.0136005,0.00800973,0.0332925,0.0380226,0,0,0.0264173,0,0.028831,0.0185636,0.0584509,0.00728952,0.0065118,0.0170023,0.0491614,0.0662022,0.00408978,0.0331273,0.00872607,0.00595874,0.00912473,0.0164232,0.00472099,0.0098511,0.0115213,0.018046,0.0281217,0.00767317,0.0528335,0.0363547,0,0,0,0,0
12,0.0475567,0,0,0,0,0.0464059,0,0,0,0,0,0,0.0107167,0.0232183,0.0128952,0.0283691,0,0,0.0335869,0,0.0349451,0.0286293,0.0414541,0.00804086,0.0122281,0.0121003,0.0523025,0.030151,0.00687205,0.0129268,0.00851971,0.0197744,0.00753417,0.0106925,0.0079091,0.0164781,0.010137,0.0280949,0.0260829,0.0184939,0.0122566,0.0141808,0.00772845,0.0323072,0.039489,0,0,0.0258859,0,0.02827,0.0183831,0.0590314,0.0070619,0.0063691,0.0166937,0.048573,0.0682425,0.00358178,0.0330181,0.00874438,0.00543419,0.00899016,0.0161447,0.00478565,0.00988939,0.0111668,0.020308,0.026771,0.0061178,0.0524551,0.0372805,0,0,0,0,0
13,0.0456429,0,0,0,0,0.0458165,0,0,0,0,0,0,0.0103108,0.0245843,0.0124852,0.0279769,0,0,0.0316009,0,0.0344745,0.0265783,0.0400095,0.0080881,0.0121663,0.0126317,0.0519613,0.0295499,0.00726873,0.0135861,0.00890655,0.0195799,0.00770887,0.0111134,0.00790815,0.016472,0.00992381,0.0276004,0.0278012,0.0169347,0.0117972,0.0147729,0.0073973,0.0314473,0.0408577,0,0,0.0252447,0,0.0278052,0.0180031,0.0593654,0.00686078,0.00622593,0.0162917,0.0483211,0.0703275,0.00381106,0.0329637,0.00896262,0.00519671,0.00885694,0.0158367,0.00491291,0.00989498,0.0106709,0.0226824,0.0257585,0.00462046,0.052146,0.0379311,0,0,0,0,0
14,0.0438804,0,0,0,0,0.0456182,0,0,0,0,0,0,0.0100835,0.0257493,0.0121377,0.0277702,0,0,0.0297873,0,0.0338902,0.0247963,0.0394434,0.00833568,0.0122219,0.0129964,0.0520161,0.0291526,0.00748133,0.0138989,0.00908995,0.0193565,0.00776436,0.0114366,0.0079738,0.0164276,0.00982281,0.0269838,0.0290763,0.0156827,0.0113103,0.015437,0.00703437,0.0310233,0.0422215,0,0,0.0242429,0,0.027421,0.0173065,0.0597082,0.00657394,0.00617518,0.0158199,0.0483979,0.0723142,0.00420688,0.0327759,0.00897785,0.00488264,0.00863489,0.0155965,0.00503503,0.00991457,0.0102115,0.0252087,0.0250099,0.00358409,0.0522085,0.038528,0,0,0,0,0
15,0.0416143,0,0,0,0,0.0454436,0,0,0,0,0,0,0.0102533,0.0268343,0.0121147,0.0276998,0,0,0.0281096,0,0.0334755,0.023121,0.0396319,0.00856682,0.0123887,0.0128487,0.0522356,0.0279285,0.00748099,0.0137653,0.00896825,0.0191817,0.00769593,0.0113848,0.0079918,0.0163719,0.0100443,0.0262262,0.0303096,0.0144958,0.0109285,0.0160444,0.0067678,0.0308391,0.0435228,0,0,0.0231939,0,0.0271231,0.0167248,0.0600754,0.00629274,0.00610718,0.0155187,0.0485834,0.0744548,0.00448737,0.0325529,0.00879205,0.0045801,0.00848145,0.0154318,0.00509639,0.00993433,0.00997865,0.0276151,0.02434,0.00297633,0.0522807,0.0388099,0,0,0,0,0
16,0.0395334,0,0,0,0,0.0454768,0,0,0,0,0,0,0.0106646,0.0278793,0.0123296,0.0278602,0,0,0.0265941,0,0.0334447,0.0215862,0.0399643,0.00872065,0.0126258,0.0123911,0.0526318,0.0268896,0.00745858,0.0134359,0.00871259,0.0190721,0.00749993,0.0110804,0.0080367,0.0163764,0.0104662,0.0256012,0.0314982,0.0138537,0.0106417,0.0166345,0.00647966,0.0308223,0.0448809,0,0,0.0223643,0,0.0271162,0.0163079,0.0604468,0.00600201,0.00609708,0.0153674,0.0488795,0.0767059,0.00461296,0.0323183,0.00859494,0.00436905,0.00842277,0.0152547,0.0051484,0.0099762,0.009714,0.0302549,0.0239984,0.00271612,0.0525347,0.0391185,0,0,0,0,0
17,0.0377115,0,0,0,0,0.0458087,0,0,0,0,0,0,0.0110835,0.0289476,0.0125559,0.0276329,0,0,0.0250755,0,0.0334609,0.0202732,0.0401874,0.00906676,0.0127076,0.0120016,0.0530308,0.0260226,0.0074321,0.0132432,0.00855829,0.0188702,0.0073988,0.0110145,0.00803372,0.016271,0.0108975,0.0247782,0.0326168,0.0134465,0.0103333,0.0177099,0.00614608,0.0307865,0.0453579,0,0,0.0218791,0,0.0278631,0.0161485,0.0609028,0.00574795,0.00621715,0.0152897,0.0491449,0.0778218,0.00468923,0.0320962,0.0085112,0.00421067,0.00840107,0.0150347,0.00517865,0.0100685,0.0094724,0.0324736,0.0237924,0.00369819,0.0529776,0.03891,0,0,0,0,0
18,0.0353616,0,0,0,0,0.0458199,0,0,0,0,0,0,0.01017,0.0298025,0.0120304,0.0257199,0,0,0.0237286,0,0.0335335,0.0191963,0.0395067,0.00766739,0.0150587,0.0110307,0.0513746,0.0255087,0.00663111,0.0115717,0.00822464,0.0183668,0.00827168,0.0108758,0.00858784,0.0155304,0.00935503,0.0238831,0.0336744,0.0130463,0.0102536,0.0185914,0.00597467,0.0282409,0.0454996,0,0,0.0212913,0,0.0283503,0.0153983,0.0619577,0.00634639,0.0051045,0.0147441,0.0464774,0.0787051,0.00440914,0.0325052,0.00851739,0.00422457,0.00818131,0.0149813,0.00586787,0.011007,0.00968315,0.0343653,0.0237523,0.00525931,0.0528962,0.0383701,0,0,0,0,0
19,0.0337857,0,0,0,0,0.0468711,0,0,0,0,0,0,0.012024,0.0303732,0.012606,0.0276412,0,0,0.0225203,0,0.0333025,0.0180721,0.0404356,0.0102255,0.0129054,0.0115846,0.0534439,0.0253228,0.0074895,0.0130133,0.00817986,0.0183722,0.00715876,0.0107707,0.00796263,0.0161342,0.012237,0.0230371,0.0342499,0.0126426,0.00989079,0.0191768,0.00580792,0.0308606,0.0463716,0,0,0.0213804,0,0.028669,0.0143493,0.0614145,0.00537714,0.00615168,0.0151059,0.0495887,0.0803012,0.00466186,0.0319069,0.00842955,0.00400196,0.00825143,0.0148084,0.00530774,0.0103798,0.00921512,0.0367295,0.0235185,0.0065496,0.054002,0.0384384,0,0,0,0,0
20,0.0322943,0,0,0,0,0.0479654,0,0,0,0,0,0,0.0126285,0.0307596,0.0127909,0.028554,0,0,0.0213866,0,0.0327248,0.0168765,0.0406262,0.0107652,0.0131967,0.0115399,0.0541461,0.0262335,0.00760913,0.0130111,0.00793399,0.01815,0.00708462,0.0106053,0.00787094,0.0161244,0.0130228,0.0223461,0.0345018,0.0123522,0.00978957,0.0195177,0.00572698,0.0312011,0.0473833,0,0,0.0214664,0,0.0287284,0.0133841,0.0615667,0.00508305,0.00628475,0.0150971,0.0501922,0.0820971,0.00472355,0.0317906,0.00843426,0.00394017,0.00821623,0.0146844,0.00535926,0.0104578,0.00912837,0.0388835,0.0234356,0.00759775,0.0550717,0.0386657,0,0,0,0,0
21,0.0308826,0,0,0,0,0.0490663,0,0,0,0,0,0,0.0133859,0.0314674,0.0133147,0.0286701,0,0,0.0202858,0,0.0319171,0.0157741,0.0408823,0.0112475,0.0134992,0.0112739,0.0544989,0.0274491,0.00768168,0.0129097,0.00763229,0.0179746,0.00700793,0.0104107,0.00786813,0.0160379,0.0137653,0.0215314,0.034705,0.0121957,0.00964654,0.0197147,0.00564553,0.0312089,0.047731,0,0,0.0216842,0,0.0286556,0.0124233,0.0617683,0.00479357,0.00642796,0.015009,0.0504184,0.0830899,0.00481541,0.0316917,0.00844955,0.00389887,0.00821118,0.0145315,0.00538052,0.0105434,0.00903329,0.0404213,0.0236745,0.00819784,0.0560452,0.0385032,0,0,0,0,0
22,0.0291437,0,0,0,0,0.0500789,0,0,0,0,0,0,0.0145632,0.0320399,0.0142752,0.0283284,0,0,0.0190449,0,0.0317764,0.0145105,0.041065,0.012423,0.0141613,0.0101932,0.0543682,0.0285025,0.00728331,0.0118382,0.00691141,0.0179681,0.00686476,0.00960125,0.00772892,0.0157341,0.0143683,0.0206626,0.0353819,0.0118834,0.00948733,0.0201571,0.00551785,0.0307765,0.0480275,0,0,0.022325,0,0.0289278,0.0117586,0.0620362,0.00490678,0.00629213,0.0148515,0.0499928,0.0840784,0.00482675,0.0317947,0.0084691,0.00390918,0.0082217,0.0144693,0.00544747,0.0106711,0.0089534,0.0419882,0.023801,0.00882948,0.0568892,0.0382213,0,0,0,0,0
23,0.0274507,0,0,0,0,0.0512531,0,0,0,0,0,0,0.0155552,0.0324427,0.0149067,0.0283779,0,0,0.0178428,0,0.0318434,0.0132348,0.041575,0.0134315,0.0140106,0.0104374,0.0548151,0.0295787,0.00770151,0.0122229,0.00688823,0.017914,0.00684134,0.00997159,0.00770206,0.0158252,0.0155609,0.0199041,0.0359444,0.0115242,0.00921637,0.0205193,0.0053761,0.0311058,0.0486576,0,0,0.0234254,0,0.0292288,0.0114814,0.062062,0.00471717,0.00653479,0.0148303,0.0505235,0.0853822,0.00493603,0.0317142,0.00842391,0.00374923,0.00820338,0.0144009,0.00531224,0.0104744,0.00874532,0.0437352,0.0233556,0.00979017,0.0578826,0.0381632,0,0,0,0,0
24,0.0260092,0,0,0,0,0.0526352,0,0,0,0,0,0,0.0160829,0.032922,0.0150995,0.0284488,0,0,0.0167145,0,0.0318182,0.0119744,0.0417738,0.0139869,0.014272,0.01053,0.0553333,0.0311917,0.0079519,0.012407,0.00688368,0.0178253,0.0068502,0.010226,0.00762458,0.0159275,0.0162547,0.0194574,0.036489,0.0111372,0.00905857,0.0205365,0.00530102,0.0312884,0.049408,0,0,0.0245088,0,0.0291628,0.0111874,0.0622121,0.00465641,0.00667151,0.0149231,0.05096,0.0867137,0.00504925,0.0316779,0.0084135,0.00374259,0.00815372,0.0143664,0.00532646,0.0104416,0.0086174,0.0453443,0.0228592,0.0106613,0.0590841,0.0382381,0,0,0,0,0
25,0.0248103,0,0,0,0,0.0539773,0,0,0,0,0,0,0.0166166,0.0335289,0.0152755,0.0285756,0,0,0.0157253,0,0.031673,0.01092,0.0419032,0.0144495,0.0144874,0.0105749,0.0557431,0.033165,0.00815321,0.0125956,0.00689583,0.0177603,0.00681932,0.0104088,0.0075938,0.0160138,0.0170599,0.0192411,0.0370461,0.0105645,0.00887636,0.0207178,0.00517688,0.0313727,0.049751,0,0,0.0254647,0,0.0293464,0.0109612,0.0623761,0.00451261,0.00678164,0.015125,0.0512508,0.0873348,0.00516772,0.0316393,0.00843518,0.0036847,0.0081276,0.0142906,0.00532091,0.0103629,0.00843133,0.0464556,0.0226482,0.0116233,0.0603985,0.0381098,0,0,0,0,0
26,0.0236893,0,0,0,0,0.0553384,0,0,0,0,0,0,0.0172967,0.0344047,0.0155164,0.0289605,0,0,0.0151147,0,0.0309563,0.0101896,0.0419751,0.0147411,0.0146778,0.0106422,0.0559412,0.0352992,0.00825503,0.0126419,0.00684912,0.0176483,0.00689287,0.010589,0.00762504,0.0160165,0.0180716,0.0193389,0.0371466,0.0103324,0.00873824,0.0211998,0.00507494,0.0312537,0.0503807,0,0,0.0265511,0,0.0298181,0.0107409,0.0625892,0.00439263,0.00680348,0.0148314,0.0513089,0.0882096,0.00530696,0.0315834,0.00847654,0.00361618,0.00810002,0.0142208,0.00534064,0.0103204,0.00825799,0.0476231,0.0221655,0.0119092,0.0617015,0.0382234,0,0,0,0,0
27,0.147255,0,0,0,0,0.114966,0,0,0,0,0,0,0.0238154,0.0356349,0.0197861,0.0436225,0,0,0.0152688,0,0.0299103,0.00985583,0.0382916,0.0213261,0.0186316,0.00973639,0.0655597,0.0283896,0.00620665,0.00690873,0.00437207,0.0227503,0.00580392,0.0102247,0.00615463,0.0198321,0.0243097,0.0164714,0.0371792,0.0106877,0.0108192,0.0223897,0.00663249,0.0420621,0.118064,0,0,0.0182901,0,0.0235999,0.0158431,0.0623032,0.00515546,0.0109968,0.0166009,0.0620737,0.128294,0.00468203,0.0312515,0.00861952,0.0049625,0.00885593,0.0150126,0.00471359,0.0104416,0.0106126,0.0474893,0.0467793,0.0196261,0.106713,0.0917286,0,0,0,0,0
28,0.021872,0,0,0,0,0.0577842,0,0,0,0,0,0,0.0187551,0.0363858,0.0159236,0.0299447,0,0,0.0139142,0,0.0297046,0.00877357,0.0419167,0.0152613,0.0151176,0.0105488,0.0561031,0.0399744,0.00835024,0.0122679,0.00666155,0.0176941,0.00686172,0.0108235,0.00765163,0.0160796,0.0201332,0.0199258,0.0374795,0.010542,0.00848482,0.0216022,0.00491197,0.0308545,0.0509978,0,0,0.0279286,0,0.0299477,0.00982988,0.0630612,0.00441257,0.00690295,0.014484,0.0512091,0.0887928,0.0054686,0.0315728,0.00850855,0.00362861,0.00807887,0.0141489,0.00547772,0.0104356,0.00810209,0.0487769,0.0199022,0.0103428,0.0639824,0.0380784,0,0,0,0,0
29,0.0214498,0,0,0,0,0.0590554,0,0,0,0,0,0,0.0195591,0.0369677,0.0160103,0.0298272,0,0,0.0130124,0,0.0296708,0.00774327,0.0419696,0.0157882,0.015473,0.0106782,0.0565203,0.0428565,0.00845477,0.0122336,0.00673213,0.0176881,0.0069368,0.0111695,0.00760561,0.0162229,0.0215411,0.0206881,0.0380072,0.0102631,0.0083521,0.0216723,0.00481565,0.0309272,0.0505786,0,0,0.0285898,0,0.0299432,0.00986531,0.0632205,0.00447803,0.00715945,0.0144317,0.0514332,0.0881685,0.00550493,0.0315535,0.00850538,0.00359897,0.00806571,0.0140929,0.00555865,0.0105242,0.00792764,0.0491216,0.0189798,0.0108773,0.0649723,0.0376338,0,0,0,0,0
30,0.0207929,0,0,0,0,0.0604077,0,0,0,0,0,0,0.0205536,0.0373772,0.0163975,0.0292092,0,0,0.012227,0,0.0298471,0.00712141,0.0420875,0.016792,0.0157637,0.0106937,0.0567568,0.0455327,0.00850549,0.0120749,0.00674858,0.0177483,0.00714644,0.0115543,0.00758003,0.0163024,0.0231579,0.0214413,0.0384028,0.0100461,0.00832235,0.0218191,0.00476187,0.0309412,0.0505825,0,0,0.0293553,0,0.0300811,0.00994731,0.0633286,0.00448266,0.00729726,0.0144008,0.0515496,0.0880695,0.00552907,0.0315616,0.00852939,0.00366248,0.00803834,0.0140712,0.00558326,0.010572,0.0077375,0.0497541,0.0177615,0.0111359,0.0660206,0.0373711,0,0,0,0,0
31,0.150572,0,0,0,0,0.1161,0,0,0,0,0,0,0.027226,0.0374638,0.0214009,0.0442541,0,0,0.0126467,0,0.0301318,0.00668709,0.0384248,0.0246014,0.019891,0.0103781,0.0667766,0.0387936,0.00658647,0.00548112,0.0042254,0.0235457,0.00757527,0.0120493,0.00597897,0.0201948,0.0298308,0.019568,0.0386531,0.00962225,0.0108314,0.0222953,0.0066302,0.0426423,0.12001,0,0,0.0179501,0,0.0239046,0.0145524,0.0626492,0.00516859,0.0113495,0.0166537,0.0628889,0.135538,0.00466789,0.0313651,0.00869827,0.00527,0.00883272,0.0150988,0.00482424,0.0106269,0.0105012,0.0476545,0.0406369,0.0183424,0.106261,0.0941359,0,0,0,0,0
32,0.0196048,0,0,0,0,0.0626632,0,0,0,0,0,0,0.0221365,0.0378743,0.0170216,0.0291895,0,0,0.0109437,0,0.0303666,0.00547656,0.0422795,0.0181853,0.0162085,0.0106211,0.056832,0.050386,0.00850645,0.0115782,0.0066267,0.017836,0.00741722,0.0120107,0.00767565,0.0163534,0.0257068,0.0228416,0.0389527,0.00937741,0.00820327,0.0222898,0.00471223,0.0302728,0.0502264,0,0,0.0302775,0,0.0305811,0.0101317,0.0635116,0.00468944,0.00737197,0.0143178,0.0515414,0.0871437,0.00554485,0.031593,0.00856615,0.00368447,0.00797692,0.0140497,0.00566829,0.0106652,0.00766705,0.0504126,0.0150804,0.0108086,0.0677817,0.0365003,0,0,0,0,0
33,0.0197892,0,0,0,0,0.0634219,0,0,0,0,0,0,0.0227165,0.0380851,0.0170154,0.0294563,0,0,0.0106426,0,0.0305366,0.00468804,0.0424125,0.0182407,0.0164654,0.0105839,0.0571217,0.0530194,0.00863846,0.0116084,0.0066926,0.0177806,0.007363,0.0121923,0.00776228,0.0164751,0.0266332,0.0237443,0.0391773,0.00921322,0.00795671,0.022574,0.00461671,0.0303348,0.0491244,0,0,0.0302971,0,0.0307118,0.0101524,0.0635781,0.00465626,0.00754142,0.0141675,0.0518543,0.0854141,0.00548887,0.0316127,0.00851236,0.00362375,0.00791586,0.0139732,0.00569524,0.0106201,0.00739144,0.0501653,0.0141725,0.0107794,0.0685054,0.0356846,0,0,0,0,0
