Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68
184,0.0127655,0.0241116,0.0482218,0.0115371,0.0227541,0.0204779,0,0,0.0222435,0,0.0242329,0.0131301,0.0388458,0.0219369,0.0233774,0.0150969,0.0348819,0.0150695,0.0126979,0.0134804,0.0164361,0.059409,0.010889,0.0181249,0.0130348,0.015594,0.05866,0.0157125,0.0108672,0.00761557,0.0210262,0.0208451,0.0147041,0.00809038,0.010987,0,0,0.0221876,0,0.0174583,0.01849,0.0577492,0.0115254,0.0214865,0.0158239,0.0245015,0.016769,0.0100925,0.0549631,0.0130226,0.0118045,0.0153604,0.00707561,0.011919,0.0129784,0.0239258,0.0196135,0.0109933,0.00631402,0.0262659,0.0119871,0,0,0,0,0,0,0,0
185,0.0126749,0.0240535,0.0404428,0.0115873,0.021095,0.0205168,0,0,0.0222153,0,0.0242535,0.0132012,0.0395871,0.0199937,0.0235096,0.0145659,0.0346533,0.0151686,0.0120684,0.0128198,0.0152254,0.058549,0.013057,0.0181077,0.0138699,0.0160962,0.0490801,0.0155415,0.0108947,0.00759675,0.0214046,0.0206883,0.0148494,0.00823073,0.0110864,0,0,0.0208581,0,0.0173678,0.0179174,0.0577449,0.0115121,0.0213865,0.0159534,0.0243294,0.0166415,0.00995687,0.0547678,0.0129158,0.0118373,0.0155302,0.0070125,0.0119281,0.0130778,0.0243997,0.0187047,0.0106438,0.00635294,0.0263108,0.0122147,0,0,0,0,0,0,0,0
186,0.0126262,0.0239831,0.0326754,0.0116768,0.0201579,0.0205137,0,0,0.0222431,0,0.0243349,0.0131205,0.0402225,0.018633,0.0235571,0.0143046,0.0344446,0.0153199,0.0113358,0.0121411,0.0141072,0.0575808,0.0151325,0.0184941,0.0146786,0.0167339,0.0394145,0.0154317,0.0109997,0.00756322,0.0216641,0.0205538,0.0148922,0.00829822,0.0111329,0,0,0.0196295,0,0.0172978,0.0173007,0.057789,0.0113292,0.0212613,0.0160465,0.024283,0.0166341,0.00982769,0.0545591,0.0128177,0.0118716,0.0155739,0.00697886,0.0118989,0.0130784,0.0247474,0.0179837,0.0102086,0.00643218,0.026383,0.0124063,0,0,0,0,0,0,0,0
187,0.012492,0.0239338,0.0253246,0.0117727,0.019762,0.0205566,0,0,0.022256,0,0.0244941,0.0130598,0.0406691,0.0184022,0.0235751,0.0146283,0.0341152,0.0154442,0.0107368,0.0117033,0.0133068,0.0568788,0.0169054,0.0189017,0.0153578,0.0174017,0.0299798,0.0153872,0.0111709,0.00754337,0.0219412,0.0204126,0.0147816,0.00835725,0.0112649,0,0,0.018391,0,0.0172333,0.0167021,0.0578696,0.0110965,0.0211185,0.0160336,0.0243598,0.0166143,0.009697,0.0543149,0.0125273,0.0118446,0.0154511,0.00699841,0.0117676,0.0128653,0.024895,0.0172485,0.00971743,0.00640961,0.0264487,0.012483,0,0,0,0,0,0,0,0
188,0.0123245,0.02392,0.0192253,0.0117001,0.0199043,0.0206552,0,0,0.0222346,0,0.0246946,0.0130925,0.0410536,0.0190343,0.0235695,0.0156702,0.0338365,0.0155686,0.0106371,0.0120357,0.0134669,0.0563591,0.0182752,0.019217,0.0160397,0.0180666,0.0216314,0.0153975,0.0112647,0.00754088,0.0219847,0.0202788,0.0147751,0.00849354,0.0111478,0,0,0.0173522,0,0.0171752,0.0160487,0.058,0.0108222,0.0209366,0.0160211,0.0245871,0.016683,0.00967554,0.054098,0.0124357,0.0119561,0.0151901,0.00709768,0.0116064,0.0122663,0.0248629,0.0166052,0.00918947,0.0063291,0.0265385,0.0126299,0,0,0,0,0,0,0,0
189,0.0122036,0.0239497,0.0157612,0.0114772,0.02066,0.0208685,0,0,0.0223115,0,0.0249104,0.0130742,0.041377,0.0201745,0.0236078,0.0174132,0.0333758,0.0156499,0.0116261,0.0136523,0.0150089,0.0563511,0.0193278,0.0195246,0.0166614,0.0186852,0.0156657,0.0155159,0.0112499,0.00744642,0.0219807,0.0200837,0.0148352,0.00882393,0.0110947,0,0,0.0165666,0,0.0170335,0.0154689,0.0581345,0.0106412,0.0206556,0.0159641,0.0249574,0.0168246,0.00965218,0.0537999,0.0123327,0.0120316,0.0147287,0.00724219,0.0113478,0.0117378,0.0248139,0.0160693,0.00865753,0.00621195,0.0266885,0.0128454,0,0,0,0,0,0,0,0
190,0.0121262,0.0239586,0.0164893,0.0113544,0.0219427,0.0211706,0,0,0.0224956,0,0.0251188,0.013154,0.0416336,0.0214964,0.0237227,0.0198042,0.0328256,0.0157281,0.0141777,0.016747,0.0179955,0.0570077,0.02018,0.019813,0.0169818,0.0193692,0.0143351,0.0156677,0.0112641,0.00736717,0.0219836,0.0199884,0.0148095,0.00922205,0.011296,0,0,0.0157894,0,0.0169392,0.0150215,0.0582714,0.0105665,0.0202835,0.0158034,0.0254703,0.0169726,0.00963018,0.0534438,0.0121784,0.0121538,0.0142362,0.00744576,0.0110165,0.0113068,0.0247698,0.0155711,0.00827223,0.00614374,0.0268599,0.0130463,0,0,0,0,0,0,0,0
191,0.0121616,0.0238806,0,0.011302,0.024671,0.0214792,0,0,0.0227196,0,0.0252278,0.0132856,0.0417984,0.0226506,0.023934,0.0220906,0.0325917,0.0158517,0.0180627,0.0206121,0.0217652,0.0584369,0.0209409,0.0200303,0.0174203,0.0199198,0.0190668,0.0158459,0.0112735,0.00734374,0.0220304,0.0200032,0.0148849,0.00953024,0.0114924,0,0,0.0150838,0,0.0169334,0.0146323,0.0584255,0.0103727,0.0199516,0.0154303,0.0258867,0.0171688,0.00958458,0.0530402,0.011938,0.0120952,0.0137148,0.0077572,0.0106369,0.0108056,0.0247479,0.0151036,0.00795688,0.00605054,0.0269959,0.0132094,0,0,0,0,0,0,0,0
192,0.0124862,0.0237843,0.0288677,0.0113298,0.0317501,0.0216986,0,0,0.0228083,0,0.0253228,0.0132984,0.0418101,0.032876,0.0241496,0.0253156,0.0328315,0.0159524,0.0237465,0.0261518,0.0264386,0.0606119,0.0236273,0.0224262,0.021763,0.0199808,0.0316843,0.0160201,0.0112533,0.00730667,0.0220537,0.0199692,0.0150878,0.00984845,0.0117337,0,0,0.014814,0,0.0167938,0.0145178,0.0585904,0.0105488,0.0196239,0.0149594,0.0262355,0.0172821,0.00954816,0.0525572,0.0117648,0.0118939,0.0130271,0.00821325,0.010126,0.0100583,0.024589,0.0147643,0.00755618,0.00607192,0.0270316,0.0133975,0,0,0,0,0,0,0,0
193,0.0121232,0.0237832,0,0.0111212,0,0.0221156,0,0,0.0234512,0,0.0254224,0.0137473,0.0420387,0.0441974,0.0245481,0.0267466,0.0331724,0.0160579,0.0284375,0.0295816,0.0300362,0.0630523,0.0247033,0.0234588,0.0260316,0.0211986,0.0452197,0.0166375,0.011335,0.00741375,0.0223303,0.0198115,0.0150929,0.0102058,0.0121221,0,0,0.0143307,0,0.0167856,0.0141702,0.0586117,0.0101835,0.0193234,0.0144566,0.0267252,0.0179223,0.00944451,0.052102,0.0113276,0.011755,0.0125531,0.00851144,0.00984996,0.00975165,0.0249213,0.0146923,0.00758816,0.0061309,0.027368,0.0135495,0,0,0,0,0,0,0,0
194,0.0120604,0.0238855,0,0.0109261,0,0.0222733,0,0,0.0238131,0,0.0255218,0.0139579,0.0421544,0.0552555,0.0246978,0.0295744,0.0332549,0.016157,0.0327756,0.0335002,0.0331696,0.0647997,0.0259877,0.0252966,0.0296053,0.022674,0.055128,0.0169821,0.0112668,0.0075083,0.0224702,0.0197189,0.0148309,0.0105342,0.0123383,0,0,0.0143415,0,0.0166887,0.0141885,0.0586273,0.00990648,0.0189988,0.0140884,0.0270309,0.0182633,0.00955808,0.0518061,0.0109812,0.0118634,0.0122799,0.00880977,0.00954762,0.00961564,0.0250794,0.0147574,0.00758614,0.00622014,0.0276422,0.0135945,0,0,0,0,0,0,0,0
195,0.012068,0.0240848,0,0.0107134,0.0553813,0.0221154,0,0,0.023912,0,0.0256947,0.0141445,0.0423122,0.0647376,0.0245414,0.0326472,0.0334123,0.0162944,0.0358199,0.0366093,0.0350038,0.0656171,0.0281425,0.0288098,0.0330704,0.0239545,0.0633743,0.0172175,0.0112505,0.00759177,0.0223283,0.0196684,0.0145147,0.0107418,0.0125134,0,0,0.0146343,0,0.0166391,0.0144126,0.0585077,0.00966182,0.0187786,0.0134658,0.0273363,0.0186374,0.00983824,0.0516565,0.0107509,0.0119114,0.0120919,0.00909044,0.00928551,0.00946429,0.0249639,0.0150675,0.00771536,0.00640691,0.0279918,0.0136507,0,0,0,0,0,0,0,0
196,0.0120799,0.024274,0,0.0104943,0.0561216,0.0215678,0,0,0.0242412,0,0.0257855,0.0144587,0.0428703,0.0652627,0.0242562,0.0334516,0.0336296,0.0163711,0.036387,0.03734,0.0355355,0.0653334,0.0271871,0.0284001,0.0319001,0.0230107,0.0635746,0.0177235,0.0112603,0.00771036,0.0222046,0.0196224,0.014047,0.0105755,0.0128095,0,0,0.014972,0,0.0167006,0.0146569,0.0583957,0.00902571,0.0186905,0.0127101,0.027313,0.0193935,0.0101642,0.0517108,0.0105352,0.012042,0.0119033,0.0093655,0.00916962,0.00953341,0.0249879,0.0156664,0.00819985,0.0066944,0.0283458,0.0135992,0,0,0,0,0,0,0,0
197,0.0120043,0.0244825,0,0.0103804,0.0513796,0.0207167,0,0,0.0245032,0,0.0258248,0.0146732,0.0435658,0.0599755,0.023877,0.033096,0.0338697,0.0164283,0.0355213,0.0367956,0.0349901,0.0640138,0.0254748,0.0269367,0.0283967,0.0211378,0.058357,0.0179665,0.0111859,0.00781457,0.0216711,0.0195247,0.0133403,0.0102324,0.0129072,0,0,0.0156348,0,0.0166826,0.0151652,0.0582812,0.00859602,0.018683,0.0122586,0.0271535,0.020081,0.0105434,0.0521182,0.0103765,0.0123485,0.0118601,0.00949265,0.0091636,0.0097546,0.0246951,0.0163942,0.00870548,0.00710965,0.0286218,0.0134147,0,0,0,0,0,0,0,0
198,0.0122093,0.024734,0,0.010325,0.0431075,0.0199097,0,0,0.0246482,0,0.0258348,0.0147422,0.0442251,0.0501071,0.0235725,0.0318027,0.0343398,0.0164591,0.0337965,0.0353169,0.0327581,0.062162,0.0234832,0.0244711,0.0235062,0.0193249,0.0484078,0.018018,0.0111025,0.00795083,0.0207129,0.0193808,0.012637,0.00983666,0.013069,0,0,0.0167178,0,0.0166432,0.0159791,0.0580669,0.00852081,0.0187603,0.0120277,0.0269874,0.020936,0.0108311,0.0525753,0.0101824,0.0125343,0.0119193,0.00953603,0.00928702,0.0100278,0.0239077,0.017417,0.00921854,0.0076158,0.0288847,0.0132016,0,0,0,0,0,0,0,0
199,0.0127207,0.0249413,0,0.0102629,0.0333951,0.0191097,0,0,0.0245773,0,0.0257917,0.0146962,0.0448865,0.0370198,0.0233171,0.0297298,0.0348412,0.0164008,0.0315451,0.0331633,0.0295527,0.0602846,0.0215818,0.0219292,0.0183531,0.0185449,0.0358017,0.0178592,0.0110611,0.00802777,0.0197186,0.0191915,0.0120906,0.00940676,0.0133926,0,0,0.0178112,0,0.0166147,0.0167788,0.0577046,0.00875275,0.0188778,0.0117614,0.0267298,0.0219626,0.0109729,0.053134,0.00990219,0.0126683,0.0118809,0.00948054,0.00956563,0.0102826,0.0229284,0.0185994,0.0099477,0.00816506,0.0290376,0.0129447,0,0,0,0,0,0,0,0
200,0.0131152,0.025122,0,0.0102396,0.0252328,0.0184222,0,0,0.0243499,0,0.0256538,0.0145211,0.0455274,0.0257567,0.0230894,0.0271755,0.0351545,0.0162283,0.0291627,0.0307289,0.026067,0.058602,0.0201354,0.0200226,0.0148512,0.0191187,0.0257026,0.0175024,0.0109571,0.00811177,0.0188553,0.0189938,0.0120526,0.00907774,0.0136086,0,0,0.0188525,0,0.0166048,0.0175442,0.0573119,0.00905982,0.0189908,0.0115267,0.0265984,0.0228647,0.0109217,0.0537293,0.00986976,0.012639,0.011483,0.00925529,0.00975257,0.0102296,0.0221828,0.0197604,0.0107656,0.00872763,0.0290589,0.0127414,0,0,0,0,0,0,0,0
201,0.0133592,0.025273,0,0.0102625,0.0233233,0.0178244,0,0,0.0240699,0,0.0254609,0.0143488,0.0459346,0.023869,0.022852,0.0244251,0.0354991,0.0158946,0.0268113,0.0281968,0.0229481,0.0572593,0.019544,0.0192335,0,0.0191232,0.0251072,0.0170024,0.0108587,0.00821623,0.01823,0.0187872,0.0123999,0.0088907,0.0137157,0,0,0.0199364,0,0.0166072,0.0182762,0.0567568,0.00979165,0.0189983,0.0113245,0.0266331,0.0235169,0.0107448,0.054289,0.010011,0.0123829,0.0111917,0.00887458,0.00997367,0.0101355,0.0216192,0.0208462,0.0115375,0.00932583,0.0289355,0.0126877,0,0,0,0,0,0,0,0
202,0.0136857,0.025448,0,0.0102762,0.0212125,0.017319,0,0,0.0238288,0,0.0252528,0.0142075,0.0459619,0.0208362,0.0226013,0.0225292,0.0358555,0.015492,0.0247854,0.0263298,0.0208785,0.0561323,0.0180365,0.0176461,0.014176,0.0184478,0.02405,0.0164845,0.0107728,0.00838905,0.0176359,0.0185556,0.0128992,0.00879645,0.0137994,0,0,0.021126,0,0.0166395,0.0191807,0.0563019,0.0110095,0.0188162,0.011034,0.026728,0.0241008,0.0105418,0.0548424,0.0099458,0.0118773,0.0109592,0.00847115,0.010175,0.00989414,0.020893,0.021984,0.0122519,0.00989075,0.0287747,0.0128563,0,0,0,0,0,0,0,0
203,0.0140891,0.0257704,0,0.0102052,0.0195093,0.016712,0,0,0.0237346,0,0.0250332,0.0141389,0.0455153,0.016483,0.0222193,0.0215448,0.0361431,0.0151218,0.0231781,0.0251081,0.0198346,0.0551913,0.0163593,0.0162626,0,0.01701,0.0220161,0.0163023,0.0106354,0.00873643,0.0168067,0.0182839,0.0136542,0.00876967,0.0140896,0,0,0.0230499,0,0.0167468,0.0205009,0.0559941,0.012683,0.018524,0.0107599,0.0271026,0.0249646,0.0104078,0.0554242,0.0100262,0.0112343,0.010354,0.00822031,0.0102533,0.00950786,0.0196076,0.023576,0.0129153,0.0105801,0.028852,0.0132457,0,0,0,0,0,0,0,0
204,0.0143226,0.0260513,0.00927474,0.0101083,0.0141467,0.0161253,0,0,0.0236318,0,0.0248067,0.0140499,0.0447784,0.00946255,0.0218074,0.0207545,0.0362904,0.0147713,0.0220904,0.0244116,0.0190667,0.0543479,0.0156055,0.015658,0,0.0147806,0.0158166,0.0163851,0.0104428,0.00912509,0.0159591,0.0179507,0.0146999,0.0089079,0.0145244,0,0,0.0257238,0,0.0168923,0.0222114,0.0557792,0.0147566,0.0182139,0.0107704,0.0275899,0.0261166,0.0106248,0.0562925,0.0106354,0.0111414,0.00930184,0.00828624,0.0100572,0.00908677,0.0180931,0.0256095,0.0135626,0.0114413,0.0290893,0.0134518,0,0,0,0,0,0,0,0
205,0.0141557,0.0260337,0.00515354,0.0100333,0.00846948,0.015696,0,0,0.0234335,0,0.0245874,0.0139,0.0441623,0.00692714,0.0216266,0.0185788,0.0361465,0.014368,0.0209531,0.0234871,0.0178664,0.0539017,0.016238,0.0154153,0.0134341,0.0125536,0.011332,0.0164429,0.0102561,0.00937308,0.0155718,0.0176036,0.0158748,0.00930602,0.0148406,0,0,0.0285521,0,0.0170804,0.0239024,0.0554294,0.0174289,0.0179865,0.0110014,0.0278836,0.0272712,0.0112448,0.0573045,0.0115942,0.011753,0.00814166,0.00860071,0.00968297,0.009228,0.0167494,0.0276232,0.0140672,0.0122441,0.0291368,0.0130708,0,0,0,0,0,0,0,0
206,0,0.0260135,0.00304211,0.0100521,0.00542331,0.015515,0,0,0.0229964,0,0.0243409,0.0135551,0.0441789,0.00931442,0.0217581,0.0161231,0.0360573,0.014041,0.0199264,0.0223666,0.0163596,0.0541554,0.0170543,0.0154556,0.0128838,0.0109414,0.0115142,0.0161574,0.0100681,0.00952111,0.0155981,0.0172024,0.0172598,0.0099531,0.0144554,0,0,0.0314314,0,0.0172977,0.0255867,0.0548999,0.020244,0.0177871,0.0115176,0.0281243,0.0279145,0.0123527,0.0584061,0.0128155,0.0130844,0.00770434,0.00889269,0.00954379,0.0106679,0.0159125,0.0291526,0.0144451,0.0131113,0.0290895,0.0117705,0,0,0,0,0,0,0,0
207,0.0136562,0.0255112,0.00570402,0.0100389,0.00522487,0.0156555,0,0,0.0223871,0,0.0241964,0.0131503,0.0447474,0.0118012,0.0221334,0.0147253,0.0360693,0.013674,0.0184694,0.0204519,0.0148175,0.0546008,0.0173285,0.0155666,0,0.0101733,0.0149345,0.0155199,0.00986821,0.00954948,0.0159878,0.0168898,0.0191457,0.0108868,0.0146877,0,0,0.0334906,0,0.0175212,0.0267865,0.054436,0.0223978,0.0175789,0.0120996,0.0282148,0.0283523,0.0135808,0.0594001,0.014091,0.0147974,0.00807615,0.00916148,0.00962619,0.0127582,0.0153338,0.0304845,0.0147439,0.0137156,0.0287116,0.0104431,0,0,0,0,0,0,0,0
208,0.0135089,0.0251948,0.00785282,0.0101676,0.00561693,0.0159703,0,0,0.0212071,0,0.0240513,0.0124077,0.0454264,0.0135863,0.0225584,0.0145424,0.0360078,0.0135627,0.015897,0.0175337,0.0134984,0.0546078,0.0167196,0.0149834,0.0123503,0.0105317,0.0177415,0.0141597,0.00971739,0.00940116,0.0162423,0.0165805,0.0210005,0.0119855,0.0142094,0,0,0.0347027,0,0.0177299,0.0274537,0.0537699,0.0235304,0.0175848,0.0127939,0.0282831,0.027832,0.0148506,0.060382,0.0155088,0.0164472,0.00879012,0.00928371,0.00979873,0.0147563,0.0143382,0.0307216,0.0149167,0.0141155,0.0282743,0.00898912,0,0,0,0,0,0,0,0
209,0.0138912,0.0252527,0.0114683,0.0105111,0.00679851,0.01629,0,0,0.0191403,0,0.0237997,0.0109581,0.0459815,0.0155461,0.022521,0.0147652,0.0356115,0.0145583,0.0125498,0.0143482,0.012783,0.053756,0.0159942,0.0146776,0.0126346,0.011655,0.0225288,0.0116916,0.00951523,0.00885533,0.0167233,0.0163778,0.0225281,0.0130652,0.0131499,0,0,0.0349473,0,0.0179323,0.0272112,0.0528397,0.0244755,0.0183618,0.0134037,0.0278522,0.0266566,0.0158876,0.0614679,0.0168519,0.0178234,0.00922473,0.00966442,0.0097893,0.017395,0.0132536,0.0302227,0.0146465,0.0140457,0.0278475,0.00752467,0,0,0,0,0,0,0,0
