Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68
70,0.0143373,0.0258722,0.0392312,0.0101587,0.0223586,0.0186557,0,0,0.0270455,0,0.0261773,0.0148219,0.0407755,0.0220707,0.0218144,0.0138314,0.0287707,0.0180825,0.0103102,0.0119631,0.013788,0.0566405,0.0109717,0.017038,0.0126509,0.0155767,0.0484989,0.0194643,0.0105749,0.00837134,0.0337015,0.0182093,0.0153301,0.0068241,0.00929997,0,0,0.0212833,0,0.0167144,0.0175694,0.0596028,0.011234,0.0213506,0.0154338,0.0186187,0.0165443,0.00888479,0.0533751,0.0130854,0.0111895,0.0142552,0.00743408,0.011183,0.0118866,0.0369417,0.0174341,0.00642904,0.00883228,0.0286051,0.0102087,0,0,0,0,0,0,0,0
71,0.0144054,0.0259595,0.0320241,0.0100785,0.0206468,0.0187876,0,0,0.0271706,0,0.0263586,0.0150485,0.0412908,0.0204592,0.0218582,0.0133393,0.0286288,0.0182772,0.00944022,0.0110023,0.0122001,0.05586,0.0127954,0.0170864,0.0131589,0.0159369,0.0395185,0.0195932,0.0106139,0.00848839,0.034527,0.0181605,0.0153482,0.00681698,0.00950122,0,0,0.0200306,0,0.0165513,0.0169948,0.0597094,0.0110932,0.0213152,0.0154499,0.0184908,0.0163991,0.0088629,0.0530932,0.0130695,0.0111966,0.0142619,0.00747225,0.0110601,0.0118882,0.0380035,0.0168005,0.00645405,0.00871004,0.0286791,0.0105141,0,0,0,0,0,0,0,0
72,0.0144944,0.0260761,0.0254634,0.00999919,0.0194845,0.0189682,0,0,0.0273695,0,0.0265623,0.015193,0.0417409,0.0198642,0.0219421,0.0135075,0.028489,0.0184778,0.00852908,0.0101583,0.0111554,0.0553164,0.0145276,0.0174211,0.0136561,0.0164189,0.0311071,0.0197543,0.0106515,0.0085772,0.0351765,0.0182185,0.0153163,0.00708638,0.00971481,0,0,0.0187282,0,0.0164862,0.0163188,0.0598292,0.0108348,0.0212298,0.0154015,0.0184807,0.0162509,0.00888323,0.0527958,0.0129836,0.0112114,0.0142364,0.00753851,0.010903,0.0118709,0.0388442,0.016091,0.00646587,0.00864801,0.0287324,0.0108943,0,0,0,0,0,0,0,0
73,0.0146164,0.0261427,0.0204456,0.00991215,0.0190262,0.0192091,0,0,0.027596,0,0.0267371,0.0152978,0.0420825,0.0204039,0.0220377,0.0145784,0.0283643,0.0186981,0.00810452,0.00998429,0.0113015,0.0550967,0.0160525,0.0177839,0.0140636,0.0169484,0.02393,0.0198665,0.0106646,0.00859668,0.0356573,0.0182825,0.0152409,0.00731278,0.00993555,0,0,0.0174811,0,0.0164199,0.0155872,0.0599797,0.0104963,0.0211188,0.0152718,0.0186727,0.0160654,0.00885343,0.0524698,0.0128803,0.0112514,0.01421,0.00765596,0.0107381,0.0117505,0.0394296,0.0153728,0.0064229,0.00859725,0.0287966,0.0113468,0,0,0,0,0,0,0,0
74,0.0148898,0.0261604,0.0180952,0.00982263,0.0196447,0.0195151,0,0,0.027753,0,0.026896,0.0155274,0.0422081,0.0216402,0.0221747,0.0164063,0.0283096,0.0189268,0.00900598,0.0114036,0.0130672,0.0550657,0.017345,0.0180906,0.0143267,0.0175136,0.0194156,0.0200087,0.0106662,0.00863416,0.0359221,0.0183331,0.0150837,0.00738039,0.01018,0,0,0.0163032,0,0.0163388,0.0149506,0.0601452,0.0100684,0.0209,0.0151186,0.0190543,0.0158276,0.00881281,0.0521117,0.0128045,0.0113246,0.0141389,0.007855,0.0105709,0.0116473,0.039796,0.0146605,0.00635977,0.00853333,0.0288783,0.0117634,0,0,0,0,0,0,0,0
75,0.0152073,0.0261507,0.0188647,0.00968302,0.0208656,0.0198761,0,0,0.0278417,0,0.0270191,0.0157324,0.0422601,0.0232693,0.0224162,0.0187067,0.0282863,0.0191333,0.0117163,0.0144534,0.016148,0.0556489,0.0184038,0.0184232,0.0144383,0.0181006,0.0185716,0.0201217,0.0106789,0.0086443,0.0359907,0.0183933,0.014868,0.00757002,0.0104107,0,0,0.015098,0,0.0162797,0.0142805,0.0603111,0.00954096,0.0205868,0.0149415,0.0195884,0.0155446,0.00881125,0.0517419,0.0126921,0.0113863,0.0139425,0.00812716,0.0103682,0.0113556,0.0400346,0.0138769,0.00632765,0.00846427,0.0289932,0.0120655,0,0,0,0,0,0,0,0
76,0.0152242,0.026156,0.0210062,0.00958742,0.0222981,0.0202337,0,0,0.0279198,0,0.0271342,0.0158895,0.0422794,0.0253936,0.0226885,0.0212418,0.0283421,0.0192797,0.0158796,0.0186886,0.0200654,0.056884,0.0192811,0.0188614,0.0146121,0.0185616,0.0202303,0.0202475,0.0107093,0.00864791,0.0359297,0.0184547,0.0146873,0.0079326,0.0106351,0,0,0.0140023,0,0.0162321,0.0136249,0.0604145,0.00892812,0.0202272,0.014683,0.0202449,0.0152662,0.00886419,0.0513769,0.012539,0.0114448,0.0136296,0.00848068,0.0100676,0.0110307,0.0402833,0.0131182,0.00627825,0.00839667,0.0290401,0.0123667,0,0,0,0,0,0,0,0
77,0.0152295,0.0261027,0.0253865,0.00963221,0.0251903,0.020379,0,0,0.0279223,0,0.0272113,0.0159503,0.04224,0.0292822,0.022882,0.0237781,0.0283299,0.0193952,0.0207368,0.0232509,0.0240314,0.0584977,0.0204819,0.0196288,0.0156822,0.0186095,0.0252271,0.0204126,0.0107151,0.00862753,0.0357702,0.0185119,0.0143983,0.00827061,0.0109178,0,0,0.0132627,0,0.0161492,0.0131164,0.0604818,0.00837027,0.0199004,0.0144592,0.0208106,0.0151462,0.00901585,0.0510447,0.0124726,0.0116438,0.0133412,0.00881064,0.00965295,0.0107575,0.040296,0.0126445,0.00626005,0.0082549,0.0290931,0.0126455,0,0,0,0,0,0,0,0
78,0.0148746,0.0259823,0.0369035,0.00957428,0.0345717,0.0207083,0,0,0.0279731,0,0.0272591,0.0159747,0.0422721,0.0405225,0.0232174,0.0263178,0.0284516,0.0195327,0.0254212,0.0276103,0.0273157,0.0600325,0.0230632,0.0222889,0.0208474,0.0186886,0.039909,0.0206301,0.010684,0.00860132,0.0354589,0.0185477,0.0142455,0.00873654,0.0108969,0,0,0.0124845,0,0.0161182,0.012667,0.0604556,0.00786331,0.0197397,0.0140642,0.0214163,0.0151003,0.0090607,0.0507044,0.0121973,0.0116319,0.0129419,0.00917285,0.00931577,0.010339,0.0399943,0.012306,0.0060806,0.00820685,0.0295545,0.0126897,0,0,0,0,0,0,0,0
79,0.0146621,0.0259046,0.0470394,0.00956124,0.0425714,0.0206817,0,0,0.0280952,0,0.0272418,0.0159541,0.042262,0.0501388,0.0234724,0.0287294,0.0285182,0.0196315,0.0288305,0.0308243,0.0296586,0.0612549,0.024743,0.0244488,0.0249696,0.0197131,0.0510438,0.0209091,0.0106537,0.00860642,0.0352271,0.0185562,0.013923,0.009101,0.01093,0,0,0.0120803,0,0.0160753,0.012361,0.0603747,0.00742216,0.0196978,0.0136504,0.021692,0.0151867,0.00921808,0.0504882,0.011944,0.0116707,0.0126809,0.00946894,0.0090525,0.0101428,0.0398043,0.0121538,0.00605137,0.00814528,0.0301992,0.0126113,0,0,0,0,0,0,0,0
80,0.0144247,0.0258868,0.0534583,0.00943694,0.0475095,0.0204069,0,0,0.0282519,0,0.0272145,0.0160117,0.0423397,0.0565274,0.0235104,0.0304495,0.0286005,0.0196975,0.0307694,0.0325764,0.0312232,0.0619425,0.0251827,0.0256485,0.0270422,0.0203274,0.0578876,0.0211498,0.0106275,0.00854715,0.0351183,0.0185382,0.0135623,0.00918021,0.0110482,0,0,0.0119674,0,0.016041,0.0121982,0.0602867,0.00735356,0.0196776,0.0132211,0.0218486,0.0154177,0.00933617,0.0503808,0.0116813,0.0117203,0.0125989,0.00966041,0.00901634,0.0102684,0.0398625,0.0121624,0.00611286,0.00816058,0.0305516,0.0124763,0,0,0,0,0,0,0,0
81,0.0142382,0.0258649,0.0550448,0.00937061,0.048424,0.0198998,0,0,0.0284383,0,0.027221,0.016133,0.0426068,0.058649,0.0233761,0.0311642,0.0287342,0.0197664,0.0312304,0.0330241,0.0318294,0.0619846,0.024732,0.0256179,0.0267662,0.0200114,0.0597328,0.0213418,0.0105876,0.00850928,0.0349271,0.0184984,0.0131587,0.00907846,0.0112167,0,0,0.0121202,0,0.0160059,0.0122417,0.060141,0.00747047,0.0196442,0.0127815,0.0219044,0.015769,0.00950033,0.0504132,0.0113942,0.0117917,0.0127049,0.0098312,0.00903914,0.0106267,0.0398634,0.0123536,0.00626152,0.00820868,0.0307215,0.0123203,0,0,0,0,0,0,0,0
82,0.0142525,0.0259031,0.0514372,0.00938655,0.0453317,0.0192438,0,0,0.0285907,0,0.0272248,0.0162958,0.0429988,0.0558957,0.0231394,0.0308955,0.0289805,0.019871,0.0305016,0.0323535,0.0310397,0.0613479,0.0237385,0.0245614,0.0244487,0.0190144,0.0564969,0.0214913,0.010521,0.00851077,0.0344384,0.0184672,0.012764,0.00889804,0.0113607,0,0,0.0124976,0,0.0160141,0.0125079,0.0599324,0.00765816,0.0196186,0.0124048,0.0218904,0.0161347,0.00966079,0.0506031,0.0111364,0.0118338,0.0128418,0.00990718,0.00907142,0.0109578,0.0395747,0.0127122,0.00653211,0.00839684,0.0308443,0.0122095,0,0,0,0,0,0,0,0
83,0.0141746,0.0259967,0.0438056,0.00942562,0.0390341,0.0185022,0,0,0.0286126,0,0.0271872,0.0162819,0.0434464,0.0488373,0.0228129,0.0298231,0.0292582,0.0199548,0.029028,0.0308737,0.0293439,0.0601479,0.0223903,0.0228267,0.0207594,0.0179532,0.048429,0.0214924,0.0104517,0.00848226,0.0338887,0.0183961,0.0125062,0.00849228,0.0114124,0,0,0.0130181,0,0.0160202,0.01282,0.0596126,0.00823714,0.019593,0.0119989,0.0216787,0.0165591,0.0096634,0.0509495,0.0107959,0.0117659,0.0130431,0.00979336,0.00928076,0.0113357,0.0393744,0.0131903,0.0068425,0.00866157,0.0309352,0.0120765,0,0,0,0,0,0,0,0
84,0.0141313,0.0260975,0.0337782,0.00950081,0.0310503,0.0178128,0,0,0.028508,0,0.0271076,0.0163082,0.0439575,0.0386436,0.0225126,0.0280905,0.0296027,0.0198436,0.0272766,0.0290126,0.027084,0.0587241,0.0207592,0.0207823,0.0165643,0.0175614,0.0371387,0.0214555,0.0103776,0.00843673,0.0333394,0.0182814,0.0124951,0.00781648,0.011387,0,0,0.0136597,0,0.016022,0.013292,0.0592154,0.00912198,0.0195748,0.01163,0.0213655,0.0169694,0.00945306,0.0514098,0.0104273,0.0114721,0.0130837,0.00946048,0.00964915,0.0115949,0.039162,0.0136971,0.00723036,0.00891993,0.0309959,0.0119571,0,0,0,0,0,0,0,0
85,0.0139443,0.0261571,0.02373,0.0096725,0.0232497,0.0170784,0,0,0.0281388,0,0.0269191,0.016163,0.0443214,0.0276664,0.0222093,0.0259432,0.0298822,0.0195574,0.0255654,0.0270442,0.024364,0.0573932,0.0190382,0.018913,0.0130029,0.0181691,0.0250355,0.0212936,0.0103102,0.00835757,0.0329039,0.0181341,0.0129096,0.00732936,0.0112848,0,0,0.0144063,0,0.0160274,0.0138589,0.0586821,0.0106159,0.0196236,0.0111358,0.0209846,0.017475,0.00912297,0.0519829,0.00989595,0.0109876,0.0131603,0.00898184,0.0102058,0.0118882,0.0388872,0.0144581,0.00775221,0.00917347,0.0309377,0.0117789,0,0,0,0,0,0,0,0
86,0.0137576,0.0261568,0.0213141,0.00983095,0.0211212,0.0166176,0,0,0.0277047,0,0.0267412,0.0159348,0.0445984,0.0243887,0.0219423,0.0234294,0.0301927,0.019157,0.023908,0.0249581,0.0215476,0.0562382,0.0183379,0.0182397,0.0130104,0.017816,0.0236935,0.020888,0.0103128,0.00824629,0.0323566,0.0180022,0.0136194,0.00723272,0.0111051,0,0,0.0151516,0,0.0160477,0.0144677,0.0581439,0.0121448,0.0196882,0.0106485,0.0208394,0.017909,0.00886342,0.0525554,0.00946762,0.0102641,0.013079,0.00845007,0.010674,0.0119936,0.0383176,0.0152587,0.0082188,0.00941894,0.0307821,0.0116271,0,0,0,0,0,0,0,0
87,0.0137153,0.0262136,0.0202621,0.00993696,0.0191737,0.016311,0,0,0.0272579,0,0.0266092,0.0157128,0.0446566,0.0217854,0.0216289,0.0213162,0.0305904,0.0187342,0.0224075,0.0232932,0.018921,0.0552343,0.0174715,0.017399,0.0127583,0.0174396,0.0230435,0.020519,0.0103838,0.00813019,0.0318675,0.017864,0.0147077,0.00724441,0.0109399,0,0,0.016122,0,0.0160699,0.0151879,0.0576513,0.0138945,0.0196444,0.0101434,0.0208187,0.018396,0.00839817,0.0531971,0.00906133,0.00942528,0.0129035,0.00790629,0.0111222,0.0120328,0.0379918,0.0161372,0.00854345,0.00964531,0.0305527,0.0115159,0,0,0,0,0,0,0,0
88,0.0138489,0.0263709,0.0193107,0.010081,0.018031,0.0160873,0,0,0.0270847,0,0.0264938,0.0155784,0.0445925,0.0183536,0.0213828,0.020027,0.0310251,0.0183161,0.021102,0.0224146,0.0172081,0.0542665,0.0160583,0.0161043,0.0122532,0.0168325,0.0226475,0.0202569,0.0103576,0.0080536,0.0311596,0.017743,0.0162393,0.00716236,0.0108476,0,0,0.0176074,0,0.0161548,0.0162395,0.057196,0.0158772,0.019469,0.00959562,0.0209966,0.0190803,0.00811025,0.0539245,0.00873658,0.0086629,0.0123777,0.00746155,0.0113852,0.0117652,0.0373752,0.017224,0.00883032,0.00988834,0.0303991,0.0114646,0,0,0,0,0,0,0,0
89,0.0140614,0.0265836,0.0160491,0.0101975,0.016576,0.0157741,0,0,0.0271646,0,0.0264192,0.0156054,0.0443171,0.0130707,0.0210582,0.0193518,0.0313095,0.0179011,0.019997,0.0221044,0.0163094,0.0532366,0.0142847,0.0148843,0.0121399,0.0154648,0.0200312,0.0203512,0.010342,0.00805874,0.030166,0.0175825,0.0182069,0.00717979,0.010894,0,0,0.0197304,0,0.0162791,0.0177315,0.0568013,0.0178389,0.0191635,0.00921741,0.0214321,0.0201308,0.00814562,0.054787,0.00875942,0.0084335,0.011349,0.00736191,0.0113276,0.011049,0.0362697,0.0187169,0.00924909,0.0102176,0.0303665,0.0114312,0,0,0,0,0,0,0,0
90,0.0141615,0.026745,0.0106186,0.0103279,0.0129358,0.0153723,0,0,0.0274141,0,0.0263815,0.0157451,0.043763,0.00734414,0.020699,0.0184899,0.0314614,0.01751,0.0189645,0.0219643,0.0157994,0.0523332,0.0138524,0.01487,0.0126451,0.0131724,0.0154763,0.0206594,0.0103193,0.00810753,0.0290983,0.0173846,0.0203884,0.00758364,0.0110588,0,0,0.0223755,0,0.016449,0.0194117,0.0564604,0.0195537,0.0188287,0.00913094,0.0219839,0.0214596,0.00893579,0.0559187,0.00929127,0.00910109,0.00999369,0.00764537,0.0109979,0.010274,0.0349985,0.0205951,0.0100519,0.0106413,0.0304629,0.0111756,0,0,0,0,0,0,0,0
91,0.0140742,0.0267212,0.00611834,0.010298,0.0081988,0.0151736,0,0,0.0274775,0,0.0262096,0.0158627,0.0432648,0.00437981,0.0205291,0.0170392,0.0315987,0.0171243,0.0180444,0.0216732,0.0153471,0.0521254,0.014999,0.0153123,0.0128948,0.011023,0.0121527,0.0209511,0.0102917,0.00810086,0.0279207,0.0171809,0.0224405,0.0084089,0.0110971,0,0,0.0250954,0,0.0165929,0.0210049,0.0561547,0.0207656,0.0184753,0.00931103,0.0225121,0.0226248,0.0101181,0.0569686,0.0102576,0.0104061,0.00885729,0.00805291,0.010626,0.0103685,0.0335524,0.02234,0.0104647,0.0110211,0.0304782,0.0103622,0,0,0,0,0,0,0,0
92,0.013825,0.026418,0.00621994,0.0103316,0.00486237,0.0152824,0,0,0.0271156,0,0.0259465,0.0157764,0.0433401,0.00688218,0.0208265,0.015967,0.0317972,0.0166807,0.0171467,0.0205849,0.0144482,0.0527335,0.0161696,0.0155997,0.0126596,0.0098414,0.0123316,0.0209231,0.0102712,0.00802753,0.0269455,0.0170468,0.0241748,0.00957733,0.0110158,0,0,0.02732,0,0.0167468,0.0222575,0.0559443,0.0211479,0.0180002,0.00985268,0.0229724,0.0233375,0.0113421,0.0578949,0.0114881,0.0117817,0.00852134,0.00838491,0.0104531,0.0116761,0.0320203,0.0236479,0.0105656,0.0113248,0.0302151,0.00904928,0,0,0,0,0,0,0,0
93,0.0137203,0.0260414,0.00824509,0.010434,0.00418411,0.0156315,0,0,0.0263875,0,0.0258097,0.0154692,0.0438353,0.00955793,0.0213087,0.0156914,0.0322589,0.016131,0.015843,0.0186197,0.0133302,0.0533741,0.0166041,0.0156951,0.0123447,0.00961712,0.0143549,0.0204089,0.0103436,0.00783814,0.0255876,0.0169699,0.0251914,0.0110558,0.0108027,0,0,0.0290179,0,0.0168977,0.0231743,0.0558346,0.0206404,0.0173911,0.0107938,0.0235621,0.0235472,0.0124891,0.0588956,0.0128746,0.0133527,0.00868788,0.00868567,0.0103645,0.0132835,0.0303762,0.0244492,0.0105271,0.0114302,0.0298237,0.00768304,0,0,0,0,0,0,0,0
94,0.0137738,0.0257603,0.00990962,0.0105617,0.00505521,0.0159048,0,0,0.0257167,0,0.0258439,0.0150912,0.044091,0.0112616,0.0215921,0.0152875,0.0327771,0.0155976,0.0133515,0.0157848,0.0121223,0.0531043,0.0163494,0.0155126,0.0120391,0.00992676,0.016497,0.0197461,0.0105086,0.00756649,0.024106,0.0169157,0.0252052,0.0125702,0.0107161,0,0,0.0302868,0,0.0170343,0.0238235,0.0557286,0.0189123,0.016845,0.011926,0.0241197,0.0234541,0.0136525,0.0600868,0.0143747,0.0150165,0.00867687,0.00915519,0.0100682,0.0142783,0.0278774,0.0250483,0.0104749,0.0113139,0.0293808,0.00681954,0,0,0,0,0,0,0,0
95,0.0139979,0.0254716,0.0122353,0.0107496,0.00573114,0.0159332,0,0,0.0250321,0,0.0258831,0.0148003,0.0442173,0.0121279,0.0216728,0.014469,0.0332132,0.0151509,0.0101643,0.0127117,0.0111368,0.0521951,0.0157669,0.0151138,0.0117817,0.0104978,0.0196098,0.0189597,0.0106549,0.00722144,0.022168,0.0169084,0.0240045,0.0138514,0.0105277,0,0,0.0312079,0,0.0171244,0.0241343,0.0555269,0.0162162,0.0164205,0.0129816,0.024435,0.0230765,0.014915,0.0614074,0.0159282,0.0167394,0.00818809,0.00991468,0.00933668,0.0143887,0.0243913,0.0253187,0.0102075,0.0110328,0.0288582,0.00670617,0,0,0,0,0,0,0,0
96,0.0141079,0.0249143,0.0152184,0.0110592,0.00548763,0.0156536,0,0,0.0242018,0,0.0257466,0.0143879,0.0444527,0.0123585,0.0221069,0.0135736,0.033224,0.0146843,0.00790563,0.0109019,0.0105813,0.0512722,0.0151648,0.0147837,0.0116846,0.0111524,0.0235044,0.0181048,0.0107033,0.00689188,0.0201435,0.0170184,0.0219465,0.014685,0.0101487,0,0,0.0317336,0,0.0172069,0.0241101,0.0551369,0.0128824,0.0160974,0.0139153,0.024343,0.0223662,0.0162018,0.0627182,0.0174633,0.0185149,0.00726276,0.0109941,0.00825415,0.0138299,0.0205489,0.0252906,0.00965762,0.0106151,0.028127,0.00712837,0,0,0,0,0,0,0,0
97,0.0138057,0.0242248,0.0179462,0.0113566,0.00442347,0.0155076,0,0,0.0234156,0,0.0255044,0.0139451,0.0446715,0.0116088,0.0222421,0.0127978,0.0332769,0.0143601,0.00717276,0.0103082,0.0104412,0.0509508,0.0146639,0.0146333,0.0117956,0.0116255,0.0268968,0.0173113,0.0107079,0.00661515,0.0183345,0.0171623,0.019704,0.0153318,0.00951855,0,0,0.0321913,0,0.0172445,0.0239607,0.0546659,0.00950869,0.015865,0.0148197,0.0242154,0.0214902,0.01747,0.0639381,0.0188386,0.0202498,0.00616628,0.012247,0.00714851,0.0128976,0.0166547,0.0251439,0.00889602,0.0102068,0.0275223,0.0075974,0,0,0,0,0,0,0,0
98,0.0131487,0.0235288,0.0199175,0.0115901,0.00316844,0.015422,0,0,0.0228492,0,0.0252664,0.0136741,0.0447162,0.0103184,0.022287,0.0121562,0.0331294,0.0141247,0.00744795,0.0103262,0.0104338,0.0509621,0.014183,0.0144811,0.0119466,0.0118055,0.0291769,0.0167283,0.010721,0.0064042,0.0167545,0.0173288,0.0174291,0.0158494,0.00877518,0,0,0.0327169,0,0.0172795,0.0238056,0.0541142,0.0069492,0.0157279,0.0156508,0.0241793,0.0206097,0.0186314,0.0649813,0.0199369,0.0217684,0.00533173,0.0135715,0.00622235,0.0118838,0.01261,0.0250317,0.00799511,0.00982376,0.0270262,0.00768749,0,0,0,0,0,0,0,0
99,0.0124454,0.0228889,0.0217055,0.0118281,0.00233856,0.0152792,0,0,0.0225476,0,0.0250387,0.0134689,0.0446568,0.00961239,0.0222173,0.0119103,0.0328189,0.0140593,0.00811114,0.0107208,0.0103413,0.0508079,0.0136729,0.0142834,0.0118897,0.0117824,0.031389,0.0165065,0.0107103,0.00630952,0.0147336,0.0174875,0.0153992,0.0159909,0.0082921,0,0,0.0335298,0,0.0173679,0.0238681,0.05364,0.00631559,0.015714,0.0162592,0.0239197,0.0198801,0.0195431,0.065794,0.0206674,0.02267,0.0050547,0.014692,0.00559748,0.010793,0.00938858,0.0251764,0.00715895,0.00950417,0.0265988,0.00738039,0,0,0,0,0,0,0,0
100,0.0117622,0.0224042,0.0234225,0.0120045,0.0022799,0.0152724,0,0,0.022546,0,0.0247296,0.0134692,0.0445058,0.00943464,0.0221273,0.0119617,0.0324255,0.0140772,0.00856521,0.0108372,0.0101607,0.050924,0.0130971,0.0140751,0.0115812,0.0116899,0.0336268,0.0164173,0.0106459,0.0063817,0.0123759,0.0175886,0.0135868,0.015921,0.00807634,0,0,0.0344554,0,0.0175125,0.0240667,0.053678,0.00745664,0.0158668,0.0165517,0.0235512,0.0192396,0.0200886,0.0663127,0.0209506,0.0232622,0.00527607,0.0155813,0.0055121,0.0100951,0.00786164,0.0254935,0.00656865,0.00926704,0.0262776,0.0068928,0,0,0,0,0,0,0,0
101,0.0113139,0.0222187,0.0249582,0.0120223,0.00294446,0.0153714,0,0,0.0228117,0,0.0244092,0.0136735,0.0442335,0.00944267,0.0219564,0.0121243,0.0320232,0.0141833,0.0085206,0.0105173,0.00979583,0.0512655,0.0126627,0.0140302,0.0112304,0.0115008,0.0356062,0.0165763,0.0105703,0.0065438,0.0103644,0.017629,0.0117554,0.0157978,0.00802347,0,0,0.0354557,0,0.0177026,0.0243584,0.0540156,0.00932033,0.0160467,0.0166166,0.0232169,0.0186951,0.0205292,0.0666142,0.0210009,0.0239196,0.00574079,0.0163978,0.00566825,0.0099173,0.00888078,0.0258626,0.00614984,0.00911708,0.0260584,0.00651677,0,0,0,0,0,0,0,0
102,0.0111512,0.0222661,0.0261198,0.0119305,0.00385912,0.0154927,0,0,0.0232419,0,0.0240965,0.013858,0.043842,0.00938051,0.0217909,0.012285,0.0316956,0.0144288,0.00818403,0.0104249,0.00926178,0.0512951,0.0124358,0.0141366,0.0110565,0.0112723,0.036936,0.0169188,0.0104932,0.00677312,0.0102783,0.0175527,0.0102261,0.0156886,0.00804442,0,0,0.0366559,0,0.0178861,0.024794,0.0544797,0.010731,0.0162803,0.0166244,0.0230092,0.0182492,0.0211063,0.0668053,0.0211272,0.0250954,0.00648589,0.0172794,0.0057909,0.0102729,0.011977,0.0262859,0.00545855,0.00899849,0.0259007,0.00644428,0,0,0,0,0,0,0,0
103,0.0109277,0.0222843,0.026669,0.0119464,0.00457378,0.0156534,0,0,0.02377,0,0.0238573,0.0140691,0.0434709,0.00925442,0.0217849,0.0124137,0.0314122,0.0147004,0.00785218,0.0104851,0.0087152,0.0513189,0.0124227,0.0143058,0.011091,0.0110712,0.037423,0.0173454,0.0104137,0.00707458,0.0112859,0.0173824,0.00963874,0.0156281,0.00803786,0,0,0.037781,0,0.0180908,0.0251922,0.0549721,0.0114516,0.0165051,0.0166126,0.022925,0.0179177,0.0219234,0.0669671,0.0213592,0.0267937,0.00757227,0.0181759,0.00592344,0.0112717,0.0160286,0.0267571,0.00526256,0.00884426,0.0257385,0.00667557,0,0,0,0,0,0,0,0
104,0.0107315,0.0222235,0.0263024,0.0120902,0.00463599,0.0158,0,0,0.0241525,0,0.023668,0.0140771,0.043238,0.00904161,0.0218737,0.0125002,0.0311768,0.0149537,0.00764879,0.0104141,0.00838904,0.0514487,0.0126906,0.0144493,0.0112392,0.0109476,0.0368381,0.0176407,0.0103024,0.007317,0.0132408,0.0172043,0.00984828,0.0156894,0.00784365,0,0,0.0389454,0,0.0183505,0.0255354,0.0553834,0.0122579,0.0166346,0.016469,0.0229499,0.017559,0.0228034,0.0670664,0.0215299,0.0286783,0.00900347,0.019159,0.00621924,0.0128569,0.0197864,0.0271848,0.00571603,0.00871145,0.0255721,0.00700169,0,0,0,0,0,0,0,0
105,0.0105255,0.0221513,0.0250337,0.0122196,0.00394028,0.0159169,0,0,0.0244307,0,0.0235148,0.0139862,0.0432519,0.00851553,0.0220158,0.0125424,0.0309616,0.0152407,0.00742893,0.0103839,0.00833003,0.0516257,0.0130712,0.0143536,0.0114461,0.0109266,0.0353503,0.0178408,0.0101948,0.00753869,0.0155875,0.0170017,0.0101868,0.0157493,0.00759472,0,0,0.0400289,0,0.0186718,0.025773,0.05552,0.0136939,0.0166949,0.0162444,0.0231343,0.0172494,0.0235646,0.06709,0.0216057,0.0304796,0.0107968,0.0201473,0.00664128,0.0148898,0.0238224,0.0276316,0.00653107,0.00854841,0.0254352,0.00725818,0,0,0,0,0,0,0,0
106,0.0105607,0.022097,0.0233244,0.0123101,0.00273309,0.0160634,0,0,0.0243941,0,0.0233608,0.013661,0.0435682,0.00782079,0.0221624,0.0125613,0.0307961,0.0154669,0.00731226,0.0105457,0.00851945,0.0517949,0.0134573,0.0142482,0.0116592,0.0110625,0.0335358,0.0178052,0.0100748,0.00766797,0.0183908,0.0168181,0.0108207,0.0158198,0.00722711,0,0,0.0409824,0,0.0189787,0.0259904,0.05558,0.0156413,0.0167122,0.0159567,0.0234449,0.0168909,0.0240994,0.0671073,0.0215814,0.0318878,0.0127445,0.0210744,0.00707695,0.0171422,0.027672,0.0280583,0.00756753,0.00841788,0.0253372,0.0072513,0,0,0,0,0,0,0,0
107,0.0106259,0.0220018,0.0215328,0.0122657,0.00168141,0.0162298,0,0,0.0243103,0,0.023211,0.0134212,0.0438468,0.00752784,0.0223821,0.0124844,0.0306337,0.0156037,0.00740118,0.0105244,0.00883144,0.0519166,0.0137932,0.0142801,0.0119099,0.0113776,0.0315101,0.0176482,0.0100113,0.00777084,0.0211272,0.0167065,0.0114662,0.0158932,0.0069509,0,0,0.0417167,0,0.0193353,0.0260843,0.0555058,0.0179561,0.0167171,0.0156493,0.0237936,0.0166453,0.0242841,0.0669749,0.0214141,0.0326629,0.0146169,0.0218606,0.00760784,0.0194896,0.0315639,0.0285617,0.00867006,0.00830848,0.0252437,0.0072093,0,0,0,0,0,0,0,0
