Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LHEE
210,0.00957123,0.0266323,0.0153772,0.0121867,0.0122164,0.0222339,0,0,0.0139528,0,0.0227479,0.00890348,0.0449105,0.0215358,0.0200961,0.0435609,0.0112595,0.00907319,0.0158414,0.0165604,0.0451352,0.0158299,0.0167557,0.0129456,0.0167195,0.0232204,0.0114918,0.0109507,0.00653113,0.0497881,0.0155979,0.0204829,0.0320578,0.0061852,0,0,0.0414652,0,0.0205698,0.0259115,0.0566003,0.046798,0.0166497,0.00509063,0.0465845,0.0124854,0.00666125,0.0549652,0.00887207,0.0105354,0.0199348,0.0170889,0.00768849,0.03075,0.0708614,0.0211329,0.00725576,0.0124114,0.030815,0.0130928,0,0,0,0,0,0,0,0.0189129
211,0.00948544,0.0270756,0.0145982,0.0120853,0.0128918,0.0219046,0,0,0.0137813,0,0.0227687,0.00888308,0.0450443,0.0211571,0.0201583,0.0439042,0.01127,0.00890425,0.015119,0.0165367,0.0449351,0.0159038,0.0165338,0.0130177,0.0167581,0.0212081,0.0111595,0.0109697,0.00661853,0.0484978,0.0153995,0.0202679,0.0320368,0.00602862,0,0,0.0414112,0,0.0205765,0.0258873,0.0564108,0.0459082,0.0165072,0.00529607,0.0470752,0.0129479,0.00654757,0.0547585,0.00885253,0.00996831,0.0189839,0.0165709,0.00764639,0.0295654,0.0690813,0.0207782,0.0070788,0.0125487,0.0313014,0.0130682,0,0,0,0,0,0,0,0.0189975
212,0.00967192,0.0274613,0.0144599,0.0120492,0.0134761,0.0215425,0,0,0.013412,0,0.0228026,0.00882551,0.0450405,0.0209582,0.0204091,0.044077,0.0113283,0.00890611,0.014828,0.0167711,0.0446363,0.0159309,0.0164091,0.0130297,0.0168028,0.0200229,0.0109017,0.010946,0.006821,0.0465402,0.015269,0.0198298,0.0319641,0.0057286,0,0,0.0413606,0,0.0206175,0.0259131,0.0563372,0.0444736,0.0164039,0.00555401,0.0473867,0.0133345,0.00653692,0.0545757,0.00884121,0.00952716,0.0175943,0.0159079,0.00745551,0.0276311,0.0663647,0.0206978,0.00708113,0.0124815,0.0317201,0.0129388,0,0,0,0,0,0,0,0.0192995
213,0.00996142,0.0278009,0.01468,0.0120882,0.0141276,0.0211415,0,0,0.0128248,0,0.0227827,0.00874593,0.0449516,0.0208668,0.0206727,0.0441285,0.0114087,0.00900054,0.0148484,0.0169458,0.0443452,0.0159373,0.0163222,0.0129594,0.0168225,0.0195368,0.010704,0.0108965,0.00722357,0.0439175,0.0151897,0.0192458,0.0318537,0.00548528,0,0,0.041349,0,0.0206799,0.0259141,0.0564017,0.0424067,0.0163603,0.0058659,0.0476211,0.0136369,0.00665239,0.0544418,0.00891253,0.00913975,0.0156166,0.0151806,0.00712595,0.0252914,0.0629514,0.0207005,0.00710718,0.0123698,0.0320812,0.0127156,0,0,0,0,0,0,0,0.0197293
214,0.00992735,0.0281436,0.0149838,0.0121354,0.0147341,0.0206813,0,0,0.0125538,0,0.02279,0.00859322,0.0449161,0.0206858,0.020794,0.044101,0.0114544,0.0090979,0.0149514,0.0173154,0.0440096,0.0159456,0.01619,0.0128496,0.0168272,0.0192953,0.0106297,0.0108806,0.00724211,0.0407414,0.0151013,0.0186201,0.0317013,0.00537654,0,0,0.0415729,0,0.0207989,0.0260238,0.0564258,0.0399933,0.0163833,0.00622773,0.0477576,0.013972,0.00676658,0.0543357,0.00897921,0.00873336,0.0132804,0.014451,0.00670103,0.0227897,0.0586077,0.0206723,0.00719066,0.012338,0.0324569,0.0124868,0,0,0,0,0,0,0,0.020041
215,0.00997755,0.0284927,0.0156408,0.0122581,0.015341,0.0201926,0,0,0.0125461,0,0.0229453,0.00856019,0.0449847,0.0204058,0.020946,0.0439753,0.0114863,0.00911533,0.0150914,0.0177418,0.043612,0.0158651,0.0159398,0.0127376,0.0168076,0.0193261,0.0106498,0.0108977,0.00697727,0.0369916,0.0149514,0.0183729,0.0315901,0.00536187,0,0,0.0420019,0,0.0209514,0.0262432,0.0563471,0.0378076,0.0164213,0.00650103,0.0477953,0.0143283,0.00657581,0.0541417,0.00858896,0.00815058,0.0113253,0.013763,0.00634133,0.0203961,0.0537727,0.020699,0.00737681,0.0124665,0.0328438,0.0123122,0,0,0,0,0,0,0,0.0202477
216,0.0100641,0.0288853,0.016559,0.0122626,0.0158772,0.0196743,0,0,0.0127456,0,0.0230701,0.00863926,0.0451378,0.0201344,0.0211825,0.0437745,0.0115796,0.00916693,0.0152178,0.0179137,0.0432876,0.0157918,0.0156768,0.0126768,0.0167557,0.019551,0.0106673,0.0109352,0.00703595,0.0332067,0.0148042,0.0185337,0.0314771,0.00529393,0,0,0.042494,0,0.0211212,0.0265968,0.0562097,0.035698,0.0164596,0.00669956,0.0477371,0.0147079,0.00608963,0.0538999,0.00785764,0.00728471,0.00946828,0.0132597,0.005899,0.016997,0.0486292,0.0208615,0.00762768,0.0126372,0.0332487,0.0121028,0,0,0,0,0,0,0,0.0205765
217,0.0101728,0.0292488,0.0174564,0.0121813,0.0162515,0.0193565,0,0,0.0129739,0,0.0231191,0.00879552,0.0451492,0.0199976,0.0214816,0.0437784,0.0117465,0.00925561,0.0153717,0.0180292,0.0429773,0.015731,0.0154642,0.0125777,0.0166732,0.0199823,0.0106439,0.010967,0.00723404,0.0293319,0.0147421,0.018281,0.0315993,0.00524352,0,0,0.0429313,0,0.021334,0.0268613,0.0563634,0.0322866,0.0163248,0.00713254,0.0476627,0.0150639,0.00589615,0.0540647,0.00739191,0.00636443,0.00714683,0.0129066,0.00513452,0.0127502,0.0420228,0.020983,0.00793061,0.0127601,0.033656,0.0119925,0,0,0,0,0,0,0,0.0209089
218,0.010737,0.0295877,0.0184282,0.0120968,0.0166088,0.0191242,0,0,0.0130122,0,0.0231763,0.00904742,0.0451864,0.0197431,0.021662,0.0438725,0.0119493,0.00935599,0.0154375,0.0181346,0.0426101,0.0155979,0.0151615,0.0124263,0.0165091,0.0205682,0.0107775,0.0110071,0.00750948,0.025837,0.014717,0.0176653,0.0317887,0.0049596,0,0,0.0433177,0,0.021563,0.0270251,0.0563814,0.0290044,0.0162731,0.00782063,0.047544,0.0153629,0.00562928,0.0541671,0.00707479,0.00520561,0.00522678,0.0125872,0.0046175,0.00896927,0.0350743,0.0209768,0.00839202,0.0128788,0.0340667,0.0119025,0,0,0,0,0,0,0,0.0211643
219,0.0110086,0.0298697,0.0194315,0.0119865,0.0168623,0.0189288,0,0,0.0131834,0,0.0231619,0.009239,0.0453331,0.0194198,0.0217351,0.0439744,0.0121432,0.00942665,0.015417,0.0182413,0.0422052,0.0154063,0.0148129,0.0122614,0.0163334,0.0211992,0.0109994,0.0110262,0.00783965,0.0231789,0.0147033,0.0167177,0.032012,0.00501758,0,0,0.0436678,0,0.021812,0.0270825,0.0563312,0.0263721,0.0162621,0.00890591,0.0473856,0.0156181,0.0058782,0.0541839,0.00757764,0.00467752,0.00436281,0.0121676,0.00460918,0.00585847,0.0288555,0.0210374,0.00893337,0.0129018,0.0344288,0.0118173,0,0,0,0,0,0,0,0.0213485
220,0.0109795,0.0300838,0.0203322,0.0119096,0.0171385,0.0187552,0,0,0.0132741,0,0.023187,0.00940369,0.0454968,0.0191219,0.0217666,0.0441833,0.0122963,0.00957168,0.0153401,0.0183327,0.0418007,0.015211,0.0144983,0.0120691,0.0160935,0.021726,0.0111259,0.0110462,0.00801927,0.0216651,0.0146465,0.0160372,0.0322863,0.0050303,0,0,0.0440041,0,0.0220601,0.0270621,0.0562953,0.0240311,0.0162659,0.0105334,0.0471243,0.0158739,0.00748253,0.0542614,0.00939819,0.00653728,0.00467504,0.0116006,0.00464197,0.0035279,0.0233356,0.0211438,0.00954252,0.0129333,0.0347635,0.0116736,0,0,0,0,0,0,0,0.0215652
221,0.0106368,0.0301503,0.02123,0.0118601,0.0174265,0.0186801,0,0,0.0133284,0,0.0231882,0.00952163,0.0457712,0.0187338,0.0215974,0.0445615,0.012491,0.00970165,0.0150388,0.0183032,0.0414162,0.0149807,0.0141911,0.0118641,0.0158668,0.0224218,0.0112037,0.0110482,0.00807418,0.0239178,0.0145554,0.0173414,0.0325699,0.00492419,0,0,0.0442446,0,0.0223857,0.0270737,0.0562129,0.0239141,0.0162681,0.0127799,0.0468343,0.0159564,0.0105709,0.0544709,0.012574,0.0102629,0.00638477,0.0104563,0.00557214,0.00389178,0.0233538,0.02129,0.00989462,0.0128816,0.0350083,0.0116513,0,0,0,0,0,0,0,0.0219217
222,0.0107125,0.0302471,0.0218624,0.0117831,0.0174916,0.018781,0,0,0.0134565,0,0.0231851,0.00959238,0.0460361,0.0183418,0.0213258,0.0446828,0.0128352,0.00983639,0.0147158,0.0182253,0.0410851,0.014672,0.0138819,0.0116438,0.0155858,0.0230276,0.0113142,0.011053,0.00807941,0.0436603,0.0145112,0.0357504,0.0329342,0.00496881,0,0,0.0444241,0,0.0226795,0.027199,0.0559028,0.0426255,0.0162922,0.015095,0.0467449,0.0160982,0.0146324,0.0551003,0.0169593,0.0150213,0.0126902,0.0116618,0.0164588,0.0139055,0.0468252,0.0214596,0.0103088,0.0128253,0.0353001,0.0117414,0,0,0,0,0,0,0,0.0222306
223,0.0111884,0.030538,0.0222975,0.0116445,0.0174189,0.0190439,0,0,0.0138087,0,0.023183,0.00973769,0.0461963,0.0180172,0.0208748,0.0448823,0.0132318,0.0100143,0.0143146,0.0181663,0.0408079,0.0143011,0.0135666,0.0114635,0.0152534,0.0235241,0.0114436,0.0110579,0.00805595,0.0620235,0.0144905,0.0510505,0.0333376,0.0054717,0,0,0.0444852,0,0.0229226,0.0273277,0.0554169,0.0587515,0.0163765,0.0169412,0.0470803,0.0165485,0.0185774,0.0559368,0.0216768,0.0196405,0.0186571,0.0180556,0.026018,0.022155,0.0650998,0.021396,0.0109983,0.012825,0.0358159,0.0118009,0,0,0,0,0,0,0,0.0225753
224,0.0115613,0.0307341,0.0223625,0.0115173,0.0171659,0.0191941,0,0,0.0143547,0,0.0232085,0.0099469,0.046165,0.0177818,0.0202292,0.0452056,0.0136966,0.0101436,0.0137828,0.017846,0.040472,0.0139094,0.0131941,0.0112772,0.0149212,0.0235629,0.0116989,0.0110523,0.00810359,0.0742098,0.0143875,0.0611302,0.0335255,0.00565845,0,0,0.0445119,0,0.0231718,0.0273393,0.0549807,0.0698038,0.0163715,0.0180175,0.0475175,0.0168572,0.0215663,0.0567838,0.0252735,0.0232038,0.0225849,0.0230656,0.0321723,0.0271008,0.0773211,0.0215329,0.0115168,0.0128449,0.0362325,0.011738,0,0,0,0,0,0,0,0.0229772
225,0.011914,0.0309062,0.0220859,0.0114137,0.0167072,0.0191684,0,0,0.0149036,0,0.0232478,0.010124,0.0458621,0.0176818,0.0194663,0.0454006,0.0142137,0.0101602,0.0131364,0.0175873,0.0401948,0.0135146,0.0126698,0.0111127,0.0146524,0.0232095,0.0118992,0.0110448,0.0082805,0.0772018,0.014252,0.0644524,0.0335088,0.00565469,0,0,0.0445698,0,0.0234339,0.02746,0.054886,0.0739286,0.0163172,0.0183874,0.047895,0.0171701,0.022837,0.0572074,0.0261373,0.0247035,0.0235553,0.0247974,0.0338581,0.0282569,0.0818855,0.021822,0.0119498,0.0129947,0.0366208,0.0115479,0,0,0,0,0,0,0,0.0233385
226,0.0121008,0.0311164,0.0215106,0.0112783,0.0159637,0.0189373,0,0,0.0155266,0,0.0233352,0.010395,0.0454843,0.0177428,0.01859,0.0455669,0.0149375,0.00999421,0.012286,0.017115,0.0400844,0.0131952,0.0121041,0.0110131,0.014434,0.0224805,0.0123757,0.011076,0.00840418,0,0.0141019,0.0604552,0.0331213,0.00569566,0,0,0.0445361,0,0.0236441,0.0274789,0.0552,0.069078,0.0161159,0.017352,0.0481419,0.0173967,0.0220153,0.0569639,0.0239528,0.0235104,0.0217885,0.0230421,0.0311338,0.0260361,0.0751153,0.0220072,0.012303,0.0130566,0.0370204,0.0111928,0,0,0,0,0,0,0,0.0234953
227,0.0121603,0.0312673,0.0204656,0.0111068,0.0151999,0.0188706,0,0,0.0160458,0,0.0234572,0.0106543,0.0452063,0.0179266,0.0176251,0.0457632,0.015602,0.00978141,0.0114933,0.0164971,0.0401316,0.0128973,0.0117726,0.0108728,0.0142974,0.0213236,0.0129432,0.0110956,0.00842431,0,0.0139651,0.0506204,0.0326133,0.00548985,0,0,0.0441779,0,0.0238847,0.0271519,0.0557541,0.0588038,0.01604,0.0159149,0.0483505,0.0175506,0.0198975,0.0561305,0.0209357,0.0203894,0.0181646,0.0187564,0.0252926,0.0212489,0.0642567,0.0219323,0.0121857,0.0129169,0.0373608,0.0108982,0,0,0,0,0,0,0,0.0235808
228,0.0122089,0.0314565,0.0195899,0.0109151,0.0147335,0.0189366,0,0,0.0167559,0,0.0235344,0.0108884,0.0450833,0.0181919,0.0166351,0.0459749,0.0162177,0.00947863,0.0107384,0.0155851,0.0402575,0.0126716,0.01175,0.0109166,0.0142365,0.0202512,0.0135665,0.0111214,0.00844297,0.0483147,0.013841,0.0372544,0.0321132,0.00535111,0,0,0.0438002,0,0.0241003,0.0267807,0.0563765,0.0447724,0.016101,0.0145659,0.0485184,0.0177172,0.0174564,0.0550584,0.0180023,0.0168658,0.0136939,0.0136391,0.0177086,0.0148124,0.0493959,0.0216899,0.0121118,0.0128235,0.037714,0.0106585,0,0,0,0,0,0,0,0.0239446
229,0.0122156,0.0316758,0.0190556,0.0107731,0.0145297,0.0189361,0,0,0.0175531,0,0.0235785,0.0111484,0.0446556,0.0185391,0.0158237,0.0459414,0.0169239,0.00904138,0.0100431,0.0141701,0.0405746,0.012619,0.0120217,0.0111727,0.0141858,0.0191154,0.0143067,0.0111698,0.00858802,0,0.0137571,0.0232302,0.0313558,0.0050691,0,0,0.0438981,0,0.0243587,0.0268272,0.056855,0.0292897,0.016228,0.0128957,0.0488593,0.0176486,0.0149382,0.0541869,0.0148422,0.0131828,0.00930875,0.0101528,0.00982874,0.00841624,0.0328774,0.0218366,0.0123991,0.0128546,0.0379751,0.0104205,0,0,0,0,0,0,0,0.0244259
230,0.0122159,0.0318166,0.0184627,0.0107042,0.01442,0.0190191,0,0,0.0180947,0,0.0236167,0.011252,0.044346,0.0186091,0.0151361,0.0458354,0.0174075,0.00870016,0.00972576,0.0127463,0.0409638,0.0126721,0.0124739,0.0114322,0.0140931,0.0178023,0.0147248,0.0111756,0.00868271,0,0.0137007,0.0130012,0.0307474,0.00480969,0,0,0.0436433,0,0.0245217,0.0266573,0.0573467,0.0182438,0.0163987,0.0118996,0.049263,0.017461,0.0129771,0.0534465,0.0124228,0.0103444,0.00646928,0.0103398,0.00454641,0.00395839,0.0216968,0.021708,0.0127906,0.0128153,0.0381282,0.0104418,0,0,0,0,0,0,0,0.0247925
231,0.0121391,0.031932,0.0178531,0.0106558,0.0146288,0.0191127,0,0,0.0186857,0,0.0236623,0.0114257,0.0440171,0.0185511,0.0145639,0.0458905,0.0178196,0.00856044,0.0101251,0.012124,0.0413357,0.0128678,0.0133344,0.011748,0.0139348,0.0165172,0.0151607,0.011152,0.00868341,0,0.0136764,0.0127155,0.0303513,0.00461405,0,0,0.0432983,0,0.0245349,0.0262968,0.0575531,0.0181703,0.0164173,0.0114703,0.0497511,0.0171734,0.0116181,0.0531122,0.0108844,0.00801453,0.00650294,0.0104575,0.0048691,0.00426374,0.0224666,0.021345,0.0131542,0.0127202,0.0382305,0.0108187,0,0,0,0,0,0,0,0.0252825
232,0.0119747,0.0321923,0.0174743,0.0105805,0.0151319,0.0191667,0,0,0.0195661,0,0.0237446,0.0117005,0.0436965,0.0182516,0.0144651,0.0461473,0.0183055,0.00888118,0.0115794,0.0115712,0.041672,0.0133401,0.0148025,0.0120495,0.0134545,0.015628,0.0159154,0.0111264,0.00886247,0,0.0136399,0.0120954,0.0301337,0.00457982,0,0,0.0428919,0,0.0245598,0.0258532,0.0573643,0.0151682,0.016314,0.0118782,0.0504105,0.0170931,0.010736,0.0533795,0.0104747,0.00618734,0.00617961,0.0108803,0.00452876,0.00445825,0.021031,0.0209566,0.0131466,0.012665,0.0384673,0.011444,0,0,0,0,0,0,0,0.0256582
233,0.0118105,0.0324096,0.0181455,0.0104994,0.0158429,0.0191225,0,0,0.020695,0,0.0238874,0.0120864,0.0435021,0.0173643,0.0158507,0.0461735,0.0188359,0.0103812,0.0148472,0.0116115,0.0416936,0.0142641,0.0173183,0.0120452,0.0122328,0.0172598,0.0169928,0.0110746,0.00911819,0,0.0135311,0.00965071,0.0302736,0.00464796,0,0,0.0423172,0,0.0246731,0.0254732,0.0567538,0.00733601,0.0159633,0.0133106,0.0507009,0.0173258,0.0100125,0.0546648,0.0112328,0.0054194,0.00621115,0.0114308,0.00488401,0.00514113,0.0148314,0.0206259,0.0121548,0.0126943,0.0386052,0.0119541,0,0,0,0,0,0,0,0.0256069
