Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LHEE
96,0.0116217,0.0248829,0.0131612,0.0125676,0.011385,0.0237996,0,0,0.0208056,0,0.0229168,0.0109275,0.0459313,0.0196518,0.0188965,0.0421692,0.0226097,0.0108352,0.017034,0.0159637,0.0468229,0.0160898,0.0161591,0.0137172,0.0164513,0.0206801,0.0206496,0.0109331,0.00626288,0.0531732,0.0156514,0.0211708,0.031295,0.0140983,0,0,0.0435636,0,0.0205866,0.0273428,0.0586627,0.0496947,0.0170048,0.00356575,0.0447296,0.0113316,0.0058751,0.0544924,0.00813042,0.011101,0.0220356,0.0193825,0.0081117,0.0331989,0.0758137,0.0253858,0.0160566,0.00963043,0.0311971,0.0225144,0,0,0,0,0,0,0,0.0176122
97,0.0114216,0.0251525,0.0126656,0.0125275,0.0120055,0.0237457,0,0,0.0200336,0,0.0228771,0.01075,0.0458161,0.0196266,0.0193914,0.0421511,0.0224526,0.0105997,0.0171525,0.0162253,0.0465679,0.0162084,0.0161617,0.0137915,0.0166463,0.0194289,0.0201514,0.0110094,0.00624481,0.0529452,0.0155286,0.0208034,0.0309137,0.013787,0,0,0.0434508,0,0.0206334,0.0275094,0.05867,0.0491583,0.0170117,0.0036914,0.0451483,0.0116284,0.00580535,0.0543425,0.00811489,0.0109631,0.0212728,0.0191015,0.0077859,0.0322136,0.0755529,0.0248472,0.0154481,0.00993186,0.031529,0.0226184,0,0,0,0,0,0,0,0.0180225
98,0.0111336,0.0253735,0.0124229,0.0124983,0.0124006,0.0235101,0,0,0.0193023,0,0.022822,0.010568,0.0457211,0.0195351,0.0197012,0.0421792,0.0221818,0.0103888,0.0170203,0.0163777,0.0462847,0.016321,0.0160918,0.0138886,0.0168078,0.0180411,0.0196298,0.0110649,0.00625681,0.0519975,0.0153927,0.0199926,0.0306376,0.0134293,0,0,0.0433612,0,0.0206935,0.0276321,0.0583702,0.0483703,0.016931,0.00385874,0.0454915,0.0119325,0.00574199,0.0541443,0.00806319,0.0108472,0.0199895,0.0185067,0.00717578,0.03076,0.0740112,0.0243499,0.0148696,0.0102168,0.0317869,0.0224885,0,0,0,0,0,0,0,0.0182652
99,0.0108304,0.0255767,0.0124588,0.0124758,0.012771,0.0232376,0,0,0.0186825,0,0.0227924,0.0104487,0.0456889,0.0195157,0.0199814,0.0422663,0.0219536,0.010265,0.0168368,0.0165501,0.0459956,0.0164313,0.0160158,0.0138866,0.0169697,0.0169807,0.0192382,0.0111171,0.0063058,0.0500356,0.0152209,0.0188677,0.0303914,0.0130811,0,0,0.0433418,0,0.0207608,0.0277492,0.0581246,0.0464622,0.0168217,0.00416111,0.0457619,0.0122847,0.00580275,0.0539062,0.00797134,0.0108089,0.0183996,0.0177013,0.00657275,0.0286911,0.0712173,0.0239872,0.0143356,0.0105074,0.0319891,0.0221796,0,0,0,0,0,0,0,0.0184204
100,0.0105787,0.0257925,0.0127068,0.0124314,0.0131705,0.0227728,0,0,0.0181133,0,0.0228008,0.0104911,0.045731,0.0195518,0.0202242,0.0422966,0.0218125,0.0102368,0.016747,0.0167179,0.0456736,0.0165083,0.0158664,0.0138073,0.0171219,0.0163909,0.0188845,0.0112157,0.00633118,0.0471746,0.0150675,0.0173972,0.03031,0.0127915,0,0,0.043405,0,0.0208518,0.0278463,0.0581838,0.0430521,0.0166921,0.00469004,0.0460063,0.0126548,0.00603526,0.0537605,0.00803793,0.0107722,0.0163416,0.0167446,0.00591677,0.0257367,0.0671104,0.0237267,0.0137993,0.0107345,0.0322123,0.0218899,0,0,0,0,0,0,0,0.0185406
101,0.0103296,0.026015,0.0131991,0.0124685,0.0137083,0.0223405,0,0,0.0175662,0,0.0228301,0.010579,0.0457392,0.019641,0.0203729,0.0423519,0.0216412,0.0102398,0.0167012,0.0169044,0.045306,0.0164999,0.0156308,0.0137216,0.0171023,0.0162353,0.0185908,0.0112922,0.00638482,0.0437511,0.0149105,0.016042,0.0303457,0.0124564,0,0,0.0435818,0,0.0209552,0.0279505,0.0582791,0.0388027,0.0165474,0.00521404,0.0461902,0.0130287,0.00620569,0.0537118,0.00798514,0.0104995,0.0137346,0.015816,0.0053277,0.022392,0.0620217,0.0235129,0.013273,0.0108961,0.0324306,0.0215373,0,0,0,0,0,0,0,0.0188439
102,0.00996889,0.026234,0.0140143,0.0125814,0.0145114,0.0220082,0,0,0.0170378,0,0.0228243,0.0106648,0.0457502,0.0197179,0.0205183,0.0424885,0.0214076,0.0102633,0.0167668,0.0170854,0.0449056,0.0164699,0.0154695,0.0136198,0.0170347,0.01648,0.0182579,0.0113038,0.00648567,0.0395422,0.0147788,0.0150287,0.0304763,0.0120162,0,0,0.0437759,0,0.0210896,0.028028,0.0582479,0.0342055,0.0164111,0.00561781,0.0463331,0.0133987,0.00610404,0.0536628,0.0075847,0.00993453,0.0107298,0.0149918,0.00447625,0.0187191,0.0555935,0.0233203,0.0127393,0.0110149,0.0326654,0.0211135,0,0,0,0,0,0,0,0.0191391
103,0.00957153,0.0264263,0.014967,0.0126431,0.0149957,0.0216506,0,0,0.0165534,0,0.022807,0.0107109,0.045833,0.019766,0.0207784,0.0426369,0.0211578,0.0103044,0.0169115,0.0172523,0.0445202,0.0164383,0.015285,0.0135111,0.016945,0.0169958,0.0178721,0.0113415,0.00651359,0.0345473,0.0146558,0.0144081,0.0306632,0.0115348,0,0,0.0439838,0,0.0212358,0.0280938,0.0581277,0.0293476,0.0163138,0.00584636,0.0463925,0.0137418,0.00567496,0.0536526,0.0068523,0.00891913,0.00756386,0.0142982,0.00355345,0.0144016,0.0477836,0.0231153,0.0122996,0.0111434,0.0328564,0.0207225,0,0,0,0,0,0,0,0.0193366
104,0.00915939,0.0265408,0.0161118,0.0126877,0.0151147,0.0213213,0,0,0.0160652,0,0.0227876,0.010718,0.0459522,0.0197598,0.021032,0.0428578,0.0208995,0.010367,0.0170436,0.0172517,0.0441258,0.0163996,0.0150466,0.0134464,0.0168314,0.0178145,0.0175084,0.0113978,0.00648572,0.0287941,0.0145711,0.0139323,0.0309556,0.011045,0,0,0.0440669,0,0.0213624,0.0280614,0.0579482,0.0245076,0.0161988,0.00609355,0.0464204,0.0140838,0.00494989,0.0536458,0.00608132,0.0073203,0.00436368,0.0135951,0.00328408,0.00960005,0.038781,0.02289,0.0118757,0.0112198,0.0330236,0.0204327,0,0,0,0,0,0,0,0.0195009
105,0.00870952,0.0265635,0.0173241,0.0127649,0.0153959,0.0210306,0,0,0.015577,0,0.0227839,0.0107312,0.0461106,0.0197507,0.0213137,0.043139,0.0206159,0.0105042,0.0171418,0.0176788,0.0437443,0.0162879,0.0147804,0.0133286,0.0166665,0.0188918,0.0171778,0.0114555,0.00646038,0.0228819,0.0144966,0.013394,0.0313426,0.0105234,0,0,0.0440834,0,0.021499,0.0279715,0.0577094,0.0198875,0.0160939,0.00685095,0.046415,0.0143732,0.00415613,0.0535961,0.00584948,0.00513939,0.00220397,0.0128708,0.00398929,0.00485884,0.0292986,0.0226763,0.0115436,0.0112218,0.0331261,0.0201191,0,0,0,0,0,0,0,0.0197642
106,0.0082234,0.0265223,0.01865,0.0128742,0.0158426,0.0209072,0,0,0.0150986,0,0.0227615,0.0107261,0.0463232,0.0196546,0.0216053,0.043571,0.0202519,0.0107155,0.0170818,0.0180337,0.0433315,0.0160971,0.0144762,0.0129976,0.0164672,0.020029,0.0167905,0.0114932,0.00642858,0.0181519,0.0144438,0.0127269,0.0318438,0.00999821,0,0,0.0440164,0,0.0216435,0.0278056,0.057421,0.0159758,0.0160429,0.00833675,0.0464031,0.0145785,0.00424796,0.0535765,0.00701412,0.00386705,0.00437723,0.0119651,0.0051574,0.00269816,0.0204934,0.0224615,0.0112595,0.0112084,0.0332086,0.019779,0,0,0,0,0,0,0,0.0200572
107,0.00778681,0.0264575,0.0199335,0.0129587,0.0162777,0.0208893,0,0,0.0146365,0,0.0227363,0.0106762,0.04661,0.0194241,0.0218587,0.0441515,0.0198602,0.0109901,0.0168611,0.0180321,0.0428932,0.0158419,0.0141093,0.012599,0.016248,0.0212021,0.0163739,0.0115062,0.00638566,0.0163695,0.0143715,0.0120584,0.0324456,0.00955012,0,0,0.0439431,0,0.0217803,0.0276071,0.0571262,0.0134955,0.016083,0.0105799,0.0464415,0.0147544,0.00648506,0.0535184,0.00978591,0.00662099,0.00821371,0.0109766,0.00683245,0.00667367,0.0149144,0.0222214,0.0109964,0.0112325,0.0333108,0.0194265,0,0,0,0,0,0,0,0.0204073
108,0.0073517,0.0263642,0.0212875,0.0129655,0.0167487,0.0206845,0,0,0.0141828,0,0.0226547,0.0106425,0.0469766,0.0191186,0.022004,0.0447712,0.0193712,0.0113178,0.0165208,0.0181038,0.0423907,0.0155144,0.0137296,0.0122417,0.0159976,0.0224106,0.0158788,0.0115212,0.00631514,0.0211678,0.0143071,0.0150452,0.0330415,0.00903425,0,0,0.0437139,0,0.0219346,0.0273277,0.0567538,0.0162534,0.0161565,0.0129997,0.0464828,0.01487,0.0102508,0.053594,0.0134435,0.0113115,0.0127529,0.00978589,0.00945144,0.0120021,0.0194382,0.021894,0.0108194,0.0112484,0.0334585,0.0189766,0,0,0,0,0,0,0,0.0209053
109,0.00701931,0.0263689,0.0225786,0.0128802,0.0172545,0.0206343,0,0,0.0137988,0,0.0225612,0.0106892,0.0472778,0.0187611,0.0220258,0.0455442,0.0190332,0.0116493,0.0161033,0.0182638,0.0418137,0.0151642,0.0133557,0.0119813,0.0157813,0.0235131,0.0155339,0.0115297,0.00629729,0.0391341,0.0141844,0.0309376,0.0336398,0.00865001,0,0,0.0437249,0,0.02212,0.0271868,0.0561525,0.0334988,0.0162557,0.0150036,0.0466762,0.0150802,0.014602,0.0540386,0.0174655,0.0162099,0.0192704,0.0127427,0.0185847,0.020112,0.0391291,0.0216028,0.0107657,0.0112755,0.0337865,0.0186518,0,0,0,0,0,0,0,0.0214702
110,0.00669654,0.0265438,0.0237069,0.0127323,0.0176386,0.0205714,0,0,0.0135963,0,0.0225154,0.0106643,0.0474429,0.0184201,0.0218014,0.0462838,0.0187589,0.0118756,0.0155238,0.0184943,0.0413068,0.0148417,0.0129831,0.011813,0.0155331,0.0243974,0.0153465,0.0115735,0.00630299,0.0550563,0.0140465,0.0440319,0.0340078,0.00824107,0,0,0.0436705,0,0.0223444,0.0270252,0.0554573,0.047442,0.0163478,0.0164444,0.0470917,0.0153645,0.018435,0.0546729,0.0209845,0.0203503,0.0237761,0.0181036,0.0259528,0.0259433,0.0549418,0.0212747,0.0108336,0.0113132,0.0342335,0.0183492,0,0,0,0,0,0,0,0.0219457
111,0.00634731,0.0268396,0.0244474,0.0125558,0.017859,0.0203061,0,0,0.0135828,0,0.0225212,0.0107597,0.0474099,0.0181673,0.0213236,0.0466435,0.0186443,0.0120347,0.0148435,0.0187186,0.0408853,0.0144804,0.0126345,0.0115201,0.0152664,0.0250119,0.0152799,0.0116505,0.00632888,0.0657415,0.013902,0.0525958,0.0340086,0.00771217,0,0,0.0435653,0,0.0226408,0.0268505,0.0549525,0.0568004,0.0163164,0.0173687,0.0475906,0.0156397,0.0209538,0.0553059,0.0232954,0.0231544,0.0254528,0.0216213,0.0301096,0.0284599,0.0654026,0.0210223,0.010939,0.0113925,0.0347093,0.0181321,0,0,0,0,0,0,0,0.0223407
112,0.00603687,0.0271976,0.0247581,0.0123281,0.0178425,0.0198681,0,0,0.0137962,0,0.022564,0.0109858,0.0471759,0.0180293,0.0206143,0.0466001,0.0187135,0.0121022,0.0140148,0.0184202,0.0405329,0.0140957,0.0122859,0.0112874,0.0149684,0.0252294,0.0154138,0.0117535,0.00637784,0.0698721,0.0137186,0.0555675,0.0337036,0.007134,0,0,0.0434793,0,0.0229637,0.0266508,0.054933,0.0606579,0.0161767,0.0177984,0.0480679,0.0159096,0.0217944,0.0556807,0.0234645,0.023982,0.0246348,0.0222086,0.0307889,0.0278145,0.0694796,0.0208386,0.0111451,0.0114637,0.0352051,0.0180275,0,0,0,0,0,0,0,0.0225323
113,0.0058596,0.0276023,0.0245499,0.0120766,0.0172435,0.0194224,0,0,0.0142786,0,0.0225972,0.0112845,0.0468582,0.0180131,0.0197917,0.0465054,0.0190081,0.0121462,0.0131987,0.0177727,0.04034,0.0136374,0.0119314,0.011146,0.0146619,0.0249172,0.0157625,0.0118397,0.0065075,0.067125,0.0135163,0.052823,0.0331549,0.00650253,0,0,0.043429,0,0.0232938,0.0264235,0.0553659,0.0585914,0.015982,0.0172655,0.0484508,0.0161568,0.0209866,0.0556089,0.0219088,0.022658,0.0221372,0.020353,0.0282481,0.0247578,0.0671511,0.0207772,0.0114008,0.0115659,0.0356975,0.0180876,0,0,0,0,0,0,0,0.0226459
114,0.0056728,0.0280116,0.0238457,0.0117771,0.0164437,0.0192153,0,0,0.0150224,0,0.0226583,0.0116601,0.0465517,0.0181163,0.018916,0.046477,0.0195419,0.0120493,0.0124055,0.0174188,0.040333,0.0132336,0.011629,0.0110404,0.0144016,0.024119,0.0163308,0.0119322,0.00668783,0.0581142,0.0133466,0.0453136,0.0325263,0.00594397,0,0,0.04315,0,0.02372,0.0260542,0.0561247,0.0510777,0.0158526,0.0159454,0.048718,0.0164278,0.0190625,0.05525,0.0195793,0.0199656,0.018501,0.0169162,0.0232847,0.020056,0.0590973,0.0206585,0.0114987,0.011671,0.0362362,0.0182485,0,0,0,0,0,0,0,0.0227832
115,0.00545997,0.028476,0.0229599,0.0114861,0.0157686,0.0191312,0,0,0.0160501,0,0.0227604,0.0122704,0.0462937,0.018287,0.0180886,0.0464191,0.020404,0.0117498,0.0116138,0.0169269,0.0404449,0.012957,0.0114111,0.0109427,0.0141894,0.0231359,0.0172454,0.0120169,0.0069697,0.0447036,0.0131215,0.0345587,0.0318368,0.00550091,0,0,0.0430977,0,0.0241137,0.0258682,0.0568641,0.0390046,0.0158249,0.014305,0.0489559,0.0166109,0.0167995,0.0546901,0.0173704,0.0168892,0.0142563,0.0131879,0.0166598,0.0144797,0.0462454,0.0207165,0.0115173,0.0118064,0.0367853,0.018388,0,0,0,0,0,0,0,0.0231093
116,0.0053914,0.0289523,0.0223455,0.0112305,0.0153999,0.0189366,0,0,0.0172584,0,0.0228592,0.0129672,0.0460931,0.0185019,0.017234,0.0462494,0.0214652,0.0111938,0.0107613,0.0161415,0.0405933,0.0127854,0.0113411,0.0110784,0.0140068,0.0222161,0.0183769,0.0121023,0.00726218,0.0292999,0.0129344,0.0220463,0.0310272,0.00520098,0,0,0.0434505,0,0.0244027,0.0259109,0.0573768,0.0243836,0.015923,0.0129532,0.0491455,0.0166499,0.014773,0.0540372,0.0153408,0.0139853,0.0101937,0.0109918,0.00984459,0.00884514,0.0306088,0.0210094,0.0114888,0.0119697,0.0372104,0.0184226,0,0,0,0,0,0,0,0.0234335
117,0.00550004,0.0292996,0.0216933,0.0110176,0.0152023,0.0188243,0,0,0.0183757,0,0.0229401,0.0134032,0.0458783,0.0186673,0.0163894,0.0461146,0.0224492,0.0105077,0.00995588,0.0150267,0.0406979,0.0127743,0.0114958,0.0112366,0.0138831,0.0210324,0.0194344,0.012157,0.00759048,0.0167263,0.0128451,0.0115362,0.0302994,0.0051128,0,0,0.0437076,0,0.0245963,0.0258858,0.0576723,0.0122069,0.0160652,0.0118699,0.0492669,0.0165544,0.0131387,0.0532674,0.0134948,0.011297,0.00719974,0.0116223,0.00490365,0.00481959,0.0177657,0.0212637,0.0116094,0.0120436,0.0374552,0.0184169,0,0,0,0,0,0,0,0.0236869
118,0.00565974,0.0295263,0.0207894,0.01083,0.0149854,0.0188497,0,0,0.0191962,0,0.0230034,0.0136803,0.045573,0.018754,0.0155626,0.0461994,0.023239,0.00977559,0.00930633,0.0136198,0.0406706,0.0129052,0.0119197,0.0114994,0.0138356,0.019483,0.0203142,0.0121871,0.00793239,0.0149892,0.0128196,0.0103952,0.0298122,0.00523645,0,0,0.0437868,0,0.0247261,0.0257404,0.0576546,0.0109503,0.0161679,0.0106368,0.0495668,0.0163306,0.0117781,0.0527451,0.0118479,0.00878416,0.00624223,0.0118208,0.00511152,0.00431538,0.0171826,0.0214398,0.0115654,0.0119921,0.0375627,0.0185008,0,0,0,0,0,0,0,0.0242647
119,0.00583688,0.0297015,0.0196183,0.0106543,0.0152064,0.0189317,0,0,0.01986,0,0.0230791,0.0139282,0.0451865,0.0186574,0.0146708,0.0462772,0.0239564,0.00895836,0.00889625,0.0122444,0.0407934,0.0130692,0.0125727,0.0119088,0.013876,0.0174896,0.0212119,0.0122248,0.00814735,0.0137839,0.0128297,0.0111302,0.0292262,0.00561933,0,0,0.043921,0,0.0247965,0.0257039,0.0572838,0.0107557,0.016253,0.00990356,0.0502902,0.0159372,0.0106623,0.0526805,0.0105507,0.00666225,0.00499386,0.0127469,0.00537696,0.00386259,0.0167558,0.0217476,0.0114095,0.0119227,0.0375396,0.0188377,0,0,0,0,0,0,0,0.0250499
120,0.00599532,0.0298177,0.0182287,0.0104853,0.0160655,0.0191661,0,0,0.0206938,0,0.0231954,0.0142125,0.0446775,0.0184445,0.0137411,0.0464685,0.0247835,0.00811575,0.0087291,0.0105413,0.041053,0.0132736,0.0134189,0.0124277,0.0140014,0.0149287,0.0222355,0.0122643,0.00829815,0.00989974,0.0128872,0.0120427,0.0285343,0.00626261,0,0,0.0440271,0,0.0247655,0.0257358,0.0567373,0.00936048,0.0163929,0.00962399,0.0509296,0.015468,0.00972086,0.0530913,0.0100367,0.00544953,0.00480212,0.0143488,0.00684648,0.00466151,0.0135979,0.0221042,0.0113395,0.011845,0.0374887,0.0194265,0,0,0,0,0,0,0,0.025937
121,0.00597239,0.0296887,0.0169056,0.0103402,0.0176261,0.0196077,0,0,0.0217097,0,0.023338,0.0145494,0.0441296,0.0182175,0.0130943,0.0466824,0.0256642,0.00728914,0.00881169,0.00895201,0.0415363,0.0135373,0.0145384,0.0131656,0.0140579,0.0116587,0.0233528,0.0122621,0.0084399,0.00574512,0.0129583,0.0109554,0.0279129,0.00709495,0,0,0.0441702,0,0.0246345,0.0257269,0.0564952,0.00822639,0.0166685,0.00962547,0.0510401,0.0149674,0.00909422,0.053462,0.0109247,0.00577951,0.00704674,0.015423,0.00901404,0.00742615,0.0100723,0.0225099,0.011221,0.0117498,0.037435,0.0200862,0,0,0,0,0,0,0,0.0270356
122,0.0058857,0.0292706,0.0164867,0.010246,0.0199567,0.0202259,0,0,0.0226134,0,0.0234641,0.0147662,0.0436733,0.0180841,0.012818,0.0466131,0.0263169,0.00662663,0.00921132,0.00724127,0.0423586,0.013815,0.0161773,0.0140472,0.0141827,0.00856969,0.0243025,0.0121988,0.00854888,0.00739119,0.0130856,0.00953894,0.0274219,0.00809587,0,0,0.0443224,0,0.024406,0.0257416,0.0567352,0.0085317,0.0170408,0.00983247,0.0508213,0.0144349,0.00898753,0.0534376,0.0125927,0.00710553,0.00987909,0.0152828,0.00990826,0.0106986,0.010693,0.0229127,0.0110962,0.0116119,0.0373612,0.0204844,0,0,0,0,0,0,0,0.0283942
123,0.00594978,0.0286086,0.0174567,0.0102486,0.0230853,0.0210561,0,0,0.0231791,0,0.023513,0.0147008,0.0432493,0.0181778,0.0129005,0.0464205,0.0265037,0.00624954,0.010083,0.00567531,0.0435643,0.0143389,0.018565,0.0150087,0.0145282,0.0075562,0.0247918,0.0120849,0.00855422,0.0119225,0.013303,0.00845339,0.0273055,0.00911735,0,0,0.0442612,0,0.0240633,0.0257451,0.0572489,0.0080763,0.0173074,0.0100873,0.0504565,0.0137581,0.00897016,0.0530224,0.013507,0.00818786,0.0118768,0.014321,0.00969401,0.0127111,0.0138222,0.0231619,0.011,0.0113561,0.0370032,0.0205559,0,0,0,0,0,0,0,0.0299805
124,0.00623713,0.0278537,0.0200318,0.0103237,0.0270018,0.0221303,0,0,0.0232396,0,0.0234983,0.0144405,0.0427493,0.0185543,0.0134483,0.0463914,0.0261887,0.00616829,0.0115462,0.00517138,0.0450958,0.0155921,0.0220182,0.0160837,0.014935,0.0102453,0.0247299,0.0119642,0.00836877,0.0147675,0.0135994,0.00658407,0.0275854,0.00994258,0,0,0.0439773,0,0.0236415,0.0256295,0.0577816,0.00630454,0.0174738,0.00984404,0.0502039,0.0129472,0.00816068,0.0524907,0.0128639,0.00809306,0.0124275,0.0132901,0.00885423,0.0125351,0.0171493,0.0231922,0.011015,0.0109629,0.0363954,0.0204312,0,0,0,0,0,0,0,0.031837
125,0.00665552,0.0271119,0.0242151,0.0104423,0.031298,0.0232814,0,0,0.0228164,0,0.0234928,0.0140366,0.0421579,0.0191815,0.0144874,0.0465041,0.0255485,0.00649331,0.0135314,0.0060227,0.0468186,0.0174247,0.0261846,0.0172225,0.0152751,0.0149706,0.0246067,0.0118399,0.00814254,0.0160619,0.0139428,0.00389331,0.0279753,0.0105202,0,0,0.043538,0,0.0232071,0.0253971,0.0582255,0.00593495,0.0176523,0.00909084,0.0500967,0.0121083,0.0061264,0.0519328,0.0109521,0.0064497,0.0113562,0.0125644,0.00766869,0.0106099,0.0204092,0.0230865,0.0111725,0.0104849,0.0355405,0.0203211,0,0,0,0,0,0,0,0.0334602
126,0.00699985,0.0263737,0.0289898,0.0106202,0.0351993,0.0246001,0,0,0.0219895,0,0.0234682,0.0134834,0.0415276,0.0198784,0.0157754,0.0466232,0.024596,0.0072769,0.0159328,0.00738616,0.0486438,0.0190222,0.0301017,0.0181576,0.0155196,0.0205436,0.0240956,0.0117195,0.00790078,0.0174471,0.0143255,0.00231598,0.0283881,0.0108317,0,0,0.0429872,0,0.0227514,0.0250646,0.0585265,0.00943039,0.0178627,0.00829843,0.050302,0.0112834,0.0038512,0.0511974,0.00884429,0.00417045,0.00947237,0.0120764,0.00671426,0.00801371,0.0248504,0.022922,0.0115281,0.00993387,0.034514,0.0202991,0,0,0,0,0,0,0,0.0342721
127,0.00735208,0.0255418,0.0337962,0.010842,0.0382025,0.0260145,0,0,0.0209746,0,0.0234255,0.0127373,0.0408677,0.0204622,0.0170997,0.0465744,0.0234402,0.00841158,0.0185711,0.0088656,0.0505227,0.0200396,0.0331043,0.0187623,0.0156162,0.0264829,0.0231183,0.0116027,0.00756301,0.0193237,0.0147511,0.00335197,0.028703,0.0110804,0,0,0.042471,0,0.0222479,0.02471,0.0588844,0.0134395,0.0180839,0.00786852,0.0506391,0.0105541,0.00279262,0.0503263,0.0072323,0.00268754,0.00776551,0.0116112,0.00659463,0.00623209,0.0290506,0.0226997,0.0120679,0.00935806,0.0333417,0.0206067,0,0,0,0,0,0,0,0.0342439
128,0.00761703,0.0246344,0.0379386,0.0111924,0.0400367,0.0274493,0,0,0.0199414,0,0.0233185,0.0118927,0.0400956,0.0208932,0.0184505,0.0464067,0.0220966,0.00975329,0.0210972,0.0103191,0.0523717,0.0205829,0.0352484,0.0192486,0.0155135,0.0327152,0.0218357,0.0114405,0.00716784,0.0207808,0.015184,0.00447221,0.0289901,0.0112804,0,0,0.0418948,0,0.0217275,0.024312,0.0594448,0.0156202,0.0182371,0.00755574,0.0509898,0.00988855,0.00330483,0.0497792,0.00657134,0.00281905,0.00666868,0.0111434,0.00696534,0.00591616,0.0319572,0.0224219,0.0127479,0.0087867,0.0323072,0.021164,0,0,0,0,0,0,0,0.033317
129,0.00790222,0.0237122,0.0411389,0.0116544,0.0407466,0.0286384,0,0,0.0187998,0,0.023223,0.0109865,0.0391991,0.0211404,0.0198062,0.0459283,0.0208249,0.0111093,0.0233798,0.011635,0.0542394,0.0209107,0.0365543,0.0195977,0.0152089,0.0386956,0.0205555,0.0112877,0.0067521,0.0217156,0.0156304,0.00509362,0.0290125,0.0114806,0,0,0.0412242,0,0.0211686,0.0239468,0.0598905,0.0162153,0.0183233,0.00699232,0.0511597,0.0093279,0.00386173,0.0496801,0.0063101,0.00300261,0.00599686,0.0109867,0.00708595,0.00603926,0.033677,0.0221446,0.0135667,0.00830875,0.0313505,0.0216067,0,0,0,0,0,0,0,0.0316387
130,0.00820742,0.0227857,0.0432757,0.0121052,0.0405114,0.0294603,0,0,0.0178127,0,0.0231411,0.010204,0.0382289,0.0212886,0.0210832,0.0451579,0.0198176,0.0125444,0.0254845,0.0127918,0.0559577,0.0212585,0.0369408,0.019592,0.0147887,0.0444802,0.0194742,0.0111538,0.0063582,0.0221452,0.0161028,0.00520857,0.0288369,0.0117837,0,0,0.0404979,0,0.020603,0.0235691,0.0601267,0.0159799,0.0182589,0.00621326,0.0509355,0.00884056,0.00358464,0.0500386,0.00587152,0.0022475,0.00528597,0.0112756,0.00663337,0.0058154,0.0344849,0.0219026,0.0143115,0.00784957,0.0304498,0.0219224,0,0,0,0,0,0,0,0.0293785
131,0.00851747,0.0218682,0.044597,0.0125393,0.0396778,0.0299544,0,0,0.0170018,0,0.0230692,0.00960716,0.0372248,0.0214493,0.0222559,0.0442379,0.0191087,0.0140286,0.0275858,0.0136622,0.0575091,0.021415,0.0366313,0.0192932,0.0144825,0.0502867,0.0186287,0.0110127,0.00598684,0.0224498,0.0165721,0.00485496,0.0285784,0.012332,0,0,0.0397313,0,0.0200581,0.023174,0.0601727,0.015246,0.0180858,0.00561733,0.0502205,0.00848377,0.00256564,0.0506097,0.00547435,0.00119568,0.00444491,0.0118966,0.00576443,0.00514774,0.0346608,0.0216364,0.0147548,0.00740184,0.0296236,0.022377,0,0,0,0,0,0,0,0.0274013
132,0.00886244,0.0211015,0.0457127,0.0128704,0.0386154,0.030245,0,0,0.0166856,0,0.0229837,0.00903625,0.0363169,0.0216006,0.0231527,0.0433559,0.0187778,0.0153918,0.0295199,0.014151,0.0588003,0.0213614,0.0359574,0.0190477,0.0142058,0.0557539,0.0180931,0.0108812,0.00566848,0.0226911,0.0169765,0.00414701,0.0282736,0.0130629,0,0,0.0389777,0,0.0195813,0.0227997,0.0600912,0.0141354,0.0177959,0.00538573,0.0492204,0.00832544,0.00157309,0.0511238,0.00541703,0.0015849,0.00380786,0.0125978,0.00501512,0.00427701,0.034435,0.0213586,0.0148269,0.00706016,0.0290248,0.0230032,0,0,0,0,0,0,0,0.0259114
133,0.00950245,0.0205949,0.0471731,0.0130909,0.037501,0.0305322,0,0,0.0166794,0,0.0229522,0.00872981,0.0355834,0.0216901,0.0236629,0.0426778,0.0188247,0.0164702,0.031101,0.0143843,0.059713,0.0212566,0.0352338,0.018951,0.0138312,0.0597147,0.0179392,0.010782,0.00553382,0.0227875,0.0172941,0.00362275,0.0280013,0.0137985,0,0,0.0383522,0,0.0192236,0.0225289,0.0600057,0.0128802,0.017425,0.00547218,0.0482201,0.00833102,0.00111823,0.051436,0.00564795,0.0026175,0.00391153,0.0131406,0.00486527,0.00331783,0.0338934,0.0211339,0.0145343,0.0068291,0.0286996,0.0236711,0,0,0,0,0,0,0,0.0250474
