Timestep,C7,CLAV,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LANK
186,0.0178234,0.0241046,0.0125952,0.0123075,0.00611469,0,0,0.0204041,0,0.0235845,0.0118121,0.0450127,0.0183541,0.0160711,0.0130652,0.0211754,0.0130693,0.0106853,0.012446,0.0121952,0.0482147,0.0144215,0.0143352,0.0129557,0.0146752,0.0180456,0.0153609,0.0109682,0.00696949,0.0415469,0.0178032,0.0133856,0.0117993,0.0105194,0,0,0.0387799,0,0.0189866,0.0247682,0.0568033,0.0305746,0.0219924,0.00794399,0.0147637,0.0160749,0.015236,0.0585507,0.0131759,0.0232581,0.0176264,0.0215314,0.00574224,0.0267894,0.0565812,0.0225574,0.0125678,0.00783987,0.0236925,0.00365328,0,0,0,0,0,0,0,0.0126217
187,0.0178599,0.0240353,0.0137188,0.0124299,0.00559278,0,0,0.0197292,0,0.0235689,0.0114764,0.0449019,0.0194224,0.0163892,0.0136032,0.0205631,0.012679,0.0109696,0.0128406,0.0130519,0.048033,0.0146273,0.0144996,0.0132675,0.0151915,0.0181772,0.0149199,0.0110411,0.00673026,0.041668,0.0178847,0.0134407,0.0113946,0.0112505,0,0,0.0383776,0,0.0188806,0.02468,0.0559796,0.0314674,0.0216802,0.00783303,0.0146511,0.0164431,0.0141285,0.0582467,0.0128479,0.0217553,0.0174104,0.0210442,0.00550226,0.0265604,0.0568415,0.0219831,0.0126709,0.00781676,0.0235466,0.00372225,0,0,0,0,0,0,0,0.0138474
188,0.0178165,0.024069,0.014768,0.0124975,0.00523171,0,0,0.019254,0,0.023592,0.0112114,0.0449002,0.020446,0.0167424,0.0143747,0.0204613,0.0123938,0.0113303,0.0135556,0.0139221,0.0478543,0.014847,0.0146786,0.0135369,0.0157247,0.0185645,0.0147033,0.0111225,0.00653543,0.0418689,0.0178462,0.01343,0.0113752,0.0116882,0,0,0.0381162,0,0.0188116,0.0246325,0.0557081,0.0319184,0.0216356,0.0077321,0.0149865,0.0168573,0.013078,0.0578214,0.0125284,0.0202733,0.017083,0.0205724,0.00517266,0.0260456,0.0571379,0.021413,0.0127323,0.0079378,0.0235766,0.00360711,0,0,0,0,0,0,0,0.0150322
189,0.0177938,0.024136,0.0159193,0.0125303,0.00496137,0,0,0.018891,0,0.0236091,0.0110501,0.0448683,0.0214431,0.0170999,0.0152522,0.0205758,0.0122147,0.0117626,0.0144244,0.0147718,0.0476217,0.0150737,0.0148417,0.013773,0.0162888,0.0191473,0.014551,0.0111856,0.00641385,0.0419705,0.0177422,0.0134866,0.011471,0.0120846,0,0,0.0378476,0,0.0187354,0.024561,0.0557342,0.0321925,0.0215523,0.00764487,0.0154789,0.0173364,0.0121677,0.0573948,0.0122477,0.0188441,0.0166943,0.0200489,0.00488533,0.0254331,0.0572887,0.0207394,0.0128058,0.00813713,0.0236403,0.00347014,0,0,0,0,0,0,0,0.0161526
190,0.0176885,0.0242345,0.0172514,0.0125746,0.0047098,0,0,0.0186356,0,0.0236079,0.010846,0.0448429,0.0225915,0.0174388,0.0161605,0.0206281,0.0121214,0.0119996,0.0153157,0.0154866,0.0473482,0.0153268,0.0149884,0.0139987,0.0168313,0.0199408,0.0144248,0.0112129,0.00629182,0.042073,0.0176101,0.0136583,0.0115489,0.0123025,0,0,0.0375371,0,0.0186592,0.0244932,0.0558127,0.0324668,0.0214099,0.00755365,0.0159096,0.0178812,0.0113104,0.0570541,0.0119301,0.0174375,0.0163164,0.0194852,0.00469362,0.0247437,0.0572841,0.0200042,0.0129128,0.0083416,0.023737,0.00340896,0,0,0,0,0,0,0,0.0172614
191,0.0176208,0.0244456,0.0188628,0.0126246,0.00454681,0,0,0.0185538,0,0.023606,0.0106981,0.0448298,0.0237187,0.0176375,0.0170861,0.0206942,0.0120501,0.0121052,0.0160654,0.0160381,0.0470257,0.015563,0.0151191,0.0142037,0.0173035,0.0210194,0.0144773,0.0112296,0.0061529,0.0421155,0.0174744,0.0139666,0.0116082,0.0124843,0,0,0.0372844,0,0.0186087,0.0245587,0.0558793,0.0326671,0.0212791,0.00750441,0.0163593,0.0184973,0.0105005,0.056695,0.0115609,0.0160446,0.015844,0.0188591,0.00453143,0.0239355,0.0572607,0.0193507,0.0128989,0.00850435,0.0239527,0.00361931,0,0,0,0,0,0,0,0.0183306
192,0.0176427,0.0246573,0.0205153,0.0125781,0.00438255,0,0,0.0183606,0,0.0236121,0.0106358,0.0447541,0.0245463,0.0177974,0.0181222,0.0208043,0.0119958,0.0122891,0.0168292,0.0166824,0.0466831,0.0157258,0.01522,0.0143965,0.0177023,0.0222982,0.014466,0.0113128,0.00602327,0.0421981,0.0173344,0.0142428,0.011594,0.012489,0,0,0.0369813,0,0.018589,0.0246828,0.0559075,0.0328439,0.0212107,0.00741256,0.0167479,0.0190526,0.00973243,0.0562981,0.0110904,0.0147369,0.0153071,0.0182001,0.00443191,0.023124,0.0572404,0.0187226,0.0128192,0.00869354,0.0242209,0.0039224,0,0,0,0,0,0,0,0.0193835
193,0.0177344,0.0249238,0.0220615,0.0125872,0.00420278,0,0,0.0180857,0,0.0236536,0.010549,0.0445906,0.0251817,0.0178749,0.0193241,0.0209088,0.0119653,0.0125836,0.017705,0.0174068,0.0463514,0.0158197,0.0153087,0.0145619,0.0180433,0.0236355,0.014454,0.0113747,0.00597599,0.0424117,0.0171293,0.014512,0.0115313,0.0123887,0,0,0.0367039,0,0.0185542,0.0248529,0.0559447,0.033022,0.0212172,0.00730798,0.016998,0.0195848,0.00906412,0.0559103,0.010576,0.0135269,0.0147448,0.0175168,0.00439131,0.0223594,0.0572181,0.018173,0.0127378,0.0089089,0.0245591,0.00418546,0,0,0,0,0,0,0,0.0203842
194,0.0176883,0.0252682,0.0234134,0.0126501,0.00401318,0,0,0.0179043,0,0.0236856,0.0105637,0.0443031,0.025775,0.0179607,0.0206516,0.0210015,0.0119323,0.0129773,0.0186883,0.018387,0.0460108,0.0159575,0.0153989,0.014562,0.0184132,0.0247485,0.0144115,0.0113987,0.00596539,0.0426594,0.0169479,0.0147197,0.0114598,0.0123523,0,0,0.036408,0,0.0185262,0.0250663,0.0560199,0.0331303,0.0212525,0.00719809,0.0174214,0.0201402,0.00848597,0.0555565,0.0100217,0.0123791,0.0141206,0.0167933,0.00450053,0.0215501,0.0572244,0.0176847,0.012602,0.00910147,0.0249535,0.0043815,0,0,0,0,0,0,0,0.0212152
195,0.0176271,0.0256388,0.0248683,0.0126575,0.00383728,0,0,0.0177542,0,0.0236976,0.01061,0.0438504,0.0263104,0.0182395,0.0217785,0.0212051,0.011929,0.0133194,0.0193605,0.0192109,0.0456143,0.0160965,0.0154517,0.0145442,0.0187256,0.02602,0.014358,0.0114291,0.00598989,0.0427075,0.0167937,0.0150193,0.0114427,0.012358,0,0,0.0361765,0,0.0185059,0.0253557,0.0561617,0.0331899,0.021174,0.00711075,0.0180564,0.0206313,0.00796381,0.0552744,0.00933481,0.0112911,0.0135754,0.0160007,0.00492703,0.0207078,0.0571162,0.0173201,0.0126123,0.00929984,0.0253922,0.00445457,0,0,0,0,0,0,0,0.0220574
196,0.0177145,0.0260681,0.026317,0.0126361,0.00373802,0,0,0.0176004,0,0.0237027,0.010608,0.0432058,0.0269209,0.0185297,0.0228337,0.0213666,0.011908,0.0138044,0.0200121,0.0199605,0.045202,0.0162163,0.015486,0.0145102,0.0189817,0.0275502,0.0142655,0.0114665,0.00603579,0.0426563,0.0166444,0.0154637,0.0114583,0.0124022,0,0,0.0360681,0,0.0185105,0.0256875,0.0562837,0.0332258,0.0210709,0.00705263,0.0186633,0.0211485,0.00743516,0.0550289,0.00858137,0.0102243,0.0134602,0.0151799,0.00559448,0.0200766,0.0569971,0.0170315,0.012693,0.00950805,0.0258938,0.00424705,0,0,0,0,0,0,0,0.0228183
197,0.0179074,0.026514,0.0278862,0.0126282,0.00361396,0,0,0.0175647,0,0.0237073,0.0105625,0.0428879,0.0275632,0.0186079,0.0237291,0.0215047,0.0118574,0.0142583,0.0206337,0.0206883,0.0448502,0.0162421,0.0154688,0.014442,0.0191783,0.0290217,0.0142019,0.0114765,0.00611516,0.0423706,0.0164637,0.0160004,0.0114192,0.0125284,0,0,0.0361384,0,0.0185269,0.0260918,0.0565762,0.0329848,0.0209471,0.00712637,0.0190793,0.0217036,0.00699945,0.0549377,0.00787951,0.00917691,0.0132951,0.0143708,0.00629341,0.0195539,0.0564207,0.0168893,0.0128102,0.00978913,0.0264139,0.00392554,0,0,0,0,0,0,0,0.0235681
198,0.0180109,0.0269741,0.0296901,0.0126186,0.00337718,0,0,0.0175695,0,0.0237206,0.010529,0.0428438,0.0280921,0.018618,0.0244632,0.0217584,0.01182,0.0146034,0.0211298,0.0212209,0.0446051,0.0161884,0.015343,0.0143203,0.019254,0.0306015,0.0141881,0.0114674,0.00620952,0.0418768,0.0162672,0.0168093,0.0115606,0.0125996,0,0,0.0363876,0,0.0185567,0.0265719,0.056891,0.0326263,0.0207609,0.00734788,0.0194834,0.0222818,0.00664571,0.0550117,0.00719392,0.00813087,0.0129321,0.0137177,0.00660684,0.0190074,0.0553558,0.0168861,0.0128299,0.0100599,0.027041,0.00356252,0,0,0,0,0,0,0,0.024349
199,0.0180896,0.0275498,0.0315163,0.0125612,0.00299783,0,0,0.0175585,0,0.0237534,0.0106188,0.0428894,0.0286468,0.018762,0.025041,0.0221862,0.0119787,0.0148744,0.0215398,0.0215621,0.0443387,0.0160843,0.0151286,0.0143052,0.0192868,0.0323614,0.0142021,0.0114751,0.00635255,0.0408675,0.0160942,0.0178776,0.0118766,0.0126519,0,0,0.0368017,0,0.018664,0.027173,0.0570368,0.032672,0.0204747,0.00776532,0.0200414,0.0228373,0.00628562,0.0551633,0.00654896,0.00712222,0.0128529,0.0133376,0.00664179,0.0185576,0.0537065,0.0170146,0.0126202,0.0103728,0.0278193,0.0032107,0,0,0,0,0,0,0,0.02516
200,0.0182388,0.0281656,0.0332844,0.0124627,0.00312344,0,0,0.0174925,0,0.0237862,0.0106886,0.0429092,0.0289437,0.019019,0.025587,0.0225177,0.0122032,0.0150272,0.0217652,0.022061,0.0440055,0.0159908,0.0148368,0.0142553,0.0192936,0.0342405,0.0143338,0.0114949,0.00658259,0.0393193,0.0159327,0.0191825,0.0120361,0.0128473,0,0,0.0372837,0,0.018771,0.0276763,0.0570117,0.033009,0.0202343,0.00837102,0.0204597,0.0232815,0.00588057,0.0553835,0.00602933,0.00607936,0.0130422,0.0131754,0.00720279,0.0182625,0.0514993,0.0172221,0.0124049,0.0106805,0.0285555,0.0030682,0,0,0,0,0,0,0,0.0257732
201,0.0183406,0.0286462,0.0349173,0.0123901,0.00359808,0,0,0.0173461,0,0.0237897,0.0108018,0.0428369,0.0292254,0.019211,0.0262457,0.0225692,0.0123765,0.0152691,0.0220714,0.0226612,0.0436915,0.0158842,0.0145574,0.0141726,0.0192498,0.0359379,0.0142906,0.0114947,0.00676118,0.0377665,0.0158173,0.0200607,0.0120011,0.0130695,0,0,0.0378101,0,0.0188628,0.02812,0.0569821,0.0326157,0.0201718,0.00888276,0.0204949,0.0238243,0.00542843,0.055554,0.00563085,0.00497341,0.0129557,0.0128458,0.00794017,0.017464,0.049009,0.0173645,0.012306,0.0109166,0.0291475,0.00311554,0,0,0,0,0,0,0,0.0264094
202,0.0183867,0.0290671,0.036502,0.01229,0.00361028,0,0,0.0172303,0,0.0237959,0.0108255,0.0427638,0.0296575,0.0193223,0.0268829,0.0225979,0.0125391,0.0155304,0.0223267,0.0231072,0.0434966,0.0157236,0.0142707,0.0140974,0.0191226,0.0375166,0.0141801,0.0115079,0.00680106,0.0361351,0.0156671,0.0209368,0.0119138,0.0131068,0,0,0.0385233,0,0.0189692,0.0286511,0.0568684,0.0321331,0.0201992,0.00956243,0.0204149,0.0243569,0.0051445,0.055745,0.00569613,0.00430623,0.0127816,0.0127448,0.00838515,0.0164694,0.0460492,0.0176203,0.0121943,0.0111012,0.0297239,0.00325537,0,0,0,0,0,0,0,0.027154
203,0.0184618,0.0295104,0.0378009,0.0121611,0.00323539,0,0,0.0172,0,0.0238249,0.0108436,0.0427828,0.0299773,0.0193634,0.0275456,0.0226527,0.0127698,0.0158323,0.0225797,0.0235873,0.0432712,0.0155695,0.014061,0.0139395,0.0190152,0.0387997,0.0141959,0.0115419,0.00680809,0.03417,0.0154893,0.0217988,0.0118048,0.0130395,0,0,0.0393954,0,0.0190999,0.0292719,0.0566837,0.0316944,0.0202115,0.0104311,0.0204196,0.0248974,0.00525628,0.0560218,0.00645185,0.00467401,0.0122609,0.0129022,0.0083581,0.015339,0.0424785,0.0180607,0.0120969,0.0112891,0.0303645,0.00344056,0,0,0,0,0,0,0,0.027686
204,0.0185449,0.0299897,0.0389636,0.0119765,0.00307381,0,0,0.0173421,0,0.0238596,0.0109461,0.0428767,0.0303538,0.0193192,0.0281119,0.0226758,0.0131028,0.0160507,0.0227685,0.0240241,0.0429769,0.0154419,0.0139054,0.0137172,0.0188907,0.0399482,0.0143593,0.0115824,0.00686374,0.0318051,0.0152856,0.0224661,0.0117361,0.0130114,0,0,0.0404013,0,0.0192622,0.0298724,0.0564688,0.0311082,0.0202075,0.0114037,0.0204431,0.0254399,0.00582231,0.0563148,0.00771412,0.00626303,0.0115478,0.0130476,0.00809937,0.0138824,0.0384469,0.0185572,0.0119891,0.0115303,0.0310794,0.00358373,0,0,0,0,0,0,0,0.0280699
205,0.0185901,0.0305073,0.0400075,0.0117826,0.00309092,0,0,0.0176473,0,0.0238934,0.0111291,0.0429995,0.0306838,0.0192083,0.0285204,0.0227804,0.0135766,0.0162304,0.0228452,0.024381,0.0426898,0.0153298,0.0137813,0.0134186,0.0186946,0.0409515,0.0146203,0.0116172,0.00700939,0.0295891,0.0150752,0.022756,0.0117196,0.0131262,0,0,0.0415093,0,0.0194741,0.0304301,0.056294,0.0302584,0.0202097,0.0125076,0.0205127,0.0259842,0.00714332,0.0565613,0.00946435,0.00884169,0.0106024,0.0131217,0.0076619,0.0121143,0.034457,0.019085,0.0118786,0.0118559,0.0318126,0.00371019,0,0,0,0,0,0,0,0.0283736
206,0.0187534,0.0310508,0.0410256,0.0116318,0.00313401,0,0,0.0181006,0,0.0239509,0.0113655,0.0431824,0.0310177,0.0190113,0.0286227,0.0229737,0.0141139,0.0163995,0.0227544,0.0245795,0.0423988,0.0151135,0.0135906,0.0131377,0.0183811,0.0419076,0.014944,0.0116346,0.00714001,0.0281463,0.0148344,0.0227841,0.0117139,0.0133179,0,0,0.0427867,0,0.0197174,0.0309947,0.0561059,0.0291519,0.0202293,0.0138439,0.0206336,0.0265439,0.00925049,0.0567564,0.0118319,0.0121831,0.00969225,0.013322,0.00712906,0.0105043,0.0311345,0.019677,0.0117812,0.0122543,0.0325409,0.00385486,0,0,0,0,0,0,0,0.0286116
207,0.018909,0.0315732,0.0419516,0.0114806,0.00304651,0,0,0.0185988,0,0.024001,0.0116741,0.0435056,0.0311375,0.018668,0.0285219,0.023111,0.0147134,0.0165583,0.0225725,0.0243904,0.0419919,0.0148011,0.0133145,0.0128354,0.0179961,0.0427485,0.0153709,0.011643,0.00728045,0.0278267,0.0145801,0.0226736,0.0116826,0.0135556,0,0,0.0439778,0,0.0199777,0.0315997,0.0558231,0.0277872,0.0202859,0.0155194,0.0207219,0.0271252,0.0119732,0.0569175,0.0146702,0.0160103,0.00893239,0.0136174,0.00659967,0.00952142,0.0290878,0.020295,0.0116414,0.0126731,0.0332691,0.00407149,0,0,0,0,0,0,0,0.028636
208,0.0189095,0.0320582,0.0427741,0.0112812,0.00293282,0,0,0.0191947,0,0.0240383,0.0120243,0.0439037,0.0311969,0.0182691,0.0282291,0.0233405,0.0153852,0.0166813,0.0223324,0.0238045,0.0414951,0.0144249,0.0129671,0.0124829,0.0175766,0.0435223,0.0158844,0.0116489,0.00747717,0.0289306,0.0142875,0.0225638,0.0116721,0.0138164,0,0,0.0450757,0,0.0202461,0.0321025,0.0555106,0.0262592,0.0204625,0.0174209,0.0208316,0.0276965,0.0151086,0.0570336,0.0178983,0.0200581,0.00876842,0.0139659,0.00616929,0.00935022,0.0287237,0.0208034,0.0114964,0.013037,0.0340189,0.00441053,0,0,0,0,0,0,0,0.028621
209,0.0189425,0.0325064,0.043439,0.0110528,0.00294927,0,0,0.0198548,0,0.0240692,0.0123819,0.0443165,0.0311081,0.0178718,0.0277989,0.0236452,0.0160789,0.016788,0.0220338,0.023595,0.0409179,0.014063,0.0126168,0.0121265,0.0171398,0.0443311,0.0165413,0.0116525,0.00771563,0.031444,0.0139801,0.0227071,0.0117282,0.0141416,0,0,0.0461717,0,0.0205649,0.0324598,0.055118,0.025033,0.0206076,0.019131,0.0209384,0.0282149,0.0182565,0.057184,0.0213686,0.0239335,0.0091912,0.014431,0.00584134,0.00987742,0.0303163,0.0212687,0.011342,0.013319,0.0347505,0.00487533,0,0,0,0,0,0,0,0.0284405
210,0.0188581,0.0327655,0.0440529,0.0108356,0.00301731,0,0,0.020406,0,0.0241281,0.0126548,0.0446033,0.031026,0.017475,0.0271114,0.0239082,0.016706,0.0167977,0.0216268,0.0237151,0.0402995,0.0136354,0.0122346,0.0118387,0.0166386,0.0450209,0.0170985,0.0116514,0.00785563,0.0388419,0.0137362,0.026807,0.0117544,0.0145335,0,0,0.0466742,0,0.0209183,0.0325699,0.0546516,0.0284915,0.0206347,0.0203866,0.0208519,0.0285283,0.0212005,0.0575735,0.0250373,0.0276589,0.0102126,0.0143203,0.007656,0.0117133,0.0375388,0.0215802,0.0110849,0.0135743,0.0352395,0.00543896,0,0,0,0,0,0,0,0.0281563
211,0.0192356,0.0331598,0.0450695,0.010722,0.00314343,0,0,0.0209058,0,0.0241421,0.0129718,0.0447373,0.0308176,0.0170834,0.0261361,0.0241282,0.0172553,0.0164825,0.0209184,0.0233514,0.0396907,0.013177,0.0118042,0.0117093,0.016144,0.0458812,0.0175833,0.0116136,0.00805233,0.0482219,0.0134917,0.0329344,0.011852,0.015075,0,0,0.0476447,0,0.0212071,0.0328143,0.0542576,0.0346985,0.0205625,0.0208258,0.0209149,0.0290167,0.023433,0.0581233,0.0278511,0.0306015,0.0113127,0.0143959,0.0108378,0.01391,0.0465848,0.0218,0.0109354,0.0139282,0.0357501,0.00594824,0,0,0,0,0,0,0,0.0279641
212,0.0194744,0.033332,0.0457291,0.0106186,0.00326284,0,0,0.0212334,0,0.0241439,0.0131362,0.0446345,0.0304438,0.0168574,0.0249198,0.02407,0.0175973,0.0159293,0.0201046,0.0220393,0.0391101,0.0127473,0.0114704,0.0116291,0.0156072,0.0465597,0.0179328,0.0115519,0.00813151,0.0527142,0.0133081,0.0352154,0.0118039,0.0155148,0,0,0.0479164,0,0.0214974,0.0326104,0.0540301,0.0369335,0.0204747,0.02027,0.0208944,0.0292917,0.0242407,0.0584236,0.0284119,0.031545,0.0113562,0.0144392,0.0118606,0.0140917,0.050526,0.021882,0.0106433,0.014236,0.0360086,0.00648089,0,0,0,0,0,0,0,0.027523
213,0.0195703,0.0334444,0.0457554,0.0104986,0.00328424,0,0,0.0213501,0,0.0241585,0.0132325,0.044442,0.0299682,0.0167563,0.0234928,0.0240014,0.0178974,0.0152463,0.0190999,0.0204958,0.0386712,0.0124236,0.0112367,0.0114799,0.015012,0.0468306,0.0183008,0.0115158,0.00816575,0.0514148,0.013154,0.0332151,0.0115589,0.0158271,0,0,0.0477505,0,0.0217811,0.032296,0.0541704,0.0345294,0.0204466,0.0191225,0.0209715,0.0294968,0.0234117,0.0581751,0.0267517,0.0301171,0.0105356,0.01398,0.0105684,0.0126143,0.0488577,0.0217552,0.0102397,0.0143842,0.0361762,0.00698826,0,0,0,0,0,0,0,0.0268273
214,0.0196864,0.033489,0.0457345,0.0104396,0.003153,0,0,0.0212599,0,0.0241498,0.0133731,0.0441505,0.0293679,0.0168457,0.0217624,0.0238829,0.0182215,0.0142683,0.0177079,0.019251,0.0385349,0.0121785,0.0109947,0.0114547,0.0144556,0.0469772,0.0186194,0.0114835,0.00821986,0.0452238,0.0130333,0.0275578,0.0109979,0.0160653,0,0,0.0477995,0,0.0219869,0.0319831,0.0545947,0.0278414,0.0205144,0.0177197,0.0207152,0.0296071,0.0213795,0.0573665,0.023859,0.0271079,0.009333,0.0137343,0.00761439,0.0104544,0.0424455,0.0216247,0.0098915,0.0143623,0.0361919,0.00748787,0,0,0,0,0,0,0,0.0260392
215,0.0196238,0.0333322,0.0451622,0.0104191,0.00280238,0,0,0.0212995,0,0.0241246,0.0134538,0.0437705,0.028523,0.0170966,0.0199375,0.023404,0.0184116,0.013093,0.0161308,0.017675,0.0386749,0.0121307,0.0108403,0.011424,0.0139302,0.0465607,0.0188283,0.0114373,0.00821447,0.0380106,0.0130212,0.0220682,0.0102335,0.0161208,0,0,0.0476651,0,0.0221687,0.0314423,0.0550305,0.0214926,0.0207082,0.0166683,0.0201378,0.0295198,0.0189052,0.0564004,0.0206903,0.0239223,0.00865179,0.0139773,0.00563251,0.00939957,0.0355236,0.0212958,0.00949896,0.0141645,0.0358822,0.00786517,0,0,0,0,0,0,0,0.0248671
216,0.0193562,0.0329693,0.0442472,0.0104723,0.00250721,0,0,0.0213222,0,0.0240986,0.0133733,0.0433245,0.0277433,0.0174076,0.0178935,0.0227344,0.0184387,0.0118165,0.0143605,0.0156478,0.0390525,0.0121827,0.0110301,0.01145,0.0134357,0.0457216,0.0188331,0.0113968,0.0081609,0.0345278,0.0130886,0.0209354,0.00940772,0.0160931,0,0,0.0473717,0,0.022305,0.030693,0.0555622,0.0207819,0.0211362,0.016119,0.0195436,0.029244,0.0165353,0.0555961,0.0181403,0.0212266,0.00903849,0.0134022,0.00649354,0.010212,0.0319144,0.020837,0.00906899,0.0137729,0.0353292,0.00807097,0,0,0,0,0,0,0,0.023686
217,0.0191845,0.0325763,0.0428286,0.0105908,0.00220205,0,0,0.0212511,0,0.0240621,0.0132373,0.0428829,0.0271582,0.0176915,0.0157166,0.0220379,0.0183509,0.0105763,0.0126148,0.0133258,0.0397251,0.0122107,0.0113155,0.0114112,0.0130168,0.0442545,0.0187418,0.011352,0.00810118,0.0320432,0.0131775,0.0201745,0.00882718,0.0160677,0,0,0.0469192,0,0.0223685,0.0299316,0.0559132,0.0210527,0.0212976,0.0155027,0.0193893,0.0288695,0.014358,0.054875,0.0157547,0.0184501,0.00966418,0.0129364,0.00744173,0.0111464,0.0293465,0.0203939,0.00868634,0.0132482,0.034744,0.00801078,0,0,0,0,0,0,0,0.0224949
218,0.0190545,0.0323288,0.0405707,0.0107459,0.00203104,0,0,0.0212404,0,0.0240689,0.013272,0.0424392,0.0266265,0.0179495,0.0136015,0.0215282,0.0181914,0.009522,0.0110797,0.0114117,0.0406223,0.0121451,0.0114147,0.0112547,0.0125938,0.04211,0.0186984,0.0113158,0.00809475,0.0302675,0.0133169,0.0200256,0.00857452,0.0159587,0,0,0.0463899,0,0.0223944,0.0293535,0.0560754,0.0216188,0.0212851,0.0151625,0.0194934,0.028541,0.0123152,0.0544688,0.0139203,0.015892,0.00970551,0.0128845,0.00778186,0.0116197,0.0280627,0.0199506,0.00837498,0.012879,0.0343295,0.00771207,0,0,0,0,0,0,0,0.0211193
219,0.0189581,0.0321867,0.0377325,0.0108421,0.00202621,0,0,0.021594,0,0.024105,0.0135218,0.0419176,0.0261985,0.0181679,0.0114374,0.0209923,0.0180919,0.00868725,0.00981879,0.0095134,0.0416588,0.0119485,0.0114217,0.0111369,0.0121431,0.0394479,0.0188334,0.0113016,0.0081983,0.0280255,0.0134769,0.0203851,0.00839633,0.0157769,0,0,0.0460588,0,0.0224629,0.0288481,0.0560089,0.0205316,0.0213857,0.0154206,0.0196601,0.0282867,0.0107419,0.0545784,0.0131092,0.0141959,0.00869909,0.0134089,0.00747686,0.0111761,0.0268546,0.0196097,0.00815856,0.0127524,0.0340435,0.00742307,0,0,0,0,0,0,0,0.0199137
220,0.0190703,0.0319746,0.0345721,0.0108289,0.0021279,0,0,0.022481,0,0.0242194,0.0139721,0.0412639,0.0260519,0.0183759,0.00951416,0.0205312,0.0181419,0.00833023,0.00911072,0.00788197,0.0427881,0.0116366,0.011449,0.0111802,0.0117309,0.0360401,0.0191745,0.0113215,0.00843634,0.0242302,0.0135283,0.019137,0.00819705,0.0154205,0,0,0.0460608,0,0.0225728,0.0283917,0.0558405,0.0169903,0.0215849,0.0158331,0.0196187,0.0279738,0.00980164,0.0549506,0.013787,0.0138684,0.0068992,0.013982,0.007253,0.00996476,0.0239359,0.0196078,0.00810097,0.0130919,0.0338197,0.00717222,0,0,0,0,0,0,0,0.0191645
221,0.01936,0.0314778,0.0308248,0.0107079,0.00226978,0,0,0.0238852,0,0.0243907,0.0145442,0.0405857,0.0264019,0.0186395,0.00834035,0.0201168,0.0183642,0.00849627,0.00911506,0.00712367,0.0440346,0.0112421,0.0115036,0.0113341,0.0112847,0.0317461,0.0199229,0.0113439,0.00870189,0.0198959,0.0134553,0.0160467,0.00799564,0.0149448,0,0,0.0460794,0,0.0226835,0.0282091,0.0559669,0.0128571,0.0219688,0.0153398,0.0191106,0.0274522,0.00968972,0.0549573,0.0153158,0.0148404,0.00595411,0.0142016,0.00769601,0.00969561,0.0200046,0.0198215,0.00806115,0.0131105,0.0334556,0.00689827,0,0,0,0,0,0,0,0.0189098
222,0.0180269,0.030856,0.0270156,0.0105958,0.00244472,0,0,0.0250062,0,0.0245302,0.0149901,0.0399037,0.0271664,0.0190131,0.00828383,0.0195412,0.0186013,0.00911398,0.00992103,0.00764787,0.0455232,0.0108663,0.0118883,0.0117136,0.011053,0.0267092,0.0207565,0.0113334,0.00890841,0.0160832,0.0134046,0.0131053,0.00788123,0.0147651,0,0,0.0460741,0,0.022794,0.0279633,0.0565274,0.00997162,0.0224275,0.0135635,0.0183638,0.0269495,0.010293,0.0544169,0.0165092,0.0161762,0.00672515,0.014027,0.0081243,0.0110682,0.0161622,0.0198543,0.00809831,0.013205,0.0329519,0.0061356,0,0,0,0,0,0,0,0.0196481
223,0.017286,0.0300625,0.0235001,0.0104497,0.00273793,0,0,0.0258747,0,0.0246087,0.0152862,0.0392971,0.0284817,0.0195712,0.00945934,0.018904,0.0186909,0.00998261,0.0113242,0.0093687,0.0472219,0.0105166,0.0128823,0.0122336,0.0110953,0.0210066,0.0214509,0.0113141,0.00902149,0.0135674,0.0133785,0.0107868,0.0078173,0.014434,0,0,0.0457189,0,0.0228756,0.0276837,0.0573159,0.00812325,0.0228066,0.0114899,0.0177547,0.0263249,0.010759,0.0536345,0.0166575,0.0167712,0.00811738,0.0134634,0.00845151,0.0124349,0.0133284,0.0199031,0.00829159,0.0132144,0.0321744,0.00518014,0,0,0,0,0,0,0,0.0215949
