Timestep,C7,CLAV,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LANK
72,0.0152472,0.0276524,0.0129843,0.01194,0.00762335,0,0,0.0261224,0,0.0239487,0.014571,0.0441794,0.0135858,0.0153922,0.00873464,0.0205457,0.0165563,0.0084333,0.00870287,0.0083759,0.0490309,0.014611,0.0145449,0.012801,0.0120453,0.0151484,0.0211798,0.0106631,0.00794605,0.0331756,0.0169223,0.012427,0.0110249,0.0089411,0,0,0.0374535,0,0.0186696,0.0240328,0.0585841,0.0208312,0.0224471,0.00902383,0.014735,0.0178664,0.0144676,0.0577008,0.0130506,0.0216636,0.0122896,0.0214029,0.00416738,0.0176376,0.0432845,0.0192774,0.00677186,0.00938338,0.0282363,0.00398594,0,0,0,0,0,0,0,0.0101547
73,0.0154394,0.0279034,0.0139007,0.0119506,0.00757353,0,0,0.0258624,0,0.0238767,0.0142625,0.0440103,0.0144419,0.0156062,0.00897711,0.020866,0.016595,0.00872943,0.00909125,0.00893632,0.048851,0.0147921,0.0147406,0.0131254,0.0125765,0.0158064,0.021002,0.0106996,0.00789414,0.0354464,0.016926,0.0129295,0.0109531,0.00939596,0,0,0.0374415,0,0.0186756,0.0241364,0.0587734,0.0229344,0.0223773,0.00888163,0.0153069,0.0181541,0.0139742,0.0575039,0.0127192,0.0210787,0.0131197,0.0213842,0.00385488,0.018674,0.0461767,0.019145,0.00686912,0.00949101,0.0284389,0.00409807,0,0,0,0,0,0,0,0.0110617
74,0.0155151,0.0281222,0.0149519,0.0119493,0.00739581,0,0,0.0253793,0,0.0238064,0.0138652,0.043832,0.0152496,0.0159209,0.00931417,0.0210915,0.0166528,0.00890588,0.00946252,0.00952771,0.0487191,0.015029,0.0149336,0.0134219,0.0130319,0.0168042,0.0207193,0.0107507,0.00785656,0.0376232,0.0169256,0.0134043,0.0108213,0.00987874,0,0,0.0373675,0,0.0186747,0.024099,0.0587512,0.0249492,0.0222793,0.0087316,0.0158816,0.0184438,0.0133953,0.0572251,0.0124409,0.0203697,0.0138838,0.0212718,0.00358816,0.019669,0.0493245,0.0189235,0.00693353,0.0095493,0.0285999,0.00410541,0,0,0,0,0,0,0,0.0119512
75,0.0155917,0.0282757,0.016151,0.0119697,0.0070943,0,0,0.0247663,0,0.0237422,0.0134922,0.043666,0.01623,0.0161965,0.0098016,0.0211869,0.0167092,0.00895912,0.00997056,0.0101216,0.0485294,0.0151824,0.0150482,0.0136215,0.0135594,0.0179486,0.0204006,0.0107977,0.00772066,0.0396852,0.0168884,0.0136698,0.0106519,0.0103954,0,0,0.0371503,0,0.0186333,0.0239346,0.0586737,0.0267358,0.0221859,0.00862091,0.0164222,0.0187609,0.0127312,0.0569213,0.0121519,0.0195988,0.0145095,0.0210677,0.00335725,0.0205006,0.0520796,0.0185653,0.0069356,0.00956299,0.028701,0.00414631,0,0,0,0,0,0,0,0.0128545
76,0.0156259,0.0283814,0.0174782,0.0119632,0.00675377,0,0,0.024079,0,0.0236982,0.0131701,0.0434907,0.017429,0.0164227,0.0105061,0.0212876,0.0167046,0.00892704,0.010455,0.0107159,0.0483126,0.0153427,0.015086,0.0137883,0.0140667,0.019128,0.0201397,0.0108625,0.00755324,0.0412844,0.0168604,0.0137863,0.0104947,0.0109251,0,0,0.036923,0,0.0186028,0.0237901,0.0586552,0.0280433,0.0220826,0.00861221,0.0168903,0.0191122,0.0120848,0.0566635,0.0118392,0.0188116,0.0150379,0.0207936,0.00321637,0.021191,0.0542481,0.0181854,0.0069242,0.0096319,0.0288717,0.00437628,0,0,0,0,0,0,0,0.0137827
77,0.0156944,0.0285192,0.0189738,0.011959,0.00640925,0,0,0.0232943,0,0.0236735,0.0128191,0.0432751,0.0181004,0.0166342,0.0113098,0.0214094,0.0166581,0.00879731,0.0109131,0.0112843,0.0480809,0.0155355,0.0151871,0.0139845,0.0145017,0.020452,0.0198122,0.010938,0.0073832,0.0426224,0.0168532,0.0139681,0.0103446,0.0113541,0,0,0.0367857,0,0.0186047,0.0237272,0.0586334,0.0291321,0.0219566,0.00862177,0.0173097,0.0194976,0.0114116,0.0564423,0.0114572,0.0180064,0.0152485,0.0203965,0.00309453,0.0215131,0.0561224,0.0178122,0.00686737,0.00969819,0.0289893,0.00467195,0,0,0,0,0,0,0,0.0147174
78,0.0158293,0.0287154,0.0206492,0.0119464,0.00598396,0,0,0.0227526,0,0.0236513,0.0126106,0.0430195,0.0184402,0.0168143,0.0122159,0.0215839,0.0166024,0.00867331,0.0113389,0.0118891,0.0477947,0.0156805,0.0153623,0.0142266,0.0149209,0.0221077,0.0195194,0.0110207,0.00732515,0.0437665,0.0168113,0.0140674,0.0102475,0.0116511,0,0,0.036718,0,0.0185913,0.0237632,0.0584602,0.0300827,0.0218757,0.0086789,0.0177302,0.0198857,0.0107482,0.0561277,0.0110749,0.0171412,0.0150877,0.0199278,0.0028969,0.0214903,0.057741,0.0174494,0.00689419,0.00981671,0.0291711,0.00496069,0,0,0,0,0,0,0,0.0156839
79,0.0158988,0.0289085,0.0224222,0.0119288,0.00534741,0,0,0.0221757,0,0.0236273,0.012447,0.042848,0.0187082,0.0169804,0.0132082,0.0218238,0.0165556,0.00863514,0.0119057,0.0125146,0.0474804,0.0158737,0.0155045,0.0144956,0.0153318,0.0239549,0.0192192,0.0110894,0.00728604,0.0443891,0.0167707,0.0139274,0.0101739,0.0118945,0,0,0.0366403,0,0.0185897,0.0238222,0.0582406,0.0308878,0.0218796,0.00878023,0.018173,0.0203246,0.0102088,0.0558006,0.0107199,0.0163125,0.0147058,0.0194404,0.00274642,0.0212275,0.0586027,0.0170907,0.00693368,0.00994355,0.0294841,0.00539284,0,0,0,0,0,0,0,0.016711
80,0.0158941,0.0291141,0.0242409,0.011941,0.0047921,0,0,0.0217201,0,0.0236102,0.0122497,0.0428202,0.0191249,0.0171397,0.0142264,0.0221172,0.0165188,0.00866556,0.0126382,0.0130479,0.04706,0.0160542,0.0155371,0.0146458,0.0157091,0.0259268,0.0188593,0.0111512,0.00724896,0.0444008,0.0167493,0.013975,0.0101484,0.0121016,0,0,0.0365549,0,0.0185963,0.0238623,0.0579837,0.0313486,0.0218484,0.00895221,0.0186704,0.0207811,0.00972598,0.0555581,0.0103376,0.0155518,0.0142466,0.0189615,0.002723,0.020937,0.0588996,0.0167628,0.00689477,0.0100291,0.0298084,0.00585004,0,0,0,0,0,0,0,0.0177119
81,0.0158591,0.0292581,0.02599,0.0119518,0.00412707,0,0,0.0210563,0,0.0235886,0.0119174,0.0427284,0.0197956,0.0171935,0.0152348,0.0223789,0.0164046,0.00875607,0.0133492,0.0136913,0.0466701,0.0162065,0.0156101,0.0148281,0.0160615,0.0279669,0.0183405,0.0112075,0.00715104,0.0442052,0.016712,0.0144286,0.0101021,0.0123724,0,0,0.0365573,0,0.0186397,0.0239754,0.0577605,0.0313997,0.0217859,0.00900475,0.0190673,0.0212805,0.0091594,0.0553895,0.00986441,0.0146825,0.0138245,0.0183013,0.00253507,0.0205512,0.0585492,0.016473,0.0068632,0.0101907,0.029997,0.00628729,0,0,0,0,0,0,0,0.0186873
82,0.015885,0.0294365,0.0278212,0.0119924,0.00364705,0,0,0.0203111,0,0.0235753,0.0116165,0.0425708,0.0201662,0.0172284,0.0160547,0.0225771,0.0162299,0.00902537,0.0139167,0.0144012,0.0463715,0.0163156,0.0156972,0.0150022,0.0163713,0.0301025,0.0177863,0.0112762,0.00704359,0.0436018,0.0166557,0.0148688,0.0101029,0.0126547,0,0,0.0365933,0,0.0186568,0.0241206,0.0574533,0.0314957,0.0216562,0.00884284,0.0193125,0.0217752,0.0084798,0.0551898,0.00927899,0.0136268,0.013405,0.0174339,0.00257477,0.0201205,0.0577049,0.0162224,0.00682363,0.0103272,0.0301671,0.00652786,0,0,0,0,0,0,0,0.0196181
83,0.0159903,0.0295881,0.0296624,0.0120422,0.00303638,0,0,0.0196227,0,0.0235562,0.0113961,0.0423643,0.0204692,0.017383,0.016888,0.0227279,0.0160949,0.00942342,0.0144256,0.0151259,0.0462601,0.0164316,0.0157833,0.015217,0.0166551,0.0321607,0.0173479,0.0113388,0.00691685,0.0427626,0.0166014,0.0153284,0.00996406,0.0129904,0,0,0.0366657,0,0.0186695,0.0242447,0.0569319,0.0315189,0.0215739,0.00855721,0.0194459,0.0222664,0.00775613,0.0548506,0.00866259,0.0124682,0.0128061,0.0166207,0.00287533,0.0193483,0.0566106,0.0160215,0.00676727,0.0103942,0.0303354,0.00665094,0,0,0,0,0,0,0,0.0205171
84,0.0161443,0.029733,0.0314126,0.0121377,0.00257845,0,0,0.0191238,0,0.0235517,0.0112937,0.0420864,0.0206228,0.0174486,0.0176794,0.0228348,0.0159994,0.00984498,0.0150322,0.0159547,0.0462407,0.0165001,0.0158429,0.0154101,0.0169008,0.0340441,0.0170129,0.0113828,0.00689721,0.0416648,0.0165857,0.0160116,0.00984725,0.0132778,0,0,0.0368331,0,0.0187347,0.0243615,0.0567139,0.031078,0.0215544,0.00836838,0.0195517,0.0227589,0.00720484,0.0546676,0.00807003,0.0111665,0.0120149,0.0159042,0.00352058,0.0180842,0.054889,0.0158715,0.00679087,0.0104221,0.0304999,0.00659139,0,0,0,0,0,0,0,0.0213373
85,0.0162943,0.0298803,0.0332266,0.0122053,0.00236623,0,0,0.0186284,0,0.0234965,0.011218,0.0417395,0.0208247,0.0174664,0.0183013,0.0229472,0.0158994,0.0105109,0.0154812,0.0166924,0.046244,0.0165706,0.0159977,0.0156196,0.01704,0.0358995,0.0166449,0.0114107,0.00692159,0.0399612,0.0166042,0.0168144,0.00983828,0.0135202,0,0,0.0370539,0,0.0188315,0.024457,0.0566947,0.0305547,0.021509,0.00825598,0.0195925,0.0232245,0.00668701,0.0547013,0.00743231,0.00976718,0.0112226,0.0151316,0.00429558,0.0167555,0.0520983,0.0157378,0.00697211,0.0103926,0.0306449,0.00638672,0,0,0,0,0,0,0,0.0221117
86,0.0164394,0.0300499,0.035133,0.0121941,0.00227251,0,0,0.0180516,0,0.023409,0.011138,0.0414508,0.0206145,0.0174516,0.0187599,0.0230536,0.0157953,0.0112934,0.015784,0.0172188,0.0462805,0.016629,0.0161183,0.0157641,0.0171419,0.0380309,0.0162877,0.0114399,0.00692992,0.0378866,0.0165469,0.01764,0.00987231,0.013763,0,0,0.0373522,0,0.0188964,0.0246087,0.0566659,0.0299578,0.0213724,0.00814731,0.0194974,0.0236429,0.00612737,0.054807,0.00673991,0.00821694,0.0103933,0.0143731,0.00491823,0.0152027,0.0486255,0.0156652,0.0072628,0.0103803,0.0307705,0.00613221,0,0,0,0,0,0,0,0.0228649
87,0.0164848,0.0301951,0.0370267,0.0121731,0.00203998,0,0,0.0175536,0,0.0233837,0.0111285,0.0412171,0.0206632,0.0173379,0.0191282,0.0231149,0.0157483,0.0118959,0.0160425,0.0175435,0.0462903,0.016658,0.0161851,0.0157698,0.017212,0.0403811,0.0159783,0.0114873,0.00695129,0.0356051,0.0164211,0.0186024,0.00980445,0.0139591,0,0,0.0377358,0,0.0189495,0.0248134,0.0564953,0.0292702,0.0211872,0.0081792,0.0192193,0.0239827,0.00560513,0.0549043,0.00611005,0.00658285,0.00939715,0.0138279,0.00542868,0.0131855,0.0447968,0.0157078,0.0074588,0.0104432,0.0308879,0.00583961,0,0,0,0,0,0,0,0.0235649
88,0.0164781,0.030357,0.0384696,0.0121871,0.00194866,0,0,0.0171071,0,0.0233975,0.0111265,0.0413975,0.0208273,0.0175032,0.0194679,0.0233396,0.0157177,0.0122836,0.0162241,0.0180642,0.0458392,0.0163087,0.0158789,0.0155363,0.0169895,0.0419955,0.0156285,0.0115283,0.00702835,0.0333172,0.0163115,0.0195694,0.0100564,0.014013,0,0,0.0381286,0,0.0190411,0.024999,0.0561353,0.0289064,0.0209554,0.00850582,0.0190973,0.0242651,0.00534979,0.0551399,0.00587353,0.00536983,0.00863103,0.0134741,0.00606759,0.0114326,0.0409089,0.0157569,0.00769914,0.0104629,0.031085,0.00545224,0,0,0,0,0,0,0,0.024062
89,0.0165024,0.030614,0.0400343,0.0121381,0.00196698,0,0,0.0168288,0,0.023389,0.0112022,0.0415723,0.0208938,0.0176972,0.0197449,0.0236202,0.0157655,0.0124689,0.0161077,0.0184886,0.0453887,0.0159281,0.0155692,0.0153564,0.0167887,0.0436941,0.0153706,0.0115603,0.00714217,0.0310681,0.0161696,0.0204032,0.0103693,0.0140307,0,0,0.038701,0,0.01919,0.0252976,0.0557919,0.028469,0.0208109,0.00915795,0.0191551,0.02458,0.00554903,0.055448,0.00636098,0.00520485,0.00802282,0.0132672,0.00649434,0.00987064,0.0367379,0.0159001,0.00797798,0.0105435,0.0314541,0.00500145,0,0,0,0,0,0,0,0.0245527
90,0.0165311,0.0309423,0.0416832,0.0120339,0.00200335,0,0,0.0166898,0,0.0233788,0.0113467,0.0417578,0.0209002,0.0178562,0.0199309,0.0239506,0.0159454,0.0126135,0.016075,0.0186411,0.0448674,0.0155632,0.015241,0.0151747,0.0166788,0.0454737,0.0152688,0.0115862,0.00730583,0.0292248,0.0160348,0.0209046,0.0106413,0.0140512,0,0,0.0393516,0,0.0194049,0.02564,0.0554199,0.0277835,0.0206869,0.0101656,0.01935,0.0249177,0.00634174,0.0557343,0.00763987,0.00648436,0.00759076,0.0132415,0.00668687,0.00854359,0.0329122,0.0161171,0.0082634,0.0106619,0.0319451,0.00456503,0,0,0,0,0,0,0,0.0250917
91,0.0165681,0.0313011,0.0431224,0.0118991,0.00192616,0,0,0.0166114,0,0.0234598,0.0114816,0.0419008,0.0210156,0.0178132,0.0201672,0.0242689,0.0162505,0.0128833,0.0161065,0.0187196,0.044315,0.0152111,0.0148619,0.0149636,0.0164261,0.0469738,0.0152051,0.011654,0.00746699,0.0283926,0.0158212,0.021087,0.010815,0.0140789,0,0,0.040105,0,0.0196318,0.026031,0.0550693,0.0269377,0.0205989,0.011562,0.0195276,0.0253076,0.00779861,0.0560364,0.00963249,0.00902042,0.00749204,0.0134012,0.00669916,0.00797964,0.0299164,0.016432,0.00855837,0.0108467,0.0325261,0.00419158,0,0,0,0,0,0,0,0.0256754
92,0.0166601,0.0316834,0.044327,0.0117078,0.00171069,0,0,0.0166335,0,0.0235792,0.0116318,0.0419942,0.0210801,0.0176137,0.0204108,0.0245566,0.0166157,0.0131195,0.0160354,0.0189575,0.0437544,0.0148489,0.0145065,0.0147339,0.0160143,0.0481943,0.0151562,0.0117606,0.00760331,0.0289472,0.0155467,0.0212444,0.0108792,0.0141211,0,0,0.0409021,0,0.0198658,0.0264382,0.05474,0.0258528,0.0205803,0.0131955,0.0196625,0.0257615,0.00989177,0.0563469,0.0122005,0.0123535,0.00772827,0.0136033,0.00661594,0.00817,0.028108,0.0167508,0.00855021,0.0111187,0.0330936,0.00393871,0,0,0,0,0,0,0,0.0261983
93,0.0167453,0.0320706,0.045309,0.0114668,0.00151298,0,0,0.0167341,0,0.0236247,0.0118089,0.0420575,0.021002,0.0173327,0.0205187,0.0248361,0.0170319,0.013377,0.0159181,0.0190015,0.0431812,0.0145072,0.0141876,0.0144685,0.015588,0.0491535,0.0152154,0.0118367,0.00776445,0.0305749,0.0152675,0.0213373,0.0108102,0.0142191,0,0,0.0416321,0,0.0201034,0.0267854,0.0544303,0.0245803,0.020718,0.0148462,0.0197387,0.0262501,0.0124056,0.0565593,0.0150302,0.0160302,0.00822083,0.0138014,0.00658012,0.00887629,0.028069,0.0170289,0.00847648,0.0114335,0.0336129,0.00392829,0,0,0,0,0,0,0,0.0264374
94,0.0168556,0.0324301,0.0461408,0.011221,0.00142917,0,0,0.016989,0,0.0236884,0.0120519,0.0421655,0.0209903,0.0170041,0.0203658,0.0251666,0.0175036,0.0136225,0.0157574,0.019076,0.0425943,0.0141514,0.013964,0.0142439,0.0151469,0.0500008,0.0153744,0.0119002,0.00799852,0.0328164,0.0149741,0.0211066,0.0106912,0.0143298,0,0,0.0424171,0,0.020383,0.0271983,0.0541043,0.0233164,0.0208627,0.0164303,0.0198,0.0267013,0.0151011,0.0567813,0.018005,0.0196573,0.00890057,0.0140609,0.00650414,0.00981575,0.029667,0.0173949,0.00848473,0.0117439,0.0341896,0.00412968,0,0,0,0,0,0,0,0.0265956
95,0.0171376,0.0327693,0.0467783,0.0110009,0.00143767,0,0,0.0173296,0,0.0237856,0.0123109,0.0422855,0.0210434,0.0166604,0.0198996,0.0254288,0.0180275,0.0137706,0.0153182,0.0191598,0.0420279,0.0138521,0.0138796,0.0140866,0.0147115,0.0507561,0.0155734,0.0119413,0.00834639,0.0356349,0.014677,0.0209588,0.0105021,0.0144404,0,0,0.0430643,0,0.0206613,0.0275559,0.0537346,0.0222052,0.0210354,0.0176586,0.0198359,0.0271362,0.0177137,0.0570624,0.0209606,0.022897,0.00982363,0.014411,0.00621927,0.0108302,0.0324437,0.0177524,0.00846997,0.0120711,0.0347647,0.00445001,0,0,0,0,0,0,0,0.0266365
96,0.0174663,0.033081,0.0470769,0.0107771,0.00166434,0,0,0.0176151,0,0.0238987,0.0125588,0.0424744,0.0211438,0.0164506,0.0192536,0.0256352,0.0185308,0.0138331,0.014648,0.018815,0.0413585,0.0134419,0.0136629,0.0138477,0.0141827,0.0511553,0.0157601,0.0120077,0.00857241,0.0400487,0.0144153,0.0232085,0.0104137,0.0144581,0,0,0.0436572,0,0.0209676,0.0278539,0.0533525,0.0242693,0.0210551,0.0184432,0.0199201,0.0274203,0.0199925,0.0574185,0.023619,0.0255652,0.0108232,0.0144734,0.00705387,0.0120015,0.0371588,0.0181499,0.00838923,0.0124238,0.0352312,0.00471841,0,0,0,0,0,0,0,0.026473
97,0.0177037,0.033445,0.0472708,0.0105576,0.00199404,0,0,0.0180762,0,0.0239877,0.0128788,0.042549,0.0210663,0.016346,0.0184295,0.0258586,0.019082,0.0136483,0.0138957,0.018115,0.0407329,0.0130679,0.013424,0.013613,0.0136868,0.0514425,0.0160618,0.0120542,0.00875304,0.0460719,0.0141971,0.028237,0.0103126,0.0144285,0,0,0.0442907,0,0.0212981,0.0280694,0.0530561,0.0298217,0.0210723,0.0189547,0.0200632,0.0276694,0.0217093,0.0576444,0.0254829,0.027761,0.0118375,0.0143016,0.00944632,0.0135818,0.0433651,0.018433,0.00820782,0.0127141,0.0356393,0.00499905,0,0,0,0,0,0,0,0.0260665
98,0.0176494,0.0336458,0.0473141,0.0103969,0.00239716,0,0,0.0186187,0,0.0240547,0.0131102,0.0424631,0.0207394,0.0163372,0.017409,0.0258879,0.0195948,0.0133012,0.0130813,0.0173153,0.0401877,0.012803,0.013429,0.0134302,0.0132202,0.0515819,0.0163685,0.0120405,0.00892602,0.0481519,0.0139801,0.0298662,0.010032,0.0144344,0,0,0.0445561,0,0.0215627,0.0280545,0.0529661,0.0316509,0.0211359,0.0187038,0.0200107,0.0277952,0.0222867,0.0575718,0.025609,0.0284149,0.0118873,0.0142824,0.0100979,0.0135826,0.0454987,0.0185688,0.00800029,0.0129268,0.0358817,0.00529913,0,0,0,0,0,0,0,0.0254601
99,0.0174228,0.0337236,0.0470598,0.0102713,0.00225601,0,0,0.0192285,0,0.0241218,0.0133356,0.0422203,0.0203772,0.0163866,0.0162471,0.0257487,0.0200938,0.0127404,0.0121907,0.0162313,0.0397921,0.0127147,0.0135159,0.0132474,0.0127472,0.0515605,0.0168253,0.0120054,0.00908703,0.045931,0.0137811,0.0278501,0.00960392,0.0144831,0,0,0.0446304,0,0.021818,0.0279527,0.0531144,0.0296769,0.0211905,0.0178946,0.0199119,0.0278765,0.021625,0.0571512,0.0243214,0.0274304,0.0112264,0.0141522,0.00901411,0.0123461,0.043279,0.0186069,0.0077701,0.0131273,0.0359824,0.00558849,0,0,0,0,0,0,0,0.0246141
100,0.0174895,0.0336938,0.0465831,0.0101361,0.00206616,0,0,0.0198756,0,0.0241619,0.0135648,0.0419577,0.0200602,0.0165248,0.0149709,0.0255065,0.0205539,0.0119459,0.0110816,0.0148856,0.0396549,0.0127159,0.0136425,0.0130631,0.0122412,0.0514839,0.0172987,0.0120037,0.00914245,0.040294,0.0136067,0.0231477,0.009054,0.0144552,0,0,0.04463,0,0.0220368,0.0278083,0.0535643,0.0245501,0.0213448,0.0165407,0.0198819,0.0278201,0.0199416,0.056442,0.0221063,0.025124,0.00994802,0.0142592,0.00658271,0.0103979,0.037521,0.0185321,0.00753081,0.0132644,0.0359247,0.00590164,0,0,0,0,0,0,0,0.0236356
101,0.0177068,0.033472,0.0458661,0.0100666,0.00187802,0,0,0.0204088,0,0.0241588,0.0137259,0.041687,0.0196989,0.0167128,0.0134852,0.0250906,0.0208731,0.0110946,0.009818,0.0136929,0.0398301,0.0128164,0.0137616,0.0129351,0.0118495,0.0512149,0.0177341,0.0119858,0.00903486,0.0349443,0.0134984,0.0199587,0.00833647,0.0143557,0,0,0.0444895,0,0.0221701,0.0275382,0.0543177,0.0205603,0.0216807,0.0152121,0.0199034,0.0275254,0.0178871,0.0557124,0.0197334,0.0224734,0.00887654,0.0144277,0.00526645,0.00914394,0.0323848,0.0182936,0.0072588,0.0132941,0.0356333,0.00622585,0,0,0,0,0,0,0,0.0226667
102,0.0177896,0.0332395,0.0444665,0.0100927,0.00171331,0,0,0.0207992,0,0.0241788,0.0137928,0.0413299,0.0193747,0.0170375,0.0118091,0.0247839,0.0210218,0.0101597,0.00852989,0.0123595,0.0401723,0.0130103,0.013917,0.0128405,0.0115558,0.0504022,0.0180119,0.0119142,0.00901266,0.0317405,0.0134745,0.0193865,0.00773709,0.014155,0,0,0.0441469,0,0.0222468,0.0270732,0.0549356,0.0196812,0.0219864,0.0143183,0.0202094,0.0271049,0.0158874,0.0549127,0.0175512,0.0200009,0.00844864,0.0140785,0.00579828,0.00912543,0.0296926,0.0179079,0.00701346,0.0132188,0.0353119,0.00632053,0,0,0,0,0,0,0,0.0214448
103,0.0176764,0.033002,0.0424791,0.0101683,0.00164353,0,0,0.021099,0,0.02418,0.0137469,0.0408754,0.0193171,0.017304,0.0100997,0.0244724,0.021042,0.00915154,0.00724224,0.0108181,0.0405966,0.01317,0.0139313,0.0127265,0.0112513,0.049147,0.0181903,0.0118397,0.00901969,0.0291421,0.0135079,0.0187801,0.00726465,0.0139474,0,0,0.0437381,0,0.0222634,0.026576,0.0553352,0.0194619,0.0222789,0.0137287,0.0205077,0.0266164,0.0139961,0.0542273,0.0154281,0.0175337,0.00806692,0.0138595,0.0063075,0.00922925,0.0275608,0.0174779,0.00684974,0.0129937,0.0349332,0.00620321,0,0,0,0,0,0,0,0.0200455
104,0.0174825,0.0327912,0.0398342,0.0101673,0.00171385,0,0,0.0216131,0,0.0240762,0.0138015,0.0403305,0.0197127,0.017438,0.00835557,0.0241414,0.0210728,0.00817726,0.00608218,0.00893514,0.0411723,0.0131857,0.0137476,0.0126659,0.0109494,0.0472588,0.0185459,0.0117581,0.00906967,0.0269735,0.0135635,0.0188294,0.00680301,0.013817,0,0,0.0434117,0,0.0222463,0.0261877,0.0555161,0.0193469,0.0226428,0.0134536,0.0207566,0.0260934,0.0123856,0.0538755,0.0137588,0.0153279,0.0072268,0.0142868,0.00625146,0.00898081,0.0261068,0.0171696,0.00688549,0.0127703,0.0346007,0.00608534,0,0,0,0,0,0,0,0.0186468
105,0.0173863,0.0325224,0.0364351,0.0100965,0.00193919,0,0,0.0225258,0,0.0240165,0.014024,0.0396811,0.0205077,0.0175446,0.00660709,0.0237645,0.0212162,0.00734634,0.00521769,0.00692386,0.0419127,0.0130262,0.013298,0.0126343,0.010639,0.0444989,0.0192204,0.0116709,0.00918691,0.0238896,0.013628,0.0189905,0.00623339,0.0135781,0,0,0.0433005,0,0.0222841,0.0260185,0.0555068,0.0177281,0.0231784,0.0134879,0.0208858,0.0254664,0.0112033,0.054019,0.0133025,0.0139181,0.00551506,0.0153662,0.00601323,0.00797563,0.0240281,0.017245,0.00713777,0.0126198,0.0343118,0.00609173,0,0,0,0,0,0,0,0.0174803
106,0.0171214,0.0321504,0.0323376,0.0100053,0.0022279,0,0,0.0238017,0,0.0240893,0.0143979,0.0390901,0.0215833,0.0178057,0.00507397,0.0233688,0.0214902,0.0068128,0.0049146,0.00496995,0.0428772,0.0128055,0.0128777,0.0127255,0.0103843,0.040961,0.0203086,0.0116006,0.00935584,0.0191217,0.013671,0.0171608,0.00562084,0.0131405,0,0,0.0434199,0,0.0223434,0.0260826,0.0556133,0.0142513,0.0238055,0.013285,0.0208166,0.0247389,0.0105799,0.0542241,0.0142087,0.0136537,0.00391059,0.0162231,0.00647317,0.00709187,0.020034,0.0177076,0.00761718,0.0126153,0.0340173,0.0061084,0,0,0,0,0,0,0,0.0168602
107,0.0167175,0.031553,0.0276411,0.00990688,0.0026585,0,0,0.0252973,0,0.0242015,0.0148708,0.0386799,0.0227081,0.0182439,0.00435706,0.0229157,0.021839,0.00671315,0.00542554,0.00384796,0.0441148,0.0125916,0.0125316,0.0129967,0.0102092,0.0367375,0.0215391,0.0115146,0.00959734,0.0144311,0.0136955,0.014157,0.00500954,0.0126208,0,0,0.0436084,0,0.0223838,0.0262808,0.0560827,0.0106375,0.02436,0.0120691,0.0204873,0.0239219,0.010523,0.0539557,0.0154361,0.0142143,0.00418357,0.0163894,0.00735646,0.00764964,0.0158705,0.0183674,0.00805502,0.0126726,0.033561,0.0059676,0,0,0,0,0,0,0,0.0169484
108,0.0163306,0.0306783,0.0224427,0.00979154,0.0031574,0,0,0.0266935,0,0.0243407,0.0152907,0.0384859,0.0237865,0.018696,0.00507221,0.0223954,0.0220944,0.0070093,0.00651704,0.00488627,0.0456539,0.0124267,0.0123919,0.0134303,0.0100723,0.0315587,0.0226735,0.0114316,0.00979229,0.0119402,0.0137202,0.0118051,0.00458673,0.0122202,0,0,0.0437327,0,0.0223958,0.026565,0.0569561,0.00774859,0.0247894,0.0102097,0.0200767,0.0230116,0.0106021,0.0531725,0.0158116,0.0146079,0.0054299,0.0159458,0.00791317,0.00851958,0.0140929,0.0190257,0.00847126,0.0126976,0.0328274,0.0058213,0,0,0,0,0,0,0,0.0179813
109,0.016004,0.029668,0.0163958,0.00963975,0.00375304,0,0,0.0276456,0,0.0244412,0.0155276,0.0383148,0.0247128,0.0192092,0.00701938,0.0219644,0.0220899,0.00757277,0.00782147,0.00721058,0.0475469,0.0123898,0.0129342,0.0140218,0.00998051,0.0253639,0.0233165,0.0113662,0.00984392,0.0118576,0.0137397,0.00958309,0.00439072,0.0119842,0,0,0.0436295,0,0.0223117,0.0267076,0.0577785,0.00579069,0.0250225,0.00870848,0.0197883,0.0220186,0.00996673,0.0521663,0.0147037,0.0139354,0.00612495,0.0149196,0.00773985,0.00842355,0.014847,0.0194555,0.00885026,0.012638,0.0317956,0.006077,0,0,0,0,0,0,0,0.0199786
