Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LILC,LTHIP
72,0.00111449,0.000972756,0.0822542,0.0163073,0.0480717,0.00570768,0,0,0.00560941,0,0.0227004,0.002801,0.0381372,0.035963,0.020872,0.00254309,0.00251034,0.0162007,0.0136851,0.026528,0.0181309,0.0260764,0.0207911,0.0275122,0.0902319,0.00615271,0.00903966,0.00201252,0.0143301,0.0212966,0.0167585,0.00587668,0.0025121,0,0,0.00524522,0,0.0186942,0.00389853,0.0678306,0.023458,0.0265336,0.0189363,0.00622954,0.0024647,0.00841843,0.0467778,0.014257,0.0111948,0.0182839,0.0119749,0.00772345,0.0181532,0.0116388,0.0035097,0.00189405,0.00175405,0.00219475,0.00284158,0,0,0,0,0,0,0,0.0250914,0.0640751
73,0.000835133,0.000924236,0.081254,0.0162638,0.0475997,0.0052408,0,0,0.00589583,0,0.0227005,0.0027647,0.0386464,0.0362593,0.0186659,0.00272497,0.00269867,0.0141733,0.0114076,0.0246458,0.0189708,0.027504,0.0206294,0.0277207,0.0895155,0.0063988,0.00905307,0.0019006,0.0138018,0.0213066,0.0150478,0.00582385,0.00267797,0,0,0.0047851,0,0.0186153,0.00409528,0.0672271,0.0217308,0.0264499,0.0167875,0.00564046,0.00222892,0.00783809,0.0470741,0.0127854,0.0103829,0.0170158,0.0119552,0.0068568,0.016999,0.0119178,0.00313544,0.00268893,0.00185382,0.00225755,0.00310757,0,0,0,0,0,0,0,0.0243189,0.0631415
74,0.000631696,0.000926156,0.0802091,0.0162754,0.0465518,0.00456053,0,0,0.0058062,0,0.0226965,0.00272181,0.0388918,0.0359727,0.0162554,0.00307572,0.00297459,0.0121881,0.00910473,0.0225317,0.0195785,0.0286053,0.0202999,0.0277786,0.088341,0.00627192,0.00904573,0.00188009,0.0146506,0.0213354,0.0105725,0.00573765,0.00280628,0,0,0.00415052,0,0.0186257,0.00419724,0.0656467,0.0199415,0.0261683,0.00856251,0.00501806,0.00192058,0.00503923,0.0481449,0.00563646,0.00765608,0.0140859,0.0135147,0.00615712,0.0161933,0.0151613,0.00276017,0.00348573,0.00199506,0.00240564,0.00336574,0,0,0,0,0,0,0,0.0235619,0.0620342
75,0.000576039,0.000845465,0.0785325,0.0162433,0.0452448,0.00430267,0,0,0.00570183,0,0.0226824,0.00258468,0.0393758,0.0351699,0.0142661,0.00301237,0.00298028,0.0105213,0.00743188,0.0206409,0.0198722,0.0292045,0.019945,0.0277695,0.0868088,0.00613301,0.00905636,0.00179979,0.0167681,0.0213652,0.00836483,0.00556701,0.00288556,0,0,0.00363172,0,0.0186047,0.00407051,0.0649512,0.0212759,0.0261128,0.00474546,0.00479326,0.00164171,0.00388614,0.04914,0.00285004,0.00821225,0.0136825,0.0141402,0.00683215,0.0175172,0.0190915,0.00248401,0.00392956,0.00207308,0.00227756,0.00344612,0,0,0,0,0,0,0,0.023075,0.0609039
76,0.000629246,0.000753757,0.0759734,0.0161766,0.0437861,0.00400281,0,0,0.00558857,0,0.022717,0.00246364,0.0399905,0.0340151,0.0127018,0.00285468,0.00289759,0.00875518,0.00635183,0.0189133,0.0198975,0.029348,0.0195065,0.0276831,0.0851145,0.00599634,0.0090936,0.00173639,0.0191673,0.0213598,0.00756043,0.00535744,0.00294937,0,0,0.00324649,0,0.0185905,0.00400676,0.0643869,0.0231744,0.0259973,0.00437619,0.00487604,0.00139198,0.00355791,0.050005,0.00395663,0.00969474,0.0139191,0.0144926,0.00775604,0.0192505,0.0228271,0.00227386,0.003864,0.00212386,0.00211895,0.00331017,0,0,0,0,0,0,0,0.0226647,0.0598329
77,0.000742461,0.000643966,0.0730364,0.0161173,0.0419457,0.00369729,0,0,0.00554378,0,0.0227926,0.00239036,0.0405783,0.0324487,0.0115522,0.00269126,0.00283429,0.00730214,0.00574035,0.0174179,0.0196741,0.0290484,0.0189087,0.0275156,0.0830005,0.00586859,0.00917635,0.00168,0.0221729,0.0213484,0.00792875,0.00520228,0.00303172,0,0,0.00298002,0,0.0185575,0.00410935,0.0636499,0.02561,0.0256052,0.00694747,0.00526595,0.001214,0.00379033,0.0509172,0.00683348,0.0117208,0.014277,0.0148919,0.00878878,0.0212281,0.0267339,0.00209915,0.00388492,0.00216963,0.00206179,0.00296158,0,0,0,0,0,0,0,0.0222383,0.0587752
78,0.000889081,0.000564628,0.0701886,0.0160864,0.0395296,0.00344115,0,0,0.00481194,0,0.0228272,0.00212878,0.041195,0.0305694,0.0106702,0.00264379,0.00272811,0.00602931,0.00546134,0.0160949,0.019283,0.0282856,0.0180793,0.0272525,0.0804279,0.00547041,0.00924453,0.00159033,0.0243269,0.0212989,0.00905352,0.00511271,0.00306306,0,0,0.00310833,0,0.0184771,0.00420424,0.0632494,0.0280723,0.025344,0.00901608,0.00546218,0.00118924,0.00451709,0.0513598,0.00857477,0.0134466,0.0151888,0.014825,0.00990851,0.0231424,0.0298687,0.00211908,0.00361683,0.0022122,0.00197765,0.00254409,0,0,0,0,0,0,0,0.0220969,0.0577131
79,0.00106493,0.000491125,0.0673125,0.0161155,0.0366558,0.00298389,0,0,0.0048409,0,0.0228483,0.00209367,0.0418758,0.0281336,0.0103739,0.0025633,0.00261079,0.00505238,0.00531959,0.0151674,0.0185407,0.0268181,0.0168724,0.0268454,0.0773818,0.00556117,0.00930431,0.00152009,0.025718,0.0213008,0.00940613,0.00496995,0.00302345,0,0,0.0026506,0,0.0183711,0.00377619,0.0631282,0.0289273,0.0254115,0.0100467,0.00547606,0.00104668,0.00518942,0.0513791,0.00925597,0.0143822,0.0158805,0.0146215,0.0104676,0.0239932,0.0317716,0.00171228,0.00329955,0.00216423,0.0017694,0.00211979,0,0,0,0,0,0,0,0.0219681,0.0566707
80,0.00125837,0.000486292,0.0634957,0.016077,0.0335268,0.00191729,0,0,0.00476289,0,0.022947,0.00198201,0.0424334,0.0254206,0.0104539,0.0025845,0.00241025,0.00422035,0.00547884,0.0145634,0.0178345,0.0252496,0.015777,0.0266075,0.0740781,0.00553277,0.00935051,0.00141472,0.0270376,0.0211848,0.0099656,0.0048035,0.00298301,0,0,0.00239871,0,0.0184536,0.00325955,0.0631266,0.0299362,0.0253215,0.0109724,0.0053363,0.000886445,0.00593749,0.0512896,0.00980142,0.0154731,0.0166365,0.0143655,0.0111134,0.0250307,0.0339148,0.00147111,0.00293163,0.00203117,0.00156877,0.00189869,0,0,0,0,0,0,0,0.021639,0.0556479
81,0.00143913,0.00050029,0.0602909,0.0160295,0.030874,0.00160507,0,0,0.00481308,0,0.0229611,0.00193858,0.0430115,0.0233195,0.0109006,0.00268162,0.00236687,0.00354392,0.00565908,0.0141689,0.0169012,0.0235396,0.0147288,0.026156,0.0710811,0.00556792,0.00937063,0.00133251,0.0282984,0.0210802,0.0105094,0.00472872,0.00296006,0,0,0.00241905,0,0.0184431,0.00272281,0.0631503,0.0308403,0.0252583,0.0117526,0.00524247,0.000801242,0.00663156,0.0511792,0.0101843,0.0164544,0.0174394,0.0140551,0.011767,0.025996,0.0361119,0.0015948,0.00239034,0.00190658,0.00147386,0.0017812,0,0,0,0,0,0,0,0.021233,0.0546132
82,0.00153877,0.000466022,0.0583267,0.0160559,0.0303557,0.00175026,0,0,0.00493548,0,0.0229716,0.00193962,0.0434983,0.0232271,0.0124312,0.00262397,0.0023912,0.00346171,0.00613574,0.013974,0.0158355,0.0218527,0.0146436,0.0253211,0.0684225,0.00557887,0.00937403,0.00131447,0.0296593,0.0209811,0.011038,0.00492719,0.00283712,0,0,0.00306107,0,0.0184846,0.00208589,0.0631734,0.0318772,0.0253352,0.0124287,0.00549438,0.0010514,0.00723988,0.0510567,0.0104494,0.0173348,0.0182729,0.0137482,0.0123908,0.0270439,0.0381496,0.0024251,0.0022013,0.0017587,0.00145152,0.00177144,0,0,0,0,0,0,0,0.020929,0.0537635
83,0.00162374,0.000451943,0.0564187,0.0160603,0.0305749,0.00174069,0,0,0.00512706,0,0.0230089,0.00198501,0.043983,0.0239047,0.0142357,0.00243261,0.00247908,0.00419682,0.00766764,0.014083,0.0146503,0.0200386,0.014891,0.0243581,0.065499,0.00567411,0.00940473,0.00127485,0.0310751,0.0208932,0.0113417,0.00535996,0.00268086,0,0,0.00412167,0,0.0184528,0.00182585,0.0631185,0.0325382,0.0255293,0.0130325,0.00593085,0.00151744,0.007761,0.0508908,0.0106578,0.0180277,0.0190051,0.0134832,0.0128377,0.0278654,0.0397471,0.00351238,0.00210669,0.00164762,0.00144974,0.00177448,0,0,0,0,0,0,0,0.020805,0.0528939
84,0.00172422,0.00053117,0.0538114,0.0159909,0.0304146,0.0019994,0,0,0.00535175,0,0.0230827,0.00205767,0.0444883,0.0243191,0.0157945,0.00217388,0.0025823,0.00531942,0.00982365,0.0142974,0.0134827,0.018109,0.0150218,0.023505,0.0616583,0.00587604,0.00945338,0.00110145,0.0324772,0.0207861,0.0114372,0.00563053,0.00254011,0,0,0.00544298,0,0.0183906,0.00216249,0.0630693,0.0328954,0.025792,0.0136104,0.00635424,0.00208941,0.00821891,0.0507803,0.0108043,0.0185066,0.019669,0.013261,0.0131773,0.028491,0.0412866,0.00463222,0.00235647,0.00155237,0.0013905,0.00178943,0,0,0,0,0,0,0,0.020862,0.0519741
85,0.00180401,0.000463409,0.05068,0.0159224,0.0299728,0.00230402,0,0,0.00515629,0,0.0230912,0.00197828,0.044992,0.0245453,0.0169426,0.00214608,0.00264417,0.00643407,0.0120133,0.0144635,0.0123609,0.0162374,0.0150639,0.0227874,0.0570464,0.00584898,0.009498,0.000970232,0.0336543,0.0207248,0.0115712,0.00581052,0.00246694,0,0,0.00592216,0,0.0183145,0.00218942,0.0630593,0.0333327,0.0260448,0.0141809,0.00677822,0.00239953,0.0087028,0.0505233,0.0109432,0.018915,0.0203934,0.0130049,0.0136123,0.0291551,0.0429331,0.00484661,0.00254632,0.00156186,0.00153913,0.00176522,0,0,0,0,0,0,0,0.0206669,0.0510571
86,0.00189056,0.000538407,0.0472355,0.0157354,0.0291361,0.00240693,0,0,0.00525051,0,0.0230127,0.00198565,0.0455813,0.0242988,0.0171791,0.00225436,0.00274176,0.00678624,0.0135733,0.0140012,0.0112827,0.0146459,0.0151857,0.0221627,0.0521265,0.00602855,0.00956528,0.000861893,0.034841,0.0205976,0.0117796,0.00574011,0.00235645,0,0,0.00789071,0,0.0182057,0.00328975,0.0630643,0.033858,0.0260589,0.0147946,0.00677934,0.00317235,0.00920288,0.0502077,0.0112019,0.0193257,0.0209951,0.0128014,0.0140354,0.0297903,0.0448771,0.0065056,0.00303967,0.00142203,0.00151766,0.00173239,0,0,0,0,0,0,0,0.0203287,0.0500525
87,0.00199884,0.000646835,0.0429938,0.0155643,0.0277973,0.0027215,0,0,0.00533819,0,0.0230696,0.00192766,0.0461965,0.0235751,0.0165998,0.00227408,0.00281263,0.00703101,0.0144099,0.0135964,0.0102565,0.0131998,0.0152298,0.0216328,0.0466268,0.00615071,0.0096668,0.000788201,0.0358558,0.0204729,0.011784,0.00582717,0.00219767,0,0,0.00960275,0,0.018138,0.00415324,0.0630764,0.0342434,0.0261282,0.0151964,0.00690662,0.00390399,0.00973097,0.0500003,0.0113647,0.0196687,0.0215416,0.0125347,0.0143478,0.0302689,0.0464837,0.00791038,0.00330356,0.00133899,0.00149811,0.00166594,0,0,0,0,0,0,0,0.0200648,0.0489596
88,0.00213842,0.000765599,0.038155,0.0153257,0.0259243,0.00312262,0,0,0.00543373,0,0.0231488,0.00186634,0.0468894,0.0221786,0.0152311,0.0022302,0.00287366,0.00806568,0.0144732,0.0126392,0.00942415,0.0119712,0.0150161,0.0211266,0.0405963,0.00622358,0.00973658,0.000743413,0.0368693,0.020327,0.0116658,0.00591838,0.00209351,0,0,0.0109767,0,0.0180586,0.00491561,0.0630752,0.034504,0.0262278,0.0155772,0.00711486,0.00451862,0.0101611,0.0497155,0.0115239,0.0199989,0.022029,0.0122954,0.0145931,0.0307204,0.0477121,0.00901581,0.00349424,0.00130572,0.00143516,0.00167983,0,0,0,0,0,0,0,0.0199552,0.0478315
89,0.00226547,0.00093134,0.0325464,0.0150446,0.0236266,0.00327983,0,0,0.00562445,0,0.0232346,0.00187693,0.0476011,0.0202038,0.0131917,0.00220748,0.00297685,0.00810977,0.0137834,0.0110775,0.00896651,0.011023,0.014554,0.0206019,0.0339565,0.00624971,0.00976141,0.000702753,0.0379081,0.0201845,0.0114764,0.0058754,0.0020433,0,0,0.0120476,0,0.0179615,0.00558469,0.0631224,0.0346626,0.0262691,0.0159671,0.00729186,0.00509674,0.0105792,0.0493,0.0117096,0.0204039,0.0224582,0.0121961,0.0147243,0.0311757,0.0488178,0.0099336,0.00354215,0.00132528,0.00146753,0.00181357,0,0,0,0,0,0,0,0.0200074,0.0468262
90,0.00236913,0.00111988,0.0268263,0.0148709,0.0211023,0.00319694,0,0,0.00603024,0,0.0232147,0.00212024,0.0482327,0.0174677,0.0107892,0.00227796,0.00315749,0.0074068,0.0123635,0.00938013,0.00905155,0.0105062,0.0138517,0.0200431,0.0272703,0.00648184,0.00981179,0.000580603,0.0386689,0.0200489,0.0111694,0.00575388,0.0020709,0,0,0.00931495,0,0.0179947,0.00341578,0.0632618,0.0346032,0.0262427,0.016268,0.00748458,0.00457498,0.0111079,0.0489756,0.0118728,0.0208574,0.0229096,0.0121254,0.0148409,0.0315503,0.049911,0.00759263,0.00237233,0.00156322,0.00165192,0.00199039,0,0,0,0,0,0,0,0.0202445,0.0458549
91,0.00246042,0.00138773,0.0215459,0.0147555,0.0182956,0.00279717,0,0,0.00636701,0,0.0232756,0.00226247,0.0487968,0.0141743,0.00880948,0.00239293,0.00345409,0.00664551,0.010484,0.00834777,0.00963396,0.0105288,0.0131015,0.019412,0.0212592,0.00660759,0.00988071,0.000542815,0.0392116,0.0199581,0.0108016,0.00549256,0.00221922,0,0,0.00926346,0,0.0179316,0.00299654,0.0634009,0.0344687,0.0260663,0.0165185,0.00752047,0.00485638,0.0116092,0.0486123,0.0120285,0.0213145,0.0232748,0.0122182,0.0148657,0.0317614,0.0508637,0.00763738,0.00266394,0.0016651,0.00189691,0.00230053,0,0,0,0,0,0,0,0.0205852,0.0449035
92,0.00255229,0.00167224,0.0169919,0.01457,0.0150538,0.00233042,0,0,0.00672324,0,0.0233674,0.00236576,0.0492508,0.0106985,0.00906872,0.00258144,0.00391075,0.00645792,0.00902777,0.00870373,0.0105736,0.0110433,0.0123822,0.0187292,0.0162563,0.00670812,0.00994129,0.00049837,0.0397531,0.0199273,0.0103667,0.00500367,0.00244569,0,0,0.00914279,0,0.0179137,0.00230681,0.0635463,0.0342411,0.0257725,0.0167158,0.00751405,0.00514604,0.0120774,0.048186,0.0122006,0.0217705,0.0234633,0.0123618,0.0148154,0.0318,0.0516818,0.00762409,0.00341492,0.00179576,0.00220197,0.00265223,0,0,0,0,0,0,0,0.0209911,0.0441447
93,0.0026692,0.00193611,0.0134357,0.0144604,0.0115822,0.00189666,0,0,0.00707518,0,0.0234221,0.00251382,0.0495653,0.00825948,0.0119383,0.00279165,0.00434033,0.00750991,0.00936621,0.0104828,0.0116138,0.0117851,0.0114544,0.01798,0.0122066,0.00677502,0.0099789,0.000459807,0.0402948,0.0200014,0.00990121,0.00461133,0.00276506,0,0,0.00892844,0,0.0179747,0.00149715,0.0636965,0.0339577,0.0253992,0.0169002,0.00746263,0.00545912,0.0125003,0.0476708,0.0123872,0.0221801,0.0234924,0.0125686,0.0147253,0.0316837,0.0523443,0.00742094,0.00469322,0.00191837,0.00257533,0.00305006,0,0,0,0,0,0,0,0.0215037,0.0437767
94,0.00270149,0.00220528,0.0111083,0.0143859,0.00895679,0.00191973,0,0,0.00812693,0,0.0234688,0.00313758,0.0498029,0.00946424,0.0164198,0.00306866,0.00489483,0.0100385,0.0122115,0.0133634,0.0127075,0.0127144,0.00984367,0.0172015,0.00972979,0.00763899,0.0100439,0.000687442,0.0408945,0.0200094,0.0095245,0.00414666,0.00305053,0,0,0.010236,0,0.0179223,0.002536,0.0638606,0.033808,0.0249415,0.0170315,0.00716255,0.00634871,0.012884,0.0470578,0.0125339,0.0225215,0.0234266,0.0128788,0.0146103,0.0315235,0.0531027,0.00886753,0.00437637,0.00193813,0.00304938,0.00338752,0,0,0,0,0,0,0,0.0222078,0.0439198
95,0.00279358,0.00239848,0.0107007,0.0143908,0.00841827,0.00242637,0,0,0.00796693,0,0.023649,0.00287464,0.0499869,0.0133801,0.0210134,0.00317134,0.00520521,0.0137277,0.0165873,0.016999,0.0137909,0.0135482,0.00790033,0.0163814,0.00818776,0.00725604,0.0100969,0.000528898,0.0415481,0.0199202,0.00913562,0.00376236,0.00356429,0,0,0.0116175,0,0.017755,0.00350462,0.064018,0.0337182,0.0246031,0.0170504,0.00696514,0.00728481,0.0131654,0.0464651,0.0126168,0.0227327,0.0233652,0.013141,0.0144599,0.0313441,0.0539393,0.0102479,0.00370461,0.00205748,0.0034811,0.00381016,0,0,0,0,0,0,0,0.0229905,0.0445314
96,0.00302566,0.00254309,0.0135128,0.0145395,0.011817,0.00287052,0,0,0.0081256,0,0.0237296,0.00294702,0.0501031,0.0222032,0.0233585,0.00316146,0.00557816,0.0175538,0.0197801,0.0203956,0.0162079,0.0157203,0.00851138,0.0105689,0.0218684,0.00739847,0.0100083,0.000477702,0.0423602,0.0199186,0.00896884,0.00350023,0.00425792,0,0,0.0121463,0,0.0176208,0.00370227,0.0641512,0.0339492,0.0242727,0.0170268,0.00698879,0.00805139,0.0134855,0.0459238,0.0127351,0.023,0.0234496,0.0133699,0.0144644,0.0313638,0.0552279,0.0108359,0.00372941,0.00217552,0.0038693,0.0042273,0,0,0,0,0,0,0,0.0235954,0.0458601
97,0.00308068,0.0027135,0.0303671,0.014467,0.0257729,0.00389358,0,0,0.00937882,0,0.0237128,0.00361347,0.0501945,0.0385201,0.0254368,0.00315857,0.00606853,0.0216271,0.0232672,0.023885,0.0195329,0.0201196,0.0159745,0.00684379,0.0396756,0.00833667,0.0101844,0.000610705,0.0429426,0.0199093,0.00925242,0.00362691,0.00479831,0,0,0.0105629,0,0.0177555,0.00231519,0.0641022,0.0345864,0.0234671,0.0170478,0.00681008,0.00708551,0.0137463,0.0454408,0.0129774,0.0232579,0.0234481,0.0137216,0.0145643,0.0313933,0.056321,0.00784897,0.00713028,0.00295721,0.0043458,0.00454886,0,0,0,0,0,0,0,0.024567,0.0474421
98,0.00327931,0.00286993,0.0444113,0.0145784,0.0380837,0.00464743,0,0,0.0097774,0,0.02388,0.0035973,0.049831,0.0524275,0.0274876,0.00346032,0.00638355,0.0252995,0.0263529,0.0271496,0.0226884,0.0245149,0.0230288,0.008922,0.0544707,0.00862566,0.0101911,0.000773303,0.0435179,0.0199601,0.00935243,0.00440033,0.00534267,0,0,0.0110096,0,0.0177462,0.00293368,0.0641388,0.035039,0.02291,0.0168153,0.0065786,0.0072897,0.0139782,0.0449014,0.0130625,0.0233811,0.0234479,0.0140508,0.0145399,0.0313854,0.0572106,0.00781175,0.00818896,0.00312871,0.00470451,0.00486955,0,0,0,0,0,0,0,0.0252198,0.0492522
99,0.00341092,0.00301404,0.05568,0.0146556,0.0476837,0.0051353,0,0,0.010242,0,0.0239859,0.00364339,0.0493743,0.0626725,0.0293924,0.00363239,0.00660969,0.0282837,0.028784,0.029679,0.0247917,0.0278511,0.0282685,0.0119646,0.0652263,0.00893631,0.0102103,0.000845853,0.0438918,0.0199803,0.00984417,0.00502587,0.00578463,0,0,0.01171,0,0.0177663,0.00396528,0.0641125,0.035908,0.0225273,0.0165542,0.00630978,0.00724239,0.0141348,0.0445687,0.0130124,0.0234918,0.0233953,0.0143407,0.014675,0.0314809,0.057937,0.00763782,0.00951954,0.00337182,0.00503913,0.00512368,0,0,0,0,0,0,0,0.0256876,0.0507767
100,0.00345853,0.00314052,0.0634135,0.0148026,0.0536047,0.005179,0,0,0.0106542,0,0.0239873,0.00370855,0.0490966,0.0685214,0.0306109,0.00366079,0.00679498,0.0299864,0.0304633,0.0308688,0.0254058,0.0295025,0.0309144,0.0134502,0.0714521,0.00924121,0.0101845,0.000885425,0.0439903,0.0199811,0.0104995,0.00537521,0.00609866,0,0,0.0126715,0,0.0178437,0.00518782,0.0641184,0.0368839,0.0222913,0.0161798,0.00604809,0.00706008,0.0141951,0.0444573,0.0128081,0.0234828,0.0232492,0.0145653,0.0148581,0.031543,0.0582721,0.00762864,0.0111437,0.00350862,0.00530268,0.00528941,0,0,0,0,0,0,0,0.025831,0.0517947
101,0.00345982,0.00330625,0.0660274,0.0148288,0.0544977,0.00475232,0,0,0.0110753,0,0.0239961,0.00366408,0.0490934,0.0691638,0.0310071,0.00349112,0.00689238,0.0303808,0.0313426,0.0310708,0.0247807,0.0293339,0.0304934,0.0127612,0.0720316,0.00940448,0.0101503,0.00100776,0.0436881,0.0200218,0.011006,0.00547151,0.0062017,0,0,0.0135421,0,0.0182072,0.00607786,0.064171,0.0374875,0.0222036,0.0156129,0.00583759,0.00677299,0.01407,0.0444156,0.0124184,0.0231356,0.022906,0.0147002,0.014889,0.0312798,0.0582666,0.00776486,0.0137521,0.00333537,0.0055806,0.00530227,0,0,0,0,0,0,0,0.0257296,0.0518955
102,0.00355803,0.00332018,0.0628716,0.0147867,0.0509444,0.00420628,0,0,0.0116168,0,0.0239437,0.00397732,0.0491586,0.064626,0.0307706,0.00346746,0.00701499,0.0297598,0.0312511,0.0302631,0.0237663,0.0279501,0.027867,0.0106127,0.0688739,0.00998647,0.0100624,0.00115886,0.0431299,0.0199427,0.0118209,0.00568355,0.00631867,0,0,0.0131002,0,0.0178519,0.00552338,0.0640304,0.0381418,0.0221086,0.0148915,0.00569846,0.00707834,0.0138348,0.0447062,0.0117557,0.0227705,0.0227606,0.014582,0.0151003,0.0313683,0.0579867,0.00776088,0.011983,0.00345158,0.00562048,0.00533141,0,0,0,0,0,0,0,0.025353,0.0510933
103,0.00350613,0.00333096,0.054637,0.0148261,0.0433989,0.00374426,0,0,0.0118664,0,0.023894,0.00415144,0.0493548,0.05513,0.0300094,0.0033626,0.0069703,0.0288289,0.0306385,0.0285928,0.0223157,0.0254212,0.0234298,0.00749621,0.059994,0.0102755,0.0100129,0.00125287,0.0423988,0.0198859,0.012752,0.00574787,0.00626588,0,0,0.0126939,0,0.0176788,0.00484944,0.0638184,0.0387169,0.0222612,0.0141023,0.00568929,0.00736544,0.01341,0.0451622,0.0109703,0.0221832,0.0224072,0.0143628,0.0152811,0.0312018,0.0575479,0.00782928,0.0108224,0.00341783,0.00557353,0.00513717,0,0,0,0,0,0,0,0.0247536,0.0496815
104,0.00350326,0.0032685,0.0424929,0.0147886,0.0330378,0.00349141,0,0,0.0117941,0,0.0238121,0.0042258,0.0496837,0.0422246,0.0287174,0.00322457,0.00677469,0.0279034,0.0297427,0.0260257,0.0204091,0.0219207,0.0178835,0.00508338,0.0469606,0.0102307,0.00996483,0.00130061,0.0414958,0.0197858,0.0137084,0.00569743,0.00605821,0,0,0.0124484,0,0.0175586,0.00439581,0.0635806,0.0389593,0.022588,0.0131798,0.00571577,0.0073944,0.012801,0.0456101,0.0100799,0.021284,0.02184,0.0140302,0.0153597,0.0306583,0.0572112,0.00787758,0.0101763,0.00336595,0.00541335,0.0048015,0,0,0,0,0,0,0,0.0241767,0.0481341
105,0.003452,0.0031325,0.0291006,0.0147955,0.0214318,0.00354962,0,0,0.011568,0,0.0237146,0.00422833,0.049988,0.028247,0.0267892,0.00316195,0.00644185,0.0268514,0.0285553,0.0230436,0.0180499,0.0174936,0.0118754,0.00655825,0.0323164,0.00986362,0.00994296,0.00125958,0.0405419,0.019703,0.0147055,0.00559973,0.00574363,0,0,0.0121945,0,0.017484,0.0039495,0.0633561,0.0388488,0.0230401,0.0121111,0.00577609,0.00724473,0.0119823,0.0460446,0.00915208,0.0200726,0.0211698,0.0135998,0.0154436,0.0297496,0.0570175,0.00790341,0.00967998,0.003321,0.00512577,0.00438032,0,0,0,0,0,0,0,0.0236516,0.0466107
106,0.00296594,0.00297054,0.0167206,0.0149649,0.0115381,0.00409934,0,0,0.0112834,0,0.023678,0.00429542,0.0500132,0.0172073,0.0245919,0.00340345,0.00596637,0.0255215,0.0273028,0.0201362,0.0154956,0.0128481,0.00652615,0.0104687,0.0210061,0.00959336,0.00992982,0.00124788,0.0397944,0.0196424,0.0160852,0.00548082,0.00514599,0,0,0.0163342,0,0.0172648,0.00622324,0.0630993,0.0392098,0.0236107,0.0107901,0.00603537,0.00918343,0.0108524,0.046643,0.00806965,0.0185569,0.0205001,0.012996,0.0156334,0.0288386,0.0568448,0.013245,0.0034386,0.00248446,0.00473332,0.00372443,0,0,0,0,0,0,0,0.0230935,0.0454418
107,0.00274449,0.00278617,0.0105865,0.0149999,0.00685527,0.00438079,0,0,0.0108987,0,0.0236523,0.0041088,0.0499654,0.0122018,0.0228628,0.00351855,0.00553727,0.0239679,0.0263896,0.018139,0.0123995,0.00831613,0.00462568,0.0149124,0.01278,0.00913978,0.0100069,0.00121072,0.0390065,0.019602,0.0170273,0.00507598,0.00472884,0,0,0.0151007,0,0.0173005,0.00532038,0.0630135,0.0387694,0.0240343,0.00912005,0.00633784,0.00825733,0.00937459,0.0469932,0.00689409,0.0162014,0.0193171,0.0125999,0.0153117,0.0271524,0.0566013,0.0121932,0.00442487,0.00265733,0.00432087,0.00344043,0,0,0,0,0,0,0,0.0225654,0.0442871
108,0.00265853,0.00259331,0.00987023,0.0148537,0.0030902,0.00485615,0,0,0.0107674,0,0.0235887,0.00402879,0.0496698,0.0113041,0.020942,0.00380502,0.00514985,0.021746,0.0243347,0.0170102,0.0104266,0.00589439,0.00507272,0.015274,0.0109121,0.00893507,0.0100366,0.00118112,0.0381512,0.0194795,0.0180577,0.00475297,0.00415076,0,0,0.0136409,0,0.017323,0.00443334,0.0630379,0.0377812,0.024346,0.00730847,0.00687379,0.00715108,0.00753407,0.0474134,0.00560746,0.0132664,0.0175639,0.0124938,0.0145887,0.0248657,0.0561728,0.0110577,0.0053842,0.00283619,0.00402048,0.00329289,0,0,0,0,0,0,0,0.0220481,0.0430949
109,0.00248305,0.00241633,0.00932566,0.014655,0.00229553,0.00562146,0,0,0.0111445,0,0.0235712,0.00425237,0.0490999,0.0124296,0.0195181,0.00405886,0.00498619,0.0193751,0.0216824,0.016496,0.00992106,0.00630783,0.00667359,0.0140931,0.0103364,0.00926691,0.00999347,0.00127372,0.0373216,0.0192272,0.019106,0.00463196,0.00346369,0,0,0.0166607,0,0.0171887,0.00697428,0.0631032,0.036582,0.0247127,0.00545953,0.00749422,0.00728186,0.00531742,0.0480132,0.00424401,0.0096465,0.0150093,0.0128273,0.0133586,0.0215731,0.0555345,0.0139226,0.00287143,0.00271141,0.00391524,0.00321523,0,0,0,0,0,0,0,0.021547,0.0418652
