Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,LILC,LTHIP
186,0.00187172,0.00131917,0.0817975,0.0152278,0.0507014,0.00479897,0,0,0.00415738,0,0.0229732,0.00119059,0.0364742,0.0441467,0.0205542,0.00434297,0.00487648,0.017607,0.0117889,0.0297061,0.0186294,0.0260717,0.0232792,0.0287701,0.086925,0.00665792,0.00955948,0.00112148,0.0136975,0.0193048,0.0163839,0.00670699,0.00184974,0,0,0.00429339,0,0.0176407,0.0013575,0.066848,0.0187733,0.0270229,0.0107209,0.00479975,0.00123108,0.00589875,0.0469559,0.00829886,0.00822977,0.0115477,0.0162819,0.0030887,0.0111858,0.0105159,0.00509767,0.00277534,0.001402,0.00122253,0.00174662,0,0,0,0,0,0,0,0.0271585,0.0691318
187,0.00188092,0.00113797,0.0825021,0.0152764,0.0503514,0.00443282,0,0,0.00433381,0,0.0229085,0.00122011,0.0370325,0.042929,0.0180063,0.00426963,0.00501992,0.0158901,0.00958672,0.0277695,0.0197385,0.0278714,0.0232305,0.0290188,0.087762,0.00677729,0.00948692,0.00104487,0.0108616,0.0191993,0.014119,0.00628425,0.00187483,0,0,0.00657371,0,0.0177105,0.00217318,0.0664759,0.0167962,0.0268071,0.00764687,0.00420776,0.00197661,0.00536095,0.047601,0.00575926,0.0076534,0.0109867,0.0164141,0.00254804,0.0112995,0.00670702,0.00721585,0.00355305,0.00145612,0.00119513,0.00149507,0,0,0,0,0,0,0,0.0265446,0.0681142
188,0.00198812,0.00102216,0.0825673,0.0153412,0.0495065,0.00409112,0,0,0.00380659,0,0.0229384,0.000937162,0.037616,0.0416543,0.0157193,0.00418775,0.00499444,0.0141329,0.00797698,0.0262459,0.0203176,0.0290851,0.023042,0.0291285,0.0886818,0.00624316,0.00944706,0.00103104,0.00820051,0.0191792,0.0121596,0.00588199,0.0017949,0,0,0.00729764,0,0.0177639,0.00215796,0.0660597,0.016175,0.0265292,0.00540039,0.00366342,0.00224874,0.0050047,0.0481569,0.00389761,0.00771472,0.0113349,0.016461,0.00295804,0.0129175,0.00484352,0.00766168,0.00440219,0.00159646,0.00121282,0.00174308,0,0,0,0,0,0,0,0.0260481,0.0667984
189,0.00188916,0.000830386,0.0824927,0.0153334,0.0482895,0.003596,0,0,0.00427349,0,0.0229187,0.0010463,0.0383516,0.0397332,0.0142917,0.00400074,0.00518885,0.0127568,0.00684289,0.0249705,0.0205623,0.0294777,0.0224251,0.0291313,0.0891203,0.00662224,0.00944593,0.000982727,0.00801341,0.0192049,0.0100757,0.00562927,0.0019848,0,0,0.00763965,0,0.0178165,0.00194758,0.0654255,0.015891,0.0263428,0.00356014,0.00337365,0.00215413,0.00413098,0.0489371,0.00320008,0.00860872,0.0116204,0.0168154,0.00368559,0.0151462,0.00480038,0.00773949,0.00491577,0.00159173,0.00131385,0.00213091,0,0,0,0,0,0,0,0.0254168,0.0655088
190,0.00197322,0.00073083,0.0818597,0.0153059,0.0468107,0.00296082,0,0,0.00395206,0,0.0229425,0.000993781,0.0389267,0.0381221,0.0133424,0.00394588,0.00538523,0.0113944,0.0057381,0.0235812,0.0206261,0.0294596,0.0215872,0.0290024,0.089492,0.00639408,0.00941577,0.00102225,0.00900307,0.0193368,0.00847606,0.0055315,0.0021843,0,0,0.0076679,0,0.0178919,0.00175369,0.0646899,0.0179279,0.0260452,0.00570379,0.00312453,0.00188467,0.00401176,0.0498524,0.00587179,0.0107337,0.012497,0.0171575,0.00501495,0.0180383,0.00837901,0.0075545,0.00488683,0.00147202,0.00150122,0.00230883,0,0,0,0,0,0,0,0.0248176,0.0641091
191,0.00219112,0.000721719,0.0807547,0.0152725,0.0447268,0.00239885,0,0,0.00306415,0,0.0229826,0.000871952,0.0394883,0.0362988,0.0127793,0.00394005,0.00562152,0.00994316,0.00486741,0.022245,0.0205178,0.0292953,0.0207685,0.0288013,0.0895844,0.00573154,0.00939458,0.000820464,0.0112547,0.0195331,0.0080457,0.00546181,0.00236277,0,0,0.00694206,0,0.017959,0.00146652,0.0639948,0.0208774,0.0257792,0.00877708,0.0029265,0.00146,0.00460294,0.0506766,0.00863768,0.0130074,0.0137332,0.0173388,0.00640517,0.0208768,0.0122923,0.00684848,0.00436548,0.001383,0.0017428,0.00232916,0,0,0,0,0,0,0,0.024231,0.062574
192,0.0024066,0.000558588,0.0796081,0.0151664,0.0421431,0.00229458,0,0,0.00286676,0,0.0229943,0.000935917,0.0403125,0.033704,0.0126587,0.00374994,0.00584013,0.00864048,0.00430678,0.0207289,0.0201751,0.0287589,0.0197781,0.0285209,0.0890324,0.00561728,0.00945993,0.000633222,0.0124932,0.0196733,0.00817216,0.00519123,0.00273612,0,0,0.00649479,0,0.0180937,0.00131013,0.0636741,0.0222624,0.0258381,0.00989784,0.00283982,0.00102578,0.00501316,0.0506545,0.00933401,0.0139824,0.0148398,0.0170937,0.00722771,0.0223577,0.0146696,0.00622386,0.00398139,0.00134774,0.00168454,0.00255204,0,0,0,0,0,0,0,0.023743,0.0609766
193,0.00265866,0.000352619,0.0782132,0.0150399,0.0394739,0.00217281,0,0,0.00291511,0,0.0230181,0.00100391,0.0410918,0.0310748,0.0128389,0.00353659,0.00595791,0.00756115,0.00402719,0.0193852,0.0196329,0.0277012,0.0185787,0.0281668,0.0880333,0.0055366,0.00954242,0.000403013,0.0136701,0.0197948,0.00818897,0.00502719,0.00320899,0,0,0.00614424,0,0.018153,0.00124725,0.0635339,0.0233419,0.0258478,0.0109443,0.00275112,0.000842726,0.00546957,0.0504892,0.00988094,0.0147075,0.0157506,0.0168066,0.00791474,0.0233702,0.0168428,0.00582609,0.00389871,0.00132773,0.00131315,0.00294916,0,0,0,0,0,0,0,0.0233773,0.0595325
194,0.00289239,0.000268739,0.0765182,0.0148387,0.0366806,0.00203217,0,0,0.00305972,0,0.0230441,0.00112813,0.0416966,0.0284564,0.0131399,0.0035017,0.00591124,0.00653043,0.00433704,0.018296,0.0189036,0.0262739,0.0172523,0.0279525,0.0866508,0.00547473,0.00963596,0.000286356,0.0148276,0.0199291,0.00814615,0.00497111,0.00350268,0,0,0.00613138,0,0.018277,0.00123028,0.0635123,0.0243958,0.0258485,0.0118778,0.00272616,0.000802734,0.00607343,0.050306,0.0102669,0.0156563,0.0166181,0.0165084,0.00845865,0.0240885,0.0187609,0.0056093,0.00390224,0.00131496,0.00108226,0.00347691,0,0,0,0,0,0,0,0.0230526,0.058164
195,0.00312994,0.000342776,0.0740904,0.0145751,0.0336811,0.00187576,0,0,0.00320103,0,0.0231071,0.00129888,0.0421427,0.0258367,0.0133059,0.00352397,0.00591167,0.00549535,0.00510258,0.0172605,0.0181753,0.0248384,0.0157435,0.0278214,0.0846583,0.00534271,0.00973887,0.000392655,0.015904,0.0200448,0.00809537,0.00488966,0.00365478,0,0,0.00588001,0,0.0183934,0.00100675,0.0634905,0.0249953,0.0258456,0.0126524,0.00277545,0.000918283,0.00676451,0.0500753,0.0105144,0.01705,0.0173773,0.0162249,0.00894564,0.024775,0.020445,0.00526411,0.00395458,0.00136742,0.00101644,0.0040531,0,0,0,0,0,0,0,0.0227858,0.0568524
196,0.00341521,0.000474538,0.0708006,0.0142703,0.0303308,0.00174511,0,0,0.00356775,0,0.0231993,0.00164685,0.0425115,0.0231052,0.0132894,0.00355501,0.00580523,0.00433791,0.00586745,0.016148,0.0173563,0.023216,0.014291,0.0276387,0.0819313,0.00502438,0.00983037,0.00067275,0.0169791,0.0201136,0.00797731,0.00464389,0.00366628,0,0,0.00573427,0,0.018485,0.00092186,0.063475,0.0251144,0.0258639,0.0132282,0.00287458,0.00109181,0.0073765,0.0498075,0.0106771,0.0180113,0.0180578,0.015944,0.0093751,0.0253557,0.0216929,0.00490166,0.00402566,0.00147734,0.0010039,0.00458432,0,0,0,0,0,0,0,0.0226168,0.0555654
197,0.00361295,0.000731452,0.0612894,0.0139069,0.018252,0.0023319,0,0,0.00402058,0,0.0232651,0.00199989,0.0435537,0.0184796,0.0103969,0.00400596,0.00577933,0.00250586,0.00801302,0.0132173,0.0172072,0.020602,0.012013,0.0305038,0.07558,0.00521833,0.00989633,0.00102256,0.0172731,0.0201806,0.00764818,0.00388089,0.00372116,0,0,0.00548961,0,0.0185956,0.000888371,0.0634245,0.0247714,0.0258512,0.0136543,0.00240934,0.00126656,0.0077876,0.0495265,0.0108546,0.0183854,0.0183804,0.015774,0.00953476,0.02546,0.0225017,0.00457861,0.00423871,0.00154715,0.000984102,0.00492725,0,0,0,0,0,0,0,0.022938,0.0541079
198,0.00363123,0.000931592,0.0583381,0.0136368,0.0159592,0.00210832,0,0,0.00420551,0,0.0233265,0.00238913,0.0440731,0.0183826,0.0110949,0.00408426,0.00570706,0.00196497,0.00829887,0.0130292,0.0162863,0.0188392,0.011531,0.0302377,0.072569,0.00529671,0.0099743,0.00127897,0.0181777,0.0202344,0.00776755,0.00400061,0.00370506,0,0,0.00515409,0,0.0186779,0.000832589,0.0633549,0.0251653,0.0261901,0.0140861,0.00231015,0.00137288,0.00836326,0.0494451,0.0110694,0.0190473,0.0191767,0.0154165,0.0100763,0.0263506,0.0239231,0.00432361,0.00473726,0.00158516,0.00111174,0.00495478,0,0,0,0,0,0,0,0.0228244,0.0529756
199,0.0035295,0.000765947,0.0648883,0.0135461,0.0307691,0.00136981,0,0,0.0039624,0,0.0232768,0.0023604,0.0438752,0.0251895,0.0174953,0.00330968,0.00560436,0.00703383,0.0126167,0.0160914,0.0140144,0.0186522,0.0140784,0.0249143,0.0726437,0.00498123,0.00999309,0.00138237,0.0200699,0.0203494,0.00839281,0.00551422,0.00353668,0,0,0.00533047,0,0.0187436,0.00115741,0.0633442,0.0268274,0.0270483,0.0147859,0.00391897,0.00154356,0.00937266,0.0496903,0.0114583,0.0203906,0.020747,0.0147276,0.0111838,0.0283164,0.0265977,0.00425995,0.00532584,0.0017119,0.00128855,0.00497428,0,0,0,0,0,0,0,0.0216316,0.052137
200,0.00359793,0.000853638,0.061511,0.0133524,0.0307361,0.00218049,0,0,0.00396801,0,0.023138,0.00235322,0.0445238,0.0256994,0.0181985,0.00303187,0.00559809,0.00823971,0.0147159,0.015833,0.0125923,0.0171199,0.0143093,0.0239911,0.0679989,0.00497477,0.00998742,0.00141733,0.02085,0.0203734,0.00834977,0.00583294,0.00340408,0,0,0.00571486,0,0.0187558,0.00137051,0.063308,0.0271597,0.0269478,0.0152508,0.00455419,0.00184965,0.0098995,0.0496407,0.0116834,0.0208183,0.0215638,0.0144631,0.0116211,0.0289503,0.0277958,0.00433371,0.00604088,0.00184937,0.00150163,0.00501075,0,0,0,0,0,0,0,0.021172,0.0510678
201,0.00367239,0.00095803,0.0568427,0.0132375,0.0300198,0.00316564,0,0,0.00410007,0,0.0230655,0.00239665,0.0451339,0.0253231,0.0182123,0.00278684,0.00557389,0.00921278,0.0163043,0.015483,0.0110327,0.0154274,0.0144372,0.023068,0.0616216,0.00483443,0.0099388,0.00141732,0.0215165,0.0203938,0.00821073,0.00630786,0.00326002,0,0,0.00632869,0,0.0186915,0.00178063,0.0632005,0.0273103,0.0270814,0.0156534,0.00525143,0.00214916,0.0104493,0.0494586,0.0118583,0.0214453,0.0222899,0.014117,0.0120148,0.0294774,0.0289006,0.00454628,0.00674457,0.00205477,0.00174948,0.00503252,0,0,0,0,0,0,0,0.0207754,0.0500557
202,0.00371664,0.00107222,0.0512151,0.0131721,0.0283628,0.00355792,0,0,0.00427335,0,0.0230854,0.00241655,0.0458067,0.0242008,0.0169293,0.0026428,0.00553391,0.00966975,0.016813,0.0144204,0.00964604,0.013966,0.0144813,0.0222629,0.0547389,0.00490802,0.00990602,0.00149957,0.0220899,0.02039,0.00811841,0.00637221,0.00317886,0,0,0.00706783,0,0.0187152,0.00195188,0.0630855,0.0274103,0.0269764,0.0161216,0.00540691,0.00257333,0.01097,0.04917,0.0120901,0.0219331,0.0228417,0.0138703,0.0123893,0.0299272,0.0298288,0.00528773,0.00761477,0.00207445,0.0019167,0.00486717,0,0,0,0,0,0,0,0.0205906,0.0488429
203,0.00381731,0.00114814,0.0445983,0.013274,0.0259911,0.00392138,0,0,0.00438406,0,0.0230538,0.00239393,0.0465044,0.022526,0.0148545,0.00244598,0.00563834,0.010077,0.0164473,0.0125869,0.00866082,0.0125001,0.0141664,0.021546,0.0469524,0.00496928,0.00992456,0.0016446,0.0224868,0.0203166,0.00789262,0.00652894,0.00312518,0,0,0.00787284,0,0.0186901,0.00213708,0.0630685,0.0272697,0.0269175,0.0165249,0.00566944,0.00305433,0.0114359,0.0489038,0.0122793,0.0225267,0.0232566,0.013591,0.0126508,0.0302149,0.030578,0.00596605,0.00859216,0.00224502,0.0020813,0.00471592,0,0,0,0,0,0,0,0.0205408,0.047538
204,0.00391066,0.00121031,0.037484,0.0134967,0.0229446,0.00404151,0,0,0.00454791,0,0.0230048,0.00241303,0.0471783,0.0202733,0.0119599,0.00225049,0.00578153,0.00983556,0.0150468,0.0104754,0.00827963,0.0111914,0.0134977,0.0207871,0.0386687,0.00507498,0.0100452,0.00191057,0.0227875,0.0202223,0.00750853,0.0064982,0.00300012,0,0,0.00884088,0,0.0186342,0.00232416,0.0631443,0.0269994,0.026808,0.0168709,0.00593859,0.00347047,0.0118789,0.0486436,0.0124264,0.0229231,0.0235602,0.0133651,0.0128303,0.030359,0.0311776,0.00662724,0.00955582,0.00253006,0.00222092,0.00457321,0,0,0,0,0,0,0,0.0206525,0.0463299
205,0.00396062,0.0012929,0.0302153,0.0136416,0.0193333,0.00385433,0,0,0.00476517,0,0.0230019,0.00244814,0.0478406,0.0170734,0.00864287,0.00196229,0.00589285,0.00895055,0.01267,0.0084993,0.0085697,0.0103813,0.0127853,0.0199594,0.0303214,0.00523802,0.0101568,0.00212513,0.0230447,0.0201092,0.0072252,0.00633883,0.00282723,0,0,0.0100093,0,0.0185708,0.002484,0.0632166,0.0267222,0.0266425,0.0171015,0.0061914,0.00380175,0.0122929,0.0483245,0.0125523,0.0233833,0.0238325,0.0131865,0.0129543,0.0303632,0.0317064,0.00744242,0.010308,0.00270765,0.00238007,0.00447384,0,0,0,0,0,0,0,0.020957,0.0453374
206,0.00381287,0.00144294,0.0230842,0.0135874,0.0152777,0.00342683,0,0,0.00504801,0,0.0230418,0.00247041,0.0484497,0.0128298,0.0067635,0.00167131,0.00605123,0.00782393,0.0101415,0.0075738,0.0095613,0.0101575,0.0119938,0.0192603,0.0226373,0.00551061,0.0101433,0.00208821,0.0232468,0.0199705,0.00699815,0.00602412,0.00283055,0,0,0.0108704,0,0.0184945,0.00263017,0.0634345,0.0264756,0.026371,0.0172414,0.0063169,0.00401793,0.0126487,0.0480259,0.0127263,0.0236035,0.0240192,0.0130132,0.0130042,0.0302426,0.0321029,0.00815191,0.0109126,0.00293542,0.00259592,0.0044097,0,0,0,0,0,0,0,0.0213695,0.0443136
207,0.00358661,0.00164844,0.0170351,0.0134475,0.0113756,0.00256103,0,0,0.00538294,0,0.0231081,0.00237673,0.0488752,0.00933897,0.00891386,0.00152335,0.00628043,0.00735863,0.00865342,0.00859436,0.0110119,0.0105659,0.0110777,0.0184975,0.0161298,0.00575365,0.0100282,0.00186478,0.0234232,0.0198142,0.00690574,0.00552002,0.00277238,0,0,0.0117277,0,0.018446,0.0027024,0.0634496,0.0264894,0.0259379,0.0173263,0.00622806,0.00435198,0.0129789,0.0476936,0.0128059,0.0241259,0.024204,0.0130667,0.0131074,0.0302149,0.0323487,0.00881163,0.0114567,0.00322321,0.00287609,0.00437468,0,0,0,0,0,0,0,0.0219057,0.043595
208,0.0036015,0.00183325,0.0123782,0.0134042,0.00872899,0.00160688,0,0,0.005828,0,0.0231574,0.00234285,0.0493168,0.00865845,0.0136048,0.00154169,0.00654648,0,0.0104137,0.011485,0.012504,0.0113791,0.00977148,0.0172458,0.0108637,0.00594812,0.00997954,0.00177884,0.0233569,0.0197133,0.00672606,0.00509921,0.00248124,0,0,0.0127097,0,0.0183666,0.00280521,0.063613,0.0263376,0.0253163,0.0173507,0.00603316,0.00481677,0.0132069,0.0472787,0.0127979,0.0243809,0.0240438,0.0132973,0.0130463,0.02994,0.0323615,0.00941759,0.0116437,0.00343699,0.00315764,0.00440422,0,0,0,0,0,0,0,0.0227044,0.0433193
209,0.00372291,0.00196394,0.0103611,0.0133358,0.00836666,0.00144328,0,0,0.0061917,0,0.0231817,0.00246685,0.0496152,0.0101011,0.018115,0.0015919,0.00687583,0.0118405,0.0142913,0.0149119,0.0135942,0.0124714,0.00793658,0.0163284,0.00743089,0.00623095,0.00995553,0.00180106,0.0231424,0.0196553,0.00674097,0.0047278,0.00216562,0,0,0.0135751,0,0.0182506,0.00298302,0.0636411,0.0263346,0.0247195,0.0173203,0.00583448,0.00521977,0.0133793,0.046793,0.0126018,0.0244065,0.0237093,0.0135499,0.0130062,0.0296634,0.0322622,0.00993589,0.0115584,0.00358959,0.00339809,0.00455718,0,0,0,0,0,0,0,0.0235703,0.043725
210,0.00358442,0.00211394,0.0104355,0.0132875,0.00920462,0.00239342,0,0,0.00649472,0,0.0232217,0.00256986,0.0498358,0.0136368,0.022461,0.00158222,0.00715612,0.0159333,0.0193725,0.0185378,0.0145123,0.0134999,0.0066886,0.015311,0.00463973,0.00654085,0.00992476,0.00188098,0.022772,0.0195988,0.00682327,0.00452169,0.00191529,0,0,0.014776,0,0.0182509,0.00331127,0.0637682,0.0265083,0.0240082,0.0172028,0.00576346,0.00569909,0.0134344,0.046158,0.0123973,0.0241894,0.023116,0.0137799,0.013031,0.0292984,0.0319507,0.0108492,0.0114557,0.00357426,0.00376387,0.00458296,0,0,0,0,0,0,0,0.0245874,0.0447712
211,0.003277,0.00230438,0.0187909,0.0133246,0.0161351,0.00392931,0,0,0.00725205,0,0.0232142,0.00274114,0.0499691,0.0225364,0.0242244,0.00140196,0.00721711,0.0196776,0.0226852,0.0219321,0.017864,0.0171163,0.0119125,0.00825932,0.0223906,0.00694961,0.00992669,0.00200581,0.0228036,0.0194915,0.00738478,0.00444548,0.00178946,0,0,0.0161871,0,0.0183118,0.00396075,0.0636459,0.0274767,0.0231251,0.0170403,0.00579823,0.00618963,0.0134506,0.0457727,0.0123299,0.0240752,0.0226352,0.0141237,0.0133069,0.0292454,0.0318827,0.0118101,0.0113173,0.00362822,0.00426969,0.00435276,0,0,0,0,0,0,0,0.0256938,0.0463826
212,0.00333748,0.00241949,0.0360647,0.0133103,0.0302828,0.0050988,0,0,0.00768259,0,0.0231831,0.00269504,0.0497531,0.0379889,0.0266704,0.00152293,0.00738053,0.0242197,0.0271249,0.0257852,0.0220748,0.0224898,0.0201918,0.00739748,0.0404778,0.00712717,0.00987153,0.00205743,0.0225568,0.0194556,0.00798626,0.00471709,0.00211893,0,0,0.0171272,0,0.0182095,0.00428303,0.0635888,0.0281963,0.022453,0.0167018,0.00584484,0.00675638,0.0134181,0.0454735,0.0121576,0.0240952,0.0223406,0.014325,0.0134811,0.0291356,0.0317144,0.0124763,0.0109093,0.00365601,0.00457916,0.00432879,0,0,0,0,0,0,0,0.0265843,0.0486886
213,0.00346381,0.00251157,0.0503536,0.0133484,0.0416493,0.005955,0,0,0.00778737,0,0.0231726,0.00267608,0.0493688,0.0510255,0.0289709,0.00166439,0.00746331,0.0288935,0.0313869,0.0290235,0.0252461,0.0269008,0.0273496,0.011117,0.0546148,0.00736392,0.00978604,0.00208374,0.0222381,0.019469,0.00886323,0.00515916,0.00248296,0,0,0.0180601,0,0.0181367,0.00455361,0.0635531,0.0293125,0.0218738,0.0162584,0.0058374,0.00732393,0.0133259,0.0453435,0.0118791,0.0238974,0.0221442,0.0145798,0.0138052,0.0292161,0.0316053,0.0130986,0.0104504,0.0036535,0.00482414,0.00450702,0,0,0,0,0,0,0,0.0272443,0.0510994
214,0.00369063,0.00259326,0.0574813,0.0133927,0,0.00635145,0,0,0.00785783,0,0.0231891,0.00262471,0.0490556,0.0603825,0.0300635,0.00183626,0.00765052,0.0322424,0.0337917,0.0307311,0.0263458,0.0290554,0.0317767,0.0137253,0.064059,0.00758355,0.00966528,0.00208014,0.0216947,0.0195415,0.0100236,0.0057262,0.00280701,0,0,0.0186981,0,0.0180789,0.00477177,0.0635732,0.0307146,0.0214559,0.015675,0.00582805,0.00795281,0.0132876,0.0453155,0.0115403,0.0234463,0.0220077,0.0147947,0.0142612,0.0292947,0.0313611,0.0136238,0.0100416,0.00367306,0.00501804,0.00486494,0,0,0,0,0,0,0,0.0275497,0.0530581
215,0.00402147,0.00271497,0,0.0133568,0.0510481,0.00626135,0,0,0.00794865,0,0.0232569,0.00259417,0.0492027,0.0626782,0.0307987,0.0020105,0.00792382,0.033578,0.0345419,0.031712,0.0262486,0.0291899,0.0321324,0.0135797,0.0663044,0.00776001,0.00950493,0.00212908,0.0208556,0.0195101,0.0111395,0.00645164,0.00324963,0,0,0.0188913,0,0.0179228,0.0048981,0.0637754,0.031887,0.0210611,0.0149667,0.00579137,0.00859186,0.0134565,0.0453738,0.0110508,0.023178,0.0217736,0.0148593,0.0146644,0.0293529,0.0309774,0.0139865,0.00965156,0.0037563,0.00516765,0.00531232,0,0,0,0,0,0,0,0.0274232,0.0543016
216,0,0.00360464,0,0.0137447,0,0.00580114,0,0,0.00677517,0,0.022912,0.00195609,0.0497362,0.0600747,0.0300409,0.00205905,0.00885754,0.0331136,0.0336747,0.0306843,0.0246596,0.0276162,0.0295196,0.0111736,0.0640929,0.00744157,0.00946557,0.00227136,0.0196983,0.0192806,0.0125662,0.00683192,0.00506101,0,0,0.0190283,0,0.017841,0.00505648,0.0638747,0.0331851,0.0208462,0.0142099,0.00592906,0.0102705,0.0133415,0.0455882,0.0104644,0.0226925,0.0213531,0.0148749,0.0151718,0.0295069,0.0302468,0.0149606,0.00932684,0.00405921,0.00554608,0.00712612,0,0,0,0,0,0,0,0.0272592,0.0538739
217,0.00419388,0.00279677,0,0.0133695,0.0432102,0.00496216,0,0,0.00872201,0,0.0231271,0.00281842,0.0498628,0.0512303,0.0299369,0.00201813,0.00796225,0.0326762,0.0332569,0.0294496,0.0236561,0.0257901,0.0254048,0.00812738,0.0561336,0.00836403,0.00944998,0.0024964,0.0181064,0.0193551,0.0142422,0.00687717,0.00338686,0,0,0.0187257,0,0.0177432,0.00466194,0.0636332,0.0346007,0.0210697,0.0133551,0.00560041,0.00884027,0.0127529,0.0461929,0.00965938,0.0218331,0.0210782,0.0146528,0.0158086,0.0294515,0.0288883,0.0137958,0.00939872,0.00434433,0.00529197,0.00545602,0,0,0,0,0,0,0,0.0265739,0.0527736
218,0.00416712,0.00283449,0,0.0133964,0.0330415,0.00428507,0,0,0.00902783,0,0.0231362,0.00290854,0.0503206,0.0380825,0.0287462,0.00183527,0.00774616,0.0311854,0.031988,0.026996,0.0214376,0.0219674,0.0193642,0.00457755,0.042971,0.00830178,0.00934083,0.00221266,0.0160436,0.0192609,0.0156832,0.00675293,0.00326298,0,0,0.0190363,0,0.0177298,0.00480983,0.0634384,0.035471,0.0214111,0.0122423,0.00536716,0.00872066,0.0118643,0.0466079,0.00862779,0.0209635,0.020731,0.0143228,0.0162334,0.0290536,0.0271176,0.013917,0.00948866,0.00446015,0.00524687,0.00529904,0,0,0,0,0,0,0,0.0259525,0.0508382
219,0.00402613,0.00276634,0,0.0134299,0.020732,0.00377585,0,0,0.00906844,0,0.0230969,0.00281787,0.050806,0.0251661,0.0269667,0.00169979,0.00744122,0.029243,0.0303897,0.0240352,0.0185427,0.017098,0.0126598,0.0060702,0.0280168,0.00806036,0.00931318,0.00206849,0.013925,0.0190894,0.017167,0.00646788,0.00298945,0,0,0.0190611,0,0.0176255,0.00491297,0.063155,0.0360938,0.0219951,0.0110648,0.00525472,0.00838451,0.0108284,0.047257,0.00752778,0.0198401,0.0202677,0.013913,0.0165738,0.028456,0.0255407,0.0139055,0.00960234,0.00460074,0.00500792,0.00513034,0,0,0,0,0,0,0,0.025237,0.048831
220,0.00387875,0.00257921,0,0.0135143,0.00979188,0.00380166,0,0,0.00880825,0,0.0229927,0.00261611,0.0510953,0.0155183,0.0250252,0.00187407,0.00711994,0.0272754,0.0286942,0.0214131,0.0150139,0.0117201,0.00720039,0.0106222,0.0154228,0.00757696,0.00931728,0.00210772,0.0116223,0.0190357,0.018732,0.00594605,0.00239595,0,0,0.0194313,0,0.017679,0.00520025,0.0628299,0.0365333,0.0227892,0.00978929,0.00543201,0.00790847,0.00982901,0.0479082,0.00639238,0.0182479,0.0196242,0.0134137,0.0168525,0.0276461,0.0239234,0.0141603,0.00990036,0.0046009,0.00454389,0.00482554,0,0,0,0,0,0,0,0.02433,0.0469856
221,0.00352984,0.00228513,0.0085098,0.0134465,0.00346272,0.0045532,0,0,0.00870242,0,0.0229279,0.00282929,0.0511379,0.0138085,0.0237414,0.00233895,0.00718639,0.0254223,0.0273907,0.0196094,0.011792,0.00753656,0.00568984,0.0140883,0.00762297,0.00769533,0.0092763,0.00239364,0.00826502,0.0188731,0.0196971,0.00537557,0.00187998,0,0,0.0193128,0,0.0177087,0.00538408,0.0625236,0.0356828,0.0234982,0.00805536,0.00546168,0.00709464,0.00867146,0.048302,0.0048474,0.0159187,0.0184227,0.0132031,0.0166794,0.025897,0.0221118,0.013888,0.0102936,0.00472321,0.00399707,0.00433495,0,0,0,0,0,0,0,0.0234769,0.0451487
222,0.00314601,0.00193672,0.00856383,0.0133693,0.00401695,0.00588528,0,0,0.00874498,0,0.0229733,0.00276127,0.0510204,0.0149705,0.021378,0.00272083,0.00711598,0.022224,0.0238743,0.0186268,0.0110111,0.00739918,0.0076645,0.0131773,0.00664548,0.00772414,0.00924283,0.00232349,0.00517107,0.018708,0.0203173,0.00506523,0.00184202,0,0,0.0187022,0,0.0177336,0.00537425,0.0623037,0.0340049,0.0242334,0.00595952,0.00551396,0.00626767,0.00738573,0.0488434,0.00345462,0.0133694,0.016638,0.0134785,0.0161751,0.0232686,0.0199955,0.0133936,0.0109048,0.00509414,0.0033804,0.00392424,0,0,0,0,0,0,0,0.0228128,0.043341
223,0.0027415,0.00159556,0.0219393,0.0133148,0.0165381,0.00681036,0,0,0.00880677,0,0.0229868,0.00261613,0.0513552,0.0278915,0.0232232,0.00304393,0.00706214,0.0222809,0.0247316,0.0234272,0.0119468,0.00884367,0.0139409,0,0.0187765,0.00771934,0.00919086,0.0021984,0.00424974,0.0184469,0.0202709,0.00482425,0.00232161,0,0,0.0179728,0,0.017702,0.00539148,0.062221,0.0310042,0.0246307,0.00382017,0.00548454,0.00587489,0.00560145,0.0496984,0.00278285,0.0100316,0.0140888,0.0144105,0.0148128,0.0196029,0.0181976,0.0130041,0.0116007,0.00562135,0.00275196,0.00366875,0,0,0,0,0,0,0,0.0230908,0.0424473
