Timestep,C7,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,CLAV
105,0.0200896,0.0302045,0.0115901,0.0197093,0.00466544,0,0,0.0152686,0,0.0229836,0.0119411,0.0450249,0.019015,0.0188847,0.0182104,0.0220044,0.0180681,0.00771507,0.0098498,0.0161434,0.0451896,0.015165,0.0136167,0.0136235,0.0168658,0.0309982,0.0135449,0.0116877,0.00740896,0.0619814,0.0164291,0.0500643,0.0139713,0.0124797,0,0,0.0379411,0,0.0203473,0.0224467,0.0595731,0.0533309,0.0178747,0.0182531,0.0177226,0.016722,0.0207391,0.0533705,0.0225504,0.024297,0.0266933,0.0219541,0.0307614,0.0293103,0.0613856,0.0204534,0.0144175,0.00839847,0.0244679,0.008277,0,0,0,0,0,0,0,0,0.0250214
106,0.0204535,0.0303357,0.0114228,0.0196092,0.00485922,0,0,0.0158287,0,0.0230429,0.0122381,0.045038,0.0192287,0.0186264,0.0174649,0.0222952,0.0186835,0.00772999,0.00901084,0.0156987,0.0448195,0.0148548,0.0133565,0.0134137,0.0165921,0.0310556,0.0141467,0.0117036,0.00770149,0.0722974,0.0162818,0.0582236,0.0139604,0.0127813,0,0,0.0383558,0,0.0205461,0.0227006,0.0591804,0.0622087,0.0180521,0.0191882,0.0178032,0.0171644,0.0232169,0.0540047,0.0253252,0.0270725,0.0288742,0.0256669,0.0349067,0.0322601,0.0711482,0.0209322,0.0145917,0.00849965,0.0249112,0.00851879,0,0,0,0,0,0,0,0,0.0253834
107,0.020667,0.030273,0.0112463,0.0193564,0.00494703,0,0,0.0164246,0,0.0230994,0.0125713,0.0448486,0.0194707,0.0184274,0.016384,0.0224179,0.0193517,0.00761434,0.00792773,0.0147566,0.0445825,0.0145446,0.0131242,0.0132812,0.0163289,0.031086,0.0147279,0.0117048,0.00804584,0.0751706,0.0161592,0.0601735,0.013725,0.0129401,0,0,0.038602,0,0.0206995,0.0228667,0.0591867,0.0647082,0.01801,0.0194515,0.0178611,0.0174021,0.0243106,0.0542649,0.025816,0.0279224,0.0286301,0.0264692,0.0349756,0.0319771,0.0739352,0.0213715,0.014555,0.00853836,0.0251641,0.00867125,0,0,0,0,0,0,0,0,0.025494
108,0.0207502,0.0297393,0.0110168,0.0189016,0.00496286,0,0,0.0170921,0,0.0232268,0.0129238,0.0444928,0.0194699,0.0183628,0.0151823,0.0223999,0.0200731,0.00749364,0.00687131,0.0140932,0.0445687,0.0142514,0.0129336,0.0132006,0.0160544,0.030798,0.0153003,0.0117198,0.00832543,0.0706501,0.0160646,0.0559987,0.0131856,0.0129428,0,0,0.0386005,0,0.0208766,0.0227925,0.059561,0.0608325,0.0178659,0.0189159,0.0179094,0.0174546,0.0236821,0.0539039,0.024199,0.0266226,0.0264396,0.0245916,0.0319309,0.0290141,0.0699062,0.021759,0.0142919,0.00849226,0.0252738,0.00886912,0,0,0,0,0,0,0,0,0.0254724
109,0.0207998,0.0287751,0.0107971,0.0183497,0.00503567,0,0,0.0178097,0,0.0232833,0.0132221,0.0440975,0.0193805,0.0185007,0.0139482,0.0223697,0.020682,0.00738379,0.00599022,0.0132864,0.0448114,0.013993,0.0128367,0.0131094,0.0158065,0.0299255,0.0158141,0.0116738,0.00859787,0.0598836,0.015977,0.0468634,0.0124257,0.0129362,0,0,0.0386028,0,0.0210211,0.0226642,0.0601749,0.0511236,0.0177405,0.017681,0.0180282,0.0174683,0.0217026,0.0530054,0.0215935,0.0237905,0.0229819,0.0208726,0.026568,0.0244339,0.0597249,0.0220701,0.0138617,0.0084276,0.0253858,0.00903086,0,0,0,0,0,0,0,0,0.0254015
110,0.0208478,0.0273966,0.0105595,0.0176536,0.00512389,0,0,0.0184282,0,0.0232712,0.0135064,0.0437479,0.0194163,0.0187971,0.0127995,0.0223489,0.0212356,0.00724898,0.00538243,0.0122765,0.0452305,0.013893,0.0127965,0.0129962,0.0156222,0.0285651,0.0161996,0.0116339,0.00879842,0.0449092,0.0159603,0.0344344,0.0116627,0.0129512,0,0,0.0386423,0,0.0211338,0.0225475,0.0608292,0.0372774,0.0176773,0.0159818,0.0182775,0.0173544,0.0191096,0.0520358,0.0187283,0.0202806,0.018839,0.0163078,0.01967,0.0190781,0.0452332,0.022348,0.0135658,0.00834729,0.0254404,0.00916562,0,0,0,0,0,0,0,0,0.0253114
111,0.0209304,0.0259284,0.0104226,0.0168861,0.00477077,0,0,0.0187721,0,0.0232202,0.0136637,0.0434186,0.0194331,0.0191905,0.0117265,0.0221246,0.021685,0.00695184,0.00497279,0.0111083,0.0457764,0.0139356,0.0128433,0.0128625,0.0154469,0.0271661,0.0165601,0.0115692,0.0088288,0.0280215,0.0160127,0.0202485,0.0109748,0.0129946,0,0,0.0388211,0,0.021148,0.0225382,0.0612537,0.0213862,0.0176891,0.0143665,0.0185399,0.0170251,0.0165227,0.0512353,0.0159453,0.0166921,0.0146068,0.0128219,0.0121676,0.0138021,0.0283715,0.0226289,0.0134928,0.00824314,0.0253724,0.00927834,0,0,0,0,0,0,0,0,0.0252779
112,0.0209233,0.0248753,0.010439,0.0163047,0.00432316,0,0,0.018894,0,0.0231794,0.0136151,0.0430123,0.0197705,0.0196123,0.010533,0.0216259,0.0219626,0.00650093,0.00473024,0.0100342,0.0464589,0.01411,0.0131095,0.0129927,0.0152817,0.0258173,0.016645,0.0115326,0.00880084,0.013237,0.016104,0.0076864,0.0102992,0.0129912,0,0,0.0391733,0,0.020943,0.0226676,0.0613213,0.00873836,0.017802,0.0130938,0.0186651,0.0164613,0.0142489,0.050667,0.0136657,0.0135263,0.011195,0.0128,0.0069935,0.0102953,0.0134461,0.0228439,0.0134799,0.00815695,0.0251628,0.00946397,0,0,0,0,0,0,0,0,0.0252246
113,0.0207091,0.0228108,0.0104528,0.0157134,0.00414828,0,0,0.0189981,0,0.0232106,0.0135447,0.0424581,0.0201857,0.0198752,0.00955819,0.0215171,0.0220653,0.00624502,0.00517515,0.00896265,0.0471255,0.0142546,0.01334,0.0130985,0.0149852,0.0233905,0.0167068,0.0114847,0.00880416,0.0137901,0.016219,0.00943619,0.00996711,0.0127676,0,0,0.0391797,0,0.0207559,0.0226323,0.0609668,0.0123416,0.0179251,0.0120624,0.0189485,0.0158017,0.0123515,0.0505428,0.0118583,0.0109988,0.00952532,0.0137031,0.00725044,0.00880646,0.0145206,0.0228382,0.0132461,0.00804974,0.0250818,0.00938576,0,0,0,0,0,0,0,0,0.0250957
114,0.0204482,0.0199319,0.0103909,0.0156353,0.00413258,0,0,0.0197039,0,0.0232878,0.0136869,0.0418296,0.0208869,0.0200092,0.00891576,0.0216,0.0223289,0.00624599,0.00604724,0.0079421,0.047852,0.0142086,0.013547,0.0131284,0.0146099,0.0202771,0.0171923,0.0114875,0.00889274,0.0140182,0.0163476,0.012711,0.00945234,0.0124005,0,0,0.0393419,0,0.0206378,0.0226202,0.0602869,0.014305,0.0181802,0.0118143,0.0192292,0.0151522,0.0109281,0.0507912,0.010691,0.00931335,0.00821431,0.0158561,0.0083744,0.00781112,0.0160289,0.0227533,0.0129162,0.00795423,0.0251953,0.00908702,0,0,0,0,0,0,0,0,0.0251383
115,0.0199088,0.0167466,0.0102211,0.0165366,0.00435885,0,0,0.021189,0,0.0233754,0.0141349,0.0412031,0.0220082,0.0200099,0.0089197,0.0217846,0.0228391,0.00662426,0.007178,0.00746784,0.0487499,0.0138315,0.0138362,0.0133117,0.0141002,0.0161639,0.018273,0.0115195,0.00914055,0.0128099,0.0164011,0.0139685,0.00866206,0.0118796,0,0,0.0396285,0,0.0205655,0.0226875,0.0597364,0.0132169,0.0187609,0.0119713,0.0193446,0.0146281,0.00987987,0.051028,0.0103594,0.00851302,0.00839032,0.0180197,0.0101435,0.00811914,0.0154692,0.0227792,0.0124146,0.00800086,0.0253732,0.00858003,0,0,0,0,0,0,0,0,0.0251634
116,0.0189555,0.014676,0.0100143,0.0186114,0.00451071,0,0,0.0229066,0,0.0234401,0.0147025,0.0406358,0.0235162,0.0200203,0.00980416,0.0218131,0.0232399,0.00748373,0.00854239,0.00825709,0.0499427,0.0132668,0.0145967,0.0136627,0.0136972,0.010826,0.0195963,0.0114923,0.00945399,0.0138414,0.0163912,0.013255,0.00772319,0.0111095,0,0,0.039884,0,0.0204426,0.0228677,0.059785,0.0119395,0.0195184,0.0122522,0.0191377,0.0141202,0.00948953,0.0508069,0.0113266,0.00905363,0.00972209,0.0186223,0.0112758,0.00956154,0.0165907,0.0229497,0.0118016,0.00820166,0.025194,0.00805934,0,0,0,0,0,0,0,0,0.0246869
117,0.0179875,0.0150968,0.00984067,0.021966,0.00500204,0,0,0.0245094,0,0.023573,0.0151731,0.0401114,0.0255401,0.020255,0.0114905,0.0217816,0.0234299,0.00838256,0.0102173,0.0100425,0.051414,0.0131007,0.0166053,0.0142247,0.0134664,0.00505323,0.0207695,0.0114512,0.00963483,0.017131,0.0163794,0.0118034,0.0071003,0.0102647,0,0,0.0399713,0,0.020264,0.0230238,0.0603086,0.0105569,0.0201858,0.0121575,0.0188251,0.0135869,0.00945466,0.0503186,0.0122885,0.0100833,0.0107788,0.0179176,0.0110673,0.010602,0.0196547,0.0228878,0.0110473,0.00843596,0.0246568,0.0078255,0,0,0,0,0,0,0,0,0.0238041
118,0.0171596,0.0185182,0.00968935,0.0262021,0.00572528,0,0,0.02554,0,0.0237173,0.0154468,0.0395911,0.0278697,0.0206938,0.0135114,0.0218113,0.0233278,0.00928757,0.0123328,0.012303,0.0529638,0.0136774,0.020232,0.0149473,0.0132542,0.00650506,0.0214461,0.0114145,0.00965328,0.0199719,0.0164505,0.010032,0.00704221,0.00948196,0,0,0.0396024,0,0.0200317,0.0229252,0.0609014,0.00938594,0.0205917,0.0116701,0.0187951,0.0129959,0.00873164,0.0498012,0.0122911,0.00995639,0.0110569,0.0168684,0.0102303,0.010418,0.0230763,0.0223775,0.0102171,0.00853595,0.0239329,0.00800687,0,0,0,0,0,0,0,0,0.0228013
119,0.0164041,0.0240829,0.00962362,0.0305654,0.00653604,0,0,0.0257662,0,0.0238767,0.015399,0.0391463,0.0297949,0.0212807,0.0152984,0.021881,0.0227771,0.0101626,0.0145806,0.0143108,0.0546952,0.0150528,0.0246748,0.0158776,0.0130163,0.0140044,0.0215186,0.0113919,0.00953953,0.0219639,0.0165681,0.00792978,0.00735178,0.00884643,0,0,0.0387687,0,0.0197247,0.0226374,0.0613401,0.00921832,0.0208204,0.0107604,0.0189969,0.0123297,0.00717098,0.0492346,0.0110775,0.00816595,0.0103088,0.0160974,0.00907305,0.00887457,0.0264551,0.0215331,0.00955155,0.00846666,0.0231381,0.00853735,0,0,0,0,0,0,0,0,0.0218792
120,0.0159135,0.030093,0.00966362,0.0340265,0.00751167,0,0,0.0254588,0,0.0240363,0.015034,0.0385939,0.0306239,0.0216321,0.016846,0.022086,0.0219374,0.0110027,0.0172107,0.0161269,0.0564165,0.0165295,0.0286533,0.016738,0.0127502,0.0224022,0.021084,0.0114243,0.00926387,0.0240389,0.0167696,0.00575273,0.00783468,0.00828468,0,0,0.0374833,0,0.0193875,0.0219141,0.0616514,0.0113171,0.0210394,0.00979408,0.0194608,0.011602,0.00588838,0.0484798,0.00974583,0.0061152,0.00882854,0.0153805,0.00783533,0.00657302,0.0308976,0.0204376,0.009128,0.00822852,0.0224175,0.00897113,0,0,0,0,0,0,0,0,0.0212255
121,0.0154564,0.0355513,0.00982852,0.0363527,0.00850262,0,0,0.0246888,0,0.0241244,0.0143097,0.0380869,0.030625,0.021766,0.0182915,0.0223262,0.0207378,0.0120131,0.0199824,0.0176645,0.0581098,0.0177101,0.0316641,0.0173135,0.0122886,0.0303372,0.0202305,0.0114625,0.00879613,0.0260672,0.0170566,0.0041441,0.00823929,0.00804816,0,0,0.0361273,0,0.0190194,0.0211331,0.0619299,0.0134021,0.0212714,0.00925085,0.0200394,0.0109848,0.00578446,0.0475835,0.00930084,0.00543483,0.00735952,0.0145697,0.00695446,0.0047032,0.0348774,0.0191726,0.00919105,0.00788442,0.0217316,0.00911713,0,0,0,0,0,0,0,0,0.0207104
122,0.0151161,0.0402,0.0100944,0.0375423,0.00955514,0,0,0.0238819,0,0.0241273,0.0134951,0.0376348,0.0301813,0.0217936,0.0197012,0.0226778,0.019485,0.0132335,0.0226598,0.0191017,0.0598183,0.0184404,0.0338774,0.0175842,0.0116907,0.0380305,0.0192017,0.0114518,0.00827532,0.0270817,0.0173881,0.00345704,0.00866013,0.00802997,0,0,0.0345925,0,0.0186941,0.0202269,0.0622096,0.0145821,0.0213409,0.00880163,0.0207162,0.0105372,0.00633127,0.047125,0.00961565,0.00565093,0.00601856,0.0139752,0.00625829,0.0036732,0.0372599,0.0177384,0.00951755,0.00745738,0.021218,0.00866529,0,0,0,0,0,0,0,0,0.0203081
123,0.0147413,0.0441443,0.0104244,0.0379453,0.0105624,0,0,0.0230953,0,0.0240835,0.0126413,0.0369838,0.0298758,0.0217444,0.0212621,0.0228629,0.0182884,0.0145905,0.0253832,0.0202623,0.0614542,0.01907,0.0355813,0.0178097,0.0110736,0.0454622,0.0182941,0.0114051,0.0077386,0.027763,0.0177421,0.00355239,0.00902269,0.00807687,0,0,0.0330306,0,0.0183683,0.0192789,0.0625906,0.0147448,0.0212182,0.00805462,0.0212461,0.0102614,0.00664487,0.0474879,0.00948373,0.00557071,0.00496672,0.0139739,0.00572877,0.0029071,0.0386592,0.0163052,0.0101109,0.00700689,0.0208217,0.00783847,0,0,0,0,0,0,0,0,0.0199413
124,0.0143585,0.0470297,0.0107852,0.0376934,0.0113868,0,0,0.0226037,0,0.0240701,0.0120331,0.0361594,0.0300971,0.0217234,0.0230679,0.0227294,0.0173537,0.0161325,0.028284,0.0212449,0.0628518,0.0199256,0.036679,0.0179571,0.0105503,0.0527895,0.017822,0.0113394,0.00727679,0.0285389,0.0180926,0.00401608,0.00932125,0.00813526,0,0,0.03141,0,0.0180645,0.0183268,0.0628435,0.0152248,0.0209584,0.00737848,0.0214365,0.0101416,0.00625292,0.0483476,0.00901509,0.00464694,0.00410122,0.0145745,0.00506644,0.00206887,0.0398807,0.0151092,0.0107205,0.00660764,0.0204974,0.00672569,0,0,0,0,0,0,0,0,0.0195694
125,0.0140576,0.0493353,0.011125,0.0370707,0.0118787,0,0,0.022495,0,0.0240881,0.0118094,0.0354083,0.0309825,0.0217907,0.0248365,0.0222957,0.0167119,0.0176374,0.0311281,0.0220041,0.0639298,0.0208113,0.0372414,0.0180267,0.0101704,0.0598455,0.0178408,0.0112627,0.00702114,0.0294516,0.018399,0.00475089,0.00953292,0.00827718,0,0,0.029981,0,0.0177886,0.0175847,0.0628687,0.0161639,0.0206214,0.00700151,0.0211527,0.0101793,0.00540703,0.0492921,0.00839714,0.00313251,0.00350653,0.0154576,0.00464345,0.00205004,0.0410774,0.0142499,0.0112201,0.00629764,0.0201811,0.00539175,0,0,0,0,0,0,0,0,0.0191347
126,0.0139985,0.0515714,0.0113699,0.036403,0.0120225,0,0,0.0229621,0,0.0241708,0.0120149,0.0349859,0.0329626,0.0220463,0.0264238,0.0218892,0.0164331,0.0188724,0.0337049,0.0223601,0.0646661,0.0216442,0.037574,0.0182928,0.00985902,0.0658023,0.0181618,0.0111828,0.00694812,0.0302048,0.0185928,0.00544942,0.00964817,0.00847963,0,0,0.0291817,0,0.0175959,0.0172124,0.0627274,0.0169997,0.0203158,0.00687463,0.0206167,0.0104065,0.00457494,0.0500238,0.0080081,0.00168319,0.00339591,0.0162995,0.00446826,0.00278691,0.042093,0.0137504,0.0116096,0.00610486,0.0201163,0.00380767,0,0,0,0,0,0,0,0,0.018942
127,0.0138107,0.0538004,0.0115555,0.0355103,0.0121211,0,0,0.0236054,0,0.0243531,0.0123197,0.0347817,0.0355843,0.022211,0.0278057,0.0216271,0.0162736,0.0197164,0.0360084,0.022344,0.0650032,0.0225105,0.0379411,0.0187048,0.0095583,0.0705493,0.0185983,0.0111085,0.00688943,0.0305871,0.018632,0.00587778,0.00958558,0.00867469,0,0,0.0291572,0,0.0174646,0.0172918,0.0625848,0.0169639,0.020123,0.00686739,0.0201163,0.0108332,0.00408888,0.0503347,0.00796478,0.000947642,0.00376758,0.0168172,0.00448452,0.00298571,0.0424061,0.0136956,0.0117945,0.00606336,0.020124,0.00293458,0,0,0,0,0,0,0,0,0.0187811
128,0.0137182,0.056039,0.0114527,0.0341325,0.0123223,0,0,0.0246541,0,0.0246456,0.0130308,0.0344653,0.037856,0.0222371,0.029235,0.0215996,0.0162722,0.020393,0.0382341,0.0223093,0.0651333,0.0235122,0.0385542,0.0191179,0.00945572,0.0750534,0.0197285,0.0110746,0.00698919,0.0304158,0.0185219,0.00607809,0.00943861,0.0087552,0,0,0.0295261,0,0.0174036,0.0176916,0.0626553,0.0163849,0.0201043,0.00693794,0.0198436,0.0112657,0.00396097,0.0503151,0.00808221,0.000880158,0.00450166,0.0168527,0.00467575,0.00232977,0.0421262,0.0141068,0.0113272,0.00617776,0.0202658,0.00300712,0,0,0,0,0,0,0,0,0.018888
129,0.0135561,0.0581968,0.0111952,0.0329806,0.0125316,0,0,0.025758,0,0.0249568,0.0138296,0.0341507,0.0400663,0.0222357,0.0306766,0.0215945,0.0163128,0.0210214,0.0403031,0.0223155,0.0653906,0.0245608,0.0393467,0.0195149,0.00965702,0.0796044,0.0209405,0.0110948,0.00718291,0.0299246,0.0184739,0.00617309,0.00924942,0.00882704,0,0,0.0296802,0,0.0174217,0.0180584,0.0628671,0.0155326,0.0202546,0.00712703,0.0194952,0.0117028,0.00394801,0.0501076,0.00822702,0.00104634,0.00506214,0.016476,0.00504541,0.00114249,0.0414402,0.0144444,0.0103897,0.00640512,0.0203396,0.0040468,0,0,0,0,0,0,0,0,0.0190328
130,0.0134316,0.0607334,0.0108501,0.0327339,0.0126538,0,0,0.0265718,0,0.0252032,0.0144574,0.0342378,0.042042,0.0221839,0.0319029,0.021409,0.0163468,0.0216021,0.0422085,0.0223976,0.0658573,0.0254792,0.0401728,0.0197999,0.0101714,0.0842821,0.0218357,0.0111407,0.00736117,0.029341,0.0183997,0.00611243,0.00896055,0.00889364,0,0,0.0295356,0,0.0173747,0.0183034,0.0631077,0.0146905,0.0205573,0.00738435,0.0188381,0.0119934,0.00408695,0.0498937,0.00844305,0.00154266,0.00557825,0.0158861,0.00529888,0.000654667,0.040564,0.0146292,0.00930165,0.0066749,0.0202518,0.0055597,0,0,0,0,0,0,0,0,0.019143
131,0.0134542,0.0638894,0.0105443,0.0333427,0.0127231,0,0,0.027208,0,0.0254438,0.014837,0.0345846,0.0438609,0.0220114,0.03283,0.0211193,0.0163235,0.0221935,0.0438719,0.022507,0.0664643,0.0262118,0.0410683,0.0200363,0.0109197,0.0890352,0.0224919,0.0112032,0.00749829,0.0287295,0.0183299,0.00585497,0.00880777,0.00893903,0,0,0.0292619,0,0.0172881,0.0182672,0.0630709,0.0141177,0.0207132,0.00759194,0.0182914,0.0122093,0.00446805,0.0496313,0.00856935,0.00241051,0.00593155,0.0153275,0.00536853,0.00145215,0.0396452,0.0146951,0.00820687,0.00691474,0.0202224,0.00705348,0,0,0,0,0,0,0,0,0.0192726
132,0.0137293,0.0677761,0.0103379,0.0345601,0.0127683,0,0,0.0277259,0,0.0256331,0.0150071,0.0352885,0.044831,0.0217242,0.0332081,0.0208642,0.0162291,0.0225451,0.0448182,0.0224965,0.0671211,0.0266806,0.0420005,0.0202802,0.0117976,0.0938571,0.0228674,0.0112055,0.0074808,0.0281591,0.018306,0.00533021,0.00892431,0.00925861,0,0,0.0289917,0,0.0172072,0.0182078,0.0627477,0.0141832,0.0206556,0.00780192,0.0179381,0.0125976,0.00504091,0.0494078,0.00863166,0.00339074,0.00587349,0.0149933,0.00532289,0.00156121,0.0389895,0.014557,0.00718178,0.00715634,0.0202461,0.0083668,0,0,0,0,0,0,0,0,0.0194225
133,0.0141307,0.0720002,0.0101028,0.0361351,0.0127239,0,0,0.0281878,0,0.0257426,0.0150698,0.0360272,0.0458609,0.0214671,0.0333432,0.0206502,0.0160767,0.0227914,0.0453178,0.0224693,0.0676688,0.0270821,0.0431425,0.0205899,0.0126495,0.0983704,0.0231722,0.0111973,0.007461,0.0274774,0.0183122,0.00470208,0.00909439,0.00954861,0,0,0.0284995,0,0.0171088,0.0180487,0.0625617,0.0143623,0.0206112,0.00790872,0.0176685,0.0129769,0.005689,0.0494297,0.00876725,0.00445498,0.00571788,0.014854,0.00517251,0.00133601,0.0382903,0.0142414,0.00630095,0.00736377,0.0202071,0.00913792,0,0,0,0,0,0,0,0,0.0195688
134,0.0146023,0.0758728,0.009946,0.0376391,0.0125412,0,0,0.0282474,0,0.0257474,0.0151108,0.0361148,0.0469051,0.0212807,0.0334334,0.0204404,0.015838,0.0230469,0.0456866,0.022427,0.0679314,0.0275192,0.0444009,0.0207909,0.0134196,0.102472,0.0233145,0.0111339,0.00748844,0.0266722,0.0183825,0.00413506,0.0091743,0.00987751,0,0,0.0276561,0,0.0169476,0.0176927,0.0626173,0.0143833,0.0206201,0.00791105,0.0172754,0.013455,0.00646943,0.0496979,0.00891488,0.00550204,0.00561346,0.0147491,0.00491332,0.00129391,0.0374013,0.0136415,0.00558624,0.00738513,0.0201888,0.00937774,0,0,0,0,0,0,0,0,0.0197847
135,0.0151035,0.0792241,0.00990595,0.038841,0.0123433,0,0,0.0281984,0,0.0257142,0.0150819,0.0361123,0.0474759,0.0209493,0.0332896,0.0203253,0.0155427,0.0231753,0.0457276,0.0222293,0.0680023,0.0277438,0.0454187,0.0209224,0.0140472,0.105921,0.0233174,0.0110183,0.00761327,0.0256844,0.0185345,0.00368017,0.00922272,0.0104002,0,0,0.0268011,0,0.0168294,0.0173272,0.0627214,0.0140973,0.0205358,0.00789599,0.0169621,0.0140764,0.00719561,0.0500573,0.00899812,0.00644055,0.00562395,0.0145816,0.00483719,0.00151319,0.0361551,0.0129073,0.00503827,0.00734942,0.0202854,0.00923688,0,0,0,0,0,0,0,0,0.0201616
136,0.0156499,0.0818411,0.00986604,0.0397439,0.0121874,0,0,0.0281651,0,0.0256954,0.0150694,0.03623,0.048309,0.0205999,0.0328832,0.0203386,0.0152806,0.0231419,0.045347,0.0220524,0.0680494,0.0276583,0.0460217,0.0210289,0.0145005,0.108502,0.0233158,0.0109316,0.00774925,0.0244859,0.0187134,0.0032857,0.00919298,0.0109202,0,0,0.0258748,0,0.0167534,0.0169034,0.0627743,0.0133872,0.0204727,0.00811775,0.0166883,0.0146923,0.00772747,0.050217,0.0091221,0.00731315,0.00580145,0.0143375,0.00493568,0.0016747,0.0345906,0.0120726,0.00455013,0.00732572,0.0204505,0.00887792,0,0,0,0,0,0,0,0,0.0206147
137,0.0163005,0.0839724,0.00995173,0.0402338,0.0119207,0,0,0.0280774,0,0.0256829,0.0151239,0.0364081,0.0483223,0.0203232,0.0321357,0.0203733,0.0150696,0.0228896,0.044493,0.0218553,0.067991,0.0273388,0.0461883,0.0209199,0.0147432,0.110424,0.0231566,0.0108381,0.00796212,0.0232111,0.0189044,0.00287848,0.00903988,0.0115192,0,0,0.0248699,0,0.0166407,0.0164425,0.0627623,0.0124664,0.0206276,0.0084867,0.0162832,0.0152882,0.00811112,0.0503738,0.00930273,0.00799904,0.00619584,0.0140391,0.00531717,0.00207723,0.0328469,0.0112022,0.00415481,0.00723399,0.0206824,0.00863704,0,0,0,0,0,0,0,0,0.0210241
138,0.0170345,0.0854113,0.010011,0.0404083,0.0115541,0,0,0.0280674,0,0.0256518,0.0152626,0.0364812,0.0480021,0.0200028,0.0308967,0.0205698,0.0149091,0.0223747,0.0430327,0.0215966,0.0676013,0.0266581,0.0457595,0.0206923,0.0148762,0.111442,0.022992,0.0107522,0.00822495,0.0217371,0.0191061,0.00253865,0.00883912,0.0121058,0,0,0.0238954,0,0.0165415,0.0160252,0.062903,0.0111087,0.0208027,0.008876,0.0158973,0.0158366,0.00843236,0.0505889,0.00951868,0.00862046,0.00682452,0.013675,0.00583244,0.00287643,0.0306249,0.0104226,0.00385301,0.00712611,0.0209531,0.00850102,0,0,0,0,0,0,0,0,0.0214575
139,0.0177454,0.0863123,0.0100037,0.0403467,0.0112512,0,0,0.0280415,0,0.0256093,0.0153693,0.0363353,0.0476044,0.019685,0.0293707,0.0208397,0.0147877,0.0217411,0.0412864,0.0212781,0.0669941,0.0256336,0.0448678,0.0203344,0.0149427,0.111761,0.0227521,0.0106812,0.00840377,0.0199784,0.0193506,0.00246197,0.00859149,0.0126714,0,0,0.0229121,0,0.016478,0.0156728,0.0632789,0.00959444,0.0209817,0.00921411,0.0154997,0.0162929,0.00864016,0.0508629,0.00971818,0.00918411,0.00764049,0.0132597,0.00638902,0.00409667,0.0278633,0.00977431,0.00360824,0.00698722,0.0212381,0.00856157,0,0,0,0,0,0,0,0,0.0218876
140,0.018305,0.0867614,0.0100299,0.0401051,0.0109309,0,0,0.0277722,0,0.0256041,0.0152534,0.0362208,0.0467492,0.0194373,0.0277216,0.0208117,0.0145668,0.0209153,0.0393583,0.0209365,0.0665853,0.0244076,0.0437015,0.019971,0.0148889,0.111489,0.0222793,0.010643,0.00836599,0.0181611,0.0196162,0.00236727,0.0082634,0.0131558,0,0,0.021779,0,0.0164309,0.0152221,0.0634147,0.00845445,0.0211513,0.00958126,0.0150523,0.0166425,0.00868981,0.050986,0.0098885,0.00945058,0.00836322,0.0128891,0.00680249,0.00522461,0.0251183,0.00924879,0.00334321,0.00671251,0.0214099,0.0088473,0,0,0,0,0,0,0,0,0.0222021
141,0.0188099,0.0864206,0.0101823,0.0395873,0.0106125,0,0,0.0273804,0,0.0256643,0.0150528,0.0362126,0.045501,0.0192529,0.0260128,0.0208325,0.014361,0.0198663,0.0372166,0.0206002,0.0662498,0.0229954,0.0421839,0.0194634,0.0147271,0.110539,0.0218328,0.0106286,0.00839039,0.0163755,0.0198316,0.00229294,0.00802137,0.0136115,0,0,0.0208018,0,0.0163632,0.0147849,0.0633855,0.00769465,0.0212983,0.00984654,0.0146641,0.0169291,0.00868266,0.0509966,0.00993117,0.00950647,0.00888694,0.0125292,0.00720378,0.0060994,0.022536,0.0088113,0.00313279,0.00638935,0.0215001,0.00938658,0,0,0,0,0,0,0,0,0.0226061
142,0.01932,0.0855991,0.0103492,0.0388669,0.0103077,0,0,0.0270808,0,0.0257588,0.0148414,0.036194,0.0440251,0.0190999,0.02428,0.0209053,0.0142463,0.0188267,0.0344463,0.0202411,0.0657839,0.0215335,0.0404004,0.0188796,0.014525,0.108999,0.021477,0.0106383,0.00843229,0.0146842,0.019985,0.00239734,0.00775928,0.0140774,0,0,0.020039,0,0.0162959,0.0144268,0.063333,0.00730234,0.021427,0.0101086,0.0142574,0.0171979,0.00858564,0.0509827,0.00989078,0.0094791,0.00928298,0.0121613,0.00748948,0.00682893,0.0200635,0.0085507,0.00293243,0.00611473,0.0216052,0.0101146,0,0,0,0,0,0,0,0,0.0230298
