Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,RFHD
140,0.00386162,0.0022875,0.051799,0.0160337,0.0277376,0.00399908,0,0,0.0105955,0,0.021461,0.00598991,0.0399161,0.0257105,0.0237161,0.0301291,0.00649504,0.00305899,0.0174254,0.0194739,0.0289476,0.0634909,0.0157587,0.0117785,0.0100373,0.0273011,0.057022,0.00844168,0.00798185,0.00269783,0.00574877,0.0224472,0.0109864,0.00851702,0.00226375,0,0,0.00709988,0.0196725,0.00496388,0.0636319,0.0180724,0.0267544,0.00540016,0.00800217,0.00130272,0.00460272,0.0500929,0.00312158,0.00953444,0.0127804,0.0137997,0.00610859,0.0162072,0.00695341,0.00285587,0.00245385,0.00305584,0.00280064,0.00310048,0,0,0,0,0,0,0,0,0,0,0
141,0.00392736,0.00245452,0.0481378,0.0157991,0.027788,0.0050734,0,0,0.00620343,0,0.0215913,0.00395701,0.0403292,0.0275778,0.0231367,0.0338187,0.00667535,0.00295373,0.0193057,0.0241467,0.0306376,0.0625718,0.0156332,0.0098108,0.00944554,0.0265199,0.0514428,0.00572683,0.00819642,0.00254026,0.0066709,0.0223472,0.0106954,0.00881626,0.00226819,0,0,0.00636319,0.0197704,0.00454908,0.0640827,0.0190841,0.0272274,0.00601294,0.00733816,0.00204757,0.005439,0.0501944,0.0036741,0.0109443,0.0139514,0.0132383,0.00703238,0.0180166,0.0086553,0.00238261,0.00239974,0.00310881,0.00297215,0.003098,0,0,0,0,0,0,0,0,0,0,0
142,0.00405433,0.00261498,0.0434174,0.0156419,0.0272782,0.00592199,0,0,0.00647781,0,0.0216933,0.00396572,0.040886,0.0287022,0.0226608,0.0366914,0.00672118,0.0028093,0.0208247,0.0282363,0.031287,0.0613405,0.0154569,0.00829868,0.00871094,0.0256995,0.0452451,0.00609711,0.00843969,0.0022379,0.00722811,0.0222499,0.010242,0.00900351,0.00227491,0,0,0.00615062,0.0197072,0.00428782,0.0642267,0.0195334,0.0274987,0.00679626,0.00674861,0.00269283,0.00612948,0.0502049,0.00450452,0.0120974,0.0148419,0.012771,0.00767646,0.0192676,0.0106196,0.00243662,0.0022519,0.0029641,0.00315209,0.00310863,0,0,0,0,0,0,0,0,0,0,0
143,0.00419332,0.00272413,0.0379387,0.0156128,0.0258839,0.00667592,0,0,0.00661781,0,0.0217869,0.0039897,0.0415913,0.028918,0.0222943,0.038603,0.00663891,0.00267348,0.0221053,0.0315252,0.0312865,0.0599142,0.0151539,0.00751939,0.00786277,0.0248504,0.0383562,0.00642082,0.0086567,0.00195055,0.00801544,0.0221076,0.00970388,0.00908846,0.00241178,0,0,0.00641444,0.019477,0.00438943,0.0642161,0.0196285,0.027633,0.00762449,0.0062151,0.00318648,0.0067555,0.0501455,0.0052151,0.0131778,0.0155936,0.0123891,0.00809038,0.0200907,0.0125683,0.0027744,0.0021659,0.00272839,0.00330953,0.00324271,0,0,0,0,0,0,0,0,0,0,0
144,0.004214,0.00277484,0.0322249,0.0156704,0.0238373,0.00724785,0,0,0.00612473,0,0.02191,0.00370438,0.0426177,0.0280515,0.0219895,0.0389807,0.0064663,0.0025403,0.0228111,0.0334953,0.0303549,0.058392,0.0145511,0.00740186,0.00697478,0.0240325,0.0312168,0.00641801,0.00880629,0.00187065,0.00912336,0.0219843,0.00920337,0.00907713,0.00243271,0,0,0.00599685,0.0193716,0.00405507,0.0640758,0.0197549,0.0276133,0.00844665,0.00595012,0.0036663,0.00749056,0.0500494,0.0057791,0.014303,0.0163345,0.0120817,0.00857423,0.0207602,0.0146391,0.00313952,0.00195898,0.00247767,0.00339084,0.00336582,0,0,0,0,0,0,0,0,0,0,0
145,0.0041478,0.00279439,0.0255355,0.0155717,0.021145,0.00798406,0,0,0.00237877,0,0.0220988,0.0015079,0.0437834,0.0262051,0.0217015,0.0383577,0.0064778,0.0027701,0.023042,0.0346204,0.0289463,0.0567932,0.0138348,0.00795696,0.00584052,0.0232061,0.0229736,0.00401753,0.00907368,0.00208371,0.0105712,0.0217854,0.00872086,0.00943244,0.00242093,0,0,0.00593947,0.019467,0.00356347,0.0636809,0.0194118,0.0277687,0.00938291,0.00569806,0.00430698,0.00858364,0.0498322,0.00656726,0.0153209,0.0169919,0.0116837,0.00883158,0.0210831,0.016349,0.00429403,0.00201907,0.00243058,0.0035605,0.00349149,0,0,0,0,0,0,0,0,0,0,0
146,0.00424232,0.0027318,0.0181471,0.0158277,0.0181413,0.00829585,0,0,0.00342597,0,0.0223219,0.00164345,0.0449425,0.024052,0.0214523,0.0367269,0.00631463,0.00282501,0.0228037,0.0349284,0.0270432,0.0549566,0.0129506,0.0090095,0.00495087,0.0223852,0.014071,0.00468558,0.00920096,0.00236903,0.0116671,0.0215438,0.00817186,0.00947039,0.00248458,0,0,0.0062643,0.0193333,0.00321968,0.063141,0.0185223,0.0279886,0.0103654,0.00576296,0.00481756,0.00932005,0.0494081,0.00745307,0.0159186,0.017323,0.0113272,0.00887373,0.0209968,0.0178239,0.00527264,0.00203003,0.00221327,0.00350359,0.00353102,0,0,0,0,0,0,0,0,0,0,0
147,0.00427438,0.00260198,0.0109487,0.0160407,0.0147628,0.00834054,0,0,0.00458381,0,0.0226354,0.00181659,0.0462641,0.0212706,0.0211285,0.0336403,0.0061127,0.00273356,0.0217382,0.0337552,0.0238528,0.0529994,0.0117792,0.0100091,0.00459666,0.0217192,0.00513188,0.00543102,0.00930149,0.00268342,0.0131645,0.0213004,0.00787461,0.00926774,0.0025493,0,0,0.00674505,0.0191509,0.00291628,0.0634839,0.0187099,0.0283598,0.011118,0.0056968,0.00528418,0.00997795,0.0492008,0.00812525,0.0167256,0.0178965,0.0112591,0.00909256,0.0216169,0.0201223,0.0061695,0.0019506,0.0018573,0.00331473,0.0034708,0,0,0,0,0,0,0,0,0,0,0
148,0.00415151,0.00254706,0.00681323,0.016302,0.0116505,0.00799009,0,0,0.00547624,0,0.0229441,0.00205956,0.0477247,0.0175507,0.0211808,0.0287344,0.00575073,0.00270226,0.0193771,0.0303581,0.019515,0.0512496,0.0103407,0.0105109,0.00489738,0.0213344,0.00284306,0.00599251,0.00939736,0.00294331,0.0152372,0.0210898,0.00771686,0.0089654,0.00249595,0,0,0.00747198,0.0190107,0.00281528,0.0649216,0.0199792,0.0285649,0.0115376,0.00565513,0.0057153,0.0106445,0.0493126,0.00828765,0.0178223,0.018731,0.0113273,0.00969441,0.022954,0.0231608,0.00706592,0.00194322,0.00152216,0.00323417,0.00329326,0,0,0,0,0,0,0,0,0,0,0
149,0.00402369,0.00251782,0.00982407,0.016595,0.0103256,0.00745746,0,0,0.00625168,0,0.0232727,0.0023364,0.0487564,0.0142802,0.02142,0.0230148,0.00541093,0.00272589,0.0163221,0.0257519,0.0146593,0.0496465,0.00900047,0.0107583,0.00565051,0.0210719,0.0101728,0.00654681,0.00951454,0.00312646,0.0168373,0.0208757,0.00749538,0.00868547,0.00248033,0,0,0.00840734,0.0188442,0.00287808,0.0656349,0.0204563,0.0284714,0.0119738,0.00570137,0.00609192,0.0111186,0.0491894,0.0085086,0.0186012,0.0192552,0.0114058,0.0099836,0.0237814,0.0251953,0.00802337,0.00211602,0.00123865,0.00317553,0.00320083,0,0,0,0,0,0,0,0,0,0,0
150,0.00399797,0.0025237,0.0159706,0.0166992,0.0114167,0.00674845,0,0,0.00684369,0,0.0235829,0.00251733,0.0492794,0.0129715,0.0217332,0.0166091,0.0050914,0.00272784,0.0126246,0.0202103,0.00942284,0.0482576,0.00803298,0.0107393,0.00658879,0.020909,0.0169371,0.00713749,0.00962288,0.00303673,0.0180377,0.0206353,0.00722963,0.00825229,0.00256317,0,0,0.00944969,0.0186386,0.00310327,0.0657518,0.0203847,0.028202,0.012438,0.00577298,0.00643756,0.0114455,0.0488598,0.00873034,0.0189902,0.0193842,0.0114824,0.00996382,0.0242243,0.026637,0.00898338,0.00237494,0.00109448,0.00317269,0.00320819,0,0,0,0,0,0,0,0,0,0,0
151,0.00401761,0.00261134,0.0224636,0.0166744,0.0142848,0.00591727,0,0,0.00721907,0,0.0238998,0.00251938,0.0493874,0.0146296,0.022067,0.0101419,0.00489388,0.00262928,0.00843385,0.0140085,0.00411094,0.0472071,0.00746875,0.0104703,0.00748944,0.0207688,0.0230624,0.0076169,0.00972513,0.00280158,0.0190655,0.0204534,0.00698536,0.00780677,0.00274752,0,0,0.0104107,0.0184516,0.00333013,0.0656932,0.0201123,0.0278174,0.0127932,0.00580501,0.00680521,0.0116817,0.0484067,0.00893688,0.0191334,0.0193825,0.0116184,0.0097559,0.024325,0.0277351,0.00974028,0.00259081,0.000990611,0.00329791,0.00338123,0,0,0,0,0,0,0,0,0,0,0
152,0.00402149,0.00271284,0.0277047,0.0164238,0.0178907,0.00491324,0,0,0.00926247,0,0.0240092,0.00381922,0.0492453,0.0188574,0.022457,0.00397423,0.00479979,0.00271163,0.0035941,0.00700273,0.00142315,0.0466732,0.00714898,0.0100031,0.00830886,0.020613,0.0279592,0.0085139,0.00985462,0.00293164,0.0200344,0.0203376,0.00677885,0.00733706,0.00294509,0,0,0.0114007,0.0183924,0.00361728,0.0657265,0.0200843,0.0273618,0.0128931,0.00603889,0.00720874,0.0118697,0.0479365,0.00905978,0.0192871,0.019386,0.0118847,0.00967776,0.0243638,0.0288461,0.0105701,0.00291536,0.000802631,0.00348067,0.00355948,0,0,0,0,0,0,0,0,0,0,0
153,0.00416142,0.00291616,0.0321163,0.0162068,0.0215705,0.00397864,0,0,0.00994596,0,0.0241333,0.00412905,0.0492415,0.0237805,0.023109,0.00375117,0.00479599,0.00257769,0.00226423,0.00115807,0.00640991,0.046803,0.00723772,0.00971051,0.00929818,0.0204577,0.0313299,0.00876557,0.00992699,0.00285745,0.0208667,0.020224,0.00656715,0.00695734,0.00324111,0,0,0.012222,0.0182782,0.0038655,0.0658222,0.0200224,0.0268254,0.0129425,0.00621322,0.00765357,0.0120135,0.0474947,0.0093653,0.0193062,0.0192542,0.0122734,0.00949316,0.0242239,0.0299447,0.0111811,0.00309758,0.000843965,0.00379827,0.0038131,0,0,0,0,0,0,0,0,0,0,0
154,0.0045087,0.00316821,0.035265,0.015808,0.0249682,0.00319422,0,0,0.0107779,0,0.0242097,0.00469661,0.0488607,0.0288602,0.023997,0.00877148,0.00494551,0.00254857,0.00777233,0.00754682,0.0116526,0.047756,0.00780275,0.00983796,0.0103896,0.0202269,0.0338279,0.00923392,0.0100025,0.00273341,0.0214987,0.0201474,0.00631873,0.0066235,0.00360892,0,0,0.0131142,0.0181852,0.00422172,0.065841,0.0197511,0.0260064,0.0128446,0.00630681,0.0081765,0.0120796,0.0470281,0.00949937,0.0190593,0.0188855,0.0127839,0.00929935,0.0238317,0.0309265,0.0118545,0.00322123,0.000974141,0.00423079,0.0041134,0,0,0,0,0,0,0,0,0,0,0
155,0.00500688,0.00340597,0.0390129,0.0155818,0.0287575,0.00298531,0,0,0.0114002,0,0.0243605,0.00517192,0.0486731,0.0342318,0.0248573,0.0128806,0.00521358,0.00256938,0.0134959,0.0140398,0.016649,0.0494487,0.00941126,0.0107601,0.0119459,0.0186106,0.0378688,0.00972336,0.0100433,0.00284544,0.0223789,0.0201155,0.00616343,0.00642996,0.00410061,0,0,0.0138761,0.018063,0.00453296,0.0658238,0.0196153,0.0251283,0.0127254,0.00621195,0.00879132,0.0121911,0.0464808,0.00952307,0.0188065,0.0185442,0.0133856,0.00902495,0.0234729,0.0321105,0.0123462,0.00324409,0.00108262,0.00467049,0.0045335,0,0,0,0,0,0,0,0,0,0,0
156,0.00530209,0.00364222,0.0480189,0.0154506,0.0378116,0.00344983,0,0,0.012007,0,0.0244468,0.00562781,0.0487584,0.0456959,0.0257222,0.016166,0.00545875,0.00270606,0.0192061,0.0199385,0.0213335,0.051718,0.0137722,0.0152582,0.018281,0.0156331,0.0496924,0.0102019,0.010069,0.00306707,0.0232179,0.0200935,0.00612126,0.00643354,0.00457234,0,0,0.0144675,0.0179328,0.00478064,0.0659351,0.0199703,0.0245082,0.0127139,0.00647268,0.00936019,0.0124113,0.0458338,0.00965221,0.0187754,0.0185477,0.0137848,0.00899396,0.0235251,0.0332828,0.0127374,0.00330159,0.00118123,0.00508339,0.00498438,0,0,0,0,0,0,0,0,0,0,0
157,0.00547056,0.00392666,0.0585388,0.0152647,0.0471403,0.00410069,0,0,0.0103966,0,0.0247786,0.00386551,0.0486123,0.0573841,0.0264835,0.0190763,0.00518098,0.00201843,0.0243397,0.0247942,0.0247953,0.0538206,0.0167043,0.0196096,0.0245066,0.0159791,0.0603426,0.00971429,0.0100095,0.00176468,0.0237973,0.0200017,0.00583424,0.00628462,0.00504988,0,0,0.0153352,0.0180596,0.00515092,0.0659924,0.0205499,0.0237998,0.0124902,0.00711177,0.00984831,0.012525,0.0454259,0.00968565,0.0186331,0.0183887,0.0142955,0.0089963,0.0235128,0.0340464,0.0133132,0.00364014,0.00126997,0.00559357,0.0054335,0,0,0,0,0,0,0,0,0,0,0
158,0.00581089,0.00418173,0.0666147,0.0149325,0.0539755,0.00456897,0,0,0.0107894,0,0.0247441,0.00408795,0.0480592,0.0661533,0.0267739,0.0210979,0.00526568,0.00230647,0.0278613,0.0276048,0.0271866,0.0554469,0.0178872,0.0222424,0.0284286,0.0172197,0.0689546,0.00982993,0.00998505,0.00172704,0.0243848,0.0200457,0.00611855,0.00654925,0.00540037,0,0,0.0156546,0.0179273,0.00525508,0.066025,0.0210875,0.0233969,0.0122418,0.00741142,0.0102556,0.0126491,0.0451461,0.00969216,0.0184172,0.0184786,0.0145261,0.00910147,0.0234667,0.0350926,0.0133774,0.0038747,0.00152994,0.0059658,0.00590899,0,0,0,0,0,0,0,0,0,0,0
159,0.00609265,0.0044111,0.0706502,0.0146294,0.057039,0.00467585,0,0,0.0111538,0,0.0246954,0.00426535,0.0479717,0.0703793,0.0265989,0.0221343,0.00518059,0.00270388,0.0292258,0.0285223,0.0279406,0.0559399,0.017644,0.0227779,0.0295644,0.0177913,0.0730124,0.00999098,0.00993874,0.00169466,0.0247569,0.0200688,0.00639574,0.0068594,0.00562406,0,0,0.0155356,0.0177287,0.00508245,0.0659953,0.0216016,0.0231258,0.0118143,0.00759576,0.0104309,0.0126757,0.0449865,0.00954664,0.0181561,0.0186392,0.0146862,0.0092215,0.0234511,0.0360075,0.012873,0.00424065,0.00203301,0.00629933,0.00636269,0,0,0,0,0,0,0,0,0,0,0
160,0.00601578,0.00460211,0.0700792,0.0141284,0.0558151,0.00465864,0,0,0.0125395,0,0.0244285,0.00590173,0.0483712,0.0692876,0.0259616,0.0222704,0.00510251,0.00372419,0.0287309,0.0281606,0.027327,0.055323,0.0164582,0.0216216,0.0282379,0.0174847,0.0721472,0.0106704,0.00993937,0.0023988,0.0248394,0.0199113,0.00662445,0.00721998,0.00551277,0,0,0.0170631,0.0178372,0.00607141,0.0659453,0.0222563,0.0231567,0.011307,0.00756254,0.0110484,0.0126512,0.0450606,0.00923978,0.0178949,0.0187193,0.0146961,0.00946437,0.0236029,0.0367293,0.0141665,0.004743,0.00171543,0.00662044,0.00646169,0,0,0,0,0,0,0,0,0,0,0
161,0.00633687,0.00471848,0.0649366,0.0140706,0.0509057,0.00471203,0,0,0.0119564,0,0.0245115,0.00495434,0.0489062,0.0636018,0.0252034,0.0217129,0.00478068,0.00397478,0.0271804,0.0269599,0.0256385,0.0537759,0.0146177,0.0191626,0.0250608,0.0168088,0.0665648,0.0105519,0.00982131,0.0019991,0.0248773,0.0198285,0.00699347,0.00745466,0.0055623,0,0,0.0169084,0.0176386,0.00588745,0.0658007,0.0224576,0.0232035,0.0106057,0.00776249,0.011123,0.0123595,0.0452748,0.00875205,0.0172762,0.0182908,0.0146217,0.00938266,0.023199,0.0372727,0.0137344,0.005106,0.00210863,0.00668526,0.00663971,0,0,0,0,0,0,0,0,0,0,0
162,0.00647263,0.00475994,0.0567196,0.0139054,0.0434474,0.00494633,0,0,0.012136,0,0.0244225,0.00495115,0.0493772,0.0545019,0.0243871,0.0204717,0.00450525,0.00422894,0.0252137,0.0251982,0.0232107,0.0519674,0.012595,0.0159811,0.0207816,0.0162858,0.0574959,0.0108054,0.00978753,0.00200041,0.0248552,0.0197481,0.00720823,0.00757357,0.00541231,0,0,0.0170669,0.0175125,0.00597901,0.0655134,0.0222342,0.0235681,0.0097608,0.00783475,0.0112136,0.0117748,0.0456711,0.00815936,0.0164583,0.0175562,0.014443,0.00917716,0.0224538,0.0374986,0.0135809,0.00566263,0.00246326,0.00661943,0.00659476,0,0,0,0,0,0,0,0,0,0,0
163,0.00644914,0.00472983,0.0470903,0.0139176,0.0351651,0.00524188,0,0,0.0121074,0,0.0243214,0.00483332,0.049883,0.0442053,0.0236675,0.0184854,0.00416405,0.00415716,0.0231116,0.0230753,0.0201073,0.0502831,0.0107856,0.012721,0.0161851,0.0165961,0.0467656,0.0107608,0.00974226,0.00197695,0.0247601,0.0196541,0.00730871,0.00759349,0.00522695,0,0,0.0171808,0.017374,0.00601117,0.0652169,0.021627,0.0240739,0.00902106,0.00784257,0.0111894,0.0110205,0.0461345,0.00767299,0.0153546,0.0167952,0.0141471,0.00868512,0.0213639,0.0376577,0.0134775,0.00622029,0.0028542,0.00639806,0.00649593,0,0,0,0,0,0,0,0,0,0,0
164,0.00623602,0.00462383,0.0390618,0.0141155,0.0284204,0.00553412,0,0,0.0118517,0,0.0242496,0.00466116,0.0502734,0.0350784,0.0230461,0.0159775,0.00375745,0.00396548,0.0209501,0.0207627,0.0165859,0.0488696,0.00933259,0.0103107,0.0125025,0.018163,0.0376652,0.0104021,0.00968252,0.00185123,0.0247066,0.0195677,0.00724059,0.00751362,0.00496684,0,0,0.0172688,0.0172881,0.0060069,0.0650033,0.0205781,0.024682,0.00844647,0.0077176,0.0110301,0.0100563,0.0466279,0.00736218,0.0139845,0.0159514,0.013743,0.0079865,0.0199405,0.0377748,0.0135372,0.00678502,0.00315827,0.00603338,0.00633125,0,0,0,0,0,0,0,0,0,0,0
165,0.0057471,0.00441806,0.0349474,0.0143146,0.025243,0.00626057,0,0,0.0115231,0,0.0241039,0.0046842,0.050337,0.0299157,0.0223967,0.0132256,0.00360255,0.00375447,0.0185674,0.0181832,0.0133947,0.0478165,0.00858962,0.0105049,0.0115939,0.0195974,0.0357083,0.00986918,0.00969631,0.00179636,0.0242556,0.0194764,0.00696289,0.0074636,0.00447415,0,0,0.0183423,0.0174448,0.00658314,0.0648946,0.0186901,0.0256013,0.00794776,0.00726235,0.0109046,0.00882564,0.0471717,0.0071374,0.0123114,0.0147474,0.01333,0.00723658,0.0180497,0.0379355,0.014597,0.00761443,0.00309837,0.00566447,0.00587793,0,0,0,0,0,0,0,0,0,0,0
166,0.00524756,0.00408515,0.034218,0.0144482,0.0230349,0.00660673,0,0,0.0111934,0,0.0241433,0.00451694,0.0503558,0.0260091,0.0219604,0.0104523,0.0031803,0.00372944,0.0160232,0.0154795,0.011285,0.0467456,0.00813647,0.0113823,0.0115565,0.0192835,0.0358527,0.00962224,0.00975676,0.00178258,0.0246659,0.0193286,0.00644447,0.00692528,0.00410539,0,0,0.0180421,0.0173299,0.00634021,0.0649449,0.0160482,0.0262157,0.00774976,0.00692527,0.0102889,0.00747922,0.0476003,0.00730538,0.0102972,0.0130085,0.0132434,0.00608107,0.0153702,0.0377688,0.0145163,0.00810403,0.00345546,0.00516455,0.00533415,0,0,0,0,0,0,0,0,0,0,0
167,0.00486037,0.00385978,0.0325789,0.0146775,0.0199655,0.00738298,0,0,0.0109168,0,0.0243302,0.00397044,0.0500355,0.0220907,0.0215556,0.00894711,0.00304718,0.0036975,0.0137876,0.0131718,0.0105094,0.0457179,0.00772105,0.0116024,0.0109019,0.0184626,0.0354749,0.00970255,0.00977152,0.00170319,0.0249329,0.0191476,0.00595204,0.00653524,0.00358742,0,0,0.0177598,0.0173016,0.00609017,0.0650923,0.012784,0.0268292,0.00836352,0.00646689,0.0096397,0.00633557,0.0481364,0.00814857,0.00857459,0.0107255,0.0136981,0.00425042,0.0116655,0.0379491,0.0146033,0.00854761,0.00371871,0.00467158,0.00462294,0,0,0,0,0,0,0,0,0,0,0
168,0.00439537,0.00358405,0.0308088,0.0143794,0.0166501,0.00845355,0,0,0.0135185,0,0.024235,0.00648617,0.0495032,0.0197574,0.0212481,0.00823627,0.00330416,0.00497121,0.0119168,0.0111725,0.0108341,0.0448368,0.0085136,0.0119485,0.00974384,0.0164614,0.0341357,0.0113667,0.00985572,0.00281805,0.025295,0.0190014,0.00601427,0.00626301,0.00282597,0,0,0.0170117,0.0173008,0.00563129,0.0654044,0.00978368,0.0274628,0.00975521,0.00601647,0.00880528,0.00553419,0.0487933,0.00958885,0.00797644,0.00752214,0.014939,0.00240668,0.00663608,0.0382315,0.0144114,0.00891521,0.00404915,0.00425302,0.00392396,0,0,0,0,0,0,0,0,0,0,0
169,0.00426706,0.00332683,0.028636,0.0143025,0.0154475,0.00948616,0,0,0.0139327,0,0.0243698,0.00663334,0.0489915,0.0204595,0.02122,0.00683697,0.00389961,0.0051814,0.0105826,0.0101658,0.0118701,0.0446198,0.0105923,0.0139987,0.0100239,0.0138817,0.0315796,0.0121041,0.00979967,0.00296373,0.0266766,0.0188017,0.00834721,0.00598302,0.00236584,0,0,0.0162151,0.0172927,0.0052642,0.0658713,0.0110405,0.0281365,0.0115213,0.00568441,0.00817103,0.00575941,0.0494688,0.0114208,0.00967787,0.00478497,0.0167724,0.00457179,0.00387518,0.0383657,0.0140398,0.00922264,0.0044382,0.00377224,0.00378798,0,0,0,0,0,0,0,0,0,0,0
170,0.00422081,0.00308734,0.0257877,0.0141287,0.0163109,0.0101107,0,0,0.0139322,0,0.0244578,0.00665263,0.0490433,0.0219191,0.0215651,0.00536832,0.00452421,0.00526131,0.00964116,0.00933174,0.0121715,0.0453219,0.0127239,0.0169097,0.0109839,0.0119117,0.0281738,0.0124955,0.00974274,0.00292763,0.0285961,0.0185278,0.0122581,0.0054888,0.00229433,0,0,0.0155335,0.0172375,0.00511822,0.0663273,0.017617,0.0287834,0.0131215,0.00557779,0.00775696,0.007305,0.0501698,0.0132422,0.0128493,0.00634432,0.018606,0.00842474,0.00993145,0.039039,0.013408,0.00945483,0.00479794,0.00323976,0.00421775,0,0,0,0,0,0,0,0,0,0,0
171,0.00394761,0.00290209,0.0233196,0.0140032,0.0170836,0.010404,0,0,0.0134621,0,0.02454,0.00640786,0.0497644,0.0225237,0.0221559,0.00638949,0.00491846,0.00506435,0.00818396,0.00790405,0.0108722,0.0461888,0.0137137,0.0185052,0.0111092,0.0111621,0.0251197,0.0123805,0.00977131,0.00287783,0.0305735,0.0183553,0.0159879,0.00470538,0.00258991,0,0,0.0149523,0.0172641,0.00516068,0.0666693,0.0241871,0.0294261,0.0142641,0.00561124,0.0074153,0.00923863,0.0510059,0.0147904,0.0159914,0.010391,0.02005,0.0119614,0.0165966,0.0400185,0.0125653,0.00975809,0.00503843,0.00275258,0.0050427,0,0,0,0,0,0,0,0,0,0,0
172,0.0033161,0.00275503,0.022832,0.013978,0.0169311,0.0103215,0,0,0.012619,0,0.0245996,0.00597765,0.0505071,0.0211298,0.0224973,0.00768323,0.00494444,0.00474159,0.00536013,0.00853954,0.00897578,0.0460657,0.0133313,0.0186045,0.0101229,0.0114927,0.0243568,0.0117132,0.0098664,0.00261886,0.0327897,0.018286,0.01872,0.00371313,0.00308228,0,0,0.0145321,0.0173686,0.0052684,0.0669013,0.0284508,0.0301357,0.0149513,0.00561214,0.00701756,0.0107855,0.0519487,0.0158304,0.0185238,0.0143367,0.021263,0.0146927,0.0220419,0.0396495,0.0116193,0.0100755,0.00511688,0.00234309,0.00566015,0,0,0,0,0,0,0,0,0,0,0
173,0.00282597,0.00259652,0.0222681,0.0139411,0.016017,0.0100977,0,0,0.0119645,0,0.0245739,0.00571889,0.0508533,0.0186955,0.0222797,0.0093442,0.00441856,0.0044104,0.0050159,0.0122893,0.00712574,0.0447533,0.0124103,0.018245,0.00875935,0.0122468,0.0236426,0.0107737,0.010004,0.00231861,0.0330509,0.0182213,0.0201709,0.00298265,0.00360387,0,0,0.0138415,0.0174337,0.00524959,0.0670351,0.0318515,0.0307809,0.0154384,0.0055739,0.00672582,0.011904,0.0529745,0.0165312,0.0204556,0.0173272,0.0224434,0.0166038,0.0258258,0.0385677,0.0106477,0.0102472,0.00507504,0.00208643,0.005527,0,0,0,0,0,0,0,0,0,0,0
174,0.00280342,0.00248892,0.0200367,0.0142858,0.0147106,0.0100131,0,0,0.0100107,0,0.0246992,0.00415638,0.0510435,0.0161794,0.0217436,0.0114173,0.00346777,0.00323587,0.0080147,0.0157235,0.00641707,0.0433402,0.0117216,0.0179345,0.00786868,0.0132038,0.0213273,0.00936072,0.0100679,0.00147259,0.0318796,0.0182193,0.0208435,0.00286347,0.00387354,0,0,0.0129556,0.0174871,0.0049538,0.0669948,0.0346812,0.0312486,0.0156285,0.005493,0.00647451,0.0128529,0.054106,0.0168562,0.021889,0.0196488,0.0239026,0.0180895,0.0282839,0.0370847,0.00996599,0.0101568,0.00495973,0.00193249,0.00475073,0,0,0,0,0,0,0,0,0,0,0
175,0.00243844,0.00259645,0.01684,0.0139729,0.013363,0.00980019,0,0,0.0121766,0,0.0244588,0.00610508,0.0512037,0.0142334,0.0212883,0.0131091,0.00237108,0.00321188,0.00971998,0.017313,0.00672553,0.0427982,0.0114946,0.0176508,0.00768664,0.0141068,0.0181949,0.00885337,0.0103201,0.00207666,0.0289473,0.0183392,0.0206841,0.00322235,0.00350457,0,0,0.0118193,0.0174818,0.00433691,0.0671679,0.0371871,0.0314708,0.0146668,0.00549393,0.00609133,0.0130511,0.0546842,0.0161261,0.0223024,0.0205814,0.0248858,0.0185974,0.0293138,0.033418,0.00951134,0.00972798,0.00464678,0.00209707,0.00402688,0,0,0,0,0,0,0,0,0,0,0
176,0.00220959,0.00264399,0.0142389,0.0142539,0.0123583,0.00947336,0,0,0.0114426,0,0.0244985,0.00559494,0.0514472,0.0128844,0.0207679,0.014633,0.00149987,0.00231981,0.010119,0.0177805,0.00727203,0.0427838,0.0116671,0.0176148,0.00756457,0.0149602,0.0155111,0.00775929,0.0103856,0.00181076,0.0258653,0.0185901,0.0198253,0.00375657,0.00289302,0,0,0.0108242,0.0175197,0.00382304,0.0673035,0.0384744,0.0317952,0.0129517,0.00557314,0.00601004,0.0131871,0.0550095,0.0145603,0.0221055,0.0207044,0.0255396,0.0184845,0.0292093,0.0270483,0.00952697,0.00906407,0.00414825,0.0022288,0.00315857,0,0,0,0,0,0,0,0,0,0,0
