Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,RFHD
66,0.00233366,0.000814224,0.0137015,0.0148205,0.0117982,0.00599045,0,0,0.0109508,0,0.0241166,0.00560013,0.052138,0.0116824,0.019708,0.0184408,0.00460478,0.00532274,0.0117828,0.0208806,0.0099621,0.0423476,0.0125704,0.0181802,0.00719545,0.0152393,0.0140183,0.00717748,0.0100934,0.000961842,0.0248524,0.0194942,0.0112769,0.00670089,0.00289066,0,0,0.00632407,0.0180743,0.00235776,0.0647028,0.0278946,0.0307249,0.00908548,0.0069042,0.00589071,0.0134732,0.0544719,0.00943259,0.0189393,0.0168616,0.022504,0.0132062,0.022387,0.0279807,0.00751373,0.00699381,0.00281476,0.00284628,0.0029839,0,0,0,0,0,0,0,0,0,0,0
67,0.00170642,0.000816539,0.0126055,0.0148853,0.0113202,0.00635873,0,0,0.0112272,0,0.0238418,0.00592597,0.051853,0.0112362,0.0188011,0.0195593,0.00476862,0.00448097,0.011905,0.0210281,0.0103322,0.0428574,0.0125554,0.0177931,0.00649662,0.0156543,0.0124221,0.00671175,0.0100612,0.000998535,0.0222609,0.0197966,0.00868181,0.00715837,0.00208361,0,0,0.0056108,0.0181076,0.0019185,0.0640516,0.0303021,0.030627,0.00956041,0.00683694,0.00598468,0.0145912,0.0554115,0.00976094,0.0197633,0.0156914,0.0228393,0.0126029,0.020049,0.0206031,0.00808307,0.00623306,0.00246124,0.00276988,0.00236053,0,0,0,0,0,0,0,0,0,0,0
68,0.00153418,0.000975396,0.0120588,0.0149069,0.0110844,0.0067349,0,0,0.0114858,0,0.0236212,0.00616367,0.0513331,0.0110154,0.0179699,0.020074,0.00464512,0.00379907,0.0116953,0.0211917,0.0106372,0.043614,0.0118304,0.0169103,0.00570586,0.0159749,0.0112724,0.00647043,0.010009,0.00109215,0.0233051,0.0201112,0.00850095,0.00743252,0.00166163,0,0,0.0050754,0.0181195,0.00185013,0.0636707,0.0316824,0.0305884,0.0101397,0.00669492,0.00608772,0.0156997,0.0561964,0.0102839,0.0207918,0.0144736,0.0229372,0.0120332,0.0177627,0.0162361,0.00860821,0.00538954,0.00231035,0.00260674,0.00193406,0,0,0,0,0,0,0,0,0,0,0
69,0.00177449,0.00107955,0.0116409,0.0148962,0.0110402,0.00704079,0,0,0.0117522,0,0.0233921,0.00644911,0.0507623,0.0110703,0.0175053,0.0196816,0.00452356,0.00345914,0.0114076,0.0211098,0.0107707,0.0444441,0.0109198,0.0156701,0.00487993,0.016154,0.0105446,0.00651828,0.00995279,0.00127741,0.0225342,0.0203706,0.00970143,0.00792281,0.00159677,0,0,0.00463476,0.0181386,0.00196292,0.0642574,0.0333844,0.0308923,0.0102818,0.00675406,0.00604028,0.0170317,0.0562544,0.0103954,0.0226045,0.0146792,0.0231122,0.0122792,0.0179701,0.0130369,0.00878727,0.00447544,0.00223699,0.00246001,0.00213716,0,0,0,0,0,0,0,0,0,0,0
70,0.00209144,0.00102128,0.011435,0.0148841,0.0112088,0.00742032,0,0,0.0117023,0,0.0231505,0.00661115,0.0502715,0.0112726,0.0173241,0.0186326,0.00443156,0.00334586,0.0113518,0.0206505,0.0108957,0.0451153,0.010291,0.0145231,0.00417383,0.0161119,0.0104749,0.00662764,0.00989213,0.00148319,0.0197044,0.0205322,0.0119783,0.00847443,0.00156371,0,0,0.00405863,0.0181331,0.00192244,0.0652297,0.0355396,0.031301,0.0101291,0.00720034,0.00582379,0.0184133,0.0560225,0.0103173,0.0248285,0.0159581,0.0236154,0.0133938,0.0197513,0.00941765,0.00853499,0.00338402,0.0021662,0.00239346,0.00240342,0,0,0,0,0,0,0,0,0,0,0
71,0.00240987,0.000881808,0.0116995,0.0149136,0.011561,0.007674,0,0,0.0111384,0,0.0228685,0.00631382,0.0499821,0.0114875,0.0175153,0.017501,0.00437241,0.00336786,0.0115813,0.0198957,0.0108702,0.0455516,0.00976732,0.013783,0.00376644,0.0158793,0.0110296,0.00644869,0.00978455,0.00161819,0.0175429,0.0206694,0.0141807,0.0090189,0.00144622,0,0,0.00342222,0.0181628,0.00169405,0.0660269,0.0357903,0.0316057,0.0100388,0.00767659,0.00550023,0.0196828,0.0557687,0.0103206,0.0269245,0.0177304,0.0242859,0.0148599,0.0219979,0.00589174,0.00803625,0.00250253,0.00194267,0.00236092,0.00230452,0,0,0,0,0,0,0,0,0,0,0
72,0.00266679,0.0007302,0.0122597,0.0149055,0.0120139,0.00766747,0,0,0.00978496,0,0.0225679,0.00541976,0.0498682,0.0118867,0.0180729,0.0164699,0.00433994,0.00335214,0.0115005,0.0189023,0.0106485,0.0457128,0.00939978,0.0136408,0.00357671,0.0155646,0.011998,0.00569465,0.00957459,0.00146591,0.0151394,0.0207864,0.0162123,0.00960058,0.00135415,0,0,0.00274233,0.0182439,0.00129704,0.0665865,0.0363032,0.0318186,0.0100356,0.00806747,0.00506583,0.0207171,0.055438,0.0103592,0.028766,0.0199794,0.0251173,0.0165451,0.0247835,0.00393654,0.00715859,0.00200209,0.00167269,0.00232728,0.00209861,0,0,0,0,0,0,0,0,0,0,0
73,0.00288735,0.000646892,0.0129893,0.0148991,0.0124959,0.00728315,0,0,0.00823977,0,0.02235,0.00439879,0.0499475,0.0123406,0.0186364,0.0156276,0.00458861,0.00328779,0.0110219,0.0178445,0.0100749,0.0457112,0.00957392,0.0141865,0.00367009,0.0151531,0.0130732,0.00475435,0.00938003,0.00122705,0.0125788,0.0208491,0.0183385,0.0101243,0.00138347,0,0,0.00241119,0.0183412,0.00092602,0.0668565,0.0377075,0.0319099,0.010136,0.00826904,0.00458246,0.0213759,0.0551009,0.0103845,0.0301433,0.0224529,0.0259639,0.0183132,0.0278185,0.00726894,0.00613303,0.00192072,0.00143914,0.00232731,0.00230049,0,0,0,0,0,0,0,0,0,0,0
74,0.00327096,0.00054634,0.0139093,0.0150495,0.0129511,0.0067518,0,0,0.00497572,0,0.0223262,0.00056839,0.0502659,0.0126048,0.0191875,0.0150786,0.00459153,0.00259247,0.0106433,0.0171358,0.00898053,0.0456834,0.00998948,0.0151119,0.00391203,0.0147487,0.0144545,0.00357287,0.00912809,0.000377249,0.0112233,0.020869,0.020599,0.0105308,0.00174586,0,0,0.00256278,0.0182588,0.00119939,0.0667387,0.0397366,0.0317806,0.0100874,0.00824518,0.0039579,0.0214638,0.0549481,0.0101937,0.0309906,0.0247774,0.0266308,0.0200083,0.0309562,0.0115946,0.00434367,0.00258559,0.00118444,0.0022334,0.00257832,0,0,0,0,0,0,0,0,0,0,0
75,0.00324397,0.000655254,0.0152178,0.0148917,0.0131255,0.00638414,0,0,0.00427233,0,0.0220603,0.000846004,0.0505004,0.0129719,0.019801,0.014956,0.00424023,0.00273614,0.0103561,0.0170011,0.00796181,0.0456149,0.0103898,0.0159581,0.00412213,0.014491,0.0164445,0.00312642,0.00902562,0.000563041,0.00847158,0.0209411,0.0229165,0.0105178,0.00149692,0,0,0.00291837,0.0185465,0.00104735,0.0657021,0.042972,0.0312137,0.00991569,0.00809471,0.00337468,0.0212379,0.0547842,0.00990985,0.0312067,0.0270512,0.0272402,0.0216723,0.0341921,0.0160212,0.00373294,0.0028322,0.00132115,0.00239067,0.00282567,0,0,0,0,0,0,0,0,0,0,0
76,0.00319363,0.000827224,0.0160176,0.0148387,0.0129869,0.00603695,0,0,0.00362681,0,0.0218073,0.000624765,0.0505775,0.0131906,0.020439,0.0144627,0.00380145,0.00269651,0.00999405,0.0167034,0.00683957,0.0454905,0.0104188,0.015973,0.00418585,0.0146176,0.0178644,0.00301406,0.00883802,0.000625525,0.00878173,0.0210626,0.0248013,0.0102489,0.00132219,0,0,0.00373074,0.0186794,0.00136821,0.0651552,0.0456786,0.0307656,0.00980593,0.00811412,0.0026515,0.0208412,0.0545309,0.0095752,0.0309606,0.0291089,0.0276727,0.0230543,0.037192,0.0199032,0.00252323,0.00349337,0.00147901,0.00242696,0.00282153,0,0,0,0,0,0,0,0,0,0,0
77,0.00318691,0.000944776,0.0164463,0.0147992,0.0126297,0.00569372,0,0,0.0038215,0,0.0215971,0.000574557,0.0503719,0.0131561,0.0209742,0.0135021,0.00341141,0.00254007,0.00983611,0.0162131,0.00580654,0.0452739,0.00983273,0.0153272,0.0042061,0.0150941,0.018806,0.00370125,0.00868546,0.000614253,0.0100822,0.0211167,0.0262912,0.00981607,0.00119929,0,0,0.00485875,0.0187532,0.00180713,0.0650709,0.0482165,0.0304203,0.00974966,0.00823111,0.00197926,0.020327,0.054213,0.00918632,0.0304642,0.030957,0.0279909,0.0241666,0.0397559,0.0235246,0.00187571,0.00394437,0.00154368,0.00239143,0.00271662,0,0,0,0,0,0,0,0,0,0,0
78,0.00334248,0.00119684,0.0173995,0.0147214,0.012204,0.00576011,0,0,0.00463146,0,0.0214333,0.00126659,0.0496083,0.0134604,0.0217796,0.012495,0.00330751,0.00263044,0.0097607,0.0161617,0.00519622,0.0451851,0.00920023,0.0146788,0.0042796,0.0155168,0.0205902,0.00471761,0.00857272,0.000869463,0.0251207,0.0212454,0.0108076,0.00801282,0.00142326,0,0,0.00561099,0.018814,0.002183,0.0631634,0.0298648,0.029024,0.012099,0.00768382,0.00166846,0.0195952,0.0549514,0.0106523,0.0287473,0.0283978,0.0260303,0.0173972,0.0343669,0.0346437,0.00192077,0.00427735,0.00153004,0.00264994,0.00252761,0,0,0,0,0,0,0,0,0,0,0
79,0.00330139,0.00112458,0.017718,0.0146417,0.0120624,0.00528624,0,0,0.0120705,0,0.0213251,0.00484752,0.0495743,0.0130043,0.0219272,0.0102964,0.00334983,0.00314045,0.00874577,0.0148363,0.00397531,0.0446277,0.00835958,0.0135064,0.00440005,0.0160687,0.0207917,0.0100103,0.0084238,0.000893208,0.014328,0.0211987,0.0284395,0.00869227,0.00127445,0,0,0.00708259,0.0188632,0.00265491,0.0650596,0.0535705,0.0296664,0.00945798,0.00849913,0.00152704,0.0186896,0.0534305,0.00810543,0.0284661,0.0338752,0.0282612,0.0256801,0.0440336,0.0314853,0.0029687,0.00436194,0.00130925,0.00245288,0.00202713,0,0,0,0,0,0,0,0,0,0,0
80,0.0034577,0.00146911,0.0192676,0.0145554,0.0120317,0.00539498,0,0,0.0139394,0,0.0211625,0.00577653,0.0487552,0.0136754,0.0227832,0.00887541,0.00304511,0.00371114,0.00896466,0.0145691,0.00316861,0.0445736,0.00823813,0.0133285,0.00459973,0.0161653,0.0230406,0.0114902,0.00827009,0.000956535,0.0329729,0.0213686,0.00888132,0.0065066,0.00163579,0,0,0.00733009,0.0189025,0.00274975,0.0629705,0.0301622,0.0280049,0.0123207,0.00809598,0.00152294,0.017297,0.054325,0.0100046,0.0258205,0.0296817,0.0257437,0.0165732,0.0360818,0.0450299,0.00312189,0.0046258,0.00150784,0.00294219,0.00190929,0,0,0,0,0,0,0,0,0,0,0
81,0.00302714,0.00146323,0.0204424,0.0143711,0.0122039,0.00504987,0,0,0.0152239,0,0.0211196,0.00624908,0.0484266,0.0137911,0.023138,0.00728563,0.00318318,0.00400553,0.00899241,0.0135253,0.00232234,0.0442105,0.0082082,0.0131723,0.00486183,0.0162417,0.0245654,0.0124859,0.00813586,0.000922323,0.0355533,0.0214003,0.00934067,0.00609534,0.0017652,0,0,0.00799223,0.0188441,0.00303601,0.0631075,0.0323527,0.0277515,0.0122261,0.00873006,0.00144886,0.0158406,0.0538022,0.00923939,0.0239907,0.0303297,0.0256792,0.0165569,0.0373051,0.0493406,0.00362644,0.00469409,0.00149537,0.00287303,0.00201472,0,0,0,0,0,0,0,0,0,0,0
82,0.0021628,0.00150055,0.0208127,0.0141749,0.0125763,0.00444647,0,0,0.0154294,0,0.0211612,0.00613323,0.0484559,0.0134744,0.0231767,0.00541803,0.00338406,0.00407829,0.00829763,0.0114827,0.00173127,0.0436568,0.00792931,0.0127875,0.00503969,0.0163698,0.0249792,0.012706,0.00807714,0.00107835,0.0231046,0.0212343,0.0294379,0.00701594,0.001765,0,0,0.00901575,0.0186491,0.00366862,0.0651286,0.0592879,0.0285361,0.00935174,0.00982399,0.0014858,0.0147121,0.0519753,0.00598304,0.0234285,0.0363316,0.0280931,0.0261777,0.0479668,0.0448753,0.00449375,0.005094,0.00163024,0.00259671,0.00231391,0,0,0,0,0,0,0,0,0,0,0
83,0.0023857,0.00173894,0.0223351,0.0141481,0.0130073,0.00515626,0,0,0.0178888,0,0.021097,0.00727969,0.04759,0.0144522,0.0239616,0.00430625,0.00328802,0.00459075,0.00783983,0.0104425,0.00164121,0.0438535,0.00833367,0.0131745,0.00554259,0.0162855,0.0268884,0.0146158,0.00803412,0.00106442,0.0390405,0.0213653,0.0119117,0.00498347,0.00198371,0,0,0.0069548,0.0189206,0.00223621,0.0635708,0.0380732,0.0268103,0.0121153,0.00958158,0.00153409,0.0129116,0.0529382,0.00798668,0.0204458,0.0319075,0.0256088,0.0169285,0.0397849,0.056173,0.00287227,0.00421613,0.00159919,0.00296931,0.00280222,0,0,0,0,0,0,0,0,0,0,0
84,0.0025328,0.00180013,0.02334,0.0140441,0.0132826,0.00512576,0,0,0.0187468,0,0.0210863,0.00753162,0.0472362,0.0146804,0.0244233,0.00323728,0.003336,0.00468809,0.00731904,0.00917735,0.00246915,0.0437541,0.00848102,0.0133201,0.00589068,0.016358,0.0283417,0.0151238,0.00804163,0.00107953,0.0413975,0.0213163,0.0117036,0.00443837,0.00212141,0,0,0.00651004,0.0188841,0.00184183,0.0643764,0.037995,0.0264585,0.0128948,0.0101046,0.00172882,0.0116607,0.052944,0.00838212,0.0190304,0.0324187,0.0254234,0.0165754,0.0400266,0.0591233,0.00265666,0.004376,0.00157668,0.00297721,0.00328465,0,0,0,0,0,0,0,0,0,0,0
85,0.00265262,0.00187234,0.0248732,0.0140042,0.0135067,0.00538251,0,0,0.0194187,0,0.0210925,0.00772284,0.0467829,0.0148858,0.0251244,0.0028291,0.00341746,0.00479919,0.00688601,0.00842942,0.00337951,0.0438637,0.00871379,0.0135671,0.00624508,0.0164901,0.0305044,0.0154107,0.00807258,0.00104139,0.0492006,0.0212273,0.00697294,0.00316566,0.00230502,0,0,0.00609076,0.0188135,0.00154291,0.0640923,0.0262105,0.0254517,0.0152438,0.0104046,0.00204243,0.0106501,0.0541413,0.0108684,0.0170322,0.0306346,0.0257313,0.0135889,0.0358854,0.0640658,0.00261386,0.00450589,0.00153921,0.00313942,0.0036145,0,0,0,0,0,0,0,0,0,0,0
86,0.00268885,0.00195625,0.02627,0.0139671,0.013751,0.0056352,0,0,0.019896,0,0.0211529,0.0078599,0.0465452,0.0147992,0.0256218,0.00288856,0.00352339,0.00499278,0.00649054,0.00757445,0.00445,0.0439009,0.00879214,0.0135006,0.00642736,0.0166729,0.0322903,0.0156138,0.00815617,0.00099354,0.050904,0.0211262,0.00851411,0.00250218,0.0025297,0,0,0.00587621,0.018748,0.00131619,0.0639104,0.0240071,0.0248109,0.0166578,0.0106953,0.00241295,0.00998091,0.0545879,0.0123097,0.0157281,0.0303662,0.0257586,0.013202,0.0351108,0.0651035,0.00293638,0.0042879,0.00143704,0.00313308,0.00381713,0,0,0,0,0,0,0,0,0,0,0
87,0.0027734,0.00210526,0.0279572,0.013967,0.013973,0.00630935,0,0,0.0197835,0,0.0211818,0.00770694,0.0462779,0.0146836,0.0260938,0.00355683,0.00363368,0.00531437,0.00603347,0.00710897,0.00544264,0.0438326,0.00904358,0.0135264,0.00666111,0.0168329,0.0345585,0.0154691,0.00821838,0.00094151,0.0501087,0.0210554,0.011943,0.00249226,0.00292688,0,0,0.00584852,0.0185389,0.00140221,0.0626706,0.0222626,0.0237404,0.0218173,0.0107148,0.00262187,0.0115081,0.0568366,0.0172499,0.0164245,0.0308981,0.0251549,0.0131633,0.0346577,0.0628014,0.0030145,0.00450467,0.00136962,0.0031535,0.00398343,0,0,0,0,0,0,0,0,0,0,0
88,0.00262561,0.00224315,0.0292768,0.013915,0.0144953,0.00688312,0,0,0.0205618,0,0.0210915,0.00804058,0.0459931,0.0147856,0.0266906,0.00443075,0.003879,0.00561003,0.00546385,0.00633954,0.00647364,0.0438149,0.00922272,0.0134317,0.00697872,0.0169988,0.0360896,0.0159183,0.00823492,0.000848658,0.0484315,0.0209239,0.0132705,0.00242195,0.00307351,0,0,0.00588557,0.0185687,0.00171949,0.0619459,0.0206392,0.0230004,0.0240052,0.0107958,0.00292425,0.0120546,0.0582652,0.019739,0.0160748,0.030254,0.0250868,0.0128491,0.0331079,0.0599696,0.00387654,0.00420875,0.00115298,0.0032132,0.00382156,0,0,0,0,0,0,0,0,0,0,0
89,0.0023745,0.00226721,0.0303714,0.0139224,0.014868,0.00704534,0,0,0.0206344,0,0.0211705,0.00798474,0.0459138,0.0148019,0.0272298,0.00557401,0.00412461,0.0057316,0.00485896,0.00573979,0.00748576,0.0436705,0.00934872,0.013384,0.00723575,0.0171859,0.0375928,0.0158173,0.00826431,0.000941697,0.0468301,0.0207217,0.0132791,0.00263788,0.00320327,0,0,0.00640788,0.0183649,0.00206828,0.0617226,0.0197387,0.0225504,0.0234309,0.0110571,0.0028737,0.0113078,0.0583028,0.0196709,0.014537,0.0288538,0.0250951,0.0126227,0.030918,0.0575068,0.0039442,0.00448022,0.000897485,0.00311384,0.00352407,0,0,0,0,0,0,0,0,0,0,0
90,0.00240175,0.00228657,0.0315778,0.0140184,0.0154464,0.0070275,0,0,0.0206952,0,0.0212896,0.00788482,0.0458718,0.0146796,0.0276249,0.00675089,0.00431716,0.005861,0.00418708,0.00505083,0.0084841,0.0435163,0.00952837,0.0135874,0.00752836,0.0174199,0.0389583,0.0156772,0.00832714,0.00108503,0.0444153,0.020469,0.0128791,0.00294421,0.00334845,0,0,0.00718407,0.0183979,0.00267127,0.0617863,0.0181353,0.0222457,0.0222043,0.0113471,0.00300735,0.0105642,0.0581965,0.0191182,0.0129411,0.0269753,0.0248303,0.0122315,0.0283626,0.0542234,0.00476055,0.0041066,0.000593641,0.00297493,0.00336916,0,0,0,0,0,0,0,0,0,0,0
91,0.00247293,0.00238018,0.0326111,0.0140281,0.0159944,0.00706761,0,0,0.0207701,0,0.0213844,0.00778375,0.045905,0.014464,0.0280182,0.00798984,0.00453337,0.00599572,0.00361376,0.004088,0.00942934,0.0433943,0.00966847,0.0135087,0.00772301,0.0176875,0.0400928,0.0155668,0.00839474,0.00119378,0.0411702,0.0202634,0.0122546,0.00327983,0.00351601,0,0,0.00806599,0.0184319,0.00323676,0.0620846,0.0162391,0.0220588,0.0203612,0.0116068,0.00303067,0.00978288,0.0579076,0.0181418,0.0113065,0.0245687,0.0245929,0.0116034,0.0255439,0.050036,0.00535777,0.00398636,0.000405446,0.00291344,0.00330481,0,0,0,0,0,0,0,0,0,0,0
92,0.0025263,0.00253989,0.0337101,0.0139586,0.0164592,0.00715424,0,0,0.0208102,0,0.0213841,0.00770318,0.045997,0.0142917,0.0283258,0.00913139,0.00471751,0.0061123,0.00318464,0.00308213,0.0101255,0.0433165,0.00977411,0.0132865,0.00785491,0.01795,0.0411967,0.0154375,0.00845314,0.00123762,0.0370856,0.0200615,0.0114948,0.00356366,0.00366009,0,0,0.00893716,0.0184628,0.0037402,0.0624812,0.0140023,0.0219435,0.018289,0.011842,0.00303679,0.00895732,0.0574057,0.0167777,0.00959791,0.021763,0.0242809,0.0108406,0.0224191,0.0449512,0.00574093,0.00394916,0.000391154,0.00288188,0.00343892,0,0,0,0,0,0,0,0,0,0,0
93,0.00251553,0.00275403,0.0348456,0.0138961,0.0170135,0.00716724,0,0,0.0207211,0,0.0213647,0.0076342,0.0461104,0.0143132,0.0285073,0.0101892,0.00475891,0.00623853,0.00307014,0.00227426,0.0112113,0.0432784,0.00981287,0.0130829,0.00796461,0.0180587,0.0422751,0.0153297,0.00850118,0.0012168,0.0320086,0.0198625,0.0102924,0.00378169,0.00382576,0,0,0.00985988,0.0184982,0.00417885,0.0628485,0.0114196,0.0218581,0.0158937,0.0120831,0.00308403,0.00805042,0.0565724,0.0150276,0.00779826,0.0188023,0.0235739,0.0100155,0.0190937,0.0387062,0.00603668,0.00396367,0.000551678,0.00289765,0.00379824,0,0,0,0,0,0,0,0,0,0,0
94,0.00252087,0.00300373,0.0356005,0.0138809,0.0175899,0.00716649,0,0,0.0204005,0,0.0213956,0.00741694,0.0462939,0.0141467,0.0284636,0.0111416,0.00474624,0.00638542,0.00329977,0.00168274,0.0122213,0.0431382,0.0098313,0.0130062,0.00797045,0.0181417,0.0431507,0.0149933,0.00854656,0.00119623,0.0259906,0.0197418,0.00898939,0.00405198,0.00406272,0,0,0.0107783,0.0185069,0.00455983,0.0631364,0.00951955,0.0217968,0.013035,0.0123235,0.00319666,0.00699992,0.0554985,0.0128776,0.00594909,0.0157002,0.0229777,0.00913218,0.0156402,0.0313376,0.00631905,0.00419568,0.000782869,0.00304156,0.00428997,0,0,0,0,0,0,0,0,0,0,0
95,0.0025758,0.00324193,0.0363697,0.0139079,0.0180401,0.0069363,0,0,0.0203983,0,0.0214566,0.00735044,0.0465331,0.0138859,0.0284438,0.0119457,0.00468987,0.00646196,0.00372632,0.00177938,0.0130393,0.04295,0.00978453,0.0128812,0.00784222,0.0181842,0.0440911,0.0148266,0.00858757,0.00119992,0.0192621,0.0196568,0.0073618,0.00389869,0.00430093,0,0,0.0114109,0.018506,0.00478202,0.0633484,0.00817112,0.0219029,0.0100186,0.0125693,0.00331906,0.0057311,0.0543385,0.0103501,0.00414506,0.0128553,0.0225348,0.00828608,0.0125449,0.0232815,0.00607647,0.00487935,0.000895587,0.00313812,0.00473414,0,0,0,0,0,0,0,0,0,0,0
96,0.00274925,0.00347318,0.0370568,0.0139546,0.0184288,0.00666735,0,0,0.0205376,0,0.0215003,0.00739277,0.046751,0.0136379,0.0283494,0.0126527,0.00458999,0.00657169,0.00411505,0.00226077,0.013748,0.0427766,0.00964268,0.0126506,0.00768433,0.0180852,0.0448519,0.014868,0.0086223,0.00116527,0.0125728,0.0195576,0.00575587,0.00342188,0.00462709,0,0,0.0125105,0.0188546,0.00529854,0.0636009,0.00728987,0.0221852,0.00695523,0.0127395,0.00357347,0.00411796,0.0530746,0.00743985,0.00229905,0.0100103,0.021997,0.00748181,0.00989478,0.0150447,0.00657875,0.00479717,0.00115422,0.00322714,0.00519988,0,0,0,0,0,0,0,0,0,0,0
97,0.00274899,0.00374113,0.0374215,0.0139365,0.0185851,0.006459,0,0,0.0203813,0,0.021532,0.00724504,0.0470221,0.0131392,0.0281427,0.0133081,0.00449036,0.00664224,0.00466287,0.00279345,0.0144002,0.0424775,0.00933695,0.0121961,0.0073346,0.0179062,0.045334,0.014651,0.00862272,0.00107366,0.00727693,0.0195078,0.0055359,0.0027376,0.00493464,0,0,0.0127571,0.0187787,0.0055736,0.063799,0.00804912,0.0226562,0.00365986,0.0128478,0.00363237,0.00260657,0.0516918,0.00412787,0.000860271,0.00728186,0.0215091,0.00664723,0.00762779,0.00845802,0.00542742,0.00415442,0.00105679,0.00347264,0.00533174,0,0,0,0,0,0,0,0,0,0,0
98,0.00291643,0.00400584,0.0378699,0.0139677,0.0190174,0.006018,0,0,0.0200481,0,0.0214954,0.00697035,0.047293,0.0124981,0.0276375,0.0136782,0.00414173,0.0067478,0.0052841,0.00325402,0.0146565,0.0421179,0.00889496,0.0118696,0.007085,0.0178279,0.0458739,0.0143283,0.00868052,0.00101957,0.00861129,0.0193959,0.00742142,0.00169388,0.00537885,0,0,0.0141619,0.0189873,0.00593874,0.0639755,0.0103315,0.0233159,0.000891459,0.0129338,0.00398971,0.00269236,0.0503542,0.000698502,0.00246252,0.00472776,0.0209161,0.00586842,0.00593182,0.0093699,0.00644537,0.0042525,0.0012888,0.00372343,0.00565828,0,0,0,0,0,0,0,0,0,0,0
99,0.00303956,0.00431025,0.0384285,0.0139876,0.0191407,0.00550899,0,0,0.0199277,0,0.0214971,0.00683118,0.047664,0.011727,0.0270503,0.0138555,0.00371124,0.00694743,0.00592601,0.00354395,0.0146934,0.0415701,0.00841934,0.0114694,0.00666554,0.0176412,0.0464803,0.0141786,0.00871092,0.000924817,0.0144725,0.0193249,0.0102995,0.000975471,0.00579608,0,0,0.0150577,0.0190435,0.00630512,0.0641207,0.0132981,0.0239742,0.00282876,0.0128679,0.00431636,0.00518436,0.0493423,0.00362901,0.00509465,0.00270046,0.0202525,0.00540002,0.00510215,0.0150592,0.00654721,0.00424522,0.00140644,0.00415627,0.00583816,0,0,0,0,0,0,0,0,0,0,0
100,0.00314833,0.0046411,0.0393619,0.0140745,0.0190067,0.0050779,0,0,0.0195773,0,0.021524,0.006515,0.0480538,0.010704,0.0264523,0.0137136,0.00320037,0.00714986,0.00634599,0.00380758,0.0149347,0.040906,0.00795915,0.0111906,0.00640119,0.0175469,0.0474711,0.0138594,0.00865792,0.000902972,0.0218392,0.0192551,0.0131338,0.00194898,0.00614795,0,0,0.016475,0.0189803,0.0070955,0.064068,0.0153352,0.0244768,0.00552388,0.0127544,0.00469675,0.00901991,0.0489694,0.00786218,0.00881663,0.00288656,0.0193314,0.0045246,0.00451254,0.0225416,0.00699649,0.00434748,0.00159266,0.00467309,0.00602694,0,0,0,0,0,0,0,0,0,0,0
101,0.00338926,0.00493933,0.0404397,0.0141679,0.0188485,0.00489449,0,0,0.0197134,0,0.0214872,0.00647241,0.0482842,0.00995902,0.0260007,0.0132915,0.00297022,0.00740345,0.00654435,0.0041938,0.0149188,0.0404062,0.0077014,0.0111192,0.00631263,0.0174491,0.0485917,0.0138688,0.00862997,0.000835546,0.0356843,0.0192501,0.0220945,0.00277114,0.00652672,0,0,0.0171946,0.0190304,0.00744624,0.0634811,0.0231028,0.0250242,0.0086321,0.0125733,0.00498252,0.0140381,0.0496562,0.0135076,0.0150372,0.00783586,0.0181587,0.00833659,0.00768591,0.0370558,0.00723199,0.0042215,0.00166462,0.00511037,0.00629435,0,0,0,0,0,0,0,0,0,0,0
102,0.00360332,0.00522024,0.041475,0.0142908,0.0186252,0.00474517,0,0,0.0200311,0,0.0214735,0.0064956,0.0484024,0.00946018,0.0255766,0.0125942,0.0027818,0.00764382,0.00673728,0.00475194,0.0145967,0.0400163,0.00742814,0.0112339,0.00611633,0.0173267,0.0498534,0.014052,0.00862025,0.000764608,0.0498426,0.0191933,0.0332711,0.00319275,0.00687823,0,0,0.0177716,0.0191281,0.00760838,0.0627952,0.034223,0.0255618,0.0113564,0.0125779,0.00532988,0.0185878,0.050571,0.0188936,0.0206334,0.0128714,0.0201164,0.0157138,0.01392,0.050789,0.00745364,0.00414541,0.00173839,0.0055252,0.00667665,0,0,0,0,0,0,0,0,0,0,0
