Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66
75,0.00316702,0.00167779,0.0203037,0.0155975,0.0110389,0.00185217,0,0,0.0016167,0,0.0222738,0.0014145,0.0469163,0.0126432,0.023961,0.00385923,0.00237008,0.00268031,0.0058514,0.00847133,0.00216253,0.0468083,0.00765665,0.0114904,0.00520771,0.016509,0.0239941,0.00329303,0.00917295,0.00092039,0.0475141,0.0227376,0.00867729,0.00625454,0.00384317,0,0,0.0141081,0,0.0194071,0.00504812,0.0608803,0.017317,0.0240358,0.0140799,0.00808804,0.00856932,0.0118176,0.0560965,0.0109788,0.0183388,0.0274892,0.0258869,0.0130927,0.0313339,0.0580175,0.0172224,0.0134523,0.00523611,0.00224678,0.00274974,0,0,0,0,0,0
76,0.00305774,0.00162593,0.0217717,0.0154909,0.0113335,0.00160414,0,0,0.00161137,0,0.0223529,0.0013567,0.0467636,0.0128915,0.0244336,0.00282634,0.00227326,0.00231887,0.00568212,0.00779037,0.0030015,0.0465254,0.00773321,0.0116646,0.00567532,0.0166695,0.0259714,0.00304372,0.0092512,0.000952233,0.0481831,0.022652,0.00824363,0.00608241,0.00382278,0,0,0.0134307,0,0.0194259,0.00489501,0.0612573,0.0196854,0.0236549,0.0139876,0.00772796,0.00821691,0.0106574,0.0556407,0.0106074,0.0169792,0.027852,0.0257118,0.012857,0.0318818,0.059739,0.0165958,0.0125326,0.00478556,0.0022515,0.00251161,0,0,0,0,0,0
77,0.0028309,0.00157002,0.0232824,0.0153891,0.0116726,0.0015695,0,0,0.00173594,0,0.0224085,0.00128501,0.0465635,0.0129746,0.0249226,0.00226515,0.00206686,0.00193679,0.00536154,0.00700066,0.00380124,0.0462864,0.00794031,0.0117028,0.00605732,0.0168719,0.0278905,0.00288642,0.00930975,0.00102285,0.0486591,0.0225144,0.00853401,0.0059435,0.00377802,0,0,0.0123266,0,0.019429,0.00461156,0.0617076,0.0213834,0.0232686,0.0141545,0.00735,0.00767604,0.00968084,0.055332,0.0106138,0.0158422,0.0281553,0.0255815,0.0126412,0.0323045,0.0611428,0.0154308,0.0114669,0.00431646,0.00225825,0.00226851,0,0,0,0,0,0
78,0.00259943,0.00152173,0.0249268,0.0152784,0.0120026,0.00190641,0,0,0.00189912,0,0.0224626,0.00120726,0.0463365,0.012858,0.0253737,0.00259544,0.0018491,0.00162757,0.00514124,0.00618487,0.00458203,0.0460183,0.00807817,0.0117784,0.0063076,0.0170621,0.030012,0.00272473,0.0093883,0.000890068,0.0489932,0.0223173,0.00928581,0.00580509,0.00377554,0,0,0.0112345,0,0.0192942,0.00420354,0.0616694,0.0225834,0.0228035,0.0144657,0.00705616,0.00706056,0.00878618,0.0550014,0.0107476,0.0146684,0.0282191,0.0255257,0.0124938,0.0327163,0.0618857,0.014107,0.0105976,0.00384106,0.00231392,0.00211629,0,0,0,0,0,0
79,0.0024677,0.00150872,0.0265221,0.0152228,0.0124583,0.00225663,0,0,0.00213512,0,0.0225308,0.00107207,0.0461493,0.0127787,0.0258332,0.00356023,0.00171097,0.00144922,0.0046709,0.00515915,0.00590604,0.0457927,0.00815456,0.0118483,0.00650163,0.0171981,0.0319699,0.0026643,0.00946475,0.000869447,0.0493973,0.0220569,0.0102512,0.00549258,0.00372208,0,0,0.00969203,0,0.0192155,0.00355678,0.0612668,0.0227365,0.0222175,0.0149239,0.00692867,0.00623243,0.00804546,0.0547547,0.0110944,0.0135465,0.0281778,0.0255868,0.0123357,0.0325417,0.0621759,0.0122001,0.00960863,0.0035353,0.00241453,0.00193635,0,0,0,0,0,0
80,0.00239682,0.00133212,0.0281857,0.0151316,0.0129766,0.00235638,0,0,0.00222178,0,0.022592,0.000952707,0.0460028,0.0126663,0.0262217,0.00485727,0.00182275,0.0012646,0.00406743,0.00428012,0.00721804,0.0455113,0.00822409,0.0117662,0.00665831,0.0173266,0.0340851,0.00242993,0.00954133,0.000837208,0.049503,0.0217595,0.0115454,0.00529821,0.00362064,0,0,0.00861129,0,0.0190538,0.00309542,0.0613813,0.0223685,0.0218359,0.0158846,0.00665881,0.00554833,0.00766945,0.0549464,0.0120807,0.0126959,0.027896,0.0256395,0.0123036,0.0317577,0.0617185,0.0106229,0.00907716,0.00317904,0.00243995,0.00168036,0,0,0,0,0,0
81,0.00211066,0.00117941,0.0294708,0.0151017,0.0136407,0.00258447,0,0,0.00298505,0,0.0226892,0.000823247,0.0457765,0.012505,0.0266756,0.00645949,0.00187237,0.0013232,0.00323904,0.00300934,0.0086145,0.0452767,0.00844509,0.0115435,0.00678785,0.0174579,0.0354358,0.00275625,0.00961752,0.000990388,0.048781,0.0212488,0.0128586,0.0049427,0.00343038,0,0,0.00682185,0,0.019136,0.00258181,0.061524,0.0213892,0.0214618,0.0172287,0.00650517,0.00460984,0.00773944,0.0554711,0.0136311,0.0121,0.0274219,0.0257322,0.0123068,0.0304993,0.0601781,0.0083505,0.00827953,0.00314225,0.00252637,0.0012964,0,0,0,0,0,0
82,0.00179357,0.00101745,0.030702,0.0150213,0.0142638,0.00286981,0,0,0.00297711,0,0.0227816,0.000639223,0.0455764,0.0123096,0.0269896,0.00823097,0.00193124,0.0013845,0.00232943,0.00192801,0.00996188,0.0450789,0.00867854,0.0112589,0.00695847,0.0176285,0.0369716,0.00267959,0.00968712,0.000956078,0.0472197,0.0211048,0.0137115,0.00472712,0.00324443,0,0,0.00607649,0,0.018902,0.00250593,0.0614471,0.0202185,0.0210756,0.0182584,0.00633516,0.00416248,0.00786649,0.0559879,0.0148275,0.0113668,0.0266239,0.0256603,0.012213,0.0289013,0.0578211,0.00709904,0.0076135,0.00275581,0.00241991,0.000976426,0,0,0,0,0,0
83,0.00147968,0.000941603,0.0318536,0.014912,0.0149882,0.00329949,0,0,0.00310239,0,0.0228582,0.000461421,0.0455597,0.0122313,0.0273147,0.00996443,0.00207494,0.00147535,0.00207824,0.00156611,0.0112551,0.0449852,0.00895699,0.011152,0.00717933,0.0177981,0.0384273,0.00263083,0.00976166,0.000890959,0.0449405,0.0207919,0.0137576,0.00448084,0.00301098,0,0,0.00548333,0,0.0188118,0.00260938,0.0613541,0.0186015,0.020695,0.0183125,0.0061927,0.0037146,0.00777818,0.0563021,0.0151492,0.0102824,0.0254906,0.0256137,0.0119853,0.0269543,0.0545925,0.00595345,0.00715775,0.00258297,0.00227864,0.000615098,0,0,0,0,0,0
84,0.00137505,0.000900328,0.0329571,0.0147958,0.0158853,0.00372318,0,0,0.00336228,0,0.0228546,0.00040865,0.0457191,0.0121801,0.027637,0.011597,0.00228793,0.00160997,0.00266169,0.00232769,0.012484,0.0447946,0.00925527,0.0110338,0.00738954,0.0179748,0.0398797,0.00262914,0.00976284,0.000893743,0.0420107,0.0205497,0.0131155,0.00419953,0.00269359,0,0,0.00524741,0,0.0187798,0.00295923,0.0615273,0.0164729,0.0204998,0.0172829,0.00596761,0.00339479,0.00745703,0.056291,0.0148194,0.00882576,0.0237325,0.0254462,0.01167,0.0246924,0.050694,0.00501487,0.00679457,0.0025259,0.00218791,0.000391807,0,0,0,0,0,0
85,0.00139679,0.000859703,0.0340818,0.0146742,0.0166451,0.00398737,0,0,0.00369443,0,0.0228463,0.000566746,0.0459436,0.0122008,0.0279244,0.0131089,0.00252503,0.00175667,0.00352672,0.00357403,0.0137091,0.0446374,0.00953169,0.0108745,0.00753683,0.0181413,0.0412026,0.0027639,0.00978329,0.000949059,0.0381716,0.0203024,0.0119995,0.00395756,0.00243193,0,0,0.00552164,0,0.0187622,0.00341605,0.0617731,0.014071,0.0204971,0.0154374,0.00574728,0.00322511,0.00696655,0.0559244,0.0140585,0.0071715,0.0213557,0.0250699,0.0112005,0.0222746,0.0461312,0.0044389,0.0065234,0.00253709,0.00225623,0.000556301,0,0,0,0,0,0
86,0.00150882,0.000877619,0.0352277,0.0145056,0.0172475,0.00405613,0,0,0.00412403,0,0.0228027,0.000753611,0.0461657,0.0122674,0.0280971,0.0144353,0.00274878,0.0018806,0.00459081,0.00489798,0.0148881,0.0444988,0.00970447,0.0107456,0.00757521,0.0182614,0.0424632,0.00307315,0.00979584,0.00103612,0.0334656,0.0200606,0.0104566,0.00373138,0.00224988,0,0,0.0060893,0,0.0187522,0.00388566,0.0621435,0.0117171,0.0205888,0.0133181,0.00549543,0.00316739,0.00645379,0.0552984,0.0129212,0.00558882,0.0188178,0.024479,0.0106328,0.0193559,0.0405722,0.00422324,0.00633451,0.00262678,0.00230066,0.000894066,0,0,0,0,0,0
87,0.00158353,0.000957645,0.036358,0.0143349,0.0177442,0.00401243,0,0,0.00470534,0,0.0227979,0.00107833,0.0463635,0.0123871,0.02819,0.0155757,0.00296676,0.00197424,0.00564719,0.00620714,0.0159655,0.0443332,0.00976099,0.0106358,0.00745905,0.0183043,0.0437611,0.00344045,0.00982933,0.0011769,0.0281884,0.0198771,0.00871686,0.00349109,0.00211476,0,0,0.00678281,0,0.0187751,0.00433091,0.062655,0.00966958,0.0207566,0.0106106,0.00518071,0.00322098,0.00587219,0.0544295,0.0109292,0.00413716,0.0160824,0.0238325,0.00986423,0.0162601,0.0341835,0.00427587,0.00624384,0.00268739,0.00236028,0.00132199,0,0,0,0,0,0
88,0.00164123,0.00110846,0.0376407,0.0142043,0.0184671,0.00381364,0,0,0.00598474,0,0.0227778,0.00175758,0.0465164,0.0123971,0.0282253,0.0165257,0.00319744,0.00202973,0.00646049,0.0073577,0.0168568,0.0441459,0.00971008,0.0104888,0.00738112,0.0181622,0.0451875,0.00421985,0.00984085,0.0012696,0.021745,0.0197909,0.0066759,0.00319357,0.00201331,0,0,0.00753779,0,0.0188078,0.00469761,0.0629986,0.00877349,0.0210254,0.00754014,0.00482588,0.00339489,0.00520526,0.0533734,0.00849681,0.00314366,0.0132574,0.0233426,0.00908077,0.0135248,0.0267897,0.00456212,0.00628851,0.00273639,0.00254017,0.00177362,0,0,0,0,0,0
89,0.00169938,0.00145113,0.038416,0.0139908,0.0188412,0.00346414,0,0,0.00624555,0,0.0227953,0.00185498,0.0468056,0.0127728,0.0283104,0.0175907,0.00339685,0.001791,0.00725714,0.00842381,0.0179315,0.0438115,0.00955575,0.00993211,0.00693826,0.0183006,0.0463576,0.00417393,0.0098007,0.00118004,0.0155293,0.0182713,0.00473377,0.00299699,0.00204779,0,0,0.00737059,0,0.0198887,0.00420495,0.0632663,0.00887322,0.0213401,0.00431464,0.0044533,0.00336586,0.00430196,0.0522114,0.005838,0.00250159,0.0104339,0.0226464,0.0080951,0.0108507,0.0192052,0.00432172,0.00666193,0.00243762,0.00289981,0.00209232,0,0,0,0,0,0
90,0.00206743,0.00174541,0.0392253,0.0141318,0.0195699,0.00309893,0,0,0.00753377,0,0.0227142,0.00246666,0.0469812,0.0121237,0.027988,0.0181307,0.0032999,0.0020461,0.00798311,0.00932291,0.0184247,0.0435897,0.00941516,0.00977584,0.00697181,0.0178922,0.0467089,0.00504832,0.00976461,0.00141561,0.0088229,0.019614,0.00421954,0.00264346,0.00225696,0,0,0.00892635,0,0.0188934,0.00520728,0.0634323,0.010257,0.0219684,0.00123336,0.00418866,0.00401711,0.00348217,0.0508742,0.00317678,0.00253558,0.00796728,0.0221235,0.00759172,0.00891454,0.0116101,0.00548416,0.00657204,0.00272034,0.0033756,0.00279516,0,0,0,0,0,0
91,0.00235916,0.00211741,0.0396066,0.0141341,0.0197376,0.00289199,0,0,0.00834362,0,0.0226093,0.00271674,0.0472582,0.0118494,0.0276362,0.0187733,0.00335661,0.00213469,0.00870619,0.00997294,0.0189543,0.0431402,0.00913807,0.00924142,0.00654682,0.0179125,0.0469089,0.00556292,0.00969556,0.00147763,0.00668306,0.0195539,0.00630432,0.00285862,0.00248937,0,0,0.00969302,0,0.018946,0.00541089,0.0636641,0.0126362,0.0225651,0.0016242,0.00404688,0.00454059,0.00329494,0.049567,0.000859574,0.00328547,0.00576845,0.0213715,0.00688266,0.0075698,0.00718582,0.00615206,0.00687642,0.00271645,0.00391346,0.0032888,0,0,0,0,0,0
92,0.00260478,0.0024697,0.039995,0.0141416,0.0199023,0.00269705,0,0,0.00924335,0,0.02243,0.00291492,0.0475483,0.0113586,0.0270063,0.0192041,0.00348973,0.00229166,0.00930816,0.0102454,0.0191436,0.0426035,0.0087372,0.00864294,0.00618584,0.0178634,0.0471222,0.00617305,0.00958561,0.00149517,0.0113198,0.0195505,0.00945686,0.00357336,0.00275741,0,0,0.0104805,0,0.0189612,0.00561448,0.0639275,0.0157841,0.0231469,0.0042007,0.00409059,0.0051481,0.00465973,0.0485018,0.00317044,0.00452922,0.00414287,0.0204038,0.00631881,0.00694815,0.00936417,0.0070708,0.00740912,0.00280027,0.00445373,0.00368529,0,0,0,0,0,0
93,0.00296774,0.0026413,0.0402513,0.0141414,0.0200857,0.00275267,0,0,0.00909254,0,0.0223307,0.00258747,0.0477713,0.0112972,0.0264392,0.0193547,0.00363208,0.0025404,0.0097502,0.0101623,0.0189238,0.0420725,0.00841438,0.00811294,0.00585084,0.0177231,0.0473892,0.00610289,0.00952286,0.00162174,0.0184891,0.0195293,0.0119063,0.00428075,0.00315216,0,0,0.0104785,0,0.0195333,0.0056548,0.0639688,0.0168885,0.0236247,0.00616076,0.00432658,0.0053128,0.00772756,0.0481246,0.00665775,0.00788574,0.00380518,0.0188093,0.00391718,0.00509078,0.01881,0.00667778,0.00686137,0.00339047,0.00477691,0.00422825,0,0,0,0,0,0
94,0.00288975,0.00301902,0.0412715,0.014252,0.019975,0.00239634,0,0,0.0103342,0,0.0222549,0.00304593,0.0479914,0.0096239,0.0256581,0.0190221,0.00385617,0.00251568,0.00963124,0.00922573,0.0188539,0.0415373,0.00789462,0.00769157,0.00558961,0.0177566,0.0487548,0.00679107,0.00938147,0.00125679,0.0346021,0.0195783,0.0233852,0.00540672,0.00313959,0,0,0.0132681,0,0.0186087,0.00678468,0.0637126,0.0260963,0.0243691,0.00873384,0.00425336,0.00701468,0.011844,0.048328,0.0116743,0.0129375,0.00821206,0.0181,0.00957839,0.00807296,0.0355244,0.010557,0.00916457,0.00301438,0.00542178,0.00388151,0,0,0,0,0,0
95,0.00311686,0.00314594,0.0417614,0.0142058,0.0197985,0.00240844,0,0,0.0105203,0,0.022178,0.00308494,0.0481196,0.00886742,0.0251835,0.0184075,0.00384659,0.00269668,0.0095991,0.00831204,0.0185241,0.0410918,0.0074582,0.00757336,0.00535885,0.0177105,0.0494538,0.00680837,0.00932908,0.0012869,0.0503666,0.0195799,0.0355483,0.00581211,0.00335187,0,0,0.0137383,0,0.0188163,0.00684814,0.0632825,0.0375195,0.0250676,0.0115252,0.00432946,0.00769074,0.0159628,0.0489078,0.0166856,0.0180884,0.0133553,0.0203367,0.0171233,0.0144831,0.0509431,0.0113787,0.00913877,0.00316914,0.00569666,0.0039882,0,0,0,0,0,0
96,0.003252,0.00320436,0.0419482,0.0141947,0.0194245,0.00256892,0,0,0.0107039,0,0.0221852,0.00314639,0.0480898,0.00818154,0.0248057,0.0174412,0.00381695,0.00299237,0.00926865,0.00727192,0.0176867,0.0407193,0.0070184,0.00762744,0.00517004,0.0176644,0.0500021,0.0068436,0.00927576,0.00140029,0.0628169,0.0196357,0.0451033,0.00595008,0.00354576,0,0,0.0139229,0,0.0190765,0.00675338,0.062822,0.0472154,0.025626,0.0131972,0.004429,0.0083324,0.0193152,0.0495602,0.0206433,0.0221665,0.0169237,0.0234876,0.0227494,0.019187,0.062927,0.0119539,0.00923501,0.00340798,0.00584886,0.00408268,0,0,0,0,0,0
97,0.00329038,0.00325995,0.041448,0.014058,0.01882,0.00279362,0,0,0.0110154,0,0.0221185,0.0033121,0.0479462,0.00779254,0.0245727,0.0161727,0.00376242,0.00332989,0.00891703,0.0062641,0.0165162,0.0404038,0.00654371,0.00769744,0.0049837,0.0175358,0.0498242,0.00697553,0.00924717,0.00159884,0.0700382,0.0194921,0.0504975,0.00590636,0.00369045,0,0,0.0135202,0,0.0195868,0.0061518,0.0625934,0.0531001,0.0259137,0.0137415,0.004474,0.00880508,0.0212986,0.0499804,0.0223373,0.024532,0.0182584,0.0254572,0.0255559,0.0210024,0.0701286,0.0121533,0.00913807,0.00358904,0.00590748,0.00418281,0,0,0,0,0,0
98,0.00327661,0.00309833,0.0420964,0.014004,0.017893,0.0030265,0,0,0.0114238,0,0.0220893,0.00348183,0.0476623,0.00654709,0.0244897,0.014322,0.00353988,0.00368862,0.00799356,0.00466886,0.0153481,0.0402247,0.00590302,0.00838922,0.00466584,0.0175374,0.0509708,0.00730242,0.00915107,0.00167252,0.0708037,0.0197595,0.0506243,0.00547579,0.0037321,0,0,0.0137344,0,0.0195775,0.00611463,0.0627665,0.0535232,0.0259558,0.0135595,0.00453358,0.00921547,0.0215171,0.0498121,0.0216821,0.0245288,0.0177284,0.0253818,0.0252427,0.0202188,0.0708157,0.0126719,0.00927451,0.00405247,0.00576203,0.00419724,0,0,0,0,0,0
99,0.00330829,0.00297447,0.0406818,0.0138465,0.0170535,0.00332759,0,0,0.0115337,0,0.0221196,0.00361872,0.0472505,0.00710008,0.024552,0.0125844,0.00340566,0.00401943,0.00764441,0.00404986,0.014023,0.0403272,0.0055943,0.00877866,0.00432246,0.0173927,0.0498727,0.00707667,0.00912278,0.00192468,0.065531,0.0197913,0.0456874,0.00484667,0.0037942,0,0,0.0131036,0,0.020065,0.00542109,0.0633012,0.0483958,0.0257549,0.0126593,0.00458027,0.00926932,0.0200095,0.0490924,0.0195203,0.0223099,0.0157649,0.0236942,0.0220857,0.0174706,0.0660359,0.0122308,0.0088283,0.0047544,0.00568808,0.00428228,0,0,0,0,0,0
100,0.00319723,0.00277319,0.0402206,0.0136889,0.0159537,0.00356068,0,0,0.0114916,0,0.0220772,0.00364704,0.0468383,0.0069897,0.0246996,0.0105738,0.0032709,0.00418588,0.00697517,0.0042276,0.0122153,0.0406359,0.00530037,0.00929134,0.00415168,0.0173461,0.0499288,0.00682791,0.0090766,0.00204316,0.0554369,0.0200081,0.0372867,0.0040823,0.00370065,0,0,0.0131875,0,0.0203346,0.00510636,0.064012,0.0389743,0.0255417,0.0112989,0.00466374,0.0095296,0.0174934,0.0481137,0.016679,0.0188626,0.0130493,0.0214112,0.0172729,0.0137344,0.0563254,0.0124898,0.00892401,0.00511127,0.00554294,0.00414287,0,0,0,0,0,0
101,0.00303752,0.00254938,0.0395641,0.0135755,0.01456,0.00373941,0,0,0.011389,0,0.0220816,0.00370066,0.0464777,0.00722761,0.0248809,0.00860271,0.00317492,0.00431028,0.00644948,0.00553173,0.0102403,0.041112,0.00519939,0.00961774,0.00399014,0.0173117,0.0499017,0.00668397,0.00905347,0.00214961,0.0425735,0.0202792,0.0269928,0.00337285,0.00354091,0,0,0.0134499,0,0.0204401,0.00488053,0.0646908,0.027351,0.0253321,0.00979799,0.00477641,0.00973798,0.0147223,0.047166,0.0136121,0.0151832,0.0103451,0.0196626,0.0118908,0.0101805,0.043875,0.0127923,0.00919456,0.00505841,0.00535032,0.00384799,0,0,0,0,0,0
102,0.00286005,0.00228831,0.0391408,0.0135177,0.0128511,0.00389191,0,0,0.0113738,0,0.0220669,0.003776,0.046116,0.0082409,0.025179,0.00670075,0.00306993,0.0044291,0.00633051,0.00761002,0.00805999,0.0417138,0.00528265,0.00989636,0.00388089,0.0173159,0.0501405,0.00655256,0.00902479,0.00218933,0.0296449,0.0205382,0.0163439,0.00286781,0.00333673,0,0,0.0138659,0,0.0202147,0.00485132,0.065179,0.0168053,0.0252789,0.00839423,0.00491906,0.00983515,0.0120408,0.0463214,0.0106636,0.0115062,0.00806815,0.0192151,0.00689728,0.00793274,0.0314717,0.0133264,0.00969457,0.00468173,0.00515916,0.00344647,0,0,0,0,0,0
103,0.00265643,0.00196568,0.0389737,0.0134711,0.0109035,0.00407991,0,0,0.0113727,0,0.0219665,0.00379223,0.0457037,0.0104523,0.0255516,0.00523098,0.00295241,0.00452304,0.00690136,0.010377,0.00549296,0.0423923,0.00549513,0.0101947,0.0039714,0.0173665,0.0509816,0.00634904,0.00901838,0.00214977,0.019655,0.0208548,0.00945557,0.0027384,0.00317352,0,0,0.014337,0,0.0196947,0.00505735,0.0653077,0.0123121,0.0253944,0.00749367,0.00508915,0.00993926,0.00960906,0.0457843,0.00816728,0.00801281,0.00678494,0.0201332,0.00490008,0.00792927,0.0221746,0.0141752,0.0105361,0.00408852,0.00482103,0.00302997,0,0,0,0,0,0
104,0.00250686,0.00194192,0.0371541,0.0133985,0.0089805,0.00418549,0,0,0.0111396,0,0.0219719,0.00380508,0.0451319,0.0125022,0.0257927,0.00393715,0.00283648,0.00447347,0.00783773,0.0121603,0.00316778,0.0430463,0.00548436,0.00976766,0.00397451,0.0172436,0.0500875,0.00596713,0.00902603,0.00220463,0.0143036,0.020953,0.00796969,0.00301053,0.00318818,0,0,0.0152743,0,0.0192133,0.00565876,0.0650839,0.0128959,0.0256043,0.00714251,0.00497223,0.0100308,0.00770939,0.0458169,0.00650954,0.0057134,0.00695519,0.0215353,0.00601876,0.00892509,0.0166459,0.015213,0.0115042,0.00317018,0.00471131,0.00276909,0,0,0,0,0,0
105,0.00237335,0.00191812,0.0346225,0.0133184,0.00722131,0.00439947,0,0,0.0108184,0,0.022,0.00389073,0.0445018,0.0140284,0.0259777,0.00359149,0.00274587,0.00474439,0.0089436,0.0135184,0.0028116,0.0437332,0.0051367,0.00884218,0.00389028,0.0170902,0.048318,0.00559259,0.00902937,0.00232111,0.0118507,0.0210821,0.00815153,0.00363047,0.00312418,0,0,0.0149424,0,0.0191356,0.00545866,0.0646254,0.0152681,0.0260722,0.00692701,0.00496356,0.00933251,0.00653958,0.0463223,0.00581759,0.00535034,0.00836081,0.0225686,0.00726605,0.0097906,0.0130978,0.0143851,0.0102455,0.00287633,0.00460922,0.0028514,0,0,0,0,0,0
106,0.0021391,0.0017567,0.0314798,0.013191,0.00601039,0.00454201,0,0,0.0102569,0,0.0220467,0.00396522,0.0439888,0.015607,0.0262474,0.0046203,0.00275765,0.00494581,0.010138,0.0146972,0.00482917,0.0446255,0.00435782,0.00743895,0.00380869,0.0169061,0.0461079,0.00504977,0.00903622,0.00244065,0.0113538,0.0211402,0.00928191,0.00446257,0.00287501,0,0,0.0148661,0,0.0191795,0.00544622,0.0643007,0.0171529,0.0266727,0.00682237,0.00519259,0.00873878,0.00674666,0.0467998,0.00723731,0.00711882,0.00999597,0.0232865,0.00854076,0.0111278,0.0112392,0.0138502,0.00936652,0.00241718,0.00453795,0.00283448,0,0,0,0,0,0
107,0.00197776,0.00145511,0.0272265,0.0130303,0.00612798,0.00446451,0,0,0.00978716,0,0.0220888,0.00407698,0.0434544,0.01649,0.0266232,0.00623824,0.00283067,0.00510092,0.011112,0.0152344,0.0074698,0.0459157,0.00314852,0.00514546,0.00389468,0.016951,0.0425116,0.00453689,0.00903029,0.00257683,0.0110378,0.0211702,0.0109352,0.00516152,0.00260052,0,0,0.0148966,0,0.0191987,0.00555747,0.0643249,0.0186378,0.027234,0.00652664,0.00552285,0.00823808,0.00772475,0.0470185,0.00913682,0.00908188,0.0110286,0.0233834,0.00916426,0.0126165,0.00882797,0.0133905,0.00861391,0.00184017,0.00453673,0.00245477,0,0,0,0,0,0
108,0.00192571,0.0012181,0.0220135,0.0128428,0.0077474,0.00416008,0,0,0.00953529,0,0.0221024,0.00416178,0.0429153,0.0166243,0.0271667,0.00813311,0.00288132,0.00520384,0.0116517,0.0149472,0.0101882,0.0476232,0.00188214,0.00241566,0.00413893,0.0173531,0.0374844,0.00381419,0.00900351,0.0026934,0.0111975,0.0211365,0.0119305,0.00548028,0.002437,0,0,0.0146888,0,0.0191448,0.00557053,0.0646884,0.0190722,0.0276086,0.00599113,0.00587401,0.00768706,0.00790847,0.0471123,0.00951614,0.00961448,0.011135,0.0227337,0.00857701,0.0132724,0.00671195,0.0127039,0.00764807,0.00128867,0.00456739,0.00199844,0,0,0,0,0,0
109,0.00203286,0.00127756,0.0164783,0.0127075,0.0100442,0.00366591,0,0,0.00932053,0,0.0221653,0.00413434,0.0424214,0.0159375,0.0278935,0.00946863,0.0027479,0.00521739,0.0114899,0.0139068,0.0124542,0.0495616,0.00210222,0.00396186,0.0042967,0.0180832,0.0315908,0.00335372,0.0090075,0.00271173,0.0120014,0.021027,0.0118422,0.00537105,0.0023946,0,0,0.0140164,0,0.0190411,0.00537416,0.0650847,0.0179471,0.0277858,0.00516393,0.00602732,0.00715174,0.00688504,0.0471561,0.00838964,0.00851771,0.0101069,0.0218011,0.00707634,0.0126068,0.00626603,0.0116433,0.00624416,0.000864939,0.0046615,0.00206649,0,0,0,0,0,0
110,0.00242402,0.00150378,0.0117229,0.0126663,0.0118689,0.00319593,0,0,0.00896167,0,0.0222288,0.00396076,0.0420689,0.0139081,0.028636,0.00983781,0.00238625,0.00511834,0.0104456,0.0121651,0.0139658,0.0515679,0.00392259,0.00775726,0.00411927,0.0192658,0.0258348,0.00266929,0.00903957,0.00259602,0.0127391,0.0208841,0.0110179,0.00494795,0.00246934,0,0,0.0128345,0,0.0189902,0.00483553,0.0652733,0.0160188,0.0277628,0.00420418,0.00564498,0.00658526,0.00567001,0.0470454,0.00665091,0.00672539,0.00810169,0.0209502,0.00524073,0.0109206,0.00777116,0.0101511,0.00474292,0.000582028,0.00480972,0.00261732,0,0,0,0,0,0
111,0.002964,0.00173621,0.00853907,0.0128502,0.0126426,0.00337078,0,0,0.00790492,0,0.022271,0.00352599,0.0418641,0.0105,0.0291687,0.00958749,0.00198907,0.00486438,0.00871921,0.0104637,0.0147974,0.0534875,0.0055874,0.0108798,0.00350619,0.0210286,0.0208101,0.00184916,0.00905233,0.00240835,0.0131054,0.0207097,0.0102636,0.00437089,0.00270793,0,0,0.0116621,0,0.0187912,0.00429529,0.0653032,0.0145781,0.0275403,0.00349557,0.00509658,0.00603159,0.00481402,0.0467814,0.00533786,0.00522934,0.00610223,0.0202823,0.00345815,0.00915515,0.0107718,0.00881056,0.00383549,0.000481962,0.0049377,0.00306742,0,0,0,0,0,0
112,0.00341035,0.00198681,0.00966725,0.0133345,0.0126507,0.00429231,0,0,0.00725599,0,0.0222634,0.00322341,0.0417261,0.00775334,0.0294502,0.00895978,0.00205162,0.00448445,0.00667508,0.00997949,0.0146307,0.05515,0.00705066,0.0133666,0.00357303,0.0232028,0.0166585,0.00166033,0.00905984,0.00207238,0.0140128,0.0205012,0.0100957,0.00392106,0.00314504,0,0,0.0163007,0,0.018563,0.0083778,0.0653506,0.0133986,0.0271877,0.00292544,0.00482843,0.0084973,0.00410165,0.0467263,0.00456722,0.00439354,0.00503864,0.0197758,0.00207403,0.00810078,0.0130377,0.0144634,0.00139674,0.00170412,0.00492898,0.00304271,0,0,0,0,0,0
