Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66
234,0,0.00943168,0.026194,0.0180352,0.020964,0.02965,0,0,0.0109445,0,0.0220946,0.00486882,0,0.0573706,0,0.0328064,0.0112577,0.00628579,0.0298115,0.0502719,0.0137936,0.0473777,0.02356,0.0272369,0.0139277,0.0335392,0.0529789,0.00951762,0.00869332,0.00321573,0.0378654,0.0238569,0.0115241,0.0122791,0.0102631,0,0,0.0178399,0,0.0187945,0.0140538,0.0531116,0.0249625,0.0267655,0.0307607,0.00445055,0.0105586,0.015657,0,0.0322083,0.0127603,0.0152519,0,0.0151448,0.0138236,0.0437084,0.0112932,0.010959,0.00780249,0.00866661,0.00820384,0,0,0,0,0,0
235,0,0.0163208,0.0300164,0.0194353,0.0248606,0.0491453,0,0,0.0174655,0,0.021895,0.00838663,0,0.056883,0.0391371,0.0338282,0.0222145,0.0109017,0.0329828,0.0498206,0.0185432,0.0379637,0.0294426,0.0309683,0.0165029,0.0362237,0.056904,0.0154259,0.00855446,0.00496366,0.00913576,0.0253775,0.0152906,0.00951721,0.0266364,0,0,0.0358672,0,0.0192848,0.0253498,0.0620435,0.0135109,0.0261872,0.00384303,0.0116806,0.0215925,0.00342013,0.0505671,0.00189915,0.0037269,0.00285095,0.0135736,0.00199796,0.0023148,0.00997524,0.0203731,0.0143412,0.0115683,0.0160869,0.021603,0,0,0,0,0,0
236,0,0.0119059,0.0396924,0.0195522,0.0217217,0.028638,0,0,0.018914,0,0.0220953,0.00902006,0,0.0580687,0,0.0359921,0.012429,0.0105068,0.030015,0.0521811,0.015187,0.0465286,0.0289881,0.0339499,0.0144307,0.0351183,0.0696575,0.0154465,0.00865687,0.00554593,0.0150281,0.0238208,0.025576,0.0144191,0.0143701,0,0,0.0215218,0,0.0184653,0.0162785,0,0.0301227,0.0127525,0.0115911,0.0132447,0.011532,0.0118454,0.0361991,0.0118019,0.00916851,0.00965601,0.0220826,0.0121962,0.0132297,0.0140499,0.0134022,0.00800823,0.00768809,0.0101319,0.011456,0,0,0,0,0,0
237,0.00872976,0.00705791,0.0455647,0.0184592,0.0194577,0.0190759,0,0,0.0162383,0,0.0223538,0.00695438,0,0.0541408,0.021882,0.0349255,0.0086923,0.00743519,0.0291451,0.0511581,0.0137366,0.0519285,0.0287931,0.0355473,0.0139148,0.0342272,0.0749753,0.0122073,0.00897999,0.00447374,0.0161438,0.0227706,0.027106,0.0113346,0.0112067,0,0,0.0139755,0,0.0186147,0.0118982,0,0.0322415,0.0178683,0.0127004,0.0141759,0.00869268,0.0123442,0.0351619,0.0127809,0.00987853,0.0108113,0.0226527,0,0.0149253,0.0144756,0.00918088,0.00373645,0.00565571,0.00537869,0.0088873,0,0,0,0,0,0
238,0.00654751,0.00967115,0.0484535,0.0178028,0.0192493,0.0283119,0,0,0.0152171,0,0.0226203,0.00607711,0,0.0480609,0,0.0316197,0.0102846,0.00572033,0.0270142,0.0481525,0.0117102,0.0483278,0.0296503,0.0355112,0.0132018,0.0344344,0.0755996,0.0116167,0.00924114,0.00389808,0.0083769,0.0230779,0.015364,0.0074545,0.0104212,0,0,0.0191941,0,0.0185773,0.0150495,0.0646806,0.0143466,0.0211414,0.00379609,0.00504531,0.011187,0.00102094,0.0493323,0.000754149,0.0010139,0.00418782,0.0132492,0,0.00448428,0.00508175,0.0110387,0.00500665,0.00646957,0.00891943,0.00788732,0,0,0,0,0,0
239,0.0107122,0.0119663,0.0569918,0.0191693,0.0219087,0.0266141,0,0,0.0202738,0,0.0225166,0.0089431,0,0.0423125,0,0.0281818,0.013332,0.00979025,0.023598,0.0427439,0.00928615,0.0477594,0.0316529,0.0381617,0.0146838,0.0347258,0.0822123,0.0152899,0.00911908,0.00561438,0.0154118,0.0232001,0.0256667,0.0136058,0.0137883,0,0,0.0219729,0,0.0185742,0.0166222,0,0.0302562,0.0136084,0.0117936,0.0149973,0.0116677,0.010893,0.0364068,0.0117999,0.00737002,0.008742,0.0206741,0.0116588,0.0135448,0.0137566,0.0130508,0.00573714,0.0067424,0.0106093,0.0120722,0,0,0,0,0,0
240,0.00319005,0.00316184,0.0616173,0.0165968,0.0222802,0.0153456,0,0,0.0127841,0,0.0234258,0.00455046,0,0.0333843,0.0304347,0.023228,0.00627758,0.00347238,0.0210253,0.0387407,0.00734074,0.0561374,0.0285184,0.0375597,0.0150766,0.0323137,0.0836389,0.00971472,0.00970741,0.00305032,0.00892844,0.0213979,0.0141084,0.00279195,0.00494592,0,0,0.00755628,0,0.0185593,0.00730524,0.0653251,0.0131839,0.0245995,0.0031339,0.0073778,0.00504197,0.00199187,0.0491192,0.000987771,0.00241048,0.0043924,0.0178379,0.00221568,0.00476304,0.00365858,0.00456082,0.00208258,0.00266385,0.00134872,0.00612123,0,0,0,0,0,0
241,0.00449669,0.00375043,0.06554,0.0170412,0.0253394,0.0165986,0,0,0.0140197,0,0.0235171,0.00521451,0,0.0301395,0.02937,0.0195967,0.00704519,0.00413901,0.0179582,0.0343303,0.00645697,0.0554231,0.0288137,0.0380177,0.0163985,0.0327331,0.0860442,0.0102595,0.00969403,0.00348713,0.0172032,0.0214393,0.0228729,0.00467362,0.00629364,0,0,0.0091419,0,0.0185464,0.00797368,0.0672232,0.0214746,0.0243446,0.00356544,0.0100994,0.00498962,0.00451516,0.0475911,0.00499683,0.00521371,0.00465451,0,0.0100807,0.00764101,0.0121558,0.00537834,0.00294433,0.00265488,0.00185582,0.00805042,0,0,0,0,0,0
242,0.00285738,0.00258836,0.0596037,0.0165741,0.033653,0.00924752,0,0,0.0136988,0,0.0238551,0.00480436,0.0375683,0.0286701,0.0246012,0.02602,0.00553477,0.00378931,0.0189068,0.0148885,0.033216,0.0704193,0.018222,0.0183913,0.012208,0.0291287,0.0675121,0.00997551,0.0098269,0.00290507,0.018623,0.02091,0.0213466,0.00295735,0.00363577,0,0,0.00624327,0,0.0185566,0.00584034,0.0671548,0.0204919,0.0249029,0.00315903,0.010481,0.00400325,0.00359693,0.0480099,0.00438987,0.00535068,0.00342587,0,0.0085653,0.00659596,0.0158176,0.00357967,0.00347256,0.00164054,0.00126267,0.00567973,0,0,0,0,0,0
243,0.00430524,0.00384601,0.0729043,0.0170934,0.0321931,0.0159324,0,0,0.0151901,0,0.0237731,0.00548138,0,0.0254603,0.0290831,0.0119349,0.00692517,0.0048379,0.0130496,0.0253284,0.00576555,0.0548104,0.0283967,0.0382462,0.0199427,0.0326403,0,0.0107562,0.00971115,0.0033408,0.0185932,0.0211782,0.0211016,0.00474342,0.00687515,0,0,0.0105445,0,0.0185956,0.00828774,0.0670871,0.0205533,0.0246844,0.0032467,0.00996219,0.00520766,0.00438622,0.0475241,0.00457442,0.00517682,0.00341195,0,0.00858294,0.0068048,0.0158419,0.0059576,0.00336467,0.0025397,0.00209092,0.00750168,0,0,0,0,0,0
244,0.00973477,0.00725591,0.0742213,0.0190781,0.0341697,0.0165167,0,0,0.0197076,0,0.0234044,0.00833891,0,0.0288188,0.0270592,0.00843205,0.0114367,0.00967722,0.00942753,0.0192099,0.00610768,0.0525452,0.0282587,0.0372572,0.0201472,0.0331091,0,0.0133264,0.00936032,0.00561088,0.0213679,0.0217195,0.0330699,0.0157481,0.0121143,0,0,0.0158363,0,0.0185303,0.0111763,0,0.0369488,0.0235581,0.0151734,0.0199298,0.0070544,0.0176977,0.0323892,0.0170316,0.014628,0.0142704,0,0.0192626,0.0194679,0.0111763,0.00968122,0.00333301,0.00376437,0.00574661,0.01364,0,0,0,0,0,0
245,0.00736256,0.00576904,0.0608515,0.0185521,0.0389542,0.00882018,0,0,0.018249,0,0.0234311,0.00737542,0.03813,0.0387912,0.0212199,0.0362483,0.00976637,0.00824604,0.023632,0.0257506,0.036571,0.0672395,0.0189982,0.0167213,0.0136399,0.0288842,0,0.0120506,0.00942102,0.0050341,0.0202252,0.0212895,0.0314626,0.0132949,0.00894366,0,0,0.0133308,0,0.01888,0.00916682,0,0.0350326,0.0250599,0.0149992,0.0200596,0.00524115,0.01706,0.0335895,0.0168979,0.0133131,0.012334,0,0.0172678,0.0171993,0.0094623,0.00779243,0.00307013,0.00295572,0.00438621,0.010603,0,0,0,0,0,0
246,0.00588651,0.00501953,0.0570404,0.0165651,0.0364529,0.00836602,0,0,0.0133109,0,0.0240023,0.00460574,0.0387056,0.0365226,0.0230877,0.0365403,0.00492079,0.00272696,0.0236845,0.0267384,0.0356398,0.0675021,0.0170651,0.0141128,0.0116446,0.0278372,0,0.00983857,0.0096939,0.00278599,0.0235147,0.0207898,0.0174361,0.00360461,0.00517963,0,0,0.0106803,0,0.0191066,0.00749244,0.0657604,0.0198502,0.0271842,0.00436383,0.00976078,0.00387725,0.00501198,0.0478381,0.00460354,0.00742087,0.00442447,0,0.00614511,0.00858546,0.0264316,0.0062966,0.00257834,0.00213707,0.00353597,0.00434067,0,0,0,0,0,0
