Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,LGTR
159,0.0198915,0.0325661,0.0262461,0.0143873,0.0169384,0.011131,0,0,0.0166789,0,0.0221611,0.0107373,0.0216591,0.0190142,0.017358,0.0367188,0.0231837,0.00426164,0.0087556,0.0139549,0.0421401,0.0117579,0.00977235,0.0129387,0.0172658,0.0260418,0.014078,0.00983996,0.00816064,0.042535,0.0126786,0.0353872,0.0182378,0.0049365,0,0,0.05362,0,0.0237331,0.0346487,0.0524146,0.041619,0.0169079,0.0193456,0.0323064,0.0223215,0.0250138,0.0614779,0.0254989,0.0256712,0.0201899,0.0102907,0.0210209,0.0212579,0.0433019,0.031959,0.00989233,0.0145889,0.0346936,0.0017415,0,0,0,0,0,0,0.0402521
160,0.0202234,0.0326949,0.0251152,0.0144817,0.01596,0.0113007,0,0,0.0168158,0,0.0222058,0.0108105,0.0214899,0.0189397,0.0161563,0.0369917,0.0233309,0.00451747,0.00824824,0.0127377,0.0420801,0.0116545,0.00990191,0.0126843,0.0165987,0.0246308,0.0142389,0.00981794,0.00817894,0.0447851,0.0127067,0.0368906,0.0179945,0.00501934,0,0,0.0546099,0,0.0239328,0.0351329,0.0521391,0.0431541,0.0170614,0.019365,0.0322763,0.0228596,0.0251341,0.0614665,0.0254813,0.0260621,0.0209105,0.0111306,0.021815,0.0219802,0.0453919,0.0329839,0.0096859,0.0142573,0.034919,0.00170314,0,0,0,0,0,0,0.0400477
161,0.0203827,0.0328619,0.0236636,0.0145087,0.0149653,0.0116108,0,0,0.0170887,0,0.0223227,0.0109678,0.021198,0.0189728,0.014809,0.0372199,0.0235578,0.00454869,0.0077009,0.0113454,0.0422992,0.0116,0.0100836,0.0124426,0.015909,0.0229829,0.0145866,0.00982736,0.00816316,0.0423189,0.012704,0.0347428,0.0176202,0.00510936,0,0,0.055561,0,0.0241211,0.0355634,0.0521626,0.0405945,0.0172838,0.0188767,0.032313,0.0233915,0.0243546,0.0610579,0.0243539,0.0252549,0.0204025,0.0102232,0.0206357,0.0208605,0.0429957,0.0339595,0.00954858,0.0140613,0.035188,0.00182736,0,0,0,0,0,0,0.0397498
162,0.0205378,0.033041,0.0218562,0.0144615,0.0140849,0.0117507,0,0,0.0174094,0,0.0223327,0.011183,0.021134,0.0190955,0.0135492,0.0373353,0.0238356,0.00446369,0.00725448,0.00996075,0.042627,0.0116224,0.0103335,0.0124157,0.0153714,0.0209244,0.0150805,0.00980162,0.00819265,0.0357755,0.0126964,0.0296008,0.0172136,0.00516015,0,0,0.0564105,0,0.0242773,0.0359229,0.0523714,0.0342598,0.0175441,0.0180197,0.032427,0.023781,0.0229448,0.0603951,0.0225234,0.0235248,0.0186098,0.00795921,0.017867,0.0183251,0.0366454,0.0348523,0.00921513,0.013905,0.0354124,0.00215731,0,0,0,0,0,0,0.03933
163,0.0205503,0.0332745,0.019732,0.014371,0.0133753,0.0117337,0,0,0.0177684,0,0.0222746,0.0114211,0.0212147,0.0192885,0.0123795,0.0373186,0.0241418,0.00451697,0.00692433,0.00858734,0.043129,0.0118087,0.0106525,0.012498,0.0149154,0.0181794,0.0155812,0.00978187,0.00822021,0.0262359,0.0127221,0.0224584,0.0168439,0.00522214,0,0,0.0570377,0,0.0243136,0.0362214,0.052644,0.0248501,0.0178292,0.0171655,0.0326197,0.0240146,0.0211656,0.0596942,0.0203998,0.0213008,0.0162745,0.00546853,0.0142338,0.0150892,0.0273939,0.0355438,0.00889547,0.0138482,0.035604,0.00273549,0,0,0,0,0,0,0.0388449
164,0.0207554,0.0334691,0.0177776,0.0143934,0.0130338,0.0114142,0,0,0.0182343,0,0.0223693,0.0117409,0.021405,0.0195214,0.0113839,0.0370283,0.0244395,0.00467189,0.0067341,0.00734349,0.0438671,0.0120837,0.0110625,0.0126583,0.0144055,0.0148151,0.0161099,0.00988798,0.00836415,0.0158914,0.0128442,0.0149648,0.0163662,0.00552714,0,0,0.0573496,0,0.0241569,0.0365859,0.0528537,0.0151229,0.0181653,0.0166513,0.0326953,0.0240698,0.0192331,0.0591369,0.0182608,0.0189384,0.0140511,0.00550826,0.0108938,0.0117362,0.0174503,0.0362497,0.00886952,0.0137343,0.0356773,0.00353877,0,0,0,0,0,0,0.0383771
165,0.0208497,0.0337822,0.0162178,0.0143092,0.0129471,0.011221,0,0,0.0185953,0,0.0224882,0.0119222,0.0213885,0.0197128,0.0105743,0.0369809,0.0247176,0.00509556,0.00690256,0.00636762,0.0447654,0.0124507,0.0116417,0.012814,0.013936,0.0110189,0.0164841,0.0100291,0.00831285,0.0147507,0.0129552,0.0127641,0.0161802,0.00597938,0,0,0.0573375,0,0.0239867,0.0366545,0.0529336,0.0133268,0.0184129,0.0162205,0.0329815,0.024009,0.0175783,0.0588944,0.0165657,0.016944,0.0132341,0.00631407,0.0102311,0.0105978,0.0176518,0.0365553,0.00879257,0.0135173,0.0358346,0.00434605,0,0,0,0,0,0,0.0379091
166,0.021209,0.0341437,0.0154461,0.0141858,0.0133433,0.0110722,0,0,0.0190869,0,0.0225731,0.0121817,0.0215486,0.0197996,0.0102399,0.0370434,0.025024,0.00567163,0.00755546,0.0059564,0.0457193,0.0128242,0.0124973,0.0130316,0.0134851,0.00683585,0.0169238,0.0101022,0.00828636,0.0177216,0.0130554,0.011755,0.0160842,0.006396,0,0,0.0572373,0,0.0238002,0.0366351,0.0528065,0.0138477,0.0186553,0.0159892,0.033386,0.023942,0.0163051,0.0588735,0.0153997,0.0153141,0.0121431,0.00700718,0.00970105,0.00969626,0.02295,0.0366483,0.00876899,0.0134495,0.0360386,0.00508686,0,0,0,0,0,0,0.0373467
167,0.0218044,0.0345186,0.0159215,0.014022,0.014397,0.0112197,0,0,0.0198717,0,0.0226587,0.0126043,0.0219265,0.0197303,0.0105924,0.037235,0.0254337,0.00643529,0.00868081,0.00631787,0.046748,0.0130636,0.0136726,0.0132986,0.0130129,0.00359193,0.0176406,0.0101009,0.00832901,0.0191978,0.0131426,0.0106341,0.0159273,0.00673565,0,0,0.0572141,0,0.023633,0.0367032,0.0524733,0.0129303,0.0189931,0.0157106,0.0337517,0.0239075,0.0153236,0.0590821,0.0147751,0.0138766,0.010204,0.00802612,0.00870047,0.00809126,0.0266999,0.0367344,0.00887219,0.0133838,0.0363468,0.00580236,0,0,0,0,0,0,0.0366698
168,0.0222041,0.0347082,0.0180412,0.0138424,0.0162478,0.0116925,0,0,0.0208999,0,0.0227422,0.0130415,0.0223713,0.0196639,0.0116656,0.0375152,0.0258501,0.00741277,0.0102301,0.00743112,0.0479106,0.0131604,0.0151658,0.0136082,0.0126037,0.00583449,0.0185068,0.0101169,0.00843041,0.0191778,0.0131694,0.00845746,0.0156876,0.00701084,0,0,0.0572763,0,0.0235009,0.0368837,0.0522016,0.0110863,0.0194299,0.0152657,0.0339274,0.0238981,0.014096,0.0591,0.0146764,0.0125717,0.00868008,0.00873355,0.00802534,0.00680353,0.0273935,0.0368667,0.00906526,0.0134377,0.0366291,0.00648776,0,0,0,0,0,0,0.036141
169,0.0224159,0.0346676,0.0216727,0.0136789,0.0188325,0.0125427,0,0,0.0220241,0,0.0228477,0.0134339,0.0231658,0.0197885,0.0134195,0.037887,0.0261871,0.0085929,0.0122768,0.00920925,0.0492314,0.0133503,0.0172195,0.0140143,0.0123371,0.0115425,0.0193456,0.0101391,0.0085087,0.0194168,0.0131839,0.0052976,0.0154568,0.00731041,0,0,0.0572541,0,0.023395,0.0370852,0.0523942,0.00993365,0.0199473,0.0149182,0.0341125,0.0238999,0.0131669,0.0587825,0.0149815,0.0119151,0.00894204,0.00880863,0.00802193,0.00682111,0.0274593,0.0369051,0.00929303,0.0136138,0.0368188,0.00723241,0,0,0,0,0,0,0.0356458
170,0.0224007,0.0344879,0.0263815,0.0135256,0.0222856,0.0135548,0,0,0.0230045,0,0.0229389,0.0137721,0.0244263,0.0201592,0.015594,0.0381682,0.0263881,0.00997677,0.0148673,0.0114854,0.0507556,0.013708,0.0199581,0.0144843,0.0122838,0.0178255,0.0200256,0.0101548,0.00852417,0.0210726,0.0132616,0.00303368,0.0152765,0.0077482,0,0,0.0569449,0,0.0232456,0.0371241,0.0530128,0.0106684,0.0203956,0.0147374,0.0343706,0.0237749,0.0124209,0.0582143,0.0151756,0.0116545,0.0100145,0.00837478,0.00821829,0.00746203,0.0291045,0.0366569,0.00961024,0.0136512,0.0368001,0.00814541,0,0,0,0,0,0,0.0351634
171,0.0222108,0.0342203,0.0317809,0.0133967,0.026318,0.0145192,0,0,0.023605,0,0.0229949,0.0141316,0.0258256,0.020715,0.0178697,0.0383075,0.0265498,0.011479,0.0178145,0.0138382,0.0524032,0.0143138,0.0233492,0.0150475,0.0123636,0.0242425,0.0203715,0.0101398,0.00850557,0.0235837,0.013411,0.00241953,0.015157,0.00826377,0,0,0.0561937,0,0.0229621,0.0368295,0.0536978,0.0123213,0.0206915,0.0146399,0.0345266,0.0234303,0.0115458,0.0576179,0.0147718,0.010989,0.0108564,0.00767894,0.00854923,0.00806553,0.031797,0.0359129,0.00998737,0.0133264,0.0365372,0.00919325,0,0,0,0,0,0,0.0347485
172,0.0220974,0.0339465,0.0368316,0.0132865,0.0298608,0.0155489,0,0,0.0237663,0,0.0230535,0.0145207,0.0265125,0.0213157,0.0199727,0.0383524,0.0266308,0.0130004,0.0208733,0.0160244,0.0541033,0.0151592,0.0269004,0.0155566,0.0124531,0.0304522,0.0202792,0.0101415,0.00849219,0.0254116,0.0136582,0.00326334,0.0151531,0.00873139,0,0,0.0550026,0,0.0225576,0.0361603,0.0541761,0.0140541,0.0209228,0.0145677,0.0345961,0.0229112,0.0106445,0.0571323,0.014056,0.00985924,0.0111339,0.00709468,0.0090212,0.00847556,0.0341323,0.0350075,0.0104464,0.0128089,0.0360595,0.0101534,0,0,0,0,0,0,0.0343855
173,0.0221085,0.0336278,0.0410895,0.0132209,0.0323172,0.0164869,0,0,0.0234691,0,0.0231286,0.0145329,0.0266806,0.0218288,0.0218385,0.0383457,0.0266149,0.0143924,0.0236491,0.0180231,0.0558641,0.0162221,0.0299146,0.0158904,0.012472,0.0366098,0.0196989,0.0101628,0.00852356,0.0264989,0.0140194,0.00423071,0.015222,0.00896753,0,0,0.0535091,0,0.0220583,0.0352091,0.0544467,0.0156734,0.0211745,0.0144272,0.03464,0.0222783,0.0103691,0.0567891,0.0135451,0.00919609,0.0110925,0.00675221,0.00954914,0.00880415,0.0359983,0.0337232,0.0110154,0.0121382,0.0354068,0.0107005,0,0,0,0,0,0,0.0339777
174,0.0220897,0.0331444,0.0445935,0.0131891,0.0338068,0.0172818,0,0,0.0227961,0,0.0231745,0.0142302,0.0267051,0.0221589,0.0234202,0.0381835,0.0265715,0.0156378,0.0261115,0.0197686,0.057657,0.0170406,0.0320315,0.0160036,0.0123409,0.0425794,0.0188215,0.0101595,0.00869134,0.0272592,0.0144817,0.0050269,0.0152694,0.00913013,0,0,0.0517862,0,0.0214876,0.0340315,0.0546424,0.016796,0.0215136,0.0142295,0.0347144,0.0215141,0.0106454,0.0566139,0.0134414,0.00926686,0.0111395,0.00657093,0.00992035,0.00916488,0.0374238,0.0323146,0.0117317,0.0113375,0.0346582,0.0106562,0,0,0,0,0,0,0.0334665
175,0.0218588,0.0325315,0.047819,0.0132001,0.0348006,0.0179138,0,0,0.021943,0,0.0231413,0.0137619,0.0269974,0.0222987,0.0246374,0.0378575,0.0263098,0.0168045,0.0282457,0.0210932,0.0594007,0.0175975,0.0334634,0.0160314,0.012054,0.048,0.0177341,0.010063,0.00903906,0.0276165,0.0150209,0.00542889,0.0152669,0.0093577,0,0,0.0500104,0,0.0209251,0.0327229,0.0548526,0.0171697,0.0219123,0.0140682,0.034805,0.0207189,0.0110495,0.0566511,0.0136329,0.00938191,0.0111589,0.00655019,0.0100403,0.0093266,0.0382282,0.0309195,0.012697,0.0105399,0.0338956,0.0101343,0,0,0,0,0,0,0.0327422
176,0.0214443,0.0318483,0.050557,0.0131978,0.0352015,0.0185189,0,0,0.02107,0,0.0230354,0.0132821,0.0278577,0.0221829,0.0255886,0.0377256,0.0260982,0.0178863,0.0300939,0.0221097,0.0610595,0.0181829,0.0344778,0.0161165,0.0116631,0.0535189,0.0165703,0.00985218,0.00963085,0.0276182,0.0155667,0.00567904,0.0153267,0.00957155,0,0,0.0483016,0,0.0204036,0.0314507,0.0550531,0.0171645,0.0222249,0.0139018,0.0349868,0.020075,0.0116365,0.0568862,0.0138051,0.00924884,0.0108697,0.00673304,0.0097683,0.008948,0.0387776,0.0297153,0.013958,0.00982082,0.0333165,0.00937574,0,0,0,0,0,0,0.0317606
177,0.0210823,0.0311711,0.0527867,0.0131282,0.0349228,0.0191634,0,0,0.0203388,0,0.0228972,0.0127711,0.0290621,0.0220344,0.0265709,0.0376629,0.0260557,0.0188597,0.0318049,0.0227695,0.0625365,0.0188942,0.035128,0.0162963,0.0112227,0.0599364,0.0156949,0.00957887,0.0103295,0.0273993,0.0160331,0.00596979,0.0154366,0.00979605,0,0,0.046697,0,0.0199538,0.0305312,0.0551628,0.017197,0.0223904,0.0136588,0.0351259,0.019676,0.0115485,0.0572816,0.0137098,0.00887033,0.0101753,0.00716227,0.00919706,0.00814958,0.0391547,0.0287877,0.0146716,0.00922061,0.0328964,0.00865415,0,0,0,0,0,0,0.0307584
178,0.0208586,0.0306062,0.054851,0.0129405,0.0341135,0.0196144,0,0,0.0199059,0,0.0227595,0.0122582,0.0306307,0.0219652,0.0277739,0.0372916,0.0261683,0.0197603,0.0337487,0.022946,0.0636686,0.0197586,0.0357071,0.0164467,0.0106968,0.0669721,0.01508,0.00927645,0.0108567,0.0272231,0.0163295,0.00623894,0.0153944,0.0101147,0,0,0.0454672,0,0.0195454,0.0299388,0.0551658,0.0173511,0.0224682,0.0133859,0.0348992,0.0195295,0.0109826,0.0575913,0.0133945,0.00823732,0.00925196,0.00769876,0.00861507,0.00756056,0.039355,0.028211,0.0148633,0.00882939,0.0325235,0.0082695,0,0,0,0,0,0,0.0299217
179,0.0206949,0.0302917,0.0574696,0.0126358,0.0327162,0.0199293,0,0,0.0198189,0,0.022746,0.0119157,0.0323963,0.0219306,0.0291538,0.0368662,0.0264751,0.0206576,0.0358058,0.0229226,0.0644532,0.0207279,0.0362825,0.0167166,0.010152,0.0732366,0.0143296,0.00906058,0.0110946,0.027082,0.0165083,0.00637166,0.0153052,0.0102603,0,0,0.0445454,0,0.0192446,0.029521,0.0551232,0.0174667,0.0224101,0.0131553,0.0345902,0.0195513,0.0103822,0.0578018,0.0130809,0.00743191,0.00850252,0.00820198,0.00823356,0.00742274,0.0396766,0.0276559,0.0151775,0.00865972,0.0322572,0.00825255,0,0,0,0,0,0,0.0293629
180,0.0204923,0.030286,0.0603933,0.0121841,0.0310428,0.0200911,0,0,0.0201114,0,0.0228402,0.0118574,0.0345383,0.0218974,0.0307067,0.0365781,0.02683,0.021357,0.0379383,0.0228178,0.0650131,0.0218369,0.0369539,0.0171008,0.00980302,0.0787921,0.0138177,0.00898294,0.0112935,0.0270346,0.0165586,0.00652132,0.0151573,0.0102377,0,0,0.0439783,0,0.019068,0.0292737,0.0551239,0.0176208,0.0222881,0.0129903,0.0343914,0.0197364,0.00985051,0.0578663,0.0128696,0.00688108,0.00815707,0.00850953,0.00804252,0.00752087,0.0399821,0.0273899,0.0148484,0.00868447,0.0322018,0.00849033,0,0,0,0,0,0,0.0291006
181,0.0202192,0.0303694,0.0635652,0.0116514,0.029601,0.0201136,0,0,0.0206344,0,0.0231848,0.0118275,0.0374222,0.0218637,0.0322165,0.0363653,0.0269714,0.0218075,0.0400481,0.0227659,0.0655297,0.0230038,0.037736,0.0174158,0.00980997,0.0847118,0.0135363,0.00907123,0.0113967,0.0270049,0.0165385,0.00656728,0.014894,0.00999481,0,0,0.0435426,0,0.0189848,0.0290619,0.0552714,0.0174882,0.0222,0.0129213,0.0341576,0.0200228,0.00938285,0.0578408,0.012788,0.00666457,0.00834999,0.00848141,0.00801924,0.00755136,0.0401705,0.0273472,0.0136804,0.00877548,0.0322211,0.00878609,0,0,0,0,0,0,0.0290774
182,0.0201073,0.0304785,0.06698,0.0111277,0.0290718,0.0201218,0,0,0.0212225,0,0.0233841,0.0117557,0.040423,0.0218258,0.0335469,0.0362031,0.0269176,0.0221361,0.0421364,0.022816,0.0661238,0.0240545,0.0387085,0.0175611,0.010303,0.0909385,0.0134481,0.00915308,0.0113967,0.0270746,0.0164616,0.0062525,0.014498,0.00981031,0,0,0.0433022,0,0.0188926,0.0290468,0.0555304,0.0165989,0.0222973,0.0130411,0.0337198,0.0202604,0.00922181,0.0578324,0.0128379,0.0067894,0.00885728,0.00811377,0.00812595,0.00758857,0.0400964,0.0274469,0.0123122,0.00887645,0.0321276,0.00913657,0,0,0,0,0,0,0.0291428
183,0.0200585,0.0306223,0.0710491,0.0106378,0.0296773,0.0202921,0,0,0.0217858,0,0.0232567,0.0115685,0.0432426,0.0217056,0.0346169,0.0362838,0.0268421,0.0226851,0.044201,0.0230129,0.0667691,0.0248416,0.0398964,0.0176336,0.011135,0.0971552,0.0134577,0.00917344,0.0113111,0.0270834,0.0163503,0.00584748,0.0143555,0.00955589,0,0,0.0432113,0,0.0187648,0.0290124,0.0556406,0.0153709,0.0223223,0.0131937,0.033423,0.0205266,0.00934735,0.0577367,0.0128831,0.00699689,0.00952018,0.00775145,0.00837801,0.00771993,0.0399463,0.0277113,0.0111362,0.00901998,0.0320836,0.00958792,0,0,0,0,0,0,0.0294274
184,0.0201465,0.0307997,0.0756913,0.0103408,0.0307858,0.0204731,0,0,0.0221524,0,0.0232172,0.01125,0.0451149,0.0215224,0.0354223,0.0363964,0.0266997,0.0233939,0.0460707,0.0231576,0.067407,0.0254168,0.041246,0.0176047,0.0121447,0.103265,0.0134506,0.009199,0.0112267,0.0270904,0.0163313,0.00545955,0.0143503,0.00931414,0,0,0.0430015,0,0.0185869,0.0287617,0.0556189,0.014201,0.0222585,0.0133899,0.0331695,0.0209259,0.00960049,0.0576761,0.0129657,0.00717589,0.0101528,0.00745447,0.00871436,0.0079736,0.0397543,0.0279085,0.00987986,0.00928424,0.0320472,0.0102012,0,0,0,0,0,0,0.0298178
185,0.0200652,0.0308257,0.0806412,0.010249,0.0323516,0.020437,0,0,0.0223155,0,0.0232478,0.0108822,0.0472184,0.0213287,0.036019,0.0363078,0.0264928,0.0240714,0.0474104,0.0232332,0.0678053,0.0260144,0.0428235,0.0176817,0.013154,0.108921,0.0134509,0.00921164,0.0111795,0.0270213,0.0163773,0.00516638,0.0142628,0.00903094,0,0,0.0423473,0,0.0184281,0.0283068,0.0555147,0.013135,0.0221953,0.0135896,0.032776,0.0213038,0.00975075,0.0577326,0.0130383,0.00740485,0.0106115,0.00724815,0.0090613,0.00826526,0.0394114,0.0278534,0.00848202,0.00957893,0.0319139,0.0104986,0,0,0,0,0,0,0.0301412
186,0.0200864,0.0308071,0.0856016,0.0102472,0.0341732,0.0202304,0,0,0.0223414,0,0.0232781,0.0105357,0.0489349,0.0211641,0.0364368,0.0361234,0.0262174,0.0247906,0.048278,0.023309,0.0680704,0.0265537,0.0444266,0.0177796,0.0141657,0.114166,0.0134111,0.00912821,0.0112948,0.0268499,0.0164252,0.00494503,0.0141222,0.00879756,0,0,0.041617,0,0.01826,0.0281023,0.0553805,0.0122347,0.0221567,0.0137451,0.032255,0.021642,0.00989384,0.0578979,0.0131258,0.00768722,0.0109042,0.00704032,0.00930211,0.00859228,0.0390486,0.0275324,0.0074961,0.00990316,0.0317948,0.0104915,0,0,0,0,0,0,0.0304451
187,0.0203762,0.0308023,0.0897731,0.0103292,0.0358718,0.0200022,0,0,0.0222369,0,0.0232526,0.0103709,0.0501144,0.021044,0.0366625,0.0359999,0.025847,0.0251821,0.0486425,0.0236104,0.0682267,0.0269132,0.0458363,0.0178547,0.0150679,0.118934,0.0133294,0.00898594,0.0116254,0.0265948,0.0164408,0.00482276,0.0140261,0.00878479,0,0,0.040945,0,0.0180534,0.0279217,0.0552308,0.0113762,0.0221216,0.0138378,0.0317667,0.0219254,0.0101506,0.0581468,0.0132306,0.00802148,0.0111104,0.00683353,0.0094918,0.00907044,0.0386705,0.0269597,0.00686895,0.0102098,0.0317259,0.0102131,0,0,0,0,0,0,0.0308249
188,0.0202502,0.0306312,0.0932829,0.0104897,0.0372982,0.0195954,0,0,0.0222264,0,0.0232549,0.0102891,0.0513902,0.0209594,0.0364609,0.0357162,0.0254561,0.0251949,0.0484671,0.0241315,0.0682458,0.0270788,0.046966,0.0180138,0.015706,0.12267,0.0131952,0.00880592,0.0120435,0.0262159,0.0164952,0.00471676,0.0137238,0.00855877,0,0,0.0399044,0,0.0179231,0.0273352,0.0551034,0.0103171,0.0221644,0.0139532,0.0310716,0.0221128,0.0103586,0.0584124,0.0133312,0.00838626,0.0114141,0.00669444,0.00971684,0.00932615,0.0381236,0.0263643,0.00639427,0.0103162,0.031501,0.00938764,0,0,0,0,0,0,0.0312687
189,0.0203632,0.0306522,0.0960604,0.0106714,0.0381218,0.0192689,0,0,0.0222085,0,0.0232638,0.0102695,0.0518161,0.0209214,0.0360469,0.0355138,0.0250756,0.0251557,0.0480125,0.0239811,0.0681321,0.0269918,0.047668,0.0180408,0.0162284,0.125336,0.0129485,0.00866004,0.0124075,0.0257846,0.0165258,0.00458607,0.0134572,0.00886184,0,0,0.0389866,0,0.0177178,0.0269041,0.0549615,0.00940078,0.022184,0.0141446,0.0305318,0.0222342,0.010449,0.0586073,0.0134308,0.00864625,0.0118699,0.00651889,0.0100323,0.00950417,0.0373451,0.0257384,0.00623901,0.0106029,0.0313758,0.00880486,0,0,0,0,0,0,0.0316678
190,0.0204,0.0306021,0.097978,0.0108162,0.0385426,0.0190461,0,0,0.0221999,0,0.0232346,0.0102375,0.0519034,0.0208638,0.0353152,0.0353217,0.0246598,0.0249428,0.0470626,0.0237728,0.0679599,0.0266732,0.0478742,0.0180142,0.0165797,0.127376,0.0127815,0.00855565,0.0126796,0.0252131,0.0165378,0.00456817,0.0131377,0.00883397,0,0,0.0377767,0,0.0175199,0.0262421,0.0547382,0.00871351,0.0222172,0.0142968,0.0299839,0.0222644,0.0106813,0.0586777,0.0134599,0.00883208,0.0124064,0.00625046,0.0103186,0.00990683,0.0362034,0.0251255,0.00622993,0.0107869,0.0312358,0.00833959,0,0,0,0,0,0,0.0320819
191,0.020358,0.0305695,0.0991326,0.0109445,0.0386788,0.0188948,0,0,0.022307,0,0.0232584,0.0101267,0.0516699,0.020852,0.0342232,0.0352992,0.024259,0.0245619,0.0456194,0.0239603,0.0678384,0.0260702,0.0475902,0.0178246,0.0168298,0.128854,0.0128002,0.0084961,0.012813,0.0244954,0.016592,0.00476688,0.0127915,0.00855462,0,0,0.0364386,0,0.017365,0.025622,0.0545722,0.00798405,0.0222467,0.0144499,0.029479,0.0222502,0.0107726,0.0586951,0.0134745,0.0088183,0.012979,0.00598202,0.0106204,0.0104876,0.0348754,0.0244558,0.00629971,0.0108788,0.0311336,0.00811232,0,0,0,0,0,0,0.0325161
192,0.0202173,0.0304997,0.0998048,0.011033,0.0386744,0.018719,0,0,0.0226263,0,0.0233284,0.00996977,0.0510737,0.020807,0.0328853,0.0353399,0.0239676,0.024042,0.0438137,0.0238441,0.0675567,0.0250419,0.0469661,0.0175624,0.0169795,0.129311,0.0129391,0.00849328,0.0127619,0.0236454,0.016703,0.00499344,0.0123294,0.00835264,0,0,0.0350685,0,0.0172826,0.0249496,0.0545062,0.00692649,0.0223286,0.0146111,0.0289642,0.0221771,0.0106957,0.0587076,0.0134975,0.00882642,0.0135625,0.00575923,0.0109891,0.0109316,0.0333583,0.0239363,0.00635302,0.010857,0.031016,0.00801681,0,0,0,0,0,0,0.0328813
193,0.0201508,0.0305012,0.0999295,0.0111045,0.0385107,0.0186196,0,0,0.023056,0,0.0233391,0.00983111,0.0502628,0.0207687,0.031327,0.0354745,0.0237633,0.0233445,0.0416437,0.0235673,0.0671485,0.0238664,0.0459024,0.0171423,0.0170484,0.128969,0.012966,0.0084695,0.0126527,0.0226655,0.0167744,0.00519982,0.011897,0.00843163,0,0,0.0339621,0,0.0171763,0.0243468,0.0544799,0.00614357,0.0224297,0.014746,0.0285336,0.0220055,0.0105557,0.058646,0.0135186,0.0088382,0.0141167,0.00553636,0.0113335,0.0112663,0.0317256,0.0235016,0.00642514,0.0108433,0.0309766,0.00819014,0,0,0,0,0,0,0.0330999
194,0.0202028,0.03055,0.0994481,0.0110834,0.0382909,0.0185074,0,0,0.0234026,0,0.0233249,0.00975089,0.049147,0.0207783,0.0294995,0.0355772,0.0237002,0.0225347,0.0390829,0.0231742,0.0667098,0.0224399,0.0444023,0.0166697,0.0170228,0.127872,0.012914,0.00850223,0.0123861,0.0215523,0.0168438,0.00531028,0.0114458,0.00862155,0,0,0.0329504,0,0.0170746,0.0238444,0.0544035,0.00579135,0.022568,0.0148649,0.0281173,0.0218013,0.0103448,0.0585668,0.0135304,0.00875337,0.0145117,0.0053661,0.0115648,0.0116601,0.0299803,0.0230974,0.0064409,0.0107809,0.0309898,0.0085884,0,0,0,0,0,0,0.0332262
195,0.020239,0.0306161,0.0985615,0.0110353,0.0375581,0.0183278,0,0,0.0236163,0,0.0233776,0.00970315,0.0476187,0.0208328,0.0275203,0.0356622,0.0237915,0.0216084,0.0362094,0.0228868,0.0663474,0.0210691,0.0425975,0.0161352,0.0168383,0.125938,0.0128795,0.00859473,0.012036,0.0203983,0.0169685,0.00549563,0.0109686,0.00865759,0,0,0.0319491,0,0.0170214,0.0232583,0.0542308,0.0057611,0.0227511,0.0150175,0.0277035,0.0216243,0.0100198,0.0584012,0.0135437,0.00870313,0.0148844,0.00524382,0.0117711,0.0121516,0.0283094,0.0226859,0.00633808,0.0106262,0.0310091,0.00917272,0,0,0,0,0,0,0.0333333
196,0.0201184,0.0307197,0.0969339,0.010995,0.0367678,0.0181704,0,0,0.023935,0,0.0234638,0.00961289,0.0460116,0.0208934,0.0256259,0.0356996,0.0239478,0.0206071,0.0332605,0.0226401,0.0660193,0.0196753,0.0404587,0.0154848,0.0166361,0.123272,0.0128622,0.0087093,0.0116499,0.0193507,0.0170531,0.00591408,0.0105568,0.00873315,0,0,0.0310224,0,0.0169668,0.0227476,0.0541009,0.0057306,0.0228388,0.0151879,0.0273483,0.0214487,0.00974031,0.0581501,0.0135763,0.00873799,0.0153584,0.00507844,0.0120789,0.0127338,0.0265665,0.0222888,0.00630521,0.0103974,0.0310534,0.00973567,0,0,0,0,0,0,0.0335822
