Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,LGTR
37,0.0220091,0.0334081,0.0298613,0.0145268,0.0214455,0.0101643,0,0,0.015507,0,0.0224487,0.00938945,0.0251514,0.0205329,0.0210856,0.0374691,0.0204195,0.00645323,0.0123782,0.0186002,0.0437346,0.0138155,0.0107811,0.0151242,0.0211196,0.0297493,0.0117407,0.0104217,0.00604421,0.0229665,0.0144337,0.0201873,0.0173988,0.00595205,0,0,0.0444975,0,0.0207506,0.0292398,0.0524518,0.0246669,0.0166456,0.0188871,0.0331185,0.0199201,0.0194115,0.0608362,0.0180228,0.0185097,0.0123954,0.00680947,0.0111769,0.00984538,0.021324,0.0249659,0.0111793,0.0125425,0.0348306,0.00316922,0,0,0,0,0,0,0.0397906
38,0.0217959,0.033462,0.0302929,0.0144072,0.0212655,0.010164,0,0,0.0151899,0,0.0224076,0.00923303,0.0254419,0.02024,0.0206319,0.0376836,0.0207545,0.00630387,0.0114955,0.0174113,0.0432028,0.0133198,0.0101312,0.0147975,0.0207319,0.0300829,0.0118605,0.0105098,0.0058404,0.0267184,0.0142668,0.0229496,0.0175464,0.00563118,0,0,0.0451561,0,0.0211269,0.0294609,0.0522384,0.0273408,0.0164477,0.0195876,0.0330117,0.0200227,0.0207456,0.0610638,0.0197182,0.0203716,0.0139409,0.00508258,0.0122908,0.0119449,0.0250211,0.025493,0.0113201,0.0126243,0.0350185,0.00275276,0,0,0,0,0,0,0.0398876
39,0.0218927,0.0336255,0.0303595,0.0144127,0.0209287,0.00999217,0,0,0.0149099,0,0.0223871,0.00912798,0.0255861,0.0200524,0.0200183,0.0379696,0.0210784,0.00621173,0.010752,0.0166502,0.0427251,0.0128988,0.00964032,0.0144351,0.0202857,0.0299269,0.0117659,0.0104595,0.00579936,0.0366584,0.0140713,0.030553,0.0177241,0.00565665,0,0,0.0462078,0,0.0214722,0.0300324,0.0518764,0.0356694,0.016401,0.0203153,0.0330925,0.0203047,0.0220201,0.0614823,0.0218738,0.0223158,0.0164189,0.00455112,0.0158937,0.0161502,0.0365615,0.0261033,0.0116496,0.012834,0.0353714,0.00254885,0,0,0,0,0,0,0.0398973
40,0.021973,0.0338537,0.0302069,0.0143723,0.020418,0.0102768,0,0,0.0149058,0,0.0223571,0.00901253,0.0255905,0.0199488,0.0191806,0.0382639,0.021331,0.00606414,0.00993438,0.0164976,0.0423577,0.0125138,0.00939267,0.0141178,0.0197716,0.0293669,0.0114673,0.0103894,0.00581162,0.0456519,0.013875,0.0371448,0.0177598,0.00578312,0,0,0.0469596,0,0.0218358,0.0304517,0.0515324,0.0426147,0.0164057,0.020958,0.033199,0.0205896,0.0231849,0.0619657,0.0239842,0.0241405,0.018408,0.00709575,0.0191444,0.019455,0.0454461,0.0265836,0.0118444,0.0130466,0.0357661,0.00235613,0,0,0,0,0,0,0.0397531
41,0.0218802,0.0339725,0.0295639,0.014237,0.0196749,0.010617,0,0,0.0150405,0,0.0222839,0.00896396,0.0254905,0.0197091,0.0182196,0.0383713,0.0214809,0.00602192,0.00930112,0.0160178,0.0420592,0.0121829,0.00929786,0.0138371,0.019214,0.0283581,0.0114141,0.0103108,0.00580055,0.0515717,0.0136523,0.0412644,0.0176123,0.00588498,0,0,0.0475954,0,0.0222175,0.0307589,0.0513333,0.0472502,0.016424,0.0211658,0.0331725,0.0207336,0.0240915,0.0622904,0.0252534,0.0254547,0.019538,0.00908133,0.0210925,0.0212532,0.0510568,0.0270678,0.011899,0.0132568,0.0359861,0.00205943,0,0,0,0,0,0,0.0394918
42,0.0216905,0.0338708,0.0283968,0.0140206,0.0187181,0.0107998,0,0,0.0151828,0,0.0222568,0.00897976,0.0252946,0.0195854,0.0169546,0.0384788,0.0216298,0.00602546,0.00872787,0.0144515,0.0418404,0.0119101,0.00925741,0.0135559,0.0186206,0.0270129,0.0115715,0.0103062,0.00574316,0.0532726,0.0134219,0.0421968,0.0174369,0.00593707,0,0,0.048041,0,0.0226086,0.0309283,0.0513147,0.0485961,0.0165014,0.0209432,0.0331574,0.0207929,0.0244727,0.0622537,0.025256,0.025805,0.0196548,0.00968909,0.0214092,0.0213113,0.0527249,0.0275264,0.0118013,0.013462,0.0360942,0.00180046,0,0,0,0,0,0,0.0393663
43,0.0215362,0.0337562,0.0270617,0.0137723,0.0176594,0.0107706,0,0,0.0154043,0,0.0222694,0.00909239,0.0250149,0.0196281,0.0154891,0.0386016,0.0218259,0.00601209,0.00804995,0.0130083,0.0417198,0.0116802,0.00926072,0.0133049,0.0179558,0.0253228,0.0118835,0.0103661,0.00574115,0.0507651,0.0132082,0.0399413,0.0172847,0.00602262,0,0,0.0483014,0,0.0230077,0.0309543,0.0514354,0.0462069,0.016743,0.0202666,0.033156,0.0208116,0.0241386,0.0618338,0.0241558,0.0250121,0.0188941,0.0089543,0.0201855,0.0199705,0.050093,0.0279042,0.0116447,0.013674,0.0361055,0.00167649,0,0,0,0,0,0,0.0391461
44,0.0215612,0.0336809,0.0253365,0.0135795,0.0165479,0.010801,0,0,0.0158553,0,0.022362,0.0093484,0.0247044,0.0195963,0.014023,0.0387293,0.0221127,0.00599553,0.00736005,0.0120295,0.0418749,0.0114228,0.00937369,0.0131004,0.0172317,0.0231802,0.0124574,0.0104316,0.0058933,0.0446411,0.013043,0.0350155,0.01712,0.00616859,0,0,0.0482727,0,0.0233915,0.0308271,0.0516866,0.0404315,0.0170498,0.019477,0.033234,0.0207858,0.0231859,0.0611576,0.0224614,0.0233877,0.0174036,0.00722017,0.0177522,0.0176917,0.0437087,0.0280481,0.0114885,0.0138253,0.0359863,0.00174854,0,0,0,0,0,0,0.0387241
45,0.0217465,0.033745,0.0233385,0.0134871,0.0156084,0.0111492,0,0,0.0164819,0,0.0224435,0.00966224,0.0245684,0.019221,0.0126599,0.0387347,0.0224277,0.00603429,0.00683821,0.0108177,0.0422591,0.0112289,0.00960806,0.0130085,0.0165436,0.0205208,0.0131263,0.0104024,0.00610247,0.0360108,0.0129241,0.0282666,0.0167541,0.00628379,0,0,0.0483463,0,0.0236779,0.0307852,0.0520537,0.0319688,0.0173573,0.0186122,0.0333486,0.0206358,0.0218296,0.0603678,0.0205429,0.021197,0.0154889,0.00535274,0.0146021,0.0147356,0.0346473,0.0282285,0.0112331,0.0140069,0.0360686,0.00207991,0,0,0,0,0,0,0.0381897
46,0.0217484,0.033661,0.0213804,0.0133968,0.0150468,0.011083,0,0,0.0171309,0,0.0224084,0.00997633,0.0246064,0.0190121,0.0113783,0.0384753,0.022792,0.00617792,0.00655563,0.00924608,0.0427957,0.0112092,0.00996298,0.0130402,0.0159,0.0175509,0.0137008,0.0103605,0.00632725,0.0259239,0.0128281,0.0206929,0.0161928,0.00635694,0,0,0.0485581,0,0.0237884,0.0307616,0.0523522,0.0215582,0.0177824,0.0177937,0.0333749,0.0203377,0.0202439,0.0595967,0.0186103,0.0186878,0.0135583,0.00528213,0.0114673,0.011505,0.0238033,0.028428,0.0108418,0.0141525,0.0360458,0.00261217,0,0,0,0,0,0,0.0377242
47,0.0216066,0.0335166,0.0196429,0.0133208,0.0147666,0.0107819,0,0,0.0176194,0,0.0223475,0.0101944,0.0245123,0.0192857,0.0101927,0.038137,0.023195,0.00653128,0.00663039,0.00762549,0.0435219,0.0112295,0.0104167,0.0130568,0.0153067,0.0144173,0.0140805,0.0102991,0.00646408,0.0189822,0.0128053,0.016342,0.0156626,0.00637765,0,0,0.0485177,0,0.0238085,0.0305794,0.0524309,0.0157151,0.0183015,0.0171282,0.0333908,0.0199794,0.0186155,0.0590071,0.0169604,0.0163773,0.0125505,0.00637405,0.010341,0.00991751,0.017347,0.0283722,0.0102889,0.0141542,0.0359188,0.00319274,0,0,0,0,0,0,0.0373582
48,0.0215458,0.0336267,0.0181071,0.0132182,0.0145925,0.0106642,0,0,0.0180689,0,0.0223014,0.0104069,0.0242945,0.019667,0.00942076,0.0380337,0.0236115,0.00700266,0.00713039,0.00682112,0.0443675,0.0113931,0.0110002,0.0130932,0.0146886,0.0109058,0.0144541,0.0102041,0.00651946,0.0168991,0.0128192,0.0149865,0.0154644,0.00638316,0,0,0.0482044,0,0.023791,0.0302313,0.0522978,0.0149212,0.0187367,0.0167487,0.0336244,0.0197061,0.0171577,0.058697,0.0158246,0.0145447,0.0122233,0.00650034,0.0102578,0.00973099,0.0174691,0.0280324,0.00976845,0.0140717,0.0359535,0.00373995,0,0,0,0,0,0,0.0370504
49,0.0215948,0.0338918,0.0172165,0.013183,0.0147494,0.0108327,0,0,0.018588,0,0.0222964,0.010645,0.0240659,0.0199566,0.00915993,0.038163,0.0241005,0.00755787,0.00801651,0.00668919,0.0453218,0.0116244,0.0118059,0.0131361,0.0140117,0.00734247,0.0150125,0.0101327,0.00666666,0.0159914,0.0128304,0.0133649,0.0154052,0.00643656,0,0,0.0479183,0,0.0237535,0.0298686,0.0520711,0.0131033,0.0191091,0.0164558,0.0339601,0.019612,0.0160894,0.058662,0.0151852,0.0132874,0.0113073,0.00692755,0.00965594,0.00912648,0.0193404,0.0276487,0.00929364,0.0140492,0.0361208,0.00433789,0,0,0,0,0,0,0.036762
50,0.0216434,0.0341292,0.0176562,0.0131648,0.015658,0.0110996,0,0,0.0193066,0,0.0223196,0.0109569,0.0239253,0.0195823,0.00945647,0.0383171,0.0246348,0.00816441,0.00919183,0.00692499,0.0463614,0.0119022,0.0128724,0.0131537,0.0132558,0.00574885,0.0156488,0.0100672,0.00688547,0.0144029,0.0128311,0.0109535,0.0152947,0.00648819,0,0,0.047708,0,0.0237264,0.0296057,0.051804,0.00962618,0.0193989,0.0160162,0.0341136,0.0196595,0.015305,0.0588404,0.0149202,0.0124766,0.00982781,0.0073857,0.00892361,0.00809993,0.0200465,0.0273392,0.00895357,0.0140952,0.0364127,0.00507963,0,0,0,0,0,0,0.0364789
51,0.0216592,0.0341255,0.0198741,0.0132803,0.0171411,0.0116114,0,0,0.0200972,0,0.022391,0.0112955,0.0238766,0.0193295,0.0104468,0.0385026,0.0250995,0.00876221,0.0106405,0.00771743,0.0475822,0.0122065,0.0142533,0.0134171,0.0126044,0.00910436,0.0163357,0.00999691,0.00717421,0.0139963,0.0128149,0.0071542,0.0151558,0.00646465,0,0,0.0474986,0,0.0236967,0.0294091,0.0516295,0.00671046,0.0196428,0.0156179,0.0341093,0.0197408,0.0145017,0.0589765,0.0150094,0.01202,0.00913642,0.00761844,0.0086427,0.00755289,0.0204984,0.0270928,0.00871257,0.0142196,0.0366535,0.00580289,0,0,0,0,0,0,0.0362441
52,0.021608,0.0338636,0.0236383,0.0134803,0.019164,0.0123969,0,0,0.0206903,0,0.0224197,0.0115551,0.0240663,0.0195486,0.0122646,0.0387092,0.0254748,0.00941641,0.0123942,0.00912888,0.0490004,0.0126901,0.0162841,0.0138941,0.0121162,0.0149636,0.0168903,0.00990111,0.00737253,0.0169155,0.0127859,0.00365258,0.0150977,0.00647827,0,0,0.0471321,0,0.0236537,0.0291334,0.0516618,0.00677279,0.0198137,0.0153656,0.0341238,0.0197449,0.0135642,0.0589354,0.0152621,0.0118513,0.00991036,0.00759283,0.00877705,0.00804626,0.0232145,0.0267632,0.00827512,0.0143247,0.0366101,0.00640652,0,0,0,0,0,0,0.0361004
53,0.0214694,0.0335458,0.0282415,0.0137436,0.0216401,0.0135212,0,0,0.0209573,0,0.0223167,0.0116204,0.0243057,0.0203036,0.0146714,0.0390431,0.0256647,0.0101592,0.014509,0.0110367,0.050596,0.0133389,0.0188861,0.0144712,0.0117402,0.0219346,0.0172537,0.00974067,0.00736758,0.02103,0.0127857,0.00232323,0.0154311,0.00654216,0,0,0.0464097,0,0.0235061,0.0286813,0.0518761,0.0080574,0.0198852,0.0153673,0.0343682,0.0195377,0.01231,0.0587871,0.0151601,0.0113747,0.010836,0.00724494,0.00896732,0.00862037,0.0273321,0.0261595,0.00803317,0.0142313,0.0362405,0.00701644,0,0,0,0,0,0,0.0360145
54,0.0212509,0.0331104,0.0334898,0.0141047,0.0245267,0.0145223,0,0,0.0208128,0,0.0222257,0.0114625,0.0243262,0.0208091,0.0172618,0.0391367,0.0255647,0.0109939,0.0169463,0.0131597,0.0523287,0.0139888,0.0219449,0.0151048,0.0114464,0.0293574,0.0172672,0.0095763,0.00716967,0.0238884,0.0129478,0.00229175,0.0157952,0.00669828,0,0,0.0453108,0,0.0232308,0.0280205,0.0521321,0.00898986,0.0199585,0.0152743,0.0345231,0.0189978,0.0111166,0.0585527,0.0144812,0.0103864,0.0112062,0.00659375,0.00924257,0.00881818,0.0309886,0.0252938,0.00794455,0.0137841,0.0356929,0.00771828,0,0,0,0,0,0,0.0358633
55,0.0210263,0.032673,0.0388512,0.0145851,0.0272823,0.0154042,0,0,0.0202847,0,0.0222122,0.0111351,0.0242286,0.020783,0.0196921,0.0390493,0.0251268,0.0119728,0.0195961,0.015304,0.0541644,0.0148403,0.0251593,0.0156236,0.0112601,0.0367909,0.016936,0.00950125,0.0071106,0.0261835,0.0132861,0.00256276,0.0161567,0.00690505,0,0,0.0439459,0,0.0228109,0.0271094,0.052312,0.00991252,0.0200715,0.0150575,0.0346089,0.0180991,0.0105119,0.0582707,0.0137131,0.0096668,0.0112085,0.00592477,0.00969713,0.00899369,0.0342386,0.0243052,0.00816232,0.0130001,0.0350536,0.00831222,0,0,0,0,0,0,0.0355665
56,0.0208989,0.0322486,0.0438776,0.0151289,0.0298033,0.0163603,0,0,0.0192869,0,0.0222302,0.0106547,0.0244553,0.0207304,0.0216374,0.0390047,0.0244649,0.0131563,0.0223731,0.017358,0.0560405,0.0157619,0.0280554,0.0159026,0.0111944,0.0437375,0.0163108,0.00947704,0.00714415,0.0283387,0.0137865,0.00316188,0.0165958,0.00719878,0,0,0.0424416,0,0.0222581,0.0258749,0.0524871,0.0111644,0.0203,0.0149183,0.0347676,0.0170348,0.010655,0.0579895,0.0134311,0.00967891,0.0112775,0.00530759,0.0103745,0.00946698,0.0374149,0.0232928,0.00856217,0.0120488,0.0341989,0.0085267,0,0,0,0,0,0,0.0350975
57,0.0207762,0.031755,0.0483389,0.0156526,0.0319895,0.0173631,0,0,0.0180125,0,0.0221911,0.00999924,0.0254396,0.0209072,0.0230112,0.0391321,0.023709,0.0145746,0.0250428,0.0192295,0.0578946,0.0165429,0.0303532,0.016046,0.0112258,0.0500637,0.0154034,0.00938993,0.00716864,0.0301135,0.0144121,0.00403314,0.0170717,0.00756329,0,0,0.0409613,0,0.0216534,0.0246691,0.0526922,0.012388,0.0206125,0.015218,0.0350007,0.0160077,0.0110999,0.0578227,0.0138117,0.0100617,0.0114796,0.00485045,0.0109121,0.00994258,0.0400731,0.0223674,0.00886823,0.011001,0.033324,0.00826159,0,0,0,0,0,0,0.0343275
58,0.0205636,0.0312455,0.0522641,0.0160927,0.0338297,0.0181647,0,0,0.0166917,0,0.0221025,0.00932846,0.0274249,0.021071,0.0237489,0.0391703,0.0229797,0.0161063,0.0275107,0.0208561,0.0596971,0.0172501,0.032161,0.0160978,0.0112675,0.0558135,0.0144529,0.00930895,0.00714272,0.0311025,0.0151093,0.00466132,0.0172662,0.00795362,0,0,0.0396791,0,0.0210336,0.0236993,0.0528561,0.01296,0.0209379,0.0155086,0.0351849,0.0151377,0.0113638,0.0580032,0.0142092,0.0102716,0.0114444,0.00475679,0.0109908,0.0100197,0.0417222,0.0216326,0.00943678,0.010016,0.0325894,0.00765824,0,0,0,0,0,0,0.0333365
59,0.0202765,0.0308197,0.0554907,0.0164706,0.0349542,0.0188699,0,0,0.0156148,0,0.0220959,0.00884359,0.029519,0.0212086,0.0242069,0.03919,0.0224246,0.0175369,0.0296832,0.022153,0.0613694,0.017934,0.0336284,0.0160387,0.0113005,0.0621282,0.013501,0.0092508,0.00711721,0.0313232,0.0158183,0.00488809,0.0172948,0.00847862,0,0,0.0384374,0,0.020486,0.0229525,0.0529299,0.0131871,0.02117,0.0155954,0.0353875,0.0145683,0.0113609,0.0584447,0.0142974,0.0101737,0.0110222,0.00504632,0.0106597,0.00972027,0.0426377,0.0209999,0.010403,0.00915294,0.0321356,0.00704254,0,0,0,0,0,0,0.032265
60,0.0199413,0.0303072,0.0584677,0.0168238,0.0355334,0.0193808,0,0,0.0148702,0,0.0221292,0.00859235,0.0321242,0.0212111,0.0247771,0.0389432,0.0222319,0.0187082,0.0314432,0.0230009,0.0627663,0.0187105,0.034936,0.0162702,0.011201,0.0690079,0.0127796,0.00919148,0.00717919,0.0313079,0.0164104,0.00490558,0.0169638,0.00898063,0,0,0.0376671,0,0.0200037,0.0225124,0.0529448,0.0134191,0.0213589,0.0155065,0.0353194,0.0142632,0.0113049,0.0589223,0.0142538,0.00994673,0.0104563,0.00550853,0.010172,0.00929837,0.0430727,0.0206447,0.0112437,0.00853898,0.0317772,0.00660074,0,0,0,0,0,0,0.0314743
61,0.0198429,0.0298552,0.0612861,0.0169626,0.0356092,0.0196884,0,0,0.0143766,0,0.0221173,0.00843611,0.0343812,0.0212193,0.025651,0.0387161,0.0223467,0.0195843,0.0330969,0.0233749,0.0637673,0.0195785,0.0360581,0.0166219,0.0110332,0.0763464,0.0122077,0.00915238,0.0071557,0.0309704,0.0167861,0.00498049,0.0166836,0.00944633,0,0,0.0371747,0,0.0196608,0.0222951,0.052913,0.0138328,0.0213977,0.0152713,0.035118,0.0142941,0.0112636,0.0593313,0.0141657,0.00974785,0.00988813,0.00599894,0.00969369,0.00899399,0.0431516,0.0204474,0.0117939,0.00808338,0.0316028,0.00641292,0,0,0,0,0,0,0.0310795
62,0.0198518,0.0295759,0.064117,0.0169743,0.0351239,0.0197751,0,0,0.0141965,0,0.0220983,0.00836094,0.0365118,0.0212414,0.0267998,0.0385319,0.0225769,0.0201585,0.0347191,0.0233,0.0642768,0.0205386,0.0370916,0.0171581,0.0107567,0.0826677,0.0118341,0.00915959,0.00715498,0.0303324,0.016929,0.00518267,0.0164519,0.00975253,0,0,0.0370263,0,0.0194805,0.0224609,0.0528014,0.0142392,0.0213694,0.0150633,0.0348639,0.0145777,0.0111976,0.0596102,0.0141191,0.00961394,0.00945649,0.00638946,0.00928711,0.00885808,0.0429837,0.0204184,0.0119804,0.007878,0.0315829,0.00647635,0,0,0,0,0,0,0.0307674
63,0.0198504,0.0296217,0.0667914,0.0169577,0.0340095,0.0197364,0,0,0.0144053,0,0.0221407,0.00854032,0.0384973,0.0212707,0.0279684,0.0384883,0.0226682,0.0205298,0.0363868,0.0229825,0.064517,0.0215427,0.0380223,0.0176403,0.010442,0.087512,0.0117735,0.00919019,0.00725011,0.0294929,0.0168407,0.00531816,0.0162746,0.00979672,0,0,0.0371945,0,0.0194226,0.0227714,0.0527066,0.0142313,0.0213283,0.0148336,0.0346915,0.0150471,0.0110354,0.059737,0.0140439,0.00944433,0.00926215,0.00660209,0.00905387,0.00884775,0.0423645,0.0205101,0.0116944,0.00810325,0.031721,0.00672545,0,0,0,0,0,0,0.0307469
64,0.0197256,0.0298495,0.06936,0.016834,0.032899,0.0197809,0,0,0.0149969,0,0.0221982,0.00903475,0.0407378,0.0213144,0.0291747,0.0385199,0.0226464,0.0209231,0.0381963,0.0226625,0.0648155,0.0226269,0.0389323,0.0179369,0.0103552,0.0918994,0.0121242,0.00926313,0.00728634,0.0288301,0.0166153,0.00527371,0.0161704,0.00942991,0,0,0.0373874,0,0.0194544,0.0230428,0.0527193,0.0138911,0.0213763,0.0147901,0.0345618,0.0154009,0.0108819,0.0596864,0.014004,0.00929684,0.00931595,0.00665599,0.00898116,0.0088855,0.0417581,0.0207328,0.0110695,0.00852549,0.0319841,0.00694536,0,0,0,0,0,0,0.0309801
65,0.0196678,0.030136,0.0720439,0.0166562,0.032692,0.0199187,0,0,0.0155354,0,0.0222811,0.00943111,0.0426204,0.0213249,0.0303924,0.0385892,0.022631,0.0214111,0.0400817,0.022517,0.0653198,0.023596,0.0398869,0.0180459,0.0107157,0.0964328,0.0124149,0.00937449,0.00717234,0.028555,0.0162763,0.00517726,0.0160268,0.00891448,0,0,0.03768,0,0.0194635,0.0232707,0.052814,0.013199,0.0214401,0.0147754,0.0344087,0.0156681,0.010842,0.0595398,0.0139979,0.00920331,0.00963883,0.00652019,0.00916856,0.00887934,0.0413708,0.0210305,0.0103967,0.00905189,0.0321787,0.00709293,0,0,0,0,0,0,0.0314039
66,0.0195898,0.0303509,0.0750951,0.0164819,0.033269,0.0202233,0,0,0.0158943,0,0.0223686,0.00966347,0.0440554,0.0212594,0.0315214,0.0386874,0.0227037,0.0218679,0.0419475,0.0225328,0.0659054,0.0243994,0.0410269,0.0181474,0.0114137,0.101153,0.0126441,0.00949259,0.00699272,0.0284322,0.015979,0.00520895,0.0159107,0.0083024,0,0,0.0379768,0,0.0194832,0.0232571,0.0528751,0.0124356,0.0214075,0.0148163,0.034214,0.0158606,0.0108762,0.0593956,0.013998,0.00916269,0.0101388,0.00620493,0.00969112,0.00898223,0.0411458,0.0212903,0.00962421,0.00955916,0.032248,0.0072626,0,0,0,0,0,0,0.0318956
67,0.0194294,0.030415,0.0782227,0.0163066,0.0340952,0.0205372,0,0,0.0161197,0,0.0224004,0.00970828,0.0450377,0.0211255,0.0323802,0.0386627,0.0224517,0.0221045,0.0434397,0.022528,0.0664285,0.0250699,0.0421674,0.0182603,0.012243,0.105725,0.0128255,0.00957526,0.0067563,0.0282414,0.0157552,0.00529724,0.0158831,0.00760868,0,0,0.0382231,0,0.0195099,0.0232219,0.0528794,0.0115418,0.0213041,0.0147535,0.033936,0.0160537,0.0106688,0.0593896,0.0139375,0.00916107,0.0106337,0.00588015,0.0100809,0.00917328,0.0408129,0.0214863,0.00879247,0.0100215,0.032187,0.00743659,0,0,0,0,0,0,0.032337
68,0.0192313,0.0303223,0.0813245,0.0162034,0.0351086,0.0206796,0,0,0.0163366,0,0.0224267,0.0096921,0.0458528,0.0210199,0.0329355,0.0383491,0.0221226,0.0223431,0.0444347,0.0225127,0.066768,0.0256051,0.0433396,0.0184373,0.013117,0.109946,0.0129886,0.00962372,0.00653893,0.0281794,0.0156019,0.00517802,0.0157453,0.00692702,0,0,0.0383524,0,0.019493,0.0231913,0.0529611,0.0104113,0.0212152,0.0148553,0.0334916,0.0162331,0.0106747,0.059498,0.0139561,0.00926511,0.0110851,0.00557606,0.01033,0.00936018,0.0405589,0.0216105,0.00805903,0.0103698,0.0319066,0.00745305,0,0,0,0,0,0,0.0326182
69,0.0191212,0.0301378,0.0846349,0.0161859,0.0362461,0.0203884,0,0,0.0166641,0,0.0224189,0.00966249,0.0467535,0.0209458,0.0332733,0.0378188,0.0218005,0.0226191,0.0451463,0.0225294,0.0669272,0.025994,0.0444803,0.018526,0.0140142,0.113694,0.0130321,0.00962903,0.00641185,0.0282007,0.0155414,0.00499385,0.0155008,0.00646504,0,0,0.0382717,0,0.0194088,0.0231939,0.0532236,0.00913301,0.021231,0.0151225,0.0328658,0.0163801,0.0109273,0.0597513,0.01408,0.00946661,0.0114517,0.00528118,0.0105418,0.00956212,0.0402207,0.021572,0.00748065,0.0106425,0.0315443,0.00722436,0,0,0,0,0,0,0.0328053
70,0.0190183,0.0299368,0.0876186,0.0162068,0.037536,0.0200008,0,0,0.0170604,0,0.0224251,0.00968936,0.0476634,0.020861,0.0331334,0.0372473,0.0214491,0.022732,0.0453054,0.0225117,0.0670282,0.0262376,0.0453964,0.0186146,0.0147786,0.116856,0.0130485,0.0096191,0.0064442,0.0279159,0.015534,0.00505756,0.0151246,0.00609306,0,0,0.0380733,0,0.0192667,0.0231895,0.0532049,0.00881409,0.0213222,0.0151117,0.0321828,0.0164505,0.0109931,0.0598202,0.0140771,0.00948839,0.0116182,0.00518928,0.0107415,0.00992132,0.039766,0.0215253,0.00708621,0.0108009,0.0312674,0.0066598,0,0,0,0,0,0,0.0331223
71,0.018955,0.0299355,0.0899274,0.0162805,0.0386336,0.0198481,0,0,0.0174389,0,0.0224956,0.00983654,0.04812,0.0206266,0.0326711,0.0371695,0.0212417,0.0227124,0.0448529,0.0224662,0.0670957,0.0263207,0.0460442,0.0186722,0.0153209,0.119314,0.0130962,0.00960544,0.00668321,0.0275042,0.0156307,0.00508166,0.0148589,0.00583122,0,0,0.0377837,0,0.019106,0.0231393,0.0531439,0.00868399,0.0214165,0.0150789,0.0317094,0.0165178,0.0110617,0.0598555,0.0140658,0.00950806,0.0118747,0.00510512,0.0110278,0.0102646,0.039273,0.0214611,0.00678304,0.0108565,0.0312654,0.00606352,0,0,0,0,0,0,0.033357
72,0.0189921,0.0300567,0.091405,0.0163223,0.0392124,0.0196699,0,0,0.0177213,0,0.022528,0.010005,0.0482717,0.020494,0.0323206,0.0370974,0.0211144,0.0229035,0.0444346,0.0224637,0.0669987,0.0261647,0.0463699,0.0185113,0.0157263,0.120865,0.0130303,0.0095389,0.00702012,0.0268651,0.0158278,0.00517106,0.0144714,0.00580698,0,0,0.0374167,0,0.0189494,0.0230423,0.053122,0.00822058,0.0214918,0.0150801,0.0312292,0.0165825,0.0111011,0.0598821,0.0140307,0.00955952,0.0122125,0.00498701,0.0113365,0.0105526,0.0384674,0.0212476,0.0065066,0.010841,0.0313224,0.00562523,0,0,0,0,0,0,0.0330617
73,0.0190603,0.0301331,0.0923671,0.0163534,0.0392782,0.0193566,0,0,0.0179706,0,0.02256,0.0102274,0.0481295,0.0204597,0.0317288,0.0368656,0.0211012,0.0228792,0.0436655,0.022433,0.0668448,0.0257301,0.0462997,0.018263,0.015921,0.12181,0.0129476,0.00944765,0.00736361,0.0259077,0.0161001,0.00534692,0.0139395,0.00585403,0,0,0.0369603,0,0.0188018,0.0229561,0.0531323,0.00757905,0.0216068,0.0151607,0.0306266,0.0165283,0.0111251,0.0599343,0.0140501,0.00964103,0.0126326,0.00484433,0.0116888,0.0109084,0.0372318,0.0210396,0.00622023,0.0107305,0.0313534,0.00540326,0,0,0,0,0,0,0.0329453
74,0.0191335,0.0301795,0.0928581,0.016366,0.0389839,0.0189714,0,0,0.018271,0,0.0225606,0.0104295,0.0475026,0.0205044,0.0306406,0.0366125,0.0211174,0.022459,0.0422703,0.0223414,0.0666634,0.0249565,0.0456746,0.0180393,0.0158785,0.121891,0.0129052,0.0093959,0.00769125,0.0247083,0.0163894,0.00561505,0.0133349,0.00596142,0,0,0.0363789,0,0.0186547,0.0227767,0.0530946,0.00692137,0.0217299,0.0152662,0.0300038,0.0163817,0.0111429,0.0599658,0.014087,0.00966572,0.0131566,0.0046827,0.0120805,0.0112451,0.0354457,0.02086,0.00597689,0.0105853,0.0313346,0.0053948,0,0,0,0,0,0,0.033258
