Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69
67,0.0207191,0.0240919,0.0955839,0.0120596,0.0403888,0.00833519,0,0,0.0262024,0,0.0244825,0.013835,0.035115,0.0496181,0.0187643,0.0277715,0.0215605,0.0170237,0.0219233,0.0368767,0.0229342,0.06585,0.0239093,0.0448651,0.0174485,0.0165199,0.125001,0.0201252,0.0102737,0.00780405,0.00357301,0.0174488,0.00992729,0.00497401,0.0214066,0,0,0.0294324,0,0.017115,0.0215468,0.0591482,0.00816794,0.0230789,0.0172026,0.0150096,0.0225721,0.0109543,0.0567762,0.0146169,0.0128495,0.0140102,0.00873493,0.00991562,0.010767,0.00637459,0.0131744,0.00618666,0.00985545,0.0231938,0.0143478,0,0,0,0,0,0,0,0,0
68,0.0208347,0.0242371,0.0942429,0.0120746,0.0395929,0.00836647,0,0,0.0259703,0,0.0244702,0.0136428,0.0351582,0.0481229,0.0187062,0.0260839,0.0217166,0.0167278,0.0211167,0.034415,0.0226602,0.0654368,0.0224426,0.0431155,0.0169333,0.0164635,0.123245,0.0199062,0.010209,0.00787223,0.00296011,0.0176188,0.00968726,0.00528229,0.0213488,0,0,0.0284014,0,0.0170464,0.0207373,0.0590756,0.00766471,0.0231084,0.0169598,0.0148962,0.0225042,0.0108089,0.0566403,0.014421,0.0126623,0.0143427,0.00847773,0.0103199,0.0111243,0.00594415,0.0129022,0.00646222,0.00940415,0.023235,0.0147297,0,0,0,0,0,0,0,0,0
69,0.0209826,0.0243066,0.0927205,0.0120621,0.0386532,0.0084133,0,0,0.0256894,0,0.0244535,0.0133866,0.0352196,0.0464309,0.0186168,0.0244076,0.0217759,0.0165335,0.0202069,0.0318256,0.022306,0.0649731,0.0208834,0.0411805,0.016387,0.016317,0.120969,0.0196377,0.0101709,0.00785766,0.00318689,0.0178067,0.00940516,0.00529871,0.0213071,0,0,0.0274,0,0.0169918,0.0201042,0.0591063,0.00708356,0.0230982,0.0167123,0.014684,0.0223303,0.0106945,0.0565528,0.0141863,0.0124929,0.0148083,0.00813369,0.0107549,0.0114801,0.00612897,0.0127018,0.00651773,0.00906217,0.0231965,0.0151788,0,0,0,0,0,0,0,0,0
70,0.0211888,0.0243545,0.0909336,0.0119606,0.0377284,0.00845273,0,0,0.0252927,0,0.0243002,0.0130478,0.0354262,0.0443441,0.0185808,0.0225971,0.02175,0.0162997,0.0189521,0.0288556,0.0218933,0.0646024,0.0191509,0.0389577,0.0158566,0.0160319,0.117923,0.0191895,0.0101376,0.0077292,0.00383577,0.0179981,0.0092248,0.00480203,0.0213113,0,0,0.0263194,0,0.0169342,0.0195526,0.0589807,0.00693928,0.0228462,0.0166008,0.0141918,0.0222033,0.0105709,0.0565593,0.0140746,0.012383,0.015236,0.00786946,0.0111511,0.011961,0.00665225,0.012452,0.00618714,0.00871449,0.0230621,0.0156225,0,0,0,0,0,0,0,0,0
71,0.021411,0.0244845,0.0885302,0.0118386,0.0367368,0.00859453,0,0,0.0248704,0,0.0240869,0.0126677,0.0357437,0.0419216,0.0185655,0.0209151,0.0217868,0.016083,0.01751,0.025767,0.0215465,0.0643286,0.017276,0.0364034,0.015287,0.0156406,0.113853,0.0187534,0.0100943,0.0075585,0.00476578,0.0181498,0.00915672,0.00428906,0.0213801,0,0,0.0253916,0,0.0168881,0.0191521,0.0590897,0.00697126,0.0228011,0.0164404,0.0138424,0.0222029,0.0105337,0.0566658,0.0139225,0.0123283,0.0155815,0.0077904,0.0115359,0.0125019,0.00745041,0.0122416,0.00613106,0.00842406,0.0230418,0.0159315,0,0,0,0,0,0,0,0,0
72,0.0216162,0.0245256,0.0852538,0.0117055,0.0353416,0.00875738,0,0,0.0244462,0,0.0239545,0.012249,0.0359581,0.0393884,0.0185729,0.0195645,0.0217568,0.0157913,0.0161067,0.0227456,0.0211464,0.0639965,0.0153446,0.0335685,0.0145654,0.0152871,0.1089,0.0182945,0.0100932,0.00726894,0.00615423,0.0182707,0.00931116,0.00393181,0.0214993,0,0,0.0244617,0,0.0168528,0.0187998,0.0590821,0.00732715,0.0228887,0.0162576,0.0134143,0.0222,0.0105367,0.056674,0.0137671,0.012303,0.0158151,0.00767966,0.0118726,0.0128659,0.00856462,0.012035,0.0063051,0.00818221,0.0229784,0.0160587,0,0,0,0,0,0,0,0,0
73,0.021866,0.0245396,0.0811668,0.0115377,0.0336233,0.00898449,0,0,0.0238837,0,0.0239422,0.0118591,0.0361926,0.0368603,0.0186427,0.0184515,0.0216628,0.0153157,0.0148354,0.0200879,0.0205531,0.0636075,0.0134467,0.0305284,0.0137815,0.0150475,0.103297,0.0177308,0.0102702,0.00703679,0.00768273,0.0184102,0.00935729,0.00399675,0.0216558,0,0,0.0235678,0,0.0168424,0.018461,0.0588825,0.00767042,0.0229533,0.0161487,0.0131094,0.0222941,0.0105529,0.0565732,0.0136045,0.0122945,0.0160687,0.00751532,0.0121808,0.0132575,0.0100522,0.0118015,0.00642205,0.00797689,0.0229323,0.0160366,0,0,0,0,0,0,0,0,0
74,0.0220991,0.0245344,0.0761855,0.0113215,0.0316297,0.00928365,0,0,0.0232275,0,0.0240036,0.0115538,0.0364872,0.0343313,0.0187729,0.0176177,0.0215687,0.0148449,0.0137873,0.0179175,0.0199119,0.0631065,0.0116385,0.0273686,0.0130148,0.0148711,0.0965404,0.0171322,0.010549,0.00701328,0.0089224,0.0185823,0.00940924,0.00420322,0.0218972,0,0,0.0226673,0,0.0168563,0.0181144,0.0587185,0.00802789,0.0229924,0.0161192,0.0127477,0.02245,0.010619,0.0564566,0.0135419,0.0123578,0.0163875,0.00736489,0.0124634,0.0136701,0.011765,0.0114913,0.00645439,0.00780887,0.0228607,0.0159697,0,0,0,0,0,0,0,0,0
75,0.0223025,0.0246264,0.0703848,0.0110602,0.0295437,0.00982427,0,0,0.0227626,0,0.0241186,0.0113629,0.0369358,0.0316064,0.0188731,0.0170687,0.0216924,0.0144702,0.0130294,0.0161525,0.019361,0.0624388,0.0101224,0.0243192,0.0125194,0.0146984,0.0886695,0.0167688,0.0107274,0.00703577,0.0100354,0.0187018,0.00953124,0.00415574,0.0221199,0,0,0.0218643,0,0.0168458,0.0177785,0.0586043,0.00836505,0.0230427,0.0160962,0.0123502,0.0226148,0.0106356,0.0563229,0.0134942,0.01245,0.0166915,0.00723493,0.0127379,0.0140031,0.013255,0.0112169,0.00643029,0.007702,0.0228838,0.0158825,0,0,0,0,0,0,0,0,0
76,0.0225044,0.0248291,0.0638376,0.0109124,0.0274181,0.0106779,0,0,0.0226364,0,0.0241713,0.0112924,0.0375282,0.0284903,0.0189754,0.0166583,0.0220594,0.0141472,0.0125306,0.015008,0.0187895,0.0616932,0.00934643,0.021647,0.012388,0.0145746,0.0799382,0.0166243,0.0107226,0.00697217,0.0110594,0.0187671,0.00974612,0.0039013,0.0222739,0,0,0.0211316,0,0.016811,0.0173919,0.0585021,0.0086057,0.0231493,0.0160603,0.0119155,0.0227851,0.0105857,0.056173,0.0134424,0.0125218,0.0169149,0.00714852,0.0129465,0.0143304,0.0144922,0.0110484,0.00643059,0.00763056,0.0230514,0.0157422,0,0,0,0,0,0,0,0,0
77,0.0227001,0.0249526,0.057048,0.0109795,0.0252466,0.0110742,0,0,0.0224689,0,0.0241816,0.0112177,0.0381869,0.0256182,0.0191491,0.0162119,0.0220525,0.0138886,0.012257,0.0143833,0.017965,0.0609425,0.00953663,0.0195732,0.0124981,0.0147363,0.071001,0.0165409,0.0106785,0.00687993,0.0119753,0.0188366,0.00998585,0.00395956,0.022513,0,0,0.0201855,0,0.0167435,0.0169917,0.0584103,0.00876707,0.0231257,0.0160357,0.0115719,0.0230247,0.0105244,0.0560405,0.0133748,0.0126351,0.0171518,0.00710519,0.013119,0.0147463,0.0157349,0.0107612,0.00637528,0.00754277,0.023088,0.0157063,0,0,0,0,0,0,0,0,0
78,0.022827,0.0249672,0.0500892,0.0110081,0.0231404,0.01122,0,0,0.0222163,0,0.0242133,0.0110913,0.0388095,0.0231238,0.0193568,0.0155957,0.0218274,0.0136996,0.0119677,0.0137859,0.0168001,0.0601672,0.0105078,0.0181631,0.0128025,0.0151306,0.0615569,0.0163283,0.0107066,0.00679636,0.0128401,0.0188924,0.0101535,0.00379657,0.0227167,0,0,0.0191301,0,0.0166576,0.0165672,0.0583279,0.00890409,0.0230674,0.0160718,0.0113098,0.0231938,0.0104812,0.0558788,0.013306,0.0127463,0.0173931,0.00707459,0.0132391,0.0151705,0.0168302,0.0104248,0.00628426,0.00745553,0.0230332,0.0157407,0,0,0,0,0,0,0,0,0
79,0.0229309,0.0249592,0.0428116,0.0110034,0.0212005,0.0113793,0,0,0.0219857,0,0.0243097,0.0109804,0.0393329,0.0212919,0.0195695,0.0149161,0.0216569,0.013569,0.0114968,0.0130377,0.0156028,0.0593017,0.0119844,0.0176032,0.0132201,0.0156884,0.0520183,0.0160997,0.010768,0.00673619,0.0136277,0.0189629,0.0102669,0.0036148,0.0228884,0,0,0.018206,0,0.0166047,0.0161187,0.0582577,0.00899889,0.0230199,0.0161213,0.0110606,0.023363,0.0103943,0.0556466,0.0132309,0.0128414,0.0176324,0.00705434,0.0133788,0.0154649,0.0177548,0.010063,0.00626106,0.00735865,0.0230476,0.0158516,0,0,0,0,0,0,0,0,0
80,0.0229814,0.024973,0.0356602,0.0109384,0.0195396,0.0115505,0,0,0.0218807,0,0.0243735,0.0109671,0.0398038,0.0201731,0.019774,0.0144907,0.0215439,0.0134075,0.0109173,0.0123061,0.0145514,0.0584224,0.0137197,0.0177597,0.013744,0.0163284,0.0430412,0.0159617,0.0107937,0.00666103,0.0143268,0.0190175,0.0103548,0.00345399,0.0229919,0,0,0.0173795,0,0.0165616,0.0157827,0.0582219,0.00902498,0.0230019,0.0161859,0.0108546,0.0234869,0.0103292,0.0553543,0.0131671,0.0130058,0.0178554,0.00705044,0.0134778,0.0157833,0.0185137,0.00975537,0.0062584,0.00729965,0.0230794,0.0160285,0,0,0,0,0,0,0,0,0
81,0.0230031,0.0249527,0.0285676,0.0109672,0.0185457,0.0116291,0,0,0.0219236,0,0.024509,0.0110357,0.0402243,0.0198096,0.0199779,0.0145746,0.0214206,0.0133088,0.0106162,0.0120319,0.0139795,0.0577815,0.0153681,0.0180697,0.0142534,0.0170152,0.0340795,0.0159697,0.0107968,0.00664393,0.0147134,0.0190598,0.0104324,0.00330804,0.0230532,0,0,0.0165403,0,0.0165218,0.0154314,0.0582096,0.00884461,0.0229312,0.0162194,0.0108178,0.0235221,0.0101269,0.0550269,0.0130983,0.0131323,0.0179369,0.00709915,0.0134777,0.015918,0.0190518,0.00947135,0.00607063,0.0072803,0.0230701,0.0162822,0,0,0,0,0,0,0,0,0
82,0.0229605,0.0248971,0.0222058,0.0109047,0.0184016,0.011656,0,0,0.0220109,0,0.0245912,0.0110773,0.0405015,0.0203156,0.0201902,0.0153346,0.0212802,0.0133169,0.0107216,0.0122997,0.0140223,0.057469,0.0167434,0.0183276,0.0147114,0.017676,0.0259389,0.0160346,0.0108396,0.00660255,0.0147846,0.0191019,0.0104963,0.00319088,0.0230341,0,0,0.0157311,0,0.0164919,0.0150796,0.0581875,0.00843731,0.0228203,0.0162087,0.0109514,0.0234491,0.00992163,0.0546905,0.0130345,0.0131847,0.017871,0.00719358,0.0133674,0.0158776,0.0192874,0.00918825,0.00596043,0.00729089,0.0230272,0.0165487,0,0,0,0,0,0,0,0,0
83,0.0228686,0.0248452,0.0177066,0.0108745,0.0188388,0.0117032,0,0,0.0220857,0,0.02466,0.0111602,0.0406294,0.0214178,0.0204352,0.0168472,0.0211109,0.0133691,0.0116092,0.013507,0.015052,0.0574797,0.017841,0.018521,0.0151089,0.0182542,0.0196042,0.0160091,0.0108655,0.00657002,0.0149162,0.019139,0.010597,0.0032918,0.0229465,0,0,0.014955,0,0.0164628,0.0146927,0.0581736,0.00788231,0.022661,0.0160647,0.0112601,0.0233166,0.00978386,0.0543096,0.0129118,0.0131689,0.0175908,0.00733803,0.0131437,0.0156187,0.0191907,0.008902,0.00590494,0.00733029,0.0229726,0.0168267,0,0,0,0,0,0,0,0,0
84,0.0227261,0.0247734,0.0157617,0.0108832,0.0195343,0.0118256,0,0,0.0221453,0,0.0247106,0.0112913,0.0406791,0.0225125,0.0207952,0.0191389,0.0209273,0.0135165,0.0137284,0.0158205,0.0174738,0.0579152,0.0188285,0.0187914,0.0154063,0.0188419,0.0162525,0.0159999,0.0108534,0.00658849,0.0151611,0.019162,0.0107281,0.00373759,0.022823,0,0,0.0141544,0,0.0164276,0.0142676,0.0582174,0.0071474,0.0224275,0.0158178,0.011768,0.0232095,0.00965216,0.0538768,0.0127264,0.0131122,0.0171191,0.00753216,0.0127996,0.0150782,0.0191879,0.00860486,0.00594387,0.00734296,0.0228749,0.0171153,0,0,0,0,0,0,0,0,0
85,0.0225769,0.024607,0.0160829,0.0108096,0.0204736,0.0120169,0,0,0.0223611,0,0.0247433,0.0114584,0.0406095,0.0240074,0.0212658,0.0218643,0.020781,0.0137247,0.0172125,0.0194147,0.0211262,0.059032,0.0198546,0.0191929,0.0155495,0.0192276,0.0160029,0.0159474,0.0108477,0.00664569,0.0154791,0.0191458,0.0109083,0.00421035,0.0226332,0,0,0.0134331,0,0.0163808,0.0139031,0.0582927,0.00634919,0.0221445,0.0154879,0.0123223,0.0230665,0.00958676,0.0533941,0.0124968,0.0129184,0.0165047,0.00778493,0.0123564,0.0143995,0.0193735,0.00839064,0.00590448,0.00737125,0.022737,0.0173797,0,0,0,0,0,0,0,0,0
86,0.0225748,0.0244115,0.0240379,0.0107748,0.0262138,0.0121447,0,0,0.022481,0,0.0248056,0.011475,0.0404375,0.0312295,0.0217543,0.0243344,0.0205694,0.013873,0.0217104,0.0236695,0.0252713,0.0608555,0.0221528,0.0208374,0.0185595,0.0189649,0.0258835,0.0159994,0.0108143,0.00665303,0.0158382,0.0191459,0.0111417,0.00473632,0.0226116,0,0,0.0130229,0,0.0163352,0.0137512,0.0584063,0.00575375,0.0218526,0.0151409,0.0127487,0.0230849,0.00967596,0.052893,0.0122693,0.0127167,0.0158687,0.0080948,0.0118195,0.0136879,0.0196802,0.00826186,0.00587503,0.00747167,0.0225913,0.0177191,0,0,0,0,0,0,0,0,0
87,0.0222876,0.0241353,0.0369837,0.0106519,0.0362102,0.0125322,0,0,0.0228386,0,0.0248815,0.0115959,0.0401676,0.0435421,0.0222416,0.0267455,0.0205514,0.0141318,0.0266222,0.0280655,0.029124,0.0628556,0.0252995,0.0241097,0.0243416,0.0200549,0.0410318,0.0163283,0.0108285,0.00671352,0.0162563,0.0191344,0.0114718,0.00541603,0.0220918,0,0,0.0125463,0,0.0163734,0.0134328,0.0584271,0.00487598,0.0215073,0.0146261,0.0133825,0.0226952,0.00965464,0.0524249,0.0119211,0.0123923,0.0152489,0.00840976,0.0114119,0.0130459,0.0200298,0.00816043,0.0059745,0.00752679,0.0224593,0.0176901,0,0,0,0,0,0,0,0,0
88,0.0221029,0.0239345,0.0470314,0.0105561,0.0444772,0.012653,0,0,0.0230682,0,0.0249573,0.0119036,0.0398369,0.0535229,0.0224896,0.0287684,0.0204663,0.0144031,0.0306974,0.0313971,0.0317701,0.0644391,0.0271669,0.0265522,0.0286889,0.0216808,0.0523082,0.0166322,0.0108283,0.00683606,0.0167502,0.0190544,0.0115743,0.00595062,0.0218504,0,0,0.0124545,0,0.0163329,0.0133029,0.0584046,0.00436228,0.0212585,0.0141372,0.01369,0.0225664,0.00966614,0.0520753,0.0115937,0.0122115,0.0148293,0.00869513,0.0111045,0.0127243,0.0205836,0.00824908,0.00610505,0.00766858,0.0224427,0.0177517,0,0,0,0,0,0,0,0,0
89,0.02198,0.0238369,0.0533334,0.0104444,0.0496093,0.0124684,0,0,0.0233323,0,0.0250549,0.0122162,0.0396554,0.0598022,0.02245,0.0300027,0.020453,0.0146936,0.0330094,0.0331219,0.032983,0.0652497,0.0272994,0.027471,0.0306155,0.0221601,0.0591232,0.0169448,0.01081,0.0069367,0.0170998,0.0189169,0.0113552,0.00632236,0.0217225,0,0,0.0126748,0,0.0162547,0.0134286,0.0583819,0.00406095,0.021117,0.013679,0.0138243,0.0225947,0.00980353,0.051924,0.011279,0.0121665,0.0146763,0.00895102,0.0109424,0.0128046,0.0212221,0.00855687,0.00615901,0.0078567,0.0225639,0.0178502,0,0,0,0,0,0,0,0,0
90,0.0218283,0.0238042,0.0543946,0.0103411,0.0500015,0.0119683,0,0,0.0236385,0,0.0251564,0.0124966,0.039806,0.0610104,0.0221547,0.0300931,0.0205337,0.0149717,0.0332926,0.033367,0.0328964,0.0650479,0.026232,0.0268733,0.0297823,0.0211685,0.0602915,0.0173112,0.0107811,0.00702766,0.0172361,0.0188239,0.0109559,0.00653074,0.021532,0,0,0.0131016,0,0.0162576,0.0136699,0.0583485,0.00402598,0.0210625,0.0133069,0.0137941,0.0227018,0.0099987,0.051999,0.0110188,0.0123043,0.0147962,0.00920467,0.0109302,0.0132171,0.0216648,0.00900838,0.00638328,0.00810433,0.0227831,0.0179119,0,0,0,0,0,0,0,0,0
91,0.0217129,0.0238271,0.0500666,0.0102581,0.0458168,0.0112479,0,0,0.0240629,0,0.0252331,0.0126773,0.040256,0.0567455,0.0217361,0.0292886,0.0206913,0.0151581,0.0319881,0.0322437,0.0316937,0.0638751,0.0246423,0.0251941,0.0265941,0.0194386,0.0557174,0.0176306,0.0107463,0.00710233,0.0172684,0.0187385,0.0106434,0.00653085,0.0213386,0,0,0.0138055,0,0.0163178,0.0141129,0.0581879,0.00453001,0.0210982,0.0129687,0.013613,0.0229405,0.0101742,0.0522372,0.010749,0.0125384,0.0150162,0.00932429,0.0110345,0.0137772,0.0219814,0.00955891,0.00680896,0.00848031,0.0230691,0.0180094,0,0,0,0,0,0,0,0,0
92,0.0215873,0.0238414,0.0414038,0.0102081,0.0384175,0.0104309,0,0,0.0242764,0,0.0252943,0.0126939,0.0408051,0.0482328,0.0212804,0.0278127,0.0209509,0.0152498,0.0297119,0.0300683,0.0294533,0.0619857,0.0228322,0.0229035,0.0220613,0.0178125,0.0464448,0.0178399,0.0106605,0.0070948,0.017136,0.0184559,0.0104702,0.00630668,0.0211183,0,0,0.0147145,0,0.0162009,0.0147276,0.0578515,0.00534823,0.0212797,0.0126711,0.013374,0.023119,0.0103085,0.0525702,0.0104933,0.0127665,0.0152093,0.00925853,0.0111798,0.0142708,0.0221483,0.010236,0.00693593,0.00885202,0.0234587,0.0180367,0,0,0,0,0,0,0,0,0
93,0.0216114,0.0239076,0.030236,0.01022,0.0295768,0.00963359,0,0,0.0243136,0,0.0253253,0.0126747,0.0413041,0.0372183,0.0208338,0.0258545,0.0212823,0.0151841,0.0268402,0.027268,0.026535,0.0600001,0.0209006,0.0203611,0.0171821,0.0171676,0.0340006,0.0178599,0.0105863,0.00702808,0.0170761,0.0181957,0.0105087,0.00592568,0.0210167,0,0,0.0156483,0,0.016086,0.0152592,0.0573119,0.00659714,0.0215576,0.0122992,0.0129196,0.0234587,0.0102864,0.0530334,0.0101125,0.0128861,0.0154369,0.00900929,0.011494,0.014809,0.0220799,0.0108471,0.00712017,0.00916529,0.0239047,0.0180295,0,0,0,0,0,0,0,0,0
94,0.0216228,0.0240209,0.0200046,0.0103094,0.021824,0.00904445,0,0,0.0241737,0,0.0253435,0.0126158,0.0417752,0.0263064,0.0204613,0.0237499,0.0217435,0.014957,0.0237744,0.024345,0.0233705,0.0583458,0.0191159,0.0184457,0.0133013,0.0179506,0.0213273,0.017709,0.0105222,0.00695033,0.0169746,0.0180571,0.0108625,0.00554609,0.0209124,0,0,0.0164858,0,0.0161155,0.0156419,0.0566902,0.00812085,0.0218224,0.0119376,0.0125481,0.0238015,0.0100843,0.0535518,0.0096668,0.0128058,0.0155607,0.00858905,0.0119577,0.0152388,0.0220411,0.011421,0.00749558,0.00952537,0.0241585,0.0179132,0,0,0,0,0,0,0,0,0
95,0.0215397,0.0241993,0.0189439,0.0104511,0.0199815,0.00868975,0,0,0.023913,0,0.0253211,0.0124746,0.0423061,0.0236351,0.0201807,0.0215973,0.0222416,0.01458,0.0209466,0.0216583,0.0205852,0.0571179,0.0185696,0.018106,0.0133759,0.0180733,0.0210325,0.0174303,0.0104822,0.00682941,0.0167463,0.0179099,0.0115209,0.00513419,0.0207565,0,0,0.0172457,0,0.0161334,0.0159951,0.0561338,0.00963702,0.0220471,0.0115621,0.0124736,0.0240953,0.00967743,0.0540641,0.00920329,0.0123484,0.0155089,0.00804959,0.0124405,0.01542,0.0219234,0.0118508,0.0078307,0.00986026,0.0243303,0.0177687,0,0,0,0,0,0,0,0,0
96,0.0215778,0.0245373,0.0184927,0.0105725,0.0185417,0.00851361,0,0,0.0235595,0,0.0252916,0.0123401,0.0425945,0.0211888,0.0199098,0.0203657,0.0227336,0.0141084,0.0189167,0.0199077,0.018817,0.0560634,0.017573,0.0173084,0.0132013,0.0181492,0.0216301,0.0171091,0.0104906,0.00671601,0.0162639,0.0177309,0.0123839,0.00467328,0.0205637,0,0,0.0180912,0,0.016129,0.0164652,0.0556319,0.0112611,0.0221624,0.0110459,0.0125167,0.0244295,0.0091043,0.0546339,0.00864017,0.0115485,0.0153334,0.00744835,0.0129071,0.0154265,0.021318,0.0121518,0.00825011,0.0101077,0.0246478,0.0176817,0,0,0,0,0,0,0,0,0
97,0.0216745,0.0249917,0.0167158,0.0106757,0.0175505,0.00841616,0,0,0.0233946,0,0.0252693,0.0123316,0.042512,0.0172173,0.0195541,0.0202437,0.0231266,0.0135876,0.0174707,0.0191702,0.0181025,0.0549131,0.0159307,0.0160753,0.0129436,0.0176341,0.0215214,0.0171041,0.0104917,0.00668626,0.0152756,0.0175513,0.0134364,0.00421793,0.0201613,0,0,0.0194655,0,0.0162068,0.0171759,0.0551981,0.0130041,0.0221375,0.0103884,0.0125758,0.0247719,0.00850397,0.0552849,0.00804271,0.0105006,0.0148993,0.00696537,0.0132523,0.0152191,0.020228,0.0127299,0.00871102,0.0103622,0.0252038,0.0175895,0,0,0,0,0,0,0,0,0
98,0.0216663,0.0253675,0.0129559,0.0107721,0.0151041,0.00821838,0,0,0.0235827,0,0.025242,0.0124349,0.0419309,0.0119277,0.0191364,0.0205287,0.0232849,0.0131412,0.0164717,0.0190251,0.0178499,0.0536349,0.014583,0.0154928,0.0131141,0.0160434,0.0188037,0.0174931,0.0104293,0.00677938,0.0137547,0.0172528,0.0146888,0.00383676,0.0194893,0,0,0.0217603,0,0.0163142,0.0184726,0.0548312,0.0146182,0.0220256,0.00983677,0.0126395,0.0251249,0.0081463,0.056064,0.00774975,0.00941814,0.013993,0.00671269,0.0133343,0.0145263,0.0184693,0.0139097,0.00913204,0.0109028,0.0258841,0.017443,0,0,0,0,0,0,0,0,0
99,0.0214825,0.0255946,0.00893516,0.0108673,0.0109224,0.00795111,0,0,0.0239047,0,0.0252079,0.0126394,0.0411019,0.00824689,0.0189045,0.0199153,0.0231393,0.0129089,0.0160341,0.0193379,0.017689,0.0527525,0.0147373,0.0156237,0.0132605,0.0138605,0.0155911,0.0180824,0.0103306,0.00698283,0.0120322,0.0168649,0.0161675,0.00350527,0.0187669,0,0,0.0248254,0,0.0164776,0.0202678,0.0545771,0.0160589,0.0218869,0.00965294,0.0127447,0.0255678,0.00835091,0.0569938,0.00803535,0.00888625,0.0125818,0.00677256,0.0130187,0.0133226,0.0158158,0.0155689,0.00955351,0.0116105,0.0264973,0.0172364,0,0,0,0,0,0,0,0,0
100,0.0209938,0.0254718,0.00762205,0.0109554,0.00728676,0.00772754,0,0,0.0241658,0,0.0251557,0.0128579,0.0407555,0.00904545,0.0190439,0.0181953,0.0226901,0.01266,0.0164106,0.0199139,0.0173158,0.052796,0.0155666,0.0155357,0.0129744,0.0121204,0.0145553,0.0185402,0.0102724,0.00718698,0.0110359,0.0164727,0.0177374,0.00327984,0.0179694,0,0,0.0280529,0,0.0167333,0.022083,0.054506,0.017084,0.0217175,0.0098653,0.0128734,0.0258251,0.00926581,0.0579385,0.00898917,0.00952987,0.0109095,0.00706966,0.0123386,0.011989,0.0129305,0.0173176,0.0103942,0.012297,0.0267113,0.0168434,0,0,0,0,0,0,0,0,0
101,0.0204403,0.0252795,0.00844706,0.0108813,0.00602181,0.00762356,0,0,0.0242229,0,0.0250473,0.013156,0.0412608,0.0120712,0.019524,0.0167882,0.0221897,0.0124246,0.0173605,0.0202823,0.0167129,0.0535739,0.0160754,0.01537,0.0126231,0.0112245,0.0152972,0.0185649,0.0102441,0.00730364,0.0110207,0.0160978,0.019214,0.00342583,0.0172784,0,0,0.0310475,0,0.0170353,0.0237094,0.0546101,0.0178296,0.0215017,0.0103554,0.0129976,0.025868,0.0106688,0.0588024,0.0103502,0.0112207,0.00967046,0.00744999,0.0116565,0.0116142,0.0103035,0.0188366,0.01098,0.0129259,0.0266415,0.0163414,0,0,0,0,0,0,0,0,0
102,0.0201918,0.0251601,0.00914877,0.010788,0.00675983,0.00754945,0,0,0.0241125,0,0.0249544,0.0133263,0.0420668,0.0145554,0.0200608,0.0159725,0.0218404,0.0122605,0.0176623,0.0196133,0.0156676,0.0542565,0.0160789,0.0151359,0.012343,0.0109606,0.0163264,0.0184146,0.0102396,0.00734232,0.0117541,0.0157296,0.02039,0.00379838,0.0168422,0,0,0.0334752,0,0.017328,0.0250423,0.0548151,0.0182759,0.0212136,0.0110679,0.0130297,0.0256088,0.0121707,0.0595931,0.0118392,0.0133372,0.00928766,0.00787716,0.0111762,0.0126927,0.00775307,0.0199676,0.0112458,0.0134314,0.026488,0.0159231,0,0,0,0,0,0,0,0,0
103,0.020146,0.0251512,0.0101448,0.0106669,0.00751499,0.00745109,0,0,0.0238713,0,0.0249352,0.0133184,0.04261,0.0156979,0.0204179,0.015209,0.0218239,0.0121469,0.0159587,0.0173037,0.0143385,0.0542064,0.0158745,0.0148807,0.0121393,0.0110551,0.0177512,0.0182283,0.0102629,0.00727334,0.012715,0.0153934,0.020916,0.00431917,0.0166802,0,0,0.0353883,0,0.0176029,0.0259569,0.0550665,0.018281,0.0209092,0.012029,0.0130527,0.025068,0.0135126,0.0604198,0.0134187,0.0154812,0.00946318,0.00841766,0.0107374,0.0143191,0.00585236,0.0207585,0.011306,0.0137978,0.0263782,0.0156849,0,0,0,0,0,0,0,0,0
104,0.0202512,0.025197,0.011852,0.010594,0.00690945,0.00730075,0,0,0.0236018,0,0.0250901,0.0132041,0.0430543,0.0150916,0.020537,0.0144022,0.0221815,0.0119211,0.0124442,0.0141819,0.013234,0.0532956,0.0157469,0.0147727,0.0121109,0.0114661,0.0200174,0.0179712,0.0103866,0.00712824,0.0139081,0.0151069,0.0205177,0.00492293,0.0167023,0,0,0.0369138,0,0.0178728,0.0265869,0.0552734,0.0177371,0.0206893,0.0130859,0.0131362,0.0243135,0.0148141,0.0613154,0.0150625,0.0174184,0.00956112,0.00917813,0.0100643,0.0156598,0.00691568,0.0212894,0.0111788,0.0140334,0.0262542,0.0156022,0,0,0,0,0,0,0,0,0
