Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69
143,0.0223824,0.0310345,0.0263455,0.0132729,0.019005,0.00578603,0,0,0.0116721,0,0.0221606,0.0107658,0.0427624,0.0198029,0.0224545,0.0213319,0.022517,0.0140536,0.00664344,0.0112625,0.0187855,0.0479027,0.0160907,0.0130701,0.015372,0.0203117,0.0282177,0.0123834,0.0111141,0.00609532,0.0150232,0.0146832,0.0183953,0.00871576,0.0243071,0,0,0.0384448,0,0.0222127,0.025612,0.0572605,0.0247533,0.0182781,0.0148792,0.0192608,0.0258549,0.0129449,0.0562819,0.0124443,0.0127347,0.00975872,0.00860662,0.00926828,0.00888649,0.0175718,0.0150966,0.0146015,0.00996657,0.0309431,0.012853,0,0,0,0,0,0,0,0,0
144,0.0223306,0.0310826,0.0267631,0.0132336,0.0187624,0.00580319,0,0,0.0111482,0,0.022138,0.0106369,0.0430051,0.0199946,0.0222401,0.02075,0.0227995,0.0137552,0.00610356,0.0104102,0.0182075,0.0475425,0.0157012,0.0128382,0.0150708,0.0199845,0.0283612,0.0119426,0.0111126,0.00613865,0.0304852,0.014782,0.028819,0.00899849,0.0243855,0,0,0.0383532,0,0.0222212,0.0255412,0.056535,0.0339378,0.0180511,0.0142838,0.0189466,0.0260525,0.015454,0.0568998,0.014358,0.0148864,0.0142703,0.009452,0.0155396,0.0143522,0.0334999,0.0150971,0.0147657,0.00987487,0.0310892,0.0125735,0,0,0,0,0,0,0,0,0
145,0.0222182,0.0311735,0.0266984,0.0131789,0.0184958,0.00583234,0,0,0.0108024,0,0.0221556,0.0105955,0.0431648,0.0200879,0.0217843,0.0200613,0.0231207,0.0135559,0.00566804,0.00954242,0.0175196,0.0471141,0.0154693,0.0126481,0.0147817,0.0196351,0.0281169,0.0116115,0.0111371,0.00620642,0.0459538,0.0147581,0.0390575,0.00928081,0.0244303,0,0,0.0383434,0,0.0222236,0.0255554,0.0556779,0.0433739,0.01795,0.015225,0.0188432,0.0261685,0.0185288,0.0578386,0.0180995,0.0185316,0.018245,0.0132922,0.0214619,0.0197443,0.0474792,0.0151698,0.0148855,0.00982209,0.0312723,0.0123089,0,0,0,0,0,0,0,0,0
146,0.0220618,0.0312595,0.0262356,0.0131843,0.0180527,0.00580011,0,0,0.0105646,0,0.0223337,0.0106733,0.0432258,0.0199755,0.0213446,0.0191597,0.0234294,0.0134614,0.00527815,0.00862748,0.016699,0.0467331,0.0152287,0.0124935,0.0145483,0.0191988,0.0276173,0.0114101,0.0112334,0.00630242,0.0583591,0.0146393,0.0473007,0.00953066,0.0244116,0,0,0.0383856,0,0.0222378,0.0256332,0.0547903,0.0511577,0.0179785,0.0164706,0.0189127,0.0262321,0.0213921,0.0589006,0.0220863,0.0223444,0.0212451,0.0171158,0.0260825,0.0240398,0.0585391,0.0152742,0.0148682,0.00985408,0.0314556,0.0119795,0,0,0,0,0,0,0,0,0
147,0.0219264,0.0313467,0.0255362,0.0131411,0.0174545,0.00571085,0,0,0.0104206,0,0.0224742,0.0107679,0.0432244,0.0198813,0.0210697,0.0181193,0.0236878,0.0134803,0.00492645,0.00771607,0.0158096,0.0463506,0.0149597,0.0123538,0.0143288,0.0187421,0.0269011,0.0112822,0.0113352,0.00637944,0.0663652,0.0145038,0.0527034,0.00976943,0.0243234,0,0,0.0385067,0,0.0223062,0.0257558,0.0541331,0.056508,0.0180914,0.0172449,0.0190924,0.0262713,0.0233911,0.059804,0.0248077,0.0251498,0.0228112,0.0195965,0.0288308,0.0264305,0.0657607,0.0154911,0.0147896,0.00995338,0.0316554,0.0116532,0,0,0,0,0,0,0,0,0
148,0.0219464,0.0312686,0.0246898,0.0129824,0.0168197,0.00562006,0,0,0.0103896,0,0.0224199,0.0108287,0.0431572,0.0196826,0.0210445,0.0169191,0.0237701,0.0135624,0.00460509,0.00673465,0.0148781,0.0461463,0.0146862,0.0122462,0.0140894,0.0182619,0.0260232,0.0112557,0.0113485,0.00643829,0.0688552,0.014492,0.0542893,0.00980252,0.0241064,0,0,0.0386255,0,0.0224353,0.0259177,0.0538824,0.0584738,0.0181119,0.0172693,0.0191258,0.0262332,0.0241446,0.060281,0.0254504,0.0260346,0.0229327,0.0201874,0.0293909,0.0266413,0.0681287,0.0158515,0.0145922,0.0100178,0.0317288,0.0114855,0,0,0,0,0,0,0,0,0
149,0.0222098,0.0311456,0.0236844,0.0128299,0.0159751,0.00563936,0,0,0.0105232,0,0.0225084,0.0109253,0.0430718,0.0194523,0.0210495,0.0155455,0.0237645,0.0137753,0.00435371,0.00570843,0.0138268,0.0461717,0.0144362,0.0122229,0.0138617,0.0178208,0.0248939,0.0113739,0.0114133,0.00646933,0.0660587,0.0144032,0.0520313,0.0096436,0.0239285,0,0,0.0386874,0,0.0225639,0.0260092,0.0540551,0.0567341,0.0181017,0.016565,0.0190831,0.0262768,0.0235331,0.0601917,0.0242426,0.0248731,0.0219409,0.0191645,0.0279517,0.0251559,0.0658476,0.0160001,0.0142449,0.0101672,0.0317338,0.0115985,0,0,0,0,0,0,0,0,0
150,0.0221855,0.0309021,0.0225139,0.0127145,0.0151584,0.00554907,0,0,0.0108099,0,0.0226248,0.0111364,0.0429235,0.0193508,0.0211126,0.0143042,0.0236508,0.0140483,0.00427213,0.00494852,0.012682,0.0464284,0.0142979,0.0122839,0.0137012,0.0173688,0.0233233,0.0116743,0.011433,0.00659221,0.0587199,0.0142108,0.0465212,0.00935609,0.0236552,0,0,0.0388932,0,0.0226789,0.0262141,0.0545384,0.0510832,0.0181245,0.0153226,0.0190793,0.0261765,0.0218708,0.0596613,0.0219216,0.0223766,0.0201214,0.0170316,0.0249674,0.022509,0.0591743,0.0161717,0.0141928,0.0104639,0.0316229,0.0118485,0,0,0,0,0,0,0,0,0
151,0.0217647,0.0306068,0.020773,0.0125933,0.0143835,0.00543109,0,0,0.0111802,0,0.0226529,0.0113668,0.042592,0.0192756,0.0212331,0.0132553,0.0235135,0.0143981,0.00432243,0.0045339,0.0116597,0.0468691,0.0142478,0.0123597,0.0135983,0.0168814,0.0213537,0.0121027,0.011404,0.00676081,0.0482065,0.0139718,0.0389859,0.00901183,0.0233596,0,0,0.0391141,0,0.0227603,0.0264869,0.0551367,0.0424686,0.0182692,0.0140263,0.0191314,0.0258467,0.0197252,0.0588789,0.0190223,0.0192704,0.0178071,0.0143602,0.0209939,0.0191312,0.0493443,0.0164214,0.0139059,0.0108057,0.0314071,0.012195,0,0,0,0,0,0,0,0,0
152,0.0213065,0.030304,0.0188645,0.0124901,0.013642,0.00528081,0,0,0.0115139,0,0.0226334,0.0115485,0.0422057,0.0191826,0.021437,0.0122945,0.0233929,0.0147213,0.00448422,0.00441452,0.0107209,0.0474154,0.0142851,0.0125536,0.0135523,0.0164392,0.0191537,0.012491,0.0113532,0.00688668,0.0362911,0.0139398,0.0302912,0.00868483,0.0229712,0,0,0.0393153,0,0.0228579,0.0267278,0.0557227,0.0326373,0.0185405,0.0132587,0.019258,0.0253355,0.0174676,0.0579516,0.0160987,0.0159743,0.0152914,0.0117697,0.0165749,0.0152838,0.0379011,0.0166683,0.0137189,0.010999,0.0311126,0.0125639,0,0,0,0,0,0,0,0,0
153,0.0209144,0.0300742,0.0169288,0.0124141,0.012945,0.00521457,0,0,0.0117813,0,0.022643,0.0116456,0.0418421,0.0190349,0.021657,0.0114328,0.023309,0.0150129,0.00479413,0.0046189,0.00978023,0.0479918,0.0144958,0.0129109,0.0135718,0.0159962,0.0166984,0.012761,0.0113306,0.00696929,0.025206,0.0139366,0.0217189,0.00838392,0.0226176,0,0,0.0394718,0,0.0228685,0.0268336,0.0561624,0.0238167,0.0188715,0.0132418,0.0194676,0.0247718,0.0151348,0.0570358,0.0137949,0.0131913,0.012788,0.0100005,0.0122443,0.0116195,0.026913,0.0168815,0.0131929,0.01107,0.0308032,0.0129552,0,0,0,0,0,0,0,0,0
154,0.0207465,0.0298754,0.0151913,0.0124247,0.0124627,0.00509264,0,0,0.0119967,0,0.0227889,0.0117137,0.0414661,0.0190723,0.0218278,0.0107796,0.0231496,0.0153092,0.00523984,0.0051373,0.00897728,0.0486029,0.014852,0.0134362,0.0136712,0.0154921,0.0139126,0.0129418,0.0114007,0.00708093,0.0168509,0.0139578,0.0155105,0.00794974,0.022291,0,0,0.0396418,0,0.022796,0.026908,0.0564193,0.0177017,0.0192584,0.0136632,0.0196469,0.0240969,0.0133092,0.0565076,0.0125212,0.0116685,0.0104779,0.00979981,0.00908911,0.00899101,0.0194309,0.0171087,0.0126528,0.0110667,0.0305013,0.0132014,0,0,0,0,0,0,0,0,0
155,0.0206416,0.0297082,0.0132335,0.0123536,0.0124184,0.0048151,0,0,0.0123613,0,0.0228389,0.0118688,0.0409954,0.0191127,0.0218735,0.0104855,0.0229898,0.0156838,0.00590271,0.00603173,0.00853733,0.0493187,0.0151975,0.0140779,0.0137616,0.0149027,0.0105616,0.0132721,0.0113946,0.00728099,0.0101876,0.013948,0.0118126,0.00736425,0.0219603,0,0,0.0398699,0,0.0227599,0.0269469,0.0563467,0.0139696,0.0196719,0.0139212,0.019797,0.0234633,0.0119909,0.0564399,0.0120162,0.0110129,0.00865703,0.0106569,0.00743618,0.00782227,0.0155423,0.0175007,0.0121589,0.0110933,0.0302617,0.0133505,0,0,0,0,0,0,0,0,0
156,0.0205795,0.0295894,0.0120222,0.0121452,0.0128223,0.00454552,0,0,0.0130492,0,0.0228335,0.0121518,0.0404773,0.0191761,0.021867,0.0107002,0.0228849,0.0161878,0.00668563,0.00721932,0.00856216,0.0501434,0.0153728,0.0147602,0.0138605,0.014268,0.00641682,0.0138741,0.0113059,0.00753863,0.00490041,0.0138422,0.00977764,0.00667825,0.0217429,0,0,0.0403041,0,0.0227478,0.0271547,0.05607,0.0128999,0.0201905,0.0136801,0.0198088,0.023117,0.0107345,0.056458,0.0115115,0.0100504,0.00851047,0.0114409,0.00715333,0.00860494,0.0127106,0.0179191,0.0120057,0.0113609,0.030161,0.0135226,0,0,0,0,0,0,0,0,0
157,0.0204649,0.029229,0.0124203,0.0119698,0.0137528,0.00439165,0,0,0.0139479,0,0.0230051,0.0124317,0.0399304,0.0192137,0.0218521,0.0115876,0.0226925,0.0166826,0.00730429,0.00861862,0.00918545,0.051054,0.0154437,0.0156049,0.0140274,0.0136336,0.00220777,0.0146057,0.011318,0.00775335,0.00353201,0.0136826,0.00757569,0.0058147,0.0215106,0,0,0.0409514,0,0.0227322,0.0275913,0.0559291,0.0140568,0.0208823,0.0138818,0.0195515,0.0227795,0.00968411,0.0561518,0.0112927,0.00898939,0.0101189,0.0120292,0.00768603,0.00985519,0.0100166,0.0184215,0.0120147,0.0115631,0.0299543,0.0137679,0,0,0,0,0,0,0,0,0
158,0.0203447,0.028642,0.0150291,0.0117874,0.015403,0.00439184,0,0,0.0149144,0,0.0231681,0.0126228,0.039351,0.0195109,0.0219669,0.0131571,0.0224143,0.0171011,0.00784944,0.0102818,0.0105368,0.0521684,0.0155492,0.0168229,0.0142775,0.0130599,0.00572802,0.0153111,0.0113357,0.00787423,0.00794615,0.0136392,0.00780501,0.00497777,0.0213728,0,0,0.0415447,0,0.0227305,0.0280866,0.0561129,0.0162332,0.0215956,0.0151211,0.0192036,0.0224635,0.00918162,0.055648,0.0118064,0.00850406,0.0122223,0.0125301,0.00831997,0.0108077,0.00962552,0.0189564,0.0115435,0.0116262,0.0295132,0.0141537,0,0,0,0,0,0,0,0,0
159,0.0205905,0.028062,0.0197503,0.0115717,0.018031,0.00464147,0,0,0.0157907,0,0.0232836,0.0127526,0.0387572,0.020343,0.0222705,0.015244,0.0221432,0.0174209,0.00878907,0.0122843,0.0125496,0.0535941,0.015684,0.0187051,0.0146434,0.012582,0.0121252,0.0158265,0.0113066,0.00796308,0.0115886,0.0136321,0.0095559,0.00439491,0.0214221,0,0,0.0418967,0,0.0226921,0.0284939,0.056629,0.0180898,0.0221487,0.0167565,0.0189065,0.0221534,0.00896073,0.0551922,0.0124106,0.00865546,0.0139622,0.0128011,0.00859609,0.0116783,0.0116185,0.0195441,0.0107404,0.011933,0.0289116,0.0147474,0,0,0,0,0,0,0,0,0
160,0.0207535,0.0276548,0.0260464,0.0113062,0.0216152,0.00513263,0,0,0.0165225,0,0.0232615,0.0128006,0.0381261,0.0219382,0.0227625,0.0175229,0.022065,0.017644,0.0100198,0.0146265,0.0148966,0.0553063,0.0159808,0.0216178,0.015155,0.0121946,0.0194349,0.016163,0.0112294,0.00801428,0.0133568,0.0136789,0.0110762,0.00408975,0.0214649,0,0,0.0418741,0,0.0225484,0.0286408,0.0572239,0.019464,0.0225374,0.0176309,0.0189115,0.0218355,0.00844341,0.0547426,0.0123626,0.0089696,0.0144369,0.0125524,0.00851118,0.0118408,0.014101,0.0197537,0.0101458,0.0119053,0.0283222,0.0155549,0,0,0,0,0,0,0,0,0
161,0.0209686,0.0274528,0.0330149,0.0111318,0.0256613,0.0057708,0,0,0.0170092,0,0.0233242,0.0126806,0.0375327,0.0238583,0.0233014,0.0195763,0.0222266,0.01761,0.0114057,0.0172195,0.0172082,0.0571067,0.016704,0.0254909,0.0157494,0.0119606,0.0275144,0.0164568,0.011215,0.00807797,0.0143211,0.0138133,0.0119952,0.00386874,0.0216213,0,0,0.0416136,0,0.0223158,0.0285756,0.0577548,0.0209132,0.0228887,0.0175073,0.019256,0.0216151,0.00778173,0.0541143,0.0120452,0.00924978,0.0136226,0.01185,0.00836384,0.0110841,0.0170702,0.0193522,0.00982648,0.0116882,0.0278604,0.0164197,0,0,0,0,0,0,0,0,0
162,0.0211984,0.0273509,0.0397445,0.0110911,0.0294807,0.00662427,0,0,0.0172082,0,0.0234338,0.0124676,0.0370046,0.025391,0.0236976,0.0212996,0.0226192,0.0173813,0.0128231,0.0200056,0.0193289,0.0587585,0.0176949,0.029472,0.0163049,0.0118952,0.0359262,0.0165085,0.0112015,0.00801147,0.0159467,0.0140342,0.0127319,0.00375399,0.0219041,0,0,0.0411829,0,0.0220226,0.0282811,0.0582723,0.0223874,0.023242,0.016783,0.0198605,0.0215628,0.0078144,0.0533821,0.0122772,0.00995891,0.0125092,0.0109586,0.00872003,0.0101813,0.0208124,0.0186488,0.00969921,0.0113361,0.0275508,0.0169754,0,0,0,0,0,0,0,0,0
163,0.0213819,0.0273278,0.0456568,0.0112112,0.0325014,0.00758956,0,0,0.0171709,0,0.0235391,0.0122856,0.0364826,0.0264879,0.0239069,0.0227269,0.0231567,0.0170656,0.0142249,0.0226621,0.0211473,0.0602945,0.0185638,0.0327382,0.0166794,0.0118871,0.0440642,0.016143,0.0111489,0.00774768,0.0178307,0.014347,0.0130995,0.0039626,0.0222542,0,0,0.0406796,0,0.0217406,0.0278061,0.0588624,0.0228283,0.0235229,0.0161656,0.0205488,0.021732,0.0085749,0.0529265,0.0130365,0.0109999,0.0119655,0.0102627,0.00951395,0.00990901,0.0242457,0.017765,0.00971852,0.0109083,0.0273605,0.0169606,0,0,0,0,0,0,0,0,0
164,0.0214503,0.0273755,0.0505459,0.0114464,0.0345417,0.00844498,0,0,0.0170622,0,0.0235567,0.0118272,0.0358373,0.027284,0.0239538,0.0237314,0.0235865,0.016527,0.0155034,0.024899,0.0226085,0.0617659,0.019215,0.0350374,0.0169572,0.0118012,0.0514778,0.0154472,0.011078,0.0073723,0.0192861,0.0146631,0.0131246,0.00442808,0.0226909,0,0,0.0401708,0,0.0213934,0.0272607,0.0591946,0.0223042,0.0236446,0.0161211,0.0211785,0.0222546,0.00939577,0.0530465,0.0137475,0.0117913,0.0118432,0.0100944,0.00992046,0.00999177,0.0266162,0.0169968,0.00988586,0.0104898,0.027298,0.0163436,0,0,0,0,0,0,0,0,0
165,0.0215317,0.0274192,0.0545483,0.0117122,0.0355368,0.00905321,0,0,0.0169607,0,0.0234211,0.0112547,0.0349319,0.0279968,0.0238583,0.024445,0.0237724,0.015877,0.0165646,0.0268521,0.0237096,0.0630573,0.0198352,0.0365654,0.0171054,0.0116107,0.0582878,0.0148409,0.0109662,0.00702332,0.019851,0.0149056,0.0130503,0.00484021,0.0230084,0,0,0.0397431,0,0.0210032,0.0268188,0.0591971,0.0215298,0.0236885,0.0165943,0.0215984,0.0229088,0.00992164,0.0537137,0.0142396,0.0121287,0.0116696,0.0103541,0.00961266,0.0100147,0.0278192,0.0160747,0.0103049,0.0101721,0.027271,0.0152188,0,0,0,0,0,0,0,0,0
166,0.0214825,0.0273187,0.0580219,0.0120284,0.0357436,0.00940263,0,0,0.0171183,0,0.0232326,0.0107693,0.0340209,0.0290523,0.0237523,0.0250844,0.023708,0.0151292,0.0174536,0.0286456,0.024265,0.0641513,0.0204319,0.0373872,0.0170556,0.0113844,0.0649247,0.0147974,0.0108127,0.0067344,0.0199643,0.0151168,0.0133676,0.00515703,0.0231919,0,0,0.0395487,0,0.0206702,0.0265932,0.0589463,0.0212559,0.0237,0.0171661,0.02176,0.0235627,0.0101961,0.0545531,0.0144715,0.0122504,0.0111481,0.0107424,0.00897593,0.0101472,0.0281975,0.0153795,0.01069,0.00991156,0.0272091,0.0139116,0,0,0,0,0,0,0,0,0
167,0.0212969,0.0270009,0.0610332,0.0124742,0.035617,0.00952368,0,0,0.0175411,0,0.0232663,0.010586,0.0332679,0.0303516,0.023693,0.0257497,0.0234389,0.0145737,0.0182273,0.03039,0.0242995,0.0650212,0.0209606,0.0377915,0.0170167,0.0111781,0.0720772,0.0156189,0.0106698,0.00652728,0.0200987,0.0154135,0.0139414,0.00539481,0.0232276,0,0,0.0395701,0,0.0204512,0.026562,0.0586344,0.0215783,0.0236516,0.0176497,0.0217418,0.0240256,0.0104309,0.055364,0.0144301,0.0123821,0.0105911,0.0110888,0.00853592,0.0106008,0.0286014,0.0150606,0.0109781,0.00974,0.0270379,0.0127713,0,0,0,0,0,0,0,0,0
168,0.0209529,0.0265668,0.0635679,0.0128449,0.0354311,0.00939531,0,0,0.0182791,0,0.0233319,0.0107595,0.0328248,0.0325665,0.0236587,0.0265107,0.0231186,0.0143457,0.0188242,0.0321743,0.0241799,0.065651,0.0214436,0.0380673,0.017104,0.0110629,0.0794029,0.0162515,0.0105557,0.00634149,0.0204461,0.0155833,0.0144881,0.00553292,0.0230905,0,0,0.0396796,0,0.0202323,0.0266213,0.0583191,0.0220404,0.0235305,0.0179524,0.0214258,0.0243738,0.0105686,0.0560035,0.0143369,0.0126039,0.010284,0.0113205,0.00846462,0.0109025,0.0291955,0.0150592,0.0107302,0.00968592,0.0268295,0.0119588,0,0,0,0,0,0,0,0,0
169,0.0205707,0.0261483,0.0662978,0.0130702,0.0349571,0.00926615,0,0,0.0193092,0,0.0233685,0.0112678,0.0326077,0.0355814,0.0235078,0.0274286,0.0228434,0.0144305,0.0193169,0.0340012,0.0237824,0.0659901,0.0220017,0.0383389,0.0173653,0.0108253,0.0852891,0.0168772,0.0104714,0.00618923,0.0209808,0.015616,0.0147462,0.00554965,0.0228397,0,0,0.039844,0,0.0199821,0.0267084,0.0580663,0.0221189,0.0234023,0.0181186,0.0210017,0.0244564,0.0104099,0.0563647,0.0143086,0.0129379,0.0103496,0.0115176,0.00850157,0.0106607,0.0298341,0.0150629,0.0101459,0.00972538,0.026619,0.0116094,0,0,0,0,0,0,0,0,0
170,0.0203585,0.0258478,0.0694094,0.0130867,0.0341803,0.00904007,0,0,0.0205338,0,0.0234226,0.0119799,0.0326478,0.0384232,0.0232098,0.0284593,0.02265,0.0147048,0.0198356,0.0359121,0.023347,0.0661586,0.0227232,0.038766,0.0176761,0.0105072,0.0903425,0.017566,0.010488,0.00611707,0.0216327,0.0156569,0.0148129,0.00536521,0.0226461,0,0,0.0399862,0,0.0197752,0.0267612,0.0579287,0.0216668,0.023326,0.0182364,0.020678,0.0243726,0.00986576,0.0564455,0.0143714,0.0132053,0.01072,0.0116194,0.0085208,0.0102619,0.030279,0.015305,0.00942647,0.009874,0.0263832,0.0118098,0,0,0,0,0,0,0,0,0
171,0.0203395,0.0257581,0.0724079,0.0129043,0.0332802,0.00883524,0,0,0.0216201,0,0.0237215,0.0125787,0.0329717,0.0409382,0.0229864,0.0295516,0.0226295,0.0148851,0.0204127,0.0378323,0.0229773,0.0663536,0.0236118,0.0394446,0.0180308,0.0103884,0.0954322,0.0182156,0.0106666,0.0061115,0.0222213,0.0156138,0.0148759,0.00514589,0.0226032,0,0,0.0401361,0,0.0195879,0.026927,0.0579533,0.0209851,0.0233143,0.0183017,0.0206782,0.0242563,0.00966136,0.0563067,0.0144732,0.0131046,0.0112459,0.0115463,0.00845212,0.0100957,0.030412,0.0157171,0.00879681,0.010122,0.0262301,0.0124835,0,0,0,0,0,0,0,0,0
172,0.0203034,0.0257955,0.0754036,0.0126211,0.0328773,0.00867867,0,0,0.0226074,0,0.0241084,0.0131509,0.0334846,0.0435083,0.0227678,0.0307026,0.0225818,0.0151606,0.0211175,0.0396812,0.0228002,0.0667676,0.0246155,0.0404415,0.0183823,0.0106259,0.100785,0.0191833,0.0108783,0.00618181,0.0226108,0.0156116,0.0149468,0.00502994,0.0222557,0,0,0.0401434,0,0.019443,0.0271112,0.0579813,0.0204529,0.0233329,0.0183687,0.0205284,0.0242981,0.0096859,0.0561335,0.0145601,0.0128976,0.0116754,0.0114454,0.00850403,0.0101668,0.0304991,0.0158501,0.00810342,0.0103295,0.0261672,0.0134217,0,0,0,0,0,0,0,0,0
173,0.0204115,0.0259071,0.0790036,0.0123925,0.0330404,0.00857789,0,0,0.023334,0,0.0244396,0.0133898,0.0340271,0.0460703,0.0224596,0.0317646,0.0224212,0.0154437,0.0219061,0.041438,0.022704,0.0673194,0.0255505,0.0416723,0.0186131,0.0112109,0.106205,0.0200863,0.0109785,0.00611582,0.022915,0.0156649,0.0149051,0.00506662,0.0223069,0,0,0.0400377,0,0.0192609,0.0270238,0.0579311,0.0201916,0.0232771,0.0184766,0.0200604,0.0246125,0.00977373,0.0560142,0.0146706,0.013126,0.0118616,0.0112555,0.00861659,0.0102607,0.0308707,0.0159851,0.00748661,0.0105408,0.0262137,0.0145182,0,0,0,0,0,0,0,0,0
174,0.0207329,0.0260392,0.0827265,0.012169,0.0339439,0.00855937,0,0,0.0240828,0,0.024686,0.0134719,0.034481,0.0485211,0.0221157,0.0327074,0.0222964,0.015585,0.0224283,0.0432778,0.0226878,0.0678902,0.0264472,0.0431322,0.0187949,0.0119985,0.111764,0.0207816,0.0109801,0.00595804,0.0230072,0.0157456,0.0146097,0.00507699,0.0227621,0,0,0.0397994,0,0.0190418,0.0268037,0.0579661,0.0197439,0.0231951,0.0186261,0.0196524,0.0249354,0.0101679,0.056078,0.0148682,0.0134463,0.0118544,0.0109351,0.00872573,0.0100956,0.0312055,0.0159432,0.00706942,0.0107296,0.0262361,0.015422,0,0,0,0,0,0,0,0,0
175,0.0211832,0.0262418,0.086588,0.0119587,0.0354116,0.00862394,0,0,0.0248846,0,0.0248689,0.0135249,0.03481,0.0506671,0.0218373,0.0334927,0.0224037,0.0157376,0.0225679,0.044816,0.0227063,0.0683321,0.0272897,0.0447943,0.0190344,0.0128677,0.116969,0.0212217,0.0109946,0.005877,0.0227903,0.0158137,0.0140081,0.00481837,0.0233755,0,0,0.0394114,0,0.0188425,0.0265309,0.0581973,0.0186958,0.0231909,0.0187235,0.0193455,0.025322,0.0106394,0.0564332,0.0152389,0.0137996,0.01183,0.0105551,0.00876386,0.00991231,0.0310403,0.0159755,0.00685502,0.0108106,0.0262792,0.0158731,0,0,0,0,0,0,0,0,0
176,0.0217752,0.0264943,0.0905633,0.0118171,0.0372077,0.00843816,0,0,0.0254812,0,0.024965,0.0135215,0.0350224,0.0523697,0.0215526,0.0340743,0.0224291,0.0157429,0.0228633,0.0458416,0.0227808,0.0685434,0.0279465,0.0463965,0.0193196,0.0138046,0.121852,0.0215851,0.0109404,0.00580949,0.0225387,0.0159259,0.0134934,0.004665,0.0239669,0,0,0.0390417,0,0.0186389,0.0264119,0.0582964,0.0177606,0.0231802,0.0187076,0.0190011,0.0260207,0.0109206,0.0567767,0.0155699,0.0140948,0.0118076,0.0101835,0.00880888,0.00988145,0.0308349,0.0159267,0.00679426,0.0108946,0.026325,0.0160649,0,0,0,0,0,0,0,0,0
177,0.0224791,0.0268665,0.0944342,0.011772,0.0389662,0.00815357,0,0,0.0258427,0,0.024959,0.0135024,0.0351073,0.0537488,0.0212131,0.0344676,0.0223918,0.0157365,0.0233386,0.046415,0.0228677,0.0685926,0.0284256,0.0478443,0.0195113,0.0146872,0.125808,0.0219868,0.0108019,0.00583175,0.0223277,0.0160649,0.0131209,0.00455376,0.0245565,0,0,0.0386609,0,0.0183795,0.0261974,0.0582977,0.0170203,0.0231352,0.0186115,0.0185582,0.0270775,0.0115045,0.0570185,0.0157506,0.0143047,0.0118569,0.00986742,0.00890222,0.00992346,0.0304792,0.0156353,0.00665587,0.0110105,0.0264604,0.016222,0,0,0,0,0,0,0,0,0
178,0.0232661,0.0273249,0.0974128,0.0117788,0.0405626,0.00792485,0,0,0.0261141,0,0.0248876,0.0135672,0.0350705,0.0547502,0.0208489,0.0346138,0.0223358,0.0157524,0.0236665,0.0465659,0.0228666,0.0683989,0.0286864,0.0490312,0.0196009,0.015427,0.128761,0.0223384,0.0106497,0.00606887,0.0220079,0.0162647,0.0127391,0.00442679,0.0253853,0,0,0.0380583,0,0.0181921,0.0258462,0.0583101,0.0163022,0.0230867,0.0185671,0.0180565,0.0281991,0.0117829,0.057203,0.0158554,0.01443,0.0121192,0.00959132,0.00907162,0.00977746,0.0298688,0.0152012,0.00650448,0.0109922,0.0266458,0.0163927,0,0,0,0,0,0,0,0,0
179,0.024271,0.0278682,0.0996491,0.0118309,0.0416967,0.00779454,0,0,0.0262408,0,0.0248019,0.0136926,0.035166,0.0551161,0.0205201,0.0342586,0.0224148,0.0156758,0.0237473,0.0461249,0.0229796,0.0681281,0.0287847,0.0498432,0.0196624,0.0159573,0.13083,0.0224136,0.0104936,0.00649279,0.0214223,0.0164859,0.0122223,0.00426297,0.0264133,0,0,0.0373242,0,0.018009,0.0254763,0.0582869,0.0154087,0.0230563,0.0185713,0.0176146,0.0293551,0.0120321,0.0573971,0.0159016,0.0144653,0.0124509,0.00938856,0.00921681,0.00979192,0.0288705,0.0148021,0.00643188,0.0110121,0.0269128,0.0166859,0,0,0,0,0,0,0,0,0
180,0.0254118,0.0284807,0.101195,0.011923,0.0424358,0.00773398,0,0,0.026305,0,0.0247215,0.0137649,0.0354121,0.0548633,0.020292,0.0334504,0.0225928,0.0155094,0.023759,0.0451524,0.0233007,0.0677996,0.0285025,0.0499193,0.0196617,0.0162914,0.131981,0.0224246,0.0103404,0.006958,0.0204652,0.0166999,0.0116314,0.00409694,0.027521,0,0,0.0365317,0,0.0178872,0.0250077,0.0581927,0.0145055,0.0230122,0.0185406,0.0172533,0.0306051,0.0122529,0.0575912,0.0158869,0.0144696,0.0128115,0.00918604,0.00927789,0.0100821,0.0273808,0.0144187,0.00641782,0.0108768,0.0272624,0.0171977,0,0,0,0,0,0,0,0,0
