Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,LGTR,LTHII
115,0.000802001,0.00108853,0.0378001,0.0158651,0.0254953,0.00380591,0,0,0.00602263,0,0.022881,0.00232251,0.0213267,0.0222143,0.0152337,0.00287419,0.00193469,0.00980594,0.0158456,0.0499147,0.00870492,0.0124436,0.0148984,0.0218724,0.0405175,0.00435952,0.00982289,0.00139874,0.0355661,0.0198149,0.00972608,0.00841346,0.00231906,0,0,0.00547722,0,0.0185746,0.00072466,0.0654738,0.034002,0.0267575,0.0158722,0.00356976,0.00230928,0.0117425,0.0480108,0.0127174,0.0216884,0.023692,0.01256,0.0145919,0.0325136,0.0471826,0.00484328,0.00180211,0.000502836,0.00157965,0.00201653,0,0,0,0,0,0,0,0,0,0,0.045742,0.0130498
116,0.000863728,0.00103423,0.0314465,0.0160158,0.0225324,0.00383634,0,0,0.0060145,0,0.0229976,0.00232022,0.0184752,0.0221138,0.0122956,0.00286869,0.00196163,0.00850343,0.0136045,0.0487324,0.00913266,0.0119949,0.0145274,0.0213501,0.0335173,0.00455629,0.00981796,0.00151448,0.0368332,0.0197875,0.00982499,0.00852269,0.00214204,0,0,0.00564382,0,0.0185997,0.000740802,0.0653519,0.0344201,0.0266485,0.0163074,0.00364854,0.0025492,0.0120572,0.0478128,0.0130102,0.0220935,0.0240944,0.0124561,0.014797,0.0329215,0.0485724,0.00483279,0.00183306,0.000616152,0.0016005,0.00176023,0,0,0,0,0,0,0,0,0,0,0.0463588,0.0108185
117,0.00106972,0.000983586,0.025492,0.0159232,0.0198196,0.00337541,0,0,0.00594024,0,0.0230596,0.00214733,0.0154427,0.0222819,0.00998418,0.00275371,0.00185667,0.00737312,0.0113426,0.0476564,0.00996745,0.0118187,0.0140018,0.0207752,0.0263951,0.00475585,0.00983478,0.00152159,0.0377424,0.0197738,0.00975812,0.00834203,0.0019939,0,0,0.00591074,0,0.0185998,0.000737423,0.0652928,0.0345866,0.0264892,0.0166491,0.00366082,0.00273165,0.0122952,0.0475415,0.0132662,0.0224172,0.0244092,0.0124549,0.0148402,0.0330941,0.0496597,0.00479824,0.00176826,0.00063253,0.00147825,0.00130913,0,0,0,0,0,0,0,0,0,0,0.0468953,0.00932876
118,0.00130434,0.001008,0.0200332,0.0157624,0.0173413,0.00261583,0,0,0.00621334,0,0.0231079,0.00216902,0.0124852,0.0226353,0.00941412,0.00266455,0.00171052,0.00633616,0.00926663,0.0467517,0.0111334,0.0121145,0.0132645,0.0201264,0.0198083,0.00488067,0.00988474,0.00153079,0.0383447,0.0198183,0.00965526,0.00811001,0.00189732,0,0,0.0064404,0,0.018619,0.000850244,0.0652751,0.0346351,0.0263497,0.0169476,0.00360869,0.00297878,0.0125484,0.0472639,0.0134414,0.0227086,0.0246197,0.0125055,0.0148614,0.0332093,0.0506357,0.00495583,0.00179747,0.000573875,0.00140164,0.000832069,0,0,0,0,0,0,0,0,0,0,0.0473193,0.00869039
119,0.00148722,0.00113069,0.0156135,0.0156655,0.0145729,0.00176087,0,0,0.00645581,0,0.023185,0.00216891,0.00991669,0.0232012,0.0114116,0.00266488,0.00158803,0.00589343,0.00842451,0.0460834,0.012499,0.0128287,0.0124212,0.0193912,0.0144061,0.00504398,0.00991445,0.00153897,0.038645,0.0198755,0.00950541,0.00778786,0.00188598,0,0,0.00707141,0,0.018637,0.000962029,0.0652574,0.0345791,0.0261045,0.0171328,0.0035135,0.00329931,0.0127516,0.04695,0.0135559,0.0229133,0.024685,0.0126219,0.0149061,0.0331978,0.0513859,0.00515028,0.00187264,0.000450466,0.00135864,0.00102153,0,0,0,0,0,0,0,0,0,0,0.0476755,0.00925034
120,0.00170086,0.00127464,0.0123353,0.0157507,0.011843,0.00126496,0,0,0.00546041,0,0.0233501,0.00129195,0.00929215,0.0238908,0.0152739,0.00269922,0.00115028,0.00702142,0.00996183,0.0457991,0.0137517,0.0138113,0.0117275,0.0185424,0.0104741,0.00473812,0.00987502,0.00129885,0.0387479,0.0198928,0.00941831,0.00713124,0.00212433,0,0,0.00745485,0,0.0185529,0.000929085,0.065245,0.034517,0.0255488,0.0171951,0.00339773,0.00362431,0.0129366,0.0465898,0.0135975,0.0230802,0.0246426,0.0127761,0.0148848,0.0330848,0.0518319,0.00501411,0.00184025,0.000294005,0.00140478,0.00159958,0,0,0,0,0,0,0,0,0,0,0.0479365,0.0113105
121,0.00176484,0.00150831,0.010811,0.0153449,0.0104058,0.0017927,0,0,0.0066453,0,0.0232707,0.00205379,0.0113807,0.0246956,0.019364,0.00280651,0.0013256,0.00952379,0.0131778,0.045977,0.0148932,0.0146325,0.0109631,0.0175832,0.00776886,0.00540096,0.00988377,0.0014749,0.0387013,0.0199089,0.00934584,0.00651398,0.00214295,0,0,0.00854099,0,0.0186429,0.00140818,0.0652777,0.0344278,0.0249109,0.0171418,0.00330529,0.00417536,0.0131126,0.0461372,0.0135747,0.0232085,0.0244608,0.0130359,0.0147396,0.0328672,0.0520348,0.00574918,0.00219977,0.000211114,0.00168654,0.001976,0,0,0,0,0,0,0,0,0,0,0.0481232,0.0142042
122,0.0019358,0.00171383,0.00970878,0.0152446,0.00922928,0.00279628,0,0,0.00601077,0,0.0234232,0.00149201,0.0141106,0.0255068,0.0219828,0.00302975,0.00108337,0.0124952,0.0161204,0.0466994,0.0161028,0.014998,0.00921117,0.0150816,0.00833071,0.00518322,0.0098464,0.00120153,0.0387198,0.0199454,0.00913957,0.00633706,0.00248317,0,0,0.00900947,0,0.0185267,0.00154991,0.0653669,0.0342468,0.0244662,0.0169572,0.0034834,0.00470876,0.0133101,0.0456811,0.0134308,0.0232852,0.0242443,0.0133446,0.0145101,0.0325829,0.0520221,0.00604774,0.00232908,0.000219405,0.00190081,0.00265149,0,0,0,0,0,0,0,0,0,0,0.04822,0.0169186
123,0.00193286,0.00196224,0.0218116,0.0149953,0.0184008,0.00424751,0,0,0.00635537,0,0.0234708,0.0018199,0.0266905,0.0265645,0.0235989,0.00311122,0.000958821,0.0165712,0.0191788,0.0480426,0.0192129,0.0182564,0.0132486,0.00945677,0.0271945,0.00542967,0.00991671,0.00117215,0.0384507,0.0199052,0.00945626,0.00617657,0.00266172,0,0,0.0100502,0,0.018641,0.00196359,0.065473,0.0346721,0.0237024,0.0167186,0.00359423,0.00517254,0.013528,0.0453866,0.0133276,0.0234542,0.0239974,0.0137559,0.0144535,0.0323804,0.0522779,0.00696601,0.00269941,0.000323691,0.00221888,0.00299141,0,0,0,0,0,0,0,0,0,0,0.0482732,0.0201251
124,0.00216356,0.00211072,0.0365804,0.0149065,0.0308675,0.00525567,0,0,0.00619273,0,0.0234957,0.00167196,0.0412317,0.0274644,0.0254978,0.00332975,0.000912291,0.0218128,0.0229141,0.0499509,0.0224436,0.0225172,0.020176,0.00912545,0.0434546,0.00538798,0.00989797,0.00106542,0.0381698,0.0198779,0.00970869,0.00621566,0.00301663,0,0,0.0107199,0,0.0185733,0.00215052,0.0656044,0.0350531,0.0232,0.016305,0.00374332,0.00561221,0.0136631,0.0451543,0.0130651,0.0234787,0.0237799,0.0140605,0.0143778,0.0320464,0.0523706,0.00754405,0.00300093,0.00048081,0.00261244,0.00333323,0,0,0,0,0,0,0,0,0,0,0.048119,0.0239213
125,0.00241413,0.00219693,0.0492285,0.0147431,0.0413711,0.00595043,0,0,0.0060619,0,0.0234209,0.00143487,0.0535763,0.0281335,0.027272,0.00348634,0.000993055,0.0262111,0.0266274,0.0518586,0.0250603,0.0262539,0.0261069,0.0118241,0.0564657,0.00544955,0.00985537,0.000953051,0.0376617,0.0198071,0.0101639,0.00636115,0.0033663,0,0,0.0113103,0,0.0184678,0.00236112,0.0655668,0.0356259,0.0227041,0.0158485,0.0038147,0.00601201,0.0137443,0.0449812,0.012798,0.0234418,0.0234845,0.0143683,0.0143751,0.0318704,0.0523659,0.00805924,0.00330368,0.000645436,0.00294606,0.00358956,0,0,0,0,0,0,0,0,0,0,0.0477708,0.0271883
126,0.00260564,0.00228396,0.0584577,0.0146197,0.0488378,0.00628791,0,0,0.00609175,0,0.0233906,0.00147537,0.0619874,0.0285095,0.0285758,0.00356155,0.00118253,0.0291208,0.0289934,0.0532503,0.0263834,0.0285532,0.0298388,0.013975,0.0655428,0.00547265,0.00983204,0.000873962,0.0370938,0.0197099,0.0108065,0.00663986,0.00368939,0,0,0.011808,0,0.0183241,0.00262188,0.0654889,0.0364161,0.022342,0.015333,0.00380045,0.00639026,0.0137755,0.0449341,0.0124283,0.0232982,0.0232251,0.0145923,0.0144591,0.0317758,0.0521188,0.00843913,0.00363146,0.000887857,0.00311673,0.00379471,0,0,0,0,0,0,0,0,0,0,0.0473951,0.0290032
127,0.00281439,0.00232799,0.0629721,0.0145189,0.0522882,0.00614825,0,0,0.00622368,0,0.0232855,0.00147805,0.0658467,0.028484,0.0292581,0.0035259,0.00134679,0.0301523,0.0299148,0.0537485,0.0263239,0.0291731,0.0309319,0.0143078,0.0699785,0.00546728,0.00975843,0.000894028,0.0363785,0.0196185,0.0114245,0.00695711,0.00392542,0,0,0.0121014,0,0.0181494,0.00263869,0.065398,0.0370479,0.0220876,0.0147009,0.00378239,0.00668515,0.0136939,0.0450175,0.0119247,0.0230243,0.0229316,0.0147055,0.0145286,0.031581,0.0517411,0.00862704,0.00392658,0.00122409,0.00321325,0.00397353,0,0,0,0,0,0,0,0,0,0,0.0472807,0.0296843
128,0.002905,0.00237137,0.0620969,0.0143037,0.0509598,0.00567219,0,0,0.00644251,0,0.0231206,0.00173535,0.0643978,0.0280889,0.0293732,0.00340919,0.00151504,0.0297169,0.0299172,0.0532155,0.0254739,0.0284557,0.0293933,0.0128279,0.0688405,0.00559878,0.00968352,0.000997012,0.0355189,0.0194933,0.0120635,0.00722136,0.00404071,0,0,0.0124368,0,0.0180006,0.00268853,0.0652871,0.0375229,0.0219459,0.0139658,0.00369806,0.0069102,0.0133949,0.0452387,0.0113091,0.0225898,0.0225845,0.0146704,0.0146328,0.0314171,0.0513413,0.00891129,0.00431714,0.00152836,0.00329691,0.00404718,0,0,0,0,0,0,0,0,0,0,0.0475016,0.0294102
129,0.00292918,0.00242237,0.0562941,0.0141633,0.0455304,0.00499968,0,0,0.00667311,0,0.0230475,0.00183149,0.0578452,0.0274164,0.0289415,0.00325634,0.00159281,0.0286326,0.0292533,0.0518871,0.0241669,0.0265165,0.0258617,0.0101833,0.0624424,0.00576594,0.00964655,0.00106617,0.0344061,0.0193557,0.0128807,0.00741406,0.00401635,0,0,0.0127738,0,0.017869,0.00277162,0.0651318,0.0378973,0.0220338,0.0131696,0.00351924,0.00697499,0.0129317,0.0456215,0.0106323,0.0219785,0.0220777,0.0145248,0.0147925,0.0311569,0.0505295,0.00914473,0.00477965,0.00187337,0.00332898,0.00406864,0,0,0,0,0,0,0,0,0,0,0.0479064,0.0279011
130,0.00295183,0.00243004,0.0465549,0.0140966,0.037087,0.00437251,0,0,0.00682523,0,0.0230262,0.00177628,0.0468072,0.0266139,0.0278762,0.00307409,0.00163453,0.0273669,0.0280925,0.0502041,0.0223924,0.0235084,0.0210422,0.0073483,0.0519929,0.00590315,0.00966188,0.00110395,0.0331192,0.0192386,0.0137129,0.00747302,0.00386747,0,0,0.0129872,0,0.0177486,0.00286721,0.0649689,0.0379879,0.0223245,0.0122306,0.00324086,0.00690455,0.012347,0.0460532,0.00978176,0.0210536,0.0214804,0.0141954,0.0148931,0.0307353,0.0494344,0.00926023,0.00528372,0.00222977,0.00326532,0.00400955,0,0,0,0,0,0,0,0,0,0,0.0483647,0.0254673
131,0.00290413,0.0023503,0.0340837,0.0140701,0.0266774,0.00390223,0,0,0.00676294,0,0.0229826,0.00186357,0.0330228,0.0258839,0.0262191,0.00286352,0.00160122,0.0261069,0.0267828,0.0485863,0.020156,0.0197786,0.0155009,0.00631592,0.0386382,0.00581601,0.0097007,0.00113112,0.0317737,0.0191118,0.0145129,0.00737941,0.00364283,0,0,0.0130443,0,0.0176488,0.00300394,0.0647971,0.0377875,0.022797,0.0110953,0.00290407,0.00666002,0.0115968,0.046506,0.00881732,0.0198758,0.0207663,0.0137707,0.0149064,0.0297598,0.0484548,0.00927985,0.0058418,0.00252634,0.00311004,0.00386792,0,0,0,0,0,0,0,0,0,0,0.0488627,0.0227649
132,0.00268102,0.00222286,0.0213849,0.0140698,0.0152036,0.00363581,0,0,0.00649969,0,0.0229839,0.00188583,0.0199718,0.0252274,0.024402,0.00269534,0.00151274,0.0248374,0.0256062,0.0471454,0.0174718,0.0154321,0.00973118,0.00877225,0.0237258,0.00560354,0.00978635,0.00111094,0.0304413,0.0189953,0.0152001,0.00709713,0.00332726,0,0,0.0130509,0,0.0175926,0.0030325,0.0646351,0.0371653,0.023293,0.00970874,0.00263083,0.00621559,0.0106212,0.0469347,0.00774775,0.018274,0.0198429,0.0132836,0.0148446,0.0282738,0.0476993,0.0091797,0.0064207,0.00280133,0.0028013,0.00361209,0,0,0,0,0,0,0,0,0,0,0.0492515,0.0202093
133,0.00215263,0.00204174,0.0128242,0.0140893,0.0055775,0.00379729,0,0,0.0061201,0,0.0228889,0.00170155,0.0123514,0.0245431,0.0229333,0.00267983,0.00153031,0.0233198,0.0248487,0.0459461,0.0144608,0.0110583,0.00567583,0.0127089,0.0116418,0.0053246,0.00976044,0.00112426,0.0292951,0.0188964,0.016046,0.00673581,0.00289586,0,0,0.0131619,0,0.0176486,0.00312925,0.064508,0.0360495,0.0239059,0.00813758,0.00266606,0.00565561,0.00914791,0.0474549,0.00657297,0.0161687,0.0186253,0.0127719,0.0146278,0.026505,0.0466162,0.00921858,0.00700919,0.00298377,0.00232335,0.00310641,0,0,0,0,0,0,0,0,0,0,0.049156,0.0179979
134,0.00162061,0.00182755,0.010058,0.0140377,0.00155831,0.00448578,0,0,0.0063946,0,0.0229298,0.0017257,0.0124571,0.0238674,0.0215789,0.00287055,0.00182313,0.0211827,0.023632,0.0447088,0.0118815,0.0078569,0.00574563,0.0146276,0.00848764,0.00555826,0.0097341,0.00123399,0.0282196,0.0187706,0.0166855,0.00646738,0.002628,0,0,0.0129135,0,0.0177367,0.00319295,0.0644212,0.0339471,0.0245247,0.00622639,0.00297536,0.00492203,0.00729205,0.0479996,0.00510738,0.013222,0.0168142,0.0126382,0.0138567,0.0239141,0.0455477,0.00909874,0.00755649,0.0031943,0.00185473,0.00250543,0,0,0,0,0,0,0,0,0,0,0.0486983,0.016574
135,0.0013205,0.00158595,0.00873569,0.0141951,0.00349989,0.0058746,0,0,0.00690646,0,0.0231363,0.00149027,0.0139783,0.0233773,0.020187,0.0034073,0.00185232,0.0190543,0.0216167,0.0432349,0.0112837,0.00780102,0.00783937,0.0136068,0.00850878,0.00621647,0.00965737,0.00108377,0.0270674,0.0185721,0.0172786,0.00641752,0.00299118,0,0,0.0118878,0,0.0177208,0.00305787,0.0643248,0.0309412,0.0251365,0.00422899,0.00344584,0.00426813,0.00514687,0.0486096,0.0035611,0.00945899,0.0141175,0.013044,0.0124086,0.0200092,0.0445297,0.0085538,0.00794517,0.00365969,0.00159182,0.00249265,0,0,0,0,0,0,0,0,0,0,0.0484052,0.0159815
136,0.000764726,0.001286,0.0086228,0.0138857,0.00654692,0.00761867,0,0,0.00802176,0,0.0230081,0.00258155,0.0165996,0.0231525,0.0182382,0.00406609,0.00295704,0.0172255,0.0193038,0.0422257,0.0120695,0.00888222,0.0100173,0.0125851,0.00763195,0.0072148,0.00958457,0.00168559,0.02661,0.0183176,0.0175758,0.00631713,0.00387847,0,0,0.011513,0,0.0178033,0.00370615,0.0643644,0.0271589,0.0258001,0.0028511,0.00405695,0.004025,0.00289446,0.0492456,0.00274404,0.00512944,0.0102718,0.0140569,0.0101499,0.0144543,0.0435001,0.00853665,0.00859144,0.00418467,0.00181,0.00306245,0,0,0,0,0,0,0,0,0,0,0.048603,0.0154892
137,0.00049093,0.000935929,0.00802211,0.0136388,0.00859833,0.00877807,0,0,0.00869969,0,0.0228805,0.00308233,0.0176189,0.0234777,0.0158188,0.00449698,0.00341675,0.0153791,0.016538,0.0420352,0.0125591,0.00885102,0.0106363,0.0124589,0.00583275,0.00789918,0.00942606,0.0019474,0.0280279,0.0180631,0.0170692,0.00577324,0.00490346,0,0,0.0113787,0,0.0178592,0.00462867,0.0648033,0.0205932,0.0266218,0.00321267,0.00468079,0.00435606,0.00217452,0.0495564,0.00377243,0.00181098,0.00531304,0.0153999,0.00626425,0.00690531,0.0430186,0.00860995,0.00945379,0.00483108,0.00203184,0.00394744,0,0,0,0,0,0,0,0,0,0,0.0490704,0.0143906
138,0.000505231,0.000874029,0.00736108,0.0133758,0.00917369,0.00868699,0,0,0.00930888,0,0.022884,0.00355647,0.017128,0.0241008,0.0134835,0.00423784,0.00363621,0.0127537,0.0128371,0.0420447,0.0120563,0.00792126,0.0100739,0.0128066,0.00452696,0.00843037,0.00935768,0.00216862,0.032941,0.0177969,0.0169601,0.00467115,0.00577486,0,0,0.0117057,0,0.0179163,0.00569612,0.0660113,0.0131531,0.0277525,0.00486455,0.00521259,0.00489931,0.00454842,0.0492797,0.00549051,0.00679193,0.00631912,0.017086,0.00297851,0.00870232,0.0450704,0.0088097,0.0107084,0.00546084,0.00220796,0.00477298,0,0,0,0,0,0,0,0,0,0,0.0496677,0.0121979
139,0.000963371,0.000914908,0.00681001,0.0132384,0.00875155,0.00781599,0,0,0.00942349,0,0.0229432,0.00373132,0.0155378,0.024508,0.0110094,0.00354438,0.00357029,0.00945755,0.00919346,0.0415906,0.0108845,0.00670172,0.00921311,0.0132846,0.00425609,0.00831398,0.00937026,0.00221916,0.0360246,0.0175838,0.018079,0.00343244,0.00626682,0,0,0.0118896,0,0.017948,0.00651064,0.0668155,0.0142241,0.0287556,0.00619172,0.00537045,0.00522522,0.0065002,0.0493893,0.00665692,0.0107727,0.0111524,0.0184244,0.00690279,0.0160464,0.0472435,0.00881238,0.0113637,0.00592977,0.00233396,0.00510185,0,0,0,0,0,0,0,0,0,0,0.0501365,0.0100876
140,0.00176008,0.00083154,0.00670013,0.0132386,0.00829333,0.00664591,0,0,0.00903366,0,0.0229948,0.00359584,0.0138567,0.024485,0.00849372,0.0026003,0.00329194,0.00741421,0.00769612,0.0410312,0.00941988,0.00547131,0.00828514,0.0138001,0.0046387,0.00782871,0.00941789,0.00209521,0.0370757,0.0174638,0.0177787,0.00242619,0.00629488,0,0,0.0114501,0,0.0179602,0.00666831,0.0673034,0.0167024,0.0293869,0.00696987,0.00555203,0.00514179,0.0078236,0.0497179,0.00718384,0.0134129,0.0142207,0.0196277,0.00971674,0.0203356,0.0476661,0.00844029,0.011853,0.00604183,0.00227869,0.00471654,0,0,0,0,0,0,0,0,0,0,0.0503504,0.00878179
141,0.00236533,0.000662245,0.00747997,0.0134692,0.00844815,0.00540183,0,0,0.00844866,0,0.0230283,0.00332229,0.0129189,0.0239763,0.00641708,0.00173828,0.00284923,0.00698218,0.00786692,0.0409246,0.0079976,0.00452177,0.00715962,0.0140918,0.00607434,0.00725226,0.00949219,0.00186682,0.0367099,0.0175032,0.0168076,0.00227336,0.00575258,0,0,0.0104506,0,0.0179185,0.00607628,0.0676407,0.0200985,0.029551,0.00731946,0.00585547,0.00467765,0.00899332,0.0501659,0.00729305,0.0154066,0.0160788,0.0210124,0.0117647,0.0226514,0.0461474,0.00782252,0.0118723,0.00584386,0.0019835,0.00402219,0,0,0,0,0,0,0,0,0,0,0.0505489,0.00799853
142,0.00230678,0.000586264,0.00959067,0.0141513,0.00946376,0.00444529,0,0,0.00757721,0,0.0229301,0.00318672,0.013006,0.0229461,0.00525624,0.00164808,0.00232298,0.00659006,0.00778623,0.0412362,0.00694647,0.00418719,0.00620839,0.0140387,0.00825055,0.00631766,0.00964988,0.00157122,0.0366426,0.0177444,0.0169037,0.00304303,0.00464167,0,0,0.00932417,0,0.0178464,0.00477441,0.06735,0.0216938,0.0294458,0.00886747,0.00602946,0.00397598,0.0111079,0.0513222,0.00740952,0.0174354,0.018027,0.0223589,0.0136769,0.0239913,0.0436203,0.0073767,0.0112857,0.0052348,0.0014567,0.00339714,0,0,0,0,0,0,0,0,0,0,0.050768,0.00734907
143,0.00209954,0.00107195,0.0112035,0.0149516,0.0107363,0.00375569,0,0,0.00697367,0,0.0229337,0.00264762,0.0135237,0.0221093,0.00490071,0.00192695,0.00227937,0.00578669,0.00701194,0.0419873,0.00612698,0.00433308,0.00567363,0.0139291,0.0106,0.00575151,0.00984982,0.00126359,0.0342621,0.0180801,0.0152606,0.00375297,0.00362754,0,0,0.00832582,0,0.0177054,0.00337055,0.0678759,0.0263953,0.0293535,0.00771493,0.0062805,0.00378802,0.0116527,0.0514871,0.00689277,0.0181854,0.0177227,0.0234055,0.0142018,0.0238914,0.0393166,0.00766727,0.0101783,0.00445017,0.00118381,0.00308565,0,0,0,0,0,0,0,0,0,0,0.0507112,0.00633173
144,0.00140428,0.00142863,0.0129212,0.01506,0.011853,0.00314082,0,0,0.00612528,0,0.0226896,0.00218334,0.0136327,0.0210833,0.00554262,0.00207438,0.00217707,0.00483204,0.00607548,0.0427175,0.00533742,0.00450286,0.00536007,0.0140174,0.0124704,0.00427463,0.0096793,0.0010704,0.0325482,0.0185652,0.0141796,0.00514475,0.00267335,0,0,0.00776796,0,0.0176436,0.00228135,0.0665914,0.0290992,0.0295533,0.0120419,0.00593021,0.00410841,0.0151715,0.05365,0.0097232,0.0212202,0.019536,0.0247257,0.0156141,0.0240093,0.0338788,0.0084925,0.00888018,0.00334828,0.0010783,0.00190732,0,0,0,0,0,0,0,0,0,0,0.0504539,0.00502489
145,0.00114766,0.00152727,0.0136841,0.0155262,0.0126957,0.00265361,0,0,0.00541288,0,0.0223214,0.00194012,0.0139775,0.020546,0.00709068,0.00129905,0.00247739,0.00377568,0.00599305,0.0435457,0.00493699,0.00476852,0.00537445,0.0141725,0.0128677,0.00291549,0.00947259,0.00134356,0.0250944,0.0191998,0.0112165,0.00467625,0.00252732,0,0,0.0076873,0,0.0176631,0.00255904,0.0632165,0.0317554,0.0286352,0.0171453,0.00478979,0.00497443,0.0171446,0.0580611,0.0153815,0.0210813,0.0138349,0.022483,0.00972547,0.0139218,0.0225712,0.00947409,0.00713057,0.00194725,0.000820222,0.00125368,0,0,0,0,0,0,0,0,0,0,0.0497082,0.00386379
146,0.00160669,0.00159612,0.0143693,0.0157911,0.0133668,0.00288534,0,0,0.00543361,0,0.0221474,0.0022396,0.0141214,0.0197667,0.00767601,0.00189727,0.00281763,0.00324614,0.0059023,0.0441466,0.00446925,0.00412416,0.00562699,0.0146475,0.0141178,0.00276766,0.00931929,0.00155659,0.0317192,0.0197291,0.0133379,0.00652835,0.00287876,0,0,0.00642413,0,0.0176964,0.00272276,0.0644585,0.0329666,0.0296569,0.0205179,0.00492221,0.00532839,0.0220012,0.0580895,0.0181811,0.0287477,0.0229349,0.0284063,0.0185808,0.0248862,0.0249142,0.00914332,0.00492056,0.000967848,0.00135647,0.0022888,0,0,0,0,0,0,0,0,0,0,0.0489134,0.00353619
147,0.0025149,0.00171492,0.0129567,0.0162412,0.0141126,0.00285735,0,0,0.0050726,0,0.0219392,0.00246243,0.0162377,0.0198023,0.00918343,0.00144199,0.0031616,0.00492946,0.00864507,0.0446815,0.00463869,0.00444973,0.00636419,0.0148039,0.0122306,0.00234271,0.0092761,0.0016607,0.0282423,0.0203561,0.0167661,0.00574713,0.00315976,0,0,0.00563448,0,0.0178553,0.003533,0.0614452,0.0348587,0.0283498,0.0258531,0.00380324,0.00572508,0.0242542,0.0628139,0.0241083,0.0285804,0.0161659,0.0236194,0.0100475,0.0138228,0.0232113,0.00871132,0.00232401,0.00116786,0.00127746,0.00373046,0,0,0,0,0,0,0,0,0,0,0.0470309,0.00509074
148,0.00300847,0.00178679,0.0120217,0.016373,0.0144959,0.00358093,0,0,0.00486103,0,0.0218256,0.00253597,0.0176103,0.0198678,0.00924924,0.00156921,0.00328786,0.00598506,0.00986251,0.0450147,0.00476099,0.00428602,0.00677763,0.0149495,0.0110598,0.00226883,0.00921876,0.00165515,0.0339582,0.0208609,0.0244924,0.0055244,0.00322684,0,0,0.00384414,0,0.0180412,0.00354228,0.0611721,0.0395372,0.02795,0.0284595,0.00346637,0.00557616,0.0263285,0.0646445,0.0268899,0.0304981,0.0154994,0.023211,0.0107095,0.0129212,0.0310227,0.00713273,0.00154012,0.00231375,0.00111593,0.0042611,0,0,0,0,0,0,0,0,0,0,0.0461675,0.00598032
149,0.00337034,0.00170428,0.0112382,0.0164333,0.0145811,0.00421711,0,0,0.00407036,0,0.0217721,0.00226193,0.0180617,0.0200651,0.00874095,0.00179119,0.00333621,0.00598592,0.00985885,0.0451457,0.00485363,0.00407229,0.00691216,0.0149517,0.010119,0.00234366,0.00915263,0.00158432,0.0381879,0.0213028,0.0258457,0.00556033,0.00321966,0,0,0.00203072,0,0.0182905,0.00321697,0.0615699,0.0366163,0.02787,0.0298893,0.00336378,0.00524478,0.0279262,0.0651839,0.0282771,0.032758,0.0168229,0.0234518,0.0112082,0.0142054,0.0368535,0.00501938,0.00405831,0.0034851,0.000766554,0.00410942,0,0,0,0,0,0,0,0,0,0,0.04605,0.00620274
150,0.00375077,0.00151327,0.0102229,0.0164712,0.0144783,0.00445335,0,0,0.00276464,0,0.0217572,0.00179641,0.0179128,0.0204116,0.00843035,0.00203916,0.0034043,0.0060038,0.00962038,0.0451441,0.00494771,0.00438921,0.00672946,0.0147831,0.00913142,0.00274188,0.00911101,0.00148337,0.0419621,0.0217489,0.0261842,0.00572667,0.00325513,0,0,0.0031293,0,0.0185909,0.00304787,0.0617015,0.0314466,0.0277333,0.0311289,0.00334196,0.00508664,0.0292073,0.0654572,0.0293635,0.0347977,0.0188867,0.0236419,0.0113941,0.0159501,0.0420648,0.00385449,0.00674865,0.00457445,0.000408923,0.0037768,0,0,0,0,0,0,0,0,0,0,0.0461805,0.0060224
151,0.00406577,0.00129657,0.0091008,0.0164975,0.0141625,0.00425768,0,0,0.0023975,0,0.0217304,0.00190989,0.0176858,0.0209133,0.00839654,0.00223182,0.00390225,0.00607492,0.00963478,0.0450932,0.00509272,0.00534886,0.00624281,0.0144742,0.00829155,0.005395,0.00897022,0.00122439,0.0449809,0.0221244,0.0259107,0.00589516,0.00345038,0,0,0.00681965,0,0.0186758,0.00359467,0.0617158,0.0261802,0.0275165,0.032233,0.00339853,0.00539066,0.030157,0.0655743,0.0301805,0.0367245,0.0212632,0.0238661,0.0113194,0.0181614,0.0465552,0.00625744,0.00987642,0.00511953,0.00026066,0.00358788,0,0,0,0,0,0,0,0,0,0,0.0464803,0.00549176
