Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70
9,0.00450499,0.00417075,0.0394679,0.0188301,0.0138006,0.00376352,0,0,0.0136384,0,0.0227589,0.00418543,0.0475879,0.00808265,0.0238484,0.0128368,0.00699959,0.00551787,0.00716472,0.00423271,0.0130012,0.0391585,0.0079657,0.00933045,0.00460068,0.0164466,0.0507005,0.00957353,0.00853684,0.00169008,0.0661318,0.0204938,0.0514277,0.00764156,0.00517694,0,0,0.0123131,0,0.0191368,0.00492032,0.0607797,0.0571772,0.0232286,0.0133225,0.00200776,0.00972607,0.0203919,0.0515318,0.0211695,0.0222708,0.0153435,0.0236168,0.0243248,0.0177061,0.0684342,0.0129106,0.00664785,0.0012012,0.00664906,0.00392166,0,0,0,0,0,0,0,0,0,0
10,0.00518458,0.00418806,0.0423662,0.0190547,0.0150718,0.00380681,0,0,0.0140787,0,0.0227187,0.00455287,0.0470839,0.00776996,0.0235814,0.0108376,0.00704976,0.00568339,0.00650879,0.00485037,0.0113926,0.0390803,0.00742144,0.0112903,0.00497435,0.0162033,0.05415,0.0100055,0.00846764,0.00173141,0.070181,0.0205595,0.0551164,0.00760521,0.0058596,0,0,0.0104927,0,0.0193493,0.00386519,0.0610621,0.0622453,0.0231831,0.0135203,0.00215013,0.00892629,0.0206795,0.0513273,0.0209594,0.0222659,0.0169957,0.0253769,0.0268203,0.0197,0.0726988,0.0107559,0.00703154,0.00232095,0.00673448,0.00439575,0,0,0,0,0,0,0,0,0,0
11,0.00531214,0.00424205,0.0420747,0.0190829,0.0142073,0.0038045,0,0,0.0142036,0,0.0226335,0.0047583,0.0465492,0.00825241,0.0235808,0.00979949,0.0069279,0.0056334,0.00637104,0.00566483,0.0103996,0.0390701,0.00712538,0.0116805,0.00485304,0.0160583,0.0546185,0.0101942,0.00847394,0.00177254,0.0664361,0.0206197,0.0523126,0.00702106,0.00588495,0,0,0.0109676,0,0.0194649,0.00392059,0.0614724,0.0609801,0.0230775,0.0127485,0.00214017,0.00910924,0.0197305,0.0508631,0.0192699,0.020494,0.0159277,0.0246152,0.0253981,0.0186218,0.0701707,0.0113708,0.00693529,0.00239737,0.00674562,0.00421567,0,0,0,0,0,0,0,0,0,0
12,0.005428,0.00424162,0.0410155,0.019026,0.01325,0.00383496,0,0,0.0140429,0,0.0225713,0.00475094,0.045931,0.00875528,0.0235937,0.00864766,0.00681837,0.00539429,0.00631642,0.00624446,0.00929034,0.0392686,0.00712405,0.0116458,0.00479557,0.015977,0.0542113,0.00994093,0.00845897,0.00170148,0.0572682,0.0206952,0.0457562,0.00627995,0.00586023,0,0,0.0109181,0,0.019709,0.00366683,0.061905,0.0551437,0.022885,0.0116368,0.00224658,0.00913076,0.0179558,0.0499175,0.0165678,0.0175013,0.0138089,0.0225941,0.0218971,0.0162005,0.0625473,0.0114479,0.00669974,0.00262315,0.00665158,0.00395934,0,0,0,0,0,0,0,0,0,0
13,0.0054977,0.00417629,0.0403804,0.0191288,0.0119992,0.00385182,0,0,0.0137877,0,0.0225799,0.00476264,0.0455028,0.00961852,0.0237834,0.00741061,0.00659244,0.00512149,0.00625065,0.00747994,0.00797408,0.0396716,0.00709659,0.0117027,0.00501944,0.0159854,0.0540558,0.00959874,0.00842252,0.00165507,0.045095,0.0208559,0.037345,0.00541023,0.00574159,0,0,0.0108776,0,0.0198094,0.00348766,0.0619271,0.0465895,0.0227007,0.010333,0.00237998,0.00912524,0.0156147,0.0486058,0.0134078,0.0140375,0.0111674,0.0202433,0.0172674,0.0133894,0.0515719,0.0115705,0.00674324,0.00285704,0.00638133,0.00355917,0,0,0,0,0,0,0,0,0,0
14,0.00553959,0.00401071,0.0392477,0.019233,0.0105491,0.00375505,0,0,0.0133754,0,0.0225475,0.00469217,0.0450701,0.0108096,0.0240721,0.006049,0.00634033,0.00492846,0.00643529,0.00892039,0.00645325,0.0403198,0.00726088,0.011841,0.0051114,0.0159302,0.0535484,0.00929292,0.00835897,0.00167942,0.0312802,0.0209693,0.0277774,0.00453459,0.00553498,0,0,0.0106528,0,0.019786,0.00328268,0.0625561,0.0366531,0.0228755,0.00917209,0.00252163,0.00906943,0.0131734,0.047396,0.0102508,0.0103801,0.00842878,0.0182958,0.0120486,0.0109657,0.0380809,0.0115043,0.00691558,0.00301925,0.00595538,0.00309353,0,0,0,0,0,0,0,0,0,0
15,0.00554163,0.00383046,0.0375066,0.0192907,0.00896395,0.00353471,0,0,0.0130463,0,0.0225055,0.00454356,0.0445702,0.0122314,0.0244321,0.00470753,0.00604757,0.00483594,0.00707905,0.0104089,0.0048184,0.0411852,0.00756818,0.0118085,0.00514348,0.0157346,0.0527041,0.0090607,0.00830245,0.00170396,0.0175031,0.0210145,0.0190933,0.00375943,0.00523607,0,0,0.0102922,0,0.0196474,0.00306104,0.0630202,0.0292849,0.0231503,0.00848043,0.00288556,0.00901691,0.0109549,0.0464857,0.00795793,0.00698942,0.00648854,0.0178361,0.00809344,0.0101675,0.0242583,0.0112998,0.00700761,0.00319512,0.00551424,0.00266744,0,0,0,0,0,0,0,0,0,0
16,0.00541142,0.00351095,0.0352696,0.0193486,0.00732987,0.0036179,0,0,0.0128058,0,0.0225152,0.0045158,0.0440221,0.0138032,0.0249116,0.00388997,0.0057197,0.00481191,0.00769034,0.011955,0.00358128,0.0422225,0.00785852,0.0114656,0.00525198,0.0155573,0.0517766,0.00883004,0.00825204,0.00171784,0.00614902,0.0211464,0.0144929,0.00313478,0.00485738,0,0,0.00981849,0,0.0194863,0.00281436,0.0629682,0.0262462,0.023435,0.00850521,0.00320568,0.00898009,0.00915232,0.0460747,0.00702907,0.00465091,0.00639137,0.0192217,0.0076933,0.0113457,0.0133996,0.0110161,0.00722873,0.00339871,0.00500776,0.00242715,0,0,0,0,0,0,0,0,0,0
17,0.00489243,0.00349357,0.0316642,0.0193407,0.00592892,0.00417934,0,0,0.0130782,0,0.022426,0.00479801,0.0434576,0.0160993,0.0257017,0.0049916,0.00534631,0.00439509,0.00878052,0.0138407,0.00424825,0.0433879,0.00780464,0.0110419,0.00545908,0.0154977,0.0502937,0.00853674,0.00839638,0.00170271,0.00510482,0.0199434,0.0136054,0.00252388,0.00389794,0,0,0.00965448,0,0.0198626,0.00238635,0.0626176,0.0242205,0.0239545,0.00909345,0.00306791,0.00881647,0.00757274,0.0464174,0.00670717,0.00336682,0.00835618,0.0213049,0.00894631,0.0133647,0.00880041,0.011331,0.00941384,0.0041059,0.00508767,0.00232619,0,0,0,0,0,0,0,0,0,0
18,0.00468394,0.0030739,0.0261816,0.0190405,0.0052658,0.00455529,0,0,0.0128102,0,0.0225088,0.00491073,0.0427889,0.0168647,0.0261964,0.00625467,0.00525972,0.00459772,0.00968751,0.0144953,0.00638228,0.0449811,0.00685557,0.00964127,0.00519063,0.0154376,0.0464662,0.00831872,0.00830213,0.00168534,0.0105173,0.0214423,0.0138141,0.00252681,0.00385574,0,0,0.00956796,0,0.0192616,0.00272721,0.0622279,0.0250363,0.0245035,0.00869203,0.0031143,0.00889985,0.00629781,0.0468942,0.00553796,0.00249712,0.010284,0.0231343,0.00937742,0.0138056,0.00739147,0.0109349,0.00806195,0.00340878,0.00447171,0.00288641,0,0,0,0,0,0,0,0,0,0
19,0.00420415,0.00289737,0.0195192,0.0188019,0.00638361,0.00495594,0,0,0.0120081,0,0.0224383,0.00473528,0.0421819,0.0162039,0.0267616,0.00764827,0.00507692,0.00478678,0.0102678,0.0144346,0.00908903,0.046914,0.00523946,0.00713909,0.00477194,0.0156265,0.0410685,0.00782582,0.00830812,0.00172918,0.0130048,0.0215484,0.0143821,0.0028997,0.00324757,0,0,0.00939414,0,0.0193367,0.00277956,0.0622655,0.0256618,0.0252619,0.0082013,0.002995,0.00846284,0.00626924,0.0473631,0.00701393,0.00536667,0.0104501,0.0240892,0.00972737,0.0120968,0.00857501,0.010445,0.0079234,0.00341505,0.00399911,0.00309266,0,0,0,0,0,0,0,0,0,0
20,0.00386602,0.00264754,0.0125988,0.0186412,0.00879884,0.00575377,0,0,0.0111892,0,0.0223949,0.00450189,0.0417407,0.0142795,0.0274178,0.0089132,0.00509364,0.00519443,0.0104734,0.0137755,0.0118043,0.0490299,0.00346344,0.00455254,0.00423363,0.0163122,0.0349345,0.00741044,0.00826509,0.00172331,0.0151331,0.0215691,0.0150073,0.00343557,0.00257204,0,0,0.00905221,0,0.019328,0.00269459,0.062821,0.0258522,0.0258954,0.007774,0.00316277,0.00802551,0.00725083,0.0475292,0.00974189,0.00839799,0.00952969,0.0243588,0.0093588,0.0102421,0.0117549,0.00981001,0.00771742,0.00335993,0.00333605,0.00303203,0,0,0,0,0,0,0,0,0,0
21,0.00396053,0.00238446,0.00824493,0.0184897,0.011086,0.00691974,0,0,0.0105692,0,0.0224049,0.00436102,0.0415533,0.0106451,0.0281249,0.00966122,0.00540084,0.00565163,0.00997505,0.0125344,0.0138208,0.0512248,0.0025499,0.00576304,0.00327067,0.0177783,0.0280527,0.00686212,0.00824703,0.00165996,0.0174647,0.021638,0.015596,0.00369044,0.00214884,0,0,0.00840896,0,0.0192612,0.00250603,0.0635617,0.0260868,0.0262512,0.00689581,0.00359107,0.00766394,0.00745864,0.0473754,0.010585,0.00954287,0.00853462,0.0239214,0.00835735,0.00919418,0.0153489,0.0090922,0.00757239,0.003351,0.00267783,0.00306535,0,0,0,0,0,0,0,0,0,0
22,0.0045087,0.00227212,0.0105858,0.018084,0.0123204,0.00830607,0,0,0.00994948,0,0.0223496,0.00418126,0.0414787,0.00558171,0.0288116,0.00976384,0.00612047,0.0060609,0.00855428,0.011216,0.0148411,0.0532884,0.00371822,0.00955718,0.00178432,0.0199801,0.02222,0.00607126,0.00838446,0.00154758,0.0192996,0.0217316,0.0162229,0.0036879,0.00214236,0,0,0.00759484,0,0.0191783,0.00240317,0.0641533,0.0264576,0.0263889,0.00599891,0.00443258,0.00747216,0.00671031,0.0471256,0.00953341,0.00900335,0.00709795,0.0232155,0.00706541,0.00780845,0.018866,0.00838823,0.00768356,0.00346251,0.00231152,0.0034929,0,0,0,0,0,0,0,0,0,0
23,0.00513036,0.00246396,0.0161679,0.0177939,0.0127633,0.00979841,0,0,0.00918419,0,0.0223623,0.00388429,0.0414811,0.0063201,0.0293278,0.00961502,0.00708039,0.00629103,0.00695338,0.0117791,0.0150258,0.0551813,0.00526646,0.0129649,0.000164708,0.0226636,0.0200616,0.00539566,0.00854176,0.00145825,0.0206338,0.0217651,0.0165203,0.00370503,0.00230425,0,0,0.00694128,0,0.0190113,0.00248918,0.0643963,0.0264186,0.0263562,0.00548423,0.00564137,0.00734925,0.00578096,0.0467317,0.00765168,0.00790502,0.00516708,0.0225218,0.00591951,0.00558493,0.022732,0.00783078,0.00811446,0.00365803,0.00226659,0.00413607,0,0,0,0,0,0,0,0,0,0
24,0.00530497,0.00256695,0.0209711,0.0177273,0.0129499,0.0111483,0,0,0.0083755,0,0.0224433,0.00353498,0.0414929,0.0133653,0.0296543,0.0101162,0.00780776,0.00622584,0.00675948,0.0148383,0.0148961,0.0571245,0.00714561,0.0156078,0.00218783,0.0252651,0.0216776,0.00497832,0.00866007,0.00131897,0.0217512,0.021882,0.0162679,0.00389884,0.002376,0,0,0.00677915,0,0.0187881,0.00287232,0.0644281,0.0257306,0.0261723,0.00524319,0.00686341,0.00705301,0.00523405,0.0461996,0.00591864,0.00685859,0.00350771,0.0219805,0.00525041,0.00342586,0.0258568,0.00750791,0.0089616,0.0038685,0.00252683,0.00468899,0,0,0,0,0,0,0,0,0,0
25,0.00452554,0.002752,0.0242469,0.0178429,0.0123732,0.0126118,0,0,0.00718578,0,0.0224635,0.00302098,0.0413744,0.0204031,0.0298237,0.0117444,0.008393,0.00594696,0.00841513,0.0189287,0.0147981,0.0588948,0.00902252,0.0174185,0.00437028,0.0274353,0.0263861,0.0047204,0.00877748,0.00112495,0.0215847,0.022016,0.0157958,0.00380178,0.00230847,0,0,0.0158825,0,0.0184765,0.0063137,0.0645118,0.0247439,0.0257979,0.0049534,0.0081881,0.00934894,0.00527327,0.0458384,0.00504636,0.00654409,0.00325627,0.0216897,0.00533952,0.00330466,0.0273384,0.0158115,0.00689973,0.00342048,0.00294638,0.00499581,0,0,0,0,0,0,0,0,0,0
26,0.00401304,0.00267669,0.027041,0.0179619,0.0116648,0.0134544,0,0,0.00603226,0,0.0225828,0.00271642,0.041027,0.0268612,0.029807,0.0142526,0.00863192,0.00583661,0.010926,0.0232005,0.0148897,0.0603647,0.0103392,0.0182742,0.00652733,0.028879,0.0327575,0.00460898,0.00876628,0.00104171,0.0209736,0.0222517,0.015264,0.00358178,0.0019949,0,0,0.00652023,0,0.0186749,0.00391795,0.0647814,0.0232653,0.0253306,0.00449033,0.0091437,0.00495125,0.00557708,0.0458665,0.00472851,0.00669288,0.00424514,0.0215711,0.00549669,0.00489543,0.0273872,0.00643616,0.00978698,0.00444453,0.00288556,0.00464886,0,0,0,0,0,0,0,0,0,0
27,0.00327244,0.00295564,0.0292313,0.0181773,0.0115737,0.0137253,0,0,0.00270257,0,0.0225896,0.00206059,0.0406043,0.0336558,0.0298217,0.0170371,0.00840134,0.00571851,0.0133221,0.0274778,0.0148105,0.0612474,0.0111581,0.0182543,0.00827106,0.0296498,0.0388359,0.00492257,0.00874605,0.00107841,0.0195121,0.0224474,0.0149881,0.00339067,0.00174279,0,0,0.00580185,0,0.0187931,0.00458778,0.0650036,0.0221902,0.0248122,0.00386991,0.00948448,0.00383999,0.00560014,0.0464691,0.00431677,0.00664204,0.00508234,0.0217127,0.00569105,0.0063975,0.0261279,0.00539904,0.00955745,0.0049613,0.00276681,0.00430184,0,0,0,0,0,0,0,0,0,0
28,0.00270572,0.00317105,0.030706,0.0183824,0.012225,0.0135487,0,0,0.00159088,0,0.0226988,0.00218046,0.0404557,0.0396419,0.0297503,0.0193249,0.00799885,0.00560214,0.0150101,0.031147,0.0144931,0.0616211,0.0115433,0.0174816,0.00922778,0.0298004,0.0429785,0.00539744,0.00878535,0.00124446,0.0182311,0.0225728,0.0150912,0.00305646,0.00179103,0,0,0.00574504,0,0.0187299,0.00497554,0.0651475,0.0212913,0.0243408,0.00319076,0.00931066,0.00312114,0.00513676,0.0473719,0.00372748,0.00622703,0.00519445,0.0219593,0.00579106,0.00720813,0.0243437,0.00512991,0.00941226,0.00505902,0.00249044,0.00422491,0,0,0,0,0,0,0,0,0,0
29,0.00242664,0.00327484,0.0319392,0.018703,0.0131781,0.0130524,0,0,0.00250729,0,0.0227909,0.00249171,0.0405546,0.0442353,0.0295954,0.0210748,0.00763868,0.00549594,0.0158924,0.0340561,0.0140766,0.0617011,0.0119037,0.0166274,0.00985535,0.0296116,0.0464114,0.00567271,0.00883504,0.00131858,0.0173077,0.022625,0.0153874,0.00269394,0.0017308,0,0,0.00557007,0,0.0186704,0.00520786,0.0650801,0.0205942,0.0238569,0.00275794,0.0088395,0.00274637,0.00436875,0.0482255,0.00320386,0.0057768,0.00503419,0.0220834,0.00569561,0.00716367,0.022746,0.0049489,0.00889635,0.00497522,0.0022495,0.00433552,0,0,0,0,0,0,0,0,0,0
30,0.00236132,0.00322365,0.0328881,0.0189651,0.0140484,0.0125116,0,0,0.00396586,0,0.0229,0.0029057,0.0408007,0.0472507,0.0293907,0.0224215,0.00740456,0.00536023,0.016446,0.0363199,0.0137732,0.0618271,0.0122537,0.0164291,0.010314,0.0295332,0.0501172,0.00597752,0.00886467,0.00136055,0.0168966,0.0226344,0.0157533,0.00238547,0.00152561,0,0,0.00527455,0,0.0186257,0.0052622,0.0647632,0.0199757,0.0234696,0.0025648,0.00837591,0.00273409,0.00354871,0.0487584,0.00312936,0.00549503,0.00461062,0.0219932,0.0054348,0.00620449,0.0216391,0.00480196,0.0081966,0.004706,0.00219874,0.00446256,0,0,0,0,0,0,0,0,0,0
31,0.0024794,0.00311183,0.034552,0.0188323,0.0145407,0.012134,0,0,0.00499865,0,0.0229894,0.00324066,0.0411148,0.0491029,0.029159,0.0234349,0.00725185,0.0050349,0.0171774,0.0383301,0.0135732,0.0621105,0.0133116,0.0169832,0.0108524,0.0298167,0.0542731,0.00628663,0.00894568,0.001368,0.0169564,0.0226339,0.016091,0.00215935,0.00128992,0,0,0.00485477,0,0.0186207,0.00521889,0.0644638,0.0195276,0.0232469,0.00257284,0.00797759,0.00289029,0.00288256,0.0489414,0.00362256,0.00529876,0.00379873,0.0217834,0.00494007,0.0047796,0.0208502,0.00452818,0.00740878,0.00440763,0.00241007,0.0042823,0,0,0,0,0,0,0,0,0,0
32,0.00256774,0.00289721,0.0366689,0.0185329,0.0149554,0.011929,0,0,0.00505405,0,0.0231683,0.00315321,0.0415685,0.0494087,0.0288573,0.0240693,0.00721624,0.00457354,0.0179736,0.0402226,0.0133231,0.0625683,0.0149051,0.0182198,0.0111232,0.0305187,0.0588673,0.0062649,0.00904257,0.00139485,0.0172031,0.0225794,0.0162658,0.00203439,0.00124161,0,0,0.00475158,0,0.0184144,0.00498972,0.0643875,0.0188579,0.023215,0.00253023,0.00762894,0.00300804,0.00248624,0.0489065,0.00409838,0.00504275,0.00319344,0.0214422,0.00423882,0.00379473,0.0201868,0.00446247,0.00658276,0.00397459,0.00267481,0.00383823,0,0,0,0,0,0,0,0,0,0
33,0.00244504,0.00269276,0.0393426,0.0182842,0.015177,0.0116674,0,0,0.00597439,0,0.0232882,0.00334442,0.0421546,0.0493746,0.0286209,0.0246484,0.00710968,0.0041147,0.0187884,0.0418404,0.012971,0.0630506,0.0167014,0.0201643,0.0111493,0.0313909,0.0635302,0.00669873,0.00928096,0.00140946,0.0170146,0.0224238,0.0161816,0.00202638,0.00133452,0,0,0.0117699,0,0.018269,0.00685663,0.064425,0.0183274,0.0232322,0.00236757,0.00726898,0.00404377,0.00230151,0.0488224,0.00421079,0.00468737,0.0033235,0.0210822,0.00357084,0.00389394,0.019291,0.0104194,0.00452796,0.0041292,0.00301032,0.00344022,0,0,0,0,0,0,0,0,0,0
34,0.00303562,0.00243732,0.0423886,0.0179297,0.0147332,0.0111131,0,0,0.00908607,0,0.0234079,0.00467574,0.0427221,0.0487488,0.0282607,0.0250696,0.0069958,0.003791,0.0195978,0.0429811,0.0126949,0.0635359,0.018584,0.0225278,0.011238,0.0323533,0.0677233,0.00844789,0.00940662,0.00121859,0.016588,0.0223302,0.0157595,0.00205711,0.00148467,0,0,0.00318414,0,0.0186259,0.00508008,0.0645182,0.0173427,0.0232662,0.0022298,0.00700735,0.00345377,0.00215725,0.0488754,0.00405635,0.00431315,0.00357185,0.0206551,0.00288212,0.00428105,0.0183058,0.00255274,0.00381014,0.00361541,0.00293474,0.0029119,0,0,0,0,0,0,0,0,0,0
