Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70
9,0.0187057,0.033657,0.0211007,0.0124318,0.0118036,0.0314979,0,0,0.0203762,0,0.0230887,0.0121994,0.0415031,0.0220252,0.028975,0.0171588,0.0561609,0.0149221,0.011546,0.0172817,0.0138116,0.0505664,0.0166584,0.0185921,0.0149864,0.0185188,0.0318905,0.0135824,0.0106029,0.00672183,0.0382279,0.0146746,0.0144915,0.0409485,0.0155786,0,0,0.0440699,0,0.0206375,0.0285907,0.053029,0.036684,0.0164016,0.0119864,0.0594649,0.0146634,0.0153612,0.062383,0.0163424,0.0225583,0.0183357,0.0202081,0.0089919,0.0275503,0.0549769,0.022898,0.00626495,0.0124824,0.0393051,0.0204538,0,0,0,0,0,0,0,0,0,0
10,0.0187427,0.03389,0.0192264,0.0124049,0.0125079,0.0315184,0,0,0.0203667,0,0.0231774,0.0122248,0.0414371,0.0221494,0.0290748,0.0172879,0.0563081,0.0153005,0.0111754,0.0172641,0.0138299,0.0500602,0.0168423,0.0184931,0.015331,0.0188768,0.0292034,0.0137902,0.0106144,0.00730026,0.0396418,0.0144813,0.0152462,0.0408229,0.0157726,0,0,0.0441442,0,0.0209669,0.0283035,0.0533144,0.0390515,0.0166693,0.0118655,0.0600134,0.0146608,0.0143283,0.0617267,0.0160282,0.0209123,0.0186647,0.0198723,0.0093557,0.028355,0.0570428,0.0226035,0.00607951,0.012492,0.0389121,0.0204653,0,0,0,0,0,0,0,0,0,0
11,0.0188974,0.034124,0.0177144,0.0123668,0.0132288,0.0316847,0,0,0.0205535,0,0.0232606,0.0122853,0.0414287,0.0225352,0.0291177,0.0175195,0.0565237,0.0155938,0.0107033,0.0171768,0.0139246,0.0496705,0.0170602,0.018429,0.0156628,0.0192711,0.0268817,0.0140425,0.0105854,0.0083599,0.0407546,0.0142744,0.0159169,0.0407228,0.0160153,0,0,0.0441318,0,0.0212637,0.0279909,0.0536249,0.04114,0.0168845,0.0118036,0.0605543,0.0148187,0.0134658,0.0610551,0.0157858,0.0194425,0.0188787,0.0195062,0.00972249,0.029032,0.0587281,0.0222507,0.00596348,0.0124686,0.038919,0.020537,0,0,0,0,0,0,0,0,0,0
12,0.0190618,0.0342255,0.0166114,0.0123664,0.0140081,0.0317728,0,0,0.0209203,0,0.0232511,0.0123834,0.0414733,0.0231136,0.0291331,0.0179199,0.0568333,0.0159128,0.010215,0.017082,0.0140576,0.049286,0.0173567,0.0184467,0.0159697,0.0197125,0.0250474,0.0143061,0.0105902,0.00759783,0.0415373,0.0140634,0.0164936,0.0406451,0.0162963,0,0,0.0439834,0,0.0215344,0.0276545,0.053975,0.0429493,0.0170188,0.0119479,0.0611462,0.0150628,0.013152,0.0604377,0.0157852,0.0182822,0.0189163,0.0190748,0.0100683,0.0296092,0.0601519,0.0218542,0.00620095,0.0124227,0.0392572,0.0206842,0,0,0,0,0,0,0,0,0,0
13,0.0191683,0.0341485,0.016025,0.0123124,0.0147816,0.0321758,0,0,0.0212992,0,0.023259,0.0125107,0.0415471,0.0237581,0.0292136,0.0186519,0.057193,0.0162726,0.00984007,0.0172668,0,0.0489792,0.01771,0.0186312,0.0162752,0.0201964,0.0237545,0.0145392,0.0105845,0.00754429,0.0417855,0.0138507,0.0169903,0.0406738,0.0165942,0,0,0.0438336,0,0.0217954,0.027341,0.0544463,0.0444739,0.0170515,0.0124255,0.0617541,0.0153465,0.0136782,0.0600207,0.016124,0.0175405,0.0187306,0.0185646,0.0102945,0.0300595,0.0611709,0.0214484,0.00631177,0.0124036,0.0395973,0.0208568,0,0,0,0,0,0,0,0,0,0
14,0.0193152,0.0342743,0.0154732,0.012203,0.0155952,0.0324061,0,0,0.0213258,0,0.023293,0.0125597,0.0416266,0.0245106,0.0293651,0.0191555,0.0575513,0.0165999,0.00939659,0.0170947,0.0144632,0.0486502,0.0177927,0.0186038,0.0165367,0.020686,0.0221971,0.0146338,0.0105721,0.00778681,0.0415489,0.0136703,0.0173664,0.0407166,0.0168953,0,0,0.0436189,0,0.0220328,0.0270811,0.0550283,0.0456482,0.0170048,0.0132395,0.0622804,0.0156743,0.0138333,0.0597272,0.0167517,0.0172168,0.0183651,0.0179833,0.0103581,0.0303538,0.0614423,0.0210149,0.00610717,0.0123947,0.0398939,0.0209934,0,0,0,0,0,0,0,0,0,0
15,0.0196223,0.0346427,0.0154269,0.0121317,0.0163302,0.0326828,0,0,0.0210325,0,0.02332,0.0124063,0.0416996,0.0251833,0.0292434,0.0198053,0.0580785,0.0169496,0.00922605,0.0170671,0.0149243,0.0483129,0.017849,0.018541,0.0167822,0.0211048,0.0208499,0.0144916,0.0105399,0.00807391,0.0408426,0.0134822,0.0174837,0.0407096,0.0172245,0,0,0.0434664,0,0.0222983,0.0268743,0.0554505,0.0463286,0.0171151,0.0143606,0.0629067,0.0161035,0.013951,0.0595219,0.0176148,0.0173051,0.0177199,0.0173037,0.0102405,0.0304309,0.06096,0.0205161,0.00632393,0.0123305,0.0402336,0.0211856,0,0,0,0,0,0,0,0,0,0
16,0.0200283,0.0349608,0.0155407,0.0120315,0.0170361,0.0329882,0,0,0.0206491,0,0.023318,0.0122651,0.0417594,0.025711,0.0289869,0.0203373,0.0586187,0.0172954,0.00907168,0.017032,0.015543,0.0479257,0.0178494,0.01826,0.0169716,0.0214262,0.0197223,0.0142965,0.0104947,0.00831338,0.0395433,0.0133331,0.0175285,0.0407339,0.0175375,0,0,0.0434233,0,0.0225704,0.0266254,0.0557332,0.0464953,0.0173242,0.0155594,0.063483,0.0166184,0.0143421,0.059283,0.0185229,0.0175977,0.0168118,0.0164683,0.0100532,0.0300001,0.0597644,0.0199652,0.00694378,0.0122393,0.040572,0.0213619,0,0,0,0,0,0,0,0,0,0
17,0.0203905,0.0351958,0.0158456,0.011896,0.0176204,0.0332141,0,0,0.0202507,0,0.023274,0.0120394,0.0418708,0.0260384,0.0287848,0.0209096,0.0588028,0.0175949,0.00890942,0.017085,0.0161701,0.047538,0.0179075,0.017886,0.0170539,0.0216934,0.0190512,0.0140645,0.0104611,0.00844131,0.0378601,0.0132311,0.017712,0.040769,0.0177516,0,0,0.0433914,0,0.0228133,0.0264504,0.0559431,0.0462523,0.0176562,0.0165544,0.063825,0.0171554,0.0147019,0.0588724,0.0192306,0.0177851,0.0157335,0.0154323,0.010053,0.0291605,0.0576848,0.0194395,0.00751344,0.0121484,0.0408553,0.0213899,0,0,0,0,0,0,0,0,0,0
18,0.0207415,0.035579,0.0166337,0.0118185,0.0181545,0.0331864,0,0,0.0198582,0,0.0232346,0.0117603,0.0419618,0.0263282,0.0285002,0.0215059,0.0586534,0.0177955,0.00879749,0.0171196,0.016792,0.047158,0.0178544,0.0174881,0.0170486,0.0219219,0.019085,0.0137113,0.0104552,0.00849232,0.0356675,0.0131437,0.0181154,0.0408091,0.0178804,0,0,0.0432664,0,0.0230325,0.0263425,0.0560897,0.0458609,0.0180553,0.0172668,0.0639227,0.0177662,0.0147496,0.0582915,0.0195557,0.0177219,0.0146391,0.0142354,0.0104699,0.0280833,0.0548193,0.0189276,0.00790337,0.0121059,0.0410008,0.0213532,0,0,0,0,0,0,0,0,0,0
19,0.0210893,0.0358179,0.0178195,0.011797,0.0186406,0.0327198,0,0,0.01931,0,0.0231623,0.0114543,0.0420993,0.0266399,0.0281725,0.0221559,0.0585256,0.01788,0.00871778,0.0170948,0.0173116,0.0467863,0.0177325,0.0170836,0.0170363,0.0221111,0.0195292,0.013221,0.010465,0.00844731,0.0329407,0.0131117,0.0187193,0.0409865,0.0180354,0,0,0.043005,0,0.0231597,0.0262448,0.0565316,0.0450476,0.0182609,0.0178333,0.0639157,0.0182923,0.0147353,0.0578892,0.019575,0.0175168,0.0135717,0.0129324,0.0111758,0.0267335,0.051185,0.0184216,0.00805026,0.0120083,0.0409759,0.0214622,0,0,0,0,0,0,0,0,0,0
20,0.0214033,0.0358766,0.0192825,0.0118289,0.0190818,0.0323067,0,0,0.0185215,0,0.0230724,0.0111239,0.0422765,0.0269415,0.0277765,0.0227424,0.0584328,0.0178367,0.00854676,0.0169923,0.0178369,0.0464405,0.0175619,0.0165792,0.0170052,0.0222489,0.0202469,0.0126691,0.0104836,0.00833821,0.0299321,0.0131164,0.0195682,0.0412497,0.0181885,0,0,0.0428011,0,0.0232179,0.0261033,0.0570131,0.0442019,0.0183907,0.0179504,0.0638041,0.0187469,0.0143569,0.0575011,0.0190759,0.0168933,0.012613,0.011756,0.0115582,0.0251653,0.0470995,0.0179365,0.00806507,0.0118268,0.0410938,0.0216344,0,0,0,0,0,0,0,0,0,0
21,0.0217066,0.0359796,0.0207981,0.0119176,0.0195239,0.0317428,0,0,0.0175837,0,0.0229738,0.0107844,0.0424047,0.0271806,0.0273098,0.0232143,0.0582883,0.0177255,0.00830659,0.0167829,0.0183941,0.0461251,0.0173508,0.0159528,0.0167678,0.0223081,0.0212663,0.0121218,0.0104922,0.00817952,0.0267669,0.0131511,0.0206166,0.0415274,0.0183586,0,0,0.04255,0,0.0232429,0.0259217,0.057375,0.043467,0.0184783,0.0175452,0.063595,0.0191366,0.013426,0.0569936,0.0179776,0.0156856,0.0117334,0.0109173,0.0115402,0.023413,0.0427611,0.0174873,0.00843765,0.0116385,0.0411842,0.0218559,0,0,0,0,0,0,0,0,0,0
22,0.0219882,0.0361393,0.022233,0.0120627,0.0198747,0.0312735,0,0,0.01642,0,0.0228761,0.0103952,0.0425153,0.0273272,0.0268566,0.0236674,0.0581718,0.017554,0.00817693,0.0166606,0.0189074,0.0458063,0.0171426,0.0153257,0.0163244,0.0222545,0.0224212,0.0116872,0.0105024,0.00801719,0.023478,0.0132071,0.021883,0.0417792,0.0185041,0,0,0.0422763,0,0.0232726,0.0257503,0.0575443,0.0428331,0.0186108,0.0167437,0.0632959,0.0194927,0.0121424,0.0564903,0.0163942,0.0139413,0.0110044,0.0104667,0.0114052,0.0215864,0.0382653,0.0170718,0.00901343,0.0114672,0.0411971,0.0220727,0,0,0,0,0,0,0,0,0,0
23,0.022226,0.036193,0.0237307,0.0122252,0.0201872,0.0309865,0,0,0.015518,0,0.0227759,0.0101284,0.0426247,0.0275168,0.026424,0.0240658,0.0581808,0.0173228,0.0081845,0.0164726,0.0192463,0.0454645,0.0168966,0.0147058,0.0159333,0.0221417,0.0237407,0.0113162,0.0104641,0.00782381,0.020936,0.0132576,0.0231111,0.0420778,0.0186156,0,0,0.0420703,0,0.0232687,0.0255827,0.0575846,0.0419611,0.01872,0.0158566,0.0630379,0.0198672,0.0109629,0.0560717,0.0146618,0.0119285,0.0104487,0.0102869,0.0114669,0.0197717,0.0339558,0.0167029,0.00922443,0.011294,0.0412553,0.0222849,0,0,0,0,0,0,0,0,0,0
24,0.0224968,0.036174,0.0252761,0.012347,0.020457,0.030697,0,0,0.014951,0,0.0226836,0.00995476,0.0427402,0.0277533,0.0260546,0.0243641,0.0583527,0.0171674,0.0081204,0.0161434,0.0192835,0.0450178,0.0166134,0.0142131,0.0155487,0.0219292,0.0251388,0.0109474,0.0104684,0.0076956,0.0194575,0.0133068,0.0241108,0.0424639,0.0187031,0,0,0.0418982,0,0.0232886,0.0254327,0.0575382,0.041328,0.0187993,0.0151108,0.0628597,0.0203149,0.0104408,0.0558326,0.0132878,0.0100861,0.0100262,0.0102119,0.0115552,0.0182797,0.0299848,0.0163876,0.00945886,0.0111545,0.0413259,0.0224462,0,0,0,0,0,0,0,0,0,0
25,0.0226492,0.0361175,0.0266584,0.0123948,0.0206339,0.030204,0,0,0.0144428,0,0.0225804,0.00983284,0.0429008,0.0279704,0.0256551,0.0244662,0.0586198,0.017184,0.00783351,0.0155646,0.0194509,0.0443907,0.0162689,0.0136883,0.0151218,0.0216044,0.026452,0.0106592,0.0105134,0.00755498,0.0204393,0.0133456,0.0258087,0.042862,0.0186747,0,0,0.0418472,0,0.0233657,0.0253,0.0573209,0.0416014,0.0188879,0.0145208,0.0627508,0.0205822,0.0111961,0.0559345,0.0126189,0.00910522,0.00989463,0.00965528,0.0118206,0.0171372,0.0288709,0.0163078,0.00971834,0.0110538,0.041557,0.0225061,0,0,0,0,0,0,0,0,0,0
26,0.0231773,0.0363265,0.0275687,0.0123856,0.0206926,0.0298012,0,0,0.0140369,0,0.0224527,0.00963287,0.0429848,0.0281339,0.0252759,0.0244621,0.0590235,0.01722,0.00748316,0.014983,0.019365,0.0437681,0.0159729,0.0132704,0.0147249,0.0212264,0.0274101,0.0104167,0.0104866,0.00738836,0.0345084,0.0133472,0.0356413,0.0432054,0.0186792,0,0,0.0417445,0,0.0234689,0.025184,0.0567553,0.0505582,0.0189555,0.0137644,0.0626871,0.0213339,0.0134795,0.0565405,0.0134,0.0102501,0.0121507,0.00916604,0.016101,0.0188132,0.0440863,0.0160455,0.00988107,0.0110412,0.0418236,0.0223806,0,0,0,0,0,0,0,0,0,0
27,0.0237914,0.0365945,0.0282393,0.0124461,0.0206891,0.0296078,0,0,0.0137221,0,0.0223801,0.00954456,0.0430177,0.0283215,0.0249777,0.0241901,0.0596953,0.017367,0.00726323,0.0142871,0.0193315,0.0431421,0.0156775,0.0129232,0.0143916,0.0208193,0.0281127,0.0103972,0.0104804,0.00727899,0.0491204,0.0133133,0.0457234,0.0434876,0.0187309,0,0,0.0417645,0,0.0236488,0.0251587,0.0560053,0.0595473,0.0189815,0.014481,0.0629581,0.0219993,0.0167629,0.0575336,0.0166367,0.0140056,0.0148128,0.0126182,0.0215066,0.0212951,0.0572554,0.0159451,0.00997424,0.0111024,0.0421283,0.0223043,0,0,0,0,0,0,0,0,0,0
28,0.0242679,0.0369475,0.0285395,0.0124213,0.0205382,0.0294422,0,0,0.013457,0,0.0223434,0.00956053,0.0429925,0.0284452,0.0247011,0.0236486,0.060308,0.0175759,0.00704818,0.0135436,0.0188598,0.0425111,0.015329,0.0124796,0.0140324,0.0203486,0.0283852,0.0106256,0.0105277,0.00713865,0.0607233,0.0131817,0.0538271,0.0436464,0.0187824,0,0,0.041814,0,0.0238799,0.0251849,0.0551932,0.0671239,0.0190277,0.0155037,0.0634924,0.0227207,0.0199946,0.058687,0.020586,0.0182025,0.0171805,0.0166189,0.0261116,0.0236781,0.0674529,0.0159173,0.00996406,0.0112279,0.0426138,0.0222041,0,0,0,0,0,0,0,0,0,0
29,0.0246446,0.0373903,0.0284198,0.0123206,0.020266,0.0290451,0,0,0.0133937,0,0.0223358,0.00965487,0.0428574,0.028568,0.0244212,0.0228838,0.0609008,0.0178639,0.00703458,0.0127651,0.0183633,0.0418668,0.0148633,0.0119532,0.01366,0.0198381,0.0282439,0.0106593,0.0105767,0.00699434,0.0678255,0.012997,0.0588042,0.0437311,0.018804,0,0,0.0418393,0,0.0241204,0.0252304,0.0545701,0.0722168,0.0191043,0.0158678,0.0642027,0.0234214,0.0223353,0.0597445,0.0233884,0.0213288,0.0185864,0.0193609,0.0288452,0.0251309,0.073761,0.0159475,0.00976472,0.0114369,0.0431938,0.0220685,0,0,0,0,0,0,0,0,0,0
30,0.0250353,0.0378436,0.0279981,0.0122343,0.0198899,0.0286384,0,0,0.0134717,0,0.0223509,0.00986437,0.0425405,0.0286766,0.0242695,0.0220054,0.0614097,0.0182299,0.00714135,0.0119548,0.017505,0.0412507,0.0143289,0.0115591,0.0132847,0.0193035,0.0277644,0.0109074,0.010626,0.00694174,0.069498,0.0127866,0.0600381,0.0437441,0.0187955,0,0,0.0418391,0,0.0243304,0.0252741,0.0544644,0.0737543,0.019257,0.0156762,0.0648255,0.0240481,0.0231936,0.0601773,0.0237397,0.0221674,0.0188121,0.0201267,0.0293008,0.0253108,0.0752561,0.0160814,0.00940853,0.0117514,0.0436343,0.0218719,0,0,0,0,0,0,0,0,0,0
31,0.0253044,0.0382633,0.0274127,0.0121183,0.0193394,0.0285771,0,0,0.013805,0,0.0224434,0.010258,0.0420945,0.0287434,0.024407,0.0209454,0.0617883,0.0187935,0.00721476,0.0110668,0.0167158,0.0407992,0.0138243,0.011236,0.0129321,0.0187734,0.0270177,0.0115414,0.0107503,0.00687881,0.0656644,0.0125878,0.0569123,0.0435482,0.0186854,0,0,0.0417146,0,0.0246007,0.0252223,0.0548617,0.0708566,0.0192487,0.0151426,0.0651434,0.0245245,0.0223763,0.0596877,0.0219001,0.0204508,0.0180107,0.0189837,0.0275821,0.0242253,0.0717817,0.0163317,0.00902847,0.0120821,0.0440276,0.0215977,0,0,0,0,0,0,0,0,0,0
32,0.0256293,0.0388202,0.0266793,0.0119421,0.0188821,0.0288549,0,0,0.0142077,0,0.0225162,0.0107863,0.0416656,0.0289132,0.0245857,0.0198861,0.0621674,0.0193389,0.00731591,0.010463,0.0157271,0.040585,0.0134981,0.0112612,0.0127736,0.0182854,0.0260407,0.0124398,0.0108514,0.00680661,0.0570167,0.012385,0.0501094,0.0434183,0.0187058,0,0,0.0416661,0,0.0248293,0.025232,0.0555338,0.0637596,0.0193177,0.0143286,0.0653673,0.0251316,0.0203683,0.0586763,0.0191142,0.01727,0.0161824,0.01649,0.0240112,0.021978,0.0635644,0.0165242,0.00859249,0.0124628,0.0446881,0.0214508,0,0,0,0,0,0,0,0,0,0
33,0.0259276,0.0394438,0.0257337,0.0116578,0.0185754,0.0289317,0,0,0.0147523,0,0.0225974,0.0113677,0.0413399,0.0290674,0.0247899,0.0188231,0.0624873,0.0198757,0.0073717,0.0100845,0.0150269,0.0405868,0.0132717,0.0115155,0.0127456,0.0177728,0.024777,0.0130754,0.0109042,0.00673924,0.0454022,0.0122614,0.0412977,0.043351,0.0187944,0,0,0.04161,0,0.0249903,0.0252127,0.056229,0.0542779,0.0195192,0.013568,0.0655132,0.0257294,0.0181502,0.0575899,0.0164884,0.0139226,0.0139191,0.0136065,0.0195873,0.0192203,0.0521721,0.0165922,0.00810806,0.0128468,0.0453512,0.021423,0,0,0,0,0,0,0,0,0,0
34,0.0261283,0.039984,0.0244784,0.0114907,0.0182825,0.0290253,0,0,0.0154096,0,0.0227093,0.0116738,0.0410982,0.0291383,0.0249845,0.017861,0.0627589,0.0203359,0.00738627,0.0100345,0.0140807,0.0407601,0.0131183,0.0119355,0.0126943,0.0172057,0.0231205,0.0139083,0.0109768,0.00681985,0.0333161,0.0121665,0.0320299,0.0434142,0.0189478,0,0,0.0415792,0,0.0251244,0.0252064,0.0568326,0.0437386,0.0196633,0.0133522,0.0656906,0.0260718,0.0161351,0.0565845,0.014548,0.0109508,0.0118745,0.0113924,0.0151497,0.0164486,0.0393142,0.0165849,0.0077854,0.0131032,0.0459046,0.021531,0,0,0,0,0,0,0,0,0,0
35,0.0262763,0.0404665,0.023155,0.0114706,0.0180618,0.0294176,0,0,0.0161318,0,0.0228739,0.0120423,0.0408323,0.0291186,0.0251286,0.0169895,0.0630254,0.0207584,0.00737477,0.0100771,0.0126319,0.0410924,0.0131223,0.0125964,0.0127156,0.0166491,0.0211988,0.0148532,0.011102,0.0069936,0.0230688,0.0120933,0.0239518,0.0434827,0.0191151,0,0,0.0414823,0,0.0251314,0.0251473,0.057278,0.0339791,0.0196548,0.0135775,0.0659553,0.026233,0.0144346,0.0557502,0.0135149,0.00867092,0.0100275,0.0108735,0.0114055,0.0137282,0.0271146,0.0164292,0.00757335,0.0132427,0.0464244,0.0217729,0,0,0,0,0,0,0,0,0,0
