Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74
9,0.0530456,0.0681738,0,0,0,0,0,0,0.0322422,0,0.0190287,0.0714928,0,0,0.0153768,0,0,0.0374922,0.0729181,0.0236651,0.00946625,0.0108124,0.0245316,0.0404494,0.0224742,0.0374626,0.0479933,0.0305095,0.0158947,0.0163397,0.0252014,0.0274182,0.0144775,0.0115413,0.0100157,0.0210165,0.0413144,0,0.00793739,0.0592576,0.041606,0,0,0.0112384,0,0,0.0435356,0.0608558,0.0299421,0.0277657,0.0123773,0.0464263,0.044248,0.0353268,0.123904,0.040331,0.0326528,0.0706147,0.0465664,0.0537399,0.0866587,0.0164897,0.0249443,0.0126397,0.0222071,0.0434508,0.0142528,0,0,0,0,0,0,0,0
10,0.0530516,0.0680354,0,0,0,0,0,0,0.0321562,0,0.0190634,0.0713023,0,0,0.0149053,0,0,0.0375431,0.0729634,0.0236769,0.00956745,0.0108367,0.024515,0.0402874,0.0224458,0.0375914,0.0479723,0.0304591,0.0159834,0.0163008,0.0251702,0.0274011,0.0145689,0.0116676,0.0101439,0.0209511,0.0415734,0,0.00789431,0.059259,0.0417078,0,0,0.011329,0,0,0.0435659,0.0608175,0.0302258,0.0278227,0.0120336,0.0464296,0.0442349,0.0353312,0.123996,0.0403209,0.0327074,0.070518,0.0465373,0.0536256,0.0867575,0.0164798,0.0248724,0.0126285,0.022307,0.0433723,0.0142024,0,0,0,0,0,0,0,0
11,0.0538382,0.0677386,0,0,0,0,0,0,0.0320142,0,0.018675,0.0709326,0,0,0.0110195,0,0,0.0384144,0.0727311,0.0239867,0.00921242,0.0111864,0.0253918,0.0397812,0.0229964,0.0381512,0.0483328,0.0306168,0.0161152,0.0162558,0.024964,0.0272016,0.0148625,0.013362,0.0105899,0.0203089,0.0417986,0,0.00789467,0.0593547,0.0413269,0,0,0.0114661,0,0,0.0437478,0.0604653,0.0303242,0.0276464,0.0120252,0.0463881,0.0443305,0.0355042,0.124019,0.0406133,0.0325245,0.0702985,0.0464633,0.0533948,0.0866359,0.0161754,0.0247353,0.0127896,0.0221085,0.0433374,0.0142674,0,0,0,0,0,0,0,0
12,0.0538093,0.067509,0,0,0,0,0,0,0.0319006,0,0.0188392,0.0710299,0,0,0.011462,0,0,0.0381261,0.0727235,0.0238237,0.00911065,0.0109138,0.0253152,0.039642,0.0227611,0.0381071,0.0483446,0.0306565,0.0161468,0.0161503,0.0252273,0.0274268,0.0148242,0.0131695,0.0107398,0.0204462,0.0415713,0,0.0079422,0.0591873,0.0413352,0,0,0.0114911,0,0,0.0436501,0.0606321,0.0302044,0.0275549,0.0119317,0.0464403,0.0444954,0.0354168,0.124053,0.0403863,0.0326284,0.0703738,0.0464556,0.0534936,0.0868139,0.016445,0.0249485,0.0127443,0.0224474,0.0431735,0.0143408,0,0,0,0,0,0,0,0
13,0.0538611,0.0673866,0,0,0,0,0,0,0.0318589,0,0.0187884,0.071017,0,0,0.0118599,0,0,0.0379845,0.0727573,0.023665,0.00908416,0.0109014,0.0252481,0.0394371,0.0227915,0.0381447,0.0483582,0.0306617,0.0160841,0.0161342,0.0252446,0.0273143,0.0148957,0.0129935,0.010781,0.0204551,0.041478,0,0.00805282,0.0592278,0.0413585,0,0,0.0116461,0,0,0.0436986,0.0606581,0.0303727,0.0274941,0.0119947,0.0463466,0.0445201,0.0353692,0.124002,0.0403131,0.0326091,0.0703966,0.0464956,0.05353,0.0868631,0.0165024,0.024974,0.0128061,0.0225368,0.0430999,0.0143341,0,0,0,0,0,0,0,0
14,0.0538475,0.0673171,0,0,0,0,0,0,0.0318136,0,0.0187813,0.0710189,0,0,0.012339,0,0,0.0378611,0.0727879,0.0235337,0.00909603,0.010916,0.0251968,0.0392728,0.0227153,0.0382031,0.0483334,0.030651,0.0160291,0.0161279,0.0252469,0.0270744,0.0149502,0.0127566,0.0108255,0.0204698,0.0414066,0,0.00808038,0.0592651,0.0414509,0,0,0.0117739,0,0,0.0437633,0.0606762,0.0304084,0.0274765,0.0120176,0.0463045,0.0444785,0.0353409,0.123934,0.0402231,0.0325877,0.0704047,0.0465297,0.0535933,0.0868792,0.0165443,0.0249573,0.0128856,0.0225974,0.0430618,0.0143014,0,0,0,0,0,0,0,0
15,0.0538583,0.0672444,0,0,0,0,0,0,0.0317391,0,0.0187622,0.0710146,0,0,0.0128488,0,0,0.0377504,0.0728008,0.0235438,0.00907121,0.0109173,0.025195,0.0390632,0.0227183,0.0382556,0.0483491,0.0306244,0.0159707,0.0161264,0.0252503,0.0270678,0.0150048,0.0125293,0.0108843,0.0204973,0.0413961,0,0.00813164,0.059297,0.0415141,0,0,0.0118602,0,0,0.0438351,0.0606738,0.0303798,0.0274589,0.0120268,0.0462544,0.0444819,0.0352965,0.123902,0.0401591,0.0325816,0.0704856,0.0465573,0.0536442,0.0867761,0.016544,0.0249345,0.0129729,0.0226656,0.0430384,0.0142944,0,0,0,0,0,0,0,0
16,0.0538709,0.0671603,0,0,0,0,0,0,0.0316596,0,0.0187012,0.0709399,0,0,0.0134084,0,0,0.0376694,0.0728082,0.0236322,0.00905122,0.0109089,0.0252217,0.0388324,0.022787,0.0382901,0.048365,0.0305959,0.0159178,0.016132,0.025242,0.027257,0.01506,0.0123082,0.0109336,0.0205459,0.0413981,0,0.00814879,0.0593217,0.041564,0,0,0.0118801,0,0,0.0438836,0.0606684,0.0303559,0.0274535,0.0120358,0.0461822,0.0444923,0.0352502,0.123905,0.0401222,0.032546,0.0705506,0.0465754,0.0536776,0.0866171,0.0165478,0.0248964,0.0130351,0.0227474,0.0430144,0.0142858,0,0,0,0,0,0,0,0
17,0.0539898,0.0670455,0,0,0,0,0,0,0.0315804,0,0.018608,0.0707336,0,0,0.0138775,0,0,0.0374341,0.0728018,0.0235703,0.00904961,0.0108909,0.0253443,0.0384773,0.0228998,0.0383675,0.0483805,0.0305883,0.015827,0.0161034,0.0252463,0.0273238,0.0151422,0.0122199,0.0109454,0.0205723,0.0413826,0,0.00815754,0.0593331,0.0414804,0,0,0.0119532,0,0,0.0439923,0.0606585,0.030347,0.0273564,0.0120581,0.0460717,0.0445592,0.0351955,0.123919,0.0401109,0.0325298,0.0705899,0.0466001,0.0536987,0.0866312,0.0165522,0.0249195,0.0130794,0.0228746,0.0429773,0.0143642,0,0,0,0,0,0,0,0
18,0.0540182,0.0669856,0,0,0,0,0,0,0.0315413,0,0.0185289,0.0706347,0,0,0.0144103,0,0,0.0372045,0.0728237,0.0234849,0.00906045,0.0108535,0.0253236,0.0382064,0.0229265,0.0383259,0.0483443,0.030562,0.0157879,0.0160948,0.0252705,0.0272774,0.0151796,0.012046,0.0109638,0.0206677,0.0414075,0,0.00814905,0.0593299,0.0415413,0,0,0.0120413,0,0,0.0440395,0.0606487,0.0303778,0.0272977,0.012058,0.0460339,0.044489,0.0351541,0.123912,0.0400946,0.0325368,0.0706325,0.0466148,0.0536914,0.0866173,0.0165483,0.0249121,0.0130875,0.0229723,0.0429756,0.0143725,0,0,0,0,0,0,0,0
19,0.0540627,0.0669553,0,0,0,0,0,0,0.0315771,0,0.0185023,0.0706797,0,0,0.0149319,0,0,0.0370089,0.0728303,0.023456,0.00897498,0.0108419,0.0253749,0.0379257,0.0229418,0.0381363,0.0483666,0.0305854,0.0157693,0.0160908,0.0252695,0.0272461,0.0151138,0.0118796,0.0109663,0.0207746,0.0414687,0,0.00814382,0.0593387,0.0415798,0,0,0.0121453,0,0,0.0440568,0.0606495,0.0303748,0.0272105,0.0120767,0.0460258,0.0443796,0.0351139,0.123891,0.040012,0.0325732,0.0706295,0.0466272,0.0537249,0.0865669,0.0165299,0.0249072,0.0131092,0.023002,0.042996,0.0143676,0,0,0,0,0,0,0,0
20,0.054157,0.0670559,0,0,0,0,0,0,0.0317618,0,0.018373,0.0707803,0,0,0.0153465,0,0,0.0369891,0.0728814,0.0235703,0.0089403,0.0111114,0.0253899,0.0376269,0.0231489,0.0379198,0.0483995,0.0306068,0.0158288,0.0161523,0.024979,0.0270325,0.0150371,0.0116563,0.0108481,0.0206899,0.0418863,0,0.00807472,0.0595784,0.0417037,0,0,0.0123558,0,0,0.0441854,0.0604943,0.0305433,0.0271877,0.0122289,0.0458421,0.0441645,0.0351299,0.123883,0.0399885,0.0325119,0.0705274,0.0467207,0.0535948,0.0863319,0.0162466,0.0246559,0.0132157,0.0228315,0.0430973,0.0142149,0,0,0,0,0,0,0,0
21,0.0528121,0.0672041,0,0,0,0,0,0,0.0321026,0,0.0187421,0.0712848,0,0,0.0232042,0,0,0.0356713,0.0733747,0.0233264,0.00951458,0.0108037,0.0236509,0.0375595,0.0224832,0.0369825,0.0478696,0.030499,0.016088,0.0162082,0.0250965,0.0272572,0.0144695,0.00818544,0.0097887,0.0224397,0.0421528,0,0.00809908,0.0598746,0.0423286,0,0,0.0119665,0,0,0.0438964,0.0611291,0.0301729,0.0268518,0.0125259,0.0448465,0.0443683,0.0344407,0.123801,0.0391909,0.0327862,0.071049,0.0471999,0.0540704,0.0867961,0.0163602,0.025233,0.0129986,0.0230755,0.0429709,0.0141618,0,0,0,0,0,0,0,0
22,0.0542317,0.0668633,0,0,0,0,0,0,0.0317651,0,0.0186462,0.070836,0,0,0.0165797,0,0,0.0362684,0.0728208,0.0234324,0.00880547,0.0108123,0.0255303,0.0372883,0.0229751,0.0375977,0.0484138,0.0307175,0.0157754,0.0160272,0.0251783,0.0273297,0.0148796,0.0112638,0.010945,0.0209011,0.0417862,0,0.00807773,0.0593643,0.0419542,0,0,0.0125847,0,0,0.0442333,0.0606074,0.0304471,0.0270176,0.0121328,0.0459654,0.0441475,0.0350261,0.123983,0.0397509,0.0327132,0.0706159,0.046691,0.0536253,0.0863519,0.0165184,0.0247801,0.0132437,0.023309,0.0430062,0.0142517,0,0,0,0,0,0,0,0
23,0.0542787,0.0667455,0,0,0,0,0,0,0.0317508,0,0.0187548,0.0707551,0,0,0.0171337,0,0,0.036174,0.0728122,0.0234674,0.00881452,0.010827,0.0255388,0.0371632,0.0230356,0.0376326,0.0484266,0.0307284,0.0157711,0.0160143,0.0251482,0.0272898,0.0148888,0.0110892,0.0109471,0.0210425,0.0417736,0,0.00807433,0.0593304,0.0420884,0,0,0.0127357,0,0,0.0443106,0.0606049,0.0304258,0.0269865,0.0121506,0.0459368,0.044124,0.0350095,0.123982,0.0397452,0.0326996,0.0706378,0.0466665,0.0536563,0.0863365,0.0165069,0.0247325,0.013271,0.0234425,0.0429623,0.0142334,0,0,0,0,0,0,0,0
24,0.0543079,0.0666431,0,0,0,0,0,0,0.031695,0,0.0187362,0.0706981,0,0,0.0176524,0,0,0.0361248,0.0728134,0.0235532,0.00883347,0.0108445,0.0255537,0.0370595,0.0230585,0.037633,0.0484349,0.0307267,0.0157594,0.016008,0.0251635,0.0272703,0.0149203,0.0109144,0.0109436,0.0211417,0.0416889,0,0.00805586,0.0592831,0.0422157,0,0,0.0128521,0,0,0.0444104,0.0605851,0.0304216,0.0269921,0.0121661,0.0459325,0.0441335,0.0350056,0.123968,0.0397386,0.0326201,0.0706554,0.0466796,0.0536754,0.0863086,0.016491,0.024653,0.0132941,0.0235606,0.0429212,0.0141832,0,0,0,0,0,0,0,0
25,0.0543998,0.0666391,0,0,0,0,0,0,0.0317506,0,0.0184898,0.0706275,0,0,0.0178966,0,0,0.036174,0.0728422,0.0237165,0.00889345,0.0111112,0.0255808,0.0368559,0.0232651,0.0377203,0.0484651,0.0307239,0.0157979,0.0160677,0.0249158,0.0270115,0.0149814,0.010771,0.0108594,0.0210987,0.0418309,0,0.00810814,0.0594854,0.0423098,0,0,0.0130287,0,0,0.044529,0.0604456,0.0305635,0.0270113,0.0122975,0.0457565,0.0440724,0.035048,0.123898,0.0399014,0.0324482,0.0705905,0.0467519,0.0535784,0.0861445,0.0161619,0.0244206,0.0134186,0.0233663,0.0429621,0.014056,0,0,0,0,0,0,0,0
26,0.0544273,0.0665387,0,0,0,0,0,0,0.0317648,0,0.0185843,0.070687,0,0,0.0182073,0,0,0.0360852,0.0728462,0.0237227,0.00894164,0.0111097,0.0256209,0.0367257,0.0232444,0.0377,0.0484869,0.0307437,0.0157768,0.0160595,0.0248895,0.0269706,0.0149559,0.0106359,0.010852,0.0212385,0.0417855,0,0.0081341,0.0595376,0.0424175,0,0,0.0131551,0,0,0.0445931,0.0604588,0.030573,0.0269949,0.012292,0.0457443,0.0439822,0.0350572,0.123902,0.0399335,0.0324878,0.0705951,0.0467408,0.0535749,0.0861188,0.0161658,0.0244075,0.0134774,0.0234116,0.042925,0.0140256,0,0,0,0,0,0,0,0
27,0.054473,0.0664353,0,0,0,0,0,0,0.0318082,0,0.0188223,0.0707844,0,0,0.0184558,0,0,0.0360108,0.0728508,0.0237331,0.0090182,0.0110991,0.0256543,0.0365676,0.0232399,0.0376951,0.048505,0.030758,0.0157491,0.0160278,0.0248434,0.0269104,0.0149449,0.0105518,0.0108935,0.0214263,0.0417703,0,0.00811381,0.0595945,0.042522,0,0,0.0131947,0,0,0.0446783,0.0604712,0.0305769,0.0269926,0.0122651,0.0457491,0.0438495,0.0350785,0.123886,0.039949,0.0325273,0.0705737,0.0467068,0.0535794,0.0861037,0.0162012,0.0243676,0.0135444,0.0234834,0.0428912,0.014005,0,0,0,0,0,0,0,0
28,0.0545068,0.0663672,0,0,0,0,0,0,0.0317634,0,0.0187744,0.0708584,0,0,0.018689,0,0,0.0358889,0.0728503,0.0236752,0.00907435,0.0110816,0.0256742,0.0363558,0.023222,0.0376602,0.0485141,0.0307492,0.0157409,0.016019,0.0248382,0.0268899,0.0150242,0.0104935,0.0108959,0.0214514,0.0417352,0,0.00816555,0.0596595,0.0426163,0,0,0.0132201,0,0,0.0446945,0.0604565,0.0306236,0.0269951,0.0122602,0.0457429,0.0437427,0.0350926,0.123871,0.0399646,0.0325381,0.0705299,0.046662,0.0535542,0.0860712,0.0162009,0.0243025,0.0136018,0.0234885,0.0428601,0.013985,0,0,0,0,0,0,0,0
29,0.0544293,0.0662361,0,0,0,0,0,0,0.0315548,0,0.0188098,0.0709294,0,0,0.0190465,0,0,0.0355813,0.0728074,0.0234088,0.00900401,0.0107603,0.0256848,0.0362116,0.0229558,0.037478,0.0484917,0.0307526,0.0156643,0.0159499,0.0251429,0.0271733,0.0150624,0.010351,0.0109564,0.0215576,0.0414632,0,0.00822199,0.0593826,0.0427258,0,0,0.013175,0,0,0.0446285,0.0605787,0.0305449,0.0269681,0.0121246,0.0459526,0.0436606,0.0350639,0.123922,0.0398372,0.0326726,0.0705567,0.0465824,0.0536184,0.0861678,0.0165764,0.0244576,0.0135689,0.0237513,0.042783,0.0140581,0,0,0,0,0,0,0,0
30,0.0545561,0.0662642,0,0,0,0,0,0,0.0315943,0,0.0184371,0.0707725,0,0,0.0190661,0,0,0.0356954,0.0728153,0.0235576,0.00901973,0.0110381,0.0257104,0.0358647,0.0231948,0.0376123,0.048528,0.0307248,0.0156944,0.0160114,0.0248738,0.0269289,0.0151615,0.0103336,0.0108995,0.0214757,0.041664,0,0.00829487,0.0594123,0.0427179,0,0,0.0132875,0,0,0.0447791,0.060423,0.0306476,0.0269144,0.0122583,0.0457591,0.0434983,0.0351014,0.123862,0.0400179,0.0324278,0.0705246,0.0466465,0.0535125,0.0860137,0.0163658,0.0242063,0.0137292,0.023588,0.0428321,0.0139888,0,0,0,0,0,0,0,0
31,0.0545658,0.0662293,0,0,0,0,0,0,0.0315023,0,0.0183213,0.0708088,0,0,0.0192951,0,0,0.0357498,0.0728166,0.0234454,0.00909687,0.0110076,0.0256639,0.0356807,0.0231634,0.0375816,0.0485208,0.0307224,0.0156975,0.0160287,0.0248984,0.026938,0.0152243,0.0101986,0.0109537,0.0215573,0.0416779,0,0.0083346,0.0593561,0.0428667,0,0,0.0133462,0,0,0.0448126,0.0604077,0.0306658,0.0268976,0.0122529,0.0457839,0.0433876,0.0351285,0.123831,0.0400698,0.0323057,0.0705941,0.0466482,0.0534626,0.0859625,0.016359,0.0241305,0.0137903,0.0236132,0.0428197,0.0139269,0,0,0,0,0,0,0,0
32,0.0545835,0.0661659,0,0,0,0,0,0,0.0315415,0,0.0183063,0.0708999,0,0,0.0195305,0,0,0.0357337,0.0728207,0.0234642,0.00919445,0.010988,0.0256926,0.0355034,0.0231243,0.0375227,0.048503,0.0307078,0.0156736,0.0160251,0.0248974,0.0269165,0.0151449,0.0100632,0.0110344,0.0216782,0.0416484,0,0.0084114,0.0593443,0.0430416,0,0,0.0135093,0,0,0.0448432,0.060389,0.030648,0.0270247,0.012238,0.0458372,0.0432768,0.0351796,0.123839,0.0401235,0.032224,0.0708054,0.0466391,0.0534292,0.085912,0.0163806,0.0240596,0.013834,0.0236725,0.042786,0.01389,0,0,0,0,0,0,0,0
33,0.0546075,0.0661053,0,0,0,0,0,0,0.0317162,0,0.0183297,0.0709487,0,0,0.0196867,0,0,0.0356792,0.0728261,0.0235354,0.00918144,0.0110264,0.0257989,0.0352815,0.0231046,0.0375048,0.0485116,0.0306867,0.0156235,0.0159887,0.0247885,0.0268294,0.0149664,0.00995238,0.01113,0.0218382,0.0416743,0,0.00844716,0.0593403,0.0431793,0,0,0.0135966,0,0,0.044869,0.0603649,0.0306814,0.0271017,0.012238,0.0458761,0.0431725,0.0352278,0.12384,0.040193,0.0322068,0.0708809,0.0466515,0.0534,0.0858719,0.0163685,0.0239689,0.0139069,0.0237298,0.0427523,0.013866,0,0,0,0,0,0,0,0
34,0.0546206,0.06606,0,0,0,0,0,0,0.0317747,0,0.0182848,0.0709888,0,0,0.0197999,0,0,0.035652,0.0728155,0.0234782,0.00900506,0.0110429,0.0257559,0.0350465,0.0230724,0.0374929,0.0485295,0.030674,0.0157008,0.0159873,0.0247642,0.0268355,0.0149297,0.00986722,0.0111817,0.0218901,0.0417592,0,0.00840056,0.0592671,0.0432604,0,0,0.0136029,0,0,0.0448411,0.0603542,0.0307363,0.0270579,0.0122369,0.0459112,0.0430775,0.03524,0.123834,0.0402248,0.0322683,0.070817,0.0466385,0.0533791,0.0858587,0.016364,0.0238658,0.0140537,0.0237203,0.0427467,0.0138868,0,0,0,0,0,0,0,0
35,0.0545588,0.0661913,0,0,0,0,0,0,0.0315941,0,0.0184184,0.0708868,0,0,0.0209406,0,0,0.0352084,0.0728182,0.0231122,0.00857418,0.0107453,0.0260506,0.0346755,0.0227954,0.0373448,0.0484737,0.0305953,0.0158904,0.0159311,0.0250799,0.0271135,0.0149194,0.0098419,0.0133768,0.0212224,0.0415949,0,0.00837697,0.058867,0.0433229,0,0,0.0140572,0,0,0.0444024,0.060532,0.0307014,0.0270129,0.0121131,0.0464397,0.0429674,0.0351562,0.123849,0.0400232,0.0324254,0.0708035,0.0465788,0.053461,0.0859698,0.0166095,0.0239235,0.0160474,0.0231322,0.0429184,0.013994,0,0,0,0,0,0,0,0
