Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75
9,0.0513922,0.0670929,0,0,0,0,0,0,0.0341736,0,0.0170144,0.0719132,0,0,0.0275098,0,0,0.0362138,0.0719172,0.0269781,0.00939852,0.0140059,0.0263541,0.0448279,0.0247971,0.0375168,0.049663,0.0319138,0.0153757,0.0166563,0.0205671,0.0229303,0.0147482,0.0114587,0.00973796,0.0205193,0.0408452,0,0.010811,0.0588712,0.0289219,0,0,0.00640867,0,0,0.0426833,0.0593304,0.0273128,0.0302154,0.0109589,0.0493476,0.0485645,0.038196,0.123214,0.0437946,0.0307912,0.0693127,0.0454409,0.0520934,0.0857574,0.0169357,0.0280674,0.0144159,0.0180778,0.0416361,0.0215503,0,0,0,0,0,0,0,0,0
10,0.0515277,0.067126,0,0,0,0,0,0,0.0339488,0,0.0170427,0.0718741,0,0,0.0276139,0,0,0.0362688,0.0719539,0.0266305,0.00932774,0.013952,0.0263154,0.0448788,0.0247881,0.0375423,0.0498311,0.0317952,0.0153892,0.0166079,0.0207748,0.0230959,0.0147525,0.0113559,0.00971939,0.0205296,0.0408017,0,0.0107794,0.0588851,0.0290736,0,0,0.00622413,0,0,0.0427439,0.0593246,0.0274279,0.0301972,0.0110185,0.0493335,0.0485133,0.038158,0.123198,0.0437819,0.0308237,0.0692905,0.0453949,0.0520961,0.0857152,0.0169582,0.0280853,0.0143685,0.0181838,0.0416755,0.0213729,0,0,0,0,0,0,0,0,0
11,0.0516766,0.0671369,0,0,0,0,0,0,0.0339083,0,0.0171076,0.0718269,0,0,0.0276389,0,0,0.0362976,0.0719736,0.0265192,0.00944547,0.013965,0.0263347,0.0448666,0.0247879,0.0376029,0.0495558,0.0317479,0.0153741,0.0166026,0.0208332,0.0231235,0.0146591,0.0111879,0.00951727,0.0206086,0.0409396,0,0.0108011,0.0588508,0.029213,0,0,0.00599869,0,0,0.042838,0.05934,0.0275188,0.0301868,0.0110321,0.049368,0.0483669,0.0381237,0.123216,0.0437591,0.0308702,0.0692604,0.0453742,0.0520834,0.0856699,0.0168983,0.0280982,0.0144797,0.0182029,0.041714,0.0212973,0,0,0,0,0,0,0,0,0
12,0.0518307,0.0671287,0,0,0,0,0,0,0.0337786,0,0.0171322,0.0718259,0,0,0.0276477,0,0,0.0363451,0.0719774,0.0264303,0.00948713,0.0139817,0.0263671,0.0448352,0.0247898,0.0376416,0.0493639,0.0317615,0.0153343,0.0165886,0.0209493,0.0231423,0.0145818,0.010981,0.00956946,0.0206409,0.041154,0,0.0108022,0.0588016,0.0294151,0,0,0.00582376,0,0,0.0429842,0.0593461,0.027515,0.0301724,0.010997,0.0493912,0.0482129,0.0380917,0.12325,0.0437299,0.0309208,0.0692492,0.0453518,0.0520515,0.0856235,0.0168153,0.0280314,0.0145615,0.0182703,0.041775,0.0212708,0,0,0,0,0,0,0,0,0
13,0.051979,0.0670974,0,0,0,0,0,0,0.0335627,0,0.0171327,0.0718618,0,0,0.0276739,0,0,0.0363671,0.0719702,0.0262323,0.0094136,0.0139998,0.0263629,0.0448047,0.0247714,0.0376687,0.0493129,0.0317621,0.0153296,0.0165158,0.0210972,0.0232268,0.0146813,0.010689,0.00968662,0.0206564,0.0413979,0,0.010783,0.0587404,0.0296428,0,0,0.00568218,0,0,0.0431624,0.0593546,0.0274289,0.0301733,0.0109532,0.0494279,0.0480228,0.0380465,0.123296,0.0436888,0.0309696,0.0692404,0.0453353,0.0520272,0.0855639,0.0167239,0.0279477,0.0145972,0.01837,0.041831,0.0212409,0,0,0,0,0,0,0,0,0
14,0.0520894,0.067059,0,0,0,0,0,0,0.0332932,0,0.0172077,0.0718648,0,0,0.0277605,0,0,0.0363004,0.071959,0.0260554,0.00936431,0.0140355,0.0263311,0.04472,0.0247396,0.0377418,0.0492833,0.03174,0.0153412,0.0164238,0.0211699,0.0233446,0.0148403,0.0103984,0.00971566,0.0206262,0.0415718,0,0.0107312,0.0587168,0.0298684,0,0,0.00556077,0,0,0.043231,0.0593748,0.0273265,0.0301615,0.0109351,0.0494771,0.047838,0.0380181,0.123323,0.0436402,0.0309953,0.0692435,0.0453269,0.0520249,0.0855306,0.0166941,0.0278641,0.0145153,0.0184807,0.0418849,0.0212197,0,0,0,0,0,0,0,0,0
15,0.0521856,0.0670118,0,0,0,0,0,0,0.0330283,0,0.0172341,0.0718253,0,0,0.0278507,0,0,0.0361655,0.0719599,0.0259908,0.00934436,0.0140675,0.0263074,0.0445563,0.0247366,0.0377606,0.0492482,0.0317062,0.0153235,0.0163823,0.0212338,0.0234295,0.014966,0.010227,0.00969331,0.0205969,0.0416779,0,0.0106627,0.0587403,0.0300834,0,0,0.00546997,0,0,0.0432113,0.059384,0.0271907,0.0301329,0.0109421,0.0495072,0.0477219,0.037985,0.123329,0.0435724,0.0310295,0.0692404,0.0453327,0.052038,0.0855154,0.016678,0.0277575,0.0142973,0.0186243,0.0419205,0.021224,0,0,0,0,0,0,0,0,0
16,0.05229,0.0669667,0,0,0,0,0,0,0.0328438,0,0.0172921,0.0717299,0,0,0.0278774,0,0,0.0360594,0.0719467,0.0259684,0.00935695,0.0140493,0.0262809,0.0443832,0.0247449,0.0377533,0.0492563,0.0317013,0.0152929,0.0163442,0.0213387,0.0234769,0.0150798,0.0101428,0.00971639,0.0206431,0.0417487,0,0.01058,0.0587989,0.030283,0,0,0.00540523,0,0,0.0431681,0.0593733,0.0270476,0.030131,0.0109968,0.0494355,0.047669,0.0379358,0.123334,0.0435047,0.0310446,0.0692597,0.0453391,0.0520539,0.0855043,0.01665,0.0276278,0.0140062,0.0188034,0.0419778,0.0212531,0,0,0,0,0,0,0,0,0
17,0.0523766,0.0669227,0,0,0,0,0,0,0.0326162,0,0.0173661,0.0716667,0,0,0.0279031,0,0,0.0359337,0.0719104,0.0259083,0.00927662,0.0139953,0.0262459,0.0442187,0.0247717,0.0377535,0.0493823,0.0317497,0.0152921,0.0163259,0.0214763,0.0235618,0.015286,0.0100657,0.00965715,0.0206903,0.0418393,0,0.0105451,0.0588622,0.0304589,0,0,0.00537225,0,0,0.0431209,0.0593651,0.0270315,0.0301387,0.0110771,0.0493717,0.0476784,0.0378956,0.123335,0.0434554,0.0310309,0.069307,0.0453547,0.0520945,0.0855131,0.016634,0.0275108,0.0137162,0.0190427,0.0420481,0.0212586,0,0,0,0,0,0,0,0,0
18,0.052436,0.0669222,0,0,0,0,0,0,0.0323842,0,0.0174266,0.0716554,0,0,0.0279535,0,0,0.0357501,0.0718845,0.0258761,0.00920881,0.0139765,0.0262388,0.0440822,0.0247887,0.0377714,0.0495391,0.0318572,0.0152956,0.0163047,0.0215382,0.0236241,0.0155282,0.0100053,0.00963809,0.0207605,0.0419575,0,0.0105401,0.0588866,0.0306136,0,0,0.00539106,0,0,0.04309,0.0593751,0.0269251,0.030121,0.0111208,0.0493421,0.0477047,0.0378678,0.123367,0.0433983,0.0310464,0.0693167,0.045371,0.0521075,0.085508,0.016572,0.0275503,0.0134833,0.0193125,0.042117,0.021203,0,0,0,0,0,0,0,0,0
19,0.0524741,0.066958,0,0,0,0,0,0,0.0320958,0,0.0174845,0.0716689,0,0,0.0280359,0,0,0.0355346,0.0719025,0.0257904,0.00908243,0.0139353,0.0262118,0.0440255,0.0248031,0.0377897,0.0497089,0.0318907,0.0153191,0.0162994,0.0216305,0.0237459,0.0157725,0.00998984,0.00962413,0.0207998,0.0420208,0,0.0105076,0.0588867,0.0307464,0,0,0.00539065,0,0,0.0431368,0.0593767,0.0268801,0.0300809,0.0111604,0.0493227,0.0477212,0.0378285,0.123404,0.0433554,0.0310915,0.0693087,0.0453697,0.0520959,0.0855079,0.0165172,0.0276924,0.013405,0.0195254,0.0421662,0.0211394,0,0,0,0,0,0,0,0,0
20,0.0525395,0.0670073,0,0,0,0,0,0,0.0318322,0,0.0175665,0.0717425,0,0,0.0281127,0,0,0.0353422,0.0719311,0.0256869,0.00885288,0.0138809,0.026139,0.0440154,0.0248359,0.0378005,0.0496933,0.0318783,0.0153341,0.0162613,0.0217497,0.0239092,0.0160026,0.0100617,0.00941312,0.0207458,0.0420705,0,0.0103886,0.0588708,0.0308479,0,0,0.00535294,0,0,0.0431901,0.0593805,0.0268745,0.0300553,0.0111969,0.04929,0.0477036,0.0377738,0.123449,0.0433184,0.0311517,0.0693109,0.0453613,0.05208,0.0855326,0.0164843,0.0277801,0.0133431,0.0196606,0.0421865,0.0210501,0,0,0,0,0,0,0,0,0
21,0.052654,0.0670699,0,0,0,0,0,0,0.0316201,0,0.0176471,0.0718305,0,0,0.0281721,0,0,0.0352315,0.0719202,0.0255794,0.0086919,0.0138403,0.0260347,0.043996,0.0248406,0.0378506,0.0495209,0.0318569,0.0153315,0.0161567,0.0218638,0.0240503,0.0161624,0.0101327,0.00915729,0.0208249,0.0421438,0,0.0103023,0.0588432,0.0309522,0,0,0.00531229,0,0,0.0432527,0.0594041,0.0268528,0.0300625,0.0112186,0.0492401,0.0476193,0.0377374,0.123488,0.0432697,0.0312031,0.0693247,0.0453698,0.0520658,0.0855916,0.0164943,0.0277823,0.0131435,0.0198503,0.0421832,0.0209868,0,0,0,0,0,0,0,0,0
22,0.0527664,0.0671505,0,0,0,0,0,0,0.0314341,0,0.0177248,0.0718447,0,0,0.0282395,0,0,0.0353544,0.0719174,0.0254278,0.00879098,0.0138373,0.0259545,0.0439494,0.0248028,0.0378535,0.0494164,0.031832,0.0153367,0.0160706,0.0219714,0.0241474,0.0162426,0.0102283,0.00935735,0.0209929,0.0422884,0,0.0103455,0.0588652,0.0310173,0,0,0.00524597,0,0,0.0432712,0.0594039,0.0268645,0.0301098,0.0112403,0.0492578,0.047462,0.0377275,0.123519,0.043246,0.0312848,0.0693021,0.045366,0.0520143,0.0855856,0.0164681,0.027778,0.012827,0.0200971,0.0421741,0.0209821,0,0,0,0,0,0,0,0,0
23,0.0528664,0.0672525,0,0,0,0,0,0,0.0312522,0,0.017796,0.0718143,0,0,0.0283194,0,0,0.0356125,0.0719331,0.0252171,0.00896142,0.0138678,0.0259455,0.0439227,0.0247697,0.0378384,0.0493873,0.0317573,0.0153433,0.0160325,0.0221148,0.0242336,0.0162979,0.0102828,0.00975191,0.0212164,0.0424188,0,0.0103596,0.0589285,0.0311052,0,0,0.00510445,0,0,0.0430925,0.0593889,0.0268933,0.0301682,0.0112644,0.0492989,0.0471863,0.0377291,0.123549,0.0432308,0.0314262,0.0692755,0.0453392,0.0519727,0.085548,0.0164525,0.0277046,0.0124783,0.0202435,0.0421819,0.0209512,0,0,0,0,0,0,0,0,0
24,0.0529405,0.0673088,0,0,0,0,0,0,0.0310919,0,0.01787,0.0718059,0,0,0.0284129,0,0,0.0358798,0.0719531,0.0249657,0.00900314,0.0138638,0.0259201,0.0438869,0.0247443,0.0378205,0.0493694,0.0316058,0.0153587,0.0160099,0.0222769,0.0243575,0.0163214,0.0102006,0.00996177,0.0213996,0.0425095,0,0.0103509,0.0589841,0.0312459,0,0,0.00497126,0,0,0.0428764,0.0593955,0.02696,0.0302041,0.0112813,0.0493231,0.0469638,0.0377283,0.123578,0.0432066,0.031523,0.0692582,0.0453349,0.0519432,0.0855382,0.0164622,0.0275815,0.0122153,0.0203329,0.0421781,0.020897,0,0,0,0,0,0,0,0,0
25,0.0529739,0.0673119,0,0,0,0,0,0,0.0309848,0,0.0179471,0.0718026,0,0,0.0285121,0,0,0.035918,0.0719787,0.0248238,0.00901976,0.0138339,0.0258494,0.0438143,0.0247085,0.037886,0.0493317,0.0315465,0.0153427,0.0159948,0.0223928,0.0244199,0.0163752,0.0100165,0.0100314,0.0215293,0.0425686,0,0.0103318,0.0590223,0.0314342,0,0,0.00487575,0,0,0.0427445,0.0594186,0.0270309,0.0302077,0.011289,0.0493197,0.0467445,0.037715,0.123595,0.0431715,0.0315789,0.0692458,0.0453504,0.0519068,0.0855664,0.0164786,0.027464,0.012162,0.0203413,0.0421712,0.0208433,0,0,0,0,0,0,0,0,0
26,0.0529775,0.0672671,0,0,0,0,0,0,0.0308473,0,0.0180464,0.0717072,0,0,0.0286012,0,0,0.035654,0.0720152,0.0246674,0.00911358,0.0138147,0.0257327,0.0436768,0.0246882,0.0379305,0.0492815,0.031496,0.0153387,0.0159859,0.0224737,0.0244913,0.0164469,0.00980903,0.0099477,0.0216059,0.0426272,0,0.0103183,0.0590433,0.0316467,0,0,0.00480566,0,0,0.0426632,0.0594495,0.0269687,0.0301951,0.0112703,0.0492674,0.0465199,0.0377044,0.123613,0.043131,0.031602,0.0692388,0.0453767,0.0518648,0.0855729,0.0164454,0.0273609,0.0121911,0.0203385,0.0421566,0.0208179,0,0,0,0,0,0,0,0,0
27,0.0529741,0.0672093,0,0,0,0,0,0,0.0307034,0,0.0181789,0.071514,0,0,0.0285947,0,0,0.0354404,0.072055,0.0244282,0.00925364,0.0138228,0.0255951,0.0434749,0.0246686,0.0379266,0.0492045,0.0314207,0.0153554,0.0159766,0.0226141,0.0245857,0.0164793,0.0096133,0.00989417,0.0215678,0.042716,0,0.0103339,0.0590325,0.0318665,0,0,0.0047656,0,0,0.0426282,0.0594887,0.0269316,0.0301753,0.0112624,0.0491742,0.0463137,0.0377006,0.123623,0.0430993,0.0315689,0.0692665,0.045429,0.0518158,0.0855652,0.0164184,0.0272281,0.012248,0.0203846,0.0421711,0.0208116,0,0,0,0,0,0,0,0,0
28,0.0529632,0.0672033,0,0,0,0,0,0,0.0306983,0,0.01828,0.0714368,0,0,0.0285378,0,0,0.0353743,0.0720914,0.0242482,0.00935727,0.0138389,0.0254738,0.0432368,0.0246725,0.0379139,0.0491417,0.0313725,0.0153685,0.0159849,0.0227271,0.0246209,0.0164314,0.00950444,0.00991708,0.0215546,0.0427569,0,0.0102888,0.0590545,0.0320363,0,0,0.00475528,0,0,0.0425993,0.0595066,0.0269104,0.0301549,0.0113008,0.0490719,0.046117,0.0375741,0.123628,0.0430409,0.0315473,0.0692934,0.0454607,0.0517597,0.085597,0.0164868,0.0270937,0.0123072,0.0204412,0.0422096,0.020793,0,0,0,0,0,0,0,0,0
29,0.0529518,0.0672387,0,0,0,0,0,0,0.0308218,0,0.0183382,0.0714036,0,0,0.0284464,0,0,0.0353762,0.0721308,0.0242056,0.00948332,0.0138744,0.0253495,0.0429803,0.0246835,0.0378607,0.0490845,0.031335,0.0153934,0.0160103,0.0227469,0.0245691,0.0163169,0.00951289,0.00989723,0.0214842,0.0428326,0,0.0103029,0.059111,0.0321412,0,0,0.00478526,0,0,0.0425651,0.0595129,0.0269868,0.030094,0.0113306,0.0489556,0.0459399,0.037473,0.123624,0.0429048,0.0315577,0.0693118,0.0454993,0.0516866,0.085617,0.0164744,0.0269943,0.012376,0.0204812,0.0422462,0.0207438,0,0,0,0,0,0,0,0,0
30,0.0529536,0.0672735,0,0,0,0,0,0,0.0309549,0,0.018364,0.0713523,0,0,0.0283594,0,0,0.0353583,0.0721683,0.0242676,0.00963874,0.0139058,0.0251947,0.0427543,0.0246552,0.0378068,0.0490142,0.0312955,0.0154283,0.0160582,0.0227069,0.0245105,0.0161947,0.00953815,0.00988358,0.0215125,0.0429236,0,0.0103622,0.0591517,0.0322109,0,0,0.00483612,0,0,0.0424517,0.0595619,0.0270333,0.0300221,0.0113396,0.0488387,0.0458038,0.037445,0.123615,0.0428516,0.031578,0.0693153,0.0455361,0.0516324,0.0856094,0.0164077,0.0269083,0.0124125,0.0204353,0.042281,0.020689,0,0,0,0,0,0,0,0,0
31,0.0529664,0.0672671,0,0,0,0,0,0,0.031121,0,0.0183628,0.0713876,0,0,0.0282844,0,0,0.0353133,0.072186,0.0243462,0.00972248,0.0139603,0.0250492,0.0425844,0.024607,0.0377878,0.048954,0.0312702,0.0154432,0.0161068,0.022641,0.0244704,0.0160782,0.00949273,0.00991249,0.0216177,0.0429519,0,0.0104273,0.0591989,0.0322909,0,0,0.00489549,0,0,0.0422914,0.0596722,0.0270198,0.0299725,0.011355,0.048743,0.0456809,0.03743,0.123607,0.042878,0.0316089,0.0693192,0.0455492,0.0516288,0.0856108,0.0163769,0.0268147,0.0124598,0.020365,0.0423052,0.0206325,0,0,0,0,0,0,0,0,0
32,0.0530086,0.0672307,0,0,0,0,0,0,0.0313064,0,0.0183574,0.0714919,0,0,0.0282558,0,0,0.0352793,0.0721974,0.024411,0.00973591,0.014001,0.0249731,0.0424386,0.024576,0.0377647,0.0489009,0.0312614,0.0154265,0.0161419,0.0225942,0.024453,0.0159606,0.00938258,0.00997589,0.0216452,0.0429503,0,0.0104112,0.0592369,0.0324034,0,0,0.00492959,0,0,0.0421321,0.0597337,0.026998,0.0299299,0.0113719,0.0486707,0.0455833,0.037374,0.123617,0.0429881,0.0316341,0.0693312,0.0455831,0.0516727,0.0856396,0.0163906,0.0266921,0.0124052,0.0203786,0.0423234,0.020566,0,0,0,0,0,0,0,0,0
33,0.0530545,0.0671685,0,0,0,0,0,0,0.0315006,0,0.018357,0.0715568,0,0,0.0282764,0,0,0.035255,0.0722046,0.0244736,0.00975379,0.014005,0.0249219,0.0423224,0.0245571,0.0377373,0.048853,0.0312392,0.0154284,0.0161364,0.0225576,0.0244161,0.0158527,0.00922721,0.010004,0.021646,0.0429745,0,0.0103648,0.0592452,0.0325255,0,0,0.00493768,0,0,0.0420117,0.0597143,0.0269726,0.0299041,0.0113859,0.0486067,0.0454938,0.0373309,0.123631,0.0430023,0.0316437,0.0693265,0.0456165,0.0517738,0.0856572,0.0163949,0.0265633,0.0123321,0.0204007,0.0423369,0.0205056,0,0,0,0,0,0,0,0,0
34,0.0530864,0.0670767,0,0,0,0,0,0,0.0316453,0,0.0183448,0.0715978,0,0,0.028349,0,0,0.0352331,0.0722138,0.0245517,0.00980607,0.0140031,0.0248504,0.0422344,0.0245301,0.0376936,0.0488133,0.031214,0.0154608,0.0161081,0.0225108,0.0243586,0.0157923,0.00906728,0.0100611,0.0216983,0.042951,0,0.010276,0.059292,0.0326473,0,0,0.0049835,0,0,0.0419808,0.0596768,0.0269401,0.0298935,0.0114063,0.0485742,0.0453929,0.0373375,0.123646,0.0429113,0.0316377,0.0693058,0.045604,0.051805,0.0856681,0.016388,0.0264422,0.0123429,0.0203576,0.0423239,0.0204478,0,0,0,0,0,0,0,0,0
35,0.0531199,0.0669826,0,0,0,0,0,0,0.0317909,0,0.0183321,0.0716013,0,0,0.0284697,0,0,0.0352105,0.0722331,0.0246164,0.00985257,0.0140105,0.0247777,0.0421551,0.0245087,0.0376327,0.0488051,0.0311859,0.0154861,0.0161022,0.022463,0.0243065,0.015778,0.00892617,0.0101585,0.0217465,0.0429268,0,0.0102789,0.0593238,0.0327576,0,0,0.00504028,0,0,0.0419559,0.0596683,0.0269462,0.0298847,0.0114599,0.0485694,0.0452685,0.0373537,0.12365,0.0428441,0.0316654,0.069287,0.0455979,0.0518854,0.0856529,0.016371,0.0263272,0.012404,0.020297,0.0422847,0.020411,0,0,0,0,0,0,0,0,0
