Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75
678,0.0552584,0.0654393,0,0,0,0,0,0,0.0330442,0,0.0163738,0.0687647,0,0,0.0413198,0,0,0.038668,0.0669023,0.0214123,0.00576017,0.0141163,0.0374027,0.0511427,0.0256257,0.04007,0.0517307,0.0317956,0.0142141,0.0146809,0.0256499,0.0269544,0.0125361,0.0208363,0.00996831,0.0258248,0.0226395,0,0.00921477,0.0513263,0.0333793,0,0,0.0233739,0,0,0.0448159,0.0663245,0.0399076,0.0263832,0.0118287,0.0626638,0.0527634,0.0414137,0.12215,0.047111,0.0281251,0.0668502,0.0427207,0.0495358,0.0812276,0.0359157,0.0272467,0.0119889,0.0207908,0.0391504,0.0167772,0,0,0,0,0,0,0,0,0
679,0.0552689,0.0656157,0,0,0,0,0,0,0.0330395,0,0.0162349,0.0687766,0,0,0.0415263,0,0,0.038851,0.066887,0.0215475,0.00566312,0.0141588,0.0375967,0.0513607,0.025792,0.040153,0.0518132,0.0318985,0.0142659,0.014562,0.0255968,0.0269433,0.0124405,0.0210858,0.0100561,0.0257889,0.0228637,0,0.00932109,0.0513727,0.0333058,0,0,0.0230386,0,0,0.0450592,0.0663522,0.0396083,0.0262495,0.0115676,0.0627044,0.0534442,0.0417912,0.122061,0.0473268,0.0280278,0.0669199,0.0427154,0.0495505,0.0812291,0.0355839,0.0276883,0.0120436,0.0208719,0.0389923,0.016755,0,0,0,0,0,0,0,0,0
680,0.0552974,0.0658194,0,0,0,0,0,0,0.0331733,0,0.0160859,0.0687399,0,0,0.04167,0,0,0.038991,0.0668662,0.0217222,0.00554879,0.0142062,0.0377276,0.051564,0.025935,0.0401682,0.0519426,0.0319793,0.0142655,0.0146916,0.0257272,0.0269365,0.0122492,0.021298,0.0101176,0.0257714,0.0229354,0,0.00932619,0.0514438,0.0332042,0,0,0.0228046,0,0,0.0452827,0.0663532,0.0391114,0.0260923,0.011322,0.0626978,0.0541007,0.0421462,0.122072,0.0476174,0.0279893,0.066963,0.0427064,0.0494685,0.0811065,0.0353316,0.0280652,0.0120754,0.0209662,0.0388279,0.0167101,0,0,0,0,0,0,0,0,0
681,0.0552768,0.0660088,0,0,0,0,0,0,0.0333567,0,0.0159283,0.0687033,0,0,0.0417936,0,0,0.0389393,0.0668606,0.0218596,0.00543476,0.0142396,0.0378305,0.0517752,0.0260568,0.0401585,0.052204,0.0320573,0.0142331,0.0148364,0.0258316,0.0269584,0.0121027,0.0215025,0.0101555,0.0257074,0.0228193,0,0.00926281,0.0514991,0.0330904,0,0,0.0226543,0,0,0.0454859,0.0663049,0.0384251,0.0259524,0.0110811,0.0626813,0.0547659,0.0424665,0.122139,0.0479345,0.0279923,0.066958,0.0427635,0.0493422,0.0809249,0.035262,0.0284157,0.0121229,0.0210232,0.0386368,0.0166199,0,0,0,0,0,0,0,0,0
682,0.0552249,0.0662227,0,0,0,0,0,0,0.0335245,0,0.0157647,0.0686834,0,0,0.0419298,0,0,0.0388486,0.0668365,0.0219647,0.00529288,0.0142795,0.0379362,0.0519542,0.026161,0.0402008,0.0523744,0.0321163,0.014154,0.014933,0.0258416,0.0270321,0.0119839,0.0217218,0.0101596,0.0256232,0.0226761,0,0.00922892,0.0515516,0.0329885,0,0,0.0225639,0,0,0.045639,0.0662072,0.0375379,0.0258483,0.0108296,0.0626408,0.0554334,0.0427592,0.122108,0.0483341,0.0280246,0.0668792,0.0427457,0.0492017,0.080726,0.0354464,0.0287868,0.0121032,0.0210893,0.038462,0.0164983,0,0,0,0,0,0,0,0,0
683,0.0552172,0.0664161,0,0,0,0,0,0,0.033697,0,0.0155866,0.0687061,0,0,0.0419438,0,0,0.0389633,0.0667931,0.022101,0.00517554,0.0142875,0.0380401,0.0520886,0.0262355,0.0402983,0.0524588,0.0321844,0.0140497,0.0149974,0.0258111,0.0270849,0.0118496,0.0219228,0.0101013,0.0255098,0.0225485,0,0.00921921,0.0515486,0.0328916,0,0,0.0225058,0,0,0.045798,0.0660943,0.0363783,0.025781,0.0106294,0.0625999,0.0561889,0.0430106,0.122141,0.0485196,0.0279499,0.0667547,0.0425634,0.0490308,0.0805206,0.0356927,0.0292028,0.0120749,0.0212334,0.0382711,0.0163535,0,0,0,0,0,0,0,0,0
684,0.055213,0.0666655,0,0,0,0,0,0,0.0339335,0,0.0154106,0.0687091,0,0,0.0419835,0,0,0.0391629,0.0667517,0.0222919,0.00504155,0.0142636,0.0381152,0.0521919,0.0263884,0.0403891,0.0525158,0.0322234,0.0141276,0.0150422,0.0259341,0.027144,0.0116736,0.0220744,0.0101662,0.0254496,0.0226938,0,0.00926325,0.0515341,0.0328145,0,0,0.0225009,0,0,0.0459153,0.0659606,0.0351696,0.0257313,0.0105044,0.0625371,0.056937,0.0432003,0.12232,0.0484529,0.0279628,0.0665978,0.042411,0.0487928,0.0802084,0.0354926,0.0296422,0.0121133,0.0213344,0.0381582,0.0161924,0,0,0,0,0,0,0,0,0
685,0.0551974,0.0669371,0,0,0,0,0,0,0.0342076,0,0.0152603,0.0686796,0,0,0.0419718,0,0,0.0392921,0.0666683,0.022439,0.0048954,0.014195,0.0382443,0.052268,0.0266394,0.0405499,0.0524851,0.032232,0.0140742,0.0150848,0.0260542,0.0272101,0.0115094,0.022158,0.0102563,0.025428,0.0229472,0,0.0092332,0.0514786,0.0327384,0,0,0.0225026,0,0,0.0460319,0.0657684,0.034161,0.0256777,0.0104975,0.0625227,0.0576024,0.0433184,0.12268,0.0482992,0.0280888,0.0663525,0.0422618,0.0484959,0.0798942,0.0348299,0.0300949,0.012146,0.0214347,0.0380784,0.0160369,0,0,0,0,0,0,0,0,0
686,0.0551011,0.0671478,0,0,0,0,0,0,0.0344242,0,0.0150858,0.0686273,0,0,0.0418949,0,0,0.0393293,0.066446,0.0225843,0.00473047,0.0140908,0.0384159,0.0523554,0.0268687,0.040766,0.0524055,0.032222,0.0140062,0.0150603,0.0260915,0.0272513,0.0114055,0.0222912,0.0103156,0.0253981,0.023071,0,0.00929836,0.0514786,0.0326666,0,0,0.0225131,0,0,0.0461304,0.0656216,0.0336423,0.0256463,0.0106623,0.0625859,0.0582422,0.0433925,0.123069,0.0480383,0.0281745,0.0661695,0.0421284,0.0483493,0.0798758,0.0344091,0.0305381,0.012189,0.0214887,0.0380453,0.0158587,0,0,0,0,0,0,0,0,0
687,0.0549734,0.0673187,0,0,0,0,0,0,0.034422,0,0.0149164,0.0686064,0,0,0.0418108,0,0,0.039285,0.0661261,0.0227065,0.00461614,0.0139115,0.0385897,0.0523996,0.027094,0.0410346,0.0525037,0.032248,0.0138138,0.015034,0.0261186,0.0272638,0.0114664,0.0223029,0.0104939,0.0252894,0.0228558,0,0.00934657,0.0515123,0.032583,0,0,0.0225371,0,0,0.0462156,0.0654915,0.0335429,0.0256727,0.0111249,0.0627731,0.0588944,0.043432,0.123322,0.0479998,0.0281765,0.0662495,0.0421602,0.0485241,0.0802799,0.0347478,0.0309094,0.01238,0.0214935,0.0380944,0.0156362,0,0,0,0,0,0,0,0,0
688,0.0548232,0.0673872,0,0,0,0,0,0,0.0342645,0,0.0147461,0.0686642,0,0,0.0416502,0,0,0.0392974,0.065798,0.0228717,0.00463244,0.0136525,0.0387236,0.052366,0.027393,0.0413953,0.0527069,0.0322713,0.0136826,0.0149746,0.0261615,0.027309,0.011619,0.0222074,0.0105281,0.0252158,0.0223206,0,0.00928197,0.0515393,0.0324567,0,0,0.0225415,0,0,0.0462841,0.0653812,0.0337765,0.0257332,0.0117985,0.0630209,0.0594426,0.043259,0.123252,0.0481803,0.027966,0.0664907,0.0423215,0.0487794,0.0807457,0.0357189,0.0312364,0.0123927,0.0215685,0.0381016,0.0154196,0,0,0,0,0,0,0,0,0
689,0.0546938,0.0674322,0,0,0,0,0,0,0.0340444,0,0.0145541,0.0687945,0,0,0.0414525,0,0,0.0393227,0.0655241,0.0231094,0.00466688,0.0133199,0.0388341,0.052268,0.0276155,0.0418422,0.0529099,0.0322941,0.0134013,0.0148914,0.0261897,0.0273988,0.0119214,0.0220301,0.010566,0.0251046,0.0216632,0,0.00920767,0.0515367,0.0323148,0,0,0.0225365,0,0,0.046417,0.0653487,0.0342887,0.0257543,0.0123917,0.0631982,0.059988,0.0427915,0.122846,0.048196,0.0274872,0.0666411,0.0424905,0.0488696,0.080926,0.0369097,0.0315406,0.0124543,0.0216597,0.0380261,0.015236,0,0,0,0,0,0,0,0,0
690,0.0546079,0.0675565,0,0,0,0,0,0,0.033816,0,0.0143219,0.068942,0,0,0.0412458,0,0,0.0392277,0.0653485,0.0234167,0.00468282,0.0129946,0.0389348,0.0521379,0.0276742,0.0422838,0.0531009,0.0323168,0.0132355,0.0147978,0.0262117,0.0274247,0.0123414,0.0218481,0.0105351,0.0249579,0.020998,0,0.00927565,0.0514541,0.0321616,0,0,0.0225154,0,0,0.0465457,0.0653901,0.0349155,0.0257011,0.0127306,0.063117,0.0603927,0.0421332,0.122267,0.0480851,0.0269676,0.0665684,0.0426449,0.048731,0.0807029,0.0379487,0.0318471,0.0124973,0.0217375,0.0378782,0.0151582,0,0,0,0,0,0,0,0,0
691,0.0545162,0.067815,0,0,0,0,0,0,0.0336975,0,0.0140558,0.0690144,0,0,0.0410891,0,0,0.0391609,0.0652705,0.0237806,0.0046459,0.0125596,0.0389386,0.0520311,0.0276266,0.04272,0.0533438,0.0322984,0.013104,0.014666,0.0262962,0.0274688,0.0127602,0.0218269,0.0104986,0.0248919,0.0204692,0,0.00941698,0.0513941,0.0319652,0,0,0.0225078,0,0,0.0466182,0.0654586,0.0354042,0.0255982,0.0128403,0.0628137,0.0607541,0.0415673,0.12185,0.047882,0.0266859,0.06628,0.042734,0.0484869,0.0802225,0.0385788,0.0320699,0.0124962,0.0218348,0.0377724,0.0152178,0,0,0,0,0,0,0,0,0
692,0.0543859,0.068099,0,0,0,0,0,0,0.0341896,0,0.0137708,0.0690302,0,0,0.040926,0,0,0.0391066,0.0651696,0.0242078,0.00463219,0.0115198,0.0388508,0.0519711,0.0274542,0.043192,0.0536969,0.0322106,0.0126385,0.0143439,0.0264713,0.0278458,0.0125929,0.0218257,0.0104818,0.0249507,0.0201878,0,0.0096337,0.0513465,0.0317725,0,0,0.0225412,0,0,0.0466818,0.0654379,0.0355301,0.0255332,0.0129263,0.062378,0.0611499,0.0412309,0.121722,0.047532,0.0267184,0.06598,0.0428218,0.0482341,0.0799531,0.0386861,0.0322627,0.0125868,0.0218745,0.0377479,0.0153445,0,0,0,0,0,0,0,0,0
693,0.0542324,0.0683047,0,0,0,0,0,0,0.0347096,0,0.0137634,0.0688083,0,0,0.0406701,0,0,0.039141,0.06522,0.0247623,0.00469475,0.0107444,0.0386465,0.0519867,0.027292,0.0435384,0.0538282,0.032122,0.0119982,0.0137713,0.0265367,0.0280203,0.0124285,0.0217696,0.0103201,0.0250736,0.0201567,0,0.00979769,0.0515013,0.0316678,0,0,0.0226231,0,0,0.046838,0.0651423,0.0352429,0.0256213,0.0129564,0.061989,0.0614802,0.0411515,0.121853,0.0472989,0.0269067,0.0658321,0.0429515,0.0481292,0.0799449,0.0383609,0.0323936,0.0128135,0.0218625,0.0378038,0.0154662,0,0,0,0,0,0,0,0,0
694,0.0541371,0.0684474,0,0,0,0,0,0,0.0347957,0,0.0137549,0.0684835,0,0,0.0405057,0,0,0.0391288,0.0652406,0.0251414,0.00475481,0.0101704,0.0385277,0.0519675,0.0271563,0.0439223,0.0537873,0.0320476,0.011452,0.0131865,0.0266178,0.0281677,0.0127142,0.0216178,0.0102456,0.0251107,0.0206011,0,0.00974286,0.051673,0.0315982,0,0,0.0226253,0,0,0.0470022,0.0648635,0.0347365,0.0256911,0.0128529,0.0616198,0.0616881,0.0412104,0.122119,0.0471064,0.02709,0.0659366,0.04306,0.0482045,0.0800707,0.0374263,0.0325302,0.0130694,0.0218466,0.0379401,0.0156354,0,0,0,0,0,0,0,0,0
695,0.0540792,0.0684962,0,0,0,0,0,0,0.0349191,0,0.0135213,0.0682098,0,0,0.0402745,0,0,0.0391325,0.0652166,0.0253401,0.00482862,0.00958905,0.0383885,0.0519692,0.0271052,0.0443662,0.0539198,0.0320525,0.0110095,0.0127982,0.0266619,0.0282794,0.0129075,0.0214861,0.0101844,0.0251354,0.0213976,0,0.00958353,0.0519388,0.0315866,0,0,0.0226686,0,0,0.047117,0.0645215,0.0340441,0.0258835,0.0124572,0.0613988,0.061922,0.0413712,0.122411,0.0470593,0.0272003,0.0662319,0.0430836,0.0484291,0.0803915,0.0360131,0.0326429,0.0132485,0.0218887,0.0380191,0.0157884,0,0,0,0,0,0,0,0,0
696,0.054019,0.0685255,0,0,0,0,0,0,0.0347094,0,0.0140228,0.0679037,0,0,0.0400475,0,0,0.0391436,0.0652927,0.0256444,0.00493324,0.00938307,0.038308,0.052003,0.0271048,0.0446541,0.054194,0.032049,0.0105472,0.0121341,0.0266338,0.0282056,0.0131758,0.02141,0.0101499,0.0251639,0.0224636,0,0.00947073,0.052319,0.0315907,0,0,0.0227552,0,0,0.047154,0.0640906,0.0333081,0.0261483,0.0117677,0.061215,0.0622027,0.0415484,0.122635,0.0471023,0.0272665,0.0664667,0.043027,0.0487052,0.0808783,0.0343063,0.0327412,0.0133315,0.0219681,0.0380643,0.0159046,0,0,0,0,0,0,0,0,0
697,0.0540125,0.0685698,0,0,0,0,0,0,0.0343318,0,0.0139901,0.0677253,0,0,0.0398295,0,0,0.0390868,0.0652649,0.0256862,0.00501386,0.00905983,0.0383167,0.0520041,0.0272341,0.0450061,0.054596,0.0321392,0.010335,0.0119881,0.0264643,0.028076,0.013575,0.0213552,0.010087,0.0251583,0.0237398,0,0.00942955,0.0526987,0.0316248,0,0,0.0228135,0,0,0.0471359,0.0637096,0.0325859,0.026392,0.0111035,0.0610434,0.0624774,0.0416765,0.122708,0.0471793,0.0273389,0.0666883,0.0429799,0.048966,0.0813398,0.0324165,0.0328161,0.0133613,0.0220343,0.0381242,0.0159243,0,0,0,0,0,0,0,0,0
698,0.0540333,0.0685658,0,0,0,0,0,0,0.0338358,0,0.0138577,0.0675852,0,0,0.0396774,0,0,0.0391127,0.065217,0.0257461,0.00508573,0.00868077,0.0384119,0.0519931,0.0274465,0.0453229,0.0550638,0.0322782,0.0100394,0.0118347,0.0263263,0.0279789,0.0141075,0.0213296,0.0100363,0.0251859,0.0250285,0,0.00950451,0.0530695,0.0316452,0,0,0.0228143,0,0,0.0470727,0.0633265,0.031971,0.0266324,0.010566,0.0609017,0.0627621,0.0417345,0.122742,0.0472363,0.0273457,0.066851,0.0430381,0.0491952,0.0816322,0.0305634,0.0329174,0.0133921,0.0220546,0.0381449,0.0158847,0,0,0,0,0,0,0,0,0
699,0.0540995,0.0685234,0,0,0,0,0,0,0.0330747,0,0.0137228,0.0674312,0,0,0.0395576,0,0,0.0390052,0.0651463,0.025852,0.00514373,0.0083937,0.0385859,0.0519518,0.0277595,0.0456031,0.055296,0.032457,0.00971592,0.0116832,0.0261691,0.0279578,0.0148447,0.0212499,0.00995973,0.0251467,0.0262085,0,0.0096585,0.0534444,0.0316568,0,0,0.022755,0,0,0.0470862,0.0629439,0.0314611,0.0268716,0.0101025,0.060769,0.0630612,0.0417633,0.122779,0.0470841,0.0274322,0.0669891,0.0431264,0.0493781,0.0819836,0.0288683,0.0330605,0.0134515,0.022087,0.0381532,0.0158422,0,0,0,0,0,0,0,0,0
700,0.0541352,0.0684582,0,0,0,0,0,0,0.0321106,0,0.0136487,0.0672177,0,0,0.0394345,0,0,0.0387742,0.0650718,0.0258994,0.00521918,0.00817606,0.0387486,0.051906,0.0281699,0.0458933,0.0556206,0.0326809,0.00960585,0.0115531,0.0259649,0.0279409,0.0157179,0.021121,0.00985079,0.0250821,0.0272817,0,0.00987656,0.0538632,0.0316651,0,0,0.0226908,0,0,0.0471502,0.0625937,0.0310408,0.0270541,0.00978538,0.0605803,0.0633731,0.041706,0.122792,0.046909,0.0276168,0.0671084,0.0432144,0.0495127,0.0822593,0.0273704,0.0332009,0.01355,0.0220907,0.0381306,0.0157944,0,0,0,0,0,0,0,0,0
701,0.0541945,0.0684218,0,0,0,0,0,0,0.0309992,0,0.0137139,0.0669114,0,0,0.0392387,0,0,0.0386567,0.0649685,0.0258721,0.00531852,0.00781108,0.0389285,0.0518361,0.0286596,0.0464655,0.0560757,0.0329912,0.00966586,0.0113878,0.0258652,0.0279112,0.0165414,0.0209442,0.00975339,0.0250768,0.0283275,0,0.0101156,0.0543401,0.0316364,0,0,0.0227485,0,0,0.0473319,0.0622869,0.0306877,0.0271766,0.00956675,0.0603063,0.0637009,0.0415738,0.122836,0.0467588,0.0278659,0.067233,0.0432983,0.049641,0.0824699,0.0260079,0.033333,0.0137717,0.0220301,0.0381022,0.0157682,0,0,0,0,0,0,0,0,0
702,0.054097,0.0686202,0,0,0,0,0,0,0.0297036,0,0.013808,0.0665799,0,0,0.0392409,0,0,0.0386261,0.0647953,0.025864,0.00541283,0.00739968,0.0391543,0.0518619,0.0291985,0.0470454,0.0566011,0.0333673,0.00969597,0.0111263,0.025945,0.02796,0.0175074,0.0208287,0.00968515,0.025094,0.0293047,0,0.0103245,0.0548453,0.0319324,0,0,0.0226811,0,0,0.0473751,0.0619798,0.0303664,0.0273122,0.00934583,0.060017,0.0635525,0.0414522,0.12289,0.0464604,0.028196,0.06726,0.043327,0.0497112,0.0827309,0.0248333,0.0332774,0.0137449,0.0220929,0.0382713,0.0155396,0,0,0,0,0,0,0,0,0
703,0.0541562,0.0686894,0,0,0,0,0,0,0.028102,0,0.0139868,0.0662354,0,0,0.039083,0,0,0.038487,0.0646387,0.0258662,0.00555364,0.00708573,0.0394133,0.0518059,0.0297572,0.0475992,0.0571718,0.0337968,0.00977353,0.0109343,0.0260078,0.0281184,0.0188317,0.020631,0.00966464,0.0249952,0.0302509,0,0.010526,0.0553571,0.0319928,0,0,0.0227603,0,0,0.0473553,0.0616873,0.0300679,0.0274316,0.00911348,0.059741,0.0637828,0.0413418,0.12295,0.0462138,0.0284553,0.067218,0.0433832,0.0497338,0.083046,0.0237894,0.0333897,0.0136879,0.0221504,0.0383179,0.0154851,0,0,0,0,0,0,0,0,0
704,0.0541924,0.0687337,0,0,0,0,0,0,0.0263883,0,0.0142098,0.0658037,0,0,0.0388936,0,0,0.038511,0.0645285,0.0258275,0.00582045,0.00691048,0.0395906,0.0517712,0.0303086,0.0481704,0.0578789,0.0343099,0.00991138,0.0111281,0.0260912,0.0283781,0.0202466,0.0204843,0.00959658,0.0250403,0.030921,0,0.0107207,0.0559647,0.0320304,0,0,0.0228371,0,0,0.0472467,0.0613309,0.0297674,0.0276309,0.00880611,0.0595418,0.0640485,0.0412844,0.12297,0.0461615,0.0286903,0.0672091,0.0433994,0.0497616,0.0832232,0.0229119,0.0335382,0.0136579,0.0221548,0.0383395,0.0154567,0,0,0,0,0,0,0,0,0
705,0.0542781,0.0687578,0,0,0,0,0,0,0.0244912,0,0.0145071,0.0653531,0,0,0.0387357,0,0,0.0385568,0.0644273,0.025831,0.00608514,0.00693055,0.0397233,0.0517613,0.030816,0.0487931,0.0586592,0.034884,0.0101649,0.0114438,0.0263417,0.0287979,0.0221267,0.0203825,0.00956582,0.0251413,0.031666,0,0.0108976,0.0565835,0.0320768,0,0,0.0228582,0,0,0.0472088,0.0609856,0.0294629,0.0278179,0.00853749,0.0593654,0.0642256,0.0412537,0.12295,0.0461989,0.0289128,0.0672514,0.0434122,0.0498218,0.0833447,0.0220315,0.0336722,0.0136953,0.0221517,0.0383404,0.0154351,0,0,0,0,0,0,0,0,0
706,0.0543371,0.0687497,0,0,0,0,0,0,0.0227198,0,0.0147996,0.0649613,0,0,0.0386446,0,0,0.0385299,0.0643009,0.0260247,0.00637984,0.00710607,0.0398594,0.051752,0.031297,0.0495083,0.0591662,0.0354985,0.0106694,0.0117825,0.026743,0.0293464,0.0244387,0.0202999,0.00953462,0.0251482,0.0325042,0,0.0110839,0.0571815,0.0321256,0,0,0.0228462,0,0,0.0472439,0.0606568,0.0291755,0.0280125,0.00832469,0.0592199,0.0643169,0.0412515,0.122928,0.0462762,0.0291692,0.0673396,0.0434171,0.0499126,0.0835244,0.0211496,0.0337725,0.0137514,0.022136,0.0383188,0.0154041,0,0,0,0,0,0,0,0,0
707,0.0543745,0.0687404,0,0,0,0,0,0,0.0211775,0,0.0151124,0.0645563,0,0,0.0386119,0,0,0.0384048,0.0642024,0.0263968,0.00670987,0.00726774,0.0400074,0.0517456,0.0317205,0.050209,0.0598281,0.0361143,0.0114252,0.0123196,0.0273276,0.0301123,0.0269999,0.020211,0.00951359,0.024986,0.0333875,0,0.0112535,0.0578133,0.0321733,0,0,0.0227989,0,0,0.0472211,0.060318,0.0288676,0.0282363,0.00811537,0.0590867,0.0643581,0.0412322,0.122892,0.0462935,0.029415,0.0674344,0.0434228,0.0500049,0.0837206,0.0202891,0.0338339,0.0137755,0.0221087,0.0382703,0.0153841,0,0,0,0,0,0,0,0,0
708,0.054424,0.0687686,0,0,0,0,0,0,0.0199213,0,0.0154743,0.0641619,0,0,0.0385904,0,0,0.0381756,0.0640916,0.0268568,0.00699292,0.00736377,0.0402091,0.051716,0.0321624,0.0509293,0.0604036,0.0366897,0.0123436,0.013027,0.0280798,0.0310084,0.0297562,0.0200981,0.00949961,0.024678,0.0342656,0,0.0113778,0.0584898,0.0322282,0,0,0.0226643,0,0,0.0472151,0.0599814,0.0285538,0.028458,0.00795567,0.0589389,0.0643963,0.0411748,0.122873,0.0462334,0.0296574,0.0675045,0.0433912,0.0500783,0.0838887,0.0194822,0.0338643,0.0138098,0.0220987,0.03822,0.015365,0,0,0,0,0,0,0,0,0
709,0.0544918,0.0688412,0,0,0,0,0,0,0.0189673,0,0.0159033,0.0638135,0,0,0.0385314,0,0,0.0380137,0.0639138,0.0273312,0.00724676,0.00739095,0.0404337,0.051664,0.0325526,0.0515796,0.0610099,0.0371713,0.0133968,0.013856,0.0289131,0.0319748,0.0324569,0.0199886,0.00949247,0.0244781,0.0351164,0,0.0114978,0.059182,0.0323001,0,0,0.0224947,0,0,0.0471747,0.0596541,0.0282754,0.0286297,0.0078455,0.0587231,0.0643759,0.0411025,0.12295,0.0463295,0.0299188,0.0675833,0.0433059,0.0501643,0.0840522,0.0187422,0.0338342,0.0138606,0.0220635,0.0382044,0.0153123,0,0,0,0,0,0,0,0,0
710,0.054568,0.0689519,0,0,0,0,0,0,0.0182753,0,0.0163531,0.0635035,0,0,0.0384315,0,0,0.0380042,0.0636178,0.0278322,0.00747368,0.00735092,0.0406192,0.0515768,0.0328887,0.052132,0.0615315,0.0375291,0.0145279,0.0148094,0.0297041,0.0329862,0.0351542,0.0198874,0.00948961,0.0244146,0.035994,0,0.0116371,0.0598943,0.0323805,0,0,0.0222913,0,0,0.0471313,0.0593295,0.028018,0.0287959,0.00781925,0.0584526,0.064286,0.0410437,0.123085,0.0463114,0.0301842,0.0676534,0.043258,0.0502456,0.0841772,0.0180501,0.0337377,0.0138956,0.0220429,0.0382182,0.0152545,0,0,0,0,0,0,0,0,0
711,0.0546156,0.0690582,0,0,0,0,0,0,0.0178611,0,0.0167286,0.0632016,0,0,0.0383265,0,0,0.0379817,0.0631539,0.0284436,0.00770641,0.00735734,0.0407969,0.0514962,0.0331012,0.0525142,0.0619455,0.0378179,0.0156463,0.015748,0.030474,0.034,0.0379219,0.0198026,0.00947455,0.0243458,0.0368327,0,0.0117617,0.0606124,0.0324505,0,0,0.0220809,0,0,0.0470599,0.0590149,0.0277676,0.0289507,0.00786859,0.058123,0.0641524,0.0409905,0.123191,0.0461928,0.0304392,0.0676915,0.043194,0.050335,0.0842146,0.017462,0.0336082,0.0139252,0.0220049,0.038225,0.015232,0,0,0,0,0,0,0,0,0
712,0.0545916,0.0691357,0,0,0,0,0,0,0.0175419,0,0.0170252,0.0630042,0,0,0.0382487,0,0,0.0378978,0.0629849,0.0290792,0.00803806,0.00743627,0.0409287,0.0514288,0.0331961,0.0527941,0.0624559,0.0380075,0.0166656,0.0165894,0.0312256,0.0349578,0.0407057,0.019715,0.00952814,0.0241269,0.0375763,0,0.0118187,0.0612103,0.0325013,0,0,0.021852,0,0,0.046945,0.0587524,0.027539,0.0290682,0.00798652,0.0577803,0.0640357,0.0409604,0.123271,0.0460583,0.0307168,0.0677006,0.0431026,0.0503985,0.0841727,0.0169924,0.0334944,0.0139641,0.0219301,0.0382013,0.0152043,0,0,0,0,0,0,0,0,0
713,0.0545541,0.0692119,0,0,0,0,0,0,0.0172883,0,0.0172638,0.0628425,0,0,0.0381768,0,0,0.0378749,0.0630971,0.029789,0.00825142,0.0078255,0.0410297,0.0513702,0.0331654,0.0530272,0.0631348,0.0381204,0.0174932,0.0176836,0.0319175,0.0358468,0.0433251,0.019626,0.00967799,0.0238174,0.0382538,0,0.011911,0.0617568,0.0325715,0,0,0.0216076,0,0,0.0468035,0.0585043,0.0273793,0.029148,0.00818227,0.0574108,0.0638976,0.0409648,0.123349,0.0459757,0.0310139,0.0677012,0.0429677,0.0504366,0.084364,0.016622,0.0333779,0.0140115,0.0218487,0.0381561,0.0151657,0,0,0,0,0,0,0,0,0
714,0.0547057,0.0693269,0,0,0,0,0,0,0.0172758,0,0.0174972,0.0627199,0,0,0.0380806,0,0,0.037662,0.0632629,0.0304745,0.00822166,0.00836991,0.0411206,0.0512991,0.0331044,0.0532448,0.0632813,0.0382282,0.0182587,0.0186152,0.0325038,0.0366497,0.0455766,0.0195263,0.00958209,0.0238142,0.0389012,0,0.0119642,0.0622428,0.032637,0,0,0.0213861,0,0,0.0467162,0.058269,0.0272743,0.0291712,0.00842003,0.0569988,0.0636842,0.0409927,0.123441,0.045927,0.0311845,0.0676967,0.0427763,0.0504515,0.0844914,0.0163181,0.0332388,0.0140791,0.0217851,0.0381679,0.0151025,0,0,0,0,0,0,0,0,0
715,0.0547509,0.0693941,0,0,0,0,0,0,0.017699,0,0.0177812,0.0626704,0,0,0.0379812,0,0,0.0374649,0.063392,0.0310748,0.00823396,0.00911695,0.0411815,0.0512594,0.0332095,0.0530736,0.0632546,0.0382885,0.0190156,0.0193077,0.0330566,0.0374402,0.0479515,0.0194295,0.00947621,0.023835,0.0395135,0,0.0119814,0.0626738,0.032703,0,0,0.0211735,0,0,0.0467499,0.058044,0.0271751,0.0291575,0.00851652,0.0565895,0.063472,0.0410535,0.123538,0.0459079,0.0312353,0.0676707,0.0426247,0.0504651,0.0844966,0.0160993,0.0331316,0.0141802,0.0217589,0.0381611,0.015043,0,0,0,0,0,0,0,0,0
