Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,RTIBA,x75
437,0.0552903,0.0651799,0,0,0,0,0,0,0.0325884,0,0.0201833,0.0732831,0,0,0.0200366,0,0,0.0356326,0.0736137,0.0224551,0.0101647,0.0134932,0.0219241,0.0357439,0.0221231,0.0367694,0.0474341,0.0300345,0.0150367,0.0140478,0.0230204,0.0244296,0.01396,0.0125043,0.00986613,0.021176,0.0430979,0,0.0108528,0.0588233,0.0384118,0,0,0.00925772,0,0,0.0419298,0.060665,0.0292378,0.0272931,0.0122629,0.046059,0.036643,0.0356573,0.122237,0.0416979,0.031049,0.0687148,0.0518009,0.085098,0.0161746,0.0242945,0.012327,0.0209418,0.0415813,0.0149937,0,0,0,0,0,0,0,0,0.0458474,0
438,0.0552525,0.0656028,0,0,0,0,0,0,0.0326608,0,0.0201197,0.0733761,0,0,0.0201421,0,0,0.0355909,0.073608,0.0223692,0.0101438,0.0134948,0.0219004,0.0350381,0.022123,0.0365465,0.0474438,0.0300273,0.0149991,0.0140257,0.02299,0.0243886,0.0138723,0.0123732,0.00984219,0.0212213,0.0430784,0,0.0108537,0.0588214,0.0385056,0,0,0.00913655,0,0,0.0418584,0.0606697,0.0292565,0.0273349,0.0122624,0.0460906,0.0360715,0.0356787,0.122226,0.041693,0.0310182,0.0686977,0.0517856,0.0851076,0.0161579,0.0240168,0.0122691,0.0209761,0.0418875,0.0148256,0,0,0,0,0,0,0,0,0.0458074,0
439,0.0553476,0.0653615,0,0,0,0,0,0,0.0327529,0,0.0200638,0.0734792,0,0,0.0201399,0,0,0.0355828,0.0736496,0.0225582,0.0101957,0.0135164,0.0218088,0.0348367,0.0222239,0.0364746,0.0473919,0.0300329,0.014997,0.014055,0.0229108,0.0242931,0.0138557,0.0124348,0.00989822,0.0212399,0.043083,0,0.0108301,0.0588102,0.0384374,0,0,0.00904026,0,0,0.041863,0.0606887,0.0292458,0.0273833,0.0123023,0.0461178,0.0360974,0.035684,0.122222,0.041624,0.0309969,0.0687184,0.0517941,0.0851231,0.0161463,0.0242203,0.0123049,0.0209654,0.0417173,0.0149895,0,0,0,0,0,0,0,0,0.0458156,0
440,0.0554077,0.0652373,0,0,0,0,0,0,0.0328104,0,0.0200516,0.073445,0,0,0.0201354,0,0,0.0356349,0.0737144,0.0228177,0.0103359,0.0135274,0.0217425,0.0347626,0.0223833,0.0365737,0.04732,0.0300531,0.0149672,0.0141164,0.0228262,0.0241896,0.0138806,0.0124648,0.00997487,0.0213274,0.0431423,0,0.0108156,0.0587876,0.038502,0,0,0.00896725,0,0,0.0418892,0.0606908,0.029248,0.0274349,0.0123503,0.0461563,0.0358095,0.0356777,0.122236,0.0416213,0.0309926,0.0687353,0.0518293,0.0850878,0.0161715,0.0242371,0.0123632,0.0209412,0.0415758,0.0149848,0,0,0,0,0,0,0,0,0.0459146,0
441,0.0554933,0.0651428,0,0,0,0,0,0,0.0328577,0,0.0200383,0.0732065,0,0,0.0201622,0,0,0.0356096,0.0737413,0.0230106,0.0104897,0.0135123,0.021599,0.0346278,0.0221479,0.0366219,0.0473012,0.0299837,0.014944,0.014169,0.0228226,0.0241197,0.0138692,0.0124294,0.010023,0.0214509,0.0432381,0,0.0107953,0.058692,0.0386013,0,0,0.00882721,0,0,0.0418673,0.0606964,0.0292665,0.0275121,0.0123664,0.0461628,0.035494,0.0357169,0.122253,0.0416306,0.0309763,0.0687485,0.0518177,0.0850625,0.0162178,0.0242922,0.0123899,0.0209564,0.0413702,0.0149186,0,0,0,0,0,0,0,0,0.0460439,0
442,0.0555996,0.0650401,0,0,0,0,0,0,0.0329579,0,0.0200264,0.0731536,0,0,0.0202295,0,0,0.0354637,0.0737215,0.0229364,0.0105073,0.013474,0.0214693,0.0345119,0.0218016,0.0365452,0.0473126,0.02993,0.0149135,0.0141519,0.0228002,0.0240874,0.0138301,0.0123568,0.0101494,0.021593,0.0433288,0,0.0108127,0.0586417,0.0387264,0,0,0.00871567,0,0,0.0418509,0.0606983,0.0292551,0.0275697,0.0123669,0.0461537,0.0352037,0.0357795,0.122265,0.04155,0.030971,0.0687513,0.0518004,0.0851146,0.0162056,0.0242918,0.0124469,0.0209887,0.0412619,0.0148848,0,0,0,0,0,0,0,0,0.0460752,0
443,0.0556826,0.0649273,0,0,0,0,0,0,0.0330969,0,0.0199821,0.0732256,0,0,0.0203309,0,0,0.0353808,0.0737258,0.0229088,0.0105057,0.0134655,0.0214399,0.0344536,0.0216776,0.0364773,0.0472963,0.0299275,0.0149052,0.0141358,0.02268,0.0240328,0.0137554,0.0122992,0.0102575,0.021588,0.0434179,0,0.0108433,0.0587107,0.038833,0,0,0.00867982,0,0,0.041839,0.060688,0.0292338,0.0275527,0.0123483,0.0461336,0.0349335,0.0357871,0.122283,0.0415799,0.0310184,0.068755,0.0517754,0.085284,0.0161587,0.0242382,0.0124904,0.0210583,0.0412555,0.0149136,0,0,0,0,0,0,0,0,0.0460718,0
444,0.0557359,0.064804,0,0,0,0,0,0,0.0332463,0,0.0198907,0.0732304,0,0,0.0203989,0,0,0.0352914,0.0737435,0.0232129,0.0105087,0.0134727,0.0214179,0.0345301,0.0216575,0.0364763,0.047254,0.0299158,0.0149293,0.0141483,0.0225049,0.0239744,0.013685,0.0122447,0.0102607,0.0216336,0.0434529,0,0.0108607,0.0587203,0.0389242,0,0,0.00864821,0,0,0.0418496,0.0606981,0.0292108,0.0275542,0.0123478,0.046131,0.0347292,0.0357612,0.122289,0.0416731,0.0310383,0.0687583,0.0517713,0.0853301,0.0161128,0.0242073,0.012473,0.0210829,0.041333,0.0149522,0,0,0,0,0,0,0,0,0.0460733,0
445,0.0557764,0.0646772,0,0,0,0,0,0,0.0334133,0,0.019903,0.0732413,0,0,0.0204144,0,0,0.0352639,0.0737378,0.0234718,0.0104985,0.0134523,0.0214113,0.034477,0.0216558,0.036524,0.0472308,0.02993,0.0149261,0.0141231,0.0224419,0.0238304,0.0135711,0.0121535,0.0102715,0.021645,0.0434902,0,0.0108578,0.0587414,0.0390178,0,0,0.00853902,0,0,0.0418639,0.0607058,0.0291766,0.0275596,0.0123818,0.0461302,0.0345383,0.0357458,0.122297,0.0417458,0.0310541,0.0687771,0.0517674,0.0853092,0.0160811,0.0241667,0.0124559,0.0211378,0.0413158,0.0149544,0,0,0,0,0,0,0,0,0.0460636,0
446,0.0558159,0.0645497,0,0,0,0,0,0,0.0335103,0,0.0199147,0.0732341,0,0,0.0204304,0,0,0.035306,0.0737375,0.0236358,0.0104909,0.0134211,0.0214212,0.0342984,0.0217054,0.0365367,0.0471772,0.0299549,0.0149351,0.014135,0.0223783,0.0237305,0.013572,0.0121174,0.0102177,0.0216563,0.0435284,0,0.0108591,0.0587596,0.0391023,0,0,0.00845388,0,0,0.0418969,0.0607059,0.0291781,0.0275637,0.0123959,0.0461272,0.0343399,0.0357567,0.122305,0.0418061,0.0310752,0.0687858,0.0517792,0.0852712,0.0160602,0.0240976,0.0124768,0.0212003,0.0412193,0.0149499,0,0,0,0,0,0,0,0,0.0460488,0
447,0.0558835,0.0644204,0,0,0,0,0,0,0.0335599,0,0.0198852,0.0732224,0,0,0.0203547,0,0,0.0353149,0.0737421,0.023768,0.0104792,0.0134035,0.0214482,0.0341501,0.0217919,0.0365177,0.0471533,0.0299729,0.0149337,0.014273,0.0222945,0.0236773,0.0137079,0.0121475,0.0100634,0.0216551,0.0435679,0,0.0108636,0.058754,0.0391545,0,0,0.00843023,0,0,0.0419327,0.0606979,0.029173,0.027556,0.0124086,0.0461161,0.0340976,0.0357819,0.12231,0.0418328,0.031083,0.0687593,0.0518163,0.085236,0.0160541,0.0239991,0.0125011,0.0212612,0.0410534,0.0149794,0,0,0,0,0,0,0,0,0.0460151,0
448,0.0559735,0.0642999,0,0,0,0,0,0,0.033632,0,0.0198153,0.0732341,0,0,0.0202527,0,0,0.0353038,0.0737307,0.0238554,0.0104866,0.0134273,0.0214755,0.0340787,0.0216849,0.0365593,0.0471778,0.0299833,0.0148908,0.0145018,0.0221842,0.0236763,0.0137374,0.0121723,0.0100677,0.0217357,0.0436377,0,0.0108674,0.058723,0.0392274,0,0,0.00836639,0,0,0.0419779,0.0606931,0.0291634,0.0275577,0.0123948,0.0461139,0.0338139,0.0358087,0.122299,0.0418311,0.0310905,0.0687624,0.0518402,0.0852159,0.0160516,0.0239712,0.0125576,0.0212913,0.0408631,0.0150133,0,0,0,0,0,0,0,0,0.0460326,0
449,0.0560686,0.0641762,0,0,0,0,0,0,0.0336984,0,0.0197519,0.073204,0,0,0.0201129,0,0,0.035313,0.0737102,0.0239873,0.0104796,0.0134435,0.0215106,0.0340203,0.0216319,0.0365981,0.0471877,0.0299989,0.0148735,0.0145873,0.0220957,0.0237088,0.0137236,0.0121447,0.0099059,0.021887,0.0437377,0,0.0108806,0.0587062,0.0393544,0,0,0.00823148,0,0,0.0420772,0.0606739,0.0291621,0.0275347,0.0122741,0.0461229,0.0336877,0.0358351,0.122291,0.0418331,0.0311045,0.0687673,0.0518553,0.0852002,0.0160384,0.0240125,0.012399,0.021458,0.040832,0.015022,0,0,0,0,0,0,0,0,0.0460625,0
450,0.0561446,0.0640778,0,0,0,0,0,0,0.0337011,0,0.0197135,0.0731795,0,0,0.0201369,0,0,0.0352632,0.0736893,0.0241742,0.0104363,0.0134774,0.0215558,0.0338992,0.0216243,0.0366056,0.0471945,0.0300087,0.014959,0.0145921,0.0220338,0.0236886,0.0137493,0.0121149,0.0101274,0.0219071,0.0438484,0,0.010868,0.0586711,0.0394967,0,0,0.00827956,0,0,0.0421174,0.0606541,0.0291745,0.0274893,0.0120649,0.0461225,0.0336617,0.0358296,0.122283,0.0418607,0.0310662,0.0688021,0.0518571,0.0851875,0.016002,0.0240051,0.0126415,0.0213827,0.0407957,0.0149957,0,0,0,0,0,0,0,0,0.0460356,0
451,0.0562334,0.0639596,0,0,0,0,0,0,0.033662,0,0.0197049,0.0731597,0,0,0.020074,0,0,0.035235,0.0736605,0.0242091,0.0103897,0.0135131,0.0215894,0.0336947,0.0216381,0.0366297,0.0472344,0.0300345,0.0151794,0.0144752,0.0219952,0.0237237,0.013747,0.0121072,0.0101552,0.0219748,0.0438176,0,0.0108497,0.0586362,0.0396215,0,0,0.00832183,0,0,0.0421322,0.0606449,0.0292029,0.0274675,0.0118695,0.0461129,0.0336023,0.0358426,0.122236,0.0419489,0.030999,0.0688241,0.0518537,0.0851944,0.0159546,0.023914,0.0125769,0.0213483,0.0406854,0.014982,0,0,0,0,0,0,0,0,0.0460009,0
452,0.0563055,0.0638452,0,0,0,0,0,0,0.0336654,0,0.0197111,0.0731267,0,0,0.0200045,0,0,0.0352104,0.073633,0.0239692,0.0103454,0.0135011,0.0216322,0.0335086,0.0216412,0.0366697,0.0472766,0.0300613,0.015306,0.0142152,0.0219844,0.0237552,0.0136882,0.0121115,0.0100988,0.0220681,0.0436385,0,0.0108386,0.0586163,0.0397379,0,0,0.0082927,0,0,0.0421819,0.0606326,0.0292114,0.0274552,0.0118079,0.046126,0.0334998,0.0358263,0.122203,0.042018,0.0309351,0.0688204,0.0518714,0.0851896,0.0159467,0.0238366,0.0125313,0.0212897,0.04059,0.0149908,0,0,0,0,0,0,0,0,0.0460007,0
453,0.0564227,0.0638525,0,0,0,0,0,0,0.0336694,0,0.0196784,0.0730872,0,0,0.0198632,0,0,0.0351602,0.073597,0.0238786,0.0102669,0.0134861,0.0217027,0.0330629,0.0216589,0.0367304,0.0473407,0.0300577,0.0154393,0.0141207,0.0219734,0.0237078,0.013686,0.0119768,0.0100493,0.0221332,0.0434746,0,0.0108736,0.0585218,0.0397332,0,0,0.00825886,0,0,0.042246,0.0606196,0.0292201,0.0274978,0.011792,0.0461914,0.0334327,0.0358557,0.122181,0.0420771,0.0308701,0.068813,0.0518843,0.0851451,0.0159407,0.0237493,0.012567,0.0213848,0.0406055,0.0150467,0,0,0,0,0,0,0,0,0.0459885,0
454,0.0563883,0.0638013,0,0,0,0,0,0,0.0337415,0,0.0196948,0.0730724,0,0,0.0197988,0,0,0.0351827,0.0735898,0.0239553,0.0102484,0.0134861,0.0217581,0.0332314,0.0216727,0.0367294,0.047384,0.0300592,0.0154466,0.0140707,0.0220074,0.0237613,0.0135583,0.0116153,0.0100253,0.0222413,0.0433938,0,0.0108855,0.0585654,0.040082,0,0,0.00830641,0,0,0.0422431,0.0606168,0.0292057,0.027429,0.0118065,0.0461507,0.0330635,0.0358833,0.1222,0.0420958,0.0308918,0.0687916,0.0518661,0.0851177,0.0159396,0.0233763,0.0124807,0.0215269,0.0405391,0.0148347,0,0,0,0,0,0,0,0,0.045992,0
455,0.0563488,0.0639369,0,0,0,0,0,0,0.0336848,0,0.0197505,0.0730505,0,0,0.019747,0,0,0.0351641,0.0736006,0.0238655,0.0102648,0.0135062,0.0217974,0.0329398,0.0216622,0.0366359,0.0473896,0.0300599,0.015416,0.014044,0.0221532,0.0239021,0.0134252,0.0112958,0.00999565,0.0223266,0.0433234,0,0.0108838,0.058619,0.0402187,0,0,0.00827689,0,0,0.0422736,0.0605836,0.0292109,0.0274293,0.0118084,0.0461625,0.0328455,0.0359193,0.122215,0.0421021,0.0308914,0.0687764,0.0518532,0.0850861,0.0159376,0.0231808,0.0125038,0.0216453,0.0406295,0.0147183,0,0,0,0,0,0,0,0,0.0459883,0
456,0.0564286,0.0638542,0,0,0,0,0,0,0.0335892,0,0.0197957,0.073042,0,0,0.0196003,0,0,0.0352287,0.0735899,0.0235994,0.0102618,0.0134765,0.0218558,0.032737,0.0216636,0.0365371,0.0473971,0.0300615,0.0153734,0.0140068,0.0222988,0.0239972,0.0132851,0.0112823,0.00984191,0.022472,0.0434035,0,0.0108853,0.0585945,0.0403182,0,0,0.00809479,0,0,0.0423131,0.0605193,0.02924,0.0274298,0.0117578,0.0461883,0.0327929,0.0359306,0.12224,0.042137,0.0308613,0.0687746,0.0521043,0.0850346,0.0159205,0.0231417,0.0122741,0.0218217,0.040564,0.0147651,0,0,0,0,0,0,0,0,0.0459709,0
457,0.0565104,0.063767,0,0,0,0,0,0,0.0335274,0,0.01979,0.0730284,0,0,0.0195251,0,0,0.035245,0.0735928,0.0234623,0.0102688,0.0134847,0.0219137,0.0324848,0.0216747,0.0365806,0.0474067,0.0300469,0.0153125,0.0140295,0.0223257,0.0238972,0.0132951,0.0112737,0.00985649,0.022539,0.04366,0,0.0109495,0.0585513,0.0404198,0,0,0.00811639,0,0,0.0423219,0.0604493,0.0293082,0.0274185,0.0117506,0.0462205,0.0327256,0.0359548,0.12228,0.0422463,0.0308272,0.0687304,0.0527475,0.084947,0.015885,0.0229955,0.0122689,0.021844,0.0405008,0.0148073,0,0,0,0,0,0,0,0,0.0459585,0
458,0.0565638,0.0636659,0,0,0,0,0,0,0.0335,0,0.0197742,0.0729869,0,0,0.0194302,0,0,0.0352202,0.0736083,0.0233029,0.0102806,0.013515,0.0219456,0.0322018,0.0216822,0.0366719,0.0474347,0.0300186,0.0152307,0.0140194,0.0223631,0.0237816,0.0133185,0.0112528,0.00982768,0.0226356,0.0437457,0,0.0109898,0.0585241,0.0405224,0,0,0.00809658,0,0,0.0423452,0.0604245,0.0293679,0.0273928,0.0117822,0.0462691,0.0326582,0.0359933,0.122308,0.0423227,0.0308173,0.0687024,0.0530288,0.0848947,0.0158781,0.0228759,0.0122394,0.0219376,0.0404373,0.0148383,0,0,0,0,0,0,0,0,0.0459779,0
459,0.0566206,0.0635829,0,0,0,0,0,0,0.0334537,0,0.019807,0.0729931,0,0,0.0193161,0,0,0.0351841,0.0735931,0.0229382,0.0102748,0.0134664,0.0219802,0.0319072,0.0216814,0.0365877,0.047465,0.0300217,0.0151132,0.0139685,0.0224452,0.0238628,0.0132558,0.0112431,0.0097611,0.0226642,0.0436424,0,0.0109575,0.0585137,0.0406178,0,0,0.00807589,0,0,0.0423785,0.0604305,0.029414,0.0273523,0.0118153,0.0462909,0.0326251,0.0359971,0.122288,0.0423485,0.0308266,0.068675,0.0527375,0.0848769,0.015909,0.0227975,0.012214,0.02201,0.04039,0.0148598,0,0,0,0,0,0,0,0,0.0460656,0
460,0.0566755,0.06349,0,0,0,0,0,0,0.0334307,0,0.0198391,0.0730303,0,0,0.0192072,0,0,0.0351482,0.0735814,0.0228819,0.0102046,0.0134188,0.0220203,0.0316138,0.0216892,0.0364339,0.0474715,0.0300231,0.0150433,0.0139403,0.0225103,0.0240164,0.0131951,0.0112348,0.00968253,0.0226569,0.0433313,0,0.0108819,0.0584846,0.0407041,0,0,0.00811776,0,0,0.0423935,0.0604404,0.029437,0.0272947,0.0117617,0.0462753,0.0325712,0.0359839,0.12227,0.0423318,0.0308369,0.0686768,0.0520411,0.0848797,0.0159739,0.0226471,0.0121653,0.0220066,0.0403104,0.0148938,0,0,0,0,0,0,0,0,0.046164,0
461,0.0567308,0.0634146,0,0,0,0,0,0,0.0334202,0,0.0198707,0.073066,0,0,0.0191036,0,0,0.0351806,0.0735718,0.022852,0.0100732,0.0133564,0.0220466,0.0313102,0.0217568,0.0361733,0.0475062,0.0300312,0.0150399,0.0139045,0.0225984,0.024079,0.0131689,0.0112618,0.00966844,0.0227457,0.0431586,0,0.0108264,0.0584573,0.0407831,0,0,0.00818976,0,0,0.0423807,0.0604479,0.0294499,0.0272462,0.0117168,0.0462567,0.0324904,0.0359358,0.12225,0.0423255,0.0308191,0.0686685,0.0517622,0.0848693,0.0159972,0.0223554,0.0121301,0.0219633,0.0401932,0.0149525,0,0,0,0,0,0,0,0,0.0460638,0
462,0.056067,0.0630157,0,0,0,0,0,0,0.0333145,0,0.019849,0.0724209,0,0,0.0193737,0,0,0.0354413,0.0736186,0.0228592,0.00892984,0.0132228,0.022769,0.0319519,0.0214694,0.036088,0.0473336,0.0296644,0.0151215,0.0139466,0.0224637,0.0239192,0.0134159,0.0106475,0.00963262,0.0231616,0.0476166,0,0.0126,0.0571987,0.0402478,0,0,0.00837819,0,0,0.0423744,0.0622109,0.0273898,0.0246781,0.0142213,0.0453442,0.0323927,0.0344468,0.120618,0.0417855,0.0294376,0.0703924,0.0532378,0.0859913,0.0161018,0.0220968,0.0124158,0.021925,0.0395969,0.0157894,0,0,0,0,0,0,0,0,0,0
463,0.0568071,0.0633094,0,0,0,0,0,0,0.0333173,0,0.0198689,0.0730908,0,0,0.0189262,0,0,0.0351779,0.0735639,0.0224435,0.0100464,0.0132909,0.0220736,0.0306975,0.0217725,0.0361979,0.0475364,0.0300478,0.0150852,0.0138604,0.0226862,0.0241266,0.013233,0.0113201,0.00970554,0.0229317,0.0431328,0,0.0108625,0.0584162,0.0409592,0,0,0.00823174,0,0,0.0423811,0.0604416,0.0294742,0.0271871,0.0116986,0.0462879,0.0322883,0.0359679,0.122279,0.0423244,0.0308166,0.0685981,0.051749,0.0847798,0.016007,0.022175,0.0124657,0.0219348,0.040128,0.0150413,0,0,0,0,0,0,0,0,0.0460047,0
464,0.0568454,0.0632643,0,0,0,0,0,0,0.0333532,0,0.0198237,0.0731336,0,0,0.0188044,0,0,0.0351474,0.07357,0.0225364,0.0100983,0.0132936,0.0220621,0.0304105,0.0216881,0.0362454,0.047538,0.0300522,0.0150888,0.0138713,0.0226372,0.0241823,0.01321,0.0113871,0.00967665,0.0230512,0.0430962,0,0.0108887,0.0583933,0.04103,0,0,0.00823794,0,0,0.0424097,0.0604431,0.0295027,0.0271811,0.0117044,0.0463052,0.0322078,0.0359844,0.122259,0.0423539,0.0308098,0.068586,0.0517503,0.0847678,0.0160115,0.0221827,0.012504,0.0219541,0.0401434,0.0151151,0,0,0,0,0,0,0,0,0.0459874,0
465,0.0568807,0.063241,0,0,0,0,0,0,0.033549,0,0.0197917,0.0731816,0,0,0.0186434,0,0,0.0351034,0.0735587,0.0227203,0.0101623,0.0132803,0.0220524,0.0300749,0.0216619,0.0361584,0.0475711,0.0300645,0.0150297,0.0138472,0.022564,0.0242446,0.0131119,0.0114976,0.00959942,0.0231937,0.0430698,0,0.010911,0.0584578,0.0411218,0,0,0.00820496,0,0,0.0424355,0.0604429,0.0295323,0.0272308,0.0117146,0.0463097,0.0321548,0.0359959,0.12226,0.0424105,0.0307928,0.0686192,0.0517334,0.0847732,0.0160078,0.0221655,0.0125213,0.0219825,0.0401246,0.0151634,0,0,0,0,0,0,0,0,0.0459831,0
466,0.0569349,0.0631879,0,0,0,0,0,0,0.0336686,0,0.0197793,0.0732203,0,0,0.0184725,0,0,0.0350674,0.0735659,0.0226848,0.0102193,0.0132761,0.0220628,0.0296402,0.0216569,0.036045,0.0475824,0.0300765,0.0150273,0.0137944,0.0225403,0.024216,0.0130562,0.0116344,0.0095291,0.0233002,0.0430417,0,0.0109099,0.0586074,0.0412064,0,0,0.00805248,0,0,0.0424855,0.0604413,0.0295016,0.0273647,0.0117187,0.0463042,0.0320828,0.0359708,0.122272,0.042473,0.0308005,0.0686201,0.0517332,0.0847804,0.0160043,0.022145,0.0122831,0.0221223,0.0400866,0.0152253,0,0,0,0,0,0,0,0,0.0459672,0
467,0.0569682,0.0631469,0,0,0,0,0,0,0.0335968,0,0.0197355,0.0732384,0,0,0.018312,0,0,0.0350491,0.0736077,0.0228036,0.0102817,0.0133192,0.0220464,0.0291996,0.0216352,0.0362662,0.0475572,0.0300584,0.0151757,0.0137084,0.0225038,0.0240617,0.0131539,0.0117856,0.00947376,0.0233973,0.0430417,0,0.0109275,0.0587455,0.0412725,0,0,0.00822553,0,0,0.0424388,0.0604176,0.0294996,0.0274333,0.0116831,0.0462938,0.0319686,0.0359509,0.122287,0.0425,0.0308271,0.0685701,0.0517087,0.0847603,0.016015,0.0220852,0.0125548,0.0219774,0.0400472,0.0152764,0,0,0,0,0,0,0,0,0.0459696,0
468,0.0570124,0.0631153,0,0,0,0,0,0,0.0335545,0,0.0198088,0.0732123,0,0,0.0181701,0,0,0.0350584,0.0736167,0.0227241,0.0102938,0.0133194,0.0220258,0.028774,0.0215439,0.0364025,0.0475475,0.0300757,0.0153142,0.0135299,0.0225133,0.023977,0.0131371,0.0119067,0.00944096,0.0235476,0.0430242,0,0.0109266,0.0587414,0.0413275,0,0,0.0082296,0,0,0.0424665,0.0604034,0.0295054,0.0274435,0.0116347,0.0462979,0.0317663,0.0359483,0.122284,0.0424969,0.0308171,0.0685685,0.0517059,0.0847463,0.0160186,0.0220096,0.0125447,0.0221513,0.0400106,0.0153446,0,0,0,0,0,0,0,0,0.045997,0
469,0.057046,0.0631222,0,0,0,0,0,0,0.0335321,0,0.0198619,0.0732512,0,0,0.0180291,0,0,0.0350837,0.0735991,0.0223424,0.0103134,0.0132833,0.0219984,0.0283962,0.0213679,0.0363818,0.0475633,0.0300942,0.0151609,0.0134301,0.0225949,0.0239678,0.0130887,0.0120769,0.00943006,0.0236604,0.0430233,0,0.0109132,0.058728,0.041417,0,0,0.00823238,0,0,0.0425009,0.0603873,0.0295012,0.0274519,0.0115941,0.0462984,0.0316168,0.0359487,0.122292,0.0424803,0.0307874,0.0685814,0.0517163,0.0847224,0.0160104,0.0219754,0.0124655,0.0224064,0.0400071,0.0153429,0,0,0,0,0,0,0,0,0.0460019,0
470,0.0571738,0.0628965,0,0,0,0,0,0,0.0334533,0,0.0198699,0.0732568,0,0,0.0178224,0,0,0.0351158,0.0736124,0.0219674,0.0103328,0.0132217,0.0220085,0.0283923,0.0213169,0.0363226,0.0475723,0.0301016,0.0150545,0.0130904,0.0227059,0.0240092,0.0131647,0.0125051,0.00946401,0.023719,0.0430351,0,0.0109258,0.058713,0.0415534,0,0,0.00825178,0,0,0.0425926,0.0603629,0.0295394,0.0274876,0.0115992,0.0463287,0.0316791,0.0359704,0.1223,0.0424554,0.0307547,0.0685795,0.0516972,0.0847004,0.0159927,0.0217607,0.0124837,0.0225461,0.0398085,0.0154073,0,0,0,0,0,0,0,0,0.0460122,0
471,0.0571129,0.062961,0,0,0,0,0,0,0.0334292,0,0.0198817,0.0732746,0,0,0.0176892,0,0,0.0351348,0.0736661,0.0220244,0.010391,0.0131863,0.0218822,0.0280824,0.0213425,0.0362531,0.047546,0.0300858,0.0150516,0.012891,0.0227709,0.0241452,0.0131908,0.0126295,0.00941258,0.0237996,0.0431209,0,0.0109573,0.0587191,0.0416584,0,0,0.00825514,0,0,0.042571,0.0603671,0.0296004,0.0275227,0.0116265,0.0462817,0.0317231,0.0359704,0.122287,0.0424061,0.0307706,0.0685788,0.0517125,0.0847005,0.015973,0.0215043,0.012427,0.0225535,0.0397765,0.0152888,0,0,0,0,0,0,0,0,0.0460365,0
472,0.0571091,0.0628976,0,0,0,0,0,0,0.033499,0,0.0198509,0.0732623,0,0,0.0175627,0,0,0.0351281,0.0736677,0.0222551,0.0103959,0.0132015,0.0217333,0.0279504,0.0213964,0.0362279,0.0475792,0.0300823,0.0149696,0.0133622,0.0225666,0.0243589,0.0130938,0.0128409,0.00945471,0.023853,0.0431295,0,0.0109882,0.0586652,0.0418007,0,0,0.0083206,0,0,0.0425571,0.0603798,0.0296776,0.0276135,0.0116325,0.046292,0.0317718,0.0359912,0.122274,0.042356,0.0307771,0.0685835,0.0517451,0.0846785,0.0159758,0.0211239,0.0123772,0.0225794,0.0396675,0.015182,0,0,0,0,0,0,0,0,0.0460139,0
473,0.0571745,0.0627052,0,0,0,0,0,0,0.0334971,0,0.0197055,0.0731643,0,0,0.0174328,0,0,0.0351205,0.073675,0.0222652,0.0103709,0.0132041,0.0216467,0.0277839,0.0214443,0.0362491,0.0476153,0.030053,0.0149138,0.0139104,0.0224395,0.0243556,0.0130901,0.0130284,0.00949482,0.0238673,0.0430641,0,0.0110103,0.0585184,0.0418771,0,0,0.00817086,0,0,0.0426397,0.0604015,0.0297043,0.0276765,0.0116609,0.0463228,0.0318208,0.0359869,0.122285,0.0423443,0.0307388,0.0686008,0.0517387,0.0846617,0.0159777,0.0207756,0.0121758,0.0227571,0.0395158,0.015236,0,0,0,0,0,0,0,0,0.0459857,0
474,0.0572133,0.0625667,0,0,0,0,0,0,0.0334083,0,0.0195239,0.0731348,0,0,0.0173284,0,0,0.0351116,0.07368,0.0222386,0.0103745,0.0132383,0.0216353,0.0276387,0.0214586,0.0362987,0.0476276,0.0300768,0.0148863,0.0143617,0.0223792,0.0242199,0.0131412,0.0132309,0.00949032,0.0238856,0.0430506,0,0.0110134,0.0585902,0.0419517,0,0,0.00824505,0,0,0.0425809,0.0604253,0.0297091,0.0276473,0.0116717,0.0463244,0.0318594,0.0360089,0.122305,0.0423285,0.0307702,0.0686018,0.0517379,0.0846174,0.0159826,0.0208639,0.0121529,0.0226258,0.0394093,0.0153052,0,0,0,0,0,0,0,0,0.0459797,0
