Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75
9,0.0523465,0.0640927,0,0,0,0,0,0,0.0150804,0,0.0176081,0.061211,0,0,0.0363497,0,0,0.0422891,0.059626,0.0303126,0.0119016,0.00688422,0.0536177,0.0584881,0.036117,0.0543768,0.0661075,0.0423322,0.0147047,0.0168074,0.02907,0.0328069,0.0467324,0.0272578,0.0124305,0.0258727,0.0368051,0,0.011681,0.0591705,0.0284719,0,0,0.0361572,0,0,0.052113,0.0565463,0.0286819,0.0300627,0.00864938,0.0635835,0.0723917,0.0432094,0.126288,0.0482541,0.032926,0.0668792,0.0432227,0.049487,0.0835376,0.0187387,0.0391586,0.0138361,0.0285444,0.0403628,0.0247367,0,0,0,0,0,0,0,0,0
10,0.0513821,0.065373,0,0,0,0,0,0,0.01554,0,0.0181351,0.0607595,0,0,0.0443025,0,0,0.0396625,0.0598059,0.0308809,0.0120384,0.00648053,0.0529013,0.0600104,0.0361174,0.0545056,0.0661778,0.0424334,0.0156811,0.0176332,0.0296777,0.0336006,0.0485727,0.0244438,0.00861935,0.0223529,0.037183,0,0.0116779,0.0599732,0.0293882,0,0,0.0338832,0,0,0.0512848,0.0567365,0.0282232,0.0292193,0.00885405,0.0619925,0.0705551,0.0427655,0.126076,0.0479286,0.0329106,0.0672653,0.0435682,0.0498593,0.083927,0.0184879,0.0382024,0.0135255,0.0279826,0.0417406,0.0238855,0,0,0,0,0,0,0,0,0
11,0.0512441,0.0652292,0,0,0,0,0,0,0.0161132,0,0.0185644,0.0606074,0,0,0.043413,0,0,0.0393,0.0599931,0.0314757,0.012483,0.00634566,0.0525932,0.0602038,0.0359696,0.0546145,0.0661574,0.0423366,0.0164968,0.0183388,0.0302207,0.0343715,0.0506511,0.0254757,0.00953861,0.0246216,0.0375585,0,0.0116459,0.0603899,0.029901,0,0,0.0332492,0,0,0.0507464,0.0567644,0.028066,0.0287642,0.00894994,0.0611643,0.069717,0.0426578,0.126072,0.0478166,0.0330127,0.067402,0.0436536,0.0499582,0.0840734,0.0182947,0.0376609,0.0134222,0.0277857,0.0414894,0.0237053,0,0,0,0,0,0,0,0,0
12,0.052518,0.065578,0,0,0,0,0,0,0.0167906,0,0.0188123,0.0608876,0,0,0.0360823,0,0,0.0415873,0.059571,0.0319954,0.0139284,0.00675359,0.0541772,0.0585059,0.0361409,0.0550262,0.0666328,0.0427449,0.0167501,0.0187326,0.0306069,0.0348657,0.0532857,0.0248147,0.00962752,0.0243,0.0376145,0,0.0118026,0.0602294,0.0297303,0,0,0.0339148,0,0,0.0508027,0.05618,0.0286347,0.0293572,0.00906021,0.0625674,0.068996,0.0435197,0.12653,0.0484877,0.0335577,0.0667914,0.042907,0.0493573,0.0835715,0.018381,0.0369279,0.0136036,0.0280604,0.0413032,0.0233894,0,0,0,0,0,0,0,0,0
13,0.052741,0.0656159,0,0,0,0,0,0,0.0175516,0,0.0190812,0.0608122,0,0,0.0346486,0,0,0.0420752,0.0599898,0.032302,0.0139902,0.00704212,0.053557,0.0570739,0.0358566,0.0546574,0.0663935,0.0424663,0.0172784,0.0192381,0.0309922,0.0355118,0.0551114,0.0262817,0.0120688,0.0259254,0.0378452,0,0.0118181,0.0606333,0.0279771,0,0,0.0339131,0,0,0.0508906,0.0561823,0.0285022,0.0289316,0.00918946,0.0617524,0.0701462,0.0434555,0.126515,0.048398,0.0335923,0.066912,0.0430054,0.0495186,0.0836971,0.0182564,0.0372583,0.0138027,0.0279404,0.0413831,0.0237064,0,0,0,0,0,0,0,0,0
14,0.0529959,0.065609,0,0,0,0,0,0,0.0183493,0,0.0193153,0.0609426,0,0,0.0343981,0,0,0.0420193,0.0602406,0.0326575,0.0142004,0.00762393,0.0532735,0.0566611,0.0354614,0.0542469,0.0660875,0.0421381,0.0177752,0.0196523,0.0313121,0.0360294,0.0568985,0.0260279,0.0120987,0.025977,0.0382489,0,0.0118337,0.0607085,0.0276275,0,0,0.0334115,0,0,0.0507635,0.0560639,0.0287481,0.0288775,0.00928403,0.0615574,0.0703063,0.0436091,0.12669,0.0484779,0.0337829,0.0667799,0.042899,0.0493669,0.0835256,0.0179747,0.0372402,0.0138298,0.0277492,0.0412829,0.0238331,0,0,0,0,0,0,0,0,0
15,0.0531441,0.0658068,0,0,0,0,0,0,0.0191797,0,0.0195325,0.0608999,0,0,0.0341924,0,0,0.0419736,0.0602726,0.0330697,0.0145638,0.00808575,0.0531575,0.0564831,0.0351146,0.0538716,0.0658543,0.0419201,0.0181526,0.0199703,0.0315706,0.0363565,0.0584391,0.0258049,0.0121768,0.0259092,0.0383503,0,0.0117987,0.060891,0.0276807,0,0,0.0330177,0,0,0.0505618,0.0559335,0.0285787,0.0286801,0.00941089,0.0612502,0.0698975,0.0437375,0.126782,0.0486299,0.0338739,0.0667443,0.0427341,0.0493087,0.0835872,0.0180972,0.0369719,0.0138289,0.0276259,0.0412899,0.0237027,0,0,0,0,0,0,0,0,0
16,0.0532672,0.0659829,0,0,0,0,0,0,0.0201007,0,0.0197916,0.0608317,0,0,0.0339683,0,0,0.0419528,0.0603731,0.0335371,0.0149548,0.00807131,0.0530828,0.056283,0.0347345,0.0534349,0.0656486,0.0417363,0.0184754,0.0204041,0.0317826,0.0365889,0.0603618,0.025622,0.0122844,0.0258118,0.0385567,0,0.0117675,0.0610658,0.0277831,0,0,0.032666,0,0,0.0503922,0.0558254,0.028611,0.0284578,0.00959186,0.0609246,0.0695369,0.0438702,0.126919,0.0486523,0.0339837,0.066659,0.0425848,0.0492376,0.0835386,0.0180458,0.0367094,0.0137656,0.0275637,0.0413004,0.0235558,0,0,0,0,0,0,0,0,0
17,0.0536769,0.0662463,0,0,0,0,0,0,0.0152196,0,0.0220387,0.060344,0,0,0.0336919,0,0,0.0423675,0.0599221,0.0338118,0.0151164,0.0121781,0.0535799,0.0560508,0.0356685,0.0553508,0.0673445,0.0426399,0.0183764,0.0172,0.0331473,0.0381534,0.0531095,0.0260716,0.0122902,0.0258821,0.0359128,0,0.010735,0.0614731,0.0275709,0,0,0.0322177,0,0,0.0495663,0.0558912,0.0291309,0.027232,0.00864266,0.0597039,0.0690225,0.0431397,0.127521,0.0474467,0.0347269,0.0669477,0.0422604,0.0495928,0.083874,0.0189922,0.0360504,0.0141799,0.0275319,0.0413647,0.0236617,0,0,0,0,0,0,0,0,0
18,0.0533822,0.0662886,0,0,0,0,0,0,0.0212433,0,0.0200008,0.0609717,0,0,0.033413,0,0,0.0421192,0.0610353,0.03404,0.0153575,0.00789273,0.0531339,0.0558784,0.0340688,0.0526954,0.0650256,0.0413365,0.0188131,0.0209449,0.0320048,0.036808,0.0627035,0.0253239,0.0125207,0.0256304,0.0389902,0,0.0116614,0.0612606,0.0282968,0,0,0.0321873,0,0,0.0500937,0.0556674,0.0286621,0.0279479,0.00991913,0.0602805,0.0687843,0.0441431,0.127169,0.0487014,0.0341576,0.066519,0.0423341,0.0491731,0.0834605,0.0179696,0.0362354,0.0134478,0.0276358,0.041335,0.0232127,0,0,0,0,0,0,0,0,0
19,0.0533658,0.0669143,0,0,0,0,0,0,0.0153842,0,0.0220626,0.060449,0,0,0.0330442,0,0,0.0424941,0.0603784,0.0339422,0.0156109,0.0120362,0.0538962,0.0566064,0.0352304,0.0549191,0.0666425,0.0422616,0.0183417,0.0173995,0.0332247,0.0381212,0.053838,0.0256084,0.0124199,0.0256349,0.0360295,0,0.0106941,0.0617065,0.0294106,0,0,0.0322888,0,0,0.0492817,0.0557663,0.0290714,0.0265818,0.0088861,0.0590304,0.0666843,0.0432866,0.127765,0.0474267,0.0349283,0.0669329,0.0419794,0.0496419,0.0838335,0.0189505,0.034908,0.0136623,0.0280336,0.0416597,0.0225444,0,0,0,0,0,0,0,0,0
20,0.0530885,0.0671192,0,0,0,0,0,0,0.0211984,0,0.0199728,0.0611871,0,0,0.0329243,0,0,0.0419128,0.0617072,0.034063,0.0157557,0.0077199,0.0533979,0.0562072,0.0335831,0.0521677,0.0643218,0.0409568,0.0186776,0.0211082,0.0320112,0.0365657,0.0628948,0.0247611,0.0123063,0.0254904,0.0391385,0,0.0116696,0.0614622,0.0297857,0,0,0.032176,0,0,0.049865,0.055533,0.0285405,0.0274266,0.01019,0.0597166,0.0668202,0.0443216,0.127352,0.048742,0.0342864,0.0664947,0.0420739,0.0492007,0.0834088,0.0179751,0.0352951,0.0130817,0.0280106,0.0418108,0.0221759,0,0,0,0,0,0,0,0,0
21,0.0525584,0.0669561,0,0,0,0,0,0,0.020573,0,0.0198937,0.0610333,0,0,0.035247,0,0,0.0406198,0.0626355,0.0337184,0.0154653,0.00782473,0.0528164,0.0572353,0.0332311,0.051851,0.063808,0.0405012,0.0186016,0.0209966,0.0319849,0.0363827,0.0617425,0.0240975,0.0109267,0.026157,0.0392592,0,0.0115694,0.0617109,0.0304623,0,0,0.0316084,0,0,0.0495864,0.0556886,0.0284453,0.026902,0.0102489,0.0587574,0.0663149,0.0440941,0.127221,0.0485107,0.0341403,0.066768,0.0422992,0.0494571,0.0836511,0.0179803,0.0351969,0.0129749,0.0278866,0.0416201,0.0220061,0,0,0,0,0,0,0,0,0
22,0.0532207,0.0671311,0,0,0,0,0,0,0.0199134,0,0.0196413,0.0611064,0,0,0.0326539,0,0,0.0419118,0.0629155,0.0332221,0.015978,0.00812325,0.0536902,0.0560786,0.0330205,0.0516445,0.0636112,0.0403711,0.0181938,0.0206625,0.0316908,0.0359099,0.0605215,0.0245812,0.0123455,0.0256285,0.039332,0,0.0115823,0.0614192,0.0301774,0,0,0.0319998,0,0,0.0496828,0.0554362,0.0288744,0.0272236,0.0104139,0.0596179,0.0665825,0.0445756,0.127458,0.0488562,0.0343816,0.0664496,0.0419643,0.0491163,0.0833825,0.0180695,0.0352363,0.0130567,0.0279981,0.0416332,0.0219245,0,0,0,0,0,0,0,0,0
23,0.0532403,0.0670862,0,0,0,0,0,0,0.0191566,0,0.0193498,0.0611412,0,0,0.0326347,0,0,0.0419505,0.0632948,0.0326481,0.0159982,0.00847945,0.0537953,0.0560372,0.0326662,0.0513645,0.0631908,0.0400248,0.017929,0.0203123,0.031309,0.0353396,0.0588918,0.024496,0.0123814,0.0256507,0.0394109,0,0.0115962,0.0613741,0.0303676,0,0,0.0319515,0,0,0.0495799,0.0554008,0.0288999,0.0271758,0.0105608,0.0596625,0.0665855,0.0446833,0.127482,0.0489213,0.0344323,0.0664316,0.0419906,0.0490966,0.0833479,0.018063,0.0352872,0.0129818,0.0280397,0.0415229,0.0218292,0,0,0,0,0,0,0,0,0
24,0.0532907,0.0663891,0,0,0,0,0,0,0.0183262,0,0.0189973,0.0610079,0,0,0.0326825,0,0,0.0421192,0.0637497,0.0320134,0.015908,0.00898369,0.0536871,0.0566667,0.0322957,0.0511967,0.0626916,0.0396166,0.0176772,0.0199678,0.0309251,0.0346802,0.0568379,0.0245865,0.0124674,0.0256217,0.0394116,0,0.0116036,0.0613962,0.0305269,0,0,0.0320261,0,0,0.049506,0.0554686,0.0287285,0.0269716,0.0107125,0.0594744,0.066958,0.0446131,0.12743,0.0488833,0.0344033,0.0665385,0.0421039,0.0492138,0.0834333,0.0180406,0.0354924,0.012947,0.0280261,0.0408193,0.0221023,0,0,0,0,0,0,0,0,0
25,0.0527756,0.0665896,0,0,0,0,0,0,0.0175925,0,0.0186609,0.0612776,0,0,0.0330657,0,0,0.0422702,0.0643067,0.0312033,0.0155091,0.0092414,0.0530234,0.0571636,0.031702,0.0511763,0.0620367,0.0390436,0.0172358,0.0196902,0.0305912,0.0340196,0.0544399,0.0246801,0.0124218,0.0257588,0.0395255,0,0.0116364,0.0613036,0.031327,0,0,0.0323116,0,0,0.0495254,0.0554885,0.0287331,0.0273224,0.0108427,0.0595023,0.0665347,0.0447837,0.127522,0.0489769,0.034522,0.0664588,0.042015,0.0491438,0.0833457,0.0180154,0.0354427,0.0131082,0.0280941,0.0409772,0.0217629,0,0,0,0,0,0,0,0,0
26,0.0531884,0.0657683,0,0,0,0,0,0,0.0167231,0,0.0180727,0.061182,0,0,0.0336454,0,0,0.04246,0.0645296,0.0302967,0.0150572,0.00951642,0.0526384,0.0570518,0.0317152,0.0512377,0.0618573,0.0390513,0.0161256,0.0190807,0.0301523,0.0331729,0.051608,0.0250818,0.012547,0.0260568,0.0394494,0,0.0116227,0.0616962,0.0304401,0,0,0.0315471,0,0,0.0492863,0.05541,0.0285888,0.0269346,0.0109779,0.0587388,0.0678221,0.0446851,0.127471,0.0488747,0.0344642,0.0665651,0.04209,0.0492877,0.0834244,0.0180414,0.0359302,0.0133017,0.0275779,0.0403752,0.022206,0,0,0,0,0,0,0,0,0
27,0.053354,0.0654479,0,0,0,0,0,0,0.0160998,0,0.0179018,0.061324,0,0,0.0329307,0,0,0.0422251,0.0652678,0.0294178,0.0147662,0.00962144,0.052758,0.0562748,0.0308418,0.0504624,0.0608986,0.0382566,0.0159274,0.0186849,0.0297786,0.032539,0.0482612,0.024637,0.0126101,0.0258136,0.0397613,0,0.0117123,0.0610045,0.0293939,0,0,0.0317851,0,0,0.0493388,0.0554628,0.0284219,0.0271095,0.0110256,0.0595571,0.0690978,0.044658,0.127442,0.0488028,0.0345292,0.0666609,0.0421451,0.0493859,0.0835091,0.0179384,0.0365736,0.0133698,0.0275227,0.0400759,0.0228734,0,0,0,0,0,0,0,0,0
28,0.0529781,0.0661933,0,0,0,0,0,0,0.0156765,0,0.0172023,0.061233,0,0,0.0327806,0,0,0.0421589,0.0655521,0.0283174,0.0147597,0.0101155,0.05291,0.0565033,0.0305936,0.050107,0.0604541,0.0381201,0.0154243,0.0181602,0.0292415,0.0316375,0.0448497,0.0243829,0.0126673,0.0256958,0.0398607,0,0.0117729,0.0607926,0.0302228,0,0,0.0319365,0,0,0.0492189,0.0554501,0.028331,0.0270007,0.0111328,0.0597328,0.0676906,0.0446859,0.12745,0.0487886,0.034581,0.06671,0.0421159,0.0494335,0.0835694,0.0179018,0.0359893,0.013395,0.0276375,0.0406662,0.0223319,0,0,0,0,0,0,0,0,0
29,0.0527452,0.0663846,0,0,0,0,0,0,0.0157412,0,0.0166956,0.0613594,0,0,0.0326151,0,0,0.0421491,0.0659817,0.0275286,0.0142921,0.0104797,0.0526005,0.0563209,0.0301442,0.0495282,0.0597917,0.0378094,0.0149945,0.0176455,0.0287837,0.0308876,0.0412336,0.024163,0.0127614,0.0256723,0.040124,0,0.0117199,0.0604335,0.0301342,0,0,0.0320524,0,0,0.0491326,0.0555222,0.0281665,0.0270866,0.0110774,0.059872,0.067672,0.0447298,0.127516,0.0487363,0.0346814,0.0667485,0.042118,0.049477,0.0835834,0.0177722,0.0360435,0.0135281,0.0276441,0.040877,0.0223335,0,0,0,0,0,0,0,0,0
30,0.0528206,0.0660614,0,0,0,0,0,0,0.0164362,0,0.016226,0.0614715,0,0,0.0321718,0,0,0.0420612,0.0663917,0.0267347,0.0137261,0.010571,0.0522966,0.0559986,0.0298073,0.0489383,0.0590918,0.0375841,0.0145781,0.0170395,0.028327,0.0302081,0.0375438,0.0239266,0.0127046,0.0255727,0.0403638,0,0.0116488,0.0601081,0.0293251,0,0,0.0321317,0,0,0.0491547,0.055664,0.0278508,0.0270436,0.0110006,0.0599189,0.0685354,0.0446506,0.127507,0.0486531,0.0346906,0.0668768,0.0422606,0.0495931,0.0836762,0.0176374,0.0363982,0.013346,0.0276616,0.0406517,0.0227611,0,0,0,0,0,0,0,0,0
31,0.0527548,0.0657704,0,0,0,0,0,0,0.0174097,0,0.0157832,0.0617787,0,0,0.0319917,0,0,0.0420256,0.0668191,0.0260749,0.0132096,0.0105829,0.0517844,0.0558009,0.0294462,0.0481711,0.0583474,0.0373339,0.0142887,0.0163914,0.0278396,0.0295459,0.0341919,0.0238242,0.0126883,0.0254643,0.0406509,0,0.0115817,0.0596977,0.0287223,0,0,0.0320873,0,0,0.0491702,0.0558291,0.0276035,0.0271524,0.0108637,0.0599848,0.0692925,0.0446023,0.127501,0.0486647,0.0347016,0.06698,0.0424192,0.0496919,0.0837562,0.0175148,0.0366925,0.0133446,0.0275457,0.0404745,0.0231388,0,0,0,0,0,0,0,0,0
32,0.0525505,0.0658501,0,0,0,0,0,0,0.01864,0,0.0152874,0.0620377,0,0,0.0319537,0,0,0.042017,0.0671897,0.0254282,0.0127083,0.0106873,0.0513801,0.0557299,0.0291595,0.0473726,0.0577269,0.0371964,0.0140721,0.0161466,0.0273834,0.0289176,0.0307128,0.0237591,0.012689,0.0253949,0.0410176,0,0.0115719,0.0592238,0.0286176,0,0,0.0319137,0,0,0.0491187,0.05598,0.0275539,0.0273008,0.0107494,0.0601495,0.0693687,0.0445895,0.12748,0.0486146,0.0347014,0.0670724,0.0425513,0.0497662,0.0838146,0.0174636,0.036707,0.0132585,0.0275185,0.0406116,0.0232636,0,0,0,0,0,0,0,0,0
33,0.0523635,0.0659024,0,0,0,0,0,0,0.0209641,0,0.0149106,0.062269,0,0,0.0318024,0,0,0.0419807,0.0675253,0.0247853,0.0121333,0.010938,0.0510041,0.0557019,0.0289067,0.0467694,0.0571452,0.0371284,0.0140322,0.0160004,0.0270544,0.0284086,0.0274994,0.0236527,0.0127013,0.0253001,0.0413873,0,0.0115863,0.0587045,0.0284618,0,0,0.0318613,0,0,0.0490575,0.056157,0.027552,0.0274451,0.0106561,0.0603395,0.0694585,0.0445631,0.127439,0.0485014,0.0346503,0.0671846,0.0426843,0.0498893,0.0838841,0.0174412,0.0367481,0.0131628,0.0274799,0.0406888,0.02342,0,0,0,0,0,0,0,0,0
34,0.0522026,0.0659343,0,0,0,0,0,0,0.0234289,0,0.0145529,0.0626036,0,0,0.031666,0,0,0.0419539,0.0678128,0.0244331,0.0115404,0.0112639,0.0506898,0.0557179,0.0287013,0.0460852,0.0565981,0.0370985,0.0141165,0.0158953,0.026781,0.0279762,0.0247276,0.0235393,0.0126671,0.0252464,0.0414688,0,0.0115534,0.058181,0.0283114,0,0,0.0317851,0,0,0.0490523,0.0563242,0.0274568,0.0275998,0.0105694,0.0605169,0.0695684,0.0445432,0.127397,0.0483906,0.0345613,0.0673041,0.0427877,0.0499828,0.083951,0.017406,0.0367736,0.0130774,0.0274527,0.0407694,0.023565,0,0,0,0,0,0,0,0,0
35,0.0520553,0.065971,0,0,0,0,0,0,0.0250157,0,0.0141117,0.0629423,0,0,0.0315434,0,0,0.0419665,0.0680713,0.0244201,0.0109526,0.011628,0.0504114,0.0557416,0.0285643,0.0452515,0.0561021,0.037051,0.0142477,0.0158667,0.026551,0.0276715,0.0221864,0.0234269,0.0126043,0.0252473,0.0415361,0,0.0115321,0.057652,0.0281708,0,0,0.0316793,0,0,0.0490786,0.0564912,0.0273626,0.0277305,0.0105096,0.0606702,0.0696606,0.0445016,0.127351,0.0482719,0.0344698,0.0673967,0.0428658,0.0500173,0.084001,0.0173629,0.0368141,0.0130325,0.0274218,0.0408627,0.0237023,0,0,0,0,0,0,0,0,0
