Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,LBL,x77
37,0.0286126,0.0623572,0,0,0,0.0331732,0,0.0152277,0.0393557,0,0,0,0.0191358,0,0,0.042523,0.0595904,0.0528208,0.0371554,0.0252324,0,0,0.0645119,0.0397934,0.052805,0.0793359,0.0693623,0.0337695,0.06759,0.0691753,0.0384493,0.0471859,0,0.0659018,0,0.0380394,0.0141741,0.0135367,0.0219781,0,0.0272276,0.0615473,0.0411435,0,0,0.0223824,0,0,0.0223929,0.0708622,0.0182452,0.0283247,0.0294471,0.0528478,0.0358114,0.0328143,0.0387293,0.062854,0.0584108,0.0319284,0.0261025,0.0149116,0.0408768,0.0148536,0.0325675,0.0118749,0.00761249,0.0595503,0.0435257,0,0,0,0,0,0,0,0,0
38,0.0285994,0.0626063,0,0,0,0.03169,0,0.0156013,0.0400637,0,0,0,0.0190249,0,0,0.0425685,0.0597155,0.0504189,0.0375668,0.0242348,0,0,0.0643622,0.0397246,0.0528692,0.0795065,0.0692279,0.0339332,0.0671629,0.0689566,0.0387481,0.0462232,0,0.059934,0,0.0382591,0.0141954,0.0135448,0.0224976,0,0.0273611,0.0615099,0.0412281,0,0,0.0222283,0,0,0.0224442,0.0712533,0.0184462,0.0282947,0.0295115,0.0526017,0.0356169,0.032677,0.0381225,0.0625853,0.058292,0.0318079,0.0260344,0.0147653,0.0410261,0.0143833,0.032711,0.0118316,0.00754671,0.0596745,0.0433236,0,0,0,0,0,0,0,0,0
39,0.0285899,0.062871,0,0,0,0.0309168,0,0.0160759,0.040832,0,0,0,0.0189288,0,0,0.0424993,0.0597808,0.0478618,0.0375512,0.0231785,0,0,0.0642173,0.0395712,0.0527062,0.079536,0.0690769,0.0340256,0.0667938,0.0688945,0.038715,0.0453167,0,0.0530108,0,0.0384663,0.0141905,0.0135222,0.0230574,0,0.0274952,0.0614848,0.0413674,0,0,0.0220822,0,0,0.0224841,0.0715963,0.0188124,0.0281575,0.0296755,0.0524532,0.0354733,0.0325811,0.037591,0.0624654,0.0581817,0.0317748,0.0263734,0.0146567,0.041195,0.0138996,0.0328694,0.0118008,0.00747797,0.0597893,0.0431124,0,0,0,0,0,0,0,0,0
40,0.0285732,0.0631391,0,0,0,0.0309757,0,0.0165605,0.0416727,0,0,0,0.0188365,0,0,0.0424001,0.0597494,0.0451193,0.037148,0.0222011,0,0,0.0641399,0.0395185,0.052462,0.0793329,0.0688138,0.0341461,0.066525,0.0691574,0.0388553,0.0443941,0,0.0454277,0,0.038716,0.0142171,0.0134714,0.0235062,0,0.0277173,0.0613967,0.0414883,0,0,0.0219055,0,0,0.022502,0.0720206,0.0190817,0.0282807,0.0297531,0.0523839,0.0351771,0.0324537,0.0370611,0.0621981,0.0579994,0.0318978,0.0264547,0.0150366,0.0413457,0.0135387,0.033101,0.0117804,0.00740966,0.0599507,0.042982,0,0,0,0,0,0,0,0,0
41,0.0286087,0.0633721,0,0,0,0.0322989,0,0.0170761,0.0428417,0,0,0,0.0187273,0,0,0.0423625,0.0596347,0.0425115,0.0373332,0.0213888,0,0,0.0640371,0.0393381,0.0523824,0.0787257,0.0685931,0.0344963,0.0663386,0.0695945,0.0393607,0.0437197,0,0.0377862,0,0.0389724,0.0142546,0.0134662,0.0239726,0,0.0280425,0.0610394,0.0415769,0,0,0.0217138,0,0,0.0225027,0.0725539,0.0194042,0.0286432,0.0298716,0.0522626,0.0347775,0.0324116,0.036565,0.0618503,0.0577906,0.0319956,0.0264152,0.0155997,0.0415122,0.0131354,0.0333477,0.0117441,0.00733232,0.0600993,0.0428594,0,0,0,0,0,0,0,0,0
42,0.0286518,0.0635793,0,0,0,0.0340619,0,0.0180267,0.0443391,0,0,0,0.0186659,0,0,0.0422381,0.0591955,0.0404778,0.0379116,0.0208525,0,0,0.0639439,0.0388597,0.0522966,0.0777466,0.0684278,0.0352022,0.0662313,0.0699329,0.0403182,0.0431313,0,0.0309677,0,0.0392452,0.0142378,0.0134655,0.0244066,0,0.0283872,0.0604862,0.0417161,0,0,0.0214848,0,0,0.0224923,0.0733261,0.0197766,0.0285468,0.0301308,0.0521386,0.0344478,0.0324705,0.035951,0.0615188,0.0576158,0.0323263,0.0260966,0.0158719,0.0416937,0.0127506,0.0336027,0.0117077,0.00726584,0.0602395,0.042648,0,0,0,0,0,0,0,0,0
43,0.028694,0.0637504,0,0,0,0.0360877,0,0.0192035,0.0459314,0,0,0,0.0186428,0,0,0.0422061,0.0586567,0.0391114,0.0384299,0.0211189,0,0,0.0637696,0.0382314,0.0520295,0.0763688,0.0681927,0.0359328,0.0660158,0.0700086,0.0410714,0.0424921,0,0.0254199,0,0.0395059,0.0143056,0.0134164,0.0249325,0,0.0288299,0.0599041,0.0419185,0,0,0.021266,0,0,0.0224397,0.0741078,0.0201557,0.0281328,0.0304961,0.0520764,0.0341381,0.0325274,0.0352796,0.0611089,0.0575123,0.0328967,0.0257561,0.016027,0.0419309,0.012241,0.0338331,0.0116439,0.00722335,0.0603755,0.0423754,0,0,0,0,0,0,0,0,0
44,0.0287444,0.0638973,0,0,0,0.0373236,0,0.0207187,0.0474929,0,0,0,0.0185664,0,0,0.0421493,0.0580556,0.038571,0.0389228,0.0222716,0,0,0.0636084,0.0378508,0.0516115,0.0744315,0.0678995,0.0365304,0.0654953,0.0697968,0.0414665,0.0416199,0,0.0218813,0,0.0397835,0.014384,0.0133823,0.025708,0,0.0293862,0.0593946,0.0421125,0,0,0.0209953,0,0,0.0223846,0.0747824,0.020595,0.0278893,0.0308417,0.0519494,0.0337843,0.0326744,0.034622,0.0607794,0.0575044,0.0335469,0.0262997,0.0160998,0.042024,0.0114024,0.0341691,0.0115805,0.00714165,0.060601,0.0420665,0,0,0,0,0,0,0,0,0
45,0.0288545,0.064011,0,0,0,0.0368064,0,0.0225671,0.0490107,0,0,0,0.018513,0,0,0.0420329,0.0574945,0.0389765,0.0393688,0.0244283,0,0,0.0634601,0.0375082,0.0511252,0.0720925,0.0676129,0.0367939,0.0646362,0.0692411,0.0415251,0.0403808,0,0.0209306,0,0.0400679,0.0144181,0.0134174,0.0265325,0,0.0298235,0.058989,0.0422865,0,0,0.0207183,0,0,0.0223638,0.0754587,0.0208649,0.0277062,0.0312108,0.0517527,0.0334807,0.0328254,0.0340816,0.0603414,0.0574834,0.0339161,0.0268926,0.0161648,0.0421456,0.0104654,0.0345446,0.0115391,0.0070338,0.0608813,0.0417748,0,0,0,0,0,0,0,0,0
46,0.028934,0.0641359,0,0,0,0.0344859,0,0.024279,0.0500238,0,0,0,0.0185011,0,0,0.0419381,0.0571961,0.0401585,0.0396302,0.0271857,0,0,0.0632444,0.0371538,0.0506393,0.0697464,0.0673641,0.0366048,0.0634257,0.0682864,0.0413941,0.0388402,0,0.0228235,0,0.0402926,0.0144513,0.0134513,0.0273491,0,0.0298359,0.0586873,0.042432,0,0,0.020496,0,0,0.0223494,0.0761027,0.020923,0.0274501,0.0315257,0.0515992,0.0333333,0.0328845,0.0335866,0.0598084,0.057358,0.0342748,0.026798,0.0162119,0.0423239,0.00957427,0.034833,0.0115045,0.0069209,0.0610731,0.0415728,0,0,0,0,0,0,0,0,0
47,0.0289292,0.0642942,0,0,0,0.0381875,0,0.0223062,0.0500244,0,0,0,0.018452,0,0,0.041917,0.0572753,0.0465342,0.0393733,0.0283288,0,0,0.0630658,0.0369668,0.0501587,0.0684412,0.0669318,0.0359858,0.0616903,0.0682591,0.0394346,0.0344083,0,0.0279798,0,0.0405074,0.0145715,0.0134248,0.0276324,0,0.0298096,0.058456,0.0425502,0,0,0.0202943,0,0,0.0223485,0.0765285,0.0208371,0.0274989,0.0318457,0.0514598,0.0332142,0.0326214,0.033162,0.0594122,0.0570173,0.0346628,0.0265844,0.0161572,0.0423677,0.00924628,0.0350616,0.0114661,0.00682885,0.0611788,0.041516,0,0,0,0,0,0,0,0,0
48,0.0285081,0.0649667,0,0,0,0.0359966,0,0.0234529,0.0510474,0,0,0,0.0174134,0,0,0.0431686,0.0564607,0.0446338,0.039327,0.0248162,0,0,0.0620825,0.0369537,0.0476869,0.0676051,0.0666937,0.0344631,0.0644125,0.0695064,0.0413356,0.0392571,0,0.0253529,0,0.0403082,0.0134586,0.0122299,0.0268686,0,0.0294888,0.0586908,0.0421326,0,0,0.020525,0,0,0.0223548,0.0769152,0.0206121,0.0273401,0.0322691,0.0499329,0.0331099,0.0324617,0.0325714,0.0590418,0.0566941,0.0349925,0.0261844,0.0162798,0.0424623,0.0099507,0.0349015,0.0111326,0.00686112,0.0622413,0.0411258,0,0,0,0,0,0,0,0,0
49,0.0284006,0.0652869,0,0,0,0.0374308,0,0.0231738,0.0512498,0,0,0,0.0171125,0,0,0.043533,0.0563016,0.0461769,0.0393191,0.0245377,0,0,0.0617855,0.0367499,0.0466853,0.0672743,0.066621,0.0341321,0.0652615,0.070385,0.0416015,0.0396375,0,0.026517,0,0.0403718,0.0131658,0.0118634,0.0273567,0,0.029368,0.0586665,0.0420596,0,0,0.0204359,0,0,0.0223867,0.0770623,0.0205196,0.0275342,0.0323598,0.0492755,0.0328598,0.032202,0.0324101,0.0588895,0.0564205,0.0350994,0.0262631,0.0163613,0.0424262,0.00937149,0.0350247,0.0110092,0.00683,0.0627374,0.0410826,0,0,0,0,0,0,0,0,0
50,0.028354,0.0655283,0,0,0,0.0381059,0,0.0230977,0.0514101,0,0,0,0.0169838,0,0,0.0436385,0.0563292,0.0469326,0.0394198,0.0246338,0,0,0.0616738,0.0365993,0.0463416,0.0672424,0.0665471,0.03413,0.0655986,0.0706997,0.0417715,0.0398594,0,0.0271207,0,0.040409,0.0130568,0.0117467,0.0278004,0,0.0286506,0.0586409,0.0420441,0,0,0.0202491,0,0,0.0224149,0.0771584,0.0201604,0.0276154,0.0325116,0.0488908,0.0325997,0.0320456,0.0323854,0.0586655,0.0562301,0.0351834,0.0261898,0.0162765,0.0423389,0.00891332,0.0352167,0.0109276,0.00676029,0.0629567,0.0411318,0,0,0,0,0,0,0,0,0
51,0.0284592,0.0656238,0,0,0,0.0376587,0,0.0230956,0.0513812,0,0,0,0.016995,0,0,0.0435894,0.0563948,0.0467778,0.0395523,0.0250708,0,0,0.0616638,0.0365225,0.0465783,0.0674056,0.0663699,0.0342327,0.0654358,0.0706004,0.0418243,0.0399083,0,0.0271793,0,0.040522,0.0131488,0.0118799,0.0283345,0,0.0279459,0.058683,0.0420286,0,0,0.0200728,0,0,0.0223898,0.0771831,0.0195761,0.0270989,0.0326072,0.0487591,0.0323839,0.0318862,0.0324451,0.0585589,0.0561779,0.0350231,0.0259896,0.0160112,0.0421352,0.00855198,0.0354214,0.0109583,0.00671283,0.0629344,0.0412926,0,0,0,0,0,0,0,0,0
52,0.0286369,0.0656149,0,0,0,0.03634,0,0.0233578,0.0510594,0,0,0,0.0171398,0,0,0.0433734,0.0565079,0.0456467,0.0397327,0.0258137,0,0,0.061807,0.0366029,0.0474676,0.0678357,0.0662036,0.0344531,0.0648384,0.0699179,0.0417907,0.039547,0,0.0268134,0,0.0407102,0.0134728,0.0121713,0.0291084,0,0.027429,0.0587913,0.0420314,0,0,0.0198743,0,0,0.022355,0.077063,0.018857,0.0266984,0.0325845,0.0487935,0.0322073,0.0319476,0.032562,0.0586783,0.0562674,0.0347163,0.0257295,0.0157746,0.0418382,0.00813542,0.0356438,0.0110296,0.00664457,0.0628797,0.041555,0,0,0,0,0,0,0,0,0
53,0.0288606,0.0655017,0,0,0,0.0343739,0,0.0241037,0.0503897,0,0,0,0.0175039,0,0,0.0430067,0.0566937,0.0437508,0.0400049,0.0273499,0,0,0.0621333,0.0367131,0.048808,0.0684567,0.0661577,0.0349099,0.0639507,0.0689308,0.0415517,0.0391197,0,0.0262639,0,0.0409395,0.0140484,0.0126498,0.0297728,0,0.0269243,0.0588465,0.0420694,0,0,0.0196085,0,0,0.0222592,0.0768997,0.0180872,0.0260923,0.0325992,0.0490525,0.0321126,0.0319933,0.0327298,0.0589254,0.0563115,0.0344078,0.0254559,0.0155014,0.0415281,0.00794893,0.0359207,0.0111663,0.0065202,0.0626238,0.0418914,0,0,0,0,0,0,0,0,0
54,0.0290208,0.0653363,0,0,0,0.0317621,0,0.024919,0.049424,0,0,0,0.0182179,0,0,0.0423313,0.0568976,0.04165,0.0403345,0.0302432,0,0,0.062611,0.0366955,0.0502524,0.0689524,0.066263,0.0356807,0.0630145,0.0680594,0.0414106,0.0385439,0,0.0273686,0,0.0412027,0.0149584,0.0134038,0.0325112,0,0.0267902,0.0589273,0.0423718,0,0,0.0191169,0,0,0.022368,0.0763514,0.017933,0.02599,0.0318606,0.0498054,0.031929,0.0316527,0.0336978,0.0594133,0.056258,0.0333302,0.0264252,0.0154506,0.0404117,0.00709802,0.0362771,0.0112343,0.00631705,0.0621177,0.042123,0,0,0,0,0,0,0,0,0
55,0.0290179,0.0654185,0,0,0,0.0329655,0,0.0245581,0.0486997,0,0,0,0.0179728,0,0,0.0424553,0.0567907,0.040086,0.0404231,0.0279986,0,0,0.0628048,0.0368202,0.0505692,0.0704788,0.066317,0.0354152,0.0640021,0.068552,0.0419191,0.0401489,0,0.0248427,0,0.0413023,0.0147819,0.0138463,0.0331111,0,0.025616,0.0589533,0.0422564,0,0,0.0189802,0,0,0.0223629,0.0758227,0.0175559,0.0259522,0.0319673,0.0494741,0.031755,0.0313096,0.0340637,0.0593605,0.0560508,0.0328895,0.026478,0.0153226,0.0398733,0.00763702,0.0364286,0.0112131,0.00624943,0.062076,0.0421594,0,0,0,0,0,0,0,0,0
56,0.0289959,0.0655119,0,0,0,0.0338248,0,0.0241324,0.0477459,0,0,0,0.0178836,0,0,0.0425162,0.05687,0.0395159,0.0404153,0.0261695,0,0,0.062929,0.0370651,0.0508536,0.071747,0.0663705,0.0349865,0.0647367,0.0688085,0.0419636,0.0416678,0,0.0229028,0,0.0413471,0.0147027,0.0140338,0.0331808,0,0.0245728,0.0590113,0.0421558,0,0,0.018955,0,0,0.0223588,0.0753417,0.017601,0.0259664,0.0318484,0.0491879,0.0316593,0.0310159,0.0342368,0.0592881,0.0558696,0.0323966,0.0264843,0.0151239,0.0392952,0.00848835,0.0364957,0.0112034,0.00622977,0.0620593,0.0421891,0,0,0,0,0,0,0,0,0
57,0.0289392,0.0656308,0,0,0,0.0335924,0,0.0240842,0.0469237,0,0,0,0.0178622,0,0,0.0425877,0.0568672,0.03893,0.0405404,0.0249541,0,0,0.0631038,0.0372566,0.0509782,0.0724205,0.0663943,0.0345453,0.0652753,0.0689335,0.0418148,0.0427616,0,0.0216114,0,0.0414069,0.0146909,0.0141525,0.0334688,0,0.0236407,0.0589931,0.0420993,0,0,0.0189448,0,0,0.0223326,0.0749691,0.0176151,0.0260332,0.0317695,0.0489747,0.0315173,0.030752,0.0343903,0.0592237,0.0556927,0.0318258,0.0265106,0.0149143,0.0386695,0.00939917,0.0365871,0.0111753,0.00632285,0.0621051,0.0421899,0,0,0,0,0,0,0,0,0
58,0.0289423,0.065754,0,0,0,0.0312999,0,0.0240337,0.0468533,0,0,0,0.0179167,0,0,0.0425663,0.0565502,0.0380492,0.0409856,0.0242711,0,0,0.0632221,0.037434,0.0508599,0.0723909,0.0663057,0.0340683,0.0654039,0.0690313,0.0414307,0.0427533,0,0.0217476,0,0.0414935,0.0147378,0.0141062,0.0337546,0,0.0228419,0.0588129,0.0420125,0,0,0.0188477,0,0,0.0222266,0.0747943,0.017722,0.025671,0.0317208,0.0486575,0.0313453,0.0306394,0.0344941,0.0591682,0.0555271,0.0311986,0.0264913,0.0149659,0.0379526,0.0104395,0.0366996,0.0110846,0.00641564,0.0622917,0.0421543,0,0,0,0,0,0,0,0,0
59,0.0288862,0.065929,0,0,0,0.0288271,0,0.02308,0.0470497,0,0,0,0.017913,0,0,0.042484,0.056307,0.0364571,0.0412711,0.0239478,0,0,0.0634707,0.0375679,0.0502716,0.0719313,0.0658039,0.0330786,0.0651256,0.0689404,0.0407819,0.0418574,0,0.0215459,0,0.0416151,0.0147696,0.01407,0.0341712,0,0.0219374,0.0582575,0.0418817,0,0,0.0186727,0,0,0.0222119,0.0747495,0.0180691,0.0256199,0.0319656,0.0482961,0.0311219,0.0304087,0.0347055,0.0591049,0.0552073,0.0305315,0.0264113,0.0155434,0.0371211,0.0116865,0.0368821,0.0110262,0.00630036,0.0624478,0.042208,0,0,0,0,0,0,0,0,0
60,0.0288054,0.0661168,0,0,0,0.0270179,0,0.0224049,0.0473539,0,0,0,0.0179089,0,0,0.0424158,0.0561196,0.0347641,0.0414185,0.0244303,0,0,0.0638913,0.0377397,0.0492167,0.0710346,0.0652076,0.031852,0.0642105,0.0685569,0.0397954,0.0405123,0,0.0212595,0,0.0416929,0.0147722,0.0140846,0.0345087,0,0.0209527,0.057482,0.0417247,0,0,0.0185628,0,0,0.0223398,0.0748108,0.0187429,0.025573,0.0323599,0.0480086,0.0308744,0.0300158,0.0349346,0.0590401,0.0548163,0.0298929,0.0263024,0.0164975,0.0363914,0.0132788,0.0371034,0.0110454,0.00610874,0.062565,0.0423365,0,0,0,0,0,0,0,0,0
61,0.0287845,0.066231,0,0,0,0.026043,0,0.022551,0.0475842,0,0,0,0.0179376,0,0,0.0424973,0.0559686,0.0333993,0.0414537,0.025103,0,0,0.0644738,0.0380208,0.0477867,0.0702936,0.0647283,0.0307358,0.0631693,0.0680302,0.0389479,0.0392497,0,0.0207153,0,0.0416517,0.0147632,0.0141883,0.0347284,0,0.0198161,0.0564777,0.0415294,0,0,0.0184025,0,0,0.0224595,0.0749367,0.0195239,0.025393,0.0327511,0.0478236,0.0306988,0.0294012,0.035205,0.0590082,0.0543389,0.0292332,0.0262254,0.016071,0.0357313,0.0152549,0.0372663,0.0110597,0.00598389,0.0627026,0.0425776,0,0,0,0,0,0,0,0,0
62,0.0286683,0.0662699,0,0,0,0.0264435,0,0.0225539,0.0474048,0,0,0,0.0179336,0,0,0.0427111,0.0560364,0.0322529,0.0412645,0.0253693,0,0,0.0651894,0.0384094,0.0465157,0.0702049,0.0643809,0.0295103,0.0628849,0.067884,0.0385626,0.0388417,0,0.0199274,0,0.0415189,0.0147364,0.0144051,0.0348137,0,0.0184851,0.0554328,0.0413387,0,0,0.0181916,0,0,0.022501,0.0750147,0.0204181,0.0250471,0.0330955,0.0477869,0.0306149,0.0285934,0.0356019,0.0590785,0.0537165,0.0285977,0.0261536,0.0136361,0.0350343,0.0176436,0.0372986,0.0110356,0.00598503,0.0629452,0.0429823,0,0,0,0,0,0,0,0,0
63,0.0286099,0.0662364,0,0,0,0.0269328,0,0.0218818,0.0470291,0,0,0,0.0178052,0,0,0.0426511,0.0562924,0.0316215,0.0408718,0.0253085,0,0,0.0657664,0.0388714,0.0454427,0.0701314,0.0638432,0.0279899,0.0635444,0.0680837,0.038424,0.0391893,0,0.0197563,0,0.0413619,0.0146185,0.0144684,0.03471,0,0.0173843,0.0545904,0.0411219,0,0,0.0181711,0,0,0.0225152,0.0749028,0.021901,0.0246339,0.0333145,0.0479891,0.0306129,0.0279941,0.036162,0.0594788,0.0533548,0.0278087,0.0256147,0.01398,0.0339954,0.0209624,0.0372028,0.0110034,0.00604371,0.0632297,0.0435005,0,0,0,0,0,0,0,0,0
64,0.0285724,0.0661543,0,0,0,0.0279158,0,0.021098,0.0466742,0,0,0,0.0177128,0,0,0.0426587,0.0564549,0.0314141,0.0405583,0.0252598,0,0,0.0660608,0.0396211,0.0445922,0.0694776,0.0630585,0.0266842,0.0642373,0.0681751,0.0380985,0.0399034,0,0.0198196,0,0.0411071,0.0144965,0.0145314,0.0346671,0,0.0164325,0.0537764,0.0408297,0,0,0.0182335,0,0,0.0225569,0.0744822,0.0239648,0.0242148,0.0334866,0.0484535,0.0306405,0.0276273,0.0370732,0.0601763,0.0532707,0.0271196,0.024632,0.0154425,0.0327858,0.0251047,0.0370673,0.011033,0.00612223,0.0630834,0.0440843,0,0,0,0,0,0,0,0,0
65,0.0285934,0.06598,0,0,0,0.0292164,0,0.0205418,0.0462024,0,0,0,0.0176967,0,0,0.0427239,0.056583,0.0314127,0.0403549,0.0255069,0,0,0.0661431,0.0405174,0.0438442,0.068747,0.0624172,0.0258336,0.0642403,0.0678902,0.0375694,0.0404215,0,0.019682,0,0.0407715,0.0143675,0.014625,0.0345278,0,0.0157556,0.0527358,0.0404829,0,0,0.0184316,0,0,0.0225531,0.0739237,0.0261899,0.023652,0.0333344,0.0492184,0.0307332,0.0275143,0.0382444,0.0611212,0.0533309,0.0268782,0.0237209,0.0142653,0.0315755,0.0297785,0.0368694,0.0110336,0.00626958,0.0628987,0.0447476,0,0,0,0,0,0,0,0,0
66,0.0286218,0.0656374,0,0,0,0.0299095,0,0.0201099,0.0456991,0,0,0,0.0177739,0,0,0.0428113,0.0567261,0.0313212,0.0403895,0.0261294,0,0,0.0661839,0.0414665,0.043351,0.0682752,0.0618493,0.0253584,0.0636178,0.0673124,0.0369926,0.0403409,0,0.019419,0,0.0403501,0.0142205,0.0147212,0.0340365,0,0.0152067,0.0515993,0.0401467,0,0,0.0187039,0,0,0.0225176,0.0733073,0.0285823,0.0230574,0.0329828,0.0502879,0.0309008,0.0277978,0.0394426,0.0623304,0.0538215,0.0264766,0.0228314,0.0137376,0.0303486,0.0349725,0.0365563,0.0110459,0.00649239,0.0627563,0.0454288,0,0,0,0,0,0,0,0,0
67,0.028693,0.0651665,0,0,0,0.029896,0,0.0198497,0.0450192,0,0,0,0.0179509,0,0,0.0429666,0.0568512,0.0309158,0.0407169,0.0266431,0,0,0.0663858,0.0424776,0.0429924,0.0678503,0.0613968,0.0249157,0.0629648,0.0667166,0.0363634,0.0400181,0,0.0192113,0,0.0398842,0.0140457,0.0148987,0.0331496,0,0.0145965,0.0503816,0.0398465,0,0,0.0190382,0,0,0.0224488,0.0727738,0.0310327,0.0222908,0.032384,0.0515189,0.0312263,0.0283482,0.0405929,0.0637413,0.0546334,0.0255996,0.0220023,0.0134434,0.0291403,0.0401092,0.0360797,0.0110882,0.0067985,0.0625209,0.0460716,0,0,0,0,0,0,0,0,0
68,0.0288624,0.064619,0,0,0,0.0293275,0,0.0197856,0.0442864,0,0,0,0.0182342,0,0,0.0431235,0.056898,0.0301859,0.0412193,0.0265939,0,0,0.0667201,0.0434985,0.0427835,0.0674416,0.0611658,0.0243717,0.0625252,0.0663979,0.0359412,0.039688,0,0.0186499,0,0.0394047,0.0138765,0.0151086,0.0317117,0,0.0140914,0.0493765,0.0395661,0,0,0.0194455,0,0,0.0223659,0.0723471,0.0334598,0.0212925,0.0315392,0.0528019,0.0317457,0.0292427,0.0419097,0.0654087,0.0556882,0.0246765,0.0211659,0.0131192,0.028134,0.0449502,0.0354454,0.0111859,0.00714022,0.0621582,0.04662,0,0,0,0,0,0,0,0,0
69,0.029109,0.064041,0,0,0,0.028779,0,0.0198691,0.0438645,0,0,0,0.0185843,0,0,0.0433131,0.0567448,0.0291453,0.0418769,0.0263003,0,0,0.0670774,0.0444804,0.0426631,0.0671478,0.0612215,0.0239028,0.0624483,0.0662265,0.0356844,0.0393458,0,0.0179468,0,0.038895,0.0136933,0.0153911,0.0304078,0,0.0141752,0.0484957,0.0392763,0,0,0.0199426,0,0,0.0222554,0.0720258,0.0359243,0.0201836,0.0305242,0.0539919,0.0324501,0.0304689,0.0434292,0.067287,0.0570112,0.0240072,0.0206657,0.012731,0.0274285,0.0495716,0.0347005,0.0112922,0.00754416,0.0617407,0.047048,0,0,0,0,0,0,0,0,0
70,0.0293385,0.0635515,0,0,0,0.0287512,0,0.0201004,0.0438705,0,0,0,0.0190087,0,0,0.0434451,0.0563238,0.0279054,0.042731,0.0263092,0,0,0.0675753,0.0455168,0.0421834,0.0668853,0.0613895,0.0236428,0.0625092,0.0662419,0.0358166,0.0391373,0,0.0173483,0,0.0384251,0.0135526,0.0156556,0.0290655,0,0.014786,0.0478992,0.0390502,0,0,0.0204899,0,0,0.0220879,0.0718097,0.0384305,0.019473,0.0295578,0.0551196,0.0330805,0.0319504,0.0449002,0.0691953,0.0584599,0.0237932,0.0203055,0.012262,0.0270811,0.0536321,0.0340447,0.0113304,0.00788448,0.061271,0.0474237,0,0,0,0,0,0,0,0,0
71,0.0295646,0.0631568,0,0,0,0.0287032,0,0.0203565,0.0444555,0,0,0,0.0194529,0,0,0.0435039,0.0557462,0.0268725,0.0436649,0.0266131,0,0,0.0680372,0.0464183,0.041577,0.0665255,0.0613516,0.0234483,0.0624139,0.0664299,0.036101,0.0390987,0,0.0171799,0,0.0380393,0.0134325,0.0158736,0.0271594,0,0.0154265,0.0474486,0.0388851,0,0,0.0210118,0,0,0.0219319,0.0716994,0.0404596,0.0185478,0.0288568,0.0560964,0.0335486,0.0335933,0.0463787,0.07089,0.0598094,0.0237075,0.0201086,0.011924,0.026634,0.0575913,0.033506,0.0113308,0.00814239,0.0608219,0.0477753,0,0,0,0,0,0,0,0,0
72,0.0297597,0.0628858,0,0,0,0.0285811,0,0.0205668,0.0454475,0,0,0,0.0198443,0,0,0.043517,0.0552868,0.0262572,0.0443429,0.0270068,0,0,0.0684103,0.0471397,0.0408197,0.0660626,0.0609963,0.0231575,0.0623524,0.0667426,0.0363557,0.0390239,0,0.0171567,0,0.0377739,0.0134015,0.0159556,0.0252231,0,0.0161319,0.0471713,0.0387986,0,0,0.0214065,0,0,0.0218702,0.0716534,0.0420951,0.0174557,0.0286792,0.0568873,0.0337998,0.0350884,0.0478309,0.0722954,0.0608186,0.0234579,0.0200106,0.0117214,0.0262519,0.0624875,0.0331078,0.0113456,0.00827488,0.0604382,0.0480988,0,0,0,0,0,0,0,0,0
73,0.0299297,0.0627145,0,0,0,0.0284007,0,0.0207216,0.0464994,0,0,0,0.020203,0,0,0.0434988,0.0551161,0.0259366,0.0447751,0.0273362,0,0,0.0687067,0.0478534,0.0402434,0.0656119,0.0605404,0.0227081,0.0624949,0.0668376,0.0364589,0.0388398,0,0.017088,0,0.0376058,0.0134367,0.0159271,0.0221227,0,0,0.0466479,0.038759,0,0,0.0216855,0,0,0.0219013,0.0718194,0.0453936,0.0166141,0.0285746,0.0573156,0.0338616,0.0358432,0.0490144,0.0732922,0.0612548,0.0234766,0.0201222,0.010373,0.026892,0.0658756,0.0328462,0.011385,0.00831483,0.0601278,0.0484879,0,0,0,0,0,0,0,0,0
74,0.0299901,0.0627143,0,0,0,0.0284779,0,0.0209194,0.0478587,0,0,0,0.0205009,0,0,0.0432616,0.0549708,0.0257356,0.0448371,0.027394,0,0,0.0685259,0.048148,0.0395996,0.065129,0.0602293,0.0225387,0.0625515,0.0667826,0.0362319,0.0385629,0,0.0166548,0,0.0374919,0.0135199,0.0155588,0.0232476,0,0.0190685,0.0465222,0.0388975,0,0,0.0218044,0,0,0.021947,0.0717404,0.0462751,0.0163093,0.0285957,0.05763,0.0337243,0.0364906,0.0498924,0.0739974,0.0616096,0.0232748,0.0200767,0.0109962,0.0267169,0.0713352,0.0328926,0.0113951,0.00823739,0.0599847,0.048579,0,0,0,0,0,0,0,0,0
