Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,LBL,x77
151,0.0274081,0.0607565,0,0,0,0.0397692,0,0.015286,0.0392056,0,0,0,0.0189299,0,0,0.0429287,0.0578502,0.0625543,0.0368312,0.0279142,0,0,0.0656107,0.0389814,0.0525899,0.0775965,0.0693705,0.0326872,0.0674628,0.0677948,0.0366013,0.0503055,0,0.0788396,0,0.0372973,0.0137335,0.0144536,0.0145368,0,0.0256437,0.058499,0.0409022,0,0,0.0242314,0,0,0.022442,0.0706289,0.0172832,0.0270883,0.0295271,0.0538027,0.039534,0.0325988,0.0420528,0.0645809,0.0587578,0.0295229,0.0294097,0.0159374,0.0389013,0.0236098,0.0321912,0.0123276,0.00908297,0.0588212,0.0438059,0,0,0,0,0,0,0,0,0
152,0.0272982,0.0610218,0,0,0,0.0391065,0,0.01513,0.0392991,0,0,0,0.018909,0,0,0.0428716,0.0579566,0.0617216,0.0373154,0.0275253,0,0,0.0657255,0.0389489,0.0532984,0.0784908,0.0695062,0.033206,0.0677015,0.0681769,0.0369729,0.0500643,0,0.0776818,0,0.0374328,0.0138097,0.0143234,0.0152235,0,0.0256505,0.0591257,0.0408575,0,0,0.0242052,0,0,0.0224753,0.0706763,0.017534,0.0272141,0.0294822,0.0535099,0.039438,0.0325771,0.0416696,0.0643116,0.0588136,0.0297096,0.0293661,0.0160431,0.0389969,0.0227747,0.0322822,0.0122814,0.00905247,0.0589555,0.0434683,0,0,0,0,0,0,0,0,0
153,0.0271676,0.0612928,0,0,0,0.0379722,0,0.0150856,0.0394164,0,0,0,0.01889,0,0,0.0427928,0.0582572,0.0604691,0.0377785,0.0269195,0,0,0.0657495,0.0388806,0.0537523,0.0791976,0.0695662,0.0335862,0.0676362,0.0682983,0.0370436,0.04947,0,0.0755744,0,0.037554,0.0138632,0.0142081,0.016011,0,0.025743,0.059588,0.0408763,0,0,0.0241787,0,0,0.0224821,0.0707703,0.0175882,0.0272777,0.0294606,0.0532381,0.0392392,0.0325099,0.0412666,0.0640293,0.0588814,0.0299067,0.0293422,0.0161003,0.0391627,0.0218232,0.0323086,0.0122287,0.00901679,0.0590281,0.0431934,0,0,0,0,0,0,0,0,0
154,0.027071,0.0615746,0,0,0,0.0366987,0,0.0151612,0.0396744,0,0,0,0.0188945,0,0,0.0426807,0.0586208,0.0589118,0.0379639,0.0261685,0,0,0.0656596,0.0387815,0.0540724,0.0797553,0.0695387,0.0339349,0.0674142,0.068281,0.0369461,0.0485822,0,0.0723564,0,0.03764,0.0138207,0.0141735,0.0167495,0,0.0258353,0.0598528,0.0409193,0,0,0.0241434,0,0,0.0224823,0.0708951,0.0175819,0.0272933,0.0294901,0.0529136,0.0390575,0.032362,0.0408868,0.063748,0.0588639,0.0300985,0.0293365,0.0160873,0.0393399,0.0209617,0.0323001,0.0121768,0.00900009,0.0590645,0.042925,0,0,0,0,0,0,0,0,0
155,0.0270651,0.0618209,0,0,0,0.0352862,0,0.0153603,0.0402226,0,0,0,0.0188618,0,0,0.042555,0.0588668,0.056864,0.0381492,0.0252175,0,0,0.0654592,0.0386139,0.0542919,0.0802305,0.0695302,0.0343621,0.0670948,0.0682699,0.0369321,0.0475492,0,0.0679075,0,0.0377403,0.0137851,0.0141357,0.0173809,0,0.0259746,0.06006,0.0409375,0,0,0.0240367,0,0,0.0225245,0.0710995,0.0175991,0.0273149,0.0295265,0.0524118,0.0390464,0.0323006,0.0404683,0.0634331,0.0587451,0.0303331,0.0292992,0.0161167,0.0395217,0.0202327,0.0323455,0.0121423,0.0089254,0.059101,0.0426248,0,0,0,0,0,0,0,0,0
156,0.0270214,0.0620594,0,0,0,0.033826,0,0.0156514,0.0408964,0,0,0,0.0188524,0,0,0.0424444,0.059077,0.0545534,0.0382282,0.0241906,0,0,0.065197,0.0383985,0.0542963,0.0804914,0.0694472,0.0345748,0.0667498,0.0683536,0.0370298,0.0465091,0,0.0622821,0,0.0378557,0.0137889,0.0140677,0.0179558,0,0.0262085,0.0602082,0.0409722,0,0,0.0238884,0,0,0.0225604,0.0713778,0.0176534,0.0273864,0.0295589,0.0520074,0.038922,0.0322774,0.039969,0.0630911,0.0585954,0.0306122,0.0292415,0.016129,0.0397261,0.0196236,0.0324613,0.0121042,0.00882067,0.0592074,0.042485,0,0,0,0,0,0,0,0,0
157,0.0269479,0.0623047,0,0,0,0.0327882,0,0.0159318,0.0416576,0,0,0,0.0188631,0,0,0.0423344,0.0592887,0.0518509,0.0381903,0.023223,0,0,0.0648887,0.0381618,0.0540955,0.0804908,0.0692464,0.0346271,0.0665595,0.0685596,0.0372472,0.0455186,0,0.0555832,0,0.0380234,0.0137837,0.0140252,0.0185008,0,0.0264993,0.0602684,0.0410454,0,0,0.0237232,0,0,0.0225242,0.0716823,0.0177298,0.0274721,0.0297023,0.0517199,0.038601,0.0322178,0.039337,0.0627241,0.0583966,0.0308951,0.0291896,0.0161161,0.0399468,0.0190235,0.0326521,0.0120567,0.00868305,0.0593204,0.0424135,0,0,0,0,0,0,0,0,0
158,0.0269337,0.0625684,0,0,0,0.0327988,0,0.0161531,0.0425933,0,0,0,0.0188646,0,0,0.042208,0.0594184,0.0487867,0.0381407,0.0223699,0,0,0.0645801,0.0378487,0.0537686,0.0801624,0.0689728,0.0347006,0.066478,0.0688068,0.0376104,0.0445897,0,0.0480085,0,0.0382227,0.0138137,0.0139317,0.0190204,0,0.0267874,0.0602436,0.0411426,0,0,0.023486,0,0,0.0224662,0.0720455,0.0178468,0.027497,0.0299782,0.0515603,0.0381195,0.0321349,0.0386993,0.0623302,0.0582284,0.0311621,0.0291194,0.0161284,0.0401732,0.0184178,0.0328674,0.0120331,0.00853686,0.0593778,0.0423467,0,0,0,0,0,0,0,0,0
159,0.0269522,0.0628127,0,0,0,0.0341069,0,0.0165191,0.0435734,0,0,0,0.0188856,0,0,0.0421147,0.0594576,0.0457172,0.0381597,0.0216243,0,0,0.0642889,0.0374041,0.0534414,0.0795035,0.0686514,0.0349881,0.0663621,0.0690407,0.0382449,0.0438431,0,0.0403015,0,0.0384285,0.0139139,0.0138116,0.0195968,0,0.0271021,0.0601169,0.0412972,0,0,0.0231951,0,0,0.0224007,0.0724194,0.0180321,0.027522,0.0303436,0.0513741,0.0375814,0.0320159,0.0381329,0.0618687,0.0581567,0.0314058,0.0290474,0.0162923,0.0403729,0.0178363,0.0331351,0.0119392,0.00835784,0.0594413,0.0421868,0,0,0,0,0,0,0,0,0
160,0.0269423,0.0630152,0,0,0,0.0359373,0,0.0173434,0.0447748,0,0,0,0.0189123,0,0,0.0419733,0.0592102,0.0430214,0.038367,0.0210398,0,0,0.0640062,0.036891,0.0531253,0.0784579,0.0683653,0.0355452,0.0660814,0.0691945,0.0391131,0.0432436,0,0.0333959,0,0.0386708,0.0140417,0.0136037,0.0203499,0,0.0274205,0.0598207,0.0414442,0,0,0.0228357,0,0,0.0223435,0.0728969,0.0181582,0.0274627,0.0307186,0.0511129,0.0369821,0.031925,0.0375439,0.0613789,0.0580105,0.0316826,0.0290352,0.0164234,0.0404365,0.0171043,0.0334856,0.0118363,0.00817894,0.0595471,0.0421039,0,0,0,0,0,0,0,0,0
161,0.0270246,0.0632109,0,0,0,0.0374666,0,0.0184901,0.0459435,0,0,0,0.0189344,0,0,0.0417105,0.0588097,0.0409449,0.0385705,0.0209904,0,0,0.0637454,0.0363925,0.0526959,0.0769955,0.0680282,0.0360421,0.065647,0.0691689,0.0397219,0.0425244,0,0.0280312,0,0.0389011,0.0141461,0.0133721,0.0212425,0,0.0276835,0.0593767,0.0415782,0,0,0.0224963,0,0,0.0222882,0.0734366,0.0181623,0.0274791,0.0311685,0.0508826,0.0363663,0.0320059,0.0369006,0.06096,0.0577852,0.0319767,0.0290807,0.0164933,0.0405827,0.0161327,0.0338691,0.0117426,0.0080263,0.0597077,0.0419487,0,0,0,0,0,0,0,0,0
162,0.0272071,0.0633976,0,0,0,0.0378676,0,0.0199512,0.0472461,0,0,0,0.0188809,0,0,0.0413021,0.0581759,0.0398117,0.0389173,0.0216407,0,0,0.0635563,0.0360059,0.0520813,0.0750887,0.0676885,0.0363034,0.0649336,0.0688275,0.0399635,0.0412079,0,0.0247436,0,0.0391154,0.0141922,0.01314,0.0221114,0,0.0278853,0.0588229,0.0417244,0,0,0.0221218,0,0,0.0222322,0.0740526,0.0181172,0.0273407,0.0315034,0.0507229,0.0358606,0.0320972,0.0363634,0.0606596,0.0576472,0.0322217,0.0290934,0.0165863,0.0407465,0.0151744,0.0342512,0.0116661,0.00788937,0.0598891,0.0418515,0,0,0,0,0,0,0,0,0
163,0.0274072,0.0635604,0,0,0,0.0372389,0,0.0217289,0.0484387,0,0,0,0.0188624,0,0,0.0411168,0.0574871,0.0396204,0.0392625,0.0229611,0,0,0.0634361,0.0357021,0.0513278,0.073009,0.0673389,0.0361692,0.0640688,0.0683129,0.0400194,0.0397118,0,0.0234983,0,0.0393243,0.0142567,0.0130571,0.0228735,0,0.0280453,0.0582362,0.0418927,0,0,0.0217849,0,0,0.022191,0.0746674,0.017979,0.0271829,0.0318279,0.0509198,0.0353848,0.0320836,0.0358813,0.0602946,0.0574831,0.0323896,0.0291561,0.016655,0.0408887,0.0143442,0.0345721,0.0115771,0.00772117,0.0600601,0.0417161,0,0,0,0,0,0,0,0,0
164,0.0275014,0.0636522,0,0,0,0.0360903,0,0.0233436,0.0493566,0,0,0,0.0189047,0,0,0.0411496,0.0568086,0.0403689,0.0395066,0.0247886,0,0,0.0633476,0.035305,0.0505749,0.071038,0.0670708,0.0357484,0.0632351,0.0677331,0.0400625,0.0383546,0,0.0241929,0,0.0395636,0.0143512,0.0130572,0.023568,0,0.0280771,0.0577135,0.042036,0,0,0.0215423,0,0,0.0221694,0.075262,0.017775,0.0270883,0.0322456,0.0512648,0.0349677,0.0319776,0.0355045,0.0599325,0.0572615,0.0324487,0.0293048,0.0165807,0.0409585,0.0136259,0.0348138,0.0115017,0.00757975,0.0602331,0.0415429,0,0,0,0,0,0,0,0,0
165,0.0275204,0.0637567,0,0,0,0.0351067,0,0.0245292,0.049882,0,0,0,0.018929,0,0,0.0412159,0.0562987,0.0413796,0.0395834,0.0268848,0,0,0.0632843,0.0349717,0.049885,0.0693997,0.066856,0.0352602,0.0625584,0.06717,0.0400751,0.0373399,0,0.0256167,0,0.0397787,0.0144627,0.0130499,0.0241909,0,0.0279574,0.0572514,0.0421564,0,0,0.0213575,0,0,0.0221334,0.075742,0.017526,0.0269937,0.032524,0.0511341,0.0347022,0.0318434,0.0352677,0.0596308,0.0570624,0.032288,0.0294476,0.0164235,0.0409205,0.0130066,0.0349952,0.0114518,0.0074749,0.0604189,0.0414279,0,0,0,0,0,0,0,0,0
166,0.0275171,0.0638948,0,0,0,0.0361648,0,0.023877,0.0500571,0,0,0,0.018856,0,0,0.0410423,0.0560063,0.0442221,0.0395117,0.0284337,0,0,0.0632184,0.0348414,0.0493418,0.0683504,0.0666697,0.0349824,0.0617497,0.0671728,0.0394504,0.0352267,0,0.0270181,0,0.0399047,0.0145668,0.0129323,0.024446,0,0.0277578,0.0569003,0.0422389,0,0,0.0212332,0,0,0.0220975,0.0760251,0.017415,0.0268554,0.0325628,0.050846,0.034472,0.0316822,0.0351832,0.0593888,0.0567433,0.032066,0.029509,0.016495,0.0407641,0.012788,0.035106,0.011404,0.00738568,0.0606713,0.0413804,0,0,0,0,0,0,0,0,0
167,0.0273831,0.0643321,0,0,0,0.0362836,0,0.0244704,0.0505283,0,0,0,0.0183983,0,0,0.0417931,0.0554846,0.0432845,0.0396091,0.0271466,0,0,0.0629055,0.0349937,0.0482099,0.0678409,0.0666446,0.0346891,0.0626786,0.0676343,0.0401418,0.037138,0,0.025897,0,0.0397469,0.0142093,0.0124531,0.0238174,0,0.0271605,0.0567503,0.0419718,0,0,0.0213087,0,0,0.0220477,0.0762376,0.0171516,0.0265271,0.0328019,0.0500828,0.0342899,0.0315755,0.0349746,0.059091,0.0564062,0.0320335,0.02915,0.0164327,0.0407104,0.0135486,0.035024,0.0112635,0.00734009,0.0613294,0.0412124,0,0,0,0,0,0,0,0,0
168,0.0273565,0.0645292,0,0,0,0.0367717,0,0.0242157,0.0504741,0,0,0,0.0184467,0,0,0.0421626,0.0552819,0.0430922,0.0397396,0.0274957,0,0,0.0629596,0.0351164,0.0479912,0.0676486,0.0665154,0.0348662,0.0628611,0.0678603,0.0402759,0.0372841,0,0.0256439,0,0.0397531,0.0143808,0.0124931,0.02399,0,0.0266957,0.0565562,0.0419177,0,0,0.021133,0,0,0.022087,0.0762964,0.0168616,0.0261795,0.0328763,0.0500062,0.0340721,0.0313173,0.0349996,0.0589534,0.0561666,0.0317909,0.0290473,0.0156328,0.0404682,0.01357,0.03514,0.0112018,0.00724919,0.0615259,0.0412355,0,0,0,0,0,0,0,0,0
169,0.0274808,0.0644982,0,0,0,0.0379561,0,0.0230482,0.0499802,0,0,0,0.0188738,0,0,0.041727,0.0554028,0.0448644,0.0399285,0.0297074,0,0,0.063364,0.0352178,0.0487697,0.0677389,0.0663841,0.0352967,0.0617003,0.067555,0.0393273,0.0347254,0,0.0267295,0,0.039943,0.014949,0.0129392,0.0250872,0,0.0263323,0.0565109,0.0420414,0,0,0.0207799,0,0,0.0221571,0.0761261,0.0168819,0.0258763,0.0325997,0.0505894,0.0337675,0.0310447,0.0353957,0.0591405,0.0560951,0.0310653,0.0293992,0.0157741,0.0397856,0.0128005,0.0354754,0.0112513,0.00711121,0.0613279,0.0414148,0,0,0,0,0,0,0,0,0
170,0.027508,0.0646851,0,0,0,0.0351967,0,0.0243514,0.0498446,0,0,0,0.0187463,0,0,0.0416796,0.0552093,0.0409648,0.0402915,0.0293234,0,0,0.0634322,0.0353813,0.0487022,0.0682434,0.0664001,0.0352062,0.0624087,0.0671964,0.0403112,0.0373185,0,0.0255431,0,0.0399527,0.0149544,0.0129024,0.0252479,0,0.0256967,0.0567528,0.0419309,0,0,0.0206007,0,0,0.0221962,0.0759677,0.0168956,0.0256725,0.0325239,0.0504833,0.0334651,0.0308776,0.0356762,0.0592372,0.0560308,0.0305466,0.0293335,0.0164051,0.0392552,0.0131261,0.0356472,0.0112211,0.00704128,0.0614872,0.041388,0,0,0,0,0,0,0,0,0
171,0.027575,0.0648739,0,0,0,0.0358354,0,0.0233032,0.0492704,0,0,0,0.0184276,0,0,0.0419677,0.0550981,0.039573,0.0404235,0.0272458,0,0,0.0635438,0.0354496,0.04848,0.0698276,0.0662452,0.0349359,0.0629014,0.0675138,0.0403001,0.0382535,0,0.0228985,0,0.0401115,0.0147886,0.0134257,0.0253561,0,0.0250035,0.0568854,0.0418403,0,0,0.0202931,0,0,0.0222198,0.0757017,0.0168427,0.0254108,0.0324746,0.0500338,0.0331564,0.0304973,0.0360424,0.059335,0.0556817,0.0301325,0.0290885,0.0170967,0.0388108,0.0137388,0.035839,0.0112186,0.00699346,0.0615632,0.0413536,0,0,0,0,0,0,0,0,0
172,0.0276313,0.0650563,0,0,0,0.0357966,0,0.0226944,0.0485562,0,0,0,0.0183467,0,0,0.0423449,0.0550506,0.0388337,0.0404829,0.025591,0,0,0.0634762,0.0356025,0.0486694,0.0712542,0.0662217,0.0345312,0.0634334,0.0676069,0.0400772,0.0392727,0,0.0212481,0,0.0401753,0.0147924,0.0136494,0.0251761,0,0.0243118,0.0571321,0.0417639,0,0,0.0201571,0,0,0.0221826,0.0753925,0.0171079,0.0251733,0.032255,0.0496178,0.0329405,0.0301824,0.0362864,0.0594529,0.0555017,0.0297296,0.0288804,0.017564,0.0383797,0.0148174,0.0359241,0.0111775,0.00692912,0.0616147,0.0413206,0,0,0,0,0,0,0,0,0
173,0.0276072,0.065235,0,0,0,0.0352976,0,0.0225965,0.0478444,0,0,0,0.0182206,0,0,0.0423663,0.054883,0.0381805,0.0406903,0.0243718,0,0,0.0633678,0.0357793,0.0489986,0.0722849,0.0662848,0.0340859,0.064253,0.0676334,0.0397192,0.0401499,0,0.0204018,0,0.040192,0.0147451,0.0137462,0.0252224,0,0.0235647,0.0572746,0.0417086,0,0,0.0200854,0,0,0.022219,0.0750951,0.0175277,0.0249296,0.0321409,0.0493611,0.0327011,0.0299173,0.0364956,0.0595483,0.0553701,0.0293045,0.0287217,0.0178513,0.0378875,0.0158713,0.0359775,0.011162,0.0068765,0.0616465,0.0413579,0,0,0,0,0,0,0,0,0
174,0.0275468,0.0654418,0,0,0,0.0340572,0,0.0223937,0.0473986,0,0,0,0.0181355,0,0,0.0423481,0.0546152,0.0369403,0.0410691,0.0236352,0,0,0.0633194,0.0359117,0.0491172,0.0726639,0.0662014,0.0334645,0.0645488,0.0678015,0.0393845,0.040526,0,0.0203774,0,0.0402706,0.0147388,0.0137926,0.0254287,0,0.0228154,0.057211,0.0416497,0,0,0.0199647,0,0,0.0222407,0.0749008,0.0180014,0.0247407,0.0321042,0.0490314,0.0323769,0.029681,0.0366319,0.0596296,0.0552135,0.0288767,0.0286224,0.0179515,0.0373032,0.0170124,0.036133,0.0111159,0.00679468,0.0617452,0.041402,0,0,0,0,0,0,0,0,0
175,0.0275801,0.0656306,0,0,0,0.0323621,0,0.0216777,0.0473427,0,0,0,0.0181816,0,0,0.0423967,0.0544398,0.0352078,0.0414532,0.0233952,0,0,0.0634551,0.0360079,0.0487631,0.0723905,0.0658635,0.0323742,0.0644474,0.0680107,0.039021,0.0401132,0,0.0201533,0,0.0403839,0.0147955,0.0137788,0.0256252,0,0.0221434,0.0568914,0.0415968,0,0,0.0197564,0,0,0.0222365,0.074827,0.0183451,0.0246009,0.0321767,0.0486824,0.0319506,0.0294529,0.0366949,0.0597112,0.0549868,0.0284517,0.0286259,0.017602,0.0366826,0.0184637,0.0363927,0.0110298,0.00664859,0.0618951,0.0415256,0,0,0,0,0,0,0,0,0
176,0.0276326,0.0658087,0,0,0,0.03127,0,0.0209193,0.0474974,0,0,0,0.0181846,0,0,0.0424428,0.0544648,0.0334964,0.04163,0.0239723,0,0,0.0637869,0.0361542,0.0478892,0.0718253,0.0652893,0.0310601,0.0639255,0.0678985,0.038412,0.0392039,0,0.0190349,0,0.0404756,0.0148205,0.0138599,0.0259365,0,0.021464,0.0562868,0.0415004,0,0,0.0194732,0,0,0.0222726,0.0748255,0.0185735,0.0245389,0.0325281,0.0483807,0.0314693,0.029193,0.0367643,0.0597954,0.0546547,0.0280531,0.0287144,0.0167252,0.036053,0.0202846,0.0366985,0.0109895,0.0065324,0.0620249,0.0418081,0,0,0,0,0,0,0,0,0
177,0.0275633,0.0659428,0,0,0,0.0313059,0,0.020498,0.0475618,0,0,0,0.0180806,0,0,0.0425049,0.0546781,0.0320116,0.0415308,0.0251471,0,0,0.0642875,0.0363954,0.046911,0.0714816,0.0647906,0.0297107,0.0632513,0.0675217,0.0377365,0.0387251,0,0.0175738,0,0.0404943,0.0147591,0.014095,0.026382,0,0.0206318,0.0554728,0.0413265,0,0,0.0191841,0,0,0.0223588,0.0747817,0.0190416,0.0244994,0.0330764,0.0480025,0.0311232,0.0288165,0.0370172,0.0598853,0.0542118,0.0276682,0.0287108,0.0153182,0.0354342,0.0225833,0.0369743,0.0109093,0.00656049,0.0620634,0.0422424,0,0,0,0,0,0,0,0,0
178,0.0275194,0.0659718,0,0,0,0.0316779,0,0.0200758,0.0473186,0,0,0,0.0179999,0,0,0.0425978,0.0550714,0.0310691,0.04108,0.0256965,0,0,0.0647107,0.0367583,0.0460526,0.0713051,0.0643888,0.0284321,0.0629104,0.06728,0.0373195,0.0388854,0,0.0168519,0,0.0403986,0.014614,0.0144011,0.0268564,0,0.0198135,0.0547164,0.041111,0,0,0.0190282,0,0,0.0224779,0.0745888,0.0201057,0.0244502,0.033331,0.0479688,0.0310675,0.0283799,0.0374395,0.0600909,0.0537751,0.0272625,0.0282907,0.0146034,0.0346129,0.0257711,0.0370593,0.0109339,0.0066094,0.0620599,0.0428199,0,0,0,0,0,0,0,0,0
179,0.0275478,0.0658278,0,0,0,0.0322574,0,0.0193306,0.0467931,0,0,0,0.0178992,0,0,0.0426758,0.0555239,0.0307358,0.040472,0.0253942,0,0,0.0650455,0.0372925,0.0451814,0.0710113,0.0638422,0.0272649,0.0631647,0.0672101,0.036949,0.0394963,0,0.0167767,0,0.040234,0.0144697,0.0146392,0.0273315,0,0.0190744,0.0539642,0.040901,0,0,0.0189792,0,0,0.0225534,0.0741818,0.0216596,0.024128,0.0333685,0.0482616,0.0311855,0.0278661,0.0380355,0.0605375,0.053455,0.0268931,0.0274448,0.0142065,0.0336047,0.0300992,0.0369468,0.0110335,0.00669571,0.0619714,0.0435009,0,0,0,0,0,0,0,0,0
180,0.0276529,0.0655483,0,0,0,0.0329913,0,0.0186273,0.0462434,0,0,0,0.0178045,0,0,0.0427505,0.0557876,0.0308926,0.0399469,0.0251836,0,0,0.0651849,0.037963,0.0443418,0.0704397,0.0631873,0.0264001,0.0634007,0.0670312,0.0364399,0.0400829,0,0.0167193,0,0.039962,0.0143078,0.0148425,0.0279285,0,0.0184669,0.0531469,0.0406869,0,0,0.0190702,0,0,0.0225775,0.0735766,0.0237468,0.0237601,0.0333442,0.0489841,0.0314157,0.0274627,0.038817,0.061294,0.0533961,0.026716,0.0262092,0.0137362,0.0325162,0.0352089,0.0366234,0.0111322,0.00685083,0.0618414,0.0442287,0,0,0,0,0,0,0,0,0
181,0.0278386,0.0651607,0,0,0,0.0338593,0,0.0182644,0.0457831,0,0,0,0.017811,0,0,0.0428848,0.0557744,0.0310424,0.0397392,0.0255102,0,0,0.0652058,0.0387048,0.0437116,0.069735,0.0626337,0.0259588,0.0633111,0.0665997,0.035864,0.0403882,0,0.0162671,0,0.0394966,0.0141399,0.0150233,0.0284238,0,0.0179825,0.0520947,0.0405521,0,0,0.019346,0,0,0.0225363,0.0729018,0.0265344,0.0233794,0.0332978,0.0499172,0.031729,0.0273834,0.0397517,0.0622862,0.0536409,0.0265761,0.0248586,0.0132579,0.0313637,0.0408922,0.0361522,0.0111865,0.0071068,0.0616174,0.0448876,0,0,0,0,0,0,0,0,0
182,0.0280387,0.0647573,0,0,0,0.0344096,0,0.0182056,0.0453421,0,0,0,0.0179311,0,0,0.0430425,0.0556908,0.0308277,0.0399576,0.0261285,0,0,0.0652922,0.0394656,0.043248,0.0690707,0.062226,0.0256715,0.0629568,0.0661126,0.0353628,0.0403733,0,0.0155697,0,0.0389365,0.0139142,0.0152833,0.0288312,0,0.0175115,0.0508676,0.0403422,0,0,0.0197775,0,0,0.022457,0.0723251,0.0295525,0.0228268,0.0330191,0.0507597,0.0322152,0.0276653,0.0408284,0.0634416,0.0540797,0.0259316,0.023732,0.0128864,0.0301449,0.0467449,0.0356524,0.0112636,0.00743354,0.0612723,0.0454405,0,0,0,0,0,0,0,0,0
183,0.0282646,0.0643041,0,0,0,0.0344631,0,0.0182128,0.044798,0,0,0,0.0180803,0,0,0.0431927,0.0556966,0.0301453,0.0404761,0.0264367,0,0,0.0655963,0.0403649,0.042934,0.0686068,0.0619545,0.0252839,0.0625057,0.0657701,0.0350538,0.0401505,0,0.0147955,0,0.0384551,0.013689,0.0155813,0.0289557,0,0.0169007,0.0496522,0.0400901,0,0,0.0203181,0,0,0.0223463,0.0719136,0.0326259,0.02218,0.032351,0.051844,0.0328495,0.0280385,0.0419974,0.064747,0.0546798,0.0248314,0.0229325,0.0127309,0.0288947,0.0526538,0.0350476,0.0113915,0.0078573,0.0608634,0.0458782,0,0,0,0,0,0,0,0,0
184,0.0284713,0.0637667,0,0,0,0.03427,0,0.0183163,0.0443264,0,0,0,0.0183043,0,0,0.0433453,0.0556384,0.0290389,0.0412196,0.0262707,0,0,0.0661809,0.0413668,0.0427928,0.0682657,0.0617702,0.0248087,0.0621565,0.0657298,0.0350811,0.0397276,0,0.0140528,0,0.0380018,0.0134551,0.0159155,0.028957,0,0.0162224,0.0485774,0.0398983,0,0,0.0209354,0,0,0.0221893,0.071716,0.0357915,0.0215057,0.0314737,0.0529833,0.0334747,0.0288516,0.0432346,0.066226,0.0556235,0.024098,0.0224379,0.013041,0.0278107,0.0583951,0.0343657,0.0115211,0.00831303,0.060446,0.0462434,0,0,0,0,0,0,0,0,0
185,0.0286671,0.0632732,0,0,0,0.0342135,0,0.0185813,0.0441677,0,0,0,0.01862,0,0,0.0434686,0.0553586,0.0277247,0.0421887,0.0261145,0,0,0.0669418,0.0424141,0.0426897,0.0678678,0.061727,0.024214,0.0621598,0.065939,0.0353693,0.0393671,0,0.0133799,0,0.0376085,0.0132644,0.0162344,0.0287498,0,0.0159301,0.0477396,0.0397347,0,0,0.0216068,0,0,0.0221193,0.071681,0.0388946,0.020809,0.0305585,0.0539481,0.0339979,0.0302388,0.0445169,0.0678891,0.056914,0.0237133,0.0221957,0.0131901,0.0269254,0.0635339,0.033664,0.0116251,0.00871146,0.0601333,0.0465268,0,0,0,0,0,0,0,0,0
186,0.0288118,0.0628498,0,0,0,0.0341149,0,0.0189594,0.04448,0,0,0,0.019088,0,0,0.043582,0.0549434,0.0265307,0.0432732,0.0262114,0,0,0.0677477,0.0435302,0.0424097,0.067253,0.0616591,0.0234402,0.0623924,0.0662612,0.0358073,0.0390784,0,0.0128675,0,0.0371861,0.0131427,0.0164646,0.0285874,0,0.0163448,0.0471289,0.0395883,0,0,0.0222627,0,0,0.0220302,0.0716822,0.0417382,0.020063,0.0296791,0.0548822,0.0344394,0.0319454,0.0458552,0.0696356,0.0584838,0.0232949,0.0217774,0.0129965,0.0263284,0.0680519,0.0330754,0.011677,0.00902031,0.0599429,0.0467966,0,0,0,0,0,0,0,0,0
187,0.0288791,0.062594,0,0,0,0.0338394,0,0.0193514,0.0452632,0,0,0,0.0195815,0,0,0.0435584,0.0545895,0.0257944,0.0442358,0.0264986,0,0,0.0684537,0.0445465,0.0418342,0.0665611,0.061385,0.0228757,0.0626242,0.0666117,0.0362102,0.0389815,0,0.0126193,0,0.0367979,0.0130804,0.0165611,0.0283624,0,0.0171934,0.0466412,0.039382,0,0,0.0228523,0,0,0.0219546,0.0717187,0.0442991,0.0192414,0.0289669,0.0556119,0.0347591,0.0336392,0.0472131,0.0713247,0.0601099,0.0225758,0.0214692,0.012734,0.025922,0.072705,0.0326061,0.01173,0.00921912,0.0599073,0.0470755,0,0,0,0,0,0,0,0,0
188,0.0289231,0.0624818,0,0,0,0.0336813,0,0.0196501,0.0462688,0,0,0,0.0200368,0,0,0.0435076,0.0543263,0.025451,0.0448034,0.0268006,0,0,0.0689288,0.0454865,0.0410457,0.0659475,0.0609786,0.0225757,0.0627702,0.0668574,0.0364417,0.0389615,0,0.0122805,0,0.0365654,0.0131112,0.0165368,0.0282702,0,0.018168,0.0462176,0.0391956,0,0,0.0232383,0,0,0.0219752,0.0717204,0.0467208,0.0184573,0.028607,0.0563528,0.0349005,0.0350357,0.0485583,0.0727104,0.061327,0.0221219,0.0212139,0.0121331,0.0260341,0.0772416,0.0322737,0.0117724,0.00934489,0.0599174,0.0473648,0,0,0,0,0,0,0,0,0
