Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x74,x75,x76,x78,x73,x77
91,0.034928,0.0595008,0,0,0,0.0327883,0,0.0220488,0.0512468,0,0,0,0,0.0206255,0,0,0.042237,0.0546747,0.0257611,0.0439576,0.0289375,0,0,0.06514,0.0478468,0.0366492,0.0616437,0.0578259,0.0208015,0.0639788,0.0691011,0.0384352,0.0386262,0,0.0117016,0,0.0361189,0.0138598,0.0142094,0.021926,0,0.0235292,0.0412806,0.0385422,0,0,0.0235853,0,0,0.0218074,0.0767234,0.0386636,0.0151975,0.0349525,0.0553124,0.0331622,0.0365229,0.050249,0.0732732,0.0604883,0.0235457,0.0192603,0.00898972,0.0272544,0.0733994,0.0329936,0.0101048,0.0120109,0.0551624,0.0548144,0,0,0,0,0,0,0,0,0
92,0.0348237,0.0597251,0,0,0,0.0338572,0,0.0221646,0.052454,0,0,0,0,0.0203352,0,0,0.0423557,0.0547034,0.0252544,0.0439865,0.0288356,0,0,0.064421,0.0476328,0.0361873,0.0611617,0.0577599,0.0213949,0.0640428,0.0690252,0.0384807,0.0384137,0,0.010519,0,0.0359319,0.0138154,0.0142722,0.0215683,0,0.0236022,0.0407721,0.0384598,0,0,0.0235173,0,0,0.02186,0.0770865,0.0381456,0.0148565,0.0355553,0.0551466,0.0332528,0.0365933,0.0505576,0.0735252,0.0605157,0.024308,0.0187685,0.00852291,0.0276893,0.0725195,0.0330943,0.0101213,0.0120325,0.0552949,0.0546626,0,0,0,0,0,0,0,0,0
93,0.0347287,0.0597877,0,0,0,0.0350009,0,0.0222964,0.0535773,0,0,0,0,0.0200282,0,0,0.0425389,0.0547652,0.0246025,0.044074,0.0287632,0,0,0.0637712,0.0473302,0.0357128,0.0604093,0.0577111,0.0218859,0.0639994,0.0689426,0.0386085,0.0381977,0,0.00933226,0,0.0357445,0.0138245,0.0142459,0.0211649,0,0.0242181,0.0402463,0.0384006,0,0,0.0234762,0,0,0.0218557,0.0774313,0.0373176,0.0145448,0.0357194,0.0550847,0.033342,0.0365982,0.0507756,0.0737341,0.0605352,0.0244046,0.018524,0.00819102,0.0279509,0.0712963,0.0331248,0.0101167,0.0121006,0.0553318,0.0544857,0,0,0,0,0,0,0,0,0
94,0.0346574,0.0596896,0,0,0,0.0361406,0,0.022416,0.054599,0,0,0,0,0.0197606,0,0,0.042769,0.0547946,0.0238955,0.044154,0.0287212,0,0,0.0632836,0.0469162,0.0350302,0.0597836,0.0576466,0.0221962,0.0638785,0.068856,0.0387363,0.038033,0,0.00832593,0,0.0355743,0.0138334,0.0142581,0.020714,0,0.0249329,0.0396984,0.0383344,0,0,0.0234777,0,0,0.0218184,0.0777499,0.0363539,0.0142036,0.0356297,0.0550931,0.0334042,0.0365966,0.0509436,0.0738427,0.0605206,0.0241201,0.0184511,0.00794872,0.027939,0.0698333,0.0330568,0.0101452,0.012189,0.0552682,0.0543363,0,0,0,0,0,0,0,0,0
95,0.034482,0.0594788,0,0,0,0.0372887,0,0.0225208,0.0554907,0,0,0,0,0.0195791,0,0,0.0430685,0.0547555,0.0231706,0.0440596,0.0286969,0,0,0.0629927,0.0464807,0.0342294,0.05915,0.0575776,0.0224042,0.0636825,0.0688311,0.0388501,0.0379382,0,0.00754256,0,0.0354129,0.0138553,0.0143336,0.0201771,0,0.0253135,0.0392739,0.0382981,0,0,0.0235273,0,0,0.0218172,0.0779827,0.035468,0.0139833,0.0354726,0.0552245,0.0334769,0.0365814,0.0510672,0.0737737,0.0604552,0.0239605,0.0184814,0.00778394,0.0279107,0.0682285,0.0329515,0.0101895,0.0122937,0.0551596,0.0541726,0,0,0,0,0,0,0,0,0
96,0.0340954,0.0591673,0,0,0,0.0383737,0,0.0226688,0.0563311,0,0,0,0,0.0194478,0,0,0.0433598,0.0545617,0.0226763,0.0438769,0.0286669,0,0,0.0627822,0.0461139,0.033956,0.0583535,0.057484,0.0226386,0.0635831,0.0687619,0.0388938,0.0378594,0,0.00712076,0,0.0352895,0.0138513,0.0144801,0.0196024,0,0.0253423,0.0390373,0.0382811,0,0,0.0236176,0,0,0.0218143,0.0781655,0.0346772,0.0139148,0.035311,0.0554289,0.0335664,0.0365825,0.0511187,0.0737741,0.0604001,0.0240822,0.0185452,0.0076352,0.0279934,0.066657,0.0328285,0.0102326,0.0123781,0.0550125,0.0540086,0,0,0,0,0,0,0,0,0
97,0.0335159,0.0589947,0,0,0,0.0393415,0,0.0228044,0.0571327,0,0,0,0,0.0194205,0,0,0.043598,0.0543023,0.022238,0.0436213,0.0286923,0,0,0.0625705,0.0458688,0.0334896,0.0575272,0.0573872,0.0229263,0.0633144,0.0686463,0.038918,0.0375281,0,0.00700672,0,0.0351902,0.0138151,0.0146337,0.0191227,0,0.0254333,0.0388683,0.0382582,0,0,0.0236728,0,0,0.0217497,0.0783662,0.0340088,0.0139437,0.0351223,0.0556428,0.033609,0.0365419,0.051092,0.0737143,0.0603331,0.024511,0.0186163,0.00731502,0.0282008,0.0652902,0.0327594,0.0102329,0.0124052,0.054792,0.0540129,0,0,0,0,0,0,0,0,0
98,0.0332649,0.0589565,0,0,0,0.0402847,0,0.0229043,0.057871,0,0,0,0,0.0194491,0,0,0.0437216,0.0541045,0.021886,0.0432748,0.0287079,0,0,0.0623015,0.0456956,0.0328463,0.0568471,0.0572857,0.0232586,0.0631063,0.0684668,0.0389432,0.0372497,0,0.00726188,0,0.035166,0.0136808,0.0148135,0.0187769,0,0.0256379,0.0388279,0.0382143,0,0,0.0236955,0,0,0.0216808,0.0786301,0.0334654,0.0141016,0.0350257,0.0559358,0.0335221,0.0364478,0.0511103,0.0735976,0.0600876,0.025024,0.0185975,0.00689946,0.0284913,0.0642184,0.0327871,0.0101786,0.0123882,0.0545918,0.0539798,0,0,0,0,0,0,0,0,0
99,0.0332253,0.0589192,0,0,0,0.0413194,0,0.0229843,0.0586289,0,0,0,0,0.0195586,0,0,0.0438321,0.0540707,0.0216282,0.0428435,0.0287219,0,0,0.0619349,0.0455944,0.0322104,0.0563003,0.0572046,0.0235437,0.0631405,0.0683429,0.0389458,0.0371036,0,0.00784778,0,0.0352036,0.0137036,0.0148686,0.0186331,0,0.0258007,0.0389864,0.0381374,0,0,0.0236958,0,0,0.0216181,0.078949,0.0331921,0.0143526,0.0350721,0.0562952,0.0333077,0.0362603,0.0511311,0.0734365,0.0597844,0.0252593,0.0184603,0.00647807,0.028998,0.0634866,0.0329257,0.010136,0.0123344,0.0544945,0.0538956,0,0,0,0,0,0,0,0,0
100,0.0332021,0.0586133,0,0,0,0.0422614,0,0.0230981,0.0594862,0,0,0,0,0.0196565,0,0,0.043834,0.0540925,0.0213486,0.0423797,0.0287551,0,0,0.0614632,0.0455201,0.0316523,0.0557414,0.0571446,0.0238793,0.0631049,0.0682163,0.0390167,0.0369735,0,0.00857538,0,0.0352765,0.0137479,0.0148543,0.0187371,0,0.0258336,0.0392599,0.038074,0,0,0.0236432,0,0,0.0215668,0.0792868,0.0330898,0.0147055,0.0353036,0.0567442,0.0329603,0.0360197,0.0510924,0.0732311,0.0595197,0.0255689,0.018182,0.00607992,0.0294988,0.0630351,0.0330176,0.0101069,0.0122252,0.0544121,0.0538223,0,0,0,0,0,0,0,0,0
101,0.0331513,0.0583514,0,0,0,0.0430217,0,0.0232354,0.0604908,0,0,0,0,0.0197554,0,0,0.0437248,0.0540408,0.0211144,0.0419316,0.0288069,0,0,0.0609126,0.0455132,0.031167,0.055161,0.0570979,0.0242,0.0629242,0.0680459,0.039071,0.0367604,0,0.00928571,0,0.0353589,0.0137354,0.0148333,0.0189336,0,0.0259137,0.0395817,0.0379957,0,0,0.023488,0,0,0.0214779,0.0796222,0.0330342,0.015145,0.0356529,0.0573525,0.0326298,0.0357632,0.0510159,0.0730155,0.0592777,0.0260801,0.0178329,0.00570929,0.0300832,0.0628688,0.0331164,0.0100544,0.0120205,0.0543948,0.0537772,0,0,0,0,0,0,0,0,0
102,0.0330572,0.0582046,0,0,0,0.0436595,0,0.023376,0.0614756,0,0,0,0,0.019875,0,0,0.043553,0.0540401,0.0210535,0.0414419,0.0289168,0,0,0.060271,0.0455347,0.0307227,0.0545632,0.0570475,0.0245318,0.0627408,0.067871,0.0390674,0.0365488,0,0.00995173,0,0.0354399,0.0137171,0.0147859,0.0191708,0,0.0261307,0.0399467,0.0378967,0,0,0.0233387,0,0,0.0214026,0.0799292,0.0331382,0.0155747,0.0360104,0.0579994,0.032285,0.0355253,0.0510077,0.0728155,0.0589968,0.0267545,0.017427,0.00539307,0.0307167,0.0629875,0.0332989,0.00997583,0.0117953,0.0544899,0.0537377,0,0,0,0,0,0,0,0,0
103,0.032977,0.058163,0,0,0,0.0441316,0,0.0235221,0.0624372,0,0,0,0,0.0200002,0,0,0.0433622,0.0542669,0.0212253,0.0409691,0.0290836,0,0,0.0595582,0.0455538,0.0303545,0.0539919,0.0569873,0.0248517,0.0625694,0.0676273,0.0391416,0.0363426,0,0.0105558,0,0.0354835,0.0136825,0.0147204,0.0195867,0,0.0263364,0.0402726,0.0377829,0,0,0.0232187,0,0,0.0213742,0.0802466,0.0333175,0.0159835,0.0363649,0.0586296,0.0319195,0.035316,0.051088,0.0726427,0.0587155,0.0274628,0.0170052,0.0051518,0.0313544,0.0635227,0.0335227,0.0098906,0.0115907,0.0546438,0.0537131,0,0,0,0,0,0,0,0,0
104,0.0329453,0.0581939,0,0,0,0.0444366,0,0.0237005,0.0633847,0,0,0,0,0.0200997,0,0,0.043148,0.0547218,0.0211582,0.0405649,0.0292475,0,0,0.0588176,0.0455614,0.0300214,0.0534312,0.0569423,0.0251578,0.062335,0.0672802,0.0391224,0.0360622,0,0.0109549,0,0.0354924,0.0136482,0.0146279,0.020029,0,0.0264063,0.0404979,0.0377033,0,0,0.0231653,0,0,0.0214133,0.0805538,0.0336849,0.0163809,0.0366587,0.0591607,0.0315379,0.0351516,0.0513097,0.072526,0.0585339,0.0280269,0.0166604,0.00512829,0.0319895,0.0647037,0.0337105,0.00982497,0.0114071,0.0548034,0.053657,0,0,0,0,0,0,0,0,0
105,0.03287,0.0582483,0,0,0,0.0445849,0,0.0239009,0.064325,0,0,0,0,0.0201439,0,0,0.0429078,0.0550644,0.0208785,0.0401567,0.0294033,0,0,0.0581026,0.0456155,0.0295929,0.0528572,0.0569257,0.0254714,0.0620592,0.0669577,0.038981,0.0357576,0,0.0110714,0,0.0354745,0.0136318,0.0144978,0.020624,0,0.0262329,0.0406773,0.0376568,0,0,0.0231057,0,0,0.0214634,0.0808329,0.0341613,0.0167249,0.0368412,0.0595622,0.031188,0.0350238,0.0516771,0.0724602,0.058465,0.0284607,0.0164159,0.00518015,0.0323742,0.0665618,0.0338721,0.00976869,0.011263,0.0548919,0.053583,0,0,0,0,0,0,0,0,0
106,0.0323906,0.0583721,0,0,0,0.0403526,0,0.0222326,0.0652659,0,0,0,0,0.0208402,0,0,0.0422704,0.0560853,0.0196271,0.0392075,0.0299668,0,0,0.0567673,0.0451392,0.0277576,0.0508312,0.0563055,0.0256346,0.0630707,0.067817,0.0401598,0.0367693,0,0.00607625,0,0.0349467,0.0138815,0.0146052,0.0184786,0,0.0296456,0.0404078,0.0383632,0,0,0.0223356,0,0,0.02236,0.0801981,0.0370434,0.0182885,0.0364764,0.0608465,0.0311086,0.0355682,0.0546233,0.0746284,0.059318,0.0263889,0.0209935,0.00931857,0.030754,0.0600591,0.0338812,0.00922292,0.0114691,0.055014,0.0529906,0,0,0,0,0,0,0,0,0
107,0.032341,0.058403,0,0,0,0.0401144,0,0.0224392,0.0661365,0,0,0,0,0.0209009,0,0,0.0420772,0.0565645,0.0198293,0.0389692,0.0301633,0,0,0.0561839,0.045113,0.0272679,0.0503353,0.0563002,0.025891,0.0626387,0.0673943,0.0399211,0.0364519,0,0.00579922,0,0.0348527,0.0138983,0.0144605,0.0188003,0,0.0299874,0.0405393,0.0383346,0,0,0.0222258,0,0,0.0224196,0.080327,0.0377264,0.0185841,0.036183,0.0611744,0.0308536,0.0355356,0.0554903,0.0748538,0.0593974,0.0266472,0.0212082,0.00958946,0.0309847,0.0617704,0.0339152,0.00918999,0.0113582,0.0549507,0.0528977,0,0,0,0,0,0,0,0,0
108,0.0324412,0.0584121,0,0,0,0.0397682,0,0.0226908,0.0668907,0,0,0,0,0.0209631,0,0,0.0419446,0.057141,0.0200616,0.0387398,0.0303624,0,0,0.0556418,0.0450459,0.0267967,0.0498496,0.0563078,0.0261554,0.0621284,0.0669191,0.0397283,0.0362069,0,0.00545154,0,0.0347371,0.0139009,0.0143487,0.0190206,0,0.0302431,0.040703,0.0382912,0,0,0.0221722,0,0,0.0224778,0.080362,0.0384229,0.0188337,0.0356534,0.0613743,0.0306227,0.0357196,0.0565057,0.0751511,0.0595287,0.0269007,0.021553,0.00988651,0.0313143,0.0630498,0.0339149,0.00916641,0.0112873,0.0548047,0.0528541,0,0,0,0,0,0,0,0,0
109,0.0325315,0.0583682,0,0,0,0.0393647,0,0.022994,0.0675345,0,0,0,0,0.021034,0,0,0.0418468,0.0578936,0.020338,0.0384604,0.0305356,0,0,0.0551711,0.0449892,0.0262915,0.0493068,0.0563073,0.0264194,0.0617797,0.0664618,0.0394877,0.0360726,0,0.00507061,0,0.0346505,0.0138926,0.0142639,0.0190332,0,0.0304795,0.0409527,0.0382213,0,0,0.0221524,0,0,0.0224942,0.0803248,0.0386821,0.0190106,0.0350637,0.0613559,0.0304488,0.0359461,0.0575557,0.0754282,0.0597233,0.0272029,0.0218132,0.0100754,0.0316439,0.0636288,0.0338991,0.00912546,0.0111983,0.0545932,0.0528371,0,0,0,0,0,0,0,0,0
110,0.0325807,0.0583037,0,0,0,0.0389498,0,0.0233096,0.0680607,0,0,0,0,0.0210431,0,0,0.0416681,0.0586984,0.0205266,0.0381651,0.030725,0,0,0.0547535,0.0449314,0.0258031,0.048777,0.0562511,0.0266732,0.0613965,0.0660546,0.0392233,0.0356492,0,0.00464606,0,0.0346136,0.013861,0.0141219,0.0187049,0,0.030697,0.0412791,0.0381913,0,0,0.0221165,0,0,0.0224191,0.0802414,0.0384269,0.0190941,0.0346354,0.0612855,0.0302925,0.0361718,0.0585222,0.0756023,0.0599735,0.0274676,0.0220879,0.0101552,0.0320662,0.0632354,0.0338251,0.00907421,0.011095,0.0543508,0.0528009,0,0,0,0,0,0,0,0,0
111,0.0326446,0.0582252,0,0,0,0.038585,0,0.023671,0.0684687,0,0,0,0,0.0209678,0,0,0.0413729,0.0595502,0.0206891,0.0378922,0.0309416,0,0,0.054366,0.0448775,0.0253505,0.0483093,0.0561616,0.0268981,0.0610903,0.0656389,0.0390359,0.0352209,0,0.00421242,0,0.0346088,0.0138043,0.013917,0.0179762,0,0.0304499,0.0417058,0.0381628,0,0,0.022127,0,0,0.0223673,0.0801392,0.0374866,0.0190998,0.0343462,0.0612087,0.0301152,0.0363972,0.0591479,0.07559,0.0602335,0.0276737,0.0225735,0.0103073,0.032521,0.0618398,0.0337901,0.00905548,0.011029,0.0541215,0.0527076,0,0,0,0,0,0,0,0,0
112,0.0326448,0.0580888,0,0,0,0.0389996,0,0.0240792,0.0686119,0,0,0,0,0.0211508,0,0,0.0411776,0.0603766,0.020338,0.037611,0.0310302,0,0,0.0541826,0.0449112,0.0249558,0.0480486,0.0559691,0.0270695,0.0610356,0.0654285,0.0390046,0.0353095,0,0.00439262,0,0.034523,0.0139465,0.0143149,0.0169372,0,0.0302364,0.0423016,0.0382745,0,0,0.0219903,0,0,0.0224228,0.0800368,0.0365866,0.0187467,0.0343063,0.0609001,0.0297808,0.0363098,0.0588769,0.0749777,0.0602686,0.0281297,0.0226257,0.0101018,0.0331303,0.0599389,0.0340286,0.008817,0.0107551,0.0538367,0.052658,0,0,0,0,0,0,0,0,0
113,0.0328855,0.0580645,0,0,0,0.0388443,0,0.023607,0.0689272,0,0,0,0,0.0204926,0,0,0.041285,0.0610326,0.0211424,0.0376421,0.0304965,0,0,0.0536559,0.0448857,0.0241411,0.0475387,0.0558489,0.0274324,0.0613975,0.0656975,0.0390121,0.0355603,0,0.00395391,0,0.0349405,0.0134792,0.0135709,0.0166093,0,0.0298909,0.0427905,0.0379027,0,0,0.0224757,0,0,0.0219429,0.0797796,0.0334439,0.0185262,0.0336251,0.0605948,0.0296156,0.0366521,0.0595552,0.0749526,0.0606445,0.0284517,0.0231865,0.0100192,0.0336284,0.0548884,0.0337248,0.00932366,0.0108342,0.0537459,0.0526375,0,0,0,0,0,0,0,0,0
114,0.03274,0.0583701,0,0,0,0.0400361,0,0.023773,0.06927,0,0,0,0,0.020267,0,0,0.0414471,0.061298,0.0219608,0.03742,0.0301806,0,0,0.0529349,0.0446704,0.0237169,0.0472951,0.0556737,0.027418,0.061496,0.0658836,0.0389105,0.035577,0,0.00493918,0,0.0347981,0.0132369,0.0132186,0.0167864,0,0.0293026,0.0432498,0.0379874,0,0,0.0222287,0,0,0.0221318,0.0796197,0.030912,0.0184895,0.0328504,0.0602431,0.0291867,0.0370175,0.0591259,0.0744075,0.0612537,0.0291393,0.0231324,0.00983629,0.0342793,0.0502826,0.0338803,0.00887268,0.0105755,0.0538887,0.0522849,0,0,0,0,0,0,0,0,0
115,0.032928,0.0584951,0,0,0,0.0407755,0,0.023796,0.0693833,0,0,0,0,0.0200508,0,0,0.0416121,0.0618133,0.0222188,0.0372645,0.0300602,0,0,0.0524421,0.0446512,0.0232857,0.0467556,0.0554314,0.0273957,0.0617706,0.066262,0.0391573,0.0359423,0,0.00566601,0,0.0349115,0.0131346,0.0129751,0.017841,0,0.0290678,0.0439523,0.0379881,0,0,0.0221746,0,0,0.0219926,0.0792962,0.0281208,0.0183065,0.0325474,0.0596097,0.028796,0.0372893,0.058293,0.0737237,0.0617762,0.0300304,0.0232405,0.00994607,0.0354184,0.0447372,0.0339406,0.00883882,0.0103665,0.0538921,0.0521031,0,0,0,0,0,0,0,0,0
116,0.0330376,0.0586206,0,0,0,0.0415497,0,0.0239175,0.0693362,0,0,0,0,0.0198175,0,0,0.0418167,0.0622018,0.0225755,0.0371566,0.0299567,0,0,0.0519244,0.044533,0.0229485,0.0462982,0.055228,0.0274192,0.0620833,0.0665647,0.039385,0.0362196,0,0.00639072,0,0.0350134,0.0130341,0.0127887,0.0197729,0,0.0288663,0.0446068,0.0380663,0,0,0.0221093,0,0,0.0218627,0.0789794,0.0252599,0.0183455,0.0326929,0.0590497,0.0283621,0.0377168,0.0570614,0.0729773,0.0623812,0.0310436,0.0234848,0.0103004,0.0368658,0.0390781,0.0341181,0.00880155,0.0101772,0.0539371,0.0518207,0,0,0,0,0,0,0,0,0
117,0.0330731,0.0586949,0,0,0,0.042227,0,0.0240986,0.0691265,0,0,0,0,0.0195657,0,0,0.0419491,0.0625611,0.0228856,0.0370402,0.0299544,0,0,0.0513476,0.044297,0.0226931,0.0458957,0.0549843,0.0274132,0.0624775,0.0668316,0.0396379,0.0364587,0,0.00702952,0,0.0351614,0.012872,0.0126911,0.0221368,0,0.0288739,0.0452654,0.0381361,0,0,0.0220109,0,0,0.0217513,0.078597,0.0224097,0.018589,0.033251,0.058598,0.0278702,0.0381285,0.0555815,0.0722389,0.0629843,0.0321332,0.0238748,0.0110158,0.0381877,0.033726,0.0343455,0.00878422,0.0100038,0.0540069,0.0514643,0,0,0,0,0,0,0,0,0
118,0.033092,0.0586966,0,0,0,0.0427394,0,0.024312,0.0688465,0,0,0,0,0.0193554,0,0,0.0419599,0.0629079,0.023075,0.0368976,0.0301051,0,0,0.0507571,0.0439865,0.0225002,0.0454886,0.0546668,0.0273391,0.0627676,0.0670759,0.0398626,0.0367092,0,0.00745373,0,0.0353038,0.0128422,0.0125121,0.0244253,0,0.0291849,0.045903,0.0382503,0,0,0.0219107,0,0,0.0216949,0.0781003,0.0198267,0.0190402,0.0339882,0.0582041,0.0273903,0.038585,0.0539532,0.0715613,0.0634418,0.0332509,0.0244873,0.0120713,0.0395557,0.0289298,0.034612,0.00882715,0.00983805,0.0540666,0.0510565,0,0,0,0,0,0,0,0,0
119,0.0331394,0.0586785,0,0,0,0.0430905,0,0.0245585,0.0685503,0,0,0,0,0.0191816,0,0,0.0419015,0.0632193,0.0232531,0.0367347,0.0303629,0,0,0.0501737,0.0435885,0.0223786,0.0450836,0.0543165,0.0271564,0.0631016,0.0672624,0.0401184,0.0369091,0,0.00760589,0,0.0354112,0.012932,0.0123036,0.0263456,0,0.029658,0.0464729,0.0384261,0,0,0.0217649,0,0,0.0216426,0.0775447,0.0176743,0.0197189,0.0347097,0.0577789,0.0269317,0.0391416,0.0522696,0.0709787,0.0637621,0.0342943,0.0252845,0.0133219,0.0409173,0.0248336,0.0349089,0.00879231,0.0096469,0.054131,0.0506496,0,0,0,0,0,0,0,0,0
120,0.033224,0.0586796,0,0,0,0.0432984,0,0.0247983,0.068223,0,0,0,0,0.0190266,0,0,0.0418513,0.0635,0.0232403,0.0365513,0.0306816,0,0,0.0496451,0.0431527,0.0223398,0.0447158,0.0539842,0.0268958,0.0633353,0.0674075,0.0403015,0.0370604,0,0.00764201,0,0.0354947,0.0130415,0.0121953,0.0278428,0,0.0304444,0.0470336,0.0385782,0,0,0.0215061,0,0,0.0216189,0.0769556,0.0160741,0.0205047,0.0352048,0.0574181,0.0265503,0.0397238,0.050478,0.070511,0.0640589,0.0352627,0.026179,0.0146192,0.0422337,0.0216128,0.035132,0.00877234,0.00943828,0.0541899,0.0502558,0,0,0,0,0,0,0,0,0
121,0.0332152,0.0586835,0,0,0,0.0433825,0,0.0250343,0.0678771,0,0,0,0,0.0188998,0,0,0.0418045,0.0638017,0.0229756,0.0363596,0.0309781,0,0,0.0491874,0.0426953,0.022415,0.0444015,0.0536836,0.0265966,0.0633876,0.0674741,0.0404911,0.0371979,0,0.00757171,0,0.0356031,0.0131584,0.0121683,0.0292094,0,0.0313999,0.0475546,0.038673,0,0,0.0212268,0,0,0.0215985,0.0763625,0.0149921,0.0212538,0.0354391,0.0572099,0.0262412,0.0402815,0.0487776,0.0701474,0.0643746,0.0361799,0.026971,0.0158024,0.0435331,0.0191968,0.0353311,0.00878791,0.00927754,0.0541995,0.0499453,0,0,0,0,0,0,0,0,0
122,0.0331587,0.0586981,0,0,0,0.0433405,0,0.025238,0.067528,0,0,0,0,0.0188604,0,0,0.0417827,0.0642082,0.0225328,0.036129,0.0312906,0,0,0.048892,0.0422442,0.022569,0.0441364,0.0534482,0.0263953,0.0633239,0.0674634,0.0406484,0.037303,0,0.0074873,0,0.0356637,0.0132325,0.0123228,0.0302955,0,0.0326072,0.0481163,0.0387211,0,0,0.0210333,0,0,0.0215705,0.0757249,0.014582,0.0218917,0.0353111,0.0571927,0.0260061,0.0408435,0.0472293,0.0698823,0.0647748,0.0370621,0.0275137,0.0168292,0.0445791,0.0177931,0.0355467,0.00883643,0.00918678,0.0541929,0.0497467,0,0,0,0,0,0,0,0,0
123,0.0331912,0.0586987,0,0,0,0.0432032,0,0.0254586,0.0671869,0,0,0,0,0.0188658,0,0,0.0417832,0.0646384,0.0221075,0.0358826,0.0316108,0,0,0.048667,0.041885,0.0227942,0.044012,0.0532548,0.0262217,0.0633609,0.0673638,0.0407198,0.037209,0,0.00746529,0,0.0356461,0.0133045,0.0125014,0.0311736,0,0.0334624,0.0485497,0.0388511,0,0,0.0208667,0,0,0.0215866,0.0750955,0.0147878,0.022435,0.0350861,0.0571821,0.0258434,0.0414358,0.0460464,0.0697075,0.0652629,0.0378115,0.0277528,0.0175421,0.0452864,0.0170498,0.0357647,0.00881039,0.00915983,0.0541392,0.0495916,0,0,0,0,0,0,0,0,0
124,0.0334291,0.0585109,0,0,0,0.0493462,0,0.0266797,0.0668934,0,0,0,0,0.0188332,0,0,0.0416394,0.0644873,0.0257092,0.0359033,0.032079,0,0,0.0489605,0.0415533,0.0242293,0.0454876,0.0536307,0.0259013,0.0611067,0.0660768,0.0386474,0.03362,0,0.0134894,0,0.0357779,0.0135982,0.0128835,0.0328237,0,0.0346721,0.0488149,0.0388608,0,0,0.0208666,0,0,0.0213051,0.0745859,0.0161077,0.0222776,0.0346757,0.0570319,0.0258073,0.0415949,0.0452227,0.0694893,0.0655091,0.0380643,0.0283613,0.0181274,0.0453858,0.0154927,0.0359877,0.00912308,0.00903181,0.0537775,0.0497608,0,0,0,0,0,0,0,0,0
125,0.0334354,0.0584802,0,0,0,0.0476693,0,0.0275531,0.06685,0,0,0,0,0.0187158,0,0,0.0417416,0.0649051,0.0233028,0.0355994,0.0319548,0,0,0.0488393,0.0412926,0.0241555,0.045429,0.0536564,0.0260488,0.0615047,0.0657891,0.0390681,0.0351225,0,0.0129428,0,0.035775,0.0135685,0.012968,0.0336235,0,0.0349783,0.0491839,0.0388992,0,0,0.0208575,0,0,0.0213468,0.0742856,0.0168654,0.0224129,0.034469,0.0568238,0.0258556,0.0416558,0.0448723,0.0694135,0.0657297,0.0382704,0.028066,0.0181891,0.0455092,0.0155976,0.0359768,0.00914958,0.00900733,0.0537257,0.0496907,0,0,0,0,0,0,0,0,0
126,0.0333955,0.0584575,0,0,0,0.0479059,0,0.0274231,0.0670008,0,0,0,0,0.0186599,0,0,0.0418223,0.0650805,0.0225141,0.0352272,0.0315991,0,0,0.0487669,0.0410925,0.0240901,0.0454905,0.0537768,0.0262469,0.0614771,0.0657488,0.0391197,0.0354913,0,0.0135674,0,0.0357563,0.013581,0.0130067,0.0339924,0,0.0350857,0.0494472,0.038965,0,0,0.020885,0,0,0.0213476,0.0743064,0.0172296,0.0223296,0.0343208,0.0566898,0.0259513,0.0413702,0.0449283,0.0693044,0.065637,0.0382389,0.0276553,0.017964,0.0454698,0.0160385,0.0359771,0.00915408,0.00903119,0.0536708,0.0496462,0,0,0,0,0,0,0,0,0
127,0.0333358,0.0584263,0,0,0,0.0488843,0,0.0267579,0.0672783,0,0,0,0,0.0186192,0,0,0.0419509,0.0649613,0.0221769,0.0347308,0.0310512,0,0,0.0486681,0.0408816,0.0240197,0.0457312,0.0539328,0.0264197,0.0614875,0.0657775,0.0390315,0.0356011,0,0.0146782,0,0.0357256,0.0136066,0.0130638,0.0340144,0,0.0347231,0.0495816,0.0390202,0,0,0.0209138,0,0,0.0213341,0.0743944,0.0165474,0.0221558,0.0341998,0.0567021,0.0261219,0.0408664,0.0453716,0.0691941,0.0651758,0.0379385,0.0270849,0.0174499,0.0451854,0.0166795,0.0359303,0.0091554,0.00908017,0.0536446,0.0495559,0,0,0,0,0,0,0,0,0
