Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x74,x75,x76,x78,x73,x77
165,0.0318906,0.0580856,0,0,0,0.034147,0,0.0159725,0.0351264,0,0,0,0,0.0200932,0,0,0.0426416,0.0612337,0.057601,0.0298761,0.0295204,0,0,0.0614291,0.0411104,0.0471941,0.072087,0.0653641,0.0276971,0.0638139,0.0636481,0.0328915,0.047655,0,0.0671943,0,0.0372121,0.0137792,0.0140881,0.0196772,0,0.0302228,0.0550195,0.0405535,0,0,0.0249184,0,0,0.0220969,0.0730615,0.00441083,0.0266499,0.0315297,0.0547419,0.0377334,0.0320325,0.0399459,0.063981,0.0577359,0.0321432,0.0281964,0.0157975,0.0392194,0.0174176,0.0317685,0.0112754,0.0132229,0.0568174,0.0502469,0,0,0,0,0,0,0,0,0
166,0.0318172,0.0581783,0,0,0,0.0342377,0,0.0158638,0.0353475,0,0,0,0,0.0201325,0,0,0.0424806,0.0612378,0.0576976,0.0305383,0.0293823,0,0,0.0618643,0.0411809,0.0485665,0.0730319,0.0655228,0.0282012,0.0646775,0.0645201,0.0336196,0.0481247,0,0.0674601,0,0.0373584,0.0136832,0.014047,0.020165,0,0.0301654,0.055739,0.0405202,0,0,0.0247366,0,0,0.0220435,0.0733043,0.0045797,0.0265756,0.0310469,0.0542457,0.0375078,0.0321453,0.0396757,0.0638694,0.0578972,0.0321442,0.0282102,0.0158302,0.0392384,0.0168366,0.0319331,0.0111818,0.0129388,0.0571677,0.0501698,0,0,0,0,0,0,0,0,0
167,0.0317031,0.0582287,0,0,0,0.0339965,0,0.0157872,0.0357827,0,0,0,0,0.020162,0,0,0.0423896,0.0611551,0.0574446,0.0311808,0.0291361,0,0,0.0620676,0.041278,0.0495228,0.0738768,0.0657071,0.0288433,0.0655127,0.0654657,0.0342883,0.0483926,0,0.0674061,0,0.0375023,0.0138558,0.0138197,0.0205472,0,0.0302341,0.0565175,0.040437,0,0,0.0246154,0,0,0.0220158,0.0736132,0.00482779,0.0264783,0.030557,0.053769,0.0373216,0.0322048,0.0392883,0.0637424,0.0580791,0.0321426,0.0281723,0.015867,0.0392247,0.0163943,0.0321364,0.011099,0.0127062,0.0574448,0.0500108,0,0,0,0,0,0,0,0,0
168,0.0315419,0.0584121,0,0,0,0.0336417,0,0.0158336,0.036099,0,0,0,0,0.0201747,0,0,0.0423838,0.0611655,0.0570218,0.0315233,0.0288527,0,0,0.0621067,0.0413256,0.0501856,0.0747076,0.0658354,0.0293576,0.0661689,0.0662274,0.0348621,0.0484111,0,0.0669097,0,0.0376669,0.014158,0.013561,0.0209955,0,0.0302384,0.0571024,0.0403523,0,0,0.0244344,0,0,0.0219185,0.0738534,0.00502643,0.0264851,0.0301991,0.0535202,0.0370782,0.0320942,0.0389574,0.0637204,0.0582417,0.0321605,0.0281423,0.0159126,0.0392916,0.0158959,0.032321,0.0109793,0.0125175,0.0575701,0.0497374,0,0,0,0,0,0,0,0,0
169,0.0315096,0.0587222,0,0,0,0.033077,0,0.0159372,0.036555,0,0,0,0,0.0201235,0,0,0.0423836,0.0611622,0.0561331,0.0321813,0.0283905,0,0,0.0620247,0.0413645,0.0507721,0.0755019,0.0659665,0.029857,0.0665271,0.0668151,0.0354233,0.0481348,0,0.0658929,0,0.0378189,0.0142753,0.0134671,0.0212737,0,0.0303181,0.0575949,0.0402676,0,0,0.0242448,0,0,0.0219381,0.0741489,0.00510143,0.0264338,0.0298283,0.0531937,0.0368009,0.0320313,0.038568,0.0636308,0.0584989,0.0321946,0.028204,0.0158788,0.0394065,0.0155648,0.0325066,0.0108961,0.0124003,0.05757,0.0495707,0,0,0,0,0,0,0,0,0
170,0.0316505,0.0591108,0,0,0,0.03247,0,0.0159814,0.0371232,0,0,0,0,0.0200693,0,0,0.0424121,0.0611379,0.0549459,0.0327403,0.0277906,0,0,0.0619209,0.041331,0.0513269,0.0762739,0.0660896,0.0304286,0.066755,0.0673325,0.0359588,0.04764,0,0.064282,0,0.0379876,0.0143057,0.0134363,0.0214586,0,0.0304011,0.0580656,0.040228,0,0,0.0240164,0,0,0.0219331,0.0744603,0.00511972,0.0264096,0.0296383,0.0528261,0.0365242,0.0321046,0.0381425,0.0635059,0.0585587,0.0322563,0.0283638,0.0156799,0.039453,0.0153186,0.032705,0.0109003,0.0122379,0.0574755,0.0492358,0,0,0,0,0,0,0,0,0
171,0.0316941,0.0594008,0,0,0,0.0318058,0,0.0159488,0.0378066,0,0,0,0,0.0200278,0,0,0.042455,0.0610557,0.0538293,0.0332045,0.0271005,0,0,0.0616584,0.0411984,0.0518345,0.0769978,0.0662337,0.0310038,0.0669069,0.0679587,0.0363569,0.0470416,0,0.0622166,0,0.0381465,0.0143665,0.0133777,0.0216793,0,0.0305803,0.0585937,0.0402156,0,0,0.0238397,0,0,0.0219118,0.074771,0.00509646,0.0263169,0.029679,0.0525751,0.0362659,0.0322846,0.037737,0.0633561,0.0584275,0.0323354,0.0285815,0.015681,0.0395208,0.0149397,0.0328906,0.0108686,0.0120859,0.0574344,0.0490472,0,0,0,0,0,0,0,0,0
172,0.031498,0.0595824,0,0,0,0.0309604,0,0.01619,0.0386359,0,0,0,0,0.0199488,0,0,0.0424606,0.0609367,0.0523125,0.0336696,0.0263056,0,0,0.061376,0.0409872,0.0522277,0.0776578,0.0663547,0.0315302,0.0669771,0.0685232,0.0368283,0.0464546,0,0.0594049,0,0.0383199,0.0144417,0.0132886,0.0220073,0,0.030838,0.0590667,0.0401931,0,0,0.0236924,0,0,0.0218666,0.0750655,0.00497343,0.026113,0.029949,0.0523155,0.0360016,0.0326286,0.0373469,0.0631899,0.0585577,0.0324462,0.0288167,0.0158939,0.0396665,0.0143775,0.0330637,0.0107316,0.0119869,0.057462,0.0489229,0,0,0,0,0,0,0,0,0
173,0.0312673,0.059678,0,0,0,0.0300786,0,0.016623,0.0396932,0,0,0,0,0.0198595,0,0,0.0424583,0.0607612,0.050318,0.0341904,0.0254222,0,0,0.0610921,0.0408198,0.0525022,0.0781373,0.0664314,0.0317882,0.0671229,0.0690949,0.0373906,0.0459038,0,0.0557204,0,0.0385081,0.0145415,0.0131627,0.0224542,0,0.0311384,0.0593305,0.0401912,0,0,0.023435,0,0,0.0218331,0.075396,0.00481666,0.0261071,0.0299685,0.052099,0.0356817,0.0330309,0.0368606,0.0630687,0.0590149,0.032598,0.0289771,0.0162293,0.0399069,0.0137898,0.0332815,0.0106587,0.0118307,0.0574594,0.0487766,0,0,0,0,0,0,0,0,0
174,0.031196,0.0598577,0,0,0,0.0294085,0,0.0171391,0.0409785,0,0,0,0,0.019832,0,0,0.0424385,0.060464,0.0483175,0.0347098,0.0245374,0,0,0.0607876,0.0404592,0.0526558,0.0783707,0.0664661,0.031993,0.0674246,0.0697819,0.0380686,0.0454262,0,0.0512699,0,0.0386778,0.0146798,0.0129804,0.0229918,0,0.0313582,0.0594237,0.0401668,0,0,0.0232196,0,0,0.0217526,0.0757354,0.00465825,0.026217,0.0299252,0.051913,0.0352975,0.032984,0.0362933,0.0629694,0.0591958,0.0327226,0.0290136,0.0165051,0.040106,0.0132191,0.0335266,0.0104765,0.0116729,0.0574159,0.0484508,0,0,0,0,0,0,0,0,0
175,0.0310956,0.0600952,0,0,0,0.0290519,0,0.0178178,0.0426218,0,0,0,0,0.0197952,0,0,0.0423384,0.059949,0.0463093,0.0352952,0.023756,0,0,0.0604775,0.0400465,0.0526409,0.0783029,0.0664412,0.0322706,0.0677536,0.0705238,0.0388238,0.0449753,0,0.0462829,0,0.0388624,0.0148111,0.0127596,0.0236583,0,0.0315709,0.0593776,0.04019,0,0,0.0229938,0,0,0.0217063,0.0761663,0.00445144,0.0262179,0.0299281,0.0516391,0.0348887,0.0329206,0.03561,0.0626342,0.0593118,0.0328978,0.0290745,0.0164445,0.0401186,0.0125002,0.0337788,0.0104583,0.0114699,0.0574311,0.0481032,0,0,0,0,0,0,0,0,0
176,0.0311099,0.0603438,0,0,0,0.0294278,0,0.0186805,0.0445623,0,0,0,0,0.0197396,0,0,0.042211,0.0595301,0.0442589,0.0359288,0.0232461,0,0,0.0601233,0.0394088,0.0525326,0.0779944,0.0664526,0.0329014,0.0678907,0.0711001,0.0397153,0.0443646,0,0.040962,0,0.0390545,0.014828,0.0126341,0.024389,0,0.0319172,0.0591539,0.0403156,0,0,0.0226835,0,0,0.0217115,0.0767744,0.00429262,0.0261508,0.0300993,0.0514186,0.0344578,0.0331576,0.0348391,0.0621447,0.0593299,0.0331084,0.0291777,0.0164734,0.0402176,0.0117206,0.0340219,0.0104303,0.0111712,0.057597,0.0479171,0,0,0,0,0,0,0,0,0
177,0.0312283,0.0605543,0,0,0,0.0306509,0,0.019838,0.0466353,0,0,0,0,0.0196066,0,0,0.0420809,0.059231,0.0425701,0.0365968,0.0232615,0,0,0.059877,0.0387538,0.052292,0.077319,0.0664703,0.0337226,0.0677066,0.0713456,0.0408116,0.043716,0,0.0355746,0,0.0392811,0.0147496,0.0126185,0.0251335,0,0.0323152,0.0587215,0.0404695,0,0,0.0223439,0,0,0.0217317,0.0775133,0.0042213,0.0259927,0.0304259,0.0510567,0.0339512,0.0333783,0.0340337,0.0615545,0.059276,0.0333293,0.0292735,0.0167308,0.0404103,0.010891,0.0343442,0.0102461,0.0109082,0.0577738,0.0476511,0,0,0,0,0,0,0,0,0
178,0.0314489,0.0607652,0,0,0,0.0316603,0,0.02137,0.0487729,0,0,0,0,0.0194807,0,0,0.041995,0.0585818,0.0417445,0.037119,0.0240938,0,0,0.0596419,0.038149,0.0518276,0.0758817,0.0663463,0.0344093,0.0672359,0.0712093,0.0416271,0.0429969,0,0.0308237,0,0.0395596,0.0148274,0.0125063,0.0259435,0,0.0327312,0.0580989,0.0406692,0,0,0.0220339,0,0,0.0217222,0.0783404,0.00415868,0.0258477,0.0308612,0.0507834,0.033426,0.0335596,0.0332509,0.0609393,0.0590961,0.0335876,0.029327,0.0172315,0.040478,0.00998202,0.0347042,0.0102591,0.0107925,0.0579422,0.0474417,0,0,0,0,0,0,0,0,0
179,0.0316664,0.0609616,0,0,0,0.0322669,0,0.0230208,0.0506841,0,0,0,0,0.0193853,0,0,0.0420367,0.0577882,0.0413066,0.0373509,0.025804,0,0,0.0594432,0.037537,0.0509566,0.0736636,0.0659827,0.034705,0.0665395,0.0707253,0.0420077,0.0420893,0,0.0271483,0,0.0398545,0.0149503,0.0124834,0.0268402,0,0.0331118,0.0573051,0.0409152,0,0,0.0218224,0,0,0.0217541,0.0792239,0.00407807,0.0255737,0.0313523,0.0505254,0.0329508,0.0337094,0.0325257,0.060393,0.0588357,0.0338274,0.0293771,0.0177195,0.0406461,0.0091924,0.0350761,0.0102665,0.0106813,0.0580825,0.047169,0,0,0,0,0,0,0,0,0
180,0.0315177,0.0610499,0,0,0,0.0322372,0,0.0243379,0.052079,0,0,0,0,0.0193147,0,0,0.0421809,0.0572551,0.0412067,0.0376467,0.0279825,0,0,0.059102,0.0369807,0.0499905,0.0711454,0.0655093,0.0344926,0.0656324,0.0700148,0.0420539,0.0410197,0,0.0256382,0,0.0401242,0.0150896,0.0125503,0.0277211,0,0.0333849,0.0565572,0.0411787,0,0,0.021651,0,0,0.021773,0.0799725,0.00395614,0.0253946,0.0318564,0.0500777,0.0326081,0.0335693,0.0319741,0.05989,0.0586057,0.033954,0.0294427,0.0182295,0.04088,0.00845361,0.0353657,0.0102264,0.010554,0.05822,0.0467928,0,0,0,0,0,0,0,0,0
181,0.0318185,0.0611793,0,0,0,0.0374356,0,0.0339676,0.0506674,0,0,0,0,0.0191579,0,0,0.0423369,0.0576702,0,0.0372799,0.0276681,0,0,0.0591907,0.0370652,0.0472097,0.0670368,0.065252,0.0317469,0.0608975,0.067759,0.0381971,0.0360289,0,0.0364515,0,0.0403322,0.0151103,0.0127157,0.0271752,0,0.0330351,0.0574465,0.041036,0,0,0.0212585,0,0,0.0216597,0.0790752,0.00388255,0.0254967,0.0318699,0.0485145,0.0317505,0.0324711,0.0323309,0.0598016,0.0578496,0.0338154,0.029324,0.0181406,0.0407335,0.00896867,0.0357975,0.0100736,0.0102508,0.0583969,0.0464757,0,0,0,0,0,0,0,0,0
182,0.0317238,0.0615218,0,0,0,0.037157,0,0.0235548,0.0541439,0,0,0,0,0.017959,0,0,0.043608,0.0567492,0.0448772,0.0381385,0.026583,0,0,0.0574806,0.0366015,0.0462436,0.0674694,0.0648505,0.0321111,0.0665172,0.0713706,0.0423943,0.0407317,0,0.0260709,0,0.0401674,0.0138103,0.0119639,0.0270159,0,0.0331833,0.0558876,0.0407015,0,0,0.0215535,0,0,0.021553,0.0812294,0.00339934,0.0253109,0.0333373,0.0476542,0.0323006,0.0332329,0.0307289,0.0587966,0.0578138,0.0347653,0.028584,0.018857,0.0415122,0.00893525,0.0353372,0.010019,0.0106187,0.0592864,0.0461106,0,0,0,0,0,0,0,0,0
183,0.0314119,0.0616971,0,0,0,0.0402924,0,0.0230283,0.0545857,0,0,0,0,0.0175044,0,0,0.044198,0.0564679,0.0467276,0.0381096,0.0264054,0,0,0.0568969,0.0365772,0.0449146,0.0668109,0.0649437,0.0318586,0.0676462,0.0725917,0.0428453,0.0415174,0,0.0271201,0,0.0401888,0.0134659,0.0115523,0.0271229,0,0.0333654,0.0556582,0.0404975,0,0,0.0214319,0,0,0.0214331,0.0815716,0.00348911,0.0256909,0.033705,0.046841,0.0319378,0.0328887,0.0304072,0.0583891,0.0573002,0.0350935,0.028615,0.0193708,0.0415678,0.00886011,0.0354933,0.00979481,0.0104395,0.0597427,0.0460848,0,0,0,0,0,0,0,0,0
184,0.0310822,0.061764,0,0,0,0.0420234,0,0.0226818,0.0546933,0,0,0,0,0.0172569,0,0,0.0445251,0.0561165,0.0474406,0.038118,0.0266654,0,0,0.0566215,0.036655,0.0443545,0.0664389,0.0650111,0.0318297,0.0681695,0.0731755,0.0431418,0.0419727,0,0.0277138,0,0.0402439,0.0133103,0.0114325,0.027586,0,0.0331034,0.0555078,0.0404774,0,0,0.0212708,0,0,0.0214171,0.081754,0.00345443,0.0258724,0.034201,0.0464597,0.0315037,0.0327897,0.0302402,0.0580873,0.0570286,0.0352535,0.0286505,0.0193262,0.0414668,0.00850693,0.0357575,0.00964294,0.0103012,0.0599175,0.0460129,0,0,0,0,0,0,0,0,0
185,0.0311157,0.0618167,0,0,0,0.0420637,0,0.0223669,0.0543657,0,0,0,0,0.0171851,0,0,0.0445667,0.0559119,0.047078,0.0381002,0.0270221,0,0,0.0565694,0.0367656,0.0446499,0.0663387,0.0648644,0.0316567,0.0680298,0.0730453,0.0431504,0.041951,0,0.0274561,0,0.0403028,0.0133293,0.0116607,0.0281719,0,0.0325592,0.0554307,0.0404076,0,0,0.0211327,0,0,0.0214272,0.0818292,0.00358848,0.0257767,0.0345458,0.0464741,0.0310296,0.0328171,0.030221,0.0579346,0.0569212,0.0347794,0.0286974,0.0192742,0.041192,0.0081261,0.0359249,0.00964916,0.0101376,0.0598923,0.0461506,0,0,0,0,0,0,0,0,0
186,0.0312984,0.061765,0,0,0,0.0406115,0,0.0224775,0.053611,0,0,0,0,0.0173028,0,0,0.0443509,0.05586,0.0458501,0.0380322,0.027531,0,0,0.0567018,0.0369626,0.0455374,0.066516,0.0645031,0.0314838,0.067369,0.0722781,0.0429048,0.0416054,0,0.0264909,0,0.0403551,0.0135394,0.0121434,0.0287397,0,0.031801,0.0554294,0.0403618,0,0,0.0209496,0,0,0.0214221,0.0817931,0.00421926,0.0254842,0.0346644,0.0468776,0.030606,0.0327417,0.0303265,0.0579121,0.0569377,0.0342418,0.0283909,0.019167,0.0408299,0.00788616,0.0360843,0.00966127,0.0099552,0.0596271,0.0465196,0,0,0,0,0,0,0,0,0
187,0.0314524,0.0616532,0,0,0,0.0382368,0,0.0231761,0.0526266,0,0,0,0,0.0175217,0,0,0.0439378,0.0557665,0.0437109,0.0380758,0.0284272,0,0,0.0571525,0.037214,0.0470094,0.0670275,0.0643158,0.0316998,0.0663191,0.0710572,0.0424641,0.0410435,0,0.02528,0,0.0404135,0.0138103,0.012819,0.0291733,0,0.0308315,0.0554743,0.0402913,0,0,0.0206458,0,0,0.02139,0.0816114,0.00539655,0.0252132,0.0345362,0.0475039,0.0301954,0.0327132,0.0305659,0.0579854,0.0569807,0.0337535,0.0281878,0.0184602,0.0403487,0.00791109,0.0363105,0.00975894,0.00967771,0.059221,0.0469747,0,0,0,0,0,0,0,0,0
188,0.0316264,0.0614165,0,0,0,0.0376248,0,0.02311,0.0513989,0,0,0,0,0.0182647,0,0,0.0429169,0.0558893,0.043909,0.0383412,0.0312934,0,0,0.05798,0.0373173,0.0493691,0.0678406,0.0645761,0.0328292,0.0640503,0.0695243,0.0409726,0.0378975,0,0.0263357,0,0.0406076,0.0145934,0.013934,0.0323292,0,0.030572,0.0555261,0.0405727,0,0,0.0201545,0,0,0.0215109,0.0809058,0.00597874,0.0251504,0.0334948,0.0487949,0.0296343,0.0323837,0.0318038,0.0587022,0.0570118,0.0323722,0.0294825,0.0177909,0.0389322,0.00702952,0.0367957,0.00982701,0.00935714,0.05856,0.0473919,0,0,0,0,0,0,0,0,0
189,0.0316869,0.0614463,0,0,0,0.0336163,0,0.0255836,0.0511177,0,0,0,0,0.018238,0,0,0.0429748,0.0555388,0.0399168,0.0389668,0.0305278,0,0,0.0579847,0.0377182,0.0498924,0.0686756,0.0649807,0.0333446,0.06513,0.0693484,0.0424676,0.0411392,0,0.0236185,0,0.0404856,0.014524,0.014016,0.0325135,0,0.0298119,0.0557837,0.0404588,0,0,0.0200821,0,0,0.0214849,0.080683,0.0072431,0.024944,0.0334247,0.0488939,0.0293849,0.0323769,0.0322445,0.0589859,0.0571582,0.0316768,0.0294269,0.0188619,0.0382525,0.00772281,0.0369483,0.00969583,0.00931909,0.0585487,0.0475721,0,0,0,0,0,0,0,0,0
190,0.0316692,0.0614339,0,0,0,0.0335394,0,0.0254873,0.0504791,0,0,0,0,0.0183552,0,0,0.0431092,0.0553657,0.0390699,0.0392956,0.0289133,0,0,0.0579985,0.03814,0.0503234,0.0699621,0.0652412,0.0332375,0.065914,0.0699141,0.0426788,0.042312,0,0.0215341,0,0.0404247,0.0146301,0.0140396,0.0327428,0,0.0288647,0.0558449,0.0403733,0,0,0.0199471,0,0,0.0213835,0.080418,0.00867035,0.0247187,0.0336843,0.0487023,0.0290918,0.0320076,0.0327055,0.0590387,0.0569526,0.031117,0.0294702,0.0192493,0.0376008,0.00842316,0.0371908,0.00972017,0.00911879,0.0585155,0.0474071,0,0,0,0,0,0,0,0,0
191,0.0316033,0.0615108,0,0,0,0.0314638,0,0.0255137,0.0500864,0,0,0,0,0.0184238,0,0,0.0431239,0.055167,0.0383523,0.0397875,0.0280491,0,0,0.0581693,0.0385278,0.0503186,0.0706437,0.0652851,0.0326122,0.0662957,0.0701779,0.0426515,0.0428519,0,0.0209094,0,0.0404143,0.0146193,0.0141192,0.0325185,0,0.0279771,0.0554619,0.0403094,0,0,0.0198016,0,0,0.0213324,0.0803335,0.00997495,0.0244831,0.0337866,0.0483484,0.0287186,0.0316817,0.0328796,0.0590597,0.0566885,0.0306836,0.0294529,0.0181345,0.0369448,0.00946001,0.0374782,0.00979697,0.0088762,0.0585582,0.0472902,0,0,0,0,0,0,0,0,0
192,0.0318579,0.0616983,0,0,0,0.0292681,0,0.0248681,0.0498249,0,0,0,0,0.0184764,0,0,0.0430922,0.0549841,0.037209,0.0402309,0.0272739,0,0,0.0584826,0.0388265,0.04994,0.0707013,0.0649871,0.0317303,0.0662681,0.0702804,0.0422472,0.0426057,0,0.0209161,0,0.0404296,0.0145605,0.0142213,0.0324759,0,0.027014,0.054924,0.040171,0,0,0.0197014,0,0,0.0214265,0.0803069,0.011299,0.0243575,0.0341119,0.0479711,0.0283037,0.0312193,0.0330166,0.0590368,0.0562752,0.03034,0.0294377,0.0161953,0.0363162,0.0106346,0.037748,0.00985767,0.00872269,0.0587184,0.0473313,0,0,0,0,0,0,0,0,0
193,0.0322942,0.061863,0,0,0,0.0271664,0,0.0241574,0.0496096,0,0,0,0,0.0184726,0,0,0.0430749,0.0548899,0.0358646,0.0403909,0.026764,0,0,0.0587727,0.0391028,0.0492371,0.0703539,0.0644751,0.0306164,0.0657718,0.0701046,0.0415371,0.041656,0,0.0217419,0,0.040491,0.014478,0.0143591,0.032615,0,0.0261058,0.0543098,0.0399591,0,0,0.0195179,0,0,0.0214913,0.0802543,0.0125175,0.0242642,0.0346058,0.0475628,0.0279121,0.0306575,0.0332578,0.0589499,0.0557314,0.0299759,0.0294231,0.0155568,0.0357107,0.0120223,0.0380487,0.00969383,0.0085851,0.0588865,0.0474222,0,0,0,0,0,0,0,0,0
194,0.0321792,0.0619564,0,0,0,0.0259254,0,0.0238763,0.0492703,0,0,0,0,0.0183978,0,0,0.0430994,0.0548763,0.0345719,0.0402824,0.0268211,0,0,0.0590766,0.0394401,0.0482894,0.0701036,0.064002,0.0292662,0.0652158,0.0698642,0.040889,0.0405409,0,0.0224984,0,0.0405929,0.01448,0.0144539,0.0327655,0,0.0250106,0.0535126,0.0397426,0,0,0.0192685,0,0,0.021479,0.0801928,0.0138732,0.0242454,0.0353561,0.0471156,0.0275399,0.0300008,0.0335653,0.0588841,0.05508,0.0298085,0.0293002,0.0154315,0.0350342,0.0138298,0.038334,0.00964292,0.00837766,0.0590085,0.0476612,0,0,0,0,0,0,0,0,0
195,0.0325418,0.0622026,0,0,0,0.0255799,0,0.0236537,0.0486582,0,0,0,0,0.0183733,0,0,0.0430566,0.0550359,0.0336163,0.039891,0.0271156,0,0,0.059717,0.0397663,0.0473792,0.0698993,0.0635884,0.0279344,0.064988,0.069666,0.0405383,0.0398579,0,0.0230114,0,0.0406067,0.0145551,0.014392,0.0327576,0,0.0238611,0.0526606,0.0395847,0,0,0.0191271,0,0,0.0216096,0.0800644,0.0152317,0.0242358,0.0361001,0.0467652,0.0271782,0.0292019,0.0338905,0.0588759,0.0543487,0.0297047,0.0290013,0.0152042,0.0343739,0.0163269,0.0384987,0.0095321,0.00838253,0.0592073,0.0480093,0,0,0,0,0,0,0,0,0
196,0.0327535,0.0622939,0,0,0,0.0257158,0,0.0232363,0.0480491,0,0,0,0,0.0183862,0,0,0.0429988,0.0552338,0.0330576,0.0393517,0.02703,0,0,0.0602773,0.0402819,0.0464982,0.0695243,0.0630969,0.026816,0.0651614,0.0697352,0.0403536,0.0400232,0,0.0236897,0,0.0404945,0.0145418,0.0143778,0.0329356,0,0.0228326,0.0519169,0.0394046,0,0,0.0190073,0,0,0.0216689,0.079849,0.016461,0.024169,0.0365969,0.0467038,0.0270948,0.0285133,0.0342953,0.059021,0.0537718,0.0293812,0.028305,0.0146853,0.0335075,0.0193366,0.038496,0.0096041,0.00832139,0.0592756,0.0486284,0,0,0,0,0,0,0,0,0
197,0.0325345,0.0621312,0,0,0,0.0263841,0,0.0224904,0.0474088,0,0,0,0,0.0184192,0,0,0.0430783,0.055535,0.033255,0.0388009,0.0266953,0,0,0.0605712,0.0410598,0.0456401,0.0690205,0.0624363,0.0257713,0.0654624,0.0698501,0.0400014,0.0407137,0,0.0242915,0,0.0402401,0.0145053,0.014413,0.0333536,0,0.0218738,0.05115,0.0391489,0,0,0.0188771,0,0,0.0214892,0.0794127,0.0176546,0.0239444,0.0368997,0.0470236,0.0272809,0.0280077,0.0349812,0.0594122,0.0533677,0.0285871,0.0271756,0.0139901,0.0324456,0.022786,0.0383836,0.00995493,0.00824123,0.0591386,0.0494921,0,0,0,0,0,0,0,0,0
198,0.0315418,0.0625155,0,0,0,0.0224647,0,0.0233103,0.0434473,0,0,0,0,0.0185291,0,0,0.0427761,0.0565501,0.0309155,0.0349801,0.0288235,0,0,0.0621239,0.0378858,0.0422617,0.0663826,0.059469,0.0221618,0.0688167,0.0721354,0.0424643,0,0,0.0265076,0,0.0409954,0.0150138,0.0139064,0.0342729,0,0.0210412,0.0477925,0.0401012,0,0,0.0184448,0,0,0.0213498,0.0793135,0.0193677,0.0259711,0.037444,0,0.0278433,0.0276573,0.0360383,0.0598832,0.0528794,0.0272501,0.0257602,0.0132629,0.0313489,0.0264584,0.0389497,0.0100706,0.00807949,0.0579512,0.0501002,0,0,0,0,0,0,0,0,0
199,0.0324432,0.0618006,0,0,0,0.0280362,0,0.0213032,0.0461435,0,0,0,0,0.0184827,0,0,0.043374,0.0560839,0.0340021,0.0381577,0.0269104,0,0,0.0612764,0.0426887,0.0444046,0.0680111,0.0613376,0.0247078,0.0651247,0.0689955,0.0385126,0.0410783,0,0.0244461,0,0.0395431,0.0142946,0.0147952,0.0340117,0,0.0204171,0.0492082,0.0387088,0,0,0.0191649,0,0,0.0214492,0.078109,0.021377,0.0231294,0.0373558,0.0487307,0.0277588,0.0275255,0.0369825,0.0607404,0.053327,0.0266904,0.0244802,0.0130985,0.0305095,0.0315026,0.037768,0.00990845,0.00865375,0.0588824,0.0510276,0,0,0,0,0,0,0,0,0
200,0.0325952,0.0615036,0,0,0,0.0284492,0,0.021214,0.0453838,0,0,0,0,0.0187683,0,0,0.0436053,0.0562854,0.0337083,0.0384605,0.0273965,0,0,0.0614395,0.0436525,0.0440516,0.0675191,0.0608648,0.0243737,0.0647282,0.0684415,0.0379624,0.0406427,0,0.0237999,0,0.0390648,0.0142817,0.0148086,0.0344119,0,0.0195511,0.0479562,0.0384165,0,0,0.0194115,0,0,0.0214481,0.0775453,0.0238027,0.0228079,0.0372861,0.0498648,0.0281274,0.0276691,0.0381277,0.0617711,0.0536128,0.0263777,0.0232778,0.0129156,0.0296054,0.0361105,0.0374408,0.0100006,0.00891479,0.0586439,0.0517359,0,0,0,0,0,0,0,0,0
201,0.0316208,0.0617996,0,0,0,0.0275174,0,0.0216688,0.0426973,0,0,0,0,0.0187068,0,0,0.0433303,0.0559616,0.0324234,0.0380492,0.0287019,0,0,0.0639362,0.040704,0.0425037,0.0662817,0.0594085,0.0221476,0.0651466,0.0691924,0.0385016,0.0405699,0,0.0240283,0,0.0397028,0.0146996,0.0141068,0.0348294,0,0.0184048,0.0443094,0.0391852,0,0,0.0189718,0,0,0.0212601,0.0778352,0.0263074,0.0243874,0.0363652,0,0.028042,0.028815,0.0398953,0.0634633,0.0543944,0.0255212,0.0222399,0.0125579,0.0283977,0.03977,0.0383255,0.00993292,0.00854148,0.0573198,0.0520015,0,0,0,0,0,0,0,0,0
202,0,0.0565339,0,0,0,0,0,0.0191512,0.043832,0,0,0,0,0.0189736,0,0,0.0441539,0.0568694,0.0379966,0.039244,0.027871,0,0,0.0618473,0.0476073,0.0425653,0.0660241,0.0600368,0.0221751,0.0625709,0.0677763,0.0348541,0.0367258,0,0.028587,0,0.0395249,0.0144503,0.0151203,0.0327025,0,0.0181286,0.0457545,0.0372264,0,0,0.0207687,0,0,0.0220652,0.0765753,0.0278975,0.0215034,0.0360205,0.0512295,0.0336338,0.0286531,0.0408557,0.0643558,0.0547401,0.0252599,0.0214137,0.011966,0.0277545,0.0442805,0.0358767,0.0103363,0.010275,0.055212,0.0557357,0,0,0,0,0,0,0,0,0
