Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x76,x77,LTHI,RANK,x75,LBL,
106,0.0314151,0.0588106,0,0,0,0.0402867,0,0.00987717,0.0437841,0,0,0,0.0198443,0,0,0.04319,0.0574869,0.0425344,0.0279127,0.0281248,0,0,0.0595914,0.0341074,0.0653105,0.0656054,0.0278827,0.061287,0.0620897,0.0313075,0.0450219,0,0.0371015,0,0.0334357,0.0128299,0.0151499,0.0122264,0,0.0505549,0.0437043,0,0,0.0224209,0,0,0.0228359,0.0712918,0.00788544,0.0269557,0.0341496,0.0549873,0.0381351,0.0268932,0.0423274,0.0609153,0.0517761,0.0327475,0.0252122,0.0131771,0.0242836,0.0349936,0.0111945,0.00924238,0.052276,0.0515339,0,0,0,0,0,0,0,0.0406859,0.0263996,0,0,0
107,0.0312054,0.0587652,0,0,0,0.0400412,0,0.0102269,0.0428673,0,0,0,0.0197294,0,0,0.0433109,0.0573356,0.043175,0.0282152,0.0278773,0,0,0.0595877,0.0344447,0.0658871,0.0658881,0.0279674,0.0613801,0.0620539,0.0314085,0.0454317,0,0.0378949,0,0.0335879,0.012806,0.0152785,0.0133571,0,0.0509545,0.0435336,0,0,0.0224821,0,0,0.0228524,0.0712673,0.00804237,0.0270262,0.0339445,0.0550629,0.0382255,0.0270951,0.0419114,0.0608557,0.0519986,0.0328799,0.0252635,0.0134465,0.0229582,0.0349561,0.0111918,0.00928941,0.0522456,0.0513967,0,0,0,0,0,0,0,0.0413608,0.0263783,0,0,0
108,0.0309834,0.0586856,0,0,0,0.0394477,0,0.0107437,0.0420379,0,0,0,0.019677,0,0,0.0434614,0.0573177,0.0442039,0.0285536,0.0276006,0,0,0.0597766,0.0348178,0.0665627,0.0661653,0.0280165,0.0614949,0.062022,0.0315334,0.0457826,0,0.0393952,0,0.0337206,0.0128053,0.015422,0.0144539,0,0.051349,0.043355,0,0,0.0225579,0,0,0.0228764,0.0711996,0.008182,0.0270933,0.0337284,0.0551288,0.0383706,0.0273679,0.0415293,0.0607851,0.0522159,0.0330394,0.0252951,0.0135802,0.0217248,0.0348256,0.0112355,0.00937043,0.0522139,0.051232,0,0,0,0,0,0,0,0.0420845,0.0262728,0,0,0
109,0.030697,0.0586064,0,0,0,0.0386766,0,0.0113927,0.0413302,0,0,0,0.0196572,0,0,0.0435523,0.0574377,0.0455999,0.028943,0.0274103,0,0,0.0601092,0.035276,0.0673441,0.0664426,0.0280745,0.0617804,0.0621259,0.0317273,0.0460158,0,0.0416848,0,0.033868,0.0127983,0.0155395,0.0154862,0,0.0517678,0.0431876,0,0,0.0226062,0,0,0.0228507,0.0711369,0.00836083,0.0271672,0.0334925,0.0551586,0.0385181,0.0276647,0.041224,0.0607121,0.0523879,0.0332204,0.0253043,0.0137757,0.0205576,0.0347734,0.0112964,0.0094429,0.0521785,0.051034,0,0,0,0,0,0,0,0.0429136,0.0261056,0,0,0
110,0.0303971,0.0584831,0,0,0,0.0379354,0,0.0121035,0.0407297,0,0,0,0.0196615,0,0,0.043649,0.057451,0.0473189,0.0293691,0.0274138,0,0,0.0605413,0.0356311,0.0682231,0.0666987,0.0281908,0.0622835,0.0623865,0.0320455,0.046286,0,0.04492,0,0.0340358,0.0127973,0.0156194,0.0164881,0,0.0523788,0.0430755,0,0,0.0227065,0,0,0.0227913,0.0710555,0.00881448,0.0271948,0.0332884,0.0551935,0.0386544,0.02786,0.0409217,0.0606789,0.0525893,0.033321,0.0252765,0.0140031,0.0193987,0.0347891,0.0113373,0.00947307,0.0520775,0.050816,0,0,0,0,0,0,0,0.0437405,0.0260399,0,0,0
111,0.0301463,0.0583541,0,0,0,0.0373554,0,0.0127459,0.0402916,0,0,0,0.019645,0,0,0.0436971,0.0574086,0.0493355,0.0299523,0.0276111,0,0,0.061042,0.0359355,0.069228,0.0669594,0.0283638,0.0629695,0.0628984,0.0325491,0.0469159,0,0.0489463,0,0.0342417,0.0127999,0.0156576,0.0174466,0,0.0531451,0.0429882,0,0,0.0229285,0,0,0.0228213,0.0709168,0.00943677,0.0271998,0.0330941,0.0551857,0.0387897,0.0280175,0.0405389,0.0606803,0.0529491,0.0333744,0.0251616,0.0141992,0.0182936,0.0347489,0.0113448,0.00944169,0.0519574,0.0506075,0,0,0,0,0,0,0,0.0445601,0.0260463,0,0,0
112,0.0299371,0.0582423,0,0,0,0.0370326,0,0.0132094,0.0400243,0,0,0,0.0198314,0,0,0.0436542,0.0576114,0.0514097,0.0306189,0.0279195,0,0,0.0616395,0.0362128,0.0703587,0.0672309,0.0285915,0.0638092,0.0636145,0.0332151,0.0477305,0,0.0532446,0,0.0344298,0.0130999,0.0151792,0.0183503,0,0.053948,0.0428592,0,0,0.022849,0,0,0.0229438,0.0707831,0.00967533,0.027193,0.0328673,0.0550996,0.0388593,0.0281424,0.0402698,0.0606991,0.0532675,0.0334571,0.0250426,0.0141776,0.0173199,0.0347706,0.0114411,0.00955309,0.0520432,0.0504629,0,0,0,0,0,0,0,0.0454583,0.0259147,0,0,0
113,0.0296774,0.0581973,0,0,0,0.0369458,0,0.0134433,0.0398497,0,0,0,0.0197226,0,0,0.0436852,0.0578353,0.0533607,0.0312678,0.0282325,0,0,0.0622784,0.0363789,0.0714829,0.0675219,0.0288443,0.0648278,0.0644726,0.0339602,0.0486163,0,0.0571761,0,0.0347269,0.0130245,0.0153697,0.0191655,0,0.0547435,0.0428193,0,0,0.0229301,0,0,0.0228238,0.0706658,0.00980584,0.0272407,0.0326192,0.0549714,0.0388398,0.0282405,0.0401106,0.0606924,0.0534865,0.033556,0.0249684,0.0142149,0.0165122,0.03474,0.011435,0.0094797,0.0522546,0.050422,0,0,0,0,0,0,0,0.0465006,0.0257954,0,0,0
114,0.0296279,0.0581993,0,0,0,0.0370733,0,0.0134498,0.0397266,0,0,0,0.0196025,0,0,0.0437041,0.0579368,0.0546352,0.0320238,0.0284949,0,0,0.0628287,0.0365617,0.072569,0.0678749,0.0291595,0.065849,0.0653561,0.0347616,0.049545,0,0.0601232,0,0.0349844,0.0129747,0.0155521,0.0197238,0,0.0556273,0.0427168,0,0,0.0226872,0,0,0.0230522,0.070509,0.00994665,0.0273404,0.0323558,0.0547833,0.0387967,0.0283516,0.0398574,0.0606671,0.053682,0.0336647,0.024907,0.0143043,0.0160241,0.0347725,0.0116027,0.00962637,0.0525286,0.0506079,0,0,0,0,0,0,0,0.047685,0.0257931,0,0,0
115,0.0295685,0.0582627,0,0,0,0.0371793,0,0.0132245,0.0394715,0,0,0,0.0195623,0,0,0.0437129,0.0578699,0.0547316,0.0326252,0.0293363,0,0,0.0632474,0.036766,0.0746216,0.0686246,0.0295854,0.0665329,0.0656837,0.0353555,0.0504875,0,0.0603785,0,0.0352001,0.0130317,0.0155136,0.0204054,0,0.0565077,0.0426611,0,0,0.0228584,0,0,0.0232123,0.0702996,0.0100749,0.0274515,0.0321829,0.0547001,0.0389061,0.028432,0.0396084,0.0606139,0.0538871,0.0337395,0.0248937,0.0144044,0.0154046,0.0347268,0.01159,0.00963612,0.0528697,0.0507195,0,0,0,0,0,0,0,0.0489995,0.0257544,0,0,0
116,0.0293985,0.0584293,0,0,0,0.0370835,0,0.0130113,0.0395129,0,0,0,0.0194179,0,0,0.0436856,0.0577178,0.0543737,0.0332507,0.0298501,0,0,0.0636107,0.0368707,0.0767402,0.0694276,0.0302021,0.0671569,0.0661364,0.036072,0.0511863,0,0.0597032,0,0.0355029,0.0128606,0.0157317,0.0212462,0,0.0572402,0.0426222,0,0,0.023303,0,0,0.0230496,0.0702046,0.0102669,0.0274792,0.032056,0.0545882,0.0388603,0.0285275,0.0393751,0.0605177,0.0541053,0.0337515,0.0248955,0.0144678,0.014644,0.0346906,0.0113792,0.00932468,0.0533066,0.0505827,0,0,0,0,0,0,0,0.0501341,0.0256397,0,0,0
117,0.0292634,0.0586225,0,0,0,0.0370314,0,0.0129051,0.0396418,0,0,0,0.0193271,0,0,0.0436388,0.0577774,0.0544301,0.0338414,0.0296965,0,0,0.0638526,0.0369129,0.0777056,0.0696739,0.0306074,0.0678401,0.0669087,0.0369344,0.0517035,0,0.0598069,0,0.035758,0.0128291,0.015766,0.0219916,0,0.0578224,0.0425248,0,0,0.0233006,0,0,0.0230478,0.0702584,0.010398,0.0275263,0.0319964,0.0544247,0.0387526,0.0285802,0.039098,0.0603567,0.0542443,0.0338164,0.0248665,0.0145311,0.0140352,0.0347538,0.0113423,0.00925641,0.0536537,0.0504204,0,0,0,0,0,0,0,0.0505915,0.0255303,0,0,0
118,0.0291199,0.0588193,0,0,0,0.0368234,0,0.0128742,0.0397799,0,0,0,0.0192362,0,0,0.0436037,0.057919,0.0542336,0.0343647,0.0294768,0,0,0.0639675,0.0369034,0.0786441,0.06994,0.0310034,0.0682315,0.0674369,0.037508,0.0519168,0,0.0592684,0,0.0360037,0.0127827,0.0158171,0.0227676,0,0.058335,0.0424276,0,0,0.0233097,0,0,0.02304,0.070389,0.0104658,0.0275621,0.0319831,0.0542261,0.0387045,0.0285937,0.0387721,0.0601529,0.0543313,0.0339048,0.0248368,0.0145928,0.0135131,0.0347878,0.0113303,0.00920697,0.0538504,0.0502267,0,0,0,0,0,0,0,0.0512028,0.0254875,0,0,0
119,0.02891,0.0590394,0,0,0,0.0364643,0,0.012919,0.0399491,0,0,0,0.0191471,0,0,0.0435601,0.0581422,0.0537019,0.0348082,0.0290874,0,0,0.0639615,0.0368941,0.0794737,0.0701789,0.03138,0.0683271,0.0677465,0.0377783,0.0517164,0,0.0581368,0,0.0362095,0.0128082,0.0157863,0.0234569,0,0.0587461,0.0423382,0,0,0.023358,0,0,0.0230688,0.0705388,0.0104766,0.0275992,0.0320377,0.0540421,0.0386743,0.0285849,0.0384043,0.0599215,0.0543532,0.0340113,0.0247948,0.0146624,0.0130377,0.0347837,0.0112975,0.00920429,0.0538276,0.0499839,0,0,0,0,0,0,0,0.0519568,0.0254704,0,0,0
120,0.0287603,0.059242,0,0,0,0.0359744,0,0.0130381,0.0400973,0,0,0,0.0190901,0,0,0.0435159,0.0584253,0.0528716,0.0350892,0.0285478,0,0,0.0638909,0.03679,0.0802069,0.0703133,0.0317187,0.0681656,0.0678086,0.037718,0.0511485,0,0.0563488,0,0.0363925,0.0128363,0.0157596,0.0240897,0,0.0590262,0.0422688,0,0,0.0234207,0,0,0.0231097,0.0706589,0.0105031,0.0276059,0.0320772,0.0538916,0.0386977,0.0285222,0.0379905,0.0597617,0.0543519,0.0341178,0.0248019,0.0146643,0.0125544,0.0347497,0.0112339,0.00925351,0.0536737,0.0497136,0,0,0,0,0,0,0,0.0525357,0.0254596,0,0,0
121,0.0286598,0.0594163,0,0,0,0.0353109,0,0.0132287,0.0404337,0,0,0,0.0192703,0,0,0.0434359,0.0586082,0.0516526,0.0354418,0.027824,0,0,0.0637896,0.0366572,0.0808589,0.0703882,0.0320688,0.0678512,0.0677363,0.0375866,0.0503399,0,0.053759,0,0.0364923,0.0131528,0.0151801,0.0245948,0,0.0592323,0.0421829,0,0,0.0232647,0,0,0.0233466,0.0708573,0.0105101,0.0275398,0.0321815,0.0536266,0.0386643,0.028445,0.0375158,0.0595389,0.0543105,0.0342434,0.0247829,0.0147452,0.0121603,0.0347772,0.0113309,0.00946668,0.0534298,0.0494761,0,0,0,0,0,0,0,0.052992,0.0254429,0,0,0
122,0.0284562,0.0596211,0,0,0,0.0348875,0,0.0134015,0.0407276,0,0,0,0.019178,0,0,0.0433957,0.058814,0.0504146,0.035561,0.0271447,0,0,0.0636708,0.0365146,0.081388,0.0703169,0.0322191,0.0674923,0.0676485,0.0373897,0.0494644,0,0.0504795,0,0.0366039,0.0130383,0.0153211,0.0250384,0,0.0592248,0.0422049,0,0,0.0234195,0,0,0.023302,0.0710461,0.0105418,0.0275307,0.0323223,0.0533903,0.0386011,0.0283551,0.0371489,0.0592792,0.0542528,0.0343315,0.0247848,0.0148279,0.0118501,0.0347487,0.0112804,0.00945558,0.0532102,0.0492628,0,0,0,0,0,0,0,0.0532986,0.0253952,0,0,0
123,0.0283795,0.0597992,0,0,0,0.0346843,0,0.0135249,0.0412035,0,0,0,0.0191124,0,0,0.0433613,0.0590014,0.0489609,0.035699,0.0263538,0,0,0.0635499,0.036309,0.0818616,0.0701954,0.0323292,0.0670992,0.0676025,0.037212,0.0485418,0,0.0465883,0,0.0367277,0.0129884,0.0154008,0.0253827,0,0.0592234,0.0422325,0,0,0.0234533,0,0,0.0231485,0.0712834,0.0105103,0.0275679,0.0324665,0.0533501,0.0385351,0.0282687,0.0368547,0.0589455,0.05417,0.0343523,0.0247633,0.0149832,0.011653,0.0347385,0.0111847,0.00941826,0.0531426,0.0490404,0,0,0,0,0,0,0,0.053507,0.0254092,0,0,0
124,0.0283202,0.0599296,0,0,0,0.0349396,0,0.0137497,0.0417188,0,0,0,0.0190693,0,0,0.0433061,0.0593364,0.0473141,0.0357545,0.025509,0,0,0.0634001,0.0360316,0.0821197,0.0699896,0.0323983,0.0666882,0.0675556,0.0370438,0.0476319,0,0.0421405,0,0.0368743,0.0129601,0.0154311,0.0256045,0,0.0593466,0.0422619,0,0,0.0234126,0,0,0.0231172,0.071517,0.0104708,0.0277956,0.0326544,0.0537867,0.038445,0.028165,0.0366103,0.0585916,0.0539937,0.0343734,0.0247395,0.0151009,0.0115411,0.0347621,0.0111206,0.00939881,0.0532603,0.0487802,0,0,0,0,0,0,0,0.0536402,0.025469,0,0,0
125,0.0282406,0.0600144,0,0,0,0.0356611,0,0.0140537,0.0423231,0,0,0,0.0190543,0,0,0.0432563,0.0597798,0.0454273,0.0357654,0.0246541,0,0,0.0632861,0.0357298,0.0820623,0.0696613,0.0324145,0.0663304,0.0675238,0.036942,0.0467322,0,0.0372137,0,0.037063,0.0129483,0.0154294,0.0257582,0,0.0593492,0.0422653,0,0,0.0233761,0,0,0.0230501,0.0718293,0.0104231,0.0279704,0.0328029,0.0542315,0.0382815,0.0280044,0.0363754,0.0584079,0.0538042,0.0344344,0.0247288,0.0151013,0.0114325,0.0348404,0.0110773,0.00935912,0.0534103,0.0485798,0,0,0,0,0,0,0,0.0536685,0.0255273,0,0,0
126,0.0282188,0.060137,0,0,0,0.0370419,0,0.0142997,0.0430183,0,0,0,0.0190446,0,0,0.0432048,0.0598582,0.0433079,0.035873,0.0238563,0,0,0.0632757,0.0355019,0.0817837,0.0693123,0.0323833,0.066113,0.067671,0.0370558,0.0459257,0,0.032068,0,0.0372636,0.0129602,0.0154048,0.0259699,0,0.0591563,0.0422501,0,0,0.0233078,0,0,0.022926,0.0722308,0.0103728,0.0278647,0.0329564,0.0539533,0.0380026,0.0279154,0.0361088,0.0581998,0.0536492,0.0345688,0.0246946,0.0149013,0.0112799,0.0349645,0.011005,0.0092606,0.0535149,0.0484458,0,0,0,0,0,0,0,0.0535646,0.0255534,0,0,0
127,0.0282471,0.0602324,0,0,0,0.0385812,0,0.0146434,0.0438373,0,0,0,0.0189877,0,0,0.0431184,0.0600218,0.04125,0.036134,0.023059,0,0,0.063271,0.0352506,0.0813785,0.0689242,0.0323483,0.0660894,0.0680419,0.0374337,0.0452801,0,0.0272962,0,0.0374543,0.0129491,0.0153823,0.0263102,0,0.058908,0.0422619,0,0,0.0231777,0,0,0.0228916,0.0726612,0.0103461,0.0276385,0.0331166,0.0535179,0.0376199,0.027929,0.0357931,0.0579465,0.0535597,0.03468,0.0246281,0.014756,0.0111015,0.0351323,0.0109879,0.00912143,0.0535341,0.0483313,0,0,0,0,0,0,0,0.0532077,0.0255358,0,0,0
128,0.0282815,0.060305,0,0,0,0.0401086,0,0.0152072,0.0447347,0,0,0,0.0189501,0,0,0.0430021,0.0598746,0.0394237,0.036478,0.0221721,0,0,0.0632075,0.034944,0.0807529,0.068602,0.0324015,0.0660733,0.0685254,0.0380164,0.0446906,0,0.0231849,0,0.0376532,0.0129425,0.0153288,0.0267857,0,0.0586569,0.0422957,0,0,0.0229501,0,0,0.0228568,0.0730323,0.0103148,0.0273763,0.0332459,0.0530732,0.0371368,0.0279166,0.0354345,0.0576732,0.0535505,0.0346702,0.0245938,0.0146973,0.0109152,0.035353,0.0109736,0.0089649,0.0535019,0.0482116,0,0,0,0,0,0,0,0.0528492,0.0254437,0,0,0
129,0.0282946,0.0604576,0,0,0,0.0385721,0,0.0172251,0.0467811,0,0,0,0.0190985,0,0,0.0428294,0.0585089,0.038792,0.0377878,0.020383,0,0,0.0633247,0.0346386,0.0787877,0.0684802,0.0336102,0.0656847,0.0692359,0.0390613,0.0430826,0,0.023732,0,0.0379096,0.0131953,0.0148305,0.027604,0,0.0582841,0.0422494,0,0,0.0223569,0,0,0.0227633,0.0735213,0.0102729,0.0270188,0.0334906,0.0524245,0.0361678,0.0281475,0.0349834,0.0573791,0.0537442,0.0347011,0.024594,0.0146807,0.0106506,0.0358547,0.0109162,0.00873777,0.0536555,0.0477904,0,0,0,0,0,0,0,0.0527423,0.0253144,0,0,0
130,0.0283635,0.0603767,0,0,0,0.0422382,0,0.0170953,0.0463529,0,0,0,0.0190476,0,0,0.0428334,0.0591239,0.0370436,0.0371042,0.0210709,0,0,0.0629688,0.0343822,0.0789877,0.0678651,0.0325857,0.0658927,0.0691458,0.0390203,0.0433578,0,0.0170215,0,0.038027,0.0131139,0.0150115,0.0278385,0,0.0581474,0.0424015,0,0,0.0223928,0,0,0.0226707,0.0736465,0.0102055,0.0270302,0.0336285,0.0522874,0.0360805,0.0279921,0.0345816,0.0570294,0.0535743,0.0347942,0.0246317,0.0147433,0.010638,0.0358296,0.0108511,0.008685,0.0535815,0.0478947,0,0,0,0,0,0,0,0.0520249,0.0253554,0,0,0
131,0.0284373,0.0605251,0,0,0,0.0352557,0,0.0207248,0.0493054,0,0,0,0.018977,0,0,0.042784,0.0568034,0.0393514,0.0393779,0.021779,0,0,0.0632281,0.0338728,0.0752605,0.0678103,0.0347084,0.0645899,0.0691873,0.039973,0.0403603,0,0.0250808,0,0.038433,0.0131135,0.0150327,0.0290394,0,0.0577267,0.0424061,0,0,0.0218665,0,0,0.0224365,0.074307,0.010112,0.026804,0.0340835,0.0516896,0.0349215,0.028542,0.0340221,0.0567345,0.053685,0.0349376,0.0245432,0.0146911,0.0104481,0.0364518,0.0106719,0.00817452,0.0538702,0.0472384,0,0,0,0,0,0,0,0.0520207,0.0252362,0,0,0
132,0.0285102,0.0605467,0,0,0,0.033524,0,0.0222648,0.050161,0,0,0,0.0189253,0,0,0.0427614,0.0563035,0.0401791,0.03998,0.0235303,0,0,0.0629994,0.0334485,0.0736382,0.0673203,0.0347501,0.0639561,0.0687322,0.0399475,0.039101,0,0.0257763,0,0.0386493,0.0131573,0.0150064,0.0298611,0,0.0574927,0.0425135,0,0,0.0217396,0,0,0.0224278,0.0746336,0.010027,0.0268744,0.0344362,0.0514573,0.0345505,0.0287088,0.0335845,0.0563975,0.0535934,0.0351502,0.0244618,0.0149483,0.0105302,0.0366868,0.0106272,0.00799416,0.0538778,0.0470983,0,0,0,0,0,0,0,0.0513149,0.0252457,0,0,0
133,0.0285401,0.0606137,0,0,0,0.0319755,0,0.0237177,0.0508978,0,0,0,0.018887,0,0,0.0427245,0.0558882,0.0415151,0.040348,0.0255523,0,0,0.0626958,0.0330308,0.0719445,0.0668275,0.0346819,0.0630553,0.0681402,0.0397728,0.0379757,0,0.0269636,0,0.0388272,0.0131992,0.0149483,0.0307437,0,0.0572997,0.0426248,0,0,0.0215733,0,0,0.0224697,0.0749457,0.00996185,0.0272066,0.0347797,0.0511531,0.0342526,0.0287721,0.0331614,0.0560541,0.0535886,0.0354185,0.0244381,0.0151969,0.0107246,0.0369203,0.0105689,0.00786336,0.0538789,0.0469747,0,0,0,0,0,0,0,0.0505714,0.0252208,0,0,0
134,0.0285564,0.0607103,0,0,0,0.0304313,0,0.0248742,0.0514248,0,0,0,0.0188447,0,0,0.0426987,0.055589,0.0429427,0.0403656,0.0277379,0,0,0.0623283,0.0326878,0.0702017,0.0663994,0.0345142,0.0621451,0.0674477,0.0395202,0.03686,0,0.0287403,0,0.0389763,0.0132474,0.0149036,0.0315457,0,0.0571883,0.042735,0,0,0.0214196,0,0,0.0224438,0.075225,0.00996755,0.0274046,0.0351329,0.0508047,0.0340247,0.0287226,0.0327485,0.0557045,0.0535566,0.0357714,0.0244261,0.0148568,0.0108931,0.0370829,0.0105413,0.00774446,0.0538959,0.0468492,0,0,0,0,0,0,0,0.0498128,0.0250836,0,0,0
135,0.028558,0.0608143,0,0,0,0.029794,0,0.025461,0.051571,0,0,0,0.0187755,0,0,0.0426759,0.0555098,0.0435618,0.0401103,0.0294512,0,0,0.0619932,0.0323961,0.0687269,0.0660482,0.0342012,0.0614085,0.0668028,0.0392362,0.0359431,0,0.0295941,0,0.0390975,0.0133172,0.0148378,0.0321885,0,0.0572015,0.042813,0,0,0.0211907,0,0,0.0224263,0.07543,0.0100127,0.0274934,0.0354315,0.0504368,0.0339047,0.0286466,0.0324124,0.055385,0.0534066,0.0359846,0.024455,0.0146307,0.0111193,0.0371987,0.010584,0.00765408,0.0539419,0.0467304,0,0,0,0,0,0,0,0.049113,0.0249898,0,0,0
136,0.0283979,0.0611476,0,0,0,0.0307231,0,0.0253472,0.0522087,0,0,0,0.0180421,0,0,0.0436099,0.0551376,0.0457505,0.0402709,0.0275621,0,0,0.0615213,0.0324704,0.0681457,0.0660354,0.0335326,0.0611999,0.0666992,0.0386598,0.0356253,0,0.0286276,0,0.0391749,0.0125781,0.0139738,0.0296792,0,0.0573715,0.0422048,0,0,0.0214204,0,0,0.0220723,0.075949,0.0104509,0.0270283,0.0365045,0.0488403,0.0338437,0.0290246,0.0311082,0.0546322,0.0532921,0.0366751,0.0230651,0.014792,0.0106091,0.0369962,0.0106791,0.00769913,0.0544768,0.0465413,0,0,0,0,0,0,0,0.0479977,0.024607,0,0,0
137,0.0282551,0.0613438,0,0,0,0.0310687,0,0.0248455,0.0523445,0,0,0,0.0178378,0,0,0.0439896,0.0549752,0.0458245,0.0401668,0.0266449,0,0,0.0611439,0.0324006,0.0674578,0.0658897,0.0330559,0.0615123,0.0670834,0.0387406,0.0357707,0,0.027882,0,0.0392069,0.0123267,0.0136412,0.0300695,0,0.0575539,0.0420777,0,0,0.0212282,0,0,0.0220117,0.0760527,0.0105288,0.0270849,0.0364288,0.0481035,0.0335929,0.0288596,0.0309134,0.0543649,0.053056,0.0362885,0.0232903,0.0147436,0.010705,0.0370123,0.0105325,0.00766419,0.0547858,0.04636,0,0,0,0,0,0,0,0.0470004,0.0244551,0,0,0
138,0.0278829,0.0616789,0,0,0,0.0310897,0,0.0247673,0.0519661,0,0,0,0.0189885,0,0,0.0437564,0.0548581,0.0451967,0.0400031,0.026494,0,0,0.0612724,0.0330491,0.0672569,0.0658418,0.0327715,0.0616974,0.067267,0.0389516,0.0358958,0,0.0269209,0,0.0390121,0.018467,0.00721392,0.0310023,0,0.0570158,0.0422228,0,0,0.0219528,0,0,0.021396,0.0762578,0.0110702,0.0269029,0.0370718,0.0478822,0.0331817,0.0285497,0.0308501,0.0538786,0.0526655,0.0361967,0.023374,0.0146628,0.0109623,0.0370341,0.00952823,0.00820744,0.0550353,0.0461234,0,0,0,0,0,0,0,0.0467066,0.0239864,0,0,0
139,0.0280404,0.0616707,0,0,0,0.0306963,0,0.0249182,0.0521698,0,0,0,0.0195141,0,0,0.0435306,0.0547648,0.044519,0.0400797,0.0267448,0,0,0.0609752,0.0329353,0.0670276,0.0659167,0.0328799,0.0615352,0.0670812,0.0389655,0.0357419,0,0.0260856,0,0.0388398,0.0155622,0.00863476,0.030313,0,0.0574686,0.0418544,0,0,0.0210367,0,0,0.0218902,0.0763826,0.011193,0.0269196,0.0366901,0.0475147,0.0332557,0.0286204,0.0306616,0.0539265,0.0526646,0.0356612,0.023307,0.0149013,0.0113287,0.0372677,0.0100822,0.00779973,0.0551342,0.046169,0,0,0,0,0,0,0,0.0465686,0.0238907,0,0,0
140,0.0281454,0.0616087,0,0,0,0.0294189,0,0.0254236,0.0519053,0,0,0,0.0194428,0,0,0.043414,0.0547743,0.0433221,0.0400402,0.0276452,0,0,0.0612017,0.0327458,0.0669737,0.0659593,0.0330595,0.061156,0.0666473,0.0389536,0.0355014,0,0.0252258,0,0.0388575,0.0148371,0.00996176,0.0298664,0,0.0574532,0.0418361,0,0,0.0206555,0,0,0.0219652,0.076468,0.0116483,0.0267502,0.0366017,0.0475661,0.0331535,0.0285651,0.0306641,0.0539579,0.0526137,0.0352972,0.0231821,0.015574,0.011841,0.0375234,0.010268,0.00752502,0.0549962,0.0462852,0,0,0,0,0,0,0,0.0470268,0.0235944,0,0,0
141,0.0283652,0.0612665,0,0,0,0.0284201,0,0.0245957,0.0510568,0,0,0,0.0182165,0,0,0.0431177,0.0550399,0.0433608,0.0398598,0.0303028,0,0,0.0611924,0.0318347,0.0666056,0.0656798,0.0333342,0.0603286,0.0664429,0.0385223,0.0335476,0,0.0267021,0,0.0392822,0.0131023,0.0154971,0.0334291,0,0.0572151,0.0425326,0,0,0.0200588,0,0,0.0221309,0.0761111,0.0116154,0.0268134,0.0356421,0.0486132,0.0328703,0.028148,0.0319947,0.0545091,0.0525423,0.0340093,0.0248653,0.0157445,0.0130867,0.0379495,0.0103242,0.00705582,0.0543063,0.0464787,0,0,0,0,0,0,0,0.0476318,0.023357,0,0,0
142,0.0282827,0.0613968,0,0,0,0.0264148,0,0.0255195,0.0507972,0,0,0,0.0182128,0,0,0.0431557,0.0548521,0.0398279,0.0402081,0.0290687,0,0,0.0609864,0.0319952,0.0670248,0.0657148,0.0333541,0.0612122,0.0663373,0.0393365,0.035885,0,0.0242194,0,0.0392134,0.0130711,0.01545,0.0329866,0,0.0571803,0.0423771,0,0,0.0198718,0,0,0.022133,0.0760648,0.0120656,0.0264836,0.0353335,0.0483573,0.0326538,0.0280878,0.0320709,0.0545285,0.0524888,0.0338121,0.0249676,0.0142617,0.01318,0.0381055,0.0102751,0.00698394,0.0542741,0.0464495,0,0,0,0,0,0,0,0.0477549,0.0229412,0,0,0
143,0.0282441,0.0615028,0,0,0,0.026754,0,0.0247432,0.0504096,0,0,0,0.0182163,0,0,0.043187,0.0545996,0.0392927,0.0405447,0.0272479,0,0,0.0611354,0.0321935,0.0681217,0.0658427,0.0331724,0.0617283,0.0665732,0.0393308,0.0367885,0,0.022645,0,0.0391299,0.0131015,0.0153842,0.0324112,0,0.0572122,0.0422494,0,0,0.0198453,0,0,0.0222065,0.0759253,0.0125034,0.026296,0.0349415,0.0480511,0.0325195,0.0278529,0.0322375,0.0546828,0.0523086,0.0327743,0.0251045,0.0133823,0.0134708,0.0382131,0.0102809,0.00692544,0.0542653,0.046352,0,0,0,0,0,0,0,0.0480179,0.0225317,0,0,0
