Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,x77
11,0.0317831,0.0614968,0,0,0,0.034769,0,0.0159972,0.037245,0,0,0,0,0.0185005,0,0,0.0437299,0.0594911,0.0574073,0.028404,0.0295904,0,0,0.0601452,0.0329681,0.0425317,0.0669259,0.0659671,0.0275263,0.0620704,0.0614374,0.0321496,0.0483413,0,0.0720644,0,0.0356701,0.0128752,0.0147361,0.0215306,0,0.0264805,0.0523527,0.0407127,0,0,0.0212849,0,0,0.0223161,0.0686324,0,0.0268804,0.0336749,0.0552071,0.0328558,0.032749,0.0429606,0.06582,0.0576451,0.0301442,0.0258557,0.0127927,0.0395559,0.0149116,0.0338618,0.0123811,0.0120661,0.0567812,0.0500207,0,0,0,0,0,0,0,0
12,0.0313596,0.0613653,0,0,0,0.0346814,0,0.0162194,0.0368199,0,0,0,0,0.0200609,0,0,0.0430499,0.0596638,0.0579027,0.0290185,0.0295064,0,0,0.0603106,0.0338126,0.0433246,0.0677655,0.0662707,0.0275841,0.0622109,0.0614687,0.0323263,0.0487248,0,0.0711854,0,0.0347777,0.0128292,0.014975,0.0227525,0,0.0269875,0.0531643,0.0409642,0,0,0.0216343,0,0,0.0221104,0.0688079,0,0.0268616,0.0333622,0.0549553,0.033302,0.0329884,0.0425433,0.065669,0.0579092,0.030268,0.0259038,0.0131116,0.0397991,0.0136649,0.033832,0.0123267,0.011849,0.056763,0.0497014,0,0,0,0,0,0,0,0
13,0.0312211,0.0610779,0,0,0,0.0347654,0,0.0165009,0.0365645,0,0,0,0,0.0199805,0,0,0.0430713,0.0597347,0.0585764,0.029714,0.0294705,0,0,0.060755,0.0337409,0.044022,0.0686738,0.0665811,0.0276347,0.0622623,0.0615001,0.0323809,0.0489742,0,0.0708122,0,0.0351148,0.0128321,0.0149177,0.023769,0,0.0273295,0.0538597,0.0410747,0,0,0.0217121,0,0,0.0221881,0.0689189,0,0.0269621,0.0330021,0.0549767,0.0334449,0.0333369,0.0421881,0.0657156,0.0582352,0.0304447,0.0259368,0.013403,0.0399858,0.0126856,0.0337176,0.0124299,0.011972,0.05663,0.0494708,0,0,0,0,0,0,0,0
14,0.0311007,0.0608602,0,0,0,0.0349879,0,0.0167836,0.0365284,0,0,0,0,0.0199081,0,0,0.0429555,0.0599969,0.0592661,0.0303969,0.0293866,0,0,0.061252,0.0338235,0.0447723,0.0695021,0.0666655,0.0277001,0.0624345,0.0616185,0.0324766,0.0491496,0,0.0707433,0,0.035429,0.0127272,0.0148902,0.0247256,0,0.0274676,0.054501,0.0411304,0,0,0.0217765,0,0,0.0222413,0.0689409,0,0.0269717,0.0325346,0.0549318,0.0334826,0.0336626,0.0415468,0.0658427,0.0585331,0.0306019,0.0260038,0.0136333,0.0401596,0.0118261,0.0336784,0.012451,0.0120491,0.0565645,0.0492196,0,0,0,0,0,0,0,0
15,0.0309507,0.0607845,0,0,0,0.0352373,0,0.0170619,0.0366035,0,0,0,0,0.019771,0,0,0.0429043,0.0602944,0.0599502,0.0311135,0.0292919,0,0,0.0617833,0.0339649,0.0462132,0.0702332,0.066734,0.027883,0.0628911,0.0617572,0.0327013,0.0494702,0,0.0708551,0,0.035736,0.0127662,0.0147856,0.0255151,0,0.0276227,0.0551581,0.0411105,0,0,0.0217849,0,0,0.0222767,0.0690104,0,0.0269537,0.0321421,0.0547803,0.0335892,0.0339819,0.0409521,0.0658187,0.058876,0.0306964,0.0260391,0.0138663,0.0402775,0.0112419,0.0337364,0.012464,0.0120428,0.0565828,0.0489737,0,0,0,0,0,0,0,0
16,0.0308306,0.0607844,0,0,0,0.0354503,0,0.0172777,0.0367223,0,0,0,0,0.0196047,0,0,0.0429236,0.0604961,0.0605315,0.0318312,0.0292723,0,0,0.0623351,0.0339838,0.0477706,0.0711116,0.0668994,0.0282524,0.0634572,0.0620867,0.03323,0.0499774,0,0.0708272,0,0.0359738,0.0129206,0.0146083,0.0263806,0,0.0276824,0.0558605,0.0410531,0,0,0.0217262,0,0,0.0222952,0.0691669,0,0.0270707,0.031818,0.0545226,0.0337605,0.0342717,0.0404963,0.065746,0.0591605,0.0307761,0.0260397,0.0140881,0.0404343,0.0107036,0.0337807,0.0124893,0.0119987,0.0568745,0.0487959,0,0,0,0,0,0,0,0
17,0.0307356,0.060855,0,0,0,0.0356327,0,0.0174295,0.0368752,0,0,0,0,0.0194884,0,0,0.0428671,0.0606723,0.0609768,0.0325037,0.0292226,0,0,0.0628306,0.0338706,0.0489126,0.0721056,0.0670931,0.0288044,0.0641295,0.0626438,0.0338429,0.0506395,0,0.0705138,0,0.0361454,0.0130028,0.0144519,0.0271421,0,0.0277777,0.0566185,0.0410049,0,0,0.0216782,0,0,0.0223251,0.0693584,0,0.0273158,0.0315405,0.054222,0.0338774,0.0345035,0.0401636,0.0656892,0.0592887,0.0308618,0.026037,0.0142829,0.040647,0.0102969,0.0338477,0.0124884,0.0119445,0.0572533,0.0486034,0,0,0,0,0,0,0,0
18,0.0308855,0.0609215,0,0,0,0.0333256,0,0.0235595,0.0368913,0,0,0,0,0.0190923,0,0,0.0430737,0.0603396,0.0641159,0.0340126,0.0298842,0,0,0.0638989,0.034176,0.0505009,0.0749173,0.0689666,0.0301738,0.06364,0.0606414,0.0335433,0.0525749,0,0.0612622,0,0.0366463,0.0128051,0.014188,0.0252876,0,0.0273812,0.0576887,0.0403119,0,0,0.0221499,0,0,0.0216331,0.0696975,0,0.026748,0.0321123,0.0530551,0.0334794,0.034558,0.039009,0.0649764,0.0591048,0.0320119,0.0249199,0.0142476,0.0419214,0.0114971,0.0339096,0.0128659,0.0116514,0.0575017,0.0487957,0,0,0,0,0,0,0,0
19,0.0308109,0.0611499,0,0,0,0.0335505,0,0.0234955,0.0372358,0,0,0,0,0.0189986,0,0,0.0430677,0.0605184,0.0643098,0.0345321,0.0297607,0,0,0.0642451,0.0343217,0.0514771,0.0759967,0.0692508,0.0307337,0.0641862,0.0611819,0.0341192,0.0531331,0,0.0611721,0,0.036752,0.0128715,0.0141061,0.0258246,0,0.0274144,0.0583278,0.0402151,0,0,0.0220413,0,0,0.0216605,0.0696525,0,0.0270063,0.0319536,0.052725,0.0334062,0.0347674,0.0385449,0.0648625,0.0592383,0.0322815,0.0249504,0.0141653,0.0421135,0.0112242,0.0340502,0.0128817,0.0115622,0.0576828,0.0486111,0,0,0,0,0,0,0,0
20,0.0305325,0.0614538,0,0,0,0.0360547,0,0.0175295,0.0377508,0,0,0,0,0.019268,0,0,0.0428074,0.0612829,0.0619228,0.0340363,0.0291377,0,0,0.0638285,0.0339693,0.0516577,0.075143,0.0678247,0.030823,0.0658314,0.0642438,0.0355142,0.0523496,0,0.0697543,0,0.0365198,0.0131019,0.0142102,0.0294766,0,0.0279958,0.0585601,0.0407764,0,0,0.0214077,0,0,0.0224568,0.0691758,0,0.0281379,0.0309338,0.0532519,0.0336265,0.0349638,0.0390313,0.0653721,0.0595339,0.031379,0.026348,0.0141975,0.0410663,0.00965676,0.0341527,0.0124942,0.0117668,0.0578254,0.0480531,0,0,0,0,0,0,0,0
21,0.0305067,0.0616008,0,0,0,0.0354559,0,0.0171626,0.0376516,0,0,0,0,0.0190703,0,0,0.0428864,0.0613528,0.0601288,0.0344732,0.030474,0,0,0.0638165,0.0339958,0.0537308,0.0785807,0.0692084,0.0317893,0.0655897,0.0633173,0.0352069,0.0527371,0,0.0651595,0,0.036675,0.0129146,0.0145757,0.0296913,0,0.0281664,0.0595852,0.0407783,0,0,0.0218075,0,0,0.0223744,0.0692383,0,0.0282403,0.0304076,0.0530978,0.0338371,0.035092,0.0385757,0.0652601,0.0597711,0.0313802,0.0263472,0.0141323,0.0410592,0.00977205,0.0339328,0.0124656,0.0117013,0.0577929,0.0480866,0,0,0,0,0,0,0,0
22,0.030513,0.0616874,0,0,0,0.0355579,0,0.0172105,0.0377266,0,0,0,0,0.0190645,0,0,0.0430457,0.061335,0.0602824,0.035434,0.0303702,0,0,0.064304,0.0344424,0.0548041,0.0796174,0.0692362,0.0323879,0.0660222,0.063845,0.0355362,0.05293,0,0.0651793,0,0.0367797,0.0128911,0.0146935,0.031422,0,0.0305841,0.0586435,0.0406305,0,0,0.02196,0,0,0.0224638,0.0713027,0.0208343,0.0272839,0.0305809,0.0526941,0.0340711,0.0342681,0.0362554,0.0636243,0.0586704,0.0320712,0.0276143,0.0153072,0.0408027,0.0096265,0.0338117,0.0124706,0.0117966,0.0576974,0.0483759,0,0,0,0,0,0,0,0
23,0.0303591,0.0619674,0,0,0,0.0353034,0,0.0171019,0.0385182,0,0,0,0,0.0190391,0,0,0.0429953,0.0620243,0.0598112,0.0353444,0.0299086,0,0,0.0639404,0.0338832,0.0550539,0.0803943,0.0694894,0.0332095,0.0661483,0.0640984,0.0356879,0.0526584,0,0.063836,0,0.0370166,0.0129031,0.014614,0.0307557,0,0.0282492,0.0605016,0.0407741,0,0,0.0218911,0,0,0.0224412,0.0697569,0,0.028513,0.0298437,0.052564,0.034014,0.03517,0.0378981,0.0648684,0.0600372,0.031496,0.0263137,0.0135528,0.0411011,0.00966433,0.034019,0.0123309,0.0116322,0.0576603,0.0478186,0,0,0,0,0,0,0,0
24,0.0303575,0.062019,0,0,0,0.0351645,0,0.0170347,0.0384515,0,0,0,0,0.0190402,0,0,0.0430514,0.0620739,0.0595264,0.0361809,0.0295514,0,0,0.0643797,0.0343105,0.0553188,0.081258,0.0694363,0.0334165,0.0664279,0.0645137,0.0359784,0.0524988,0,0.0632142,0,0.0369454,0.0128752,0.0146827,0.0326791,0,0.0305024,0.0593948,0.040686,0,0,0.021996,0,0,0.0224895,0.0718973,0.020723,0.027575,0.0302083,0.052212,0.0340466,0.0342739,0.0357191,0.0632257,0.0586934,0.0322885,0.0276641,0.0146374,0.0409264,0.00941386,0.0339047,0.0123208,0.0116662,0.0573936,0.0481576,0,0,0,0,0,0,0,0
25,0.0303691,0.062103,0,0,0,0.0348731,0,0.0169675,0.038818,0,0,0,0,0.0189426,0,0,0.0428162,0.0624355,0.0586611,0.0365488,0.0289798,0,0,0.064351,0.0343868,0.0557121,0.082024,0.0694392,0.0337947,0.0664359,0.0647246,0.0360272,0.0520909,0,0.0614943,0,0.0370098,0.0128632,0.0145917,0.0330808,0,0.0305893,0.0596607,0.0407441,0,0,0.0219445,0,0,0.0224773,0.0722576,0.0213739,0.0275999,0.0300841,0.0519703,0.0339924,0.0343484,0.035419,0.0630078,0.0586394,0.0323726,0.0276428,0.0151871,0.0410507,0.00971438,0.0339387,0.012282,0.011611,0.0575371,0.0478971,0,0,0,0,0,0,0,0
26,0.0303759,0.0621508,0,0,0,0.0346099,0,0.0169262,0.0391921,0,0,0,0,0.018884,0,0,0.0426135,0.0628109,0.0574927,0.0368292,0.0283193,0,0,0.0642919,0.0344635,0.0561442,0.0826596,0.0694556,0.0341261,0.0662872,0.0648391,0.0359203,0.0515174,0,0.059007,0,0.037105,0.0128618,0.0145169,0.0327516,0,0.0308462,0.0598501,0.0407648,0,0,0.0218201,0,0,0.0224221,0.0727103,0.0218068,0.0275864,0.0299934,0.0517966,0.0339354,0.0342943,0.0349568,0.0628303,0.0585496,0.0324112,0.027541,0.0157974,0.0411468,0.0100198,0.0340498,0.0122284,0.0114829,0.0575393,0.0473955,0,0,0,0,0,0,0,0
27,0.0303608,0.0621537,0,0,0,0.0345165,0,0.0169159,0.0391993,0,0,0,0,0.0188443,0,0,0.0425409,0.0629607,0.0563375,0.0371158,0.0277264,0,0,0.0645029,0.0345246,0.0566279,0.0832403,0.0693138,0.0342017,0.0660766,0.0649645,0.0358324,0.0508728,0,0.0562498,0,0.0371769,0.0128916,0.0145243,0.0319294,0,0,0.0587774,0.0406767,0,0,0.0216814,0,0,0.0224098,0.0744441,0.0204007,0.0271124,0.0301169,0.0517106,0.0339147,0.0334694,0.0333751,0.0617994,0.0574705,0.0322872,0.0284345,0.0159267,0.0410232,0.0123606,0.0340859,0.0122659,0.0113934,0.0572063,0.0474607,0,0,0,0,0,0,0,0
28,0.030263,0.0623232,0,0,0,0.0345054,0,0.0167902,0.0397294,0,0,0,0,0.0186885,0,0,0.0424939,0.0636108,0.0544428,0.036644,0.027157,0,0,0.0641111,0.0339045,0.0566784,0.0834796,0.0690933,0.0344624,0.0656786,0.0648923,0.0355713,0.049949,0,0.0515753,0,0.0374199,0.0127383,0.0147329,0.03298,0,0.0309775,0.0599829,0.0407633,0,0,0.0214765,0,0,0.0223407,0.0734447,0.0221594,0.0278305,0.0299959,0.0518074,0.0337255,0.0340262,0.0343282,0.0624574,0.0583066,0.0325089,0.0278216,0.0158353,0.0413604,0.0101656,0.0343723,0.0122601,0.0111016,0.0572285,0.047225,0,0,0,0,0,0,0,0
29,0.0302517,0.0623407,0,0,0,0.0345231,0,0.0167173,0.0402107,0,0,0,0,0.0189691,0,0,0.0423874,0.0638037,0.0524643,0.0366155,0.0264356,0,0,0.063982,0.0338273,0.0566393,0.0836555,0.0687996,0.0346302,0.0654063,0.0650665,0.0354316,0.0490661,0,0.0469763,0,0.0375089,0.0131646,0.0139297,0.0337104,0,0.0308549,0.0599906,0.0406952,0,0,0.0210399,0,0,0.0224879,0.0737809,0.0221037,0.0278814,0.0301655,0.0517085,0.0334816,0.034002,0.0341645,0.0623113,0.0582483,0.032552,0.0279407,0.015565,0.0414156,0.0100922,0.0346346,0.0122563,0.0111688,0.0572683,0.0472318,0,0,0,0,0,0,0,0
30,0.0302196,0.0622681,0,0,0,0.0352374,0,0.0167277,0.0405132,0,0,0,0,0.0188081,0,0,0.042315,0.064089,0.050192,0.0364516,0.0258032,0,0,0.0637592,0.0337054,0.0564655,0.0836188,0.0683989,0.0346416,0.0652064,0.0651231,0.0353496,0.0483071,0,0.0419387,0,0.0376551,0.0130906,0.014089,0.0337534,0,0.0309737,0.0598635,0.0406669,0,0,0.020938,0,0,0.0223986,0.0740882,0.0220143,0.0279179,0.0302211,0.0516265,0.0332392,0.0340245,0.0341288,0.0621261,0.0581299,0.0326297,0.0279469,0.0155104,0.0414484,0.0100705,0.0347996,0.0120444,0.010916,0.0573587,0.0471536,0,0,0,0,0,0,0,0
31,0.0301642,0.0621963,0,0,0,0.0364243,0,0.0168379,0.0409585,0,0,0,0,0.0186532,0,0,0.0422802,0.0642344,0.0477539,0.0363289,0.0250702,0,0,0.0634731,0.0337248,0.0562567,0.0834256,0.0680189,0.034706,0.0650135,0.0651522,0.0354065,0.0475105,0,0.036579,0,0.0377952,0.012953,0.0142411,0.0336364,0,0.0311903,0.0596583,0.0405926,0,0,0.0208009,0,0,0.022323,0.0744207,0.0217849,0.0279507,0.0301808,0.0515315,0.0329598,0.0340369,0.0337798,0.0618844,0.0579496,0.0327837,0.0280209,0.0155985,0.0414544,0.0102325,0.0350073,0.0118974,0.010644,0.0575357,0.0470217,0,0,0,0,0,0,0,0
32,0.0301098,0.0621025,0,0,0,0.0379658,0,0.0169043,0.0413986,0,0,0,0,0.018553,0,0,0.0423182,0.0642995,0.045449,0.0361119,0.0243487,0,0,0.0631186,0.0336516,0.0559733,0.0830229,0.067547,0.0347933,0.0648114,0.0652253,0.0354761,0.0466568,0,0.0309932,0,0.0379714,0.0129071,0.0143042,0.0335804,0,0.0313791,0.0593541,0.0405281,0,0,0.0206282,0,0,0.0222327,0.0748295,0.0217619,0.0280427,0.030172,0.0514158,0.0326343,0.0338147,0.0333496,0.0615395,0.0577193,0.0330079,0.0282983,0.0157771,0.0413984,0.0102235,0.0352331,0.011774,0.0103556,0.0577151,0.0468772,0,0,0,0,0,0,0,0
33,0.0300594,0.0620748,0,0,0,0.0396761,0,0.0171678,0.0420438,0,0,0,0,0.018521,0,0,0.0423766,0.0641904,0.0431506,0.0358976,0.0236324,0,0,0.0627157,0.0333466,0.0555134,0.0822751,0.0671011,0.0348778,0.0646081,0.0654863,0.0356202,0.0457466,0,0.0255817,0,0.0382303,0.0129236,0.01434,0.0337364,0,0.0315393,0.0590241,0.0405124,0,0,0.0204875,0,0,0.0221149,0.0752288,0.0218589,0.0280762,0.0304074,0.05125,0.0322014,0.033679,0.0329339,0.0611323,0.0575362,0.0331583,0.0284325,0.0158416,0.0415864,0.0101308,0.0354954,0.0116364,0.0100276,0.0578756,0.0466983,0,0,0,0,0,0,0,0
34,0.0300321,0.0620952,0,0,0,0.0417914,0,0.0175008,0.0427064,0,0,0,0,0.0184608,0,0,0.0424085,0.0640827,0.0410643,0.0356189,0.0231242,0,0,0.0622544,0.032992,0.0548895,0.0813141,0.0666426,0.0347142,0.0644632,0.0659064,0.0358544,0.0448494,0,0.0205266,0,0.0384762,0.0129419,0.0143796,0.0337466,0,0.0316694,0.058738,0.0405341,0,0,0.0203477,0,0,0.0220239,0.0755155,0.0217152,0.0280433,0.0306773,0.0510372,0.0316688,0.0335643,0.0326586,0.0607812,0.0573265,0.0332633,0.0285045,0.0157832,0.041776,0.00996374,0.0357671,0.0115415,0.00967757,0.0580366,0.0464945,0,0,0,0,0,0,0,0
35,0.0299838,0.0622073,0,0,0,0.043455,0,0.0180688,0.0436248,0,0,0,0,0.0183721,0,0,0.0423776,0.0637334,0.0392512,0.0355915,0.022644,0,0,0.0617671,0.0327071,0.0542047,0.0801449,0.0662789,0.0343127,0.0644246,0.0664396,0.0363633,0.0439858,0,0.0164476,0,0.0386912,0.0129195,0.0144541,0.0337546,0,0.031824,0.0583974,0.0405679,0,0,0.0201848,0,0,0.0219344,0.0759074,0.0214099,0.02787,0.0309292,0.0507082,0.0312223,0.033421,0.0324155,0.0604343,0.0570776,0.0334076,0.0285803,0.0157009,0.0418718,0.00977524,0.0360747,0.0113179,0.00933526,0.058198,0.0462104,0,0,0,0,0,0,0,0
