Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,LBL,LMR
110,0.0313019,0.063136,0,0,0,0.0286726,0,0.0189361,0.0453631,0,0,0,0.0173579,0,0,0.0425455,0.0566427,0.0296156,0.0382757,0.0249509,0,0.0612231,0.0374843,0.0444822,0.0710252,0.0641131,0.0266694,0.0613072,0.0653716,0.0344557,0.0387159,0,0.0168104,0,0.0400789,0.0145555,0.0144831,0.0351118,0,0.0169007,0.056958,0.0381842,0,0,0.0195641,0,0,0.0228029,0.0733874,0.0188313,0.0266313,0.0336638,0.0461588,0.03199,0.0267676,0.0345135,0.0585577,0.0526786,0.0272667,0.0256286,0.0142389,0.0331063,0.0280727,0.0378141,0.01019,0.00778811,0.0589599,0.0494354,0,0,0,0,0,0,0,0,0
111,0.0312156,0.0628566,0,0,0,0.0288939,0,0.0185557,0.0446037,0,0,0,0.0174748,0,0,0.0426252,0.0566899,0.0296367,0.0381642,0.0251451,0,0.0613045,0.0380735,0.0437699,0.0702252,0.063692,0.0263483,0.0612323,0.0650254,0.0338934,0.0391545,0,0.0173468,0,0.0396143,0.0144551,0.0145048,0.0363519,0,0.0160723,0.0557455,0.0380377,0,0,0.019734,0,0,0.022621,0.0726901,0.0214608,0.0257224,0.0329119,0.0469881,0.032461,0.0264029,0.0358064,0.0596535,0.0526623,0.0271116,0.0256767,0,0.0324284,0.0307833,0.0374229,0.010212,0.008085,0.0587001,0.050326,0,0,0,0,0,0,0,0,0
112,0.0312411,0.0625089,0,0,0,0.0287395,0,0.018551,0.0438002,0,0,0,0.0176938,0,0,0.0428205,0.0565981,0.0293209,0.0384598,0.0256702,0,0.0618104,0.0388187,0.0433116,0.0695248,0.0632995,0.0260318,0.0608796,0.064635,0.0333907,0.0390992,0,0.0176708,0,0.0391583,0.014566,0.0144102,0.0356505,0,0.015422,0.0543722,0.0378884,0,0,0.0200559,0,0,0.022521,0.0721329,0.0241001,0.0250141,0.0335686,0.0478764,0.0329415,0.0267,0.0365004,0.0603505,0.0526339,0.026304,0.0233754,0.0144042,0.0308992,0.0363779,0.0369958,0.0102641,0.00842926,0.0583752,0.050808,0,0,0,0,0,0,0,0,0
113,0.0313846,0.0620774,0,0,0,0.0281769,0,0.0188657,0.0433199,0,0,0,0.0179547,0,0,0.0429577,0.0564397,0.0283575,0.0390955,0.026088,0,0.0625037,0.0398457,0.0429989,0.0689418,0.0629214,0.0254284,0.0604971,0.0643709,0.033156,0.0386991,0,0.0176625,0,0.0386655,0.0144759,0.0144635,0.034913,0,0.0148989,0.0529903,0.0376677,0,0,0.0204943,0,0,0.0224941,0.0716379,0.0265975,0.0239698,0.0330744,0.0487742,0.0333755,0.0270742,0.0377691,0.0617607,0.0532454,0.0255471,0.022424,0.0141386,0.0295976,0.0399996,0.0365032,0.0103052,0.00880467,0.0579759,0.0510947,0,0,0,0,0,0,0,0,0
114,0.0315059,0.0615923,0,0,0,0.0275419,0,0.0192369,0.0430218,0,0,0,0.0182856,0,0,0.0431502,0.056305,0.0268922,0.039951,0.026269,0,0.0634761,0.0410242,0.0427096,0.0685863,0.0627001,0.0246585,0.0603273,0.0643919,0.0332424,0.038227,0,0.0175955,0,0.0381967,0.0143425,0.0146672,0.0334332,0,0.0140214,0.0518175,0.0374133,0,0,0.0209029,0,0,0.0223618,0.0713704,0.0287331,0.0230108,0.0322469,0.0497773,0.0337915,0.0278167,0.0391916,0.0633774,0.0542705,0.0248333,0.0217371,0.0137196,0.0286586,0.0434642,0.0359394,0.0102901,0.00921909,0.0575971,0.0513592,0,0,0,0,0,0,0,0,0
115,0.031576,0.0611402,0,0,0,0.0269913,0,0.0196156,0.0430492,0,0,0,0.0187067,0,0,0.0433815,0.0560753,0.0252721,0.0410212,0.0264114,0,0.064703,0.0422606,0.0423056,0.0682725,0.0626113,0.0239907,0.0603738,0.0646197,0.0335462,0.037776,0,0.0178653,0,0.0377896,0.0142675,0.0148772,0.0314407,0,0.0138421,0.0509726,0.0371784,0,0,0.0213177,0,0,0.0223111,0.0713374,0.0306337,0.0221529,0.0312804,0.0509033,0.0342611,0.0290052,0.0407375,0.0651289,0.0554779,0.0244364,0.021329,0.0131866,0.0280174,0.04688,0.0353897,0.0103286,0.00960427,0.0573451,0.0516602,0,0,0,0,0,0,0,0,0
116,0.0316795,0.0607402,0,0,0,0.0265396,0,0.0200298,0.0434616,0,0,0,0.0191105,0,0,0.0435503,0.0557719,0.0239897,0.0420589,0.0267931,0,0.0660189,0.0434701,0.0417394,0.0678978,0.0624226,0.0234407,0.060606,0.0650215,0.0339039,0.0375341,0,0.0183359,0,0.0375319,0.0140539,0.0152096,0.0290304,0,0.014041,0.0504187,0.0369524,0,0,0.0217153,0,0,0.0223795,0.0713458,0.0319579,0.0214084,0.0302715,0.0519672,0.0346673,0.0305086,0.0423681,0.0668983,0.0568174,0.0244113,0.0210447,0.0127024,0.0277357,0.0500726,0.0349056,0.0104271,0.00993053,0.0572802,0.0520061,0,0,0,0,0,0,0,0,0
117,0.0318141,0.0604147,0,0,0,0.0261685,0,0.0204083,0.0442946,0,0,0,0.0195283,0,0,0.0436304,0.0553164,0.0233804,0.0429822,0.0272233,0,0.0671776,0.0446601,0.0410665,0.0674456,0.0620789,0.0230251,0.0609259,0.0654335,0.0342576,0.0376138,0,0.018874,0,0.0373358,0.0139403,0.0154225,0.0256235,0,0.0150133,0.0499331,0.0367241,0,0,0.0220604,0,0,0.0224099,0.0713501,0.03343,0.0206899,0.0296324,0.0529585,0.0347731,0.0320781,0.0440015,0.0685172,0.0580905,0.0242288,0.020769,0.0119962,0.0276567,0.0534607,0.0345635,0.0104024,0.0101111,0.057408,0.0524444,0,0,0,0,0,0,0,0,0
118,0.0319145,0.0602188,0,0,0,0.0262164,0,0.0205878,0.0453154,0,0,0,0.0199119,0,0,0.0436342,0.0547978,0.0231502,0.043539,0.0275274,0,0.0678721,0.0457757,0.04048,0.0670989,0.0616563,0.022723,0.061212,0.0656949,0.0345193,0.0378093,0,0.0191442,0,0.0371625,0.0139222,0.0155084,0.0224744,0,0.0160657,0.0493845,0.0365096,0,0,0.0223146,0,0,0.0224473,0.0713583,0.0354979,0.0199452,0.0293341,0.0539034,0.0347402,0.0332319,0.0455112,0.0697883,0.0589155,0.0238383,0.0205041,0.0113534,0.0278054,0.0582498,0.0343342,0.0103502,0.0101824,0.0575798,0.0529235,0,0,0,0,0,0,0,0,0
119,0.0320625,0.0601673,0,0,0,0.0265548,0,0.0207202,0.0461704,0,0,0,0.020233,0,0,0.0435822,0.054485,0.0230804,0.0437466,0.0277074,0,0.0679551,0.046908,0.0398884,0.066722,0.0611952,0.0224807,0.061332,0.0658306,0.0346035,0.037769,0,0.0190271,0,0.0370596,0.0139325,0.0155082,0.0194822,0,0,0.0486472,0.0363235,0,0,0.0224526,0,0,0.0225279,0.0716322,0.04076,0.0191604,0.0291384,0.054824,0.0346108,0.0335997,0.0463238,0.0704101,0.0590096,0.0237471,0.0201354,0.00964408,0.0286361,0.0618181,0.0342338,0.0102929,0.0101255,0.0576296,0.053443,0,0,0,0,0,0,0,0,0
120,0.0322119,0.060256,0,0,0,0.0269419,0,0.0209647,0.0472099,0,0,0,0.02054,0,0,0.0434548,0.0543511,0.0230262,0.0437374,0.0277331,0,0.0673206,0.0476513,0.0391585,0.0662234,0.0608148,0.0224748,0.0611508,0.0657583,0.034381,0.0373884,0,0.0183567,0,0.0369293,0.0141312,0.0152141,0.0193631,0,0,0.0480072,0.0362316,0,0,0.0223788,0,0,0.0227447,0.0716762,0.0437845,0.0184865,0.0290368,0.0554693,0.034465,0.0336471,0.0470101,0.0708366,0.058917,0.0236681,0.0199679,0.00903098,0.0289236,0.0658939,0.0342894,0.0102742,0.0101116,0.0573712,0.0538303,0,0,0,0,0,0,0,0,0
121,0.0322697,0.0604816,0,0,0,0.0274145,0,0.0212287,0.0481216,0,0,0,0.0206273,0,0,0.0433046,0.0543562,0.0229383,0.0435566,0.0277662,0,0.0664325,0.0478972,0.0385098,0.0657235,0.0604946,0.0225683,0.0608444,0.0655843,0.0340655,0.0370591,0,0.0173528,0,0.0368901,0.0141895,0.0149517,0.0204186,0,0,0.0472284,0.0361938,0,0,0.0221367,0,0,0.0229118,0.0717446,0.0451339,0.0180026,0.0292921,0.0556838,0.0342395,0.0335404,0.0475218,0.0710919,0.0587083,0.023608,0.0199382,0.00877874,0.0288335,0.0675193,0.0344193,0.0102814,0.0101038,0.0567418,0.0540752,0,0,0,0,0,0,0,0,0
122,0.0322954,0.0607364,0,0,0,0.0281837,0,0.0214689,0.0490623,0,0,0,0.0205524,0,0,0.0432035,0.0543002,0.0226836,0.0434323,0.02769,0,0.0654103,0.0478012,0.0378984,0.06525,0.0602699,0.0227926,0.0605564,0.0653848,0.0338993,0.0370754,0,0.0161551,0,0.0368463,0.0141823,0.0147792,0.021053,0,0,0.0464075,0.0361963,0,0,0.0219244,0,0,0.0229042,0.0719772,0.0452729,0.0175953,0.0298919,0.0554195,0.0339689,0.033553,0.0479942,0.071409,0.0586456,0.0237774,0.0196037,0.00847376,0.0288814,0.0679025,0.0345643,0.0102633,0.0100565,0.0559652,0.0541913,0,0,0,0,0,0,0,0,0
123,0.0323052,0.0609589,0,0,0,0.0292219,0,0.021694,0.0501207,0,0,0,0.0203885,0,0,0.0431746,0.0542592,0.0222498,0.043478,0.0274193,0,0.0643945,0.0474084,0.0374568,0.0647658,0.0601135,0.0231222,0.0603992,0.0653126,0.0339573,0.0372906,0,0.0148795,0,0.0368012,0.0141685,0.0146662,0.0209565,0,0,0.0456201,0.0362691,0,0,0.0218269,0,0,0.0229494,0.0724042,0.0449553,0.0172069,0.0308266,0.0549576,0.0338008,0.0337463,0.0484989,0.0718442,0.058763,0.0240759,0.0189959,0.00799629,0.0291339,0.0674769,0.0346941,0.0101722,0.0100025,0.0554435,0.0541962,0,0,0,0,0,0,0,0,0
124,0.032279,0.0611202,0,0,0,0.0301951,0,0.0219228,0.0513444,0,0,0,0.0201266,0,0,0.0431761,0.0543081,0.0216139,0.0436592,0.0270563,0,0.063536,0.0468079,0.0373498,0.0642087,0.0600021,0.0235113,0.0604218,0.0654064,0.0341548,0.0367638,0,0.0136789,0,0.0367294,0.0141359,0.0145809,0.0206171,0,0,0.045032,0.0364147,0,0,0.0217455,0,0,0.0230212,0.072962,0.0445043,0.0167442,0.0318331,0.0543637,0.0338038,0.0340202,0.0490093,0.0722101,0.0588499,0.0243648,0.0183534,0.00742553,0.0293886,0.0667169,0.0347743,0.0102253,0.0100006,0.0552543,0.0541074,0,0,0,0,0,0,0,0,0
125,0.032262,0.061115,0,0,0,0.0310707,0,0.0222377,0.0526869,0,0,0,0.0198297,0,0,0.0431835,0.0543557,0.0209801,0.0438538,0.0267191,0,0.0628886,0.0460772,0.0373731,0.0636118,0.0599698,0.0239027,0.0604777,0.0654901,0.0344155,0.0364157,0,0.012609,0,0.0365928,0.0140603,0.0145199,0.0203102,0,0,0.0446123,0.0365814,0,0,0.0217213,0,0,0.0230459,0.0735541,0.0440701,0.0162545,0.0325656,0.0539337,0.0338594,0.0342261,0.0493857,0.0724804,0.0589273,0.0245405,0.0178371,0.00688139,0.0297032,0.0658861,0.0347702,0.0102656,0.0101072,0.0551566,0.0539604,0,0,0,0,0,0,0,0,0
126,0.0322069,0.0609424,0,0,0,0.0318436,0,0.0226153,0.0540506,0,0,0,0.0195541,0,0,0.0432506,0.0543239,0.0203543,0.0440361,0.0264697,0,0.06252,0.0453653,0.0367438,0.0629639,0.0599585,0.0242188,0.060453,0.0655471,0.0346993,0.0361965,0,0.0115433,0,0.036406,0.0139644,0.0145155,0.0201575,0,0,0.0442096,0.0367358,0,0,0.0217453,0,0,0.0230292,0.0740873,0.0437372,0.0158093,0.0328641,0.0537105,0.0339829,0.0343661,0.0496309,0.0726566,0.0589685,0.0245507,0.0175666,0.00648289,0.0298575,0.0652164,0.0346895,0.0102118,0.0102506,0.0550106,0.0537819,0,0,0,0,0,0,0,0,0
127,0.0321362,0.0606725,0,0,0,0.0325052,0,0.0229481,0.0555057,0,0,0,0.0193082,0,0,0.0433678,0.0540571,0.0197821,0.044151,0.0262639,0,0.0623427,0.0446696,0.0359311,0.0621882,0.0599712,0.0244765,0.06031,0.0655715,0.0348979,0.0359409,0,0.0105631,0,0.0361801,0.0138942,0.0144988,0.022382,0,0.0217099,0.0437818,0.0368768,0,0,0.0218233,0,0,0.0230183,0.0743498,0.0421215,0.015363,0.032972,0.0535928,0.034158,0.0344346,0.0500229,0.0727727,0.059004,0.0238328,0.0177659,0.00738308,0.0286211,0.0669089,0.0345422,0.0102163,0.0103702,0.0547934,0.0535531,0,0,0,0,0,0,0,0,0
128,0.0321034,0.0603488,0,0,0,0.0332116,0,0.0232139,0.0567489,0,0,0,0.019174,0,0,0.0435758,0.0536249,0.0193443,0.0441972,0.0261498,0,0.0623368,0.044163,0.0351259,0.0613234,0.0599179,0.0246897,0.0601744,0.0655374,0.0350719,0.0356993,0,0.00961554,0,0.0358896,0.0138626,0.0145169,0.0223843,0,0.0226779,0.0434281,0.0369608,0,0,0.0219408,0,0,0.0230014,0.0745704,0.0420551,0.0149277,0.0327536,0.0535795,0.03432,0.0342703,0.0502876,0.0728156,0.0588637,0.0237961,0.018022,0.00727574,0.0284746,0.0665259,0.0343747,0.0103084,0.0104781,0.0545577,0.0534058,0,0,0,0,0,0,0,0,0
129,0.032059,0.0600484,0,0,0,0.0338767,0,0.0234451,0.0579143,0,0,0,0.0191053,0,0,0.0437497,0.0532111,0.0190276,0.0441061,0.0260452,0,0.0623352,0.0437591,0.0343813,0.0605055,0.0598566,0.0249604,0.0600091,0.0654834,0.0352231,0.0354856,0,0.00873105,0,0.0355933,0.0138441,0.0145434,0.0222867,0,0.0225986,0.0431778,0.0370146,0,0,0.0220232,0,0,0.0229611,0.07466,0.0419109,0.0148079,0.0325298,0.0537003,0.0343611,0.0341569,0.0505962,0.072833,0.0586677,0.0236651,0.0179846,0.0070468,0.0285418,0.0662964,0.0342312,0.0103505,0.0105466,0.0543962,0.0532239,0,0,0,0,0,0,0,0,0
130,0.0320484,0.0597882,0,0,0,0.0345256,0,0.0236504,0.05909,0,0,0,0.0190765,0,0,0.0438982,0.053084,0.0188083,0.043902,0.0258837,0,0.0622255,0.0434951,0.0337273,0.0597791,0.0598144,0.0252888,0.0598272,0.0653862,0.0353053,0.0353114,0,0.00801798,0,0.0353533,0.0138016,0.0146035,0.0221635,0,0.0224164,0.0429745,0.0370066,0,0,0.0221046,0,0,0.0229863,0.0748514,0.0418339,0.015061,0.0324536,0.0539396,0.0342743,0.034054,0.0509211,0.0728154,0.058494,0.0237281,0.0177037,0.00672013,0.0286834,0.0660959,0.034139,0.0103585,0.0105483,0.054318,0.0530359,0,0,0,0,0,0,0,0,0
131,0.0320502,0.0595769,0,0,0,0.0351337,0,0.0238705,0.0602233,0,0,0,0.0190841,0,0,0.0440074,0.0530185,0.0186432,0.0435507,0.0257011,0,0.0619305,0.0433485,0.0332564,0.0591149,0.0597802,0.0256532,0.0596716,0.06525,0.0353267,0.0350745,0,0.00751497,0,0.035181,0.0137357,0.0146908,0.0221157,0,0.0224356,0.0429439,0.0369686,0,0,0.0221809,0,0,0.0230698,0.0751884,0.0418232,0.0153423,0.0325357,0.0544027,0.0341091,0.033936,0.0512365,0.0727851,0.0582505,0.0240616,0.0173774,0.00627587,0.0288707,0.0660647,0.0341191,0.0102809,0.0104945,0.0542593,0.0528536,0,0,0,0,0,0,0,0,0
132,0.0320487,0.0593657,0,0,0,0.0355646,0,0.0240859,0.0613565,0,0,0,0.0191341,0,0,0.0440596,0.0530285,0.0187256,0.0430555,0.0255107,0,0.0614757,0.0433181,0.0329942,0.0585766,0.0597485,0.0260485,0.0595758,0.0650798,0.0353383,0.0348182,0,0.00717738,0,0.035053,0.0136658,0.0147863,0.0222172,0,0.0225731,0.0430781,0.036874,0,0,0.0221154,0,0,0.0229134,0.0756499,0.0419188,0.0156562,0.0327358,0.0550365,0.0338974,0.0337972,0.0515505,0.0726956,0.0579803,0.0244456,0.0169747,0.00571368,0.0291229,0.0662038,0.0341384,0.0101624,0.010351,0.0542283,0.0526731,0,0,0,0,0,0,0,0,0
133,0.0320247,0.0591316,0,0,0,0.03589,0,0.0242655,0.0625281,0,0,0,0.0192121,0,0,0.0440847,0.0531429,0.0188907,0.0424984,0.0253547,0,0.0608785,0.0433725,0.0328538,0.0581173,0.0597149,0.0264491,0.0595325,0.0648846,0.0353327,0.0346295,0,0.00697121,0,0.0349644,0.0136072,0.0148977,0.0225559,0,0.0226642,0.0433375,0.0367597,0,0,0.0219487,0,0,0.022767,0.0762016,0.0421441,0.0160229,0.0330352,0.0557861,0.0335845,0.0336789,0.0518766,0.0726194,0.0577192,0.0248279,0.0165167,0.00511339,0.0294305,0.0665597,0.0342013,0.0101451,0.0101374,0.0542492,0.0525166,0,0,0,0,0,0,0,0,0
134,0.0320283,0.0589507,0,0,0,0.0360824,0,0.0244104,0.0636743,0,0,0,0.0193072,0,0,0.0440433,0.0533418,0.0190688,0.0419595,0.0252362,0,0.0602013,0.0434698,0.0326471,0.057714,0.0596876,0.0267673,0.0595046,0.0646744,0.0353554,0.0344129,0,0.00681609,0,0.0349466,0.0135681,0.0149833,0.0231026,0,0.0226663,0.0435857,0.036653,0,0,0.0217445,0,0,0.022693,0.0766895,0.0425262,0.0164523,0.0334166,0.0565836,0.0331998,0.0335757,0.0522987,0.0725997,0.0574717,0.0252826,0.0159722,0.00455037,0.0298516,0.0672316,0.0343469,0.0101254,0.00987252,0.0543636,0.0524092,0,0,0,0,0,0,0,0,0
135,0.0320537,0.0588396,0,0,0,0.0360987,0,0.0245232,0.0647488,0,0,0,0.0194268,0,0,0.0439835,0.053599,0.019253,0.0414453,0.0252212,0,0.0594383,0.0435632,0.032353,0.0573093,0.0596592,0.0269918,0.0592488,0.0644636,0.0353995,0.0342431,0,0.00663816,0,0.0349379,0.0135595,0.0150462,0.0237485,0,0.022766,0.0437648,0.03658,0,0,0.0216246,0,0,0.0228081,0.0770036,0.0429796,0.0169285,0.0338303,0.0572976,0.0328173,0.0334559,0.0527707,0.0725868,0.0572531,0.0258275,0.0153693,0.00396295,0.030387,0.0680781,0.0345099,0.0101052,0.00964014,0.0545381,0.0523174,0,0,0,0,0,0,0,0,0
136,0.0320814,0.0587855,0,0,0,0.0359886,0,0.024642,0.0657384,0,0,0,0.0195205,0,0,0.0438688,0.0539114,0.0194526,0.0409805,0.0252746,0,0.0586684,0.0436708,0.0320109,0.0568754,0.0595936,0.0271842,0.0589799,0.0642527,0.0354093,0.0340634,0,0.00643678,0,0.0349372,0.013531,0.0150997,0.0243237,0,0.0227872,0.0438594,0.0365264,0,0,0.0215392,0,0,0.023048,0.0771701,0.0434532,0.0173594,0.03419,0.0578988,0.0325121,0.0333366,0.0533008,0.0726128,0.0570749,0.0263825,0.0148184,0.00341802,0.0308994,0.0688783,0.0346683,0.0101384,0.0094367,0.054686,0.052269,0,0,0,0,0,0,0,0,0
137,0.0321094,0.0587767,0,0,0,0.035746,0,0.0247643,0.0666702,0,0,0,0.0195854,0,0,0.0437678,0.0542866,0.0196529,0.0405463,0.0253727,0,0.0579325,0.043758,0.0315561,0.0563893,0.0594974,0.0273671,0.0587293,0.0640843,0.0353728,0.0338559,0,0.00621141,0,0.034945,0.0134841,0.0151596,0.0248612,0,0.0227618,0.043902,0.0364835,0,0,0.0214183,0,0,0.0230899,0.0772943,0.0437928,0.0177435,0.0344117,0.0583681,0.0322018,0.0332577,0.0539395,0.0727145,0.0569073,0.0269054,0.014339,0.0029374,0.0314139,0.0696597,0.034811,0.0101225,0.00922434,0.0547947,0.052224,0,0,0,0,0,0,0,0,0
138,0.0321458,0.0587992,0,0,0,0.035358,0,0.0249247,0.0675941,0,0,0,0.0196556,0,0,0.0436643,0.054658,0.0199627,0.0401637,0.025546,0,0.0572406,0.0437912,0.0310719,0.0558859,0.0593834,0.027568,0.0585488,0.0638799,0.0353194,0.0336254,0,0.00598997,0,0.0349245,0.0134457,0.015194,0.0254216,0,0.0228518,0.0439282,0.0364565,0,0,0.0212912,0,0,0.0229597,0.0773794,0.0439511,0.0181185,0.0346305,0.0587546,0.031865,0.0332649,0.0546721,0.0728684,0.0567683,0.0274742,0.0139414,0.00260719,0.0320199,0.0705977,0.0348875,0.0100666,0.00902927,0.0548156,0.0521702,0,0,0,0,0,0,0,0,0
139,0.0321831,0.0588095,0,0,0,0.034887,0,0.0251122,0.0684939,0,0,0,0.0197336,0,0,0.0436219,0.055025,0.0202494,0.0398335,0.0257772,0,0.0565937,0.0437434,0.0306255,0.0553705,0.0592636,0.027754,0.0583129,0.0636129,0.0352331,0.0333548,0,0.00582266,0,0.034898,0.0134546,0.0152026,0.0259329,0,0.0229169,0.043962,0.0364466,0,0,0.0212299,0,0,0.0229097,0.0774149,0.0440418,0.0184536,0.0349228,0.0590548,0.0316023,0.0333461,0.0554431,0.073028,0.0567213,0.028076,0.0136928,0.00250393,0.0326346,0.0715845,0.034932,0.0100405,0.00889737,0.0546996,0.0521285,0,0,0,0,0,0,0,0,0
140,0.0322172,0.0587733,0,0,0,0.0344537,0,0.0252645,0.0693554,0,0,0,0.0197435,0,0,0.0435498,0.0554077,0.0204739,0.0395045,0.0260428,0,0.0560433,0.0436263,0.0301859,0.0548563,0.0591332,0.0279101,0.058054,0.0633197,0.0351198,0.0330593,0,0.00567315,0,0.0348735,0.0134632,0.0151652,0.026297,0,0.0229157,0.0440204,0.0364514,0,0,0.021198,0,0,0.0229177,0.0774259,0.0441481,0.0187051,0.0351488,0.0591263,0.0314169,0.0334175,0.0562145,0.073168,0.0567319,0.0286399,0.0136654,0.00257531,0.03325,0.0721841,0.0349548,0.00999985,0.00884081,0.0544484,0.0521403,0,0,0,0,0,0,0,0,0
141,0.0322667,0.0586959,0,0,0,0.0341389,0,0.0253931,0.0701302,0,0,0,0.0197565,0,0,0.0435392,0.055791,0.0206741,0.0391759,0.0262738,0,0.0554734,0.0434869,0.0297598,0.0543603,0.0590118,0.0280204,0.0578356,0.0630583,0.0350047,0.0327742,0,0.00551061,0,0.0348107,0.0134679,0.015128,0.0264069,0,0.0229392,0.0441423,0.036471,0,0,0.0211735,0,0,0.0229257,0.0774165,0.0441316,0.0188786,0.0351447,0.0592392,0.0312705,0.0334891,0.0569443,0.0733038,0.0566571,0.0290369,0.0138308,0.00275475,0.0337426,0.0723722,0.0349522,0.00995357,0.00880024,0.0541531,0.0521791,0,0,0,0,0,0,0,0,0
142,0.0323354,0.0585827,0,0,0,0.0339678,0,0.0255048,0.0707711,0,0,0,0.0197657,0,0,0.0435373,0.0561466,0.0208298,0.0388951,0.0264816,0,0.0550376,0.0432846,0.0293299,0.0539034,0.058909,0.0281221,0.0576992,0.0628593,0.0349356,0.0325568,0,0.00532941,0,0.0347056,0.0134612,0.0150739,0.0260964,0,0.0229892,0.0442694,0.0364897,0,0,0.0211907,0,0,0.0229156,0.0774416,0.043601,0.0190006,0.0348609,0.0594368,0.0311362,0.0336028,0.0575785,0.0733467,0.056541,0.0292462,0.0142288,0.00301053,0.0340736,0.0720066,0.0349357,0.00989619,0.00875168,0.0538749,0.0521995,0,0,0,0,0,0,0,0,0
143,0.0324199,0.0584662,0,0,0,0.0339118,0,0.0255617,0.0712968,0,0,0,0.0197375,0,0,0.0435394,0.0564421,0.0209527,0.0386698,0.0266547,0,0.0550483,0.0430931,0.0288983,0.0534814,0.0587725,0.0281641,0.0576289,0.0627636,0.0349369,0.0324604,0,0.00513474,0,0.034548,0.0134306,0.0150132,0.0253089,0,0.023092,0.0444045,0.0364814,0,0,0.0211911,0,0,0.022829,0.0774842,0.0426352,0.0190595,0.0345682,0.0594276,0.0309855,0.0337224,0.0580821,0.0732771,0.0565072,0.0293925,0.0149074,0.00335859,0.0343896,0.0706025,0.0349122,0.00983027,0.00869285,0.053635,0.0522062,0,0,0,0,0,0,0,0,0
144,0.0324947,0.0583755,0,0,0,0.0339146,0,0.0256204,0.0716831,0,0,0,0.019696,0,0,0.0435436,0.0566443,0.0211093,0.0385013,0.026852,0,0.0554275,0.042914,0.0284772,0.0530355,0.0585826,0.028158,0.0576108,0.0627296,0.0349799,0.0324547,0,0.00503094,0,0.0343551,0.0133837,0.0149571,0.0239484,0,0.0231476,0.044574,0.0364928,0,0,0.0212,0,0,0.0227802,0.077453,0.0412314,0.0190905,0.0341801,0.0592108,0.0308406,0.0338143,0.0583989,0.0730607,0.0565536,0.0294597,0.0158216,0.00376562,0.0346304,0.0679729,0.0349063,0.00986013,0.00863346,0.0533717,0.0521584,0,0,0,0,0,0,0,0,0
145,0.0325502,0.0583098,0,0,0,0.0341242,0,0.0257378,0.0717991,0,0,0,0.0196983,0,0,0.0435367,0.0568781,0.021168,0.0383076,0.0270826,0,0.0548697,0.0426448,0.0279902,0.0524934,0.0583742,0.0282788,0.0575664,0.0626671,0.0350029,0.0323822,0,0.00488814,0,0.0341484,0.0133357,0.0148798,0.021976,0,0.0232032,0.0449971,0.0365705,0,0,0.0211514,0,0,0.0228551,0.0773621,0.039319,0.0191081,0.0338468,0.0590362,0.030692,0.0337616,0.0584818,0.0726958,0.0566252,0.029559,0.0169571,0.00428286,0.0350795,0.0638084,0.0349475,0.00986418,0.00855614,0.0530352,0.0521196,0,0,0,0,0,0,0,0,0
146,0.0325791,0.0582468,0,0,0,0.0344823,0,0.0258998,0.0717743,0,0,0,0.0197132,0,0,0.0435397,0.0572086,0.0212649,0.0381315,0.0273171,0,0.0539633,0.0423383,0.0276224,0.0519739,0.0581655,0.02826,0.0575577,0.0626343,0.035011,0.0323183,0,0.00472936,0,0.0339776,0.0133086,0.0148059,0.0198771,0,0.0232713,0.0455838,0.0366747,0,0,0.0211066,0,0,0.0228971,0.077216,0.0369917,0.0191895,0.0334988,0.0589905,0.0305212,0.0336713,0.0583542,0.0722481,0.056748,0.0299171,0.0181543,0.00493471,0.0358552,0.0580188,0.0350091,0.00986063,0.00844849,0.0527266,0.0520282,0,0,0,0,0,0,0,0,0
147,0.0325802,0.0582285,0,0,0,0.0350239,0,0.0260326,0.0716342,0,0,0,0.0196888,0,0,0.0435201,0.0576868,0.0212813,0.0380743,0.0274899,0,0.0534447,0.042022,0.0273498,0.0515341,0.0579269,0.0281472,0.0576872,0.062737,0.0350957,0.0323588,0,0.00466927,0,0.0338309,0.0132831,0.014754,0.0185912,0,0.0232587,0.0461767,0.0367167,0,0,0.0210163,0,0,0.0229025,0.0770527,0.0343928,0.0192923,0.0332368,0.0587837,0.03026,0.0336535,0.0579423,0.0716794,0.0570009,0.0306634,0.0193107,0.00574662,0.0369411,0.0507295,0.0351262,0.00986242,0.00834418,0.0525667,0.0518443,0,0,0,0,0,0,0,0,0
