Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,x77,LHEE,LBR
282,0.0288452,0.062774,0,0,0,0.0503075,0,0.0112286,0.0555664,0,0,0,0.0249966,0,0,0.0412521,0.0592418,0.0246307,0.0286869,0,0,0.056584,0.0292483,0.0261965,0.0517226,0.0549499,0.0231464,0.0613517,0.0668658,0.0331893,0.0370955,0,0.0164405,0,0.0319771,0.0154862,0.0113902,0.00556364,0,0.0324956,0.0450249,0.0462637,0,0,0.0189762,0,0,0.024434,0.0708878,0,0.0270149,0.0316327,0,0.0344648,0.0327399,0.0464272,0.0663405,0.0557642,0.0278312,0.0296281,0.0135216,0.0347671,0.0388164,0.035859,0.00995286,0.00966737,0.056984,0.044547,0,0,0,0,0,0,0,0,0.034206,0
283,0.0288649,0.0626017,0,0,0,0.0492597,0,0.0118216,0.0536711,0,0,0,0.0246688,0,0,0.041512,0.0588516,0.0239131,0.0287765,0,0,0.0579623,0.0290245,0.0269136,0.0522653,0.0553988,0.0230622,0.0603558,0.0653805,0.0314725,0.0364452,0,0.0157082,0,0.0319119,0.0154613,0.011515,0.0040628,0,0.0321584,0.043972,0.0462619,0,0,0.0198037,0,0,0.0242997,0.0708632,0,0.0272597,0.0316127,0,0.0357738,0.032504,0.046561,0.0663502,0.05566,0.0272664,0.0299429,0.0136492,0.0343071,0.0391423,0.0351672,0.0102683,0.0100255,0.0568644,0.0446154,0,0,0,0,0,0,0,0,0.0346143,0
284,0.0289629,0.0624878,0,0,0,0.0531778,0,0.0128868,0.0517203,0,0,0,0.0239035,0,0,0.0421273,0.0583182,0.0243364,0.0284117,0,0,0.060029,0.0294255,0.0287228,0.0548088,0.0571626,0.023625,0.0575766,0.0619149,0.0280448,0.0351614,0,0.0173587,0,0.0319454,0.0151291,0.0113464,0.00365979,0,0.0293169,0.0433739,0.0455039,0,0,0.0212113,0,0,0.0234341,0.0712005,0,0.0264266,0.0329447,0,0.0366014,0.0320079,0.0449126,0.0650518,0.0551638,0.0291229,0.0267409,0.0123413,0.0365389,0.0462911,0.0343545,0.0109103,0.0103838,0.0566686,0.0452234,0,0,0,0,0,0,0,0,0.0333351,0
285,0.0290238,0.0625022,0,0,0,0.0519955,0,0.0115793,0.0500479,0,0,0,0.0238784,0,0,0.0424125,0.0586412,0.0240866,0.0282586,0,0,0.061403,0.0294719,0.0294855,0.0556685,0.0579753,0.0241135,0.0565791,0.060413,0.0268023,0.0352285,0,0.0137694,0,0.0317512,0.0151607,0.0112073,0.00442315,0,0.0291744,0.0427242,0.0454626,0,0,0.0223273,0,0,0.0232394,0.0707564,0,0.02711,0.0331088,0,0.0377198,0.0319147,0.0452271,0.0653502,0.0551819,0.0290542,0.0268511,0.0129084,0.0363952,0.0465981,0.0335359,0.0108615,0.0106876,0.0566418,0.0455681,0,0,0,0,0,0,0,0,0.0324077,0
286,0.0292496,0.0623525,0,0,0,0.051185,0,0.00987626,0.0489542,0,0,0,0.0236073,0,0,0.0427269,0.0588726,0.0240567,0.0278389,0,0,0.062702,0.0298186,0.030356,0.0567256,0.059039,0.0248998,0.0558756,0.0591971,0.0259328,0.0355663,0,0.0114316,0,0.0315364,0.0149218,0.0116712,0.00604749,0,0.0263358,0.0423211,0.0453856,0,0,0.023255,0,0,0.0231786,0.0707254,0.0175369,0.0274218,0.0338015,0,0.0387669,0.0311125,0.0469229,0.0654448,0.054783,0.0300907,0.0260536,0.0133362,0.0384522,0.045118,0.0327629,0.0108829,0.011213,0.0564935,0.0462451,0,0,0,0,0,0,0,0,0.0309514,0
287,0.0292579,0.0624601,0,0,0,0.0491405,0,0.00822193,0.0491175,0,0,0,0.023332,0,0,0.0428402,0.0576992,0,0.0257933,0,0,0.0650554,0.0303093,0.0324519,0.0589346,0.0616691,0.0272223,0.0548241,0.0579024,0.0253999,0.0355932,0,0.0127186,0,0.0318162,0.0148854,0.0118629,0.00653714,0,0.0266863,0.0430809,0.0448974,0,0,0.0228088,0,0,0.0229489,0.0709456,0.0169854,0.0261948,0.0347098,0,0.0379604,0.0302089,0.0468061,0.0648454,0.0538178,0.0306042,0.0261937,0.0137185,0.0385894,0.0455488,0.0331108,0.0107131,0.0108859,0.0564017,0.0465557,0,0,0,0,0,0,0,0,0.0302832,0
288,0.0293327,0.0622246,0,0,0,0.047212,0,0.00777164,0.0475085,0,0,0,0.0233627,0,0,0.0429839,0.0587576,0.0241114,0.0274396,0,0,0.0643679,0.0301218,0.0327138,0.0590011,0.0611476,0.0260206,0.0561092,0.0586315,0.026665,0.037411,0,0.0148297,0,0.0315916,0.0148843,0.0118368,0.00684588,0,0.0264469,0.0425936,0.0451574,0,0,0.0237995,0,0,0.0234003,0.0704679,0.0170506,0.0286367,0.0341256,0,0.040018,0.0302883,0.0470825,0.065115,0.0540029,0.0303466,0.0259601,0.013503,0.0382333,0.0463927,0.032045,0.0110104,0.0119003,0.0564906,0.0468645,0,0,0,0,0,0,0,0,0.0309184,0
289,0.0275603,0.0646524,0,0,0,0.0439237,0,0.00834393,0.0437243,0,0,0,0.0229435,0,0,0.0423829,0.0561949,0,0.0228857,0,0,0,0.0278704,0,0.0650644,0.0665139,0.0299683,0.0544772,0.0572502,0.026261,0.0364355,0,0.0189847,0,0.0350456,0.0160303,0.0114638,0.00850465,0,0.0270841,0.0416625,0.0445871,0,0,0.0189248,0,0,0.0224382,0.0717811,0.0169098,0.0225686,0.0362493,0,0.0318408,0.0275719,0.0467934,0.0635397,0.0512453,0.0315179,0.0259953,0.0139753,0.0388826,0.0487112,0.0379238,0.00976975,0.00778396,0.0549912,0.0482419,0,0,0,0,0,0,0,0,0.031732,0
290,0.0277503,0.0642582,0,0,0,0.0423225,0,0.00900988,0.041749,0,0,0,0.0229186,0,0,0.0425286,0.0575371,0.0297437,0.0252766,0,0,0,0.0276436,0,0.0647268,0.0650945,0.0273208,0.0562273,0.0584246,0.0273605,0.0385599,0,0.0223461,0,0.0348513,0.0159795,0.0115133,0.00876239,0,0.026675,0.040275,0.0449037,0,0,0.0194896,0,0,0.0225426,0.0712917,0.0175432,0.0251956,0.0352344,0,0.0338199,0.0278194,0.0472126,0.0640698,0.0518295,0.0309047,0.0256272,0.0137623,0.0384498,0.0495497,0.0370267,0.0106449,0.00839935,0.0551087,0.048178,0,0,0,0,0,0,0,0,0.0336269,0
291,0.0273818,0.0645425,0,0,0,0.0406725,0,0.00926803,0.0406605,0,0,0,0.0227131,0,0,0.0426923,0.057383,0.0295405,0.0255363,0,0,0,0.0278906,0,0.0656974,0.0654886,0.026143,0.0570503,0.058784,0.0276501,0.0395399,0,0.0261221,0,0.0351182,0.0159993,0.0117023,0.00900001,0,0.0266721,0.0402377,0.0448667,0,0,0.0192856,0,0,0.022555,0.0713231,0.0178351,0.0248847,0.0350338,0,0.0335094,0.0276497,0.0473747,0.0640624,0.0517301,0.0307503,0.0255308,0.0138243,0.0383202,0.0503928,0.0374197,0.0109422,0.00775891,0.0556398,0.0475752,0,0,0,0,0,0,0,0,0.0356049,0
