Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,x77,LHEE,LBR
130,0.0288112,0.0608085,0,0,0,0.0376051,0,0.0222601,0.0696147,0,0,0,0.0252698,0,0,0.0417847,0.058512,0.0382923,0.0291577,0,0,0.0551395,0.0436016,0.0266602,0.049563,0.0569836,0.0274308,0.0604081,0.0649359,0.0385736,0.0348738,0,0.0041548,0,0.0308576,0.0142934,0.013356,0.0204574,0,0.0280189,0.0428951,0.0397204,0,0,0.0185067,0,0,0.0241312,0.0773119,0.0444267,0.0196597,0.0311239,0.0608878,0.0294379,0.035235,0.0608291,0.0755043,0.0587943,0.0248753,0.0230778,0.00866139,0.0303837,0.0667852,0.0371008,0.00999346,0.00870484,0.0566733,0.0485573,0,0,0,0,0,0,0,0,0.021272,0
131,0.0288777,0.060831,0,0,0,0.0373939,0,0.0225364,0.0697796,0,0,0,0.0254914,0,0,0.0415985,0.058952,0.0381844,0.0293266,0,0,0.0549407,0.0436652,0.0264329,0.0492379,0.0568887,0.0274739,0.0603518,0.064748,0.0384134,0.0347971,0,0.00392386,0,0.0307043,0.0140137,0.0134922,0.0184959,0,0.0278587,0.0434238,0.0397609,0,0,0.0185815,0,0,0.0240598,0.0771617,0.0425569,0.0197061,0.0309094,0.0608143,0.0292734,0.0355187,0.0611264,0.0753182,0.0590222,0.0256879,0.023244,0.00852021,0.0315322,0.0633152,0.0371433,0.00996842,0.00864277,0.0567518,0.0484177,0,0,0,0,0,0,0,0,0.0212966,0
132,0.0290383,0.0608532,0,0,0,0.0373378,0,0.0228577,0.0697029,0,0,0,0.0256244,0,0,0.0416318,0.0593775,0.0381132,0.0295298,0,0,0.0547981,0.0435536,0.0262289,0.0489042,0.0567222,0.0274292,0.0603233,0.0646556,0.038251,0.0346867,0,0.00373478,0,0.0306077,0.014078,0.0133188,0.0163098,0,0.0277003,0.0439429,0.0398312,0,0,0.0186297,0,0,0.023952,0.0770319,0.0402354,0.0196455,0.0303491,0.0606447,0.0290691,0.0357294,0.0609622,0.0747518,0.0592779,0.0265743,0.0233912,0.00834556,0.0328742,0.0585488,0.0370868,0.00990169,0.0085992,0.0567298,0.0483784,0,0,0,0,0,0,0,0,0.0211539,0
133,0.0292141,0.0609381,0,0,0,0.041037,0,0.0249839,0.0696594,0,0,0,0.0250172,0,0,0.0422119,0.0591616,0.0384285,0.0298256,0,0,0.0551099,0.0438765,0.0271108,0.0498105,0.056823,0.0271398,0.0594047,0.0638277,0.0372836,0.0336358,0,0.00748254,0,0.0306785,0.014084,0.0127661,0.017567,0,0.0258021,0.0444533,0.0392906,0,0,0.0191006,0,0,0.0231825,0.0776536,0.0354078,0.0185923,0.0309237,0.0596024,0.0289123,0.0351039,0.0573839,0.0717934,0.0591562,0.0303924,0.0193162,0.00730883,0.0369277,0.061098,0.0371911,0.010365,0.0084579,0.0563766,0.0487206,0,0,0,0,0,0,0,0,0.0219683,0
134,0.0291712,0.0610714,0,0,0,0.040817,0,0.0253075,0.0695369,0,0,0,0.0250276,0,0,0.0420489,0.0595509,0.038429,0.0299908,0,0,0.0549072,0.0435688,0.0268792,0.0494572,0.05661,0.0270393,0.0594679,0.0638521,0.0374565,0.0336113,0,0.00764879,0,0.0305854,0.0139082,0.0129017,0.0144563,0,0.0260239,0.0451036,0.0394697,0,0,0.0190947,0,0,0.0231816,0.0773847,0.0331127,0.0186416,0.03072,0.0592961,0.0287199,0.0353008,0.0567449,0.0712096,0.0596839,0.0311347,0.0203216,0.00820087,0.0381076,0.0536641,0.0372658,0.0104164,0.00834451,0.0556188,0.0484439,0,0,0,0,0,0,0,0,0.0219671,0
135,0.0292311,0.06118,0,0,0,0.0408155,0,0.0256579,0.0693084,0,0,0,0.0250439,0,0,0.0420495,0.0599773,0.0383671,0.0302209,0,0,0.0545951,0.0431903,0.0268105,0.0490699,0.0563589,0.0269319,0.0594607,0.0639249,0.0376615,0.0336128,0,0.00764814,0,0.0305369,0.013969,0.0128065,0.0132643,0,0.0265408,0.045846,0.0396979,0,0,0.0190925,0,0,0.0231458,0.0770503,0.0310552,0.0185964,0.0308115,0.0590383,0.0285296,0.0356299,0.0557592,0.0706489,0.0603373,0.0319382,0.0214685,0.0093224,0.0394403,0.0461299,0.0373803,0.0104269,0.00821615,0.0553684,0.048051,0,0,0,0,0,0,0,0,0.0221062,0
136,0.0293224,0.0612846,0,0,0,0.0408842,0,0.0259776,0.068975,0,0,0,0.0250042,0,0,0.0418419,0.0604124,0.0382896,0.0304448,0,0,0.0542819,0.0427946,0.0267767,0.048687,0.0560535,0.026801,0.0594265,0.0640684,0.0377289,0.0338375,0,0.00759352,0,0.0304687,0.0138903,0.0127331,0.0145541,0,0.0271973,0.0466891,0.0399605,0,0,0.0189702,0,0,0.023097,0.0765911,0.0295759,0.0188239,0.0314245,0.058836,0.0283004,0.0361939,0.0543826,0.0700732,0.0611409,0.0328591,0.0227708,0.0105982,0.0407924,0.0388005,0.037498,0.0104375,0.00803358,0.0555115,0.0476376,0,0,0,0,0,0,0,0,0.0223437,0
137,0.0294387,0.0613943,0,0,0,0.0410068,0,0.0262586,0.0685405,0,0,0,0.024942,0,0,0.041774,0.0609028,0.0382124,0.0306436,0,0,0.053939,0.0423889,0.0267763,0.0483641,0.0557336,0.0266162,0.0597032,0.0642522,0.037854,0.034103,0,0.0077117,0,0.0304176,0.0141194,0.0123961,0.0174581,0,0.0280685,0.047571,0.0402245,0,0,0.0188503,0,0,0.0230661,0.0759229,0.0285363,0.019578,0.0322074,0.0586999,0.0279908,0.0369961,0.0525915,0.0694906,0.0619501,0.0338809,0.0241967,0.0120153,0.0420736,0.0321452,0.0376281,0.0103827,0.00780926,0.0557614,0.0471933,0,0,0,0,0,0,0,0,0.0226872,0
138,0.0294822,0.0614947,0,0,0,0.041301,0,0.0264309,0.0680996,0,0,0,0.0249442,0,0,0.041783,0.0613921,0.0381013,0.0307846,0,0,0.0535328,0.0419628,0.0268025,0.0480959,0.0554303,0.0264022,0.0600061,0.0644897,0.0380907,0.0342744,0,0.00807318,0,0.0304299,0.014276,0.0121725,0.0210722,0,0.0294982,0.0484003,0.0405172,0,0,0.0187391,0,0,0.0230784,0.0752302,0.0283459,0.0206179,0.0326871,0.0586335,0.0276882,0.0378002,0.050574,0.0689923,0.0625374,0.0348487,0.0256138,0.0135961,0.0431218,0.0266164,0.0378403,0.0103027,0.00759719,0.0559743,0.0467367,0,0,0,0,0,0,0,0,0.0230347,0
139,0.0295408,0.0616121,0,0,0,0.0419037,0,0.0265157,0.0677172,0,0,0,0.0248796,0,0,0.0415624,0.0617674,0.0379359,0.0308682,0,0,0.0531146,0.0415162,0.0268573,0.0478647,0.0551704,0.0262411,0.0603904,0.064736,0.0383213,0.0344202,0,0.00875588,0,0.0304321,0.0142425,0.0120301,0.024411,0,0.031128,0.0491677,0.0407831,0,0,0.018614,0,0,0.0231196,0.0745356,0.0293189,0.0216958,0.0326616,0.0587292,0.0274086,0.0385648,0.0484797,0.0686188,0.0628841,0.0357023,0.0267802,0.0151236,0.0438897,0.0230181,0.0381014,0.0103316,0.00741326,0.0561726,0.0463276,0,0,0,0,0,0,0,0,0.0233788,0
140,0.029629,0.0617411,0,0,0,0.0426872,0,0.0265104,0.0673884,0,0,0,0.0248038,0,0,0.0413866,0.0621232,0.0376986,0.0309028,0,0,0.0527922,0.0411303,0.0269023,0.047629,0.0549359,0.0261837,0.0606211,0.0649331,0.0384491,0.0345677,0,0.00964998,0,0.0304003,0.0141785,0.0119875,0.0267768,0,0.0324691,0.0497641,0.0410051,0,0,0.0184949,0,0,0.0231523,0.0739635,0.0306379,0.0225712,0.0325578,0.0587413,0.0271722,0.0392579,0.0466209,0.0682669,0.0631551,0.0365602,0.0274211,0.0163559,0.0446147,0.0212251,0.0383035,0.0103929,0.00727245,0.0563223,0.0460128,0,0,0,0,0,0,0,0,0.0235996,0
141,0.0297303,0.0618999,0,0,0,0.0435645,0,0.0264154,0.0671847,0,0,0,0.0247969,0,0,0.0413538,0.0624618,0.0374576,0.0309002,0,0,0.0525658,0.040832,0.0269345,0.0474026,0.054736,0.02618,0.0607244,0.0651117,0.0384886,0.034738,0,0.010538,0,0.0303326,0.0141825,0.0119494,0.0286141,0,0.0332439,0.0502832,0.0412097,0,0,0.018393,0,0,0.023174,0.0735811,0.0322072,0.0232793,0.0326164,0.0585955,0.027014,0.0398317,0.0453071,0.0679708,0.0633882,0.0373268,0.0275666,0.0171637,0.0452316,0.0202506,0.0384477,0.010402,0.0071925,0.0564306,0.0458953,0,0,0,0,0,0,0,0,0.0236814,0
142,0.0298952,0.0620506,0,0,0,0.045625,0,0.025993,0.0670819,0,0,0,0.0246942,0,0,0.0412761,0.0627032,0.0370991,0.0305381,0,0,0.0523356,0.040553,0.0268991,0.0473066,0.0546217,0.0263284,0.0609656,0.065266,0.0384385,0.0352059,0,0.0126779,0,0.0302449,0.014142,0.0119667,0.0285215,0,0.0338941,0.0509149,0.0413535,0,0,0.0182292,0,0,0.0232459,0.0732603,0.0350969,0.0239449,0.0320864,0.0583666,0.0269811,0.0400428,0.0442279,0.0677674,0.0635041,0.0377774,0.0271813,0.0175253,0.045493,0.0218897,0.0383912,0.0103756,0.00727306,0.056501,0.0458415,0,0,0,0,0,0,0,0,0.0233474,0
143,0.0300615,0.0622081,0,0,0,0.0464034,0,0.025656,0.067187,0,0,0,0.0246477,0,0,0.0411066,0.0629554,0.0367877,0.0304489,0,0,0.0522205,0.040038,0.0269102,0.0471851,0.0546118,0.0264014,0.060874,0.065272,0.0382833,0.0353181,0,0.0132929,0,0.0301151,0.01417,0.0118002,0.0298827,0,0.0338692,0.0510081,0.0415286,0,0,0.0181391,0,0,0.0233031,0.0732569,0.0358831,0.0240306,0.0323367,0.0582977,0.0270172,0.0399321,0.0439719,0.0674839,0.0634628,0.0379584,0.0266913,0.0174447,0.0455983,0.0213622,0.0382177,0.0104414,0.00732063,0.0564963,0.0458509,0,0,0,0,0,0,0,0,0.0231619,0
144,0.0302334,0.0624179,0,0,0,0.0475255,0,0.025102,0.0673783,0,0,0,0.0245988,0,0,0.0410483,0.0630045,0.0363557,0.0301241,0,0,0.0520957,0.0396259,0.0268855,0.0471766,0.0546566,0.0265115,0.0609133,0.0653254,0.038018,0.0353517,0,0.0143077,0,0.0299723,0.0141823,0.011691,0.0303102,0,0.0338231,0.0510352,0.0416704,0,0,0.0181483,0,0,0.0233113,0.0733727,0.035493,0.0238129,0.0322898,0.0582919,0.0272021,0.0396252,0.0439564,0.0672033,0.0631481,0.0377236,0.026125,0.0169826,0.0453885,0.0213674,0.0381602,0.0105082,0.00737392,0.0565455,0.0458632,0,0,0,0,0,0,0,0,0.0227563,0
145,0.0303802,0.0626653,0,0,0,0.0485164,0,0.0244304,0.0676595,0,0,0,0.0245499,0,0,0.0410623,0.0628357,0.0358448,0.0296231,0,0,0.0519175,0.039281,0.0268555,0.0474042,0.0547811,0.0266152,0.0610487,0.0652856,0.0378878,0.0354138,0,0.0152369,0,0.0298019,0.0141838,0.0116544,0.0297082,0,0.033453,0.0510057,0.0417801,0,0,0.0182172,0,0,0.0233856,0.0735068,0.0339337,0.0235633,0.0320788,0.0583113,0.02753,0.0390064,0.04437,0.0669562,0.0625961,0.0371832,0.0255345,0.01612,0.0450643,0.0214168,0.0380755,0.0105604,0.00743458,0.0566205,0.0458471,0,0,0,0,0,0,0,0,0.0223039,0
146,0.0304723,0.0628399,0,0,0,0.0495732,0,0.023577,0.0680192,0,0,0,0.0245407,0,0,0.0411411,0.0625016,0.035304,0.02905,0,0,0.0517291,0.0387805,0.0268133,0.047771,0.0549676,0.0267265,0.0609866,0.0652593,0.037702,0.035427,0,0.0160677,0,0.029634,0.0141986,0.0116193,0.028185,0,0.0330433,0.0508216,0.0418507,0,0,0.0183148,0,0,0.0234268,0.0736665,0.0314931,0.0232917,0.0316173,0.0583224,0.0278867,0.0380844,0.0449842,0.066682,0.0617587,0.0364624,0.0248753,0.0149884,0.0447357,0.0213912,0.0378952,0.0106092,0.00751258,0.0566631,0.0458791,0,0,0,0,0,0,0,0,0.0217367,0
147,0.0304379,0.0627985,0,0,0,0.0504887,0,0.0226296,0.0684133,0,0,0,0.0245425,0,0,0.0412557,0.0621159,0.0347624,0.0285027,0,0,0.0515594,0.0384564,0.0267945,0.0482167,0.0551779,0.0268014,0.0607494,0.0652811,0.0373985,0.0354693,0,0.0169257,0,0.0294648,0.014206,0.0116398,0.0265817,0,0.0326688,0.0504637,0.0418623,0,0,0.018427,0,0,0.0233863,0.0737804,0.0292093,0.0230852,0.0309489,0.0582692,0.0282722,0.0369888,0.0456955,0.0664484,0.0607905,0.0358691,0.0240644,0.0138299,0.0445029,0.0217989,0.0376675,0.0106363,0.00761955,0.0567291,0.0459667,0,0,0,0,0,0,0,0,0.0211864,0
148,0.0303372,0.0624406,0,0,0,0.0513427,0,0.0216321,0.0689231,0,0,0,0.0245378,0,0,0.0414146,0.0617198,0.034214,0.0280176,0,0,0.0512956,0.0380167,0.0268423,0.0487693,0.0553683,0.0268072,0.0606752,0.0653363,0.0370278,0.0353964,0,0.0176857,0,0.0293937,0.0141868,0.0117213,0.0249326,0,0.0320728,0.05005,0.0418161,0,0,0.0185616,0,0,0.0233673,0.073703,0.0272164,0.0229704,0.0302243,0.0582521,0.0286583,0.0359008,0.0463683,0.0663344,0.059888,0.035479,0.0233107,0.0130086,0.0441888,0.0228881,0.0374093,0.0106721,0.00773774,0.0568512,0.0458966,0,0,0,0,0,0,0,0,0.0206567,0
149,0.0302929,0.0623467,0,0,0,0.0521983,0,0.0206735,0.0694024,0,0,0,0.0244886,0,0,0.0414719,0.0613538,0.0336716,0.0275061,0,0,0.0508938,0.0373713,0.026979,0.0494313,0.0554914,0.0267077,0.0607094,0.0654213,0.0367426,0.0353982,0,0.0183003,0,0.0294527,0.0141777,0.0117246,0.0227424,0,0.0312749,0.0499523,0.0418318,0,0,0.018695,0,0,0.023381,0.0733729,0.0255866,0.0230117,0.0298295,0.0583307,0.0290092,0.0348583,0.0467389,0.0661805,0.0591288,0.0352588,0.0229027,0.0126841,0.0437171,0.0240496,0.0372188,0.010688,0.00781589,0.0570044,0.0456975,0,0,0,0,0,0,0,0,0.0202385,0
150,0.0302215,0.062506,0,0,0,0.0531462,0,0.0196572,0.0692467,0,0,0,0.0244097,0,0,0.0415024,0.0610956,0.0330666,0.026827,0,0,0.050471,0.0367809,0.0271755,0.0500368,0.055611,0.0266095,0.0607691,0.0655361,0.0364752,0.0354326,0,0.019099,0,0.0296098,0.0142008,0.0117062,0.0201134,0,0.030464,0.0501462,0.04195,0,0,0.0187919,0,0,0.0235069,0.0728492,0.024144,0.0232696,0.0302821,0.0584389,0.0293017,0.0338776,0.046518,0.065797,0.058532,0.0352105,0.0231057,0.0127222,0.0432853,0.0246242,0.0371565,0.010741,0.00784191,0.0572355,0.0455261,0,0,0,0,0,0,0,0,0.0200502,0
151,0.030128,0.0627487,0,0,0,0.0557096,0,0.0182377,0.0681151,0,0,0,0.0241999,0,0,0.0413914,0.0609095,0.0321051,0.0262841,0,0,0.0502734,0.0362811,0.0273012,0.0507851,0.0555495,0.0263671,0.061009,0.0658444,0.0361655,0.0357553,0,0.0214297,0,0.029838,0.0143216,0.0115548,0.017825,0,0.0300028,0.0505555,0.0421048,0,0,0.0187644,0,0,0.0235808,0.0721594,0.0226282,0.0238186,0.0314599,0.0583422,0.0295217,0.0332184,0.045925,0.0652616,0.0580941,0.0349891,0.0238388,0.0127837,0.0428919,0.0247769,0.0371742,0.0107816,0.00790379,0.0574486,0.0454356,0,0,0,0,0,0,0,0,0.0202701,0
152,0.0300741,0.0629489,0,0,0,0.0562687,0,0.0172867,0.0675097,0,0,0,0.0240816,0,0,0.0412993,0.0608251,0.0314639,0.0260867,0,0,0.0500893,0.0357563,0.0276708,0.0511963,0.0557424,0.0263039,0.0609827,0.0659713,0.0359543,0.0357979,0,0.0213689,0,0.0300601,0.0142656,0.0115664,0.0163968,0,0.0299079,0.051142,0.0422347,0,0,0.0187352,0,0,0.0236433,0.0717461,0.0211444,0.0243327,0.0329255,0.0582332,0.029792,0.0332823,0.0451312,0.0647411,0.0581217,0.0346044,0.0248002,0.0131846,0.0426516,0.0245908,0.0371371,0.0108409,0.00789662,0.0576777,0.0453201,0,0,0,0,0,0,0,0,0.0209732,0
153,0.0300439,0.0631474,0,0,0,0.057385,0,0.016106,0.0667074,0,0,0,0.0239171,0,0,0.0412717,0.0606732,0.0307768,0.0258559,0,0,0.0500092,0.0354541,0.0279029,0.0517319,0.0558213,0.026037,0.0610778,0.0662076,0.035751,0.0360245,0,0.021584,0,0.0302602,0.0142811,0.0116034,0.0149283,0,0.0299095,0.0516984,0.0423577,0,0,0.0187758,0,0,0.0237072,0.0713487,0.0197956,0.0247734,0.0340172,0.0582751,0.0300985,0.033611,0.044862,0.0646014,0.0583359,0.034208,0.0257189,0.0139285,0.0426053,0.0252409,0.0370596,0.0109004,0.00792756,0.0579253,0.0452012,0,0,0,0,0,0,0,0,0.0221001,0
154,0.0300077,0.0632932,0,0,0,0.0581377,0,0.0149694,0.065801,0,0,0,0.0237166,0,0,0.0412565,0.060456,0.0300906,0.0257718,0,0,0.0501119,0.0351323,0.0280349,0.0523089,0.0559569,0.0257349,0.0612287,0.0663191,0.0353764,0.0361978,0,0.0217252,0,0.0304273,0.0143052,0.0116215,0.0133905,0,0.0298139,0.0520653,0.0424934,0,0,0.0189195,0,0,0.0238175,0.0711657,0.0187226,0.0248901,0.0345365,0.0583315,0.0305453,0.0334487,0.0450131,0.0645943,0.0581616,0.0340007,0.0262154,0.0141671,0.042611,0.0265473,0.0369161,0.0109709,0.00805105,0.05815,0.0451509,0,0,0,0,0,0,0,0,0.0236923,0
155,0.0299738,0.0633701,0,0,0,0.0582689,0,0.0139459,0.0648241,0,0,0,0.0235265,0,0,0.0413189,0.0601814,0.0294095,0.0257943,0,0,0.0503838,0.0346812,0.0281667,0.0529343,0.0561746,0.0255274,0.0611692,0.0662247,0.0347924,0.0361822,0,0.0214687,0,0.0305536,0.014302,0.0116647,0.0122703,0,0.0294054,0.0521207,0.0426709,0,0,0.0191702,0,0,0.0239163,0.0712023,0.0180389,0.0246758,0.034339,0.0582762,0.0311604,0.0326063,0.0452576,0.0644204,0.0573032,0.0338374,0.0259496,0.0137753,0.0424729,0.0277548,0.0366513,0.0110243,0.0082674,0.0583652,0.0451877,0,0,0,0,0,0,0,0,0.0256161,0
156,0.0299231,0.0633399,0,0,0,0.0580546,0,0.0131336,0.0636663,0,0,0,0.0233588,0,0,0.0413737,0.0599544,0.0287316,0.0259248,0,0,0.0509054,0.0342032,0.0283547,0.053521,0.0564364,0.0254085,0.0608796,0.0659304,0.0339565,0.0359879,0,0.0208748,0,0.0306835,0.0142985,0.0116691,0.0118183,0,0.0286526,0.0518451,0.0428569,0,0,0.019458,0,0,0.0239473,0.0715943,0.017728,0.024212,0.0338351,0.0579696,0.031933,0.0316297,0.0453677,0.0640984,0.0561956,0.0336216,0.0251096,0.0131315,0.0421538,0.0284342,0.0362951,0.0111054,0.00854171,0.0585677,0.0450991,0,0,0,0,0,0,0,0,0.027631,0
157,0.0298312,0.0632694,0,0,0,0.0572735,0,0.0127549,0.0622834,0,0,0,0.0231863,0,0,0.041456,0.0598198,0.0281277,0.0260626,0,0,0.051751,0.0340349,0.0284953,0.0540037,0.0567155,0.0252829,0.060368,0.0654484,0.0328533,0.0355978,0,0.0200476,0,0.0307191,0.0143114,0.0116997,0.011721,0,0.0278271,0.0512114,0.0429721,0,0,0.0198388,0,0,0.0239775,0.072209,0.0176964,0.0237233,0.0335462,0.0574818,0.0328476,0.0308799,0.045327,0.0637908,0.0552953,0.0332442,0.0242672,0.0122715,0.0416718,0.0289426,0.0359005,0.0112279,0.00889262,0.0588112,0.0449373,0,0,0,0,0,0,0,0,0.0295244,0
158,0.0297493,0.0631403,0,0,0,0.055876,0,0.0128565,0.0607209,0,0,0,0.0229703,0,0,0.0416059,0.0597684,0.0275603,0.0261662,0,0,0.0529264,0.0339308,0.0286207,0.0544074,0.0570135,0.0251535,0.0596035,0.0646564,0.0314032,0.0350624,0,0.0192079,0,0.0306428,0.0142902,0.0118014,0.0115342,0,0.0272094,0.0501375,0.0430085,0,0,0.0203755,0,0,0.024029,0.0727213,0.0177607,0.0233691,0.0334553,0.0570758,0.0338323,0.0303744,0.045137,0.0635753,0.0546114,0.0326314,0.0236291,0.0114561,0.0410939,0.0294649,0.0353677,0.0113566,0.00931478,0.0589869,0.044802,0,0,0,0,0,0,0,0,0.0311507,0
159,0.0296507,0.0629699,0,0,0,0.0541136,0,0.0129717,0.0587673,0,0,0,0.0227995,0,0,0.0418116,0.0597718,0.0270316,0.026238,0,0,0.0543585,0.0338348,0.02884,0.0547282,0.0574553,0.0251106,0.0585444,0.0634865,0.0296981,0.034593,0,0.018077,0,0.0305007,0.0142385,0.0119394,0.0111274,0,0.0267496,0.0488458,0.042991,0,0,0.0210583,0,0,0.0240783,0.0728768,0.0177248,0.0233731,0.0333284,0.0569895,0.0348666,0.030058,0.0449761,0.063483,0.0540903,0.0319842,0.0232366,0.0108827,0.040522,0.0298833,0.0346335,0.0114969,0.00979701,0.0590701,0.0448254,0,0,0,0,0,0,0,0,0.0321872,0
160,0.029544,0.0628545,0,0,0,0.0523867,0,0.0125439,0.0568868,0,0,0,0.0227512,0,0,0.0420493,0.059705,0.0266419,0.0261242,0,0,0.0557922,0.0338899,0.0293181,0.0550547,0.0581837,0.0253194,0.0571527,0.0619794,0.0281919,0.0341236,0,0.0161066,0,0.0302982,0.0141985,0.0120422,0.0106124,0,0.0265739,0.0476874,0.0428771,0,0,0.0220053,0,0,0.024068,0.0727175,0.0174256,0.0236971,0.0331086,0.0570888,0.0359315,0.0300074,0.0449034,0.06359,0.053779,0.0315366,0.023084,0.0106717,0.0400689,0.029961,0.0337451,0.0115865,0.0101888,0.0591243,0.0451675,0,0,0,0,0,0,0,0,0.0321475,0
161,0.0295447,0.0627537,0,0,0,0.0506798,0,0.0113099,0.0551226,0,0,0,0.0227766,0,0,0.0423375,0.05963,0.0263568,0.0260079,0,0,0.0571061,0.0341391,0.0300763,0.0557627,0.0591354,0.025684,0.0558091,0.0603748,0.0268179,0.0338348,0,0.0139966,0,0.0301206,0.0141166,0.0122809,0.0101273,0,0.0266276,0.0468304,0.0426801,0,0,0.0228273,0,0,0.0241211,0.0722813,0.0168926,0.0242891,0.0330007,0.0572935,0.0369156,0.0301411,0.0450562,0.0639258,0.0536142,0.0313922,0.0231184,0.0108754,0.0398526,0.0297064,0.0328698,0.0117361,0.0106926,0.0590643,0.0456324,0,0,0,0,0,0,0,0,0.0315199,0
162,0.0296252,0.0626663,0,0,0,0.0490977,0,0.00991758,0.0534581,0,0,0,0.0228892,0,0,0.0426103,0.0596226,0.0261685,0.025912,0,0,0.0581967,0.0344927,0.031081,0.0568397,0.0601748,0.0261847,0.054682,0.0590255,0.0258497,0.0338873,0,0.0141387,0,0.0300063,0.0140589,0.0124955,0.00962678,0,0.0268634,0.0463126,0.042453,0,0,0.0235977,0,0,0.0242027,0.0716657,0.0162521,0.0251708,0.0331744,0.0575879,0.0377993,0.0301988,0.0454029,0.0643407,0.0536006,0.0314709,0.0233833,0.0113628,0.03982,0.0294622,0.0321105,0.0119149,0.011148,0.0589253,0.0460869,0,0,0,0,0,0,0,0,0.0309912,0
163,0.0297777,0.0624661,0,0,0,0.0500205,0,0.00879904,0.0507766,0,0,0,0.0231155,0,0,0.0428904,0.0592406,0.0250029,0.0284735,0,0,0.058724,0.0349767,0.0333201,0.0610935,0.0622613,0.0264201,0.0526204,0.0565869,0.0239466,0.0340509,0,0.0125322,0,0.029801,0.0139321,0.0127898,0.00907291,0,0.0271668,0.0458856,0.0423228,0,0,0.0246327,0,0,0.0244546,0.0710645,0.0156262,0.0264838,0.0337769,0.0582488,0.0392437,0.029806,0.0457165,0.0644876,0.0535181,0.0316669,0.0238133,0.0119402,0.0399726,0.0294748,0.0311203,0.0122466,0.0118786,0.0586693,0.0468946,0,0,0,0,0,0,0,0,0.031062,0
164,0.0298618,0.0623583,0,0,0,0.0472645,0,0.00821667,0.0494657,0,0,0,0.023191,0,0,0.0429949,0.0594697,0.0249505,0.0283376,0,0,0.0594033,0.0352049,0.0346209,0.0622412,0.0632136,0.0269998,0.0530316,0.0564754,0.02452,0.0351465,0,0.0134619,0,0.0298929,0.0139089,0.0129237,0.00877165,0,0.0272547,0.0460898,0.0422164,0,0,0.0251427,0,0,0.0244914,0.0707103,0.0153673,0.0273967,0.0342149,0.0588086,0.0398165,0.0294375,0.0458792,0.0644892,0.0533908,0.0316268,0.0240753,0.0121764,0.0400225,0.0296315,0.030736,0.0123311,0.0120096,0.0584906,0.0473578,0,0,0,0,0,0,0,0,0.0319134,0
165,0.0298832,0.0622678,0,0,0,0.0447044,0,0.00872459,0.048587,0,0,0,0.0232009,0,0,0.0430199,0.0596368,0.0250427,0.0280926,0,0,0.0599478,0.0353889,0.0358238,0.0631752,0.0639966,0.0275156,0.0539622,0.0566827,0.0254399,0.0365616,0,0.0156382,0,0.0300429,0.0138813,0.0130236,0.0086358,0,0.027164,0.0465897,0.042209,0,0,0.0253326,0,0,0.0245047,0.0707981,0.0153874,0.0278861,0.0343377,0.0592429,0.0400992,0.0290038,0.0458717,0.0643009,0.0531363,0.0314514,0.024223,0.0121323,0.0399892,0.0298281,0.0306179,0.0123771,0.0120164,0.0583716,0.0478563,0,0,0,0,0,0,0,0,0.0330743,0
166,0.0299158,0.0622058,0,0,0,0.0430838,0,0.00942474,0.0477404,0,0,0,0.0233429,0,0,0.0429298,0.0597191,0.0251719,0.0281287,0,0,0.0604415,0.0356406,0.036729,0.0638102,0.0644758,0.0277447,0.054913,0.0570015,0.026213,0.0379397,0,0.0187893,0,0.030204,0.0138865,0.012866,0.00901488,0,0.0268541,0.0470874,0.0422236,0,0,0.0254117,0,0,0.0244433,0.0709857,0.0153437,0.0278935,0.0341694,0.0594998,0.0402054,0.0285522,0.0460331,0.0641577,0.0529023,0.0311868,0.0243496,0.0118511,0.0398714,0.0294543,0.030712,0.012372,0.0118159,0.0583579,0.0481929,0,0,0,0,0,0,0,0,0.0342975,0
167,0.0301046,0.0621213,0,0,0,0.0417216,0,0.00958268,0.0469333,0,0,0,0.0231839,0,0,0.0429147,0.0596088,0.0254632,0.0284058,0,0,0.0608028,0.0359541,0.0373148,0.0642665,0.0648007,0.0278305,0.0558028,0.0574509,0.0268125,0.0390421,0,0.0222548,0,0.0303896,0.0138838,0.0129144,0.0105635,0,0.0262077,0.0475071,0.0422553,0,0,0.0252249,0,0,0.0244497,0.0710534,0.0149179,0.0274195,0.0342556,0.0593073,0.0401258,0.0281137,0.0467696,0.064266,0.0527716,0.0306908,0.0247144,0.0112774,0.0395693,0.0274729,0.0309843,0.0123528,0.0117296,0.0583798,0.0484,0,0,0,0,0,0,0,0,0.0355435,0
