Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,RTIBA
181,0,0.0340953,0.0577608,0,0,0,0.0346713,0,0.0154838,0.0395351,0,0,0,0,0.0192913,0,0,0.0436544,0.059583,0.0573128,0.0298952,0.0286614,0,0,0.0574555,0.0384812,0.0448608,0.0686955,0.0662437,0.0280485,0.0621402,0.0618746,0.0314536,0.0471224,0,0.0702605,0,0.036748,0.0141904,0.0140021,0.0257791,0,0.0291321,0.0562852,0.040565,0,0,0.0248433,0,0,0.0223708,0.0710728,0.0064663,0.0281168,0.0319657,0.0529956,0.0401224,0.0337818,0.0416647,0.0657118,0.0590089,0.0315492,0.0130136,0.0391208,0.0109116,0.0322946,0.0117739,0.0102698,0.0560668,0.0520962,0,0,0,0,0,0,0,0.0262366
182,0,0.0339312,0.0575317,0,0,0,0.0352152,0,0.0155736,0.0394425,0,0,0,0,0.0193412,0,0,0.0437049,0.0596607,0.0583717,0.0305425,0.028949,0,0,0.0581193,0.0386141,0.0455271,0.0695573,0.0663408,0.0281518,0.0629131,0.0625413,0.032087,0.0477867,0,0.0718473,0,0.0369034,0.0141718,0.0140685,0.0264204,0,0.0292503,0.057075,0.0406245,0,0,0.0247924,0,0,0.022398,0.071024,0.00673145,0.0282984,0.0315757,0.052839,0.0401497,0.0340863,0.0414354,0.0656647,0.059286,0.0315404,0.0131723,0.0392861,0.0103913,0.0323098,0.0117789,0.0101787,0.0563704,0.0519733,0,0,0,0,0,0,0,0.0262923
183,0,0.0338069,0.0574431,0,0,0,0.0358106,0,0.0156707,0.0393833,0,0,0,0,0.0193472,0,0,0.0436725,0.0598001,0.0591966,0.0311368,0.0292173,0,0,0.0586935,0.0387899,0.0462327,0.0705075,0.0664812,0.0283604,0.0637582,0.0632601,0.0326645,0.0484835,0,0.0733632,0,0.0370261,0.0141713,0.0140868,0.0269136,0,0.0294094,0.0578973,0.0406695,0,0,0.0248293,0,0,0.0225714,0.0709502,0.00694027,0.0283861,0.0313488,0.0526234,0.0401837,0.034177,0.0411636,0.0656359,0.0594731,0.0315793,0.0132846,0.0395791,0.0100446,0.0323965,0.0118306,0.0100748,0.0567112,0.0518437,0,0,0,0,0,0,0,0.0263441
184,0,0.0336655,0.0575107,0,0,0,0.0362054,0,0.0157857,0.0393999,0,0,0,0,0.0192706,0,0,0.0433518,0.0598911,0.0596458,0.0317366,0.0293765,0,0,0.0590367,0.0389634,0.0468634,0.0714649,0.0666688,0.0286451,0.064584,0.0639776,0.0332399,0.0491319,0,0.0745646,0,0.0371513,0.0141716,0.0139724,0.0273057,0,0.0294536,0.0587362,0.0406965,0,0,0.0248105,0,0,0.0225926,0.0709407,0.00718377,0.0282658,0.0312496,0.0524077,0.0401883,0.0342622,0.0408951,0.065589,0.0595917,0.0316154,0.0134198,0.0396557,0.00973402,0.0325056,0.0118568,0.00998929,0.0570208,0.0516925,0,0,0,0,0,0,0,0.0264088
185,0,0.0335832,0.0576532,0,0,0,0.0363775,0,0.0158155,0.0394722,0,0,0,0,0.0192499,0,0,0.0431184,0.059956,0.0600434,0.0323985,0.0293992,0,0,0.0592727,0.0390915,0.0475662,0.072465,0.0668272,0.0289883,0.0653983,0.0647125,0.0338799,0.0497431,0,0.0753424,0,0.037261,0.0141755,0.0138833,0.0278047,0,0.0294262,0.0595413,0.0406496,0,0,0.0246432,0,0,0.0224933,0.0709851,0.00744867,0.0283626,0.0310948,0.0522221,0.040161,0.0343038,0.040584,0.0655612,0.0597898,0.0315611,0.0135605,0.0396476,0.00937247,0.0326336,0.0117957,0.00988534,0.057217,0.0515992,0,0,0,0,0,0,0,0.0264534
186,0,0.0335558,0.0578423,0,0,0,0.0364223,0,0.0157074,0.0395218,0,0,0,0,0.0193264,0,0,0.0430466,0.0600745,0.0605656,0.03301,0.0293796,0,0,0.0594649,0.0392501,0.0484617,0.0735485,0.0670284,0.0294019,0.0661251,0.0653962,0.0345401,0.0501755,0,0.0756363,0,0.0373548,0.0142347,0.0138167,0.0283692,0,0.0294588,0.0602847,0.0405774,0,0,0.0245564,0,0,0.0226094,0.0710546,0.00766253,0.0286304,0.0307186,0.0520574,0.040036,0.0343149,0.0403175,0.0654932,0.0599445,0.0315429,0.0135735,0.0396832,0.00906858,0.0327779,0.0117539,0.00976468,0.0572983,0.05155,0,0,0,0,0,0,0,0.0263866
187,0,0.0335543,0.0580389,0,0,0,0.0363254,0,0.015558,0.0395903,0,0,0,0,0.0194319,0,0,0.0430054,0.060192,0.0605004,0.0334277,0.029383,0,0,0.0595767,0.0394059,0.0494082,0.0746508,0.0672008,0.0298316,0.0666924,0.0659497,0.0350642,0.0504417,0,0.0754354,0,0.0374323,0.0142903,0.013744,0.0287527,0,0.0294648,0.0610118,0.0405107,0,0,0.0244542,0,0,0.0226603,0.0711522,0.0078052,0.0285764,0.0303009,0.0519576,0.0398903,0.0342492,0.0400321,0.0654003,0.0599964,0.0315273,0.0136253,0.0395903,0.00879657,0.032893,0.011726,0.00965366,0.0573117,0.0515016,0,0,0,0,0,0,0,0.0262698
188,0,0.0334649,0.058184,0,0,0,0.0359896,0,0.0153835,0.0396226,0,0,0,0,0.019485,0,0,0.0430001,0.0603456,0.0597914,0.0336072,0.0293828,0,0,0.059644,0.0394563,0.0503944,0.0757793,0.0673411,0.0302136,0.0670472,0.0662883,0.0354102,0.0505146,0,0.0744455,0,0.0375284,0.0143514,0.013678,0.0289956,0,0.0294787,0.0616725,0.0404393,0,0,0.0243906,0,0,0.0225855,0.0712274,0.0079721,0.0286275,0.0300234,0.0518646,0.0398334,0.0340706,0.0397858,0.0652801,0.0600933,0.0316287,0.0137029,0.0395108,0.00861894,0.0330108,0.011672,0.00961396,0.0572158,0.0514742,0,0,0,0,0,0,0,0.0261515
189,0,0.0332936,0.0582821,0,0,0,0.0352124,0,0.0152098,0.0396933,0,0,0,0,0.0195222,0,0,0.0429762,0.0605608,0.058541,0.0338513,0.0293478,0,0,0.059631,0.0394455,0.0510278,0.0770864,0.0675487,0.0305593,0.067195,0.066456,0.0356351,0.0503771,0,0.0723136,0,0.03762,0.0144031,0.0136113,0.0292492,0,0.0296227,0.0622363,0.0403802,0,0,0.024276,0,0,0.0225102,0.0713594,0.00812174,0.0287691,0.0297965,0.0517687,0.039757,0.0339083,0.0395812,0.0651361,0.0601617,0.0319519,0.013772,0.0395222,0.00851343,0.0330687,0.0116177,0.00958594,0.0570555,0.051435,0,0,0,0,0,0,0,0.0260881
190,0,0.0332321,0.0583867,0,0,0,0.0341412,0,0.0150996,0.0398567,0,0,0,0,0.0195679,0,0,0.0429383,0.0607721,0.0568897,0.0341436,0.0291083,0,0,0.0594662,0.0394009,0.0513166,0.0784531,0.0678139,0.0308664,0.0671777,0.0665438,0.0358072,0.0500555,0,0.0692035,0,0.0377211,0.0144297,0.0135469,0.0294946,0,0.0299235,0.0627095,0.0403632,0,0,0.0241424,0,0,0.0224892,0.0715489,0.0082361,0.0288969,0.0296181,0.0515651,0.0396729,0.0338501,0.0393322,0.0650101,0.0601548,0.0322595,0.013947,0.0396148,0.00842537,0.0331397,0.011575,0.00952684,0.0569046,0.051371,0,0,0,0,0,0,0,0.0260837
191,0,0.0331381,0.0584959,0,0,0,0.0328553,0,0.0150689,0.0401586,0,0,0,0,0.0195943,0,0,0.0428881,0.0610156,0.0548858,0.0343606,0.0286878,0,0,0.059217,0.0393743,0.0516339,0.0795394,0.0679967,0.031106,0.0670464,0.0666209,0.0359166,0.0495172,0,0.0652324,0,0.037811,0.0144559,0.0134773,0.0296103,0,0.0301625,0.0630677,0.0403198,0,0,0.0240455,0,0,0.0225909,0.0717742,0.00830622,0.0290319,0.0294646,0.0513823,0.0395018,0.0339683,0.039018,0.0648955,0.0601108,0.0322505,0.0141914,0.0397007,0.00839575,0.0332408,0.0115447,0.00943646,0.0567405,0.0513139,0,0,0,0,0,0,0,0.0260804
192,0,0.0329936,0.0586088,0,0,0,0.0314851,0,0.0150609,0.0405717,0,0,0,0,0.0195841,0,0,0.0428252,0.061266,0.0526624,0.0345004,0.0280636,0,0,0.0590234,0.0393447,0.0519189,0.080389,0.0680324,0.0312611,0.0667913,0.0667039,0.035935,0.0487631,0,0.0602602,0,0.037917,0.014484,0.0134002,0.0295178,0,0.0303365,0.0633097,0.0402525,0,0,0.0239483,0,0,0.0226012,0.0720524,0.00832185,0.0293804,0.0292473,0.0511669,0.0391966,0.034225,0.0386735,0.0647893,0.0600264,0.0321016,0.014237,0.0397404,0.00844902,0.0333724,0.0114884,0.00934822,0.0565717,0.051271,0,0,0,0,0,0,0,0.0261223
193,0,0.0329402,0.0587175,0,0,0,0.0303038,0,0.015185,0.0410718,0,0,0,0,0.0195482,0,0,0.042776,0.0614961,0.0502144,0.034571,0.0272805,0,0,0.0587238,0.0392514,0.0520856,0.0810219,0.0679335,0.031365,0.0664758,0.0668001,0.0358723,0.0478851,0,0.0542952,0,0.0380684,0.0144902,0.0133719,0.0293867,0,0.0304891,0.0634524,0.0402631,0,0,0.0238112,0,0,0.0226211,0.072412,0.00829343,0.0296302,0.029151,0.0509103,0.039017,0.0342546,0.0383085,0.0646917,0.0600373,0.0318678,0.0143058,0.0397763,0.00848948,0.0335391,0.0114532,0.00928449,0.0564275,0.0511716,0,0,0,0,0,0,0,0.0262224
194,0,0.0329941,0.0588189,0,0,0,0.0298879,0,0.0154022,0.0416115,0,0,0,0,0.0195024,0,0,0.0427195,0.0617847,0.0475978,0.0345243,0.0264975,0,0,0.0584742,0.0390649,0.052075,0.0814007,0.0676892,0.0313731,0.0662465,0.0669905,0.0359084,0.046989,0,0.0475508,0,0.0382072,0.0145164,0.0133434,0.0292589,0,0.0306713,0.0634804,0.0403519,0,0,0.0236936,0,0,0.0225599,0.0728497,0.00825719,0.0298979,0.0291447,0.0507244,0.0388041,0.0341821,0.0379603,0.0645686,0.0601151,0.0320807,0.0143391,0.0398031,0.00858782,0.0337486,0.0114008,0.00923868,0.0563334,0.0510351,0,0,0,0,0,0,0,0.0263072
195,0,0.0330555,0.0589582,0,0,0,0.0306442,0,0.0156843,0.0423459,0,0,0,0,0.0194623,0,0,0.0426425,0.0619807,0.0448356,0.03453,0.0256378,0,0,0.0580937,0.0387748,0.0519664,0.0815541,0.0674207,0.0313834,0.0662953,0.0673925,0.0363168,0.0462635,0,0.0403217,0,0.0383704,0.0145566,0.0132722,0.0293944,0,0.0308241,0.0633953,0.0402924,0,0,0.0235801,0,0,0.0223909,0.0732381,0.00807775,0.0301914,0.0292504,0.0505849,0.038419,0.0341412,0.0376739,0.0643628,0.0601073,0.0325689,0.0142433,0.0399624,0.00844876,0.0340788,0.0113007,0.00908384,0.0563651,0.0509085,0,0,0,0,0,0,0,0.0263006
196,0,0.0330597,0.0591055,0,0,0,0.0327698,0,0.0159639,0.0433931,0,0,0,0,0.0194166,0,0,0.0425581,0.0620068,0.0420746,0.0346418,0.0246909,0,0,0.0575653,0.0384166,0.0517086,0.0814,0.0671689,0.031502,0.0665964,0.0681065,0.0370996,0.0458254,0,0.0326517,0,0.0385648,0.0146197,0.0131879,0.0296368,0,0.0310094,0.0631942,0.0402547,0,0,0.0232993,0,0,0.0222438,0.0736121,0.00784294,0.0301905,0.0293933,0.0504566,0.0379408,0.0341337,0.0373216,0.0640927,0.0598924,0.0327885,0.0143434,0.0400787,0.008205,0.0344824,0.0112051,0.0088919,0.0564395,0.0507975,0,0,0,0,0,0,0,0.0263395
197,0,0.0329901,0.0592494,0,0,0,0.0359651,0,0.0163466,0.0447941,0,0,0,0,0.019354,0,0,0.0424634,0.0618232,0.0395193,0.0348635,0.023722,0,0,0.0572118,0.0379872,0.0513317,0.0808081,0.066917,0.0318657,0.0669714,0.0690011,0.0381543,0.0454889,0,0.0250536,0,0.0388045,0.0146994,0.0130853,0.0299348,0,0.0312651,0.0628841,0.0402646,0,0,0.0228942,0,0,0.0221485,0.0741539,0.00761194,0.0300791,0.0295332,0.0502667,0.0373932,0.0340737,0.0368512,0.0638116,0.0597923,0.0329604,0.0140628,0.040097,0.00799054,0.0349,0.0110972,0.00866528,0.0565901,0.0505925,0,0,0,0,0,0,0,0.026541
198,0,0.0328988,0.0593695,0,0,0,0.0395193,0,0.0170377,0.0463292,0,0,0,0,0.0192439,0,0,0.0423864,0.0614607,0.03739,0.035076,0.0230086,0,0,0.0570652,0.0374764,0.0507934,0.0796724,0.0666186,0.0324316,0.0672214,0.0697688,0.0392232,0.0450687,0,0.0180268,0,0.0391259,0.0147761,0.0130354,0.0303508,0,0.0315848,0.0624573,0.0403068,0,0,0.0225324,0,0,0.0221943,0.0746549,0.00746703,0.0304924,0.0297716,0.0499202,0.0367856,0.0340744,0.0363809,0.0635769,0.0597583,0.0331816,0.0139003,0.0406341,0.00775236,0.0353372,0.0110261,0.00845017,0.0568767,0.0502768,0,0,0,0,0,0,0,0.026723
199,0,0.0329444,0.059511,0,0,0,0.0426113,0,0.0182919,0.0479331,0,0,0,0,0.0191018,0,0,0.0423188,0.0608449,0.0358194,0.0353571,0.02268,0,0,0.0568425,0.0368684,0.0501101,0.0779626,0.0662483,0.032963,0.0672304,0.0702515,0.0401405,0.0444224,0,0.0121977,0,0.0394859,0.0148353,0.0130594,0.0308724,0,0.031896,0.0619687,0.040403,0,0,0.0222163,0,0,0.0222204,0.0751165,0.00734828,0.030879,0.0303895,0.0496269,0.0361436,0.0342072,0.0359247,0.0633158,0.0597822,0.0335121,0.0137761,0.0417669,0.00754633,0.035814,0.0109161,0.00823527,0.0572309,0.0498889,0,0,0,0,0,0,0,0.0267227
200,0,0.0331473,0.0595902,0,0,0,0.043733,0,0.0203071,0.0490463,0,0,0,0,0.0190065,0,0,0.0423179,0.0597486,0.0351384,0.0364015,0.0229272,0,0,0.0571418,0.0368268,0.0493634,0.0756971,0.0657951,0.0329517,0.0671955,0.0705674,0.0410065,0.0435267,0,0.00899794,0,0.0397279,0.0148431,0.0131552,0.031033,0,0.0310514,0.0597713,0.0403713,0,0,0.0219395,0,0,0.0221619,0.0764642,0.00880098,0.0303441,0.0334066,0.0491212,0.0355592,0.0329146,0.0345415,0.060958,0.0583156,0.0370809,0.0151798,0,0.0087964,0.0362387,0.0107465,0.0080384,0.0573196,0.0499992,0,0,0,0,0,0,0,0.0260577
201,0,0.0332279,0.0598071,0,0,0,0.0431643,0,0.0227462,0.0507934,0,0,0,0,0.0188765,0,0,0.0422784,0.0584945,0.0357459,0.0370381,0.0236658,0,0,0.0568338,0.0361819,0.0484328,0.0728631,0.0655137,0.0329894,0.0666685,0.0703975,0.0414949,0.0421793,0,0.00820409,0,0.0401181,0.0148931,0.0132253,0.0313778,0,0.0313191,0.0591836,0.0405875,0,0,0.0215416,0,0,0.0221837,0.0772033,0.00887979,0.0306358,0.0341204,0.0488195,0.0350058,0.0331371,0.0339042,0.0604249,0.0582731,0.0370136,0.0157133,0,0.00900828,0.0367206,0.0106829,0.00778799,0.0574784,0.0496172,0,0,0,0,0,0,0,0.0269138
202,0,0.0333475,0.0600258,0,0,0,0.040646,0,0.0249298,0.0522088,0,0,0,0,0.0187828,0,0,0.0422872,0.0573439,0.0377134,0.0374948,0.025275,0,0,0.056526,0.0355268,0.0475302,0.0698866,0.0652445,0.0327546,0.0655313,0.0697808,0.0416657,0.0405259,0,0.0107086,0,0.0404644,0.0149433,0.0133069,0.0311887,0,0.0313498,0.0587335,0.0408429,0,0,0.0211228,0,0,0.0221774,0.0780124,0.00966498,0.0311532,0.0350724,0.0485722,0.034678,0.0334852,0.0332338,0.0599904,0.058342,0.0365808,0.0170177,0,0.0095475,0.0370974,0.0106951,0.00761632,0.0575565,0.0493233,0,0,0,0,0,0,0,0.0289955
203,0,0.0333545,0.0602211,0,0,0,0.0405578,0,0.0251859,0.0527704,0,0,0,0,0.0188037,0,0,0.0422676,0.0567795,0.0411979,0.0374416,0.0269783,0,0,0.0562481,0.0350095,0.0468402,0.0679033,0.0650347,0.0324506,0.0641814,0.0693517,0.040962,0.0379977,0,0.0144091,0,0.0407178,0.0150541,0.0132102,0.0307634,0,0.0312168,0.0585437,0.0409221,0,0,0.0208661,0,0,0.0221613,0.0785253,0.0106774,0.0315217,0.0362039,0.0484738,0.0344837,0.0336902,0.0328181,0.0596538,0.058261,0.0370855,0.0185372,0,0.0101618,0.037402,0.0106568,0.00753903,0.0576332,0.0491591,0,0,0,0,0,0,0,0.0313088
204,0,0.0331722,0.0607628,0,0,0,0.0363554,0,0.0235246,0.0534548,0,0,0,0,0.0176015,0,0,0.0436708,0.0559773,0.0436087,0.0386245,0.0262197,0,0,0.0557022,0.0357638,0.044387,0.0660734,0.0653217,0.0320939,0.0659223,0.0710421,0.0422353,0.039787,0,0.0236265,0,0.0403264,0.0137532,0.0120569,0.025087,0,0.0309638,0.0576878,0.040065,0,0,0.0213401,0,0,0.0221238,0.08067,0.0136264,0.0307463,0.0384413,0.0463696,0.0344988,0.0328223,0.0301077,0.0573059,0.0566951,0,0.0209358,0,0.0117725,0.0371557,0.0103507,0.00779477,0.0584128,0.0494865,0,0,0,0,0,0,0,0.0313478
205,0,0.0334602,0.0608288,0,0,0,0.0413681,0,0.0240033,0.0538197,0,0,0,0,0.0180728,0,0,0.0430703,0.055642,0.0402243,0.0377049,0.0262856,0,0,0.0550035,0.0348038,0.0442426,0.0665296,0.0652393,0.0323994,0.0665221,0.0712451,0.0427559,0.0408438,0,0.0154175,0,0.0407139,0.0142541,0.0126013,0.0274638,0,0.0301094,0.0581485,0.0406123,0,0,0.0209623,0,0,0.0222391,0.0796654,0.0135169,0.0307285,0.0381975,0.0472194,0.0344281,0.0336032,0.0316977,0.058543,0.0577097,0.0369946,0.0189804,0,0.0112191,0.0374504,0.0104034,0.00778769,0.0583824,0.04921,0,0,0,0,0,0,0,0.0313875
206,0,0.0334022,0.0611501,0,0,0,0.037979,0,0.0229987,0.0535567,0,0,0,0,0.0174674,0,0,0.0438267,0.0553638,0.0431496,0.0388994,0.0266716,0,0,0.0551797,0.0354693,0.0436912,0.0653903,0.0652068,0.0323919,0.0662569,0.0714041,0.0425939,0.0401086,0,0.0230395,0,0.04043,0.0137352,0.012117,0.0248469,0,0.0303503,0.0571817,0.0400962,0,0,0.0210085,0,0,0.0223497,0.0810868,0.0144197,0.0301549,0.038028,0.0461526,0.0340939,0.0322304,0.030162,0.0570028,0.0561736,0,0.020331,0,0.0122707,0.0374538,0.0102737,0.00778932,0.0585774,0.0497404,0,0,0,0,0,0,0,0.0313279
207,0,0.0335659,0.0608291,0,0,0,0.045677,0,0.0241992,0.0530501,0,0,0,0,0.0186699,0,0,0.042541,0.0554963,0.0430309,0.0380996,0.0280672,0,0,0.0555515,0.0345086,0.0459261,0.0668367,0.0647975,0.0325757,0.0636139,0.0695406,0.0404324,0.036378,0,0.0152339,0,0.0409774,0.0151825,0.0132619,0.0300093,0,0.0292976,0.0573914,0.040931,0,0,0.0204993,0,0,0.0224923,0.0794771,0.0134601,0.0307892,0.0362907,0.0478332,0.0336683,0.0327289,0.0329345,0.0590394,0.057323,0.0343598,0.0180765,0,0.0112822,0.0380069,0.0105073,0.00748909,0.0578161,0.049739,0,0,0,0,0,0,0,0.0323975
208,0,0.0335995,0.0608538,0,0,0,0.0418427,0,0.0253467,0.0526357,0,0,0,0,0.0186554,0,0,0.0426756,0.0552981,0.037519,0.0384258,0.0275672,0,0,0.0557687,0.0346802,0.0462069,0.0673467,0.0646858,0.0320393,0.0646973,0.0691508,0.0418084,0.0398021,0,0.0101291,0,0.040889,0.0151872,0.0132599,0.0292835,0,0.0286396,0.0572202,0.0408906,0,0,0.0204116,0,0,0.0224553,0.0795826,0.0139135,0.0301848,0.0359674,0.0478107,0.0334675,0.0323768,0.0333469,0.05907,0.0570081,0.0333605,0.017409,0,0.0117091,0.037925,0.0104311,0.00750611,0.0577371,0.0500718,0,0,0,0,0,0,0,0.0320228
209,0,0.0335478,0.0607944,0,0,0,0.0419866,0,0.0245449,0.0519469,0,0,0,0,0.0186182,0,0,0.0427768,0.0551097,0.0360843,0.0386673,0.0263926,0,0,0.0559062,0.0349989,0.0465893,0.0684371,0.0646603,0.0314503,0.064965,0.0691863,0.0416335,0.0405585,0,0.00838658,0,0.0407386,0.0151118,0.0133094,0.0287714,0,0.0279791,0.0572065,0.0407269,0,0,0.0203965,0,0,0.0224976,0.0795346,0.0143499,0.0290363,0.0357107,0.0476896,0.0332675,0.0319077,0.0335655,0.0591139,0.0566629,0.0320725,0.0165456,0,0.0123081,0.0377865,0.0104507,0.00759461,0.0576056,0.0503537,0,0,0,0,0,0,0,0.0313936
210,0,0.0336292,0.0607436,0,0,0,0.0439837,0,0.0230892,0.050725,0,0,0,0,0.0185856,0,0,0.042867,0.0551484,0.0342568,0.0385864,0.0250151,0,0,0.0562298,0.0353655,0.0469457,0.0699467,0.0646762,0.0307085,0.0653749,0.0691682,0.0413034,0.0417877,0,0.00504274,0,0.0405684,0.0150282,0.0134055,0.0283815,0,0.0273329,0.0570711,0.0405717,0,0,0.0204924,0,0,0.0224801,0.0793696,0.0145617,0.0288254,0.0352846,0.0475502,0.0331758,0.0313406,0.0336161,0.0591787,0.0562758,0.0306391,0.0156116,0,0.0130237,0.0376519,0.0104288,0.0076967,0.0573678,0.0506706,0,0,0,0,0,0,0,0.0305239
211,0,0.0337807,0.0607771,0,0,0,0.0461342,0,0.0215463,0.0490928,0,0,0,0,0.0185634,0,0,0.0429301,0.0553865,0.0328662,0.0382758,0.0241026,0,0,0.0567074,0.0357365,0.0471596,0.0713516,0.064682,0.0298617,0.0657938,0.0690164,0.0408963,0.0431115,0,0.00290033,0,0.0404159,0.014922,0.0135464,0.0280161,0,0.0266515,0.0567582,0.0403911,0,0,0.0206328,0,0,0.0224561,0.0791362,0.0145724,0.0296957,0.03467,0.0474905,0.0331404,0.0307813,0.0336124,0.0593372,0.0558892,0.0291824,0.0149866,0,0.0140113,0.0375258,0.0104459,0.00781818,0.0571303,0.0510102,0,0,0,0,0,0,0,0.0295707
212,0,0.0337298,0.0608022,0,0,0,0.0469052,0,0.0204847,0.0475716,0,0,0,0,0.0185641,0,0,0.0429148,0.055477,0.0318643,0.0382898,0.0238174,0,0,0.0570314,0.0360368,0.0471296,0.0723111,0.0647473,0.0291153,0.0661703,0.0688952,0.0404035,0.0440643,0,0.00351479,0,0.0403339,0.014792,0.0136919,0.0276712,0,0.0260386,0.0564877,0.0403633,0,0,0.020758,0,0,0.0225431,0.0788754,0.014397,0.0296533,0.0340308,0.0475722,0.0331714,0.0302585,0.0336459,0.0594824,0.0554466,0.0279259,0.0148823,0,0.0153431,0.0374269,0.0104857,0.00800731,0.0569456,0.0512524,0,0,0,0,0,0,0,0.0287963
213,0,0.0338139,0.0608405,0,0,0,0.0460263,0,0.0199703,0.04679,0,0,0,0,0.0185831,0,0,0.0429037,0.0553065,0.03063,0.0386317,0.0239212,0,0,0.0572254,0.0362646,0.0468097,0.0726977,0.064775,0.0285534,0.066325,0.0688947,0.039738,0.0443109,0,0.00490363,0,0.0403612,0.0147118,0.013825,0.0274892,0,0.0254876,0.0562446,0.040425,0,0,0.0208414,0,0,0.0226233,0.0786886,0.0142354,0.0289392,0.033725,0.0474538,0.0332661,0.0298349,0.0336438,0.0593911,0.0550921,0.0269945,0.0150243,0,0.0171203,0.037336,0.0105025,0.00813056,0.0569078,0.0514338,0,0,0,0,0,0,0,0.0284133
214,0,0.0339907,0.0610575,0,0,0,0.0316901,0,0.0231226,0.0495565,0,0,0,0,0.0184576,0,0,0.0428206,0.0535645,0.0331388,0.042102,0.0251447,0,0,0.0580041,0.0364057,0.0470961,0.0686704,0.0647444,0.0303307,0.064265,0.0682421,0.0398213,0.0404605,0,0.0133769,0,0.0406712,0.0147117,0.0139941,0.0283634,0,0.024623,0.0561268,0.0402287,0,0,0.0204073,0,0,0.022463,0.0790429,0.0145167,0.0284018,0.0337741,0.0469456,0.0325091,0.030135,0.0335942,0.0595005,0.0552825,0.026455,0.0148049,0,0.0189695,0.0377773,0.0103898,0.00780112,0.0571586,0.0509587,0,0,0,0,0,0,0,0.0283008
215,0,0.0340236,0.0611544,0,0,0,0.0293888,0,0.0228819,0.050258,0,0,0,0,0.0184714,0,0,0.0426204,0.0531963,0.0316858,0.0426788,0.0254922,0,0,0.0585054,0.0365897,0.046075,0.0679748,0.0642775,0.0294069,0.0633079,0.0677289,0.0389727,0.038954,0,0.0133762,0,0.040728,0.0146519,0.0140408,0.0288655,0,0.0238957,0.05579,0.0401565,0,0,0.0201749,0,0,0.0223208,0.0789624,0.0145441,0.0272985,0.0341791,0.0467542,0.032469,0.0299373,0.0336931,0.0595703,0.0550439,0.0267208,0.014089,0,0.0215521,0.0377656,0.0103349,0.00783117,0.0572549,0.0510353,0,0,0,0,0,0,0,0.0279335
216,0,0.0339055,0.0613184,0,0,0,0.0283403,0,0.0230907,0.0515497,0,0,0,0,0.0184631,0,0,0.0423895,0.0530654,0.0303409,0.0428728,0.026096,0,0,0.0588317,0.0364393,0.045011,0.0674029,0.0639201,0.0284536,0.0623568,0.0671923,0.038279,0.0376262,0,0.0130462,0,0.0408423,0.0146637,0.0140248,0.0323854,0,0.0228051,0.0560401,0.0402123,0,0,0.0200142,0,0,0.0224548,0.0777789,0.0167756,0.0269865,0.0348647,0.0468323,0.0324749,0.0309621,0.0348382,0.0610784,0.0558573,0.0241729,0.0135938,0.033981,0.0223597,0.037912,0.0103524,0.00784687,0.0575227,0.0510287,0,0,0,0,0,0,0,0.0280863
217,0,0.033849,0.0613708,0,0,0,0.0284537,0,0.0231889,0.0522415,0,0,0,0,0.0183845,0,0,0.0422858,0.0531097,0.0293439,0.043223,0.0264514,0,0,0.0598932,0.036883,0.0440142,0.0670688,0.0635291,0.0272563,0.0623074,0.0673155,0.0381321,0.0375146,0,0.0127803,0,0.0407778,0.0146025,0.0140976,0.0330641,0,0.0223472,0.0551705,0.0401765,0,0,0.0199445,0,0,0.022489,0.0773958,0.0178342,0.0267554,0.0346994,0.0467286,0.0325667,0.0306912,0.0354419,0.0616507,0.0555179,0.0240971,0.0143469,0.0302317,0.0261407,0.0379064,0.0103953,0.00788173,0.0577072,0.0515537,0,0,0,0,0,0,0,0.0272245
218,0,0.033892,0.0611606,0,0,0,0.0397579,0,0.0186346,0.0491586,0,0,0,0,0.0183385,0,0,0.0423703,0.0552056,0.0237805,0.0404505,0.0286842,0,0,0.060731,0.0380051,0.0419054,0.0701572,0.0631745,0.0242371,0.0636051,0.0676415,0.0365851,0.0407159,0,0.00611389,0,0.0403085,0.0143946,0.0143047,0.0308521,0,0.0226712,0.0539993,0.0401747,0,0,0.0201812,0,0,0.0225658,0.0772237,0.0178557,0.0260293,0.034958,0.0468435,0.0334417,0.0292721,0.0351357,0.0611444,0.0542517,0,0.0155384,0.0298403,0.0331605,0.0372523,0.0106942,0.00833434,0.0576124,0.0529212,0,0,0,0,0,0,0,0.0255026
