Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,RTIBA
67,0,0.0347925,0.0591283,0,0,0,0.0317993,0,0.0213888,0.0377537,0,0,0,0,0.018584,0,0,0.0427955,0.0611702,0.0576227,0.0353482,0.0308914,0,0,0.0602788,0.0383285,0.0537632,0.0808406,0.0690452,0.0312358,0.0658082,0.0637537,0.0350212,0.0516153,0,0.0557307,0,0.0385956,0.0139949,0.0130712,0.0348477,0,0.0314674,0.0629559,0.0399491,0,0,0.0236083,0,0,0.0202619,0.0735386,0.0146889,0.0276761,0.0400987,0.0480706,0.0369005,0.0351627,0.0351101,0.0613346,0.0596173,0.0397168,0.0129202,0.0808087,0.0162594,0.0343438,0.0118549,0.00955551,0.0565633,0.0514796,0,0,0,0,0,0,0,0
68,0,0.0347809,0.0591057,0,0,0,0.0315235,0,0.0205036,0.0379761,0,0,0,0,0.0184803,0,0,0.042674,0.0613635,0.0553007,0.0354817,0.0307076,0,0,0.0601621,0.0380478,0.0539942,0.0815929,0.0690557,0.0311846,0.06569,0.0640878,0.0350305,0.0506888,0,0.0525247,0,0.0387063,0.0139237,0.0131413,0.0347574,0,0.0314578,0.0632317,0.0400339,0,0,0.0235421,0,0,0.0202648,0.073833,0.0146802,0.0279099,0.0399815,0.0480065,0.0367954,0.0351826,0.0349319,0.061193,0.0596566,0.0397258,0.0129433,0.0807316,0.0163766,0.0344669,0.0117816,0.00951381,0.0565623,0.0514647,0,0,0,0,0,0,0,0
69,0,0.0346084,0.0590082,0,0,0,0.0322655,0,0.015683,0.0381367,0,0,0,0,0.0190295,0,0,0.0421775,0.0619607,0.0516231,0.0351982,0.0295605,0,0,0.0594374,0.0373903,0.0526112,0.0795808,0.0671582,0.0304813,0.0666749,0.0661908,0.0359519,0.0494831,0,0.0553526,0,0.0386354,0.0141875,0.0133298,0.0410561,0,0.0316664,0.0636076,0.0408254,0,0,0.0229771,0,0,0.0209597,0.0732014,0.0129652,0.0294467,0.0381333,0.048949,0.0368404,0.0341742,0.0361145,0.0616004,0.0591162,0.0376477,0.0111217,0.0822571,0.0205283,0.0345303,0.011381,0.00966441,0.056541,0.0510955,0,0,0,0,0,0,0,0
70,0,0.0346,0.0589591,0,0,0,0.031813,0,0.0155907,0.0385811,0,0,0,0,0.0190313,0,0,0.0421709,0.0620372,0.0490519,0.0352963,0.0289188,0,0,0.0592367,0.037338,0.0527106,0.0799994,0.0671098,0.0304164,0.0663761,0.0663747,0.0359696,0.0486104,0,0.0496929,0,0.0387356,0.0143326,0.0132063,0.0414442,0,0.0315585,0.0635931,0.0408129,0,0,0.0228672,0,0,0.0209092,0.0735402,0.0130274,0.0295377,0.0383047,0.0488217,0.0367229,0.0341151,0.0358893,0.0613647,0.0589988,0.0376815,0.0111554,0.0822466,0.0209358,0.0346924,0.0113104,0.00956409,0.0565532,0.0510428,0,0,0,0,0,0,0,0
71,0,0.0345687,0.0589236,0,0,0,0.0317784,0,0.0155856,0.0391291,0,0,0,0,0.0190649,0,0,0.0422568,0.0621177,0.0462896,0.0353238,0.0281408,0,0,0.058968,0.0371891,0.0526736,0.0803493,0.0669776,0.030316,0.0661314,0.0665826,0.0360247,0.0476459,0,0.0432233,0,0.0388689,0.0146621,0.0129215,0.041392,0,0.0315721,0.0634567,0.0408433,0,0,0.0227454,0,0,0.0208554,0.0738792,0.0131016,0.0296977,0.0384466,0.0487209,0.0365302,0.034082,0.0354593,0.0611376,0.0589029,0.0377156,0.0111384,0.0822388,0.0212357,0.0348846,0.0111959,0.00946328,0.0565936,0.0509429,0,0,0,0,0,0,0,0
72,0,0.0345448,0.0588751,0,0,0,0.0326023,0,0.0156632,0.0397845,0,0,0,0,0.0190656,0,0,0.0422243,0.0621474,0.0433803,0.035332,0.0272743,0,0,0.0586491,0.0368967,0.0521368,0.080468,0.0668032,0.0301804,0.0659838,0.066866,0.0361798,0.0467115,0,0.0362906,0,0.0390534,0.0147802,0.0128085,0.0412573,0,0.0315874,0.0631938,0.0409036,0,0,0.0226166,0,0,0.0208008,0.0742025,0.0132432,0.0297073,0.0385255,0.0486096,0.0362805,0.0340284,0.0350334,0.0608666,0.0588186,0.0377117,0.0111279,0.0822737,0.0213523,0.0350785,0.0110964,0.00935435,0.0566307,0.0507554,0,0,0,0,0,0,0,0
73,0,0.0345396,0.0588229,0,0,0,0.0346434,0,0.0158487,0.0405563,0,0,0,0,0.0189947,0,0,0.0421538,0.0620823,0.040543,0.0353558,0.0263752,0,0,0.0582736,0.0366551,0.0515653,0.0802711,0.0665702,0.0300732,0.0659698,0.0672852,0.0365409,0.0458896,0,0.0292506,0,0.0392681,0.0148239,0.0127843,0.0412014,0,0.0315399,0.0627985,0.0409089,0,0,0.022483,0,0,0.0207359,0.0745215,0.0135127,0.0297328,0.0385805,0.0484952,0.0359717,0.0340081,0.0346438,0.0605673,0.0587221,0.0377949,0.0111082,0.0822852,0.0213495,0.0353262,0.0110269,0.00918995,0.0566672,0.0505122,0,0,0,0,0,0,0,0
74,0,0.0345059,0.0588019,0,0,0,0.0372457,0,0.0162309,0.0415154,0,0,0,0,0.0189317,0,0,0.0420877,0.0619204,0.0379945,0.0354431,0.0254965,0,0,0.0578732,0.036389,0.0510565,0.0797451,0.0663181,0.0301214,0.0659966,0.0678025,0.0371213,0.0451744,0,0.0224286,0,0.0394941,0.0148781,0.0127577,0.0412263,0,0.0315381,0.0622836,0.0409229,0,0,0.0223111,0,0,0.0206544,0.0748785,0.0137725,0.0297743,0.0387379,0.0483685,0.0355944,0.0339898,0.0343216,0.0602496,0.0585574,0.0377709,0.0110719,0.0823934,0.0213118,0.035595,0.0109116,0.00897564,0.0567308,0.0502008,0,0,0,0,0,0,0,0
75,0,0.0344397,0.0588201,0,0,0,0.039881,0,0.016973,0.0428055,0,0,0,0,0.0188926,0,0,0.0420432,0.0614915,0.0357853,0.0357092,0.0245536,0,0,0.057448,0.0361127,0.0503273,0.0788515,0.0660723,0.0304069,0.065966,0.0683351,0.0378579,0.0444043,0,0.0163959,0,0.0397439,0.0149368,0.0127138,0.0411662,0,0.0316035,0.0616155,0.0409516,0,0,0.0220651,0,0,0.0206033,0.0753725,0.0140042,0.0298333,0.0392571,0.0481793,0.0351144,0.0340729,0.0340326,0.059945,0.0583324,0.0376177,0.0109896,0.0825816,0.0213158,0.0359119,0.0107817,0.00875819,0.0568494,0.0498567,0,0,0,0,0,0,0,0
76,0,0.0343916,0.0588902,0,0,0,0.0424639,0,0.0179762,0.0441277,0,0,0,0,0.0188447,0,0,0.0420249,0.0609886,0.0340007,0.0359443,0.0239197,0,0,0.0570434,0.035799,0.049728,0.0776699,0.0657982,0.0307465,0.0659547,0.0688983,0.0385996,0.0436162,0,0.0112273,0,0.040024,0.0149969,0.0127047,0.0412055,0,0.0316664,0.0608923,0.0409727,0,0,0.0218036,0,0,0.0205487,0.0760077,0.0141669,0.029983,0.0397552,0.0479898,0.0346227,0.0341964,0.0338128,0.0596547,0.0581064,0.0375866,0.0109741,0.0826983,0.0212973,0.0362703,0.0106501,0.00860409,0.0569122,0.0494963,0,0,0,0,0,0,0,0
77,0,0.0343821,0.0589786,0,0,0,0.0441389,0,0.0195786,0.0457776,0,0,0,0,0.0187602,0,0,0.0420193,0.0601602,0.032854,0.0363904,0.0234298,0,0,0.0567162,0.0354323,0.0490455,0.0759253,0.0656044,0.0311863,0.0659319,0.0694438,0.0395002,0.0427885,0,0.00756145,0,0.0403313,0.0150676,0.0126867,0.0414939,0,0.0316244,0.0601037,0.0409745,0,0,0.0214966,0,0,0.0204654,0.0769511,0.0142735,0.0301099,0.0402505,0.0478167,0.034072,0.0340367,0.0336628,0.059344,0.0579084,0.0378068,0.0111002,0.0823759,0.0215924,0.036678,0.0104786,0.00850115,0.0569655,0.0490678,0,0,0,0,0,0,0,0
78,0,0.0344093,0.0590747,0,0,0,0.0443582,0,0.0216944,0.0476557,0,0,0,0,0.0185336,0,0,0.0420191,0.0590507,0.0327532,0.0370319,0.0232954,0,0,0.0564044,0.0349952,0.0482672,0.0737502,0.0654292,0.0315496,0.0657584,0.069772,0.0404403,0.0418333,0,0.00592159,0,0.0406907,0.0150805,0.0128351,0.0418574,0,0.0315565,0.0593515,0.0410265,0,0,0.0211629,0,0,0.0204322,0.0780371,0.0143132,0.0302733,0.0406607,0.0476886,0.0334808,0.0337997,0.0335131,0.059068,0.0577702,0.0381162,0.0113856,0.081883,0.0222042,0.0371713,0.0103017,0.00847067,0.0570252,0.0486608,0,0,0,0,0,0,0,0
79,0,0.0344326,0.0592026,0,0,0,0.0429516,0,0.0238872,0.0493904,0,0,0,0,0.0183617,0,0,0.0420068,0.0579524,0.0339346,0.0376092,0.0239266,0,0,0.0560438,0.0345826,0.0476038,0.0713479,0.0652259,0.0317003,0.0652918,0.0697402,0.0411157,0.0406705,0,0.0067341,0,0.0410362,0.0151038,0.0129794,0.0424512,0,0.0315244,0.0588166,0.0411174,0,0,0.0208803,0,0,0.0204541,0.0788646,0.0143711,0.030467,0.0411142,0.0476513,0.0329794,0.0337669,0.0332139,0.0587841,0.0577107,0.038494,0.0116444,0.081569,0.0228035,0.0376088,0.0101489,0.00839597,0.0570887,0.0484106,0,0,0,0,0,0,0,0
80,0,0.0344373,0.0593232,0,0,0,0.0398252,0,0.0257795,0.050691,0,0,0,0,0.0182605,0,0,0.0420548,0.0571793,0.0361951,0.0379477,0.0255318,0,0,0.0556109,0.0342669,0.0470229,0.0689054,0.06497,0.0316762,0.0644428,0.069226,0.0413317,0.0392872,0,0.0103226,0,0.0413045,0.0151533,0.013101,0.0434216,0,0.0314828,0.0585443,0.0411838,0,0,0.0206436,0,0,0.0205226,0.0795231,0.0145119,0.0306387,0.0414904,0.0476274,0.0326342,0.0338278,0.0327794,0.0584711,0.0576826,0.0388016,0.0112628,0.081656,0.0235804,0.0379476,0.0100895,0.00815553,0.0571449,0.0483491,0,0,0,0,0,0,0,0
81,0,0.0344011,0.0594602,0,0,0,0.0394229,0,0.0257858,0.0511793,0,0,0,0,0.0182427,0,0,0.042052,0.0571071,0.0397104,0.0378888,0.0270115,0,0,0.0552225,0.0339936,0.0465077,0.0674624,0.0647147,0.0316126,0.0634941,0.0690241,0.0405876,0.0371171,0,0.0138854,0,0.041537,0.0152898,0.0130276,0.0442326,0,0.0315582,0.0585072,0.0412193,0,0,0.0203793,0,0,0.0206026,0.0799514,0.0147517,0.0308276,0.0418484,0.0475334,0.0323593,0.0336957,0.0322469,0.0581637,0.0576133,0.0388486,0.0111068,0.0817387,0.0243285,0.0382209,0.0101345,0.00774652,0.0571638,0.0484541,0,0,0,0,0,0,0,0
82,0,0.0342372,0.0597835,0,0,0,0.0382381,0,0.0251762,0.0521055,0,0,0,0,0.0174525,0,0,0.0428554,0.0570219,0.0385918,0.0381761,0.0262671,0,0,0.054528,0.0340971,0.0452554,0.0669406,0.0647663,0.0315812,0.0651319,0.0701116,0.0417943,0.0394512,0,0.0148846,0,0.0414997,0.0146748,0.0122649,0.0382374,0,0.031095,0.0585047,0.0406694,0,0,0.0205813,0,0,0.0204248,0.0812984,0.0176834,0.030504,0.044352,0.0462714,0.0324291,0.0345271,0.0299662,0.0572236,0.0579405,0.0413965,0.0133258,0.0798777,0.0198667,0.0381432,0.0100039,0.00816686,0.0576249,0.04856,0,0,0,0,0,0,0,0
83,0,0.0341476,0.0598932,0,0,0,0.0386039,0,0.0249458,0.052302,0,0,0,0,0.0173695,0,0,0.0429487,0.0571447,0.0389128,0.0382524,0.0264386,0,0,0.054259,0.0339635,0.0450104,0.0667494,0.0646515,0.031674,0.0653278,0.0703395,0.0420272,0.0396382,0,0.0150529,0,0.0415971,0.0146845,0.0122118,0.0385672,0,0.0308014,0.058776,0.0406287,0,0,0.0204543,0,0,0.0204467,0.0815661,0.0178972,0.0306144,0.0445718,0.0458814,0.0322201,0.0344515,0.0295744,0.0570131,0.0578182,0.0415241,0.0135544,0.0798172,0.0206534,0.0383808,0.00985258,0.00827967,0.0576467,0.0485499,0,0,0,0,0,0,0,0
84,0,0.0340108,0.0601495,0,0,0,0.0348593,0,0.0238465,0.0526027,0,0,0,0,0.0168383,0,0,0.0434786,0.0574751,0.0412378,0.0389784,0.026949,0,0,0.0540701,0.0341368,0.0450085,0.0658893,0.0646807,0.0318853,0.0648783,0.0702651,0.0418064,0.0388731,0,0.0219366,0,0.0414878,0.0142442,0.0118119,0.0387479,0,0.0302378,0.0598516,0.0402456,0,0,0.020337,0,0,0.0204304,0.0814632,0.0182323,0.0305557,0.0444754,0.0447106,0.0318048,0.0347588,0.0295084,0.0569137,0.0578322,0.0415645,0.0133123,0.0794311,0.0212412,0.0386122,0.00971539,0.00822037,0.0579355,0.0485597,0,0,0,0,0,0,0,0
85,0,0.0340965,0.0601001,0,0,0,0.0333929,0,0.0241496,0.0522077,0,0,0,0,0.0170435,0,0,0.0432743,0.0576671,0.0400029,0.0391944,0.0278603,0,0,0.0542702,0.0340748,0.046252,0.0662391,0.0645637,0.0319316,0.0641343,0.0694432,0.0416136,0.0384275,0,0.0213935,0,0.0415721,0.0144962,0.0121242,0.0391668,0,0.0296613,0.0601175,0.0402449,0,0,0.0201099,0,0,0.0204359,0.0815186,0.0191297,0.0306865,0.0443853,0.0446568,0.0315215,0.0349207,0.029393,0.0566131,0.0578842,0.0412788,0.0130905,0.0794348,0.0220937,0.0387924,0.00973427,0.00800546,0.0577252,0.048743,0,0,0,0,0,0,0,0
86,0,0.0342219,0.0599655,0,0,0,0.0314056,0,0.0249368,0.0514975,0,0,0,0,0.0173819,0,0,0.0428709,0.0578446,0.0383135,0.0395045,0.0295598,0,0,0.054713,0.0339496,0.0478967,0.0669329,0.0646998,0.0323435,0.0631386,0.0682152,0.0412643,0.037821,0,0.0210043,0,0.0416999,0.0148537,0.0125994,0.0393403,0,0.0290397,0.0601838,0.0402925,0,0,0.0198959,0,0,0.0204021,0.0815017,0.0202601,0.0304941,0.0444638,0.0448366,0.0313153,0.0349607,0.0293036,0.0563804,0.057941,0.0409264,0.0127802,0.0808322,0.0229785,0.0389659,0.00985289,0.00772941,0.0573336,0.0489179,0,0,0,0,0,0,0,0
87,0,0.0342016,0.0597578,0,0,0,0.0395019,0,0.0243677,0.0491998,0,0,0,0,0.0180122,0,0,0.0423083,0.0572797,0.0351993,0.0389198,0.0255439,0,0,0.055265,0.0340519,0.0480052,0.0701301,0.0646228,0.0308586,0.0650483,0.0693504,0.0416429,0.0406873,0,0.00952179,0,0.0415864,0.0152539,0.0133343,0.0423426,0,0.0298704,0.0583283,0.0407272,0,0,0.0196139,0,0,0.0207555,0.082077,0.0197429,0.0309772,0.0448796,0.0456257,0.0314452,0.03301,0.0287303,0.0549159,0.0559967,0,0.0128555,0.0833123,0.0263458,0.0388797,0.0097911,0.0075581,0.056794,0.0491746,0,0,0,0,0,0,0,0
88,0,0.0341209,0.0599527,0,0,0,0.0333687,0,0.0241272,0.0495024,0,0,0,0,0.0180591,0,0,0.0422301,0.057621,0.0359839,0.0396407,0.0273118,0,0,0.0553576,0.0336905,0.0491293,0.0688247,0.0647912,0.0321231,0.064278,0.0686729,0.0415193,0.0398166,0,0.0172891,0,0.0417705,0.0153034,0.0133341,0.0464815,0,0.0279002,0.0602904,0.0407218,0,0,0.0194754,0,0,0.0207685,0.0799986,0.0181252,0.0308847,0.0416158,0.0453557,0.0308237,0.0331218,0.0310999,0.0570938,0.0568983,0.0363325,0.00990063,0.0788953,0.0289231,0.0392533,0.00969821,0.00724469,0.0568366,0.0487228,0,0,0,0,0,0,0,0
89,0,0.0341706,0.0599431,0,0,0,0.0338261,0,0.0242063,0.0498929,0,0,0,0,0.0178496,0,0,0.0423175,0.0576084,0.0358044,0.0402215,0.0266288,0,0,0.0552982,0.0341747,0.0490117,0.0690265,0.064795,0.032264,0.0646314,0.0686357,0.041484,0.040715,0,0.0157802,0,0.0416171,0.0151643,0.0135262,0.0497219,0,0.0262836,0.0610131,0.040535,0,0,0.01956,0,0,0.0207842,0.0799828,0.0130441,0.0294766,0.0330435,0.0446032,0.0307123,0.0312228,0.0314097,0.0583582,0.0560805,0.0341513,0.0154852,0,0.0259629,0.0391591,0.00967072,0.00718137,0.0566672,0.0488778,0,0,0,0,0,0,0,0
90,0,0.0342349,0.0600848,0,0,0,0.0326055,0,0.0244086,0.0499844,0,0,0,0,0.0178991,0,0,0.0422492,0.0571814,0.0356227,0.0407217,0.0260895,0,0,0.0553602,0.0342542,0.048719,0.0692014,0.0648757,0.0322825,0.064815,0.0686234,0.0412688,0.0411401,0,0.0157757,0,0.0416496,0.0150826,0.0136132,0.0496309,0,0.0256498,0.0610155,0.0404568,0,0,0.0194612,0,0,0.0208067,0.0799599,0.0136285,0.0294265,0.0327721,0.0443328,0.0305603,0.0311854,0.031514,0.058403,0.0560636,0.0335949,0.0154498,0,0.0258746,0.0392689,0.00970949,0.00704438,0.0565711,0.0488182,0,0,0,0,0,0,0,0
91,0,0.0343007,0.0602345,0,0,0,0.0432919,0,0.0212013,0.0488009,0,0,0,0,0.0179485,0,0,0.0420797,0.0579972,0.0309279,0.0382369,0.0241885,0,0,0.0543518,0.0337498,0.047153,0.0726449,0.0646847,0.0301563,0.0660364,0.0689599,0.0396803,0.0434941,0,0.0043819,0,0.0417483,0.0151042,0.0136246,0.0469417,0,0.0247012,0.0625963,0.040692,0,0,0.0194546,0,0,0.0208661,0.0788488,0.0140057,0.029845,0.0322273,0.0442555,0.0310043,0.032843,0.0317846,0.0595791,0.0575963,0.03096,0.0135101,0.0364083,0.0219818,0.0391762,0.00985156,0.00719731,0.0568196,0.0486928,0,0,0,0,0,0,0,0.0256431
92,0,0.0344525,0.0605049,0,0,0,0.0313329,0,0.0227627,0.0509627,0,0,0,0,0.0178646,0,0,0.0418151,0.0569456,0.0331127,0.0407341,0.0250135,0,0,0.0551555,0.0339352,0.0469438,0.0687783,0.0641768,0.0309992,0.0647011,0.0688085,0.0399542,0.0402816,0,0.0130433,0,0.0420747,0.0150285,0.0137741,0.0526293,0,0.0250552,0.0619751,0.040443,0,0,0.0191235,0,0,0.0208648,0.078648,0.0143159,0.0295576,0.0307727,0.0436012,0.0299465,0.0316353,0.0330952,0.060151,0.0570203,0.0292329,0.0164564,0.0392482,0.026072,0.0398674,0.00970085,0.00662016,0.057029,0.0486314,0,0,0,0,0,0,0,0
93,0,0.0345134,0.0606847,0,0,0,0.0288652,0,0.0230888,0.0519528,0,0,0,0,0.0179553,0,0,0.0416912,0.0566889,0.032517,0.041166,0.0257518,0,0,0.0551662,0.0339085,0.0458821,0.068045,0.0638012,0.0299906,0.0639254,0.0684611,0.0394581,0.0390162,0,0.0139358,0,0.0422485,0.0151457,0.0137577,0.0479955,0,0.0232836,0.0620873,0.0403698,0,0,0.0187973,0,0,0.020876,0.0789629,0.0158502,0.0299233,0.032342,0.04337,0.0296059,0.0324164,0.031973,0.0597559,0.057419,0.0292203,0.01424,0.0385386,0.0227403,0.0402211,0.00966365,0.00637699,0.0572108,0.0486115,0,0,0,0,0,0,0,0.025507
94,0,0.0344376,0.060701,0,0,0,0.0280103,0,0.0235609,0.0527442,0,0,0,0,0.0179183,0,0,0.0416579,0.0564382,0.0318012,0.0417108,0.0265291,0,0,0.0555607,0.0343923,0.0446767,0.0676079,0.0633728,0.0286213,0.0637536,0.0684387,0.0394148,0.0386204,0,0.0143628,0,0.042236,0.0151368,0.0137836,0.0529937,0,0.0231438,0.061009,0.0401495,0,0,0.0187162,0,0,0.0210048,0.0782683,0.0165768,0.0294574,0.0317676,0.0430614,0.0294337,0.0313371,0.0333863,0.0604713,0.0568287,0.0282798,0.0164107,0.0353405,0.0260672,0.0404121,0.00963654,0.00623128,0.0572241,0.0490993,0,0,0,0,0,0,0,0
95,0,0.0342012,0.060711,0,0,0,0.0291619,0,0.0230795,0.0527398,0,0,0,0,0.0178772,0,0,0.0415889,0.0565446,0.0308255,0.0414393,0.0266283,0,0,0.0558492,0.0346679,0.0439153,0.0677272,0.0629967,0.0274656,0.0641718,0.0686576,0.0393505,0.0392356,0,0.0138201,0,0.0422507,0.0153086,0.013622,0.0486517,0,0.0211978,0.0608075,0.0400762,0,0,0.0185589,0,0,0.0211297,0.0781694,0.0183862,0.0297556,0.0338841,0.0429331,0.0291485,0.0319242,0.0324595,0.0602688,0.0566769,0.0282855,0.0137591,0.0349458,0.0235835,0.0406886,0.00967118,0.0060986,0.0574298,0.049355,0,0,0,0,0,0,0,0.0244806
96,0,0.0342117,0.0606309,0,0,0,0.0298053,0,0.0225552,0.0525262,0,0,0,0,0.0178278,0,0,0.041585,0.0566069,0.0304853,0.041171,0.0263373,0,0,0.0560728,0.0352366,0.0432586,0.0673998,0.0623149,0.0263849,0.064692,0.0689112,0.0392387,0.040049,0,0.0142459,0,0.0420761,0.0152058,0.0137231,0.0484268,0,0.0203437,0.0600765,0.0398426,0,0,0.0183682,0,0,0.0212313,0.0778182,0.0198274,0.0296452,0.0346378,0.0430494,0.0290554,0.0317222,0.0328546,0.0604984,0.0563967,0.0277305,0.0129033,0.0327363,0.0245455,0.0407429,0.00977969,0.00607615,0.0575495,0.0498865,0,0,0,0,0,0,0,0.0232033
97,0,0.0343612,0.0605296,0,0,0,0.0314644,0,0.0215835,0.051616,0,0,0,0,0.0178119,0,0,0.0416461,0.0570085,0.0300454,0.0406317,0.0262084,0,0,0.0562123,0.0359593,0.0425847,0.0670945,0.0615811,0.0254173,0.0649332,0.0689618,0.0387223,0.04073,0,0.0139063,0,0.041739,0.0151845,0.013623,0.048273,0,0.0195776,0.0590159,0.0395811,0,0,0.018334,0,0,0.0212073,0.0774076,0.0215682,0.0293223,0.0350964,0.0435593,0.0290572,0.0314811,0.0336059,0.0609077,0.0562878,0.0273393,0.0121479,0.0314478,0.0259154,0.0406759,0.009737,0.00611105,0.0575427,0.0504461,0,0,0,0,0,0,0,0.0221026
98,0,0.0344402,0.060272,0,0,0,0.0325877,0,0.0209656,0.0505851,0,0,0,0,0.017813,0,0,0.04174,0.0573432,0.0297651,0.0404494,0.0266618,0,0,0.0563224,0.0368979,0.0420752,0.066587,0.060957,0.0248367,0.0647402,0.0685675,0.0381097,0.0409235,0,0.0135282,0,0.0412479,0.0150506,0.0135869,0.0485688,0,0.0187258,0.0576535,0.039276,0,0,0.0183749,0,0,0.0211396,0.077045,0.0233706,0.0288283,0.0351139,0.0443783,0.0292289,0.0314346,0.0346337,0.0615531,0.056411,0.0268153,0.0118033,0.0302976,0.0276606,0.0404551,0.00972097,0.00624595,0.0574134,0.0509672,0,0,0,0,0,0,0,0.0215152
99,0,0.0344217,0.0598794,0,0,0,0.0332327,0,0.0205979,0.0493391,0,0,0,0,0.0178567,0,0,0.0419071,0.0576566,0.0293439,0.0406551,0.0272527,0,0,0.0566703,0.0380863,0.0416665,0.0660455,0.0604587,0.0242743,0.0642937,0.0679988,0.0375678,0.0407612,0,0.013121,0,0.0406514,0.0148421,0.0135974,0.0488929,0,0.0176571,0.0560441,0.0389482,0,0,0.0185251,0,0,0.0210237,0.0766196,0.0253214,0.0281231,0.034908,0.0454145,0.0295893,0.0312576,0.035813,0.0626038,0.0567568,0.026067,0.011797,0.0288954,0.0294394,0.0400634,0.00975651,0.00656394,0.0571934,0.0515051,0,0,0,0,0,0,0,0.0212743
100,0,0.0344671,0.0592739,0,0,0,0.0422641,0,0.0166725,0.0449415,0,0,0,0,0.0180489,0,0,0.042229,0.0600247,0.0254276,0.0380894,0.0314598,0,0,0.0566679,0.039462,0.0403337,0.0687755,0.0601444,0.0213782,0.0638873,0.066759,0.0353248,0.0426079,0,0.00946461,0,0.0397052,0.0145515,0.0137719,0.0476865,0,0.0166941,0.054856,0.0388384,0,0,0.0189308,0,0,0.0209609,0.0754074,0.0269444,0.026759,0.0345224,0.046933,0.0310399,0.0309724,0.0370499,0.0636768,0.0570338,0.0254363,0.0115515,0.0279887,0.0301703,0.0389013,0.0100254,0.00764463,0.056669,0.052717,0,0,0,0,0,0,0,0.0210129
101,0,0.0344583,0.0588801,0,0,0,0.0421565,0,0.0167009,0.0439988,0,0,0,0,0.0184749,0,0,0.0425081,0.0601231,0.0247404,0.0387782,0.0312857,0,0,0.0575047,0.0407434,0.0399348,0.0682558,0.0600814,0.0208572,0.0637108,0.0666013,0.0352762,0.0423097,0,0.00984661,0,0.0389841,0.0144646,0.0137745,0.0458207,0,0.0162605,0.0535649,0.0385845,0,0,0.0195094,0,0,0.0206456,0.0748207,0.0277401,0.0257619,0.0336759,0.0481927,0.0317455,0.0317179,0.0385771,0.0651291,0.0578158,0.0247485,0.0110728,0.0275244,0.0297126,0.0381586,0.010015,0.00813276,0.0564038,0.0534503,0,0,0,0,0,0,0,0.0202946
102,0,0.0345546,0.0584999,0,0,0,0.0420357,0,0.0167797,0.0437191,0,0,0,0,0.0190152,0,0,0.0427836,0.0596794,0.0238945,0.0396635,0.0312339,0,0,0.0584392,0.0420423,0.0395601,0.0679384,0.0601975,0.0206023,0.0637501,0.0667281,0.0354235,0.0420698,0,0.0102176,0,0.0383636,0.0143816,0.013901,0.0430311,0,0.0169136,0.052584,0.0384034,0,0,0.0200914,0,0,0.0203934,0.0742834,0.028042,0.0248433,0.0328275,0.0493747,0.0324911,0.0328172,0.0402587,0.0666862,0.0588749,0.0243391,0.0101776,0.0272642,0.0285694,0.0374392,0.010101,0.00864494,0.0561952,0.0539039,0,0,0,0,0,0,0,0.0194939
103,0,0.0347031,0.0581544,0,0,0,0.0419024,0,0.0169104,0.044103,0,0,0,0,0.0196138,0,0,0.0430332,0.0587533,0.0230865,0.0404676,0.0314668,0,0,0.0594393,0.0433311,0.0393103,0.0677408,0.0602319,0.0204195,0.0639248,0.0670367,0.0356679,0.0419062,0,0.0105693,0,0.0378918,0.0143248,0.014113,0.0393512,0,0.0180387,0.0518042,0.0382871,0,0,0.0206448,0,0,0.0202089,0.0737398,0.0282471,0.0239631,0.032252,0.0503893,0.0331111,0.0339854,0.0420572,0.0682703,0.0599842,0.0241624,0.00922998,0.0270954,0.0276228,0.0368327,0.0102357,0.00905806,0.0560117,0.054181,0,0,0,0,0,0,0,0.0187536
104,0,0.0349005,0.0578885,0,0,0,0.0416338,0,0.017048,0.0451064,0,0,0,0,0.0201751,0,0,0.0431302,0.0580757,0.0225734,0.0411419,0.0317627,0,0,0.060353,0.0443711,0.0388559,0.0673294,0.0599642,0.0201889,0.0641174,0.0673495,0.0359034,0.0418053,0,0.0107767,0,0.0375564,0.014186,0.0143901,0.0348454,0,0.0189657,0.0512405,0.0382616,0,0,0.0210362,0,0,0.0200441,0.0733446,0.0284622,0.0231194,0.0321176,0.0512452,0.0335733,0.0349609,0.0438109,0.0697141,0.0608911,0.0239308,0.00848612,0.0270452,0.0273102,0.0363145,0.0103624,0.00933681,0.0558376,0.0544924,0,0,0,0,0,0,0,0.0181512
