Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,x77,LFIN
217,0,0.031648,0.0612046,0,0,0,0.0514342,0,0.0174658,0.0515978,0,0,0,0,0.0183436,0,0.0442231,0.0550255,0.0207043,0.0428793,0.0290298,0,0,0.0637911,0.0403357,0.035898,0.0636402,0.0589241,0.0219362,0.0620664,0.0665738,0.0347016,0.0389752,0,0.0155795,0,0.0365609,0.0131421,0.0160166,0,0,0,0.0436849,0.0397791,0,0,0.0214382,0,0,0.0220336,0.0743269,0.0458157,0.0161124,0.0360308,0.0544599,0.0327253,0.0354507,0.0490871,0.0723363,0.0594538,0.0211994,0.0171502,0.00729259,0.0265065,0.0480585,0.0353591,0.0101759,0.00940908,0.0557802,0.051651,0,0,0,0,0,0,0,0,0
218,0,0.0311126,0.0610866,0,0,0,0.0521821,0,0.0177597,0.0525854,0,0,0,0,0.0183521,0,0.0443301,0.0551269,0.0204105,0.0430577,0.0286888,0,0,0.0636126,0.0403129,0.0349091,0.0627947,0.0587614,0.0223885,0.0621298,0.0667128,0.034945,0.0387243,0,0.0170119,0,0.0362846,0.0131913,0.0159371,0,0,0,0.0427742,0.0397383,0,0,0.0213873,0,0,0.021788,0.0753521,0.0441244,0.0154696,0.0356794,0.054342,0.0329213,0.035188,0.0490791,0.0720494,0.0590389,0,0.0159318,0.00558463,0.0284101,0.0494985,0.0352605,0.0100626,0.00946031,0.0556486,0.0517131,0,0,0,0,0,0,0,0,0
219,0,0.0308017,0.0609757,0,0,0,0.0523328,0,0.0179164,0.0547109,0,0,0,0,0.0183945,0,0.044471,0.0543889,0.0201912,0.0432897,0.0280615,0,0,0.063222,0.0400245,0.0350378,0.062054,0.058857,0.0229337,0.0619279,0.0666065,0.0350465,0.0382809,0,0.0176988,0,0.0359521,0.0132826,0.0157928,0.0220466,0,0,0.0410065,0.0397966,0,0,0.0214361,0,0,0.0215622,0.0751295,0.0452852,0.0148755,0.0338352,0.0548361,0.0333777,0.0353509,0.0514079,0.0737457,0.0595532,0.0227671,0.0181225,0.00618736,0.0290327,0.0493977,0.0350262,0.0101987,0.00960551,0.0555447,0.0516814,0,0,0,0,0,0,0,0,0
220,0,0.0302355,0.0610508,0,0,0,0.0481038,0,0.0153701,0.0561147,0,0,0,0,0.0189611,0,0.0446041,0.0542581,0.018798,0.0421847,0.0285828,0,0,0.0621308,0.0393856,0.0332367,0.059425,0.0578804,0.023184,0.0637228,0.0680844,0.0371134,0.0399999,0,0.0120589,0,0.0349471,0.0134799,0.015801,0.0240186,0,0.0234609,0.039412,0.0405464,0,0,0.020674,0,0,0.022426,0.0747448,0.0439391,0.0162587,0.0328545,0.0558734,0.0340005,0.0361364,0.0528663,0.074906,0.0602378,0.0204552,0.0200639,0.00807826,0.0266693,0.0492266,0.0349641,0.00966696,0.0101553,0.0557181,0.0511674,0,0,0,0,0,0,0,0,0
221,0,0.0305341,0.0608243,0,0,0,0.0542433,0,0.0181816,0.0568259,0,0,0,0,0.0187664,0,0.044936,0.0532983,0.0195587,0.0430132,0.0274673,0,0,0.0631185,0.0398841,0.034081,0.0605406,0.0587541,0.0237847,0.061774,0.0666402,0.0353124,0.038013,0,0.0208713,0,0.0353931,0.0135933,0.0155459,0.0223873,0,0.0228501,0.039729,0.0395588,0,0,0.0213766,0,0,0.0214401,0.074958,0.0420435,0.0147832,0.0327227,0.055501,0.0335904,0.0355835,0.0521434,0.0739741,0.0595594,0.0222048,0.0180691,0.00685202,0.0281819,0.0554225,0.0348172,0.0104128,0.00992503,0.0555751,0.051658,0,0,0,0,0,0,0,0,0
222,0,0.0303291,0.0607244,0,0,0,0.0480328,0,0.0159325,0.0585728,0,0,0,0,0.01907,0,0.045118,0.0529454,0.018167,0.0421816,0.0277319,0,0,0.0619372,0.0391895,0.0315942,0.0573322,0.0579203,0.0244318,0.0636015,0.0681423,0.0377234,0.03967,0,0.0130769,0,0.0348242,0.0133731,0.016386,0.023704,0,0.0248347,0.0388999,0.0401931,0,0,0.0208625,0,0,0.0222251,0.0747505,0.0445167,0.0159649,0.0317971,0.0565396,0.0340551,0.0362344,0.0543501,0.0759775,0.0605602,0.0200017,0,0.0111489,0.0253643,0.0468844,0.0346575,0.01025,0.010086,0.0556782,0.0511425,0,0,0,0,0,0,0,0,0
223,0,0.0304111,0.0605427,0,0,0,0.0482043,0,0.016237,0.0597597,0,0,0,0,0.0193263,0,0.0452811,0.0527077,0.0177692,0.0419141,0.0274447,0,0,0.0619313,0.0391418,0.0304384,0.0564444,0.0579333,0.0249789,0.0634381,0.0681132,0.0379277,0.0394024,0,0.0138629,0,0.0347929,0.0134987,0.0163676,0.0231174,0,0.0250743,0.0390392,0.0400754,0,0,0.0208285,0,0,0.0221057,0.0752353,0.0450086,0.015875,0.0321001,0.0567329,0.0339272,0.036052,0.0544546,0.0759004,0.0603701,0.0205579,0,0.0112932,0.0254756,0.0471577,0.0346249,0.0105,0.00982223,0.0556078,0.0507479,0,0,0,0,0,0,0,0,0
224,0,0.0306252,0.0604101,0,0,0,0.0482811,0,0.0165684,0.0609436,0,0,0,0,0.0196254,0,0.0452958,0.0527822,0.0173277,0.041604,0.0272111,0,0,0.0618389,0.0391032,0.0296532,0.0556342,0.0579628,0.0254787,0.063283,0.0680086,0.0380815,0.0390795,0,0.0143422,0,0.0348093,0.0136519,0.0162735,0.022484,0,0.0255903,0.0394535,0.0399258,0,0,0.020934,0,0,0.0220692,0.0755551,0.0456682,0.0162088,0.0325728,0.057273,0.0336898,0.0358535,0.054591,0.0758174,0.0601562,0.0206069,0,0.0114572,0.0254943,0.0475483,0.034696,0.0101934,0.0101292,0.0556069,0.050111,0,0,0,0,0,0,0,0,0
225,0,0.0298499,0.0602925,0,0,0,0.0484344,0,0.0171736,0.0622806,0,0,0,0,0.0200541,0,0.0452622,0.0528564,0.0173085,0.0413299,0.0270335,0,0,0.0612973,0.0390732,0.0291306,0.0549511,0.0579724,0.025806,0.0630761,0.0678512,0.0381381,0.0386853,0,0.0149248,0,0.0345992,0.0137957,0.0162062,0.0211334,0,0.0244473,0.0397305,0.0400371,0,0,0.0205603,0,0,0.0220568,0.0759507,0.0425146,0.0170285,0.033221,0.0582627,0.0334875,0.0356928,0.0547592,0.0754931,0.0597778,0.021441,0.0212691,0.00800862,0.0271033,0.0531112,0.0349815,0.00981907,0.0104811,0.0557074,0.049919,0,0,0,0,0,0,0,0,0
226,0,0.0296518,0.0601007,0,0,0,0.0479875,0,0.0175405,0.0635764,0,0,0,0,0.0203405,0,0.0449779,0.0531648,0.0172693,0.0412787,0.0269604,0,0,0.0607968,0.0391785,0.0287476,0.0541506,0.0579917,0.0261727,0.0629637,0.0677701,0.0383994,0.0384513,0,0.0148204,0,0.0347558,0.0139111,0.0160932,0.0210472,0,0.0244983,0.0402043,0.0399301,0,0,0.0201806,0,0,0.0217883,0.0761362,0.0421522,0.0178601,0.0339738,0.059122,0.0331953,0.0355416,0.0556477,0.0758733,0.0595154,0.0217881,0.0214393,0.00784627,0.0273929,0.0538831,0.0351577,0.00977686,0.0104104,0.0557921,0.049824,0,0,0,0,0,0,0,0,0
227,0,0.0300355,0.0601464,0,0,0,0.0476822,0,0.0179349,0.0648832,0,0,0,0,0.0205598,0,0.0446822,0.0537676,0.0174178,0.0410399,0.0269359,0,0,0.0600645,0.0391865,0.0284792,0.0535028,0.0580128,0.026393,0.0627018,0.0676106,0.0384381,0.0380045,0,0.0148372,0,0.0348257,0.0139541,0.0158201,0.0212092,0,0.0245136,0.0404846,0.0398416,0,0,0.0198438,0,0,0.02206,0.0764325,0.0424415,0.018647,0.0345548,0.0598327,0.032733,0.0355801,0.0565175,0.0762129,0.0593217,0.0223677,0.0210519,0.00731087,0.0279166,0.0551747,0.0353477,0.00983101,0.00970144,0.0561062,0.0496112,0,0,0,0,0,0,0,0,0
228,0,0.0310254,0.0602032,0,0,0,0.0472122,0,0.0181813,0.0660755,0,0,0,0,0.0207579,0,0.0443195,0.0548995,0.0173957,0.0407422,0.0270134,0,0,0.0594256,0.039244,0.0280271,0.0528361,0.0579692,0.0266832,0.0625186,0.0675132,0.0385026,0.0377364,0,0.014746,0,0.0349669,0.0140632,0.015619,0.0214851,0,0.0247885,0.0406268,0.0397908,0,0,0.0194567,0,0,0.0218213,0.0767215,0.0431418,0.0188061,0.03526,0.0603918,0.0322033,0.0355415,0.0574811,0.076575,0.0591145,0.0230506,0.020603,0.00696002,0.0285007,0.0567046,0.0355032,0.0107041,0.00873775,0.0563938,0.0495657,0,0,0,0,0,0,0,0,0
229,0,0.0310594,0.0602762,0,0,0,0.046932,0,0.0183556,0.0672041,0,0,0,0,0.0209245,0,0.0441109,0.0555622,0.0175062,0.040368,0.0271232,0,0,0.0587941,0.0392651,0.027205,0.0522804,0.05792,0.0269225,0.0623004,0.0672883,0.0384762,0.0374762,0,0.0148668,0,0.0349886,0.0140994,0.0155193,0.0218634,0,0.0251464,0.040637,0.0398004,0,0,0.0193463,0,0,0.0216577,0.0769248,0.0439799,0.0190932,0.0358586,0.0609429,0.0318335,0.035526,0.0586032,0.0770225,0.0589497,0.0236905,0.0203518,0.00691027,0.0290717,0.0587801,0.0356937,0.00985517,0.00889168,0.0566205,0.0495052,0,0,0,0,0,0,0,0,0
230,0,0.0308023,0.0603315,0,0,0,0.0471295,0,0.018383,0.0680108,0,0,0,0,0.0211378,0,0.0439545,0.0558186,0.0174567,0.0400318,0.0272014,0,0,0.0582108,0.0392539,0.0264225,0.0517907,0.0578219,0.0271641,0.0622126,0.0671149,0.0384427,0.037462,0,0.0155374,0,0.0348858,0.0140135,0.0157122,0.0223631,0,0.0256228,0.0405158,0.039882,0,0,0.0191561,0,0,0.0216431,0.07705,0.0450076,0.0193304,0.0363274,0.0613409,0.0315048,0.0355128,0.0598161,0.0774426,0.0587881,0.0241275,0.0203018,0.00697352,0.0295477,0.0614801,0.0359817,0.00927673,0.00916727,0.0566716,0.0494804,0,0,0,0,0,0,0,0,0
231,0,0.0305736,0.060388,0,0,0,0.044788,0,0.0198457,0.0694071,0,0,0,0,0.0214769,0,0.043826,0.056462,0.0188638,0.0398637,0.0274469,0,0,0.057347,0.0392291,0.0259496,0.0509079,0.0578927,0.0274754,0.0612145,0.0662165,0.0379979,0.0363442,0,0.0133776,0,0.0345118,0.0141503,0.0156325,0.0230025,0,0.0258651,0.0404151,0.0401015,0,0,0.018815,0,0,0.0218057,0.0774534,0.0455351,0.0198156,0.0363468,0.0616013,0.0313912,0.0356205,0.0608862,0.0777284,0.0587872,0.024367,0.0203814,0.00695222,0.0298249,0.0642812,0.0362009,0.00921368,0.00921265,0.0566572,0.0493761,0,0,0,0,0,0,0,0,0
232,0,0.0305417,0.0603594,0,0,0,0.0438654,0,0.0202718,0.07022,0,0,0,0,0.021932,0,0.0437252,0.0569469,0.0190984,0.0396402,0.0275833,0,0,0.0567795,0.0392703,0.0254632,0.050376,0.0578339,0.0276969,0.0608756,0.0658545,0.0378641,0.0359996,0,0.0126557,0,0.0344091,0.0142104,0.0155811,0.0233996,0,0.026219,0.0403343,0.0400897,0,0,0.0186798,0,0,0.0219138,0.0774861,0.0460705,0.0199227,0.0362231,0.0617768,0.0312271,0.0357401,0.0621866,0.0780786,0.0587157,0.0244093,0.0208274,0.00726627,0.0299033,0.0665663,0.0362295,0.00939892,0.00910793,0.056527,0.0493347,0,0,0,0,0,0,0,0,0
233,0,0.0306335,0.0603711,0,0,0,0.0427546,0,0.0200121,0.0705116,0,0,0,0,0.021909,0,0.0437599,0.0577674,0.018739,0.0396456,0.0279706,0,0,0.0565185,0.039587,0.0253227,0.0498463,0.0577402,0.0279326,0.0607865,0.0657379,0.0378972,0.0357962,0,0.011481,0,0.0348616,0.0141943,0.0153563,0.0228921,0,0.0268596,0.0408638,0.0394693,0,0,0.0193279,0,0,0.0218849,0.0768656,0.0469072,0.0194597,0.0358958,0.0613366,0.0308751,0.0358622,0.0638651,0.0786529,0.0586483,0.0242299,0.0221397,0.00828667,0.0296905,0.0671442,0.035831,0.00954015,0.00887777,0.0564626,0.0495673,0,0,0,0,0,0,0,0,0
234,0,0.0305481,0.0603493,0,0,0,0.0420372,0,0.0203659,0.0708473,0,0,0,0,0.0219628,0,0.0437275,0.0584111,0.0189286,0.0394307,0.0280772,0,0,0.0560725,0.0396659,0.0249336,0.0494483,0.0576294,0.0280143,0.0605756,0.0655144,0.037741,0.0355177,0,0.0107825,0,0.0347426,0.0141619,0.0153457,0.0220782,0,0.0270183,0.0410232,0.0393884,0,0,0.0198811,0,0,0.0223036,0.0766869,0.0463556,0.0195452,0.0351886,0.0612202,0.030768,0.036145,0.0649634,0.0788492,0.058761,0.0242642,0.0228678,0.00835178,0.0296935,0.0671013,0.0356613,0.00941931,0.00853245,0.0563288,0.0497107,0,0,0,0,0,0,0,0,0
235,0,0.0304647,0.0603123,0,0,0,0.0415756,0,0.0207368,0.0710587,0,0,0,0,0.0219537,0,0.043646,0.0591405,0.0189285,0.0392789,0.0281311,0,0,0.0557522,0.0396807,0.0246072,0.0491456,0.0575562,0.0280993,0.0603466,0.0653148,0.037613,0.0352921,0,0.010089,0,0.0347044,0.0140814,0.015352,0.0207738,0,0.0270912,0.0413333,0.0392768,0,0,0.0199326,0,0,0.0222295,0.0765984,0.0450428,0.0195235,0.0347173,0.0608648,0.0306628,0.0363216,0.0656326,0.0787808,0.0588776,0.0244821,0.0235781,0.00823561,0.029979,0.06528,0.0355634,0.00971549,0.00816225,0.056042,0.0495596,0,0,0,0,0,0,0,0,0
236,0,0.0303977,0.0603131,0,0,0,0.0412746,0,0.0210846,0.0711417,0,0,0,0,0.0219189,0,0.0435904,0.0598802,0.0187041,0.0392021,0.028094,0,0,0.0556301,0.0397098,0.0243597,0.0488948,0.0574346,0.0282405,0.0601632,0.0651419,0.0375134,0.0351124,0,0.00957443,0,0.0346793,0.0139983,0.0153177,0.0190754,0,0.0269061,0.0417794,0.039214,0,0,0.0197786,0,0,0.0220238,0.0765785,0.0429314,0.0193758,0.0340497,0.0605843,0.0305079,0.0362917,0.0658543,0.0783958,0.0590101,0.0249485,0.0240634,0.00786968,0.0307053,0.0615745,0.0354941,0.0101104,0.00779686,0.0557141,0.0494378,0,0,0,0,0,0,0,0,0
237,0,0.0302829,0.0602758,0,0,0,0.0413834,0,0.021921,0.0712308,0,0,0,0,0.0222905,0,0.043517,0.0603637,0.0188571,0.0389939,0.0276976,0,0,0.0552879,0.0394652,0.0238877,0.0486266,0.0572687,0.0284247,0.0600015,0.0649119,0.0373256,0.0350346,0,0.00975441,0,0.0341749,0.0139962,0.0155127,0.0176706,0,0.0263449,0.0419097,0.0396885,0,0,0.0193063,0,0,0.0222894,0.0770324,0.0391813,0.0195268,0.0330978,0.0609439,0.0305288,0.0360772,0.0651548,0.0773513,0.0591933,0.0260606,0.0235689,0.00674693,0.0323651,0.0568246,0.0358165,0.00934347,0.00807033,0.0553245,0.0493744,0,0,0,0,0,0,0,0,0
238,0,0.0302482,0.0605339,0,0,0,0.041373,0,0.0217745,0.0708891,0,0,0,0,0.0217569,0,0.0436282,0.0609336,0.0183872,0.0392217,0.0276638,0,0,0.0552132,0.0394437,0.0239902,0.048357,0.0570674,0.0283819,0.0601801,0.0650954,0.0375447,0.0351075,0,0.00935486,0,0.0344353,0.0135942,0.0156586,0.0166777,0,0.0261436,0.0426905,0.0394915,0,0,0.0196357,0,0,0.0218561,0.0767632,0.0362698,0.0190044,0.0324041,0.0605623,0.0300275,0.0360071,0.0646437,0.0765663,0.0594208,0.0270436,0.023699,0.00659085,0.0337486,0.0497385,0.0357677,0.00882271,0.00806259,0.0553105,0.0491821,0,0,0,0,0,0,0,0,0
239,0,0.0301786,0.0610302,0,0,0,0.0464402,0,0.0243083,0.070804,0,0,0,0,0.0210816,0,0.0438671,0.0605356,0.0193767,0.0397563,0.0279509,0,0,0.0554069,0.039754,0.0253271,0.0496013,0.0572207,0.0276699,0.0590858,0.0642964,0.0365302,0.0338718,0,0.0156918,0,0.0348082,0.0136995,0.0146971,0.0165105,0,0.0249893,0.0437362,0.0386616,0,0,0.0203211,0,0,0.021194,0.076745,0.0323749,0.0179179,0.0326005,0.0587056,0.0291621,0.0355074,0.0614336,0.0741361,0.0595278,0.0300334,0.020716,0.00587813,0.0370864,0.0477396,0.0358441,0.00946943,0.00772156,0.0556219,0.0490118,0,0,0,0,0,0,0,0,0
