Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x75,x76,x77,LFIN
66,0,0.0279497,0.0623412,0,0,0,0.0484589,0,0.0202772,0.0491154,0,0,0,0,0.0426672,0,0.0494729,0.0603982,0.0366535,0.0385426,0.0219996,0,0,0.0579283,0.0320066,0.0520709,0.0739099,0.0665739,0.0353822,0.0650562,0.0690115,0.0401608,0.0416906,0,0.0105976,0,0.0537038,0.0945078,0.0158754,0.0334151,0,0.0269236,0.0603547,0.0412033,0,0,0.0179316,0,0,0.0206877,0.077495,0.0119161,0.024624,0.0342935,0.0448623,0.0316745,0.0299864,0.0339634,0.0579087,0.0549724,0.0336908,0.025808,0.0157097,0.0430063,0.0081484,0.0390336,0.0108155,0.00583968,0.0592869,0.044833,0,0,0,0,0,0,0,0,0
67,0,0.0297656,0.0619198,0,0,0,0.0494438,0,0.020843,0.0479156,0,0,0,0,0.0113044,0,0.0353417,0.059272,0.0355661,0.0375797,0.0220004,0,0,0.0597942,0.0284814,0.0511668,0.0742192,0.0662981,0.0340262,0.0654426,0.0691442,0.0406802,0.042144,0,0.00805444,0,0.0464044,0,0.0211346,0.0340406,0,0.026356,0.0591284,0.0396904,0,0,0.0187652,0,0,0.0208207,0.0772512,0.0126734,0.026904,0.0340926,0.0491253,0.0300109,0.0304262,0.0344152,0.0584562,0.0552069,0.0331898,0.0252855,0.0149597,0.042486,0.00848787,0.0372575,0.0108364,0.00622837,0.0575582,0.0446822,0,0,0,0,0,0,0,0,0
68,0,0.0297886,0.0622076,0,0,0,0.0373338,0,0.0246333,0.0501114,0,0,0,0,0.0104033,0,0.0351212,0.0579243,0.0400127,0.0395614,0.0277317,0,0,0.0595712,0.0282284,0.051331,0.0701695,0.0665953,0.0354029,0.0633968,0.0684497,0.0413017,0.0390094,0,0.023219,0,0.0461313,0,0.0210056,0.0355171,0,0.0261134,0.059379,0.0398859,0,0,0.0183764,0,0,0.0209067,0.0782324,0.0126367,0.0271143,0.0344288,0.0488033,0.0291216,0.0308154,0.0338018,0.0580355,0.0553478,0.0332013,0.0253286,0.014833,0.0425025,0.00930897,0.0378861,0.010727,0.00592036,0.057567,0.0443015,0,0,0,0,0,0,0,0,0
69,0,0.0288946,0.0631866,0,0,0,0.0336694,0,0.0260095,0.0507831,0,0,0,0,0.0181829,0,0.0473735,0.0581146,0.0421268,0.0397401,0.0310804,0,0,0.058768,0.032396,0.0506996,0.0686971,0.0662682,0.0350309,0.062469,0.067774,0.0412098,0.0379337,0,0.0286645,0,0.0456094,0.0214241,0.00770318,0.0368907,0,0.0257671,0.0597163,0.039701,0,0,0.017951,0,0,0.0210207,0.0788409,0.0124159,0.0272026,0.0346994,0.0482104,0.0291479,0.0308881,0.0333253,0.0576616,0.0552912,0.0331636,0.0254384,0.0148749,0.0425242,0.0104374,0.0385765,0.0107287,0.00572749,0.0581233,0.0440844,0,0,0,0,0,0,0,0,0
70,0,0.02893,0.0633318,0,0,0,0.0348142,0,0.0255558,0.0514255,0,0,0,0,0.0158263,0,0.0479045,0.0577274,0.0446885,0.039879,0.0294298,0,0,0.0583059,0.0328088,0.0495124,0.0685344,0.06596,0.0343603,0.0628374,0.0682162,0.0411595,0.0380905,0,0.028781,0,0.0443135,0.0186797,0.00837435,0.0341971,0,0.0245533,0.0596922,0.0394767,0,0,0.017809,0,0,0.0209844,0.0796384,0.0116061,0.0269616,0.0361266,0.0469753,0.0288759,0.031303,0.0318288,0.0568208,0.0551891,0.034327,0.023553,0.0149583,0.0436248,0.00940689,0.0385266,0.0108157,0.00650494,0.0580854,0.0441275,0,0,0,0,0,0,0,0,0
71,0,0.0289162,0.0634102,0,0,0,0.0351082,0,0.0250897,0.0518634,0,0,0,0,0.0157653,0,0.0478193,0.0573851,0.0461232,0.0398262,0.0289327,0,0,0.0579048,0.0325663,0.0486649,0.0682087,0.0655835,0.0340631,0.0633862,0.0688238,0.0414702,0.0385389,0,0.0296523,0,0.0441311,0.0181934,0.00876076,0.0345801,0,0.0242211,0.0597954,0.0395854,0,0,0.0177638,0,0,0.0209754,0.079707,0.0114995,0.0269916,0.0363251,0.0461238,0.0286276,0.0312304,0.0313817,0.0565958,0.0549809,0.0341759,0.0233966,0.0149766,0.0433669,0.00997527,0.0385953,0.010706,0.00637549,0.0579668,0.044079,0,0,0,0,0,0,0,0,0
72,0,0.0289871,0.0634497,0,0,0,0.0348172,0,0.0249983,0.0521678,0,0,0,0,0.0158847,0,0.0477,0.0572463,0.0464222,0.0398928,0.0293082,0,0,0.0576738,0.0323991,0.048639,0.0681017,0.0653468,0.0340259,0.0635287,0.068948,0.0415772,0.0387742,0,0.0298714,0,0.0439873,0.0180366,0.00916537,0.0351907,0,0.0236957,0.0597789,0.0395817,0,0,0.0176768,0,0,0.0209625,0.079587,0.0115145,0.0269684,0.0364966,0.0456192,0.028316,0.0311389,0.0310701,0.0563935,0.0548142,0.0338962,0.023407,0.015043,0.0432248,0.0106912,0.0387356,0.0106395,0.00622706,0.0578432,0.0440809,0,0,0,0,0,0,0,0,0
73,0,0.0290904,0.0634992,0,0,0,0.0339333,0,0.0255193,0.052247,0,0,0,0,0.0159151,0,0.0474597,0.0572749,0.0456341,0.0400644,0.0304098,0,0,0.0576535,0.0327012,0.0493746,0.0683429,0.0653259,0.034168,0.0631838,0.0685495,0.0414413,0.0386427,0,0.0295802,0,0.0437353,0.0177565,0.00985642,0.0357099,0,0.0227939,0.0596574,0.0395112,0,0,0.0175436,0,0,0.0209451,0.0795454,0.0117282,0.0269149,0.0363735,0.0455568,0.0279571,0.0310556,0.0309407,0.056209,0.0547225,0.033421,0.023513,0.0152314,0.043399,0.0114113,0.038948,0.0106431,0.00602325,0.05769,0.0441502,0,0,0,0,0,0,0,0,0
74,0,0.0291994,0.0634264,0,0,0,0.0325824,0,0.0252525,0.0517825,0,0,0,0,0.0163476,0,0.0465248,0.0574658,0.0450979,0.0401089,0.0328093,0,0,0.0578494,0.0329335,0.0506151,0.0684078,0.0653929,0.0345673,0.0623615,0.0681622,0.0409286,0.0373336,0,0.0311029,0,0.0435165,0.0176937,0.0113239,0.0402285,0,0.0227883,0.0596391,0.0398293,0,0,0.0171225,0,0,0.0212149,0.0789273,0.0120297,0.0273368,0.0350015,0.0464948,0.0274997,0.0303936,0.0324228,0.0567547,0.0545129,0.0313795,0.0260087,0.0152347,0.0413256,0.0147677,0.0392938,0.0105234,0.00562555,0.0573062,0.0441924,0,0,0,0,0,0,0,0,0
75,0,0.029256,0.0634223,0,0,0,0.0420806,0,0.0243891,0.0507278,0,0,0,0,0.0160544,0,0.046337,0.0574543,0.0391424,0.0391019,0.0260476,0,0,0.0578148,0.0332883,0.0505084,0.0718731,0.0649824,0.0329433,0.0654876,0.0696773,0.0421835,0.0418382,0,0.0144147,0,0.0430832,0.0169879,0.012185,0.0402315,0,0.0219291,0.0590414,0.0396825,0,0,0.0171811,0,0,0.0211443,0.0786602,0.0122561,0.0271414,0.0353743,0.0463548,0.0274053,0.0298501,0.0326731,0.0565142,0.0540246,0.0308419,0.0264623,0.0150432,0.0402194,0.0155564,0.0393015,0.0105233,0.00552395,0.0571934,0.0443207,0,0,0,0,0,0,0,0,0
76,0,0.0293402,0.063514,0,0,0,0.0376922,0,0.0253086,0.0508561,0,0,0,0,0.0159706,0,0.0460845,0.056772,0.0403274,0.039768,0.0271727,0,0,0.0580201,0.033595,0.0515676,0.0710464,0.0654314,0.0335986,0.0645905,0.0689977,0.0419761,0.0412339,0,0.0185035,0,0.042793,0.0161021,0.0131255,0.0399765,0,0.0212174,0.0589855,0.0395204,0,0,0.0171124,0,0,0.02111,0.078619,0.0127855,0.0272125,0.0352602,0.0464447,0.026938,0.0298912,0.0326445,0.0565783,0.0540176,0.03022,0.0269724,0.0148567,0.0392942,0.0164337,0.0395968,0.0104654,0.0053021,0.0571846,0.044275,0,0,0,0,0,0,0,0,0
77,0,0.0294374,0.0635865,0,0,0,0.037005,0,0.0256075,0.0509831,0,0,0,0,0.0158162,0,0.0459152,0.0561151,0.0398072,0.040301,0.0263031,0,0,0.058058,0.0339797,0.0515167,0.0710005,0.0655455,0.0332458,0.0647762,0.068946,0.0418706,0.0418278,0,0.0167505,0,0.042514,0.0152911,0.0140905,0.0402909,0,0.0203329,0.0585781,0.0394467,0,0,0.0170733,0,0,0.0210512,0.0786776,0.0132891,0.0271661,0.0352472,0.046495,0.0266487,0.0299411,0.0326773,0.0566494,0.0539954,0.0296503,0.0271496,0.0147874,0.0385683,0.0174278,0.0397346,0.0104108,0.00523583,0.0572177,0.0443645,0,0,0,0,0,0,0,0,0
78,0,0.0294969,0.0636533,0,0,0,0.0425017,0,0.0230089,0.0497956,0,0,0,0,0.0155751,0,0.0457077,0.0566055,0.0358767,0.0395175,0.0236095,0,0,0.0580525,0.0343798,0.0501004,0.0725276,0.0649307,0.0310347,0.0661506,0.0694671,0.0413308,0.0434648,0,0.00740479,0,0.0422416,0.0144688,0.0151754,0.0404708,0,0.0195002,0.0580265,0.0393891,0,0,0.0170639,0,0,0.0210205,0.0785474,0.0137241,0.0270075,0.0354119,0.0463141,0.02655,0.0294547,0.0328328,0.0565191,0.0535325,0.0293334,0.0264701,0.0149203,0.037903,0.0179914,0.039782,0.0103655,0.00523553,0.057238,0.0447515,0,0,0,0,0,0,0,0,0
79,0,0.0295284,0.0638345,0,0,0,0.0357983,0,0.0235828,0.0506982,0,0,0,0,0.0154356,0,0.0452383,0.0556051,0.0363208,0.0409398,0.0245982,0,0,0.0586849,0.034597,0.0494446,0.0705521,0.0646348,0.0306536,0.0646682,0.0688017,0.0405851,0.0407857,0,0.0119985,0,0.0421979,0.014458,0.0151909,0.0414007,0,0.018489,0.0572596,0.0393921,0,0,0.0168212,0,0,0.0211091,0.0789981,0.0145321,0.0271239,0.0358532,0.0458528,0.0257548,0.0292031,0.0328194,0.0563629,0.0532041,0.0290214,0.0258713,0.015007,0.0371586,0.0192017,0.0403704,0.0102475,0.00492064,0.0574567,0.0448498,0,0,0,0,0,0,0,0,0
80,0,0.0295197,0.0638528,0,0,0,0.034121,0,0.0234712,0.0508413,0,0,0,0,0.0153877,0,0.0447162,0.0553382,0.0349944,0.0411661,0.0253695,0,0,0.0590386,0.0348165,0.0479919,0.069957,0.0640434,0.0291588,0.0638248,0.0683486,0.0397027,0.0393201,0,0.0114502,0,0.0420217,0.0137594,0.0160194,0.0418351,0,0.0176163,0.0566603,0.0392185,0,0,0.0166591,0,0,0.0212374,0.0790538,0.0155751,0.0270555,0.036104,0.045374,0.0254441,0.0288528,0.0328514,0.0565191,0.0528734,0.0286388,0.0256696,0.0149427,0.0362211,0.0207526,0.04074,0.0102424,0.00462334,0.0575386,0.0452026,0,0,0,0,0,0,0,0,0
81,0,0.0294711,0.0637074,0,0,0,0.0402739,0,0.0206506,0.0490532,0,0,0,0,0.0152155,0,0.0443674,0.0567215,0.0303745,0.0396077,0.0275788,0,0,0.0592025,0.0351404,0.0460435,0.0722744,0.0637376,0.0267934,0.06412,0.0682924,0.0384531,0.0403473,0,0.00506276,0,0.041676,0.0136381,0.0162534,0.0416362,0,0.0168979,0.056113,0.0390435,0,0,0.0165645,0,0,0.0213116,0.0784726,0.0171028,0.0266477,0.0365088,0.045121,0.0255384,0.0278956,0.0332763,0.0567559,0.0521113,0.0283619,0.0248783,0.0148755,0.0352332,0.0222782,0.0407901,0.0102558,0.00473449,0.0573858,0.0459758,0,0,0,0,0,0,0,0,0
82,0,0.0295095,0.0635878,0,0,0,0.0406172,0,0.0192959,0.0480943,0,0,0,0,0.0153704,0,0.0441348,0.0572485,0.0294,0.0388476,0.0283061,0,0,0.0595214,0.0354965,0.0450154,0.0727004,0.0634452,0.0254309,0.0643063,0.0683174,0.0379491,0.0409465,0,0.0053309,0,0.0413404,0.0135797,0.0162984,0.0415398,0,0.0166296,0.0555766,0.0388659,0,0,0.0165227,0,0,0.0213897,0.0778908,0.0190566,0.0263304,0.0367051,0.0451587,0.0255589,0.0272374,0.0338955,0.0573034,0.0516686,0.027999,0.0243055,0.0145665,0.0339468,0.0244389,0.040863,0.010215,0.00470738,0.0573602,0.0467185,0,0,0,0,0,0,0,0,0
83,0,0.0296126,0.0634008,0,0,0,0.041039,0,0.0175572,0.0469391,0,0,0,0,0.0155019,0,0.0439984,0.0577323,0.0292925,0.0379275,0.0283858,0,0,0.0597079,0.0360207,0.0444088,0.0727435,0.062879,0.0237173,0.0646429,0.0681763,0.0372577,0.0418818,0,0.00640692,0,0.0408595,0.0136401,0.0161383,0.041535,0,0.0161676,0.0549794,0.0386947,0,0,0.016509,0,0,0.0213759,0.0771455,0.0220638,0.0259649,0.03681,0.0455304,0.0257108,0.0266436,0.034691,0.0581718,0.0516557,0.0273318,0.0243281,0.0140543,0.0322861,0.0271741,0.0407456,0.010216,0.0048737,0.0572366,0.047566,0,0,0,0,0,0,0,0,0
84,0,0.0297156,0.0631721,0,0,0,0.0411844,0,0.0162537,0.0458191,0,0,0,0,0.0158695,0,0.0438458,0.0580501,0.0299158,0.0371842,0.0287109,0,0,0.0598625,0.0367735,0.0440397,0.0722797,0.0621884,0.0226663,0.064596,0.0676551,0.0363632,0.0425033,0,0.00737678,0,0.0402296,0.0138707,0.0154972,0.0420873,0,0.015512,0.053941,0.0384861,0,0,0.0166874,0,0,0.0212351,0.0765557,0.0253193,0.0256342,0.0365616,0.0461769,0.025988,0.0265638,0.0354641,0.0592306,0.0520057,0.0267137,0.0234274,0.0137889,0.0306369,0.0302662,0.0404839,0.0100585,0.00512913,0.057004,0.0483876,0,0,0,0,0,0,0,0,0
85,0,0.029723,0.062937,0,0,0,0.0409841,0,0.0155327,0.0447601,0,0,0,0,0.0169586,0,0.0435382,0.0582249,0.0304077,0.0370536,0.0293996,0,0,0.0602034,0.0378878,0.0434475,0.0716466,0.0616258,0.0223168,0.0640019,0.0668567,0.0354457,0.0425086,0,0.00784538,0,0.039418,0.0148587,0.0132964,0.0420744,0,0.0149101,0.0524314,0.0382031,0,0,0.0174291,0,0,0.0207486,0.0760289,0.0285944,0.0253919,0.036153,0.0471043,0.0263828,0.0269147,0.0363888,0.0604033,0.0525714,0.0259713,0.0221485,0.013548,0.0292166,0.0335232,0.0400892,0.00978493,0.00498742,0.0567466,0.0490742,0,0,0,0,0,0,0,0,0
86,0,0.0299361,0.0624352,0,0,0,0.0406738,0,0.0152724,0.0438,0,0,0,0,0.0172992,0,0.0435789,0.0583599,0.0303321,0.0372405,0.0299072,0,0,0.0606365,0.0388247,0.0429091,0.071033,0.0611808,0.0220207,0.0632216,0.0660393,0.0347167,0.0420474,0,0.0078291,0,0.0386929,0.0145575,0.0135986,0.0415034,0,0.0140914,0.0510206,0.0378663,0,0,0.0175724,0,0,0.0204912,0.0754271,0.03127,0.0246529,0.0354414,0.0482422,0.0268655,0.0276194,0.0375378,0.0617611,0.053439,0.0252558,0.0212731,0.0130716,0.0280969,0.0356658,0.0396148,0.00981266,0.00541961,0.0563857,0.0496348,0,0,0,0,0,0,0,0,0
87,0,0.0301751,0.0619021,0,0,0,0.0404263,0,0.015299,0.043028,0,0,0,0,0.0177466,0,0.0437701,0.058452,0.0296191,0.0376906,0.0298616,0,0,0.0612545,0.0398203,0.0425064,0.0705419,0.0609429,0.0214945,0.0626085,0.0655184,0.0342636,0.0414112,0,0.00766672,0,0.0380294,0.0143375,0.0140161,0.0397731,0,0.0137138,0.0497611,0.0375225,0,0,0.0177664,0,0,0.0202318,0.0748879,0.03368,0.0235795,0.0345031,0.0495306,0.0274651,0.0287473,0.0388188,0.0634414,0.0545547,0.0248985,0.0203876,0.0119686,0.0274344,0.0366104,0.0390928,0.00989325,0.00598336,0.0560564,0.0500317,0,0,0,0,0,0,0,0,0
88,0,0.0304444,0.0614505,0,0,0,0.0404156,0,0.0155068,0.0425495,0,0,0,0,0.0182612,0,0.0440303,0.0584092,0.0284846,0.0383695,0.0297757,0,0,0.0619428,0.0407691,0.0421681,0.0702655,0.0610214,0.0209922,0.0623374,0.0654299,0.0341043,0.0408364,0,0.0076942,0,0.0375145,0.0141409,0.0145191,0.037812,0,0.0144298,0.0487076,0.0372606,0,0,0.0179991,0,0,0.0200538,0.074425,0.0354216,0.0226384,0.0333809,0.050935,0.0281469,0.0302812,0.0403092,0.0653105,0.0559697,0.024874,0.0193854,0.0107825,0.0273164,0.0367478,0.0385237,0.0100736,0.00662002,0.0557505,0.0503041,0,0,0,0,0,0,0,0,0
89,0,0.0306261,0.061182,0,0,0,0.0402624,0,0.0158714,0.0426136,0,0,0,0,0.0187783,0,0.0443396,0.0579122,0.0273073,0.0392806,0.0299348,0,0,0.062746,0.0417127,0.0418793,0.0700574,0.0612554,0.0207983,0.0623384,0.0656823,0.0342654,0.0404238,0,0.00786014,0,0.037188,0.0139825,0.0150769,0.035096,0,0.0156853,0.0477917,0.037131,0,0,0.0184984,0,0,0.0197407,0.0741208,0.037382,0.0217138,0.0327085,0.0522336,0.0287917,0.0317622,0.0420907,0.0671418,0.0573675,0.0247342,0.0185711,0.00983951,0.0273708,0.0369888,0.0380281,0.0100888,0.00702058,0.055561,0.0505152,0,0,0,0,0,0,0,0,0
90,0,0.0307816,0.0610274,0,0,0,0.0398396,0,0.0162025,0.0433042,0,0,0,0,0.0192241,0,0.0445713,0.0571098,0.0263676,0.0401621,0.0303697,0,0,0.0636322,0.0425577,0.0413939,0.0697103,0.0612234,0.0206194,0.0624822,0.0660312,0.0345343,0.0402016,0,0.00808865,0,0.037052,0.0138628,0.0155666,0.0315747,0,0.0165297,0.0470574,0.0370201,0,0,0.0187043,0,0,0.0196771,0.0740273,0.0387925,0.02099,0.0326584,0.0532855,0.0292118,0.0330297,0.0439765,0.0687264,0.0584522,0.0244055,0.0182265,0.00918923,0.0272306,0.037915,0.0376922,0.0101604,0.00740481,0.0554425,0.0509079,0,0,0,0,0,0,0,0,0
91,0,0.0308732,0.0609618,0,0,0,0.0392065,0,0.0164299,0.0445826,0,0,0,0,0.0195254,0,0.0446544,0.0564617,0.0259073,0.0408517,0.0307784,0,0,0.064423,0.043303,0.0406296,0.0690947,0.0607801,0.0202653,0.0626516,0.0662906,0.0347353,0.0401503,0,0.00832575,0,0.0370761,0.0137033,0.016,0.028122,0,0.017395,0.0464572,0.0369059,0,0,0.0188363,0,0,0.0197972,0.0740415,0.0394382,0.0203702,0.0328038,0.0541931,0.0293873,0.0339161,0.0456438,0.0699214,0.0590093,0.0237422,0.0183879,0.00895325,0.0269849,0.0417906,0.0375333,0.0102191,0.00760966,0.055423,0.0515164,0,0,0,0,0,0,0,0,0
92,0,0.0309689,0.060938,0,0,0,0.0388192,0,0.0165382,0.0459372,0,0,0,0,0.01971,0,0.044851,0.0561108,0.0257448,0.0411993,0.0309228,0,0,0.0648928,0.0440084,0.0398642,0.0684875,0.0602393,0.0199228,0.0628143,0.0664867,0.034882,0.0401962,0,0.0086162,0,0.0372324,0.0137676,0.0162091,0.0268702,0,0.0189128,0.0460046,0.036799,0,0,0.0189494,0,0,0.0200928,0.0741039,0.0400595,0.0197766,0.0326576,0.0549366,0.0293624,0.0342862,0.0468708,0.0706737,0.0590812,0.0229595,0.0188099,0.00895022,0.0269847,0.0473556,0.0374849,0.0103034,0.00766616,0.0554525,0.0519686,0,0,0,0,0,0,0,0,0
93,0,0.031071,0.0609363,0,0,0,0.0388556,0,0.0166725,0.0469716,0,0,0,0,0.0197656,0,0.0449104,0.0559104,0.0255824,0.041358,0.0308041,0,0,0.0648883,0.0446457,0.0391637,0.0679078,0.0598033,0.0197749,0.0629431,0.0666578,0.0350042,0.040207,0,0.00893313,0,0.0374285,0.0138268,0.0163056,0.0269124,0,0.0198722,0.0457811,0.0367388,0,0,0.0188654,0,0,0.0203444,0.0741449,0.0404589,0.0193229,0.0323999,0.0553755,0.0291968,0.0343794,0.047591,0.0710974,0.0589733,0.0225591,0.019034,0.00884018,0.0271178,0.0477341,0.0375287,0.0103571,0.00767666,0.0555151,0.0522913,0,0,0,0,0,0,0,0,0
94,0,0.031143,0.0610033,0,0,0,0.0392331,0,0.0168371,0.0477842,0,0,0,0,0.0196915,0,0.0448095,0.0558439,0.0253511,0.0413789,0.0307719,0,0,0.0644842,0.0449707,0.0384688,0.0673393,0.0594054,0.0197795,0.0630083,0.0667759,0.0350607,0.0401299,0,0.00929255,0,0.037618,0.0138496,0.0162219,0.026272,0,0.0198478,0.0454903,0.0367203,0,0,0.0187218,0,0,0.0205002,0.0742235,0.0402721,0.0189511,0.0323836,0.0554566,0.0289747,0.0345234,0.0480554,0.0714845,0.0589365,0.0223949,0.0189216,0.00864106,0.0269839,0.0450888,0.037653,0.0103269,0.0076231,0.0555989,0.052555,0,0,0,0,0,0,0,0,0
95,0,0.0311901,0.0611541,0,0,0,0.0399368,0,0.016984,0.0485942,0,0,0,0,0.0195351,0,0.0446711,0.0557757,0.0250052,0.041347,0.030844,0,0,0.063836,0.0450347,0.0377983,0.0667889,0.0590736,0.0199132,0.0629803,0.066838,0.0350874,0.0399878,0,0.00979936,0,0.0377702,0.0139574,0.0159451,0.0259115,0,0.0196189,0.0449938,0.0367276,0,0,0.0185929,0,0,0.0205958,0.0744385,0.0396635,0.0185201,0.0326966,0.0552366,0.0287627,0.0346821,0.0486108,0.0718897,0.0589641,0.0224316,0.0184273,0.00809883,0.0270522,0.0424506,0.0378714,0.0102833,0.00751914,0.0557214,0.0527888,0,0,0,0,0,0,0,0,0
96,0,0.0312819,0.0613312,0,0,0,0.0410162,0,0.0171362,0.0494245,0,0,0,0,0.0194282,0,0.0445596,0.0557448,0.0245311,0.0413961,0.0308006,0,0,0.0631615,0.0449474,0.0373157,0.0661953,0.0587829,0.0201561,0.0629567,0.0668881,0.0351732,0.0398155,0,0.0106203,0,0.0378385,0.0140856,0.0156126,0.0253889,0,0,0.0442437,0.0367165,0,0,0.0184341,0,0,0.020693,0.0749302,0.0407328,0.0180028,0.0331362,0.0547942,0.0286394,0.0345866,0.0493031,0.072344,0.0589717,0.0229848,0.0179781,0.00609827,0.0282063,0.0384206,0.0380302,0.0102698,0.0074611,0.0558123,0.0530792,0,0,0,0,0,0,0,0,0
97,0,0.0313558,0.0615028,0,0,0,0.0419814,0,0.0174849,0.0507469,0,0,0,0,0.0190633,0,0.0445941,0.0555289,0.0240232,0.041612,0.0303249,0,0,0.0623039,0.0445261,0.037008,0.0653985,0.0586292,0.0206547,0.0629008,0.0668221,0.0353663,0.0395325,0,0.0113687,0,0.0378128,0.0136758,0.016135,0.0258387,0,0,0.0435405,0.0367955,0,0,0.0186253,0,0,0.0205336,0.0755654,0.0405215,0.0176258,0.0336109,0.054419,0.0286526,0.0345999,0.0499247,0.0726791,0.0590498,0.0231209,0.0182107,0.00580142,0.028661,0.038205,0.0380558,0.0101857,0.00725097,0.0558389,0.0531989,0,0,0,0,0,0,0,0,0
98,0,0.031335,0.0616304,0,0,0,0.0432945,0,0.0176694,0.0520226,0,0,0,0,0.0189254,0,0.0445915,0.0553127,0.0235091,0.041599,0.0299647,0,0,0.0615292,0.0439735,0.0363495,0.0646759,0.058552,0.0210897,0.0628589,0.0667602,0.035547,0.0394479,0,0.0125398,0,0.0376635,0.0137351,0.0158977,0.0263907,0,0.0206013,0.0427954,0.0368693,0,0,0.0186888,0,0,0.0204879,0.0760444,0.0393485,0.0172773,0.0339179,0.0542587,0.0286667,0.0347843,0.0502924,0.0727377,0.0590106,0.0228248,0.0183406,0.00666017,0.0283156,0.0423066,0.0381392,0.0101546,0.00724653,0.0557701,0.0532157,0,0,0,0,0,0,0,0,0
99,0,0.0312984,0.0616078,0,0,0,0.0444054,0,0.0180371,0.053513,0,0,0,0,0.018925,0,0.0446582,0.0551159,0.0230036,0.0417891,0.0294631,0,0,0.0609378,0.0434919,0.0355903,0.0637785,0.0585181,0.0215868,0.0627221,0.0669594,0.0358089,0.0392929,0,0.0136744,0,0.0374265,0.0137201,0.0157462,0.0264121,0,0.0214266,0.0419377,0.0369433,0,0,0.0188424,0,0,0.0203839,0.0764599,0.0402437,0.0168187,0.0336139,0.0541152,0.0288108,0.0348195,0.0506484,0.0729119,0.0589173,0.0224478,0.0190887,0.00702556,0.0282515,0.0441142,0.0381222,0.0100672,0.00733993,0.0556421,0.0532637,0,0,0,0,0,0,0,0,0
100,0,0.0313489,0.0614952,0,0,0,0.0457044,0,0.01824,0.0549987,0,0,0,0,0.0189642,0,0.0447959,0.0551587,0.0223939,0.0419293,0.0290834,0,0,0.0605913,0.0429223,0.0349571,0.0630293,0.058491,0.0220124,0.0625546,0.0670583,0.0360563,0.039071,0,0.0150984,0,0.0371557,0.0137443,0.01561,0.0246171,0,0.0210288,0.0409422,0.0370467,0,0,0.0188545,0,0,0.020329,0.0764723,0.0394417,0.0163385,0.03303,0.0540872,0.0290196,0.0348581,0.0513725,0.0732353,0.058857,0.0224232,0.0188004,0.00688168,0.0287513,0.0484884,0.0380727,0.0101624,0.00750193,0.0554689,0.053299,0,0,0,0,0,0,0,0,0
101,0,0.0313676,0.0613438,0,0,0,0.0468471,0,0.0185435,0.0563275,0,0,0,0,0.0190338,0,0.0449276,0.0550214,0.0219138,0.0420229,0.0287077,0,0,0.0604146,0.0423981,0.0343742,0.0621922,0.0584061,0.0224354,0.0626121,0.0670788,0.0363126,0.0387316,0,0.0163513,0,0.0368911,0.0138032,0.0154674,0.0242081,0,0.0221998,0.0402321,0.0371413,0,0,0.0187772,0,0,0.0202717,0.0768216,0.0420831,0.0160956,0.0326553,0.0541146,0.0292209,0.0349948,0.0512182,0.0731493,0.0590727,0.0218388,0.0199415,0.00771724,0.0278828,0.0484395,0.0380056,0.0102749,0.00768052,0.0552812,0.0532448,0,0,0,0,0,0,0,0,0
102,0,0.0313255,0.0612017,0,0,0,0.0478594,0,0.0188293,0.0578606,0,0,0,0,0.0191502,0,0.0450781,0.0545694,0.0215357,0.0420163,0.0283036,0,0,0.0603337,0.0420244,0.03369,0.0613635,0.0583925,0.0229125,0.062541,0.0669898,0.0364574,0.0385015,0,0.0175031,0,0.0366022,0.0138986,0.015339,0.0227009,0,0.021865,0.0396281,0.0372392,0,0,0.018784,0,0,0.020287,0.0769198,0.0408519,0.0158668,0.0322987,0.0543111,0.0294557,0.0351508,0.0518523,0.0734561,0.0592502,0.0221479,0.01932,0.00707977,0.0283985,0.0523644,0.0378857,0.0104058,0.00789266,0.0550868,0.0531463,0,0,0,0,0,0,0,0,0
103,0,0.031215,0.0611015,0,0,0,0.0486698,0,0.0191677,0.059247,0,0,0,0,0.0193214,0,0.0452021,0.0541549,0.0212797,0.0418642,0.0278918,0,0,0.0603141,0.0416909,0.0330305,0.060596,0.0584133,0.0234038,0.0624013,0.0669428,0.0365589,0.0382557,0,0.0184657,0,0.0363337,0.0139677,0.0152316,0.0218758,0,0.022315,0.0393555,0.0373154,0,0,0.0186613,0,0,0.0202616,0.0772941,0.0415933,0.0157935,0.0323269,0.0546374,0.0296179,0.0352422,0.0520902,0.0735564,0.0592278,0.0221641,0.0193035,0.00688831,0.0282228,0.054153,0.0378062,0.010515,0.00806126,0.0550045,0.0529905,0,0,0,0,0,0,0,0,0
