Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x74,x75,x76,x77,x73,LBL
157,0.0325696,0.0593318,0,0,0,0.0410563,0,0.00888559,0.0522957,0,0,0,0.0211185,0,0,0.0423457,0.0585419,0.0340498,0.0248931,0.0258161,0,0,0.056485,0.0361318,0.0331963,0.0592178,0.0618993,0.0270267,0.0548287,0.058292,0.0260635,0.0355861,0,0.0234571,0,0.0322302,0.0130817,0.013675,0.00692781,0,0.0257267,0.0480506,0.0419478,0,0,0.0247844,0,0,0.0236758,0.0700775,0.0143121,0.0274475,0.0348085,0.0587132,0.0386261,0.0288416,0.0446681,0.0634043,0.0529134,0.0294909,0.0272353,0.0131832,0.0371216,0.0381094,0.0314247,0.0106655,0.0123693,0.0557101,0.0484176,0,0,0,0,0,0,0,0,0
158,0.0326351,0.0592356,0,0,0,0.0381519,0,0.00987509,0.0512182,0,0,0,0.0211252,0,0,0.0423402,0.058734,0.0363847,0.0248202,0.0257893,0,0,0.0579709,0.0361955,0.034391,0.060225,0.062543,0.0273531,0.0557589,0.058539,0.0269686,0.0371446,0,0.0284733,0,0.0322004,0.0131025,0.0136579,0.00693897,0,0.0256136,0.0485294,0.0421649,0,0,0.0252641,0,0,0.0238638,0.0702708,0.0146716,0.0272575,0.0345139,0.0583545,0.039456,0.0285884,0.0447427,0.0633098,0.0528172,0.0293948,0.0270464,0.0129364,0.0372557,0.0383154,0.0310801,0.0107719,0.0125683,0.0556406,0.0485691,0,0,0,0,0,0,0,0,0
159,0.0327646,0.0592047,0,0,0,0.0363397,0,0.0110338,0.0501644,0,0,0,0.0210329,0,0,0.0422766,0.0587963,0.0387411,0.0249352,0.0259823,0,0,0.0592414,0.03624,0.0354733,0.0610407,0.0629498,0.0274157,0.0566624,0.0588652,0.0276054,0.0385682,0,0.0336658,0,0.0322356,0.0131046,0.0136346,0.00686121,0,0.0255599,0.0490631,0.0423563,0,0,0.0255354,0,0,0.0240402,0.0704075,0.0150079,0.0268855,0.0340659,0.0577551,0.0399297,0.028501,0.0448508,0.0632962,0.0529524,0.0293471,0.0270873,0.0128341,0.0375105,0.0382891,0.0310101,0.0108254,0.0126378,0.0555878,0.048641,0,0,0,0,0,0,0,0,0
160,0.0328326,0.0592408,0,0,0,0.0352791,0,0.0115001,0.049044,0,0,0,0.0209313,0,0,0.0422387,0.0587357,0.0410536,0.0250801,0.0263445,0,0,0.0599026,0.0362003,0.0363779,0.0616133,0.0632168,0.0274107,0.0574009,0.0592557,0.028083,0.0397409,0,0.0384323,0,0.0323121,0.0131058,0.0136257,0.00676835,0,0.0255704,0.0495373,0.0424913,0,0,0.0255567,0,0,0.024089,0.0704289,0.0151255,0.026588,0.0336458,0.0571051,0.0401376,0.0284771,0.0449685,0.0632705,0.0531083,0.0292674,0.0272643,0.0128877,0.0376013,0.0380736,0.0311103,0.0108544,0.0126443,0.0555436,0.0487407,0,0,0,0,0,0,0,0,0
161,0.0328986,0.0593001,0,0,0,0.034488,0,0.0114883,0.0478957,0,0,0,0.0208395,0,0,0.0422239,0.0586304,0.0431682,0.0252712,0.0267876,0,0,0.059955,0.036121,0.0371143,0.0620125,0.0635091,0.0275285,0.0581145,0.0598298,0.0285352,0.040821,0,0.0428342,0,0.0324284,0.0130873,0.0136362,0.00669922,0,0.0256423,0.0499357,0.0425944,0,0,0.0254327,0,0,0.0240921,0.0703568,0.0149985,0.0264628,0.0334249,0.0564063,0.040226,0.0284578,0.0450477,0.063241,0.0532678,0.0291833,0.0274037,0.0129933,0.0375574,0.0376572,0.0313365,0.0108816,0.0125959,0.05549,0.0488806,0,0,0,0,0,0,0,0,0
162,0.0328994,0.0594111,0,0,0,0.0338421,0,0.0116575,0.0468879,0,0,0,0.0207119,0,0,0.0422045,0.0584809,0.0449992,0.0255802,0.0272685,0,0,0.0595814,0.0360782,0.0377269,0.0624739,0.063954,0.0278311,0.0589492,0.0604713,0.0290852,0.0418504,0,0.0469504,0,0.0325643,0.0131006,0.0136316,0.00685675,0,0.0257402,0.0503172,0.0426712,0,0,0.0252909,0,0,0.0240801,0.0702463,0.0146279,0.0264617,0.0333562,0.055819,0.0402571,0.0284743,0.0450645,0.0632294,0.0534045,0.029117,0.0274684,0.0130763,0.0375425,0.0368729,0.0315792,0.0108656,0.0125429,0.0555114,0.0490122,0,0,0,0,0,0,0,0,0
163,0.032722,0.0595307,0,0,0,0.0335923,0,0.0120853,0.045989,0,0,0,0.0206149,0,0,0.0422178,0.0582812,0.0465939,0.0259146,0.0278411,0,0,0.0591063,0.0360695,0.0382439,0.06308,0.0644548,0.0280745,0.0597694,0.0610044,0.0298061,0.0427695,0,0.0504842,0,0.0327201,0.0131055,0.0136635,0.00718564,0,0.0258139,0.0506703,0.0426799,0,0,0.0251455,0,0,0.0240661,0.0701313,0.0141074,0.0266039,0.0332148,0.0554998,0.0402544,0.0285731,0.0449882,0.0632469,0.0535478,0.0292094,0.0274012,0.0131834,0.0372074,0.0358904,0.0317969,0.01087,0.0125103,0.0556107,0.0490596,0,0,0,0,0,0,0,0,0
164,0.0326168,0.0596545,0,0,0,0.0335372,0,0.0123681,0.045145,0,0,0,0.020579,0,0,0.0422913,0.0581109,0.0480852,0.0262752,0.0283117,0,0,0.0587021,0.0361369,0.0388226,0.06373,0.0649792,0.028264,0.0604123,0.0614383,0.0304892,0.0435727,0,0.0535783,0,0.032874,0.0131478,0.0136827,0.00764543,0,0.0258591,0.051021,0.0426303,0,0,0.025004,0,0,0.0240325,0.0699778,0.013593,0.0268337,0.0329746,0.0555252,0.0402882,0.0287311,0.044811,0.0632954,0.0537375,0.0294874,0.0272825,0.0132862,0.0370126,0.0347302,0.0319696,0.0108937,0.0125203,0.0557442,0.0490208,0,0,0,0,0,0,0,0,0
165,0.0324684,0.0597543,0,0,0,0.0336332,0,0.0124915,0.0442658,0,0,0,0.0205805,0,0,0.0424476,0.0580759,0.0494909,0.0266454,0.0285232,0,0,0.0585346,0.0362455,0.0394628,0.0642991,0.0654364,0.0284284,0.0609269,0.061816,0.0310315,0.0442885,0,0.0564095,0,0.0329962,0.0132039,0.013706,0.00820723,0,0.0259606,0.0513986,0.0425241,0,0,0.0249296,0,0,0.0239715,0.0697885,0.0131436,0.0270657,0.0327015,0.055546,0.040451,0.0289082,0.0445353,0.0633411,0.053961,0.0297177,0.0272565,0.0134146,0.0371724,0.0335173,0.0321058,0.0108953,0.0125694,0.0558652,0.0489205,0,0,0,0,0,0,0,0,0
166,0.0324245,0.0598064,0,0,0,0.0338848,0,0.0126633,0.0433642,0,0,0,0.0206058,0,0,0.0425224,0.0581423,0.050826,0.0270423,0.0284672,0,0,0.0587007,0.036345,0.0401296,0.0648004,0.0657903,0.0288953,0.0613704,0.062183,0.0314494,0.0449345,0,0.0590062,0,0.0330755,0.0132229,0.0137444,0.00869762,0,0.0260751,0.0517939,0.0424094,0,0,0.0249627,0,0,0.0239624,0.0696089,0.0127378,0.0272649,0.0324845,0.0555163,0.0407493,0.0291294,0.0441283,0.0633497,0.0541834,0.0297508,0.0274592,0.0136911,0.0375313,0.0323078,0.0322029,0.010937,0.0126728,0.0560014,0.0487441,0,0,0,0,0,0,0,0,0
167,0.0322814,0.059784,0,0,0,0.0341618,0,0.012939,0.0425109,0,0,0,0.0206598,0,0,0.0425964,0.0582152,0.05219,0.0274761,0.0281976,0,0,0.0590636,0.0364793,0.0408525,0.0653702,0.0660956,0.0293814,0.0617818,0.0625408,0.0319768,0.0454886,0,0.0613692,0,0.0331305,0.0132081,0.0138171,0.00919405,0,0.0261229,0.0522719,0.0423229,0,0,0.025067,0,0,0.0239494,0.069426,0.0124524,0.0274462,0.0322651,0.0554711,0.0410743,0.0293918,0.0436465,0.0632907,0.0544114,0.0297989,0.0277857,0.0139877,0.0377281,0.031107,0.032227,0.0109977,0.012807,0.0560901,0.0486097,0,0,0,0,0,0,0,0,0
168,0.0320319,0.0596839,0,0,0,0.0345282,0,0.0132208,0.0418841,0,0,0,0.0206859,0,0,0.0426285,0.0581321,0.053409,0.0280392,0.0279428,0,0,0.0596545,0.036654,0.0417654,0.0662035,0.0664903,0.0290457,0.062223,0.0628872,0.0324913,0.0459644,0,0.0635224,0,0.0332159,0.0131738,0.0138875,0.0098602,0,0.0261602,0.0527449,0.0422853,0,0,0.0251848,0,0,0.0239617,0.0692809,0.0122816,0.0275157,0.032014,0.0553894,0.0412996,0.0296439,0.043074,0.0631924,0.0546546,0.0297297,0.028145,0.0142821,0.0379746,0.0297675,0.0321912,0.0110564,0.0128862,0.0561105,0.048433,0,0,0,0,0,0,0,0,0
169,0.0318975,0.0595595,0,0,0,0.0350125,0,0.0134749,0.0414132,0,0,0,0.0207358,0,0,0.0426542,0.0580312,0.0545929,0.0287237,0.0278282,0,0,0.0602821,0.0367721,0.0425325,0.0670346,0.0668113,0.0287639,0.0627799,0.0633564,0.0329682,0.04648,0,0.0656069,0,0.0333092,0.0131836,0.0139014,0.0107257,0,0.0261644,0.0532548,0.0423156,0,0,0.0252583,0,0,0.0239837,0.0691496,0.01215,0.02755,0.0317065,0.055148,0.0413904,0.0298791,0.0424517,0.0631084,0.0549216,0.0296903,0.0284051,0.0145772,0.0382542,0.0283287,0.0321561,0.0111318,0.0129569,0.0561651,0.0481538,0,0,0,0,0,0,0,0,0
170,0.0317947,0.0594111,0,0,0,0.035303,0,0.0136634,0.0411051,0,0,0,0.0207636,0,0,0.042616,0.0579609,0.0557728,0.0294259,0.0278393,0,0,0.0608934,0.0368508,0.0430404,0.0678265,0.0670347,0.0286428,0.0634019,0.0638869,0.0332716,0.0470074,0,0.0676785,0,0.0334272,0.0131675,0.0139158,0.0116592,0,0.0261595,0.0538158,0.0423556,0,0,0.0253498,0,0,0.0240319,0.0690465,0.0120215,0.0275893,0.0313872,0.0548834,0.0414612,0.0300301,0.0420127,0.0630317,0.0552377,0.0297267,0.0285131,0.0147648,0.0384751,0.0269432,0.0321575,0.0111708,0.0130041,0.0562603,0.0478423,0,0,0,0,0,0,0,0,0
171,0.031715,0.0592439,0,0,0,0.0356918,0,0.0138606,0.0409265,0,0,0,0.0207692,0,0,0.0425018,0.0579432,0.0569799,0.0300912,0.0279774,0,0,0.0614902,0.0369487,0.0438182,0.0685779,0.0672209,0.0288764,0.0640207,0.0643889,0.0336976,0.047471,0,0.0695648,0,0.0335616,0.013125,0.0139295,0.0125715,0,0.026224,0.0544334,0.0423479,0,0,0.0254337,0,0,0.0240452,0.068963,0.0118097,0.0276003,0.0310349,0.0548401,0.0415726,0.0302154,0.0417028,0.062942,0.0555475,0.0298197,0.0284741,0.0147914,0.0384946,0.0256728,0.032196,0.0111761,0.0129738,0.0563459,0.0475908,0,0,0,0,0,0,0,0,0
172,0.0316351,0.0591105,0,0,0,0.0359712,0,0.0140594,0.040837,0,0,0,0.0208274,0,0,0.042495,0.0579685,0.0578646,0.0307529,0.0280527,0,0,0.0620472,0.0370515,0.0447144,0.0693501,0.0673896,0.0291736,0.0645854,0.06485,0.0341287,0.0478949,0,0.071208,0,0.0336899,0.0131252,0.0139486,0.0133747,0,0.0263798,0.0551669,0.0423329,0,0,0.0254121,0,0,0.0239288,0.0688703,0.0116902,0.027627,0.0308141,0.0549215,0.041579,0.0303997,0.0413764,0.062927,0.0558197,0.0299038,0.0284037,0.0148756,0.0385874,0.0245343,0.0322724,0.0111905,0.0128769,0.056512,0.0473366,0,0,0,0,0,0,0,0,0
173,0.0315338,0.0590586,0,0,0,0.0363162,0,0.0142228,0.0408138,0,0,0,0.0209055,0,0,0.042543,0.0580152,0.0584178,0.0314337,0.028026,0,0,0.0625394,0.0370991,0.0455795,0.0702074,0.0675542,0.0292602,0.0651324,0.0653971,0.0346257,0.048274,0,0.0724611,0,0.0338329,0.0131627,0.0139497,0.014008,0,0.026512,0.055993,0.0422999,0,0,0.0253386,0,0,0.0237416,0.0687882,0.011777,0.027691,0.0306128,0.0546775,0.0415547,0.0306071,0.0410687,0.062972,0.0560485,0.030022,0.0284465,0.0150085,0.0388574,0.0236996,0.0323733,0.0111559,0.0127238,0.0567552,0.0470951,0,0,0,0,0,0,0,0,0
174,0.0314774,0.0590928,0,0,0,0.036584,0,0.0143715,0.0408222,0,0,0,0.0209515,0,0,0.0425299,0.0581051,0.0587968,0.0321073,0.0278939,0,0,0.062927,0.0372181,0.0464133,0.0710707,0.0677194,0.0294381,0.0657349,0.0660163,0.0351527,0.048611,0,0.0733352,0,0.0339882,0.0131921,0.0139185,0.0145911,0,0.0266232,0.0568122,0.0422514,0,0,0.0252786,0,0,0.0235896,0.0687678,0.0118884,0.0277142,0.0304334,0.054362,0.0414131,0.0308281,0.0408013,0.0629725,0.0562715,0.0301471,0.0285802,0.0151662,0.0390665,0.0231568,0.0324865,0.0110595,0.0125666,0.0570219,0.0469133,0,0,0,0,0,0,0,0,0
175,0.0314446,0.0591356,0,0,0,0.0366045,0,0.0145078,0.0408779,0,0,0,0.0209029,0,0,0.0424227,0.0582164,0.0591209,0.0327826,0.0276892,0,0,0.0631794,0.0374774,0.0471888,0.072036,0.0679115,0.0297646,0.0663724,0.0666363,0.0356528,0.0488738,0,0.0739515,0,0.0341673,0.0132044,0.0138704,0.0150775,0,0.0267263,0.0576494,0.0422984,0,0,0.0251728,0,0,0.0235089,0.0687963,0.0119347,0.027752,0.0302103,0.0543101,0.0412844,0.0310171,0.0405595,0.0628734,0.0565144,0.0302669,0.0286695,0.0153041,0.0391943,0.0225886,0.0326074,0.0109953,0.0124151,0.0572313,0.046772,0,0,0,0,0,0,0,0,0
176,0.0314131,0.0592929,0,0,0,0.0364483,0,0.0145734,0.0409969,0,0,0,0.0208845,0,0,0.0423487,0.0583471,0.0593452,0.0334433,0.0274308,0,0,0.0633641,0.037542,0.0478904,0.0731633,0.0680722,0.0301033,0.0668349,0.0671895,0.0360851,0.049012,0,0.0741895,0,0.0343506,0.0132544,0.0138212,0.0156225,0,0.0267362,0.0584816,0.0423476,0,0,0.0250039,0,0,0.0234279,0.0688317,0.0119602,0.0278202,0.0299552,0.054055,0.0411775,0.0311632,0.0403349,0.0627342,0.0567703,0.0303589,0.0286656,0.0154029,0.0392069,0.0218909,0.0327858,0.0109673,0.0122765,0.0573966,0.0466329,0,0,0,0,0,0,0,0,0
177,0.0312986,0.0595388,0,0,0,0.0361747,0,0.0146219,0.0411711,0,0,0,0.0208576,0,0,0.0422725,0.0585152,0.0591719,0.0339946,0.0271154,0,0,0.0635156,0.0374316,0.0486155,0.0741065,0.0682118,0.0305218,0.0670515,0.067681,0.0364855,0.0489731,0,0.0738314,0,0.0344992,0.0132602,0.0138019,0.0162379,0,0.0267713,0.0592418,0.042339,0,0,0.0249331,0,0,0.0233276,0.0688903,0.0121123,0.0278682,0.0296988,0.0535841,0.0409772,0.0312493,0.0400824,0.0625901,0.0569919,0.0304266,0.0285635,0.0155352,0.0392738,0.0212463,0.0329366,0.0109056,0.012131,0.057504,0.0464747,0,0,0,0,0,0,0,0,0
178,0.0311698,0.0597766,0,0,0,0.035825,0,0.0146004,0.0413784,0,0,0,0.0208072,0,0,0.042242,0.0586919,0.0587355,0.0343789,0.0266708,0,0,0.0635108,0.037368,0.0493653,0.0749366,0.0683767,0.0310665,0.0672048,0.0680709,0.0367995,0.0487685,0,0.072858,0,0.0346299,0.0132666,0.0137827,0.0168314,0,0.0268809,0.0599399,0.0423137,0,0,0.0248679,0,0,0.0232664,0.0689662,0.0123067,0.0279037,0.0295306,0.0533489,0.0407721,0.0312344,0.039691,0.0623883,0.0571234,0.0305283,0.0284554,0.0157021,0.0394424,0.0206098,0.0330621,0.0108615,0.0119818,0.057526,0.0463234,0,0,0,0,0,0,0,0,0
179,0.0311286,0.0599999,0,0,0,0.0350461,0,0.0146118,0.041629,0,0,0,0.0207548,0,0,0.0422276,0.058893,0.0578805,0.0346867,0.0260299,0,0,0.0634225,0.0373226,0.0500464,0.0756892,0.0685045,0.0316873,0.0672788,0.0683122,0.0369507,0.0484155,0,0.0712208,0,0.0347807,0.0133015,0.0137442,0.0173579,0,0.0270322,0.0605282,0.0423394,0,0,0.0247322,0,0,0.0232257,0.0690928,0.0124963,0.0279011,0.02941,0.0530393,0.0405666,0.0311281,0.0392741,0.0621662,0.0572088,0.0306666,0.0283142,0.015545,0.0397359,0.0199851,0.0331785,0.0108319,0.0118556,0.0575167,0.0461222,0,0,0,0,0,0,0,0,0
180,0.0310789,0.0602003,0,0,0,0.0338868,0,0.0148439,0.0419788,0,0,0,0.0207013,0,0,0.0421846,0.0590922,0.0565513,0.0351326,0.0252622,0,0,0.0632392,0.0372733,0.0506124,0.0763581,0.0685867,0.0322473,0.0670527,0.0684127,0.0369708,0.0478557,0,0.0689059,0,0.0349462,0.0133564,0.0136658,0.0178496,0,0.0271931,0.0609535,0.042384,0,0,0.0246135,0,0,0.0232097,0.0692713,0.0126284,0.0279068,0.0293412,0.0524971,0.0403418,0.0310744,0.0388757,0.0619623,0.0572428,0.0308215,0.0282341,0.0154757,0.0399148,0.0192989,0.0332546,0.0107894,0.0117462,0.0575325,0.0459507,0,0,0,0,0,0,0,0,0
181,0.0310616,0.060368,0,0,0,0.0326073,0,0.0151233,0.0424213,0,0,0,0.0206317,0,0,0.0421248,0.0592374,0.0550347,0.0354645,0.0244561,0,0,0.063035,0.0371668,0.0510631,0.0769586,0.068665,0.0327398,0.0667099,0.0683873,0.0369076,0.0470156,0,0.0657918,0,0.0350937,0.0133891,0.0135944,0.0183261,0,0.0273598,0.061299,0.0423912,0,0,0.0245327,0,0,0.0231719,0.0694938,0.0127504,0.0279638,0.0293178,0.0522724,0.0401477,0.0310576,0.0384828,0.061748,0.0571927,0.0309767,0.0282229,0.0155443,0.0400638,0.0186744,0.0333358,0.0107263,0.0116516,0.0576093,0.0458344,0,0,0,0,0,0,0,0,0
182,0.0310629,0.0605233,0,0,0,0.0313538,0,0.0154117,0.0429595,0,0,0,0.020519,0,0,0.0420416,0.0593383,0.0533951,0.0357144,0.0236371,0,0,0.0629537,0.0369961,0.0513091,0.0774492,0.0687047,0.0331686,0.0665075,0.0683704,0.0368356,0.0461048,0,0.0620045,0,0.0352133,0.013392,0.0135469,0.0188061,0,0.0275136,0.0615517,0.0424004,0,0,0.0244517,0,0,0.0231212,0.0697494,0.012889,0.0279701,0.0293116,0.051906,0.0398746,0.0310131,0.0380587,0.0615399,0.0571367,0.0311163,0.0282098,0.0156252,0.0402159,0.0182162,0.0334346,0.0106618,0.0115847,0.0576824,0.045754,0,0,0,0,0,0,0,0,0
183,0.0311399,0.0606868,0,0,0,0.0303606,0,0.0157281,0.0435759,0,0,0,0.0203692,0,0,0.0419783,0.0594669,0.0515867,0.035975,0.0228092,0,0,0.0628417,0.0367743,0.0514177,0.0777969,0.0686918,0.033517,0.0664469,0.0684969,0.0368849,0.0453063,0,0.0576987,0,0.0353236,0.0133804,0.0135507,0.0192502,0,0.0276811,0.0617265,0.0424157,0,0,0.0243282,0,0,0.0230682,0.0699939,0.013003,0.0279679,0.029312,0.0516346,0.039566,0.0310123,0.0376268,0.0613053,0.0570716,0.0313012,0.028178,0.0156354,0.0403419,0.0177636,0.0335493,0.0106395,0.0114839,0.0577616,0.0456274,0,0,0,0,0,0,0,0,0
184,0.0311593,0.0608514,0,0,0,0.029801,0,0.0160999,0.0443014,0,0,0,0.020416,0,0,0.0420095,0.0595755,0.0496591,0.0362652,0.0220188,0,0,0.0626505,0.0364992,0.0514559,0.0779837,0.0686021,0.033783,0.0663298,0.0687724,0.0370789,0.0446726,0,0.0530485,0,0.0354312,0.0134386,0.013487,0.0196112,0,0.0278765,0.0618822,0.0424518,0,0,0.0241629,0,0,0.0229911,0.0702112,0.0131219,0.0280642,0.0293287,0.0514124,0.039259,0.031031,0.0372171,0.0610504,0.0570842,0.0315107,0.0281497,0.0156511,0.0403766,0.0172799,0.0336624,0.0105746,0.011364,0.0578371,0.0454414,0,0,0,0,0,0,0,0,0
185,0.0311978,0.0609488,0,0,0,0.0298768,0,0.0165267,0.0451689,0,0,0,0.0204601,0,0,0.0420903,0.0595334,0.0476138,0.0365796,0.0213874,0,0,0.062494,0.0363142,0.051393,0.0779482,0.0684571,0.0340334,0.066211,0.0691141,0.0374871,0.0440247,0,0.0481181,0,0.0355604,0.0135558,0.0133821,0.0200427,0,0.028085,0.0619916,0.0425381,0,0,0.0239923,0,0,0.0229267,0.0703863,0.0132793,0.0281424,0.0293778,0.0513465,0.0388488,0.0310723,0.0368166,0.0607853,0.0570144,0.0316796,0.0281313,0.015696,0.0406313,0.0167442,0.0338096,0.0104906,0.0112001,0.0578673,0.0452457,0,0,0,0,0,0,0,0,0
186,0.0311829,0.0610246,0,0,0,0.0305412,0,0.0170264,0.0461638,0,0,0,0.0204618,0,0,0.0421668,0.0593714,0.0455791,0.0369594,0.0210059,0,0,0.0623424,0.0362056,0.0512426,0.0776429,0.0682598,0.0343575,0.0661307,0.0694559,0.037921,0.0432694,0,0.0431397,0,0.0357065,0.0136382,0.0133224,0.0205329,0,0.0282929,0.0620246,0.0425969,0,0,0.0237941,0,0,0.0227901,0.0706353,0.0134604,0.0281614,0.0294948,0.0513857,0.0384412,0.0310991,0.0363961,0.0605591,0.0569191,0.0318276,0.0280977,0.0156998,0.0408871,0.0162105,0.0340089,0.0103863,0.0110294,0.057885,0.0451493,0,0,0,0,0,0,0,0,0
187,0.0311414,0.061134,0,0,0,0.0314916,0,0.0177017,0.0473242,0,0,0,0.0203864,0,0,0.0421146,0.0592193,0.0437199,0.0374287,0.0208577,0,0,0.0621386,0.0358942,0.051147,0.0771326,0.0681073,0.0348449,0.066009,0.0697384,0.0382148,0.0425184,0,0.0384755,0,0.0358331,0.0136502,0.0133047,0.0210362,0,0.0285131,0.0619465,0.0426296,0,0,0.0235196,0,0,0.0226176,0.0709629,0.0136402,0.0281434,0.0296998,0.0513586,0.0380287,0.0309647,0.0359259,0.0603531,0.0568096,0.0319755,0.0280545,0.0156836,0.0410709,0.0157618,0.0342174,0.0103841,0.010864,0.0579782,0.0450857,0,0,0,0,0,0,0,0,0
188,0.0311973,0.0611959,0,0,0,0.0325632,0,0.0185662,0.0484878,0,0,0,0.0202782,0,0,0.0420367,0.05907,0.0423075,0.0379281,0.0210498,0,0,0.0621347,0.0355622,0.0510624,0.076451,0.0679288,0.0353466,0.0657693,0.0698679,0.0386466,0.0419344,0,0.0343205,0,0.0359779,0.013668,0.0132772,0.0215959,0,0.028642,0.0616998,0.0426767,0,0,0.0232713,0,0,0.0226359,0.0713268,0.0137534,0.0280779,0.0298943,0.051044,0.0376112,0.0308458,0.0354403,0.0600649,0.0567813,0.0321202,0.0279597,0.0155928,0.0409048,0.0152305,0.0344298,0.0103852,0.0107155,0.0580599,0.0449019,0,0,0,0,0,0,0,0,0
189,0.031371,0.0612813,0,0,0,0.0329219,0,0.0198868,0.0499756,0,0,0,0.0201751,0,0,0.0419754,0.0585614,0.0417029,0.0386293,0.0218034,0,0,0.0623542,0.0352883,0.0510186,0.075487,0.0678065,0.035904,0.065321,0.0697596,0.0394988,0.0412999,0,0.0314919,0,0.0361597,0.0136545,0.0132533,0.0223745,0,0.0287892,0.0613013,0.0427704,0,0,0.0230479,0,0,0.0226105,0.0717682,0.0138143,0.0280305,0.0301144,0.0507307,0.0371362,0.031036,0.0349358,0.0597426,0.0565974,0.0322841,0.0278924,0.0154243,0.0408974,0.0144669,0.0346394,0.0103398,0.0105803,0.0582523,0.0445568,0,0,0,0,0,0,0,0,0
190,0.0314597,0.0613301,0,0,0,0.0333278,0,0.0211357,0.0512627,0,0,0,0.0200813,0,0,0.0419617,0.0581419,0.0416007,0.0390909,0.0231136,0,0,0.0625161,0.0351006,0.050814,0.0742761,0.0675431,0.0361578,0.0648544,0.0695083,0.0399182,0.0405503,0,0.0293675,0,0.0363534,0.0137065,0.0132412,0.0230705,0,0.0289717,0.0608186,0.0428862,0,0,0.0228589,0,0,0.0225332,0.0721995,0.0138523,0.0280318,0.0303606,0.0505419,0.0367196,0.0312048,0.0344567,0.0594647,0.0564565,0.0324483,0.0278403,0.0155283,0.0409975,0.0137913,0.0348153,0.0102417,0.0104309,0.0584476,0.0442798,0,0,0,0,0,0,0,0,0
191,0.0313927,0.0613923,0,0,0,0.0333875,0,0.022439,0.052386,0,0,0,0.0200368,0,0,0.0419726,0.057783,0.0419495,0.0394295,0.0248385,0,0,0.0623446,0.0347717,0.0503364,0.0727355,0.0671251,0.036147,0.0643181,0.0691263,0.0399767,0.0396964,0,0.0283957,0,0.0365525,0.0137706,0.0132176,0.0237388,0,0.0291041,0.0603312,0.0429521,0,0,0.0226783,0,0,0.0224625,0.0726363,0.013859,0.028043,0.0307127,0.0503422,0.0364103,0.031277,0.0340161,0.0592694,0.0564631,0.0326112,0.027856,0.0155954,0.0410451,0.0131222,0.0349854,0.0101775,0.0102794,0.0586206,0.0441011,0,0,0,0,0,0,0,0,0
192,0.031264,0.0614794,0,0,0,0.0332897,0,0.0236675,0.0532846,0,0,0,0.0199933,0,0,0.0420009,0.0574517,0.0425784,0.0396002,0.0265374,0,0,0.0621222,0.0345004,0.0497134,0.0711454,0.0666574,0.0358714,0.063614,0.0685704,0.0399193,0.0387797,0,0.0285801,0,0.0367472,0.0138312,0.0132138,0.0244067,0,0.0291522,0.0599277,0.0430178,0,0,0.0225045,0,0,0.0224429,0.073018,0.0138285,0.0281051,0.0310427,0.0501182,0.0361457,0.0312766,0.0337132,0.0589506,0.0563983,0.0326946,0.0278656,0.01552,0.0411904,0.0124713,0.0351885,0.0101771,0.0101283,0.0587466,0.0439519,0,0,0,0,0,0,0,0,0
193,0.0310478,0.0615267,0,0,0,0.0333547,0,0.0241001,0.0538925,0,0,0,0.0199382,0,0,0.0420436,0.0571952,0.0435906,0.0396577,0.0280465,0,0,0.0618855,0.0343624,0.0490622,0.0697095,0.0662666,0.0355149,0.0627586,0.0679554,0.0395766,0.0375816,0,0.0294705,0,0.0369194,0.0138793,0.0132407,0.0250505,0,0.0291361,0.0596422,0.0430479,0,0,0.0223654,0,0,0.022459,0.0733896,0.0137647,0.0280932,0.0312387,0.0499545,0.0359176,0.0311796,0.0335342,0.0585658,0.0562465,0.0327505,0.0278374,0.0154732,0.041222,0.0119247,0.0353725,0.0101773,0.00995333,0.0588238,0.0438596,0,0,0,0,0,0,0,0,0
194,0.0307167,0.061878,0,0,0,0.0355188,0,0.0236085,0.0546212,0,0,0,0.0192708,0,0,0.042884,0.0569273,0.0455322,0.0398305,0.0258925,0,0,0.0611975,0.0344436,0.0476816,0.0691778,0.0660723,0.0347377,0.0635241,0.0686019,0.0395927,0.0380639,0,0.0284257,0,0.0368651,0.0132282,0.0125653,0.024392,0,0.0288444,0.0597449,0.0425954,0,0,0.0224855,0,0,0.0223557,0.0736753,0.0137269,0.027949,0.0315531,0.048623,0.0357369,0.0309054,0.033184,0.0581314,0.0558549,0.0329949,0.0274607,0.0154589,0.0412165,0.0125746,0.0352757,0.0100956,0.00987499,0.0594647,0.0436148,0,0,0,0,0,0,0,0,0
