Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x74,x75,x76,x77,x73,LBL
37,0.0333962,0.0607789,0,0,0,0.0361564,0,0.0106425,0.0506826,0,0,0,0.0208374,0,0,0.0431795,0.0582659,0.0369031,0.024881,0.0249856,0,0,0.0589172,0.0376395,0.0355137,0.0611087,0.0631397,0.0276624,0.0536615,0.056916,0.0240221,0.035194,0,0.0281691,0,0.0327348,0.0130336,0.0143095,0.00723729,0,0.0259313,0.047955,0.0422408,0,0,0.0255907,0,0,0.0237504,0.0701089,0.0127811,0.0275894,0.0346851,0.0588861,0.0401771,0.0292841,0.0442907,0.0632123,0.0533094,0.0296279,0.0285365,0.0139662,0.0373578,0.037377,0.028959,0.010888,0.0112746,0.0573189,0.0497066,0,0,0,0,0,0,0,0,0
38,0.0330934,0.0605853,0,0,0,0.0334504,0,0.0112021,0.0495413,0,0,0,0.0209088,0,0,0.043161,0.058499,0.0395771,0.0247335,0.0249196,0,0,0.0596241,0.0380294,0.0366349,0.0619934,0.0638259,0.0279501,0.0543655,0.0571693,0.0250361,0.0364177,0,0.0348739,0,0.0328713,0.0129902,0.014424,0.007221,0,0.0258,0.0483654,0.0422779,0,0,0.0257665,0,0,0.0238322,0.0702511,0.0128391,0.0276955,0.0344343,0.0590136,0.0405528,0.0289991,0.0443284,0.0630874,0.053256,0.0295557,0.0285015,0.0138293,0.0374285,0.0377814,0.0288812,0.0109538,0.011273,0.0572735,0.049961,0,0,0,0,0,0,0,0,0
39,0.0330446,0.0605302,0,0,0,0.03236,0,0.0123966,0.0485206,0,0,0,0.0209212,0,0,0.0431257,0.0585562,0.0421804,0.0248718,0.0250357,0,0,0.0602169,0.0383499,0.0374232,0.0627174,0.0643425,0.0281047,0.0555166,0.0578209,0.0262534,0.0380138,0,0.0413252,0,0.0330789,0.0129725,0.0145032,0.00714146,0,0.0257119,0.0488942,0.0422998,0,0,0.0257227,0,0,0.0238282,0.070338,0.0129197,0.0275829,0.0340034,0.0588509,0.0405782,0.0288915,0.0443425,0.0630255,0.0532768,0.0294885,0.0285064,0.013724,0.0374251,0.0379218,0.0290175,0.0109409,0.0111441,0.0572193,0.0501141,0,0,0,0,0,0,0,0,0
40,0.0332163,0.0606301,0,0,0,0.0326075,0,0.0128596,0.0477125,0,0,0,0.0209443,0,0,0.0430438,0.0585388,0.044257,0.0251603,0.0253332,0,0,0.0605934,0.0386085,0.0379994,0.0631943,0.0646722,0.0281658,0.0567551,0.058547,0.027185,0.0396615,0,0.0457922,0,0.0332998,0.0129236,0.0145308,0.00701266,0,0.0257111,0.0493562,0.0423028,0,0,0.0254511,0,0,0.0238102,0.0703333,0.0128567,0.027413,0.0335972,0.0584431,0.0402908,0.0289184,0.0442983,0.0630401,0.05335,0.0294121,0.0285585,0.0137716,0.0373509,0.0377129,0.0293517,0.0108944,0.0109688,0.0572505,0.0502071,0,0,0,0,0,0,0,0,0
41,0.0334854,0.0608009,0,0,0,0.0327629,0,0.012533,0.0469957,0,0,0,0.0208933,0,0,0.042993,0.0584548,0.0457497,0.0254359,0.0256935,0,0,0.0606921,0.0388351,0.0384816,0.0635762,0.0649192,0.0282059,0.0579793,0.0593765,0.0279105,0.0411486,0,0.0485119,0,0.0335212,0.0129415,0.0145523,0.00698342,0,0.0257896,0.0497754,0.042305,0,0,0.0250348,0,0,0.0237692,0.0702884,0.0125019,0.0273621,0.0332574,0.0579747,0.0398371,0.0290277,0.0442438,0.0630806,0.0534281,0.0290809,0.0285487,0.0137214,0.0373057,0.037115,0.0298295,0.0108273,0.0107586,0.0574013,0.0502803,0,0,0,0,0,0,0,0,0
42,0.0337086,0.061003,0,0,0,0.0328978,0,0.0122285,0.0462485,0,0,0,0.02084,0,0,0.0429774,0.0582635,0.0464743,0.0255976,0.0262031,0,0,0.0606026,0.0390538,0.038988,0.06399,0.0651829,0.0282621,0.0591609,0.0603125,0.0286934,0.0424653,0,0.0498062,0,0.0337293,0.0129495,0.0145985,0.00708029,0,0.0258651,0.050165,0.042297,0,0,0.0245876,0,0,0.0237222,0.0702185,0.0120642,0.0275413,0.0330382,0.0576405,0.039333,0.0291262,0.0441696,0.063093,0.0536347,0.0288542,0.0285327,0.0137257,0.0373268,0.0362801,0.0303323,0.0107946,0.0105408,0.0576003,0.050361,0,0,0,0,0,0,0,0,0
43,0.0336299,0.0611307,0,0,0,0.0332973,0,0.0122011,0.0455308,0,0,0,0.0207415,0,0,0.0430531,0.0579729,0.0466311,0.0259016,0.026938,0,0,0.0603731,0.0392761,0.0395678,0.0643351,0.0655047,0.0283959,0.0602382,0.0611367,0.029524,0.0435936,0,0.05007,0,0.0339109,0.0130083,0.0146679,0.00735865,0,0.0258757,0.0505909,0.0422341,0,0,0.0242303,0,0,0.0236543,0.0701092,0.0118287,0.0277383,0.0328726,0.0573202,0.0390052,0.0293175,0.0440878,0.0631189,0.0539893,0.0288779,0.0285119,0.0138237,0.0373902,0.0351872,0.0307881,0.0107608,0.0103571,0.0576661,0.0504452,0,0,0,0,0,0,0,0,0
44,0.0334483,0.0612231,0,0,0,0.033863,0,0.0121624,0.044896,0,0,0,0.0206755,0,0,0.0431506,0.0577345,0.0466045,0.0264078,0.027647,0,0,0.0601388,0.0394645,0.0402341,0.0648233,0.0658579,0.0285699,0.0610956,0.0617854,0.0302586,0.0444554,0,0.0497534,0,0.0340555,0.0130385,0.0147312,0.00773654,0,0.0258617,0.0509582,0.0421054,0,0,0.0239329,0,0,0.0235892,0.0700031,0.0116826,0.0278982,0.0326605,0.0570804,0.0388203,0.0295614,0.0438905,0.0631754,0.0543189,0.0289629,0.028485,0.0139892,0.037475,0.033962,0.0311355,0.010751,0.010241,0.0576797,0.0504155,0,0,0,0,0,0,0,0,0
45,0.0333172,0.0612335,0,0,0,0.0342052,0,0.0120471,0.044283,0,0,0,0.0206208,0,0,0.0432518,0.0575862,0.0465247,0.0268916,0.0279744,0,0,0.0600201,0.0396563,0.0406457,0.0652501,0.0662205,0.0286607,0.0615555,0.0621591,0.0307603,0.0450439,0,0.0492098,0,0.0342273,0.0130434,0.014791,0.00818903,0,0.0259185,0.0512647,0.0419252,0,0,0.0236969,0,0,0.0235849,0.0699138,0.0113408,0.0280388,0.0324357,0.0569309,0.0387675,0.0298187,0.043576,0.063246,0.0545787,0.0289888,0.0285479,0.0141904,0.0375607,0.0326889,0.0313371,0.0107643,0.0101908,0.057757,0.050287,0,0,0,0,0,0,0,0,0
46,0.0331502,0.0611793,0,0,0,0.0343676,0,0.012136,0.0436027,0,0,0,0.0205747,0,0,0.0433582,0.0575768,0.0466558,0.0272791,0.0278248,0,0,0.0600326,0.0398479,0.0410205,0.065725,0.0665416,0.0287776,0.0618542,0.0623392,0.0311059,0.0454425,0,0.0486405,0,0.0344088,0.0130696,0.0148284,0.00867348,0,0.025979,0.0515957,0.0417673,0,0,0.0236302,0,0,0.0235536,0.0698324,0.0109115,0.0282112,0.032218,0.0568797,0.0387992,0.0300324,0.0431639,0.0632685,0.0547919,0.0290224,0.0287129,0.0143779,0.0376971,0.0314079,0.0314135,0.0107734,0.010179,0.0578011,0.050126,0,0,0,0,0,0,0,0,0
47,0.0329339,0.0610433,0,0,0,0.0343971,0,0.0124624,0.0428758,0,0,0,0.0205792,0,0,0.0434881,0.0577023,0.0470722,0.0275447,0.0273103,0,0,0.0601264,0.0400482,0.0415758,0.066194,0.0667623,0.0289649,0.062028,0.062425,0.0313797,0.0456666,0,0.0486177,0,0.0345554,0.0132714,0.0146986,0.00911558,0,0.0260518,0.0519661,0.0416467,0,0,0.0236287,0,0,0.0234918,0.0697516,0.0105335,0.0283734,0.0320029,0.0568537,0.038945,0.0302056,0.0427751,0.0631945,0.0550245,0.0290826,0.0289146,0.014534,0.0379028,0.0302619,0.0313639,0.0107717,0.0101409,0.0578045,0.0499501,0,0,0,0,0,0,0,0,0
48,0.0327381,0.0608649,0,0,0,0.0343878,0,0.0128065,0.042186,0,0,0,0.02068,0,0,0.043778,0.0579004,0.0476963,0.0279245,0.0268674,0,0,0.060292,0.0402031,0.0423663,0.0667494,0.0669,0.0292275,0.0619543,0.06251,0.0316342,0.0457544,0,0.049199,0,0.034672,0.0137515,0.0143988,0.00962021,0,0.0261633,0.0523365,0.0415631,0,0,0.0237543,0,0,0.0235004,0.0696295,0.0102774,0.0285123,0.0317539,0.0568569,0.0391557,0.0303619,0.0424171,0.0631494,0.0552318,0.0291201,0.0291344,0.0148013,0.0380898,0.0290585,0.0312881,0.0107996,0.0101933,0.0578019,0.0497152,0,0,0,0,0,0,0,0,0
49,0.0326985,0.0606734,0,0,0,0.0343586,0,0.0130571,0.0416207,0,0,0,0.020765,0,0,0.043921,0.0580751,0.0485358,0.0284498,0.0265736,0,0,0.0605956,0.0403095,0.0430828,0.0675056,0.0670355,0.0292999,0.0619681,0.0626679,0.0318916,0.0458818,0,0.0503099,0,0.0347155,0.0138652,0.0143726,0.010265,0,0.0262462,0.0527191,0.0415001,0,0,0.0239135,0,0,0.0235589,0.0694989,0.0101208,0.0285249,0.0314867,0.0568436,0.0393694,0.0306338,0.0421036,0.0630983,0.0554739,0.0291593,0.0293144,0.0149731,0.0382253,0.0281475,0.0312481,0.0108314,0.010242,0.0577965,0.0494337,0,0,0,0,0,0,0,0,0
50,0.0327569,0.0604787,0,0,0,0.034389,0,0.013364,0.0413917,0,0,0,0.0207745,0,0,0.0438435,0.0581958,0.0495071,0.0290659,0.0264496,0,0,0.0610246,0.0403223,0.0438553,0.0681792,0.0671563,0.0294376,0.0623811,0.062945,0.0322631,0.0461183,0,0.0519732,0,0.0347379,0.0136029,0.0145869,0.0108758,0,0.0262546,0.0532447,0.0414872,0,0,0.0239466,0,0,0.0235764,0.069387,0.0100148,0.0284543,0.0312289,0.0567154,0.0395322,0.0308849,0.0418453,0.0630769,0.0557405,0.029195,0.0293769,0.0150001,0.0383415,0.0273002,0.0312216,0.0108449,0.0102056,0.0577983,0.0491517,0,0,0,0,0,0,0,0,0
51,0.0325425,0.0602532,0,0,0,0.0345107,0,0.0136907,0.0412799,0,0,0,0.0207072,0,0,0.0436375,0.0582425,0.0504988,0.0297467,0.0264857,0,0,0.061547,0.040236,0.0445875,0.0687663,0.0672221,0.029534,0.0629143,0.0634674,0.0328197,0.0464696,0,0.0536753,0,0.0349492,0.013249,0.014827,0.011416,0,0.0262016,0.0539034,0.0415195,0,0,0.0238767,0,0,0.0235441,0.0693406,0.00990468,0.0283781,0.030972,0.0564603,0.0396299,0.0311308,0.0416245,0.0631078,0.0560253,0.0293403,0.0293372,0.0150329,0.0384278,0.0264767,0.031236,0.0108427,0.0101196,0.0578186,0.0488908,0,0,0,0,0,0,0,0,0
52,0.0327054,0.0601201,0,0,0,0.0346698,0,0.0139288,0.0412037,0,0,0,0.020673,0,0,0.0435887,0.0582604,0.0514889,0.0304966,0.0265594,0,0,0.0621378,0.0400958,0.0451115,0.0695483,0.0673426,0.0296734,0.0637648,0.0641495,0.0334365,0.0469205,0,0.0552924,0,0.0351462,0.0132947,0.0148027,0.0119191,0,0.0262075,0.0547201,0.0415749,0,0,0.023868,0,0,0.0235205,0.0693749,0.009838,0.0283127,0.0306903,0.0561169,0.0396189,0.031332,0.0414483,0.0630701,0.0562949,0.0294665,0.029247,0.0150943,0.0384934,0.0256947,0.0313049,0.0108358,0.0100535,0.0579354,0.0486278,0,0,0,0,0,0,0,0,0
53,0.0328373,0.0600857,0,0,0,0.034847,0,0.0140294,0.0412129,0,0,0,0.0205955,0,0,0.0433337,0.0582514,0.0524309,0.0313388,0.0265547,0,0,0.0627329,0.0401026,0.0459998,0.0704579,0.0674999,0.0299466,0.0646657,0.0650606,0.0340904,0.0474891,0,0.056939,0,0.0352408,0.0128662,0.0150993,0.0125219,0,0.0262755,0.0555552,0.0416185,0,0,0.0239494,0,0,0.0234919,0.0694937,0.00988123,0.0282335,0.0303701,0.0557276,0.0395385,0.0314334,0.0413105,0.0630289,0.0565232,0.0292987,0.029257,0.0151629,0.0385352,0.0249022,0.0314791,0.0108167,0.0100036,0.0581436,0.0483638,0,0,0,0,0,0,0,0,0
54,0.0327439,0.0600738,0,0,0,0.0349785,0,0.0139166,0.0412795,0,0,0,0.0205053,0,0,0.0430749,0.0582255,0.0532312,0.0321688,0.0265068,0,0,0.0632268,0.0401006,0.0469543,0.0712456,0.067744,0.0303428,0.0655377,0.0660252,0.0348534,0.0481266,0,0.058137,0,0.0353167,0.0125503,0.0152879,0.0133011,0,0.0262217,0.0564289,0.0416274,0,0,0.0239309,0,0,0.023459,0.0695907,0.0100531,0.0282152,0.0302095,0.0553378,0.0394861,0.0314829,0.0411734,0.0630241,0.0567624,0.029168,0.0293562,0.0154233,0.0385148,0.0240795,0.0316717,0.0107896,0.00991074,0.058383,0.0481016,0,0,0,0,0,0,0,0,0
55,0.032737,0.0601362,0,0,0,0.035072,0,0.0138343,0.0413027,0,0,0,0.0204642,0,0,0.043023,0.0582803,0.0537252,0.032813,0.0264436,0,0,0.0636325,0.040084,0.0477354,0.0721041,0.0679386,0.030834,0.0663074,0.0669661,0.0356773,0.0486752,0,0.0592662,0,0.0354176,0.0128235,0.0150067,0.0139501,0,0.0262541,0.0573462,0.0416319,0,0,0.0238199,0,0,0.0234049,0.0696613,0.0102153,0.0282315,0.0300969,0.0548758,0.0394246,0.0315758,0.0409936,0.0629796,0.0569821,0.0291796,0.0294141,0.0156139,0.0385483,0.0233921,0.0318585,0.0107583,0.00979488,0.0586393,0.0478443,0,0,0,0,0,0,0,0,0
56,0.0325575,0.0602624,0,0,0,0.035134,0,0.0138828,0.0414035,0,0,0,0.0205539,0,0,0.0432994,0.058365,0.0534835,0.033466,0.0262935,0,0,0.0638761,0.0400407,0.0484454,0.0730535,0.0681205,0.0313178,0.0668966,0.0677769,0.0364033,0.0489987,0,0.0602703,0,0.0355345,0.0136789,0.0143758,0.014318,0,0.0263793,0.0582169,0.0416151,0,0,0.0236509,0,0,0.0233705,0.0696888,0.0103212,0.0282558,0.0301282,0.0544084,0.039345,0.031685,0.0407594,0.062819,0.0571509,0.0292814,0.0294572,0.0157276,0.0386912,0.022844,0.0319991,0.0107357,0.00969193,0.0589013,0.0475842,0,0,0,0,0,0,0,0,0
57,0.0324045,0.0604261,0,0,0,0.0349253,0,0.0139391,0.0416074,0,0,0,0.0205979,0,0,0.0433702,0.0584512,0.0531679,0.0340979,0.0259981,0,0,0.0639966,0.0398468,0.0491476,0.0738339,0.0682784,0.0319097,0.0672989,0.0684048,0.0370001,0.0490498,0,0.0608916,0,0.0356243,0.0139489,0.0141628,0.0147696,0,0.0265866,0.0589543,0.0415506,0,0,0.0234403,0,0,0.0233881,0.0696722,0.0103673,0.0283074,0.0300276,0.0539836,0.0392282,0.031784,0.04045,0.0626627,0.0572824,0.0294098,0.0295173,0.0158009,0.0388503,0.0223164,0.0320597,0.0107367,0.00960233,0.0591234,0.0473398,0,0,0,0,0,0,0,0,0
58,0.0324033,0.0606184,0,0,0,0.0344536,0,0.0139929,0.0418255,0,0,0,0.0205517,0,0,0.0433025,0.0586044,0.0528012,0.0345056,0.0255979,0,0,0.0640549,0.0397021,0.0497562,0.074606,0.0684113,0.0324908,0.0675452,0.0688323,0.0374197,0.0487183,0,0.0607552,0,0.0357017,0.0138772,0.0141813,0.0152975,0,0.0267519,0.0595985,0.0414765,0,0,0.0233522,0,0,0.0234116,0.0696664,0.0104125,0.0283546,0.0298656,0.0535993,0.0389799,0.0318594,0.0400484,0.062648,0.0573537,0.0295789,0.0295413,0.0158791,0.0389385,0.0216979,0.0321706,0.0107535,0.00953021,0.0592762,0.0470734,0,0,0,0,0,0,0,0,0
59,0.0321891,0.0607471,0,0,0,0.0337376,0,0.0140885,0.0421317,0,0,0,0.0204359,0,0,0.0431843,0.0587428,0.0521143,0.0348949,0.0250939,0,0,0.0640404,0.0396513,0.0503576,0.0751947,0.0685991,0.033063,0.0676053,0.0691615,0.037732,0.0481085,0,0.0598225,0,0.0357759,0.0137534,0.0142176,0.0158265,0,0.026812,0.0601887,0.0414168,0,0,0.0233485,0,0,0.0234344,0.0696821,0.0105944,0.028389,0.0297834,0.0532472,0.0388303,0.0318922,0.039559,0.0624949,0.0573768,0.0298218,0.0295227,0.0160513,0.0389038,0.0210683,0.0323194,0.0107511,0.00950169,0.0593334,0.04678,0,0,0,0,0,0,0,0,0
60,0.0320458,0.0608426,0,0,0,0.0328963,0,0.0143187,0.0425383,0,0,0,0.0203372,0,0,0.0430958,0.0588898,0.0511154,0.0352673,0.0243601,0,0,0.0639222,0.0394989,0.0508777,0.0757527,0.0687569,0.033584,0.06745,0.0693921,0.0379103,0.0473808,0,0.0581718,0,0.0358672,0.0137384,0.0141641,0.0165518,0,0.0269109,0.060689,0.0413748,0,0,0.0232147,0,0,0.0234659,0.0697064,0.0108099,0.0285246,0.0297586,0.0529212,0.0387826,0.0319025,0.0390528,0.0622377,0.0574331,0.0302391,0.0295085,0.0161521,0.0389443,0.0203337,0.032418,0.0107203,0.0094833,0.059359,0.0465137,0,0,0,0,0,0,0,0,0
61,0.0319432,0.0609569,0,0,0,0.0317628,0,0.0147116,0.0430256,0,0,0,0.0202898,0,0,0.0430145,0.059017,0.0499324,0.0356025,0.0235174,0,0,0.0637271,0.0393777,0.051265,0.0762386,0.068839,0.0340161,0.0670869,0.0693946,0.0379324,0.046477,0,0.0557561,0,0.0359651,0.0137724,0.0140807,0.0174255,0,0.0272332,0.0611034,0.0413457,0,0,0.0231111,0,0,0.023477,0.0697823,0.0110169,0.0286493,0.0297713,0.0526411,0.0386698,0.0318919,0.0385731,0.0619222,0.0574389,0.0307045,0.0295031,0.0161341,0.0390643,0.0194977,0.0325388,0.0107358,0.00943429,0.0594287,0.0462585,0,0,0,0,0,0,0,0,0
62,0.0318465,0.0610601,0,0,0,0.0306288,0,0.0152523,0.043578,0,0,0,0.0202744,0,0,0.0429414,0.0591247,0.0484837,0.0357822,0.0226745,0,0,0.0635265,0.0391095,0.0514722,0.0765736,0.0688295,0.0343309,0.0666754,0.0694595,0.0379267,0.0453467,0,0.0524547,0,0.0360503,0.0137659,0.0140277,0.0180504,0,0.027364,0.061415,0.0413164,0,0,0.022941,0,0,0.0234602,0.0699926,0.0113332,0.0287298,0.0298001,0.052422,0.0384794,0.031828,0.0382048,0.0615084,0.0573406,0.0308865,0.0294452,0.0162169,0.0392428,0.0189175,0.0326739,0.0106693,0.00940267,0.0594894,0.0460414,0,0,0,0,0,0,0,0,0
63,0.03173,0.0611761,0,0,0,0.0298577,0,0.0159436,0.0443424,0,0,0,0.0202426,0,0,0.0428606,0.0591589,0.0468009,0.0359973,0.0218634,0,0,0.0633025,0.0388068,0.0515481,0.0768279,0.0687481,0.0345845,0.0663137,0.0695027,0.0380594,0.0442592,0,0.0483452,0,0.0361015,0.0137574,0.0139718,0.0185129,0,0.0273058,0.0615815,0.0412897,0,0,0.0228125,0,0,0.0234322,0.0702827,0.0118154,0.0288369,0.029924,0.0522116,0.0382024,0.0317446,0.0377967,0.061159,0.0572116,0.0310097,0.0293221,0.016342,0.039401,0.0184492,0.032883,0.0106092,0.00934199,0.0595161,0.0458144,0,0,0,0,0,0,0,0,0
64,0.0316395,0.0613319,0,0,0,0.0297686,0,0.0166624,0.0452558,0,0,0,0.0201841,0,0,0.0427104,0.0591503,0.0449773,0.0361039,0.0211557,0,0,0.0630801,0.038607,0.0514785,0.0769749,0.0685938,0.0348423,0.0660372,0.0694326,0.0385215,0.0432238,0,0.0434487,0,0.0362085,0.0137079,0.0139089,0.0189957,0,0.0275644,0.0616114,0.0412645,0,0,0.0225538,0,0,0.0234192,0.0706254,0.0121018,0.0289491,0.0301116,0.0520686,0.0378183,0.0316085,0.0373103,0.0607743,0.0571325,0.0308046,0.0292,0.0164297,0.0395892,0.0179769,0.033151,0.0105837,0.00919705,0.0595822,0.0455905,0,0,0,0,0,0,0,0,0
65,0.0316989,0.0614539,0,0,0,0.0307042,0,0.0174481,0.046313,0,0,0,0.0201325,0,0,0.0425435,0.0590421,0.0429765,0.0363205,0.020611,0,0,0.0628534,0.0385156,0.0514043,0.0766789,0.068471,0.035235,0.0657678,0.069281,0.0390853,0.0422993,0,0.0378738,0,0.0363498,0.0137105,0.013812,0.0195551,0,0.0278462,0.0614968,0.04126,0,0,0.022342,0,0,0.0234212,0.0709577,0.0125307,0.0290012,0.0303185,0.051973,0.0373504,0.0315043,0.0367956,0.0604415,0.0570534,0.0308456,0.0291384,0.0165146,0.0398121,0.017481,0.0334232,0.0105824,0.00910182,0.0598953,0.0453736,0,0,0,0,0,0,0,0,0
66,0.0318568,0.0615442,0,0,0,0.0324414,0,0.0183741,0.0476575,0,0,0,0.0201102,0,0,0.0424426,0.0586765,0.0410491,0.0367492,0.020381,0,0,0.0625992,0.0382287,0.0512676,0.0758539,0.0683806,0.0357877,0.0654474,0.0691603,0.0395101,0.0416087,0,0.0320604,0,0.0364078,0.0138443,0.0136315,0.0201862,0,0.0281213,0.0611766,0.0412698,0,0,0.0220097,0,0,0.0233969,0.0713841,0.0128224,0.029037,0.0305251,0.0518129,0.0369361,0.0316329,0.0363526,0.0601568,0.0569454,0.031351,0.029118,0.0165028,0.0399691,0.0168575,0.0336388,0.0105724,0.00900834,0.0597467,0.0451159,0,0,0,0,0,0,0,0,0
67,0.0317588,0.0616458,0,0,0,0.0340806,0,0.0193029,0.049116,0,0,0,0.0201361,0,0,0.0423597,0.0581489,0.0395606,0.0372287,0.020718,0,0,0.0623412,0.0378012,0.0509265,0.0746765,0.0682274,0.0363126,0.0649413,0.0690562,0.0396864,0.0410627,0,0.026684,0,0.0363542,0.013958,0.0134665,0.0207099,0,0.028368,0.0606246,0.0412973,0,0,0.0217731,0,0,0.0233085,0.0719258,0.0128476,0.0290329,0.0307571,0.0516632,0.0365452,0.0316971,0.0359035,0.0598282,0.0567795,0.0316465,0.0289513,0.0159377,0.040132,0.0163343,0.0338031,0.0105221,0.00892574,0.0588544,0.044841,0,0,0,0,0,0,0,0,0
68,0.0316009,0.0617155,0,0,0,0.0356877,0,0.020381,0.050656,0,0,0,0.020107,0,0,0.0421941,0.0575274,0.0385615,0.0377352,0.021705,0,0,0.0621657,0.0374952,0.0503895,0.0730823,0.0679823,0.0367174,0.0642358,0.0689403,0.0399431,0.0402508,0,0.0224085,0,0.0364388,0.0139648,0.0133412,0.0212964,0,0.028605,0.0599645,0.0413482,0,0,0.0215665,0,0,0.023217,0.0724824,0.0128869,0.0289851,0.031173,0.0515692,0.0360951,0.0316845,0.0354823,0.0594642,0.0566079,0.0316828,0.0287258,0.0156421,0.0402895,0.015747,0.0339746,0.01048,0.00884198,0.0584237,0.0445441,0,0,0,0,0,0,0,0,0
69,0.0315798,0.0617432,0,0,0,0.0372022,0,0.0215526,0.0519484,0,0,0,0.0200405,0,0,0.0419048,0.0569637,0.0382973,0.0381592,0.023099,0,0,0.062024,0.0371199,0.0499013,0.0713304,0.0677278,0.0368881,0.0637778,0.0686804,0.0402962,0.0393073,0,0.0198635,0,0.0365081,0.0137301,0.0133447,0.0220101,0,0.0288201,0.0593523,0.0414255,0,0,0.021434,0,0,0.0231481,0.0729242,0.0130348,0.0289547,0.0316657,0.0515069,0.0357073,0.0316361,0.0351518,0.0591318,0.0564307,0.03209,0.0286694,0.0155562,0.0403405,0.0149989,0.0341798,0.010459,0.0087609,0.0584128,0.0442621,0,0,0,0,0,0,0,0,0
70,0.031671,0.0617597,0,0,0,0.0380722,0,0.0225637,0.0528982,0,0,0,0.0199533,0,0,0.0416118,0.0565266,0.0386693,0.0384897,0.0247953,0,0,0.0619255,0.0368437,0.0494403,0.0695907,0.0674997,0.0368781,0.0631805,0.0681838,0.0406195,0.0383509,0,0.019258,0,0.0366692,0.0134326,0.0134278,0.0227795,0,0.0289449,0.0589137,0.0415193,0,0,0.0213195,0,0,0.0230926,0.0732788,0.0131721,0.028936,0.0320356,0.0514836,0.0354044,0.0315593,0.034878,0.0588308,0.0562566,0.0323842,0.0288003,0.0156106,0.0404596,0.0141454,0.034367,0.0104176,0.00868728,0.0587987,0.0440886,0,0,0,0,0,0,0,0,0
71,0.0317534,0.06177,0,0,0,0.037983,0,0.023321,0.0534961,0,0,0,0.0199876,0,0,0.0417857,0.0562846,0.0391287,0.0386431,0.0266046,0,0,0.0617931,0.0365673,0.0487984,0.0681491,0.0672175,0.0366094,0.0622792,0.0674459,0.0404651,0.0374064,0,0.0201751,0,0.0367787,0.0138283,0.0131664,0.0235185,0,0.0289656,0.0585448,0.0415855,0,0,0.0212103,0,0,0.0229866,0.0736199,0.0132135,0.0289278,0.0322246,0.0514761,0.0351726,0.0314126,0.0346238,0.0585569,0.056044,0.0323075,0.0288812,0.015899,0.040527,0.0133425,0.0344479,0.0103475,0.00863351,0.0589212,0.044052,0,0,0,0,0,0,0,0,0
72,0.0315501,0.061999,0,0,0,0.038499,0,0.0224124,0.0538588,0,0,0,0.0196507,0,0,0.0425162,0.0560071,0.0403845,0.0385767,0.0257504,0,0,0.0612555,0.0365388,0.0474991,0.0671987,0.0668488,0.0354935,0.0627208,0.0681648,0.0405236,0.0374662,0,0.0216958,0,0.0366331,0.0137018,0.0124385,0.0231354,0,0.028748,0.0583853,0.0413866,0,0,0.0213636,0,0,0.0230476,0.0739401,0.0130883,0.0291016,0.0324838,0.050922,0.0350275,0.0310139,0.0342597,0.0582299,0.0555376,0.0323418,0.0286762,0.0160376,0.040656,0.0138522,0.0343204,0.0101314,0.00863067,0.0590964,0.0439083,0,0,0,0,0,0,0,0,0
73,0.0314353,0.0621612,0,0,0,0.0395243,0,0.0220911,0.0544103,0,0,0,0.0193269,0,0,0.042962,0.0556203,0.0421961,0.0387571,0.0249155,0,0,0.0608456,0.0364756,0.046612,0.0667521,0.0667634,0.0343944,0.0632328,0.0689478,0.0405257,0.0375975,0,0.0230135,0,0.0365257,0.0131789,0.0120753,0.0233148,0,0.028502,0.0582943,0.0412225,0,0,0.0214265,0,0,0.0230753,0.0741504,0.0130239,0.0290774,0.0327024,0.050308,0.0347758,0.0306434,0.0342362,0.0580911,0.0550971,0.0321715,0.0286738,0.0159834,0.0404669,0.0137301,0.0343075,0.00999605,0.00861045,0.0594087,0.0438983,0,0,0,0,0,0,0,0,0
74,0.0313748,0.0622516,0,0,0,0.040155,0,0.0219418,0.0545748,0,0,0,0.0191271,0,0,0.0430851,0.0553467,0.0432188,0.0390102,0.0248217,0,0,0.0606572,0.036544,0.0462003,0.0665014,0.0666576,0.0339739,0.0635574,0.0693183,0.0406039,0.0377108,0,0.023977,0,0.0364938,0.0127993,0.0120302,0.0235324,0,0.0281911,0.05821,0.0411276,0,0,0.0213147,0,0,0.0230844,0.0743291,0.0128144,0.0289261,0.0326996,0.0499736,0.0345641,0.0304046,0.0343541,0.0580235,0.054817,0.0319779,0.0286514,0.0158389,0.0402565,0.0135777,0.0344115,0.00997836,0.00854818,0.0596762,0.0440264,0,0,0,0,0,0,0,0,0
