Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x76,x77,x78,LBL,x75
236,0.0303668,0.0608697,0,0,0,0.0516464,0,0.00935169,0.0496791,0,0,0,0.021242,0,0,0.0430032,0.0576475,0.0304158,0.0265408,0.0267688,0,0,0.0601553,0.0332106,0.0341643,0.0604754,0.0622181,0.0264707,0.0550132,0.0582253,0.0247642,0.0363502,0,0.00751538,0,0.0327062,0.0129683,0.0143893,0.0093526,0,0.0281361,0.0447367,0.0416109,0,0,0.0257549,0,0,0.0231948,0.0715667,0.00250138,0.0264682,0.0369003,0.0592727,0.0387275,0.032046,0.0466031,0.067075,0.0561548,0.0303394,0.0272424,0.0125738,0.037072,0.0310878,0.0303544,0.0113332,0.0142142,0.0567888,0.0459952,0,0,0,0,0,0,0,0,0,0
237,0.0305636,0.0608021,0,0,0,0.0486373,0,0.00807242,0.0485521,0,0,0,0.0210337,0,0,0.0431763,0.057808,0.0303515,0.0264454,0.0266199,0,0,0.060964,0.0332774,0.0355526,0.0617002,0.062971,0.02678,0.0549734,0.0579107,0.0249562,0.0367656,0,0.0109471,0,0.0328895,0.0125738,0.0151864,0.00915595,0,0.0280605,0.0451347,0.0416583,0,0,0.0263332,0,0,0.023274,0.0717144,0.00286081,0.0268481,0.0368732,0.0594208,0.0390718,0.0316108,0.0465994,0.0668714,0.0559138,0.0303021,0.0272686,0.0124734,0.0369856,0.0315154,0.0300527,0.0114364,0.0143091,0.056704,0.0463491,0,0,0,0,0,0,0,0,0,0
238,0.030644,0.0607472,0,0,0,0.0453855,0,0.00767509,0.0475728,0,0,0,0.0212188,0,0,0.0431542,0.0578991,0.0321101,0.0265341,0.0263197,0,0,0.0614308,0.0335509,0.0369766,0.0627487,0.0635689,0.0270404,0.0554459,0.0581426,0.0257367,0.0375956,0,0.0181078,0,0.0330087,0.0128352,0.0148188,0.00908861,0,0.0279635,0.0457444,0.0416735,0,0,0.0262132,0,0,0.0233608,0.0720473,0.00349581,0.0268296,0.0366056,0.0593956,0.0392127,0.0312377,0.0465552,0.066641,0.0557441,0.0302713,0.0271007,0.0122097,0.0370296,0.0317458,0.0300495,0.0115614,0.0143906,0.0566064,0.0466907,0,0,0,0,0,0,0,0,0,0
239,0.0305634,0.0607369,0,0,0,0.0430484,0,0.00857123,0.0465552,0,0,0,0.0211232,0,0,0.0431341,0.0579144,0.0349236,0.0266645,0.0261633,0,0,0.0617124,0.0336645,0.0381938,0.0636403,0.064119,0.0272733,0.0562283,0.0585972,0.0267306,0.0387083,0,0.0252148,0,0.0331932,0.0128199,0.0148885,0.00918874,0,0.0279167,0.0464009,0.0417799,0,0,0.0262392,0,0,0.0234381,0.0722616,0.00411381,0.0266651,0.0361699,0.0591373,0.0393357,0.0310647,0.046572,0.0664853,0.0556986,0.0302396,0.0268418,0.0119515,0.0371643,0.0317278,0.0301071,0.0115288,0.0143994,0.0565796,0.0469607,0,0,0,0,0,0,0,0,0,0
240,0.0306247,0.0607965,0,0,0,0.0410027,0,0.00952152,0.0454593,0,0,0,0.0209581,0,0,0.0430778,0.0578461,0.0378451,0.0268419,0.0263096,0,0,0.0616451,0.0337038,0.0387582,0.0644663,0.0646987,0.0275163,0.0569337,0.0589109,0.0274094,0.0398686,0,0.0315805,0,0.0333585,0.0127693,0.014957,0.00949861,0,0.0279477,0.0470779,0.0419004,0,0,0.026205,0,0,0.023566,0.0722769,0.00446394,0.0265304,0.0357123,0.0586415,0.0392376,0.0310133,0.0466615,0.0664109,0.0557159,0.0301863,0.0266347,0.0118127,0.0372233,0.0314234,0.0303269,0.0114972,0.014361,0.05667,0.0471315,0,0,0,0,0,0,0,0,0,0
241,0.0307894,0.0609188,0,0,0,0.0386772,0,0.010001,0.0442701,0,0,0,0.0207513,0,0,0.0430288,0.057783,0.0407278,0.0270243,0.0267386,0,0,0.0613147,0.0337617,0.0393116,0.0651688,0.0652021,0.0277515,0.0575264,0.0591924,0.0277852,0.0408937,0,0.0371346,0,0.0334964,0.0126534,0.0150637,0.00988426,0,0.0280952,0.0477343,0.041965,0,0,0.025986,0,0,0.0235435,0.0721893,0.00462993,0.0265405,0.0354476,0.0580962,0.0391184,0.0309574,0.0466957,0.0664379,0.0558247,0.0301671,0.0265337,0.0118765,0.0370914,0.0309971,0.0306598,0.0114787,0.0142839,0.0568033,0.0472354,0,0,0,0,0,0,0,0,0,0
242,0.0306216,0.0610614,0,0,0,0.0369188,0,0.0105665,0.0431629,0,0,0,0.0205184,0,0,0.0430362,0.0577073,0.043261,0.0273173,0.0272044,0,0,0.0610729,0.0339681,0.0399696,0.0658316,0.0656566,0.0279865,0.0581719,0.0595911,0.028225,0.041868,0,0.0420816,0,0.0335823,0.0125926,0.0151609,0.0104333,0,0.0282631,0.0483432,0.0418356,0,0,0.0256749,0,0,0.0234,0.0720958,0.0047393,0.0266378,0.0354124,0.0576657,0.03903,0.030968,0.0466186,0.0664689,0.056012,0.0301763,0.026599,0.0121151,0.0370648,0.0303047,0.0309678,0.0114678,0.0141751,0.0568692,0.0472929,0,0,0,0,0,0,0,0,0,0
243,0.0304384,0.061193,0,0,0,0.0357593,0,0.011356,0.0421418,0,0,0,0.0203209,0,0,0.0431101,0.0576628,0.0454474,0.0277118,0.0275575,0,0,0.0610266,0.0341855,0.0407505,0.0664581,0.0660811,0.0282309,0.0587516,0.0599154,0.0286864,0.0427483,0,0.0464522,0,0.0336562,0.012575,0.0152592,0.0111246,0,0.0283887,0.0488621,0.0416868,0,0,0.025461,0,0,0.0232767,0.0720149,0.00489103,0.0268402,0.0354102,0.0573918,0.0389782,0.0310819,0.0464617,0.0664967,0.056212,0.0302772,0.026757,0.0123867,0.0371536,0.0292943,0.0311878,0.0114531,0.0140977,0.0568984,0.0473057,0,0,0,0,0,0,0,0,0,0
244,0.030375,0.0612992,0,0,0,0.034999,0,0.0119957,0.0411285,0,0,0,0.0201996,0,0,0.0432362,0.0576556,0.0474206,0.0280722,0.0277588,0,0,0.0611109,0.0344536,0.0414093,0.0670626,0.0664745,0.0284793,0.0591141,0.0600746,0.0290301,0.0434637,0,0.0502325,0,0.0337342,0.012515,0.0154186,0.0117923,0,0.0284715,0.0493235,0.0415446,0,0,0.0253657,0,0,0.023253,0.0719758,0.00511739,0.0270502,0.035214,0.0573714,0.0389474,0.0312702,0.0461666,0.066454,0.0564151,0.0301755,0.0269155,0.0126176,0.0373455,0.0282663,0.0313267,0.0114769,0.0140872,0.056936,0.0472389,0,0,0,0,0,0,0,0,0,0
245,0.0304591,0.0613603,0,0,0,0.0344429,0,0.0124701,0.0401202,0,0,0,0.0203618,0,0,0.0432675,0.057665,0.0490341,0.0284459,0.0278545,0,0,0.061387,0.0348199,0.0421121,0.0676341,0.0668288,0.0287138,0.0593502,0.0601527,0.0292812,0.0440459,0,0.0535307,0,0.0337771,0.0126831,0.015096,0.0123933,0,0.0285017,0.0497531,0.041386,0,0,0.0252718,0,0,0.0233519,0.0719962,0.00546879,0.0271382,0.0347797,0.0575349,0.0390028,0.0314354,0.0457312,0.0663352,0.0566314,0.029997,0.027036,0.0128,0.0375523,0.0273312,0.0315113,0.011565,0.0142493,0.0569985,0.04717,0,0,0,0,0,0,0,0,0,0
246,0.0304125,0.0613256,0,0,0,0.0342195,0,0.0127645,0.0392685,0,0,0,0.0202843,0,0,0.0434303,0.0576434,0.0502396,0.0288669,0.0279256,0,0,0.0617409,0.0351248,0.0428175,0.0681648,0.0671642,0.0289459,0.0596596,0.060343,0.0296452,0.0446179,0,0.0564339,0,0.0339125,0.0126922,0.0152632,0.0132574,0,0.0283845,0.0501504,0.041196,0,0,0.0253448,0,0,0.0233087,0.072005,0.00602382,0.0272259,0.0342818,0.0575951,0.0392159,0.0316018,0.0453378,0.0662854,0.0568816,0.0299812,0.0271089,0.0129263,0.0376923,0.0261323,0.0315814,0.0116344,0.0143642,0.0570318,0.0471322,0,0,0,0,0,0,0,0,0,0
247,0.0303063,0.0612612,0,0,0,0.0343767,0,0.0128657,0.0384788,0,0,0,0.0202917,0,0,0.0435735,0.0575669,0.0513112,0.0293814,0.0280007,0,0,0.0620963,0.0353905,0.0435111,0.0686921,0.0674853,0.0291525,0.0601384,0.0606999,0.0301,0.0453029,0,0.0588085,0,0.0340542,0.0126918,0.0153921,0.0140754,0,0.0283702,0.050534,0.0410679,0,0,0.0253985,0,0,0.0233534,0.0719209,0.00664414,0.0273236,0.033795,0.0575381,0.0394623,0.0317799,0.0449352,0.0662377,0.0571341,0.0301608,0.027083,0.0129725,0.0378094,0.0249397,0.0316243,0.011657,0.0144367,0.0570036,0.0469585,0,0,0,0,0,0,0,0,0,0
248,0.0302031,0.0611838,0,0,0,0.0346763,0,0.012866,0.0378212,0,0,0,0.0203057,0,0,0.0436087,0.0573676,0.0524526,0.0299639,0.0279573,0,0,0.062456,0.0355996,0.0443596,0.0692581,0.0677808,0.0293652,0.0608048,0.0612195,0.0307778,0.0461454,0,0.0605811,0,0.0342136,0.0126351,0.0154942,0.0148793,0,0.0283705,0.0509939,0.0410362,0,0,0.0255201,0,0,0.0232826,0.0717239,0.00711938,0.0274178,0.0334835,0.0574025,0.0396909,0.0319998,0.044571,0.066156,0.057392,0.030246,0.0270155,0.0130237,0.0379074,0.0237006,0.0316282,0.0116706,0.0144346,0.0569475,0.0467134,0,0,0,0,0,0,0,0,0,0
249,0.0299788,0.061108,0,0,0,0.0349656,0,0.0128889,0.0373373,0,0,0,0.0203319,0,0,0.0436169,0.057287,0.0533115,0.0305961,0.0278207,0,0,0.0628136,0.0357651,0.045581,0.0698553,0.0680565,0.0295742,0.0615892,0.0618059,0.0315432,0.047048,0,0.0617304,0,0.0343735,0.0125778,0.0155732,0.0157662,0,0.0283547,0.0514467,0.0410397,0,0,0.0256187,0,0,0.0230624,0.0715816,0.007487,0.0273526,0.0332467,0.0573004,0.0398104,0.0322875,0.0442376,0.0660658,0.0576008,0.0302444,0.0269672,0.0131155,0.0379884,0.0224097,0.0316358,0.0118079,0.0144118,0.0568999,0.0465883,0,0,0,0,0,0,0,0,0,0
250,0.0297597,0.0610358,0,0,0,0.0351927,0,0.0130086,0.0370759,0,0,0,0.0203181,0,0,0.0436339,0.0572925,0.0539256,0.0312648,0.0277832,0,0,0.0632273,0.0359096,0.0465519,0.0704926,0.0683177,0.0297683,0.0623894,0.0624324,0.0322935,0.0478793,0,0.0625652,0,0.0345114,0.0125882,0.0155933,0.0166837,0,0.0283597,0.0518757,0.0410936,0,0,0.0257102,0,0,0.0227306,0.0715043,0.00773693,0.0271311,0.0330663,0.0571299,0.0398446,0.0324781,0.0439426,0.0659766,0.0577949,0.0302154,0.026966,0.0132584,0.0381634,0.0211465,0.031643,0.011897,0.0144282,0.0569294,0.0463894,0,0,0,0,0,0,0,0,0,0
251,0.0296314,0.0609716,0,0,0,0.0353839,0,0.0131889,0.0369281,0,0,0,0.0202727,0,0,0.0436438,0.0573966,0.0545328,0.0318016,0.0279883,0,0,0.0638026,0.0360727,0.0471894,0.0710671,0.0684779,0.0298983,0.0631937,0.0630882,0.0329772,0.0485769,0,0.0634665,0,0.0346133,0.01259,0.0155837,0.0175341,0,0.0283661,0.0523716,0.0411213,0,0,0.0257778,0,0,0.0228107,0.0715219,0.00794017,0.0271695,0.0328732,0.0567586,0.0397778,0.0325768,0.0436564,0.065893,0.0580027,0.0301811,0.0269705,0.0134424,0.0382041,0.0199629,0.0316368,0.0117018,0.0142445,0.0569938,0.046265,0,0,0,0,0,0,0,0,0,0
252,0.0295845,0.0609073,0,0,0,0.0355854,0,0.0133422,0.0367692,0,0,0,0.0202252,0,0,0.0436312,0.0574383,0.055279,0.0321923,0.0282351,0,0,0.0643961,0.0361979,0.0477945,0.0716102,0.0685972,0.0300078,0.0639397,0.0637811,0.0336465,0.0491758,0,0.0647154,0,0.0347886,0.0126223,0.0155721,0.0182959,0,0.0283979,0.0530564,0.0411749,0,0,0.0257993,0,0,0.0225926,0.0716485,0.00815561,0.0269802,0.0326347,0.0564778,0.039793,0.0326235,0.0432926,0.0657623,0.0581478,0.0301781,0.0269554,0.0135324,0.0380829,0.0189089,0.0316927,0.0116216,0.0141261,0.0570744,0.0461064,0,0,0,0,0,0,0,0,0,0
253,0.0296009,0.0608922,0,0,0,0.0358524,0,0.0135052,0.0365061,0,0,0,0.0201898,0,0,0.0435547,0.057484,0.0562377,0.0323736,0.0284627,0,0,0.0647667,0.0362311,0.0484153,0.0722012,0.068707,0.0300835,0.0646873,0.0644432,0.0342522,0.0497256,0,0.0663457,0,0.0350213,0.0126413,0.0155219,0.0190212,0,0.0284561,0.05391,0.0412114,0,0,0.0259488,0,0,0.02291,0.0717075,0.00835864,0.0271215,0.0323801,0.056291,0.0397873,0.0326464,0.0430074,0.0657311,0.0582086,0.030368,0.0268955,0.0135233,0.0381228,0.0179799,0.031714,0.0114818,0.0139174,0.0572492,0.0459858,0,0,0,0,0,0,0,0,0,0
254,0.0296969,0.0609518,0,0,0,0.0361099,0,0.013691,0.0363151,0,0,0,0.0203086,0,0,0.0434296,0.0575371,0.0572153,0.0328277,0.0285372,0,0,0.065226,0.0363749,0.0487908,0.0728952,0.0688344,0.0302253,0.0654391,0.0651148,0.0347794,0.0501828,0,0.0681273,0,0.0351798,0.0128408,0.0151282,0.0197394,0,0.0285566,0.0547162,0.0410702,0,0,0.0255656,0,0,0.023189,0.0717646,0.00855715,0.0271931,0.0320678,0.0561553,0.0396617,0.0327039,0.0426993,0.0656994,0.0583431,0.0305989,0.0268501,0.0137281,0.0382884,0.0170984,0.0318381,0.0114693,0.0137427,0.0574462,0.045915,0,0,0,0,0,0,0,0,0,0
255,0.0296908,0.0611096,0,0,0,0.0363141,0,0.0138824,0.0361832,0,0,0,0.0201989,0,0,0.0433749,0.0576063,0.058094,0.0333709,0.0285226,0,0,0.0655166,0.0365117,0.0490888,0.0736122,0.0689358,0.0303723,0.0662018,0.0658411,0.03531,0.0505926,0,0.0698119,0,0.0354019,0.0127137,0.015281,0.0205445,0,0.0286384,0.0553921,0.0410832,0,0,0.0254143,0,0,0.0231591,0.0718418,0.00866102,0.0271225,0.0317669,0.0559295,0.0395227,0.0327339,0.0424026,0.065597,0.0585408,0.0307954,0.0267957,0.0141085,0.0382966,0.0161273,0.0319344,0.0112452,0.013341,0.0576446,0.0459766,0,0,0,0,0,0,0,0,0,0
256,0.029557,0.0613413,0,0,0,0.0364367,0,0.0140122,0.0360263,0,0,0,0.0200846,0,0,0.0433748,0.0576505,0.058734,0.0339729,0.0285317,0,0,0.0657488,0.0367695,0.0495235,0.0742698,0.0690041,0.0305134,0.0670123,0.0666438,0.0359082,0.0510028,0,0.0712097,0,0.0355363,0.0126899,0.01538,0.021964,0,0.0284154,0.05583,0.0409226,0,0,0.0255384,0,0,0.023394,0.0721666,0.00792698,0.0267434,0.0308889,0.0555679,0.0393087,0.0322312,0.0419524,0.0652521,0.0583229,0.0312678,0.0275594,0,0.0386586,0.0146824,0.0319935,0.0111254,0.0131166,0.0578893,0.0460584,0,0,0,0,0,0,0,0,0,0
257,0.0288973,0.0619646,0,0,0,0.0364736,0,0.0140285,0.035835,0,0,0,0.0200066,0,0,0.0433399,0.0577015,0.0591568,0.034077,0.0282815,0,0,0.0655302,0.0364832,0.0504255,0.0751088,0.0692631,0.0308687,0.067683,0.0673534,0.0365366,0.0513637,0,0.0722811,0,0.035684,0.0126823,0.015315,0.0215773,0,0.0288076,0.0567375,0.0404926,0,0,0.0256659,0,0,0.0235655,0.0718023,0.00877593,0.0275278,0.0313157,0.0553088,0.0388743,0.0324777,0.0418041,0.0653094,0.0585599,0.0308954,0.0264363,0.0138045,0.0386056,0.0149658,0.0320502,0.0109248,0.0129276,0.0585526,0.0455366,0,0,0,0,0,0,0,0,0,0
