Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,x74,x76,x77,x78,LBL,x75
112,0.0302034,0.0618157,0,0,0,0.0604702,0,0.0131128,0.0543083,0,0,0,0.0205806,0,0,0.0423233,0.0601928,0.0355139,0.0265576,0.0275029,0,0,0.0559031,0.0310401,0.0292953,0.054952,0.0582989,0.0249141,0.0557781,0.0602622,0.0260954,0.0341406,0,0.0318348,0,0.0344685,0.0133636,0.0134092,0.017576,0,0.0277047,0.0451985,0.0424002,0,0,0.0244317,0,0,0.0228677,0.0738101,0.00362768,0.0235496,0.0365946,0.0575323,0.0350635,0.0323067,0.045007,0.0655758,0.0558135,0.0313344,0.0258606,0.0116245,0.0387521,0.0217309,0.0306233,0.0101554,0.0130846,0.0577908,0.0433949,0,0,0,0,0,0,0,0,0,0
113,0.0302373,0.0616206,0,0,0,0.0591896,0,0.0118174,0.0528755,0,0,0,0.0207794,0,0,0.0424997,0.0596891,0.0340054,0.0262314,0.0269613,0,0,0.0572067,0.031554,0.0304973,0.0561077,0.0592884,0.0254622,0.055017,0.0591402,0.0253067,0.0343613,0,0.025809,0,0.0342986,0.0133418,0.0135464,0.0164515,0,0.02797,0.0446064,0.0422575,0,0,0.0250617,0,0,0.0229545,0.0732637,0.00265579,0.0243348,0.0366975,0.0576641,0.0358689,0.0323186,0.0453341,0.065969,0.0559156,0.0312449,0.0262705,0.0120472,0.0385548,0.0224219,0.0299132,0.0102829,0.013503,0.0576082,0.0439249,0,0,0,0,0,0,0,0,0,0
114,0.0302895,0.061422,0,0,0,0.0572913,0,0.0102156,0.0515466,0,0,0,0.0209055,0,0,0.0425287,0.0591907,0.0320379,0.026043,0.0265584,0,0,0.0583453,0.0321479,0.0317614,0.0574609,0.060302,0.0259602,0.0544502,0.0581686,0.0247688,0.0349073,0,0.0178798,0,0.0341895,0.0130923,0.0138974,0.01533,0,0.0281292,0.0443749,0.0420979,0,0,0.0255324,0,0,0.0230452,0.0725329,0.00193998,0.0252141,0.0369566,0.0578581,0.036479,0.0322472,0.0457974,0.0663114,0.0560371,0.0312151,0.0266749,0.0123192,0.038465,0.0232733,0.0294929,0.0104171,0.0138124,0.0574432,0.0444825,0,0,0,0,0,0,0,0,0,0
115,0.0303763,0.0612448,0,0,0,0.0542991,0,0.00834992,0.050332,0,0,0,0.0209768,0,0,0.0425507,0.0588629,0.0299415,0.0259862,0.0263035,0,0,0.0592105,0.032685,0.033102,0.0589046,0.0612381,0.0262683,0.0542081,0.0574641,0.0245549,0.0355485,0,0.00747611,0,0.034163,0.0130116,0.0141033,0.0141936,0,0.0281108,0.0445074,0.0419814,0,0,0.0257942,0,0,0.0231403,0.0719639,0.00165609,0.0260468,0.0370827,0.0581382,0.0369196,0.0319655,0.0459737,0.0664545,0.0559379,0.0311005,0.0270081,0.0125331,0.0384057,0.0243233,0.0293026,0.0105569,0.0139942,0.0572606,0.0449626,0,0,0,0,0,0,0,0,0,0
116,0.0304668,0.0610827,0,0,0,0.0505329,0,0.00707385,0.0491908,0,0,0,0.0208714,0,0,0.0426427,0.0586751,0.0296368,0.0260242,0.0261062,0,0,0.0597872,0.0330872,0.0344354,0.0602192,0.0619943,0.0265078,0.0544898,0.0573398,0.02495,0.0363351,0,0.00348987,0,0.0342639,0.0129858,0.0144503,0.013126,0,0.0279639,0.044873,0.0418936,0,0,0.0257166,0,0,0.0232838,0.0717867,0.00187756,0.0265719,0.0368986,0.0584934,0.0371428,0.0316249,0.0460138,0.0664248,0.0557424,0.0309624,0.0271118,0.0124974,0.0383629,0.0256517,0.0293296,0.0107086,0.0141641,0.057113,0.0453446,0,0,0,0,0,0,0,0,0,0
117,0.0304999,0.0610077,0,0,0,0.0474597,0,0.00734422,0.0480873,0,0,0,0.0208586,0,0,0.042576,0.0586016,0.0315127,0.0261111,0.0260006,0,0,0.0600986,0.033496,0.0359332,0.0613451,0.062644,0.026699,0.0553925,0.05785,0.0260775,0.0375773,0,0.012119,0,0.0343556,0.0129486,0.014561,0.0122458,0,0.0277969,0.0453512,0.041812,0,0,0.0255985,0,0,0.0232972,0.0718183,0.00251466,0.0267635,0.0364059,0.0587981,0.037206,0.0313641,0.046094,0.0664085,0.0556687,0.0307681,0.0270316,0.0122709,0.03827,0.0269866,0.0294773,0.0107654,0.014119,0.0570937,0.04561,0,0,0,0,0,0,0,0,0,0
118,0.0304896,0.0610258,0,0,0,0.0454371,0,0.00849806,0.0470326,0,0,0,0.0207819,0,0,0.0424362,0.058513,0.0340399,0.0262764,0.0261086,0,0,0.060219,0.033908,0.0371843,0.0623082,0.0633018,0.0269497,0.0565788,0.0586485,0.0274152,0.0391898,0,0.0183766,0,0.0344268,0.0127883,0.0147128,0.0116601,0,0.0277175,0.0458871,0.0417308,0,0,0.0253473,0,0,0.0232555,0.0718402,0.00311982,0.0266826,0.0357879,0.0586453,0.0371492,0.0312412,0.0462636,0.0664662,0.0557686,0.0306339,0.0268877,0.012037,0.0381177,0.0278852,0.0297559,0.0107637,0.0139869,0.0570712,0.0457969,0,0,0,0,0,0,0,0,0,0
119,0.0304406,0.0611346,0,0,0,0.0434684,0,0.00909385,0.0460144,0,0,0,0.0206893,0,0,0.0423792,0.0584235,0.0365398,0.0264924,0.0265167,0,0,0.0602058,0.0342957,0.0380685,0.0630604,0.0639268,0.0272524,0.0577666,0.0594149,0.0284699,0.040841,0,0.0227878,0,0.0345075,0.012819,0.014687,0.0114715,0,0.0277246,0.046432,0.0416722,0,0,0.0250276,0,0,0.0231901,0.0717751,0.00361636,0.026502,0.0352856,0.0581647,0.0370365,0.0312311,0.0464667,0.0665309,0.0559679,0.0305605,0.0267664,0.0119019,0.0380634,0.028164,0.0301262,0.0107374,0.0138375,0.0570929,0.0458961,0,0,0,0,0,0,0,0,0,0
120,0.030317,0.0613273,0,0,0,0.0416136,0,0.00900737,0.0449574,0,0,0,0.0210232,0,0,0.0422834,0.0583218,0.0388534,0.0267573,0.0271344,0,0,0.0601722,0.0347096,0.0387914,0.0636181,0.0644844,0.0275113,0.0589283,0.0601765,0.029338,0.0423874,0,0.0262832,0,0.0344889,0.0132492,0.0138406,0.0116874,0,0.0278007,0.046968,0.0415544,0,0,0.0246398,0,0,0.023189,0.0717015,0.00404644,0.0263438,0.0350349,0.0576305,0.036914,0.0312715,0.046575,0.0665686,0.0561611,0.0305363,0.0266799,0.0119609,0.0380646,0.0279233,0.0305474,0.0107579,0.0137283,0.0572292,0.0459227,0,0,0,0,0,0,0,0,0,0
121,0.0301967,0.0614615,0,0,0,0.0405465,0,0.00891458,0.0440255,0,0,0,0.0208118,0,0,0.0423867,0.0581549,0.0405945,0.0271515,0.0277339,0,0,0.0601336,0.0349229,0.0395196,0.0641836,0.0650493,0.0278045,0.0600106,0.0609448,0.0303326,0.0438381,0,0.028987,0,0.0346335,0.0132094,0.0139844,0.0122981,0,0.0278899,0.0475349,0.0414685,0,0,0.0243992,0,0,0.0232051,0.0716741,0.00430593,0.0263263,0.034976,0.0571593,0.036857,0.0313651,0.0466156,0.0665912,0.0563606,0.0305386,0.0266567,0.012172,0.0381089,0.0270581,0.0308809,0.0107612,0.0135481,0.0573777,0.0458942,0,0,0,0,0,0,0,0,0,0
122,0.0300232,0.0615787,0,0,0,0.0403988,0,0.0091223,0.0431024,0,0,0,0.0206946,0,0,0.0425435,0.0580027,0.0417905,0.0275631,0.0282734,0,0,0.0601904,0.0351809,0.0402656,0.064789,0.0655627,0.0280706,0.0608158,0.0615526,0.0313024,0.0450517,0,0.0305367,0,0.0347485,0.0132342,0.0140591,0.0130678,0,0.0280381,0.0480366,0.0413743,0,0,0.024202,0,0,0.0232296,0.0716854,0.00428744,0.0264755,0.0348641,0.0568269,0.0369112,0.0315232,0.0464488,0.0665785,0.0565607,0.0305506,0.0267267,0.0123986,0.0381317,0.0260046,0.0311655,0.0107445,0.0134312,0.0575278,0.0458307,0,0,0,0,0,0,0,0,0,0
123,0.0298307,0.0616437,0,0,0,0.0406105,0,0.00946996,0.042192,0,0,0,0.020636,0,0,0.0427273,0.0578475,0.0425572,0.0280081,0.0286636,0,0,0.0603135,0.035429,0.0409735,0.0654285,0.0660336,0.0282957,0.061259,0.0619169,0.0319012,0.0459079,0,0.0311509,0,0.0348576,0.013359,0.0140475,0.0138985,0,0.0281646,0.04849,0.0412724,0,0,0.024021,0,0,0.0232063,0.0717076,0.00420078,0.0266774,0.0346848,0.0566423,0.0370822,0.0317524,0.0460959,0.0665663,0.0567753,0.0305689,0.0268701,0.0124884,0.0382281,0.0248814,0.0313279,0.0107673,0.0133656,0.0576068,0.0457612,0,0,0,0,0,0,0,0,0,0
124,0.029655,0.0616364,0,0,0,0.0406954,0,0.00966879,0.0413216,0,0,0,0.0206294,0,0,0.0428572,0.0577096,0.043084,0.028458,0.0288654,0,0,0.0605198,0.0356417,0.0415754,0.0660087,0.0664617,0.0284769,0.0615311,0.0620106,0.0321151,0.0464486,0,0.0313516,0,0.034931,0.0133577,0.0140971,0.0147253,0,0.0282424,0.0488648,0.041187,0,0,0.0239393,0,0,0.0231952,0.0717326,0.00428118,0.0267804,0.0344485,0.056571,0.0373602,0.0320507,0.0457017,0.0665407,0.0570501,0.0306089,0.0270512,0.0126936,0.0384026,0.0238135,0.031364,0.0108197,0.0133735,0.057659,0.0456765,0,0,0,0,0,0,0,0,0,0
125,0.0294797,0.0615966,0,0,0,0.0406069,0,0.00979938,0.0404837,0,0,0,0.0206411,0,0,0.0430444,0.0576659,0.0434806,0.0288821,0.0288168,0,0,0.0608051,0.0358339,0.0420929,0.066547,0.0668202,0.0286035,0.0616003,0.0618599,0.0321203,0.0466516,0,0.0315677,0,0.0350027,0.0133996,0.0141327,0.0155698,0,0.0283147,0.0492237,0.0411291,0,0,0.0239788,0,0,0.0232396,0.0717268,0.00446274,0.0268675,0.0341516,0.056541,0.0377108,0.0323844,0.0452488,0.0665584,0.0573293,0.0306897,0.0272538,0.0129466,0.0386079,0.0228075,0.0313158,0.0109022,0.0134427,0.0576803,0.045578,0,0,0,0,0,0,0,0,0,0
126,0.0292911,0.0615523,0,0,0,0.040596,0,0.0101347,0.0397264,0,0,0,0.0206432,0,0,0.043176,0.0577536,0.0439187,0.029329,0.0285379,0,0,0.0611246,0.0359734,0.0428775,0.0671022,0.0670589,0.0286492,0.0614554,0.0615898,0.0320263,0.0465958,0,0.0320253,0,0.0351107,0.0133119,0.0142669,0.0164463,0,0.028391,0.0496465,0.0411226,0,0,0.024079,0,0,0.0232465,0.0717199,0.00467295,0.0269347,0.0338158,0.0565132,0.0380978,0.0326564,0.0447798,0.0666192,0.0576125,0.0307937,0.0274234,0.0131628,0.0389066,0.0218115,0.0312986,0.0109837,0.0135039,0.057681,0.0454553,0,0,0,0,0,0,0,0,0,0
127,0.0291086,0.0614882,0,0,0,0.0404375,0,0.0107252,0.0390475,0,0,0,0.0206223,0,0,0.0432541,0.0579298,0.0446375,0.0298241,0.0281638,0,0,0.0614888,0.0360665,0.0437512,0.0677361,0.0671979,0.0286276,0.0612189,0.0613224,0.0318913,0.0465375,0,0.0325256,0,0.0352217,0.0132597,0.0143678,0.0173911,0,0.0284905,0.0501481,0.0411837,0,0,0.0242686,0,0,0.0232693,0.0717042,0.00498065,0.0269374,0.0335021,0.0564453,0.0384513,0.032846,0.0443803,0.0666107,0.057883,0.0308874,0.027514,0.0133243,0.0392032,0.0207618,0.0312458,0.0110227,0.0135343,0.0576703,0.0453515,0,0,0,0,0,0,0,0,0,0
128,0.0289533,0.0614194,0,0,0,0.0400369,0,0.0114228,0.0385077,0,0,0,0.020589,0,0,0.0432735,0.0581473,0.0455522,0.0303713,0.0278449,0,0,0.0619378,0.0360546,0.0445717,0.0684369,0.0672478,0.0285565,0.0609839,0.0610485,0.0317151,0.0465263,0,0.0332479,0,0.0353336,0.0132659,0.0144077,0.018331,0,0.0286429,0.0507126,0.0412678,0,0,0.0244684,0,0,0.0233091,0.0716634,0.00539809,0.0268897,0.0332174,0.0563332,0.0387705,0.0330277,0.0440915,0.0665438,0.0581355,0.0310512,0.0275633,0.0135333,0.0393069,0.0196931,0.031181,0.0110729,0.0135612,0.0576708,0.0452464,0,0,0,0,0,0,0,0,0,0
129,0.0288204,0.0613761,0,0,0,0.0395765,0,0.0121525,0.0380798,0,0,0,0.0207003,0,0,0.0431911,0.0583579,0.0465384,0.030984,0.0276558,0,0,0.0624788,0.0360304,0.0452678,0.0691974,0.0672899,0.0285495,0.0609191,0.0608397,0.0315712,0.0466439,0,0.0343814,0,0.0353757,0.0134408,0.014121,0.019124,0,0.0288314,0.051392,0.0413529,0,0,0.0247039,0,0,0.0232909,0.0715911,0.00578173,0.0268408,0.0329653,0.0561525,0.0390792,0.0332083,0.0438133,0.0664726,0.0583698,0.0312322,0.0275629,0.0137484,0.0394426,0.0187705,0.0310739,0.0110992,0.0135048,0.0577118,0.0451194,0,0,0,0,0,0,0,0,0,0
130,0.028738,0.061287,0,0,0,0.0390394,0,0.012904,0.037717,0,0,0,0.0206074,0,0,0.043092,0.058526,0.0477482,0.0316434,0.0275903,0,0,0.0630683,0.0359185,0.0462025,0.0699936,0.0673642,0.0286583,0.0611289,0.0608143,0.0315181,0.0468802,0,0.0360733,0,0.0354842,0.0133285,0.0142515,0.0200164,0,0.0289053,0.0521732,0.0414671,0,0,0.0247544,0,0,0.0232794,0.0715294,0.00604634,0.0267917,0.0328024,0.0559391,0.039316,0.0333564,0.043571,0.0664062,0.0585891,0.0313569,0.0276092,0.0139804,0.039646,0.0177311,0.0310536,0.0111725,0.0134772,0.0577663,0.0449946,0,0,0,0,0,0,0,0,0,0
131,0.0286313,0.0612388,0,0,0,0.0384754,0,0.0135627,0.0374004,0,0,0,0.0205673,0,0,0.0429726,0.0586632,0.0492368,0.0323391,0.0276299,0,0,0.0636573,0.0358005,0.0471859,0.0709919,0.0675104,0.0288887,0.0615503,0.0610548,0.0316611,0.0471452,0,0.0382723,0,0.0355746,0.0132493,0.0142941,0.0207561,0,0.0289212,0.0530514,0.0415575,0,0,0.0248186,0,0,0.0232287,0.0715111,0.00629282,0.0267634,0.0325632,0.0557221,0.0394776,0.0334925,0.0432755,0.0663155,0.0588325,0.0314752,0.0276738,0.014178,0.0398474,0.0167389,0.0310529,0.0111761,0.0134224,0.0579044,0.0448912,0,0,0,0,0,0,0,0,0,0
132,0.0284794,0.0612701,0,0,0,0.0380228,0,0.0139866,0.037194,0,0,0,0.020567,0,0,0.0428728,0.0587924,0.0507668,0.0330823,0.0277252,0,0,0.0641881,0.0357557,0.0482504,0.0720903,0.0676556,0.0292219,0.0622297,0.0615442,0.0320096,0.0477818,0,0.0406566,0,0.0356146,0.0131811,0.0143111,0.0214332,0,0.028988,0.0539551,0.0416216,0,0,0.0248758,0,0,0.023236,0.0715058,0.00655019,0.0267827,0.032223,0.0554972,0.0395275,0.0336529,0.0429825,0.0662069,0.0591505,0.031533,0.0276883,0.0143141,0.0399828,0.0158823,0.0310353,0.011172,0.0133585,0.0580516,0.0448044,0,0,0,0,0,0,0,0,0,0
133,0.0284739,0.0613679,0,0,0,0.0377431,0,0.0142376,0.0371042,0,0,0,0.0205621,0,0,0.0427532,0.0589244,0.0518275,0.0338095,0.0278443,0,0,0.0646441,0.0357194,0.0492401,0.073063,0.0677715,0.0296339,0.0631444,0.0622671,0.0325705,0.048649,0,0.042856,0,0.0356485,0.0131425,0.0143166,0.0220329,0,0.0290761,0.0547985,0.0416945,0,0,0.0248727,0,0,0.023283,0.0714873,0.00668086,0.0268276,0.031895,0.0552385,0.0395295,0.0338076,0.0425951,0.0661118,0.0594132,0.0315945,0.0276061,0.0144105,0.0400598,0.0151955,0.0310561,0.0111671,0.0133095,0.0581904,0.0447656,0,0,0,0,0,0,0,0,0,0
134,0.0284071,0.0615309,0,0,0,0.037574,0,0.0143343,0.0371026,0,0,0,0.0205696,0,0,0.0425936,0.0590737,0.0525825,0.0345229,0.0279775,0,0,0.0650127,0.0356625,0.0500514,0.0739806,0.0679035,0.0300987,0.0641443,0.0631559,0.0333745,0.0495488,0,0.0446543,0,0.0356722,0.0131483,0.0142366,0.0225004,0,0.0292082,0.0556046,0.0417438,0,0,0.0248566,0,0,0.0232994,0.0714556,0.0068174,0.0268285,0.0315752,0.0549124,0.0395291,0.0339084,0.0421932,0.0660192,0.0596045,0.0317062,0.0274492,0.01445,0.0401114,0.0146795,0.031163,0.0111584,0.0132652,0.0583236,0.0450283,0,0,0,0,0,0,0,0,0,0
135,0.0283023,0.0616875,0,0,0,0.037503,0,0.0143011,0.0371151,0,0,0,0.020821,0,0,0.0423999,0.0592764,0.0531286,0.0352282,0.0281854,0,0,0.0652952,0.0356571,0.0508079,0.0749301,0.0680585,0.0305864,0.0651208,0.0640582,0.0342716,0.0504066,0,0.0458311,0,0.0356598,0.0135019,0.0134772,0.0227718,0,0.0293682,0.0564999,0.0417313,0,0,0.024807,0,0,0.0232841,0.0715319,0.00693625,0.0268751,0.031129,0.0545396,0.0395705,0.0339822,0.0417163,0.0659091,0.0598121,0.0318578,0.0272428,0.0143466,0.04012,0.0145146,0.031256,0.0111323,0.0131826,0.0584438,0.0451286,0,0,0,0,0,0,0,0,0,0
136,0.0283204,0.0618135,0,0,0,0.0375935,0,0.0141063,0.0369326,0,0,0,0.0208176,0,0,0.0423018,0.0593768,0.0530197,0.0357729,0.0289645,0,0,0.0655299,0.0356213,0.0520852,0.0771175,0.0687675,0.031058,0.0656429,0.0641387,0.034736,0.0511951,0,0.0446955,0,0.0357014,0.0134155,0.0134804,0.0233244,0,0.0293686,0.0573904,0.0417551,0,0,0.0247762,0,0,0.0232592,0.0715067,0.00711134,0.0269019,0.0308021,0.054319,0.0396401,0.0339584,0.0414093,0.0658218,0.0599532,0.0319276,0.0271511,0.0142686,0.0402121,0.0140133,0.0312808,0.011125,0.0131239,0.0585006,0.045133,0,0,0,0,0,0,0,0,0,0
137,0.0284073,0.061977,0,0,0,0.0374612,0,0.0139417,0.0370408,0,0,0,0.0207916,0,0,0.0422059,0.059487,0.05287,0.0363414,0.0293259,0,0,0.065811,0.0355538,0.0532817,0.078971,0.0693842,0.0316506,0.0661972,0.0645408,0.0352769,0.0516348,0,0.0442058,0,0.0357978,0.0133268,0.0135,0.0239455,0,0.0293144,0.0580626,0.041773,0,0,0.0246229,0,0,0.0232909,0.0715179,0.00729592,0.0268927,0.030609,0.0540449,0.039453,0.0339037,0.0411488,0.0657301,0.0600768,0.0319041,0.0271093,0.0142952,0.0404343,0.0132958,0.031387,0.0111475,0.0130331,0.0585635,0.044984,0,0,0,0,0,0,0,0,0,0
138,0.0284362,0.0621265,0,0,0,0.0372436,0,0.0138112,0.0372209,0,0,0,0.0206649,0,0,0.0421598,0.0597836,0.0529077,0.0368287,0.0292238,0,0,0.0660177,0.0353952,0.053905,0.0798066,0.0694939,0.0320373,0.0668194,0.0652908,0.0359369,0.0518861,0,0.0449752,0,0.0359537,0.0132328,0.0136543,0.0244464,0,0.0293275,0.0585831,0.0417943,0,0,0.0245076,0,0,0.0232669,0.0716359,0.00748605,0.0269684,0.0304146,0.0536399,0.0392293,0.0339264,0.0408241,0.0656019,0.0601069,0.0319586,0.0271,0.0143661,0.040589,0.0127413,0.0314932,0.0111359,0.0129052,0.0585979,0.0448526,0,0,0,0,0,0,0,0,0,0
139,0.028435,0.0622645,0,0,0,0.0369528,0,0.0137521,0.0373915,0,0,0,0.0205638,0,0,0.0421106,0.0600968,0.0526926,0.0372996,0.0290061,0,0,0.0661272,0.0351874,0.0545117,0.0806244,0.0696136,0.0324199,0.0672462,0.065904,0.0364949,0.0519167,0,0.0454047,0,0.036088,0.0131761,0.0137337,0.0248556,0,0.0294409,0.059086,0.0418312,0,0,0.0243918,0,0,0.0231622,0.0718588,0.00771621,0.0271567,0.0302916,0.0533336,0.0390217,0.0340527,0.0405088,0.0654764,0.0600519,0.032184,0.0270801,0.0144022,0.0406416,0.0123321,0.0315788,0.0110877,0.0127911,0.0586238,0.0447764,0,0,0,0,0,0,0,0,0,0
140,0.0284078,0.0624,0,0,0,0.0366565,0,0.0138011,0.0375975,0,0,0,0.0204682,0,0,0.0420417,0.0604293,0.0522031,0.0376984,0.0286352,0,0,0.0661708,0.0350858,0.0550137,0.0814374,0.069749,0.0327821,0.067512,0.0663666,0.0369575,0.0517606,0,0.0453554,0,0.0361917,0.013119,0.0137642,0.0251239,0,0.0296072,0.0595288,0.0418899,0,0,0.0242892,0,0,0.0229493,0.0720482,0.00777285,0.0272327,0.0301802,0.0531648,0.0388523,0.0339153,0.0401342,0.0653579,0.0601313,0.0325577,0.0269797,0.0144504,0.0407303,0.0120074,0.0316385,0.0110241,0.0126732,0.0586567,0.0447127,0,0,0,0,0,0,0,0,0,0
141,0.0283658,0.0625265,0,0,0,0.0364898,0,0.013894,0.037783,0,0,0,0.0203812,0,0,0.0419952,0.0608166,0.0514889,0.0379481,0.0281442,0,0,0.0661803,0.0350113,0.0553864,0.0821928,0.0698255,0.033025,0.067626,0.0666787,0.0372551,0.0513864,0,0.0446357,0,0.0363239,0.0131241,0.0137476,0.025484,0,0.0297364,0.0598865,0.0419494,0,0,0.0242492,0,0,0.0226886,0.0721896,0.00776257,0.0269952,0.0300861,0.0529902,0.0387088,0.0338495,0.0397769,0.0652461,0.0603322,0.0327557,0.026926,0.0144888,0.0408342,0.0115914,0.031716,0.0109612,0.0125643,0.0586957,0.044668,0,0,0,0,0,0,0,0,0,0
142,0.0284371,0.0626462,0,0,0,0.0363256,0,0.01406,0.0380781,0,0,0,0.0203177,0,0,0.0419673,0.0611493,0.0503905,0.0382124,0.0274816,0,0,0.0661967,0.034767,0.0556182,0.0828491,0.0697804,0.0331969,0.0675337,0.0669291,0.0374215,0.0507068,0,0.0431928,0,0.0364556,0.0131758,0.0136681,0.0258617,0,0.0298341,0.0601567,0.0419868,0,0,0.0241883,0,0,0.0225409,0.0724112,0.00775308,0.0268732,0.0300041,0.0527782,0.0385452,0.0339308,0.039373,0.0651264,0.0604545,0.0328833,0.0269169,0.0145504,0.04094,0.0112312,0.031818,0.0109844,0.0124328,0.0587643,0.0446392,0,0,0,0,0,0,0,0,0,0
143,0.0285612,0.0627707,0,0,0,0.0363499,0,0.0143496,0.038443,0,0,0,0.0202542,0,0,0.0419724,0.0614545,0.0490139,0.0383839,0.0267763,0,0,0.0661832,0.0345187,0.0557799,0.0833849,0.0696635,0.0332742,0.0673367,0.0671268,0.0374857,0.0498687,0,0.0408722,0,0.0365807,0.0132483,0.013577,0.0262193,0,0.0299238,0.0603831,0.0420606,0,0,0.0241647,0,0,0.0226378,0.0726634,0.00774664,0.0269359,0.0299281,0.0525947,0.0383033,0.034044,0.0389546,0.0649812,0.0604745,0.0329175,0.0269195,0.0146365,0.0410833,0.0108799,0.0319069,0.0109515,0.0123357,0.0588672,0.0446043,0,0,0,0,0,0,0,0,0,0
144,0.0285863,0.0628899,0,0,0,0.0367611,0,0.0146423,0.0388638,0,0,0,0.0202001,0,0,0.0419894,0.0617448,0.0475148,0.038472,0.0260082,0,0,0.0661507,0.0343082,0.0559057,0.083827,0.0695366,0.0333009,0.0671573,0.0673989,0.0375791,0.0490309,0,0.0376289,0,0.0367021,0.0132891,0.0135218,0.0264975,0,0.0301499,0.0605041,0.0421261,0,0,0.0240774,0,0,0.0227846,0.0729164,0.00768327,0.0270001,0.0298307,0.0524016,0.0380016,0.0341184,0.0384357,0.0647397,0.0604733,0.0330102,0.0270009,0.0148015,0.0410968,0.0105606,0.032,0.0109072,0.0122554,0.0589838,0.0445725,0,0,0,0,0,0,0,0,0,0
145,0.0286412,0.0630167,0,0,0,0.0378945,0,0.0148417,0.0393814,0,0,0,0.0201255,0,0,0.0420006,0.0619972,0.0458723,0.0385869,0.0251563,0,0,0.0660572,0.0340255,0.055913,0.0840958,0.0693539,0.0333388,0.0671849,0.0678455,0.0378896,0.0482619,0,0.0334573,0,0.036857,0.0133123,0.0134796,0.0266607,0,0.0303006,0.0604767,0.0421958,0,0,0.0239055,0,0,0.0226986,0.073169,0.00763306,0.0270013,0.0299435,0.0522118,0.0376527,0.0342276,0.0378815,0.0644569,0.0604078,0.0331434,0.0271267,0.014907,0.041135,0.0103667,0.0321865,0.0108093,0.0121384,0.0591011,0.0444956,0,0,0,0,0,0,0,0,0,0
146,0.0287396,0.0631712,0,0,0,0.039533,0,0.0151584,0.0403284,0,0,0,0.0200986,0,0,0.0419451,0.0619483,0.0439777,0.0388781,0.0240255,0,0,0.065941,0.033726,0.0558095,0.0839871,0.069155,0.033586,0.0674499,0.0685609,0.0386195,0.0476384,0,0.0287053,0,0.0370446,0.0133646,0.013284,0.0268607,0,0.0304086,0.0602902,0.0422761,0,0,0.0234922,0,0,0.0225878,0.0735288,0.00760407,0.0269317,0.0301073,0.0520012,0.0371653,0.0344856,0.037353,0.0641736,0.0603846,0.0332861,0.0272682,0.0151376,0.041191,0.0101873,0.0324919,0.0106758,0.0120844,0.0592517,0.0443304,0,0,0,0,0,0,0,0,0,0
147,0.0287511,0.0632958,0,0,0,0.0421575,0,0.0155839,0.0412034,0,0,0,0.0199541,0,0,0.0419279,0.0618972,0.0420129,0.0389385,0.0230479,0,0,0.0657908,0.0333601,0.0555602,0.083547,0.0688251,0.033842,0.0678437,0.0693635,0.0395629,0.04724,0,0.0233865,0,0.0372478,0.0133753,0.013292,0.0271493,0,0.0305454,0.0599124,0.0423897,0,0,0.0232498,0,0,0.0224015,0.0738775,0.00748947,0.0269259,0.0302617,0.0518275,0.0367411,0.0345608,0.0369113,0.0638838,0.060276,0.0333428,0.0273622,0.0155956,0.041208,0.00997179,0.0327434,0.010468,0.0118526,0.0594117,0.0441316,0,0,0,0,0,0,0,0,0,0
148,0.0288285,0.0633978,0,0,0,0.0445007,0,0.0164377,0.0424441,0,0,0,0.0198124,0,0,0.0420238,0.0615246,0.0401563,0.0391628,0.0221013,0,0,0.0656054,0.0329992,0.055087,0.0826353,0.0684878,0.0342608,0.0680827,0.0701093,0.0405554,0.0467156,0,0.0184806,0,0.0375173,0.0135515,0.013277,0.0276812,0,0.0307139,0.0593107,0.0425146,0,0,0.022915,0,0,0.0222762,0.07438,0.00724681,0.026912,0.0304725,0.051579,0.0362686,0.0345346,0.0365031,0.0635625,0.0601869,0.0333603,0.0274642,0.0156622,0.041266,0.00959887,0.0330622,0.010346,0.0116947,0.0596057,0.0438663,0,0,0,0,0,0,0,0,0,0
