Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI,x71,
570,0,0,0,0,0.0548654,0.0554662,0,0,0,0.0329877,0,0.0183261,0.0514182,0,0,0.0232807,0,0,0.0391263,0.0568598,0.0291338,0.0356634,0.0191507,0.0720142,0.0457932,0.0540736,0.074198,0.0516855,0.0216172,0.0545479,0.0577197,0.0297242,0.034553,0.016239,0.0332331,0.0141862,0.0164916,0.0183572,0,0.0262232,0.0561609,0.0346814,0,0,0.0218877,0,0,0.0271299,0.0755875,0.0226378,0.018975,0.021178,0.0608388,0.0444907,0.0665519,0.0850519,0.0561359,0.0274548,0.0223979,0.0285332,0.0329536,0.0307235,0.0312917,0.00835864,0.0220894,0.0510864,0.0593519,0,0,0,0.0139525,0,0
571,0,0,0,0,0.0549486,0.0553205,0,0,0,0.0327191,0,0.0180635,0.051095,0,0,0.0232801,0,0,0.0391512,0.0570888,0.0292472,0.0354259,0.0190442,0.0720996,0.0458549,0.0540737,0.0745985,0.0518602,0.0214198,0.0544918,0.0577114,0.0295916,0.0345873,0.0168591,0.0332118,0.0142764,0.016416,0.0181203,0,0.0261877,0.0561331,0.0346375,0,0,0.021581,0,0,0.0273443,0.0757694,0.0225673,0.0189558,0.0212023,0.0608814,0.0441631,0.0666064,0.0850405,0.0560312,0.0275387,0.0223347,0.0286014,0.0328145,0.0310206,0.0314738,0.00822682,0.022269,0.0509437,0.0596713,0,0,0,0.0137759,0,0
572,0,0,0,0,0.0552102,0.0552695,0,0,0,0.032115,0,0.0179037,0.0508834,0,0,0.0232452,0,0,0.0391342,0.0572018,0.0294369,0.0353313,0.0189894,0.0721429,0.0458942,0.0540533,0.0748985,0.0520257,0.0212311,0.0543491,0.0576754,0.0294854,0.0345715,0.0176468,0.0332467,0.0142451,0.0164464,0.0178237,0,0.0264327,0.0561003,0.0345775,0,0,0.021687,0,0,0.0272246,0.0760199,0.0225388,0.0188366,0.0213187,0.0609187,0.0440118,0.0666419,0.0850514,0.0559745,0.027602,0.0222892,0.0288941,0.0327168,0.0314022,0.0315593,0.0081768,0.0220508,0.0509007,0.0599518,0,0,0,0.0136656,0,0
573,0,0,0,0,0.0553874,0.0552453,0,0,0,0.0316078,0,0.0177206,0.0506428,0,0,0.0231926,0,0,0.0390981,0.0572703,0.0296356,0.0351651,0.0189634,0.0722397,0.0459779,0.0540814,0.0751842,0.0521906,0.0210686,0.0541677,0.0576884,0.029418,0.0346238,0.0184384,0.0332924,0.0142105,0.0164871,0.0174735,0,0.0266128,0.0560535,0.0344987,0,0,0.02179,0,0,0.0271462,0.0762397,0.0225464,0.0187223,0.021496,0.0609789,0.0438528,0.066699,0.0850696,0.0558694,0.0275769,0.0222685,0.0290161,0.0327701,0.0318851,0.0316567,0.00815093,0.021846,0.0508465,0.0602442,0,0,0,0.0138346,0,0
574,0,0,0,0,0.0554973,0.0552102,0,0,0,0.0312493,0,0.0175216,0.0503183,0,0,0.0231581,0,0,0.039076,0.0573057,0.029873,0.0349135,0.0189292,0.0723731,0.0460906,0.0544527,0.0754201,0.0523344,0.0208699,0.0542125,0.0577119,0.0293694,0.0347437,0.0191968,0.0333336,0.0141672,0.0165303,0.017152,0,0.026536,0.0560313,0.0344334,0,0,0.0216907,0,0,0.0269915,0.076367,0.0225955,0.0186328,0.0215897,0.0610924,0.0436975,0.0668587,0.0851322,0.0556645,0.0274954,0.02223,0.0289687,0.0327907,0.0323519,0.0317453,0.00817648,0.021655,0.0507473,0.0605203,0,0,0,0.0140148,0,0
575,0,0,0,0,0.0555676,0.0552063,0,0,0,0.0308006,0,0.0174048,0.0500469,0,0,0.0231822,0,0,0.0391178,0.0572765,0.0301288,0.0347546,0.0189211,0.0724677,0.0462664,0.0552168,0.0755954,0.0524218,0.0205992,0.0544359,0.0576817,0.0293788,0.0348545,0.0199817,0.0333525,0.0141895,0.0165417,0.0168544,0,0.0264431,0.0560337,0.0343486,0,0,0.0215939,0,0,0.0268671,0.0765072,0.0226656,0.0184884,0.0216078,0.0612188,0.0435218,0.0670958,0.0851979,0.0554801,0.0274583,0.0221549,0.0288867,0.0325622,0.0328317,0.0318393,0.00811508,0.0215002,0.0506402,0.0608017,0,0,0,0.013997,0,0
576,0,0,0,0,0.0556353,0.0552099,0,0,0,0.0303987,0,0.0172861,0.0498289,0,0,0.023221,0,0,0.0391258,0.0572679,0.0303408,0.0346269,0.0189326,0.0724811,0.0464628,0.0556121,0.0758119,0.052426,0.0202477,0.0545858,0.0576699,0.0294074,0.0349604,0.020701,0.0333739,0.0141682,0.0165809,0.0164931,0,0.0263348,0.055989,0.0342471,0,0,0.0215989,0,0,0.0267564,0.0766458,0.0227155,0.0183272,0.0215876,0.0613049,0.0433259,0.0673633,0.0852696,0.0553632,0.0273891,0.0220967,0.0287903,0.032184,0.0333873,0.0319695,0.00798769,0.0213193,0.0505301,0.0610645,0,0,0,0.0139158,0,0
577,0,0,0,0,0.0557127,0.0551768,0,0,0,0.030004,0,0.0171848,0.0496699,0,0,0.0232773,0,0,0.0391051,0.0572834,0.0305298,0.0345198,0.0189597,0.0724294,0.0465747,0.0557833,0.0760362,0.052549,0.0199991,0.0546298,0.0576802,0.0294375,0.0350412,0.0213912,0.0334004,0.0141382,0.0166131,0.0160168,0,0.0261232,0.0558884,0.0341558,0,0,0.0216546,0,0,0.0266721,0.0767942,0.022786,0.0181914,0.0215163,0.0613647,0.0431125,0.0676251,0.0853286,0.0552258,0.0272875,0.0220149,0.0286862,0.0320401,0.0340653,0.0321218,0.00785977,0.0211201,0.0503911,0.0612935,0,0,0,0.0139033,0,0
578,0,0,0,0,0.0557556,0.0551361,0,0,0,0.0295663,0,0.0171087,0.0495236,0,0,0.0233418,0,0,0.0391485,0.0573573,0.0307509,0.0344245,0.0190068,0.0723467,0.0467083,0.055899,0.0762286,0.0527355,0.0198318,0.0546024,0.0576878,0.0294472,0.0350683,0.0221458,0.0334338,0.0141975,0.0166166,0.015499,0,0.0257729,0.0557758,0.0340885,0,0,0.0217442,0,0,0.026595,0.0769531,0.0228902,0.0180883,0.0214364,0.061457,0.0428864,0.0678249,0.0853819,0.0549148,0.0275296,0.0218787,0.0285124,0.0319604,0.034811,0.0322829,0.00774956,0.0208979,0.0502086,0.0615422,0,0,0,0.0139954,0,0
579,0,0,0,0,0.0557875,0.0550753,0,0,0,0.0290788,0,0.0170535,0.0493355,0,0,0.0233705,0,0,0.039157,0.0574814,0.0310059,0.034323,0.0190688,0.0722553,0.0469367,0.0560113,0.0763718,0.0528651,0.0195876,0.0545663,0.0576553,0.0294345,0.0351272,0.0230244,0.0334875,0.0141745,0.0166736,0.0148488,0,0.0246076,0.0556749,0.0339502,0,0,0.0216512,0,0,0.0264518,0.0770674,0.0229242,0.0179939,0.0213691,0.0615527,0.042667,0.0680353,0.0854174,0.0545493,0.0277794,0.02177,0.0282534,0.0317292,0.0356565,0.032427,0.00770327,0.0207206,0.0499774,0.0619495,0,0,0,0.0138882,0,0
580,0,0,0,0,0.0558316,0.0550137,0,0,0,0.0285925,0,0.0169854,0.0491398,0,0,0.023385,0,0,0.0391092,0.0576413,0.0313068,0.0342174,0.0191134,0.0721641,0.0471459,0.0561451,0.0765277,0.0529574,0.0192691,0.0546476,0.0576328,0.0293922,0.0352095,0.0239514,0.0335441,0.014074,0.0167654,0.014068,0,0.0223003,0.0555781,0.0338622,0,0,0.0215832,0,0,0.0262995,0.0771519,0.0228316,0.017904,0.0213314,0.0616281,0.0424636,0.0682812,0.0854427,0.0542734,0.0279635,0.0217139,0.0280012,0.0316284,0.036605,0.0325577,0.00765253,0.0205702,0.0497558,0.0625127,0,0,0,0.0135192,0,0
581,0,0,0,0,0.0559078,0.0548893,0,0,0,0.0281023,0,0.0169236,0.0490199,0,0,0.0233805,0,0,0.0390539,0.0578364,0.0316478,0.0341317,0.0191496,0.0721225,0.0473397,0.0562954,0.0767341,0.0530597,0.0190079,0.0547258,0.0576278,0.0293868,0.0353023,0.0249219,0.0336054,0.0140358,0.0168063,0.0137064,0,0.0222552,0.0554757,0.0337437,0,0,0.0215857,0,0,0.0261896,0.0772491,0.022808,0.0179,0.0213831,0.0617194,0.0422931,0.0685524,0.0855736,0.054137,0.0280732,0.0216954,0.0279242,0.0314969,0.037183,0.0326612,0.0075772,0.0204181,0.0494605,0.0628855,0,0,0,0.0134849,0,0
582,0,0,0,0,0.0559847,0.0547433,0,0,0,0.0275921,0,0.016881,0.0489647,0,0,0.023353,0,0,0.0389631,0.0580731,0.0320606,0.0340606,0.019213,0.0720996,0.0474524,0.0564492,0.0769899,0.0531923,0.0187737,0.0548209,0.0576231,0.0294127,0.0354281,0.0259816,0.0336508,0.0139414,0.016866,0.0136393,0,0.0243865,0.0554191,0.0337424,0,0,0.0216049,0,0,0.0260929,0.0773495,0.0229034,0.0178514,0.0215772,0.0618118,0.0421518,0.0688562,0.0857589,0.0540367,0.0281357,0.0217453,0.0278604,0.0313016,0.0375264,0.032765,0.00750084,0.0202992,0.0491427,0.0629078,0,0,0,0.0141225,0,0
583,0,0,0,0,0.0560493,0.0546141,0,0,0,0.0270534,0,0.0168539,0.0489001,0,0,0.023319,0,0,0.0389264,0.0583068,0.032522,0.0339856,0.019298,0.0721145,0.0475277,0.0565773,0.0771905,0.0533607,0.0185687,0.0549071,0.0576329,0.0294376,0.0355577,0.0270891,0.0336933,0.0138982,0.0168657,0.0134554,0,0.0254341,0.0554411,0.0337047,0,0,0.0216356,0,0,0.025975,0.0773658,0.0229485,0.0177862,0.02179,0.0618582,0.0420758,0.0691651,0.0858739,0.0538584,0.0281874,0.0217276,0.0277549,0.0311859,0.0379885,0.0329088,0.00746295,0.0202292,0.0488527,0.0630273,0,0,0,0.0143421,0,0
584,0,0,0,0,0.056053,0.054537,0,0,0,0.02654,0,0.01682,0.0489306,0,0,0.0232614,0,0,0.0389265,0.0584771,0.032967,0.0338426,0.0193574,0.072117,0.047498,0.0567044,0.0773444,0.0535733,0.0184503,0.0549602,0.0576365,0.0294479,0.0356784,0.0281451,0.0337625,0.0139428,0.0167832,0.0144557,0,0.0247886,0.0556103,0.0337867,0,0,0.0216694,0,0,0.025891,0.0770847,0.0228197,0.0179427,0.02123,0.061917,0.0420298,0.0699429,0.0861168,0.0531797,0.0284173,0.0216866,0.0289854,0.0307421,0.0369933,0.033114,0.00750552,0.0201481,0.0485866,0.0632624,0,0,0,0,0,0
585,0,0,0,0,0.0560571,0.0545084,0,0,0,0.0260804,0,0.0167841,0.0487653,0,0,0.0232081,0,0,0.038906,0.0586522,0.0333477,0.0337855,0.0194658,0.0721451,0.0475144,0.0568081,0.0774677,0.0537129,0.0183439,0.0550595,0.0576711,0.0294976,0.0358516,0.0292136,0.0338221,0.0139498,0.0167429,0.0140147,0,0.0246196,0.055774,0.0337872,0,0,0.0216236,0,0,0.0258522,0.0771951,0.0228516,0.0178883,0.02136,0.0619283,0.041973,0.0701588,0.0861483,0.0529207,0.0285783,0.0214038,0.0288877,0.0306153,0.0376276,0.0332326,0.00751553,0.0200488,0.0484042,0.0636895,0,0,0,0,0,0
586,0,0,0,0,0.0561056,0.0544397,0,0,0,0.0257069,0,0.0167479,0.0485986,0,0,0.023153,0,0,0.038889,0.0588675,0.0336132,0.0337848,0.019575,0.0721667,0.0475237,0.0568737,0.0775659,0.0537879,0.018256,0.0552153,0.0577497,0.0295952,0.0360484,0.0301901,0.0338684,0.0139479,0.016713,0.0136401,0,0.0246079,0.0560041,0.0336763,0,0,0.0215189,0,0,0.0258186,0.077512,0.0229666,0.0178056,0.0214192,0.0619176,0.0418776,0.0703142,0.0861289,0.052665,0.0287805,0.0211549,0.0288077,0.0304399,0.0382207,0.0332631,0.00747629,0.0199026,0.0482644,0.0639933,0,0,0,0,0,0
587,0,0,0,0,0.0561776,0.0543227,0,0,0,0.0253589,0,0.0167123,0.0484914,0,0,0.023086,0,0,0.0388868,0.0591272,0.0337853,0.0338304,0.0196906,0.0722083,0.047466,0.0569227,0.0776346,0.0537896,0.0180865,0.055423,0.0578806,0.029744,0.0362766,0.031125,0.0339324,0.0139473,0.0166747,0.0133073,0,0.0246677,0.0562578,0.0336253,0,0,0.0214491,0,0,0.0257179,0.0777837,0.0230977,0.0176556,0.0214239,0.0618918,0.0417486,0.0704707,0.0860656,0.0525654,0.0290061,0.0210102,0.0287336,0.0302346,0.0387795,0.0334217,0.0074077,0.0197183,0.0481121,0.064138,0,0,0,0,0,0
588,0,0,0,0,0.0562711,0.0541854,0,0,0,0.0250254,0,0.0166707,0.0484335,0,0,0.0230017,0,0,0.0388538,0.0594358,0.0339369,0.0339044,0.0198245,0.0722828,0.0473452,0.0569952,0.0776573,0.0537518,0.0178993,0.0556528,0.0580437,0.0299017,0.036477,0.032005,0.0339982,0.0139588,0.0166066,0.0130458,0,0.0247284,0.0565106,0.0336087,0,0,0.0214635,0,0,0.0255754,0.0780429,0.0231537,0.0174928,0.0214233,0.0618657,0.0415478,0.070597,0.0859753,0.0523548,0.0291923,0.0208321,0.0286859,0.029995,0.0392837,0.0337123,0.00734553,0.019495,0.0479828,0.0641484,0,0,0,0,0,0
589,0,0,0,0,0.0564772,0.0540422,0,0,0,0.024712,0,0.0166237,0.0483851,0,0,0.0229176,0,0,0.0388077,0.0597506,0.0341555,0.0339745,0.0200068,0.0723554,0.0471983,0.0570181,0.0776421,0.0536623,0.0176246,0.055883,0.0582239,0.0300591,0.036695,0.0329063,0.0340588,0.0139801,0.0165137,0.0127658,0,0.0247794,0.0567207,0.0334624,0,0,0.0215383,0,0,0.0254921,0.0782606,0.0231641,0.0173499,0.0214654,0.0618607,0.0413184,0.0707466,0.0859252,0.051996,0.0292575,0.0206592,0.0286157,0.0297824,0.0397665,0.0339419,0.00729229,0.0192685,0.0478434,0.0642824,0,0,0,0,0,0
590,0,0,0,0,0.0567937,0.0539453,0,0,0,0.0244031,0,0.0165891,0.0483391,0,0,0.0228402,0,0,0.0387822,0.0599954,0.0345385,0.0340673,0.0202124,0.0724754,0.0471835,0.0570881,0.0776479,0.0535652,0.0173501,0.0561116,0.058369,0.0302458,0.0369541,0.0339374,0.0341293,0.014006,0.0164388,0.0124883,0,0.0248335,0.0569179,0.0332835,0,0,0.0214089,0,0,0.0253934,0.0784356,0.0230924,0.0173154,0.0216257,0.0619051,0.0411052,0.0708927,0.0859347,0.0517912,0.0292012,0.0205559,0.0285574,0.0296562,0.0402296,0.034114,0.00726937,0.0190582,0.0478006,0.0644606,0,0,0,0,0,0
591,0,0,0,0,0.0569128,0.0538827,0,0,0,0.0240598,0,0.0165928,0.0482706,0,0,0.0227851,0,0,0.0387992,0.060178,0.0351162,0.0341761,0.0203992,0.0726009,0.0471323,0.0573936,0.0776465,0.0535116,0.0171578,0.0563368,0.0584818,0.0304443,0.0372383,0.0352134,0.034169,0.0140237,0.0163943,0.0121684,0,0.024909,0.0570879,0.0332125,0,0,0.0212867,0,0,0.0253262,0.0785649,0.0229528,0.0173598,0.0219283,0.0619475,0.0409628,0.0710397,0.0859889,0.0516871,0.0290339,0.0205181,0.0285154,0.0295414,0.0407073,0.0342638,0.00727793,0.0188787,0.0478138,0.0645574,0,0,0,0,0,0
592,0,0,0,0,0.056894,0.0538218,0,0,0,0.0236922,0,0.0166242,0.0481207,0,0,0.0227456,0,0,0.0388016,0.0603115,0.0358288,0.0343224,0.0205405,0.072716,0.0470625,0.0577455,0.0776857,0.0535202,0.016893,0.0565045,0.0585276,0.0305465,0.0375076,0.0366729,0.034161,0.0140298,0.0163683,0.0118304,0,0.0250061,0.0571934,0.0331694,0,0,0.021247,0,0,0.0253144,0.078619,0.0227738,0.0174471,0.0223234,0.0619616,0.0408965,0.0711913,0.0860721,0.0516328,0.0287856,0.0205106,0.0285228,0.0294808,0.0411941,0.0343562,0.00727718,0.0187789,0.0478417,0.0645523,0,0,0,0,0,0
593,0,0,0,0,0.0568372,0.0537753,0,0,0,0.0233206,0,0.0166416,0.0479017,0,0,0.0227327,0,0,0.038793,0.0604404,0.0365151,0.0344643,0.0206259,0.0727786,0.0469501,0.0577603,0.0777145,0.0535906,0.016398,0.0566082,0.0585216,0.0305779,0.0377623,0.0381665,0.0341075,0.0140448,0.0163615,0.0114983,0,0.0251239,0.0572244,0.0330824,0,0,0.0212781,0,0,0.0253428,0.0786253,0.0226396,0.017607,0.0226601,0.0619575,0.0408393,0.0713351,0.0861294,0.0515822,0.0285048,0.0205004,0.0285065,0.0294193,0.0417579,0.0344098,0.00728352,0.0187219,0.0478961,0.0644654,0,0,0,0,0,0
594,0,0,0,0,0.0567918,0.0537624,0,0,0,0.0230223,0,0.0166082,0.0475305,0,0,0.0227834,0,0,0.0388569,0.0606629,0.0370596,0.0347162,0.0207533,0.0729147,0.0470477,0.0575651,0.0777061,0.0536695,0.0160424,0.0567794,0.0585722,0.030669,0.0380734,0.0395021,0.0340708,0.0140293,0.0164469,0.0100508,0,0.0257257,0.0571234,0.0329218,0,0,0.0213232,0,0,0.0253064,0.0794958,0.0205775,0.0173417,0.022519,0.0618055,0.0407763,0.0714338,0.0849908,0.050396,0.0294601,0,0.0277437,0.031162,0.0443773,0.0343875,0.00726918,0.0186683,0.0478184,0.0645201,0,0,0,0,0,0
595,0,0,0,0,0.056547,0.0538213,0,0,0,0.0227193,0,0.0166313,0.0473126,0,0,0.0228059,0,0,0.0388683,0.0608884,0.0375859,0.0348006,0.0206759,0.0727302,0.0467988,0.05792,0.0778508,0.0539146,0.0158378,0.056872,0.058565,0.0307154,0.0383004,0.0408623,0.0340081,0.014049,0.0163674,0.0110889,0,0.0251155,0.0572829,0.0328596,0,0,0.0213108,0,0,0.0252894,0.0788074,0.0226544,0.0179284,0.0227761,0.0618559,0.0408032,0.0716046,0.0861619,0.0515317,0.0283195,0.0203315,0.0283496,0.0291658,0.042773,0.0343316,0.007263,0.0186712,0.0477191,0.0641783,0,0,0,0,0,0
596,0,0,0,0,0.0563384,0.053855,0,0,0,0.0225258,0,0.0166524,0.0470657,0,0,0.0228571,0,0,0.0388839,0.0612649,0.037926,0.0350327,0.0207405,0.0726126,0.0467663,0.0580183,0.0779203,0.0540483,0.0155611,0.0570232,0.0586354,0.0307865,0.0385033,0.0420424,0.0339688,0.0140354,0.0163684,0.0108939,0,0.0248813,0.0574197,0.032751,0,0,0.0213361,0,0,0.0253058,0.0786404,0.0226333,0.0182303,0.0226285,0.0617844,0.0408316,0.0717728,0.0861387,0.0514644,0.0284173,0.0202354,0.0281887,0.0289766,0.0431628,0.034287,0.00724933,0.0186836,0.047708,0.0640467,0,0,0,0,0,0
597,0,0,0,0,0.0561927,0.053852,0,0,0,0.0223783,0,0.0166576,0.046982,0,0,0.0228718,0,0,0.0388473,0.0616101,0.0382344,0.0351556,0.0208884,0.0725848,0.0467172,0.0578046,0.0779802,0.0541197,0.015233,0.0571978,0.0587271,0.0308935,0.0387224,0.0431823,0.0339891,0.0139978,0.016375,0.0107317,0,0.0248355,0.0574976,0.0326121,0,0,0.0213324,0,0,0.0252377,0.0784709,0.0224626,0.0183617,0.0226799,0.0618098,0.0407663,0.0718492,0.086087,0.0513214,0.0284751,0.0201513,0.0279263,0.02878,0.0433634,0.0343491,0.00721341,0.0186144,0.0477651,0.064028,0,0,0,0,0,0
598,0,0,0,0,0.0561101,0.0538317,0,0,0,0.0222835,0,0.0166704,0.0470419,0,0,0.022861,0,0,0.0387572,0.0618264,0.0385564,0.0352139,0.0211293,0.0726367,0.0466693,0.0574845,0.0780028,0.0541735,0.0149194,0.0574105,0.0588634,0.0310148,0.0390015,0.044362,0.0340683,0.013929,0.0163793,0.0105849,0,0.0249835,0.0575521,0.0324624,0,0,0.0213038,0,0,0.0251113,0.0782529,0.0222494,0.0183772,0.0230429,0.0618847,0.0406446,0.0718969,0.0860357,0.0511705,0.0285764,0.0201264,0.0276172,0.0286532,0.0434712,0.0344628,0.007162,0.0184777,0.0477962,0.0641247,0,0,0,0,0,0
599,0,0,0,0,0.0561006,0.0537942,0,0,0,0.0222448,0,0.0166878,0.0471263,0,0,0.0228495,0,0,0.038673,0.0619301,0.0389673,0.0352715,0.0213844,0.0727282,0.0465879,0.0576691,0.0779401,0.0542317,0.0146408,0.0576818,0.0590167,0.031143,0.0393383,0.045561,0.0341692,0.0139179,0.0163084,0.0104445,0,0.0251741,0.0577621,0.0323512,0,0,0.021259,0,0,0.0250661,0.0781137,0.0220925,0.0184522,0.0236374,0.0619374,0.0405167,0.0719643,0.0860159,0.0509956,0.0286134,0.0201493,0.0275251,0.0286003,0.0436526,0.0346161,0.00713413,0.0183138,0.0478159,0.0642103,0,0,0,0,0,0
600,0,0,0,0,0.0562024,0.0537388,0,0,0,0.0222532,0,0.0167056,0.0471656,0,0,0.0228055,0,0,0.038529,0.0620008,0.0395059,0.0353208,0.0216094,0.0728476,0.0464576,0.0580355,0.0777715,0.0542559,0.0144799,0.057887,0.0591557,0.0313156,0.0397253,0.046845,0.0342781,0.0138663,0.0162247,0.0103641,0,0.0253749,0.0580185,0.0322351,0,0,0.0211931,0,0,0.0250198,0.0779669,0.0220225,0.0185646,0.0243027,0.0619051,0.040379,0.0720726,0.085983,0.0507953,0.0286151,0.0202354,0.0273977,0.0286231,0.0438711,0.0347873,0.00712575,0.0181075,0.0478788,0.0642669,0,0,0,0,0,0
601,0,0,0,0,0.0563283,0.0536914,0,0,0,0.0222713,0,0.0167328,0.0471534,0,0,0.0227497,0,0,0.0384137,0.0621244,0.0401225,0.0352891,0.021804,0.0729297,0.046298,0.0578987,0.0776419,0.054261,0.014386,0.0579838,0.0592273,0.0314361,0.040086,0.0480704,0.0343885,0.0139035,0.0160792,0.0102862,0,0.0253894,0.0583921,0.032109,0,0,0.02111,0,0,0.0250029,0.0776868,0.0219832,0.0187011,0.0247942,0.0617941,0.0402283,0.0721638,0.0859191,0.0507722,0.0286027,0.0203474,0.0271748,0.0286693,0.0441051,0.0349894,0.00712179,0.017882,0.0479853,0.0643286,0,0,0,0,0,0
602,0,0,0,0,0.0563946,0.0536487,0,0,0,0.0222899,0,0.0167756,0.047086,0,0,0.0226926,0,0,0.0382864,0.0623502,0.0406054,0.0352085,0.0219718,0.0728983,0.0462449,0.0575497,0.0775301,0.0542306,0.0142689,0.0581653,0.0592273,0.0314374,0.0403634,0.0490995,0.0344864,0.0138912,0.0159739,0.0101832,0,0.0253748,0.0587313,0.0319508,0,0,0.0209716,0,0,0.0248688,0.0777088,0.021988,0.0188222,0.0249911,0.0616539,0.0400311,0.0722561,0.0858491,0.0508178,0.0286501,0.0203782,0.0269116,0.0286366,0.044342,0.0351595,0.00707624,0.0175899,0.0479417,0.0644355,0,0,0,0,0,0
603,0,0,0,0,0.0564195,0.0536044,0,0,0,0.0223121,0,0.0168511,0.0469159,0,0,0.0226421,0,0,0.0382428,0.0626676,0.0409908,0.0351171,0.0221164,0.0727553,0.0462109,0.0576978,0.0773911,0.0541453,0.0141487,0.0582975,0.059177,0.0313731,0.0405762,0.0500763,0.0345811,0.0139388,0.0158444,0.0100542,0,0.0253484,0.0590669,0.0317911,0,0,0.0209213,0,0,0.0247478,0.079025,0.0219632,0.0188797,0.0248919,0.0616391,0.0398077,0.0723331,0.0857719,0.0508725,0.0288156,0.0202999,0.0267556,0.0284852,0.0446106,0.0353956,0.00704682,0.0173015,0.0479295,0.0645901,0,0,0,0,0,0
604,0,0,0,0,0.0564732,0.0535427,0,0,0,0.0223323,0,0.0169303,0.0471759,0,0,0.0225998,0,0,0.0382214,0.062757,0.0412823,0.0350212,0.0222491,0.0725202,0.0460495,0.0577747,0.0772629,0.0540896,0.0138547,0.058337,0.0591174,0.0313314,0.0407118,0.0511227,0.034656,0.0139897,0.0156987,0.0122641,0,0.0254077,0.0593226,0.0316885,0,0,0.0209061,0,0,0.0246314,0.0805096,0.0220178,0.0190071,0.0241594,0.0619047,0.0395984,0.0736596,0.0870157,0.0503697,0.0285573,0.0188729,0,0.0268269,0.0389395,0.0356641,0.00705768,0.0170266,0.0479263,0.0647647,0,0,0,0,0,0
605,0,0,0,0,0.0566458,0.0534577,0,0,0,0.0223913,0,0.0169907,0.0465385,0,0,0.0225875,0,0,0.0382264,0.063146,0.041597,0.0349508,0.0224941,0.0724623,0.0461616,0.057832,0.0771114,0.0539091,0.0138463,0.0583713,0.0590632,0.0312494,0.0409029,0.0517923,0.0347798,0.0140299,0.0156476,0.00982219,0,0.0253794,0.0597161,0.0314696,0,0,0.0209542,0,0,0.0244846,0.0802151,0.0215923,0.018851,0.0249664,0.0620276,0.0392572,0.0722311,0.085507,0.0507385,0.0291273,0.0201067,0.0266554,0.0281297,0.0452547,0.0359952,0.00706914,0.0166459,0.0479128,0.0651549,0,0,0,0,0,0
606,0,0,0,0,0.0569099,0.0533666,0,0,0,0.0224733,0,0.017038,0.0463387,0,0,0.0225606,0,0,0.0382092,0.0632747,0.0420008,0.0348507,0.0227017,0.0723521,0.0461773,0.0577672,0.0770639,0.0538301,0.0137173,0.058431,0.059027,0.0312078,0.0411437,0.0526174,0.0349097,0.0140923,0.0155391,0.00967083,0,0.0254715,0.0600424,0.0313049,0,0,0.0209562,0,0,0.0243468,0.0820323,0.0213185,0.0188874,0.0254624,0.0622311,0.0389738,0.0723947,0.0855706,0.0507091,0.0289858,0.0200082,0.0269034,0.0280282,0.0455381,0.0362839,0.00709329,0.0162618,0.0478856,0.0654672,0,0,0,0,0,0
607,0,0,0,0,0.0571367,0.0532839,0,0,0,0.0226234,0,0.0170881,0.0462473,0,0,0.0225591,0,0,0.038161,0.0633888,0.0424953,0.034734,0.0228797,0.0722909,0.0462228,0.0577236,0.0769599,0.0537821,0.0135879,0.0585591,0.058999,0.031244,0.0414576,0.0533618,0.0350431,0.014191,0.0153776,0.00943723,0,0.0256256,0.0604399,0.0311679,0,0,0.0209245,0,0,0.0241928,0.0834261,0.0210669,0.0189641,0.0262073,0.0622667,0.0387139,0.0725876,0.0856529,0.0506686,0.028788,0.0200173,0.0269576,0.0280287,0.0459711,0.0365785,0.0071265,0.0158345,0.0478486,0.0657368,0,0,0,0,0,0
608,0,0,0,0,0.0572499,0.0531954,0,0,0,0.0227893,0,0.0171564,0.0464279,0,0,0.0226019,0,0,0.0380859,0.0634078,0.042968,0.0345927,0.0230584,0.0722421,0.0462922,0.0577019,0.076832,0.0537128,0.013467,0.0586992,0.0590103,0.0312775,0.0417647,0.0542216,0.0351281,0.0143672,0.0151668,0.00936287,0,0.0258271,0.0608605,0.0310502,0,0,0.0208692,0,0,0.0241024,0.083432,0.0210262,0.0189391,0.0269259,0.0621366,0.038501,0.0726983,0.085596,0.0505388,0.0286979,0.0201015,0.0268194,0.0280544,0.0464796,0.0368547,0.00725923,0.0154309,0.0477806,0.0659735,0,0,0,0,0,0
