Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,RTIBA
39,0,0,0,0,0.0502935,0.0613669,0,0,0,0.0339478,0,0.0239936,0.0582886,0,0,0.0230357,0,0,0.0396828,0.0567639,0.0323498,0.0380808,0.0253904,0.0718263,0.0455459,0.0502522,0.065232,0.0477978,0.0233262,0.0530279,0.0561912,0.0290869,0.0323456,0.0128823,0.0321962,0.0148192,0.0164965,0.0315009,0,0.0252761,0.0563101,0.0329765,0,0,0.0224468,0,0,0.0300036,0.0761167,0.0247395,0.0202965,0.0187711,0.0626849,0.0531136,0.0667027,0.0824654,0.0537623,0.0309275,0.0211771,0.0179131,0.0314036,0.016575,0.0288396,0.00927559,0.0234601,0.0593791,0.0487436,0,0,0,0,0
40,0,0,0,0,0.0503295,0.0612034,0,0,0,0.0341882,0,0.0239078,0.0581876,0,0,0.0230645,0,0,0.0396775,0.0567096,0.0322018,0.0380144,0.0252021,0.0718867,0.0455907,0.0502617,0.0653426,0.0478315,0.0233966,0.0532065,0.0562522,0.0291012,0.0324524,0.0126834,0.0321579,0.0147894,0.0165612,0.0313918,0,0.0248722,0.0562999,0.0329806,0,0,0.0224077,0,0,0.0299877,0.0761042,0.0247416,0.0203024,0.0187384,0.0627748,0.0530958,0.0667149,0.082497,0.0537595,0.0309369,0.0212136,0.0179074,0.0316314,0.0166772,0.0287781,0.00928858,0.0234402,0.0592307,0.0488287,0,0,0,0,0
41,0,0,0,0,0.0503469,0.0610867,0,0,0,0.0344081,0,0.0237976,0.0580627,0,0,0.0230916,0,0,0.0396619,0.056658,0.0320341,0.0379685,0.0250387,0.0719533,0.0456308,0.0502462,0.0654472,0.0478723,0.0233405,0.0533098,0.0563131,0.0291421,0.0325599,0.0125102,0.0321506,0.0147741,0.0165876,0.0314495,0,0.0250727,0.0563286,0.0329806,0,0,0.0223026,0,0,0.0299408,0.0760764,0.0247352,0.0202248,0.0187296,0.0628537,0.0530635,0.0667205,0.082527,0.0537611,0.0309447,0.0212288,0.0179983,0.0316514,0.0166144,0.0289477,0.0092977,0.0234441,0.0590928,0.0488901,0,0,0,0,0
42,0,0,0,0,0.0503813,0.0609794,0,0,0,0.0345296,0,0.0236815,0.0579443,0,0,0.0231067,0,0,0.0396846,0.0566311,0.0318512,0.0379213,0.024899,0.0720451,0.0456517,0.0502173,0.0655474,0.0479054,0.0232119,0.0532614,0.0563774,0.0292097,0.0326298,0.0124116,0.0321532,0.0147906,0.0166035,0.0314423,0,0.0249832,0.0563542,0.0329778,0,0,0.0221936,0,0,0.0298605,0.0760678,0.0247068,0.0201769,0.018752,0.0629043,0.0530333,0.0667094,0.0825156,0.0537544,0.0309356,0.0212306,0.0180604,0.0316702,0.0166117,0.029259,0.00928199,0.0234641,0.0589483,0.0489794,0,0,0,0,0
43,0,0,0,0,0.0504005,0.0609085,0,0,0,0.0345926,0,0.0235513,0.0578305,0,0,0.0231208,0,0,0.0397187,0.0566346,0.0316807,0.0378893,0.0247975,0.0721489,0.0457137,0.0502778,0.0656627,0.0479328,0.0232005,0.0530547,0.0564607,0.0292999,0.0327025,0.0123642,0.0321311,0.0148019,0.0166301,0.0314257,0,0.0249111,0.0563478,0.0329737,0,0,0.0221597,0,0,0.0298157,0.0760707,0.0246978,0.020209,0.0187712,0.0629407,0.0529711,0.066693,0.0824771,0.0537598,0.0309443,0.0212378,0.0181157,0.0316613,0.0166006,0.0293638,0.00925609,0.0234515,0.0588438,0.0490493,0,0,0,0,0
44,0,0,0,0,0.0504384,0.0608398,0,0,0,0.0346936,0,0.023434,0.0577339,0,0,0.023115,0,0,0.0397384,0.0566387,0.0315356,0.0378816,0.0246806,0.0722648,0.0457501,0.0503739,0.0657864,0.047973,0.023191,0.053031,0.0565257,0.0293788,0.032761,0.0123289,0.0321124,0.014805,0.0166508,0.0313554,0,0.0248042,0.056357,0.0329667,0,0,0.0222038,0,0,0.0298186,0.0760713,0.0246923,0.0202524,0.0187845,0.0629726,0.0528976,0.0666641,0.0824241,0.053785,0.0309286,0.0212616,0.018094,0.0316015,0.0166402,0.0293162,0.0092291,0.0234543,0.0587197,0.0491092,0,0,0,0,0
45,0,0,0,0,0.0504565,0.0607619,0,0,0,0.0347899,0,0.0233377,0.0575932,0,0,0.0231031,0,0,0.0397889,0.0566321,0.0314088,0.037903,0.0245315,0.0724046,0.0459177,0.0504478,0.0659453,0.048032,0.0231724,0.0531818,0.0565698,0.0294189,0.0328001,0.012302,0.0321301,0.0148281,0.0166795,0.0311649,0,0.0246009,0.0563894,0.0329299,0,0,0.0222471,0,0,0.0297793,0.0760789,0.024657,0.0203068,0.0188142,0.0630112,0.0528417,0.0666148,0.0823872,0.053842,0.0308709,0.0212869,0.0179687,0.0314427,0.0167949,0.0294543,0.00919692,0.0234753,0.0585592,0.0492083,0,0,0,0,0
46,0,0,0,0,0.0504894,0.0606583,0,0,0,0.0348554,0,0.0232457,0.0574498,0,0,0.0231288,0,0,0.0398894,0.0566055,0.0312931,0.0379135,0.0243532,0.0725382,0.0459997,0.0505299,0.066109,0.0480959,0.0231372,0.0534689,0.0565981,0.0294303,0.0328391,0.0122792,0.0321527,0.0148676,0.0167272,0.0310367,0,0.0245265,0.056415,0.0329193,0,0,0.022223,0,0,0.0297195,0.0760735,0.024603,0.0204103,0.0188279,0.0630641,0.05274,0.0665703,0.0823639,0.0538895,0.0308013,0.021216,0.0179167,0.031318,0.0168904,0.029528,0.00917739,0.023484,0.0583649,0.0493382,0,0,0,0,0
47,0,0,0,0,0.0505175,0.0605544,0,0,0,0.0348611,0,0.0231185,0.0573238,0,0,0.0231276,0,0,0.0400064,0.056587,0.0311609,0.0379096,0.0241872,0.0726497,0.0459912,0.0506302,0.0662515,0.0481597,0.0230503,0.0535951,0.0566616,0.0294743,0.0329041,0.0122543,0.032149,0.0149237,0.0167645,0.0309846,0,0.0245312,0.0564476,0.0329224,0,0,0.0221693,0,0,0.0296635,0.0760628,0.024545,0.020519,0.0188076,0.0631101,0.0526559,0.0665549,0.0823549,0.0539066,0.0307781,0.0210686,0.0179501,0.0312425,0.0169126,0.0295142,0.00916322,0.0234888,0.0581782,0.0494618,0,0,0,0,0
48,0,0,0,0,0.0505177,0.0604845,0,0,0,0.0348888,0,0.0229732,0.0572105,0,0,0.0230404,0,0,0.0400405,0.0565744,0.0310434,0.0379337,0.0239953,0.0727436,0.0461769,0.0507157,0.0664638,0.0482467,0.0230456,0.0536256,0.0567369,0.0295388,0.032975,0.0122658,0.0321229,0.0149353,0.0167924,0.0310086,0,0.0246091,0.0564609,0.0329149,0,0,0.0221382,0,0,0.0296338,0.0760194,0.0245187,0.0204892,0.0187643,0.0631648,0.0526009,0.0665411,0.0823648,0.0539105,0.0307728,0.0210226,0.0180033,0.0311622,0.0168953,0.0294919,0.00916347,0.0234928,0.0580728,0.0495428,0,0,0,0,0
49,0,0,0,0,0.0505257,0.060402,0,0,0,0.0349756,0,0.0228293,0.0570756,0,0,0.0229967,0,0,0.0401244,0.0564973,0.0309395,0.0379576,0.0237845,0.072845,0.0462429,0.050808,0.0666585,0.048344,0.0231158,0.0536374,0.0568061,0.0296001,0.0330391,0.0122816,0.0321054,0.0149627,0.0168189,0.0310875,0,0.024704,0.056467,0.0329143,0,0,0.0221466,0,0,0.0296146,0.0759748,0.0244993,0.0204399,0.0187399,0.0631944,0.052563,0.066513,0.0823724,0.0539197,0.0306955,0.0210455,0.0180892,0.0310807,0.0168285,0.0295497,0.00915872,0.0235168,0.0579852,0.0496234,0,0,0,0,0
50,0,0,0,0,0.0505489,0.0602958,0,0,0,0.0350643,0,0.0226828,0.056926,0,0,0.0229969,0,0,0.04023,0.0563763,0.0308423,0.0379365,0.0235952,0.072939,0.0462347,0.0508989,0.0668233,0.0484192,0.0230375,0.0536261,0.0568961,0.0296664,0.0331479,0.0122961,0.0321046,0.014935,0.0168948,0.0310657,0,0.0246738,0.0565055,0.0329247,0,0,0.0221332,0,0,0.0296035,0.0759232,0.0244704,0.0204654,0.0187156,0.0632205,0.0525077,0.0664881,0.0823886,0.0539208,0.0306603,0.0210483,0.0181262,0.0310413,0.0168169,0.0295671,0.00914153,0.023531,0.0578798,0.0497205,0,0,0,0,0
51,0,0,0,0,0.0505313,0.0602675,0,0,0,0.0350986,0,0.0225673,0.0568208,0,0,0.022938,0,0,0.0402786,0.0562512,0.0307777,0.0378837,0.0234463,0.0730122,0.0462164,0.0509797,0.0669569,0.0484591,0.0228895,0.053598,0.0569559,0.0297141,0.0332744,0.0123175,0.0321301,0.0148865,0.016958,0.0310109,0,0.0246412,0.0565607,0.0329412,0,0,0.0220266,0,0,0.0295448,0.0758661,0.0244387,0.0205225,0.0186914,0.0632325,0.0523851,0.0664613,0.0823603,0.0539226,0.0306155,0.021028,0.0181437,0.0310428,0.0168083,0.0296635,0.00912655,0.0235303,0.0578082,0.0497641,0,0,0,0,0
52,0,0,0,0,0.0505315,0.0601912,0,0,0,0.035186,0,0.0224423,0.0567398,0,0,0.0228634,0,0,0.0403291,0.0561813,0.0306987,0.0378051,0.0232874,0.0730518,0.0462611,0.0510309,0.0671063,0.0484868,0.0228293,0.053553,0.0570207,0.0297641,0.0334308,0.0123055,0.0321438,0.0149077,0.016975,0.0309339,0,0.0245397,0.0566001,0.0329614,0,0,0.0219183,0,0,0.0295009,0.0758485,0.0244206,0.0205788,0.0186844,0.063233,0.0523018,0.0664432,0.0823131,0.0539102,0.0305869,0.0210104,0.0180765,0.0310442,0.0168361,0.0296213,0.00911544,0.0235454,0.0576923,0.0498485,0,0,0,0,0
53,0,0,0,0,0.0505593,0.0601047,0,0,0,0.035212,0,0.0223599,0.0566686,0,0,0.0227938,0,0,0.0403929,0.0561393,0.0306456,0.0377743,0.0231559,0.0730916,0.0463562,0.0510643,0.0672159,0.0485097,0.0228383,0.0535795,0.0570642,0.0298026,0.0335207,0.0123385,0.0321474,0.0148752,0.01705,0.0309157,0,0.0244892,0.0566131,0.0330219,0,0,0.0218538,0,0,0.0294963,0.0758689,0.0243989,0.020595,0.0186732,0.0632369,0.0522188,0.066445,0.0822824,0.0538744,0.030582,0.021005,0.0179632,0.0310402,0.0168346,0.0295725,0.00912755,0.0235605,0.0575505,0.049917,0,0,0,0,0
54,0,0,0,0,0.0506089,0.0599991,0,0,0,0.0352479,0,0.0223064,0.056612,0,0,0.0227609,0,0,0.0405133,0.0561414,0.0306173,0.0377652,0.0230604,0.0731269,0.0465026,0.0510944,0.0672888,0.0485343,0.0228672,0.0537098,0.0570923,0.0298066,0.03355,0.0123621,0.0321576,0.0148827,0.0171153,0.0308426,0,0.0243991,0.0566099,0.0331114,0,0,0.0218387,0,0,0.0294727,0.0759207,0.0244152,0.0205043,0.0186643,0.063256,0.0521291,0.066484,0.0822736,0.0538526,0.0305419,0.0209942,0.0179504,0.0310309,0.016862,0.0295832,0.00912158,0.0235683,0.0573893,0.0499709,0,0,0,0,0
55,0,0,0,0,0.050642,0.0599234,0,0,0,0.0352517,0,0.0222668,0.0565956,0,0,0.022707,0,0,0.040528,0.0561783,0.0305926,0.0377501,0.0229991,0.0731471,0.0465546,0.0511517,0.0673128,0.0485476,0.0228898,0.0538108,0.0570962,0.0297928,0.0335304,0.012402,0.032175,0.0148302,0.017175,0.0308254,0,0.0243817,0.056602,0.0331865,0,0,0.0218862,0,0,0.0294733,0.0759824,0.0243977,0.0204135,0.0186574,0.0632451,0.0520427,0.0665302,0.0822788,0.0538272,0.0304923,0.0209855,0.018017,0.0310147,0.016836,0.029622,0.00911921,0.0235787,0.057261,0.0500156,0,0,0,0,0
56,0,0,0,0,0.0506447,0.0599054,0,0,0,0.0353413,0,0.0222178,0.0565709,0,0,0.0227826,0,0,0.040436,0.0562383,0.0305555,0.0377386,0.0229044,0.0731704,0.0466078,0.051191,0.0673776,0.0485742,0.0228878,0.0539837,0.0571047,0.0297638,0.0335262,0.0123867,0.0321562,0.0149854,0.0169529,0.030823,0,0.0243826,0.0566252,0.0332249,0,0,0.0220555,0,0,0.029433,0.0760533,0.0243515,0.020385,0.0186624,0.0632229,0.0519905,0.0665903,0.082276,0.053818,0.0304696,0.020985,0.018023,0.03101,0.0168174,0.0297217,0.0093075,0.023406,0.0571889,0.0500852,0,0,0,0,0
57,0,0,0,0,0.0506817,0.0598529,0,0,0,0.0352496,0,0.0222275,0.0566233,0,0,0.0226632,0,0,0.0405159,0.0562792,0.0305785,0.0377297,0.0228815,0.0732154,0.0465932,0.0512073,0.0674134,0.0485917,0.0228455,0.0541002,0.0571163,0.0297573,0.0335026,0.0124829,0.0321908,0.0149798,0.0169954,0.0308767,0,0.0244388,0.0565667,0.0332657,0,0,0.0221018,0,0,0.0294052,0.07612,0.0243079,0.0203982,0.0186584,0.0632161,0.0518967,0.0666323,0.0822592,0.0538298,0.0304879,0.0209916,0.0180375,0.0309823,0.016722,0.0299528,0.00923998,0.0234534,0.0570885,0.0501668,0,0,0,0,0
58,0,0,0,0,0.0507111,0.0598186,0,0,0,0.035251,0,0.0221231,0.056682,0,0,0.0225843,0,0,0.040572,0.0563335,0.0305,0.0376595,0.0227751,0.0732584,0.0465791,0.0512011,0.0675124,0.0486006,0.0228245,0.0539916,0.0571693,0.029802,0.0335785,0.012511,0.0322213,0.0149049,0.017071,0.0308643,0,0.0243889,0.0564358,0.0333086,0,0,0.0220959,0,0,0.0293555,0.0761534,0.0242588,0.0205512,0.018648,0.0632219,0.0517946,0.0666483,0.0822332,0.0538468,0.0305575,0.0210016,0.0180822,0.0309647,0.0166532,0.0300929,0.00919267,0.0234623,0.0570022,0.0502394,0,0,0,0,0
59,0,0,0,0,0.05071,0.0598069,0,0,0,0.0352215,0,0.0220444,0.0566439,0,0,0.0225407,0,0,0.0406218,0.0564107,0.0304594,0.0375949,0.0226911,0.0732641,0.0466055,0.0512338,0.0675825,0.0486132,0.0228807,0.0538009,0.0572033,0.0298275,0.0336481,0.0125556,0.0322479,0.0149029,0.017103,0.0307357,0,0.0243005,0.0563704,0.0333408,0,0,0.0220686,0,0,0.0293091,0.0763306,0.0242195,0.0205814,0.0186418,0.0632408,0.0516777,0.0666925,0.0822324,0.0538528,0.0305985,0.020982,0.0182722,0.0309318,0.0167,0.0301366,0.0091479,0.0234575,0.0569791,0.0503014,0,0,0,0,0
60,0,0,0,0,0.050696,0.0597996,0,0,0,0.0351748,0,0.022043,0.0565765,0,0,0.0225221,0,0,0.0406593,0.0564954,0.0304916,0.0375724,0.0226749,0.0732377,0.0466356,0.0513053,0.0676531,0.048627,0.023067,0.0538657,0.0572147,0.0298234,0.0336519,0.0126426,0.0322777,0.0149008,0.0171328,0.0305664,0,0.0241228,0.0563614,0.0333515,0,0,0.0220587,0,0,0.0292635,0.0764924,0.0241803,0.0205199,0.0186448,0.0632606,0.0515493,0.0667526,0.0822376,0.0538502,0.0306199,0.0209532,0.0185206,0.0309156,0.0168055,0.030148,0.00910322,0.02345,0.0569775,0.0503628,0,0,0,0,0
61,0,0,0,0,0.0506988,0.059787,0,0,0,0.0350783,0,0.0220631,0.0565546,0,0,0.0224612,0,0,0.0406795,0.0565886,0.0305446,0.0375535,0.0226834,0.0731843,0.0466603,0.0513992,0.0677221,0.0486201,0.0232808,0.0539234,0.0572239,0.0298454,0.0336526,0.0127638,0.0322993,0.014879,0.0171586,0.030551,0,0.0239777,0.056377,0.0333648,0,0,0.0220234,0,0,0.0292234,0.0766151,0.0241426,0.020441,0.0186319,0.0632848,0.0513922,0.0668152,0.0822409,0.0538105,0.0306507,0.0209641,0.018305,0.0308988,0.0167947,0.0301271,0.00906807,0.0234502,0.0569885,0.0504246,0,0,0,0,0
62,0,0,0,0,0.0507135,0.0597694,0,0,0,0.0351351,0,0.0219567,0.0565196,0,0,0.0224173,0,0,0.0407252,0.0567,0.0304893,0.0375031,0.0225464,0.0731068,0.0466774,0.0514257,0.067791,0.0486398,0.0230443,0.0539098,0.0572644,0.029915,0.0337598,0.0127301,0.0323139,0.0148662,0.0172011,0.030517,0,0.0237893,0.0564404,0.0334063,0,0,0.0219752,0,0,0.029193,0.0767444,0.0241178,0.0203629,0.0186465,0.0632953,0.0512552,0.0668292,0.0822591,0.0538068,0.0302594,0.0209627,0.0180762,0.0309333,0.0168409,0.0299644,0.00901727,0.0234637,0.0570105,0.0504764,0,0,0,0,0
63,0,0,0,0,0.0507072,0.0597277,0,0,0,0.0352965,0,0.0218553,0.0564603,0,0,0.0223885,0,0,0.0407832,0.0567979,0.0304266,0.0374628,0.02242,0.0730694,0.0466516,0.0514416,0.067896,0.0486606,0.0227385,0.054092,0.0572939,0.0299313,0.0338295,0.0126344,0.0323382,0.0148671,0.0172483,0.0305974,0,0.0239764,0.0565113,0.0334256,0,0,0.0219498,0,0,0.0291432,0.0768798,0.0241332,0.020294,0.0186547,0.0632879,0.0511293,0.0667812,0.0822985,0.0538051,0.0300209,0.0209949,0.0180902,0.0309652,0.0167644,0.029905,0.00897508,0.0234842,0.0570171,0.0505438,0,0,0,0,0
64,0,0,0,0,0.0506709,0.0597286,0,0,0,0.0354233,0,0.0217695,0.0563834,0,0,0.0223823,0,0,0.0408619,0.0568898,0.030363,0.0374471,0.0223041,0.0730458,0.0467075,0.0513456,0.0680381,0.0486887,0.0227167,0.0542325,0.0573319,0.0299402,0.0338883,0.0125788,0.0323747,0.014879,0.0173097,0.0308585,0,0.0248818,0.0565372,0.0334001,0,0,0.0219557,0,0,0.0290712,0.0769838,0.0241899,0.0202657,0.0186569,0.0633068,0.0510208,0.0666895,0.0823789,0.0537979,0.0300139,0.0211255,0.018232,0.0309425,0.0164858,0.029923,0.00893509,0.0235154,0.0570496,0.0506058,0,0,0,0,0
65,0,0,0,0,0.0506501,0.0597538,0,0,0,0.0354599,0,0.0217012,0.0563189,0,0,0.0223732,0,0,0.0409215,0.05696,0.0303128,0.0374874,0.0221926,0.0730558,0.046785,0.0512141,0.0681428,0.0487223,0.0227479,0.0543088,0.0573636,0.0299432,0.0339402,0.0125843,0.0324133,0.0148453,0.0173892,0.0309095,0,0.025222,0.056535,0.0333587,0,0,0.021998,0,0,0.0290468,0.0768922,0.024219,0.0202172,0.0186394,0.063321,0.0509086,0.0665449,0.082423,0.0538059,0.030058,0.0211786,0.0182836,0.0309369,0.0163951,0.0299243,0.00892787,0.0235457,0.057095,0.0506439,0,0,0,0,0
66,0,0,0,0,0.050651,0.0597671,0,0,0,0.0354457,0,0.0216534,0.0563819,0,0,0.022325,0,0,0.0409373,0.0569701,0.0303012,0.0375271,0.0220995,0.0730718,0.046853,0.0513725,0.0682115,0.0487632,0.0227371,0.0543752,0.0573572,0.0299367,0.0339635,0.0126222,0.0324287,0.0147736,0.0174753,0.0308005,0,0.0252627,0.0565122,0.0333201,0,0,0.0220522,0,0,0.029046,0.0763057,0.0242302,0.0201032,0.0186177,0.0633109,0.0507961,0.0664535,0.0824021,0.0538656,0.0300347,0.0211954,0.0182716,0.0309038,0.0165303,0.0298915,0.00892598,0.023574,0.0571322,0.0506973,0,0,0,0,0
67,0,0,0,0,0.0506363,0.0597467,0,0,0,0.0353988,0,0.0216255,0.0564737,0,0,0.0223274,0,0,0.0410259,0.0569797,0.0303433,0.0375563,0.0220703,0.0730846,0.0468552,0.0517316,0.0682702,0.0487993,0.0226439,0.0543974,0.057344,0.029946,0.0339755,0.0126804,0.032446,0.0148155,0.0174994,0.030776,0,0.0253744,0.0564866,0.0332883,0,0,0.0221036,0,0,0.0290439,0.0760272,0.0242478,0.0200477,0.0185814,0.0632802,0.0506904,0.0664492,0.0824026,0.0538911,0.0299886,0.0212201,0.0182786,0.0308692,0.0165903,0.0298486,0.00893299,0.0235896,0.0571133,0.0507681,0,0,0,0,0
68,0,0,0,0,0.0506357,0.0597105,0,0,0,0.0353922,0,0.0215887,0.0565769,0,0,0.0223574,0,0,0.041141,0.056978,0.0303687,0.037565,0.0220314,0.0731247,0.0467773,0.0518466,0.068349,0.048842,0.0226016,0.0543862,0.0573297,0.0299477,0.033994,0.0127041,0.0324817,0.0149175,0.017489,0.0307103,0,0.0255261,0.0564508,0.0332737,0,0,0.022152,0,0,0.0290193,0.0755993,0.0242605,0.0200021,0.0185533,0.0632811,0.0506056,0.0664414,0.0823983,0.0538916,0.0299118,0.0211931,0.0183108,0.0308465,0.0166652,0.0297811,0.00888003,0.0236158,0.0570225,0.0508911,0,0,0,0,0
69,0,0,0,0,0.0506255,0.0596795,0,0,0,0.0354652,0,0.0215374,0.0566617,0,0,0.0224095,0,0,0.0412302,0.0570018,0.0303394,0.0375142,0.0219801,0.0731986,0.0468001,0.0517895,0.0684277,0.048878,0.0227547,0.0543579,0.0572955,0.0299459,0.0339795,0.0126619,0.0325145,0.0149447,0.0175377,0.030495,0,0.0255278,0.056422,0.0332495,0,0,0.0221845,0,0,0.0289962,0.0748566,0.024257,0.0199668,0.0185372,0.0633307,0.0505091,0.066381,0.0823487,0.053896,0.0298287,0.0210791,0.0183209,0.0308725,0.016885,0.0297385,0.00889302,0.0236411,0.0569221,0.051033,0,0,0,0,0
70,0,0,0,0,0.0505635,0.0596764,0,0,0,0.0355006,0,0.0214859,0.0566805,0,0,0.0224279,0,0,0.0412731,0.0570729,0.0303081,0.0374574,0.0219186,0.0732517,0.0469587,0.0517986,0.0685247,0.0488984,0.0229171,0.0543633,0.0572643,0.0299575,0.033994,0.012662,0.0325378,0.0148948,0.0176593,0.0303208,0,0.0252002,0.0563984,0.0331906,0,0,0.022238,0,0,0.028902,0.075264,0.0243121,0.0200351,0.0185089,0.0633836,0.0503464,0.0664233,0.0823703,0.0538682,0.0297503,0.0210027,0.0182694,0.0309276,0.0170398,0.0297246,0.00885812,0.0236361,0.0568862,0.0511132,0,0,0,0,0
71,0,0,0,0,0.0504975,0.0596474,0,0,0,0.0355062,0,0.0214117,0.0566767,0,0,0.0223987,0,0,0.0412463,0.0570945,0.0303034,0.037434,0.0218329,0.0732804,0.047025,0.0518579,0.0686382,0.0489241,0.0230155,0.054378,0.0572646,0.0299709,0.0340239,0.0126886,0.0325495,0.0147878,0.01781,0.0303441,0,0.0252959,0.0563721,0.033118,0,0,0.0222898,0,0,0.0288627,0.0755395,0.0243489,0.0200657,0.0184763,0.063429,0.0501692,0.0664699,0.0824255,0.0538522,0.0296781,0.0209984,0.0182931,0.0309341,0.0170301,0.029699,0.00884169,0.0236246,0.0568785,0.0512056,0,0,0,0,0
72,0,0,0,0,0.0504383,0.0595929,0,0,0,0.0354702,0,0.0213431,0.0566591,0,0,0.0223681,0,0,0.0412626,0.0570289,0.0303167,0.0374446,0.0217458,0.0733046,0.0471255,0.0518937,0.0687238,0.0489648,0.0229798,0.0543909,0.0572876,0.02995,0.0340635,0.0127647,0.0325647,0.0147727,0.0179111,0.030351,0,0.0253404,0.0563875,0.0330307,0,0,0.0223308,0,0,0.0288456,0.0755211,0.0243312,0.0200788,0.01845,0.0634773,0.0500342,0.0664935,0.0824504,0.0538627,0.0296105,0.0210023,0.0183173,0.0309147,0.0170271,0.0296604,0.0088407,0.0236008,0.0569147,0.0513261,0,0,0,0,0
73,0,0,0,0,0.0503862,0.0595584,0,0,0,0.0354523,0,0.0212718,0.056629,0,0,0.0223604,0,0,0.0413135,0.0569623,0.0302927,0.0374361,0.0216397,0.0733332,0.047296,0.0519178,0.0688154,0.049012,0.022888,0.0543942,0.0572775,0.0299325,0.0340989,0.0128274,0.032609,0.0148235,0.0179674,0.0303522,0,0.0254458,0.0564129,0.0329629,0,0,0.0223545,0,0,0.0287829,0.0754381,0.0243326,0.0200938,0.0184257,0.063526,0.0498987,0.0665113,0.0824763,0.0538802,0.0295467,0.0210126,0.0183465,0.0309197,0.0170142,0.0296462,0.00880667,0.0235734,0.0569979,0.0514659,0,0,0,0,0
74,0,0,0,0,0.0503615,0.0595489,0,0,0,0.0354548,0,0.0211936,0.0565806,0,0,0.022429,0,0,0.0414977,0.0569424,0.0302564,0.0374328,0.0215342,0.0733741,0.0474499,0.051932,0.0689077,0.0490733,0.0227086,0.0544177,0.0572743,0.0299465,0.0341411,0.0128674,0.0326677,0.0150624,0.0178788,0.0303115,0,0.0254166,0.0563882,0.0329303,0,0,0.022359,0,0,0.0287184,0.0753896,0.0243572,0.0201082,0.0183974,0.0635905,0.0497546,0.0665157,0.0824824,0.0539049,0.029512,0.0210191,0.0183384,0.0309305,0.0170271,0.0296522,0.00877384,0.0235361,0.0570487,0.0516153,0,0,0,0,0
75,0,0,0,0,0.050376,0.0595395,0,0,0,0.0354985,0,0.0211033,0.0565144,0,0,0.0224565,0,0,0.0415832,0.0569403,0.0302114,0.0374208,0.021436,0.0734199,0.0475582,0.051937,0.0690127,0.0491211,0.0226322,0.054446,0.0572942,0.0299641,0.0341905,0.0128743,0.0327064,0.0150943,0.0179107,0.0302498,0,0.0253337,0.056366,0.0328808,0,0,0.0223484,0,0,0.0287017,0.0753635,0.0243589,0.0201073,0.0183759,0.0636494,0.049561,0.0664964,0.0824858,0.0539314,0.0294556,0.0210263,0.0183186,0.0309204,0.0170371,0.0296721,0.00878699,0.0234769,0.0570547,0.0518054,0,0,0,0,0
76,0,0,0,0,0.050407,0.0594971,0,0,0,0.0355346,0,0.0210244,0.0564746,0,0,0.0224419,0,0,0.0415598,0.0569274,0.0301652,0.0373985,0.0213602,0.0734478,0.047657,0.0519472,0.0691083,0.0491594,0.0226765,0.0544622,0.0573369,0.02999,0.0342284,0.0128786,0.0327743,0.0149755,0.0180211,0.030139,0,0.025101,0.0563679,0.0327865,0,0,0.0223195,0,0,0.0287175,0.0753755,0.0243344,0.0201482,0.0183764,0.0637002,0.049314,0.0664899,0.0824925,0.0539527,0.0294006,0.0210386,0.0182819,0.0309393,0.0170958,0.0296952,0.00880668,0.0233826,0.057019,0.0520599,0,0,0,0,0
77,0,0,0,0,0.0504327,0.059419,0,0,0,0.0355561,0,0.0209483,0.056482,0,0,0.0223862,0,0,0.0416395,0.0569129,0.0301172,0.0373678,0.0213087,0.0734437,0.0477674,0.0519674,0.069204,0.049194,0.0228179,0.0544799,0.0573504,0.0300093,0.0342437,0.0128875,0.0328601,0.0150196,0.018052,0.0301563,0,0.0251375,0.0563685,0.0326709,0,0,0.0223007,0,0,0.0286584,0.0754065,0.0243007,0.0202763,0.0183829,0.063739,0.0490325,0.0664819,0.082508,0.0539618,0.0293759,0.021048,0.0183131,0.0309397,0.0170781,0.029753,0.00876827,0.0232674,0.0569119,0.0523522,0,0,0,0,0
78,0,0,0,0,0.050423,0.0593393,0,0,0,0.0355557,0,0.020888,0.056505,0,0,0.0223418,0,0,0.0417612,0.0569017,0.0300785,0.0373156,0.0212635,0.0734321,0.0478595,0.0519848,0.069275,0.0492164,0.0228576,0.0545145,0.0573426,0.0300206,0.0342444,0.0128981,0.0329536,0.0151739,0.0179781,0.0300692,0,0.02485,0.0563638,0.0326009,0,0,0.0222428,0,0,0.0285616,0.0754119,0.0242618,0.0204554,0.0183923,0.0637627,0.0487399,0.0664414,0.0825002,0.0539687,0.0293598,0.0210569,0.0182324,0.0309666,0.0171374,0.0298528,0.00872401,0.0231407,0.0567556,0.0526541,0,0,0,0,0
