Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71,RTIBA
937,0,0,0,0,0.0641443,0.0504892,0,0,0,0.0230589,0,0.0162125,0.0514454,0,0,0.0198963,0,0,0.0380633,0.0676516,0.040967,0.0294473,0.027595,0.063863,0.0462347,0.0519037,0.0717543,0.0512879,0.0118982,0.0593078,0.0592939,0.0309124,0.0424614,0.0544377,0.0399859,0.0148109,0.0140394,0.00967617,0,0.0269287,0,0.0339931,0,0,0.0259377,0,0,0.0202637,0.0742884,0.0204029,0.0263346,0.0243787,0.0570218,0.0296289,0.0723263,0.0862188,0.0512022,0.0238908,0.0192788,0,0.0273467,0.0438576,0.0439734,0.00946928,0.0042088,0.0511489,0.0843821,0,0,0,0,0
938,0,0,0,0,0.0639988,0.0505397,0,0,0,0.0230381,0,0.0161642,0.0514517,0,0,0.019882,0,0,0.038063,0.0675521,0.0407995,0.0295114,0.0275499,0.0638278,0.0461988,0.0518969,0.0718938,0.0513533,0.0118745,0.0593392,0.0593995,0.0309845,0.0423703,0.0542605,0.0400021,0.0147984,0.0140778,0.0101263,0,0.0266187,0,0.033971,0,0,0.0259539,0,0,0.0202812,0.074053,0.0204495,0.0264438,0.0239873,0.0571275,0.0296378,0.072512,0.0864179,0.0512324,0.0239088,0.0193957,0,0.0288278,0.0434002,0.0438963,0.0094045,0.00421693,0.0513484,0.0842073,0,0,0,0,0
939,0,0,0,0,0.0639164,0.0505809,0,0,0,0.0230201,0,0.0161295,0.0514545,0,0,0.0198467,0,0,0.0380197,0.0674608,0.0406627,0.0295737,0.0274882,0.0638278,0.0462358,0.0519727,0.0720088,0.0513685,0.0118561,0.0593446,0.059464,0.0310283,0.0423014,0.0541736,0.0400202,0.014714,0.0141641,0.0103649,0,0.0264899,0,0.0339454,0,0,0.0259732,0,0,0.0203328,0.0738724,0.020435,0.0264512,0.0236992,0.057177,0.0296388,0.072601,0.0865433,0.0513215,0.0239028,0.0194773,0,0.0295973,0.0430781,0.0438377,0.00942664,0.00424874,0.0514655,0.0840514,0,0,0,0,0
940,0,0,0,0,0.0638737,0.050669,0,0,0,0.0229967,0,0.0160824,0.0513753,0,0,0.0198136,0,0,0.0379944,0.0673942,0.0405133,0.029627,0.0274108,0.0638214,0.0462697,0.0521098,0.0720783,0.0513559,0.011864,0.0593357,0.0595112,0.0310606,0.0422488,0.0541246,0.0399997,0.0146117,0.0142842,0.0104342,0,0.026464,0,0.0339054,0,0,0.0258916,0,0,0.0203326,0.0737404,0.0204425,0.0263988,0.0234949,0.0571911,0.0296566,0.0726106,0.086612,0.0513954,0.0238859,0.0195179,0,0.0296335,0.0428039,0.0437802,0.00942816,0.0042694,0.0514993,0.0838632,0,0,0,0,0
941,0,0,0,0,0.0638751,0.0507599,0,0,0,0.0229618,0,0.0160521,0.0512769,0,0,0.0198371,0,0,0.0380861,0.0673191,0.0403384,0.029697,0.0273334,0.063842,0.0463594,0.0522547,0.0721185,0.0513894,0.0119025,0.0592864,0.0595368,0.0310541,0.0421481,0.0540543,0.0399928,0.0147584,0.0142172,0.0105278,0,0.0264494,0,0.0338539,0,0,0.0258365,0,0,0.0203408,0.0736307,0.0205005,0.02633,0.0233329,0.0571565,0.0296561,0.0726006,0.0866426,0.0514314,0.0239281,0.0195401,0,0.0296416,0.0425105,0.0436622,0.00934638,0.00427164,0.0514809,0.0836787,0,0,0,0,0
942,0,0,0,0,0.0636858,0.0508127,0,0,0,0.0229196,0,0.0160305,0.0511779,0,0,0.0198479,0,0,0.0381367,0.0672631,0.0401651,0.0297882,0.0272535,0.0639129,0.0464491,0.0523436,0.0721892,0.051471,0.0119689,0.0592603,0.0595861,0.03105,0.0419841,0.0539737,0.03998,0.014839,0.014169,0.0106375,0,0.0264833,0,0.0338205,0,0,0.0257899,0,0,0.0202644,0.0735492,0.0206108,0.0262362,0.0231855,0.057117,0.0296279,0.0725838,0.0866448,0.0514093,0.0239989,0.0195691,0,0.029695,0.0422281,0.0435119,0.00928238,0.00431173,0.0515051,0.0835114,0,0,0,0,0
943,0,0,0,0,0.0635109,0.0508428,0,0,0,0.0228908,0,0.0159958,0.0510399,0,0,0.0198297,0,0,0.0381548,0.0671993,0.0399706,0.0298722,0.027148,0.0639927,0.0464178,0.0523239,0.0723106,0.0516078,0.0120474,0.0592681,0.0596727,0.0310798,0.0418455,0.0538597,0.0399573,0.0148257,0.0141905,0.0107281,0,0.0265217,0,0.0338108,0,0,0.025811,0,0,0.0201616,0.0734955,0.0207073,0.0261222,0.0230426,0.0571028,0.0296085,0.0725442,0.0866435,0.0513233,0.0241071,0.0196656,0,0.0297219,0.0419533,0.0433571,0.00914557,0.0043205,0.0514828,0.0833624,0,0,0,0,0
944,0,0,0,0,0.0633626,0.0509439,0,0,0,0.0228881,0,0.0159649,0.0509474,0,0,0.0198176,0,0,0.0381711,0.0671381,0.0397699,0.0299484,0.0270328,0.0640709,0.0463326,0.0523313,0.0724823,0.0516114,0.0121226,0.0592817,0.0597385,0.0311519,0.0417439,0.0536944,0.0399255,0.0148314,0.0141934,0.010865,0,0.0264404,0,0.0338453,0,0,0.025797,0,0,0.0201315,0.0734437,0.0207704,0.0260487,0.0228387,0.0570943,0.0296411,0.0725458,0.0866792,0.0513179,0.0242065,0.0198467,0,0.0297998,0.0416709,0.0432376,0.00903163,0.00431395,0.0515667,0.0831939,0,0,0,0,0
945,0,0,0,0,0.0632442,0.0511483,0,0,0,0.0228449,0,0.0159306,0.050903,0,0,0.0198036,0,0,0.0381721,0.0670989,0.0395632,0.0300325,0.0269412,0.064144,0.0462515,0.0522918,0.0725936,0.0515663,0.0122063,0.0592687,0.0597834,0.0312093,0.0416335,0.0534381,0.039875,0.0148429,0.0141925,0.0110904,0,0.0261735,0,0.0338928,0,0,0.025757,0,0,0.0202172,0.0733902,0.0207985,0.0259758,0.0225914,0.0570926,0.0297259,0.0725715,0.0867367,0.05134,0.0242813,0.0199454,0,0.0298822,0.0413124,0.0431162,0.00899391,0.00436245,0.0516299,0.0829864,0,0,0,0,0
946,0,0,0,0,0.063156,0.0512672,0,0,0,0.0227761,0,0.0158847,0.0508518,0,0,0.0197847,0,0,0.0381761,0.0670126,0.0393174,0.0301231,0.026843,0.0642282,0.0462193,0.0522806,0.0726695,0.0515334,0.0123112,0.0592075,0.0598085,0.0312279,0.0414638,0.0531557,0.0398332,0.0148462,0.0142163,0.0114289,0,0.025752,0,0.0339356,0,0,0.0257827,0,0,0.0202771,0.0733389,0.0207848,0.0258876,0.0223034,0.0570927,0.0298019,0.0725839,0.0867677,0.0513756,0.0243114,0.0198544,0,0.029933,0.0409082,0.0429724,0.00896028,0.00443762,0.051605,0.0827592,0,0,0,0,0
947,0,0,0,0,0.0630887,0.0513007,0,0,0,0.0227179,0,0.0158641,0.0507897,0,0,0.0197816,0,0,0.0382223,0.0669608,0.0390047,0.0301767,0.0267317,0.0643259,0.0461695,0.0523039,0.072742,0.0515714,0.0124068,0.059111,0.0598,0.0312097,0.0412731,0.0528409,0.039801,0.0148663,0.0142309,0.0117919,0,0.0255409,0,0.0339815,0,0,0.0258406,0,0,0.0203042,0.0732613,0.0207389,0.0257655,0.0220032,0.057085,0.0298535,0.0725366,0.0867705,0.0514495,0.0242823,0.0198555,0,0.0299999,0.0406261,0.0428268,0.00886846,0.00447051,0.0515472,0.0826037,0,0,0,0,0
948,0,0,0,0,0.0630495,0.0513318,0,0,0,0.0226531,0,0.0158562,0.0506881,0,0,0.019792,0,0,0.0382681,0.0669457,0.0386563,0.0301271,0.0266053,0.0643976,0.0460519,0.0523883,0.0728795,0.0516298,0.0124623,0.0589848,0.0598124,0.0311886,0.0410975,0.0525024,0.0397497,0.014869,0.0142498,0.0119858,0,0.0254806,0,0.0340312,0,0,0.0258086,0,0,0.0203641,0.0731965,0.0207402,0.0255968,0.0218244,0.0570385,0.0299377,0.0724404,0.0867443,0.0515387,0.0242278,0.0200316,0,0.0300744,0.0404265,0.0427073,0.00876491,0.0045028,0.0516065,0.0824901,0,0,0,0,0
949,0,0,0,0,0.0630028,0.0513762,0,0,0,0.022553,0,0.0158497,0.0506176,0,0,0.0198025,0,0,0.0382926,0.0669002,0.0382976,0.0301141,0.0264983,0.0644433,0.0459353,0.0524221,0.0730312,0.051699,0.0125079,0.0587532,0.0598527,0.0311629,0.0409185,0.0520674,0.0396642,0.0148475,0.0142687,0.0118422,0,0.0253746,0,0.0341239,0,0,0.0257176,0,0,0.0204468,0.0732105,0.0207942,0.0253914,0.0217031,0.0569825,0.0300577,0.0723632,0.086716,0.0515675,0.0242148,0.0199628,0,0.0301548,0.040115,0.0425892,0.0086549,0.00452401,0.0516233,0.082329,0,0,0,0,0
950,0,0,0,0,0.0629885,0.0514192,0,0,0,0.0224476,0,0.0158259,0.0505335,0,0,0.0198054,0,0,0.0383304,0.0667991,0.0379164,0.0301424,0.026395,0.0645045,0.0458916,0.0523317,0.0731654,0.0517964,0.0125683,0.0584757,0.0598847,0.0311553,0.0407021,0.05157,0.0396016,0.0148257,0.0142884,0.0119085,0,0.025233,0,0.0342424,0,0,0.0257917,0,0,0.0204217,0.0732633,0.020891,0.0252489,0.0213632,0.0569057,0.0301347,0.0723283,0.0867528,0.0515563,0.0242338,0.0199147,0,0.0302458,0.0396916,0.0424386,0.00855671,0.00455654,0.0515671,0.0822029,0,0,0,0,0
951,0,0,0,0,0.0630572,0.0514704,0,0,0,0.0223819,0,0.0157853,0.0504446,0,0,0.0198215,0,0,0.0383552,0.0666537,0.0375087,0.0301543,0.0262985,0.0645377,0.045801,0.0521427,0.0733074,0.0519098,0.0126567,0.0583868,0.0599046,0.0311589,0.0404808,0.0510031,0.0394992,0.0148205,0.0142996,0.0121619,0,0.025093,0,0.0343819,0,0,0.0258741,0,0,0.0203914,0.0732841,0.0209794,0.0252288,0.0212117,0.0568388,0.0301612,0.072367,0.0868493,0.05154,0.0243958,0.0199461,0,0.0303804,0.0392366,0.0423483,0.00853402,0.00463309,0.0515151,0.0820478,0,0,0,0,0
952,0,0,0,0,0.0629318,0.0515198,0,0,0,0.0223473,0,0.0157319,0.0503282,0,0,0.0198107,0,0,0.0383608,0.066561,0.0370937,0.0302141,0.0262011,0.0645819,0.0457125,0.0519424,0.073479,0.0519863,0.0127945,0.0583894,0.0599311,0.0311703,0.0402535,0.0503852,0.0394753,0.0148493,0.0142886,0.0124658,0,0.0250489,0,0.0344028,0,0,0.0256457,0,0,0.0203834,0.073335,0.0211364,0.0251582,0.0210525,0.0567315,0.0303204,0.07238,0.0868933,0.0515214,0.0247032,0.0200296,0,0.0304959,0.0387977,0.0421569,0.0084423,0.00471781,0.0514473,0.0818214,0,0,0,0,0
953,0,0,0,0,0.062768,0.0515276,0,0,0,0.0223312,0,0.0156596,0.0501803,0,0,0.0198235,0,0,0.0383647,0.0664831,0.03672,0.0302964,0.0261397,0.0646365,0.0456387,0.0520053,0.0736233,0.0520353,0.0129443,0.0584839,0.0599951,0.0311845,0.0400358,0.0497392,0.0394104,0.0148424,0.0143269,0.0128077,0,0.0250222,0,0.034452,0,0,0.025424,0,0,0.0203177,0.0734402,0.0212529,0.0250547,0.0208047,0.0566692,0.0304051,0.0723936,0.0869072,0.0513975,0.0249214,0.0202485,0,0.0304796,0.0383018,0.0420103,0.00828676,0.00475099,0.0513793,0.0815968,0,0,0,0,0
954,0,0,0,0,0.0626613,0.0515632,0,0,0,0.0223182,0,0.0155762,0.0500925,0,0,0.0198315,0,0,0.0383318,0.066393,0.0363347,0.0303422,0.0260846,0.0646758,0.0455602,0.0518442,0.073792,0.0520703,0.013091,0.058476,0.0600839,0.0311814,0.0398438,0.0489687,0.0393776,0.0147668,0.0144207,0.0132492,0,0.0249369,0,0.0344801,0,0,0.0252691,0,0,0.0202381,0.07353,0.021222,0.024977,0.0204084,0.0566556,0.0304998,0.0724737,0.0869189,0.0509962,0.0251184,0.020627,0,0.0304605,0.0376856,0.0418866,0.00820312,0.0048169,0.051345,0.0814089,0,0,0,0,0
955,0,0,0,0,0.0626282,0.0516247,0,0,0,0.0223216,0,0.0154695,0.0499839,0,0,0.0198185,0,0,0.0382523,0.0662928,0.035944,0.0304021,0.0260795,0.0647346,0.0455508,0.051758,0.0739667,0.0520826,0.0132225,0.058308,0.0601537,0.0311709,0.0396555,0.0481219,0.0393368,0.0146115,0.014599,0.0136522,0,0.024918,0,0.0344827,0,0,0.0251791,0,0,0.020261,0.0735585,0.0214431,0.0248504,0.0201737,0.0566692,0.0305917,0.0723916,0.0868946,0.0507489,0.0252435,0.0206657,0,0.0306141,0.0371068,0.0417664,0.00818331,0.00492161,0.0513129,0.0812181,0,0,0,0,0
956,0,0,0,0,0.062612,0.0516842,0,0,0,0.0224119,0,0.0153343,0.0495564,0,0,0.0198222,0,0,0.0382971,0.066239,0.0356264,0.0306573,0.0262302,0.0649376,0.0457581,0.0518502,0.0740621,0.0519807,0.0133531,0.0582281,0.0602421,0.0312103,0.0395489,0.0470409,0.0393094,0.0145705,0.0147163,0.0121242,0,0.0254279,0,0.0344291,0,0,0.0251795,0,0,0.0203887,0.074473,0.0207752,0.024088,0.0204853,0.0565246,0.0306273,0.0715612,0.0857975,0.0504475,0.0258975,0,0,0.0370077,0.0390444,0.0416582,0.00821875,0.00499507,0.0511953,0.0811827,0,0,0,0,0
957,0,0,0,0,0.0623729,0.0517494,0,0,0,0.0225014,0,0.0152068,0.0487392,0,0,0.0197268,0,0,0.0385045,0.0660196,0.0354178,0.0310719,0.0263424,0.0650739,0.0458996,0.0522303,0.0743719,0.0519321,0.0134735,0.0581252,0.0602093,0.0311581,0.0394392,0.0459467,0.0393202,0.0144928,0.0149465,0.0115448,0,0.0259355,0,0.0343788,0,0,0.0251715,0,0,0.0203469,0.0753214,0.0248894,0.0234687,0.0238392,0.0564708,0.0307553,0.0692686,0.0860134,0.0540041,0.0241234,0,0,0.0603924,0.0409516,0.0415069,0.0081276,0.00514288,0.0511913,0.0809888,0,0,0,0,0
958,0,0,0,0,0.0621611,0.0518097,0,0,0,0.0227926,0,0.014963,0.0485454,0,0,0.0198831,0,0,0.0384112,0.0659798,0.0349689,0.031158,0.0266302,0.0650717,0.0460533,0.0523912,0.0748491,0.0520752,0.0136178,0.0578855,0.0600359,0.030917,0.0391978,0.0439175,0.0391882,0.0146564,0.014789,0.0118217,0,0.0258111,0,0.0343905,0,0,0.0248201,0,0,0.0204842,0.0759119,0.0249872,0.0236424,0.0234393,0.0565134,0.0309651,0.0692479,0.0861419,0.0543047,0.0239204,0,0,0.0606256,0.040279,0.0413128,0.00805131,0.00537975,0.0511815,0.080725,0,0,0,0,0
959,0,0,0,0,0.0620076,0.0518781,0,0,0,0.0233427,0,0.0146681,0.0488544,0,0,0.0198501,0,0,0.0384538,0.065837,0.034502,0.0308575,0.0269586,0.0651128,0.045941,0.0524762,0.0753278,0.0522603,0.01367,0.0576627,0.0598679,0.0306286,0.0389234,0.0417438,0.0391645,0.0146511,0.0148509,0.0133481,0,0.0250468,0,0.0344466,0,0,0.024867,0,0,0.0203063,0.074211,0.0211192,0.0240131,0.0197572,0.0567871,0.0310748,0.0713557,0.0858112,0.0511504,0.0257326,0,0,0.037494,0.0369994,0.041156,0.00793721,0.00549285,0.0510963,0.0804081,0,0,0,0,0
960,0,0,0,0,0.0618206,0.0519793,0,0,0,0.023889,0,0.0144789,0.0490209,0,0,0.0199145,0,0,0.0385696,0.0655297,0.0341275,0.0307116,0.0270997,0.0650351,0.0458146,0.0528816,0.0759101,0.0524994,0.0137551,0.0573162,0.0596552,0.0303242,0.0385995,0.0394944,0.039081,0.0148529,0.0147064,0.0161376,0,0.0244573,0,0.0344748,0,0,0.0247613,0,0,0.0203039,0.072547,0.0220212,0.02454,0.0189965,0.0570964,0.0313012,0.0720157,0.0868728,0.0513709,0.0255712,0.0209089,0,0.0312073,0.0334789,0.040901,0.0077584,0.00573885,0.0511797,0.0799279,0,0,0,0,0
961,0,0,0,0,0.0615543,0.0520856,0,0,0,0.0245935,0,0.0142787,0.0488324,0,0,0.0199436,0,0,0.0386973,0.0653804,0.0337331,0.0308691,0.0273822,0.0652834,0.0460118,0.0531137,0.0762819,0.0525204,0.0139208,0.0571354,0.0596315,0.0301666,0.0384094,0.0372464,0.0390365,0.0149381,0.0147493,0.0152874,0,0.0248606,0,0.0343016,0,0,0.0247589,0,0,0.0203234,0.0731774,0.0198755,0.0239073,0.0184737,0.0570661,0.0313745,0.0721073,0.0855971,0.0497273,0.0273262,0,0,0.0331306,0.0345131,0.040702,0.0075885,0.00588535,0.0510748,0.0797426,0,0,0,0,0
962,0,0,0,0,0.0610622,0.0522181,0,0,0,0.0251678,0,0.0142059,0.048817,0,0,0.0199604,0,0,0.0387422,0.0650319,0.0333704,0.0309424,0.0272345,0.0652402,0.0459409,0.0533635,0.0766724,0.0526191,0.0142701,0.0568696,0.0595094,0.0299722,0.0381126,0.0354259,0.0389293,0.0149486,0.0147653,0.0171107,0,0.0243681,0,0.0341577,0,0,0.0247001,0,0,0.0203811,0.0724792,0.0227003,0.0241632,0.0188467,0.0572137,0.0316092,0.0716185,0.086851,0.0516732,0.0259408,0.0208132,0,0.0316081,0.0322894,0.0403464,0.00737229,0.00615042,0.0512117,0.079196,0,0,0,0,0
963,0,0,0,0,0.0606587,0.0523033,0,0,0,0.0257834,0,0.0141582,0.0488333,0,0,0.0200059,0,0,0.0388388,0.0647378,0.0329232,0.0311087,0.0270547,0.0653841,0.0459968,0.0532956,0.0768222,0.0525778,0.0146779,0.0567609,0.0595156,0.0299254,0.0378967,0.0336575,0.0387832,0.0149363,0.0148619,0.0177303,0,0.0242672,0,0.0342056,0,0,0.0246644,0,0,0.0204509,0.0724408,0.0229781,0.0239535,0.0184639,0.0572874,0.0316487,0.0714945,0.0868437,0.0517933,0.0260612,0.0208303,0,0.0317168,0.0315562,0.0401302,0.00728183,0.00630179,0.0512393,0.0787776,0,0,0,0,0
964,0,0,0,0,0.0604125,0.0524647,0,0,0,0.0264611,0,0.014133,0.0489846,0,0,0.0199969,0,0,0.0389192,0.0644261,0.0324437,0.0312715,0.0268147,0.065488,0.0460705,0.0532373,0.0769546,0.0525525,0.0150899,0.0566651,0.0595332,0.0298956,0.0376537,0.031916,0.0388515,0.0149951,0.0148404,0.018423,0,0.024265,0,0.0341131,0,0,0.0246955,0,0,0.0204217,0.0723873,0.0231539,0.0238425,0.0181626,0.0572982,0.032003,0.0713974,0.0868245,0.0517962,0.0261262,0.020961,0,0.0318551,0.030711,0.0397815,0.00702215,0.00660234,0.0512941,0.0784251,0,0,0,0,0
965,0,0,0,0,0.0601812,0.052391,0,0,0,0.0250012,0,0.0143796,0.0490501,0,0,0.0199078,0,0,0.0387876,0.0609953,0.0328342,0.0293515,0.0277317,0.0664953,0.0448052,0.0544477,0.077454,0.0515056,0.0124672,0.0577984,0.0606102,0.0310148,0.0384872,0.0356728,0.0387564,0.015192,0.0143697,0.0212728,0,0.0248815,0.0595833,0.0345997,0,0,0.0246487,0,0,0.0204746,0.0752065,0.0213686,0.0194812,0.021685,0.0590476,0.0319449,0.0702093,0.0845676,0.0502555,0.0290277,0.021681,0,0.0333459,0.025976,0.0397301,0.00699674,0.00670603,0.0505074,0.0781738,0,0,0,0,0
966,0,0,0,0,0.0600183,0.0527036,0,0,0,0.0279004,0,0.0141554,0.0492217,0,0,0.0198529,0,0,0.038831,0.0638138,0.0314083,0.031486,0.026067,0.0656034,0.04605,0.0532549,0.076984,0.0524417,0.0158994,0.0562236,0.0595915,0.0298795,0.0372387,0.0283349,0.0386911,0.0149558,0.0149194,0.0194313,0,0.0241429,0,0.0340882,0,0,0.0248474,0,0,0.0204885,0.0722176,0.0235733,0.023666,0.017964,0.0573698,0.0323362,0.0712674,0.0868586,0.0518109,0.0265488,0.021039,0,0.0322217,0.0291092,0.0394327,0.00675683,0.00701647,0.0514713,0.0775176,0,0,0,0,0
967,0,0,0,0,0.0597304,0.0526163,0,0,0,0.0262483,0,0.0143968,0.0492925,0,0,0.0197387,0,0,0.0386198,0.0605424,0.031742,0.029636,0.0269548,0.0665919,0.0447858,0.054325,0.0774139,0.0513679,0.0133253,0.0573532,0.060634,0.0310485,0.0380248,0.0319267,0.0385982,0.0150425,0.0145131,0.0223532,0,0.0247777,0.0592471,0.0345367,0,0,0.0245549,0,0,0.0206321,0.0751059,0.0217897,0.0194009,0.0215348,0.0591777,0.032306,0.0700935,0.0845066,0.0503386,0.0296803,0.0221191,0,0.0336873,0.0245325,0.039377,0.00681731,0.00715664,0.050724,0.0772492,0,0,0,0,0
968,0,0,0,0,0.0595211,0.0527341,0,0,0,0.0271366,0,0.014387,0.0492763,0,0,0.0197378,0,0,0.0386996,0.0603497,0.0312842,0.029677,0.0265862,0.0666499,0.0447893,0.0540987,0.0773668,0.0512919,0.0138075,0.0572154,0.0606271,0.0310231,0.0378633,0.0299558,0.0385418,0.0150741,0.0145326,0.0226917,0,0.0246601,0.0587981,0.0344865,0,0,0.0244069,0,0,0.0207721,0.0751695,0.0223087,0.01937,0.0216339,0.0592892,0.0324909,0.0698505,0.0845467,0.0506473,0.0297552,0.0237273,0,0.0337529,0.024088,0.0392224,0.00673661,0.00737608,0.0507927,0.0767906,0,0,0,0,0
969,0,0,0,0,0.0594625,0.0528431,0,0,0,0.0281689,0,0.0143987,0.0492331,0,0,0.019736,0,0,0.038804,0.0602199,0.0305537,0.030176,0.0263758,0.0669785,0.0453247,0.0538007,0.0770845,0.0511042,0.0142476,0.0572863,0.0608029,0.0311483,0.0377083,0.027783,0.0384863,0.014987,0.0147757,0.018666,0,0.0252876,0.0578265,0.0343658,0,0,0.0243681,0,0,0.0208204,0.0763687,0.0200132,0.0178954,0.0221273,0.0590152,0.0326016,0.069301,0.0826026,0.0491737,0.0318178,0.028491,0,0,0.026914,0.0390572,0.00665372,0.00755292,0.0506885,0.0767464,0,0,0,0,0
970,0,0,0,0,0.0591627,0.0529981,0,0,0,0.0290869,0,0.0145274,0.0497373,0,0,0.0197051,0,0,0.0388836,0.0599437,0.0300569,0.0299391,0.0255726,0.0666662,0.0448889,0.0537928,0.0770405,0.0512382,0.0149564,0.0570257,0.0606045,0.0309937,0.0372747,0.0257203,0.0383678,0.0151636,0.0145675,0.0237103,0,0.024454,0.0579652,0.0343688,0,0,0.0241383,0,0,0.0208297,0.0749827,0.0226768,0.0193223,0.0212666,0.0593538,0.0328325,0.0696273,0.0844734,0.0508985,0.0301571,0.0236662,0,0.0341945,0.0226015,0.0387948,0.00657743,0.00786456,0.0508949,0.0758191,0,0,0,0,0
971,0,0,0,0,0.0589737,0.0531652,0,0,0,0.0301606,0,0.0146563,0.0499942,0,0,0.0197105,0,0,0.0390574,0.0597929,0.0294994,0.0300455,0.0250182,0.0666667,0.0449054,0.0536506,0.0768179,0.0511763,0.0156182,0.0568847,0.0605899,0.0309832,0.0370198,0.0236122,0.0382961,0.0151792,0.0146332,0.0245566,0,0.0246383,0.0572869,0.0342789,0,0,0.0239664,0,0,0.0207874,0.0749006,0.0226094,0.0193328,0.0209338,0.0593588,0.0329752,0.0696965,0.0844258,0.0509897,0.0302799,0.0227227,0,0.034481,0.021603,0.0385382,0.00646539,0.00812682,0.0508313,0.0753142,0,0,0,0,0
972,0,0,0,0,0.0587683,0.0533761,0,0,0,0.0312572,0,0.0148192,0.0502152,0,0,0.0197759,0,0,0.0391851,0.0595821,0.0289838,0.0301754,0.0245076,0.0666138,0.0449222,0.0535051,0.0765425,0.0511223,0.016249,0.0566548,0.0605194,0.0309754,0.03681,0.0216071,0.0381904,0.0152338,0.0146376,0.0252962,0,0.0248479,0.0570824,0.0342077,0,0,0.0239264,0,0,0.0208237,0.0748354,0.0226789,0.0193496,0.0206646,0.0593834,0.0331389,0.0698532,0.0843795,0.0508895,0.0303094,0.0225417,0,0.0348551,0.0208935,0.0382915,0.00638847,0.00842685,0.0507657,0.0747372,0,0,0,0,0
973,0,0,0,0,0.0585364,0.0536212,0,0,0,0.0322911,0,0.0150893,0.0504686,0,0,0.0198058,0,0,0.0392754,0.0593357,0.0284291,0.0304128,0.0239838,0.0665517,0.04496,0.0533132,0.0761925,0.0510701,0.0169213,0.0565012,0.0604077,0.030966,0.0366091,0.0196645,0.038098,0.015292,0.0146467,0.0260091,0,0.0250643,0.0571342,0.0341217,0,0,0.0239494,0,0,0.0209137,0.0748256,0.0228099,0.0193561,0.0204675,0.0593801,0.0333216,0.0698574,0.0842951,0.0508905,0.0306325,0.0226733,0,0.0352044,0.0202496,0.0380254,0.00638518,0.00873006,0.050672,0.0741367,0,0,0,0,0
974,0,0,0,0,0.0583714,0.0537496,0,0,0,0.0334497,0,0.0153588,0.0506428,0,0,0.01988,0,0,0.0393537,0.0590434,0.0279286,0.0305708,0.0234535,0.0665388,0.0449152,0.0531248,0.0758385,0.0510154,0.0176267,0.0563951,0.060333,0.0309824,0.0364585,0.017797,0.0378159,0.0152829,0.0147538,0.0267634,0,0.0252061,0.0571089,0.0341883,0,0,0.0237799,0,0,0.0209104,0.0748083,0.0228839,0.0194409,0.0203056,0.0594699,0.0333154,0.0695528,0.084238,0.0510673,0.0308016,0.0228709,0,0.0355369,0.019444,0.0378881,0.00638492,0.00892029,0.0504905,0.0735133,0,0,0,0,0
975,0,0,0,0,0.0580943,0.0540168,0,0,0,0.0347341,0,0.0156852,0.0508266,0,0,0.0198373,0,0,0.0393543,0.0587612,0.0274729,0.0306994,0.022912,0.0664351,0.0449536,0.0530314,0.0754377,0.050943,0.0183453,0.0564304,0.0602931,0.0309998,0.0363461,0.0159426,0.0379075,0.0153133,0.0147171,0.0275611,0,0.0255517,0.0570968,0.0339143,0,0,0.0236762,0,0,0.0208059,0.0747885,0.0228899,0.019533,0.0201326,0.0594684,0.0337248,0.069128,0.0841472,0.0511764,0.0307352,0.0232798,0,0.0359021,0.0184769,0.0374857,0.00619209,0.00933846,0.050379,0.0729239,0,0,0,0,0
976,0,0,0,0,0.0578542,0.0541824,0,0,0,0.0360262,0,0.0160811,0.0510916,0,0,0.0198572,0,0,0.0393731,0.0584695,0.0270423,0.0308993,0.0224422,0.0663855,0.0449276,0.052843,0.0749674,0.0508454,0.0190338,0.0563863,0.0602898,0.0310077,0.0362641,0.0142105,0.037802,0.0153054,0.014727,0.0283157,0,0.025844,0.0570482,0.0338089,0,0,0.0235561,0,0,0.020766,0.0746166,0.0229597,0.0196371,0.0199837,0.0596143,0.033919,0.0687802,0.0839516,0.05135,0.0309163,0.0237366,0,0.0362068,0.0176036,0.037265,0.00610802,0.00962025,0.0502078,0.072299,0,0,0,0,0
