Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RASI,RTIBI,
1026,0,0,0,0,0.0575295,0.0550437,0,0,0,0.0230883,0,0.0160385,0.0457433,0,0,0.0213688,0,0,0.0380738,0.0694473,0.0390892,0.0345131,0.0269611,0.069002,0.0433969,0.0515679,0.072372,0.0526885,0.0106984,0.059421,0.059631,0.031151,0.0423507,0.0514197,0.035772,0.0138279,0.0150234,0.0139358,0,0.0267247,0.0311336,0,0,0.022738,0,0,0.0232161,0.0742177,0.0234574,0.0231081,0.0279952,0.0550739,0.0339117,0.0722163,0.0864409,0.0515592,0.0249656,0.0206903,0.0252124,0.027641,0.0585504,0.0398528,0.00688108,0.0101036,0.0479029,0.0749942,0,0,0,0,0,0
1027,0,0,0,0,0.0574985,0.0550184,0,0,0,0.0230517,0,0.016039,0.0462428,0,0,0.0213701,0,0,0.0380761,0.0692052,0.0388163,0.0344753,0.0268631,0.0689956,0.0432278,0.0515725,0.0725375,0.0527769,0.0105269,0.0594504,0.0597359,0.0311302,0.0422486,0.0515121,0.0356969,0.0138673,0.0149736,0.0111745,0,0.0268507,0.031197,0,0,0.0226232,0,0,0.0233335,0.0736443,0.023497,0.023031,0.0272297,0.0551878,0.0340681,0.0733516,0.0875899,0.0513026,0.0244623,0.0199852,0,0.0265738,0.0529114,0.0397187,0.00691658,0.0103061,0.0478334,0.0748061,0,0,0,0,0,0
1028,0,0,0,0,0.0574639,0.0550011,0,0,0,0.0230109,0,0.0160186,0.0455182,0,0,0.0213918,0,0,0.0381271,0.0692818,0.0385836,0.0347031,0.026742,0.0691049,0.0433476,0.0516371,0.0726687,0.052743,0.0107518,0.0594112,0.0597722,0.0311651,0.0421134,0.0510803,0.0356672,0.013901,0.0150182,0.0135732,0,0.026638,0.031132,0,0,0.022531,0,0,0.0234006,0.0741008,0.023175,0.0228943,0.0275846,0.0550246,0.0341359,0.0721707,0.0865449,0.0516852,0.0247689,0.0207513,0.0253618,0.0275715,0.0577235,0.0396312,0.00694162,0.0104366,0.0477193,0.0746839,0,0,0,0,0,0
1029,0,0,0,0,0.0574149,0.0549783,0,0,0,0.0229888,0,0.0159706,0.0452955,0,0,0.0214065,0,0,0.0381349,0.0691912,0.0383575,0.0348227,0.0266299,0.0691619,0.0433699,0.0517167,0.0728027,0.0527788,0.0108021,0.0593958,0.0598332,0.0312828,0.041994,0.0508003,0.0356283,0.013926,0.0149928,0.0133678,0,0.0266416,0.0311482,0,0,0.0224542,0,0,0.0234503,0.0739954,0.0231694,0.0227908,0.0273835,0.0550699,0.0342206,0.0721142,0.0865833,0.0517937,0.025003,0.0207394,0.0254885,0.0276285,0.0573613,0.0395399,0.00692275,0.0106112,0.0476052,0.0745366,0,0,0,0,0,0
1030,0,0,0,0,0.0573693,0.0549273,0,0,0,0.0229562,0,0.0159241,0.0451365,0,0,0.0214171,0,0,0.0381245,0.0690833,0.0380668,0.0349421,0.0264858,0.0692232,0.0433735,0.0519326,0.0729116,0.0528282,0.010883,0.0593867,0.0599024,0.0312706,0.0418668,0.0505121,0.0355903,0.0139342,0.0149845,0.0131659,0,0.0265572,0.0311864,0,0,0.0224001,0,0,0.0234531,0.0738928,0.0230964,0.022654,0.027125,0.0550823,0.0343067,0.0720242,0.0865996,0.0518766,0.0250605,0.0207227,0.0255594,0.02765,0.0570489,0.0394662,0.0069,0.0107959,0.0475649,0.0743753,0,0,0,0,0,0
1031,0,0,0,0,0.0573086,0.0548816,0,0,0,0.0228967,0,0.015898,0.0450651,0,0,0.0214144,0,0,0.0381194,0.0689674,0.0377983,0.0350576,0.0263407,0.069303,0.0433645,0.0518971,0.0731129,0.0528878,0.0110066,0.0593344,0.0599259,0.0312787,0.0417114,0.050216,0.0355489,0.0139345,0.0149975,0.0130328,0,0.0264382,0.0312476,0,0,0.0223308,0,0,0.0233932,0.0738352,0.0229924,0.0225389,0.0268165,0.055095,0.0343869,0.0719896,0.0866089,0.0519264,0.0248425,0.0207181,0.0255906,0.0275957,0.0567905,0.0394206,0.00687629,0.0109964,0.0475276,0.0741939,0,0,0,0,0,0
1032,0,0,0,0,0.0572193,0.0548548,0,0,0,0.0228427,0,0.0158795,0.0449369,0,0,0.0214348,0,0,0.0381767,0.0688822,0.0375468,0.0351839,0.0262147,0.0693774,0.0433446,0.0519643,0.0733467,0.0529517,0.0111387,0.0592559,0.0599322,0.031338,0.0415486,0.0498595,0.0354976,0.0139605,0.0149928,0.0128337,0,0.0264044,0.031297,0,0,0.0221726,0,0,0.0233758,0.073816,0.0228926,0.0224661,0.0266277,0.0551554,0.0345302,0.0719447,0.0866405,0.0520049,0.024735,0.0206826,0.0256677,0.0277055,0.0564684,0.0392919,0.00686545,0.0112081,0.0474539,0.0739368,0,0,0,0,0,0
1033,0,0,0,0,0.057149,0.0548137,0,0,0,0.0228018,0,0.0158586,0.0446612,0,0,0.0214582,0,0,0.0382526,0.0688014,0.037244,0.0353127,0.0260791,0.0694522,0.0432652,0.0521896,0.073519,0.0529997,0.0112821,0.059179,0.0599372,0.0313786,0.0413728,0.049428,0.0354314,0.0139901,0.0149769,0.0125986,0,0.0264314,0.0313887,0,0,0.0221561,0,0,0.0233848,0.073817,0.0227907,0.0223801,0.0265109,0.055258,0.0346783,0.0718923,0.0866528,0.0520994,0.0247371,0.020639,0.025749,0.0278649,0.0561049,0.0391697,0.00685904,0.011481,0.0474399,0.0736691,0,0,0,0,0,0
1034,0,0,0,0,0.0570818,0.0548095,0,0,0,0.0227526,0,0.0158408,0.0445069,0,0,0.0214667,0,0,0.0382983,0.06865,0.0368861,0.0353714,0.0258709,0.069517,0.0431761,0.0522975,0.0736857,0.053077,0.0114095,0.0590625,0.0599166,0.0313883,0.0411391,0.0489227,0.0353726,0.0140135,0.0149736,0.0123862,0,0.0264442,0.031511,0,0,0.0222398,0,0,0.0234834,0.0737699,0.0227082,0.022315,0.026219,0.0553436,0.0348528,0.0718553,0.0867286,0.052167,0.0247539,0.0206438,0.0258674,0.0279418,0.0557051,0.0390274,0.00677135,0.0117651,0.0474036,0.0734596,0,0,0,0,0,0
1035,0,0,0,0,0.0570325,0.054809,0,0,0,0.0226699,0,0.0158129,0.0445207,0,0,0.0214654,0,0,0.0382996,0.0684771,0.0365494,0.0354041,0.0256439,0.0696269,0.0430973,0.05235,0.0738475,0.0531678,0.0115512,0.0589525,0.0599002,0.031345,0.0408975,0.0484564,0.0353069,0.0140212,0.0149711,0.0121692,0,0.0264229,0.031657,0,0,0.0223071,0,0,0.0236508,0.0737416,0.0226011,0.0222524,0.0258962,0.0553938,0.0350274,0.071848,0.0868776,0.0521365,0.0247714,0.0207449,0.0260033,0.0279966,0.0552977,0.0388828,0.00669342,0.0120549,0.0475335,0.0732125,0,0,0,0,0,0
1036,0,0,0,0,0.0569956,0.0547959,0,0,0,0.0225905,0,0.0157838,0.0444504,0,0,0.0214435,0,0,0.0382981,0.0683622,0.0362403,0.0355639,0.0254512,0.0697924,0.043021,0.052466,0.0740061,0.0532343,0.0117328,0.0588673,0.0599097,0.0313016,0.0406984,0.0479718,0.0352441,0.0140277,0.0149487,0.0119191,0,0.026361,0.0318014,0,0,0.0221383,0,0,0.0237581,0.0737108,0.0224952,0.0221396,0.0256908,0.0554362,0.0351718,0.0717589,0.0869492,0.0520645,0.0247368,0.0207462,0.0260717,0.0280328,0.0548985,0.0386985,0.00675328,0.0123674,0.0475535,0.0729294,0,0,0,0,0,0
1037,0,0,0,0,0.0569324,0.0548011,0,0,0,0.0225476,0,0.0157636,0.0443198,0,0,0.0214375,0,0,0.0383498,0.0682224,0.035905,0.0357729,0.0252732,0.0699824,0.0429109,0.0523943,0.0741879,0.0533116,0.0119328,0.0587862,0.0599208,0.031309,0.0404926,0.0473871,0.035183,0.0140648,0.0149403,0.0116544,0,0.0262648,0.0319611,0,0,0.022057,0,0,0.02383,0.0736512,0.0223528,0.0219994,0.0254916,0.0554719,0.0353441,0.0716774,0.0869684,0.052126,0.0246279,0.0207386,0.0261549,0.0281161,0.0545537,0.0385108,0.0067343,0.0127115,0.0475625,0.0726967,0,0,0,0,0,0
1038,0,0,0,0,0.0568539,0.0548397,0,0,0,0.0225386,0,0.0157531,0.0442956,0,0,0.0214594,0,0,0.0384143,0.0680801,0.0355377,0.0359228,0.0250963,0.0701433,0.0428203,0.0524418,0.0743479,0.053388,0.0121074,0.0586744,0.059918,0.03131,0.0402791,0.0466573,0.0351111,0.0140936,0.0149553,0.0114072,0,0.0261436,0.0321178,0,0,0.0219827,0,0,0.0239567,0.0735892,0.0222039,0.0218679,0.0252488,0.0554996,0.0355839,0.0716005,0.0870175,0.0522056,0.0246156,0.0207239,0.0262549,0.0281591,0.0542065,0.0383002,0.00673594,0.0130587,0.0475233,0.0724334,0,0,0,0,0,0
1039,0,0,0,0,0.056812,0.0548242,0,0,0,0.0225061,0,0.0157419,0.0443535,0,0,0.0214821,0,0,0.0384591,0.0679229,0.0351696,0.036067,0.0249122,0.0703268,0.0427356,0.0526458,0.0744809,0.053433,0.0122803,0.0585397,0.0598736,0.0312764,0.0400341,0.0458787,0.0350503,0.0141112,0.0149518,0.01112,0,0.0261431,0.0322108,0,0,0.0219978,0,0,0.0240172,0.0735483,0.0220848,0.0217419,0.0250116,0.0555192,0.0357664,0.0715391,0.087057,0.0523044,0.0246774,0.0207159,0.0263041,0.02814,0.053809,0.0381651,0.00672276,0.0134173,0.0475083,0.0721624,0,0,0,0,0,0
1040,0,0,0,0,0.0567923,0.0547993,0,0,0,0.0224904,0,0.0157235,0.044364,0,0,0.0214923,0,0,0.0384801,0.0677738,0.0348336,0.0362111,0.0247456,0.0705055,0.0426347,0.052768,0.0746332,0.0534512,0.0124665,0.0583856,0.0598157,0.0312214,0.0397773,0.0451378,0.0349825,0.0141222,0.0149419,0.0108057,0,0.0261734,0.0322973,0,0,0.0219562,0,0,0.0241068,0.0735228,0.0220066,0.0216224,0.0248047,0.0555564,0.0359574,0.0714815,0.0870798,0.0524069,0.0247101,0.0207293,0.026361,0.0282542,0.0533715,0.0379548,0.00670563,0.0137432,0.0475481,0.0718616,0,0,0,0,0,0
1041,0,0,0,0,0.0567335,0.0547733,0,0,0,0.0224838,0,0.0156874,0.0443087,0,0,0.0215136,0,0,0.0384923,0.0676285,0.0344668,0.0363414,0.0245632,0.0706364,0.0425505,0.0525332,0.0747977,0.0534681,0.0126775,0.0582278,0.059767,0.031159,0.0395404,0.0442825,0.0349038,0.0141708,0.0148927,0.0104995,0,0.0261325,0.0323938,0,0,0.0218635,0,0,0.0242571,0.0734739,0.0218969,0.0215101,0.0245973,0.055615,0.0361922,0.0714119,0.0871322,0.0524934,0.0246597,0.0207424,0.0264598,0.0284074,0.0529572,0.037698,0.00669056,0.0140213,0.0476407,0.071491,0,0,0,0,0,0
1042,0,0,0,0,0.0566472,0.0547182,0,0,0,0.0225055,0,0.0156618,0.0442276,0,0,0.0215181,0,0,0.038514,0.0674773,0.034118,0.0365062,0.0243648,0.0707523,0.0424836,0.0525323,0.0749534,0.0534986,0.0129262,0.0580757,0.0597109,0.0310998,0.0392938,0.0433946,0.0348316,0.0142149,0.0148544,0.0102202,0,0.0261098,0.0325232,0,0,0.0218666,0,0,0.0243882,0.0734053,0.021769,0.0214008,0.0243545,0.0556905,0.0364169,0.0713367,0.0871777,0.0525914,0.0245929,0.0207549,0.0265073,0.0284808,0.0525772,0.0375103,0.00669601,0.0142808,0.0477684,0.0710541,0,0,0,0,0,0
1043,0,0,0,0,0.0565638,0.0546157,0,0,0,0.0225613,0,0.0156519,0.0442012,0,0,0.0215004,0,0,0.0385083,0.0673455,0.0337821,0.0367095,0.0241886,0.0709025,0.0423874,0.0527655,0.0750874,0.053526,0.0131994,0.0579043,0.0596416,0.0310214,0.0390199,0.0423943,0.0347714,0.0142275,0.0148437,0.0100441,0,0.0261023,0.0325543,0,0,0.0218279,0,0,0.0244025,0.0733792,0.0217115,0.0212769,0.0241212,0.0557801,0.0365773,0.0712287,0.0871709,0.0526413,0.0245903,0.0207419,0.0265913,0.0285859,0.0521123,0.03738,0.0066768,0.0145653,0.0478904,0.070696,0,0,0,0,0,0
1044,0,0,0,0,0.0564731,0.0544946,0,0,0,0.0226383,0,0.0156319,0.0442028,0,0,0.0214861,0,0,0.0385153,0.0672251,0.0334894,0.0368772,0.024054,0.0710385,0.0423134,0.0530264,0.0751961,0.053553,0.0135146,0.0577376,0.0595669,0.0309335,0.0387704,0.0414031,0.0347236,0.0142226,0.0148453,0.00995078,0,0.0260208,0.0324806,0,0,0.0217805,0,0,0.0244198,0.0733705,0.0216909,0.0211718,0.0238973,0.0558981,0.0367618,0.071115,0.0871433,0.0526499,0.0246422,0.0207732,0.0267134,0.0286564,0.0515573,0.0371695,0.00663655,0.0148412,0.0480499,0.0703437,0,0,0,0,0,0
1045,0,0,0,0,0.0563542,0.0543801,0,0,0,0.0227443,0,0.0156074,0.0441808,0,0,0.0214977,0,0,0.0385533,0.0670934,0.0332002,0.037047,0.0238466,0.0711914,0.0422942,0.05322,0.0753426,0.0535727,0.0138364,0.0575411,0.0594777,0.0308108,0.038489,0.0403271,0.0346568,0.0142234,0.0148501,0.00994516,0,0.0259743,0.0324247,0,0,0.0217521,0,0,0.0244732,0.0732781,0.0216932,0.0210118,0.0236861,0.0560443,0.0369833,0.0710327,0.0871517,0.052668,0.0247043,0.0208347,0.026799,0.0287504,0.0510281,0.0369276,0.00661029,0.0151392,0.0482168,0.0699819,0,0,0,0,0,0
1046,0,0,0,0,0.0562307,0.0543183,0,0,0,0.0228891,0,0.0155955,0.044157,0,0,0.0215109,0,0,0.0385917,0.0669545,0.032902,0.0372143,0.0236077,0.0713629,0.0423078,0.0534388,0.0754866,0.0535991,0.0141742,0.0573307,0.0593557,0.0306868,0.0382014,0.0391965,0.034581,0.0141727,0.0149221,0.00996049,0,0.0259583,0.0324685,0,0,0.0217047,0,0,0.0245338,0.0730602,0.0216687,0.020846,0.0235028,0.0562062,0.0372352,0.0709649,0.0871791,0.0526953,0.0246984,0.0208882,0.0268701,0.0288543,0.0505744,0.0366548,0.00657048,0.0154578,0.0482953,0.0696181,0,0,0,0,0,0
1047,0,0,0,0,0.0560905,0.0543634,0,0,0,0.0230376,0,0.01562,0.044248,0,0,0.0216269,0,0,0.0385375,0.0668165,0.0325468,0.0374008,0.0233508,0.0714825,0.0424078,0.0537799,0.075625,0.053632,0.0145233,0.0570902,0.0592295,0.0305667,0.0379201,0.0380157,0.0344923,0.0142437,0.0148752,0.00983765,0,0.0259713,0.032482,0,0,0.0219202,0,0,0.0244089,0.0728044,0.0215752,0.0206914,0.02332,0.056314,0.0375301,0.070868,0.0872159,0.0528102,0.0247198,0.0209534,0.0269279,0.0289434,0.0501719,0.0363142,0.00680074,0.0155175,0.0482734,0.0692301,0,0,0,0,0,0
1048,0,0,0,0,0.0560835,0.0541851,0,0,0,0.0221776,0,0.0159114,0.0437713,0,0,0.0213361,0,0,0.0385951,0.0627437,0.0340908,0.0352561,0.0237678,0.0728038,0.0410771,0.0555425,0.0763518,0.05267,0.0119591,0.0578642,0.0598055,0.0311844,0.0388063,0.0429291,0.0344784,0.0142565,0.0146909,0.0100345,0,0.0260636,0.0332003,0,0,0.0214732,0,0,0.0247233,0.0757181,0.020152,0.0152747,0.0271602,0.0584324,0.0379002,0.0701288,0.0849974,0.0510924,0.0280755,0.0217888,0.0270269,0.0299063,0.045755,0.0360308,0.00663076,0.0161678,0.0472606,0.0691931,0,0,0,0.0626786,0,0
1049,0,0,0,0,0.0559883,0.0542743,0,0,0,0.0222997,0,0.0158543,0.0437799,0,0,0.0214666,0,0,0.0386046,0.0625505,0.0337342,0.0353185,0.0235596,0.0729479,0.0411318,0.0555196,0.0764543,0.052702,0.0123023,0.0576304,0.0596621,0.0310267,0.0385134,0.0416052,0.0343554,0.0144948,0.0145139,0.0102007,0,0.0260734,0.0333003,0,0,0.0216055,0,0,0.0249235,0.0756481,0.0200538,0.015283,0.026941,0.0586121,0.0382124,0.0699971,0.0850299,0.0513351,0.0280648,0.0218442,0.0271967,0.0300658,0.0452676,0.0357384,0.00671821,0.0164593,0.0471152,0.0688022,0,0,0,0.0628208,0,0
1050,0,0,0,0,0.0559282,0.054393,0,0,0,0.0224512,0,0.0158268,0.0438858,0,0,0.0215009,0,0,0.0386307,0.0623743,0.033327,0.0353613,0.0233352,0.0730784,0.0411428,0.0556212,0.0765228,0.0527393,0.0126316,0.0573991,0.0595225,0.0308886,0.0382038,0.0401716,0.0342444,0.0144801,0.0145592,0.0103249,0,0.0260048,0.0334317,0,0,0.0216658,0,0,0.0252265,0.0756178,0.0199451,0.0153482,0.0266348,0.0587851,0.0385322,0.0698712,0.0850916,0.0515673,0.0280444,0.0219138,0.0273381,0.0301948,0.0448427,0.0354429,0.00677626,0.016833,0.0470309,0.0684148,0,0,0,0.0627572,0,0
1051,0,0,0,0,0.0559119,0.0545051,0,0,0,0.0226706,0,0.0158073,0.0440278,0,0,0.0215284,0,0,0.0386604,0.0621792,0.032958,0.0353877,0.0231014,0.0732012,0.0411726,0.0557209,0.0765821,0.0527553,0.0129254,0.0572115,0.0594246,0.0307925,0.0379328,0.0387482,0.034159,0.0144465,0.0146477,0.0104741,0,0.0259307,0.0335315,0,0,0.0215298,0,0,0.0253996,0.0756349,0.0198435,0.0154209,0.0263499,0.0589116,0.0388481,0.0697457,0.0851262,0.051712,0.0280183,0.0219191,0.027524,0.0303034,0.0444674,0.0351566,0.00686456,0.0172025,0.0469642,0.0680473,0,0,0,0.0626399,0,0
1052,0,0,0,0,0.0559155,0.0546004,0,0,0,0.0229819,0,0.0157809,0.0441888,0,0,0.021541,0,0,0.0387082,0.061925,0.0326018,0.0354011,0.0228926,0.0733306,0.0411927,0.0557326,0.0766209,0.0527839,0.0131942,0.0570698,0.0593583,0.0307338,0.0377247,0.0373487,0.0340984,0.0144096,0.0147304,0.0106412,0,0.0259709,0.0336324,0,0,0.0212922,0,0,0.0254879,0.0756765,0.0197544,0.0154579,0.0261,0.0589646,0.0391429,0.0695838,0.0851603,0.0518599,0.0279711,0.0219088,0.0277055,0.0304102,0.0441026,0.0349237,0.0069556,0.0175691,0.0468521,0.0677172,0,0,0,0.0624522,0,0
1053,0,0,0,0,0.0559079,0.0546695,0,0,0,0.0233935,0,0.0157503,0.0443364,0,0,0.0215607,0,0,0.0387502,0.0616802,0.0322505,0.0354918,0.0227306,0.0734415,0.0412187,0.0557486,0.0767056,0.052837,0.0134621,0.0569733,0.0593251,0.0307032,0.0375298,0.0359127,0.0340418,0.0144217,0.0147564,0.0108028,0,0.0260893,0.0337285,0,0,0.021197,0,0,0.0256177,0.0757441,0.0197346,0.0154505,0.0259124,0.0589871,0.039418,0.0694409,0.0852183,0.0520493,0.0279022,0.021942,0.027797,0.0305035,0.0436445,0.0347448,0.00704182,0.0178957,0.0467203,0.0673824,0,0,0,0.0622133,0,0
1054,0,0,0,0,0.0559034,0.0547277,0,0,0,0.0238774,0,0.0157232,0.0444764,0,0,0.0216038,0,0,0.03879,0.0614589,0.0318416,0.0356685,0.0225734,0.0735193,0.0411882,0.0556739,0.076768,0.0528703,0.0138373,0.0568597,0.0593129,0.0306893,0.0373167,0.0343025,0.0339767,0.0144576,0.0147306,0.0110449,0,0.0261267,0.0338508,0,0,0.0211845,0,0,0.0257558,0.0758265,0.0197512,0.0154344,0.0257044,0.0590553,0.0396674,0.0693871,0.085316,0.0522217,0.0279074,0.0220342,0.0278689,0.0305964,0.043096,0.0345851,0.00711779,0.018168,0.0466673,0.0670262,0,0,0,0.061959,0,0
1055,0,0,0,0,0.0559094,0.054786,0,0,0,0.0243912,0,0.0157054,0.0446272,0,0,0.0216348,0,0,0.0388436,0.0612894,0.0314901,0.0358176,0.0224192,0.0735552,0.0411523,0.0556485,0.0767762,0.0528662,0.014183,0.0567357,0.0592956,0.0306813,0.03714,0.0326693,0.0339221,0.0144711,0.0147347,0.0113509,0,0.0261292,0.0339816,0,0,0.0211655,0,0,0.0258929,0.0758416,0.0197717,0.0154662,0.0254512,0.0590948,0.0398868,0.0693342,0.085407,0.0523276,0.0279287,0.0220818,0.0278694,0.0307055,0.0425547,0.034429,0.00719535,0.0184292,0.046741,0.0666885,0,0,0,0.0614961,0,0
1056,0,0,0,0,0.0559013,0.0548412,0,0,0,0.0249605,0,0.0157036,0.0447273,0,0,0.0216575,0,0,0.0388974,0.0611254,0.0311144,0.0359516,0.0222452,0.0735838,0.0411529,0.0556194,0.0767415,0.0528568,0.0145821,0.0565886,0.0592559,0.0306392,0.0369425,0.031082,0.033887,0.0144924,0.0147601,0.011562,0,0.0260574,0.0340917,0,0,0.0211143,0,0,0.0260054,0.0755126,0.019757,0.0155105,0.0252532,0.0590817,0.0400896,0.069182,0.085438,0.0525023,0.0279434,0.0222015,0.0278169,0.0308578,0.0421548,0.0342738,0.0072782,0.0186845,0.0469223,0.0663781,0,0,0,0.060698,0,0
1057,0,0,0,0,0.0558788,0.0549135,0,0,0,0.025558,0,0.0157041,0.044892,0,0,0.0216565,0,0,0.0389144,0.0609388,0.0307121,0.0360299,0.0220482,0.07355,0.0411601,0.0555138,0.0767083,0.052905,0.0149702,0.056423,0.0591913,0.0305558,0.0367136,0.0295636,0.0338449,0.0144906,0.0148065,0.0116965,0,0.0260671,0.0341799,0,0,0.0211183,0,0,0.0261339,0.0746502,0.0197401,0.0155732,0.0249863,0.0590788,0.0403353,0.0689758,0.0854083,0.0527498,0.0279946,0.0222817,0.0278459,0.0310297,0.0418498,0.034112,0.00737223,0.0189533,0.0471587,0.066072,0,0,0,0.0602863,0,0
1058,0,0,0,0,0.055897,0.0549941,0,0,0,0.0261252,0,0.0157152,0.0447939,0,0,0.0216792,0,0,0.0389531,0.0607428,0.0303228,0.036208,0.0218821,0.0736185,0.0413267,0.0554587,0.0766266,0.0528613,0.0153848,0.0563264,0.0591548,0.0305011,0.0364964,0.0280844,0.033809,0.014472,0.0149056,0.00999297,0,0,0.0342406,0,0,0.02112,0,0,0.0263348,0.0748572,0.0189481,0.0151335,0.0245388,0.0589796,0.0406044,0.0685394,0.0844437,0.0524093,0.0279502,0.0225397,0.0279881,0.0315692,0.0419496,0.0339131,0.00746191,0.0192645,0.0473227,0.0658818,0,0,0,0.0598923,0,0
1059,0,0,0,0,0.0558631,0.0551379,0,0,0,0.026587,0,0.0158333,0.0451764,0,0,0.0217463,0,0,0.0389355,0.0604519,0.0298627,0.0364065,0.0216198,0.0735311,0.0413599,0.0554128,0.0765533,0.0528866,0.0158162,0.0561332,0.0590564,0.030471,0.0362275,0.0265776,0.0337592,0.0144469,0.0149098,0.0102216,0,0,0.0343332,0,0,0.0211894,0,0,0.026422,0.0747704,0.019104,0.0149541,0.024273,0.0589616,0.0409501,0.0683865,0.0844765,0.0525693,0.0279755,0.0226106,0.0281334,0.0317663,0.0415376,0.0336774,0.00738212,0.0195907,0.0475071,0.0655263,0,0,0,0.0598053,0,0
1060,0,0,0,0,0.0558266,0.0552206,0,0,0,0.0274091,0,0.0158284,0.0456135,0,0,0.0217078,0,0,0.0389198,0.0601753,0.02953,0.0361997,0.0213837,0.0734998,0.0411572,0.0553639,0.0764835,0.0529209,0.0162559,0.0559255,0.0589447,0.0303483,0.0360116,0.0250527,0.0337593,0.0144328,0.0148967,0.0125989,0,0.0263276,0.034435,0,0,0.0210868,0,0,0.0265871,0.0741018,0.0198081,0.0154359,0.0243198,0.0591475,0.0411798,0.068465,0.0854672,0.0532973,0.028134,0.0225615,0.0282749,0.0315817,0.0402251,0.0335433,0.00754961,0.0198341,0.0476016,0.0650882,0,0,0,0.0596558,0,0
1061,0,0,0,0,0.0558265,0.0553078,0,0,0,0.0282878,0,0.0158407,0.0458139,0,0,0.0217156,0,0,0.039002,0.0599095,0.0291999,0.0362033,0.0212094,0.0736094,0.0411515,0.055264,0.0763653,0.0528677,0.0166681,0.0558143,0.0589244,0.0303085,0.0358624,0.023499,0.0337553,0.0145135,0.0149026,0.0129597,0,0.0258551,0.0345113,0,0,0.0209579,0,0,0.0267971,0.0739899,0.0196747,0.0155675,0.0241968,0.0591779,0.0413684,0.0682368,0.0854583,0.05354,0.0281383,0.0226145,0.0283661,0.0317772,0.0395151,0.0334104,0.00769488,0.0201244,0.0476956,0.0647906,0,0,0,0.0591235,0,0
1062,0,0,0,0,0.0558281,0.0554297,0,0,0,0.0291271,0,0.0159264,0.0460779,0,0,0.0217254,0,0,0.0390164,0.0595948,0.0288434,0.0362572,0.0209894,0.0736625,0.0411752,0.0552056,0.0761913,0.0528214,0.0170994,0.0557129,0.0589055,0.0303164,0.0357124,0.0219396,0.0337247,0.0145012,0.0149601,0.0131216,0,0.0246924,0.0345772,0,0,0.0209632,0,0,0.0269815,0.073828,0.0195484,0.0156061,0.0240667,0.0591935,0.0416223,0.0680705,0.0854356,0.0537824,0.0281495,0.022679,0.0284235,0.0320451,0.0389698,0.0332377,0.00782772,0.0203906,0.0478698,0.0644421,0,0,0,0.0586364,0,0
1063,0,0,0,0,0.0558235,0.0555389,0,0,0,0.0299866,0,0.016022,0.0463251,0,0,0.0217289,0,0,0.0390648,0.0592242,0.0285184,0.036322,0.0207644,0.0736854,0.0412401,0.0551731,0.076038,0.0527613,0.0175204,0.0556447,0.0588902,0.0303085,0.0355836,0.0204625,0.0337005,0.014557,0.0149725,0.0133696,0,0.024207,0.0346413,0,0,0.0210171,0,0,0.0272047,0.0737343,0.0195219,0.0156049,0.0239919,0.0591952,0.0419222,0.0679019,0.0854319,0.0539966,0.0281433,0.0227926,0.0284653,0.0321582,0.0384084,0.0330794,0.00795274,0.0206698,0.0480742,0.0640572,0,0,0,0.0584237,0,0
1064,0,0,0,0,0.0557914,0.0556264,0,0,0,0.0309005,0,0.016124,0.046592,0,0,0.0217494,0,0,0.0390812,0.0588808,0.0282141,0.0364649,0.0205683,0.0737055,0.0412995,0.0551014,0.0759048,0.0527118,0.0179389,0.055606,0.058885,0.0303579,0.0354304,0.0190124,0.0336727,0.0145545,0.0150099,0.0137763,0,0.0242349,0.0346895,0,0,0.020903,0,0,0.0272945,0.0736371,0.0195355,0.0156008,0.0238978,0.0591349,0.0422279,0.0677599,0.0854475,0.0542064,0.0279861,0.0229972,0.028505,0.0322807,0.0377193,0.0328953,0.00803257,0.0209607,0.048261,0.0636389,0,0,0,0.0581716,0,0
1065,0,0,0,0,0.0557443,0.05573,0,0,0,0.0318554,0,0.0162645,0.0468712,0,0,0.0217886,0,0,0.0391828,0.0585604,0.0279432,0.0365964,0.0203843,0.0736971,0.0413406,0.0550254,0.0757577,0.0526418,0.0183961,0.0555491,0.0588706,0.0304489,0.0353164,0.0176176,0.0336499,0.0146819,0.0149504,0.0142531,0,0.0242056,0.0347404,0,0,0.0208439,0,0,0.0274115,0.0735448,0.0195759,0.0156553,0.0237277,0.0591238,0.0425526,0.0676681,0.085444,0.0544408,0.0278664,0.0231147,0.0285329,0.032449,0.0370164,0.0327119,0.0081042,0.0212284,0.0484527,0.0631663,0,0,0,0.0579501,0,0
