Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RASI,RTIBI,
19,0,0,0,0,0.0579172,0.0543075,0,0,0,0.0216534,0,0.0155588,0.0456931,0,0,0.0212675,0,0,0.0384826,0.064248,0.0324672,0.0372776,0.0233163,0.0712863,0.0421049,0.0543976,0.0763384,0.0530978,0.0161884,0.0568964,0.0595741,0.0302969,0.0372536,0.0400759,0.0349788,0.0140248,0.0152155,0.0103407,0,0.0252628,0.0314313,0,0,0.0217821,0,0,0.0239027,0.0747287,0.0215949,0.0208086,0.0215286,0.0578685,0.0388015,0.0700463,0.0871231,0.0536425,0.0237158,0.0212339,0.0283428,0.0295351,0.0486004,0.0372582,0.00647891,0.0149934,0.0471044,0.070908,0,0,0,0,0,0
20,0,0,0,0,0.057793,0.0544146,0,0,0,0.0217941,0,0.015532,0.0456331,0,0,0.0212092,0,0,0.0386042,0.0640303,0.0321475,0.0373424,0.0231289,0.0714971,0.0421224,0.054555,0.076477,0.0531565,0.016515,0.056591,0.0594775,0.0301735,0.0369614,0.0391131,0.0349818,0.014044,0.0152737,0.0104993,0,0.0253694,0.0315032,0,0,0.0216296,0,0,0.0240375,0.0746535,0.0217344,0.0207497,0.0213598,0.058004,0.0390157,0.0700267,0.0871935,0.0536877,0.0237766,0.0212297,0.0280548,0.0296074,0.0477911,0.0370223,0.00648649,0.0153805,0.0473108,0.0704,0,0,0,0,0,0
21,0,0,0,0,0.0577292,0.0543833,0,0,0,0.0208622,0,0.0158066,0.0454768,0,0,0.0211569,0,0,0.0385675,0.0604436,0.0331891,0.0355267,0.0237554,0.0725099,0.0410206,0.0562036,0.0772213,0.0523253,0.0139058,0.0574479,0.0602,0.0309141,0.0376574,0.0437522,0.034853,0.014235,0.0148401,0.0111944,0,0.0256948,0.0321646,0,0,0.0213194,0,0,0.0242813,0.0771367,0.0202681,0.0164183,0.0245079,0.0598257,0.039421,0.0691999,0.0852513,0.0523509,0.0268522,0.0221262,0.0279235,0.0306076,0.0433066,0.0367836,0.00660735,0.0159264,0.046722,0.0701499,0,0,0,0.0602122,0,0
22,0,0,0,0,0.0575796,0.0546973,0,0,0,0.022281,0,0.015564,0.0457332,0,0,0.0211633,0,0,0.0387882,0.0636861,0.0314398,0.0376137,0.0227325,0.0718618,0.0422809,0.0551441,0.0767708,0.0532354,0.0173316,0.0561532,0.0593775,0.0299403,0.0363926,0.0365849,0.0348982,0.0141623,0.0153207,0.0107149,0,0.0253824,0.0316054,0,0,0.0212453,0,0,0.0244027,0.074577,0.0218019,0.0206368,0.0210971,0.058151,0.039494,0.0697787,0.0872513,0.0540547,0.0239015,0.0214602,0.0281014,0.0298484,0.0463322,0.0366093,0.00660759,0.0161216,0.0474971,0.0693789,0,0,0,0,0,0
23,0,0,0,0,0.0575267,0.0545812,0,0,0,0.0211739,0,0.0157811,0.0457593,0,0,0.0210262,0,0,0.0387045,0.0603922,0.0322585,0.0356109,0.023482,0.07294,0.0410587,0.0564095,0.0773301,0.0523331,0.0147766,0.0570499,0.0601868,0.0307682,0.0371071,0.0406656,0.034836,0.0143745,0.0148394,0.0118119,0,0.0257282,0.0322872,0,0,0.0209792,0,0,0.0246571,0.07685,0.0201026,0.0168681,0.0242052,0.0600439,0.0397717,0.0687256,0.0853826,0.0529574,0.0267084,0.0222607,0.0283401,0.0309349,0.0417991,0.0364671,0.00675482,0.016509,0.0467739,0.0687029,0,0,0,0.0563859,0,0
24,0,0,0,0,0.0574625,0.0546611,0,0,0,0.0214238,0,0.0157704,0.0459576,0,0,0.0209597,0,0,0.0387149,0.060239,0.0318586,0.035701,0.0232867,0.0730407,0.0411397,0.0563914,0.0773142,0.0523451,0.0150701,0.056909,0.0601471,0.0307002,0.0368617,0.0391656,0.0347849,0.014342,0.0148904,0.0121605,0,0.0256268,0.0324066,0,0,0.0208897,0,0,0.0248323,0.0768271,0.0200527,0.0168837,0.0238697,0.060066,0.0400401,0.0685938,0.0854713,0.0532317,0.0267852,0.0223571,0.0284596,0.0311289,0.0409275,0.0363194,0.00684234,0.0168333,0.0468329,0.0680716,0,0,0,0.0564694,0,0
25,0,0,0,0,0.0574033,0.0547285,0,0,0,0.0217678,0,0.0157695,0.0459044,0,0,0.0209223,0,0,0.0387452,0.060094,0.0314593,0.0359766,0.0231183,0.0731932,0.0413884,0.0563115,0.0773096,0.0522774,0.0153956,0.0569022,0.0601401,0.0306815,0.0366633,0.0376693,0.0346951,0.0142327,0.0150556,0.0104886,0,0,0.0324344,0,0,0.020817,0,0,0.0249863,0.0774236,0.0188866,0.0163589,0.0235426,0.0599876,0.0402989,0.0681641,0.0845773,0.0529955,0.0267294,0.022649,0.0285259,0.031693,0.0406468,0.0361439,0.0069,0.0171412,0.046846,0.0677388,0,0,0,0.0566226,0,0
26,0,0,0,0,0.0572716,0.0547943,0,0,0,0.022002,0,0.015869,0.0462383,0,0,0.0209707,0,0,0.0388978,0.059782,0.0310219,0.0362175,0.0228279,0.073171,0.0414417,0.0563788,0.0773879,0.0522856,0.0158626,0.0566556,0.0600539,0.0306842,0.0364025,0.0362342,0.0346206,0.0143199,0.015062,0.0109676,0,0,0.0325105,0,0,0.020752,0,0,0.0250952,0.0772132,0.0188701,0.0162367,0.0235359,0.0601374,0.0406101,0.0680773,0.0846437,0.0533299,0.0267712,0.0227164,0.0286525,0.0318458,0.0398484,0.0359485,0.00690036,0.0174814,0.0469284,0.0672675,0,0,0,0.0573234,0,0
27,0,0,0,0,0.0571328,0.0548305,0,0,0,0.0225519,0,0.0158818,0.0465934,0,0,0.0209639,0,0,0.0390053,0.0595057,0.0306155,0.0361109,0.0224973,0.0730441,0.0412883,0.0562718,0.0774488,0.0523594,0.0164298,0.0563081,0.0599356,0.030577,0.0361238,0.034566,0.034557,0.0144901,0.0149622,0.013335,0,0.0258455,0.0326348,0,0,0.0206902,0,0,0.0252252,0.076426,0.0200645,0.0167529,0.0236459,0.0603777,0.0409056,0.0683398,0.0857133,0.0541657,0.0268534,0.0227203,0.028749,0.0317439,0.0385788,0.0357824,0.00701854,0.0177624,0.0470771,0.0666559,0,0,0,0.0577799,0,0
28,0,0,0,0,0.0570487,0.0548713,0,0,0,0.0231194,0,0.0159672,0.0468211,0,0,0.0209661,0,0,0.0390464,0.0592954,0.0301756,0.0361481,0.0222011,0.0730259,0.0413668,0.0560594,0.0774129,0.0523599,0.0169829,0.0562017,0.0598962,0.0305259,0.0358518,0.0328484,0.0345005,0.0144911,0.0150209,0.0137662,0,0.0259044,0.0327072,0,0,0.0206907,0,0,0.0253556,0.0763829,0.020137,0.0167815,0.0234661,0.0603091,0.0411699,0.0682258,0.0857747,0.0543987,0.0269741,0.0227256,0.0288689,0.0319728,0.0378916,0.0355698,0.00705489,0.0180601,0.0473047,0.0661765,0,0,0,0.0577325,0,0
29,0,0,0,0,0.0569352,0.05492,0,0,0,0.0237917,0,0.0160362,0.0470145,0,0,0.0209439,0,0,0.0390754,0.0590931,0.0297484,0.0362066,0.0218969,0.0729936,0.0414362,0.0559597,0.077281,0.0523779,0.0175054,0.0560603,0.0598545,0.0304868,0.0356175,0.0310701,0.0344311,0.0144334,0.0151367,0.0142028,0,0.0259467,0.0327953,0,0,0.0207257,0,0,0.0255349,0.0761491,0.0202204,0.016784,0.0232995,0.060258,0.0414458,0.0680866,0.0857721,0.0546118,0.0270729,0.0228062,0.0290462,0.0323105,0.0371768,0.0353266,0.00710656,0.0183435,0.047561,0.0656974,0,0,0,0.0576564,0,0
30,0,0,0,0,0.0567744,0.0549875,0,0,0,0.0245457,0,0.0161382,0.0472379,0,0,0.0209541,0,0,0.0391906,0.0589149,0.0293379,0.0363632,0.0215734,0.0729726,0.0414818,0.0559306,0.0771084,0.0523862,0.0180446,0.0558463,0.0597585,0.0304254,0.035394,0.0292176,0.0343527,0.014551,0.0150971,0.0146297,0,0.0258847,0.0328671,0,0,0.0207587,0,0,0.0256948,0.0758538,0.0202491,0.0167765,0.0231036,0.0603384,0.0417001,0.0680525,0.085751,0.0548813,0.027107,0.0229434,0.0292325,0.0325586,0.0364413,0.035104,0.00719114,0.0185969,0.0478143,0.0651908,0,0,0,0.0575973,0,0
31,0,0,0,0,0.0566114,0.055078,0,0,0,0.0253634,0,0.0162961,0.0475439,0,0,0.0209638,0,0,0.0392838,0.0587016,0.0289469,0.0365078,0.0212879,0.0729368,0.0415457,0.0559292,0.0769458,0.0523838,0.0185492,0.0557655,0.0596738,0.0303636,0.0352043,0.0273929,0.034292,0.0146369,0.0150674,0.0151478,0,0.0258973,0.0329177,0,0,0.0207546,0,0,0.0257927,0.0756082,0.0202498,0.0167971,0.0229302,0.0604358,0.041948,0.0681837,0.0857561,0.0552765,0.02701,0.0231982,0.0293475,0.0327889,0.0356381,0.0348921,0.00727808,0.0187933,0.0480261,0.0646788,0,0,0,0.0574598,0,0
32,0,0,0,0,0.0565399,0.0552061,0,0,0,0.0262622,0,0.0164812,0.0478481,0,0,0.0209963,0,0,0.0393647,0.0584926,0.0285909,0.0366152,0.0210194,0.07288,0.0415893,0.0558046,0.0767182,0.0523697,0.019037,0.0556636,0.0595683,0.0303408,0.0350241,0.0255794,0.034249,0.0146742,0.015093,0.015721,0,0.0259841,0.032964,0,0,0.0207644,0,0,0.0258471,0.0754029,0.0202629,0.0168097,0.022753,0.0603339,0.0421967,0.0683043,0.0857593,0.05545,0.0271257,0.0235478,0.0295457,0.0330047,0.0348772,0.0347166,0.00735044,0.0189604,0.0482196,0.064168,0,0,0,0.0572119,0,0
33,0,0,0,0,0.056471,0.0553499,0,0,0,0.0271793,0,0.0166866,0.0481439,0,0,0.0210159,0,0,0.0394191,0.058281,0.0282548,0.0367228,0.0207788,0.0727966,0.0416352,0.0557114,0.0764398,0.0523209,0.0195482,0.0554636,0.0594764,0.0303353,0.0348903,0.0238609,0.034215,0.0146991,0.0151287,0.0162613,0,0.0262108,0.0330268,0,0,0.0207807,0,0,0.0259191,0.0752231,0.0203426,0.0168112,0.0226878,0.0601085,0.0424761,0.0681052,0.0857427,0.0553934,0.0273874,0.023702,0.0296693,0.0331484,0.0342417,0.0344979,0.00743499,0.0191141,0.048425,0.0637037,0,0,0,0.0569825,0,0
34,0,0,0,0,0.0563414,0.0554805,0,0,0,0.0281364,0,0.0169253,0.0484023,0,0,0.0210176,0,0,0.039458,0.0580704,0.0279611,0.036804,0.0205541,0.0726863,0.0416756,0.0556458,0.076109,0.052255,0.0201013,0.055311,0.0593924,0.0303365,0.0347769,0.0222002,0.0341867,0.0146957,0.0151542,0.0167242,0,0.0262196,0.0330654,0,0,0.0208354,0,0,0.0259694,0.0752649,0.0204122,0.0168461,0.0225652,0.0600465,0.0427661,0.0676118,0.0856791,0.0554958,0.02748,0.0236963,0.0298309,0.0333205,0.0336466,0.0343504,0.00755511,0.0192485,0.0486753,0.0632776,0,0,0,0.0568167,0,0
35,0,0,0,0,0.0561967,0.0555577,0,0,0,0.0293316,0,0.0171186,0.0485831,0,0,0.0210092,0,0,0.0394755,0.0578307,0.0276824,0.0368349,0.0203569,0.0725834,0.0416655,0.0555726,0.0758155,0.052185,0.0206446,0.0553486,0.0593679,0.0303076,0.0347456,0.0204756,0.03415,0.0147173,0.0151564,0.0173354,0,0.0256792,0.0331119,0,0,0.0207225,0,0,0.026143,0.0752333,0.0204424,0.016869,0.0225177,0.0599834,0.0429804,0.0673185,0.0856136,0.0556185,0.0274404,0.0236461,0.0297938,0.0334455,0.0328336,0.0342414,0.00759839,0.0195558,0.0488975,0.0628974,0,0,0,0.0566255,0,0
36,0,0,0,0,0.056025,0.0556333,0,0,0,0.0303632,0,0.0174505,0.0487713,0,0,0.0210044,0,0,0.0394649,0.0575504,0.0274965,0.0369495,0.0202145,0.0724672,0.0416149,0.0555357,0.0754762,0.0521072,0.0211923,0.0553195,0.0593448,0.0303385,0.0347618,0.018938,0.0341127,0.0147583,0.0151164,0.0165158,0,0.0258516,0.0331678,0,0,0.0205949,0,0,0.0262564,0.0752008,0.020773,0.0168883,0.023262,0.059828,0.0431977,0.0666228,0.0856436,0.0565436,0.0272832,0.0233795,0.0283774,0.0337915,0.0333295,0.0340643,0.00764772,0.0198435,0.0491723,0.0623714,0,0,0,0.0564716,0.0150814,0
37,0,0,0,0,0.0558416,0.0557354,0,0,0,0.0311739,0,0.0179217,0.0493542,0,0,0.0210447,0,0,0.0394645,0.0573291,0.0273114,0.0371379,0.0201487,0.0722844,0.0416257,0.0553783,0.07497,0.0520057,0.0217267,0.0550052,0.0592547,0.0304145,0.0346531,0.0174851,0.0340939,0.0148085,0.0150633,0.0186861,0,0.0261399,0.0331987,0,0,0.020678,0,0,0.0262249,0.0752489,0.0205308,0.0168166,0.0223594,0.0595872,0.0434973,0.0670529,0.0854808,0.0558864,0.0274476,0.0238336,0.0298249,0.0338513,0.0309852,0.0338153,0.00772911,0.01996,0.0494663,0.0617949,0,0,0,0.0564865,0,0
38,0,0,0,0,0.0556247,0.055811,0,0,0,0.0319758,0,0.0183149,0.049594,0,0,0.021042,0,0,0.0394947,0.0571605,0.0272447,0.0372262,0.0201796,0.0721511,0.041559,0.0553648,0.0745123,0.0518416,0.0221457,0.0547883,0.0591635,0.0304783,0.034513,0.0162922,0.0340727,0.0148467,0.0150533,0.0176427,0,0.0262546,0.0332277,0,0,0.0206959,0,0,0.0263187,0.0752779,0.0207517,0.017024,0.0229552,0.0595314,0.043758,0.0665916,0.0855663,0.0567373,0.0265196,0.0235994,0.0285018,0.0342034,0.0315168,0.0336492,0.00778703,0.0201702,0.0497539,0.0611929,0,0,0,0.056423,0.01508,0
39,0,0,0,0,0.0554149,0.0558826,0,0,0,0.0327646,0,0.0187845,0.0499858,0,0,0.0210164,0,0,0.0395285,0.0570079,0.0272265,0.0373237,0.0203561,0.0720946,0.0415998,0.0552547,0.0739515,0.0516571,0.0225058,0.0547666,0.0590875,0.0305539,0.0343929,0.015152,0.034046,0.0148581,0.0150726,0.0175451,0,0.0231211,0.0332235,0,0,0.0206949,0,0,0.0264644,0.0754464,0.0206048,0.0173412,0.0228115,0.0594614,0.0439425,0.0664081,0.0853226,0.0568241,0.0262141,0.0237377,0.0283125,0.034455,0.0311903,0.0334935,0.00783702,0.0203703,0.049968,0.0607225,0,0,0,0.0563263,0.014218,0
40,0,0,0,0,0.0552461,0.055959,0,0,0,0.0333735,0,0.0193533,0.0503831,0,0,0.0209922,0,0,0.0395774,0.0568463,0.0273511,0.0375331,0.0206582,0.0720231,0.0416785,0.0550788,0.0733462,0.051497,0.0227681,0.0548734,0.0589949,0.0306225,0.0342899,0.0142509,0.0340092,0.0148594,0.0151118,0.0178174,0,0.0219427,0.033232,0,0,0.0207053,0,0,0.0265727,0.0755455,0.0205799,0.0176105,0.0227318,0.0594812,0.0441097,0.0662432,0.085159,0.056992,0.0263421,0.0239493,0.0281798,0.0346742,0.0306541,0.0332946,0.00786597,0.0205564,0.0502194,0.0602143,0,0,0,0.0562623,0.0136832,0
41,0,0,0,0,0.0550834,0.0560468,0,0,0,0.0339439,0,0.0198954,0.0507291,0,0,0.0209922,0,0,0.0396447,0.0567177,0.0275285,0.0377769,0.0210497,0.0719284,0.04174,0.0549106,0.0727248,0.0513599,0.0228791,0.0550205,0.0589191,0.0307076,0.0342482,0.013498,0.0339746,0.014868,0.0151238,0.0184484,0,0.0225296,0.0332707,0,0,0.0207045,0,0,0.0267126,0.0755028,0.0205914,0.0178273,0.0226635,0.0594347,0.0442712,0.0662063,0.0851348,0.0572178,0.0266529,0.0241237,0.0280857,0.0347397,0.0298724,0.03306,0.00791801,0.0207372,0.0505321,0.0596713,0,0,0,0.0562404,0.0139391,0
42,0,0,0,0,0.054931,0.0561608,0,0,0,0.0342788,0,0.0204495,0.0511268,0,0,0.0210081,0,0,0.0397322,0.0566042,0.0277591,0.0379924,0.0216244,0.071806,0.0418182,0.0547511,0.0720734,0.0511733,0.0228281,0.0549632,0.0588104,0.0308003,0.0341783,0.0129757,0.0339484,0.0149066,0.0151456,0.0191584,0,0.023959,0.0333114,0,0,0.0207378,0,0,0.0268255,0.0754316,0.0205759,0.0180522,0.022604,0.0593078,0.0444489,0.0661869,0.0851188,0.0574412,0.0266879,0.0242788,0.0279659,0.034761,0.0290314,0.0329321,0.00801047,0.0208778,0.0508576,0.059171,0,0,0,0.0562905,0.0140567,0
43,0,0,0,0,0.0547755,0.056308,0,0,0,0.0341006,0,0.0211986,0.0516411,0,0,0.0210239,0,0,0.039788,0.0564889,0.0282522,0.0382122,0.022477,0.0716461,0.0419184,0.0546652,0.0713092,0.0508981,0.0227452,0.0549638,0.0586141,0.0308776,0.033969,0.0128589,0.0339438,0.0149524,0.0151776,0.0194942,0,0.0247475,0.0333782,0,0,0.0207404,0,0,0.026894,0.0754586,0.020577,0.018251,0.0225264,0.0591933,0.0446065,0.0661188,0.0849758,0.0576326,0.0264815,0.024455,0.0277137,0.0348424,0.0286057,0.0327882,0.00813132,0.020959,0.051218,0.0587259,0,0,0,0.0564013,0.0142032,0
44,0,0,0,0,0.0546844,0.0564094,0,0,0,0.0340011,0,0.0218424,0.0520642,0,0,0.0210376,0,0,0.0398147,0.0563969,0.0287695,0.0383639,0.0233243,0.0715103,0.0419837,0.0546633,0.0706345,0.0506586,0.0227592,0.0550412,0.058501,0.0309365,0.0338078,0.0128265,0.0339649,0.0149853,0.015183,0.0201788,0,0.0241909,0.0334374,0,0,0.0206968,0,0,0.0269402,0.0753719,0.0208372,0.0184423,0.0225848,0.059121,0.0447305,0.0660802,0.084959,0.0578432,0.0263467,0.024808,0.0277621,0.0348709,0.0278162,0.0327487,0.00817136,0.021096,0.0515152,0.0583684,0,0,0,0.0565115,0.0143878,0
45,0,0,0,0,0.0545154,0.0568739,0,0,0,0.0328772,0,0.0214537,0.0525152,0,0,0.021061,0,0,0.040001,0.0563689,0.0291278,0.0382994,0.0240915,0.070825,0.0420908,0.0543128,0.0697456,0.0506104,0.0229541,0.0554614,0.0587989,0.0313208,0.0340324,0.0144069,0.033917,0.0147927,0.015028,0.0214621,0,0.023861,0.0336305,0,0,0.0202346,0,0,0.0276945,0.0744325,0.0220784,0.0193523,0.0243054,0.0589035,0.0451106,0.0653385,0.0860966,0.0599758,0.0257229,0.0243706,0.0270866,0.0344463,0.0259837,0.0327341,0.00762338,0.0212256,0.0522133,0.0576818,0,0,0,0.056816,0.0130633,0
46,0,0,0,0,0.0542525,0.057399,0,0,0,0.0338003,0,0.0215061,0.0529817,0,0,0.020798,0,0,0.040349,0.056284,0.0294067,0.0381152,0.0244883,0.0702472,0.0421823,0.0542019,0.0694906,0.0504948,0.0232584,0.055374,0.0588931,0.0313571,0.0339578,0.0141744,0.0339873,0.0145786,0.0147027,0.0224839,0,0.0231827,0.0336759,0,0,0.019675,0,0,0.0284576,0.0732884,0.0236728,0.0203572,0.0262821,0.0585608,0.0452635,0.0645137,0.0869843,0.0619176,0.0253969,0.0243238,0.0262896,0.0341855,0.0255972,0.0327674,0.00702993,0.021328,0.0528791,0.0569881,0,0,0,0.0571466,0.0124744,0
47,0,0,0,0,0.0541278,0.0577364,0,0,0,0.0335392,0,0.0220874,0.0536507,0,0,0.0207159,0,0,0.0405143,0.056335,0.030185,0.0380334,0.0252544,0.0696337,0.0421993,0.0538763,0.0689653,0.0503127,0.0232873,0.0553004,0.0587778,0.0313463,0.0336906,0.0145398,0.0340481,0.0144809,0.0145264,0.0234661,0,0.0223447,0.0337778,0,0,0.0194517,0,0,0.0288992,0.0726631,0.0252559,0.0212005,0.0286689,0.0582744,0.0454763,0.0635005,0.0877885,0.0639419,0.0252074,0.0245116,0.02534,0.034116,0.025676,0.0326977,0.00665674,0.0213079,0.0533478,0.0563985,0,0,0,0.0575754,0.0117424,0
48,0,0,0,0,0.0540689,0.0579413,0,0,0,0.0328435,0,0.0228009,0.0546433,0,0,0.0208037,0,0,0.0404647,0.0564249,0.031673,0.0380332,0.0253172,0.0689774,0.0422089,0.0528313,0.0683945,0.0504782,0.0230336,0.0556405,0.0587658,0.0314487,0.0338682,0.0150193,0.0340129,0.0145652,0.0145548,0.0239616,0,0.0212685,0.0339249,0,0,0.0195462,0,0,0.0289627,0.0725537,0.0267925,0.0215608,0.0315228,0.058047,0.0456794,0.062264,0.0886321,0.0663415,0.0250704,0.0251395,0.0240674,0.0343366,0.0264639,0.0327242,0.00645352,0.0211727,0.0536509,0.0559382,0,0,0,0.0580251,0.0105158,0
49,0,0,0,0,0.0544748,0.0576542,0,0,0,0.0335775,0,0.0229173,0.0550308,0,0,0.0209569,0,0,0.0406057,0.0560514,0.033424,0.0378805,0.0243265,0.0677036,0.0424287,0.0525641,0.068551,0.0507195,0.0226158,0.0564251,0.0594331,0.0317521,0.0344619,0.0159296,0.0339726,0.0142106,0.0144513,0.0259386,0,0.0203598,0.0340998,0,0,0.0198416,0,0,0.0286661,0.0714172,0.0260746,0.0236645,0.0328433,0.0574366,0.0460109,0.0630369,0.0891119,0.06615,0.0255894,0.0259863,0.0234765,0.0352255,0.0241125,0.0324679,0.00733867,0.0217784,0.0541124,0.0551604,0,0,0,0.0586362,0.0103008,0
50,0,0,0,0,0.054437,0.0577606,0,0,0,0.0346264,0,0.0227715,0.0558399,0,0,0.0208678,0,0,0.0406167,0.0559624,0.0343966,0.0377965,0.0235003,0.0669124,0.0425377,0.0519739,0.06858,0.051155,0.0231427,0.0573922,0.0602594,0.0322449,0.0354366,0.0161483,0.0340514,0.0141075,0.0143815,0.0267727,0,0.020402,0.0340478,0,0,0.0198121,0,0,0.0286963,0.0710947,0.0266635,0.0244289,0.0345103,0.0569512,0.0460863,0.0626575,0.0896306,0.0671638,0.0254639,0.0264415,0.0228412,0.0355448,0.0241344,0.0323728,0.00722269,0.021768,0.0545157,0.0546362,0,0,0,0.0590656,0.0101178,0
51,0,0,0,0,0.0533183,0.0591269,0,0,0,0.0362624,0,0.0224934,0.0570773,0,0,0.0196514,0,0,0.0414812,0.0561736,0.0358148,0.0377624,0.0228834,0.0665369,0.0424294,0.0505009,0.0683256,0.0519794,0.0236036,0.0583908,0.061133,0.0326328,0.0363256,0.0165562,0.0343764,0.0138981,0.0134177,0.0265166,0,0.0210295,0.03367,0,0,0.0188471,0,0,0.0298521,0.0718189,0.0295876,0.0232185,0.0365062,0.0566134,0.0458974,0.0609318,0.0902387,0.0696674,0.0248626,0.0265522,0.0223513,0.0349301,0.0278616,0.0327874,0.00535542,0.0210827,0.055379,0.0541974,0,0,0,0.0592979,0.0102661,0
52,0,0,0,0,0.053134,0.0593973,0,0,0,0.0374246,0,0.0225558,0.0578851,0,0,0.0193588,0,0,0.0417597,0.0560963,0.0371121,0.0377659,0.0224997,0.0657666,0.042427,0.0497408,0.0683523,0.0525866,0.0237139,0.0592623,0.0618594,0.0330632,0.0371525,0.0174541,0.0344711,0.0137975,0.0130363,0.0266228,0,0.0211605,0.0335857,0,0,0.0187964,0,0,0.0299823,0.0717356,0.0298281,0.0233755,0.0370173,0.0561604,0.0459031,0.0607669,0.0904268,0.0700532,0.0249668,0.0266824,0.0221856,0.0349777,0.0283311,0.0328275,0.00515316,0.0209918,0.0558582,0.0537439,0,0,0,0.0595981,0.0101953,0
53,0,0,0,0,0.0530484,0.0595961,0,0,0,0.0385074,0,0.0226397,0.0586522,0,0,0.0191087,0,0,0.0419649,0.0561148,0.038177,0.0377604,0.0223324,0.0651058,0.0422419,0.048986,0.0683982,0.0531882,0.0235444,0.0600814,0.0625349,0.0334569,0.0379341,0.0182865,0.0345542,0.0137563,0.0126751,0.0265376,0,0.0213562,0.0335413,0,0,0.0187678,0,0,0.0300346,0.0716627,0.0296015,0.0232995,0.0368936,0.0557176,0.04586,0.0607654,0.0903433,0.0699499,0.0250995,0.0266788,0.0222055,0.0349743,0.0284508,0.0328798,0.00504981,0.0209044,0.0562095,0.0533945,0,0,0,0.0597471,0.00992896,0
54,0,0,0,0,0.0530692,0.0597818,0,0,0,0.0394749,0,0.0227739,0.0593548,0,0,0.0188738,0,0,0.0421184,0.0561286,0.0391018,0.0377565,0.0223988,0.0645585,0.0420107,0.0482548,0.0684892,0.0538004,0.0235651,0.0608235,0.0631549,0.0338033,0.0385489,0.0190481,0.0346275,0.0137542,0.0123543,0.0261673,0,0.0215619,0.0334711,0,0,0.0187636,0,0,0.0300082,0.071812,0.0290821,0.0231699,0.0362817,0.0553076,0.0457808,0.0608667,0.0900446,0.06947,0.0252749,0.0265909,0.0226058,0.0349753,0.0283412,0.0329513,0.00502898,0.0208019,0.0564605,0.0531282,0,0,0,0.0597334,0.0100887,0
55,0,0,0,0,0.0531568,0.0599243,0,0,0,0.0403318,0,0.022947,0.0599078,0,0,0.0185331,0,0,0.0422813,0.0561539,0.0398889,0.0377419,0.0225812,0.0641443,0.0417251,0.0476113,0.0685213,0.054341,0.0239289,0.0614372,0.0636925,0.0341161,0.0390812,0.0197112,0.0347515,0.0137502,0.0121843,0.0257691,0,0.0216677,0.033349,0,0,0.0187458,0,0,0.0299208,0.0728196,0.0282435,0.0230886,0.0352592,0.0549085,0.0456919,0.0611317,0.0895368,0.0685538,0.025513,0.0264264,0.0230502,0.0350228,0.027781,0.0329374,0.00521863,0.020622,0.0566484,0.052928,0,0,0,0.0596077,0.0102968,0
56,0,0,0,0,0.0532589,0.0600335,0,0,0,0.0410485,0,0.0231239,0.0602324,0,0,0.018422,0,0,0.0423164,0.0562153,0.040516,0.0377032,0.0228266,0.063875,0.0414492,0.047102,0.0684777,0.0547332,0.0245011,0.0619135,0.0641386,0.0344167,0.0394917,0.020228,0.0348046,0.0138709,0.0119137,0.0254742,0,0.0216683,0.0332177,0,0,0.018703,0,0,0.0297327,0.075011,0.027062,0.0231102,0.0339895,0.0545276,0.0455328,0.0616347,0.088902,0.0672513,0.0258052,0.0262444,0.0234582,0.0351501,0.0267351,0.0328229,0.00536712,0.0204316,0.0567799,0.0527725,0,0,0,0.0594122,0.0104756,0
57,0,0,0,0,0.0533767,0.0600954,0,0,0,0.0416058,0,0.0231956,0.0605963,0,0,0.0183965,0,0,0.0423098,0.0561943,0.0409124,0.0376505,0.0230625,0.0636678,0.0411877,0.0466235,0.0683985,0.0550677,0.0247396,0.0622709,0.0644658,0.0346287,0.0397904,0.020576,0.0348267,0.0139709,0.0117254,0.0250558,0,0.0217276,0.0331907,0,0,0.0187015,0,0,0.0294718,0.0761122,0.0261529,0.022971,0.0329051,0.0541459,0.0454074,0.0620202,0.0882772,0.0661336,0.0260677,0.0260552,0.0238001,0.0351447,0.0261141,0.0328231,0.00547746,0.0202567,0.0568192,0.0527192,0,0,0,0.059115,0.010894,0
