Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,RTIBI
66,0.0174047,0.0170144,0,0,0,0.0259887,0.0206184,0.0255987,0.00874709,0,0,0,0,0.00803296,0,0.0166245,0.00473335,0.0321103,0.0243473,0.0213934,0.00784326,0,0,0.0217945,0.011611,0.0128638,0.0154498,0.0167797,0.0408711,0.00902062,0.0177803,0.0133009,0.0144971,0,0.0268225,0,0.00606941,0.00528021,0.00437041,0.0222685,0.0290791,0.0279918,0.00855183,0.00820083,0,0,0.0485737,0,0.0309505,0.0344788,0.0349941,0.0326262,0.0387505,0.00380594,0.0136412,0.0156334,0.0145475,0.0119293,0.0169277,0.0163592,0.0117828,0.0287955,0.0155674,0.0361993,0.0193342,0.0206719,0.0338612,0.0172473,0.0102615,0,0,0,0,0.0130267
67,0.0172177,0.0171216,0,0,0,0.0315479,0.0206542,0.026921,0.00834765,0,0,0,0,0.00821377,0,0.0165353,0.00486479,0.0321069,0.0281946,0.0213149,0.00691693,0,0,0.0207667,0.0121359,0.0130898,0.0159042,0.0164312,0.0407797,0.00857718,0.0181155,0.0128991,0.0157204,0,0.0346325,0,0.00632929,0.00511794,0.00448202,0.0221972,0.0290979,0.0275546,0.00895194,0.00828073,0,0,0.0485194,0,0.0310385,0.0344368,0.0344022,0.0310879,0.0389625,0.00357849,0.0138454,0.015722,0.0144587,0.0124051,0.016831,0.0161584,0.0110564,0.02873,0.0147346,0.0354545,0.0191395,0.0205195,0.033869,0.0173188,0.0104179,0,0,0,0,0.0126869
68,0.0170602,0.0171719,0,0,0,0.0360445,0.0206734,0.028482,0.0080566,0,0,0,0,0.00849196,0,0.0166537,0.00502416,0.0319999,0.0306846,0.0210962,0.00576457,0,0,0.0199281,0.0126945,0.0129417,0.0160101,0.0158889,0.040402,0.00832819,0.0186269,0.012732,0.0167157,0,0.041355,0,0.00666261,0.00510662,0.00458347,0.021475,0.0291466,0.0267172,0.00935846,0.00812786,0,0,0.0485252,0,0.0311089,0.0343333,0.0338464,0.0295168,0.0390964,0.00352728,0.0141749,0.0156246,0.0146231,0.0127271,0.0166747,0.0159573,0.010104,0.0284776,0.0136601,0.0341929,0.018965,0.0203219,0.0337506,0.0173867,0.0105243,0,0,0,0,0.0124163
69,0.0169372,0.0171833,0,0,0,0.0396214,0.0210988,0.0298677,0.00778012,0,0,0,0,0.00862303,0,0.016564,0.00526135,0.0318641,0.031263,0.0207902,0.00468706,0,0,0.0194082,0.013241,0.0125869,0.0160117,0.0152606,0.0398793,0.00839855,0.0194979,0.0129457,0.0174046,0,0.047428,0,0.00708215,0.0052815,0.00463755,0.0202802,0.0291794,0.0256422,0.00957856,0.00775455,0,0,0.0486127,0,0.0311277,0.0342187,0.0336352,0.0281964,0.0391314,0.00378542,0.0145915,0.0155011,0.0148814,0.0127612,0.0166346,0.0159807,0.00910829,0.0281549,0.0128125,0.0327281,0.0187656,0.0202031,0.0337075,0.0174025,0.0105834,0,0,0,0,0.0122462
70,0.0168169,0.0172101,0,0,0,0.0429946,0.0212923,0.0308273,0.00747721,0,0,0,0,0.00873696,0,0.0163642,0.00540229,0.0316435,0.0310887,0.0204039,0.00383956,0,0,0.0193314,0.0137744,0.0123115,0.016022,0.0148212,0.0394138,0.00863764,0.0204906,0.0133281,0.0179583,0,0.0520946,0,0.00736723,0.00536234,0.00460671,0.0191409,0.0292056,0.0247514,0.00974038,0.00735775,0,0,0.0487626,0,0.031121,0.034193,0.0337309,0.0272388,0.0390236,0.00429365,0.0152851,0.0153475,0.0152265,0.0125673,0.0166787,0.0162219,0.00822353,0.0278067,0.0121423,0.0313447,0.0185674,0.0202522,0.0336722,0.017403,0.0106221,0,0,0,0,0.0121727
71,0.0166889,0.0171582,0,0,0,0.0465116,0.0214309,0.0320301,0.0069129,0,0,0,0,0.00882584,0,0.0162852,0.00553443,0.0314689,0.0312362,0.0201785,0.00351394,0,0,0.019484,0.0142373,0.0121678,0.0160338,0.0145543,0.039052,0.00884452,0.0212606,0.0135478,0.0184123,0,0.0566028,0,0.00761585,0.00539949,0.00461519,0.0182766,0.0292217,0.0241029,0.00999605,0.00702507,0,0,0.0490313,0,0.031071,0.0342012,0.0338069,0.0265517,0.0388569,0.0051395,0.0161396,0.0152098,0.0156364,0.0123322,0.0165439,0.0165373,0.00783829,0.027482,0.0118058,0.0302409,0.0184635,0.0204101,0.0338318,0.0172851,0.0104773,0,0,0,0,0.0121718
72,0.0165843,0.0171363,0,0,0,0.0500104,0.0214806,0.033278,0.00628537,0,0,0,0,0.00886034,0,0.01632,0.00563989,0.031343,0.0317004,0.0198941,0.00369231,0,0,0.0199045,0.0146556,0.0120769,0.0162314,0.0144225,0.0386694,0.00896053,0.0217316,0.0134898,0.0188553,0,0.0619907,0,0.00784804,0.00541531,0.00469925,0.0176895,0.0292567,0.0235813,0.0104177,0.0067757,0,0,0.0492971,0,0.0310656,0.0341766,0.0339732,0.0257308,0.0387413,0.00621263,0.0171083,0.0151287,0.0160382,0.0121862,0.0164256,0.0169189,0.00782208,0.0271789,0.0117751,0.0294281,0.0183485,0.0204706,0.0339596,0.0172528,0.0102573,0,0,0,0,0.0120188
73,0.0164248,0.0171463,0,0,0,0.0531602,0.0212959,0.0342052,0.00588252,0,0,0,0,0.00915298,0,0.0166028,0.00563046,0.0312188,0.0322036,0.019602,0.00403367,0,0,0.0204717,0.0150998,0.0119533,0.0164134,0.0143368,0.0382229,0.00907536,0.0220292,0.0132912,0.0192841,0,0.0674544,0,0.00804491,0.00520428,0.00466083,0.0173387,0.029307,0.0231816,0.0109464,0.00661959,0,0,0.0494558,0,0.0310853,0.0341146,0.0341443,0.0246762,0.0386614,0.00734625,0.0181593,0.0150352,0.0163985,0.0121769,0.0163386,0.0173236,0.00810082,0.0269016,0.0119523,0.0288218,0.0182442,0.020486,0.0340955,0.0173079,0.0100585,0,0,0,0,0.0119672
74,0.0162279,0.0171873,0,0,0,0.055815,0.020718,0.0346592,0.00560078,0,0,0,0,0.00954472,0,0.0168089,0.00555711,0.0311057,0.0326028,0.0194155,0.00427949,0,0,0.0210655,0.0154894,0.0117472,0.0164192,0.0139987,0.0376739,0.00915021,0.0222201,0.0131771,0.0196362,0,0.0725178,0,0.00814044,0.00495991,0.00450118,0.017144,0.0294348,0.0227397,0.0115369,0.00653981,0,0,0.049721,0,0.0312152,0.0341478,0.0341627,0.0237454,0.0385736,0.00844771,0.01922,0.014976,0.0167536,0.0122927,0.016426,0.0177375,0.0084443,0.026687,0.0121989,0.0282669,0.0181648,0.0205485,0.0342482,0.0173966,0.00981949,0,0,0,0,0.0119745
75,0.0161342,0.0172533,0,0,0,0.0576797,0.0205176,0.0348567,0.00495707,0,0,0,0,0.00943178,0,0.0167644,0.00550154,0.0309537,0.0327853,0.0191917,0.00434009,0,0,0.0215691,0.0157576,0.0115331,0.0161699,0.0137811,0.0370297,0.0090568,0.0221962,0.0130441,0.0198523,0,0.0761356,0,0.00811569,0.00496441,0.00446667,0.017076,0.0296624,0.0223288,0.0120782,0.006414,0,0,0.0504551,0,0.0314406,0.0345279,0.0341361,0.0226772,0.038467,0.00941807,0.0202033,0.0151385,0.0170398,0.0124703,0.0165497,0.0180539,0.00873193,0.0264592,0.0122739,0.0277231,0.0182288,0.0207581,0.0347874,0.0175461,0.00950348,0,0,0,0,0.0116086
76,0.0161608,0.0173511,0,0,0,0.0589085,0.0205625,0.0349373,0.00413112,0,0,0,0,0.00929276,0,0.0167105,0.00553827,0.0308889,0.032843,0.0189501,0.00431833,0,0,0.0219421,0.0160369,0.011243,0.0157447,0.0137227,0.0363895,0.00882046,0.0220017,0.0128821,0.0199394,0,0.0785081,0,0.00821841,0.005083,0.00454056,0.0171266,0.0299575,0.0219946,0.0126261,0.00632224,0,0,0.0516149,0,0.0316543,0.0352229,0.0340794,0.0212849,0.0383444,0.0102774,0.0210928,0.0155327,0.017308,0.0126909,0.0166865,0.0183125,0.00885893,0.026178,0.0120351,0.0272152,0.0184558,0.0213237,0.0356714,0.0177406,0.00915623,0,0,0,0,0.0113515
77,0.0162112,0.0174905,0,0,0,0.0596809,0.020536,0.0349946,0.00348492,0,0,0,0,0.00959708,0,0.0169411,0.00565958,0.0309445,0.0328623,0.0187271,0.00433363,0,0,0.0221687,0.016355,0.0109694,0.0151528,0.0134832,0.0357716,0.00844673,0.0216484,0.012697,0.0199601,0,0.0799022,0,0.00835785,0.00513041,0.00455857,0.0170043,0.0302584,0.0216239,0.0133328,0.00620345,0,0,0.0527881,0,0.0317855,0.0360517,0.034072,0.0196563,0.0381289,0.0109869,0.0219356,0.0159256,0.0176079,0.0128863,0.0169031,0.018629,0.00858939,0.0258718,0.01131,0.0265169,0.0187783,0.0222549,0.0366717,0.0180459,0.00890395,0,0,0,0,0.0113017
78,0.0162125,0.0175323,0,0,0,0.0600907,0.0205314,0.0351492,0.00290378,0,0,0,0,0.00983567,0,0.0171466,0.00580388,0.0311247,0.0329161,0.0187292,0.00453339,0,0,0.0220055,0.0165827,0.0107284,0.0144572,0.013342,0.0351705,0.00799125,0.0211581,0.0124985,0.0199777,0,0.0804965,0,0.00846252,0.00514554,0.00457685,0.0165502,0.0303914,0.0210596,0.0140316,0.0061583,0,0,0.0536817,0,0.0317782,0.0365975,0.0340541,0.0181827,0.0379487,0.0116476,0.0225037,0.01614,0.0178954,0.0130955,0.0171545,0.0189785,0.00800183,0.0255878,0.0104543,0.0255054,0.0189502,0.0227853,0.0373516,0.0182231,0.0085964,0,0,0,0,0.0110676
79,0.0161795,0.0175803,0,0,0,0.0602303,0.0205667,0.0353589,0.00255195,0,0,0,0,0.0100444,0,0.0172891,0.00591688,0.0312125,0.0331585,0.0184691,0.00499577,0,0,0.0216833,0.016908,0.0104835,0.0138059,0.0129168,0.0346268,0.00751383,0.0207683,0.0122179,0.0200122,0,0.0805322,0,0.0085755,0.00517021,0.00460086,0.0158959,0.0301506,0.0203105,0.0148515,0.0062012,0,0,0.0537759,0,0.0315153,0.0363863,0.0341525,0.0168911,0.0376924,0.0122044,0.0229567,0.0161471,0.0182725,0.0132404,0.0174981,0.0193209,0.00757468,0.025281,0.00976493,0.024388,0.0187431,0.0225736,0.0372852,0.0184267,0.00830536,0,0,0,0,0.0108601
80,0.0160803,0.0175192,0,0,0,0.0602049,0.0204899,0.0357199,0.00223785,0,0,0,0,0.0101493,0,0.0171875,0.00590434,0.0313456,0.0335758,0.0183362,0.00565319,0,0,0.0210617,0.0171805,0.0102817,0.0130874,0.0125653,0.034097,0.00704154,0.0203311,0.0119149,0.0200004,0,0.0798382,0,0.00863753,0.00518047,0.00456176,0.0153384,0.0296926,0.0196058,0.0155991,0.00630111,0,0,0.052967,0,0.0310846,0.0354825,0.0342216,0.0159002,0.0375003,0.0127947,0.0231324,0.0159213,0.0187022,0.0133716,0.0177952,0.0196531,0.00732049,0.0250147,0.00919024,0.0233689,0.0182637,0.0220347,0.0369956,0.0184741,0.00793228,0,0,0,0,0.0107162
81,0.0159114,0.0173324,0,0,0,0.059966,0.0205316,0.0360827,0.00211208,0,0,0,0,0.0101795,0,0.017071,0.00597103,0.0315512,0.0340226,0.0183818,0.00646278,0,0,0.0202375,0.0173688,0.0102009,0.0123994,0.012493,0.0336101,0.00659466,0.0197722,0.0115897,0.0199343,0,0.0786394,0,0.00874314,0.00520976,0.00450383,0.0149004,0.0293722,0.0190345,0.016226,0.00650596,0,0,0.0521272,0,0.0307976,0.0346598,0.0342358,0.0149719,0.0374033,0.0135418,0.0230448,0.0157294,0.0190557,0.0135619,0.0180074,0.0199252,0.00724577,0.0248095,0.00881148,0.0224699,0.0178811,0.0215316,0.0365452,0.0183468,0.00755712,0,0,0,0,0.0106055
82,0.015835,0.0173064,0,0,0,0.0595035,0.0207228,0.03629,0.0025363,0,0,0,0,0.0102556,0,0.0170713,0.00615846,0.0317529,0.0345103,0.018234,0.00725625,0,0,0.0196293,0.0175815,0.0104065,0.0119581,0.0126319,0.0331483,0.00615743,0.0191078,0.0112719,0.0198109,0,0.0773866,0,0.00891168,0.00525627,0.00452663,0.0145679,0.0292809,0.0186825,0.016817,0.00667047,0,0,0.051676,0,0.0307542,0.0343314,0.0344166,0.0143782,0.0372383,0.0143307,0.0230932,0.0157867,0.0193639,0.0136904,0.018216,0.020231,0.00725756,0.0245908,0.00865955,0.021747,0.0176899,0.021292,0.0364048,0.0183785,0.00735608,0,0,0,0,0.0104818
83,0.0158649,0.0175085,0,0,0,0.0588289,0.0207388,0.0363901,0.00291889,0,0,0,0,0.0106842,0,0.0173428,0.00633178,0.0319794,0.034873,0.0180822,0.0080904,0,0,0.019389,0.0179469,0.0106377,0.0116987,0.0125342,0.0326792,0.00570821,0.0182543,0.0109805,0.0196001,0,0.075778,0,0.00914181,0.00522462,0.00461552,0.0143644,0.0295533,0.0184685,0.0175238,0.00652984,0,0,0.0521799,0,0.0310157,0.0349921,0.0347087,0.0141031,0.0369455,0.0151845,0.0234839,0.0161336,0.0196732,0.0137605,0.0184115,0.0205661,0.00731318,0.0243369,0.00865903,0.0212589,0.0178631,0.0217435,0.0369884,0.0186169,0.00726608,0,0,0,0,0.0103847
84,0.0160858,0.0178502,0,0,0,0.0580457,0.0207051,0.0362224,0.00328448,0,0,0,0,0.0110281,0,0.017411,0.00644688,0.0321746,0.0350301,0.0177271,0.00882865,0,0,0.0193035,0.0183699,0.0107163,0.011686,0.0125318,0.0321493,0.00519753,0.0172634,0.0105685,0.0193055,0,0.0743403,0,0.00925435,0.00520876,0.00465007,0.0142187,0.0299934,0.0182089,0.0181595,0.00614566,0,0,0.053386,0,0.031293,0.0363173,0.0350564,0.0139988,0.0367349,0.0160485,0.0239833,0.0165973,0.0200036,0.0138488,0.0185009,0.0209053,0.00730666,0.0240563,0.00867971,0.0208182,0.0184787,0.0229674,0.0382363,0.0189122,0.00723131,0,0,0,0,0.010287
85,0.0162863,0.0181266,0,0,0,0.0570454,0.0206514,0.0356907,0.00371089,0,0,0,0,0.0111452,0,0.0172126,0.00650089,0.0324118,0.0348072,0.0175165,0.00946021,0,0,0.0191618,0.0186879,0.0108635,0.0118915,0.0126706,0.0315556,0.00466709,0.0160756,0.0100765,0.0188854,0,0.0728949,0,0.00925508,0.00520335,0.00459898,0.0140574,0.0303272,0.0179131,0.0186753,0.00578789,0,0,0.0544785,0,0.0314183,0.0374663,0.0353196,0.0136131,0.0366619,0.0166817,0.0243733,0.0168895,0.0202522,0.0139779,0.0185034,0.0212421,0.0073365,0.0237979,0.00853288,0.0203401,0.0191495,0.0241926,0.0392429,0.0189818,0.00720626,0,0,0,0,0.0101681
86,0.0162631,0.0181443,0,0,0,0.0555941,0.0205324,0.0345997,0.00418488,0,0,0,0,0.0112722,0,0.0170922,0.00654314,0.0327306,0.0340131,0.0175677,0.00997006,0,0,0.0188324,0.0189317,0.0112026,0.0123329,0.0128668,0.0309304,0.00410976,0.0146399,0.00977687,0.0182875,0,0.0711567,0,0.00939886,0.00515776,0.00453638,0.0137271,0.0303048,0.0175222,0.0190714,0.00559067,0,0,0.0547694,0,0.0313365,0.0375976,0.0354517,0.0129407,0.036667,0.0171457,0.0245287,0.016764,0.020463,0.0140656,0.0186103,0.0215962,0.00731998,0.0235724,0.00826846,0.0196177,0.0193421,0.024216,0.039439,0.0186834,0.00718053,0,0,0,0,0.00998382
87,0.0160947,0.0180144,0,0,0,0.0536357,0.0203982,0.0329067,0.00463123,0,0,0,0,0.0114599,0,0.0171472,0.00650252,0.0330825,0.0327697,0.0175627,0.0102939,0,0,0.0184729,0.0191207,0.0119644,0.0129044,0.0130049,0.0303211,0.00339389,0.0130294,0.00962068,0.0175277,0,0.0691214,0,0.00958691,0.00509962,0.0045109,0.0133121,0.0299631,0.0171244,0.0195082,0.00572069,0,0,0.054137,0,0.0311296,0.0366857,0.0355521,0.0120702,0.0365272,0.0177466,0.0246184,0.0163085,0.0207544,0.014044,0.0187671,0.0219583,0.00734306,0.0233399,0.00809768,0.0186704,0.019048,0.0230533,0.0386527,0.0182785,0.00723756,0,0,0,0,0.00984788
88,0.0159083,0.0178327,0,0,0,0.051343,0.020554,0.0309318,0.00515854,0,0,0,0,0.0114799,0,0.0172188,0.00649183,0.033432,0.031698,0.0175308,0.0104614,0,0,0.0181951,0.0191591,0.0126625,0.0134265,0.0129198,0.0297253,0.0025483,0.0114303,0.0095478,0.0167139,0,0.0667206,0,0.00973429,0.00509573,0.0045571,0.0135168,0.0294795,0.0171695,0.0199792,0.00602154,0,0,0.0529257,0,0.0308162,0.0354136,0.0355986,0.011533,0.0362335,0.0183909,0.0247323,0.0158392,0.0210327,0.0139731,0.0189027,0.0223432,0.0075604,0.0229363,0.00827846,0.0183539,0.0185633,0.0216969,0.0375081,0.0178635,0.00726498,0,0,0,0,0.0100534
89,0.0158255,0.0177265,0,0,0,0.0490485,0.020154,0.029234,0.00568736,0,0,0,0,0.0115489,0,0.0171382,0.00639946,0.0337698,0.0306089,0.0174687,0.010385,0,0,0.0181477,0.0191308,0.0131159,0.0139144,0.0125212,0.0291523,0.00180338,0.0102039,0.00962471,0.0159829,0,0.0641428,0,0.009732,0.00501344,0.00449621,0.0136485,0.0291614,0.0172555,0.0204243,0.00635802,0,0,0.0520773,0,0.0305878,0.0347405,0.0356686,0.0114726,0.0359895,0.0188786,0.0250398,0.0156007,0.0212136,0.0139704,0.0190135,0.022639,0.00770333,0.0225656,0.00840932,0.0182817,0.0182338,0.0209589,0.0367318,0.0176247,0.00732103,0,0,0,0,0.010147
90,0.015897,0.0177018,0,0,0,0.0468513,0.0197746,0.0281515,0.00601564,0,0,0,0,0.0114948,0,0.0170323,0.00636462,0.0341229,0.0297865,0.0174476,0.0100409,0,0,0.0182891,0.0190346,0.0133836,0.0144114,0.0118033,0.0286837,0.00152279,0.00943664,0.00977588,0.0154568,0,0.0613525,0,0.00969195,0.00497848,0.00443535,0.0134948,0.029061,0.0173339,0.0208688,0.00654971,0,0,0.0518628,0,0.0304649,0.0348462,0.0358972,0.0115916,0.0358444,0.0192848,0.0255354,0.0156045,0.0213765,0.0140824,0.0190773,0.0228412,0.00790599,0.0222735,0.00827251,0.0182417,0.0181342,0.0210756,0.0364221,0.0175712,0.007449,0,0,0,0,0.0101337
91,0.0160276,0.0176361,0,0,0,0.0445313,0.019748,0.0277646,0.00626899,0,0,0,0,0.0113632,0,0.0170482,0.00637388,0.0345913,0.0296486,0.017714,0.00945545,0,0,0.0184765,0.0188723,0.0134002,0.0146148,0.0107441,0.0283723,0.00175744,0.00894698,0.00979845,0.0151693,0,0.0579859,0,0.00966679,0.00495568,0.00441227,0.0134203,0.0292231,0.0173899,0.0212529,0.00664129,0,0,0.0522591,0,0.0305038,0.0355636,0.0363034,0.011609,0.0358074,0.0196697,0.0260476,0.0157279,0.0214922,0.0143497,0.0191291,0.0229735,0.00820725,0.0220476,0.00773577,0.0180879,0.0182889,0.0218834,0.0366884,0.0174601,0.0075579,0,0,0,0,0.0101012
92,0.0162017,0.0176096,0,0,0,0.0421744,0.0197729,0.0281093,0.00640926,0,0,0,0,0.0112543,0,0.0170794,0.00640444,0.0350389,0.0303541,0.0180131,0.00847389,0,0,0.0187339,0.0185885,0.0131181,0.0144514,0.00941025,0.028293,0.00213988,0.00874036,0.00967712,0.0151327,0,0.0541542,0,0.00962131,0.00494284,0.00439455,0.0134877,0.0293851,0.0173976,0.0216394,0.0066807,0,0,0.0526952,0,0.0305595,0.0362321,0.0366751,0.0118505,0.0357423,0.0200209,0.0266271,0.0157634,0.0215684,0.0145222,0.0192229,0.0231747,0.0079627,0.0218614,0.00757816,0.0180042,0.0185853,0.0224917,0.0371151,0.0173679,0.00769929,0,0,0,0,0.0100793
93,0.0163879,0.0174675,0,0,0,0.0397103,0.0197299,0.0287749,0.00646835,0,0,0,0,0.0111419,0,0.0170691,0.00642142,0.0354749,0.0313841,0.0185506,0.0071936,0,0,0.0188491,0.0181843,0.0124365,0.0138469,0.00782143,0.0284386,0.00241952,0.00882266,0.00948798,0.0152067,0,0.0497102,0,0.00953114,0.00492683,0.00438831,0.0135786,0.0293864,0.0174891,0.0219648,0.00670875,0,0,0.0527186,0,0.030554,0.0363075,0.0370125,0.0121002,0.0357004,0.0202436,0.0270238,0.0155441,0.0216318,0.0146767,0.0192834,0.0233381,0.00771613,0.0217588,0.0076729,0.0179975,0.0188626,0.0223298,0.0368912,0.0171495,0.00773931,0,0,0,0,0.0100346
94,0.0165227,0.0171852,0,0,0,0.0372255,0.0196305,0.0290755,0.00647072,0,0,0,0,0.0109423,0,0.0170345,0.00642238,0.0358813,0.0319623,0.0193362,0.00586088,0,0,0.0188034,0.017795,0.0113019,0.0127254,0.00610297,0.0288409,0.00243483,0.00894871,0.00937714,0.0151636,0,0.0447633,0,0.00938573,0.00491049,0.00439185,0.0136477,0.029344,0.0177316,0.0221075,0.00681281,0,0,0.0526817,0,0.0305799,0.0360514,0.0372971,0.0125465,0.0356765,0.0203872,0.0271518,0.0151932,0.0218634,0.0147432,0.0192923,0.0234115,0.00744885,0.0217376,0.00788087,0.0179229,0.0191376,0.0217057,0.036463,0.0168074,0.00768889,0,0,0,0,0.0100585
95,0.0166305,0.0168569,0,0,0,0.0350875,0.019522,0.0287186,0.00637684,0,0,0,0,0.0106803,0,0.0170527,0.00643032,0.0361705,0.0318394,0.0202653,0.00488233,0,0,0.0186166,0.0173309,0.00984219,0.0112964,0.00508729,0.0295845,0.00232364,0.00885055,0.00947178,0.0148908,0,0.0400104,0,0.0091948,0.0048913,0.00440472,0.0136988,0.0293118,0.0179355,0.0221372,0.0071211,0,0,0.0526186,0,0.0305853,0.0358018,0.0375927,0.0130324,0.0356831,0.0205244,0.0269924,0.0148442,0.021842,0.0146962,0.0192141,0.0233888,0.00707412,0.0217798,0.00812139,0.0178017,0.0194144,0.0212536,0.036182,0.0163981,0.00752673,0,0,0,0,0.0100341
96,0.0167267,0.0166587,0,0,0,0.0338274,0.0195342,0.028127,0.00629719,0,0,0,0,0.0104777,0,0.0171925,0.00638232,0.0362849,0.0315817,0.0209887,0.00471066,0,0,0.0184711,0.0169106,0.00853413,0.00995582,0.00573167,0.0307338,0.00243558,0.00873666,0.00977637,0.0145331,0,0.0366172,0,0.00897852,0.00481624,0.00445487,0.0138279,0.0292891,0.0181968,0.022233,0.00750911,0,0,0.0525447,0,0.0305391,0.0358202,0.0379862,0.0133973,0.035607,0.020565,0.0268076,0.0145971,0.0215051,0.0145059,0.0190553,0.0232736,0.00727739,0.0218713,0.00837994,0.0177178,0.019597,0.0212381,0.0361415,0.0161838,0.00745832,0,0,0,0,0.00977367
97,0.016776,0.0166342,0,0,0,0.0335857,0.0192929,0.0279889,0.0065219,0,0,0,0,0.0102197,0,0.0171936,0.0062015,0.0362923,0.0319774,0.0217976,0.00527198,0,0,0.0185295,0.0165253,0.00820894,0.00949852,0.00777177,0.0322863,0.0030614,0.00898129,0.010187,0.0144475,0,0.0349305,0,0.00866216,0.00470777,0.00442003,0.0139139,0.0292712,0.0184663,0.0226473,0.00789622,0,0,0.0523943,0,0.0305075,0.0359515,0.0384117,0.0136879,0.0352722,0.0203236,0.026809,0.0144315,0.0211901,0.0142444,0.0188202,0.0230737,0.00750338,0.022004,0.00864471,0.0176336,0.0196076,0.0213849,0.0361349,0.0163046,0.00758891,0,0,0,0,0.0096665
98,0.0167674,0.0165151,0,0,0,0.0341621,0.0191064,0.0281892,0.00696286,0,0,0,0,0.00981156,0,0.0171455,0.00609632,0.0364106,0.0328053,0.0228035,0.00608091,0,0,0.0183529,0.0161033,0.00932344,0.0102886,0.010205,0.0339742,0.0040752,0.00967605,0.0105609,0.0149162,0,0.0345027,0,0.00830581,0.00466761,0.00431911,0.013854,0.0292583,0.0185304,0.0229363,0.00810333,0,0,0.0522768,0,0.0305051,0.0360156,0.0388853,0.0138592,0.0351103,0.01984,0.0266251,0.0142223,0.0210063,0.0139703,0.0185575,0.0228732,0.00755197,0.0221208,0.00878785,0.0172723,0.0194443,0.0213389,0.0360954,0.0162925,0.00761021,0,0,0,0,0.00978395
99,0.0167128,0.0162156,0,0,0,0.0344192,0.0190647,0.0281409,0.00742455,0,0,0,0,0.00948728,0,0.0171238,0.00605512,0.0367586,0.0324799,0.0239019,0.00710618,0,0,0.0179207,0.0157008,0.011325,0.0119762,0.0122338,0.0354611,0.00543489,0.0106421,0.0108763,0.0157495,0,0.0342362,0,0.00805545,0.0046744,0.0042039,0.0138439,0.029225,0.0185791,0.0230431,0.00831945,0,0,0.052103,0,0.0305004,0.035949,0.0393172,0.0140387,0.0350717,0.0193815,0.0262304,0.0139216,0.0209191,0.0137379,0.0183587,0.0227064,0.00743731,0.02223,0.00891517,0.0167372,0.0192071,0.0211355,0.0359146,0.0160684,0.00748077,0,0,0,0,0.00988848
100,0.0166963,0.0158739,0,0,0,0.0332017,0.0191087,0.0269295,0.00795675,0,0,0,0,0.00928681,0,0.0171068,0.00600897,0.0372837,0.0303346,0.0247537,0.00884052,0,0,0.0174955,0.015254,0.0134962,0.0140916,0.0135611,0.0363759,0.00711574,0.0116606,0.0110881,0.0164304,0,0.0328665,0,0.0078753,0.00471676,0.00414143,0.0141643,0.0292121,0.018871,0.0230647,0.0084933,0,0,0.0519095,0,0.0305378,0.0358323,0.0396413,0.0143385,0.0350091,0.0189794,0.0258455,0.0136386,0.0208291,0.0135511,0.0182402,0.0226325,0.00720836,0.0221943,0.00911709,0.0163763,0.0190273,0.0209557,0.0357578,0.0158216,0.00727067,0,0,0,0,0.0101391
101,0.0167186,0.0154764,0,0,0,0.0313672,0.0190525,0.0252299,0.00845668,0,0,0,0,0.00922217,0,0.0171212,0.00603697,0.0378458,0.0280708,0.0254921,0.011182,0,0,0.0170698,0.0147408,0.0150071,0.0159379,0.0141296,0.0366755,0.00877454,0.0124341,0.0116166,0.0167549,0,0.0311214,0,0.00777391,0.00478954,0.0040702,0.014221,0.0292045,0.0189013,0.0231697,0.00874329,0,0,0.0517149,0,0.0305599,0.0357276,0.0397636,0.0144723,0.0349871,0.0186198,0.0254769,0.01336,0.0207473,0.0134066,0.0181736,0.0225444,0.00710035,0.0220046,0.00919513,0.0158159,0.0189649,0.0208957,0.0357043,0.0154607,0.00678364,0,0,0,0,0.0103445
102,0.0167802,0.0152455,0,0,0,0.0295653,0.0189247,0.0240129,0.0089512,0,0,0,0,0.00917544,0,0.0171264,0.00596421,0.0381111,0.027321,0.0258336,0.0134405,0,0,0.0168011,0.0144596,0.0154095,0.0169227,0.0141678,0.036612,0.0103008,0.0128798,0.012053,0.0167999,0,0.0297922,0,0.00771924,0.00484978,0.00400363,0.0139682,0.0291662,0.0186783,0.023409,0.008908,0,0,0.0514357,0,0.0305405,0.0355765,0.0398156,0.0145613,0.0349741,0.0182101,0.0253708,0.0131054,0.0206843,0.0133465,0.0181223,0.0224046,0.00716697,0.0217449,0.00924144,0.0149729,0.0188891,0.020866,0.0355907,0.0152045,0.00667768,0,0,0,0,0.0104696
