Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LWRA,LBR
149,0.00558756,0.00284517,0,0,0,0.0286931,0.015854,0.0233071,0.00333639,0,0,0,0.0102434,0,0.0213034,0.00637339,0.0391657,0.0294057,0.0217979,0.0281503,0,0,0.00570358,0.0052531,0.0166601,0.0224507,0.0139233,0.0317073,0.0225807,0.0246679,0.0198474,0.0204307,0,0.037718,0,0.010354,0.00267854,0.0122689,0.0134334,0.00901457,0.0110862,0.00556103,0,0,0.0102134,0,0.013689,0.00724633,0.0395287,0.023162,0.0257495,0.0138242,0.00779438,0.00830601,0.00631648,0.0202727,0.00385581,0.00787675,0.014529,0.0301153,0.00995458,0.017496,0.0208386,0.00447459,0.00523106,0.00726407,0.00407003,0.00433124,0,0,0,0,0.00408486,0
150,0.00530599,0.00256499,0,0,0,0.0335618,0.0156391,0.0268395,0.00338359,0,0,0,0.0100094,0,0.0213231,0.00644037,0.0395008,0.0346883,0.0219527,0.0288797,0,0,0.00586737,0.00514154,0.0166495,0.0222256,0.0135998,0.031834,0.0243549,0.0261948,0.0222315,0.0198013,0,0.0434091,0,0.0103063,0.00264758,0.0119052,0.0135625,0.00956774,0.0112419,0.00513968,0,0,0.0109765,0,0.0136624,0.00759996,0.0396858,0.0233647,0.0256529,0.0141115,0.00801785,0.00822059,0.00640466,0.0203533,0.00423837,0.00791032,0.0141607,0.0297405,0.00991178,0.0170442,0.0205112,0.00452962,0.00559526,0.00774307,0.00380231,0.00468036,0,0,0,0,0.00392242,0
151,0.00512951,0.00238366,0,0,0,0.033205,0.0156731,0.0266795,0.00362509,0,0,0,0.00983259,0,0.0212219,0.00622241,0.0395061,0.0363093,0.0220976,0.0299429,0,0,0.00602653,0.00519182,0.0166502,0.022265,0.013677,0.0318025,0.025421,0.0270564,0.0229933,0.0199042,0,0.0452631,0,0.0102787,0.00246256,0.0112176,0.0135615,0.00976135,0.0112927,0.00521216,0,0,0.0111058,0,0.0136404,0.00751241,0.0398324,0.0239153,0.025393,0.0132714,0.00829544,0.00822787,0.0064468,0.0203561,0.00397071,0.00773344,0.0139585,0.0292849,0.00985846,0.0169825,0.0203765,0.00456481,0.00552436,0.00776274,0.00360479,0.00490881,0,0,0,0,0.00392804,0
152,0.00491074,0.0022406,0,0,0,0.0303632,0.0157567,0.0239946,0.00363381,0,0,0,0.00976746,0,0.0211483,0.00605673,0.0393444,0.0342416,0.0222308,0.0312318,0,0,0.00610468,0.00531411,0.0168162,0.0226582,0.0140775,0.0313546,0.0257263,0.0272734,0.0223968,0.0204054,0,0.0441173,0,0.0102766,0.00232944,0.0104845,0.013544,0.0102074,0.011326,0.0053189,0,0,0.0111893,0,0.0136877,0.00739777,0.0398601,0.0246746,0.0250546,0.012343,0.00869885,0.00834854,0.00649193,0.0203381,0.00371435,0.00756953,0.0138721,0.0287111,0.00973223,0.0170802,0.020333,0.00466312,0.00505123,0.00742648,0.00348331,0.00508742,0,0,0,0,0.0040886,0
153,0.00470048,0.0021181,0,0,0,0.0279734,0.0157257,0.0203747,0.0035401,0,0,0,0.00989913,0,0.0211996,0.00610176,0.0390967,0.0295354,0.022454,0.0328354,0,0,0.0060233,0.00556712,0.0171118,0.0236334,0.0153746,0.0304762,0.0255519,0.0271105,0.0208573,0.0211303,0,0.0411558,0,0.0103675,0.00232006,0.00970283,0.0135725,0.0110367,0.0113119,0.00540259,0,0,0.0113558,0,0.01376,0.00745808,0.0398425,0.0257123,0.0246045,0.0113857,0.00907173,0.00848153,0.00658317,0.020316,0.00349892,0.00756569,0.0139769,0.0280339,0.00972347,0.0174827,0.020112,0.00474437,0.00463428,0.00717916,0.00342999,0.00523836,0,0,0,0,0.00433202,0
154,0.00565988,0.00371322,0,0,0,0.0248222,0.0159779,0.0164688,0.00396434,0,0,0,0.00457104,0,0.0205618,0.00278531,0.038632,0.0240253,0.0231179,0.0345113,0,0,0.00665962,0.00877618,0.0172046,0.0253457,0.0172214,0.0290745,0.0247223,0.0265637,0.0184372,0.0220238,0,0.0355845,0,0.00423303,0.00434364,0.0119091,0.0147687,0.0152336,0.0101188,0.0106948,0,0,0.00556633,0,0.0136412,0.00469559,0.0398305,0.0300901,0.0234272,0.00759856,0.00815691,0.00949634,0.006014,0.0211371,0.00390748,0.00652025,0.0159975,0.0272105,0.0109767,0.0207584,0.0194363,0.00421112,0.00413556,0.00620694,0.00434073,0.00696393,0,0,0,0,0.0035614,0
155,0.00441338,0.00197959,0,0,0,0.0253232,0.0153301,0.0156416,0.00362691,0,0,0,0.0107061,0,0.021298,0.00690392,0.0383669,0.0226521,0.0233959,0.0357925,0,0,0.00553011,0.00584394,0.01737,0.0264772,0.0192335,0.0282396,0.0241028,0.0259198,0.0169499,0.0225682,0,0.0354074,0,0.0109316,0.00314421,0.00836994,0.0135118,0.0162926,0.0106501,0.00527413,0,0,0.0119476,0,0.0137885,0.00761516,0.0397564,0.0312653,0.0231232,0.00802307,0.00947627,0.00848489,0.00646157,0.0210594,0.00413994,0.00706746,0.0158673,0.0261551,0.0112879,0.0209453,0.0188458,0.00474225,0.00462207,0.00711985,0.00339105,0.00558284,0,0,0,0,0.00415069,0
156,0.00426311,0.0016134,0,0,0,0.019131,0.0155385,0.0126846,0.00380589,0,0,0,0.0105869,0,0.0213785,0.00668116,0.0381732,0.0186779,0.0234136,0.0343884,0,0,0.00523276,0.00575931,0.0168881,0.0258354,0.0196153,0.0273917,0.0216031,0.0230906,0.0143428,0.0230765,0,0.0260969,0,0.0108208,0.00293013,0.00755349,0.0135251,0.0179012,0.0100175,0.00539745,0,0,0.0118322,0,0.0138932,0.00746588,0.0394487,0.0325269,0.0229454,0.00751813,0.00886912,0.0084479,0.00613002,0.0214064,0.004614,0.00661886,0.0158141,0.0255216,0.0115536,0.0210694,0.0176226,0.00486563,0.0044959,0.00707192,0.00295913,0.00583757,0,0,0,0,0.00407441,0
157,0.00515969,0.00306397,0,0,0,0.0290765,0.0159222,0.0138618,0.00494039,0,0,0,0.0109259,0,0.0212691,0.00713555,0.0414578,0.0138019,0.0215097,0.0181037,0,0,0.00417039,0.00574183,0.00206876,0.0142346,0.0136174,0.030227,0.0141326,0.0136161,0.00603953,0.027458,0,0.0318728,0,0.011277,0.00303505,0.00760941,0.0138307,0.0198738,0.0100451,0.00622042,0,0,0.0119956,0,0.0137985,0.00714885,0.0392981,0.0343525,0.0223162,0.0074743,0.0106382,0.0093716,0.00623585,0.0218817,0.00528542,0.00685733,0.016324,0.0244584,0.0121369,0.0218459,0.0172266,0.00414194,0.00463297,0.00708893,0.00444681,0.00693181,0,0,0,0,0.00407964,0
158,0.00484024,0.00293308,0,0,0,0.0338281,0.0160424,0.0152307,0.00527977,0,0,0,0.010882,0,0.0213632,0.00712079,0.0421424,0.0162171,0.0214472,0.023307,0,0,0.00373736,0.00591568,0.00413555,0.0206704,0.0173921,0.030137,0.0144803,0.0161746,0.00354909,0.0254066,0,0.0379302,0,0.011385,0.00300785,0.00783626,0.0138448,0.0218851,0.00959195,0.00660734,0,0,0.0115866,0,0.0137805,0.00688506,0.0393244,0.0356458,0.0218308,0.00730168,0.01048,0.00942555,0.00601144,0.022203,0.00590547,0.00646842,0.0163639,0.023569,0.012629,0.022006,0.0156634,0.00424322,0.00444493,0.00682243,0.00443213,0.00715068,0,0,0,0,0.00412767,0
159,0.00404989,0.00236258,0,0,0,0.0288292,0.0159669,0.0129084,0.00515504,0,0,0,0.0108741,0,0.02158,0.00716984,0.0413382,0.016358,0.0218633,0.0217208,0,0,0.00371597,0.00621991,0.00429178,0.0208371,0.0189203,0.0309684,0.0123338,0.0151177,0.00291684,0.0245482,0,0.032668,0,0.011487,0.00326569,0.00867134,0.0137702,0.0234052,0.00895279,0.00676549,0,0,0.0111812,0,0.0137937,0.00670308,0.039134,0.0361989,0.0215708,0.00725806,0.00968651,0.00931744,0.0055669,0.0224026,0.00628601,0.00578558,0.015889,0.0226884,0.0130014,0.0215227,0.0136867,0.00453726,0.00413595,0.00653493,0.00399337,0.00708493,0,0,0,0,0.00396707,0
160,0.00355803,0.00203373,0,0,0,0.0232702,0.0157407,0.0113481,0.00509579,0,0,0,0.0111097,0,0.0215018,0.00745736,0.0404786,0.0168721,0.0222557,0.0183724,0,0,0.0037636,0.0065007,0.004921,0.020716,0.0197721,0.0320356,0.0103707,0.014258,0.00333938,0.0240546,0,0.0269254,0,0.0117181,0.0038329,0.0104319,0.0136583,0.0244637,0.00830419,0.00713018,0,0,0.0117037,0,0.0138765,0.00694809,0.0388296,0.0358846,0.0214289,0.00733123,0.009007,0.00963123,0.00514233,0.0224854,0.00642971,0.00516158,0.0153127,0.0218011,0.0132174,0.0206551,0.0117212,0.00498176,0.0038981,0.0064989,0.00374111,0.00708494,0,0,0,0,0.0036427,0
161,0.00327333,0.00170741,0,0,0,0.0174123,0.0156775,0.00995155,0.00518315,0,0,0,0.0112295,0,0.0214639,0.00756499,0.0394221,0.017075,0.0224899,0.0145087,0,0,0.00410225,0.00665252,0.00528163,0.0196762,0.0191313,0.0326201,0.00908245,0.0134619,0.00437182,0.0239987,0,0.0203578,0,0.0118389,0.00405329,0.0131418,0.0136054,0.0255102,0.0075031,0.00719539,0,0,0.0125662,0,0.0139526,0.00741338,0.0384804,0.0349705,0.0212689,0.00731438,0.00805605,0.00978766,0.00468155,0.0226387,0.00644569,0.00459179,0.0147364,0.0208608,0.013429,0.0195981,0.00956804,0.00543734,0.00377416,0.00661604,0.00343402,0.0071804,0,0,0,0,0.00357032,0
162,0.00324713,0.00153576,0,0,0,0.0141669,0.0158285,0.00934561,0.00534981,0,0,0,0.0111983,0,0.0214608,0.00753966,0.0385537,0.0170514,0.0224573,0.0128316,0,0,0.00439161,0.00667424,0.00537362,0.0190792,0.0178884,0.0324331,0.0087485,0.0135071,0.00491588,0.0238784,0,0.016396,0,0.0118706,0.0039201,0.0162249,0.0135804,0.0261278,0.00667192,0.00718028,0,0,0.0133619,0,0.0140073,0.00777032,0.038143,0.0333089,0.0211371,0.00744607,0.00716585,0.0099267,0.00444884,0.022604,0.0063549,0.0044748,0.0141452,0.0199027,0.0135681,0.0184051,0.00759594,0.00576386,0.00375567,0.00668437,0.00329642,0.00733028,0,0,0,0,0.00376943,0
163,0.00287685,0.00125984,0,0,0,0.0130639,0.0159902,0.00894859,0.00560936,0,0,0,0.0110447,0,0.0213433,0.00726429,0.0379019,0.0167313,0.0223372,0.0125558,0,0,0.00456088,0.00767718,0.00539281,0.0187761,0.0164553,0.0315495,0.00854753,0.0136871,0.00498552,0.0236065,0,0.0144049,0,0.0120653,0.00361791,0.0191527,0.0140073,0.0258351,0.00585559,0.00847844,0,0,0.0106825,0,0.0141051,0.00644766,0.0378912,0.030696,0.0210945,0.00769385,0.00622198,0.00978543,0.00454606,0.0221583,0.00598046,0.00502215,0.0137621,0.0189156,0.0134453,0.0171748,0.00563202,0.00542002,0.00369368,0.00613298,0.00279455,0.00711529,0,0,0,0,0.00405424,0
164,0.00265245,0.000669474,0,0,0,0.0111085,0.0158578,0.00836956,0.00594537,0,0,0,0.011511,0,0.0216359,0.00759982,0.037648,0.0162331,0.0220751,0.0120214,0,0,0.00538421,0.00687925,0.00536644,0.0176481,0.0147787,0.0303134,0.00778859,0.0129357,0.00474944,0.0231567,0,0.0121567,0,0.0120989,0.00411281,0.0243357,0.0137033,0.0258321,0.00548155,0.00630468,0,0,0.0134477,0,0.0140801,0.0078933,0.0385964,0.0310414,0.0223265,0.00741149,0.00380145,0.00905615,0.00942138,0.0188455,0.00383285,0.0113675,0.0186522,0.0204502,0.0156157,0.022516,0.00791664,0.00615313,0.0034402,0.00662454,0.00245837,0.00691682,0,0,0,0,0.0039304,0
165,0.00271763,0.000806573,0,0,0,0.010009,0.0159545,0.00784416,0.00595682,0,0,0,0.0119447,0,0.0216607,0.0079845,0.0371801,0.0160787,0.0219235,0.0113279,0,0,0.00517378,0.00715672,0.00583097,0.0167106,0.0133799,0.0292441,0.00685268,0.0122136,0.00457219,0.0227462,0,0.0109069,0,0.0126309,0.00442281,0.0252227,0.0137287,0.0268796,0.00482459,0.0064792,0,0,0.0136102,0,0.0141008,0.00798233,0.0385838,0.0342228,0.0220921,0.00700832,0.00377606,0.008803,0.00972078,0.0184016,0.00348681,0.0116703,0.0205291,0.0194466,0.017166,0.0251016,0.00709375,0.00629348,0.00350409,0.00671695,0.00293309,0.00670146,0,0,0,0,0.00397103,0
166,0.00275492,0.001527,0,0,0,0.0090516,0.0160258,0.00741015,0.00586196,0,0,0,0.0124917,0,0.0216813,0.00844769,0.0369141,0.0158936,0.0218103,0.00994383,0,0,0.00499185,0.00752893,0.00603546,0.0153401,0.0119875,0.0283577,0.00597645,0.011186,0.00452531,0.0225623,0,0.00984243,0,0.0132466,0.00467571,0.0252125,0.0137708,0.0269794,0.00415905,0.00664229,0,0,0.0137676,0,0.0141365,0.00807665,0.0386152,0.0366017,0.0217632,0.00675457,0.0038749,0.00856993,0.00982658,0.0178263,0.00377832,0.0118467,0.0218748,0.0182679,0.01851,0.0268638,0.00584739,0.00645108,0.00347737,0.00660072,0.0036155,0.00641664,0,0,0,0,0.00399963,0
167,0.00271167,0.00210077,0,0,0,0.00883005,0.0160962,0.00714678,0.00576688,0,0,0,0.0128878,0,0.021631,0.0087712,0.0368878,0.0155947,0.021868,0.00806086,0,0,0.00495808,0.00820232,0.00587021,0.0137054,0.0106226,0.0276718,0.0053898,0.0100081,0.00461045,0.0226344,0,0.00915497,0,0.0138674,0.00475072,0.0261764,0.0136475,0.0268423,0.00338575,0.00734605,0,0,0.0146129,0,0.0141833,0.00856567,0.0386116,0.0379889,0.0214189,0.00673809,0.00379969,0.00904459,0.00962872,0.0171713,0.00481118,0.0116845,0.0228328,0.0171475,0.019751,0.0280773,0.0039864,0.00698799,0.00366241,0.00667299,0.00421571,0.00627704,0,0,0,0,0.00404318,0
168,0.00312211,0.00278994,0,0,0,0.00877867,0.0162362,0.00700801,0.00568941,0,0,0,0.013497,0,0.0216335,0.00921714,0.0369277,0.0153253,0.022063,0.00615346,0,0,0.00508246,0.00833918,0.00542433,0.0120193,0.00928788,0.0272245,0.0050027,0.00872938,0.00472455,0.0228478,0,0.00933034,0,0.0144456,0.0050249,0.0248082,0.0135807,0.0259101,0.0027069,0.0074148,0,0,0.0153704,0,0.0141774,0.00901395,0.0385474,0.0390323,0.0209962,0.00701235,0.00332967,0.00907101,0.00912019,0.016561,0.00627663,0.0111594,0.0232555,0.0163437,0.0205098,0.0286733,0.00296106,0.00729886,0.00379643,0.00684328,0.00520081,0.00642586,0,0,0,0,0.00408244,0
169,0.00377514,0.003693,0,0,0,0.00962654,0.0165327,0.00681739,0.0056211,0,0,0,0.0140389,0,0.0216532,0.0094264,0.036965,0.0150299,0.022263,0.00488467,0,0,0.00533462,0.00828533,0.00499369,0.0107348,0.00816235,0.0269558,0.0047505,0.0077578,0.00470663,0.0230162,0,0.010628,0,0.0148717,0.00500618,0.022696,0.0135511,0.0246343,0.00244753,0.00743437,0,0,0.0159504,0,0.0141611,0.00937036,0.0384483,0.0389866,0.0205621,0.00754595,0.00270172,0.00916718,0.00869357,0.0160438,0.00769771,0.0105191,0.0235248,0.0157111,0.0210741,0.0290779,0.0030446,0.00745199,0.00407246,0.00704749,0.00624472,0.00668823,0,0,0,0,0.00450547,0
170,0.00446384,0.00451369,0,0,0,0.0105669,0.0166786,0.00664844,0.00546312,0,0,0,0.0146628,0,0.0217058,0.00987128,0.0370387,0.0147803,0.0224301,0.00384442,0,0,0.00561032,0.00830664,0.00457583,0.00952983,0.00731485,0.0267358,0.00456286,0.00694513,0.00502777,0.0230555,0,0.0120407,0,0.0153371,0.00528012,0.019559,0.0135872,0.0230471,0.00268649,0.00748748,0,0,0.0163848,0,0.0141364,0.00964771,0.0383952,0.0380143,0.020218,0.00816318,0.00216022,0.00920617,0.00841496,0.0155528,0.00877566,0.0102587,0.0236999,0.0152576,0.0214462,0.0293686,0.00526376,0.00742523,0.0043175,0.00725208,0.00713492,0.00688746,0,0,0,0,0.00473147,0
171,0.00506252,0.00519102,0,0,0,0.0116247,0.0167686,0.00635474,0.00519371,0,0,0,0.0151969,0,0.021791,0.0103397,0.0370159,0.0143001,0.0225676,0.00313477,0,0,0.00580897,0.00847298,0.00427099,0.00866645,0.00689374,0.0266453,0.0044093,0.00651805,0.0052877,0.023041,0,0.013576,0,0.0157021,0.0056163,0.0160968,0.0136384,0.0215835,0.00327089,0.00749411,0,0,0.0167295,0,0.0141135,0.0098561,0.0385708,0.0366131,0.0199446,0.00885075,0.00175974,0.0092033,0.00829028,0.0150557,0.00939263,0.0102526,0.0237979,0.0149482,0.0216551,0.0294752,0.0102294,0.00734199,0.00446479,0.00742466,0.00783632,0.00692201,0,0,0,0,0.00470654,0
172,0.0059636,0.00612418,0,0,0,0.013079,0.0170085,0.0059075,0.00466495,0,0,0,0.0157456,0,0.0219535,0.0107932,0.0365336,0.0137331,0.0228417,0.0028537,0,0,0.00527931,0.00884815,0.00431683,0.00852737,0.00693477,0.02679,0.0042439,0.00670433,0.00533713,0.0228716,0,0.0157153,0,0.0160532,0.00576567,0.0169285,0.0136902,0.0119498,0.0040102,0.0077533,0,0,0.0170683,0,0.0140473,0.0100519,0.0386251,0.0200714,0.0190045,0.0107789,0.00151211,0.00942131,0.00720943,0.0152871,0.00874924,0.00946488,0.020447,0.0123278,0.0185052,0.0234315,0.0227985,0.00721153,0.00465965,0.00758192,0.00869716,0.00715077,0,0,0,0,0.00480095,0
173,0.0065682,0.00616774,0,0,0,0.0144049,0.0172152,0.00545372,0.00416255,0,0,0,0.0154837,0,0.0216562,0.0103976,0.0359701,0.0130285,0.0230408,0.00269138,0,0,0.00485263,0.00973857,0.00432684,0.00826975,0.00708317,0.0270964,0.00413749,0.00725613,0.00525726,0.0224952,0,0.0177394,0,0.0163496,0.00523934,0.027795,0.0141301,0.0168743,0.00475781,0.0104139,0,0,0.0134632,0,0.0140739,0.00871198,0.0389994,0.0147323,0.0185493,0.0133336,0.00152599,0.0112342,0.00735301,0.016069,0.0084159,0.00938176,0.0187124,0.0129592,0.0186318,0.0197806,0.0352249,0.00679236,0.00497916,0.00702437,0.00813684,0.00798976,0,0,0,0,0.00520321,0
174,0.00667383,0.00669427,0,0,0,0.0154435,0.0171445,0.00533358,0.00390728,0,0,0,0.0161242,0,0.0216944,0.0108941,0.0357305,0.0122922,0.0230386,0.00255931,0,0,0.0049431,0.00906494,0.00422063,0.00790991,0.00723778,0.0273304,0.00419003,0.00765803,0.00524557,0.0221341,0,0.0191187,0,0.0162079,0.00563464,0.0305895,0.0139084,0.0179761,0.0054949,0.00833403,0,0,0.0161287,0,0.0139716,0.00981433,0.0392501,0.0141215,0.0186612,0.0149353,0.00194341,0.0100534,0.00715521,0.0158717,0.00818246,0.00871449,0.0187761,0.012628,0.0189158,0.0195449,0.038676,0.00706619,0.00488769,0.00742578,0.00882106,0.00683638,0,0,0,0,0.00497916,0
175,0.00662341,0.0065494,0,0,0,0.0165097,0.0170908,0.00547327,0.00354418,0,0,0,0.016056,0,0.0216737,0.0107804,0.0355155,0.011601,0.0229587,0.00254729,0,0,0.00479127,0.00884463,0.00423242,0.00779037,0.00725247,0.027687,0.00433008,0.00781087,0.00521179,0.0218263,0,0.0204741,0,0.0160752,0.00563632,0.0313992,0.0140086,0.0182393,0.006213,0.00836718,0,0,0.0163305,0,0.0139926,0.0099573,0.0392336,0.0142524,0.0189168,0.0162598,0.00264595,0.0104109,0.00678609,0.015615,0.00790621,0.00801222,0.0190756,0.0120553,0.0190627,0.0196614,0.0394717,0.00723579,0.00487084,0.00759627,0.00834605,0.0063429,0,0,0,0,0.00492376,0
176,0.00632821,0.00616271,0,0,0,0.017326,0.016899,0.0056788,0.00311536,0,0,0,0.0157646,0,0.0217003,0.0105638,0.0353364,0.010886,0.0228771,0.00288333,0,0,0.00450775,0.00862037,0.00426282,0.00728212,0.00697532,0.028061,0.00453256,0.00760782,0.00507267,0.0216276,0,0.0214692,0,0.0158406,0.00554414,0.0308293,0.0140667,0.0178926,0.00714224,0.00829661,0,0,0.0162844,0,0.0140151,0.00992804,0.0389861,0.0145815,0.0192613,0.0170971,0.00323418,0.0106136,0.00640122,0.015299,0.0077258,0.00767434,0.0193399,0.0115373,0.0191023,0.0199014,0.0388371,0.00732058,0.00477964,0.00768634,0.00756077,0.00582133,0,0,0,0,0.00483164,0
177,0.0059066,0.0056302,0,0,0,0.0178454,0.016344,0.00573109,0.00262785,0,0,0,0.015448,0,0.0217536,0.0104927,0.0352131,0.0102676,0.0227965,0.00362652,0,0,0.00395652,0.00846071,0.00406091,0.00649051,0.00652624,0.0283697,0.00471166,0.00679398,0.00489193,0.0215123,0,0.0221144,0,0.015628,0.00577764,0.0296024,0.0140996,0.0172545,0.00826744,0.00805073,0,0,0.0161033,0,0.0140479,0.00980087,0.0385188,0.0151104,0.0195298,0.0181514,0.00354041,0.0107425,0.00612961,0.0150137,0.00754072,0.00745727,0.0196636,0.0112197,0.0190748,0.0202522,0.0374272,0.00734311,0.00453707,0.00756867,0.00663629,0.00534001,0,0,0,0,0.00461829,0
178,0.00566108,0.00522539,0,0,0,0.0182014,0.0160959,0.00559853,0.00236089,0,0,0,0.0152108,0,0.0217767,0.0103617,0.0351131,0.00974163,0.0226675,0.00460421,0,0,0.00324456,0.0081916,0.00385844,0.00557529,0.00610963,0.0285064,0.00491111,0.00553752,0.00492763,0.0214238,0,0.0226149,0,0.0152437,0.00604776,0.0280551,0.0141194,0.0164506,0.00946687,0.00771807,0,0,0.0158112,0,0.0140383,0.00966348,0.0380908,0.0156045,0.0197688,0.0193243,0.00360505,0.0108264,0.00601886,0.0147381,0.00742853,0.00722977,0.0199749,0.0111017,0.0190272,0.0206625,0.0356329,0.0072808,0.00439238,0.00744199,0.0058854,0.00488184,0,0,0,0,0.00441923,0
179,0.00554288,0.00495224,0,0,0,0.0185539,0.0160839,0.00547467,0.00201947,0,0,0,0.0148281,0,0.0217839,0.0100168,0.0350727,0.00915357,0.0224738,0.00565038,0,0,0.00264449,0.00781996,0.00377233,0.0046638,0.0058384,0.0286623,0.00515525,0.00428265,0.00495069,0.02141,0,0.0230533,0,0.0147028,0.00603659,0.0256051,0.0141672,0.0150256,0.0106861,0.00768993,0,0,0.0154824,0,0.0140125,0.00958942,0.0377782,0.0156275,0.0200213,0.0203028,0.00359425,0.0109051,0.00601572,0.0144478,0.00750089,0.00732051,0.0202662,0.0110478,0.0188635,0.0210952,0.0329803,0.00716527,0.00444547,0.00742408,0.00531514,0.00438997,0,0,0,0,0.00438341,0
180,0.00535445,0.00526233,0,0,0,0.0187493,0.0160997,0.00554116,0.00170161,0,0,0,0.0148163,0,0.0219913,0.00992645,0.0355141,0.00848594,0.022101,0.00664117,0,0,0.00246207,0.00655942,0.00392232,0.0041752,0.00595506,0.0287683,0.00550015,0.00337402,0.00493345,0.0214449,0,0.0231118,0,0.0139515,0.00617313,0.012772,0.0140202,0.0122494,0.011795,0.00609034,0,0,0.0160658,0,0.0139726,0.00980288,0.0377502,0.0202379,0.020811,0.0201772,0.004074,0.00979928,0.00632357,0.0132882,0.0084885,0.00806619,0.022048,0.0122704,0.0190416,0.0240385,0.0216708,0.0070162,0.00443399,0.00736885,0.0054744,0.00359574,0,0,0,0,0.00426956,0
181,0.00507083,0.00489827,0,0,0,0.018947,0.0160888,0.00578729,0.00161703,0,0,0,0.0142757,0,0.0220694,0.00944152,0.0357833,0.00808445,0.0218046,0.00753537,0,0,0.00240004,0.00617248,0.00426089,0.00424769,0.00622684,0.0288371,0.00592968,0.00299626,0.00485791,0.0214347,0,0.0232463,0,0.0131453,0.00602505,0.00681635,0.0138774,0.0172038,0.0127369,0.00574929,0,0,0.01595,0,0.0139546,0.00968976,0.0380916,0.0273521,0.021328,0.0203434,0.00455159,0.00959242,0.00658958,0.0130898,0.00904436,0.00884817,0.0238129,0.0139012,0.0207527,0.0266909,0.016195,0.00713817,0.0043353,0.00698038,0.0049318,0.00297686,0,0,0,0,0.00424313,0
182,0.00498311,0.00470205,0,0,0,0.0195959,0.0161909,0.00617211,0.00144417,0,0,0,0.0137819,0,0.0221095,0.00904583,0.0357818,0.00774276,0.0216284,0.00812765,0,0,0.00219057,0.00596994,0.00455027,0.00453701,0.00642666,0.0290926,0.00625962,0.00298095,0.00465361,0.0212781,0,0.0240093,0,0.0123953,0.00591328,0.00649855,0.0138352,0.0177685,0.0133394,0.00552045,0,0,0.015983,0,0.013962,0.00966952,0.0386483,0.0277196,0.0214678,0.020508,0.00475377,0.00960545,0.00629834,0.0130724,0.00866221,0.00896033,0.0240618,0.0135891,0.0209865,0.0268175,0.0153272,0.00727039,0.00401564,0.00675636,0.00461848,0.0024924,0,0,0,0,0.00414598,0
183,0.0055078,0.00340322,0,0,0,0.0200557,0.0163279,0.00667615,0.00138011,0,0,0,0.0125272,0,0.0216954,0.00765275,0.0357582,0.00761828,0.0214733,0.00885689,0,0,0.00231842,0.00777415,0.0049253,0.00503114,0.00657387,0.0292989,0.00665237,0.00307903,0.00465367,0.0211402,0,0.0245946,0,0.0115158,0.00497702,0.00662869,0.0141327,0.0182174,0.0137932,0.00812758,0,0,0.0135813,0,0.014112,0.00864443,0.0392755,0.0277569,0.0215936,0.0204429,0.00518997,0.0113836,0.00598995,0.0131761,0.00828306,0.00870895,0.023963,0.01319,0.021322,0.0266991,0.0148204,0.0074403,0.003722,0.00633481,0.00317553,0.00306997,0,0,0,0,0.00432015,0
184,0.00508002,0.00399263,0,0,0,0.020484,0.0166224,0.00716542,0.00129296,0,0,0,0.0125547,0,0.0215231,0.00760412,0.0356577,0.007559,0.0213905,0.00970618,0,0,0.00241306,0.00637662,0.0052797,0.00560234,0.00668217,0.0294431,0.00707926,0.00318836,0.00483263,0.0209986,0,0.025084,0,0.0107825,0.00491519,0.00722898,0.0138553,0.0184855,0.013994,0.00649307,0,0,0.0158287,0,0.0140509,0.00956263,0.0395185,0.0274923,0.021611,0.0203682,0.00545608,0.0103534,0.0052767,0.0133984,0.0078601,0.00810434,0.0237882,0.0128624,0.0217016,0.0263665,0.0149742,0.00774773,0.00322895,0.00647022,0.00362053,0.00199503,0,0,0,0,0.00416167,0
185,0.00506858,0.00386276,0,0,0,0.0209539,0.0165839,0.00745844,0.00127809,0,0,0,0.0118969,0,0.0215273,0.00721536,0.0355137,0.00752693,0.0212984,0.0103862,0,0,0.0025843,0.00629114,0.00558475,0.00610878,0.0070477,0.0296235,0.00744552,0.0032288,0.00485226,0.0208723,0,0.0256413,0,0.0100111,0.00449427,0.00750714,0.013758,0.0187215,0.0140032,0.00637351,0,0,0.0152177,0,0.0140356,0.00923634,0.03937,0.0276415,0.0216289,0.020575,0.00586093,0.0101419,0.00450826,0.0137835,0.00756674,0.00726266,0.0237138,0.012722,0.0221712,0.0260714,0.0154039,0.00763488,0.00303521,0.00606026,0.00342553,0.00194342,0,0,0,0,0.00405808,0
