Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LWRA,LBR
112,0.00906172,0.00119475,0,0,0,0.0306902,0.0154684,0.00868938,0.00409009,0,0,0,0.00606241,0,0.0204047,0.00398858,0.0348903,0.00705324,0.0141391,0.00836085,0,0,0.00198415,0.00659375,0.00760327,0.0120282,0.0110285,0.0371122,0.00742284,0.0127373,0.00476069,0.0256886,0,0.0332978,0,0.00431045,0.00265422,0.00931964,0.0137649,0.00722805,0.0076211,0.0118162,0,0,0.0162551,0,0.013445,0.00978056,0.0346742,0.0118051,0.0334762,0.00661946,0.00940288,0.0153743,0.0042734,0.0185463,0.0102501,0.00798151,0.0103677,0.0370216,0.00892504,0.0097041,0.00921594,0.00695667,0.00827897,0.00866036,0.00488236,0.0046201,0,0,0,0,0.00236289,0
113,0.00919215,0.00162386,0,0,0,0.0342848,0.0159153,0.0113861,0.00407544,0,0,0,0.0049956,0,0.0203443,0.00349378,0.0349318,0.00710087,0.0139612,0.00985486,0,0,0.00237315,0.00639604,0.00869479,0.0123435,0.0109323,0.037693,0.00892881,0.0140076,0.00609738,0.0265827,0,0.0389669,0,0.00350453,0.00230146,0.00939107,0.013748,0.00808938,0.00678486,0.0118377,0,0,0.0164448,0,0.0134416,0.0100274,0.0340806,0.0128912,0.0338656,0.00538592,0.00902531,0.0154103,0.00424617,0.0186924,0.00953922,0.0076499,0.0105927,0.0371622,0.0094065,0.0100675,0.00919799,0.00693486,0.00829707,0.00873146,0.00457289,0.0048185,0,0,0,0,0.00252745,0
114,0.00993498,0.00214062,0,0,0,0.0463224,0.0159357,0.0213911,0.00414334,0,0,0,0.00470139,0,0.0202442,0.00348853,0.0351944,0.0143723,0.0134484,0.0123247,0,0,0.00186368,0.0071484,0.00951753,0.0102753,0.0107566,0.0377652,0.0105304,0.0159245,0.00889608,0.0252205,0,0.0539808,0,0.0031349,0.00190292,0.00960553,0.0143098,0.00900218,0.00564118,0.0130754,0,0,0.0127065,0,0.013352,0.00886461,0.0333007,0.0142769,0.0341011,0.00431968,0.00782854,0.0161471,0.0041519,0.0190736,0.00881281,0.00702336,0.0109211,0.0372719,0.00993428,0.0107734,0.00955691,0.00633662,0.00814043,0.00814786,0.00522193,0.00591149,0,0,0,0,0.002573,0
115,0.00972389,0.00236635,0,0,0,0.0524454,0.0157081,0.0232218,0.00429067,0,0,0,0.00428946,0,0.0203303,0.00289168,0.0352184,0.0155872,0.0135271,0.014084,0,0,0.00228297,0.0069417,0.00989302,0.010451,0.0104673,0.0377021,0.0114184,0.0167088,0.00970787,0.0257895,0,0.0623009,0,0.00265267,0.0016447,0.0100396,0.0141243,0.00945228,0.00479406,0.0128186,0,0,0.0129258,0,0.0133284,0.00886421,0.0325579,0.0152468,0.034226,0.00365302,0.00726496,0.0159441,0.00401885,0.0194464,0.00838816,0.00638203,0.0111246,0.0371751,0.0101913,0.0113991,0.00979134,0.0062003,0.00823369,0.00819504,0.00503908,0.00605285,0,0,0,0,0.00272815,0
116,0.00952403,0.00249261,0,0,0,0.0568902,0.0159312,0.0244242,0.00461413,0,0,0,0.00360727,0,0.0201826,0.0026016,0.0351373,0.015197,0.0136606,0.0152927,0,0,0.00281558,0.00664828,0.00996092,0.0107045,0.0102622,0.0374709,0.0120287,0.0172734,0.00991861,0.0261391,0,0.068191,0,0.0024493,0.00153983,0.0101186,0.0139956,0.0100878,0.00405548,0.0123882,0,0,0.0129334,0,0.013361,0.00883021,0.0321298,0.016228,0.0343558,0.00241441,0.0069157,0.015491,0.003798,0.0196993,0.00710342,0.00539475,0.0112923,0.036979,0.010608,0.011877,0.00978424,0.00594125,0.00828454,0.00825908,0.00449844,0.00601313,0,0,0,0,0.00281739,0
117,0.00925759,0.00261967,0,0,0,0.0600703,0.0159679,0.0258254,0.00519326,0,0,0,0.00316748,0,0.0202217,0.00224047,0.0348637,0.0146214,0.0137275,0.0160275,0,0,0.00299896,0.00639909,0.009936,0.0109394,0.0102337,0.037215,0.0124177,0.0177545,0.0099078,0.026248,0,0.0725562,0,0.00239014,0.00142269,0.0103361,0.0138602,0.0107179,0.00351518,0.0120132,0,0,0.0127619,0,0.0133682,0.008727,0.0321803,0.0168673,0.0343739,0.00257673,0.00644577,0.0149435,0.0035761,0.0198283,0.00570789,0.00456689,0.0115233,0.0366836,0.0109158,0.0121872,0.00976028,0.00562246,0.00829689,0.00827755,0.00393602,0.00594722,0,0,0,0,0.00284698,0
118,0.00898279,0.00275787,0,0,0,0.0623858,0.0158036,0.0274795,0.00595365,0,0,0,0.00306659,0,0.0205005,0.00165061,0.0346463,0.0146464,0.013806,0.0166108,0,0,0.00285736,0.00627377,0.00989127,0.0111247,0.00997511,0.0369198,0.0127225,0.0183449,0.0100075,0.0262986,0,0.0759511,0,0.00249547,0.00129568,0.0106885,0.0137166,0.0112424,0.00330568,0.011722,0,0,0.0125411,0,0.0133582,0.00858418,0.0323935,0.0172593,0.0343165,0.00377657,0.00588613,0.0144161,0.0033479,0.0199199,0.00438392,0.00367642,0.0117346,0.0363227,0.0110575,0.0123967,0.00977978,0.00540449,0.00814225,0.00826055,0.00354602,0.00586833,0,0,0,0,0.00284949,0
119,0.00891496,0.00303214,0,0,0,0.0640348,0.0161787,0.0287311,0.00670253,0,0,0,0.00309442,0,0.0204575,0.00143649,0.0344514,0.015348,0.0138529,0.0172359,0,0,0.00251438,0.00625905,0.00982782,0.0112504,0.00980296,0.0366047,0.0130254,0.0190013,0.0101398,0.0263999,0,0.0783502,0,0.00293198,0.00123337,0.0110283,0.0136208,0.0115995,0.00346854,0.0115485,0,0,0.012536,0,0.0133876,0.00852664,0.0327095,0.0173079,0.0341114,0.00543278,0.00526445,0.0140288,0.00317022,0.019894,0.00336001,0.00304683,0.0117464,0.03599,0.0110897,0.0125261,0.00978284,0.00531895,0.0079859,0.00818818,0.00342611,0.00572963,0,0,0,0,0.00290529,0
120,0.0088505,0.00334092,0,0,0,0.0649911,0.0163562,0.0294194,0.00738197,0,0,0,0.00329977,0,0.0201675,0.00133889,0.0342876,0.0163095,0.0138653,0.0178633,0,0,0.0020636,0.00626583,0.0097363,0.011328,0.00974701,0.0362531,0.0132264,0.0194815,0.0101706,0.0265572,0,0.0794575,0,0.00345884,0.00112558,0.0113736,0.0135467,0.0119263,0.00370484,0.0113867,0,0,0.0125353,0,0.013422,0.00849275,0.0330161,0.017207,0.0338832,0.00720105,0.00470718,0.0136142,0.00308423,0.0198619,0.00247585,0.00275344,0.0117406,0.0357112,0.0111117,0.0127211,0.00986756,0.00523316,0.00790406,0.00824344,0.00359748,0.00556614,0,0,0,0,0.00302591,0
121,0.00872777,0.0035533,0,0,0,0.0654804,0.0161232,0.0295503,0.00787751,0,0,0,0.0038031,0,0.0202948,0.00143163,0.0341693,0.0170552,0.013801,0.018357,0,0,0.00166359,0.00639463,0.00954342,0.0113411,0.0096828,0.035815,0.0133403,0.0196136,0.0102307,0.0267071,0,0.0795656,0,0.00405917,0.00074241,0.011724,0.0134881,0.0121497,0.00382754,0.011254,0,0,0.0126193,0,0.0134483,0.00854998,0.033261,0.0174754,0.0335995,0.0087071,0.00427965,0.0132999,0.00298624,0.0198831,0.00166605,0.00254292,0.0118937,0.0354551,0.0111552,0.0130119,0.0100927,0.00523187,0.00789495,0.00842859,0.00397826,0.00558632,0,0,0,0,0.00303639,0
122,0.00864486,0.00385411,0,0,0,0.0655201,0.0161161,0.0293148,0.00829781,0,0,0,0.00446913,0,0.0202854,0.00187476,0.0341083,0.0177175,0.0137022,0.0185753,0,0,0.00157432,0.00656144,0.00923355,0.0111958,0.00955213,0.0353149,0.0134078,0.019584,0.010355,0.026694,0,0.079692,0,0.00484677,0.000580236,0.012127,0.0134602,0.0124419,0.00388722,0.0110875,0,0,0.0127586,0,0.0134652,0.00864563,0.0333894,0.0178438,0.0333288,0.0100931,0.00412555,0.012929,0.0028631,0.0198977,0.00130981,0.00266242,0.0121238,0.0351879,0.0112573,0.0133659,0.0104383,0.00529165,0.0078555,0.0085758,0.00439203,0.00566234,0,0,0,0,0.0031658,0
123,0.00854471,0.00416471,0,0,0,0.0644009,0.0162309,0.029014,0.00867551,0,0,0,0.00523099,0,0.0204415,0.00237709,0.0341028,0.0180535,0.0137383,0.0185072,0,0,0.00181857,0.00673774,0.00882698,0.0108814,0.00933788,0.0348074,0.0132145,0.0191274,0.0102864,0.0265642,0,0.0786708,0,0.00565442,0.000608293,0.0125949,0.0133917,0.0129969,0.00395876,0.0108311,0,0,0.0127722,0,0.0134644,0.00864393,0.0333717,0.0180996,0.0330602,0.0113482,0.00419479,0.0125268,0.00274919,0.0199564,0.00164937,0.00294131,0.0123973,0.0349196,0.0113444,0.0137385,0.0109433,0.00535782,0.00771217,0.00855424,0.00478147,0.00584151,0,0,0,0,0.00333368,0
124,0.0090725,0.00390312,0,0,0,0.0626308,0.0162092,0.0286161,0.0088186,0,0,0,0.00487835,0,0.0207698,0.0023577,0.0341535,0.0179822,0.0137432,0.0182758,0,0,0.00218617,0.00767847,0.00838906,0.0104207,0.00880178,0.0342786,0.0128039,0.0183254,0.0100272,0.0263079,0,0.0768771,0,0.0060553,0.000666907,0.0132187,0.0137469,0.0136503,0.00403815,0.011964,0,0,0.00855179,0,0.0134134,0.00716921,0.0332273,0.0185966,0.0327402,0.0127006,0.00437286,0.0129218,0.0026922,0.0200397,0.00218558,0.00326023,0.0128395,0.0346286,0.0114202,0.0142721,0.0116586,0.00449078,0.00724577,0.00776607,0.00488621,0.00727128,0,0,0,0,0.00347538,0
125,0.00817501,0.00517478,0,0,0,0.0606478,0.015979,0.0277535,0.00862198,0,0,0,0.00693199,0,0.0210121,0.0036347,0.0341808,0.0178642,0.013761,0.0180442,0,0,0.00246612,0.00674112,0.00807104,0.00977854,0.00857718,0.0335311,0.0122199,0.017158,0.00955504,0.026003,0,0.0751117,0,0.00692948,0.00129367,0.013865,0.0132325,0.013811,0.00420222,0.00916689,0,0,0.00985964,0,0.013324,0.00700491,0.0330986,0.0189943,0.0323403,0.0134129,0.0046208,0.0104792,0.00266592,0.020083,0.00254567,0.0033285,0.0131267,0.0343178,0.0114243,0.0146985,0.0127274,0.00439869,0.00679561,0.00766209,0.00591533,0.00595101,0,0,0,0,0.00350402,0
126,0.00825756,0.00546279,0,0,0,0.0585114,0.0159122,0.0266447,0.00837666,0,0,0,0.00743961,0,0.0209989,0.00401443,0.0342861,0.0175358,0.0138434,0.017878,0,0,0.00263783,0.00706547,0.00747853,0.00901238,0.00848219,0.0326878,0.0117201,0.0160216,0.0089898,0.0257264,0,0.0736411,0,0.00754036,0.00150918,0.0141597,0.0131257,0.013499,0.00463494,0.00895802,0,0,0.00892957,0,0.0134112,0.00621059,0.0332497,0.019648,0.0318535,0.0136695,0.00480325,0.0100753,0.00262578,0.0200461,0.00276682,0.00334678,0.0131799,0.0339918,0.0113154,0.014741,0.0134896,0.0044249,0.00570032,0.00687992,0.00628088,0.0063632,0,0,0,0,0.00366602,0
127,0.00841456,0.0057245,0,0,0,0.0564078,0.0160733,0.0254383,0.00812053,0,0,0,0.00795981,0,0.0210393,0.00435975,0.0344269,0.0166254,0.0140657,0.0176328,0,0,0.00275306,0.00729691,0.00677508,0.00819286,0.0080166,0.0318981,0.011259,0.0149164,0.0081061,0.0255135,0,0.0714519,0,0.00812073,0.00173399,0.0145047,0.0131047,0.0133162,0.00509139,0.00893933,0,0,0.00848561,0,0.0135114,0.0059904,0.0332874,0.0202848,0.0313613,0.014132,0.00489279,0.00986244,0.00255647,0.0200982,0.0030356,0.00342693,0.0133129,0.0336352,0.0112624,0.015053,0.0143535,0.00448794,0.00504589,0.00651508,0.00648896,0.00675651,0,0,0,0,0.00380748,0
128,0.00859921,0.00593914,0,0,0,0.0546823,0.0164044,0.0241756,0.00802054,0,0,0,0.00854229,0,0.0211043,0.00474155,0.0346786,0.0156667,0.0144101,0.0173627,0,0,0.00300999,0.00751769,0.00616429,0.0074654,0.0074004,0.0311686,0.0109531,0.0139505,0.0074114,0.0253767,0,0.0688319,0,0.00871367,0.00207263,0.0148866,0.0130864,0.0134509,0.00565584,0.00905538,0,0,0.00850119,0,0.0135031,0.0061758,0.0335193,0.0202811,0.0309326,0.0149358,0.00507592,0.00984166,0.002591,0.0200791,0.00338507,0.00370275,0.0135328,0.0332534,0.0111596,0.0155311,0.015091,0.00452901,0.00519767,0.00678096,0.00663077,0.00715292,0,0,0,0,0.00393845,0
129,0.00867464,0.00603311,0,0,0,0.0536629,0.0163526,0.0235354,0.00799104,0,0,0,0.00904467,0,0.0212855,0.00513319,0.0349619,0.0154464,0.0145868,0.0171305,0,0,0.00332279,0.00769693,0.00584847,0.00693266,0.00723812,0.0304747,0.0109154,0.0134702,0.00709053,0.0252797,0,0.0674933,0,0.00913716,0.00234848,0.0153798,0.0131722,0.0136843,0.00621104,0.00908331,0,0,0.00875186,0,0.0134976,0.00643018,0.0336799,0.0196741,0.0304897,0.0156757,0.00553973,0.00996337,0.00265467,0.0201006,0.00372773,0.00400449,0.0138242,0.0329333,0.0110936,0.0159361,0.0163439,0.00464146,0.00543101,0.00701089,0.00680507,0.00743432,0,0,0,0,0.00403016,0
130,0.00842002,0.00564806,0,0,0,0.053522,0.0163211,0.0236337,0.00820674,0,0,0,0.00938391,0,0.0213038,0.00539097,0.0353582,0.0162858,0.0148389,0.0169755,0,0,0.0036899,0.00773685,0.0058838,0.00663751,0.00707386,0.0298013,0.0111704,0.0135083,0.00713108,0.025268,0,0.0674893,0,0.00947646,0.00256052,0.0156347,0.0132309,0.0134154,0.00661182,0.00911637,0,0,0.00993931,0,0.0135282,0.00714348,0.0338832,0.0194708,0.030133,0.0158158,0.00569181,0.0100685,0.00280017,0.020117,0.00386198,0.00425374,0.0139118,0.0327009,0.0111077,0.0161201,0.0172466,0.00509456,0.00568083,0.00741324,0.00651655,0.00764063,0,0,0,0,0.00416388,0
131,0.00831768,0.00577343,0,0,0,0.0538681,0.0164869,0.0244048,0.008093,0,0,0,0.00996196,0,0.0213657,0.00577054,0.0357246,0.0178301,0.0151821,0.0167904,0,0,0.00394833,0.00766394,0.00639955,0.00674673,0.00699001,0.0290785,0.0114023,0.0137551,0.0073019,0.0251686,0,0.0681034,0,0.00982715,0.00290166,0.0158676,0.0133519,0.013205,0.00719308,0.00899284,0,0,0.0106893,0,0.013533,0.00769314,0.0342102,0.0199218,0.0297218,0.0162991,0.00594924,0.0101295,0.00304158,0.0200999,0.00418823,0.0046935,0.0139453,0.0323692,0.0109929,0.0161479,0.0178446,0.00511525,0.00593823,0.00781887,0.00673474,0.00745808,0,0,0,0,0.0042368,0
132,0.00815937,0.00585341,0,0,0,0.0545424,0.0164852,0.0255055,0.00772705,0,0,0,0.0103751,0,0.0217161,0.00609734,0.0360552,0.0194779,0.0155684,0.0165554,0,0,0.00420039,0.00763634,0.00729521,0.00740487,0.007205,0.0283891,0.0117423,0.0142515,0.00776106,0.0251511,0,0.0687309,0,0.0100629,0.00316918,0.0160898,0.0132783,0.0131618,0.00772487,0.00878172,0,0,0.0109089,0,0.0134753,0.00780527,0.0345529,0.0202016,0.0293037,0.0169877,0.00630396,0.0100885,0.00331866,0.0200649,0.00452573,0.00528724,0.0140166,0.0320236,0.010851,0.016374,0.0183592,0.00497818,0.00608433,0.00785323,0.00692246,0.00715715,0,0,0,0,0.00428263,0
133,0.00815312,0.00600607,0,0,0,0.0552338,0.0164612,0.0265024,0.00791569,0,0,0,0.010765,0,0.0218317,0.00636252,0.0363339,0.0203729,0.0159687,0.0161122,0,0,0.0044706,0.00777008,0.0082794,0.00833249,0.00758774,0.0278403,0.0123966,0.0150488,0.00842338,0.025231,0,0.0691671,0,0.0103623,0.0033813,0.0163008,0.0131811,0.0132157,0.0082422,0.00859399,0,0,0.010594,0,0.0134744,0.00734245,0.0348879,0.020476,0.0288952,0.0175195,0.00682336,0.0100562,0.00363906,0.0199835,0.00499275,0.0059374,0.0141413,0.0316251,0.010699,0.0166031,0.0190488,0.0049324,0.00553843,0.00743622,0.00711656,0.0069074,0,0,0,0,0.0043184,0
134,0.00932678,0.0057262,0,0,0,0.0556375,0.016542,0.0269566,0.00812918,0,0,0,0.0104824,0,0.0214931,0.00608781,0.0365295,0.0201557,0.0162537,0.0151478,0,0,0.0046636,0.00866386,0.009062,0.00931737,0.00804685,0.0275142,0.0130359,0.0160113,0.00913424,0.0253778,0,0.0692848,0,0.0108098,0.00310987,0.0164112,0.013447,0.0130954,0.00894413,0.0107876,0,0,0.00712982,0,0.0135228,0.00565162,0.0353266,0.0208902,0.0284676,0.0179782,0.0075987,0.012162,0.00401004,0.0198415,0.00548468,0.00654632,0.014225,0.0311475,0.0104926,0.0167257,0.0197354,0.00481322,0.00472745,0.00639011,0.00680017,0.00846972,0,0,0,0,0.00453593,0
135,0.00853736,0.00683669,0,0,0,0.0553868,0.0167433,0.0266046,0.00818928,0,0,0,0.0117945,0,0.0215829,0.00700292,0.0367441,0.0187549,0.0167202,0.0136293,0,0,0.0048556,0.00799036,0.010141,0.0100813,0.00832123,0.0274454,0.0134705,0.016888,0.00981088,0.025607,0,0.0686821,0,0.0110137,0.00388607,0.0166396,0.012952,0.0127462,0.00968718,0.0078588,0,0,0.0111267,0,0.0135287,0.0072723,0.0357512,0.0210978,0.0280624,0.0182503,0.00827205,0.00988307,0.00435137,0.0197437,0.0058187,0.00703643,0.0142026,0.0307232,0.0102643,0.016747,0.0202573,0.00519596,0.00506987,0.00698674,0.0079749,0.00596865,0,0,0,0,0.00426521,0
136,0.00848088,0.00670682,0,0,0,0.054351,0.0166867,0.025509,0.00822677,0,0,0,0.011889,0,0.0216015,0.00710187,0.0369844,0.016094,0.0174038,0.0114995,0,0,0.00494527,0.00789144,0.0113927,0.0105541,0.00889633,0.0276077,0.0136279,0.0175241,0.0104699,0.0259107,0,0.0672701,0,0.011073,0.00403142,0.0165752,0.0129904,0.0124233,0.0101435,0.00781159,0,0,0.0109128,0,0.0134987,0.00727361,0.0361124,0.0213008,0.0276621,0.0185967,0.00866828,0.00976359,0.00465955,0.0196812,0.00587005,0.00744078,0.0141173,0.0304145,0.0100491,0.0167184,0.0204492,0.00501319,0.00567158,0.00725373,0.00782213,0.00565592,0,0,0,0,0.00426767,0
137,0.00837218,0.00653928,0,0,0,0.0524347,0.0168034,0.0238042,0.00818068,0,0,0,0.0119896,0,0.0216089,0.007089,0.0372301,0.0125419,0.0182927,0.00884356,0,0,0.00508329,0.00768288,0.0119419,0.0108658,0.00991802,0.0279545,0.0135903,0.0179834,0.0111494,0.0263065,0,0.0647436,0,0.0110411,0.00409066,0.0164343,0.0129447,0.0121661,0.0104065,0.00766696,0,0,0.010386,0,0.0134157,0.00705741,0.0364493,0.0214704,0.0272986,0.0188537,0.00891546,0.00953114,0.00493791,0.0196351,0.00599987,0.00784778,0.0141312,0.0301388,0.00990023,0.0167273,0.0205692,0.00476355,0.00634763,0.00735494,0.00758596,0.00532747,0,0,0,0,0.0042973,0
138,0.00816904,0.00632408,0,0,0,0.0495359,0.0167249,0.0216835,0.00790982,0,0,0,0.0119352,0,0.0216918,0.00701891,0.0374192,0.00871185,0.0190768,0.00657911,0,0,0.00520691,0.00750662,0.0122907,0.0111643,0.0113381,0.0284089,0.0134918,0.0185128,0.0114194,0.0268529,0,0.0609003,0,0.010968,0.00408968,0.0163381,0.0128263,0.0119096,0.0106287,0.00748053,0,0,0.00944962,0,0.0133767,0.00636129,0.0368669,0.0215951,0.0269101,0.0189573,0.00928004,0.00913755,0.00520046,0.0195684,0.0062181,0.00832183,0.0141841,0.0298918,0.00977781,0.0168002,0.0207635,0.00462602,0.0061322,0.00691502,0.00742068,0.0050808,0,0,0,0,0.00429217,0
139,0.00795796,0.0060545,0,0,0,0.0453818,0.0164273,0.0194334,0.00745578,0,0,0,0.0118228,0,0.0215563,0.00696679,0.0375824,0.00595056,0.0196935,0.00698549,0,0,0.00521164,0.00733934,0.0127968,0.011548,0.0128924,0.0288489,0.0134191,0.0188329,0.0114003,0.0275273,0,0.0555139,0,0.0109156,0.00404497,0.0162643,0.0127649,0.0116335,0.0110025,0.00730456,0,0,0.00879595,0,0.0134221,0.00579921,0.0373378,0.0216564,0.0265319,0.019001,0.00965606,0.00882446,0.00549573,0.019518,0.00633464,0.00878676,0.0142584,0.0296993,0.00969868,0.0168867,0.0209783,0.00475113,0.00503287,0.00640491,0.00722978,0.00500638,0,0,0,0,0.00427383,0
140,0.00779175,0.00571489,0,0,0,0.0398887,0.0163897,0.0168177,0.0070132,0,0,0,0.0115442,0,0.0216625,0.00684146,0.0377228,0.00575234,0.0204069,0.0106845,0,0,0.00522157,0.00712945,0.0132815,0.0121557,0.0144781,0.0292135,0.0136179,0.0190615,0.0115993,0.0281351,0,0.048466,0,0.0107861,0.0039149,0.0161441,0.012827,0.0115247,0.0113294,0.00712324,0,0,0.00873215,0,0.0135021,0.00596948,0.0377483,0.0217929,0.0262531,0.0192375,0.00979702,0.00862413,0.00581203,0.0195383,0.00640197,0.00910259,0.0143623,0.0295858,0.00967211,0.0169558,0.0211337,0.00484802,0.00433982,0.00621612,0.00690865,0.00504523,0,0,0,0,0.00422999,0
141,0.00753787,0.00523814,0,0,0,0.0334849,0.0163525,0.0138968,0.00656369,0,0,0,0.0112032,0,0.0219066,0.00670637,0.0378105,0.00819397,0.0211314,0.0156965,0,0,0.00529769,0.00686274,0.013432,0.0133119,0.0160493,0.0294292,0.0141277,0.0192013,0.0118949,0.0285508,0,0.0402892,0,0.0105853,0.00380198,0.0159689,0.0129294,0.0116781,0.011436,0.00702284,0,0,0.00891477,0,0.0135605,0.0063588,0.0380626,0.0220324,0.0261247,0.0197057,0.00959494,0.00834613,0.00592453,0.0196167,0.00673264,0.00939067,0.0145004,0.0295627,0.00971641,0.016993,0.0211915,0.00492959,0.00448667,0.00639436,0.0064071,0.00506049,0,0,0,0,0.00421086,0
142,0.00734303,0.00474194,0,0,0,0.0273683,0.0162476,0.0112386,0.0058851,0,0,0,0.0110704,0,0.0216302,0.00657435,0.0377221,0.0120945,0.021479,0.0206195,0,0,0.0052898,0.00656795,0.0134577,0.0154533,0.0175907,0.0295751,0.0148653,0.01911,0.0118803,0.0286396,0,0.0323114,0,0.010496,0.00373438,0.0157541,0.0130265,0.0117488,0.0114428,0.00714704,0,0,0.00980754,0,0.0136405,0.00687685,0.0383165,0.0219592,0.0260995,0.0198292,0.00924594,0.008277,0.00584846,0.0198006,0.00696864,0.00947614,0.0144587,0.0296872,0.00975996,0.0169092,0.0211304,0.00525022,0.00506189,0.00693426,0.00589703,0.00497236,0,0,0,0,0.00428995,0
143,0.00702767,0.00431889,0,0,0,0.0231323,0.0158439,0.0101752,0.00502174,0,0,0,0.0109296,0,0.0215006,0.00660921,0.0374492,0.0163601,0.0215609,0.0251226,0,0,0.00522727,0.00614436,0.0138951,0.0187039,0.0192489,0.0298588,0.0158065,0.0189515,0.0115091,0.0286026,0,0.0260087,0,0.0103843,0.00361379,0.0155567,0.0132758,0.011493,0.0114552,0.00690542,0,0,0.010612,0,0.0137208,0.00738999,0.0385507,0.0217228,0.0260659,0.019467,0.00893748,0.0081876,0.00570642,0.0200266,0.0068452,0.00931871,0.0143457,0.0298834,0.00980061,0.0168033,0.0210121,0.00534902,0.00555961,0.00760786,0.00559241,0.00452719,0,0,0,0,0.00433529,0
144,0.00700989,0.00359852,0,0,0,0.0211685,0.015723,0.0111381,0.00435469,0,0,0,0.0103852,0,0.0214198,0.00630527,0.0372288,0.0203251,0.0216473,0.0291645,0,0,0.00528049,0.00632689,0.0150085,0.0225754,0.0207901,0.0302579,0.0168891,0.0189688,0.011038,0.0286081,0,0.0223407,0,0.0103663,0.0031153,0.0152276,0.0137276,0.0111495,0.0113932,0.00800871,0,0,0.00844026,0,0.0137166,0.00678107,0.0387272,0.0216187,0.0260916,0.0190144,0.00845564,0.00909152,0.00560087,0.0201994,0.00658532,0.00899103,0.0143046,0.0300561,0.00984311,0.0168036,0.0208986,0.00478226,0.00599251,0.00757022,0.00486788,0.005249,0,0,0,0,0.00444374,0
145,0.00633312,0.00383198,0,0,0,0.0207309,0.015759,0.0125747,0.00378643,0,0,0,0.0107151,0,0.021587,0.00678686,0.0372383,0.0225548,0.021498,0.0322387,0,0,0.00540488,0.00541149,0.0163138,0.0257967,0.0215217,0.0305706,0.0178533,0.019077,0.010632,0.0286897,0,0.0208113,0,0.0102807,0.00341963,0.0146099,0.0133039,0.0104756,0.0113139,0.00601566,0,0,0.0116187,0,0.0136191,0.00811605,0.0388788,0.0217826,0.0261091,0.0181227,0.00832625,0.00811139,0.00572054,0.0202545,0.00602313,0.00852915,0.0142776,0.0301913,0.00985192,0.0168694,0.0209442,0.00507791,0.00615282,0.00810258,0.00523872,0.00348363,0,0,0,0,0.00415202,0
146,0.00624732,0.00348491,0,0,0,0.0170255,0.0159436,0.00958599,0.00343284,0,0,0,0.0102603,0,0.0213647,0.0063623,0.0376157,0.0206783,0.0212096,0.0322176,0,0,0.00539635,0.00562234,0.0169344,0.0261217,0.0202494,0.0309091,0.0181833,0.0186517,0.0101897,0.027917,0,0.0163778,0,0.0102341,0.00299451,0.0147359,0.0135495,0.0106997,0.0112856,0.00671376,0,0,0.00921464,0,0.0136688,0.00679446,0.0390209,0.0217795,0.0262422,0.0179613,0.00812971,0.00872036,0.00589747,0.0203225,0.00607693,0.00846087,0.0141868,0.0301856,0.00986706,0.0167981,0.0211139,0.00455413,0.00534023,0.00729807,0.00478852,0.00382255,0,0,0,0,0.00427862,0
147,0.00590298,0.00348762,0,0,0,0.0101921,0.0159491,0.00451944,0.00341782,0,0,0,0.010725,0,0.0213637,0.00651619,0.0380215,0.0161794,0.0213529,0.0295873,0,0,0.00544997,0.00523725,0.0167234,0.0240906,0.0173588,0.0312308,0.0191403,0.0201788,0.012107,0.0245754,0,0.0205581,0,0.0104127,0.00305712,0.0134289,0.0132598,0.00886712,0.0110358,0.00556631,0,0,0.0104888,0,0.0137409,0.00720314,0.0392011,0.0224721,0.0260147,0.0149299,0.0076895,0.00816329,0.00606726,0.0202115,0.00427136,0.00799471,0.0146157,0.0303865,0.0100394,0.0174863,0.0213948,0.00454353,0.00496039,0.00714875,0.00472203,0.0032569,0,0,0,0,0.0043286,0
148,0.00577604,0.00320515,0,0,0,0.0194325,0.0159622,0.0157456,0.00333,0,0,0,0.0105073,0,0.0213089,0.00642137,0.0386281,0.0219024,0.0215583,0.0282495,0,0,0.00552608,0.00521356,0.0167084,0.0229731,0.0151812,0.031552,0.0206536,0.0225237,0.0161189,0.0220206,0,0.0295932,0,0.0103841,0.00283581,0.012911,0.013293,0.00886228,0.0110395,0.00559792,0,0,0.010276,0,0.0137255,0.00714827,0.0393791,0.0228127,0.0258794,0.0142882,0.00767501,0.00829123,0.00624226,0.0201966,0.00398754,0.00796831,0.0146366,0.0303036,0.010014,0.0175829,0.0212317,0.00451607,0.00485277,0.00702191,0.00444024,0.00365349,0,0,0,0,0.00424823,0
