Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73
9,0.0348286,0.0417665,0,0,0,0.0458274,0.0227246,0.0283227,0.0112797,0,0,0,0,0.024644,0,0.0167741,0.00996996,0.0366212,0.0236459,0.0213922,0.0252271,0,0,0.0471253,0.0358091,0.0138244,0.0310305,0.0203792,0.0338604,0.0152083,0.0259443,0.0166488,0.00774813,0,0.0457603,0,0.0130858,0.00486153,0.00755563,0.0234302,0.0151498,0.0074728,0.0207532,0.0112843,0,0,0.0387724,0,0.00983878,0.0220813,0.0364739,0.0286513,0.0310564,0.00740057,0.0512308,0.0389946,0.0271278,0.0135321,0.0267872,0.03186,0.0213898,0.00974002,0.0166114,0.0269387,0.0376872,0.0312861,0.0134215,0.00667003,0.046743,0.0170145,0,0,0,0
10,0.0350693,0.0418518,0,0,0,0.046485,0.0228563,0.0283101,0.0115233,0,0,0,0,0.0245714,0,0.0167072,0.00991808,0.0367288,0.0235934,0.0215571,0.0248134,0,0,0.0471983,0.0357109,0.0133539,0.0302833,0.0201957,0.0340509,0.0148747,0.0256349,0.0165797,0.00764967,0,0.0466637,0,0.0130736,0.0049864,0.00753332,0.0231697,0.0151652,0.00688506,0.0199853,0.0113009,0,0,0.0394673,0,0.00982596,0.0226245,0.0368645,0.0279346,0.0310953,0.00580357,0.0499242,0.0393281,0.0266961,0.0133211,0.0264972,0.0309932,0.0212227,0.0102801,0.0160764,0.0261257,0.0371759,0.0316745,0.0139508,0.00682397,0.046776,0.0170574,0,0,0,0
11,0.0352998,0.0418992,0,0,0,0.0468356,0.0228779,0.0282449,0.0119541,0,0,0,0,0.0245073,0,0.0166973,0.00992149,0.0367546,0.023237,0.021688,0.0243566,0,0,0.0472074,0.0354737,0.0131401,0.0296921,0.0201426,0.0342262,0.0146072,0.0254989,0.0164804,0.00750031,0,0.0472704,0,0.0130622,0.0049671,0.00752087,0.022207,0.015183,0.00617891,0.0192196,0.0111592,0,0,0.0400152,0,0.00982332,0.0230407,0.037154,0.0258168,0.0312379,0.00457095,0.0485983,0.0395553,0.0259141,0.0128234,0.0258677,0.0297283,0.0209163,0.0105954,0.0156126,0.0251527,0.0350623,0.0320515,0.0143775,0.00691351,0.0467672,0.0169456,0,0,0,0
12,0.035489,0.0419266,0,0,0,0.0471627,0.0227992,0.0279507,0.0124045,0,0,0,0,0.0244178,0,0.016743,0.00993816,0.0367086,0.0226346,0.0219118,0.0238563,0,0,0.0471863,0.0351592,0.0130564,0.0292862,0.0201503,0.0345408,0.0145212,0.0255925,0.0164426,0.00728919,0,0.0479313,0,0.0129922,0.00490375,0.00750347,0.0208326,0.0152361,0.0055598,0.0185024,0.0109287,0,0,0.0404826,0,0.00983948,0.0233593,0.0371766,0.0230428,0.0314035,0.00397204,0.0474477,0.0397215,0.0251283,0.0123937,0.0250401,0.0284442,0.020747,0.0107383,0.0151547,0.0241714,0.0322757,0.0323733,0.014608,0.00698576,0.0466598,0.0167198,0,0,0,0
13,0.0356003,0.0419243,0,0,0,0.0475675,0.0226987,0.0274862,0.0127912,0,0,0,0,0.0242143,0,0.0167739,0.00989255,0.0365673,0.0219065,0.0222426,0.0232696,0,0,0.0471336,0.0347875,0.0129803,0.0289184,0.0201208,0.0349898,0.0144898,0.0257798,0.016526,0.00704329,0,0.0487404,0,0.0128455,0.00484433,0.00744959,0.0193305,0.015318,0.00509194,0.017809,0.0106286,0,0,0.040871,0,0.00987247,0.0235801,0.0369805,0.0205909,0.0315868,0.00421735,0.0465012,0.0397851,0.0244356,0.0119609,0.0242868,0.0274805,0.0205317,0.010896,0.0146893,0.0232216,0.029436,0.0325947,0.0146917,0.00707366,0.0464525,0.0164791,0,0,0,0
14,0.0356249,0.0418832,0,0,0,0.0481148,0.0226243,0.0270209,0.0131484,0,0,0,0,0.0239612,0,0.0167784,0.00981858,0.0363553,0.0212488,0.022616,0.0225443,0,0,0.047107,0.034442,0.0129392,0.0282787,0.0199768,0.0354893,0.0143547,0.0258864,0.0166015,0.00681465,0,0.0497269,0,0.0126684,0.00481898,0.00738939,0.0178461,0.0154207,0.00489102,0.0170956,0.0102471,0,0,0.0411306,0,0.00992465,0.0236821,0.0366848,0.0187621,0.0317529,0.005137,0.045778,0.0397326,0.0238657,0.0115434,0.0237723,0.0268003,0.0200485,0.0111127,0.0144714,0.0222984,0.0270654,0.0326898,0.0146321,0.00713776,0.0461785,0.0163004,0,0,0,0
15,0.0355766,0.0418352,0,0,0,0.0487727,0.0225826,0.0269128,0.0135229,0,0,0,0,0.0237485,0,0.0167632,0.00975487,0.0361791,0.0208018,0.0229338,0.0215987,0,0,0.0472702,0.0341903,0.0128919,0.027654,0.0196442,0.0359416,0.014089,0.0257096,0.016593,0.0066493,0,0.0507676,0,0.0125218,0.00481865,0.00734275,0.0169171,0.0153816,0.00502051,0.0162917,0.00980868,0,0,0.0412032,0,0.00989921,0.0236124,0.0363446,0.0174,0.03179,0.00636848,0.0453356,0.0395832,0.023421,0.0114517,0.0233239,0.0262313,0.0194789,0.0111908,0.014518,0.0213892,0.0252966,0.0327216,0.0145438,0.00708018,0.045895,0.0162148,0,0,0,0
16,0.0355091,0.0418442,0,0,0,0.0495884,0.022551,0.0271284,0.0139331,0,0,0,0,0.0236359,0,0.016745,0.00970696,0.0360776,0.0207176,0.0231788,0.0206155,0,0,0.047759,0.0340286,0.0127623,0.0269943,0.0192365,0.0362982,0.0137314,0.0252746,0.0165181,0.0065111,0,0.0518502,0,0.0125117,0.00478071,0.00731113,0.0161557,0.0153777,0.00523726,0.0154187,0.00946835,0,0,0.0412922,0,0.00987881,0.0235626,0.0360528,0.0166431,0.0317304,0.00738797,0.0452357,0.0394745,0.022984,0.011573,0.0229868,0.0257194,0.0188773,0.011129,0.0144797,0.0203434,0.0241216,0.032803,0.0143418,0.0070186,0.0457321,0.0162267,0,0,0,0
17,0.0354247,0.0418291,0,0,0,0.0502951,0.0225721,0.0272194,0.0143409,0,0,0,0,0.0235492,0,0.0167293,0.00974373,0.0360234,0.0208162,0.0233115,0.0195924,0,0,0.048354,0.0339133,0.0125073,0.0260999,0.0187293,0.0365313,0.013261,0.024621,0.0164117,0.00642086,0,0.0527242,0,0.0126014,0.00477171,0.00731705,0.0154976,0.015394,0.00557393,0.0143894,0.00930065,0,0,0.0413436,0,0.00987786,0.0235008,0.0357854,0.0162566,0.0315639,0.00814462,0.0453217,0.0394101,0.0224537,0.0119448,0.022597,0.0251394,0.0186101,0.0107885,0.0146961,0.0196359,0.0231055,0.0328155,0.0140231,0.00699943,0.0456034,0.0162674,0,0,0,0
18,0.0353326,0.0418182,0,0,0,0.0509389,0.0226307,0.0273796,0.0147802,0,0,0,0,0.0236064,0,0.0167532,0.00989197,0.0359883,0.0210441,0.0233854,0.0187355,0,0,0.049061,0.0338853,0.0122483,0.0252628,0.0182558,0.0367527,0.0128235,0.0240226,0.0163435,0.00631569,0,0.0535141,0,0.0127589,0.00477416,0.00735064,0.015013,0.0154173,0.0058833,0.0133222,0.00922372,0,0,0.0414584,0,0.00989155,0.0235046,0.0355024,0.0161875,0.0313496,0.0085397,0.0455961,0.0393922,0.0218728,0.0123298,0.0221994,0.0245526,0.0184244,0.0103686,0.0150932,0.0193051,0.0224362,0.0328791,0.0138496,0.00697927,0.0455326,0.0163387,0,0,0,0
19,0.0352468,0.0417074,0,0,0,0.0514726,0.0226963,0.0275394,0.0151974,0,0,0,0,0.0236812,0,0.0167516,0.0100362,0.0359386,0.0211384,0.0235934,0.0180242,0,0,0.0497089,0.0337079,0.0120481,0.0244929,0.017864,0.0370524,0.012492,0.0235471,0.016319,0.00621376,0,0.0542025,0,0.0127858,0.0048165,0.00741362,0.0146512,0.0154113,0.00627406,0.0123133,0.00921973,0,0,0.0415117,0,0.00990012,0.0234262,0.0353231,0.0163223,0.0312018,0.00873773,0.0458356,0.0394372,0.0212567,0.0126306,0.0217265,0.0239772,0.0182279,0.00993198,0.0155641,0.0190455,0.0219309,0.0329405,0.0136304,0.00693125,0.0453969,0.0163809,0,0,0,0
20,0.0351967,0.0415706,0,0,0,0.0519531,0.0227415,0.0276494,0.0157187,0,0,0,0,0.0238286,0,0.0167296,0.010137,0.0358703,0.021143,0.023785,0.0175449,0,0,0.0502801,0.0334084,0.0119168,0.0238376,0.0176054,0.0374282,0.0123031,0.0233602,0.016349,0.00607358,0,0.0548824,0,0.0127678,0.00486189,0.00749513,0.0145072,0.0153763,0.0067566,0.0115351,0.0092404,0,0,0.0414605,0,0.00990555,0.023264,0.0352581,0.0165139,0.0311167,0.00878048,0.0459268,0.0394741,0.0206752,0.0129561,0.0210961,0.0234613,0.0181626,0.00955029,0.0160331,0.0189543,0.0216465,0.0329761,0.0133453,0.00685782,0.0452501,0.0164222,0,0,0,0
21,0.035194,0.0414574,0,0,0,0.0523508,0.0227788,0.0277369,0.016284,0,0,0,0,0.0239194,0,0.0166977,0.0102096,0.035728,0.0211137,0.0238508,0.0172293,0,0,0.0507368,0.0331127,0.0118541,0.0232691,0.0174635,0.0378249,0.0122078,0.023367,0.0164042,0.0059149,0,0.0554808,0,0.012666,0.00488282,0.00754608,0.0145917,0.0153613,0.00744366,0.0111599,0.00923351,0,0,0.0414092,0,0.00990823,0.0231059,0.0352709,0.0171004,0.0310195,0.00880124,0.0458384,0.0394995,0.0201448,0.0132188,0.0204918,0.0229,0.0182591,0.00939779,0.0164688,0.0191663,0.0217858,0.0330567,0.012996,0.00678773,0.0451833,0.0164973,0,0,0,0
22,0.0352334,0.0413585,0,0,0,0.0523729,0.0228153,0.0277959,0.0168322,0,0,0,0,0.0238539,0,0.0166706,0.0102235,0.0354816,0.0212676,0.0243475,0.0170357,0,0,0.0507828,0.0326915,0.0117864,0.0229171,0.0173117,0.0377916,0.0120726,0.0232673,0.0163243,0.00594235,0,0.0555098,0,0.0125715,0.00489238,0.00757081,0.0146516,0.0153387,0.00856393,0.0107332,0.00916855,0,0,0.041323,0,0.00993381,0.0229264,0.035549,0.0181168,0.0308126,0.00907107,0.0453117,0.0394987,0.019516,0.0135417,0.01966,0.0221096,0.0184382,0.00952655,0.016944,0.0195172,0.0221395,0.0330571,0.0127213,0.00673588,0.0450929,0.0165851,0,0,0,0
23,0.0352095,0.0412248,0,0,0,0.0525606,0.0228307,0.0279936,0.0172814,0,0,0,0,0.023672,0,0.0166472,0.0101498,0.0352852,0.0216089,0.024992,0.0168326,0,0,0.0504959,0.0321962,0.0117147,0.0227112,0.0171642,0.037684,0.0118695,0.0231118,0.0162501,0.00601515,0,0.0556253,0,0.012516,0.00492059,0.0075842,0.0148123,0.015297,0.0100298,0.0104743,0.0089487,0,0,0.0412008,0,0.00994192,0.0227242,0.0357957,0.0194748,0.0306042,0.00960049,0.0444344,0.0393332,0.0188056,0.013865,0.0188017,0.0212226,0.0186487,0.00980002,0.0172777,0.0199322,0.0227787,0.0330202,0.0124861,0.00667409,0.0449672,0.0167307,0,0,0,0
24,0.03511,0.0410881,0,0,0,0.0528882,0.0228164,0.0283373,0.0177107,0,0,0,0,0.0235564,0,0.0165949,0.0100317,0.0351015,0.022147,0.0256803,0.0166008,0,0,0.049945,0.0316831,0.0116091,0.0225529,0.0170454,0.0375969,0.0115779,0.0228528,0.0161604,0.00612541,0,0.0557998,0,0.0124299,0.0049115,0.00759124,0.0153564,0.0152698,0.0118181,0.0103232,0.00861011,0,0,0.0410497,0,0.00995574,0.0225161,0.0359461,0.0211384,0.0304526,0.0102711,0.0432801,0.0390506,0.0180878,0.0142733,0.0180264,0.0203516,0.0189462,0.0102321,0.0176023,0.0206143,0.0237631,0.0329495,0.012173,0.0066235,0.0447575,0.0168473,0,0,0,0
25,0.0348507,0.0409612,0,0,0,0.0539371,0.0228059,0.0288588,0.0182526,0,0,0,0,0.0234467,0,0.0165144,0.00995601,0.0348425,0.0224345,0.0254013,0.0162562,0,0,0.0496983,0.0312956,0.0118697,0.0225298,0.0171548,0.0385091,0.0115646,0.022769,0.0163921,0.00583969,0,0.0571624,0,0.0122159,0.00490171,0.00761666,0.0167553,0.0152667,0.0135766,0.0109795,0.0081815,0,0,0.0409311,0,0.00994621,0.0223391,0.0355396,0.0227963,0.0305965,0.0105233,0.0425843,0.0385963,0.0176614,0.0148142,0.0174958,0.019881,0.01926,0.0107664,0.0177551,0.0215116,0.0253577,0.0328759,0.0118125,0.0065992,0.0443764,0.0169938,0,0,0,0
26,0.0347538,0.0409115,0,0,0,0.054188,0.0227456,0.0291973,0.0187459,0,0,0,0,0.0232507,0,0.0164585,0.00982631,0.0345667,0.0228314,0.0264117,0.0159411,0,0,0.0489093,0.030914,0.0117785,0.022421,0.016882,0.0383401,0.0111814,0.0224012,0.0161967,0.00600058,0,0.0573968,0,0.0119435,0.00484226,0.00757677,0.0182292,0.0152389,0.0157147,0.0105958,0.00777185,0,0,0.0409207,0,0.00996727,0.022203,0.0357798,0.0250235,0.0305248,0.0113763,0.0413691,0.0383615,0.0170313,0.0154618,0.0169302,0.0191395,0.0197089,0.0114181,0.018012,0.0226529,0.0270213,0.0328407,0.0115095,0.00659742,0.0441262,0.0170031,0,0,0,0
27,0.0345654,0.0407695,0,0,0,0.0545144,0.0226779,0.0295861,0.0191465,0,0,0,0,0.0229846,0,0.0163823,0.00964613,0.034461,0.0231989,0.0273288,0.0155513,0,0,0.0480597,0.0305666,0.0115738,0.0221869,0.0166657,0.0381133,0.0107737,0.0220143,0.0160246,0.00616684,0,0.0576723,0,0.0117185,0.00476439,0.00750889,0.01992,0.0152107,0.0179835,0.00997759,0.00726887,0,0,0.0407945,0,0.00998398,0.0220311,0.0359778,0.0276214,0.0304617,0.0122659,0.0400397,0.0379397,0.0165333,0.016204,0.0163801,0.0184302,0.0203376,0.0119979,0.0184046,0.0238927,0.0291709,0.0327376,0.011349,0.00660823,0.0438054,0.0168827,0,0,0,0
28,0.0342854,0.0406133,0,0,0,0.0550921,0.0226273,0.0299924,0.019561,0,0,0,0,0.0227676,0,0.0162914,0.00949797,0.0342288,0.0234584,0.027629,0.0150145,0,0,0.0476572,0.0303084,0.0115426,0.0219228,0.0166534,0.0383882,0.0105375,0.021766,0.0160351,0.00611119,0,0.0583125,0,0.0115467,0.0047209,0.0074579,0.0215095,0.0151703,0.0199378,0.00956567,0.00676187,0,0,0.0406116,0,0.00997927,0.0219154,0.0361027,0.0297968,0.0304408,0.01281,0.0391167,0.0374055,0.016275,0.0169091,0.0160426,0.0179549,0.0208591,0.0124205,0.0188297,0.0249327,0.0315691,0.0326723,0.0112504,0.00660721,0.0435042,0.0167469,0,0,0,0
29,0.0339762,0.0405032,0,0,0,0.0555317,0.0226015,0.0303326,0.0200079,0,0,0,0,0.0226335,0,0.0162281,0.00936112,0.0339531,0.0236744,0.0279112,0.0143612,0,0,0.0477394,0.0300683,0.0115224,0.0215185,0.0166146,0.0387464,0.0103523,0.0215359,0.0160823,0.0060279,0,0.0589019,0,0.0114144,0.00469318,0.00742642,0.0228856,0.0151401,0.0216036,0.00916709,0.00630237,0,0,0.040555,0,0.00993536,0.0219246,0.0363997,0.0316224,0.0303716,0.0132253,0.0385567,0.0369149,0.0162495,0.0176745,0.0159164,0.0175848,0.0212395,0.012846,0.0192014,0.0257056,0.033871,0.0326703,0.0112311,0.0066451,0.0432149,0.0166516,0,0,0,0
30,0.0337076,0.0403917,0,0,0,0.0561704,0.0225677,0.0306832,0.0205304,0,0,0,0,0.022552,0,0.0162008,0.0092868,0.0339708,0.0240142,0.0282796,0.0138886,0,0,0.0480665,0.0298073,0.0115111,0.0211907,0.0165471,0.0390047,0.0102473,0.0214299,0.0161688,0.00592494,0,0.0597457,0,0.0112598,0.0046417,0.00743126,0.0240729,0.015118,0.0231938,0.00879047,0.00595265,0,0,0.0405302,0,0.0099098,0.0219624,0.0369199,0.0339541,0.0302785,0.0135131,0.0382718,0.0365058,0.0162668,0.0183369,0.0159099,0.0171726,0.021488,0.0133379,0.0194242,0.026195,0.0357349,0.0326889,0.0112742,0.00669557,0.0429504,0.0163815,0,0,0,0
31,0.0334544,0.0402042,0,0,0,0.0569773,0.0225271,0.0310731,0.0211079,0,0,0,0,0.0225021,0,0.0162072,0.00925087,0.0341694,0.0244359,0.0287124,0.0135794,0,0,0.0485711,0.0295774,0.011517,0.0209335,0.0164689,0.0392139,0.0102003,0.0214184,0.0162491,0.00582303,0,0.0607606,0,0.011094,0.0045843,0.00746546,0.0252888,0.0150951,0.0246729,0.00859291,0.00564661,0,0,0.040382,0,0.00990325,0.0218693,0.0374979,0.0360655,0.0302933,0.0136763,0.0382129,0.0360907,0.0163198,0.0188229,0.0160845,0.0167945,0.0215838,0.0140952,0.0193637,0.0264601,0.0373207,0.0326953,0.0112502,0.00669784,0.0426665,0.0158561,0,0,0,0
32,0.0332418,0.040001,0,0,0,0.0576231,0.0225184,0.0314506,0.0216015,0,0,0,0,0.0224007,0,0.0162157,0.00919903,0.0341749,0.0248756,0.0290307,0.0131761,0,0,0.0491862,0.0293267,0.0115084,0.0205968,0.0163903,0.0394888,0.0101475,0.0212853,0.0162774,0.0057505,0,0.0615337,0,0.0110233,0.00459164,0.00748451,0.026622,0.015101,0.0261664,0.00868803,0.00537503,0,0,0.0401633,0,0.00989662,0.0217285,0.0379197,0.0377331,0.0304281,0.0135563,0.0383013,0.0356692,0.0164709,0.0191615,0.01656,0.0165369,0.0213344,0.0152073,0.018875,0.0265972,0.0389914,0.0326981,0.0112049,0.00665705,0.0423888,0.0156313,0,0,0,0
33,0.0330985,0.0397337,0,0,0,0.0562935,0.0224581,0.0290927,0.0220359,0,0,0,0,0.0222412,0,0.0162084,0.00913299,0.0341713,0.0223269,0.0293321,0.0139129,0,0,0.049616,0.0290289,0.0119321,0.0211392,0.0174431,0.0401177,0.00904513,0.0203367,0.0140338,0.00806679,0,0.0612799,0,0.0109269,0.00459571,0.00744049,0.0283325,0.0150697,0.0280983,0.00882529,0.00509225,0,0,0.0398557,0,0.00990284,0.0215554,0.0381737,0.0393278,0.0306833,0.013628,0.0382016,0.0352228,0.0167253,0.0193989,0.0171627,0.0163284,0.0207177,0.0167261,0.0179931,0.026217,0.0408403,0.0325155,0.0112616,0.0065957,0.0420605,0.015812,0,0,0,0
34,0.0328308,0.0393407,0,0,0,0.0536219,0.0224059,0.0246816,0.0226303,0,0,0,0,0.0220241,0,0.016219,0.00904219,0.0341933,0.0177057,0.029655,0.0159714,0,0,0.0497621,0.0286209,0.0129172,0.0225142,0.019574,0.041112,0.00823735,0.0193158,0.0102643,0.0127532,0,0.0605806,0,0.0107579,0.00459007,0.0073456,0.0299449,0.0150649,0.0299385,0.00907806,0.0046997,0,0,0.0394331,0,0.00989193,0.0213578,0.0382603,0.0402545,0.0310398,0.0133874,0.0379652,0.0345925,0.0171185,0.0195733,0.0179637,0.0163639,0.0195722,0.0186899,0.0165233,0.025216,0.0422232,0.0321648,0.0114499,0.00660971,0.0416207,0.0157762,0,0,0,0
