Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LBL,LBR
30,0.00445831,0.0038771,0,0,0,0.0282484,0.0175978,0.0240731,0.0107293,0,0,0.00989081,0,0.0221517,0.00734718,0.0379985,0.0354266,0.0171049,0.0411987,0,0,0.00751822,0.00534905,0.0261386,0.0384916,0.0280913,0.0227747,0.0226052,0.0177833,0.0120456,0.0240265,0,0.030747,0,0.00752599,0.00389134,0.00486989,0.0127558,0.0135607,0.0120345,0.0132257,0.00349255,0,0,0.00416122,0,0.0143015,0.00575226,0.0342577,0.0290814,0.0316685,0.0130815,0.0116731,0.00709778,0.0105492,0.0284846,0.00987332,0.0111703,0.0148199,0.0263348,0.00695911,0.0203038,0.0200769,0.00401998,0.00347397,0.00820536,0.00942169,0.00543337,0,0,0,0,0,0
31,0.00449436,0.00388972,0,0,0,0.0239289,0.017475,0.0218935,0.0110949,0,0,0.00992905,0,0.0222113,0.00742191,0.0389737,0.0332025,0.0174003,0.0403309,0,0,0.00780146,0.00526124,0.0265495,0.0399184,0.0273913,0.0221649,0.0225807,0.0189085,0.0125522,0.023621,0,0.0253416,0,0.00760676,0.00393409,0.00486432,0.0130111,0.0136467,0.0118659,0.0137078,0.00342534,0,0,0.00388005,0,0.0142733,0.00570226,0.0346276,0.0291628,0.0313069,0.0134997,0.0121161,0.0070207,0.0102156,0.0283911,0.00965598,0.0109501,0.0151024,0.0261954,0.00718431,0.0205857,0.0208981,0.0041633,0.00362751,0.00838163,0.00924354,0.00526978,0,0,0,0,0,0
32,0.00448976,0.00364951,0,0,0,0.0193633,0.0173819,0.0197382,0.0111369,0,0,0.00970525,0,0.0222764,0.00719599,0.039928,0.0308285,0.0178011,0.0388525,0,0,0.00787198,0.00500997,0.0265789,0.0405723,0.0261888,0.0217148,0.0222578,0.0194454,0.0127227,0.0235398,0,0.0199185,0,0.00750881,0.00403465,0.00465809,0.0134186,0.0138017,0.0116533,0.013933,0.0034465,0,0,0.00416103,0,0.0142834,0.00589742,0.0349809,0.0290651,0.031026,0.0135181,0.0121258,0.007008,0.00996142,0.0283548,0.00954315,0.0108766,0.0153774,0.0261785,0.00732953,0.020874,0.0214306,0.00431754,0.00367722,0.00872156,0.0087863,0.00523533,0,0,0,0,0,0
33,0.00476525,0.00353012,0,0,0,0.0142353,0.0173605,0.0171719,0.0109135,0,0,0.00950589,0,0.0223045,0.00700867,0.0407356,0.0285829,0.0183862,0.0367714,0,0,0.00791023,0.00486,0.0262217,0.0402872,0.0243651,0.021515,0.0218759,0.0196162,0.01245,0.0239398,0,0.0133867,0,0.00735371,0.00399335,0.00452715,0.0136767,0.0138036,0.0114374,0.0142293,0.0036477,0,0,0.00458516,0,0.0142589,0.00612353,0.0353808,0.0289316,0.0307757,0.013718,0.0122036,0.00715823,0.00971745,0.0282818,0.00939804,0.0107457,0.0156365,0.0261257,0.00742733,0.0211166,0.0220063,0.0043982,0.00363236,0.00893441,0.00859071,0.00527662,0,0,0,0,0,0
34,0.0043003,0.00329661,0,0,0,0.0100745,0.0173287,0.0141289,0.010537,0,0,0.00873959,0,0.0221949,0.00646379,0.041304,0.0256154,0.0191536,0.0335293,0,0,0.00759199,0.0041428,0.0251139,0.0385272,0.0216516,0.0215867,0.0211328,0.019086,0.0118558,0.0247053,0,0.00798084,0,0.00707812,0.00398269,0.00419909,0.0132781,0.0140602,0.0111251,0.0142359,0.00347853,0,0,0.003456,0,0.0142746,0.0055341,0.0357731,0.0289398,0.0305085,0.0134745,0.0118071,0.00633143,0.0096224,0.0282085,0.00939115,0.0108543,0.0158944,0.0260801,0.00759021,0.0213935,0.0224123,0.00437126,0.00345783,0.00879876,0.00781623,0.00539287,0,0,0,0,0,0
35,0.00562165,0.00304696,0,0,0,0.010465,0.0172505,0.0110194,0.00988125,0,0,0.00864832,0,0.02238,0.00648931,0.0415074,0.0214678,0.0199471,0.0290963,0,0,0.00715747,0.00457879,0.0229794,0.0351151,0.0180339,0.0219058,0.019697,0.0179468,0.0111143,0.0254987,0,0.00959443,0,0.00664167,0.00391428,0.00419123,0.0137937,0.0135311,0.0109594,0.0142834,0.00448986,0,0,0.00665293,0,0.0143398,0.00715017,0.0361908,0.0286906,0.0302603,0.0135978,0.0114907,0.0083664,0.00947682,0.0281067,0.00925867,0.0109103,0.0160829,0.0260097,0.00766977,0.0215315,0.0228973,0.00447071,0.00385657,0.00936499,0.0080763,0.00563155,0,0,0,0,0,0
36,0.00589233,0.00265488,0,0,0,0.0155497,0.017229,0.00923784,0.00892263,0,0,0.00796347,0,0.022469,0.00593081,0.0412605,0.0166134,0.0206779,0.0237206,0,0,0.00645088,0.00420364,0.0198574,0.0299704,0.0136021,0.0225691,0.0174678,0.0162867,0.0103527,0.0260903,0,0.0164776,0,0.00620412,0.00391494,0.00384765,0.0139859,0.0134947,0.010642,0.0142693,0.00472186,0,0,0.00668486,0,0.0143062,0.00719719,0.036588,0.0285009,0.0300956,0.0133235,0.0107314,0.00837729,0.00946563,0.0280729,0.00926796,0.0111593,0.0162052,0.0261119,0.00771083,0.0215335,0.0230813,0.00453474,0.00388059,0.00946626,0.00758534,0.00586216,0,0,0,0,0,0
37,0.00615341,0.00225606,0,0,0,0.0211128,0.0170289,0.0104911,0.00782057,0,0,0.00712334,0,0.0224817,0.00508151,0.0404434,0.0131591,0.0214737,0.0174936,0,0,0.00568091,0.00393923,0.0157991,0.0228973,0.00864677,0.0235955,0.0144208,0.0139271,0.00978198,0.0263869,0,0.0228608,0,0.00570286,0.00391686,0.0033763,0.0139766,0.0136236,0.0102164,0.01426,0.00500842,0,0,0.00676897,0,0.0143805,0.00728259,0.0369893,0.0279743,0.0300066,0.0129402,0.00974381,0.00846964,0.0095508,0.0281854,0.00933133,0.0113638,0.0160763,0.0263336,0.00763048,0.0212414,0.0230455,0.00464083,0.00379799,0.00966748,0.00698935,0.00606937,0,0,0,0,0,0
38,0.00638293,0.00182712,0,0,0,0.0245952,0.0168535,0.0140988,0.00664588,0,0,0.00633283,0,0.0223936,0.00438058,0.0390356,0.0161577,0.022364,0.0105562,0,0,0.00512101,0.00373972,0.0114407,0.0141471,0.00477322,0.0251004,0.0107039,0.0107813,0.00952807,0.0266901,0,0.0262844,0,0.00521011,0.00388907,0.00292729,0.0137223,0.0137084,0.00966383,0.0141605,0.00527415,0,0,0.00671759,0,0.0144261,0.00736944,0.0373799,0.0272132,0.0299828,0.0125487,0.00864837,0.00860847,0.00967707,0.0283527,0.00943708,0.0115084,0.0157307,0.0266003,0.00749028,0.0207855,0.0230414,0.00477107,0.00376714,0.00976883,0.00632177,0.0062319,0,0,0,0,0,0
39,0.00656971,0.00161797,0,0,0,0.0253229,0.0168386,0.0175986,0.00549005,0,0,0.0056825,0,0.0222784,0.00375157,0.0374863,0.0235698,0.0231361,0.00404551,0,0,0.0050668,0.00363025,0.00876031,0.00543549,0.00605888,0.0266698,0.00688316,0.00722222,0.00969889,0.0273295,0,0.0263146,0,0.00470965,0.00385633,0.00238314,0.0137143,0.0137055,0.00901659,0.0140799,0.00548307,0,0,0.0065944,0,0.0144269,0.00736989,0.0377374,0.0266574,0.0299845,0.0121972,0.00764456,0.00869559,0.00984417,0.0283358,0.00953961,0.0116817,0.0153836,0.0268138,0.007302,0.0204473,0.0233427,0.00485877,0.00376356,0.00967498,0.00569412,0.0063417,0,0,0,0,0,0
40,0.00668264,0.00176898,0,0,0,0.0234972,0.0168322,0.0193661,0.00472466,0,0,0.00511122,0,0.0221847,0.0032043,0.0363192,0.0297933,0.0238528,0.00499794,0,0,0.00541718,0.00363183,0.00971474,0.0056506,0.00928072,0.0278243,0.00414301,0.0041847,0.0102144,0.0283852,0,0.0236711,0,0.00430228,0.003943,0.00170821,0.0139212,0.0138432,0.0085682,0.0140555,0.00560686,0,0,0.00638944,0,0.014486,0.00728925,0.0380705,0.0263609,0.02992,0.0118831,0.00698915,0.00873437,0.0100487,0.0282048,0.00961269,0.0119133,0.0150916,0.0270044,0.00723361,0.0199767,0.0236985,0.00486587,0.00371576,0.00958657,0.00511819,0.00635408,0,0,0,0,0,0
41,0.0070192,0.00196831,0,0,0,0.0226509,0.0167109,0.019735,0.00425727,0,0,0.00463128,0,0.022133,0.00282995,0.0360536,0.0320233,0.0243017,0.0101797,0,0,0.00579536,0.00397826,0.0119004,0.0111803,0.0112734,0.0284751,0.00481387,0.00417724,0.0106456,0.0291347,0,0.0212584,0,0.00401971,0.00402933,0.000962584,0.0142526,0.0137251,0.00841591,0.0141062,0.0059303,0,0,0.00697308,0,0.0144862,0.00765279,0.0383388,0.0262933,0.0298342,0.0115232,0.00663045,0.00946079,0.0102662,0.0281042,0.00965516,0.0121343,0.0148653,0.0271146,0.0072726,0.0195852,0.024089,0.00491573,0.00368781,0.00951986,0.00476882,0.0063555,0,0,0,0,0,0
42,0.00745664,0.00209973,0,0,0,0.021408,0.0165996,0.0199447,0.00393059,0,0,0.00431012,0,0.0220284,0.00255452,0.0363194,0.0320981,0.0245706,0.0151467,0,0,0.00602835,0.00434851,0.0137607,0.0156183,0.0122904,0.0286227,0.00681658,0.00584775,0.010784,0.0291446,0,0.0198318,0,0.003951,0.00410062,0.000172294,0.0148127,0.0136634,0.00851776,0.0142071,0.00623637,0,0,0.00703464,0,0.0144677,0.00772708,0.0386206,0.0263131,0.0296478,0.0112007,0.00657453,0.0100292,0.0104273,0.0279921,0.00966677,0.0122407,0.0147485,0.0270612,0.00729168,0.0195288,0.0248273,0.00503526,0.00368935,0.00932346,0.00447887,0.00637104,0,0,0,0,0,0
43,0.00604523,0.00322454,0,0,0,0.0264279,0.0167427,0.0228721,0.00363472,0,0,0.002277,0,0.0215156,0.000744942,0.0370214,0.0330668,0.0247365,0.0151289,0,0,0.00658757,0.00404342,0.0139277,0.015681,0.0118746,0.0290122,0.00867178,0.00976074,0.0117224,0.0255841,0,0.0276904,0,0.00322222,0.00346504,0.000386312,0.0161328,0.0141468,0.00982599,0.0138466,0.00466525,0,0,0.00481332,0,0.0143247,0.00635816,0.0388306,0.0272553,0.0292803,0.0101514,0.00635234,0.00890032,0.0106484,0.0279593,0.0100797,0.0127919,0.0153021,0.026921,0.00754453,0.020496,0.0258886,0.00502654,0.00342614,0.00888882,0.00288754,0.00541269,0,0,0,0,0,0
44,0.00655251,0.00402058,0,0,0,0.0310395,0.0168866,0.0265553,0.00342827,0,0,0.0034855,0,0.0214287,0.00163431,0.0374091,0.0360276,0.0248363,0.0154916,0,0,0.00747745,0.00456069,0.0140907,0.0159202,0.0120458,0.0291829,0.00986315,0.0116651,0.0132643,0.0234242,0,0.0318496,0,0.00337057,0.00292158,0.000755206,0.0179657,0.0144955,0.0118597,0.0132765,0.005188,0,0,0.00480137,0,0.01426,0.00611092,0.0390018,0.0285606,0.0289434,0.00955413,0.00597705,0.0105941,0.0107871,0.027976,0.010747,0.0133575,0.0158975,0.0266055,0.00787164,0.0213226,0.0269583,0.00571147,0.00308418,0.00886432,0.00245503,0.00537577,0,0,0,0,0,0
45,0.00668028,0.00405483,0,0,0,0.0314976,0.0168487,0.0280019,0.00351526,0,0,0.00327573,0,0.0213699,0.00158823,0.0374461,0.0381189,0.0248908,0.0161436,0,0,0.00747512,0.00450756,0.0142711,0.0160487,0.0121597,0.029448,0.0106938,0.0123393,0.014056,0.0224435,0,0.0340363,0,0.00347342,0.003147,0.000400906,0.0170373,0.0143953,0.0117383,0.0136133,0.00497969,0,0,0.00492708,0,0.0143101,0.00629761,0.0392243,0.0287751,0.0287938,0.00970982,0.00632095,0.010318,0.0105318,0.0277704,0.0106047,0.0127965,0.015409,0.0260129,0.00770636,0.0207364,0.0264906,0.00553776,0.00322767,0.00876157,0.00242925,0.00540886,0,0,0,0,0,0
46,0.0067767,0.0039707,0,0,0,0.0284718,0.0167969,0.0256634,0.00372265,0,0,0.00307771,0,0.0213737,0.00155829,0.0371663,0.0357425,0.0249866,0.0163626,0,0,0.00743367,0.00444465,0.0142561,0.0157692,0.0117959,0.0293661,0.0103277,0.011417,0.0130039,0.023157,0,0.0309726,0,0.00358346,0.00327063,0.000771283,0.0165017,0.0143482,0.0124178,0.0138496,0.00487903,0,0,0.00506817,0,0.0144168,0.00641746,0.039352,0.0294764,0.0284994,0.00977965,0.00666593,0.0102534,0.0103716,0.0276382,0.0105552,0.0124004,0.0151112,0.0253396,0.00777374,0.0205184,0.0262017,0.00542104,0.00333534,0.00872171,0.00261139,0.00545927,0,0,0,0,0,0
47,0.00681718,0.00396131,0,0,0,0.024049,0.0168192,0.0214243,0.00393432,0,0,0.00288653,0,0.0213709,0.00161405,0.0367187,0.0306245,0.0252262,0.0163283,0,0,0.00738824,0.00435098,0.0140947,0.0153117,0.0112261,0.0287412,0.00913764,0.00911523,0.0110469,0.0252251,0,0.025428,0,0.00357276,0.00335784,0.00111353,0.0160669,0.0143009,0.0136,0.0139564,0.00485271,0,0,0.00522308,0,0.0145086,0.00646621,0.0394134,0.0303891,0.0281444,0.00984145,0.00697962,0.0102828,0.0101791,0.0275835,0.0103514,0.0120627,0.0149009,0.0246253,0.00800315,0.0205233,0.0258085,0.00529754,0.0033595,0.00864174,0.00292468,0.00556761,0,0,0,0,0,0
48,0.00834641,0.00320705,0,0,0,0.0207271,0.016785,0.0187216,0.00433885,0,0,0.00223239,0,0.0215264,0.000841831,0.0360872,0.0263602,0.0257889,0.016393,0,0,0.00711538,0.00503078,0.0135042,0.0147248,0.0106921,0.0276032,0.00741767,0.00583761,0.00994041,0.027917,0,0.0223656,0,0.00351559,0.00363416,0.00135332,0.0163199,0.013998,0.0168291,0.013859,0.00657529,0,0,0.00727552,0,0.0146222,0.0075976,0.0395098,0.0331727,0.0274156,0.0102236,0.00728095,0.0120794,0.00998864,0.0275935,0.0103956,0.0122423,0.0158838,0.0236351,0.00918382,0.0219639,0.0259143,0.00553058,0.00344906,0.00884466,0.00411624,0.00681624,0,0,0,0,0,0
49,0.00729688,0.00390999,0,0,0,0.0200086,0.0167793,0.0176489,0.0045594,0,0,0.00243858,0,0.0214711,0.00107314,0.0358731,0.0243882,0.0259621,0.0157316,0,0,0.00709811,0.00437816,0.0129356,0.0143848,0.0105324,0.0263706,0.00603031,0.0036382,0.0101963,0.0294887,0,0.0211268,0,0.00346737,0.00344249,0.00114658,0.0154516,0.0142339,0.0173481,0.0138989,0.00534248,0,0,0.00638872,0,0.0146774,0.00699931,0.0394836,0.0330134,0.0271175,0.0102921,0.00755152,0.0110326,0.00949846,0.0276548,0.00989809,0.0113333,0.0151283,0.0228086,0.00928977,0.0209802,0.0247601,0.00534567,0.00323362,0.00860286,0.00377684,0.00599685,0,0,0,0,0,0
50,0.00748906,0.00383655,0,0,0,0.0201679,0.0169297,0.0166646,0.00465722,0,0,0.0021349,0,0.0214954,0.000920737,0.035668,0.0229357,0.0260519,0.0137417,0,0,0.00696313,0.00432098,0.0121065,0.0133306,0.0102559,0.0252944,0.00508697,0.00300301,0.00987999,0.029383,0,0.0216583,0,0.00318238,0.00352668,0.00122228,0.0151727,0.014194,0.0184681,0.0137085,0.00557458,0,0,0.00720698,0,0.0147173,0.00736577,0.039496,0.0331017,0.0267456,0.0105199,0.00767746,0.0114807,0.00898783,0.0277954,0.0097239,0.0105166,0.0146002,0.0219291,0.009629,0.0202158,0.0238061,0.00551772,0.00306715,0.00859924,0.00412752,0.00618191,0,0,0,0,0,0
51,0.00765144,0.00397448,0,0,0,0.019732,0.0169307,0.0156119,0.00452307,0,0,0.00187594,0,0.021509,0.00071702,0.0353729,0.0220007,0.026099,0.011419,0,0,0.00692911,0.00421914,0.0112924,0.0121348,0.00972006,0.0245228,0.00495598,0.00374575,0.00906857,0.0283408,0,0.0209398,0,0.00295358,0.00350555,0.00122753,0.0151101,0.0141102,0.0194129,0.0133424,0.00569987,0,0,0.00819537,0,0.0147242,0.00779163,0.0395584,0.0326992,0.0264033,0.0107426,0.00759336,0.0119398,0.00857267,0.027922,0.00965217,0.0096609,0.0139176,0.0210488,0.0100024,0.0191078,0.0225285,0.00581405,0.00294226,0.00865623,0.00445473,0.0062801,0,0,0,0,0,0
52,0.00769304,0.00426079,0,0,0,0.0186506,0.0168005,0.0145574,0.00440125,0,0,0.00152051,0,0.0216432,0.000551782,0.034963,0.0211451,0.0263498,0.00961808,0,0,0.00714905,0.00401123,0.0101317,0.0101981,0.00874893,0.024254,0.00546511,0.00514637,0.0086021,0.0270733,0,0.019485,0,0.00275646,0.00350149,0.00116764,0.0153712,0.0140117,0.0202556,0.0129132,0.0056526,0,0,0.00933094,0,0.0147755,0.00828658,0.0396455,0.0318466,0.0260906,0.0109452,0.00721243,0.0123059,0.00823592,0.0279113,0.00956118,0.00881705,0.013197,0.0202089,0.01041,0.0178359,0.0211894,0.00605701,0.0027364,0.00865267,0.00481156,0.00621164,0,0,0,0,0,0
53,0.00762794,0.00458782,0,0,0,0.017718,0.0166241,0.0139749,0.00432899,0,0,0.00102512,0,0.0217159,0.000373378,0.034583,0.0203739,0.0267425,0.00892158,0,0,0.00753538,0.00373186,0.00873197,0.00798167,0.00791235,0.0245127,0.00671368,0.00697983,0.00872365,0.0261829,0,0.0180895,0,0.0024299,0.00358025,0.0011751,0.0163033,0.013909,0.0207968,0.0124602,0.00559588,0,0,0.0103703,0,0.0148638,0.00869353,0.0396849,0.0299606,0.0258433,0.0111013,0.00657334,0.0126769,0.00803416,0.0277922,0.00933538,0.00799905,0.0125247,0.0194909,0.0109216,0.0162491,0.0197733,0.00632351,0.00252229,0.00849022,0.00528224,0.00603268,0,0,0,0,0,0
54,0.00685168,0.00557664,0,0,0,0.0176635,0.0166615,0.0134236,0.00415488,0,0,0.0014997,0,0.0216093,0.00112967,0.0344196,0.0190221,0.0270456,0.00850716,0,0,0.0082291,0.00333851,0.00730439,0.00597321,0.0076573,0.0251192,0.00784471,0.00887284,0.00884035,0.0255325,0,0.0179483,0,0.00190409,0.0034669,0.00112677,0.0180236,0.0141369,0.0209294,0.0118018,0.00464821,0,0,0.00932721,0,0.0149223,0.00782176,0.0396258,0.0268197,0.0257144,0.01123,0.00537839,0.0120359,0.00827333,0.0276209,0.0093144,0.0075797,0.0122699,0.01892,0.0115612,0.0146494,0.0186097,0.00632487,0.00227869,0.00785852,0.00526833,0.00514112,0,0,0,0,0,0
55,0.00707776,0.00542929,0,0,0,0.0179799,0.016593,0.0128672,0.00400742,0,0,0.00146545,0,0.0217514,0.000786073,0.0342391,0.0178855,0.0270628,0.00907266,0,0,0.00835839,0.00331652,0.00641007,0.00532896,0.00762801,0.0255934,0.00829211,0.0100255,0.00874398,0.0250378,0,0.0180406,0,0.00181659,0.00358339,0.00124884,0.0206304,0.0140522,0.0209759,0.0112096,0.00484042,0,0,0.0102008,0,0.0150211,0.00807293,0.0396687,0.0235169,0.0256546,0.0113356,0.0044001,0.0125282,0.00892091,0.0273831,0.00946849,0.0077723,0.0130651,0.0185285,0.0127968,0.0144063,0.0183221,0.00646267,0.00212399,0.00757932,0.00553496,0.0053282,0,0,0,0,0,0
56,0.00747391,0.00539558,0,0,0,0.0191334,0.0165282,0.0122429,0.00384708,0,0,0.00216354,0,0.0218442,0.000639054,0.0343385,0.0160297,0.0268277,0.00786053,0,0,0.00843162,0.0033858,0.00561054,0.00582299,0.00740734,0.0256521,0.00797666,0.0108986,0.00821842,0.0244603,0,0.0191699,0,0.00219922,0.00369942,0.00124802,0.022627,0.0140612,0.0216001,0.0103969,0.00505742,0,0,0.0109523,0,0.0150965,0.00820984,0.0396804,0.0227665,0.0256325,0.0109748,0.00334481,0.0131387,0.00962707,0.0272735,0.00968414,0.00850901,0.0147216,0.0180966,0.0143963,0.015982,0.0184293,0.00656315,0.00198958,0.00734226,0.00559882,0.00549868,0,0,0,0,0,0
57,0.00784669,0.00525959,0,0,0,0.0201401,0.0165286,0.0116513,0.00365343,0,0,0.00323239,0,0.0218626,0.00108588,0.0344486,0.0140762,0.0265198,0.0062451,0,0,0.00823227,0.00343942,0.00534464,0.0073921,0.00735393,0.0251397,0.00756482,0.0116156,0.0075302,0.0238958,0,0.0204456,0,0.00279848,0.00382433,0.00115118,0.0240383,0.0142285,0.0221197,0.00946091,0.00532046,0,0,0.0114961,0,0.0152344,0.00826807,0.0395962,0.023327,0.0255839,0.0101809,0.00252364,0.0136315,0.0100672,0.0272049,0.00983567,0.00897849,0.0162818,0.017418,0.0157945,0.0178569,0.0182017,0.00664559,0.00189985,0.00734246,0.00569666,0.00567273,0,0,0,0,0,0
58,0.00817294,0.00507688,0,0,0,0.0206166,0.0163901,0.0108822,0.0033739,0,0,0.00421033,0,0.0220685,0.00180775,0.034415,0.0122543,0.0262335,0.00551039,0,0,0.00799356,0.00354576,0.00585321,0.00904315,0.00780461,0.024322,0.00720558,0.0122313,0.00692891,0.0233268,0,0.0214236,0,0.0036164,0.00390316,0.000803072,0.0249021,0.014434,0.0223605,0.00840633,0.00559838,0,0,0.0119783,0,0.0153722,0.00838311,0.0394302,0.0244077,0.0254714,0.0093231,0.00191439,0.0140269,0.0105163,0.0271105,0.010011,0.00902418,0.0176972,0.0166497,0.0170594,0.0195626,0.017665,0.00687686,0.00179567,0.00767029,0.00591865,0.00572775,0,0,0,0,0,0
59,0.00839747,0.00490539,0,0,0,0.0205844,0.0163143,0.00982141,0.00303827,0,0,0.00501324,0,0.0222964,0.00252672,0.0343186,0.0107564,0.0260993,0.00530549,0,0,0.00786394,0.00356562,0.00675337,0.00998364,0.00831894,0.0235355,0.0069148,0.0125128,0.00643682,0.0227916,0,0.0218778,0,0.00428017,0.00388134,0.000676558,0.0250914,0.0145014,0.0223684,0.00728105,0.00582068,0,0,0.0124588,0,0.0154228,0.008573,0.0392328,0.0257495,0.0252947,0.00865374,0.00148801,0.0144707,0.0108215,0.0269492,0.0103142,0.00887877,0.0190195,0.0159588,0.0182742,0.0210039,0.0168617,0.00733186,0.0016886,0.00797646,0.00642898,0.00557228,0,0,0,0,0,0
60,0.00851734,0.00471945,0,0,0,0.0203727,0.0164056,0.00872289,0.00277421,0,0,0.00594334,0,0.0223807,0.00323429,0.0342421,0.00979878,0.0260966,0.00505156,0,0,0.0079154,0.00352825,0.00744711,0.0100303,0.00864066,0.023017,0.00668588,0.0123566,0.00592525,0.0224025,0,0.0221002,0,0.00500888,0.00393818,0.00120695,0.0244511,0.0145191,0.0220248,0.00613309,0.00591087,0,0,0.0130119,0,0.0154585,0.00884607,0.0390407,0.0269965,0.0250628,0.00852916,0.00116128,0.014866,0.0108368,0.0266836,0.0107431,0.00853479,0.0200636,0.0154134,0.0194385,0.0221853,0.0154671,0.00788339,0.00159132,0.0082936,0.00709684,0.00527782,0,0,0,0,0,0
61,0.00856251,0.00445923,0,0,0,0.0202596,0.0165237,0.00792395,0.0025755,0,0,0.00680118,0,0.0224792,0.00391963,0.0342505,0.00930659,0.0261347,0.00474758,0,0,0.00800923,0.0035076,0.00761288,0.00938543,0.00872428,0.0228363,0.00642714,0.011708,0.00539208,0.0222386,0,0.0223748,0,0.00577874,0.00400822,0.00182763,0.0226844,0.0144262,0.0211178,0.00502967,0.0058996,0,0,0.0135651,0,0.0154505,0.00918951,0.0388336,0.0271641,0.0247824,0.00875803,0.00106719,0.015147,0.0104959,0.0263764,0.0113639,0.00795563,0.0208624,0.0149983,0.0203063,0.0230151,0.0133498,0.00833584,0.00154477,0.00846305,0.00776979,0.00489678,0,0,0,0,0,0
62,0.00855145,0.00413712,0,0,0,0.0204766,0.0166849,0.00747229,0.00240714,0,0,0.0077793,0,0.0225739,0.0045962,0.0343412,0.00898732,0.02618,0.00457528,0,0,0.00806918,0.00356045,0.00745608,0.00852388,0.00859693,0.0229128,0.00602299,0.0106099,0.00492782,0.0222811,0,0.0229138,0,0.00656382,0.00403963,0.00245583,0.0202578,0.0143882,0.0196922,0.004049,0.0058483,0,0,0.0140644,0,0.0154515,0.00950992,0.0386577,0.0261379,0.0244874,0.0090284,0.00121619,0.0153794,0.00985332,0.0260654,0.0121122,0.00728034,0.0214326,0.0145728,0.020795,0.0236114,0.0107911,0.00870974,0.00149794,0.00851542,0.00841016,0.0045712,0,0,0,0,0,0
63,0.00839578,0.00366277,0,0,0,0.0209129,0.0168598,0.00731824,0.00216351,0,0,0.00880396,0,0.0226765,0.00531803,0.0344501,0.00873388,0.0262731,0.00445746,0,0,0.00823396,0.00366575,0.00733303,0.0079246,0.00836421,0.0230598,0.00545616,0.00943593,0.00451012,0.0224195,0,0.0236065,0,0.00740637,0.00406404,0.00319432,0.0174748,0.0143978,0.0181778,0.00321085,0.00555167,0,0,0.0144434,0,0.0154635,0.00981758,0.0385868,0.0244978,0.0242652,0.00909217,0.00160267,0.0152421,0.0091517,0.0255465,0.0127763,0.00668358,0.021587,0.0141095,0.020951,0.0239051,0.00913557,0.00887743,0.00140553,0.00844232,0.00880721,0.0044163,0,0,0,0,0,0
64,0.00735177,0.00404268,0,0,0,0.0212857,0.0168749,0.00738237,0.00192998,0,0,0.00900855,0,0.0226862,0.00546682,0.0345052,0.00869746,0.0263421,0.00431312,0,0,0.0087729,0.00419005,0.00729145,0.00772488,0.00820483,0.0231943,0.00488309,0.00859198,0.00417867,0.022481,0,0.024446,0,0.00813932,0.0043055,0.00356465,0.0148829,0.0148527,0.0171322,0.00264488,0.00344745,0,0,0.011044,0,0.0154466,0.00814105,0.0385691,0.0230762,0.0242015,0.00931055,0.0025791,0.0136162,0.00819993,0.0248732,0.0125873,0.00629368,0.0215784,0.0139847,0.0209678,0.0240481,0.0111086,0.00878646,0.00178829,0.00794821,0.00810659,0.00360167,0,0,0,0,0,0
65,0.00775262,0.00348638,0,0,0,0.0219439,0.0169028,0.00782584,0.00159208,0,0,0.00978332,0,0.0229897,0.0061113,0.0344284,0.00852371,0.0263368,0.0042883,0,0,0.00900232,0.00411151,0.00724574,0.00758217,0.00811902,0.023363,0.00449638,0.00829314,0.00395341,0.0223709,0,0.0252765,0,0.00871122,0.00428137,0.00445132,0.0132506,0.0147615,0.0163571,0.00259864,0.00432853,0,0,0.0128869,0,0.015427,0.00918642,0.0386217,0.0220589,0.0242292,0.0099884,0.00359159,0.0141836,0.00753987,0.0242311,0.0118001,0.00599928,0.0216365,0.0140964,0.0209583,0.0240852,0.0148972,0.0089094,0.00151889,0.00835467,0.00856473,0.00393753,0,0,0,0,0,0
66,0.0074384,0.00320224,0,0,0,0.0228715,0.0169561,0.0084964,0.00122567,0,0,0.0102642,0,0.0231235,0.00641792,0.0342075,0.00839492,0.0262461,0.00427202,0,0,0.00910717,0.00432072,0.00721141,0.00747072,0.00811452,0.0235583,0.00433926,0.00862497,0.00380061,0.0219945,0,0.0263904,0,0.00911858,0.00434917,0.00492338,0.0123966,0.0148636,0.0159314,0.00296019,0.00391236,0,0,0.0129989,0,0.0154082,0.0093008,0.0385572,0.0215127,0.0243658,0.0114409,0.00465564,0.0135126,0.00729648,0.0237931,0.0114981,0.00591935,0.0221195,0.0141085,0.0212267,0.0242713,0.0170033,0.0087879,0.00161853,0.00846278,0.00824715,0.00390887,0,0,0,0,0,0
