Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LBL,LBR
148,0.00749195,0.00349788,0,0,0,0.0203948,0.0174646,0.0182307,0.0118423,0,0,0.0121453,0,0.0225241,0.00817571,0.0403472,0.0280242,0.0170174,0.03675,0,0,0.0107861,0.00796771,0.0264716,0.0401926,0.0241967,0.0236121,0.0221088,0.018799,0.0137915,0.025223,0,0.0225498,0,0.00861255,0.00392363,0.00482476,0.0145346,0.0136743,0.00656798,0.0163451,0.00407815,0,0,0.0050531,0,0.014475,0.00493522,0.0367437,0.0205532,0.0287028,0.0157694,0.0156662,0.00859302,0.00772035,0.0261707,0.00814127,0.00988518,0.01462,0.0268708,0.0076007,0.0175703,0.0216318,0.0038389,0.00217407,0.00607059,0.00865669,0.00186514,0,0,0,0,0,0
149,0.00742694,0.00318545,0,0,0,0.0158228,0.0175015,0.0159549,0.0117111,0,0,0.0118795,0,0.0224482,0.00801939,0.0411127,0.0254617,0.0175041,0.0345015,0,0,0.0110083,0.00765156,0.0259425,0.0396324,0.0223287,0.0235899,0.0217684,0.0185428,0.013574,0.025682,0,0.0172529,0,0.00847267,0.00391823,0.00471457,0.0142664,0.013727,0.00637154,0.0165615,0.00422188,0,0,0.00475804,0,0.0144716,0.00481738,0.0371378,0.0205317,0.0284844,0.0157018,0.0157918,0.00864026,0.00779886,0.026283,0.00806477,0.00997585,0.0146081,0.026803,0.00761489,0.01747,0.021485,0.00388509,0.00212364,0.00591774,0.00825146,0.00192429,0,0,0,0,0,0
150,0.00729277,0.00274395,0,0,0,0.0110323,0.0174622,0.0129016,0.0113317,0,0,0.0114659,0,0.0224038,0.0077832,0.0416011,0.0222725,0.0181237,0.0312574,0,0,0.0106871,0.00720235,0.0246067,0.037821,0.0197463,0.0236636,0.0209503,0.0179322,0.0129173,0.0262249,0,0.0118096,0,0.00831192,0.00393862,0.00448766,0.0139301,0.0137982,0.00571799,0.016761,0.00421489,0,0,0.00443796,0,0.0144557,0.00464812,0.0375122,0.020204,0.0282796,0.0156021,0.0157275,0.00858015,0.00785933,0.0265533,0.00778535,0.0101069,0.0145746,0.026886,0.00761304,0.0172612,0.0211651,0.00392625,0.00203634,0.00584105,0.0077559,0.0018888,0,0,0,0,0,0
151,0.00732138,0.0023045,0,0,0,0.00923706,0.0173933,0.00968331,0.0106738,0,0,0.0110383,0,0.0224304,0.00751597,0.0418125,0.0184102,0.01878,0.027156,0,0,0.0101727,0.00680087,0.0223194,0.0346792,0.0163101,0.0238065,0.0194528,0.0170397,0.0120075,0.0266125,0,0.0102172,0,0.00808347,0.00393252,0.00427752,0.0136625,0.0137107,0.00529797,0.0169412,0.00435838,0,0,0.00468524,0,0.0144306,0.00480997,0.0378173,0.0197839,0.0281892,0.0159627,0.0154423,0.00875284,0.00793931,0.0267617,0.00783109,0.0101801,0.0143734,0.0269457,0.00753642,0.0169021,0.0208325,0.00394591,0.002034,0.00596092,0.00735819,0.00198838,0,0,0,0,0,0
152,0.00723495,0.00178531,0,0,0,0.0130046,0.0173073,0.00818554,0.00963457,0,0,0.0104421,0,0.0224784,0.00709338,0.0414075,0.0135838,0.0195546,0.0217989,0,0,0.00939983,0.00629177,0.0188526,0.0293061,0.0118978,0.0242558,0.0169353,0.0155508,0.0110661,0.0267804,0,0.0145079,0,0.00774573,0.00395833,0.0040769,0.0133399,0.0133703,0.00482312,0.0169723,0.0045806,0,0,0.00462846,0,0.0142976,0.0049411,0.0380689,0.0194545,0.0281226,0.0157725,0.0148334,0.00897664,0.00814051,0.0268806,0.00822972,0.0103434,0.0141378,0.0270636,0.00743029,0.0165121,0.020563,0.00394871,0.0024115,0.00597338,0.00698297,0.00205792,0,0,0,0,0,0
153,0.00567196,0.000734772,0,0,0,0.0180347,0.0172079,0.010792,0.00827752,0,0,0.00926171,0,0.0223396,0.00609867,0.0403332,0.0115877,0.020457,0.0153967,0,0,0.00814512,0.0045379,0.0143126,0.0218028,0.00691022,0.025204,0.0135414,0.0133757,0.0103467,0.0267332,0,0.020101,0,0.00747969,0.00417991,0.0034761,0.0131272,0.0136562,0.00433275,0.0167946,0.00291723,0,0,0.00261941,0,0.0143022,0.00391759,0.038314,0.019216,0.0281511,0.0149311,0.0136201,0.00730246,0.00850567,0.0269949,0.00857945,0.0107073,0.0139883,0.0273261,0.00737089,0.0161944,0.0202595,0.00374908,0.00222191,0.00561748,0.00538893,0.000847103,0,0,0,0,0,0
154,0.00729123,0.000836533,0,0,0,0.0210538,0.0169559,0.0151161,0.00690945,0,0,0.00914918,0,0.0224956,0.00599727,0.0386318,0.0170799,0.0213813,0.00819533,0,0,0.00709156,0.0052295,0.00958092,0.0127536,0.00362977,0.0266143,0.0094425,0.010311,0.0100216,0.026798,0,0.0233312,0,0.00685478,0.00396829,0.00349577,0.0131447,0.0133199,0.00415746,0.0166623,0.00514233,0,0,0.00681319,0,0.0144511,0.00641581,0.038614,0.0189552,0.0281315,0.0141586,0.0126913,0.00986051,0.00887117,0.0271058,0.0087057,0.0111313,0.0139278,0.0275667,0.00730818,0.015963,0.0202162,0.00426302,0.0026925,0.00669569,0.00585041,0.00233308,0,0,0,0,0,0
155,0.00731393,0.00103425,0,0,0,0.0216778,0.0169219,0.018539,0.00579715,0,0,0.00851428,0,0.0223935,0.0054607,0.0369733,0.0245778,0.0222142,0.00246967,0,0,0.00610572,0.0047324,0.00701287,0.00415317,0.00596032,0.0280484,0.00563236,0.00709773,0.0101784,0.0272315,0,0.0236605,0,0.00637396,0.00391487,0.00323813,0.0132633,0.0134597,0.00422351,0.0164112,0.00536687,0,0,0.00713819,0,0.014533,0.00659533,0.0388927,0.0188736,0.0281885,0.0133254,0.0116446,0.0101951,0.00919099,0.0271929,0.00852638,0.0114917,0.0138504,0.0277366,0.00726034,0.0159409,0.0203052,0.00448722,0.00264923,0.00705673,0.00518932,0.00251546,0,0,0,0,0,0
156,0.00736673,0.00153732,0,0,0,0.0199897,0.0169047,0.0201529,0.00497068,0,0,0.00791325,0,0.0223478,0.00498955,0.0357762,0.0297576,0.0229474,0.00695885,0,0,0.00547848,0.00435615,0.00835077,0.00498949,0.00897495,0.0290944,0.00444768,0.00503735,0.0107985,0.028166,0,0.0214535,0,0.00590879,0.00388631,0.00298585,0.0136574,0.0134351,0.00484627,0.0161428,0.00564659,0,0,0.00702572,0,0.0144576,0.00653959,0.0391658,0.019237,0.0281581,0.0124734,0.0109298,0.0106759,0.00952372,0.0272546,0.00824311,0.0118755,0.0139972,0.0277291,0.00726868,0.0162541,0.020656,0.00465017,0.00264611,0.00725403,0.00454576,0.00276262,0,0,0,0,0,0
157,0.0075717,0.00215146,0,0,0,0.0186052,0.0167827,0.0206189,0.00433606,0,0,0.00743536,0,0.0223301,0.00467164,0.0354445,0.0310655,0.0233924,0.0123793,0,0,0.00514256,0.00421738,0.0107604,0.0102791,0.0104323,0.0296585,0.00660662,0.00541202,0.0113805,0.028886,0,0.0192689,0,0.00553826,0.00384882,0.00275426,0.0140398,0.0135995,0.00600152,0.0159062,0.0059846,0,0,0.00690204,0,0.0144486,0.00642384,0.0393688,0.0200851,0.0280675,0.0118087,0.0105309,0.0111865,0.00985554,0.0272554,0.0085333,0.0121959,0.0143443,0.0275633,0.00734665,0.0166072,0.0210169,0.00483595,0.00246837,0.00745824,0.00389849,0.00310301,0,0,0,0,0,0
158,0.00806197,0.00265275,0,0,0,0.0196874,0.0167378,0.0211306,0.00390279,0,0,0.00716977,0,0.0223284,0.00449653,0.0358505,0.0299351,0.0235352,0.0152011,0,0,0.00497373,0.00433201,0.0121502,0.0127221,0.0104266,0.0299712,0.00857594,0.00713988,0.0116996,0.0282184,0,0.0202825,0,0.00523475,0.00378689,0.00262106,0.0137617,0.0138306,0.00674468,0.015756,0.0065644,0,0,0.00624894,0,0.0144551,0.00605976,0.0395156,0.0208007,0.0279658,0.0115377,0.0103724,0.0118047,0.00998634,0.0272856,0.00870264,0.0123165,0.0142671,0.0272757,0.00735965,0.0164818,0.0210061,0.00510246,0.00240272,0.00733409,0.00351224,0.00372758,0,0,0,0,0,0
159,0.00823304,0.00331557,0,0,0,0.0243738,0.016715,0.0234242,0.00379506,0,0,0.00693021,0,0.022321,0.00433771,0.03637,0.030681,0.0237659,0.0153354,0,0,0.00485402,0.00421865,0.0123149,0.0129009,0.0100767,0.0302124,0.0103038,0.0106014,0.0130088,0.0250757,0,0.0271139,0,0.00505342,0.0037771,0.00253374,0.0146993,0.0138508,0.0092886,0.0153468,0.00677653,0,0,0.00608676,0,0.0144514,0.00597052,0.0396699,0.0225831,0.0275764,0.0107425,0.0101378,0.0122133,0.0101101,0.0273412,0.00866561,0.0128591,0.0149257,0.0268635,0.00783454,0.0178722,0.021295,0.00524507,0.00263477,0.0072063,0.00305901,0.00399257,0,0,0,0,0,0
160,0.00856139,0.00372146,0,0,0,0.027646,0.0166723,0.0258351,0.00395426,0,0,0.00673698,0,0.022286,0.00421061,0.0366409,0.0339052,0.0238961,0.0159263,0,0,0.00499386,0.0042574,0.0125145,0.0132018,0.010316,0.0303669,0.0110933,0.0120118,0.014103,0.0234137,0,0.0312273,0,0.00483971,0.00375364,0.00248858,0.0145225,0.0137506,0.0104562,0.0152559,0.00722577,0,0,0.00559767,0,0.0142697,0.00569228,0.0397895,0.0234337,0.0272769,0.0105174,0.0103278,0.0128602,0.0100305,0.0274322,0.00863343,0.0126524,0.0148468,0.0262907,0.0078992,0.0183771,0.0207356,0.00543714,0.00274798,0.00718079,0.00300318,0.00443394,0,0,0,0,0,0
161,0.00918731,0.00387609,0,0,0,0.0261966,0.0166233,0.0255304,0.00430671,0,0,0.00666442,0,0.0222525,0.0041828,0.0365854,0.0357821,0.0239497,0.0164589,0,0,0.00523828,0.00444366,0.0127303,0.0133193,0.0103979,0.0304073,0.0108976,0.011627,0.013697,0.0234266,0,0.0304542,0,0.00464417,0.00372168,0.00254616,0.013853,0.0136135,0.0109276,0.0154061,0.00813016,0,0,0.00623086,0,0.0141247,0.00587304,0.0398647,0.0239393,0.0270182,0.0104075,0.0108153,0.0139796,0.0098033,0.0275138,0.00847399,0.0120534,0.0145607,0.0256727,0.00763364,0.0180361,0.0199326,0.00566,0.0028,0.00721395,0.00333747,0.00526027,0,0,0,0,0,0
162,0.00955259,0.00403187,0,0,0,0.0217352,0.0166117,0.0229442,0.00464568,0,0,0.00652892,0,0.0222707,0.00412946,0.0363153,0.0344964,0.0240537,0.0166816,0,0,0.0054276,0.00456943,0.012827,0.0131622,0.0101012,0.0299949,0.0096602,0.00948065,0.0120068,0.025029,0,0.0251678,0,0.00448671,0.00368946,0.00265484,0.0138019,0.0136488,0.0119608,0.0154086,0.00844735,0,0,0.00619876,0,0.0141547,0.00573138,0.0398719,0.0248882,0.0266648,0.0101951,0.0111481,0.0143953,0.00964561,0.0275903,0.00847197,0.0116052,0.0142956,0.0250469,0.00768146,0.0179575,0.0192938,0.0057084,0.00282532,0.00701323,0.0034174,0.00581746,0,0,0,0,0,0
163,0.00867733,0.00500822,0,0,0,0.0181572,0.0166925,0.020697,0.00498557,0,0,0.00620943,0,0.0221593,0.00380289,0.0358521,0.0312223,0.024434,0.0169144,0,0,0.00538879,0.00442589,0.0128245,0.0130403,0.00978698,0.029066,0.0079614,0.0062883,0.0106872,0.027584,0,0.0198798,0,0.00475836,0.00392947,0.0025298,0.0146198,0.0140167,0.0148055,0.0151497,0.00665847,0,0,0.00364056,0,0.0141826,0.00428775,0.0398824,0.0271289,0.0261707,0.0101482,0.0111601,0.0125361,0.00949269,0.0275909,0.00872717,0.0114465,0.0147728,0.0240547,0.00879736,0.0190463,0.0184623,0.00541287,0.00277934,0.00629517,0.00248103,0.00445897,0,0,0,0,0,0
164,0.0101337,0.00455227,0,0,0,0.018196,0.0166618,0.0195834,0.00517893,0,0,0.00664727,0,0.0224625,0.00429929,0.0357097,0.0281325,0.0247347,0.0152724,0,0,0.00512763,0.004654,0.0124509,0.0121127,0.00948569,0.028126,0.00618365,0.0037899,0.010734,0.0294201,0,0.0194335,0,0.00473008,0.00373849,0.00315051,0.0144032,0.0135692,0.0163464,0.0150171,0.00865217,0,0,0.00738172,0,0.014213,0.00598369,0.0399009,0.0282259,0.0256661,0.0103012,0.0116117,0.0147138,0.00906923,0.0275854,0.00864336,0.0109205,0.0146673,0.0228999,0.0103482,0.0190324,0.0172299,0.00556005,0.00273349,0.00672873,0.0035249,0.00658122,0,0,0,0,0,0
165,0.0102352,0.00475439,0,0,0,0.0187473,0.0166944,0.018442,0.00522607,0,0,0.00659531,0,0.0225127,0.00435559,0.0357203,0.0252681,0.0249299,0.0128601,0,0,0.00475777,0.00473969,0.0120052,0.0111,0.00910883,0.0271438,0.00515596,0.00332219,0.0107481,0.0297599,0,0.0207055,0,0.00484543,0.00371966,0.00336677,0.0142363,0.0135225,0.0176675,0.0147566,0.00853447,0,0,0.00730731,0,0.014199,0.00595847,0.0399615,0.0291283,0.0251904,0.0103897,0.0117602,0.0145295,0.00850641,0.0275129,0.00842737,0.0102751,0.0144752,0.0217255,0.0112015,0.0187389,0.0156716,0.0054953,0.00262528,0.00639684,0.00354822,0.00675659,0,0,0,0,0,0
166,0.0103039,0.00503883,0,0,0,0.0186425,0.0167435,0.0173919,0.00517774,0,0,0.00649267,0,0.0225351,0.00432455,0.0356381,0.0229986,0.0250724,0.0107424,0,0,0.00436831,0.00479733,0.0116731,0.0106041,0.00879121,0.0261861,0.00481588,0.00384686,0.0102685,0.0291379,0,0.0204923,0,0.00485909,0.00368009,0.00352069,0.0145437,0.0134244,0.0186988,0.0144041,0.00850149,0,0,0.00730021,0,0.0141693,0.00600637,0.0400536,0.0294902,0.0247855,0.0104619,0.0116872,0.0145614,0.00794104,0.0274393,0.00836891,0.00929332,0.0140815,0.0207164,0.0112365,0.018151,0.013883,0.00540188,0.00242418,0.00609325,0.00369777,0.00681366,0,0,0,0,0,0
167,0.010398,0.00537084,0,0,0,0.0181834,0.0167197,0.0159042,0.00506071,0,0,0.00645121,0,0.0225239,0.00419763,0.0353718,0.0208667,0.0253167,0.00885345,0,0,0.00398921,0.00486287,0.0108158,0.00949238,0.00806312,0.0255137,0.00497339,0.00476462,0.00945727,0.0278719,0,0.0195779,0,0.00483764,0.00363753,0.00359303,0.0153268,0.0133728,0.0193613,0.0139454,0.00842371,0,0,0.00732036,0,0.0141298,0.00596367,0.0400984,0.02883,0.0244773,0.0105563,0.0113243,0.0146612,0.00742332,0.0273836,0.00832417,0.00801386,0.0134691,0.0198244,0.0110801,0.0172412,0.0119512,0.0053236,0.00211978,0.00576684,0.00389702,0.00671776,0,0,0,0,0,0
168,0.0105909,0.00574506,0,0,0,0.0177149,0.0167047,0.014471,0.00489582,0,0,0.00644608,0,0.0225277,0.00406186,0.0350175,0.0191667,0.0256898,0.00786664,0,0,0.0037479,0.00498908,0.00910627,0.007479,0.00716422,0.0253274,0.00576188,0.00616271,0.00908484,0.0267703,0,0.0185352,0,0.00476828,0.00355749,0.00364582,0.0165962,0.0134375,0.0195128,0.0134081,0.00831532,0,0,0.00727938,0,0.0141895,0.00580378,0.0401146,0.0268072,0.0242626,0.0106933,0.0107094,0.0147926,0.00698001,0.0273131,0.00825011,0.00664198,0.0125514,0.0189704,0.0109574,0.0156491,0.00990631,0.00528781,0.00176652,0.00546042,0.0040827,0.00651503,0,0,0,0,0,0
169,0.0111052,0.00578171,0,0,0,0.0167918,0.0166331,0.0134232,0.00469489,0,0,0.00655666,0,0.022611,0.00403188,0.0347608,0.0183386,0.0261266,0.00807006,0,0,0.00354413,0.0051033,0.00718367,0.0053314,0.00667866,0.0256199,0.00712422,0.00785122,0.0092592,0.0261124,0,0.0173141,0,0.00464319,0.00337936,0.00377427,0.0192771,0.0134524,0.0196474,0.0128943,0.00864697,0,0,0.00744372,0,0.0143434,0.00584816,0.0402305,0.0233362,0.0241959,0.0111586,0.0100676,0.0152856,0.00692449,0.0270756,0.00821898,0.00522848,0.0122439,0.0185966,0.0111862,0.0141535,0.00781029,0.00536031,0.00174413,0.00532623,0.00437258,0.00675754,0,0,0,0,0,0
170,0.0117508,0.00615054,0,0,0,0.0166493,0.016512,0.0127024,0.00442546,0,0,0.00668706,0,0.0226302,0.00387943,0.0347337,0.0172211,0.0263269,0.008438,0,0,0.00353901,0.00534561,0.00557947,0.00437107,0.00656997,0.0261986,0.00811809,0.00968687,0.00939711,0.0255281,0,0.0169145,0,0.00447592,0.0032889,0.00381598,0.0217021,0.0133417,0.0217036,0.0123031,0.00883555,0,0,0.00778973,0,0.0143492,0.00602232,0.0403021,0.0238804,0.0242686,0.0115,0.00904945,0.0156429,0.00756464,0.0269873,0.00851016,0.00534642,0.0144427,0.0187058,0.0132247,0.0163283,0.0062827,0.0053851,0.00176684,0.00522261,0.00446893,0.00682096,0,0,0,0,0,0
171,0.0124011,0.00635802,0,0,0,0.0171117,0.0164887,0.0121136,0.00411861,0,0,0.00683001,0,0.0226489,0.00384825,0.0347525,0.0159353,0.02613,0.00796466,0,0,0.00355036,0.00565334,0.00462978,0.00629312,0.00665676,0.026639,0.00843097,0.0112901,0.009127,0.0248362,0,0.0172534,0,0.00440614,0.00322215,0.00389157,0.0233086,0.0134035,0.0234233,0.0115893,0.00899292,0,0,0.00821394,0,0.0144143,0.0061565,0.0402915,0.0266926,0.0243778,0.0111597,0.00814488,0.015914,0.00811292,0.0270852,0.00908851,0.0059427,0.0169734,0.018443,0.0151783,0.019463,0.00469449,0.00540535,0.00168218,0.00512408,0.00438099,0.00695386,0,0,0,0,0,0
172,0.0129248,0.00632615,0,0,0,0.0178667,0.0165576,0.0116181,0.00383368,0,0,0.00694714,0,0.0226633,0.00399086,0.0347024,0.0147182,0.0257311,0.00689303,0,0,0.00340509,0.00596342,0.00435239,0.00861078,0.00677262,0.0265708,0.00832567,0.0124086,0.00848473,0.0240153,0,0.0177803,0,0.00438984,0.00316991,0.00411423,0.0245641,0.0134395,0.0247713,0.0107146,0.00929796,0,0,0.00859895,0,0.0144403,0.00623494,0.0401095,0.0298205,0.0244975,0.0104181,0.00747125,0.0162035,0.00855804,0.027295,0.00943478,0.00648584,0.0193271,0.0179639,0.016759,0.0224462,0.00321011,0.0055058,0.00165726,0.00520369,0.00420401,0.00727514,0,0,0,0,0,0
173,0.0127677,0.00717105,0,0,0,0.0182858,0.0166626,0.0111629,0.00342815,0,0,0.00703804,0,0.0224855,0.003606,0.0346948,0.0139692,0.0252653,0.00620002,0,0,0.0033092,0.00668621,0.00480964,0.0105798,0.00727243,0.0261099,0.00816317,0.0134043,0.00772141,0.0229595,0,0.0189553,0,0.00440135,0.00330619,0.00398831,0.0251506,0.0137921,0.0258037,0.00965526,0.00806359,0,0,0.00528303,0,0.0143099,0.00426213,0.0398584,0.033031,0.0246486,0.00934592,0.00664982,0.0146599,0.00897072,0.0273792,0.00970423,0.00692915,0.0214432,0.0174039,0.0182141,0.0250977,0.00205132,0.00565741,0.00127749,0.00469009,0.00375065,0.00593877,0,0,0,0,0,0
174,0.0130618,0.00616008,0,0,0,0.0190363,0.0168195,0.01077,0.00301303,0,0,0.00730386,0,0.0227582,0.00425422,0.0344552,0.0130077,0.0249882,0.00665607,0,0,0.00282051,0.00645756,0.005719,0.0119087,0.00784779,0.0254871,0.00808526,0.0142594,0.00722154,0.0220921,0,0.0197609,0,0.0047227,0.00320959,0.00482168,0.0238173,0.0135338,0.0259824,0.00869784,0.00951586,0,0,0.00843064,0,0.0142557,0.00583473,0.039728,0.0360913,0.024598,0.00855176,0.0065721,0.0160884,0.00912673,0.0272841,0.0101095,0.00693386,0.0229001,0.0168263,0.0195674,0.0271757,0.00342327,0.00603393,0.00157381,0.00530579,0.00381977,0.00725847,0,0,0,0,0,0
175,0.0127917,0.00582082,0,0,0,0.0192967,0.0169528,0.00997977,0.0025769,0,0,0.00747975,0,0.0228081,0.00433901,0.0341646,0.0120796,0.0249033,0.00731981,0,0,0.00271329,0.00656147,0.00666161,0.0128722,0.00845657,0.0248655,0.00809687,0.0149705,0.00687466,0.0215098,0,0.0204633,0,0.00506923,0.00323388,0.00524666,0.0224123,0.0139268,0.0255305,0.00757578,0.00946151,0,0,0.00885934,0,0.0144999,0.00584406,0.0395029,0.0382468,0.0244151,0.00806282,0.006254,0.0160026,0.00904502,0.0269784,0.011075,0.00658099,0.0237939,0.0161928,0.0208715,0.0286202,0.00441256,0.00643037,0.00121957,0.00542213,0.00391673,0.00695632,0,0,0,0,0,0
176,0.0124042,0.00546047,0,0,0,0.0191503,0.0170454,0.00904646,0.00222325,0,0,0.0077209,0,0.0228515,0.00460025,0.0340635,0.011328,0.0250265,0.0074367,0,0,0.00295701,0.00656197,0.00722376,0.0130078,0.00873951,0.0243599,0.00801418,0.0149078,0.00655433,0.0213308,0,0.0207562,0,0.00547024,0.00329979,0.00560169,0.0200297,0.0140751,0.0242202,0.0064146,0.00926425,0,0,0.00901757,0,0.0145708,0.00601426,0.0391949,0.0390973,0.0241044,0.00830446,0.00574611,0.0159275,0.00849338,0.0264643,0.0119331,0.00578946,0.0241889,0.0156393,0.0218295,0.0293144,0.00629168,0.00679322,0.00120658,0.00552517,0.00433313,0.00641249,0,0,0,0,0,0
177,0.0119207,0.00468962,0,0,0,0.0193833,0.0171929,0.00829335,0.00197525,0,0,0.00794918,0,0.0229083,0.00520792,0.0341079,0.0104959,0.0252535,0.00698911,0,0,0.00306941,0.00651467,0.00736452,0.0123573,0.00858127,0.0240981,0.00768159,0.0141708,0.00613378,0.0214643,0,0.0209835,0,0.00595293,0.00334744,0.00597255,0.0190262,0.0139903,0.0225041,0.0054218,0.00910197,0,0,0.00959641,0,0.0145191,0.00638986,0.0389802,0.0382039,0.0237143,0.00863812,0.00543959,0.0158525,0.00754494,0.0257775,0.0120386,0.00477189,0.0246175,0.0149942,0.0225194,0.0298012,0.00834986,0.00709972,0.00147,0.0056516,0.00507887,0.0059122,0,0,0,0,0,0
178,0.0116025,0.00404487,0,0,0,0.0195448,0.0173342,0.00780243,0.00189086,0,0,0.00805083,0,0.0229227,0.00563966,0.0342738,0.0100071,0.0254597,0.00622133,0,0,0.00322164,0.00657562,0.00724832,0.0113405,0.0081644,0.0240718,0.00694175,0.0128133,0.00560311,0.0217113,0,0.0214413,0,0.00635628,0.00340557,0.00612534,0.0165974,0.0138958,0.0205476,0.00453302,0.00897973,0,0,0.0103126,0,0.0144061,0.00681235,0.0389117,0.0366355,0.0233247,0.00892273,0.00486231,0.0157795,0.00644231,0.0250517,0.0118766,0.00376159,0.0249165,0.014576,0.0228575,0.0300687,0.012303,0.0073559,0.00178232,0.00585029,0.00589714,0.00539786,0,0,0,0,0,0
179,0.0113957,0.00348931,0,0,0,0.0198959,0.0174798,0.00766411,0.00188444,0,0,0.00815376,0,0.022922,0.00607247,0.0344116,0.00960948,0.0256166,0.0053682,0,0,0.00339087,0.00672075,0.00705455,0.0103432,0.00765442,0.0241799,0.00594374,0.0111479,0.00502436,0.0219887,0,0.0220369,0,0.00672868,0.003462,0.00621037,0.0143083,0.0139062,0.0188417,0.0037462,0.00893542,0,0,0.0110462,0,0.014368,0.00724847,0.0390284,0.0347658,0.0230473,0.00936899,0.00408634,0.015725,0.0055128,0.0242617,0.0116084,0.00299826,0.0249224,0.0143569,0.0228592,0.0299186,0.0185597,0.00759161,0.0020907,0.00614041,0.00665314,0.00501103,0,0,0,0,0,0
180,0.0112363,0.00314608,0,0,0,0.0205467,0.0175815,0.0078347,0.00180266,0,0,0.00826963,0,0.0229158,0.00662282,0.0344542,0.00928598,0.0257095,0.00469333,0,0,0.00345747,0.00692092,0.00690789,0.00957908,0.00728858,0.0243348,0.00496525,0.00968523,0.00448188,0.0220913,0,0.0229247,0,0.00700957,0.00350125,0.00627038,0.0136025,0.0140591,0.0175706,0.003029,0.00895768,0,0,0.0116381,0,0.0143873,0.00756532,0.0392464,0.0331265,0.0229931,0.0105047,0.00310108,0.015663,0.00478753,0.0234332,0.0110873,0.00240272,0.0245921,0.0143512,0.0226118,0.0292445,0.0247928,0.00785089,0.00229296,0.00635619,0.00719851,0.0047549,0,0,0,0,0,0
181,0.0111166,0.00294018,0,0,0,0.0214402,0.0176125,0.00831211,0.00165706,0,0,0.00834805,0,0.0229162,0.00693156,0.0343927,0.00904714,0.0257396,0.0042512,0,0,0.00344383,0.00709974,0.00678332,0.00897983,0.00712329,0.0244969,0.00426867,0.00889213,0.00408689,0.0219174,0,0.0240392,0,0.00720297,0.00349841,0.00625588,0.0146072,0.0141612,0.0165682,0.00238525,0.00916894,0,0,0.0120892,0,0.0143378,0.00779784,0.0394475,0.0313797,0.0231216,0.0122021,0.00213038,0.0157296,0.00451163,0.022627,0.0102424,0.00209047,0.0244148,0.0143085,0.0225285,0.0284331,0.028157,0.00818214,0.00254884,0.00651109,0.00746309,0.00468536,0,0,0,0,0,0
182,0.0110564,0.00285296,0,0,0,0.022466,0.0176168,0.00899009,0.0016646,0,0,0.00833808,0,0.0228785,0.00688264,0.0342051,0.00900621,0.0256901,0.00401235,0,0,0.00343904,0.00718585,0.0066348,0.00847053,0.00709932,0.0247204,0.00398499,0.00889631,0.00386678,0.0214233,0,0.0253359,0,0.00718952,0.00350581,0.00612722,0.0156615,0.0142924,0.0161362,0.00196092,0.00955417,0,0,0.0124782,0,0.0143279,0.00800846,0.039369,0.0296323,0.0233322,0.0139481,0.00157717,0.0159459,0.00461835,0.0219152,0.00947284,0.00227796,0.0244871,0.0140225,0.0225982,0.0279064,0.028981,0.00854387,0.00275718,0.00664294,0.00745091,0.00477603,0,0,0,0,0,0
183,0.0107454,0.00386622,0,0,0,0.0234112,0.0175683,0.00978251,0.00167399,0,0,0.00784387,0,0.0225597,0.00593167,0.0339402,0.00928348,0.025606,0.00394946,0,0,0.00377083,0.00644499,0.00651544,0.00799538,0.00714707,0.0249999,0.00411461,0.00943381,0.00382636,0.0207828,0,0.0266622,0,0.00687768,0.00362545,0.00547482,0.0156895,0.0148887,0.0162983,0.00214763,0.0083288,0,0,0.00930429,0,0.014387,0.00696921,0.0389269,0.0284789,0.0235718,0.0152215,0.00225225,0.0147199,0.00492789,0.0214631,0.00914291,0.00310028,0.0246968,0.0134854,0.0226564,0.0277992,0.0280581,0.00899838,0.00289716,0.00628505,0.00591352,0.00332666,0,0,0,0,0,0
184,0.0112128,0.00390615,0,0,0,0.0239074,0.017552,0.0107869,0.00178162,0,0,0.00778072,0,0.0224691,0.00605165,0.033652,0.00988143,0.0255753,0.00445175,0,0,0.00384937,0.00646963,0.00650169,0.00732735,0.00707601,0.0254471,0.00444277,0.00963688,0.00387077,0.0203371,0,0.0270505,0,0.0063733,0.00353208,0.00549934,0.0148418,0.0146002,0.0167185,0.00297019,0.00970101,0,0,0.0119528,0,0.0143362,0.00801785,0.0382128,0.0276509,0.0238348,0.0161422,0.00331481,0.0160453,0.00529681,0.0211906,0.00908251,0.00410348,0.0252008,0.0129819,0.0227962,0.0281201,0.0260334,0.00906616,0.00282827,0.0066781,0.00614045,0.00452636,0,0,0,0,0,0
