Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,LWRB,LBHD
231,0.0353793,0.0216035,0,0,0,0,0,0,0.0183467,0.00218688,0.0122068,0.00435911,0,0.0235447,0,0.0409337,0.011967,0.0429621,0.00620662,0.026168,0.011998,0.00442365,0.0389209,0.00548053,0.00171065,0.00522306,0.045744,0.00706641,0.0100228,0.00433688,0.0271268,0.0233968,0.0167326,0.0197594,0.0206386,0.00840789,0.00730893,0.00739392,0.0231368,0,0,0.0314067,0,0.0161995,0.0201938,0.0427377,0.0165565,0.0239133,0.00992326,0.00391615,0.0275244,0.00580612,0.0329965,0.00705482,0.00667458,0.0102023,0.0474476,0.00780461,0.0113307,0.0264428,0.0242337,0.0218479,0.0197845,0.0148541,0.0266788,0,0,0,0,0,0,0,0.0133876,0
232,0.0352199,0.0214256,0,0,0,0,0,0,0.0172574,0.00223497,0.0114233,0.00439649,0,0.0228067,0,0.0410654,0.0118388,0.0431046,0.00582672,0.0264616,0.0121401,0.00460109,0.0382966,0.00547785,0.00213134,0.00554736,0.0459114,0.00702957,0.00977624,0.00432944,0.0268815,0.0221648,0.0162896,0.0197945,0.0204886,0.00836232,0.00728168,0.00719582,0.0228951,0,0,0.0309664,0,0.0161229,0.0202636,0.0426926,0.0163902,0.0239281,0.00973839,0.00393831,0.0278911,0.00569645,0.0331347,0.00693915,0.00653171,0.0100042,0.0475009,0.00762978,0.0111424,0.0262182,0.0241531,0.0218606,0.0198209,0.0146924,0.0265687,0,0,0,0,0,0,0,0.0134971,0
233,0.0350901,0.0213508,0,0,0,0,0,0,0.0160062,0.00230567,0.0106229,0.00451045,0,0.0222302,0,0.0410881,0.011596,0.0431252,0.00575781,0.0271673,0.0121164,0.00458566,0.0381565,0.00572576,0.00281539,0.00600308,0.045975,0.00721385,0.00943357,0.0043502,0.0263802,0.0209051,0.0159542,0.0198111,0.0202744,0.00829225,0.00724604,0.00701136,0.0226783,0,0,0.0305167,0,0.0160496,0.020475,0.0426225,0.0161747,0.0240104,0.00955047,0.00393178,0.0283617,0.00562499,0.0332756,0.00684086,0.00637466,0.00973246,0.0475821,0.00749471,0.0108987,0.025856,0.0242781,0.0219002,0.0199051,0.014609,0.0264847,0,0,0,0,0,0,0,0.0135479,0
234,0.0348691,0.0211522,0,0,0,0,0,0,0.0148007,0.00234607,0.00980137,0.00467071,0,0.0215024,0,0.0410718,0.0114818,0.0430364,0.00590931,0.0279861,0.0118799,0.00454334,0.0379795,0.00621137,0.00367288,0.0064574,0.0459438,0.00745675,0.00899036,0.00432951,0.0259351,0.0195656,0.0155346,0.0198169,0.0199887,0.00823964,0.00720065,0.00682013,0.0224354,0,0,0.0301451,0,0.0159845,0.0206221,0.0425008,0.0158691,0.0240601,0.00928774,0.00386939,0.0286334,0.00551981,0.0334242,0.00678881,0.00616927,0.00938184,0.0476867,0.00736613,0.0105567,0.0253584,0.0244594,0.0219411,0.020005,0.0144816,0.02638,0,0,0,0,0,0,0,0.0136005,0
235,0.0344821,0.0207193,0,0,0,0,0,0,0.0139692,0.00226198,0.00925119,0.00499419,0,0.0207294,0,0.0410468,0.0114058,0.0428388,0.00612558,0.028069,0.011459,0.00507987,0.0375464,0.00672067,0.00451046,0.0068733,0.0458312,0.00753647,0.00857218,0.00431748,0.0256639,0.0185104,0.0151293,0.0197752,0.0196443,0.00821276,0.00710182,0.00659772,0.0219637,0,0,0.029814,0,0.0159044,0.0207032,0.0423928,0.0154463,0.0239056,0.00898132,0.00396976,0.0285437,0.00535613,0.0335782,0.00673719,0.00591006,0.00901171,0.047743,0.00719984,0.0101037,0.0247359,0.0245481,0.0219437,0.0199947,0.0140346,0.0261184,0,0,0,0,0,0,0,0.0136083,0
236,0.0341543,0.0202497,0,0,0,0,0,0,0.0131935,0.00214782,0.00900826,0.00529721,0,0.0199135,0,0.0409394,0.011115,0.0425196,0.00647114,0.028488,0.0110133,0.00541683,0.0371413,0.0070418,0.0051226,0.00726423,0.045751,0.0075094,0.00817137,0.00449314,0.025457,0.0174922,0.0147415,0.0196899,0.0192879,0.00818113,0.00698266,0.00639681,0.0215078,0,0,0.0294615,0,0.0158017,0.0207875,0.0420766,0.0150089,0.023774,0.0086447,0.0040377,0.0283992,0.00523332,0.0336678,0.00646923,0.00570479,0.00875631,0.0478155,0.00703326,0.00965906,0.0240892,0.0246132,0.0218573,0.0199831,0.0133166,0.0259028,0,0,0,0,0,0,0,0.0135547,0
237,0.0339247,0.0197416,0,0,0,0,0,0,0.0124627,0.00201808,0.00897759,0.00540663,0,0.0190444,0,0.0407863,0.010748,0.0420826,0.00691806,0.0291792,0.0105873,0.00537596,0.0368378,0.00726053,0.00551105,0.00765807,0.0457545,0.00739765,0.00795152,0.00473534,0.0252998,0.0164734,0.0144653,0.0195836,0.0189047,0.00813156,0.00689507,0.00616119,0.0211602,0,0,0.0289866,0,0.0156842,0.0208909,0.0415879,0.0146153,0.0236923,0.00828363,0.00401349,0.0282561,0.00519884,0.0336572,0.00625151,0.00560293,0.00847064,0.0479035,0.00687397,0.00924202,0.0234088,0.0246704,0.0217264,0.0199885,0.0125678,0.0258109,0,0,0,0,0,0,0,0.0134725,0
238,0.0331482,0.0198452,0,0,0,0,0,0,0.0119269,0.00184616,0.00885047,0.00552131,0,0.0182093,0,0.0405551,0.010432,0.0415525,0.00715451,0.0292042,0.0106987,0.00567594,0.0367141,0.0075185,0.0059279,0.00795679,0.0458276,0.00734529,0.00787359,0.00490363,0.0254412,0.0158474,0.0143768,0.0194267,0.0185057,0.00811514,0.00684651,0.00601612,0.020581,0,0,0.0276922,0,0.0155908,0.0208694,0.0413431,0.0142629,0.0236809,0.00768778,0.00432596,0.0290533,0.00515525,0.0335462,0.00621777,0.00552885,0.00800045,0.0479414,0.00662697,0.00867591,0.0227325,0.0238413,0.0220535,0.0198633,0.0128616,0.0250769,0,0,0,0,0,0,0,0.0133549,0
239,0.0323505,0.0199708,0,0,0,0,0,0,0.010981,0.00169281,0.00833397,0.00534921,0,0.0173587,0,0.0403221,0.0102093,0.0410051,0.00707628,0.0296873,0.0107644,0.00555115,0.0366808,0.00763536,0.00604795,0.00789624,0.0458882,0.00710791,0.00773588,0.00480393,0.0257234,0.0146941,0.0143628,0.0192663,0.0182891,0.00807456,0.00677072,0.00587862,0.0200195,0,0,0.0266998,0,0.0154015,0.0207891,0.0411627,0.0140821,0.0236958,0.00756805,0.00441171,0.0297848,0.00510473,0.0335684,0.0063136,0.00546604,0.00790018,0.047875,0.00655223,0.00855896,0.0224409,0.0231538,0.0217706,0.0196314,0.0131488,0.0243157,0,0,0,0,0,0,0,0.0132183,0
240,0.0323755,0.0210812,0,0,0,0,0,0,0.0213679,0.00146234,0.00925328,0.00360827,0,0.0175407,0,0.0399382,0.00995907,0.0442585,0.0177063,0.0264022,0.0157155,0.00562869,0.0371756,0.0124712,0.0210549,0.0129268,0.040318,0.0098117,0.012596,0.00730264,0.0263333,0.0258156,0.0152933,0.0190231,0.0187749,0.00828601,0.00740978,0.00642195,0.0193264,0,0,0.0253497,0,0.0149813,0.0200776,0.0407303,0.0149026,0.0241565,0.00758991,0.00482391,0.0305473,0.00566021,0.0330424,0.00648509,0.00596829,0.00875922,0.048288,0.00732812,0.00948874,0.022961,0.021685,0.021422,0.0189972,0.0149566,0.0246707,0,0,0,0,0,0,0,0.0128923,0
241,0.0317954,0.020795,0,0,0,0,0,0,0.0221209,0.00126609,0.00936341,0.00322547,0,0.0168819,0,0.0396882,0.00982058,0.0438146,0.0175754,0.0264194,0.0155803,0.00566501,0.0371637,0.0123737,0.0207401,0.0128938,0.0402465,0.00973314,0.0123435,0.00727857,0.0266371,0.0262843,0.0153656,0.0188269,0.0186766,0.00824394,0.00727092,0.00590932,0.0188219,0,0,0.024509,0,0.0147633,0.0198901,0.0406895,0.0148201,0.0239926,0.00758646,0.00492096,0.0308414,0.00556768,0.0329936,0.00640915,0.00595735,0.00867805,0.0481715,0.00725259,0.00940797,0.0228349,0.020969,0.020685,0.0186047,0.0148233,0.0241163,0,0,0,0,0,0,0,0.0128027,0
242,0.0311547,0.0206569,0,0,0,0,0,0,0.0225594,0.00111582,0.00933764,0.00286796,0,0.01654,0,0.0394455,0.00998248,0.0433917,0.0171987,0.0262376,0.0153452,0.00610981,0.0372269,0.0121806,0.0202484,0.0127171,0.0400398,0.00958464,0.0121065,0.00719298,0.0267461,0.0264604,0.0158425,0.0185733,0.0188524,0.00830065,0.00702383,0.00583957,0.0183531,0,0,0.0237888,0,0.0144305,0.0196337,0.0407598,0.0146546,0.0237711,0.00760699,0.00534467,0.0312686,0.00549767,0.0329846,0.00646165,0.00588376,0.00858938,0.0480054,0.00715674,0.00934472,0.0228821,0.0203157,0.0203599,0.0181808,0.0149271,0.0234523,0,0,0,0,0,0,0,0.0127357,0
243,0.0306483,0.0204829,0,0,0,0,0,0,0.0228008,0.00110473,0.00931491,0.00258256,0,0.0164421,0,0.0392065,0.0114181,0.0431211,0.0167988,0.0258687,0.0152803,0.00657908,0.0374974,0.0119432,0.0197398,0.0125074,0.0396924,0.00949169,0.012016,0.00711216,0.0267826,0.0265128,0.0165489,0.018384,0.0190411,0.00833157,0.0067472,0.00598623,0.0179682,0,0,0.0231508,0,0.0140984,0.019328,0.0408027,0.014427,0.0235386,0.00754913,0.00585044,0.0315981,0.00555415,0.0330358,0.00668763,0.00582273,0.00847101,0.0478744,0.00703713,0.00921826,0.0229129,0.0199327,0.0200432,0.0177693,0.0150223,0.0229221,0,0,0,0,0,0,0,0.0126476,0
244,0.0301014,0.0203017,0,0,0,0,0,0,0.023109,0.0012204,0.00914096,0.00230257,0,0.0162563,0,0.0389176,0.0124519,0.0430024,0.0161346,0.0263403,0.0152777,0.00660556,0.037708,0.0114164,0.0191006,0.0121468,0.0393637,0.00928279,0.0119461,0.00689351,0.0267215,0.0268193,0.0170396,0.0182299,0.0193414,0.00836482,0.00648674,0.00604039,0.0175404,0,0,0.022582,0,0.0138051,0.019299,0.040811,0.0142233,0.0235641,0.0074972,0.00619978,0.0320418,0.00561656,0.0329795,0.00673328,0.00579898,0.00833441,0.0477798,0.00690861,0.00909064,0.0230966,0.0197178,0.0196544,0.0174535,0.0150985,0.022434,0,0,0,0,0,0,0,0.0124743,0
245,0.0295537,0.0200841,0,0,0,0,0,0,0.0230525,0.00127321,0.00886973,0.00183781,0,0.0163688,0,0.0385375,0.012634,0.0433113,0.015433,0.0262011,0.0152926,0.0070499,0.037724,0.0107725,0.0183064,0.0116578,0.0389896,0.00896785,0.0116677,0.00656501,0.0266835,0.0266875,0.0175509,0.0180274,0.0197426,0.00840893,0.00627555,0.00610245,0.0169527,0,0,0.0219508,0,0.0135258,0.0192453,0.0409426,0.0140447,0.0235222,0.00750297,0.00664737,0.0324441,0.00569667,0.0329729,0.00675638,0.00578619,0.00821674,0.0476657,0.00674154,0.00899585,0.0234486,0.0194365,0.0191477,0.0171253,0.0151497,0.0219548,0,0,0,0,0,0,0,0.012257,0
246,0.0290992,0.0198796,0,0,0,0,0,0,0.0225873,0.00137062,0.00854579,0.00151365,0,0.0166879,0,0.038071,0.0123802,0.0439514,0.0147532,0.0252342,0.0152037,0.00813718,0.0376763,0.0101207,0.0172484,0.0110744,0.0385768,0.00859213,0.0112697,0.00614122,0.0266957,0.0258806,0.0180589,0.0178057,0.0202655,0.0084746,0.00605693,0.00622299,0.0163497,0,0,0.0212809,0,0.013194,0.0190692,0.0410828,0.0139482,0.023363,0.00753037,0.00729361,0.0327607,0.00568411,0.0328159,0.00671603,0.00574418,0.00814251,0.0474514,0.00658311,0.00898195,0.023983,0.0190711,0.0185648,0.0166831,0.0153336,0.0215597,0,0,0,0,0,0,0,0.011922,0
247,0.0288088,0.0197865,0,0,0,0,0,0,0.0223047,0.00166508,0.00821014,0.00148471,0,0.0170346,0,0.0374834,0.0121646,0.0447829,0.0139549,0.0245973,0.0149193,0.00910332,0.0377386,0.00943684,0.0159901,0.0104804,0.03818,0.0081834,0.0107495,0.00566121,0.0267795,0.0251545,0.0184771,0.0175594,0.0205955,0.00854259,0.00594733,0.0061219,0.0159761,0,0,0.0206648,0,0.0127977,0.0190521,0.0411222,0.0139264,0.0232942,0.00756786,0.00780548,0.0331467,0.00562184,0.0326476,0.00653907,0.00572844,0.00815769,0.047268,0.00651754,0.00905213,0.0244278,0.0188639,0.018023,0.0161715,0.0155332,0.0213636,0,0,0,0,0,0,0,0.0115232,0
248,0.0286561,0.0197499,0,0,0,0,0,0,0.0221582,0.00195643,0.00795774,0.00161366,0,0.0174341,0,0.0368559,0.0121158,0.045778,0.0131333,0.0244091,0.0145307,0.00975241,0.0379162,0.00878824,0.0149689,0.00996081,0.0378149,0.00781807,0.010193,0.00519965,0.0269647,0.0244933,0.0189247,0.0172767,0.0206815,0.00861734,0.00592922,0.00591107,0.015776,0,0,0.0201637,0,0.0123695,0.0188367,0.0412415,0.0139311,0.0234088,0.00753593,0.00806548,0.0335994,0.00563088,0.0325802,0.00646488,0.00566608,0.00825522,0.0471582,0.0065183,0.00916288,0.0247831,0.018875,0.0174867,0.0156113,0.0156809,0.0213334,0,0,0,0,0,0,0,0.0111004,0
249,0.028599,0.0197555,0,0,0,0,0,0,0.022158,0.00220507,0.00785452,0.00194816,0,0.0179478,0,0.0362008,0.0123095,0.0465236,0.0125978,0.024572,0.0142336,0.0101208,0.0381406,0.00840115,0.0143792,0.00966193,0.0377147,0.00762987,0.0099874,0.00492946,0.0271249,0.0241838,0.0194817,0.0169638,0.0206172,0.00873384,0.0059231,0.00550631,0.0157035,0,0,0.0197306,0,0.0119458,0.0183746,0.0416565,0.0139309,0.0235179,0.0074414,0.00822842,0.0340142,0.00556716,0.0327207,0.00647047,0.00571223,0.00831813,0.0471238,0.00652674,0.00924409,0.0248762,0.019002,0.0169016,0.0150029,0.0157159,0.0213985,0,0,0,0,0,0,0,0.0106616,0
250,0.0283996,0.0197893,0,0,0,0,0,0,0.0225321,0.00261493,0.00790906,0.00186681,0,0.0184996,0,0.0355276,0.0122631,0.0465025,0.0123251,0.0251342,0.0141327,0.010256,0.0381205,0.00832408,0.0142937,0.00961026,0.0378188,0.00762386,0.0100475,0.00483964,0.0271868,0.0245278,0.0200235,0.0167902,0.020576,0.00895653,0.00585828,0.00501473,0.0154641,0,0,0.0194629,0,0.0114868,0.0179801,0.042305,0.0138847,0.0234613,0.00733018,0.00845476,0.0345062,0.00555931,0.0330022,0.006583,0.00579077,0.00824944,0.0471157,0.00647032,0.00920791,0.024806,0.0192097,0.0167847,0.0143891,0.0156014,0.0213331,0,0,0,0,0,0,0,0.0100942,0
251,0.028439,0.0196015,0,0,0,0,0,0,0.022828,0.00308635,0.00798843,0.00179443,0,0.0186183,0,0.0346935,0.0111621,0.0459954,0.0121512,0.0256316,0.0140432,0.0101735,0.0381098,0.00819108,0.0142475,0.00958367,0.0378517,0.00763143,0.010072,0.00481876,0.0272388,0.0247962,0.0201643,0.0163539,0.0206854,0.0090973,0.00571098,0.00484071,0.0153726,0,0,0.0192761,0,0.0110531,0.017489,0.0422519,0.0136405,0.0230933,0.00709903,0.00855354,0.0347548,0.00551433,0.0329695,0.00687603,0.00574907,0.00803234,0.0471267,0.00631055,0.00898234,0.0247189,0.01946,0.0157664,0.0137996,0.0152802,0.0215386,0,0,0,0,0,0,0,0.00948851,0
252,0.0273895,0.0185418,0,0,0,0,0,0,0.0104398,0.00334746,0.00666204,0.00518533,0,0.0181255,0,0.0337153,0.00876473,0.0414768,0.00977013,0.0285516,0.0135081,0.00984171,0.0372132,0.00979908,0.0131149,0.0106292,0.042921,0.00839914,0.00923581,0.00629926,0.0270695,0.015883,0.0194564,0.0159764,0.0204723,0.00913549,0.0050486,0.00585532,0.0153141,0,0,0.01962,0,0.010657,0.0174903,0.0425149,0.0127401,0.022741,0.00724027,0.00891003,0.0354878,0.00502328,0.0335169,0.00691532,0.00517092,0.00717648,0.0464422,0.00537171,0.00803826,0.0243944,0.0207144,0.0149949,0.0134061,0.0140552,0.0202173,0,0,0,0,0,0,0,0.00875848,0
253,0.0286037,0.0193182,0,0,0,0,0,0,0.0223573,0.00392218,0.00785682,0.00306893,0,0.0186413,0,0.0324927,0.00710096,0.0455432,0.011216,0.0253986,0.0135881,0.0112502,0.0375796,0.00770191,0.013513,0.00907179,0.0377218,0.00744361,0.00970209,0.00455711,0.0274609,0.0239674,0.0197529,0.0155519,0.0208677,0.00950933,0.00573579,0.00657302,0.0149841,0,0,0.0187515,0,0.0101024,0.0166629,0.0420049,0.0136961,0.023614,0.00708639,0.00866035,0.0353994,0.00535143,0.0331632,0.00702728,0.00549145,0.00804635,0.0470733,0.00619309,0.00897717,0.0248297,0.0201953,0.0150032,0.0125214,0.0149838,0.0217377,0,0,0,0,0,0,0,0.00771645,0
254,0.0285274,0.0191126,0,0,0,0,0,0,0.0226873,0.00422126,0.0078478,0.00345884,0,0.0184128,0,0.0314329,0.0061143,0.0455423,0.0110244,0.0256259,0.0136873,0.0112328,0.0372605,0.00755691,0.0134161,0.00888628,0.0376838,0.00740585,0.00959631,0.00441683,0.0275351,0.0240966,0.0194505,0.0150327,0.0208224,0.00956454,0.00578081,0.00691974,0.0146587,0,0,0.0187719,0,0.00976962,0.0162429,0.0419985,0.0138622,0.0242162,0.00731865,0.00822585,0.0358028,0.00530802,0.0331622,0.00681391,0.00532624,0.00826422,0.0471233,0.0062821,0.0092221,0.0247643,0.02071,0.0144145,0.0119769,0.0146267,0.021666,0,0,0,0,0,0,0,0.0069122,0
255,0.0285334,0.0189617,0,0,0,0,0,0,0.0230881,0.00453549,0.00781575,0.00365896,0,0.0177569,0,0.0303702,0.00502351,0.0454704,0.0108861,0.0258949,0.0137659,0.0111224,0.0369773,0.0074087,0.0135168,0.00871336,0.0376469,0.0073913,0.00944137,0.00431045,0.0275864,0.0243073,0.0188519,0.0145428,0.020781,0.00965176,0.00578437,0.00718094,0.014426,0,0,0.0188538,0,0.00947522,0.0159356,0.0419893,0.0139914,0.0246975,0.00747671,0.00789688,0.0361335,0.00530698,0.0331155,0.00671598,0.00530398,0.00847539,0.047194,0.00640461,0.00943615,0.0247682,0.0211167,0.0138629,0.0115895,0.0142767,0.0216299,0,0,0,0,0,0,0,0.00605743,0
256,0.0285539,0.018816,0,0,0,0,0,0,0.0233601,0.00494314,0.00786137,0.00373909,0,0.0168967,0,0.0294859,0.00442838,0.0453746,0.0108547,0.0260597,0.0138349,0.0109416,0.0365611,0.00730493,0.0135024,0.00858025,0.0375905,0.00738794,0.00943283,0.00426341,0.0276217,0.0245601,0.0180002,0.0141516,0.0207239,0.00974819,0.00576798,0.00734692,0.0142491,0,0,0.0188261,0,0.0092215,0.0156512,0.0419054,0.0139879,0.0249359,0.0074691,0.00762312,0.0362802,0.00529374,0.0331004,0.00665382,0.00527191,0.00854576,0.0472343,0.0065254,0.00951148,0.0246943,0.0213197,0.013162,0.0112576,0.0139086,0.0216089,0,0,0,0,0,0,0,0.00533096,0
257,0.0287377,0.0187479,0,0,0,0,0,0,0.0233138,0.00532358,0.00792983,0.00381216,0,0.0164391,0,0.0288853,0.00438173,0.0452895,0.0108987,0.0261321,0.0138607,0.010748,0.0363335,0.00720743,0.0133348,0.00847746,0.0375313,0.0073833,0.00954759,0.00426499,0.0276473,0.0247673,0.0174317,0.0139115,0.0206312,0.00992374,0.00574432,0.0074447,0.0142862,0,0,0.0188478,0,0.00901627,0.0152919,0.0417088,0.0138606,0.0249972,0.00741889,0.00741619,0.0364316,0.00526005,0.0331133,0.00668043,0.00518965,0.00852853,0.0472603,0.00666798,0.0094927,0.0245425,0.0214697,0.0126415,0.010971,0.0136801,0.0217211,0,0,0,0,0,0,0,0.00489934,0
258,0.0290567,0.0187704,0,0,0,0,0,0,0.0232256,0.00555191,0.00800817,0.00368423,0,0.016398,0,0.0283873,0.00433421,0.0452031,0.0109882,0.0261729,0.0138322,0.0105934,0.036322,0.00711988,0.0130505,0.00840342,0.0374944,0.00740825,0.00960588,0.00426405,0.0276763,0.0250495,0.0171851,0.0136914,0.0206535,0.0100849,0.00570773,0.00750441,0.0144778,0,0,0.0188007,0,0.00882882,0.0148351,0.0415761,0.013714,0.0249582,0.00738383,0.00728422,0.0366431,0.00523711,0.0331607,0.00684931,0.0050547,0.00848183,0.0472797,0.00663896,0.0094507,0.0244336,0.0215539,0.0122228,0.0107375,0.0135525,0.0219697,0,0,0,0,0,0,0,0.00454687,0
259,0.0292918,0.0187921,0,0,0,0,0,0,0.0232902,0.00586294,0.0080611,0.00344482,0,0.0164392,0,0.0279258,0.00407389,0.04514,0.0110919,0.0261568,0.0137759,0.0105068,0.0361385,0.00706437,0.01265,0.00834861,0.037437,0.00744966,0.00958806,0.00425521,0.0276997,0.0253531,0.0168398,0.0134459,0.0206718,0.0102121,0.00565914,0.0075005,0.0147365,0,0,0.0187661,0,0.0087156,0.0145434,0.0415132,0.0135588,0.0249101,0.00738748,0.00717186,0.0368107,0.00520949,0.0331698,0.00693666,0.00501271,0.00841461,0.0472672,0.00674037,0.009381,0.0244022,0.0215604,0.0118772,0.0105344,0.0134937,0.0221989,0,0,0,0,0,0,0,0.00417508,0
260,0.0291675,0.018703,0,0,0,0,0,0,0.0235573,0.00622191,0.00807692,0.00318634,0,0.0162633,0,0.0274073,0.00386799,0.0450387,0.0112364,0.026159,0.0137012,0.0106294,0.0356468,0.0070093,0.012428,0.00828217,0.0373452,0.00745705,0.0096293,0.00424058,0.0277052,0.025622,0.0161337,0.0131959,0.0207651,0.0103886,0.00560991,0.00752342,0.0149686,0,0,0.0186174,0,0.00860533,0.0144368,0.0415184,0.0134556,0.0249302,0.0074179,0.00721885,0.036962,0.00520843,0.0332084,0.00684754,0.00509254,0.00839201,0.0472568,0.00668027,0.00933154,0.0243828,0.0213922,0.0117056,0.0102845,0.0135598,0.0222274,0,0,0,0,0,0,0,0.0038,0
261,0.0286233,0.0189104,0,0,0,0,0,0,0.0237538,0.00648274,0.00809709,0.00287412,0,0.0161976,0,0.0268666,0.00379702,0.0450301,0.0114417,0.0259951,0.0136731,0.0105425,0.0347614,0.0069831,0.0123417,0.00816824,0.0372513,0.00750047,0.00981456,0.00427062,0.0276976,0.0258336,0.0155058,0.0127778,0.0208181,0.0104644,0.00556836,0.0073247,0.0151646,0,0,0.0184486,0,0.0085238,0.0142453,0.0415576,0.0132944,0.0249508,0.00736259,0.0071029,0.037466,0.00523315,0.0331922,0.00671129,0.00513092,0.00834716,0.0472401,0.00648397,0.00927625,0.0242607,0.0213128,0.0106089,0.0102933,0.0140307,0.0218391,0,0,0,0,0,0,0,0.00336369,0
262,0.0283924,0.0188645,0,0,0,0,0,0,0.0238989,0.00663331,0.00809334,0.00261339,0,0.016095,0,0.0263593,0.00377501,0.0450049,0.0115989,0.0259672,0.0137213,0.0106986,0.034203,0.00690763,0.0122145,0.00811993,0.0371864,0.00752805,0.0099263,0.00427138,0.0276598,0.0260723,0.0149453,0.0124496,0.0207505,0.010592,0.00552086,0.00711722,0.0152739,0,0,0.0185098,0,0.00845962,0.0140894,0.0416257,0.0131534,0.0249734,0.00735094,0.00725599,0.0376643,0.0052979,0.0332932,0.00670875,0.00514362,0.00823073,0.0471909,0.00655525,0.00923524,0.0242054,0.0213515,0.0103669,0.0102186,0.0140845,0.0218162,0,0,0,0,0,0,0,0.00300379,0
263,0.0281633,0.0186105,0,0,0,0,0,0,0.0240982,0.00678951,0.0080975,0.00225431,0,0.0159089,0,0.0259416,0.00417378,0.0449043,0.0116996,0.0261707,0.013869,0.0106668,0.0337531,0.00678953,0.0121782,0.00815346,0.0371557,0.0075248,0.0100218,0.00425587,0.0275748,0.0265081,0.0143418,0.0121887,0.0207543,0.0107344,0.00536045,0.00685918,0.0152939,0,0,0.0186134,0,0.00843062,0.0136831,0.0413682,0.0130803,0.02502,0.00735837,0.00736227,0.0377869,0.00534527,0.0331934,0.00656431,0.00519565,0.00817106,0.047132,0.00662987,0.00921854,0.0242226,0.0214048,0.0101644,0.0101282,0.0139005,0.0218016,0,0,0,0,0,0,0,0.00274255,0
264,0.0278513,0.0181946,0,0,0,0,0,0,0.0244175,0.00710409,0.00809278,0.00185102,0,0.0156799,0,0.0255954,0.00437518,0.0447507,0.0118309,0.0264278,0.0139422,0.0104835,0.0332747,0.00665712,0.0122992,0.00820856,0.0371314,0.0074901,0.0100935,0.00420659,0.0274479,0.0270016,0.0137448,0.0119844,0.0206286,0.0108496,0.00501593,0.0064384,0.015126,0,0,0.018764,0,0.0084248,0.013251,0.0409852,0.0130465,0.0250459,0.00737527,0.00738891,0.0378198,0.00541845,0.0330717,0.00627071,0.00529739,0.00822483,0.0471149,0.00664306,0.00922556,0.0240705,0.0215093,0.00999078,0.00993763,0.0134812,0.0217262,0,0,0,0,0,0,0,0.00255907,0
265,0.0275356,0.0178463,0,0,0,0,0,0,0.0246176,0.00737294,0.00804762,0.00178522,0,0.0156668,0,0.0252736,0.00402397,0.0446551,0.0118941,0.0260594,0.013952,0.0106135,0.0328056,0.00660297,0.0124695,0.0082229,0.0370583,0.00747023,0.0100834,0.00416229,0.0274014,0.027185,0.0134492,0.0117519,0.0204375,0.0110044,0.00470903,0.00594878,0.0149244,0,0,0.0190231,0,0.0084516,0.0130231,0.040919,0.0129958,0.0249474,0.00743756,0.00750143,0.0377464,0.0054261,0.0330368,0.00628872,0.00531905,0.00823317,0.0470744,0.00656298,0.00922279,0.0238625,0.0217159,0.00985948,0.0097984,0.0131358,0.0216039,0,0,0,0,0,0,0,0.00233763,0
266,0.02731,0.017531,0,0,0,0,0,0,0.0248491,0.00758369,0.00801684,0.00174922,0,0.0158017,0,0.0249945,0.00355738,0.044597,0.0118755,0.0259317,0.0139496,0.0106058,0.0327765,0.00658116,0.0122758,0.00823996,0.0369927,0.00745539,0.0100165,0.00412897,0.0273811,0.027443,0.0136167,0.0115403,0.020284,0.0111843,0.0047281,0.00573429,0.0147859,0,0,0.0195756,0,0.0084315,0.0130436,0.041027,0.0128232,0.0249181,0.00741099,0.00748808,0.0376644,0.00538507,0.0330755,0.00658519,0.00526215,0.00808549,0.0470572,0.00643635,0.00907592,0.0235623,0.0221671,0.00967691,0.00972385,0.0127897,0.0215463,0,0,0,0,0,0,0,0.00208528,0
267,0.0271012,0.0171168,0,0,0,0,0,0,0.0252289,0.00788618,0.00800786,0.00168169,0,0.0159432,0,0.0246871,0.00328326,0.0445581,0.0118587,0.0260704,0.013975,0.0102658,0.0329062,0.00655681,0.012098,0.00824164,0.0369373,0.00742518,0.00996636,0.00412167,0.0273638,0.0277902,0.0139748,0.0112552,0.0201037,0.011423,0.00489401,0.00568165,0.0147693,0,0,0.0202615,0,0.00845802,0.0130305,0.0411618,0.012574,0.0249595,0.0073461,0.00724612,0.0376828,0.00533282,0.0331829,0.0066196,0.00519421,0.00788859,0.0470518,0.00630154,0.00885104,0.0231568,0.0227332,0.00941993,0.00974786,0.012373,0.0214854,0,0,0,0,0,0,0,0.00174511,0
