Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,LWRB,LBHD
797,0.00559213,0.00706727,0,0,0,0,0,0,0.0233106,0.00905216,0.00791544,0.00231559,0,0.0379437,0,0.0213251,0.0149615,0.0424252,0.00886201,0.0260912,0.0121914,0.00947696,0.0156641,0.00555673,0.0089689,0.00597936,0.0366571,0.006916,0.0100785,0.0040506,0.0261266,0.0266731,0.0271245,0.00917443,0.0180659,0.0137032,0.00425734,0.00363273,0.00609282,0,0,0.0489038,0,0.0114676,0.0191595,0.041625,0.0114002,0.0251964,0.00511549,0.00623499,0.024687,0.00396344,0.0343158,0.00518501,0.00310423,0.0048739,0.045522,0.00424404,0.00598095,0.021291,0.0430519,0.00635627,0.00638235,0.00852746,0.00501314,0,0,0,0,0,0,0,0.00631182,0
798,0.00407061,0.00765183,0,0,0,0,0,0,0.00416707,0.00881504,0.0031764,0.00506599,0,0.0376906,0,0.0211843,0.0145014,0.0384809,0.00672682,0.0282945,0.00810304,0.00744901,0.0149769,0.00939478,0.0128032,0.00996799,0.0408061,0.00595401,0.00634745,0.00511891,0.0266924,0.00757267,0.0268052,0.00917964,0.0176982,0.0136188,0.00421956,0.00442926,0.00441196,0,0,0.0492626,0,0.0118181,0.0191483,0.041913,0.0111498,0.0250702,0.00553922,0.00529159,0.0255117,0.00359025,0.0347224,0.00524557,0.00266449,0.00450678,0.0449883,0.00390685,0.00555836,0.020613,0.0441079,0.00620066,0.00619276,0.00976728,0.00333767,0,0,0,0,0,0,0,0.00587164,0
799,0.00399271,0.0088028,0,0,0,0,0,0,0.0242074,0.00862884,0.00830721,0.00281458,0,0.0372619,0,0.0208762,0.0140867,0.0424542,0.00876282,0.0261784,0.0124467,0.0100934,0.0137522,0.00531859,0.00896556,0.00603592,0.0366742,0.00690871,0.0100431,0.0039374,0.0262398,0.0277132,0.0259861,0.00914926,0.0178553,0.0137801,0.00443116,0.00412302,0.00598536,0,0,0.0496975,0,0.0119816,0.0192555,0.0417177,0.0114077,0.0253995,0.00515234,0.00650841,0.0229052,0.00402821,0.0343245,0.00529647,0.00320389,0.00498543,0.0454666,0.00438934,0.00604428,0.0210516,0.0434617,0.00646051,0.00629016,0.0102745,0.00399642,0,0,0,0,0,0,0,0.00560608,0
800,0.00330709,0.00942637,0,0,0,0,0,0,0.024698,0.0085839,0.00850703,0.00298666,0,0.036642,0,0.0204578,0.0136558,0.0425201,0.00881124,0.0262129,0.0126159,0.0102736,0.0129481,0.00529198,0.00900518,0.00608998,0.0366927,0.00694398,0.0101736,0.00399512,0.0262929,0.0282674,0.0253186,0.00889486,0.0180795,0.0138563,0.00439182,0.00430854,0.00589915,0,0,0.0496286,0,0.0122956,0.0188622,0.0417534,0.0112237,0.0255083,0.00513671,0.00667437,0.0222397,0.00399167,0.0343753,0.00521491,0.00318646,0.00488117,0.0456185,0.00424243,0.00589546,0.0213008,0.0435374,0.00675432,0.00650836,0.0109169,0.00350395,0,0,0,0,0,0,0,0.00563003,0
801,0.00281665,0.0108715,0,0,0,0,0,0,0.0251407,0.00836042,0.00899662,0.00330168,0,0.0362995,0,0.0201354,0.0132714,0.0425433,0.00868994,0.0263226,0.0128139,0.0107139,0.0120397,0.00521764,0.00892632,0.00611258,0.036705,0.00693127,0.010282,0.00403606,0.0263293,0.0287395,0.0249221,0.00896262,0.0184558,0.0138126,0.00424736,0.00479735,0.00658567,0,0,0.05108,0,0.0125163,0.0189913,0.0418123,0.0110145,0.0256104,0.00497466,0.0071255,0.0212958,0.00394858,0.0344116,0.00500639,0.0031235,0.00480195,0.0457854,0.00402787,0.00580209,0.0217724,0.0442536,0.00663173,0.00635364,0.0122711,0.00329357,0,0,0,0,0,0,0,0.00524051,0
802,0.00255291,0.0115603,0,0,0,0,0,0,0.0255372,0.00814979,0.00921756,0.00343049,0,0.035576,0,0.0197361,0.0130057,0.0425541,0.00848015,0.0263472,0.0131207,0.0108729,0.0112735,0.00511848,0.00875865,0.0061151,0.0366742,0.00694825,0.0103893,0.00406224,0.0263655,0.0290934,0.0242225,0.00883816,0.0187579,0.0138327,0.00406522,0.0050062,0.00669236,0,0,0.0512094,0,0.0129434,0.0188067,0.0418413,0.0108295,0.0256702,0.00482679,0.00724837,0.0207866,0.00392188,0.034421,0.00466413,0.00306902,0.00470261,0.045861,0.00387276,0.00570814,0.0220164,0.0443701,0.00728469,0.00690767,0.0128889,0.0030105,0,0,0,0,0,0,0,0.00539354,0
803,0.00266594,0.0122384,0,0,0,0,0,0,0.0259294,0.0077553,0.00912434,0.0035318,0,0.0346708,0,0.0193073,0.0128334,0.0425325,0.00826351,0.0263388,0.0133563,0.0110469,0.010592,0.00502771,0.0086307,0.00608919,0.0366463,0.00694357,0.0104812,0.0039924,0.0263765,0.0294217,0.0233781,0.00875906,0.0189365,0.0138263,0.00410157,0.00510506,0.00684014,0,0,0.0512822,0,0.0134057,0.0186864,0.0418814,0.0108409,0.0256846,0.00479947,0.00733266,0.0203562,0.00390648,0.0344179,0.00466809,0.00304594,0.00468493,0.0459074,0.00389907,0.00569897,0.0220421,0.0445185,0.00809023,0.00749809,0.0134493,0.00283668,0,0,0,0,0,0,0,0.00553101,0
804,0.00299693,0.0127598,0,0,0,0,0,0,0.0263062,0.00736067,0.00915671,0.0036225,0,0.033528,0,0.018788,0.0127613,0.0425082,0.00812805,0.0263423,0.0134401,0.0111889,0.0102371,0.00497975,0.008607,0.00611278,0.0366294,0.00692407,0.0105725,0.00386104,0.0263974,0.0298619,0.022418,0.00860122,0.0187123,0.013736,0.00415426,0.00502203,0.00671668,0,0,0.0508486,0,0.0138379,0.0183406,0.0419583,0.0109629,0.0257024,0.00479192,0.00744738,0.0200583,0.00390658,0.0343889,0.00494765,0.00306162,0.00473887,0.0458255,0.00393545,0.00574846,0.0220331,0.0445712,0.00895722,0.00803347,0.013854,0.00269501,0,0,0,0,0,0,0,0.00572867,0
805,0.00364222,0.0133145,0,0,0,0,0,0,0.0265936,0.00697697,0.00928818,0.00368101,0,0.0321534,0,0.0183252,0.0125273,0.0425001,0.00805328,0.0263454,0.0135531,0.0112596,0.0103191,0.00491785,0.00863385,0.00616441,0.0366244,0.00687125,0.0106013,0.00376784,0.0263916,0.0302301,0.0213895,0.00843251,0.0184805,0.0136147,0.00414728,0.0047306,0.00630696,0,0,0.0498962,0,0.0142119,0.0178301,0.0420548,0.0109781,0.0257441,0.00476374,0.00752936,0.0198973,0.00387758,0.0343539,0.00516367,0.00306115,0.00476931,0.0457206,0.00404907,0.00574921,0.0220763,0.0444867,0.00988153,0.00854497,0.0143184,0.00266228,0,0,0,0,0,0,0,0.00589077,0
806,0.00460438,0.0137698,0,0,0,0,0,0,0.0268566,0.00660507,0.00943709,0.00368532,0,0.0305556,0,0.0179776,0.0119758,0.0425196,0.00800405,0.0263641,0.0137602,0.0112823,0.0104592,0.00490154,0.00871352,0.00628332,0.0365748,0.00688997,0.0106297,0.00365766,0.0263813,0.0305146,0.0201641,0.00834973,0.0184232,0.0135426,0.00416112,0.00468239,0.00571359,0,0,0.0489062,0,0.0146203,0.0172323,0.0420958,0.0109355,0.0258098,0.00470279,0.0074911,0.0198653,0.00389514,0.0343384,0.00542829,0.00308019,0.00478973,0.0456268,0.00413214,0.00572859,0.02201,0.0442652,0.0107305,0.00900198,0.0146735,0.00295911,0,0,0,0,0,0,0,0.00610767,0
807,0.00552926,0.0154333,0,0,0,0,0,0,0.0270394,0.0058963,0.00958013,0.00370078,0,0.0288686,0,0.017406,0.0112923,0.0424624,0.00775551,0.0264219,0.0137905,0.0114019,0.0108181,0.00483461,0.00865369,0.00633018,0.0365261,0.00683032,0.010595,0.00353877,0.0264401,0.0306812,0.018876,0.00822249,0.0184349,0.0132928,0.00427397,0.00503792,0.00618342,0,0,0.0493081,0,0.0148283,0.0170424,0.0421233,0.01099,0.0259241,0.00461582,0.00745007,0.0193171,0.00397642,0.0343223,0.00549149,0.00315449,0.00482952,0.0455458,0.00419412,0.0057801,0.0218796,0.0445502,0.0110035,0.00914082,0.0162671,0.00323283,0,0,0,0,0,0,0,0.00644894,0
808,0.006529,0.016346,0,0,0,0,0,0,0.0272059,0.00533987,0.00975537,0.00360739,0,0.0271469,0,0.016811,0.0111078,0.0424361,0.00750856,0.0264168,0.0138173,0.0113023,0.0107746,0.00475271,0.00855843,0.00635076,0.0364706,0.00675009,0.0105355,0.00348256,0.0265403,0.0308558,0.0174958,0.00811784,0.0185282,0.0131929,0.00429129,0.005174,0.00614696,0,0,0.0490526,0,0.0151654,0.01655,0.042142,0.0109609,0.0259923,0.00451391,0.00732677,0.0191044,0.00402099,0.0343328,0.00536966,0.00319959,0.00481419,0.0455756,0.00420591,0.00582298,0.0218783,0.0444038,0.0118199,0.00952849,0.0170238,0.00370738,0,0,0,0,0,0,0,0.00693366,0
809,0.00783701,0.017456,0,0,0,0,0,0,0.0273458,0.00528135,0.00990383,0.00346476,0,0.0249428,0,0.0161746,0.011259,0.0424134,0.00728943,0.0263623,0.0137965,0.0111147,0.0104632,0.0046856,0.008447,0.00633965,0.0364201,0.00663943,0.0104581,0.00341073,0.0266057,0.031054,0.015747,0.00792122,0.0186298,0.0130516,0.0042505,0.00519046,0.00648725,0,0,0.0487657,0,0.0155002,0.0160645,0.0421825,0.0108741,0.02605,0.00441836,0.00721743,0.0188386,0.00403989,0.0343353,0.00534552,0.00321831,0.00479255,0.045627,0.00419151,0.00579824,0.0218424,0.0441956,0.0128971,0.0100111,0.0178706,0.00446589,0,0,0,0,0,0,0,0.00728183,0
810,0.0102311,0.0191409,0,0,0,0,0,0,0.0275215,0.00536066,0.0100911,0.00330879,0,0.0210455,0,0.014829,0.0118318,0.0424208,0.00700716,0.0262995,0.0137468,0.0108113,0.00982541,0.00465427,0.00832234,0.00630328,0.0363732,0.0065531,0.0104102,0.00335823,0.0266737,0.0311532,0.0121994,0.00814261,0.0186198,0.0129555,0.00420776,0.00525822,0.00811435,0,0,0.0480646,0,0.0158583,0.0155616,0.0422303,0.0107655,0.0260647,0.00437449,0.00692288,0.0183116,0.00403966,0.0343343,0.00537449,0.00321412,0.00476102,0.0456401,0.0041365,0.00573816,0.0217369,0.0436181,0.0141353,0.0105923,0.0189937,0.00619998,0,0,0,0,0,0,0,0.00808051,0
811,0.0123277,0.0203414,0,0,0,0,0,0,0.0278006,0.00532303,0.0102903,0.0032558,0,0.0189588,0,0.0139182,0.0126855,0.0424392,0.00674623,0.0262871,0.0136685,0.0106732,0.0103665,0.0046049,0.00824621,0.00627689,0.0363487,0.0064808,0.0103971,0.00333367,0.0267558,0.0313247,0.0100588,0.00841473,0.0185995,0.0128034,0.00420885,0.00517529,0.00942513,0,0,0.0472411,0,0.0162653,0.0154964,0.0422819,0.0107409,0.0260347,0.0043038,0.00676955,0.0181405,0.00399388,0.0343518,0.0053013,0.00320478,0.0046718,0.0456316,0.0040381,0.00564444,0.0217972,0.0430509,0.0151936,0.0111383,0.0197633,0.00782388,0,0,0,0,0,0,0,0.00925391,0
812,0.0131137,0.0206283,0,0,0,0,0,0,0.0280683,0.0055352,0.010477,0.00328692,0,0.0183235,0,0.0139869,0.012809,0.0424611,0.00651685,0.0263111,0.013657,0.0106673,0.0108298,0.00451133,0.00817996,0.00625232,0.0363586,0.00640079,0.0103647,0.00330465,0.0268171,0.0315036,0.00953214,0.00828655,0.0185889,0.0125896,0.00414375,0.00512819,0.00934797,0,0,0.0465282,0,0.0166121,0.0151741,0.0423068,0.01071,0.0260372,0.00422643,0.00669528,0.0183424,0.0039586,0.0343364,0.00524057,0.00321915,0.00458151,0.0456521,0.00394464,0.00554317,0.0218722,0.0428724,0.015986,0.0115572,0.0199419,0.00843637,0,0,0,0,0,0,0,0.00963434,0
813,0.0137499,0.0206801,0,0,0,0,0,0,0.0283031,0.00610883,0.0106539,0.00334378,0,0.0176382,0,0.0143344,0.0129349,0.042473,0.00627067,0.0263772,0.0136588,0.0106406,0.0112078,0.00436014,0.00805733,0.00618547,0.0364147,0.00633652,0.0103724,0.00329427,0.0268282,0.0316107,0.00900395,0.00807879,0.0184955,0.0124149,0.00417942,0.00515598,0.00901396,0,0,0.0457978,0,0.0169634,0.0147588,0.0423068,0.0107867,0.026033,0.00416211,0.00663998,0.0186418,0.00395043,0.0343416,0.00521559,0.00328077,0.00453113,0.0456206,0.00390389,0.00549363,0.0218313,0.042769,0.016529,0.0117951,0.0199685,0.00889194,0,0,0,0,0,0,0,0.00985654,0
814,0.0150646,0.0209114,0,0,0,0,0,0,0.00304376,0.00570753,0.00529236,0.00598501,0,0.0175791,0,0.0142833,0.0130921,0.0382472,0.00953616,0.028555,0.00783229,0.00850455,0.0114958,0.0105916,0.0145645,0.0109626,0.0405582,0.00724155,0.00741702,0.00625439,0.0275049,0.00523699,0.00910764,0.00802996,0.0180382,0.0120613,0.00429808,0.00585481,0.0074212,0,0,0.0453491,0,0.0173652,0.014515,0.0426053,0.0109117,0.0257958,0.00458587,0.00562745,0.0207428,0.00368023,0.0347863,0.00525029,0.00290017,0.00412419,0.045,0.0034874,0.00500914,0.0213549,0.0435439,0.0165077,0.0118002,0.0204491,0.0100853,0,0,0,0,0,0,0,0.00994276,0
815,0.0151586,0.0208208,0,0,0,0,0,0,0.0288433,0.00630984,0.0110054,0.00339743,0,0.016869,0,0.0145544,0.0131851,0.0425566,0.00596716,0.0264558,0.0137791,0.0106834,0.0118428,0.00418303,0.00785363,0.00622937,0.0365613,0.00634398,0.0105561,0.00324199,0.0267649,0.0319688,0.00824021,0.00778725,0.0183205,0.0118998,0.00434235,0.00524326,0.00860137,0,0,0.0445721,0,0.0175733,0.0142976,0.0424204,0.0109645,0.0260715,0.00397716,0.00663148,0.0191086,0.00401299,0.0343428,0.00524355,0.00330129,0.0044534,0.0454792,0.00384705,0.0053117,0.0216399,0.0425225,0.0172506,0.0119897,0.0201004,0.00988929,0,0,0,0,0,0,0,0.0100474,0
816,0.0159754,0.0208367,0,0,0,0,0,0,0.0290704,0.00672858,0.0111167,0.00343314,0,0.0163382,0,0.0147639,0.0134298,0.0426369,0.00594896,0.0264487,0.0139445,0.0107443,0.0121655,0.00413605,0.00787818,0.0063184,0.036535,0.00643241,0.0106326,0.00321165,0.0267415,0.0322246,0.00774079,0.00751716,0.0183774,0.0115706,0.00429211,0.00533648,0.00835132,0,0,0.043857,0,0.0178538,0.0141436,0.0424645,0.0109223,0.0261081,0.0038829,0.00666479,0.019468,0.0039975,0.0343648,0.0052127,0.00328141,0.00437058,0.0454678,0.00376353,0.00513321,0.0216288,0.0424628,0.0174585,0.0120585,0.0200969,0.0104939,0,0,0,0,0,0,0,0.0100706,0
817,0.016838,0.0208641,0,0,0,0,0,0,0.0292054,0.00669817,0.0112696,0.00354421,0,0.0162007,0,0.0148788,0.0136387,0.0426626,0.00588864,0.0264924,0.0140223,0.0108032,0.0123987,0.0040976,0.00788369,0.00639169,0.0365006,0.00650212,0.0106475,0.00319071,0.0267143,0.0323156,0.00750083,0.00748109,0.0183737,0.0111993,0.00431668,0.00546479,0.00819918,0,0,0.0431044,0,0.0181229,0.0139824,0.0424926,0.0109499,0.0261337,0.00381313,0.00669508,0.0198344,0.00400706,0.0343602,0.00520824,0.00328036,0.00434971,0.0454421,0.00371571,0.00516183,0.0216131,0.0424011,0.0177967,0.0121868,0.0200354,0.0111326,0,0,0,0,0,0,0,0.0100509,0
818,0.0176883,0.0208501,0,0,0,0,0,0,0.0293018,0.00654169,0.0114063,0.00366554,0,0.0160868,0,0.0149245,0.013769,0.0426878,0.00577825,0.0265211,0.0139741,0.0108522,0.0125995,0.00402321,0.00780193,0.00641333,0.0363974,0.00648928,0.0105773,0.00313945,0.0267618,0.0322585,0.00725121,0.00745964,0.0182495,0.0107878,0.00430563,0.00558895,0.00811073,0,0,0.0425844,0,0.0183984,0.0138497,0.0425137,0.0109812,0.0261406,0.00375558,0.00669232,0.0202634,0.00404264,0.0343433,0.00524481,0.00329361,0.0043589,0.0454057,0.00370603,0.0052173,0.0215202,0.0423525,0.0181942,0.0123279,0.0198837,0.0117952,0,0,0,0,0,0,0,0.00997272,0
819,0.0185377,0.0207738,0,0,0,0,0,0,0.0292591,0.00645008,0.0114782,0.0037658,0,0.0158205,0,0.0150052,0.0138684,0.0427044,0.00563317,0.0265375,0.0138683,0.0108926,0.012904,0.00386374,0.00764292,0.00635861,0.0362614,0.00641298,0.0104597,0.00305381,0.0268336,0.0320806,0.0069153,0.00741708,0.018067,0.0103779,0.00424761,0.00576108,0.00806742,0,0,0.0420369,0,0.0186701,0.0138333,0.0425526,0.0109997,0.0261644,0.00370098,0.00667291,0.0207737,0.00411008,0.0343339,0.00532463,0.00334745,0.00437962,0.0453817,0.00372425,0.00519659,0.0213794,0.0423,0.0186827,0.0124623,0.0196516,0.0125066,0,0,0,0,0,0,0,0.00989522,0
820,0.019546,0.0208639,0,0,0,0,0,0,0.0291587,0.00653689,0.0115281,0.00385138,0,0.0155776,0,0.0151939,0.0139867,0.0427099,0.00545022,0.0265707,0.0138878,0.0108689,0.0131873,0.0037891,0.0075474,0.00633134,0.0363722,0.00639016,0.010464,0.00304484,0.0268202,0.0320531,0.00666267,0.00735017,0.0180571,0.00999171,0.00427816,0.00602044,0.00805407,0,0,0.0413311,0,0.0189077,0.0138509,0.0426213,0.0110913,0.0261701,0.00355998,0.00659532,0.0213557,0.00412083,0.0343616,0.0052943,0.003386,0.00429969,0.0453724,0.00368343,0.00501006,0.0213208,0.0421648,0.0190653,0.0125421,0.0196446,0.0132572,0,0,0,0,0,0,0,0.00988808,0
821,0.0205761,0.0209586,0,0,0,0,0,0,0.029224,0.00656425,0.0117414,0.00392484,0,0.0152762,0,0.0152856,0.0140772,0.0426961,0.00522873,0.0265851,0.0139141,0.0108135,0.013517,0.00378367,0.0074486,0.00632182,0.0364887,0.00636406,0.0105633,0.00313617,0.0268542,0.0321219,0.00643746,0.00726186,0.0180831,0.00959208,0.00436846,0.0062171,0.00808766,0,0,0.0406794,0,0.0190795,0.0136949,0.042714,0.0112247,0.0261659,0.00341836,0.00650015,0.0219658,0.00410165,0.0343719,0.00527591,0.00343572,0.00419194,0.0453662,0.00365016,0.00487745,0.0212554,0.0419604,0.0193865,0.0125857,0.0196556,0.0139866,0,0,0,0,0,0,0,0.00987231,0
822,0.0215343,0.0210925,0,0,0,0,0,0,0.0293292,0.0066609,0.0119957,0.00392774,0,0.0148453,0,0.0154418,0.0141693,0.0427372,0.00501542,0.0265646,0.0139641,0.0107097,0.013891,0.00381171,0.00731882,0.00635488,0.0365885,0.00636443,0.010682,0.00323316,0.0268592,0.0321539,0.00623297,0.00717493,0.0180178,0.00917882,0.00439753,0.00622846,0.00818159,0,0,0.0401703,0,0.0192238,0.0136753,0.0427404,0.0113055,0.0261671,0.00330779,0.00640901,0.0225678,0.00408004,0.0343526,0.00527657,0.00341888,0.00414922,0.0453533,0.00365851,0.00483513,0.0211864,0.0417754,0.0197087,0.0126664,0.0197245,0.0146594,0,0,0,0,0,0,0,0.00989634,0
823,0.022294,0.02115,0,0,0,0,0,0,0.0294293,0.00676758,0.0121816,0.00391954,0,0.014485,0,0.0155953,0.0143532,0.0428346,0.0047643,0.0265742,0.0139822,0.0106023,0.0142822,0.00372939,0.0071578,0.00632902,0.0366932,0.0063978,0.0107293,0.00332096,0.0268104,0.0320754,0.00604405,0.00716603,0.0178163,0.00888627,0.00443704,0.00624648,0.00831551,0,0,0.039878,0,0.0193772,0.013561,0.0426746,0.0113135,0.0262714,0.00320121,0.00639157,0.0230423,0.00407885,0.0343266,0.00525579,0.00342836,0.00411863,0.0453554,0.0036541,0.00472725,0.0209573,0.0415487,0.02001,0.0127455,0.019744,0.0152275,0,0,0,0,0,0,0,0.00998817,0
824,0.0229919,0.0212475,0,0,0,0,0,0,0.0295299,0.0068121,0.0121686,0.00386991,0,0.0141206,0,0.0157138,0.0145689,0.0429074,0.00462149,0.0265779,0.0140223,0.0104622,0.0146543,0.00359771,0.00708168,0.006361,0.0366748,0.00649528,0.0107515,0.00337061,0.026757,0.0320859,0.00595568,0.00711497,0.0176556,0.00866799,0.00446924,0.00627313,0.00844739,0,0,0.0396712,0,0.0196036,0.0136844,0.0426289,0.0113184,0.0262942,0.00315286,0.0062972,0.0235192,0.0040966,0.0343351,0.00523074,0.00349908,0.00411278,0.0453546,0.00365426,0.00462908,0.020806,0.0414714,0.0200027,0.0127669,0.0198198,0.0157496,0,0,0,0,0,0,0,0.0100382,0
825,0.0236264,0.0212492,0,0,0,0,0,0,0.0294128,0.00641201,0.0119865,0.00386208,0,0.0142396,0,0.0155914,0.014748,0.0429482,0.00448765,0.0265668,0.0139207,0.0103931,0.0150324,0.00350658,0.00709349,0.00633804,0.0365544,0.00656185,0.0106885,0.00335546,0.0267809,0.0319256,0.00597908,0.00717907,0.0176634,0.00850412,0.00451611,0.00636371,0.00867725,0,0,0.039486,0,0.0198464,0.0138873,0.0426568,0.0113694,0.0263171,0.00309093,0.00624337,0.0239341,0.00409554,0.0343542,0.00520746,0.00357066,0.00408411,0.0453564,0.00364283,0.00456487,0.0206962,0.0414444,0.0198506,0.0127433,0.0197908,0.0162012,0,0,0,0,0,0,0,0.00996448,0
826,0.0243085,0.0212268,0,0,0,0,0,0,0.0291817,0.00588298,0.0120499,0.00391003,0,0.0144703,0,0.0153845,0.0148421,0.0429479,0.00433217,0.0265174,0.0137527,0.010368,0.015481,0.00349517,0.00723892,0.00626765,0.0365158,0.00650448,0.0106043,0.00331312,0.0268374,0.0316797,0.00602951,0.0072111,0.0178276,0.00828388,0.00447612,0.00645505,0.00895792,0,0,0.0392894,0,0.0200225,0.0142259,0.0427535,0.0113751,0.0263261,0.00304449,0.00621799,0.024362,0.0040797,0.0343771,0.00523747,0.00361733,0.00406622,0.045351,0.00362331,0.00461371,0.0207416,0.0414792,0.0197692,0.0127811,0.01976,0.0166205,0,0,0,0,0,0,0,0.00982801,0
827,0.0250524,0.0213059,0,0,0,0,0,0,0.0290633,0.00630981,0.0122234,0.00404196,0,0.0141616,0,0.0156517,0.0148721,0.0429306,0.0041945,0.0263932,0.0136476,0.0103773,0.0159266,0.00352307,0.00727956,0.00622005,0.0365068,0.00632069,0.0105372,0.00330238,0.026901,0.0314374,0.00600021,0.00706057,0.0180161,0.00807548,0.0044184,0.00655589,0.00927447,0,0,0.03907,0,0.0201406,0.0143486,0.0428736,0.0113912,0.0263383,0.00303749,0.00622535,0.0248412,0.00408348,0.0344006,0.00530653,0.00363884,0.00406732,0.0453188,0.00357381,0.00470458,0.0208655,0.0416232,0.0197134,0.0128437,0.0198277,0.0170866,0,0,0,0,0,0,0,0.0098492,0
828,0.0258197,0.0214495,0,0,0,0,0,0,0.0287853,0.00639757,0.012379,0.00422073,0,0.0140934,0,0.0157949,0.0148403,0.0429079,0.00400701,0.0263382,0.0135874,0.0104396,0.0163735,0.00345182,0.00716937,0.00616266,0.0365147,0.00616195,0.0104992,0.00334364,0.0269139,0.031269,0.00605195,0.00706201,0.0180694,0.00788159,0.00445006,0.00666889,0.00967817,0,0,0.0387698,0,0.0202503,0.0143137,0.0429729,0.0115265,0.0263416,0.00305846,0.00629924,0.0253308,0.00414573,0.034388,0.0053326,0.003701,0.00412214,0.0452673,0.00358549,0.00473047,0.0209009,0.0417883,0.0198216,0.0129361,0.019958,0.0176153,0,0,0,0,0,0,0,0.00984318,0
829,0.0276132,0.021753,0,0,0,0,0,0,0.00357289,0.00599506,0.00663472,0.0067627,0,0.014338,0,0.0156547,0.0148006,0.038799,0.0098534,0.0284249,0.00679759,0.00872221,0.0165765,0.0105203,0.014367,0.0107562,0.0402461,0.00710937,0.0073349,0.00609586,0.0278091,0.00517431,0.00616465,0.00703522,0.0178213,0.00761505,0.0044544,0.00744569,0.0107806,0,0,0.0385062,0,0.0203978,0.014389,0.0432517,0.0117695,0.0260889,0.00361742,0.00557985,0.0271752,0.00406579,0.0348024,0.00537123,0.00350541,0.00389171,0.0447217,0.00325316,0.0044645,0.0205893,0.042525,0.0200489,0.0130829,0.0201625,0.0192146,0,0,0,0,0,0,0,0.00968269,0
830,0.0272276,0.0215568,0,0,0,0,0,0,0.0285689,0.00639216,0.0126402,0.00452772,0,0.0137572,0,0.0159129,0.015103,0.0428738,0.00354844,0.0264692,0.0133537,0.0104357,0.0175966,0.00317531,0.00677988,0.00594518,0.0366092,0.00604226,0.0104326,0.00347009,0.0269076,0.0308518,0.00643761,0.00699335,0.0181188,0.0076538,0.00435792,0.00692989,0.0106241,0,0,0.0376719,0,0.0204914,0.0146739,0.0431208,0.0117187,0.0263627,0.00318233,0.00630153,0.0262436,0.00424494,0.0343673,0.0053792,0.0037767,0.00423429,0.0452109,0.0036337,0.00499112,0.020953,0.0417467,0.0206231,0.0133487,0.0200314,0.0186525,0,0,0,0,0,0,0,0.0099645,0
831,0.0279282,0.0218206,0,0,0,0,0,0,0.0287474,0.00639077,0.0128677,0.00459359,0,0.0133238,0,0.0160306,0.0152917,0.042952,0.0035893,0.0264957,0.0136436,0.0104593,0.0180879,0.00329116,0.00687155,0.00606375,0.0367425,0.00613547,0.0105546,0.00353621,0.0268933,0.0311118,0.00677257,0.0070206,0.0180097,0.00750716,0.00434173,0.00693678,0.0111425,0,0,0.0376342,0,0.0206002,0.0147276,0.0431829,0.011852,0.0264059,0.00319182,0.00630923,0.0267947,0.0041929,0.0343848,0.00539691,0.00383643,0.0043024,0.0452363,0.00371952,0.00501415,0.0209806,0.0419823,0.0204286,0.0134031,0.0202598,0.0191249,0,0,0,0,0,0,0,0.0101037,0
832,0.0283923,0.0218584,0,0,0,0,0,0,0.0288635,0.00633599,0.0129771,0.00473043,0,0.0132243,0,0.0160661,0.0153567,0.0430457,0.00353142,0.0265025,0.013828,0.0105102,0.0186075,0.00328998,0.00693048,0.00613016,0.0369113,0.0061891,0.010636,0.00355489,0.0268485,0.0313417,0.00693782,0.00709262,0.0178996,0.00736709,0.00432751,0.00692296,0.0116219,0,0,0.0374659,0,0.020637,0.0147259,0.0432806,0.0119233,0.0264538,0.00321321,0.00636117,0.0272576,0.00419193,0.0343762,0.00533331,0.00387159,0.00433002,0.0452561,0.00378921,0.00500799,0.0209664,0.0420376,0.0201398,0.0134008,0.0202413,0.0194954,0,0,0,0,0,0,0,0.0100742,0
833,0.0289119,0.0220534,0,0,0,0,0,0,0.028858,0.00778935,0.0129009,0.00487956,0,0.0127796,0,0.0169118,0.0153888,0.04313,0.00344362,0.0265225,0.0138857,0.0105232,0.0189885,0.00317564,0.00692976,0.00615397,0.0370664,0.00619877,0.0106744,0.00352588,0.0268039,0.031378,0.00723113,0.00685632,0.0179019,0.00718755,0.00431946,0.00696842,0.0121195,0,0,0.0373712,0,0.0206184,0.0148079,0.0433614,0.011998,0.0264863,0.00325853,0.00637806,0.0277566,0.00422048,0.0343559,0.00516237,0.00394817,0.00436202,0.0452605,0.00386016,0.00509317,0.0209694,0.0422268,0.0199712,0.0134084,0.020338,0.0198742,0,0,0,0,0,0,0,0.0102063,0
