Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73
9,0.0088967,0.0204444,0,0,0,0,0,0,0.0407422,0.00723494,0.0415614,0.0320481,0,0,0.0275225,0,0.0308536,0.010835,0.0332968,0.0399604,0.00216193,0.00455448,0.0456454,0.0278102,0.0149886,0.0124996,0.012742,0.0334497,0.0112154,0.0163236,0.0195911,0.0181068,0.0465882,0.0270239,0.0148535,0.00640441,0.0274835,0.00724891,0.0309955,0.0322426,0.00409259,0,0,0.0222878,0,0.00922446,0.00839223,0.0528279,0.0518323,0.0217842,0.0145369,0.0425061,0.00333721,0.0197104,0.0310896,0.0202049,0.0179187,0.0169528,0.0329316,0.0207388,0.0250924,0.0393693,0.0160366,0.00243208,0.00664822,0.0244802,0.00327055,0,0,0,0,0,0,0
10,0.00926745,0.0205821,0,0,0,0,0,0,0.0404275,0.00724611,0.0413975,0.0320017,0,0,0.0275196,0,0.0308982,0.0109515,0.0333577,0.0401215,0.00222524,0.00445012,0.0457784,0.0275887,0.0149585,0.0124925,0.0126626,0.0332885,0.0111682,0.016172,0.0195092,0.0181609,0.0463413,0.0270238,0.0148614,0.00639924,0.028013,0.0072488,0.0310468,0.032041,0.00442602,0,0,0.0219522,0,0.00915291,0.0084222,0.0527503,0.0509024,0.0221967,0.0146513,0.0426602,0.00328003,0.0194544,0.0307493,0.0197484,0.0177627,0.0162696,0.034107,0.0200626,0.0245488,0.0404355,0.015855,0.00250415,0.00679839,0.0246744,0.00296108,0,0,0,0,0,0,0
11,0.0096817,0.0207014,0,0,0,0,0,0,0.04018,0.00726317,0.0411621,0.0319148,0,0,0.0274936,0,0.0309206,0.0110903,0.0334203,0.0401122,0.00229377,0.00434811,0.0458681,0.0273233,0.0149187,0.0125037,0.0125939,0.0331403,0.0111408,0.0159742,0.0194496,0.0182157,0.0461115,0.0269995,0.0148722,0.0063821,0.0286841,0.00727805,0.0310809,0.0317776,0.0048549,0,0,0.0215171,0,0.00910715,0.00841658,0.0526988,0.0500966,0.0225377,0.014746,0.0428873,0.00330801,0.0191689,0.0304383,0.0193005,0.0175706,0.0156155,0.0353102,0.0193736,0.0237629,0.0414792,0.0156726,0.00267199,0.00693681,0.0248775,0.00277437,0,0,0,0,0,0,0
12,0.0101281,0.0208164,0,0,0,0,0,0,0.0399039,0.00727519,0.0407593,0.0317691,0,0,0.0274451,0,0.030911,0.0111961,0.03344,0.0400582,0.00241522,0.00424866,0.0459104,0.026999,0.0149003,0.0125679,0.0125431,0.0330007,0.0111272,0.0159379,0.0193877,0.018251,0.0458496,0.0269238,0.0148959,0.00638481,0.0295003,0.00735141,0.031012,0.0314521,0.00542237,0,0,0.0210384,0,0.00909361,0.00830538,0.0526592,0.0494685,0.0227645,0.0147275,0.0431091,0.00344624,0.0188706,0.030176,0.0188486,0.0173604,0.0150943,0.0365375,0.0187975,0.0230639,0.0423326,0.0154705,0.00293701,0.00702754,0.0250783,0.00274326,0,0,0,0,0,0,0
13,0.010586,0.020941,0,0,0,0,0,0,0.0395983,0.00724802,0.0403599,0.0315789,0,0,0.027391,0,0.0308845,0.0112393,0.0334301,0.0399477,0.00254571,0.00412258,0.0458614,0.0266123,0.0149208,0.0126639,0.0125168,0.0328618,0.0111529,0.0160577,0.0193663,0.0182534,0.0455765,0.0268345,0.0149089,0.00637834,0.030232,0.00744813,0.0309861,0.0310989,0.00607905,0,0,0.0205541,0,0.00911084,0.00823331,0.0526485,0.0488489,0.0229458,0.014686,0.0432309,0.00372318,0.0185115,0.0299698,0.0183794,0.0170773,0.0146718,0.0377845,0.0182464,0.0225269,0.0430686,0.0152594,0.00332448,0.00709671,0.0252582,0.00285293,0,0,0,0,0,0,0
14,0.0111783,0.0211085,0,0,0,0,0,0,0.0391183,0.00721592,0.0399885,0.0313663,0,0,0.0273177,0,0.0309075,0.0112406,0.0334377,0.0397455,0.00263816,0.00398476,0.0457157,0.0262403,0.0149821,0.0127866,0.0125069,0.0327415,0.0111807,0.0160646,0.019354,0.0182368,0.0452344,0.0267416,0.0149081,0.00635706,0.0309024,0.0076079,0.0309334,0.0308394,0.00684002,0,0,0.0200079,0,0.00919016,0.00838327,0.0525771,0.0481774,0.0231941,0.0147404,0.043349,0.0041401,0.0181237,0.0298071,0.0178892,0.0167255,0.0143916,0.0390112,0.0177185,0.0221799,0.0439724,0.0150659,0.00376247,0.00706769,0.0254296,0.00313842,0,0,0,0,0,0,0
15,0.0117283,0.021255,0,0,0,0,0,0,0.0387962,0.00723964,0.0397133,0.0311525,0,0,0.0273014,0,0.0309705,0.0112837,0.0334401,0.0394282,0.00271951,0.0038956,0.0455035,0.0258511,0.0150487,0.0129589,0.0125006,0.032606,0.0112119,0.0160292,0.0193515,0.0182116,0.0449246,0.0266932,0.0149134,0.00635628,0.0314947,0.00771575,0.0308039,0.0306865,0.00770849,0,0,0.0195196,0,0.00920865,0.00852469,0.052476,0.0476143,0.0234301,0.0148521,0.0433895,0.00470147,0.0177131,0.0297068,0.0173826,0.0163203,0.0141228,0.0402107,0.0172927,0.0219599,0.044831,0.0149495,0.00413913,0.00715634,0.025552,0.00357136,0,0,0,0,0,0,0
16,0.0123854,0.0213183,0,0,0,0,0,0,0.0386132,0.00725536,0.0395003,0.0309734,0,0,0.0272895,0,0.0310294,0.011367,0.0334023,0.0389648,0.0027826,0.00390401,0.0452715,0.0254076,0.0151246,0.0131502,0.0125171,0.032447,0.0112638,0.0159942,0.0193215,0.0181748,0.0446652,0.0266288,0.0149246,0.00635575,0.0317513,0.00777756,0.0306403,0.0304672,0.00865991,0,0,0.0190727,0,0.00917855,0.00868341,0.0524009,0.0470699,0.0235967,0.0150451,0.0433347,0.00537718,0.0172344,0.0296719,0.0168063,0.015842,0.0141029,0.041354,0.017145,0.021971,0.0453638,0.0148741,0.00451178,0.0073606,0.0256245,0.00420837,0,0,0,0,0,0,0
17,0.0131939,0.0213388,0,0,0,0,0,0,0.0384165,0.00724817,0.0392645,0.0308791,0,0,0.0272518,0,0.0310411,0.0114523,0.0333448,0.0386359,0.00281451,0.00394007,0.0450947,0.0249178,0.0152007,0.0133518,0.0125156,0.0323146,0.0112981,0.0159541,0.0192496,0.018125,0.0443014,0.026548,0.0149424,0.00634806,0.0317512,0.00779453,0.030413,0.0302766,0.0096495,0,0,0.0187426,0,0.00909314,0.00888383,0.0522764,0.0463202,0.0237826,0.0151832,0.043277,0.00619648,0.0167273,0.0296683,0.0162171,0.0153821,0.0143696,0.0424291,0.0171423,0.0219839,0.0459722,0.0148822,0.00482413,0.00757476,0.0256901,0.00496857,0,0,0,0,0,0,0
18,0.0142544,0.0214216,0,0,0,0,0,0,0.0382617,0.00723382,0.0389948,0.0309119,0,0,0.0271527,0,0.0311032,0.0114728,0.0332536,0.0385644,0.00289386,0.00403765,0.0450118,0.0245249,0.0153085,0.0135299,0.0125067,0.0321917,0.0113927,0.015945,0.0192212,0.0180616,0.0437596,0.02642,0.0149653,0.00632496,0.0318669,0.00787228,0.0302187,0.0302283,0.0107656,0,0,0.0184915,0,0.00906925,0.0089914,0.0521423,0.0455305,0.0237958,0.0152974,0.0432692,0.00720551,0.0162162,0.029559,0.0156594,0.0149801,0.01471,0.0433174,0.0171534,0.0219605,0.046585,0.014835,0.00517826,0.00776815,0.0258025,0.0059061,0,0,0,0,0,0,0
19,0.0150825,0.0212771,0,0,0,0,0,0,0.0380245,0.00723847,0.0385902,0.0308148,0,0,0.0271072,0,0.0310964,0.0115104,0.0331429,0.0383078,0.0030056,0.00424462,0.0446768,0.0237705,0.0154154,0.0137349,0.0124977,0.0320908,0.0114977,0.0159339,0.0191792,0.017997,0.0432147,0.0262982,0.0149842,0.00625585,0.0313887,0.00800152,0.0295981,0.0299259,0.0120581,0,0,0.0180878,0,0.0091195,0.0090767,0.0520333,0.0444105,0.0238282,0.0151044,0.0429753,0.00822293,0.0157386,0.0294451,0.0152085,0.0146132,0.0147434,0.0440905,0.0172152,0.0216359,0.0458685,0.0147825,0.00577802,0.00805116,0.0255538,0.00681675,0,0,0,0,0,0,0
20,0.0162802,0.0215131,0,0,0,0,0,0,0.0378806,0.00721243,0.0382396,0.0309099,0,0,0.0270093,0,0.0311887,0.0113914,0.033048,0.0380347,0.00307974,0.00444515,0.0446309,0.023285,0.0154661,0.0139424,0.0124947,0.0319999,0.0115712,0.0158964,0.0191201,0.0179389,0.0427888,0.0261388,0.015009,0.00628226,0.0311017,0.0080899,0.0290986,0.0299408,0.0134715,0,0,0.0178049,0,0.00911087,0.00907753,0.0517004,0.0433289,0.0239418,0.014847,0.042859,0.00943158,0.015384,0.0291381,0.0148914,0.0144128,0.0147834,0.0446574,0.0173418,0.0211339,0.0452285,0.0147897,0.00618567,0.00826316,0.0255379,0.00788008,0,0,0,0,0,0,0
21,0.00706465,0.0206144,0,0,0,0,0,0,0.0371729,0.00756549,0.0374662,0.0315731,0,0,0.0262549,0,0.0305966,0.0113416,0.033093,0.0375451,0.0031843,0.00488478,0.0460484,0.023126,0.0152812,0.0140561,0.0122471,0.0318843,0.0116812,0.0157834,0.018965,0.0178853,0.0419878,0.0250085,0.0146889,0.0056992,0.0296251,0.00862409,0.0279068,0.0307507,0.00667363,0,0,0.0110205,0,0.0087385,0.00883082,0.051489,0.041898,0.0238406,0.0143122,0.0442957,0.00889997,0.0149351,0.0289991,0.0145057,0.0139931,0.014883,0.0449816,0.0176469,0.020607,0.0438274,0.0139627,0.0079857,0.00808957,0.0256653,0.0028298,0,0,0,0,0,0,0
22,0.00725425,0.0207532,0,0,0,0,0,0,0.0368669,0.00746352,0.0370114,0.0321712,0,0,0.0260946,0,0.0307824,0.0112105,0.0329816,0.0371868,0.0031658,0.00514421,0.0465123,0.0224128,0.0152917,0.0142215,0.0122309,0.0317891,0.0117794,0.0157406,0.0189016,0.0178196,0.0414092,0.024657,0.0147712,0.00581704,0.0288298,0.00877475,0.0272916,0.0312389,0.0067141,0,0,0.0100554,0,0.00867445,0.00877324,0.0514084,0.0407566,0.0237411,0.0142349,0.0449505,0.00875899,0.0147465,0.028693,0.0144478,0.0138517,0.0148747,0.0452372,0.0180151,0.0201574,0.0429608,0.0133927,0.00836807,0.00822275,0.025498,0.00303633,0,0,0,0,0,0,0
23,0.0169808,0.021773,0,0,0,0,0,0,0.0368303,0.0071661,0.0367869,0.0318123,0,0,0.0266276,0,0.0313605,0.0112445,0.0328197,0.0369573,0.00283762,0.00530404,0.0447772,0.0219467,0.0153953,0.0144647,0.0123669,0.0317457,0.0118806,0.0157674,0.0189094,0.0177588,0.0410225,0.0254409,0.0150998,0.00630822,0.0278892,0.00850924,0.026808,0.0304699,0.0139959,0,0,0.0144231,0,0.00882619,0.00898478,0.0514055,0.0396539,0.0238505,0.0142373,0.0435678,0.00999815,0.0147828,0.0284031,0.0146938,0.0139089,0.0149402,0.0455135,0.0181759,0.0197829,0.0416464,0.0141578,0.00754463,0.00876893,0.0250709,0.00865564,0,0,0,0,0,0,0
24,0.0174314,0.0219577,0,0,0,0,0,0,0.0364279,0.00716438,0.0363133,0.0321322,0,0,0.0266629,0,0.0313389,0.0114057,0.0327737,0.036693,0.00262226,0.00567732,0.0447007,0.0214808,0.0153444,0.014715,0.0123415,0.0316515,0.0119763,0.0157398,0.0188235,0.017714,0.0404075,0.0253252,0.0151229,0.00623236,0.0275791,0.00841027,0.0267383,0.0305877,0.0145228,0,0,0.0142525,0,0.00872575,0.00970466,0.0514449,0.0388109,0.0237182,0.0140709,0.043772,0.0102423,0.0147198,0.0281418,0.0149004,0.0138875,0.0150356,0.0454734,0.0181964,0.0195277,0.0406328,0.0146412,0.00831981,0.0093661,0.0249336,0.00918618,0,0,0,0,0,0,0
25,0.017591,0.0222603,0,0,0,0,0,0,0.0359534,0.00713939,0.0357685,0.0327864,0,0,0.0265752,0,0.0314025,0.0114691,0.0327739,0.036396,0.00257676,0.00604379,0.0452151,0.021223,0.0153022,0.0149624,0.0122849,0.031597,0.0120835,0.0157014,0.01872,0.0176548,0.0397049,0.0250701,0.0151697,0.00624451,0.0278784,0.00841044,0.0269348,0.0310687,0.0144067,0,0,0.013764,0,0.00866264,0.0101434,0.0513369,0.0381643,0.0236082,0.0139794,0.0442567,0.0102283,0.0149424,0.0279154,0.0150958,0.0139837,0.0150548,0.0453159,0.0182167,0.0194857,0.0398509,0.0148488,0.00906161,0.00979203,0.025036,0.0092596,0,0,0,0,0,0,0
26,0.0177994,0.0227843,0,0,0,0,0,0,0.0353804,0.007071,0.03507,0.0337842,0,0,0.0264129,0,0.031512,0.0114463,0.03281,0.0359372,0.0028571,0.00644197,0.0464368,0.020862,0.0152246,0.01519,0.0121828,0.0315549,0.0122407,0.0157216,0.018607,0.0175491,0.0388573,0.0246968,0.0152405,0.00636437,0.0280821,0.00848388,0.0271023,0.0319867,0.0142893,0,0,0.0134849,0,0.00870419,0.0105388,0.0511578,0.0379878,0.0233598,0.0141525,0.045018,0.0104051,0.0152562,0.027752,0.0151467,0.0141529,0.0151986,0.0450608,0.0182688,0.0197919,0.0393742,0.0151267,0.00970144,0.0101015,0.0254057,0.0093357,0,0,0,0,0,0,0
27,0.01794,0.0231853,0,0,0,0,0,0,0.0347656,0.00702182,0.034391,0.0345872,0,0,0.0262375,0,0.0316054,0.0114367,0.0328114,0.0353817,0.00299329,0.00663829,0.0472986,0.0205376,0.0151615,0.0154102,0.0121538,0.0313975,0.0124209,0.0158151,0.0185063,0.0174669,0.0379859,0.0243871,0.015298,0.00653228,0.0283711,0.00859674,0.0273103,0.0327348,0.0141479,0,0,0.0129325,0,0.00873546,0.0107594,0.0509271,0.0383175,0.0231699,0.0142975,0.0456943,0.0104606,0.0155098,0.0276862,0.0153286,0.014338,0.0153716,0.0447223,0.0182453,0.0199951,0.039498,0.0151779,0.0103724,0.0103183,0.0256319,0.0094568,0,0,0,0,0,0,0
28,0.018092,0.023479,0,0,0,0,0,0,0.0340745,0.00700044,0.0336982,0.0351367,0,0,0.0260698,0,0.0317074,0.011493,0.0327615,0.0349374,0.00296539,0.00697034,0.0477418,0.0202676,0.0151267,0.015675,0.0121849,0.0311536,0.0126667,0.0158625,0.0184091,0.0173993,0.0370463,0.0240575,0.0153566,0.0066512,0.0288477,0.00868594,0.0278472,0.0332035,0.0140455,0,0,0.012268,0,0.00869465,0.0108179,0.0507551,0.0391746,0.0230207,0.0142996,0.046119,0.0104814,0.0157169,0.0277361,0.0155752,0.0145116,0.0155069,0.0444406,0.0181115,0.0201404,0.0403705,0.0150689,0.0109959,0.0104709,0.0257296,0.00974263,0,0,0,0,0,0,0
29,0.0182242,0.0237212,0,0,0,0,0,0,0.0332969,0.00697154,0.0329931,0.0355572,0,0,0.0258944,0,0.0318106,0.0115582,0.0326928,0.034619,0.0029266,0.00743338,0.0480048,0.0199977,0.0151196,0.0159493,0.0122411,0.030912,0.0129468,0.0158701,0.0183521,0.0173413,0.0360461,0.0237029,0.015422,0.00671794,0.0293014,0.00875136,0.0284854,0.0335719,0.0140009,0,0,0.011668,0,0.00862725,0.0109248,0.0504881,0.0403189,0.0230055,0.0144291,0.0463746,0.0104949,0.0158834,0.0278295,0.0157991,0.0146991,0.0157417,0.044417,0.0181263,0.0204423,0.0415314,0.0149117,0.0116196,0.0106723,0.0258043,0.0101069,0,0,0,0,0,0,0
30,0.0184,0.0239386,0,0,0,0,0,0,0.0323964,0.0069359,0.0321582,0.035913,0,0,0.0256912,0,0.0319237,0.0115984,0.0326656,0.0342712,0.00291943,0.00802278,0.0481783,0.0197249,0.0151301,0.016229,0.0122769,0.0306914,0.0132326,0.0159294,0.0183171,0.0172881,0.0349313,0.0233501,0.0154974,0.00675275,0.0294624,0.00879695,0.0287908,0.0339655,0.0140211,0,0,0.0112687,0,0.00853374,0.0111122,0.0500738,0.0414506,0.0231419,0.0146742,0.0466228,0.010505,0.0159819,0.0279096,0.0159703,0.0149078,0.0161215,0.0447104,0.0184098,0.0210641,0.0425068,0.0147325,0.0122458,0.0110286,0.0259226,0.0104539,0,0,0,0,0,0,0
31,0.0187146,0.0241186,0,0,0,0,0,0,0.0314748,0.00689934,0.0312984,0.0362338,0,0,0.0255166,0,0.0320166,0.0115585,0.0326448,0.0339922,0.00299021,0.00877292,0.0482868,0.0194266,0.0151407,0.016501,0.0123456,0.0304358,0.0135753,0.0160858,0.018254,0.017232,0.0337634,0.0230188,0.015563,0.00680552,0.0291766,0.00884088,0.0286918,0.0343844,0.0140487,0,0,0.0111298,0,0.00841733,0.0115685,0.0495822,0.0423961,0.0233131,0.0148354,0.0469295,0.0105015,0.0160524,0.0279154,0.016111,0.0151793,0.0165227,0.0452264,0.0188597,0.0217522,0.0426399,0.0145999,0.0128113,0.0115125,0.0260827,0.0108824,0,0,0,0,0,0,0
32,0.0190969,0.0242361,0,0,0,0,0,0,0.0305048,0.00687849,0.0304245,0.0365117,0,0,0.0254311,0,0.0321209,0.0114702,0.0326347,0.0338241,0.00313016,0.00966936,0.0483115,0.0191201,0.0150755,0.0167832,0.0124456,0.0302315,0.0139487,0.0162719,0.0181442,0.0171671,0.0325263,0.022693,0.0156294,0.00687497,0.0286427,0.00885205,0.0285224,0.0348388,0.0140974,0,0,0.0112837,0,0.00823952,0.0120996,0.0490607,0.0429589,0.0234747,0.0146954,0.0471664,0.0105236,0.0162539,0.027758,0.0162786,0.0156159,0.0164689,0.0457439,0.0191957,0.0217448,0.0420533,0.01452,0.0133391,0.0117535,0.0262394,0.0113443,0,0,0,0,0,0,0
33,0.0192974,0.0243371,0,0,0,0,0,0,0.0295147,0.00686335,0.0295359,0.0367916,0,0,0.0253687,0,0.0322529,0.0113959,0.0326994,0.0338635,0.0032403,0.0106382,0.0482962,0.0188094,0.0149617,0.0170993,0.0125399,0.030125,0.0143472,0.0164892,0.0180618,0.0171254,0.0312908,0.0223935,0.0157027,0.00695372,0.0272309,0.00888173,0.0285299,0.0351577,0.0142156,0,0,0.0116291,0,0.00816895,0.0125213,0.0485723,0.0430333,0.0236633,0.0144466,0.0473673,0.0105496,0.0165758,0.027377,0.0164553,0.016148,0.0162529,0.0462881,0.0194304,0.0212805,0.0407517,0.0144925,0.0140072,0.0120166,0.0264228,0.0118576,0,0,0,0,0,0,0
34,0.0193663,0.0245113,0,0,0,0,0,0,0.0284953,0.00683708,0.0286141,0.0371867,0,0,0.0251708,0,0.0323749,0.0113448,0.0328667,0.034107,0.00331287,0.0116861,0.048415,0.0185487,0.0148094,0.0174835,0.012654,0.0300662,0.0148338,0.0168304,0.0179919,0.0170727,0.0300334,0.0221094,0.0157754,0.00699855,0.0253023,0.00892449,0.0284073,0.0353865,0.0143309,0,0,0.0121292,0,0.00818308,0.0128991,0.0480481,0.0425643,0.0239222,0.0144648,0.0476833,0.0106292,0.0170287,0.0267622,0.0166686,0.0166962,0.0161645,0.0467701,0.0197135,0.0206872,0.0390718,0.0145726,0.0147642,0.0123661,0.0266939,0.0123109,0,0,0,0,0,0,0
