Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,RTHIA,RTIBA
164,0.0149018,0.0121188,0,0,0,0,0,0,0.0123123,0.0115585,0.0137032,0.00382892,0,0,0.0269553,0,0.0224872,0.0124108,0.0379907,0.0140175,0.0259001,0.0067027,0.00200294,0.0235942,0.00278442,0.0032925,0.00430921,0.0346976,0.00826453,0.00937448,0.00571852,0.0304029,0.0126742,0.0244495,0.0105715,0.00754312,0.0117528,0.0149016,0.00649963,0.00698247,0.00897858,0,0,0.0226617,0,0.0103442,0.00924851,0.04272,0.0110949,0.0244763,0.00738869,0.00539107,0.0198637,0.00627415,0.0068411,0.00795584,0.00351769,0.00149957,0.00331072,0.0100214,0.0111001,0.00758707,0.00660594,0.0117856,0.0118393,0,0,0,0,0,0,0,0.0387922,0.044154
165,0.0145587,0.0119876,0,0,0,0,0,0,0.0121898,0.0116866,0.0135373,0.00430953,0,0,0.0274131,0,0.02248,0.0124573,0.0379734,0.0138136,0.0257959,0.00633164,0.00174491,0.0243896,0.00282498,0.00323272,0.00432882,0.0346379,0.00803218,0.00928221,0.00566228,0.0304164,0.0124971,0.0248973,0.0105551,0.00746846,0.0117766,0.0149767,0.00656423,0.00753159,0.00895279,0,0,0.022246,0,0.0101462,0.00912086,0.0427712,0.0115167,0.0243743,0.00720719,0.00521279,0.0201463,0.00628789,0.00678304,0.0079095,0.00364853,0.00169487,0.00346839,0.00991072,0.010415,0.00753236,0.00666971,0.0118722,0.0116214,0,0,0,0,0,0,0,0.0388717,0.0439463
166,0.0141881,0.0118875,0,0,0,0,0,0,0.0120227,0.0117644,0.0133432,0.00472013,0,0,0.0279988,0,0.0224846,0.012552,0.0379398,0.0136247,0.0257285,0.00595878,0.00156274,0.0251616,0.00292293,0.00321231,0.00444576,0.0345132,0.0079044,0.00917766,0.00560874,0.0304563,0.0123832,0.0256644,0.0105734,0.00744229,0.0118661,0.0150356,0.00664124,0.00802467,0.00894454,0,0,0.0218181,0,0.00991386,0.00870349,0.042816,0.0120535,0.0243137,0.00723725,0.00503562,0.0204452,0.00627853,0.0066367,0.00784797,0.00383504,0.00190456,0.00367225,0.00987253,0.00981347,0.00737767,0.00669056,0.0118116,0.0113743,0,0,0,0,0,0,0,0.0389549,0.0438081
167,0.0138232,0.0117393,0,0,0,0,0,0,0.0118256,0.0118361,0.0131785,0.0050584,0,0,0.0287244,0,0.0225223,0.0127533,0.0379398,0.0134711,0.0256677,0.00577627,0.00136175,0.0258354,0.00299983,0.00318231,0.00429406,0.0344354,0.00799159,0.00902689,0.00554143,0.0304656,0.0122375,0.0267731,0.0106035,0.00744519,0.0121194,0.0150552,0.00676086,0.00846232,0.00891588,0,0,0.0213965,0,0.00965805,0.00820029,0.0428614,0.0124042,0.0242751,0.00732101,0.0048275,0.0207975,0.00628071,0.00675848,0.00782856,0.00415472,0.00218284,0.00398176,0.00991639,0.00934164,0.00715007,0.00664491,0.0116753,0.0110948,0,0,0,0,0,0,0,0.0390201,0.0437757
168,0.0134398,0.0114414,0,0,0,0,0,0,0.0117185,0.0119283,0.0130828,0.0053501,0,0,0.0294338,0,0.0226147,0.0131402,0.0379334,0.0133309,0.0256429,0.00586916,0.00123842,0.0264009,0.00303961,0.00311667,0.00416014,0.0343939,0.00806595,0.00886762,0.00546426,0.0303982,0.0120156,0.0281362,0.0106323,0.0074241,0.0123112,0.0150539,0.00695187,0.00893305,0.0088174,0,0,0.0211008,0,0.00937801,0.00772321,0.0429053,0.0127024,0.0242388,0.00755768,0.00457626,0.0211704,0.00623613,0.00674536,0.00776678,0.00451853,0.00246672,0.00435083,0.00984951,0.00897708,0.00687082,0.00653729,0.0114637,0.0107876,0,0,0,0,0,0,0,0.0390784,0.0437007
169,0.013033,0.0110907,0,0,0,0,0,0,0.0116426,0.0119786,0.012956,0.00556548,0,0,0.0301825,0,0.022724,0.013651,0.0379407,0.01311,0.0256153,0.00622852,0.00132559,0.0269645,0.0030643,0.00309755,0.00415941,0.034343,0.00812174,0.0087175,0.00538961,0.0303115,0.0119032,0.0296372,0.0106938,0.00734654,0.0124367,0.0150636,0.00720501,0.00927232,0.00862332,0,0,0.0208719,0,0.00911851,0.00735811,0.042935,0.0129014,0.0242148,0.00766082,0.00434816,0.0214853,0.0061454,0.00657908,0.00767915,0.00490572,0.00275708,0.00479073,0.00971625,0.00865331,0.00659248,0.00640071,0.0111506,0.0104551,0,0,0,0,0,0,0,0.0390974,0.0435509
170,0.0126424,0.010831,0,0,0,0,0,0,0.0116263,0.0119424,0.0127903,0.00566375,0,0,0.0309922,0,0.0228815,0.0140701,0.0379805,0.0129066,0.0256373,0.00641327,0.00149115,0.0274476,0.00310185,0.00310745,0.00420187,0.0343079,0.00789587,0.00857684,0.00530285,0.0302126,0.0118804,0.0310486,0.0108029,0.00731798,0.0124078,0.0150711,0.00736263,0.00943998,0.0084587,0,0,0.0207029,0,0.0088798,0.00716758,0.0429417,0.0133525,0.0241954,0.00770174,0.00420942,0.0216411,0.00603748,0.00649014,0.00755653,0.00526612,0.00298478,0.00518642,0.00945815,0.00843233,0.0062502,0.00622244,0.0106844,0.0101485,0,0,0,0,0,0,0,0.0390788,0.0433722
171,0.0122855,0.0106607,0,0,0,0,0,0,0.0116699,0.0118386,0.0126365,0.00579163,0,0,0.0319601,0,0.0230378,0.0144179,0.0380439,0.0127453,0.0256703,0.0063164,0.00174061,0.027789,0.00314377,0.00308599,0.00418766,0.0343132,0.00762088,0.00839789,0.00517091,0.0301245,0.0118891,0.0323469,0.0109095,0.0072597,0.0123106,0.0150297,0.0074279,0.00958226,0.00835076,0,0,0.0204694,0,0.00865643,0.00727028,0.0429502,0.0139681,0.0241402,0.00786819,0.00407047,0.0219157,0.00585432,0.00637929,0.00740834,0.00563711,0.00322034,0.00559313,0.00919584,0.00835076,0.00580862,0.00603802,0.0103495,0.00982832,0,0,0,0,0,0,0,0.0390409,0.043205
172,0.0117339,0.0104576,0,0,0,0,0,0,0.0115582,0.0118127,0.0124502,0.00616056,0,0,0.0331712,0,0.0231217,0.0148525,0.0381159,0.0124597,0.0255781,0.00612896,0.00225192,0.0280119,0.00320064,0.00308622,0.00412918,0.0342967,0.00738213,0.00816727,0.00500324,0.0300513,0.011826,0.033623,0.0109472,0.00718713,0.0123763,0.0149664,0.00773184,0.0100459,0.00791285,0,0,0.0201315,0,0.00844943,0.00742588,0.0429923,0.0146328,0.0240496,0.00829037,0.00381028,0.0220542,0.00572012,0.00640322,0.00742475,0.00633923,0.00371084,0.00634816,0.00902603,0.00836483,0.00543161,0.00586756,0.0100209,0.0093249,0,0,0,0,0,0,0,0.0390987,0.0430403
173,0.0112516,0.0103982,0,0,0,0,0,0,0.0114173,0.0117126,0.0121825,0.00646276,0,0,0.0342946,0,0.023359,0.015206,0.0381659,0.0120718,0.0254756,0.00592612,0.00268594,0.0283484,0.00320071,0.00308964,0.00411223,0.0343174,0.00708067,0.00789619,0.00484624,0.0299416,0.011701,0.0346613,0.0110795,0.00718254,0.0123666,0.0149283,0.00795249,0.0104642,0.00768198,0,0,0.0198807,0,0.00821276,0.00743802,0.0430601,0.0152116,0.023945,0.00855563,0.00367564,0.0220928,0.00559295,0.00630828,0.0074224,0.00705119,0.00425319,0.00705509,0.00875163,0.00838789,0.00493766,0.00561822,0.00976456,0.00894826,0,0,0,0,0,0,0,0.0391474,0.0427917
174,0.0107852,0.00997644,0,0,0,0,0,0,0.0113038,0.0115947,0.0118358,0.00675676,0,0,0.0355349,0,0.0235931,0.015625,0.0382182,0.0116521,0.0254459,0.00541067,0.00296958,0.0288199,0.00320023,0.0030656,0.00414708,0.0343231,0.00676888,0.00762079,0.00466498,0.0298127,0.011589,0.0358258,0.0112146,0.00720696,0.0123346,0.0148957,0.00827889,0.0108442,0.00756483,0,0,0.0196275,0,0.00796055,0.00732265,0.0431403,0.0159037,0.0238751,0.00872842,0.0036138,0.0221517,0.00544964,0.00614053,0.00736548,0.00765814,0.00480388,0.00769655,0.00847245,0.00848777,0.00454524,0.00537346,0.00950632,0.00860316,0,0,0,0,0,0,0,0.0392195,0.0425517
175,0.0103131,0.00967515,0,0,0,0,0,0,0.011223,0.0114449,0.0114664,0.00706586,0,0,0.0368341,0,0.0238683,0.0160741,0.0382992,0.011239,0.0254465,0.004831,0.00316393,0.0293395,0.00318658,0.00303564,0.004158,0.0343516,0.00662231,0.00729147,0.00444711,0.0296803,0.0114957,0.0371121,0.0113936,0.00722731,0.0122511,0.0148539,0.00870831,0.0112868,0.00753025,0,0,0.0192635,0,0.0077251,0.0071877,0.0432067,0.0167352,0.0238466,0.00876733,0.00356186,0.0222141,0.00533434,0.00591988,0.00726495,0.00817903,0.00538239,0.0083485,0.00814103,0.00872622,0.00418656,0.00511535,0.00927878,0.00827463,0,0,0,0,0,0,0,0.0393093,0.0423001
176,0.00980334,0.00941696,0,0,0,0,0,0,0.011115,0.0112996,0.0110827,0.00743361,0,0,0.0380388,0,0.0241777,0.0165477,0.0383987,0.0108419,0.0254314,0.00475443,0.00338116,0.0297531,0.00317614,0.00302755,0.00408539,0.0343188,0.0063364,0.00690619,0.00418517,0.02955,0.011356,0.0383945,0.0116001,0.0073205,0.0120311,0.0147966,0.00911386,0.011786,0.0074488,0,0,0.0189175,0,0.00751628,0.00689044,0.0432787,0.0175689,0.0238008,0.00861132,0.0035489,0.0222212,0.00520692,0.00565089,0.0070762,0.00860546,0.0059807,0.00895112,0.00776377,0.00901747,0.00365585,0.00491907,0.00907616,0.00791747,0,0,0,0,0,0,0,0.0393886,0.0419972
177,0.00924755,0.00903973,0,0,0,0,0,0,0.0109959,0.0112116,0.0107514,0.00798936,0,0,0.0392474,0,0.0244312,0.0170399,0.0384609,0.0104839,0.0253232,0.0050116,0.00379105,0.0300211,0.0031209,0.00305642,0.00417249,0.0341961,0.00588455,0.00663266,0.00394502,0.0294349,0.011249,0.0397684,0.011766,0.00745041,0.0119861,0.0147807,0.00960632,0.0121403,0.0070751,0,0,0.018401,0,0.00739349,0.0065277,0.0433822,0.0184537,0.0237125,0.00857034,0.00360722,0.0221934,0.00507098,0.00540243,0.00687778,0.00920983,0.00670962,0.00971121,0.00741067,0.00946664,0.00331161,0.00475011,0.00885474,0.007505,0,0,0,0,0,0,0,0.0394825,0.0414799
178,0.0087268,0.00866038,0,0,0,0,0,0,0.0108968,0.0110987,0.0105006,0.00859004,0,0,0.0402744,0,0.0247844,0.0173543,0.0384792,0.0101723,0.0252185,0.00471437,0.00416155,0.0301867,0.00311571,0.00314532,0.00420084,0.0340743,0.00561313,0.00647843,0.00375976,0.0293271,0.011151,0.040951,0.0119596,0.00757543,0.0120805,0.014776,0.0100567,0.0125523,0.00675789,0,0,0.017664,0,0.00736293,0.00605015,0.0435136,0.0193798,0.0235942,0.00849163,0.0037303,0.0223168,0.00484378,0.00503894,0.00655699,0.00974397,0.00747886,0.0103729,0.0070876,0.00997298,0.00319595,0.00462494,0.00865965,0.00712001,0,0,0,0,0,0,0,0.0395148,0.0407079
179,0.00818611,0.00825614,0,0,0,0,0,0,0.0108175,0.0110116,0.010315,0.00920995,0,0,0.0409442,0,0.0250541,0.0173768,0.0384335,0.00991851,0.0251269,0.004353,0.0044606,0.0303055,0.00312775,0.00320126,0.00404345,0.0340429,0.00543445,0.00638243,0.00364281,0.0292217,0.0110744,0.0417626,0.0121405,0.00772076,0.0123463,0.0147183,0.0104801,0.013039,0.00666528,0,0,0.0168489,0,0.00720378,0.00545131,0.0436659,0.0203459,0.0234597,0.00831867,0.00393247,0.0224915,0.00455622,0.0045883,0.0060634,0.0102584,0.00831911,0.0109634,0.00685637,0.0103668,0.00316999,0.0045605,0.00848725,0.00672369,0,0,0,0,0,0,0,0.0394756,0.0396907
180,0.00771683,0.00793838,0,0,0,0,0,0,0.0107794,0.0110049,0.0102065,0.00972947,0,0,0.0411309,0,0.0251782,0.0173511,0.0384438,0.0097816,0.0250465,0.00397567,0.00458127,0.030495,0.00311064,0.00305057,0.00387163,0.0340318,0.00525283,0.00628979,0.00357257,0.0291309,0.010981,0.0422522,0.0123107,0.00796387,0.0126037,0.0146704,0.0110096,0.013417,0.00672679,0,0,0.0163064,0,0.00707828,0.00509645,0.0438792,0.0214239,0.0233507,0.00796103,0.00410437,0.0227204,0.00433785,0.00433106,0.00565489,0.0110193,0.00922439,0.0117319,0.00683742,0.0106184,0.00324721,0.00460603,0.00830554,0.00637493,0,0,0,0,0,0,0,0.0394409,0.0387964
181,0.00750712,0.00824217,0,0,0,0,0,0,0.0109385,0.0108729,0.0101666,0.00996335,0,0,0.0407927,0,0.0253159,0.0172877,0.0383969,0.00968767,0.0250497,0.00342116,0.00422689,0.0306483,0.00316663,0.00292559,0.0038037,0.0339465,0.00510791,0.00624265,0.00352712,0.0290563,0.011046,0.0422539,0.0123689,0.00783081,0.0122142,0.0145095,0.0114742,0.0134967,0.00770106,0,0,0.0153491,0,0.00717974,0.00489348,0.0441391,0.0226174,0.0233143,0.00723622,0.00417532,0.0225211,0.00413834,0.0041537,0.00526107,0.0115833,0.0100565,0.0124132,0.00660353,0.00932104,0.00367773,0.00422975,0.00874896,0.00608183,0,0,0,0,0,0,0,0.0394656,0.0379954
182,0.00698203,0.0070701,0,0,0,0,0,0,0.0106218,0.0108543,0.01006,0.0103153,0,0,0.0408764,0,0.0251643,0.0175438,0.0384753,0.0097836,0.0249749,0.00307479,0.00448061,0.0307617,0.00319753,0.00298052,0.00377621,0.0338105,0.00507567,0.00606312,0.00348071,0.0290671,0.010801,0.0423284,0.0124304,0.00800072,0.0129268,0.014679,0.0122688,0.0139641,0.00654985,0,0,0.0157672,0,0.00710404,0.00551319,0.0443833,0.0239424,0.0231834,0.00690261,0.0044329,0.022766,0.00395223,0.00401819,0.00485616,0.0124575,0.0110994,0.0134342,0.00720898,0.0105884,0.00337372,0.00469898,0.00760714,0.00582601,0,0,0,0,0,0,0,0.0394206,0.0371103
183,0.00683902,0.00666566,0,0,0,0,0,0,0.0104459,0.0108312,0.0100797,0.0103744,0,0,0.0410813,0,0.0251761,0.0176552,0.0384837,0.00992163,0.0249045,0.00311689,0.00439196,0.0309069,0.00324552,0.00303931,0.00386982,0.0336791,0.00521614,0.00589532,0.00346696,0.0291368,0.010691,0.0424205,0.0124751,0.00810351,0.013371,0.0147574,0.0131045,0.0142264,0.00637067,0,0,0.0157048,0,0.00718069,0.0058168,0.044738,0.0252899,0.0231186,0.00678815,0.00462031,0.0225616,0.00368581,0.00376329,0.00441494,0.0133935,0.0122015,0.0144756,0.00779429,0.0104835,0.00335497,0.00475085,0.00714271,0.00576439,0,0,0,0,0,0,0,0.0396289,0.0362293
184,0.00685054,0.00696672,0,0,0,0,0,0,0.0104695,0.0107941,0.0101912,0.0105681,0,0,0.0412461,0,0.0251867,0.0176862,0.0384684,0.0100708,0.0248149,0.00360753,0.00403931,0.030861,0.00326506,0.00308184,0.0037973,0.0336425,0.00520275,0.00573314,0.00345353,0.0291756,0.0107656,0.0426026,0.0125117,0.00818614,0.0134856,0.014664,0.0139236,0.0142737,0.00701573,0,0,0.015247,0,0.00712104,0.00556718,0.0451441,0.0266266,0.0230978,0.00652769,0.00474089,0.0222203,0.00348721,0.00363086,0.00403953,0.0143485,0.0133936,0.0154607,0.00827744,0.00951631,0.00359024,0.00442702,0.0075283,0.00567434,0,0,0,0,0,0,0,0.0397861,0.0353028
185,0.00712361,0.00663017,0,0,0,0,0,0,0.0103317,0.0107365,0.0101818,0.0111434,0,0,0.0415631,0,0.0251939,0.0177039,0.0384965,0.0103135,0.0246792,0.00379779,0.00402243,0.0311133,0.00335778,0.00324453,0.00369359,0.033609,0.00519944,0.00554983,0.00344352,0.0292603,0.0106485,0.0429293,0.0125794,0.00830405,0.0140001,0.0146939,0.0148436,0.0145526,0.00706424,0,0,0.0151119,0,0.0069384,0.00539995,0.0454684,0.0279773,0.0229912,0.00672709,0.00499142,0.0220473,0.00336408,0.00363345,0.00378004,0.0154278,0.0146137,0.0165819,0.0090829,0.00970133,0.00357336,0.00447054,0.00724635,0.00593421,0,0,0,0,0,0,0,0.0397661,0.0342899
186,0.00743908,0.00647769,0,0,0,0,0,0,0.0100471,0.010693,0.0101302,0.0115815,0,0,0.0420716,0,0.0252065,0.0178542,0.0385727,0.010721,0.0245799,0.00353319,0.00432567,0.0313023,0.00337041,0.0034616,0.00361112,0.0336126,0.00530079,0.00543351,0.00348605,0.0293816,0.0105317,0.0433853,0.0126775,0.00845222,0.0147635,0.0147922,0.015996,0.0151605,0.007066,0,0,0.0154541,0,0.00675303,0.00517485,0.0457649,0.0295786,0.0228754,0.00757576,0.00533212,0.0221417,0.00328857,0.00368284,0.00361704,0.0166489,0.0158577,0.0178732,0.0100659,0.0103454,0.00338307,0.00478384,0.0070014,0.00618086,0,0,0,0,0,0,0,0.0397024,0.0332927
187,0.0075056,0.00692653,0,0,0,0,0,0,0.010144,0.0107706,0.01022,0.0121179,0,0,0.0425509,0,0.0252018,0.0181364,0.0386483,0.0111061,0.0245512,0.0030593,0.00425469,0.0310811,0.00345629,0.00364437,0.00358859,0.033717,0.00534282,0.00539521,0.00347138,0.0294714,0.0107627,0.0437913,0.012714,0.00857298,0.0156381,0.0149417,0.0167973,0.0154956,0.00740589,0,0,0.0155823,0,0.00660272,0.00484141,0.0461642,0.0308606,0.022752,0.00791211,0.00559488,0.0222165,0.00324346,0.0040361,0.00369674,0.0174277,0.0167328,0.0185972,0.0107541,0.0105341,0.00340819,0.00496236,0.00720766,0.00613934,0,0,0,0,0,0,0,0.0397325,0.0323463
188,0.00740825,0.00756164,0,0,0,0,0,0,0.0102602,0.0108486,0.0103922,0.0125847,0,0,0.0429586,0,0.0251639,0.0184663,0.0386701,0.0116129,0.0244923,0.00293135,0.00428924,0.0308056,0.00352948,0.00380203,0.00370192,0.033856,0.00542178,0.00537957,0.00346578,0.0295784,0.0110469,0.0442023,0.0127265,0.00864608,0.016516,0.0151006,0.0175815,0.0158884,0.00763896,0,0,0.0156638,0,0.00649759,0.004603,0.0466258,0.0324906,0.0225657,0.00833888,0.00596129,0.022367,0.00358248,0.00448201,0.00374551,0.0182143,0.0176284,0.0193252,0.0115568,0.0108531,0.00335014,0.00513167,0.0074911,0.00601619,0,0,0,0,0,0,0,0.0397769,0.0313299
189,0.00721377,0.00766013,0,0,0,0,0,0,0.0104957,0.0110126,0.0106593,0.0126946,0,0,0.0432749,0,0.0251343,0.0187873,0.0386662,0.0122022,0.0245348,0.0033521,0.00421484,0.030711,0.00357922,0.00388245,0.00387177,0.0341079,0.0055588,0.00542285,0.00350719,0.0296729,0.011462,0.0445643,0.0127111,0.0086719,0.0173006,0.0152598,0.0185843,0.0161116,0.00787684,0,0,0.0157615,0,0.0064551,0.00442996,0.04717,0.0343675,0.0223157,0.00897982,0.00630914,0.0226733,0.00393521,0.00480176,0.00395816,0.0192204,0.0186949,0.0203057,0.0125679,0.0113595,0.00327486,0.00525197,0.00777593,0.00585672,0,0,0,0,0,0,0,0.0400468,0.0303099
190,0.00684125,0.00756431,0,0,0,0,0,0,0.0107333,0.011137,0.010987,0.0126478,0,0,0.0436958,0,0.025159,0.0192426,0.0387788,0.0128427,0.0246372,0.00389324,0.00418743,0.0306431,0.00360834,0.00395885,0.0039195,0.0344054,0.00576347,0.00546168,0.00360785,0.0297156,0.0118291,0.0449626,0.0127582,0.00874337,0.0180846,0.0153915,0.0199599,0.0162553,0.00793911,0,0,0.0158678,0,0.00634184,0.00443084,0.0477801,0.0367699,0.0220331,0.0100778,0.00667985,0.022893,0.00459913,0.00509666,0.00428271,0.0206013,0.0201119,0.0217288,0.0138589,0.0118982,0.00323525,0.00536612,0.00787439,0.00555479,0,0,0,0,0,0,0,0.0405013,0.0292219
191,0.00646045,0.00737216,0,0,0,0,0,0,0.0110705,0.0111944,0.0113144,0.0124472,0,0,0.0443081,0,0.0252856,0.0197677,0.0388548,0.0133591,0.0247873,0.00459708,0.00404906,0.0307671,0.0036837,0.00408443,0.00406317,0.0346324,0.00604451,0.00549877,0.003682,0.0297129,0.0122028,0.0453995,0.0128633,0.00886308,0.0191147,0.0155079,0.02104,0.0161578,0.00789484,0,0,0.0157854,0,0.00623421,0.00457783,0.0482697,0.038799,0.0218069,0.0107871,0.0070019,0.0229948,0.00533402,0.00622301,0.00533872,0.0214971,0.0211253,0.0225701,0.0153651,0.0124409,0.00323619,0.00545167,0.00764907,0.00532527,0,0,0,0,0,0,0,0.0406377,0.0282421
192,0.00591576,0.0070461,0,0,0,0,0,0,0.0113823,0.0112432,0.0116099,0.0122445,0,0,0.044978,0,0.0253234,0.0201515,0.0388323,0.0138662,0.0248883,0.00490172,0.00400281,0.0308598,0.00380094,0.00428428,0.00423564,0.034861,0.00621942,0.00553958,0.00374181,0.0297295,0.0125646,0.0458,0.0128729,0.0089222,0.0201649,0.0155812,0.0216589,0.016014,0.0076808,0,0,0.0162296,0,0.00616634,0.00477403,0.0485648,0.040228,0.0216323,0.0110235,0.00731653,0.0230264,0.00591608,0.00833614,0.00726482,0.0216915,0.0215207,0.0225891,0.0171255,0.01306,0.00322652,0.00547533,0.00725179,0.00501802,0,0,0,0,0,0,0,0.0400627,0.0273897
193,0.00562503,0.00639557,0,0,0,0,0,0,0.0118431,0.0113367,0.0119248,0.011873,0,0,0.0455644,0,0.0252947,0.0203882,0.0388366,0.0143377,0.0250693,0.00495502,0.00390817,0.0313019,0.0040111,0.00453492,0.00442483,0.0351195,0.00616245,0.00555228,0.00376396,0.0297402,0.0131282,0.0462889,0.0127726,0.00885492,0.0213264,0.015621,0.0226808,0.0156358,0.00737525,0,0,0.0171216,0,0.00614014,0.00502495,0.0488265,0.042172,0.0213551,0.0116714,0.00764954,0.0229227,0.00662324,0.0096949,0.00893299,0.0223675,0.0223402,0.0232331,0.0191764,0.0138217,0.0032551,0.00547956,0.00658823,0.00502367,0,0,0,0,0,0,0,0.0399803,0.0265353
194,0.00324458,0.00711768,0,0,0,0,0,0,0.0121142,0.0114984,0.0122188,0.011422,0,0,0.047132,0,0.0249361,0.0212799,0.0389128,0.0148799,0.0252335,0.00533595,0.00366773,0.0298109,0.00426317,0.00487031,0.00448238,0.0353038,0.00626215,0.005611,0.00386578,0.0297573,0.0135288,0.0467869,0.0128137,0.00920949,0.0224541,0.0155113,0.0239858,0.0150735,0.00766463,0,0,0.0175614,0,0.00613295,0.00482879,0.0492192,0.0447106,0.0211291,0.0125913,0.00791306,0.0232981,0.00746435,0.0101936,0.00993207,0.0234852,0.0235151,0.0245103,0.021596,0.0140966,0.00321148,0.00529114,0.00813267,0.00299291,0,0,0,0,0,0,0,0.0404651,0.0258017
195,0.00237373,0.00677599,0,0,0,0,0,0,0.0123917,0.0115469,0.0124841,0.0108089,0,0,0.0482588,0,0.0249245,0.0217362,0.0390644,0.0153107,0.025442,0.00561991,0.00341494,0.0297853,0.004486,0.00525443,0.00453785,0.0355321,0.00652403,0.00562984,0.00387901,0.0297554,0.0139617,0.0473175,0.0128819,0.00927367,0.0237465,0.0154435,0.0251243,0.0143051,0.0076163,0,0,0.0179184,0,0.00602745,0.00497423,0.0495196,0.0470559,0.0209146,0.0134392,0.00811666,0.0230192,0.00781885,0.0104257,0.0106507,0.0244296,0.0245459,0.0256737,0.0240511,0.0146204,0.00320682,0.00519249,0.00807479,0.00243389,0,0,0,0,0,0,0,0.0411983,0.0253174
196,0.00147703,0.00639624,0,0,0,0,0,0,0.0124831,0.0115336,0.0125959,0.0102999,0,0,0.0492597,0,0.02496,0.0221325,0.0392517,0.0156638,0.0256137,0.00573607,0.00311891,0.0294471,0.00472948,0.00570399,0.00487265,0.0357466,0.00667846,0.0056174,0.00388516,0.0297931,0.014078,0.0477308,0.0130069,0.00934299,0.0251138,0.0154421,0.0252894,0.0134675,0.00762197,0,0,0.0181299,0,0.00598888,0.00516244,0.0496985,0.0482362,0.0210644,0.0137915,0.00817213,0.0224503,0.00853509,0.01173,0.0121052,0.0240362,0.0243209,0.0254422,0.0264583,0.014947,0.00319651,0.00514528,0.00771379,0.00169426,0,0,0,0,0,0,0,0.0406306,0.0252996
197,0.00121484,0.00596093,0,0,0,0,0,0,0.0125088,0.0115241,0.0126236,0.00984572,0,0,0.0501745,0,0.0249976,0.0224601,0.0394389,0.015956,0.025729,0.00596122,0.00286242,0.0290098,0.00510477,0.006258,0.0052126,0.0359704,0.00674172,0.00557725,0.00390352,0.0298267,0.0141387,0.0480778,0.0131286,0.0094131,0.026352,0.0155143,0.0253931,0.0125972,0.00767849,0,0,0.0182818,0,0.00597387,0.0054771,0.0498483,0.049279,0.021212,0.0143857,0.00827196,0.0217455,0.00892592,0.0127193,0.0131069,0.0237335,0.024098,0.0254538,0.0287734,0.0151377,0.00321598,0.00517325,0.00737503,0.00106983,0,0,0,0,0,0,0,0.0403516,0.0254986
198,0.00174019,0.00547084,0,0,0,0,0,0,0.0125181,0.0115344,0.0126415,0.0094362,0,0,0.0509639,0,0.0250691,0.0227491,0.0396981,0.016189,0.0257878,0.0063667,0.00269055,0.0286676,0.00555209,0.00687096,0.00547754,0.0362541,0.00670941,0.00555369,0.00392708,0.0298186,0.014207,0.0483616,0.013281,0.00949716,0.027295,0.0155498,0.0255923,0.0117482,0.00784114,0,0,0.0186866,0,0.00595347,0.00575208,0.0499326,0.0502167,0.0212441,0.0149631,0.00839263,0.0210686,0.00875771,0.0129524,0.0133259,0.0239111,0.0242218,0.0260492,0.030705,0.0153759,0.00326115,0.00517922,0.0071408,0.000840204,0,0,0,0,0,0,0,0.0406106,0.0257615
199,0.00253527,0.00519119,0,0,0,0,0,0,0.0125688,0.0116342,0.0126383,0.00918882,0,0,0.0516053,0,0.0250997,0.0230046,0.0399204,0.0162602,0.025847,0.00671541,0.00255358,0.0283646,0.0059392,0.00744377,0.0056632,0.0364738,0.00674368,0.00558211,0.00391143,0.0298146,0.0142688,0.0485481,0.0134126,0.00966719,0.028127,0.0155739,0.025658,0.0109864,0.00812735,0,0,0.0189248,0,0.00595386,0.00582753,0.0499947,0.0508355,0.0212909,0.0153699,0.00847051,0.0203988,0.00843997,0.0128899,0.0133238,0.0241174,0.0243701,0.0267649,0.0325159,0.0156867,0.00329337,0.00515062,0.00691277,0.0010916,0,0,0,0,0,0,0,0.0410608,0.0262327
200,0.00349268,0.00477962,0,0,0,0,0,0,0.01255,0.0117107,0.0124808,0.00902609,0,0,0.0521167,0,0.0251791,0.0232512,0.0401116,0.0160983,0.0258753,0.00701437,0.00247199,0.0279497,0.00630824,0.00802433,0.00605681,0.0365399,0.00678156,0.00558742,0.00386783,0.0298259,0.0142713,0.0485812,0.0135841,0.0098532,0.0288792,0.0156074,0.0255929,0.0103255,0.00851959,0,0,0.0189962,0,0.00593704,0.0057936,0.0500029,0.0511235,0.0213212,0.0156455,0.00856029,0.019642,0.00807559,0.0125782,0.012961,0.0243519,0.0245246,0.027465,0.0342645,0.0159417,0.00327762,0.00515364,0.00672768,0.00166575,0,0,0,0,0,0,0,0.0415598,0.0268239
