Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,RTHIA,RTIBA
873,0.0282596,0.023802,0,0,0,0,0,0,0.0103915,0.0116969,0.00964207,0.00314869,0,0,0.0270511,0,0.0218097,0.0113793,0.0382989,0.009237,0.02619,0.00893592,0.0099093,0.0206938,0.00342975,0.00527294,0.00493971,0.0341169,0.00831468,0.0090828,0.00455548,0.0306361,0.0107193,0.019745,0.00984301,0.0078317,0.0125032,0.0124204,0.005623,0.00214476,0.0207263,0,0,0.0367306,0,0.0131051,0.0112877,0.0430083,0.0087488,0.0257465,0.00666705,0.0112066,0.0219385,0.00619902,0.00765188,0.00697306,0.00203747,0.00148743,0.00300665,0.0133613,0.0300384,0.0108206,0.0111055,0.0210376,0.0224074,0,0,0,0,0,0,0,0.039005,0.0457136
874,0.0282614,0.0235743,0,0,0,0,0,0,0.0104079,0.0115592,0.00976468,0.00329228,0,0,0.0269938,0,0.0218551,0.0112426,0.0383101,0.00926905,0.0262294,0.00907575,0.0100485,0.020613,0.00348914,0.00526482,0.00493668,0.0341527,0.00834844,0.00915436,0.0046119,0.0306659,0.0108829,0.019422,0.00989192,0.00782996,0.0127854,0.0122982,0.00564263,0.00221129,0.0201871,0,0,0.0367248,0,0.0131455,0.0114095,0.0429833,0.00874848,0.0257916,0.00675979,0.0114271,0.022315,0.00622276,0.00721436,0.00704041,0.00204183,0.00149187,0.00302429,0.013581,0.0302229,0.0107771,0.0112108,0.0208179,0.0223591,0,0,0,0,0,0,0,0.0389998,0.0457571
875,0.028286,0.023408,0,0,0,0,0,0,0.0104921,0.0114145,0.00992907,0.00349644,0,0,0.0269874,0,0.0219249,0.0112408,0.03833,0.00927799,0.0262638,0.00923936,0.0101724,0.0205843,0.00344676,0.00526694,0.00493799,0.0341883,0.00835328,0.00919327,0.00463361,0.0306581,0.010816,0.019142,0.00995949,0.00789224,0.0130535,0.0121394,0.00570858,0.00233381,0.0197059,0,0,0.0367857,0,0.013154,0.0115739,0.0430077,0.0088564,0.0258367,0.00689947,0.0116486,0.0226957,0.0062154,0.0072891,0.00701504,0.00203935,0.00155994,0.00306616,0.0137845,0.0304142,0.0107142,0.0111657,0.020689,0.0223552,0,0,0,0,0,0,0,0.0389826,0.0457874
876,0.0283528,0.0233319,0,0,0,0,0,0,0.010554,0.0112929,0.0100635,0.00375983,0,0,0.0270152,0,0.0220212,0.0113558,0.0383364,0.00924735,0.0263128,0.00941874,0.0103205,0.0206266,0.00339355,0.00529866,0.00493798,0.0342512,0.00834507,0.00923124,0.00465741,0.0306363,0.0107757,0.0189268,0.0100265,0.00796092,0.0131704,0.0119377,0.0057219,0.00246651,0.0193209,0,0,0.0367536,0,0.0131327,0.0117384,0.0430719,0.00892071,0.0258791,0.00701194,0.0118189,0.0230986,0.00620253,0.00764854,0.00698724,0.00202888,0.00167916,0.00311187,0.013978,0.0305544,0.0107132,0.0109746,0.0206069,0.022397,0,0,0,0,0,0,0,0.0389761,0.0458129
877,0.0285307,0.0232452,0,0,0,0,0,0,0.0105591,0.0112067,0.0101486,0.00394453,0,0,0.0270238,0,0.0220832,0.0114952,0.0383256,0.00920184,0.0263518,0.00951003,0.010464,0.0206704,0.00331766,0.00531122,0.00495655,0.0343114,0.00842141,0.0092831,0.00466914,0.0306588,0.0107485,0.0187365,0.0100677,0.00800766,0.0132789,0.0118096,0.00575645,0.00256238,0.0189687,0,0,0.0365653,0,0.0131097,0.0117049,0.0431066,0.00903219,0.0259154,0.00685217,0.0119163,0.0234682,0.00621669,0.00743904,0.00696749,0.00203233,0.00174082,0.00315986,0.0141045,0.0305865,0.0106902,0.0108421,0.0204928,0.0224633,0,0,0,0,0,0,0,0.0389601,0.0458528
878,0.0286694,0.0231146,0,0,0,0,0,0,0.0105715,0.0111186,0.0102072,0.0040523,0,0,0.027005,0,0.0220819,0.011524,0.0383098,0.00915392,0.0263675,0.0095559,0.010554,0.0207144,0.00334589,0.00533693,0.00497607,0.0343557,0.00851041,0.00933928,0.00467162,0.0306857,0.01074,0.0185298,0.010075,0.00806864,0.0133401,0.0117739,0.00576456,0.00265821,0.0186366,0,0,0.0363446,0,0.01311,0.0115923,0.043108,0.00913163,0.0259432,0.00684606,0.0119755,0.023811,0.00621944,0.00744838,0.00696387,0.00204475,0.00173916,0.00318306,0.014222,0.0305326,0.0105563,0.0108199,0.0203602,0.0224952,0,0,0,0,0,0,0,0.0389353,0.0458951
879,0.0286933,0.0229285,0,0,0,0,0,0,0.0106255,0.0110521,0.0102345,0.00415669,0,0,0.0270025,0,0.0220953,0.011456,0.038329,0.00910081,0.0263834,0.00951493,0.0106046,0.0207633,0.0033715,0.00540752,0.00497217,0.0343691,0.00854433,0.00937946,0.00467046,0.0306659,0.0107611,0.0183234,0.0100843,0.00814026,0.0133788,0.0117349,0.00576175,0.00279069,0.0183362,0,0,0.0362497,0,0.0130919,0.0115919,0.0431361,0.00921392,0.0259602,0.00698049,0.012023,0.0240905,0.00625459,0.0077835,0.007008,0.00209005,0.00172102,0.0031876,0.0143158,0.0305306,0.0103796,0.0108041,0.0201851,0.022496,0,0,0,0,0,0,0,0.0389068,0.0459173
880,0.028655,0.0227708,0,0,0,0,0,0,0.0106578,0.0110159,0.0102289,0.00429017,0,0,0.0269874,0,0.0221107,0.0113655,0.0383633,0.00904086,0.0263936,0.00948505,0.0106248,0.0208192,0.00335417,0.00547013,0.00501837,0.0343829,0.00859645,0.00941786,0.00466861,0.0306811,0.0108617,0.0180948,0.010081,0.00815739,0.0134354,0.0117171,0.00576274,0.00295031,0.0180752,0,0,0.0361128,0,0.0130511,0.0117049,0.043188,0.009252,0.0259777,0.00682447,0.012055,0.0243808,0.00631152,0.00778632,0.00703116,0.00215089,0.00174115,0.00320733,0.0144027,0.0304426,0.0101267,0.0108228,0.0200016,0.022492,0,0,0,0,0,0,0,0.038909,0.0459494
881,0.0286223,0.0226479,0,0,0,0,0,0,0.0106428,0.0109814,0.0102545,0.00442762,0,0,0.026932,0,0.0221238,0.011249,0.0383649,0.0090024,0.0264036,0.00943354,0.0106401,0.0209135,0.00331374,0.00549401,0.00504107,0.0344103,0.00861739,0.00942435,0.00467896,0.030703,0.0108773,0.0179345,0.0100744,0.00812209,0.0134786,0.011691,0.00575963,0.0030945,0.0178607,0,0,0.0360264,0,0.0130072,0.0118583,0.0432208,0.00926493,0.0260169,0.00667947,0.0121029,0.0246075,0.00635771,0.0081182,0.00702135,0.00213552,0.00181708,0.00319976,0.0144639,0.0303114,0.00991014,0.0107537,0.0198462,0.0224751,0,0,0,0,0,0,0,0.0388966,0.0459862
882,0.0286893,0.0225291,0,0,0,0,0,0,0.0106445,0.0109136,0.010358,0.00457098,0,0,0.0268517,0,0.0222198,0.0111136,0.0383661,0.00898725,0.026431,0.00942376,0.0106678,0.0210946,0.00326959,0.00551023,0.00503657,0.0344397,0.00859944,0.00943722,0.00469735,0.0307212,0.0108729,0.0178675,0.0101259,0.00808464,0.0134983,0.0116694,0.00583509,0.00323525,0.0176624,0,0,0.0360322,0,0.0129442,0.0118429,0.0432542,0.00931573,0.0260606,0.00657081,0.0121751,0.0247486,0.00640332,0.00808088,0.00705347,0.00211899,0.00187314,0.00319055,0.0145063,0.0301933,0.00982762,0.0106199,0.0197202,0.0224814,0,0,0,0,0,0,0,0.0388823,0.0459985
883,0.0287555,0.0224003,0,0,0,0,0,0,0.0106501,0.0107762,0.0104726,0.00470969,0,0,0.0268048,0,0.0224545,0.0109921,0.0383595,0.00899738,0.0264597,0.00945973,0.0107057,0.0214224,0.00328499,0.00552169,0.00501298,0.0344315,0.00860561,0.00947518,0.00473008,0.030718,0.0108357,0.0179489,0.0102617,0.00808545,0.0135149,0.0116756,0.00593981,0.00338175,0.0175164,0,0,0.0357889,0,0.0128271,0.011756,0.0432932,0.00948938,0.0260963,0.00645883,0.0122256,0.0249042,0.00642729,0.00762665,0.00709809,0.00211233,0.00191666,0.00324013,0.0145061,0.0299392,0.00947475,0.010404,0.0196069,0.0225164,0,0,0,0,0,0,0,0.0388787,0.0459863
884,0.0288776,0.0223327,0,0,0,0,0,0,0.0106371,0.0105802,0.0105516,0.00483056,0,0,0.0269268,0,0.0227114,0.01101,0.0383201,0.00900602,0.0265004,0.0095244,0.0107576,0.0219138,0.00328731,0.00552494,0.0050284,0.0344184,0.00863308,0.00952624,0.00477252,0.0307076,0.0108366,0.0182279,0.0104164,0.00799073,0.0135075,0.0116259,0.00601597,0.00355127,0.0175736,0,0,0.0354298,0,0.0126682,0.0116542,0.0433234,0.00966014,0.0261212,0.00635946,0.0122961,0.0251064,0.00644586,0.00765051,0.007096,0.00212297,0.0019918,0.00332386,0.0144716,0.0296536,0.00907985,0.010005,0.0196375,0.0226315,0,0,0,0,0,0,0,0.0388588,0.045966
885,0.0290556,0.0222391,0,0,0,0,0,0,0.0105809,0.0105126,0.0106319,0.00493682,0,0,0.0272511,0,0.0227899,0.0111506,0.0383201,0.00898487,0.0265332,0.0095729,0.0107979,0.0225059,0.00327455,0.00554135,0.0050638,0.0343933,0.00869304,0.00957222,0.00481414,0.0306731,0.0108262,0.0186131,0.0104645,0.00782821,0.0134567,0.0115453,0.00581903,0.00370198,0.0177855,0,0,0.0352187,0,0.0125486,0.0116418,0.0433854,0.00952148,0.0261579,0.0064372,0.0123662,0.0252969,0.00649502,0.00821375,0.00712543,0.00215619,0.00200969,0.00328552,0.0145904,0.0294747,0.00902964,0.00968372,0.0196589,0.0227901,0,0,0,0,0,0,0,0.0388657,0.0459605
886,0.0291168,0.022078,0,0,0,0,0,0,0.0105615,0.0105745,0.0107086,0.00498625,0,0,0.0275599,0,0.0226709,0.0112379,0.0383454,0.00896937,0.0265399,0.0096356,0.0107651,0.0229728,0.00328999,0.00555232,0.00508609,0.0343946,0.00872625,0.00962444,0.00484138,0.0306593,0.0108203,0.0188078,0.0103724,0.00762776,0.0134038,0.0115512,0.00565328,0.00380569,0.0179252,0,0,0.0354427,0,0.0125005,0.0115756,0.0434491,0.00939818,0.0261745,0.00658195,0.0123506,0.0253977,0.00652027,0.00847627,0.00713691,0.00219345,0.00203133,0.00326113,0.0146638,0.0294171,0.00938857,0.00965626,0.0195527,0.0228445,0,0,0,0,0,0,0,0.0388814,0.0459674
887,0.0291406,0.0220249,0,0,0,0,0,0,0.0106328,0.0106777,0.0108042,0.00499399,0,0,0.0277871,0,0.0225179,0.0110615,0.0383526,0.00898593,0.0265545,0.00965509,0.0107135,0.0232549,0.00332207,0.00558854,0.00508366,0.0344172,0.00870976,0.00968654,0.00486723,0.0306644,0.0108042,0.0189582,0.0102389,0.00741057,0.0133564,0.0116249,0.00571189,0.00388339,0.0180493,0,0,0.0358579,0,0.0125226,0.0118643,0.0434805,0.00951041,0.0261926,0.00634838,0.0123468,0.0254913,0.00649873,0.00843376,0.0071307,0.00222325,0.00210755,0.00339036,0.014565,0.0294099,0.00972393,0.00972347,0.0194303,0.0228679,0,0,0,0,0,0,0,0.0388987,0.0459949
888,0.0290545,0.0219125,0,0,0,0,0,0,0.0107228,0.0108215,0.0109059,0.00503288,0,0,0.0277166,0,0.0224385,0.0107423,0.0383538,0.00901248,0.0265667,0.00965174,0.0107078,0.0234399,0.00335989,0.00561003,0.00507721,0.0344257,0.00871272,0.00972465,0.00488836,0.0306732,0.0108238,0.018998,0.0101644,0.00728813,0.0133531,0.0116465,0.00598696,0.00390295,0.0180601,0,0,0.0362681,0,0.0125639,0.0124658,0.043518,0.00985611,0.0261841,0.00614428,0.0123736,0.0255134,0.00642748,0.0083392,0.00705761,0.0022056,0.00223806,0.00354728,0.0143616,0.0293844,0.00993862,0.00979105,0.0192222,0.0228116,0,0,0,0,0,0,0,0.0389235,0.046081
889,0.0288911,0.0217298,0,0,0,0,0,0,0.0107307,0.0109438,0.0110058,0.00502005,0,0,0.0275,0,0.0224131,0.010485,0.0383407,0.00905402,0.0265578,0.00967456,0.0105944,0.0236133,0.00335314,0.00555941,0.00508004,0.0344193,0.00873454,0.00975764,0.00492385,0.0307001,0.0108667,0.0190114,0.010194,0.00736323,0.0133013,0.0117464,0.0061497,0.00379895,0.0179557,0,0,0.0360867,0,0.0125901,0.0128334,0.0435702,0.0100208,0.0261437,0.00615245,0.0122418,0.0256157,0.00643546,0.00850166,0.00703562,0.00217929,0.00230596,0.00352385,0.0141657,0.0290686,0.00995689,0.0098531,0.0189373,0.022738,0,0,0,0,0,0,0,0.0389559,0.0461512
890,0.0286659,0.0214847,0,0,0,0,0,0,0.0107624,0.010993,0.0111164,0.00497171,0,0,0.0275485,0,0.0224195,0.0105731,0.0383036,0.0090702,0.0265713,0.00975933,0.010413,0.0239464,0.0033192,0.00553451,0.00509125,0.0344237,0.00876711,0.00981426,0.00496368,0.0307197,0.0109113,0.0191028,0.0102386,0.00741279,0.0131603,0.011864,0.00605141,0.00374515,0.0179073,0,0,0.0357947,0,0.0125661,0.012741,0.0436293,0.00993308,0.0260963,0.00598978,0.0120331,0.0255539,0.0065059,0.00888873,0.00705103,0.00219487,0.00229443,0.00340917,0.013995,0.0286499,0.0099473,0.00993991,0.0185687,0.0226873,0,0,0,0,0,0,0,0.0389781,0.0461193
891,0.0283464,0.0210598,0,0,0,0,0,0,0.0107678,0.0110392,0.0112206,0.00490594,0,0,0.0276393,0,0.0224537,0.0110791,0.0382751,0.0090752,0.0265705,0.00983143,0.0101618,0.0243278,0.00328585,0.00550438,0.0050585,0.0344395,0.00878155,0.00984266,0.00500427,0.0307247,0.0109242,0.0190934,0.0102778,0.00744955,0.0129624,0.0119581,0.00580298,0.00364753,0.017814,0,0,0.0355732,0,0.0124746,0.012367,0.043652,0.0096497,0.0260682,0.00594582,0.0118399,0.0253487,0.00665021,0.00890901,0.00711685,0.00219877,0.00222084,0.0033444,0.0138715,0.028214,0.00990366,0.00996706,0.0181951,0.0225665,0,0,0,0,0,0,0,0.0390406,0.0460931
892,0.0280789,0.0206103,0,0,0,0,0,0,0.0107245,0.0110911,0.0112995,0.00480584,0,0,0.0276208,0,0.0225084,0.011709,0.0382553,0.00907065,0.0265846,0.00984801,0.00985968,0.024736,0.00326358,0.00542997,0.004978,0.0344579,0.00877974,0.00982751,0.00503156,0.0307227,0.0108834,0.0190864,0.0103193,0.00747343,0.0127769,0.0120083,0.0054163,0.00345947,0.0176813,0,0,0.0354084,0,0.0123129,0.0119299,0.0436253,0.00923154,0.0260714,0.00608693,0.011685,0.0251257,0.00692367,0.00892428,0.00725061,0.00216065,0.00205047,0.00321589,0.0138708,0.0278536,0.00980133,0.00985404,0.0178422,0.0224086,0,0,0,0,0,0,0,0.0390553,0.0460734
893,0.0277524,0.0201288,0,0,0,0,0,0,0.0106923,0.0111346,0.0113788,0.00467329,0,0,0.0274339,0,0.0225599,0.0119043,0.0382656,0.00905236,0.0265979,0.00986472,0.00948935,0.0252078,0.00320537,0.00535991,0.00492474,0.0344957,0.00875114,0.00977836,0.00504195,0.0307183,0.0108525,0.0192472,0.0103514,0.00748785,0.0126398,0.0120531,0.00537938,0.00322915,0.0174952,0,0,0.0348948,0,0.0121316,0.011781,0.0436385,0.0091702,0.0260303,0.00626102,0.0114382,0.0250626,0.00703662,0.00898435,0.00737068,0.00207587,0.0018953,0.00312782,0.0136826,0.0273312,0.00963571,0.00973674,0.0174714,0.0222586,0,0,0,0,0,0,0,0.0390006,0.0460067
894,0.0272885,0.0195524,0,0,0,0,0,0,0.0107161,0.011149,0.0114524,0.00449281,0,0,0.0271515,0,0.0225955,0.0115785,0.0382796,0.00900411,0.0265822,0.00993364,0.00905348,0.0257511,0.00316523,0.00536718,0.0049052,0.034548,0.00870471,0.00975813,0.00504575,0.0306852,0.0108901,0.0195792,0.0103677,0.00745419,0.012533,0.0120866,0.00567915,0.00298604,0.0172829,0,0,0.0340744,0,0.0119094,0.0117733,0.0436901,0.00950223,0.0259549,0.00643818,0.0108745,0.0250511,0.00683161,0.0091319,0.0074142,0.00195734,0.00178422,0.00311574,0.0133186,0.0267074,0.00953703,0.00967267,0.0170284,0.022077,0,0,0,0,0,0,0,0.0389489,0.0458928
895,0.0268523,0.0189546,0,0,0,0,0,0,0.0107314,0.0111336,0.0114565,0.00428817,0,0,0.0268683,0,0.0226512,0.0111091,0.0382933,0.00891604,0.0265514,0.00997041,0.00854825,0.0263114,0.00320853,0.0053848,0.004916,0.0345794,0.0086631,0.00975249,0.00503603,0.0306378,0.0109148,0.0199735,0.0104026,0.00744648,0.0121724,0.0120622,0.00579811,0.00268925,0.0170679,0,0,0.0334858,0,0.0116042,0.0118429,0.0437352,0.0097244,0.0258631,0.00641536,0.0101274,0.0249277,0.0066812,0.00907421,0.00732458,0.00189694,0.00188221,0.00313068,0.0127564,0.0260121,0.00946036,0.00953767,0.0165593,0.0218189,0,0,0,0,0,0,0,0.0389862,0.0457674
896,0.026522,0.0184244,0,0,0,0,0,0,0.010689,0.0110986,0.0113716,0.00409578,0,0,0.026603,0,0.022721,0.0108185,0.0383002,0.00880297,0.0265031,0.00989445,0.00803688,0.0268547,0.00319656,0.00534532,0.00491232,0.0345656,0.00859564,0.00971592,0.00501341,0.0305845,0.0108781,0.0203433,0.010467,0.00748112,0.0118195,0.0120377,0.00573547,0.00242859,0.016882,0,0,0.0328995,0,0.0112347,0.011926,0.0437499,0.00986313,0.0257403,0.00612432,0.00973221,0.024878,0.00665996,0.00891512,0.00732901,0.00183655,0.00186686,0.00308926,0.0123048,0.0250585,0.00894965,0.00926643,0.0160804,0.0215523,0,0,0,0,0,0,0,0.0390588,0.0457064
897,0.0255387,0.016437,0,0,0,0,0,0,0.010301,0.0114721,0.0112261,0.00334115,0,0,0.0260622,0,0.022406,0.0109097,0.0383943,0.00865193,0.0262864,0.00969223,0.00644453,0.0279587,0.00310469,0.0051493,0.00480879,0.0345134,0.00848535,0.00954949,0.00494058,0.0305644,0.0105901,0.0205603,0.0101761,0.00710647,0.0116188,0.0124904,0.00585854,0.00180002,0.0158144,0,0,0.030357,0,0.01088,0.0122026,0.0436806,0.0100077,0.0253737,0.00624162,0.00843037,0.0259556,0.00670474,0.00872666,0.00743777,0.00182399,0.00167505,0.00288157,0.011746,0.0218303,0.0101336,0.00973886,0.0142816,0.0210977,0,0,0,0,0,0,0,0.0391173,0.0456986
898,0.0253731,0.0159491,0,0,0,0,0,0,0.0101605,0.0114468,0.0112408,0.00312595,0,0,0.0259839,0,0.0225119,0.0110451,0.0383732,0.00848508,0.0262269,0.00950107,0.00601151,0.0285019,0.00305967,0.00504422,0.00476209,0.0344612,0.00840847,0.00944827,0.0048987,0.0305286,0.0104588,0.0211283,0.010291,0.00713078,0.0113727,0.0123824,0.00587803,0.00175156,0.0156877,0,0,0.0292784,0,0.010344,0.0120367,0.0437289,0.0102634,0.0252395,0.00618732,0.00802743,0.0261928,0.00673312,0.00874119,0.0073667,0.00176761,0.0015669,0.00277992,0.0112424,0.0206784,0.00918857,0.00916438,0.0137344,0.0210092,0,0,0,0,0,0,0,0.0391487,0.0456213
899,0.0252026,0.0156243,0,0,0,0,0,0,0.0100495,0.0114082,0.0112478,0.00293011,0,0,0.0259919,0,0.0226672,0.0110957,0.0383378,0.00827195,0.0262019,0.00932421,0.0057136,0.028999,0.00303061,0.00499305,0.00473781,0.0344472,0.00830494,0.0093413,0.0048524,0.0304804,0.0103384,0.0218084,0.0104204,0.00714866,0.0111871,0.0122989,0.0057558,0.0017733,0.0155831,0,0,0.0282072,0,0.00987587,0.0114918,0.0437717,0.0103479,0.025136,0.00626343,0.00774422,0.0264325,0.0067492,0.00851096,0.0073906,0.00178224,0.00139404,0.00260034,0.0108806,0.0195364,0.00825764,0.00842775,0.0132586,0.0208761,0,0,0,0,0,0,0,0.0392092,0.0455555
900,0.0248976,0.0152958,0,0,0,0,0,0,0.00992106,0.0113869,0.0110651,0.00266626,0,0,0.0259962,0,0.0228489,0.0110652,0.0382938,0.00804622,0.0261253,0.00922678,0.00538414,0.0295067,0.00304813,0.00496682,0.0047198,0.034445,0.00818063,0.00923872,0.00479679,0.0304116,0.0102061,0.0225428,0.0105589,0.00721885,0.0110319,0.0123051,0.00570613,0.00186883,0.0154825,0,0,0.0272353,0,0.00951888,0.0107449,0.0437966,0.0103139,0.0250117,0.00643564,0.00748503,0.0265603,0.00665201,0.00808167,0.00742422,0.00192443,0.00120681,0.00240445,0.0106373,0.0185215,0.0074766,0.00787537,0.0127185,0.0206371,0,0,0,0,0,0,0,0.0393055,0.0455205
901,0.0245364,0.0149964,0,0,0,0,0,0,0.0098178,0.0113437,0.0107357,0.00237167,0,0,0.0260271,0,0.0230737,0.0111465,0.0382453,0.00781406,0.0260629,0.00920141,0.00514578,0.0301077,0.00305452,0.0049545,0.00469102,0.0344448,0.00805796,0.00912954,0.00471496,0.0303149,0.0100733,0.0232329,0.0107134,0.00723544,0.0109632,0.0122989,0.00586125,0.00205347,0.0155404,0,0,0.0265195,0,0.00921518,0.0103376,0.0438266,0.0105566,0.0248582,0.00650267,0.00732748,0.0265943,0.00649456,0.00795099,0.00730556,0.00197672,0.00113718,0.00228441,0.010319,0.0177318,0.00713487,0.00755875,0.0121901,0.0204153,0,0,0,0,0,0,0,0.0394104,0.045473
902,0.0237917,0.0143857,0,0,0,0,0,0,0.00952914,0.0116416,0.0105333,0.00178308,0,0,0.0256821,0,0.0228956,0.0111773,0.0382056,0.00758987,0.0258912,0.00912782,0.00449507,0.0309401,0.00309275,0.00490424,0.00465785,0.0344127,0.00793371,0.00898008,0.00464589,0.0302443,0.00982108,0.0238548,0.0105578,0.00690864,0.0108556,0.0124786,0.00578386,0.00242626,0.0150125,0,0,0.0252506,0,0.00897102,0.0107234,0.0438539,0.0105616,0.024579,0.00683292,0.00684616,0.0269243,0.00656052,0.0077242,0.00737924,0.00226045,0.00104913,0.00226407,0.0100254,0.0168132,0.0075471,0.00769828,0.0114838,0.0198984,0,0,0,0,0,0,0,0.0395147,0.0454534
903,0.023359,0.0142216,0,0,0,0,0,0,0.00939065,0.0117123,0.0104147,0.00138868,0,0,0.025337,0,0.0229972,0.0109674,0.038129,0.00739015,0.0257774,0.00904197,0.00424658,0.0316073,0.0031626,0.00493491,0.00468326,0.034375,0.00782242,0.00888346,0.00459343,0.0301742,0.0096506,0.0240894,0.0105978,0.00671462,0.0106427,0.0125441,0.00570813,0.00266088,0.0148229,0,0,0.024511,0,0.00877601,0.0113718,0.0438981,0.010522,0.0242978,0.00667212,0.00678769,0.0269413,0.00674848,0.00793878,0.00739848,0.00244056,0.00103191,0.00229193,0.00974468,0.0162778,0.00753084,0.00764557,0.0111913,0.0195606,0,0,0,0,0,0,0,0.0395851,0.0454119
904,0.0233218,0.0151346,0,0,0,0,0,0,0.0094754,0.0115364,0.010451,0.00123273,0,0,0.0249858,0,0.0233239,0.010594,0.0381002,0.00722995,0.0257705,0.00899662,0.00444169,0.0318549,0.00322222,0.00503346,0.00472896,0.0343693,0.00774573,0.00885979,0.00456452,0.0301294,0.00969961,0.0241467,0.0108819,0.00682726,0.0102654,0.0122921,0.00562254,0.00266033,0.015231,0,0,0.024841,0,0.00871191,0.0116321,0.043906,0.0106043,0.0244394,0.00642389,0.00709437,0.0260386,0.00674294,0.00832521,0.00734696,0.00239837,0.000997854,0.0022501,0.00948378,0.0167856,0.00594066,0.00684626,0.0120548,0.0193971,0,0,0,0,0,0,0,0.0396447,0.0453374
905,0.022187,0.013914,0,0,0,0,0,0,0.00912931,0.0119553,0.0103227,0.000726153,0,0,0.0244673,0,0.0229588,0.0105367,0.0381866,0.00701565,0.025627,0.00874095,0.00333635,0.0328983,0.00323459,0.00493552,0.00464087,0.0343868,0.00758328,0.00863491,0.00447642,0.0301104,0.00946645,0.0246555,0.0105282,0.00633656,0.0102133,0.0127322,0.00565941,0.00325449,0.0138881,0,0,0.0229334,0,0.00850915,0.0118017,0.0438258,0.0107796,0.024207,0.00659669,0.00623846,0.0268703,0.00659552,0.00842448,0.007328,0.002442,0.000885348,0.00229985,0.0092337,0.0153713,0.0074326,0.00754216,0.0111197,0.0186642,0,0,0,0,0,0,0,0.0396933,0.0452561
906,0.0215513,0.0136036,0,0,0,0,0,0,0.00905593,0.0120714,0.0103567,0.000712854,0,0,0.0243331,0,0.0229568,0.0105767,0.0381699,0.00682884,0.0255966,0.00858669,0.00296743,0.0334962,0.00328679,0.00495321,0.00463565,0.0343606,0.00747947,0.00851481,0.0044194,0.0300665,0.00944521,0.0252473,0.01047,0.00612447,0.01028,0.0127554,0.00561912,0.00346727,0.0134488,0,0,0.0224667,0,0.00836918,0.0111901,0.0438596,0.0111003,0.024062,0.00661925,0.00604794,0.0266843,0.00649231,0.00816867,0.00718502,0.00240604,0.000798002,0.00225504,0.00903821,0.0150539,0.00713696,0.00739403,0.0111816,0.0181332,0,0,0,0,0,0,0,0.0397342,0.0451651
907,0.0208791,0.0131063,0,0,0,0,0,0,0.00903648,0.0121622,0.010446,0.000865508,0,0,0.0243016,0,0.0229994,0.0109458,0.0382107,0.00668759,0.0256029,0.00850678,0.00253234,0.0340189,0.00329519,0.00494703,0.00467397,0.0343969,0.00739709,0.00844151,0.00435429,0.0300262,0.00948297,0.0260282,0.0104335,0.00598067,0.0102897,0.0127762,0.00573186,0.00367498,0.0129853,0,0,0.0221365,0,0.00821566,0.0102925,0.0438969,0.0113333,0.0241686,0.00613394,0.00566645,0.026372,0.00644301,0.00813678,0.00701957,0.00246852,0.000726957,0.00213719,0.00877454,0.0148174,0.00671435,0.00723159,0.0112229,0.0176367,0,0,0,0,0,0,0,0.0397458,0.045057
908,0.0201566,0.0124304,0,0,0,0,0,0,0.00895354,0.0122524,0.0104428,0.0011795,0,0,0.0244962,0,0.0230612,0.0112433,0.0382488,0.00658833,0.0255706,0.00848632,0.0020507,0.0344383,0.0033053,0.00491119,0.00466693,0.0343939,0.00730135,0.00839033,0.00431689,0.0299796,0.00952018,0.0269029,0.0104159,0.00585514,0.0101639,0.0128195,0.00558921,0.00388552,0.0123934,0,0,0.0218347,0,0.00804522,0.00948607,0.0439464,0.0113015,0.0242796,0.00609947,0.00509697,0.025913,0.00648415,0.00856922,0.00707107,0.00277906,0.000645282,0.00229688,0.00862527,0.0145145,0.00628967,0.00706268,0.0110557,0.0170889,0,0,0,0,0,0,0,0.0396943,0.0449786
909,0.0196737,0.0117707,0,0,0,0,0,0,0.00898136,0.0122059,0.0102751,0.00140767,0,0,0.0250132,0,0.0232813,0.0113164,0.0382746,0.00647157,0.0256001,0.0085376,0.00179033,0.0349189,0.00331844,0.00492206,0.00462165,0.0344001,0.00718315,0.00832022,0.00428281,0.0299141,0.00960809,0.0276649,0.0105265,0.00579343,0.0100178,0.0128035,0.00530926,0.00396588,0.0120881,0,0,0.0217054,0,0.00781017,0.00903373,0.0440609,0.011425,0.0243442,0.00620994,0.00467897,0.0253761,0.00657583,0.00865967,0.00711331,0.00291086,0.000641056,0.00252728,0.00844821,0.0140585,0.00595395,0.00686094,0.0105688,0.0167304,0,0,0,0,0,0,0,0.0396785,0.0448973
